인터파크(108790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-01,21000,21400,20500,21350,71202,702171.0,32888569.0
2016-02-02,21000,21300,20650,20950,32269,689016.0,32888569.0
2016-02-03,20500,21200,20450,20800,44296,684082.0,32888569.0
2016-02-04,21200,21200,20600,21050,19434,692304.0,32888569.0
2016-02-05,21200,21350,20650,21300,29924,700527.0,32888569.0
2016-02-11,20950,20950,20400,20600,51727,677505.0,32888569.0
2016-02-12,20300,21350,20050,20200,64269,664349.0,32888569.0
2016-02-15,20850,21200,20300,20650,18520,679149.0,32888569.0
2016-02-16,21000,21000,20200,20550,32183,675860.0,32888569.0
2016-02-17,20700,20700,20250,20400,37331,670927.0,32888569.0
2016-02-18,20750,21000,20350,20900,28105,687371.0,32888569.0
2016-02-19,20900,21100,20600,20800,28900,684082.0,32888569.0
2016-02-22,20700,21400,20700,21250,22676,698882.0,32888569.0
2016-02-23,21500,21500,20750,20950,26419,689016.0,32888569.0
2016-02-24,21000,21300,20850,21300,13492,700527.0,32888569.0
2016-02-25,21100,21200,20550,20700,51500,680793.0,32888569.0
2016-02-26,20750,21150,20600,20950,20777,689016.0,32888569.0
2016-02-29,21300,21300,20200,21100,17557,693949.0,32888569.0
2016-03-02,21100,21200,20600,21100,57155,693949.0,32888569.0
2016-03-03,20950,21350,20950,21250,158343,698882.0,32888569.0
2016-03-04,21400,21450,20850,21150,12024,695593.0,32888569.0
2016-03-07,21150,21450,21000,21100,21007,693949.0,32888569.0
2016-03-08,21000,21350,20850,20950,19161,689016.0,32888569.0
2016-03-09,21300,21300,20900,20900,8140,687371.0,32888569.0
2016-03-10,20800,21300,20800,21300,19695,700527.0,32888569.0
2016-03-11,21300,21350,20950,21350,32088,702171.0,32888569.0
2016-03-14,21450,21500,21100,21450,26552,705460.0,32888569.0
2016-03-15,21500,21500,20950,20950,18416,689016.0,32888569.0
2016-03-16,21150,21300,20850,20900,10681,687371.0,32888569.0
2016-03-17,21000,21200,20950,20950,15839,689016.0,32888569.0
2016-03-18,20950,21300,20700,20700,24700,680793.0,32888569.0
2016-03-21,20650,20800,20300,20400,31276,670927.0,32888569.0
2016-03-22,20300,20600,20300,20450,12778,672571.0,32888569.0
2016-03-23,20450,20900,20450,20600,35238,677505.0,32888569.0
2016-03-24,20450,20700,20300,20550,40758,675860.0,32888569.0
2016-03-25,20450,20600,20300,20500,11001,674216.0,32888569.0
2016-03-28,20350,20550,20050,20350,31139,669282.0,32888569.0
2016-03-29,20350,20500,20050,20150,24346,662705.0,32888569.0
2016-03-30,20350,20350,20100,20250,11446,665994.0,32888569.0
2016-03-31,20150,20350,20000,20100,15482,661060.0,32888569.0
2016-04-01,20150,20250,19500,19650,52233,646260.0,32888569.0
2016-04-04,19600,19900,19450,19600,18170,644616.0,32888569.0
2016-04-05,19500,19900,19450,19750,15425,649549.0,32888569.0
2016-04-06,19950,20700,19850,20300,50199,667638.0,32888569.0
2016-04-07,20250,20550,20150,20400,28624,670927.0,32888569.0
2016-04-08,20600,20600,19950,20100,8234,661060.0,32888569.0
2016-04-11,20100,20100,19500,19550,38816,642972.0,32888569.0
2016-04-12,19750,19800,19100,19500,49237,641327.0,32888569.0
2016-04-14,19350,19650,19350,19500,17602,641327.0,32888569.0
2016-04-15,19500,19800,19350,19800,23161,651194.0,32888569.0
2016-04-18,19600,19700,19400,19450,20493,639683.0,32888569.0
2016-04-19,19800,20200,19650,19900,27118,654483.0,32888569.0
2016-04-20,19850,20050,19600,19750,11993,649549.0,32888569.0
2016-04-21,19800,20100,19600,19750,16317,649549.0,32888569.0
2016-04-22,19750,19750,19450,19500,22761,641327.0,32888569.0
2016-04-25,19400,19500,19300,19350,30620,636394.0,32888569.0
2016-04-26,19500,19900,19300,19750,75009,649549.0,32888569.0
2016-04-27,19800,20150,19500,19900,56057,654483.0,32888569.0
2016-04-28,19950,20100,19550,19600,33591,644616.0,32888569.0
2016-04-29,19750,19750,19450,19550,21345,642972.0,32888569.0
2016-05-02,19800,19800,19300,19300,41758,634749.0,32888569.0
2016-05-03,19550,19550,19300,19450,34395,639683.0,32888569.0
2016-05-04,19300,19600,19300,19550,56645,642972.0,32888569.0
2016-05-09,19850,20050,19550,19650,65122,646260.0,32888569.0
2016-05-10,19950,20200,19800,19850,30674,652838.0,32888569.0
2016-05-11,19950,20400,19950,20200,59903,664349.0,32888569.0
2016-05-12,20500,20550,20050,20050,28698,659416.0,32888569.0
2016-05-13,19850,20150,19700,19900,18814,654483.0,32888569.0
2016-05-16,19900,20150,19700,20100,9914,661060.0,32888569.0
2016-05-17,20100,20300,19700,19850,36160,652838.0,32888569.0
2016-05-18,20200,20250,19150,19200,61632,631461.0,32888569.0
2016-05-19,19300,19400,19200,19200,15965,631461.0,32888569.0
2016-05-20,19200,19600,19200,19550,12425,642972.0,32888569.0
2016-05-23,19350,19500,19150,19400,12527,638038.0,32888569.0
2016-05-24,19500,19500,18850,19050,29726,626527.0,32888569.0
2016-05-25,19050,19350,19000,19200,13702,631461.0,32888569.0
2016-05-26,19250,19350,19050,19250,11093,633105.0,32888569.0
2016-05-27,19350,19350,19100,19150,21030,629816.0,32888569.0
2016-05-30,19350,19350,18950,19000,31332,624883.0,32888569.0
2016-05-31,18900,19150,18900,19000,49339,627431.0,33022695.0
2016-06-01,19000,19100,18250,18300,75204,604315.0,33022695.0
2016-06-02,18650,18650,18100,18350,37390,605966.0,33022695.0
2016-06-03,18600,18600,18250,18400,25529,607618.0,33022695.0
2016-06-07,18700,19050,18300,18300,66859,604315.0,33022695.0
2016-06-08,18450,18500,18300,18350,33521,605966.0,33022695.0
2016-06-09,18300,18500,18150,18500,57339,610920.0,33022695.0
2016-06-10,18450,18600,18200,18600,33611,614222.0,33022695.0
2016-06-13,18550,18550,18100,18250,43325,602664.0,33022695.0
2016-06-14,18300,18300,18000,18100,36366,597711.0,33022695.0
2016-06-15,18150,18200,17550,17550,62884,579548.0,33022695.0
2016-06-16,17500,17800,16750,17000,101146,561386.0,33022695.0
2016-06-17,16800,17500,16800,16900,501517,558084.0,33022695.0
2016-06-20,16500,16500,15950,16200,255575,534968.0,33022695.0
2016-06-21,16100,16250,15900,16100,329984,531665.0,33022695.0
2016-06-22,16200,16250,16050,16100,52686,531665.0,33022695.0
2016-06-23,16150,17200,16000,16750,113133,553130.0,33022695.0
2016-06-24,17000,17300,16100,16400,94180,541572.0,33022695.0
2016-06-27,15600,17000,15400,16500,39223,544874.0,33022695.0
2016-06-28,16500,16650,16200,16350,32172,539921.0,33022695.0
2016-06-29,16450,17100,16350,16900,36413,558084.0,33022695.0
2016-06-30,17000,17350,16500,16500,29962,544874.0,33022695.0
2016-07-01,16550,16950,16400,16500,35070,544874.0,33022695.0
2016-07-04,16500,17000,16450,16500,93455,544874.0,33022695.0
2016-07-05,16600,16750,16400,16400,38719,541572.0,33022695.0
2016-07-06,16550,16900,16400,16550,52199,546526.0,33022695.0
2016-07-07,16550,16800,16500,16600,32391,548177.0,33022695.0
2016-07-08,16600,16600,16400,16500,22111,544874.0,33022695.0
2016-07-11,16500,16550,16050,16150,38824,533317.0,33022695.0
2016-07-12,16150,16300,16000,16000,36374,528363.0,33022695.0
2016-07-13,16000,16250,16000,16100,33495,531665.0,33022695.0
2016-07-14,16200,16250,16050,16200,21594,534968.0,33022695.0
2016-07-15,16200,16250,15550,15800,106200,521759.0,33022695.0
2016-07-18,15650,15850,15600,15750,26504,520107.0,33022695.0
2016-07-19,15850,16000,15700,16000,31538,528363.0,33022695.0
2016-07-20,16000,16000,15750,15800,33615,521759.0,33022695.0
2016-07-21,15850,16100,15650,15800,38025,521759.0,33022695.0
2016-07-22,15750,15800,15650,15750,20192,520107.0,33022695.0
2016-07-25,15800,15850,15500,15600,48168,515154.0,33022695.0
2016-07-26,14750,15100,14600,14700,334329,485434.0,33022695.0
2016-07-27,14700,15000,14400,14800,150337,488736.0,33022695.0
2016-07-28,14600,14900,14600,14650,76908,483782.0,33022695.0
2016-07-29,14800,15000,14650,14950,111337,493689.0,33022695.0
2016-08-01,14950,15000,14450,14500,87474,478829.0,33022695.0
2016-08-02,14550,14600,14350,14550,275967,480480.0,33022695.0
2016-08-03,14500,14700,14100,14250,173379,470573.0,33022695.0
2016-08-04,14300,14600,14250,14350,85019,473876.0,33022695.0
2016-08-05,14400,14500,14200,14250,79754,470573.0,33022695.0
2016-08-08,14300,14850,14300,14450,95453,477178.0,33022695.0
2016-08-09,14500,14850,14450,14700,105106,485434.0,33022695.0
2016-08-10,14750,14800,14500,14750,98345,487085.0,33022695.0
2016-08-11,14200,14400,14100,14100,174040,465620.0,33022695.0
2016-08-12,14100,14150,13700,14000,188536,462318.0,33022695.0
2016-08-16,14000,14050,13700,13850,134624,457364.0,33022695.0
2016-08-17,13800,14050,13750,13850,101183,457364.0,33022695.0
2016-08-18,13900,13950,13700,13750,96339,454062.0,33022695.0
2016-08-19,13800,14050,13800,13950,114305,460667.0,33022695.0
2016-08-22,14050,14450,13850,14000,177912,462318.0,33022695.0
2016-08-23,13900,14500,13800,14000,182953,462318.0,33022695.0
2016-08-24,14050,14450,13800,14050,133913,463969.0,33022695.0
2016-08-25,14000,14500,13900,14100,162535,465620.0,33022695.0
2016-08-26,14150,14200,13900,13950,83773,460667.0,33022695.0
2016-08-29,13900,13900,13650,13650,90763,450760.0,33022695.0
2016-08-30,13650,13700,13200,13200,146376,435900.0,33022695.0
2016-08-31,13250,13350,12900,13150,129578,434248.0,33022695.0
2016-09-01,13150,13250,13050,13150,25276,434248.0,33022695.0
2016-09-02,13400,13700,13250,13700,81015,452411.0,33022695.0
2016-09-05,13900,13900,13400,13500,47048,445806.0,33022695.0
2016-09-06,13500,13600,13450,13500,28032,445806.0,33022695.0
2016-09-07,13500,13550,13150,13200,57773,435900.0,33022695.0
2016-09-08,13300,13400,13150,13200,32784,435900.0,33022695.0
2016-09-09,13050,13600,13050,13600,63767,449109.0,33022695.0
2016-09-12,13600,13850,13050,13850,73073,457364.0,33022695.0
2016-09-13,13850,13850,13450,13450,36040,444155.0,33022695.0
2016-09-19,13350,13400,13200,13250,47288,437551.0,33022695.0
2016-09-20,13150,13900,13150,13700,37520,452411.0,33022695.0
2016-09-21,13800,13850,13550,13750,38793,454062.0,33022695.0
2016-09-22,13850,13900,13650,13750,26089,454062.0,33022695.0
2016-09-23,13800,14100,13750,14000,46813,462318.0,33022695.0
2016-09-26,14150,14150,13850,13850,27581,457364.0,33022695.0
2016-09-27,13850,13900,13600,13700,32609,452411.0,33022695.0
2016-09-28,13850,14200,13750,14150,50926,467271.0,33022695.0
2016-09-29,14200,14200,14000,14100,22214,465620.0,33022695.0
2016-09-30,13900,14250,13850,13950,50538,460667.0,33022695.0
2016-10-04,13950,14000,13600,13600,47854,449219.0,33030815.0
2016-10-05,13650,13700,13550,13700,24905,452522.0,33030815.0
2016-10-06,13700,13800,13600,13600,24672,449219.0,33030815.0
2016-10-07,13600,13600,13350,13500,33212,445916.0,33030815.0
2016-10-10,13400,13500,13300,13450,26373,444264.0,33030815.0
2016-10-11,13550,13600,13200,13300,30526,439310.0,33030815.0
2016-10-12,13350,13650,13250,13500,45063,445916.0,33030815.0
2016-10-13,13550,13600,13250,13300,28691,439310.0,33030815.0
2016-10-14,13200,13400,13200,13200,33783,436007.0,33030815.0
2016-10-17,13100,13300,13050,13100,30192,432704.0,33030815.0
2016-10-18,13100,13400,13000,13150,25712,434355.0,33030815.0
2016-10-19,13100,13100,12700,12750,74402,421143.0,33030815.0
2016-10-20,12700,12750,12450,12600,41420,416188.0,33030815.0
2016-10-21,12500,12500,11850,12000,103737,396370.0,33030815.0
2016-10-24,11900,12050,11800,12000,60384,396370.0,33030815.0
2016-10-25,12000,12200,11300,11750,155037,388112.0,33030815.0
2016-10-26,11600,11850,11350,11500,85130,379854.0,33030815.0
2016-10-27,11550,11950,11550,11800,61469,389764.0,33030815.0
2016-10-28,11900,11950,11650,11750,45057,388112.0,33030815.0
2016-10-31,11650,11850,11200,11200,78409,369945.0,33030815.0
2016-11-01,11000,11450,11000,11450,50732,378203.0,33030815.0
2016-11-02,11300,11500,11100,11100,30667,366642.0,33030815.0
2016-11-03,10900,11450,10900,11450,25336,378203.0,33030815.0
2016-11-04,11450,11550,11300,11550,8903,381506.0,33030815.0
2016-11-07,11550,11700,11300,11500,19192,379854.0,33030815.0
2016-11-08,11600,11600,11350,11600,9569,383157.0,33030815.0
2016-11-09,11550,11600,10850,11000,61454,363339.0,33030815.0
2016-11-10,11150,11500,11100,11500,34593,379854.0,33030815.0
2016-11-11,11500,11700,11200,11600,26930,383157.0,33030815.0
2016-11-14,11600,11600,11400,11500,9225,379854.0,33030815.0
2016-11-15,11400,11500,11150,11300,29746,373248.0,33030815.0
2016-11-16,11400,11550,11350,11500,33155,379854.0,33030815.0
2016-11-17,11500,11550,11400,11450,18396,378203.0,33030815.0
2016-11-18,11350,11500,11200,11400,19827,376551.0,33030815.0
2016-11-21,11250,11400,10750,10900,58404,360036.0,33030815.0
2016-11-22,10850,11200,10650,10750,79272,355081.0,33030815.0
2016-11-23,10750,10750,10100,10250,87473,338566.0,33030815.0
2016-11-24,10300,10300,9990,10000,58821,330308.0,33030815.0
2016-11-25,10000,10200,9990,10100,26229,333611.0,33030815.0
2016-11-28,10150,10150,9860,9880,50047,326344.0,33030815.0
2016-11-29,9820,9990,9820,9890,50383,326675.0,33030815.0
2016-11-30,10000,10000,9720,9730,47980,321390.0,33030815.0
2016-12-01,9790,9790,9450,9570,49050,316105.0,33030815.0
2016-12-02,9570,9600,9320,9320,32221,307847.0,33030815.0
2016-12-05,9320,9330,8950,9000,66902,297277.0,33030815.0
2016-12-06,9000,9130,9000,9100,40994,300580.0,33030815.0
2016-12-07,9020,9080,8700,8830,82636,291662.0,33030815.0
2016-12-08,8890,9050,8810,8960,52386,295956.0,33030815.0
2016-12-09,8960,10300,8960,10300,230813,340217.0,33030815.0
2016-12-12,10300,11100,9960,11050,189036,364991.0,33030815.0
2016-12-13,11000,11050,10450,10550,58870,348475.0,33030815.0
2016-12-14,10550,10600,10250,10500,56179,346824.0,33030815.0
2016-12-15,10400,10900,10350,10650,53080,351778.0,33030815.0
2016-12-16,10650,10700,10450,10500,15851,346824.0,33030815.0
2016-12-19,10550,10550,10200,10450,18662,345172.0,33030815.0
2016-12-20,10450,10550,10250,10250,19077,338566.0,33030815.0
2016-12-21,10250,10450,10200,10300,10939,340217.0,33030815.0
2016-12-22,10350,10350,10100,10150,17895,335263.0,33030815.0
2016-12-23,10150,10500,10050,10300,18126,340309.0,33039680.0
2016-12-26,10300,10500,10250,10300,12203,340309.0,33039680.0
2016-12-27,10350,10550,10250,10450,21202,345265.0,33039680.0
2016-12-28,10750,10750,10200,10350,14990,341961.0,33039680.0
2016-12-29,10350,10350,10100,10200,11550,337005.0,33039680.0
2017-01-02,10150,10250,9790,9790,36636,323458.0,33039680.0
2017-01-03,9790,9900,9670,9800,43240,323789.0,33039680.0
2017-01-04,9830,9830,9710,9760,14395,322467.0,33039680.0
2017-01-05,9730,10150,9730,10150,49334,335353.0,33039680.0
2017-01-06,10100,10250,10050,10100,35691,333701.0,33039680.0
2017-01-09,10100,10100,9840,9850,31926,325441.0,33039680.0
2017-01-10,9810,9980,9730,9730,27372,321476.0,33039680.0
2017-01-11,9730,9790,9590,9600,27464,317181.0,33039680.0
2017-01-12,9570,9620,9440,9510,29184,314207.0,33039680.0
2017-01-13,9530,9710,9490,9620,24551,317842.0,33039680.0
2017-01-16,9570,9680,9450,9540,15650,315199.0,33039680.0
2017-01-17,9500,9600,9420,9430,18474,311564.0,33039680.0
2017-01-18,9430,9490,9340,9430,20012,311564.0,33039680.0
2017-01-19,9430,9470,9310,9430,31026,311564.0,33039680.0
2017-01-20,9400,9410,9310,9350,17211,308921.0,33039680.0
2017-01-23,9280,9330,9240,9240,14931,305287.0,33039680.0
2017-01-24,9240,9250,9090,9100,15022,300661.0,33039680.0
2017-01-25,9100,9200,9050,9100,14924,300661.0,33039680.0
2017-01-26,9120,9330,9010,9150,24506,302313.0,33039680.0
2017-01-31,9160,9250,9130,9150,21020,302313.0,33039680.0
2017-02-01,9160,9220,9120,9160,27249,302643.0,33039680.0
2017-02-02,9160,9190,9060,9060,24156,299340.0,33039680.0
2017-02-03,9060,9260,9000,9090,42909,300331.0,33039680.0
2017-02-06,9050,9170,8850,8850,36344,292401.0,33039680.0
2017-02-07,8910,8970,8870,8920,31126,294714.0,33039680.0
2017-02-08,8840,8940,8840,8910,27682,294384.0,33039680.0
2017-02-09,8850,8980,8810,8960,20289,296036.0,33039680.0
2017-02-10,9050,9080,8950,8980,17510,296696.0,33039680.0
2017-02-13,8980,9050,8900,8970,18266,296366.0,33039680.0
2017-02-14,8980,9080,8970,9010,36795,297688.0,33039680.0
2017-02-15,9020,9150,8990,9150,58613,302313.0,33039680.0
2017-02-16,9150,9200,9060,9110,78898,300991.0,33039680.0
2017-02-17,9140,9180,9060,9070,31226,299670.0,33039680.0
2017-02-20,9100,9160,8930,9030,47386,298348.0,33039680.0
2017-02-21,8930,9070,8930,9040,66194,298679.0,33039680.0
2017-02-22,9100,9140,9020,9060,41528,299340.0,33039680.0
2017-02-23,9090,9160,9040,9080,86552,300000.0,33039680.0
2017-02-24,9090,9210,9000,9100,63300,300661.0,33039680.0
2017-02-27,9190,9250,9110,9150,80932,302313.0,33039680.0
2017-02-28,9130,9180,8950,8960,94397,296036.0,33039680.0
2017-03-02,9040,9040,8830,8830,53797,291740.0,33039680.0
2017-03-03,8800,8830,8420,8500,216769,280837.0,33039680.0
2017-03-06,8470,8510,8370,8450,120444,279185.0,33039680.0
2017-03-07,8500,8510,8410,8420,61693,278276.0,33049380.0
2017-03-08,8400,8430,8180,8200,196514,271005.0,33049380.0
2017-03-09,8240,8250,8090,8100,148039,267700.0,33049380.0
2017-03-10,8160,8380,8040,8350,304377,275962.0,33049380.0
2017-03-13,8370,8370,8250,8300,154031,274310.0,33049380.0
2017-03-14,8290,8390,8280,8340,107328,275632.0,33049380.0
2017-03-15,8350,8370,8140,8190,463829,270674.0,33049380.0
2017-03-16,8300,8300,8200,8240,394186,272327.0,33049380.0
2017-03-17,8290,8630,8240,8600,1095768,284225.0,33049380.0
2017-03-20,8460,8470,8170,8280,570286,273649.0,33049380.0
2017-03-21,8300,8610,8200,8530,431876,281911.0,33049380.0
2017-03-22,8650,9350,8580,9140,1716446,302071.0,33049380.0
2017-03-23,9250,9330,9000,9330,513580,308351.0,33049380.0
2017-03-24,9380,9610,9000,9350,604484,309012.0,33049380.0
2017-03-27,9480,10150,9270,9580,649306,316613.0,33049380.0
2017-03-28,9570,9770,9410,9760,277264,322562.0,33049380.0
2017-03-29,9830,9860,9590,9750,216974,322231.0,33049380.0
2017-03-30,9800,9920,9680,9800,149131,323884.0,33049380.0
2017-03-31,9840,9960,9760,9870,270282,326197.0,33049380.0
2017-04-03,9990,10750,9950,10700,766955,353628.0,33049380.0
2017-04-04,10750,11300,10550,10950,550913,361891.0,33049380.0
2017-04-05,11050,11200,10600,11050,385888,365196.0,33049380.0
2017-04-06,10950,11100,10700,10900,165375,360238.0,33049380.0
2017-04-07,10900,10900,10450,10600,353608,350323.0,33049380.0
2017-04-10,10500,11000,10350,10500,358435,347018.0,33049380.0
2017-04-11,10500,10750,10300,10700,200153,353628.0,33049380.0
2017-04-12,10550,11000,10550,10900,248130,360238.0,33049380.0
2017-04-13,11000,11450,10100,10200,788595,337104.0,33049380.0
2017-04-14,10150,10500,10100,10450,305900,345366.0,33049380.0
2017-04-17,10350,10750,10350,10400,190275,343714.0,33049380.0
2017-04-18,10450,10900,10400,10800,214854,356933.0,33049380.0
2017-04-19,10900,11050,10700,10750,165359,355281.0,33049380.0
2017-04-20,10800,11600,10700,11550,568480,381720.0,33049380.0
2017-04-21,11550,11600,11150,11350,328094,375110.0,33049380.0
2017-04-24,11350,11350,10850,11000,270350,363543.0,33049380.0
2017-04-25,11050,11100,10650,10950,222503,361891.0,33049380.0
2017-04-26,11000,11000,10700,11000,185632,363543.0,33049380.0
2017-04-27,10950,11050,10800,11000,124735,363543.0,33049380.0
2017-04-28,11000,11050,10550,10750,186158,355281.0,33049380.0
2017-05-02,10600,10700,10200,10300,264151,340409.0,33049380.0
2017-05-04,10300,10550,10200,10550,160688,348671.0,33049380.0
2017-05-08,10450,11000,10450,10950,193938,361891.0,33049380.0
2017-05-10,11200,11250,10800,11150,205250,368501.0,33049380.0
2017-05-11,11100,11100,10650,10900,252960,360238.0,33049380.0
2017-05-12,11300,11800,11200,11650,1237413,385025.0,33049380.0
2017-05-15,11750,12650,11750,12500,1029321,413117.0,33049380.0
2017-05-16,12500,12650,12400,12600,453394,416422.0,33049380.0
2017-05-17,12700,13300,12600,13250,681934,437904.0,33049380.0
2017-05-18,12950,13350,12900,13350,269231,441209.0,33049380.0
2017-05-19,13250,13600,13100,13350,378529,441209.0,33049380.0
2017-05-22,13450,13450,12900,13100,319321,432947.0,33049380.0
2017-05-23,13150,13150,12750,12950,272467,427989.0,33049380.0
2017-05-24,13000,13000,12750,12900,212660,426337.0,33049380.0
2017-05-25,12950,12950,12500,12700,305721,419727.0,33049380.0
2017-05-26,12700,13300,12300,12450,832705,411465.0,33049380.0
2017-05-29,12450,12450,12100,12450,334631,411465.0,33049380.0
2017-05-30,12450,12600,12250,12400,188285,409812.0,33049380.0
2017-05-31,12500,12500,12250,12350,174253,408160.0,33049380.0
2017-06-01,12500,13000,12350,12750,496572,421380.0,33049380.0
2017-06-02,12700,13100,12600,12700,280184,419727.0,33049380.0
2017-06-05,12700,13050,12700,12950,227301,427989.0,33049380.0
2017-06-07,12800,13050,12750,12750,242476,421380.0,33049380.0
2017-06-08,12800,13100,12750,13050,179602,432076.0,33109280.0
2017-06-09,13050,13100,12400,12400,289078,410555.0,33109280.0
2017-06-12,12300,12350,11900,11900,336290,394000.0,33109280.0
2017-06-13,12000,12500,12000,12450,175719,412211.0,33109280.0
2017-06-14,12500,12550,12250,12400,102851,410555.0,33109280.0
2017-06-15,12350,12350,11850,12000,173238,397311.0,33109280.0
2017-06-16,11950,11950,11600,11600,158736,384068.0,33109280.0
2017-06-19,11750,12000,11700,11850,89918,392345.0,33109280.0
2017-06-20,11850,11850,11450,11550,136967,382412.0,33109280.0
2017-06-21,11550,11650,11400,11650,75435,385723.0,33109280.0
2017-06-22,11700,11700,11100,11200,168692,370824.0,33109280.0
2017-06-23,11250,11800,11150,11550,82993,382412.0,33109280.0
2017-06-26,11550,11550,11100,11250,102074,372479.0,33109280.0
2017-06-27,11250,11400,11000,11350,69737,375790.0,33109280.0
2017-06-28,11000,11050,10600,10700,298011,354269.0,33109280.0
2017-06-29,10800,10800,10100,10150,304227,336059.0,33109280.0
2017-06-30,10200,10350,10150,10250,150671,339370.0,33109280.0
2017-07-03,10250,10350,9990,10000,131064,331093.0,33109280.0
2017-07-04,10000,10100,9800,9980,117328,330431.0,33109280.0
2017-07-05,9980,10150,9980,10050,51624,332748.0,33109280.0
2017-07-06,10050,10400,10050,10350,118562,342681.0,33109280.0
2017-07-07,10350,10350,10050,10100,77825,334404.0,33109280.0
2017-07-10,10150,10150,9910,9950,89109,329437.0,33109280.0
2017-07-11,9930,9930,9690,9860,93000,326458.0,33109280.0
2017-07-12,9900,9940,9810,9850,46018,326126.0,33109280.0
2017-07-13,9910,9970,9750,9830,86231,325464.0,33109280.0
2017-07-14,9800,9800,9580,9750,86302,322815.0,33109280.0
2017-07-17,9810,10100,9760,9950,90775,329437.0,33109280.0
2017-07-18,9980,10150,9880,10100,59992,334404.0,33109280.0
2017-07-19,10050,10100,9980,10100,52464,334404.0,33109280.0
2017-07-20,10100,10100,9990,10000,99313,331093.0,33109280.0
2017-07-21,9990,10100,9970,10050,37521,332748.0,33109280.0
2017-07-24,10100,10400,10000,10300,127701,341026.0,33109280.0
2017-07-25,10200,10300,10000,10000,110804,331093.0,33109280.0
2017-07-26,10000,10000,9700,9720,170670,321822.0,33109280.0
2017-07-27,9750,9980,9670,9880,108510,327120.0,33109280.0
2017-07-28,9930,9930,9760,9770,51475,323478.0,33109280.0
2017-07-31,9610,9770,9610,9640,59430,319173.0,33109280.0
2017-08-01,9600,10100,9570,10050,132429,332748.0,33109280.0
2017-08-02,10100,10150,9870,10100,98851,334404.0,33109280.0
2017-08-03,10250,10250,9800,9860,86458,326458.0,33109280.0
2017-08-04,9820,10200,9820,10200,117884,337715.0,33109280.0
2017-08-07,10200,10350,9980,10250,101881,339370.0,33109280.0
2017-08-08,10300,10300,10100,10200,58820,337715.0,33109280.0
2017-08-09,10250,10300,9770,9790,213436,324140.0,33109280.0
2017-08-10,9780,9860,9700,9810,79495,324802.0,33109280.0
2017-08-11,9710,9820,9340,9340,105923,309241.0,33109280.0
2017-08-14,9350,10150,9250,9590,174872,317518.0,33109280.0
2017-08-16,9450,9570,9170,9180,180314,303943.0,33109280.0
2017-08-17,9180,9360,9180,9270,29521,306923.0,33109280.0
2017-08-18,9170,9300,9170,9240,60178,305930.0,33109280.0
2017-08-21,9200,9210,8950,9050,113537,299639.0,33109280.0
2017-08-22,8990,10750,8990,9310,1568153,308247.0,33109280.0
2017-08-23,9340,9460,9250,9270,137482,306923.0,33109280.0
2017-08-24,9280,9350,9180,9180,85250,303943.0,33109280.0
2017-08-25,9170,9410,9170,9330,63656,308910.0,33109280.0
2017-08-28,9330,9380,9230,9350,74533,309572.0,33109280.0
2017-08-29,9310,9340,9230,9250,44877,306261.0,33109280.0
2017-08-30,9270,9430,9250,9330,68672,308910.0,33109280.0
2017-08-31,9310,9360,9260,9260,63932,306592.0,33109280.0
2017-09-01,9280,9330,9120,9220,70277,305268.0,33109280.0
2017-09-04,8990,9150,8980,8990,134324,297652.0,33109280.0
2017-09-05,9050,9070,8840,8930,94217,295666.0,33109280.0
2017-09-06,8930,9040,8860,8980,33578,297406.0,33118680.0
2017-09-07,8950,9290,8940,9120,64069,302042.0,33118680.0
2017-09-08,9060,9190,8970,8980,53368,297406.0,33118680.0
2017-09-11,8930,9030,8910,8920,45466,295419.0,33118680.0
2017-09-12,8910,9000,8840,8920,63159,295419.0,33118680.0
2017-09-13,8950,8960,8750,8770,71189,290451.0,33118680.0
2017-09-14,8710,8810,8640,8660,78080,286808.0,33118680.0
2017-09-15,8550,9440,8550,9390,290431,310984.0,33118680.0
2017-09-18,9420,9580,9180,9580,157526,317277.0,33118680.0
2017-09-19,9570,9690,9370,9380,78652,310653.0,33118680.0
2017-09-20,9490,9490,9110,9110,83055,301711.0,33118680.0
2017-09-21,9190,9190,8840,8900,61078,294756.0,33118680.0
2017-09-22,8910,8980,8760,8820,54171,292107.0,33118680.0
2017-09-25,8840,8840,8270,8450,133678,279853.0,33118680.0
2017-09-26,8150,8820,8150,8550,50190,283165.0,33118680.0
2017-09-27,8540,8940,8540,8650,49818,286477.0,33118680.0
2017-09-28,8660,8870,8650,8820,45908,292107.0,33118680.0
2017-09-29,8820,9310,8810,9210,107636,305023.0,33118680.0
2017-10-10,9310,9340,8950,9010,61529,298399.0,33118680.0
2017-10-11,9010,9200,8870,9020,40239,298730.0,33118680.0
2017-10-12,9110,9360,9040,9260,68961,306679.0,33118680.0
2017-10-13,9210,9300,8900,8990,45435,297737.0,33118680.0
2017-10-16,9000,9130,8960,9100,26192,301380.0,33118680.0
2017-10-17,9110,9170,9010,9120,31398,302042.0,33118680.0
2017-10-18,9130,9170,8960,9070,36209,300386.0,33118680.0
2017-10-19,8970,9260,8970,9200,44520,304692.0,33118680.0
2017-10-20,9300,9350,9130,9250,62328,306348.0,33118680.0
2017-10-23,9310,9320,9040,9160,32944,303367.0,33118680.0
