인텔리안테크(189300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-05,16450,16450,15450,15750,54092,112850.0,7165110.0
2016-12-06,15850,16150,15650,15800,11131,113209.0,7165110.0
2016-12-07,15600,15850,15050,15300,36645,109626.0,7165110.0
2016-12-08,15200,15700,15200,15600,40214,111776.0,7165110.0
2016-12-09,15300,16350,15300,16150,30452,115717.0,7165110.0
2016-12-12,16050,16400,15950,16000,32525,114642.0,7165110.0
2016-12-13,16000,16750,15750,16400,49775,117508.0,7165110.0
2016-12-14,16250,16700,16000,16000,53948,114642.0,7165110.0
2016-12-15,16100,16450,15600,16000,91895,114642.0,7165110.0
2016-12-16,16200,16450,16000,16200,51404,116075.0,7165110.0
2016-12-19,16200,16200,15800,16000,12327,114642.0,7165110.0
2016-12-20,16050,16050,15250,15500,51995,111059.0,7165110.0
2016-12-21,15500,15500,14850,15050,70938,107835.0,7165110.0
2016-12-22,15100,15150,13900,14200,179495,101745.0,7165110.0
2016-12-23,14300,14900,14200,14800,67072,106044.0,7165110.0
2016-12-26,14900,15600,14700,15500,76653,111059.0,7165110.0
2016-12-27,15500,15550,15100,15450,28099,110701.0,7165110.0
2016-12-28,15550,15550,15000,15450,15105,110701.0,7165110.0
2016-12-29,15150,16350,15150,16250,67721,116433.0,7165110.0
2017-01-02,16500,17150,16050,16900,129306,121090.0,7165110.0
2017-01-03,17000,17750,17000,17100,139370,122523.0,7165110.0
2017-01-04,17300,17300,16800,17000,44486,121807.0,7165110.0
2017-01-05,17000,17850,17000,17750,59226,127181.0,7165110.0
2017-01-06,17750,18000,17150,17550,32564,125748.0,7165110.0
2017-01-09,17550,17800,17050,17400,25794,124673.0,7165110.0
2017-01-10,17550,17550,16300,17000,75874,121807.0,7165110.0
2017-01-11,17200,17850,16600,17750,94371,127181.0,7165110.0
2017-01-12,17900,17900,16950,17400,34169,124673.0,7165110.0
2017-01-13,17150,17850,16750,17800,56496,127539.0,7165110.0
2017-01-16,17700,18200,17350,17650,51896,126464.0,7165110.0
2017-01-17,17650,17950,17050,17400,54840,124673.0,7165110.0
2017-01-18,17350,18100,16650,17900,136759,128255.0,7165110.0
2017-01-19,18650,19900,18000,18000,279846,128972.0,7165110.0
2017-01-20,17700,18550,17700,18150,104630,130047.0,7165110.0
2017-01-23,18150,18250,17400,17400,85910,124673.0,7165110.0
2017-01-24,17400,17550,16850,17100,52812,122523.0,7165110.0
2017-01-25,17000,17250,16750,16750,45556,120016.0,7165110.0
2017-01-26,16750,17000,16550,17000,58704,121807.0,7165110.0
2017-01-31,16800,17150,16750,16850,39731,120732.0,7165110.0
2017-02-01,16800,17300,16350,17100,93490,122523.0,7165110.0
2017-02-02,17200,17250,16800,16800,55184,120374.0,7165110.0
2017-02-03,16650,17000,16650,16800,21002,120374.0,7165110.0
2017-02-06,17050,17100,16700,17000,16989,121807.0,7165110.0
2017-02-07,17000,17600,16750,17600,70006,126106.0,7165110.0
2017-02-08,17700,17950,17400,17700,39405,126822.0,7165110.0
2017-02-09,17700,17800,17350,17450,17670,125031.0,7165110.0
2017-02-10,17750,17750,17150,17400,23353,124673.0,7165110.0
2017-02-13,17400,17750,17350,17650,21336,126464.0,7165110.0
2017-02-14,17800,17850,17300,17500,22788,125389.0,7165110.0
2017-02-15,17600,17700,17250,17600,18825,126106.0,7165110.0
2017-02-16,17600,17600,17100,17200,19649,123240.0,7165110.0
2017-02-17,17100,17200,16850,16900,21995,121090.0,7165110.0
2017-02-20,17100,17200,16800,16800,25216,120374.0,7165110.0
2017-02-21,16800,17150,16550,17100,26997,122523.0,7165110.0
2017-02-22,17500,17550,16900,17200,73582,123240.0,7165110.0
2017-02-23,16800,16850,15650,15850,317505,113567.0,7165110.0
2017-02-24,15800,16300,15650,16150,139352,115717.0,7165110.0
2017-02-27,16200,16200,15750,15750,46058,112850.0,7165110.0
2017-02-28,15650,16150,15650,15800,72724,113209.0,7165110.0
2017-03-02,15800,15800,15100,15450,95803,110701.0,7165110.0
2017-03-03,15200,15500,14900,15300,47510,109626.0,7165110.0
2017-03-06,15050,15250,15000,15100,35606,108193.0,7165110.0
2017-03-07,15150,15750,15050,15200,53867,108910.0,7165110.0
2017-03-08,15250,15300,15050,15150,19227,108551.0,7165110.0
2017-03-09,15200,15550,15150,15450,26749,110701.0,7165110.0
2017-03-10,15500,15550,15250,15550,18649,111417.0,7165110.0
2017-03-13,15600,15700,15400,15650,30191,112134.0,7165110.0
2017-03-14,15650,15650,15350,15500,21269,111059.0,7165110.0
2017-03-15,15500,15550,15100,15300,25981,109626.0,7165110.0
2017-03-16,15350,15400,14950,15150,35128,108551.0,7165110.0
2017-03-17,15200,15300,15000,15000,28743,107477.0,7165110.0
2017-03-20,15050,15150,14500,14650,28479,104969.0,7165110.0
2017-03-21,14750,14750,14300,14500,26008,103894.0,7165110.0
2017-03-22,14550,14650,14300,14450,36351,103536.0,7165110.0
2017-03-23,14550,14550,13650,13850,110044,99237.0,7165110.0
2017-03-24,13800,14000,13600,13900,40651,99595.0,7165110.0
2017-03-27,13950,14000,13750,13800,22285,98879.0,7165110.0
2017-03-28,14000,14000,13700,13850,15526,99237.0,7165110.0
2017-03-29,14100,14100,13650,13650,42577,97804.0,7165110.0
2017-03-30,13700,13750,13150,13700,67053,98162.0,7165110.0
2017-03-31,13800,13800,13300,13400,67769,96012.0,7165110.0
2017-04-03,13450,13450,13150,13400,60692,96012.0,7165110.0
2017-04-04,13400,13850,13200,13800,59624,98879.0,7165110.0
2017-04-05,13800,14700,13750,14250,155353,102103.0,7165110.0
2017-04-06,14200,14900,14100,14650,95861,104969.0,7165110.0
2017-04-07,14700,14700,14450,14550,35385,104252.0,7165110.0
2017-04-10,14700,14700,14050,14100,38832,101028.0,7165110.0
2017-04-11,14150,14150,13750,13950,30925,99953.0,7165110.0
2017-04-12,13850,14100,13850,13950,8055,99953.0,7165110.0
2017-04-13,14050,14150,13750,13900,20871,99929.0,7189110.0
2017-04-14,14000,14150,13700,13800,31861,99210.0,7189110.0
2017-04-17,13750,14400,13750,14400,23128,103787.0,7207437.0
2017-04-18,14600,14600,14300,14500,41728,104508.0,7207437.0
2017-04-19,14550,14550,14250,14400,23836,103787.0,7207437.0
2017-04-20,14550,14550,14200,14350,8311,103427.0,7207437.0
2017-04-21,14300,14350,14200,14250,11399,102706.0,7207437.0
2017-04-24,14300,14300,13900,13950,22763,100544.0,7207437.0
2017-04-25,14050,14050,13700,13850,27495,99823.0,7207437.0
2017-04-26,13850,14250,13850,14100,15397,101625.0,7207437.0
2017-04-27,14350,14350,14050,14200,12410,102346.0,7207437.0
2017-04-28,14150,14300,13900,13900,18843,100183.0,7207437.0
2017-05-02,14150,14250,14000,14050,14858,101264.0,7207437.0
2017-05-04,14100,14400,14000,14350,20386,103427.0,7207437.0
2017-05-08,14400,15000,14350,14950,92842,107751.0,7207437.0
2017-05-10,14950,14950,14700,14800,20830,106670.0,7207437.0
2017-05-11,14900,14900,14500,14700,25751,105949.0,7207437.0
2017-05-12,14800,14950,14550,14800,13808,106670.0,7207437.0
2017-05-15,14550,14850,14500,14600,12263,105229.0,7207437.0
2017-05-16,14800,14800,14150,14300,22083,103066.0,7207437.0
2017-05-17,14250,14350,14050,14150,26075,101985.0,7207437.0
2017-05-18,14150,14150,13800,14050,10831,101264.0,7207437.0
2017-05-19,14150,14300,13800,14050,29185,101405.0,7217437.0
2017-05-22,13800,13800,13300,13300,157550,95992.0,7217437.0
2017-05-23,13400,13500,13300,13450,35291,97075.0,7217437.0
2017-05-24,13500,13500,13200,13450,45734,97075.0,7217437.0
2017-05-25,13400,13600,13300,13600,37410,98157.0,7217437.0
2017-05-26,13650,13700,13450,13650,23050,98518.0,7217437.0
2017-05-29,13650,13750,13350,13450,26142,97075.0,7217437.0
2017-05-30,13550,14150,13350,14000,43929,101044.0,7217437.0
2017-05-31,14200,14250,13750,14050,34404,101405.0,7217437.0
2017-06-01,13900,14050,13800,13900,24445,100322.0,7217437.0
2017-06-02,13900,14000,13650,13900,63526,100322.0,7217437.0
2017-06-05,13900,14050,13600,13900,42310,100322.0,7217437.0
2017-06-07,13900,13900,13600,13800,33635,99601.0,7217437.0
2017-06-08,13700,14000,13650,13850,48636,99962.0,7217437.0
2017-06-09,14000,15050,13800,14600,144991,105375.0,7217437.0
2017-06-12,14600,14700,14200,14300,38197,103209.0,7217437.0
2017-06-13,14400,14400,14150,14350,29150,103570.0,7217437.0
2017-06-14,14350,14350,14150,14250,30639,102848.0,7217437.0
2017-06-15,14150,14500,13950,14500,33618,104653.0,7217437.0
2017-06-16,14400,14800,14150,14150,46070,102127.0,7217437.0
2017-06-19,14200,14400,13950,14300,15339,103209.0,7217437.0
2017-06-20,14150,14350,14000,14050,22790,101405.0,7217437.0
2017-06-21,14050,14200,13900,14150,14128,102127.0,7217437.0
2017-06-22,14250,14300,13700,14200,53822,102488.0,7217437.0
2017-06-23,14100,14100,13900,13900,20144,100322.0,7217437.0
2017-06-26,13900,14200,13700,14150,31616,102127.0,7217437.0
2017-06-27,14200,14200,13700,13850,42653,99962.0,7217437.0
2017-06-28,13850,13850,13450,13600,32508,98157.0,7217437.0
2017-06-29,13600,13750,13500,13600,11730,98157.0,7217437.0
2017-06-30,13550,13750,13350,13750,20922,99240.0,7217437.0
2017-07-03,13750,14050,13550,13700,31502,98879.0,7217437.0
2017-07-04,13700,13900,13400,13500,25331,97435.0,7217437.0
2017-07-05,13500,13800,13400,13650,11235,98518.0,7217437.0
2017-07-06,13700,13700,13450,13600,13563,98157.0,7217437.0
2017-07-07,13600,13750,13550,13650,14108,98518.0,7217437.0
2017-07-10,13650,13650,13250,13500,33388,97435.0,7217437.0
2017-07-11,13250,13450,13100,13200,54070,95270.0,7217437.0
2017-07-12,13250,13250,12800,12850,33871,92744.0,7217437.0
2017-07-13,12750,13050,12750,13000,23794,93827.0,7217437.0
2017-07-14,12950,12950,12650,12650,25806,91301.0,7217437.0
2017-07-17,12650,12950,12600,12950,18553,93466.0,7217437.0
2017-07-18,12750,13050,12300,13000,16238,93827.0,7217437.0
2017-07-19,13000,13100,12800,13000,6621,93827.0,7217437.0
2017-07-20,12850,13050,12550,12800,67159,92383.0,7217437.0
2017-07-21,12900,13000,12700,12900,11036,93105.0,7217437.0
2017-07-24,13100,13400,12700,13400,29035,96714.0,7217437.0
2017-07-25,13450,13450,12950,13200,29603,95270.0,7217437.0
2017-07-26,13350,13350,13050,13300,10738,95992.0,7217437.0
2017-07-27,13150,13350,13100,13250,10115,95631.0,7217437.0
2017-07-28,13250,13250,12800,13100,11701,94548.0,7217437.0
2017-07-31,12750,12850,12400,12750,34856,92022.0,7217437.0
2017-08-01,12550,13050,12550,12850,12979,92744.0,7217437.0
2017-08-02,13050,13050,12900,13050,4425,94188.0,7217437.0
2017-08-03,13000,13100,12550,12800,10746,92383.0,7217437.0
2017-08-04,12800,12950,12450,12800,17100,92383.0,7217437.0
2017-08-07,12800,13000,12750,13000,9399,93827.0,7217437.0
2017-08-08,13050,13050,12900,12950,4213,93466.0,7217437.0
2017-08-09,13000,13000,12650,12800,12246,92383.0,7217437.0
2017-08-10,12750,13300,12700,13300,23975,95992.0,7217437.0
2017-08-11,13200,13600,12800,13600,27866,98157.0,7217437.0
2017-08-14,13600,13600,12950,13100,25064,94548.0,7217437.0
2017-08-16,13150,13500,12900,13250,16405,95631.0,7217437.0
2017-08-17,13100,13550,13100,13500,20427,97435.0,7217437.0
2017-08-18,13200,13750,13200,13700,36143,98879.0,7217437.0
2017-08-21,13600,14050,13550,13900,46660,100322.0,7217437.0
2017-08-22,13900,14050,13700,13950,18515,100683.0,7217437.0
2017-08-23,13950,14000,13600,13700,10241,98879.0,7217437.0
2017-08-24,13800,14100,13600,13800,16691,99601.0,7217437.0
2017-08-25,13850,13900,13700,13700,10309,98879.0,7217437.0
2017-08-28,13700,13750,13400,13500,7011,97435.0,7217437.0
2017-08-29,13500,13650,13200,13400,6545,96714.0,7217437.0
2017-08-30,13450,13850,13350,13450,7566,97075.0,7217437.0
2017-08-31,13500,13800,13400,13700,29955,98879.0,7217437.0
2017-09-01,13750,14400,13700,14200,69247,102488.0,7217437.0
2017-09-04,13950,14450,13850,14200,50587,102488.0,7217437.0
2017-09-05,14050,14300,13800,14250,48571,102848.0,7217437.0
2017-09-06,14250,14250,13900,14100,22548,101766.0,7217437.0
2017-09-07,14300,14550,14150,14250,119400,102848.0,7217437.0
2017-09-08,14200,14650,14200,14600,98583,105375.0,7217437.0
2017-09-11,14650,14700,14350,14600,54992,105375.0,7217437.0
2017-09-12,14600,14950,14400,14600,109446,105375.0,7217437.0
2017-09-13,14650,14850,14300,14350,49922,103570.0,7217437.0
2017-09-14,14350,14450,14100,14150,43544,102127.0,7217437.0
2017-09-15,14250,14400,14050,14300,10030,103209.0,7217437.0
2017-09-18,14350,14750,14100,14250,97117,102848.0,7217437.0
2017-09-19,14150,14500,13600,13850,76348,99962.0,7217437.0
2017-09-20,13600,13800,13400,13400,25593,96714.0,7217437.0
2017-09-21,13500,13600,12750,12950,68352,93466.0,7217437.0
2017-09-22,12950,13050,12300,12800,31349,92383.0,7217437.0
2017-09-25,12650,12800,12450,12700,34056,91661.0,7217437.0
2017-09-26,12700,12800,12400,12700,30911,91661.0,7217437.0
2017-09-27,12700,12850,12550,12750,14984,92022.0,7217437.0
2017-09-28,12850,12850,12600,12650,10099,91301.0,7217437.0
2017-09-29,12600,12800,12550,12650,22656,91301.0,7217437.0
2017-10-10,12800,12800,12450,12500,21073,90218.0,7217437.0
2017-10-11,12600,12750,12450,12500,21016,90218.0,7217437.0
2017-10-12,12500,12600,12100,12250,35708,88414.0,7217437.0
2017-10-13,12350,12350,11850,12000,15687,86609.0,7217437.0
2017-10-16,11650,12250,11250,11650,37378,84083.0,7217437.0
2017-10-17,11800,12000,11500,11800,67743,85166.0,7217437.0
2017-10-18,11950,12150,11800,12050,24490,86970.0,7217437.0
2017-10-19,12150,12550,12150,12500,39114,90218.0,7217437.0
2017-10-20,12500,12600,12350,12550,31061,90579.0,7217437.0
2017-10-23,12500,12600,12400,12500,11963,90218.0,7217437.0
2017-10-24,12500,12900,12400,12700,45753,91661.0,7217437.0
2017-10-25,12800,12900,12700,12800,21555,92383.0,7217437.0
2017-10-26,12850,12850,12550,12650,43795,91301.0,7217437.0
2017-10-27,12650,12950,12500,12550,28142,90579.0,7217437.0
2017-10-30,12550,12750,12400,12600,38816,90940.0,7217437.0
2017-10-31,12600,12900,12400,12850,42336,92744.0,7217437.0
2017-11-01,12850,13100,12700,12800,38405,92383.0,7217437.0
2017-11-02,12800,13000,12550,12950,31808,93466.0,7217437.0
2017-11-03,12950,13000,12500,12550,39301,90579.0,7217437.0
2017-11-06,12550,12600,12300,12350,40094,89135.0,7217437.0
2017-11-07,12450,12550,12200,12350,28779,89135.0,7217437.0
2017-11-08,12400,12800,12400,12700,28019,91661.0,7217437.0
2017-11-09,12700,15000,12700,14000,396660,101044.0,7217437.0
2017-11-10,13950,14200,13650,14050,77083,101405.0,7217437.0
2017-11-13,14000,14050,13600,14050,34778,101405.0,7217437.0
2017-11-14,14100,14200,13750,14050,44620,101405.0,7217437.0
2017-11-15,14100,14100,13400,13400,56588,96714.0,7217437.0
2017-11-16,13400,14100,13350,14000,41484,101044.0,7217437.0
2017-11-17,14100,14150,13650,13850,23603,99962.0,7217437.0
2017-11-20,13650,14250,13650,14150,117972,102127.0,7217437.0
2017-11-21,14300,14300,13500,13600,57098,98157.0,7217437.0
2017-11-22,13650,13850,13500,13650,37725,98518.0,7217437.0
2017-11-23,13850,14400,13650,14400,64381,103931.0,7217437.0
2017-11-24,14500,15300,14400,15100,135461,108983.0,7217437.0
2017-11-27,15250,15250,14450,14700,65589,106096.0,7217437.0
2017-11-28,14800,15050,14600,14700,36345,106096.0,7217437.0
2017-11-29,14800,14950,14650,14900,26973,107540.0,7217437.0
2017-11-30,15000,15350,14700,15350,60238,110788.0,7217437.0
2017-12-01,15400,15700,15000,15500,59607,111870.0,7217437.0
2017-12-04,15500,15850,15100,15750,48976,113675.0,7217437.0
2017-12-05,15850,16250,15300,15700,104372,113314.0,7217437.0
2017-12-06,15500,15600,15000,15000,34765,108262.0,7217437.0
2017-12-07,14800,15100,14550,14900,31778,107540.0,7217437.0
2017-12-08,15000,15850,14800,15150,88504,109344.0,7217437.0
2017-12-11,15150,15750,15150,15600,30985,112592.0,7217437.0
2017-12-12,15850,15900,15350,15600,24061,112592.0,7217437.0
2017-12-13,15700,15800,15400,15650,45277,112953.0,7217437.0
2017-12-14,15750,15900,15350,15350,76473,110788.0,7217437.0
2017-12-15,15350,15500,15150,15350,39746,110788.0,7217437.0
2017-12-18,15550,15550,15000,15050,23261,108622.0,7217437.0
2017-12-19,15000,15250,14600,15000,25803,108262.0,7217437.0
2017-12-20,14750,14950,14400,14400,19704,103931.0,7217437.0
2017-12-21,14400,14750,14100,14200,25183,102488.0,7217437.0
2017-12-22,14200,14750,14200,14700,12205,106096.0,7217437.0
2017-12-26,14900,14900,13900,14400,71154,103931.0,7217437.0
2017-12-27,14400,14800,14250,14750,17393,106457.0,7217437.0
2017-12-28,14650,14750,14450,14500,12438,104653.0,7217437.0
2018-01-02,14450,15300,14450,15250,27793,110066.0,7217437.0
2018-01-03,15250,15450,15000,15250,28691,110066.0,7217437.0
2018-01-04,15250,15250,14900,14950,25346,107901.0,7217437.0
2018-01-05,14950,15200,14750,15100,22407,108983.0,7217437.0
2018-01-08,15100,15400,14850,15100,31062,108983.0,7217437.0
2018-01-09,15100,15750,14900,15600,58490,112592.0,7217437.0
2018-01-10,15900,15900,15450,15500,19899,111870.0,7217437.0
2018-01-11,15700,15700,14950,15000,28767,108262.0,7217437.0
2018-01-12,15200,15200,14600,14650,19999,105735.0,7217437.0
2018-01-15,15100,15100,14550,14700,13433,106096.0,7217437.0
2018-01-16,14900,14950,14450,14650,20850,105735.0,7217437.0
2018-01-17,14600,14800,14400,14550,18399,105014.0,7217437.0
2018-01-18,14600,15000,14450,14750,26507,106457.0,7217437.0
2018-01-19,14950,15050,14600,15000,24176,108262.0,7217437.0
2018-01-22,15100,15100,14800,15000,7410,108262.0,7217437.0
2018-01-23,15050,15050,14550,14700,9026,106096.0,7217437.0
2018-01-24,14700,14700,14500,14650,16609,105735.0,7217437.0
2018-01-25,14500,15100,14500,15000,30766,108262.0,7217437.0
2018-01-26,15100,16000,14750,16000,118881,115479.0,7217437.0
2018-01-29,16400,16450,15800,16050,93688,115840.0,7217437.0
2018-01-30,16050,16100,15700,15750,32733,113675.0,7217437.0
2018-01-31,15600,15700,15300,15650,26165,112953.0,7217437.0
2018-02-01,15650,15650,15350,15650,13144,112953.0,7217437.0
2018-02-02,15650,16000,15150,15500,30316,111870.0,7217437.0
2018-02-05,15200,15500,15050,15250,24580,110066.0,7217437.0
2018-02-06,14600,14850,13950,14700,50645,106096.0,7217437.0
2018-02-07,14600,14900,13950,14100,97896,101766.0,7217437.0
2018-02-08,14000,14450,13950,14200,25029,102488.0,7217437.0
2018-02-09,13600,14300,13500,14250,15181,102848.0,7217437.0
2018-02-12,14250,14600,14100,14550,17481,105014.0,7217437.0
2018-02-13,14800,14800,14250,14350,31104,103570.0,7217437.0
2018-02-14,14350,14650,14150,14500,15429,104653.0,7217437.0
2018-02-19,14800,14800,14300,14600,11261,105375.0,7217437.0
2018-02-20,14600,14700,14500,14650,31387,105735.0,7217437.0
2018-02-21,14650,14750,14600,14700,9184,106096.0,7217437.0
2018-02-22,14700,14700,14350,14700,9676,106096.0,7217437.0
2018-02-23,14900,14900,14450,14700,9777,106096.0,7217437.0
2018-02-26,15000,15000,14300,14350,18136,103570.0,7217437.0
2018-02-27,14350,14700,14300,14450,20770,104292.0,7217437.0
2018-02-28,14300,14550,14250,14450,10549,104292.0,7217437.0
2018-03-02,14450,14450,14150,14350,14444,103570.0,7217437.0
2018-03-05,14150,14400,14150,14200,17193,102488.0,7217437.0
2018-03-06,14300,14450,14200,14350,14669,103570.0,7217437.0
2018-03-07,14250,14300,14100,14100,18214,101766.0,7217437.0
2018-03-08,14000,14250,14000,14200,26933,102488.0,7217437.0
2018-03-09,14200,14400,14100,14300,9047,103209.0,7217437.0
2018-03-12,14200,14500,14150,14500,15915,104653.0,7217437.0
2018-03-13,14500,14500,14300,14400,9272,103931.0,7217437.0
2018-03-14,14450,14600,14250,14350,10624,103570.0,7217437.0
2018-03-15,14350,14500,13900,13900,36625,100322.0,7217437.0
2018-03-16,13800,13950,13700,13750,24663,99240.0,7217437.0
2018-03-19,13850,13850,13150,13150,25393,94909.0,7217437.0
2018-03-20,13000,13300,13000,13200,19631,95270.0,7217437.0
2018-03-21,13100,13250,13000,13100,13371,94548.0,7217437.0
2018-03-22,13000,13150,12700,12750,26633,92022.0,7217437.0
2018-03-23,12750,12750,12250,12500,17528,90218.0,7217437.0
2018-03-26,12500,12850,12150,12750,12510,92022.0,7217437.0
2018-03-27,12650,13050,12500,12750,15520,92022.0,7217437.0
2018-03-28,12450,12600,12400,12500,11234,90218.0,7217437.0
2018-03-29,12500,12950,12350,12850,11872,92744.0,7217437.0
2018-03-30,12950,13000,12550,12950,10951,93466.0,7217437.0
2018-04-02,12950,13050,12700,13050,11183,94188.0,7217437.0
2018-04-03,12900,13150,12750,13100,23915,94548.0,7217437.0
2018-04-04,12900,13050,12750,13050,14712,94188.0,7217437.0
2018-04-05,13300,13550,12900,13350,44100,96353.0,7217437.0
2018-04-06,13550,13600,13150,13600,7049,98157.0,7217437.0
2018-04-09,13550,13750,13450,13750,7064,99240.0,7217437.0
2018-04-10,13500,13750,13500,13650,9454,98518.0,7217437.0
2018-04-11,13750,13750,13450,13750,3699,99240.0,7217437.0
2018-04-12,13500,13700,13450,13700,10650,98879.0,7217437.0
2018-04-13,13550,13700,13400,13650,24975,98518.0,7217437.0
2018-04-16,13500,13900,13350,13850,12789,99962.0,7217437.0
2018-04-17,14100,14100,13650,14000,14120,101044.0,7217437.0
2018-04-18,14100,14100,13750,14050,16686,101405.0,7217437.0
2018-04-19,14100,14100,13750,13750,25004,99240.0,7217437.0
2018-04-20,13750,13950,13700,13750,8175,99563.0,7240944.0
2018-04-23,14100,14100,13500,13850,8018,100287.0,7240944.0
2018-04-24,14100,14100,13500,13650,11970,98839.0,7240944.0
2018-04-25,13800,13800,13500,13600,8515,98477.0,7240944.0
2018-04-26,13450,13650,13250,13650,15758,98839.0,7240944.0
2018-04-27,13650,14300,13550,14000,34969,101373.0,7240944.0
2018-04-30,14200,14250,13350,13850,13396,100287.0,7240944.0
2018-05-02,13500,14100,13100,13850,20691,100287.0,7240944.0
2018-05-03,13700,13800,13200,13500,22277,97753.0,7240944.0
2018-05-04,13250,13950,13250,13900,13649,100649.0,7240944.0
2018-05-08,14050,14050,13500,13500,10977,97753.0,7240944.0
2018-05-09,13500,13900,13400,13900,15440,100649.0,7240944.0
2018-05-10,13800,14000,13700,13950,5084,101011.0,7240944.0
2018-05-11,14000,14300,13750,14150,17616,102459.0,7240944.0
2018-05-14,14150,14300,13950,14000,17112,101373.0,7240944.0
2018-05-15,14000,14950,13850,14450,57216,104632.0,7240944.0
2018-05-16,14850,15600,14250,14750,115921,106804.0,7240944.0
2018-05-17,14750,15650,14750,15300,63190,110786.0,7240944.0
2018-05-18,15500,15850,15200,15750,56723,114045.0,7240944.0
2018-05-21,15850,15900,15000,15450,33656,111873.0,7240944.0
2018-05-23,15300,15800,14850,15450,39745,111873.0,7240944.0
2018-05-24,15450,15900,15300,15450,26114,111873.0,7240944.0
2018-05-25,15450,15450,15000,15200,16324,110062.0,7240944.0
2018-05-28,14900,15950,14900,15950,69085,115493.0,7240944.0
2018-05-29,16200,16200,15350,15750,51822,114045.0,7240944.0
2018-05-30,15750,15750,14900,15550,33042,112597.0,7240944.0
2018-05-31,15250,15500,15150,15400,18692,111511.0,7240944.0
2018-06-01,15100,15400,15100,15400,10651,111511.0,7240944.0
2018-06-04,15400,15500,14850,15150,15004,109700.0,7240944.0
2018-06-05,15600,16800,15600,16750,376574,121286.0,7240944.0
2018-06-07,16550,17050,16400,16450,122630,119114.0,7240944.0
2018-06-08,16300,16800,16100,16350,57851,118389.0,7240944.0
2018-06-11,16300,16400,16000,16100,26171,116579.0,7240944.0
2018-06-12,16000,16200,15600,15850,38335,114769.0,7240944.0
2018-06-14,15650,16500,15650,16100,45924,116579.0,7240944.0
2018-06-15,16100,16400,15950,16250,28589,117665.0,7240944.0
2018-06-18,16400,16400,15400,15550,39586,112597.0,7240944.0
2018-06-19,15700,15700,14750,15400,34335,111511.0,7240944.0
2018-06-20,15100,15750,15100,15400,12941,111511.0,7240944.0
2018-06-21,15400,15450,15100,15100,17146,109338.0,7240944.0
2018-06-22,15100,15950,14950,15800,33054,114407.0,7240944.0
2018-06-25,15700,15900,15350,15800,20448,114407.0,7240944.0
2018-06-26,15400,15750,15300,15400,8835,111511.0,7240944.0
2018-06-27,15600,15700,15150,15200,26611,110062.0,7240944.0
2018-06-28,15100,15350,14950,15050,12298,108976.0,7240944.0
2018-06-29,14950,15200,14600,14900,29244,107890.0,7240944.0
2018-07-02,14900,15300,14450,14450,16738,104632.0,7240944.0
2018-07-03,14350,14800,13550,13800,62622,99925.0,7240944.0
2018-07-04,13700,13950,13550,13950,12057,101011.0,7240944.0
2018-07-05,13950,14000,13300,13900,19447,100649.0,7240944.0
