모비스(250060),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-06-27,2385,2400,2230,2290,171649,73672.0,32171314.0
2018-06-28,2290,2340,2210,2335,149864,75120.0,32171314.0
2018-06-29,2380,2380,2205,2295,107340,73833.0,32171314.0
2018-07-02,2295,2325,2080,2080,290810,66916.0,32171314.0
2018-07-03,2080,2140,1980,2080,229045,66916.0,32171314.0
2018-07-04,2140,2175,2040,2165,109848,69651.0,32171314.0
2018-07-05,2210,2210,2115,2200,78738,70777.0,32171314.0
2018-07-06,2200,2240,2135,2200,149350,70777.0,32171314.0
2018-07-09,2245,2245,2145,2205,87083,70938.0,32171314.0
2018-07-10,2290,2290,2145,2210,200391,71099.0,32171314.0
2018-07-11,2185,2250,2150,2210,166098,71099.0,32171314.0
2018-07-12,2230,2250,2145,2240,310189,72064.0,32171314.0
2018-07-13,2235,2340,2210,2300,148616,73994.0,32171314.0
2018-07-16,2305,2340,2230,2275,78516,73190.0,32171314.0
2018-07-17,2280,2350,2270,2350,161753,75603.0,32171314.0
2018-07-18,2350,2385,2320,2375,138624,76407.0,32171314.0
2018-07-19,2380,2390,2310,2340,151175,75281.0,32171314.0
2018-07-20,2330,2355,2190,2300,154936,73994.0,32171314.0
2018-07-23,2300,2320,2185,2245,171482,72225.0,32171314.0
2018-07-24,2190,2235,2070,2100,391056,67560.0,32171314.0
2018-07-25,2120,2150,2085,2115,102897,68042.0,32171314.0
2018-07-26,2115,2145,2075,2125,103920,68364.0,32171314.0
2018-07-27,2150,2180,2105,2150,95221,69168.0,32171314.0
2018-07-30,2125,2150,2025,2120,155146,68203.0,32171314.0
2018-07-31,2115,2200,2085,2175,190973,69973.0,32171314.0
2018-08-01,2200,2290,2140,2265,104268,72868.0,32171314.0
2018-08-02,2265,2330,2105,2305,624912,74155.0,32171314.0
2018-08-03,2270,2365,2240,2365,194423,76085.0,32171314.0
2018-08-06,2375,2375,2275,2350,199212,75603.0,32171314.0
2018-08-07,2330,2365,2270,2310,120308,74316.0,32171314.0
2018-08-08,2305,2310,2200,2300,260483,73994.0,32171314.0
2018-08-09,2340,2450,2255,2415,685548,77694.0,32171314.0
2018-08-10,2390,2460,2300,2440,246143,78498.0,32171314.0
2018-08-13,2430,2435,2225,2390,288554,76889.0,32171314.0
2018-08-14,2380,2450,2270,2395,165596,77050.0,32171314.0
2018-08-16,2405,2405,2165,2255,471019,72546.0,32171314.0
2018-08-17,2260,2295,2205,2205,123955,70938.0,32171314.0
2018-08-20,2210,2285,2180,2255,193933,72546.0,32171314.0
2018-08-21,2255,2295,2230,2280,54576,73351.0,32171314.0
2018-08-22,2280,2305,2265,2290,37200,73672.0,32171314.0
2018-08-23,2300,2330,2250,2290,68398,73672.0,32171314.0
2018-08-24,2290,2390,2250,2375,180144,76407.0,32171314.0
2018-08-27,2375,2395,2350,2380,169972,76568.0,32171314.0
2018-08-28,2380,2415,2290,2290,131197,73672.0,32171314.0
2018-08-29,2300,2355,2240,2350,136735,75603.0,32171314.0
2018-08-30,2355,2475,2325,2450,656194,78820.0,32171314.0
2018-08-31,2475,2505,2430,2490,478447,80107.0,32171314.0
2018-09-03,2500,2670,2470,2600,1154293,83645.0,32171314.0
2018-09-04,2610,2665,2585,2665,622087,85737.0,32171314.0
2018-09-05,2805,2870,2675,2720,1438823,87506.0,32171314.0
2018-09-06,2720,2845,2700,2845,731789,91527.0,32171314.0
2018-09-07,2850,2870,2750,2810,494301,90401.0,32171314.0
2018-09-10,2810,2850,2750,2815,360445,90562.0,32171314.0
2018-09-11,2815,2825,2695,2730,280553,87828.0,32171314.0
2018-09-12,2770,2770,2530,2700,741061,86863.0,32171314.0
2018-09-13,2690,2695,2590,2650,364515,85254.0,32171314.0
2018-09-14,2700,2750,2615,2650,569310,85254.0,32171314.0
2018-09-17,2650,2750,2635,2740,615083,88149.0,32171314.0
2018-09-18,2740,2785,2680,2745,583483,88310.0,32171314.0
2018-09-19,2755,2805,2725,2780,644490,89436.0,32171314.0
2018-09-20,2815,2880,2755,2880,783847,92653.0,32171314.0
2018-09-21,2905,3045,2820,3045,1365726,97962.0,32171314.0
2018-09-27,3010,3170,3010,3170,1117655,101983.0,32171314.0
2018-09-28,3150,3255,3125,3195,749552,102787.0,32171314.0
2018-10-01,3195,3250,3105,3250,721692,104557.0,32171314.0
2018-10-02,3250,3365,3200,3350,1454430,107774.0,32171314.0
2018-10-04,3355,3770,3355,3690,2005557,118712.0,32171314.0
2018-10-05,3730,4185,3620,4040,5397881,129972.0,32171314.0
2018-10-08,4005,5090,3960,4400,6817445,141554.0,32171314.0
2018-10-10,4560,5100,4480,4785,4452233,153940.0,32171314.0
2018-10-11,4510,4830,4510,4830,919763,155387.0,32171314.0
2018-10-12,4790,4790,4490,4650,914803,149597.0,32171314.0
2018-10-15,4770,4830,4725,4750,1033251,152814.0,32171314.0
2018-10-16,4920,5000,4255,4710,3593545,151527.0,32171314.0
2018-10-17,4825,4850,4280,4440,2033431,142841.0,32171314.0
2018-10-18,4440,4980,4300,4880,4975347,156996.0,32171314.0
2018-10-19,4880,5360,4700,5150,3663773,165682.0,32171314.0
2018-10-22,5080,5200,4935,5130,1918229,165039.0,32171314.0
2018-10-23,5050,5220,4870,5170,1508995,166326.0,32171314.0
2018-10-24,5170,5340,5010,5260,1639748,169221.0,32171314.0
2018-10-25,5120,5630,5040,5630,1480916,181124.0,32171314.0
2018-10-26,5640,6190,5030,5870,4410905,188846.0,32171314.0
2018-10-29,5640,5850,5100,5100,1910996,164074.0,32171314.0
2018-10-30,4300,4900,3700,4480,5959923,144127.0,32171314.0
2018-10-31,4500,4700,4405,4505,1960094,144932.0,32171314.0
2018-11-01,4505,4925,4450,4870,2524075,156674.0,32171314.0
2018-11-02,4900,5000,4495,4700,2367418,151205.0,32171314.0
2018-11-05,4700,4730,4275,4350,1923363,139945.0,32171314.0
2018-11-06,4420,4550,4335,4440,1201092,142841.0,32171314.0
2018-11-07,4490,4585,4380,4500,1248983,144771.0,32171314.0
2018-11-08,4585,4810,4520,4760,1633664,153135.0,32171314.0
2018-11-09,4750,4855,4650,4780,926560,153779.0,32171314.0
2018-11-12,4780,4800,4620,4720,577787,151849.0,32171314.0
2018-11-13,4550,4795,4440,4795,677911,154261.0,32171314.0
2018-11-14,4800,4880,4765,4835,945152,155548.0,32171314.0
2018-11-15,4785,4910,4780,4905,421657,157800.0,32171314.0
2018-11-16,5000,5000,4880,4910,865430,157961.0,32171314.0
2018-11-19,4900,4950,4760,4910,693268,157961.0,32171314.0
2018-11-20,4800,4870,4630,4770,602853,153457.0,32171314.0
2018-11-21,4670,4745,4450,4450,685948,143162.0,32171314.0
2018-11-22,4385,4640,4385,4470,760946,143806.0,32171314.0
2018-11-23,4490,4490,4200,4440,348421,142841.0,32171314.0
2018-11-26,4380,4440,4025,4205,863334,135280.0,32171314.0
2018-11-27,4190,4330,4170,4270,594976,137372.0,32171314.0
2018-11-28,4300,4335,4075,4180,528701,134476.0,32171314.0
2018-11-29,4180,4275,3980,4270,760501,137372.0,32171314.0
2018-11-30,4235,4390,4180,4265,425807,137211.0,32171314.0
2018-12-03,4265,4295,4180,4270,411077,137372.0,32171314.0
2018-12-04,4215,4275,4180,4260,369044,137050.0,32171314.0
2018-12-05,4190,4210,4000,4155,477651,133672.0,32171314.0
2018-12-06,4155,4160,3775,3955,1156047,127238.0,32171314.0
2018-12-07,3955,4200,3930,4170,534032,134154.0,32171314.0
2018-12-10,4140,4140,3790,3990,608139,128364.0,32171314.0
2018-12-11,4015,4135,3905,4130,607778,132868.0,32171314.0
2018-12-12,4110,4205,4110,4175,349248,134315.0,32171314.0
2018-12-13,4190,4250,4035,4250,591184,136728.0,32171314.0
2018-12-14,4280,4450,4195,4450,695996,143162.0,32171314.0
2018-12-17,4495,4495,4300,4465,572754,143645.0,32171314.0
2018-12-18,4440,4480,4355,4475,340664,143967.0,32171314.0
2018-12-19,4450,4725,4400,4720,723113,151849.0,32171314.0
2018-12-20,4730,4925,4260,4650,1423703,149597.0,32171314.0
2018-12-21,4630,4695,4385,4655,657603,149757.0,32171314.0
2018-12-24,4550,4640,4480,4570,403903,147023.0,32171314.0
2018-12-26,4450,4500,4225,4390,993822,141232.0,32171314.0
2018-12-27,4400,4440,4170,4405,729357,141715.0,32171314.0
2018-12-28,4405,4450,4325,4405,454859,141715.0,32171314.0
2019-01-02,4390,4390,4130,4180,905253,134476.0,32171314.0
2019-01-03,4145,4150,3830,4020,917029,129329.0,32171314.0
2019-01-04,3870,3900,3740,3835,1003768,123377.0,32171314.0
2019-01-07,3875,3875,3715,3790,786270,121929.0,32171314.0
2019-01-08,3785,3830,3720,3800,654365,122251.0,32171314.0
2019-01-09,3800,3840,3680,3780,763197,121608.0,32171314.0
2019-01-10,3750,3820,3720,3820,539659,122894.0,32171314.0
2019-01-11,3840,4165,3830,4160,1209689,133833.0,32171314.0
2019-01-14,4225,4410,4160,4300,922802,138337.0,32171314.0
2019-01-15,4300,4335,4175,4255,682562,136889.0,32171314.0
2019-01-16,4200,4250,4055,4100,642312,131902.0,32171314.0
2019-01-17,4160,4160,3955,4020,341760,129329.0,32171314.0
2019-01-18,4020,4090,3950,4030,437803,129650.0,32171314.0
2019-01-21,4075,4075,3780,3940,714437,126755.0,32171314.0
2019-01-22,3920,3975,3830,3975,371385,127881.0,32171314.0
2019-01-23,3970,4015,3915,4000,293340,128685.0,32171314.0
2019-01-24,4040,4040,3950,4000,235776,128685.0,32171314.0
2019-01-25,4000,4160,3990,4135,700392,133028.0,32171314.0
2019-01-28,4105,4150,3980,4045,496291,130133.0,32171314.0
2019-01-29,4060,4070,3955,4050,362317,130294.0,32171314.0
2019-01-30,4055,4070,3960,4050,438568,130294.0,32171314.0
2019-01-31,4040,4170,4040,4100,788844,131902.0,32171314.0
2019-02-01,4030,4070,3915,3940,621347,126755.0,32171314.0
2019-02-07,3945,3985,3915,3970,211700,127720.0,32171314.0
2019-02-08,3900,3965,3885,3920,240572,126112.0,32171314.0
2019-02-11,3935,3960,3790,3800,320013,122251.0,32171314.0
2019-02-12,3815,3860,3650,3705,562496,119195.0,32171314.0
2019-02-13,3725,3725,3085,3220,3479066,103592.0,32171314.0
2019-02-14,3220,3235,3135,3225,956644,103752.0,32171314.0
2019-02-15,3210,3260,3110,3245,831450,104396.0,32171314.0
2019-02-18,3250,3255,3190,3250,448252,104557.0,32171314.0
2019-02-19,3260,3265,3195,3260,432429,104878.0,32171314.0
2019-02-20,3260,3280,3225,3265,345935,105039.0,32171314.0
2019-02-21,3265,3275,3205,3230,549378,103913.0,32171314.0
2019-02-22,3230,3260,3120,3160,420729,101661.0,32171314.0
2019-02-25,3160,3160,2765,2815,1998408,90562.0,32171314.0
2019-02-26,2830,2950,2810,2915,1189188,93779.0,32171314.0
2019-02-27,2900,3455,2885,3220,4667461,103592.0,32171314.0
2019-02-28,3220,3235,3100,3155,632937,101500.0,32171314.0
2019-03-04,3145,3190,2995,2995,601535,96353.0,32171314.0
2019-03-05,2950,3140,2950,3105,468971,99892.0,32171314.0
2019-03-06,3085,3175,3055,3145,267620,101179.0,32171314.0
2019-03-07,3190,3260,3145,3165,517858,101822.0,32171314.0
2019-03-08,3165,3180,3050,3100,266330,99731.0,32171314.0
2019-03-11,3120,3135,2955,3070,299004,98766.0,32171314.0
2019-03-12,3025,3080,2985,3080,603870,99088.0,32171314.0
2019-03-13,3100,3100,2895,2975,561906,95710.0,32171314.0
2019-03-14,2990,3015,2905,2920,368634,93940.0,32171314.0
2019-03-15,2920,2930,2830,2880,461427,92653.0,32171314.0
2019-03-18,2855,2885,2830,2850,319602,91688.0,32171314.0
2019-03-19,2870,2900,2800,2825,356555,90884.0,32171314.0
2019-03-20,2810,2850,2750,2780,350127,89436.0,32171314.0
2019-03-21,2775,2850,2705,2800,310850,90080.0,32171314.0
2019-03-22,2755,2805,2650,2650,435900,85254.0,32171314.0
2019-03-25,2650,2845,2585,2760,486380,88793.0,32171314.0
2019-03-26,2720,2805,2720,2800,166997,90080.0,32171314.0
2019-03-27,2795,2805,2760,2790,134403,89758.0,32171314.0
2019-03-28,2785,2810,2660,2685,251432,86380.0,32171314.0
2019-03-29,2730,2730,2550,2630,271268,84611.0,32171314.0
2019-04-01,2630,3390,2630,3150,11015372,101340.0,32171314.0
2019-04-02,3355,3795,3355,3635,13733220,116943.0,32171314.0
2019-04-03,3685,3730,3530,3600,3749888,115817.0,32171314.0
2019-04-04,3840,4140,3650,3720,11781705,119677.0,32171314.0
2019-04-05,3620,3650,3480,3580,2650306,115173.0,32171314.0
2019-04-08,3515,3860,3400,3655,4909682,117586.0,32171314.0
2019-04-09,3590,3630,3510,3530,1495142,113565.0,32171314.0
2019-04-10,3485,3630,3375,3570,2726879,114852.0,32171314.0
2019-04-11,3560,3630,3515,3560,1318442,114530.0,32171314.0
2019-04-12,3570,3590,3400,3440,931154,110669.0,32171314.0
2019-04-15,3390,3520,3355,3365,1436260,108256.0,32171314.0
2019-04-16,3350,3350,3195,3210,1052205,103270.0,32171314.0
2019-04-17,3250,3370,3235,3310,1852983,106487.0,32171314.0
2019-04-18,3320,3410,3250,3395,1499771,109222.0,32171314.0
2019-04-19,3615,3650,3350,3355,3057092,107935.0,32171314.0
2019-04-22,3315,3330,3120,3165,1228506,101822.0,32171314.0
2019-04-23,3170,3265,3120,3120,886719,100374.0,32171314.0
2019-04-24,3120,3370,3030,3310,1051742,106487.0,32171314.0
2019-04-25,3245,3310,3125,3145,714591,101179.0,32171314.0
2019-04-26,3130,3305,3115,3115,658920,100214.0,32171314.0
2019-04-29,3115,3605,3110,3235,6062493,104074.0,32171314.0
2019-04-30,3210,3265,3150,3210,679828,103270.0,32171314.0
2019-05-02,3210,3290,3130,3130,686336,100696.0,32171314.0
2019-05-03,3115,3160,3070,3125,444553,100535.0,32171314.0
2019-05-07,3110,3135,3050,3080,330542,99088.0,32171314.0
2019-05-08,3050,3205,3040,3180,992502,102305.0,32171314.0
2019-05-09,3155,3360,2865,3360,1655630,108096.0,32171314.0
2019-05-10,3235,3245,3100,3100,881192,99731.0,32171314.0
2019-05-13,3100,3190,2950,2950,486429,94905.0,32171314.0
2019-05-14,2870,3015,2840,2880,572931,92653.0,32171314.0
2019-05-15,2890,2980,2890,2930,265937,94262.0,32171314.0
2019-05-16,2930,2990,2760,2800,511989,90080.0,32171314.0
2019-05-17,2800,2845,2690,2700,453950,86863.0,32171314.0
2019-05-20,2700,2760,2680,2680,257940,86219.0,32171314.0
2019-05-21,2625,2735,2625,2735,281697,87989.0,32171314.0
2019-05-22,2725,2745,2665,2700,254792,86863.0,32171314.0
2019-05-23,2685,2745,2555,2580,329066,83002.0,32171314.0
2019-05-24,2530,2580,2460,2520,503560,81072.0,32171314.0
2019-05-27,2515,2760,2450,2525,932738,81233.0,32171314.0
2019-05-28,2520,2615,2490,2550,333311,82037.0,32171314.0
2019-05-29,2575,2575,2490,2510,215123,80750.0,32171314.0
2019-05-30,2495,2595,2440,2535,375498,81554.0,32171314.0
2019-05-31,2500,2620,2495,2535,328676,81554.0,32171314.0
2019-06-03,2535,2585,2520,2525,172739,81233.0,32171314.0
2019-06-04,2525,2670,2495,2535,536477,81554.0,32171314.0
2019-06-05,2565,2620,2550,2600,257438,83645.0,32171314.0
2019-06-07,2620,2795,2595,2710,475131,87184.0,32171314.0
2019-06-10,2725,2780,2680,2695,261390,86702.0,32171314.0
2019-06-11,2680,2750,2680,2725,182236,87667.0,32171314.0
2019-06-12,2725,2830,2685,2795,389367,89919.0,32171314.0
2019-06-13,2795,3630,2765,3550,21990110,114208.0,32171314.0
2019-06-14,3675,3745,3320,3355,9056090,107935.0,32171314.0
2019-06-17,3340,3340,3150,3175,2266143,102144.0,32171314.0
2019-06-18,3175,3240,3035,3060,2046496,98444.0,32171314.0
2019-06-19,3090,3125,3050,3115,1053677,100214.0,32171314.0
2019-06-20,3085,3145,3080,3125,873659,100535.0,32171314.0
2019-06-21,3145,3250,3070,3220,2223212,103592.0,32171314.0
2019-06-24,3140,3150,2850,2910,1464933,93619.0,32171314.0
2019-06-25,2910,3020,2890,2950,751867,94905.0,32171314.0
2019-06-26,2900,3180,2825,3030,2912613,97479.0,32171314.0
2019-06-27,2985,3070,2920,2970,1032442,95549.0,32171314.0
2019-06-28,3020,3100,2800,2850,1417621,91688.0,32171314.0
2019-07-01,2805,2860,2750,2765,795304,88954.0,32171314.0
2019-07-02,2760,2820,2715,2780,377912,89436.0,32171314.0
2019-07-03,2785,2830,2730,2730,513592,87828.0,32171314.0
2019-07-04,2730,2775,2620,2655,492073,85415.0,32171314.0
2019-07-05,2765,2880,2700,2715,1631139,87345.0,32171314.0
2019-07-08,2715,2740,2510,2560,453161,82359.0,32171314.0
2019-07-09,2530,2970,2530,2625,3177082,84450.0,32171314.0
2019-07-10,2600,2785,2600,2700,857333,86863.0,32171314.0
2019-07-11,2720,2765,2685,2700,398911,86863.0,32171314.0
2019-07-12,2690,2900,2690,2810,810515,90401.0,32171314.0
2019-07-15,2810,2830,2665,2760,493177,88793.0,32171314.0
2019-07-16,2770,3370,2715,2925,10522302,94101.0,32171314.0
2019-07-17,3020,3130,2930,3000,4178500,96514.0,32171314.0
2019-07-18,2995,3000,2775,2780,1610747,89436.0,32171314.0
2019-07-19,2780,2855,2740,2855,1054645,91849.0,32171314.0
2019-07-22,2990,2995,2865,2875,1758888,92493.0,32171314.0
2019-07-23,2855,2925,2755,2755,925157,88632.0,32171314.0
2019-07-24,2720,2790,2605,2635,767807,84771.0,32171314.0
2019-07-25,2600,2775,2600,2650,778950,85254.0,32171314.0
2019-07-26,2585,2840,2585,2680,984958,86219.0,32171314.0
2019-07-29,2700,2775,2520,2540,854459,81715.0,32171314.0
2019-07-30,2540,2640,2540,2545,562586,81876.0,32171314.0
2019-07-31,2540,2590,2400,2490,610704,80107.0,32171314.0
2019-08-01,2445,2560,2390,2420,521784,77855.0,32171314.0
2019-08-02,2350,2395,2275,2320,653979,74637.0,32171314.0
2019-08-05,2290,2395,2080,2100,805009,67560.0,32171314.0
2019-08-06,2050,2270,1835,2110,1007400,67881.0,32171314.0
2019-08-07,2075,2200,2075,2155,407590,69329.0,32171314.0
2019-08-08,2160,2270,2160,2235,378063,71903.0,32171314.0
2019-08-09,2245,2365,2200,2260,638883,72707.0,32171314.0
2019-08-12,2240,2310,2205,2240,424826,72064.0,32171314.0
2019-08-13,2205,2225,2155,2170,339650,69812.0,32171314.0
2019-08-14,2190,2235,2165,2190,364780,70455.0,32171314.0
2019-08-16,2155,2250,2115,2175,297682,69973.0,32171314.0
2019-08-19,2180,2250,2175,2180,304425,70133.0,32171314.0
2019-08-20,2200,2830,2200,2830,17023171,91045.0,32171314.0
2019-08-21,2895,2960,2710,2725,9010998,87667.0,32171314.0
2019-08-22,2730,2825,2660,2825,4616966,90884.0,32171314.0
2019-08-23,2750,2770,2590,2590,2502112,83324.0,32171314.0
2019-08-26,2540,2610,2520,2605,1399832,83806.0,32171314.0
2019-08-27,2575,2645,2555,2635,1660552,84771.0,32171314.0
2019-08-28,2625,2720,2565,2585,2139800,83163.0,32171314.0
2019-08-29,2580,2635,2460,2470,983330,79463.0,32171314.0
2019-08-30,2510,2585,2485,2540,1287718,81715.0,32171314.0
2019-09-02,2600,2700,2565,2665,2521616,85737.0,32171314.0
2019-09-03,2685,2730,2605,2610,1214227,83967.0,32171314.0
2019-09-04,2615,2630,2560,2605,346601,83806.0,32171314.0
2019-09-05,2600,2675,2570,2630,794296,84611.0,32171314.0
2019-09-06,2635,2655,2560,2610,511276,83967.0,32171314.0
2019-09-09,2590,2605,2520,2540,310383,81715.0,32171314.0
2019-09-10,2535,2535,2380,2415,640770,77694.0,32171314.0
2019-09-11,2405,2645,2405,2465,1503741,79302.0,32171314.0
2019-09-16,2495,2550,2465,2485,318448,79946.0,32171314.0
2019-09-17,2480,2645,2480,2580,1111907,83002.0,32171314.0
2019-09-18,2575,2605,2525,2590,424469,83324.0,32171314.0
2019-09-19,2630,2705,2570,2570,822995,82680.0,32171314.0
2019-09-20,2585,2710,2560,2660,793007,85576.0,32171314.0
2019-09-23,2610,2645,2560,2610,435267,83967.0,32171314.0
2019-09-24,2610,2640,2575,2615,341307,84128.0,32171314.0
2019-09-25,2615,2625,2375,2445,1307595,78659.0,32171314.0
2019-09-26,2450,2490,2380,2410,415584,77533.0,32171314.0
2019-09-27,2385,2535,2350,2390,903520,76889.0,32171314.0
2019-09-30,2375,2430,2255,2310,342836,74316.0,32171314.0
2019-10-01,2310,2490,2300,2480,641496,79785.0,32171314.0
2019-10-02,2420,2615,2420,2610,794529,83967.0,32171314.0
2019-10-04,2605,2655,2545,2605,431626,83806.0,32171314.0
2019-10-07,2610,2645,2480,2510,299434,,
