젬백스(082270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-09-05,5750,5790,5550,5630,225016,39393.0,6996963.0
2005-09-06,5640,5700,5550,5640,139747,39463.0,6996963.0
2005-09-07,5730,5730,5500,5500,195554,38483.0,6996963.0
2005-09-08,5460,5540,5330,5350,138334,37434.0,6996963.0
2005-09-09,5310,5540,5280,5350,164916,37434.0,6996963.0
2005-09-12,5410,5450,5150,5210,132663,36454.0,6996963.0
2005-09-13,5180,5250,5080,5200,104848,36384.0,6996963.0
2005-09-14,5220,5630,5170,5550,223884,38833.0,6996963.0
2005-09-15,5600,5850,5500,5690,358903,39813.0,6996963.0
2005-09-16,5690,5740,5600,5690,77447,39813.0,6996963.0
2005-09-20,5800,5850,5360,5370,222793,37574.0,6996963.0
2005-09-21,5300,5360,5200,5270,150406,36874.0,6996963.0
2005-09-22,5300,5330,5230,5310,77220,37154.0,6996963.0
2005-09-23,5270,5380,5260,5260,85981,36804.0,6996963.0
2005-09-26,5210,5400,5210,5370,66708,37574.0,6996963.0
2005-09-27,5400,5700,4710,4710,584515,32956.0,6996963.0
2005-09-28,4760,4900,4685,4690,295090,32816.0,6996963.0
2005-09-29,4790,4930,4725,4885,131017,34180.0,6996963.0
2005-09-30,4900,5050,4855,5000,138960,34985.0,6996963.0
2005-10-04,4955,5030,4880,4955,92565,34670.0,6996963.0
2005-10-05,4985,5150,4985,5090,85829,35615.0,6996963.0
2005-10-06,5040,5160,5010,5130,59078,35894.0,6996963.0
2005-10-07,5130,5130,5060,5080,90955,35545.0,6996963.0
2005-10-10,5130,5130,5030,5120,91591,35824.0,6996963.0
2005-10-11,5080,5140,5070,5070,69525,35475.0,6996963.0
2005-10-12,5040,5080,4955,4995,155154,34950.0,6996963.0
2005-10-13,4960,5130,4900,5050,85563,35335.0,6996963.0
2005-10-14,5030,5380,5030,5310,287730,37154.0,6996963.0
2005-10-17,5360,5360,5190,5300,92819,37084.0,6996963.0
2005-10-18,5340,5940,5250,5660,345767,39603.0,6996963.0
2005-10-19,5830,5830,5430,5610,197108,39253.0,6996963.0
2005-10-20,5650,5700,5450,5650,101278,39533.0,6996963.0
2005-10-21,5530,5600,5400,5490,67375,38413.0,6996963.0
2005-10-24,5430,5660,5400,5480,129395,38343.0,6996963.0
2005-10-25,5530,5670,5470,5490,160311,38413.0,6996963.0
2005-10-26,5470,5580,5450,5580,81238,39043.0,6996963.0
2005-10-27,5540,5680,5480,5660,209432,39603.0,6996963.0
2005-10-28,5540,5850,5530,5560,334639,38903.0,6996963.0
2005-10-31,5610,5630,5480,5530,127297,38693.0,6996963.0
2005-11-01,5570,5600,5500,5520,91627,38623.0,6996963.0
2005-11-02,5520,5780,5470,5580,323334,39043.0,6996963.0
2005-11-03,5610,5610,5500,5580,98186,39043.0,6996963.0
2005-11-04,5660,5700,5520,5520,207812,38623.0,6996963.0
2005-11-07,5550,5630,5490,5520,162952,38623.0,6996963.0
2005-11-08,5530,5730,5530,5630,296904,39393.0,6996963.0
2005-11-09,5760,6400,5720,6090,768063,42612.0,6996963.0
2005-11-10,6100,6100,5800,6050,407237,42332.0,6996963.0
2005-11-11,6100,6260,5940,6220,347731,43521.0,6996963.0
2005-11-14,6230,6350,6150,6230,294785,43591.0,6996963.0
2005-11-15,6330,6330,5960,6050,394223,42332.0,6996963.0
2005-11-16,6040,6040,5860,5900,220715,41282.0,6996963.0
2005-11-17,5800,5920,5770,5780,274562,40442.0,6996963.0
2005-11-18,5800,6640,5790,6640,963443,46460.0,6996963.0
2005-11-21,6800,7350,6530,6780,929225,47439.0,6996963.0
2005-11-22,6610,7040,6510,6930,372780,48489.0,6996963.0
2005-11-23,7100,7210,6910,7140,444855,49958.0,6996963.0
2005-11-24,7070,7440,6960,7010,330590,49049.0,6996963.0
2005-11-25,7100,7220,6940,7090,204402,49608.0,6996963.0
2005-11-28,7100,7150,6970,6980,181983,48839.0,6996963.0
2005-11-29,6810,7020,6730,6730,177824,47090.0,6996963.0
2005-11-30,6710,7030,6710,6980,168110,48839.0,6996963.0
2005-12-01,7130,8020,7130,7710,1096510,53947.0,6996963.0
2005-12-02,7830,8050,7520,7610,395727,53247.0,6996963.0
2005-12-05,7720,8170,7700,7970,465518,55766.0,6996963.0
2005-12-06,8190,8880,8100,8400,638684,58774.0,6996963.0
2005-12-07,8290,8350,7640,7690,385441,53807.0,6996963.0
2005-12-08,7600,7970,7490,7700,181189,53877.0,6996963.0
2005-12-09,7650,7940,7650,7730,187689,54087.0,6996963.0
2005-12-12,7700,7880,7490,7600,148486,53177.0,6996963.0
2005-12-13,7520,7680,7270,7370,155842,51568.0,6996963.0
2005-12-14,7410,7770,7410,7530,185278,52687.0,6996963.0
2005-12-15,7520,7550,7110,7210,203604,50448.0,6996963.0
2005-12-16,6810,7020,6630,6850,182872,47929.0,6996963.0
2005-12-19,6810,7200,6690,7060,265273,49399.0,6996963.0
2005-12-20,7070,7070,6600,6630,135398,46390.0,6996963.0
2005-12-21,6540,6770,6540,6620,119979,46320.0,6996963.0
2005-12-22,6660,6940,6580,6610,108010,46250.0,6996963.0
2005-12-23,6620,7050,6460,7050,155984,49329.0,6996963.0
2005-12-26,7110,7340,7030,7150,115599,50028.0,6996963.0
2005-12-27,7380,7380,6850,7150,94334,50028.0,6996963.0
2005-12-28,6870,7200,6870,6950,65661,48629.0,6996963.0
2005-12-29,6950,7080,6880,7050,66528,49329.0,6996963.0
2006-01-02,7070,7300,7040,7250,63191,50728.0,6996963.0
2006-01-03,7300,7440,7030,7040,94713,49259.0,6996963.0
2006-01-04,7040,7150,6950,6970,109396,48769.0,6996963.0
2006-01-05,6930,7150,6930,6960,64649,48699.0,6996963.0
2006-01-06,7070,7180,6930,7130,109251,49888.0,6996963.0
2006-01-09,7130,7150,6870,7040,68534,49259.0,6996963.0
2006-01-10,7040,7040,6750,6870,82752,48069.0,6996963.0
2006-01-11,6700,6870,6650,6650,76154,46530.0,6996963.0
2006-01-12,6620,6780,6620,6670,57564,46670.0,6996963.0
2006-01-13,6610,6990,6610,6900,74015,48279.0,6996963.0
2006-01-16,6800,6950,6750,6750,64676,47230.0,6996963.0
2006-01-17,6750,6950,6650,6720,68287,47020.0,6996963.0
2006-01-18,6510,6710,6100,6280,130648,43941.0,6996963.0
2006-01-19,6100,6400,6080,6260,46986,43801.0,6996963.0
2006-01-20,6210,6400,5760,5760,94292,40303.0,6996963.0
2006-01-23,5480,5600,4900,4900,202640,34285.0,6996963.0
2006-01-24,4560,4900,4380,4890,300548,34215.0,6996963.0
2006-01-25,4800,5230,4700,4900,179293,34285.0,6996963.0
2006-01-26,4830,4915,4700,4820,154793,33725.0,6996963.0
2006-01-27,5010,5060,4905,4980,163703,34845.0,6996963.0
2006-01-31,5090,5390,5090,5190,84976,36314.0,6996963.0
2006-02-01,5100,5190,4730,5030,182397,35195.0,6996963.0
2006-02-02,5000,5210,4900,5170,292608,36174.0,6996963.0
2006-02-03,4980,5140,4840,5140,161417,35964.0,6996963.0
2006-02-06,5030,5230,5020,5050,129536,35335.0,6996963.0
2006-02-07,5050,5120,4970,4970,61861,34775.0,6996963.0
2006-02-08,4960,5070,4810,4810,93295,33655.0,6996963.0
2006-02-09,4910,5000,4815,4890,71030,34215.0,6996963.0
2006-02-10,4835,4980,4815,4900,42001,34285.0,6996963.0
2006-02-13,4890,4970,4880,4900,55863,34285.0,6996963.0
2006-02-14,4830,4920,4785,4840,49173,33865.0,6996963.0
2006-02-15,4900,4910,4600,4650,79929,32536.0,6996963.0
2006-02-16,4650,4800,4510,4590,98897,32116.0,6996963.0
2006-02-17,4555,4640,4510,4535,83706,31731.0,6996963.0
2006-02-20,4620,4620,4400,4540,66325,31766.0,6996963.0
2006-02-21,4480,4575,4450,4480,84171,31346.0,6996963.0
2006-02-22,4480,4540,4430,4430,70591,30997.0,6996963.0
2006-02-23,4430,5000,4430,4980,153198,34845.0,6996963.0
2006-02-24,4950,4950,4705,4710,70024,32956.0,6996963.0
2006-02-27,4710,4885,4710,4850,52907,33935.0,6996963.0
2006-02-28,4805,5090,4805,5060,108008,35405.0,6996963.0
2006-03-02,5240,5240,5000,5000,84279,34985.0,6996963.0
2006-03-03,5000,5200,4820,4820,106242,33725.0,6996963.0
2006-03-06,4730,4900,4730,4850,34809,33935.0,6996963.0
2006-03-07,4850,4850,4610,4650,56822,32536.0,6996963.0
2006-03-08,4750,4750,4435,4495,76873,31451.0,6996963.0
2006-03-09,4500,4725,4495,4630,28441,32396.0,6996963.0
2006-03-10,4560,4670,4560,4600,14862,32186.0,6996963.0
2006-03-13,4605,4705,4605,4650,32588,32536.0,6996963.0
2006-03-14,4720,4740,4545,4610,40994,32256.0,6996963.0
2006-03-15,4620,4700,4555,4560,15574,31906.0,6996963.0
2006-03-16,4480,4630,4445,4560,47043,31906.0,6996963.0
2006-03-17,4500,4650,4500,4630,25151,32396.0,6996963.0
2006-03-20,4600,5020,4600,4900,70020,34285.0,6996963.0
2006-03-21,4900,4910,4700,4795,58542,33550.0,6996963.0
2006-03-22,4830,4830,4565,4565,43076,31941.0,6996963.0
2006-03-23,4580,4660,4560,4580,37981,32046.0,6996963.0
2006-03-24,4605,4650,4310,4500,72087,31486.0,6996963.0
2006-03-27,4450,4635,4450,4530,36988,31696.0,6996963.0
2006-03-28,4500,4575,4370,4495,41200,31451.0,6996963.0
2006-03-29,4390,4600,4350,4600,32533,32186.0,6996963.0
2006-03-30,4530,4595,4500,4545,20920,31801.0,6996963.0
2006-03-31,4510,4615,4500,4595,24211,32151.0,6996963.0
2006-04-03,4620,4645,4540,4620,32782,32326.0,6996963.0
2006-04-04,4690,4890,4670,4830,121112,33795.0,6996963.0
2006-04-05,4785,4865,4710,4830,65531,33795.0,6996963.0
2006-04-06,4840,4910,4770,4870,60859,34075.0,6996963.0
2006-04-07,4800,4870,4770,4845,35698,33900.0,6996963.0
2006-04-10,4810,4810,4690,4740,39733,33166.0,6996963.0
2006-04-11,4740,4830,4640,4700,25677,32886.0,6996963.0
2006-04-12,4640,4700,4560,4635,59043,32431.0,6996963.0
2006-04-13,4600,4725,4600,4680,42332,32746.0,6996963.0
2006-04-14,4680,4840,4620,4835,101553,33830.0,6996963.0
2006-04-17,4950,4970,4835,4860,67200,34005.0,6996963.0
2006-04-18,4825,5170,4825,5150,186881,36034.0,6996963.0
2006-04-19,5300,5330,5050,5150,118299,36034.0,6996963.0
2006-04-20,5160,5240,5000,5080,121232,35545.0,6996963.0
2006-04-21,5090,5130,4970,5100,75411,35685.0,6996963.0
2006-04-24,5100,5170,4955,5020,92339,35125.0,6996963.0
2006-04-25,5030,5030,4900,4910,56198,34355.0,6996963.0
2006-04-26,4905,4960,4865,4940,40508,34565.0,6996963.0
2006-04-27,4940,5080,4940,5080,78903,35545.0,6996963.0
2006-04-28,5070,5070,4790,4800,111431,33585.0,6996963.0
2006-05-02,4765,4890,4765,4820,38199,33725.0,6996963.0
2006-05-03,4770,4870,4710,4710,79541,32956.0,6996963.0
2006-05-04,4690,4700,4500,4690,64500,32816.0,6996963.0
2006-05-08,4650,4680,4500,4590,42631,32116.0,6996963.0
2006-05-09,4520,4895,4520,4645,111105,32501.0,6996963.0
2006-05-10,4600,4625,4500,4520,73898,31626.0,6996963.0
2006-05-11,4545,4620,4500,4620,72560,32326.0,6996963.0
2006-05-12,4610,4900,4515,4590,334938,32116.0,6996963.0
2006-05-15,4600,4635,4440,4535,62095,31731.0,6996963.0
2006-05-16,4505,4650,4360,4500,93080,31486.0,6996963.0
2006-05-17,4430,4495,4380,4380,43395,30647.0,6996963.0
2006-05-18,4270,4290,4010,4150,95546,29037.0,6996963.0
2006-05-19,4110,4295,4100,4200,79213,29387.0,6996963.0
2006-05-22,4200,4250,4100,4240,78010,29667.0,6996963.0
2006-05-23,4125,4210,4120,4180,38305,29247.0,6996963.0
2006-05-24,4130,4215,4090,4200,30211,29387.0,6996963.0
2006-05-25,4205,4365,4200,4250,28939,29737.0,6996963.0
2006-05-26,4230,4285,4210,4210,11398,29457.0,6996963.0
2006-05-29,4280,4280,4135,4210,22997,29457.0,6996963.0
2006-05-30,4275,4280,3950,3995,120989,27953.0,6996963.0
2006-06-01,4000,4000,3590,3590,67434,25119.0,6996963.0
2006-06-02,3650,3740,3475,3600,39890,25189.0,6996963.0
2006-06-05,3550,3595,3385,3480,22606,24349.0,6996963.0
2006-06-07,3275,3560,3200,3200,59331,22390.0,6996963.0
2006-06-08,3050,3370,3020,3120,78839,21831.0,6996963.0
2006-06-09,3120,3240,3050,3240,62848,22670.0,6996963.0
2006-06-12,3120,3210,3115,3140,44349,21970.0,6996963.0
2006-06-13,3110,3170,3065,3130,60351,21900.0,6996963.0
2006-06-14,3140,3235,3090,3220,37280,22530.0,6996963.0
2006-06-15,3295,3500,3200,3435,117386,24035.0,6996963.0
2006-06-16,3490,3680,3400,3650,62165,25539.0,6996963.0
2006-06-19,3685,3685,3530,3600,26120,25189.0,6996963.0
2006-06-20,3700,3735,3590,3700,64462,25889.0,6996963.0
2006-06-21,3750,3795,3680,3795,37537,26553.0,6996963.0
2006-06-22,3830,3970,3830,3970,48614,27778.0,6996963.0
2006-06-23,3855,4140,3855,4100,40763,28688.0,6996963.0
2006-06-26,4035,4190,4010,4100,30251,28688.0,6996963.0
2006-06-27,4100,4130,4000,4000,37135,27988.0,6996963.0
2006-06-28,3855,3960,3700,3960,46367,27708.0,6996963.0
2006-06-29,4040,4040,3905,4030,28695,28198.0,6996963.0
2006-06-30,4100,4100,4010,4020,29101,28128.0,6996963.0
2006-07-03,4020,4045,3930,4040,21570,28268.0,6996963.0
2006-07-04,4040,4110,4005,4060,42583,28408.0,6996963.0
2006-07-05,4170,4170,3865,4150,59472,29037.0,6996963.0
2006-07-06,4050,4720,4030,4600,122665,32186.0,6996963.0
2006-07-07,4700,4730,4300,4560,67674,31906.0,6996963.0
2006-07-10,4700,4700,4500,4530,36244,31696.0,6996963.0
2006-07-11,4500,4500,4350,4350,60516,30437.0,6996963.0
2006-07-12,4615,4615,4355,4480,33116,31346.0,6996963.0
2006-07-13,4480,4480,4325,4445,43511,31102.0,6996963.0
2006-07-14,4430,4430,3780,4200,26869,29387.0,6996963.0
2006-07-18,4100,4100,3805,3810,36282,26658.0,6996963.0
2006-07-19,3790,3960,3680,3820,12380,26728.0,6996963.0
2006-07-20,3785,3950,3785,3920,11408,27428.0,6996963.0
2006-07-21,3920,3920,3815,3885,2640,27183.0,6996963.0
2006-07-24,3805,3990,3800,3900,8150,27288.0,6996963.0
2006-07-25,3900,3930,3800,3850,10565,26938.0,6996963.0
2006-07-26,3850,3865,3800,3800,5023,26588.0,6996963.0
2006-07-27,3800,3830,3700,3820,22476,26728.0,6996963.0
2006-07-28,3725,3830,3725,3830,12484,26798.0,6996963.0
2006-07-31,3765,4350,3765,3900,79768,27288.0,6996963.0
2006-08-01,3900,3900,3800,3800,33058,26588.0,6996963.0
2006-08-02,3740,3770,3610,3670,38903,25679.0,6996963.0
2006-08-03,3720,3740,3500,3520,57313,24629.0,6996963.0
2006-08-04,3520,3585,3445,3500,34077,24489.0,6996963.0
2006-08-07,3500,3500,3425,3460,9263,24209.0,6996963.0
2006-08-08,3375,3435,3375,3390,31278,23720.0,6996963.0
2006-08-09,3420,3520,3390,3520,16780,24629.0,6996963.0
2006-08-10,3470,3530,3440,3525,15848,24664.0,6996963.0
2006-08-11,3525,3750,3525,3650,40417,25539.0,6996963.0
2006-08-14,3790,3790,3620,3680,15945,25749.0,6996963.0
2006-08-16,3700,3750,3640,3700,26496,25889.0,6996963.0
2006-08-17,3800,3800,3590,3595,30713,25154.0,6996963.0
2006-08-18,3610,3655,3600,3600,10814,25189.0,6996963.0
2006-08-21,3580,3635,3560,3580,13913,25049.0,6996963.0
2006-08-22,3580,3650,3555,3650,20366,25539.0,6996963.0
2006-08-23,3590,3680,3590,3640,15516,25469.0,6996963.0
2006-08-24,3730,3730,3615,3650,20000,25539.0,6996963.0
2006-08-25,3650,3690,3610,3690,35096,25819.0,6996963.0
2006-08-28,3680,3700,3635,3680,20418,25749.0,6996963.0
2006-08-29,3685,3950,3685,3890,72330,27218.0,6996963.0
2006-08-30,3970,3970,3830,3885,22553,27183.0,6996963.0
2006-08-31,3890,3970,3830,3940,45896,27568.0,6996963.0
2006-09-01,3875,3965,3875,3960,28794,27708.0,6996963.0
2006-09-04,3960,4030,3940,3985,28938,27883.0,6996963.0
2006-09-05,4050,4050,3950,4020,42948,28128.0,6996963.0
2006-09-06,4020,4080,3890,3890,58471,27218.0,6996963.0
2006-09-07,3850,3905,3805,3820,28059,26728.0,6996963.0
2006-09-08,3815,3920,3815,3895,49703,27253.0,6996963.0
2006-09-11,3980,4060,3865,4000,117305,27988.0,6996963.0
2006-09-12,4000,4000,3930,3930,54542,27498.0,6996963.0
2006-09-13,3955,4070,3955,4055,148852,28373.0,6996963.0
2006-09-14,4100,4130,4020,4075,84225,28513.0,6996963.0
2006-09-15,4070,4200,4035,4130,95043,28897.0,6996963.0
2006-09-18,4210,4350,4135,4250,135479,29737.0,6996963.0
2006-09-19,4250,4265,4150,4250,54586,29737.0,6996963.0
2006-09-20,4250,4290,4155,4195,32269,29352.0,6996963.0
2006-09-21,4250,4400,4150,4355,76114,30472.0,6996963.0
2006-09-22,4340,4340,4155,4230,64241,29597.0,6996963.0
2006-09-25,4185,4185,4040,4055,76380,28373.0,6996963.0
2006-09-26,4100,4130,4055,4065,34857,28443.0,6996963.0
2006-09-27,4130,4130,3985,4000,38548,27988.0,6996963.0
2006-09-28,3975,4070,3975,4065,27525,28443.0,6996963.0
2006-09-29,4030,4070,3995,4055,39826,28373.0,6996963.0
2006-10-02,3995,4115,3995,4030,14080,28198.0,6996963.0
2006-10-04,4070,4070,3970,4000,8464,27988.0,6996963.0
2006-10-09,3950,4055,3610,3610,84738,25259.0,6996963.0
2006-10-10,3610,3695,3585,3630,78111,25399.0,6996963.0
2006-10-11,3650,3945,3600,3800,62001,26588.0,6996963.0
2006-10-12,3750,3920,3730,3910,43418,27358.0,6996963.0
2006-10-13,3860,4030,3860,4010,22890,28058.0,6996963.0
2006-10-16,3965,4025,3850,3970,37027,27778.0,6996963.0
2006-10-17,3980,4005,3865,3960,35030,27708.0,6996963.0
2006-10-18,3910,3985,3800,3900,59413,27288.0,6996963.0
2006-10-19,3890,3930,3860,3880,19535,27148.0,6996963.0
2006-10-20,3900,4200,3900,4200,125405,29387.0,6996963.0
2006-10-23,4270,4270,4110,4195,57217,29352.0,6996963.0
2006-10-24,4200,4340,4115,4120,100396,28827.0,6996963.0
2006-10-25,4120,4210,4015,4035,242265,28233.0,6996963.0
2006-10-26,4015,4030,3965,4000,92132,27988.0,6996963.0
2006-10-27,4005,4080,3990,4015,52071,28093.0,6996963.0
2006-10-30,4015,4190,4000,4180,49606,29247.0,6996963.0
2006-10-31,4180,4190,4100,4110,24397,28758.0,6996963.0
2006-11-01,4030,4160,4030,4140,56733,28967.0,6996963.0
2006-11-02,4185,4190,4060,4085,32227,28583.0,6996963.0
2006-11-03,4140,4385,4100,4280,145577,29947.0,6996963.0
2006-11-06,4225,4410,4225,4300,82180,30087.0,6996963.0
2006-11-07,4310,4490,4270,4480,73571,31346.0,6996963.0
2006-11-08,4450,4495,4365,4390,39817,30717.0,6996963.0
2006-11-09,4300,4730,4300,4600,161805,32186.0,6996963.0
2006-11-10,4690,4690,4520,4600,44877,32186.0,6996963.0
2006-11-13,4890,4890,4565,4670,41671,32676.0,6996963.0
2006-11-14,4750,4750,4560,4700,44875,32886.0,6996963.0
2006-11-15,4670,4700,4580,4630,56681,32396.0,6996963.0
2006-11-16,4600,4735,4600,4690,60333,32816.0,6996963.0
2006-11-17,4560,4740,4560,4610,33433,32256.0,6996963.0
2006-11-20,4620,4680,4455,4455,67877,31171.0,6996963.0
2006-11-21,4550,4550,4420,4425,34397,30962.0,6996963.0
2006-11-22,4425,4550,4425,4480,41496,31346.0,6996963.0
2006-11-23,4500,4665,4490,4590,40605,32116.0,6996963.0
2006-11-24,4570,4725,4520,4680,54917,32746.0,6996963.0
2006-11-27,4680,4680,4570,4645,41064,32501.0,6996963.0
2006-11-28,4570,4570,4360,4400,68659,30787.0,6996963.0
2006-11-29,4485,4490,4400,4400,50078,30787.0,6996963.0
2006-11-30,4490,4500,4385,4385,35802,30682.0,6996963.0
2006-12-01,4420,4475,4380,4380,46191,30647.0,6996963.0
2006-12-04,4395,4400,4285,4320,47153,30227.0,6996963.0
2006-12-05,4330,4440,4320,4425,29749,30962.0,6996963.0
2006-12-06,4390,4400,4275,4285,32964,29982.0,6996963.0
2006-12-07,4255,4375,4255,4290,28926,30017.0,6996963.0
2006-12-08,4300,4350,4260,4350,31306,30437.0,6996963.0
2006-12-11,4355,4430,4350,4395,5892,30752.0,6996963.0
2006-12-12,4310,4365,4300,4300,19915,30087.0,6996963.0
2006-12-13,4300,4360,4210,4260,14278,29807.0,6996963.0
2006-12-14,4340,4500,4250,4405,30674,30822.0,6996963.0
2006-12-15,4355,4450,4340,4425,23935,30962.0,6996963.0
2006-12-18,4410,4450,4360,4400,19800,30787.0,6996963.0
2006-12-19,4350,4445,4350,4390,19815,30717.0,6996963.0
2006-12-20,4400,4480,4380,4410,63872,30857.0,6996963.0
2006-12-21,4410,4700,4410,4530,47351,31696.0,6996963.0
2006-12-22,4550,4550,4470,4520,24777,31626.0,6996963.0
2006-12-26,4500,4545,4400,4415,82976,30892.0,6996963.0
2006-12-27,4410,4715,4325,4610,83716,32256.0,6996963.0
2006-12-28,4590,4690,4590,4630,60951,32396.0,6996963.0
2007-01-02,4635,4650,4590,4600,37075,32186.0,6996963.0
2007-01-03,4600,4710,4590,4620,44081,32326.0,6996963.0
2007-01-04,4620,4745,4475,4510,47586,31556.0,6996963.0
2007-01-05,4510,4600,4430,4470,40400,31276.0,6996963.0
2007-01-08,4470,4490,4375,4430,49571,30997.0,6996963.0
2007-01-09,4430,4500,4375,4400,29892,30787.0,6996963.0
2007-01-10,4375,4435,4310,4400,41357,30787.0,6996963.0
2007-01-11,4400,4440,4350,4400,23791,30787.0,6996963.0
2007-01-12,4400,4470,4390,4450,37086,31136.0,6996963.0
2007-01-15,4500,4500,4405,4440,25391,31067.0,6996963.0
2007-01-16,4410,4475,4280,4325,62323,30262.0,6996963.0
2007-01-17,4300,4300,4190,4250,72175,29737.0,6996963.0
2007-01-18,4185,4245,4165,4230,14176,29597.0,6996963.0
2007-01-19,4180,4185,4080,4095,37385,28653.0,6996963.0
2007-01-22,3910,4175,3910,4120,22437,28827.0,6996963.0
2007-01-23,4110,4150,4000,4090,26148,28618.0,6996963.0
2007-01-24,4025,4200,4020,4070,32931,28478.0,6996963.0
2007-01-25,4100,4150,4070,4110,26704,28758.0,6996963.0
2007-01-26,4050,4165,4050,4140,4717,28967.0,6996963.0
2007-01-29,4140,4170,4040,4040,30061,28268.0,6996963.0
2007-01-30,4040,4090,3970,3995,38848,27953.0,6996963.0
2007-01-31,4020,4140,4020,4065,24528,28443.0,6996963.0
2007-02-01,4030,4100,4000,4070,14712,28478.0,6996963.0
2007-02-02,4120,4170,4050,4170,14169,29177.0,6996963.0
2007-02-05,4170,4170,4080,4155,16875,29072.0,6996963.0
2007-02-06,4155,4175,4100,4175,14450,29212.0,6996963.0
2007-02-07,4190,4290,4170,4255,9099,29772.0,6996963.0
2007-02-08,4220,4340,4200,4280,23077,29947.0,6996963.0
2007-02-09,4220,4295,4195,4245,58081,29702.0,6996963.0
2007-02-12,4290,4490,4255,4410,64242,30857.0,6996963.0
2007-02-13,4480,4480,4300,4390,17157,30717.0,6996963.0
2007-02-14,4350,4610,4350,4535,63933,31731.0,6996963.0
2007-02-15,4535,4595,4400,4500,10805,31486.0,6996963.0
2007-02-16,4450,4555,4260,4400,46791,30787.0,6996963.0
2007-02-20,4320,4515,4320,4420,12349,30927.0,6996963.0
2007-02-21,4400,4520,4400,4400,16916,30787.0,6996963.0
2007-02-22,4405,4500,4385,4450,15125,31136.0,6996963.0
2007-02-23,4415,4540,4415,4500,60069,31486.0,6996963.0
2007-02-26,4500,4560,4410,4410,27428,30857.0,6996963.0
2007-02-27,4410,4465,4370,4400,36744,30787.0,6996963.0
2007-02-28,4260,4400,4200,4390,68969,30717.0,6996963.0
2007-03-02,4350,4480,4300,4435,27396,31032.0,6996963.0
