나스미디어(089600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-07,29700,30250,29300,29550,18418,243682.0,8246432.0
2015-04-08,29300,29800,28750,29550,25924,243682.0,8246432.0
2015-04-09,29400,30350,29100,30100,19236,248218.0,8246432.0
2015-04-10,30150,30350,29300,29800,11200,245744.0,8246432.0
2015-04-13,30500,30600,29500,29550,12723,243682.0,8246432.0
2015-04-14,29350,29900,28900,29200,16035,240796.0,8246432.0
2015-04-15,28900,29750,28900,29100,14938,239971.0,8246432.0
2015-04-16,29100,30250,29100,29850,15285,246156.0,8246432.0
2015-04-17,30200,30400,29500,29850,18296,246156.0,8246432.0
2015-04-20,29750,34250,29100,34250,114970,282440.0,8246432.0
2015-04-21,34250,34250,32100,32400,44880,267184.0,8246432.0
2015-04-22,32200,33550,28100,29950,88514,246981.0,8246432.0
2015-04-23,32100,32900,29800,31050,64695,256052.0,8246432.0
2015-04-24,32250,33800,29950,31400,58216,258938.0,8246432.0
2015-04-27,31400,32300,31050,31900,31312,263061.0,8246432.0
2015-04-28,31500,32400,31050,32350,20107,266772.0,8246432.0
2015-04-29,32350,32450,31600,32300,16288,266360.0,8246432.0
2015-04-30,32000,33600,31950,32250,20406,265947.0,8246432.0
2015-05-04,32300,32900,31650,32500,13053,268009.0,8246432.0
2015-05-06,32000,32950,30700,31300,17903,258113.0,8246432.0
2015-05-07,31300,33100,31050,32350,11832,266772.0,8246432.0
2015-05-08,32400,32800,31400,32000,21647,263886.0,8246432.0
2015-05-11,32000,33800,31650,33200,34490,273782.0,8246432.0
2015-05-12,33450,36000,33000,35400,55795,291924.0,8246432.0
2015-05-13,36000,36000,33800,35400,52451,291924.0,8246432.0
2015-05-14,34900,35400,34350,35300,23246,291099.0,8246432.0
2015-05-15,34900,36500,34100,36400,35909,300170.0,8246432.0
2015-05-18,37200,38950,35800,38550,66744,317900.0,8246432.0
2015-05-19,38600,41200,38000,40000,46757,329857.0,8246432.0
2015-05-20,40550,42900,37600,42000,76275,346350.0,8246432.0
2015-05-21,42300,42650,40600,41600,22602,343052.0,8246432.0
2015-05-22,43000,44900,41600,43400,40612,357895.0,8246432.0
2015-05-26,45550,45550,41150,43250,38410,356658.0,8246432.0
2015-05-27,42500,43300,41250,41900,30676,345526.0,8246432.0
2015-05-28,41900,43500,41900,42600,23627,351298.0,8246432.0
2015-05-29,43200,43200,41000,41400,45362,341402.0,8246432.0
2015-06-01,41400,41500,40000,41400,32793,341402.0,8246432.0
2015-06-02,41450,41950,40200,41300,16456,340578.0,8246432.0
2015-06-03,40700,41550,39700,40050,19675,330270.0,8246432.0
2015-06-04,40500,43750,40200,43600,42925,359544.0,8246432.0
2015-06-05,43600,43950,42400,42900,20439,353772.0,8246432.0
2015-06-08,42650,46600,42650,45000,39847,371089.0,8246432.0
2015-06-09,45000,48600,44200,45000,40779,371089.0,8246432.0
2015-06-10,44400,47500,44400,45900,33631,378511.0,8246432.0
2015-06-11,47700,47700,45050,46000,24660,379336.0,8246432.0
2015-06-12,45850,52800,45850,51000,50119,420568.0,8246432.0
2015-06-15,51300,51300,48450,49500,37006,408198.0,8246432.0
2015-06-16,49350,56900,49000,50300,79829,414796.0,8246432.0
2015-06-17,49200,52000,49200,50000,29875,412322.0,8246432.0
2015-06-18,50400,53700,50000,51900,39243,427990.0,8246432.0
2015-06-19,52600,55200,51800,54700,34468,451080.0,8246432.0
2015-06-22,55500,56900,51600,56700,34541,467573.0,8246432.0
2015-06-23,57400,57600,53300,53900,41717,444483.0,8246432.0
2015-06-24,53500,53500,50100,50800,82270,418919.0,8246432.0
2015-06-25,51400,52700,50400,51100,31608,421393.0,8246432.0
2015-06-26,51400,53000,51100,51400,18734,423867.0,8246432.0
2015-06-29,50300,51900,48600,48800,29609,402426.0,8246432.0
2015-06-30,49500,53900,48150,53200,38417,438710.0,8246432.0
2015-07-01,53400,56000,52400,54900,26818,452729.0,8246432.0
2015-07-02,54300,61400,53900,58000,53318,478293.0,8246432.0
2015-07-03,58700,68600,58500,61000,61128,503032.0,8246432.0
2015-07-06,60300,63700,56400,56400,41205,465099.0,8246432.0
2015-07-07,57800,58500,52400,53200,60629,438710.0,8246432.0
2015-07-08,54700,54800,43150,50200,203818,413971.0,8246432.0
2015-07-09,48050,59200,46800,55700,98912,459326.0,8246432.0
2015-07-10,57000,58900,54100,55300,39042,456028.0,8246432.0
2015-07-13,55300,56700,54100,56100,19754,462625.0,8246432.0
2015-07-14,57800,58000,55000,56000,37936,461800.0,8246432.0
2015-07-15,57000,58000,55000,57800,23676,476644.0,8246432.0
2015-07-16,58000,59900,55700,58500,29388,482416.0,8246432.0
2015-07-17,59900,59900,57200,57600,17383,474994.0,8246432.0
2015-07-20,57500,58200,56100,56100,11964,462625.0,8246432.0
2015-07-21,56100,56700,54500,54500,14655,449431.0,8246432.0
2015-07-22,54500,59200,54100,57400,30400,473345.0,8246432.0
2015-07-23,58000,63000,58000,60500,44709,498909.0,8246432.0
2015-07-24,60100,63000,58200,61200,25889,504682.0,8246432.0
2015-07-27,60400,61800,59300,60200,13441,496435.0,8246432.0
2015-07-28,59700,61200,57300,61000,18486,503032.0,8246432.0
2015-07-29,62400,62400,59100,59100,16663,487364.0,8246432.0
2015-07-30,59300,61700,58000,59000,19032,486539.0,8246432.0
2015-07-31,61300,64000,59700,61500,45830,507156.0,8246432.0
2015-08-03,62900,71500,61700,71500,87014,589620.0,8246432.0
2015-08-04,71800,74800,69000,72500,70502,597866.0,8246432.0
2015-08-05,72000,76900,70500,72500,53831,597866.0,8246432.0
2015-08-06,71600,75700,70800,70800,40809,583847.0,8246432.0
2015-08-07,71500,71500,68600,68700,53734,566530.0,8246432.0
2015-08-10,69500,69500,65100,66500,43998,548388.0,8246432.0
2015-08-11,66900,69400,63100,64000,64050,527772.0,8246432.0
2015-08-12,63100,65600,58000,60000,68879,494786.0,8246432.0
2015-08-13,63800,68500,60000,67200,153095,554160.0,8246432.0
2015-08-17,66400,68700,64400,66400,29681,547563.0,8246432.0
2015-08-18,68000,68100,61000,62500,67505,515402.0,8246432.0
2015-08-19,60500,62400,57500,60800,50377,501383.0,8246432.0
2015-08-20,60100,65300,59700,63600,42006,524473.0,8246432.0
2015-08-21,60200,65900,59700,63800,64918,526122.0,8246432.0
2015-08-24,64900,66300,62100,66300,33538,546738.0,8246432.0
2015-08-25,66700,67600,63800,65500,38669,540141.0,8246432.0
2015-08-26,65500,67600,64700,67000,23973,552511.0,8246432.0
2015-08-27,68100,70300,66700,67200,37358,554160.0,8246432.0
2015-08-28,68700,70500,67700,70400,28748,580549.0,8246432.0
2015-08-31,72700,73300,70000,70200,27425,578900.0,8246432.0
2015-09-01,69600,70500,67000,68800,32758,567355.0,8246432.0
2015-09-02,67100,70000,66400,70000,17579,577250.0,8246432.0
2015-09-03,71000,71000,67600,68800,20356,567355.0,8246432.0
2015-09-04,69200,69200,63200,64000,65019,527772.0,8246432.0
2015-09-07,63400,64800,61500,61600,18535,507980.0,8246432.0
2015-09-08,61000,63200,60600,62600,19749,516227.0,8246432.0
2015-09-09,63800,65400,63100,65000,27799,536018.0,8246432.0
2015-09-10,64600,64700,63300,63700,8239,525298.0,8246432.0
2015-09-11,64500,66200,62700,65900,12543,543440.0,8246432.0
2015-09-14,66900,68200,64700,67200,23739,554160.0,8246432.0
2015-09-15,67200,68000,65900,66300,12505,546738.0,8246432.0
2015-09-16,66400,68300,66100,66600,14019,549212.0,8246432.0
2015-09-17,67500,67500,63900,64800,13717,534369.0,8246432.0
2015-09-18,64800,65600,64200,64500,22259,531895.0,8246432.0
2015-09-21,64200,65000,61300,62900,34132,518701.0,8246432.0
2015-09-22,62600,67000,62600,64800,25973,534369.0,8246432.0
2015-09-23,64000,64800,62000,63400,20858,522824.0,8246432.0
2015-09-24,62900,63700,61500,62200,12213,512928.0,8246432.0
2015-09-25,61500,63600,57000,62800,18234,517876.0,8246432.0
2015-09-30,61300,61400,57800,59200,32609,488189.0,8246432.0
2015-10-01,59200,60500,56200,56900,51389,469222.0,8246432.0
2015-10-02,57400,57600,53700,55400,45397,456852.0,8246432.0
2015-10-05,55400,58200,55400,57300,21431,472521.0,8246432.0
2015-10-06,58700,59500,57500,58000,17372,478293.0,8246432.0
2015-10-07,58400,58400,56300,56500,8222,465923.0,8246432.0
2015-10-08,56500,56500,50800,51800,55519,427165.0,8246432.0
2015-10-12,51800,52200,49250,49300,66242,406549.0,8246432.0
2015-10-13,49300,49850,47900,48300,40999,398303.0,8246432.0
2015-10-14,48300,48400,46200,46600,47062,384284.0,8246432.0
2015-10-15,46700,47500,46350,46750,33397,385521.0,8246432.0
2015-10-16,47500,47950,46000,46300,36616,381810.0,8246432.0
2015-10-19,46100,46650,43950,45100,59052,371914.0,8246432.0
2015-10-20,46950,49300,46750,48700,99345,401601.0,8246432.0
2015-10-21,49550,53800,49350,51300,142717,423042.0,8246432.0
2015-10-22,52600,52900,49700,51000,64986,420568.0,8246432.0
2015-10-23,51300,52000,49400,50300,29681,414796.0,8246432.0
2015-10-26,50500,51300,49850,50800,20851,418919.0,8246432.0
2015-10-27,51100,51400,48650,48700,30578,401601.0,8246432.0
2015-10-28,48700,50300,46950,50000,33240,412322.0,8246432.0
2015-10-29,50700,50700,49000,50100,17440,413146.0,8246432.0
2015-10-30,49800,53000,47050,52200,62556,430464.0,8246432.0
2015-11-02,52600,54300,50400,50800,40479,418919.0,8246432.0
2015-11-03,50800,52300,49300,49800,16515,410672.0,8246432.0
2015-11-04,49800,50100,48200,48300,27467,398303.0,8246432.0
2015-11-05,48600,48600,46400,47000,52759,387582.0,8246432.0
2015-11-06,47600,48600,46900,48100,33901,396653.0,8246432.0
2015-11-09,48100,49600,47100,48700,36131,401601.0,8246432.0
2015-11-10,48200,48550,45150,46000,37350,379336.0,8246432.0
2015-11-11,44400,46400,44400,45050,31099,371502.0,8246432.0
2015-11-12,47150,48450,46550,46750,26062,385521.0,8246432.0
2015-11-13,46250,47350,45550,46200,19496,380985.0,8246432.0
2015-11-16,45000,45950,44700,45900,21439,378511.0,8246432.0
2015-11-17,45800,47300,45800,47050,12269,387995.0,8246432.0
2015-11-18,47500,47500,45600,45950,12808,378924.0,8246432.0
2015-11-19,47200,47200,45500,45850,9068,378099.0,8246432.0
2015-11-20,46350,47250,45700,45800,15559,377687.0,8246432.0
2015-11-23,45800,47050,45800,46350,12715,382222.0,8246432.0
2015-11-24,46550,48800,46200,48400,26467,399127.0,8246432.0
2015-11-25,48400,50900,47700,50800,37246,418919.0,8246432.0
2015-11-26,50900,52500,49200,49200,52326,405724.0,8246432.0
2015-11-27,49800,50900,48500,49500,31267,408198.0,8246432.0
2015-11-30,49500,49500,47700,48300,35662,398303.0,8246432.0
2015-12-01,48550,49150,47800,48300,14675,398303.0,8246432.0
2015-12-02,48700,48750,47900,48650,17247,401189.0,8246432.0
2015-12-03,48400,48650,47500,47750,15234,393767.0,8246432.0
2015-12-04,47300,49950,46900,49800,16084,410672.0,8246432.0
2015-12-07,49650,50600,49150,49500,17725,408198.0,8246432.0
2015-12-08,50300,50400,48800,49500,16007,408198.0,8246432.0
2015-12-09,50700,50700,49500,50000,13376,412322.0,8246432.0
2015-12-10,50600,50700,49050,49350,15056,406961.0,8246432.0
2015-12-11,49900,49900,47750,47750,17266,393767.0,8246432.0
2015-12-14,46600,48200,46350,47000,12218,387582.0,8246432.0
2015-12-15,48000,48100,47000,47500,8413,391706.0,8246432.0
2015-12-16,47500,48300,47350,48000,10493,395829.0,8246432.0
2015-12-17,48950,48950,47600,48300,15239,398303.0,8246432.0
2015-12-18,48400,51200,47850,51100,34905,421393.0,8246432.0
2015-12-21,51100,51900,50100,51800,24422,427165.0,8246432.0
2015-12-22,52200,52500,50600,50800,19393,418919.0,8246432.0
2015-12-23,51300,51800,49850,50300,19466,414796.0,8246432.0
2015-12-24,50700,52700,50500,50900,38413,419743.0,8246432.0
2015-12-28,50900,51200,49400,49650,17048,409435.0,8246432.0
2015-12-29,50200,51800,49700,51600,17232,425516.0,8246432.0
2015-12-30,51700,52300,49950,50000,19738,412322.0,8246432.0
2016-01-04,50400,52100,50400,51500,21179,424691.0,8246432.0
2016-01-05,50900,52100,50200,51700,25012,426341.0,8246432.0
2016-01-06,52500,56500,52100,55400,79340,456852.0,8246432.0
2016-01-07,55100,56100,53500,55500,35378,457677.0,8246432.0
2016-01-08,54300,58400,54000,58200,36637,479942.0,8246432.0
2016-01-11,57700,59600,56400,57000,29619,470047.0,8246432.0
2016-01-12,57100,60500,57100,59200,57195,488189.0,8246432.0
2016-01-13,60500,61000,58600,59300,37139,489013.0,8246432.0
2016-01-14,59300,60300,58100,59700,23284,492312.0,8246432.0
2016-01-15,60400,60400,58100,59100,27373,487364.0,8246432.0
2016-01-18,59100,60000,57600,58300,22266,480767.0,8246432.0
2016-01-19,58300,62400,58200,62300,39730,513753.0,8246432.0
2016-01-20,62900,64000,60800,63800,34218,526122.0,8246432.0
2016-01-21,62600,63700,61000,61000,60127,503032.0,8246432.0
2016-01-22,61400,63200,61300,62600,24286,516227.0,8246432.0
2016-01-25,62800,62800,60900,61200,13801,504682.0,8246432.0
2016-01-26,63000,65300,60400,61500,55716,507156.0,8246432.0
2016-01-27,62100,62500,59200,59200,23400,488189.0,8246432.0
2016-01-28,58800,63800,58200,63300,27124,521999.0,8246432.0
2016-01-29,62700,64900,62100,64700,24166,533544.0,8246432.0
2016-02-01,65300,65300,62500,64500,20455,531895.0,8246432.0
2016-02-02,64500,67500,63600,65000,19753,536018.0,8246432.0
2016-02-03,64700,66000,63500,65800,13188,542615.0,8246432.0
2016-02-04,66000,66700,64200,66300,14887,546738.0,8246432.0
2016-02-05,67000,67000,64100,65100,12426,536843.0,8246432.0
2016-02-11,63100,65800,63000,63200,14729,521175.0,8246432.0
2016-02-12,63200,63200,58500,59900,22813,493961.0,8246432.0
2016-02-15,61900,62000,60100,60500,16679,498909.0,8246432.0
2016-02-16,61500,61600,60200,60200,11885,496435.0,8246432.0
2016-02-17,59900,60600,56100,56500,28175,465923.0,8246432.0
2016-02-18,57200,58400,56500,56800,17893,468397.0,8246432.0
2016-02-19,57000,58500,56500,57800,11380,476644.0,8246432.0
2016-02-22,58300,58300,56100,56100,17376,462625.0,8246432.0
2016-02-23,57100,57100,53100,53100,27729,437886.0,8246432.0
2016-02-24,53200,58000,53200,55000,48159,453554.0,8246432.0
2016-02-25,57000,57000,55000,55300,17706,456028.0,8246432.0
2016-02-26,56500,57500,55500,56700,18605,467573.0,8246432.0
2016-02-29,57400,57400,54600,55100,15424,454378.0,8246432.0
2016-03-02,55600,57100,55200,56200,11712,463449.0,8246432.0
2016-03-03,56300,56300,54900,55500,12087,457677.0,8246432.0
2016-03-04,56000,57000,55400,56100,9891,462625.0,8246432.0
2016-03-07,56900,56900,55300,55800,10306,460151.0,8246432.0
2016-03-08,54900,55600,51400,52400,46439,432113.0,8246432.0
2016-03-09,52200,53800,51800,53600,25375,442009.0,8246432.0
2016-03-10,53600,53600,51200,52000,27088,428814.0,8246432.0
2016-03-11,52300,52600,51300,51800,7078,427165.0,8246432.0
2016-03-14,52100,52400,50700,52300,10686,431288.0,8246432.0
2016-03-15,52300,52300,51300,51400,9940,423867.0,8246432.0
2016-03-16,51400,52300,48800,49500,38402,408198.0,8246432.0
2016-03-17,49850,51500,49050,49200,20934,405724.0,8246432.0
2016-03-18,49550,49900,48900,49250,17488,406137.0,8246432.0
2016-03-21,49800,49800,49100,49450,12439,407786.0,8246432.0
2016-03-22,49650,50800,49400,50800,17308,418919.0,8246432.0
2016-03-23,50900,51200,50000,50000,12837,412322.0,8246432.0
2016-03-24,50000,50000,48900,50000,18290,412322.0,8246432.0
2016-03-25,50000,50000,48250,48250,21149,397890.0,8246432.0
2016-03-28,47550,47750,44900,44900,59857,370265.0,8246432.0
2016-03-29,45300,47100,45100,47000,33349,387582.0,8246432.0
2016-03-30,47800,49350,47350,48800,23282,402426.0,8246432.0
2016-03-31,48800,49950,47000,48750,33177,402014.0,8246432.0
2016-04-01,49300,50200,48250,49500,29488,408198.0,8246432.0
2016-04-04,50300,50300,49450,50200,17746,413971.0,8246432.0
2016-04-05,50300,52000,50300,51800,22981,427165.0,8246432.0
2016-04-06,51300,51700,49850,50100,24992,413146.0,8246432.0
2016-04-07,50000,51000,48750,50100,26929,413146.0,8246432.0
2016-04-08,49700,51500,49700,51000,19085,420568.0,8246432.0
2016-04-11,51300,51900,50100,50500,17562,416445.0,8246432.0
2016-04-12,50500,51000,49800,50000,11538,412322.0,8246432.0
2016-04-14,49850,50700,48750,48900,16511,403251.0,8246432.0
2016-04-15,48800,49500,48150,49050,17172,404487.0,8246432.0
2016-04-18,49000,50400,48550,49050,10893,404487.0,8246432.0
2016-04-19,48600,51400,48600,51400,26734,423867.0,8246432.0
2016-04-20,51700,51700,49900,50600,23405,417269.0,8246432.0
2016-04-21,50600,50700,49550,49600,11356,409023.0,8246432.0
2016-04-22,50000,50400,49100,49350,12992,406961.0,8246432.0
2016-04-25,49750,49750,48400,48400,18907,399127.0,8246432.0
2016-04-26,48400,48900,48000,48350,18656,398715.0,8246432.0
2016-04-27,48350,48900,47000,47300,14361,390056.0,8246432.0
2016-04-28,47450,48400,47400,47900,10331,395004.0,8246432.0
2016-04-29,47900,48000,47200,47200,10399,389232.0,8246432.0
2016-05-02,47500,48450,46950,47800,13677,394179.0,8246432.0
2016-05-03,48150,51600,48150,50900,54748,419743.0,8246432.0
2016-05-04,51300,53700,50000,52700,56406,434587.0,8246432.0
2016-05-09,53100,53100,52100,53000,15185,437061.0,8246432.0
2016-05-10,52600,54000,52400,53600,13320,442009.0,8246432.0
2016-05-11,53800,54200,52500,54000,17300,445307.0,8246432.0
2016-05-12,54400,54500,52900,53700,13742,442833.0,8246432.0
2016-05-13,53700,54400,52600,54000,13287,445307.0,8246432.0
2016-05-16,53000,53700,52300,52500,10518,432938.0,8246432.0
2016-05-17,52500,52800,51200,52200,17883,430464.0,8246432.0
2016-05-18,52100,52200,48500,48500,21785,399952.0,8246432.0
2016-05-19,48150,49250,47500,48000,38484,395829.0,8246432.0
2016-05-20,48200,49100,47600,47900,17528,395004.0,8246432.0
2016-05-23,47500,48450,47500,47600,16049,392530.0,8246432.0
2016-05-24,47600,47900,45400,46150,39158,380573.0,8246432.0
2016-05-25,45750,48250,45750,48250,28911,397890.0,8246432.0
2016-05-26,48000,48100,46550,46700,23262,385108.0,8246432.0
2016-05-27,46700,47700,46100,47300,10424,390056.0,8246432.0
2016-05-30,47550,47550,46200,46350,21599,382222.0,8246432.0
2016-05-31,46450,48000,46450,47850,12245,394592.0,8246432.0
2016-06-01,48200,49300,47200,47550,16908,392118.0,8246432.0
2016-06-02,47800,48500,47700,47950,10755,395416.0,8246432.0
2016-06-03,47950,48000,47250,47800,6631,394179.0,8246432.0
2016-06-07,48600,50200,48150,49850,28398,411085.0,8246432.0
2016-06-08,49850,50300,48900,50200,22440,413971.0,8246432.0
2016-06-09,50200,52200,50100,52200,28306,430464.0,8246432.0
2016-06-10,52800,52800,50300,50900,16459,419743.0,8246432.0
2016-06-13,50500,50500,49250,49800,10026,410672.0,8246432.0
2016-06-14,49350,50300,49100,49350,12827,406961.0,8246432.0
2016-06-15,49050,49700,49050,49350,3996,406961.0,8246432.0
2016-06-16,49350,49750,47050,47200,23937,389232.0,8246432.0
2016-06-17,47700,48500,47200,48000,12024,395829.0,8246432.0
2016-06-20,47950,48850,47550,48050,13112,396241.0,8246432.0
2016-06-21,48300,50200,48150,49700,12170,409848.0,8246432.0
2016-06-22,50300,50300,48550,48700,10388,401601.0,8246432.0
2016-06-23,48750,50100,48100,49450,12278,407786.0,8246432.0
2016-06-24,49550,49750,46100,46100,35577,380161.0,8246432.0
2016-06-27,44900,47900,44900,47150,11180,388819.0,8246432.0
2016-06-28,46700,47550,46400,47500,9750,391706.0,8246432.0
2016-06-29,47100,48150,47100,47650,12271,392942.0,8246432.0
2016-06-30,48050,48900,47750,48500,13403,399952.0,8246432.0
2016-07-01,48450,50900,48450,50800,29180,418919.0,8246432.0
2016-07-04,51300,51900,50400,51600,19447,425516.0,8246432.0
2016-07-05,51600,52100,50700,51500,13993,424691.0,8246432.0
2016-07-06,51000,51900,50000,50400,13871,415620.0,8246432.0
2016-07-07,50400,51800,50000,51800,19270,427165.0,8246432.0
2016-07-08,51800,51900,50500,50800,9456,418919.0,8246432.0
2016-07-11,51700,51800,51000,51100,10692,421393.0,8246432.0
2016-07-12,51900,51900,50500,51600,8935,425516.0,8246432.0
2016-07-13,52000,52400,51000,51500,8650,424691.0,8246432.0
2016-07-14,51600,51900,51000,51600,9455,425516.0,8246432.0
2016-07-15,51500,51600,49800,50500,15737,416445.0,8246432.0
2016-07-18,50500,50500,49600,49850,6820,411085.0,8246432.0
2016-07-19,50800,50800,49400,49750,10385,410260.0,8246432.0
2016-07-20,49800,50500,49750,50500,7408,416445.0,8246432.0
2016-07-21,50600,50600,48700,49300,18155,406549.0,8246432.0
2016-07-22,49300,50000,49300,50000,6611,412322.0,8246432.0
2016-07-25,50100,50400,49000,49000,11265,404075.0,8246432.0
2016-07-26,49000,49700,48600,49500,6665,408198.0,8246432.0
2016-07-27,49650,49650,47950,48300,19680,398303.0,8246432.0
2016-07-28,48850,48950,48300,48750,7632,402014.0,8246432.0
2016-07-29,49400,49950,48200,48650,29679,401189.0,8246432.0
2016-08-01,49150,49150,47300,47800,22605,394179.0,8246432.0
2016-08-02,47500,47900,47200,47600,10709,392530.0,8246432.0
2016-08-03,47600,48900,46500,48600,20587,400777.0,8246432.0
2016-08-04,48950,49000,48050,48250,16391,397890.0,8246432.0
2016-08-05,48350,48650,47600,48650,19391,401189.0,8246432.0
2016-08-08,48550,49500,48150,48650,15993,401189.0,8246432.0
2016-08-09,48700,48800,47600,48000,21684,395829.0,8246432.0
2016-08-10,48000,48300,47300,47400,20160,390881.0,8246432.0
2016-08-11,47900,47900,47050,47500,9242,391706.0,8246432.0
2016-08-12,47500,47700,46800,46800,16783,385933.0,8246432.0
2016-08-16,46900,47200,46800,46850,6336,386345.0,8246432.0
2016-08-17,46850,47000,45950,46100,15747,380161.0,8246432.0
2016-08-18,46100,46650,45250,46100,12982,380161.0,8246432.0
2016-08-19,45850,46300,42550,44000,20466,362843.0,8246432.0
2016-08-22,44050,44150,41150,41200,36670,339753.0,8246432.0
2016-08-23,41000,42500,41000,41400,21828,341402.0,8246432.0
2016-08-24,41900,41900,41000,41000,12911,338104.0,8246432.0
2016-08-25,41000,41350,40300,40300,12214,332331.0,8246432.0
2016-08-26,40600,41100,39450,39500,25485,325734.0,8246432.0
2016-08-29,39750,39750,36350,36450,52303,300582.0,8246432.0
2016-08-30,36650,36900,35050,36500,54561,300995.0,8246432.0
2016-08-31,36600,36900,35400,35900,39124,296047.0,8246432.0
2016-09-01,36100,37750,35600,37650,22112,310478.0,8246432.0
2016-09-02,37650,37750,36350,36500,35185,300995.0,8246432.0
2016-09-05,36500,37400,36000,36200,18965,298521.0,8246432.0
2016-09-06,36500,36500,35150,35350,33861,291511.0,8246432.0
2016-09-07,35650,35750,34950,35050,17220,289037.0,8246432.0
2016-09-08,35000,35000,33050,33300,53586,274606.0,8246432.0
2016-09-09,33050,34900,32900,33900,32481,279554.0,8246432.0
2016-09-12,33900,33900,31450,32700,55388,269658.0,8246432.0
2016-09-13,32750,33550,31050,31350,49627,258526.0,8246432.0
2016-09-19,31350,33100,31350,32950,16635,271720.0,8246432.0
2016-09-20,32900,33450,32250,33250,12433,274194.0,8246432.0
2016-09-21,33250,34900,33200,33700,22234,277905.0,8246432.0
2016-09-22,33850,36100,33850,35350,42739,291511.0,8246432.0
2016-09-23,35850,37950,35800,37750,68266,311303.0,8246432.0
2016-09-26,38100,44800,36400,38300,271113,315838.0,8246432.0
2016-09-27,39350,44100,39300,41950,280219,345938.0,8246432.0
2016-09-28,42500,42500,39900,40550,59249,334393.0,8246432.0
2016-09-29,40800,41700,40050,40500,33062,333980.0,8246432.0
2016-09-30,40700,42900,40200,42700,51376,352123.0,8246432.0
2016-10-04,43000,45100,42050,44950,55971,370677.0,8246432.0
2016-10-05,44900,46100,44050,44850,39501,369852.0,8246432.0
2016-10-06,44900,45250,42400,42500,42495,350473.0,8246432.0
2016-10-07,42600,44250,41850,44000,33427,362843.0,8246432.0
2016-10-10,44200,44350,42600,42950,30494,354184.0,8246432.0
2016-10-11,42950,43750,41100,42450,38484,350061.0,8246432.0
2016-10-12,41850,42300,41000,42100,18592,347175.0,8246432.0
2016-10-13,42000,42150,41250,42000,13402,346350.0,8246432.0
2016-10-14,41500,42200,41350,41800,8819,344701.0,8246432.0
2016-10-17,42200,42200,41150,41800,9832,344701.0,8246432.0
2016-10-18,42150,42150,40800,41450,9058,341815.0,8246432.0
2016-10-19,41000,41150,39200,39350,25925,324497.0,8246432.0
2016-10-20,39700,40500,38550,38550,15898,317900.0,8246432.0
2016-10-21,38200,39800,38200,39100,10481,322435.0,8246432.0
2016-10-24,39150,39450,37300,37300,19449,326550.0,8754691.0
2016-10-25,37300,39600,37300,38900,22587,340557.0,8754691.0
2016-10-26,39200,40400,38550,40150,16640,351501.0,8754691.0
2016-10-27,40600,43850,40600,43700,40701,382580.0,8754691.0
2016-10-28,43650,43900,42300,43250,16081,378640.0,8754691.0
2016-10-31,43150,43700,41000,41650,20171,364633.0,8754691.0
2016-11-01,41100,43050,41100,42600,9995,372950.0,8754691.0
2016-11-02,42200,42600,40200,40350,21003,353252.0,8754691.0
2016-11-03,40150,41850,40100,41050,10140,359380.0,8754691.0
2016-11-04,40900,42000,40500,41850,8498,366384.0,8754691.0
2016-11-07,42300,42500,41600,42100,11155,368572.0,8754691.0
2016-11-08,41700,42500,40450,41250,18010,361131.0,8754691.0
2016-11-09,41350,41500,39200,39900,34017,349312.0,8754691.0
2016-11-10,41500,41700,40550,41600,17897,364195.0,8754691.0
2016-11-11,41300,41500,40600,40850,15322,357629.0,8754691.0
2016-11-14,41250,41500,40800,41000,11080,358942.0,8754691.0
2016-11-15,40550,42250,40550,40700,8640,356316.0,8754691.0
2016-11-16,40750,41200,40600,40750,8577,356754.0,8754691.0
2016-11-17,41100,41150,40700,40950,16339,358505.0,8754691.0
2016-11-18,41000,41450,40500,40700,14868,356316.0,8754691.0
2016-11-21,40300,40950,38000,38600,25437,337931.0,8754691.0
2016-11-22,39950,39950,38550,38550,9839,337493.0,8754691.0
2016-11-23,38500,39500,37600,38150,13340,333991.0,8754691.0
2016-11-24,37800,38550,35600,36900,30179,323048.0,8754691.0
2016-11-25,36400,37400,35950,35950,14669,314731.0,8754691.0
2016-11-28,36400,36400,34500,34650,13620,303350.0,8754691.0
2016-11-29,35100,37600,34650,36000,15768,315169.0,8754691.0
2016-11-30,35800,37200,35650,36800,11687,322173.0,8754691.0
2016-12-01,36550,38000,36350,37250,7488,326112.0,8754691.0
2016-12-02,37000,37450,36550,36700,3407,321297.0,8754691.0
2016-12-05,36200,36900,35500,35600,6159,311667.0,8754691.0
2016-12-06,35300,36700,35250,35450,5532,310354.0,8754691.0
2016-12-07,35450,36000,34500,34700,10285,303788.0,8754691.0
2016-12-08,34450,35700,34450,34550,12987,302475.0,8754691.0
2016-12-09,34800,35300,34200,34900,8132,305539.0,8754691.0
2016-12-12,35450,36550,35250,36350,7898,318233.0,8754691.0
2016-12-13,36400,38950,36400,37750,15663,330490.0,8754691.0
2016-12-14,37900,39750,37900,39400,13318,344935.0,8754691.0
2016-12-15,38600,39650,38350,38950,8990,340995.0,8754691.0
2016-12-16,39050,39400,38300,39100,4005,342308.0,8754691.0
2016-12-19,39100,40000,39100,40000,5779,350188.0,8754691.0
