오텍(067170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-07-02,4820,5000,4820,4960,81912,38870.0,7836620.0
2007-07-03,4960,5050,4805,4805,102768,37655.0,7836620.0
2007-07-04,4810,4900,4750,4875,83935,38204.0,7836620.0
2007-07-05,4940,5190,4920,5000,229738,39183.0,7836620.0
2007-07-06,5100,5400,5070,5330,329489,41769.0,7836620.0
2007-07-09,5400,5400,5080,5200,127683,40750.0,7836620.0
2007-07-10,5180,5370,5120,5370,160220,42083.0,7836620.0
2007-07-11,5400,5550,5170,5180,346241,40594.0,7836620.0
2007-07-12,5250,5340,5180,5260,148413,41221.0,7836620.0
2007-07-13,5300,6040,5040,6040,1108724,47333.0,7836620.0
2007-07-16,6040,6110,5630,5870,472664,46001.0,7836620.0
2007-07-18,5980,6750,5980,6670,806993,52270.0,7836620.0
2007-07-19,6670,6790,6250,6520,291994,51095.0,7836620.0
2007-07-20,6670,6970,6580,6600,532187,51722.0,7836620.0
2007-07-23,6600,6660,6110,6500,235315,50938.0,7836620.0
2007-07-24,6410,6500,6190,6230,208397,48822.0,7836620.0
2007-07-25,6220,6540,6110,6470,168906,50703.0,7836620.0
2007-07-26,6500,6940,6310,6350,336820,49763.0,7836620.0
2007-07-27,6200,6200,5910,5950,212634,46628.0,7836620.0
2007-07-30,5980,6150,5900,5990,116832,46941.0,7836620.0
2007-07-31,6100,6170,5870,6000,157443,47020.0,7836620.0
2007-08-01,5900,6040,5560,5650,129780,44277.0,7836620.0
2007-08-02,5670,5810,5300,5510,231416,43180.0,7836620.0
2007-08-03,5500,5680,5500,5620,122356,44042.0,7836620.0
2007-08-06,5490,5650,5420,5590,85957,43807.0,7836620.0
2007-08-07,5660,5870,5500,5710,133060,44747.0,7836620.0
2007-08-08,5740,6390,5700,6190,417722,48509.0,7836620.0
2007-08-09,6260,6450,6130,6300,242911,49371.0,7836620.0
2007-08-10,6100,6200,6000,6090,191751,47725.0,7836620.0
2007-08-13,6000,6180,5810,6070,137268,47568.0,7836620.0
2007-08-14,6180,6200,5760,5930,167664,46471.0,7836620.0
2007-08-16,5650,5780,5050,5050,242118,39575.0,7836620.0
2007-08-17,4980,5190,4840,4900,160593,38399.0,7836620.0
2007-08-20,5100,5300,5100,5240,102495,41064.0,7836620.0
2007-08-21,5300,5620,5300,5410,234218,42396.0,7836620.0
2007-08-22,5460,5520,5220,5360,88101,42004.0,7836620.0
2007-08-23,5410,5620,5360,5380,126734,42161.0,7836620.0
2007-08-24,5350,5550,5310,5500,81717,43101.0,7836620.0
2007-08-27,5600,5740,5500,5560,82919,43572.0,7836620.0
2007-08-28,5420,5600,5400,5420,59149,42474.0,7836620.0
2007-08-29,5110,5380,5110,5310,57649,41612.0,7836620.0
2007-08-30,5330,5500,5310,5430,70613,42553.0,7836620.0
2007-08-31,5500,5500,5320,5420,80971,42474.0,7836620.0
2007-09-03,5500,5500,5350,5450,61915,42710.0,7836620.0
2007-09-04,5370,5460,5330,5430,91711,42553.0,7836620.0
2007-09-05,5500,5540,5200,5420,64549,42474.0,7836620.0
2007-09-06,5310,5690,5310,5640,125901,44199.0,7836620.0
2007-09-07,5990,6480,5800,6480,831887,50781.0,7836620.0
2007-09-10,6630,6880,6150,6230,1185148,48822.0,7836620.0
2007-09-11,6380,6870,6280,6400,854367,50154.0,7836620.0
2007-09-12,6450,6730,6300,6300,387667,49371.0,7836620.0
2007-09-13,6360,6380,6030,6290,236465,49292.0,7836620.0
2007-09-14,6430,6650,6210,6230,247969,48822.0,7836620.0
2007-09-17,6230,6580,6160,6540,241660,51251.0,7836620.0
2007-09-18,6540,6830,6400,6620,296796,51878.0,7836620.0
2007-09-19,6700,7320,6640,7080,726430,55483.0,7836620.0
2007-09-20,6900,7220,6800,6900,288491,54073.0,7836620.0
2007-09-21,6910,7020,6660,6760,143104,52976.0,7836620.0
2007-09-27,6760,7030,6710,6890,171698,53994.0,7836620.0
2007-09-28,6910,6910,6670,6760,128328,52976.0,7836620.0
2007-10-01,6680,6790,6430,6520,134848,51095.0,7836620.0
2007-10-02,6570,6570,6270,6280,167002,49214.0,7836620.0
2007-10-04,6360,6360,6000,6100,180803,47803.0,7836620.0
2007-10-05,6110,6550,6030,6400,140470,50154.0,7836620.0
2007-10-08,6480,6480,6000,6110,108214,47882.0,7836620.0
2007-10-09,6110,6280,6030,6030,83106,47255.0,7836620.0
2007-10-10,6100,6390,6040,6340,74500,49684.0,7836620.0
2007-10-11,6300,6300,6130,6270,25016,49136.0,7836620.0
2007-10-12,6260,6470,6150,6170,44971,48352.0,7836620.0
2007-10-15,6110,6200,5790,6020,188395,47176.0,7836620.0
2007-10-16,6000,6000,5500,5510,169052,43180.0,7836620.0
2007-10-17,5510,5680,5300,5680,94862,44512.0,7836620.0
2007-10-18,5700,6000,5550,6000,53479,47020.0,7836620.0
2007-10-19,5900,6300,5710,6100,163222,47803.0,7836620.0
2007-10-22,5550,6010,5550,5980,139157,46863.0,7836620.0
2007-10-23,6240,6240,5980,6060,43732,47490.0,7836620.0
2007-10-24,6030,6130,5860,5970,70929,46785.0,7836620.0
2007-10-25,6130,6130,5970,6100,59658,47803.0,7836620.0
2007-10-26,6200,6370,6050,6100,520613,47803.0,7836620.0
2007-10-29,6360,6550,6180,6330,244288,49606.0,7836620.0
2007-10-30,6260,6420,6180,6290,104651,49292.0,7836620.0
2007-10-31,6330,6330,5920,6120,121528,47960.0,7836620.0
2007-11-01,6000,6130,5990,6000,49670,47020.0,7836620.0
2007-11-02,5710,5970,5710,5950,51284,46628.0,7836620.0
2007-11-05,5830,5980,5780,5870,38555,46001.0,7836620.0
2007-11-06,5810,5900,5710,5800,59133,45452.0,7836620.0
2007-11-07,5870,5900,5630,5780,87195,45296.0,7836620.0
2007-11-08,5750,5750,5530,5690,59147,44590.0,7836620.0
2007-11-09,5640,5690,5450,5600,60557,43885.0,7836620.0
2007-11-12,5400,6440,5400,5690,696916,44590.0,7836620.0
2007-11-13,5700,6160,5420,5850,122240,45844.0,7836620.0
2007-11-14,5860,6170,5670,5800,57351,45452.0,7836620.0
2007-11-15,5670,5900,5670,5850,42792,45844.0,7836620.0
2007-11-16,5960,5960,5500,5710,65052,44747.0,7836620.0
2007-11-19,5750,5750,5400,5500,83533,43101.0,7836620.0
2007-11-20,5450,5450,5100,5300,77983,41534.0,7836620.0
2007-11-21,5290,5290,5000,5200,67475,40750.0,7836620.0
2007-11-22,5050,5280,5010,5160,40093,40437.0,7836620.0
2007-11-23,5160,5230,4900,4980,63013,39026.0,7836620.0
2007-11-26,4930,5140,4910,5040,37227,39497.0,7836620.0
2007-11-27,4800,5140,4800,5140,35916,40280.0,7836620.0
2007-11-28,5270,5270,5000,5100,19704,39967.0,7836620.0
2007-11-29,5100,5190,5020,5130,51859,40202.0,7836620.0
2007-11-30,5060,5220,5040,5100,43335,39967.0,7836620.0
2007-12-03,5190,5190,4960,5040,40162,39497.0,7836620.0
2007-12-04,5010,5080,4900,5030,32670,39418.0,7836620.0
2007-12-05,5100,5100,4850,4990,34723,39105.0,7836620.0
2007-12-06,5020,5030,4910,4955,30172,38830.0,7836620.0
2007-12-07,4955,5090,4710,4880,66136,38243.0,7836620.0
2007-12-10,4880,4880,4700,4840,50357,37929.0,7836620.0
2007-12-11,4840,4950,4670,4720,38327,36989.0,7836620.0
2007-12-12,4700,4780,4615,4780,11781,37459.0,7836620.0
2007-12-13,4700,4780,4620,4750,40011,37224.0,7836620.0
2007-12-14,4750,4750,4600,4625,34745,36244.0,7836620.0
2007-12-17,4540,4640,4420,4460,33540,34951.0,7836620.0
2007-12-18,4500,4500,4330,4430,33065,34716.0,7836620.0
2007-12-20,4405,4495,4370,4400,32306,34481.0,7836620.0
2007-12-21,4555,4555,4335,4430,35367,34716.0,7836620.0
2007-12-24,4350,4590,4225,4525,85776,35461.0,7836620.0
2007-12-26,4420,4630,4410,4590,59633,35970.0,7836620.0
2007-12-27,4635,5000,4600,4800,24156,37616.0,7836620.0
2007-12-28,4710,4860,4710,4860,11172,38086.0,7836620.0
2008-01-02,4780,5000,4780,4885,55546,38282.0,7836620.0
2008-01-03,5010,5010,4830,4910,8566,38478.0,7836620.0
2008-01-04,4840,4995,4840,4905,9661,38439.0,7836620.0
2008-01-07,4895,4895,4700,4745,10069,37185.0,7836620.0
2008-01-08,4700,4890,4700,4790,43394,37537.0,7836620.0
2008-01-09,4750,4785,4680,4755,6467,37263.0,7836620.0
2008-01-10,4755,4755,4610,4660,42662,36519.0,7836620.0
2008-01-11,4590,4680,4500,4500,36105,35265.0,7836620.0
2008-01-14,4450,4690,4450,4650,50040,36440.0,7836620.0
2008-01-15,4800,4800,4450,4600,26924,36048.0,7836620.0
2008-01-16,4400,4640,4365,4600,16811,36048.0,7836620.0
2008-01-17,4900,4900,4310,4690,22163,36754.0,7836620.0
2008-01-18,4730,4730,4555,4685,7057,36715.0,7836620.0
2008-01-21,4860,4860,4500,4500,14430,35265.0,7836620.0
2008-01-22,4590,4590,3990,4150,10019,32522.0,7836620.0
2008-01-23,4360,4360,4050,4140,20877,32444.0,7836620.0
2008-01-24,4100,4285,4100,4125,31421,32326.0,7836620.0
2008-01-25,4250,4450,4115,4190,26621,32835.0,7836620.0
2008-01-28,4005,4275,4005,4145,21279,32483.0,7836620.0
2008-01-29,4160,4195,4030,4120,5822,32287.0,7836620.0
2008-01-30,4100,4245,3910,3980,24255,31190.0,7836620.0
2008-01-31,3935,4190,3800,4190,10913,32835.0,7836620.0
2008-02-01,4395,4395,3935,4180,15882,32757.0,7836620.0
2008-02-04,4200,4200,3995,4145,20034,32483.0,7836620.0
2008-02-05,4100,4175,4075,4170,23509,32679.0,7836620.0
2008-02-11,4200,4480,4045,4150,14421,32522.0,7836620.0
2008-02-12,4280,4280,4110,4235,19139,33188.0,7836620.0
2008-02-13,4205,4375,4135,4220,19575,33071.0,7836620.0
2008-02-14,4340,4340,4160,4225,25680,33110.0,7836620.0
2008-02-15,4225,4225,4120,4190,9610,32835.0,7836620.0
2008-02-18,4220,4220,4150,4185,7080,32796.0,7836620.0
2008-02-19,4185,4295,4120,4190,12671,32835.0,7836620.0
2008-02-20,4190,4195,4000,4115,27498,32248.0,7836620.0
2008-02-21,4280,4280,4045,4100,11649,32130.0,7836620.0
2008-02-22,4035,4190,4000,4100,12905,32130.0,7836620.0
2008-02-25,4090,4165,4030,4090,18701,32052.0,7836620.0
2008-02-26,3910,4085,3910,4040,43501,31660.0,7836620.0
2008-02-27,4060,4095,4000,4050,7204,31738.0,7836620.0
2008-02-28,4050,4050,3990,4035,10641,31621.0,7836620.0
2008-02-29,4000,4095,3905,4000,15239,31346.0,7836620.0
2008-03-03,4000,4400,3860,4190,35518,32835.0,7836620.0
2008-03-04,4050,4380,4000,4370,39919,34246.0,7836620.0
2008-03-05,4250,4850,4250,4750,57802,37224.0,7836620.0
2008-03-06,4890,5000,4470,4655,148925,36479.0,7836620.0
2008-03-07,4600,4775,4450,4750,51405,37224.0,7836620.0
2008-03-10,4750,4750,4510,4700,11986,36832.0,7836620.0
2008-03-11,4700,4980,4700,4850,34344,38008.0,7836620.0
2008-03-12,5000,5000,4700,4830,28599,37851.0,7836620.0
2008-03-13,4990,4990,4660,4750,19393,37224.0,7836620.0
2008-03-14,4850,4850,4550,4600,25989,36048.0,7836620.0
2008-03-17,4445,4690,4265,4355,15196,34128.0,7836620.0
2008-03-18,4150,4430,4150,4215,6803,33031.0,7836620.0
2008-03-19,4250,4495,4250,4250,15269,33306.0,7836620.0
2008-03-20,4330,4330,4200,4200,5543,32914.0,7836620.0
2008-03-21,4300,4300,4100,4240,42085,33227.0,7836620.0
2008-03-24,4380,4380,4135,4210,16400,32992.0,7836620.0
2008-03-25,4200,4290,4140,4265,59529,33423.0,7836620.0
2008-03-26,4265,4295,4150,4250,6573,33306.0,7836620.0
2008-03-27,4280,4285,4160,4240,8909,33227.0,7836620.0
2008-03-28,4280,4400,4230,4270,21872,33462.0,7836620.0
2008-03-31,4370,4370,4250,4290,6505,33619.0,7836620.0
2008-04-01,4290,4380,4265,4380,16716,34324.0,7836620.0
2008-04-02,4410,4650,4370,4400,24465,34481.0,7836620.0
2008-04-03,4430,4495,4360,4400,48933,34481.0,7836620.0
2008-04-04,4380,4470,4300,4400,31707,34481.0,7836620.0
2008-04-07,4400,5000,4400,4850,156106,38008.0,7836620.0
2008-04-08,4860,5100,4810,4915,68555,38517.0,7836620.0
2008-04-10,5090,5090,4765,4890,24744,38321.0,7836620.0
2008-04-11,4810,4900,4700,4770,51758,37381.0,7836620.0
2008-04-14,4880,4880,4530,4640,28023,36362.0,7836620.0
2008-04-15,4680,4680,4455,4455,42387,34912.0,7836620.0
2008-04-16,4580,4800,4475,4800,29367,37616.0,7836620.0
2008-04-17,4750,5040,4750,4930,43583,38635.0,7836620.0
2008-04-18,4990,5190,4950,4950,47789,38791.0,7836620.0
2008-04-21,5000,5120,4900,4900,106134,38399.0,7836620.0
2008-04-22,5000,5050,4830,4895,19410,38360.0,7836620.0
2008-04-23,4980,5000,4790,4930,58637,38635.0,7836620.0
2008-04-24,5000,5660,4900,5660,198979,44355.0,7836620.0
2008-04-25,5830,6370,5500,5760,644269,45139.0,7836620.0
2008-04-28,5800,6050,5570,5710,328658,44747.0,7836620.0
2008-04-29,5750,5840,5410,5500,137015,43101.0,7836620.0
2008-04-30,5650,5650,5310,5500,107345,43101.0,7836620.0
2008-05-02,5560,5800,5460,5460,82243,42788.0,7836620.0
2008-05-06,5600,5770,5420,5660,72070,44355.0,7836620.0
2008-05-07,5590,5680,5350,5360,61728,42004.0,7836620.0
2008-05-08,5250,5410,5170,5300,53853,41534.0,7836620.0
2008-05-09,5410,5410,5010,5200,62218,40750.0,7836620.0
2008-05-13,5210,5210,5030,5080,42823,39810.0,7836620.0
2008-05-14,5090,5330,5030,5330,71156,41769.0,7836620.0
2008-05-15,5330,5330,5040,5150,46094,40359.0,7836620.0
2008-05-16,5190,5190,4990,5050,25823,39575.0,7836620.0
2008-05-19,5050,5070,4820,4820,55062,37773.0,7836620.0
2008-05-20,4750,4890,4700,4870,33601,38164.0,7836620.0
2008-05-21,4870,4870,4640,4755,27557,37263.0,7836620.0
2008-05-22,4520,4885,4520,4755,14526,37263.0,7836620.0
2008-05-23,4620,4875,4450,4560,74405,35735.0,7836620.0
2008-05-26,4800,4800,4590,4590,34014,35970.0,7836620.0
2008-05-27,4600,4750,4535,4695,20493,36793.0,7836620.0
2008-05-28,4795,4795,4600,4695,14094,36793.0,7836620.0
2008-05-29,4625,4740,4615,4680,10480,36675.0,7836620.0
2008-05-30,4705,4760,4620,4750,19409,37224.0,7836620.0
2008-06-02,4675,4750,4640,4650,33153,36440.0,7836620.0
2008-06-03,4570,4650,4425,4520,24504,35422.0,7836620.0
2008-06-04,4520,4640,4400,4540,22098,35578.0,7836620.0
2008-06-05,4500,4650,4500,4580,8759,35892.0,7836620.0
2008-06-09,4450,4650,4040,4590,21768,35970.0,7836620.0
2008-06-10,4590,4690,4450,4460,31969,34951.0,7836620.0
2008-06-11,4460,4650,4405,4425,20703,34677.0,7836620.0
2008-06-12,4430,4480,4200,4350,15675,34089.0,7836620.0
2008-06-13,4280,4385,4150,4290,15132,33619.0,7836620.0
2008-06-16,4230,4330,4160,4275,39819,33502.0,7836620.0
2008-06-17,4275,4400,4150,4345,10283,34050.0,7836620.0
2008-06-18,4275,4395,4225,4380,5818,34324.0,7836620.0
2008-06-19,4400,4400,4235,4280,4457,33541.0,7836620.0
2008-06-20,4280,4300,4190,4235,5405,33188.0,7836620.0
2008-06-23,4200,4200,4070,4150,7532,32522.0,7836620.0
2008-06-24,4150,4200,4080,4170,9441,32679.0,7836620.0
2008-06-25,4170,4195,4100,4170,6655,32679.0,7836620.0
2008-06-26,4200,4200,3950,4040,41833,31660.0,7836620.0
2008-06-27,3900,4010,3850,3900,45951,30563.0,7836620.0
2008-06-30,3860,3910,3800,3855,21226,30210.0,7836620.0
2008-07-01,3795,3855,3740,3795,24262,29740.0,7836620.0
2008-07-02,3880,3880,3405,3610,35005,28290.0,7836620.0
2008-07-03,3390,3490,3345,3385,65133,26527.0,7836620.0
2008-07-04,3420,3455,3210,3210,44645,25156.0,7836620.0
2008-07-07,3220,3390,2940,3050,152691,23902.0,7836620.0
2008-07-08,3000,3060,2595,2595,192797,20336.0,7836620.0
2008-07-09,2540,2940,2535,2770,274671,21707.0,7836620.0
2008-07-10,2800,3115,2710,3025,142926,23706.0,7836620.0
2008-07-11,3090,3475,3025,3475,219786,27232.0,7836620.0
2008-07-14,3595,3650,2970,2970,294301,23275.0,7836620.0
2008-07-15,3010,3200,2825,2830,168584,22178.0,7836620.0
2008-07-16,2805,2925,2800,2800,56580,21943.0,7836620.0
2008-07-17,2900,2935,2860,2900,23051,22726.0,7836620.0
2008-07-18,2900,2950,2870,2915,26822,22844.0,7836620.0
2008-07-21,2965,3120,2960,3045,18382,23863.0,7836620.0
2008-07-22,2915,3030,2910,2950,20032,23118.0,7836620.0
2008-07-23,3050,3100,2940,3095,29978,24254.0,7836620.0
2008-07-24,3185,3185,2965,3005,99569,23549.0,7836620.0
2008-07-25,2910,2995,2850,2865,28896,22452.0,7836620.0
2008-07-28,2930,2980,2855,2870,21995,22491.0,7836620.0
2008-07-29,2820,2880,2800,2810,8455,22021.0,7836620.0
2008-07-30,2890,2895,2795,2805,16619,21982.0,7836620.0
2008-07-31,2775,2830,2650,2760,28706,21629.0,7836620.0
2008-08-01,2700,2760,2700,2710,5249,21237.0,7836620.0
2008-08-04,2710,2740,2665,2670,7444,20924.0,7836620.0
2008-08-05,2620,2810,2610,2810,11069,22021.0,7836620.0
2008-08-06,2810,2890,2770,2790,16862,21864.0,7836620.0
2008-08-07,2790,2910,2790,2890,21014,22648.0,7836620.0
2008-08-08,2870,3170,2800,3090,36559,24215.0,7836620.0
2008-08-11,3180,3380,3160,3210,110512,25156.0,7836620.0
2008-08-12,3230,3690,3075,3220,310380,25234.0,7836620.0
2008-08-13,3200,3280,3045,3045,55317,23863.0,7836620.0
2008-08-14,3135,3135,2800,3045,45647,23863.0,7836620.0
2008-08-18,2955,3070,2910,2980,68891,23353.0,7836620.0
2008-08-19,2935,3080,2890,2975,18636,23314.0,7836620.0
2008-08-20,2910,2985,2910,2975,21034,23314.0,7836620.0
2008-08-21,2945,3095,2890,3070,21626,24058.0,7836620.0
2008-08-22,2910,3140,2910,3000,30137,23510.0,7836620.0
2008-08-25,3150,3150,2950,2950,53699,23118.0,7836620.0
2008-08-26,2935,2990,2875,2910,9188,22805.0,7836620.0
2008-08-27,2950,2950,2800,2895,2882,22687.0,7836620.0
2008-08-28,2895,3030,2830,2915,17109,22844.0,7836620.0
2008-08-29,2945,2960,2875,2885,10054,22609.0,7836620.0
2008-09-01,2885,2910,2800,2800,72382,21943.0,7836620.0
2008-09-02,2895,2895,2615,2800,4193,21943.0,7836620.0
2008-09-03,2850,2970,2800,2970,10888,23275.0,7836620.0
2008-09-04,2970,2970,2850,2900,7862,22726.0,7836620.0
2008-09-05,2800,2860,2775,2775,19729,21747.0,7836620.0
2008-09-08,2800,2855,2785,2790,54883,21864.0,7836620.0
2008-09-09,2780,2840,2770,2770,32442,21707.0,7836620.0
2008-09-10,2715,2800,2705,2740,28167,21472.0,7836620.0
2008-09-11,2750,2800,2705,2705,23190,21198.0,7836620.0
2008-09-12,2700,2750,2645,2735,55116,21433.0,7836620.0
2008-09-16,2510,2680,2325,2425,33372,19004.0,7836620.0
2008-09-17,2465,2550,2425,2470,91312,19356.0,7836620.0
2008-09-18,2365,2400,2230,2300,101225,18024.0,7836620.0
2008-09-19,2370,2400,2295,2300,57510,18024.0,7836620.0
2008-09-22,2315,2370,2270,2270,30097,17789.0,7836620.0
2008-09-23,2250,2320,2250,2300,28615,18024.0,7836620.0
2008-09-24,2280,2325,2280,2285,9709,17907.0,7836620.0
2008-09-25,2280,2380,2260,2310,83658,18103.0,7836620.0
2008-09-26,2325,2500,2315,2325,46015,18220.0,7836620.0
2008-09-29,2330,2420,2200,2220,56790,17397.0,7836620.0
2008-09-30,2025,2180,2025,2100,44436,16457.0,7836620.0
2008-10-01,2120,2145,2050,2075,29045,16261.0,7836620.0
2008-10-02,2065,2110,2050,2100,16722,16457.0,7836620.0
2008-10-06,2050,2100,1905,1955,18715,15321.0,7836620.0
2008-10-07,1810,2140,1790,2110,68378,16535.0,7836620.0
2008-10-08,2040,2130,1880,1885,34304,14772.0,7836620.0
2008-10-09,1855,1935,1755,1805,136101,14145.0,7836620.0
2008-10-10,1670,1815,1580,1680,63171,13166.0,7836620.0
2008-10-13,1630,1900,1630,1800,39698,14106.0,7836620.0
2008-10-14,1930,2070,1905,1985,39690,15556.0,7836620.0
2008-10-15,2025,2085,1950,2020,29476,15830.0,7836620.0
2008-10-16,1900,2015,1895,1940,6780,15203.0,7836620.0
2008-10-17,2000,2000,1670,1850,29227,14498.0,7836620.0
2008-10-20,1805,1860,1765,1775,20884,13910.0,7836620.0
2008-10-21,1800,2000,1785,1895,21959,14850.0,7836620.0
2008-10-22,1785,1880,1615,1820,28222,14263.0,7836620.0
2008-10-23,1700,2045,1610,1900,18354,14890.0,7836620.0
2008-10-24,1890,1890,1615,1615,60307,12656.0,7836620.0
2008-10-27,1465,1655,1375,1375,59463,10775.0,7836620.0
2008-10-28,1180,1460,1170,1380,92555,10815.0,7836620.0
2008-10-29,1380,1475,1265,1350,28025,10579.0,7836620.0
2008-10-30,1450,1530,1400,1500,32113,11755.0,7836620.0
2008-10-31,1525,1525,1425,1500,16575,11755.0,7836620.0
2008-11-03,1600,1600,1485,1555,13023,12186.0,7836620.0
2008-11-04,1600,1620,1550,1550,19925,12147.0,7836620.0
2008-11-05,1655,1780,1650,1780,116267,13949.0,7836620.0
2008-11-06,1700,1800,1590,1695,27924,13283.0,7836620.0
2008-11-07,1675,1740,1550,1735,49207,13597.0,7836620.0
2008-11-10,1825,1920,1760,1800,31372,14106.0,7836620.0
2008-11-11,1835,1835,1710,1750,20807,13714.0,7836620.0
2008-11-12,1750,1780,1650,1650,17782,12930.0,7836620.0
2008-11-13,1610,1650,1500,1590,7721,12460.0,7836620.0
2008-11-14,1790,1790,1590,1655,9064,12970.0,7836620.0
2008-11-17,1770,1770,1590,1630,12445,12774.0,7836620.0
2008-11-18,1650,1650,1555,1580,33842,12382.0,7836620.0
2008-11-19,1605,1680,1450,1610,74171,12617.0,7836620.0
2008-11-20,1610,1610,1550,1550,32095,12147.0,7836620.0
2008-11-21,1550,1575,1545,1550,48848,12147.0,7836620.0
2008-11-24,1570,1590,1510,1580,40084,12382.0,7836620.0
2008-11-25,1660,1815,1580,1815,95411,14223.0,7836620.0
2008-11-26,1915,2085,1825,1925,259224,15085.0,7836620.0
2008-11-27,1930,1975,1835,1970,51481,15438.0,7836620.0
2008-11-28,2180,2180,1970,2015,75771,15791.0,7836620.0
2008-12-01,2000,2095,1825,1870,44066,14654.0,7836620.0
2008-12-02,1730,1860,1720,1750,26105,13714.0,7836620.0
2008-12-03,1760,1790,1690,1740,16500,13636.0,7836620.0
2008-12-04,1740,1785,1695,1745,10910,13675.0,7836620.0
2008-12-05,1945,1945,1715,1780,5154,13949.0,7836620.0
2008-12-08,1825,1825,1550,1790,12979,14028.0,7836620.0
2008-12-09,1800,1835,1750,1820,13128,14263.0,7836620.0
2008-12-10,1850,1870,1800,1820,17803,14263.0,7836620.0
2008-12-11,1875,2090,1805,1980,40171,15517.0,7836620.0
2008-12-12,2095,2100,1950,1950,34394,15281.0,7836620.0
2008-12-15,1930,2140,1930,2065,26709,16183.0,7836620.0
2008-12-16,2110,2220,2060,2200,19461,17241.0,7836620.0
2008-12-17,2200,2345,2200,2300,24573,18024.0,7836620.0
2008-12-18,2380,2400,2200,2300,16549,18024.0,7836620.0
2008-12-19,2320,2320,2150,2250,16187,17632.0,7836620.0
2008-12-22,2280,2340,2180,2215,10209,17358.0,7836620.0
2008-12-23,2135,2195,2050,2050,11511,16065.0,7836620.0
2008-12-24,2070,2075,1920,1980,29941,15517.0,7836620.0
2008-12-26,1990,1995,1880,1980,12718,15517.0,7836620.0
2008-12-29,1970,2250,1940,1995,10914,15634.0,7836620.0
2008-12-30,1995,2075,1965,2010,5821,15752.0,7836620.0
2009-01-02,1930,2285,1930,2060,30401,16143.0,7836620.0
2009-01-05,2100,2120,2010,2030,10855,15908.0,7836620.0
2009-01-06,2030,2140,2030,2105,13576,16496.0,7836620.0
2009-01-07,2180,2180,2065,2135,11178,16731.0,7836620.0
2009-01-08,2280,2280,2065,2135,19266,16731.0,7836620.0
2009-01-09,2180,2280,2105,2130,120562,16692.0,7836620.0
2009-01-12,2190,2190,2015,2015,24788,15791.0,7836620.0
2009-01-13,2015,2045,1875,1970,16753,15438.0,7836620.0
2009-01-14,1980,2265,1910,2265,151826,17750.0,7836620.0
2009-01-15,2215,2265,2105,2110,94871,16535.0,7836620.0
2009-01-16,2135,2275,2030,2150,33778,16849.0,7836620.0
2009-01-19,2150,2415,2100,2135,96892,16731.0,7836620.0
2009-01-20,2140,2140,2000,2100,55595,16457.0,7836620.0
2009-01-21,1965,2030,1955,1970,44703,15438.0,7836620.0
2009-01-22,2020,2190,1990,2000,48116,15673.0,7836620.0
2009-01-23,1990,2035,1915,1940,15554,15203.0,7836620.0
2009-01-28,1965,2230,1965,2030,129497,15908.0,7836620.0
2009-01-29,2100,2110,2020,2050,26311,16065.0,7836620.0
2009-01-30,2020,2130,1980,2100,24958,16457.0,7836620.0
2009-02-02,2195,2195,2040,2110,20714,16535.0,7836620.0
2009-02-03,2130,2345,2115,2160,116901,16927.0,7836620.0
2009-02-04,2180,2300,2130,2205,41890,17280.0,7836620.0
2009-02-05,2160,2380,2160,2300,54327,18024.0,7836620.0
2009-02-06,2320,2535,2320,2445,64009,19161.0,7836620.0
2009-02-09,2500,2525,2375,2400,49674,18808.0,7836620.0
2009-02-10,2405,2440,2350,2420,15202,18965.0,7836620.0
2009-02-11,2380,2450,2350,2440,11692,19121.0,7836620.0
2009-02-12,2480,2480,2380,2435,23441,19082.0,7836620.0
2009-02-13,2380,2540,2380,2480,9295,19435.0,7836620.0
2009-02-16,2450,2600,2385,2490,17654,19513.0,7836620.0
2009-02-17,2575,2575,2355,2400,11250,18808.0,7836620.0
2009-02-18,2350,2405,2265,2350,22832,18416.0,7836620.0
2009-02-19,2350,2350,2270,2295,12698,17985.0,7836620.0
2009-02-20,2295,2295,2135,2180,6623,17084.0,7836620.0
2009-02-23,2200,2470,2190,2225,4134,17436.0,7836620.0
2009-02-24,2225,2225,2100,2125,7785,16653.0,7836620.0
2009-02-25,2150,2200,2090,2090,4683,16379.0,7836620.0
2009-02-26,2105,2190,2030,2140,2999,16770.0,7836620.0
2009-02-27,2075,2160,2065,2150,3681,16849.0,7836620.0
2009-03-02,2235,2235,2000,2000,11615,15673.0,7836620.0
2009-03-03,2180,2180,1835,1950,13508,15281.0,7836620.0
2009-03-04,1960,2020,1900,2020,12095,15830.0,7836620.0
2009-03-05,1990,2150,1980,2020,14446,15830.0,7836620.0
2009-03-06,2015,2020,1930,2010,18513,15752.0,7836620.0
2009-03-09,2080,2100,2000,2080,10679,16300.0,7836620.0
2009-03-10,1920,2390,1920,2080,9213,16300.0,7836620.0
2009-03-11,2085,2200,2085,2190,8602,17162.0,7836620.0
2009-03-12,2190,2340,2125,2190,12394,17162.0,7836620.0
2009-03-13,2200,2300,2150,2220,16637,17397.0,7836620.0
2009-03-16,2300,2300,2200,2230,29094,17476.0,7836620.0
2009-03-17,2250,2300,2235,2240,6938,17554.0,7836620.0
2009-03-18,2280,2300,2220,2270,10772,17789.0,7836620.0
