리드(197210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-01-05,3575,3575,3575,3575,0,,
2015-01-06,3575,3575,3575,3575,0,,
2015-01-07,3575,3575,3575,3575,0,,
2015-01-08,3575,3575,3575,3575,0,,
2015-01-09,3575,3575,3575,3575,0,,
2015-01-12,3575,3575,3575,3575,0,,
2015-01-13,3575,3575,3575,3575,0,,
2015-01-14,3575,3575,3575,3575,0,,
2015-01-15,3575,3575,3575,3575,0,,
2015-01-16,3575,3575,3575,3575,0,,
2015-01-19,3575,3575,3575,3575,0,,
2015-01-20,3575,3575,3575,3575,0,,
2015-01-21,3575,3575,3575,3575,0,,
2015-01-22,4110,4110,4110,4110,1,11573.0,2815750.0
2015-01-23,4110,4110,4110,4110,0,11573.0,2815750.0
2015-01-26,4110,4110,4110,4110,0,,
2015-01-27,4110,4110,4110,4110,0,,
2015-01-28,4110,4110,4110,4110,0,,
2015-01-29,4230,4230,4230,4230,1,11911.0,2815750.0
2015-01-30,4230,4230,4230,4230,0,11911.0,2815750.0
2015-02-02,4230,4230,4230,4230,0,,
2015-02-03,4230,4230,4230,4230,0,,
2015-02-04,4230,4230,4230,4230,0,,
2015-02-05,4230,4230,4230,4230,0,,
2015-02-06,4230,4230,4230,4230,0,,
2015-02-09,4230,4230,4230,4230,0,,
2015-02-10,4230,4230,4230,4230,0,,
2015-02-11,4230,4230,4230,4230,0,,
2015-02-12,4230,4230,4230,4230,0,,
2015-02-13,4230,4230,4230,4230,0,,
2015-02-16,4230,4230,4230,4230,0,,
2015-02-17,4230,4230,4230,4230,0,,
2015-02-23,4230,4230,4230,4230,0,,
2015-02-24,4230,4230,4230,4230,0,,
2015-02-25,4230,4230,4230,4230,0,,
2015-02-26,4230,4230,4230,4230,0,,
2015-02-27,4230,4230,4230,4230,0,,
2015-03-02,4230,4230,4230,4230,0,,
2015-03-03,4230,4230,4230,4230,0,,
2015-03-04,4230,4230,4230,4230,0,,
2015-03-05,4230,4230,4230,4230,0,,
2015-03-06,4230,4230,4230,4230,0,,
2015-03-09,4230,4230,4230,4230,0,,
2015-03-10,4230,4230,4230,4230,0,,
2015-03-11,4350,4350,4350,4350,5,12249.0,2815750.0
2015-03-12,4350,4350,4350,4350,0,12249.0,2815750.0
2015-03-13,4230,4230,4230,4230,0,11911.0,2815750.0
2015-03-16,4115,4115,4115,4115,0,11587.0,2815750.0
2015-03-17,4000,4000,4000,4000,0,11263.0,2815750.0
2015-03-18,4000,4000,4000,4000,0,11263.0,2815750.0
2015-03-19,4600,4600,4600,4600,10,12952.0,2815750.0
2015-03-20,4600,4600,4600,4600,0,12952.0,2815750.0
2015-03-23,4000,4000,4000,4000,300,11263.0,2815750.0
2015-03-24,4000,4000,3400,4000,1000,11263.0,2815750.0
2015-03-25,4000,4000,4000,4000,0,,
2015-03-26,4000,4000,4000,4000,0,,
2015-03-27,3890,3890,3890,3890,0,10953.0,2815750.0
2015-03-30,4000,4000,3310,4000,3,11263.0,2815750.0
2015-03-31,4000,4000,4000,4000,0,,
2015-04-01,4000,4000,4000,4000,0,,
2015-04-02,4000,4000,4000,4000,0,,
2015-04-03,4110,4110,4110,4110,1,11573.0,2815750.0
2015-04-06,4000,4000,4000,4000,0,11263.0,2815750.0
2015-04-07,4000,4000,4000,4000,0,,
2015-04-08,4000,4000,4000,4000,0,,
2015-04-09,4000,4000,4000,4000,0,,
2015-04-10,4000,4000,4000,4000,0,,
2015-04-13,4110,4110,4110,4110,1,,
2015-04-14,4725,4725,4725,4725,1,13304.0,2815750.0
2015-04-15,4590,4860,4590,4860,301,13685.0,2815750.0
2015-04-16,4860,4860,4860,4860,0,13685.0,2815750.0
2015-04-17,4135,4500,4135,4500,599,12671.0,2815750.0
2015-04-20,4630,4630,4630,4630,300,13037.0,2815750.0
2015-04-21,4630,4630,4630,4630,0,13037.0,2815750.0
2015-04-22,4630,4630,4630,4630,0,,
2015-04-23,4630,4630,4630,4630,0,,
2015-04-24,4630,4630,4630,4630,0,,
2015-04-27,4760,4760,4760,4760,1,13403.0,2815750.0
2015-04-28,4900,4900,4900,4900,1,13797.0,2815750.0
2015-04-29,4900,4900,4900,4900,0,13797.0,2815750.0
2015-04-30,4800,4800,4800,4800,0,13516.0,2815750.0
2015-05-04,5520,5520,5520,5520,1,15543.0,2815750.0
2015-05-06,5680,5680,5680,5680,1,15993.0,2815750.0
2015-05-07,6530,6530,6530,6530,1,18387.0,2815750.0
2015-05-08,5560,5560,5560,5560,200,15656.0,2815750.0
2015-05-11,6390,6390,6390,6390,1,17993.0,2815750.0
2015-05-12,6390,6390,6390,6390,0,17993.0,2815750.0
2015-05-13,7340,7340,7340,7340,1,20668.0,2815750.0
2015-05-14,8440,8440,8440,8440,1,23765.0,2815750.0
2015-05-15,8690,8690,8690,8690,1,24469.0,2815750.0
2015-05-18,8690,8690,8690,8690,0,24469.0,2815750.0
2015-05-19,7390,7390,7390,7390,200,20808.0,2815750.0
2015-05-20,7390,7390,7390,7390,0,20808.0,2815750.0
2015-05-21,7390,7390,7390,7390,0,,
2015-05-22,7390,7390,7390,7390,0,,
2015-05-26,7390,7390,7390,7390,0,,
2015-05-27,7390,7390,7390,7390,0,,
2015-05-28,7390,7390,7390,7390,0,,
2015-05-29,7390,7390,7390,7390,0,,
2015-06-01,7390,7390,7390,7390,0,,
2015-06-02,7390,7390,7390,7390,0,,
2015-06-03,7390,7390,7390,7390,0,,
2015-06-04,7390,7390,7390,7390,0,,
2015-06-05,7390,7390,7390,7390,0,,
2015-06-08,7390,7390,7390,7390,0,,
2015-06-09,7390,7390,7390,7390,0,,
2015-06-10,7390,7390,7390,7390,0,,
2015-06-11,7390,7390,7390,7390,0,,
2015-06-12,7390,7390,7390,7390,0,,
2015-06-15,7390,7390,7390,7390,0,,
2015-06-16,7390,7390,7390,7390,0,,
2015-06-17,8490,8490,8490,8490,1,23906.0,2815750.0
2015-06-18,8490,8490,8490,8490,0,23906.0,2815750.0
2015-06-19,8490,8490,8490,8490,0,,
2015-06-22,8490,8490,8490,8490,0,,
2015-06-23,8490,8490,8490,8490,0,,
2015-06-24,8490,8490,8490,8490,0,,
2015-06-25,8490,8490,8490,8490,0,,
2015-06-26,9760,9760,9760,9760,10,27482.0,2815750.0
2015-06-29,9480,10000,9480,10000,211,28158.0,2815750.0
2015-06-30,10000,10000,10000,10000,0,28158.0,2815750.0
2015-07-01,10000,10000,10000,10000,0,,
2015-07-02,10000,10000,10000,10000,0,,
2015-07-03,10000,10000,10000,10000,0,,
2015-07-06,10000,10000,10000,10000,0,,
2015-07-07,11500,11500,11500,11500,190,32381.0,2815750.0
2015-07-08,11500,11500,11500,11500,0,32381.0,2815750.0
2015-07-09,11500,11500,11500,11500,0,,
2015-07-10,11500,11500,11500,11500,0,,
2015-07-13,11500,11500,11500,11500,0,,
2015-07-14,13200,13200,13200,13200,70,37168.0,2815750.0
2015-07-15,13200,13200,13200,13200,0,37168.0,2815750.0
2015-07-16,15150,15150,15150,15150,60,42659.0,2815750.0
2015-07-17,17400,17400,17400,17400,60,48994.0,2815750.0
2015-07-20,18500,18500,18500,18500,60,52091.0,2815750.0
2015-07-21,21200,21200,21200,21200,100,59694.0,2815750.0
2015-07-22,21200,21200,21200,21200,50,59694.0,2815750.0
2015-07-23,21200,21200,21200,21200,50,,
2015-07-24,21200,21200,21200,21200,50,,
2015-07-27,21000,21000,21000,21000,120,59131.0,2815750.0
2015-07-28,20950,20950,20950,20950,50,58990.0,2815750.0
2015-07-29,20950,20950,20950,20950,25,58990.0,2815750.0
2015-07-30,20950,20950,20950,20950,25,,
2015-07-31,20350,20350,20350,20350,100,57301.0,2815750.0
2015-08-03,17300,17300,17300,17300,100,48712.0,2815750.0
2015-08-04,14750,14750,14750,14750,1,41532.0,2815750.0
2015-08-05,12550,12550,12550,12550,1,47891.0,3816010.0
2015-08-06,12200,12200,12200,12200,100,46555.0,3816010.0
2015-08-07,11000,11000,11000,11000,200,41976.0,3816010.0
2015-08-10,10000,10000,10000,10000,200,38160.0,3816010.0
2015-08-11,8500,8500,8500,8500,1170,32436.0,3816010.0
2015-08-12,7230,8990,7230,8990,611,34306.0,3816010.0
2015-08-13,7650,8950,7650,7650,210,29192.0,3816010.0
2015-08-17,7430,7700,7430,7700,201,29383.0,3816010.0
2015-08-18,6550,7800,6550,7800,400,29765.0,3816010.0
2015-08-19,7900,7900,6630,7770,53,29650.0,3816010.0
2015-08-20,7550,7550,7550,7550,200,28811.0,3816010.0
2015-08-21,7340,7340,7340,7340,200,28010.0,3816010.0
2015-08-24,7130,7130,7130,7130,144,27208.0,3816010.0
2015-08-25,7450,7460,7450,7460,4,28467.0,3816010.0
2015-08-26,7250,7250,7250,7250,200,27666.0,3816010.0
2015-08-27,7990,8000,7990,8000,3,30528.0,3816010.0
2015-08-28,7770,8220,7770,8220,202,31368.0,3816010.0
2015-08-31,7990,7990,7990,7990,200,30490.0,3816010.0
2015-09-01,7460,8130,7460,8130,3,31024.0,3816010.0
2015-09-02,8700,8700,6920,6920,4,26407.0,3816010.0
2015-09-03,6920,6920,6920,6920,0,26407.0,3816010.0
2015-09-04,7470,7490,7470,7490,4,28582.0,3816010.0
2015-09-07,8590,8590,8590,8590,3,32780.0,3816010.0
2015-09-08,8590,9870,7460,9850,4,37588.0,3816010.0
2015-09-09,8380,9790,8380,9790,5,37359.0,3816010.0
2015-09-10,8330,11250,8330,11000,5,41976.0,3816010.0
2015-09-11,11850,11850,11850,11850,1,45220.0,3816010.0
2015-09-14,11550,11550,11550,11550,100,44075.0,3816010.0
2015-09-15,13000,13000,13000,13000,3,49608.0,3816010.0
2015-09-16,12650,12650,12650,12650,100,48273.0,3816010.0
2015-09-17,14450,14450,14450,14450,1,55141.0,3816010.0
2015-09-18,12300,12300,12300,12300,5,46937.0,3816010.0
2015-09-21,11950,11950,11950,11950,100,45601.0,3816010.0
2015-09-22,13000,13000,13000,13000,3,49608.0,3816010.0
2015-09-23,12650,12650,12650,12650,100,,
2015-09-24,12300,12300,12300,12300,100,46937.0,3816010.0
2015-09-25,13500,13500,13500,13500,5,51516.0,3816010.0
2015-09-30,13150,13150,13150,13150,100,50181.0,3816010.0
2015-10-01,12800,12800,12800,12800,100,48845.0,3816010.0
2015-10-02,12450,12450,12450,12450,100,47509.0,3816010.0
2015-10-05,12400,12400,12400,12400,5,47319.0,3816010.0
2015-10-06,12050,12050,12050,12050,100,45983.0,3816010.0
2015-10-07,11700,12400,11700,12400,105,47319.0,3816010.0
2015-10-08,12050,12050,12050,12050,100,,
2015-10-12,11700,11700,11700,11700,100,44647.0,3816010.0
2015-10-13,12900,12900,12900,12900,1,49227.0,3816010.0
2015-10-14,12550,12550,12550,12550,100,47891.0,3816010.0
2015-10-15,14100,14100,14100,14100,4,53806.0,3816010.0
2015-10-16,13700,13700,13700,13700,100,52279.0,3816010.0
2015-10-19,13350,13350,13350,13350,100,50944.0,3816010.0
2015-10-20,13850,13850,13850,13850,1,52852.0,3816010.0
2015-10-21,13450,13450,13450,13450,100,51325.0,3816010.0
2015-10-22,13100,13100,13100,13100,100,49990.0,3816010.0
2015-10-23,11150,11150,11150,11150,100,42549.0,3816010.0
2015-10-26,11150,11150,11150,11150,5,42549.0,3816010.0
2015-10-27,10850,10850,10850,10850,100,41404.0,3816010.0
2015-10-28,9940,9940,9940,9940,100,37931.0,3816010.0
2015-10-29,8450,10150,8450,10150,201,38733.0,3816010.0
2015-10-30,9860,9860,9860,9860,200,37626.0,3816010.0
2015-11-02,9580,10100,9580,10100,201,38542.0,3816010.0
2015-11-03,8600,10900,8600,10900,201,41595.0,3816010.0
2015-11-04,9400,11850,9300,11850,4,45220.0,3816010.0
2015-11-05,11550,11550,11550,11550,100,,
2015-11-06,11550,11550,11550,11550,3,44075.0,3816010.0
2015-11-09,9850,9850,9850,9850,100,37588.0,3816010.0
2015-11-10,9570,10000,9570,10000,205,38160.0,3816010.0
2015-11-11,8510,8510,8500,8500,12,32436.0,3816010.0
2015-11-12,8500,8640,7230,8640,6,32970.0,3816010.0
2015-11-13,8630,8630,8630,8630,3,32932.0,3816010.0
2015-11-16,8270,8630,8270,8630,204,32932.0,3816010.0
2015-11-17,7340,8590,7340,7340,286,28010.0,3816010.0
2015-11-18,8440,8440,6250,6250,3,23850.0,3816010.0
2015-11-19,7180,7180,6600,6600,11,25186.0,3816010.0
2015-11-20,3066,3066,2625,2635,1028634,18230.0,4621038.0
2015-11-23,2670,2670,2505,2545,141063,17606.0,4621038.0
2015-11-24,2555,2600,2480,2485,70843,17190.0,4621038.0
2015-11-25,2465,2525,2455,2470,43758,17098.0,4621038.0
2015-11-26,2490,3211,2475,2861,2055242,19801.0,4621038.0
2015-11-27,2885,3171,2710,2901,696707,20055.0,4621038.0
2015-11-30,2865,3472,2735,3011,1240322,20841.0,4621038.0
2015-12-01,3146,3261,2765,2906,547988,20102.0,4621038.0
2015-12-02,2870,2946,2695,2701,249362,18669.0,4621038.0
2015-12-03,2700,2966,2570,2701,243325,18669.0,4621038.0
2015-12-04,2670,2785,2505,2590,131424,17907.0,4621038.0
2015-12-07,2595,2930,2535,2731,345593,18877.0,4621038.0
2015-12-08,2695,2805,2670,2680,145389,18530.0,4621038.0
2015-12-09,2670,2755,2610,2615,106376,18091.0,4621038.0
2015-12-10,2615,2735,2520,2610,110405,18045.0,4621038.0
2015-12-11,2605,2615,2535,2540,70906,17560.0,4621038.0
2015-12-14,2535,2570,2414,2465,111229,17052.0,4621038.0
2015-12-15,2450,2555,2419,2425,54174,16774.0,4621038.0
2015-12-16,2434,2555,2284,2470,92398,17098.0,4621038.0
2015-12-17,2535,2630,2434,2540,150333,17560.0,4621038.0
2015-12-18,2545,2615,2470,2500,81731,17283.0,4621038.0
2015-12-21,2434,2490,2404,2430,94748,16797.0,4621038.0
2015-12-22,2409,2465,2339,2340,89970,16197.0,4621038.0
2015-12-23,2324,2470,2294,2445,155435,16913.0,4621038.0
2015-12-24,2444,3031,2369,2645,700671,18299.0,4621038.0
2015-12-28,2685,3432,2685,3041,3948773,21026.0,4621038.0
2015-12-29,3126,3271,2785,2881,1213672,19917.0,4621038.0
2015-12-30,2870,3056,2735,2941,942962,20333.0,4621038.0
2016-01-04,3011,3817,2905,3823,2790203,26432.0,4621038.0
2016-01-05,3953,4874,3877,4113,5581418,28466.0,4621038.0
2016-01-06,4008,4028,3547,3627,2116849,25092.0,4621038.0
2016-01-07,3627,4709,3627,4710,4708906,32578.0,4621038.0
2016-01-08,4749,5721,4188,4329,5046405,29944.0,4621038.0
2016-01-11,4439,4940,4248,4409,1931355,30499.0,4621038.0
2016-01-12,4459,4609,4148,4148,1122962,28697.0,4621038.0
2016-01-13,4218,4318,3953,4143,740536,28650.0,4621038.0
2016-01-14,4208,5055,4118,4404,4237232,30453.0,4621038.0
2016-01-15,4469,4754,4228,4344,1221001,30037.0,4621038.0
2016-01-18,4188,4288,4008,4033,636820,27911.0,4621038.0
2016-01-19,4038,4338,3787,3923,641643,27125.0,4621038.0
2016-01-20,3978,3998,3627,3652,419664,25277.0,4621038.0
2016-01-21,3552,3647,3191,3387,644036,23429.0,4621038.0
2016-01-22,3386,3432,3216,3292,338182,22759.0,4621038.0
2016-01-25,3416,3416,3246,3302,243276,22828.0,4621038.0
2016-01-26,3246,3296,3056,3056,243520,21141.0,4621038.0
2016-01-27,3056,3968,3056,3968,2828584,27449.0,4621038.0
2016-01-28,3867,4559,3772,4073,4158503,28188.0,4621038.0
2016-01-29,4078,4293,3792,3808,1276613,27765.0,4871038.0
2016-02-01,3847,3938,3492,3492,550224,25476.0,4871038.0
2016-02-02,3507,3527,3316,3322,264177,24209.0,4871038.0
2016-02-03,3256,4128,3176,3808,2511858,27765.0,4871038.0
2016-02-04,3772,4038,3557,3632,610215,26498.0,4871038.0
2016-02-05,3572,3928,3477,3703,736687,26986.0,4871038.0
2016-02-11,3572,3692,3371,3372,217729,24599.0,4871038.0
2016-02-12,3336,3607,3171,3181,350427,23186.0,4871038.0
2016-02-15,3386,3391,3236,3312,135623,24160.0,4871038.0
2016-02-16,3396,3637,3356,3472,334782,25329.0,4871038.0
2016-02-17,3487,3547,3316,3362,264952,24501.0,4871038.0
2016-02-18,3411,3537,3376,3542,198491,25817.0,4871038.0
2016-02-19,3537,3973,3517,3647,1024971,26596.0,4871038.0
2016-02-22,3712,3747,3492,3667,281843,26742.0,4871038.0
2016-02-23,3707,3787,3557,3572,178227,26060.0,4871038.0
2016-02-24,3567,3672,3497,3627,194073,26450.0,4871038.0
2016-02-25,3652,3677,3437,3442,265081,25086.0,4871038.0
2016-02-26,3457,3512,3316,3387,181513,24696.0,4871038.0
2016-02-29,3386,3452,3351,3367,92774,24550.0,4871038.0
2016-03-02,3406,3477,3331,3342,134115,24355.0,4871038.0
2016-03-03,3356,3432,3281,3327,179667,24258.0,4871038.0
2016-03-04,3371,3712,3296,3422,685208,24940.0,4871038.0
2016-03-07,3452,3452,3326,3327,201489,24258.0,4871038.0
2016-03-08,3336,3537,3311,3407,398280,24842.0,4871038.0
2016-03-09,3447,3727,3406,3567,679401,26011.0,4871038.0
2016-03-10,3612,3817,3557,3683,559241,26839.0,4871038.0
2016-03-11,3697,3792,3507,3542,312229,25817.0,4871038.0
2016-03-14,3572,3587,3406,3407,184472,24842.0,4871038.0
2016-03-15,3406,3517,3371,3487,124900,25427.0,4871038.0
2016-03-16,3457,3552,3416,3422,134643,24940.0,4871038.0
2016-03-17,3437,3592,3416,3572,243159,26060.0,4871038.0
2016-03-18,3577,3827,3527,3723,381074,27132.0,4871038.0
2016-03-21,3727,3812,3677,3748,243717,27327.0,4871038.0
2016-03-22,3797,3973,3627,3853,351383,28106.0,4871038.0
2016-03-23,3892,4218,3777,3908,818546,28496.0,4871038.0
2016-03-24,3872,3958,3687,3743,225896,27278.0,4871038.0
2016-03-25,3712,3887,3672,3828,127679,27911.0,4871038.0
2016-03-28,3792,3857,3632,3753,173224,27375.0,4871038.0
2016-03-29,3752,4233,3667,4068,623604,29665.0,4871038.0
2016-03-30,4208,5280,4153,5286,3612355,38530.0,4871038.0
2016-03-31,5421,5521,4955,5206,2981585,37945.0,4871038.0
2016-04-01,5195,5741,4874,5010,3394848,36533.0,4871038.0
2016-04-04,5175,5661,5010,5506,2052190,40137.0,4871038.0
2016-04-05,5441,5962,5355,5446,1735803,39699.0,4871038.0
2016-04-06,5310,5636,5310,5411,520139,39455.0,4871038.0
2016-04-07,5496,6042,5466,5677,1980136,41404.0,4871038.0
2016-04-08,5641,5721,5365,5416,616584,39504.0,4871038.0
2016-04-11,5340,5521,5050,5050,505298,36825.0,4871038.0
2016-04-12,5095,5295,4879,4935,414383,35997.0,4871038.0
2016-04-14,4900,5010,4859,4865,186775,35461.0,4871038.0
2016-04-15,4940,5861,4879,5611,1832382,43017.0,5121038.0
2016-04-18,5476,6077,5451,5546,1002614,42505.0,5121038.0
2016-04-19,5546,5942,5476,5837,673647,44758.0,5121038.0
2016-04-20,5932,6252,5811,5907,849532,45270.0,5121038.0
2016-04-21,5821,6022,5796,5872,339569,45014.0,5121038.0
2016-04-22,5882,5957,5511,5672,351515,43478.0,5121038.0
2016-04-25,5796,5977,5676,5892,300461,45168.0,5121038.0
2016-04-26,5856,6127,5776,6077,381726,46601.0,5121038.0
2016-04-27,6097,6403,6062,6253,527943,47933.0,5121038.0
2016-04-28,6312,6603,6217,6253,424865,47933.0,5121038.0
2016-04-29,6262,6342,6042,6348,178171,48650.0,5121038.0
2016-05-02,6378,6393,6097,6153,145538,47165.0,5121038.0
2016-05-03,6177,6272,5771,6052,147161,46397.0,5121038.0
2016-05-04,6172,6197,5997,6032,105157,46243.0,5121038.0
2016-05-09,6137,6227,6042,6138,110863,47062.0,5121038.0
2016-05-10,6112,6272,5771,5772,295882,44246.0,5121038.0
2016-05-11,5811,5922,5330,5812,291504,44553.0,5121038.0
2016-05-12,5811,5882,5576,5647,109890,43273.0,5121038.0
2016-05-13,5641,5701,5461,5531,85163,42402.0,5121038.0
2016-05-16,5521,5776,5501,5677,85812,43529.0,5121038.0
2016-05-17,5681,5851,5651,5747,57660,44041.0,5121038.0
2016-05-18,5741,5741,5496,5591,98663,42863.0,5121038.0
2016-05-19,5536,5992,5536,5867,141261,44963.0,5121038.0
2016-05-20,5876,6322,5866,6138,367686,47062.0,5121038.0
2016-05-23,6177,6212,5962,6012,117087,46089.0,5121038.0
2016-05-24,6032,6142,5831,6148,149599,47114.0,5121038.0
2016-05-25,6187,6207,5957,6077,115899,46601.0,5121038.0
2016-05-26,6137,6663,6132,6568,504134,50340.0,5121038.0
2016-05-27,6653,8517,6653,7916,1623416,60684.0,5121038.0
2016-05-30,8181,9384,8016,8753,883948,67086.0,5121038.0
2016-05-31,8717,9083,8447,8853,359946,67854.0,5121038.0
2016-06-01,8883,9820,8782,8853,630348,67854.0,5121038.0
2016-06-02,8918,9649,6843,7215,1991257,55307.0,5121038.0
2016-06-03,7745,9349,7415,9354,1429517,71695.0,5121038.0
2016-06-07,10050,11052,9118,10456,1345867,80144.0,5121038.0
2016-06-08,10451,10451,9419,9720,733777,74511.0,5121038.0
2016-06-09,10220,10621,9183,9720,580738,74511.0,5121038.0
2016-06-10,9684,9719,9018,9454,348793,72463.0,5121038.0
2016-06-13,9749,10521,9584,9920,508854,76047.0,5121038.0
2016-06-14,10020,10852,9784,10787,377374,82705.0,5121038.0
2016-06-15,10486,10852,10150,10657,219044,81681.0,5121038.0
2016-06-16,10952,11453,9885,10622,390022,81425.0,5121038.0
2016-06-17,10616,10651,10085,10486,159972,80400.0,5121038.0
2016-06-20,10421,10686,10020,10622,159114,81425.0,5121038.0
2016-06-21,10621,10621,10285,10356,82779,79376.0,5121038.0
2016-06-22,10451,11022,9784,11022,218967,84497.0,5121038.0
2016-06-23,10751,10887,10421,10421,144501,79888.0,5121038.0
2016-06-24,10952,11318,9820,10486,423293,80400.0,5121038.0
2016-06-27,10220,12154,10220,12160,593323,93203.0,5121038.0
2016-06-28,12089,13292,11824,12561,503118,96382.0,5126678.0
2016-06-29,12826,12926,11889,12726,328648,97663.0,5126678.0
2016-06-30,12826,13292,12425,12861,304516,98689.0,5126678.0
2016-07-01,12720,13357,12720,13127,237863,100739.0,5126678.0
2016-07-04,13026,14158,12991,13292,316908,102021.0,5126678.0
2016-07-05,13091,15261,13091,14630,411548,112274.0,5126678.0
2016-07-06,14960,16699,14659,16569,445589,127142.0,5126678.0
2016-07-07,17034,20972,15897,16669,1377071,127911.0,5126678.0
2016-07-08,17165,19339,16964,18874,714016,144829.0,5126678.0
2016-07-11,20406,20406,18703,18974,526625,145598.0,5126678.0
2016-07-12,18638,19605,17796,19575,316189,150212.0,5126678.0
2016-07-13,20171,20501,18302,18538,505544,142265.0,5126678.0
2016-07-14,17666,18502,13858,17370,1498759,133294.0,5126678.0
2016-07-15,18167,19139,14930,15366,957594,117914.0,5126678.0
2016-07-18,15261,15832,14359,15031,403064,115350.0,5126678.0
2016-07-19,14694,14960,12184,12460,1271913,95613.0,5126678.0
2016-07-20,12756,13126,11854,11959,671681,91768.0,5126678.0
2016-07-21,11553,11789,10521,10857,1278344,83309.0,5126678.0
2016-07-22,10887,11588,10621,10957,928730,84078.0,5126678.0
2016-07-25,11222,11388,10351,10356,603105,79464.0,5126678.0
2016-07-26,10451,11052,10220,10757,862681,82540.0,5126678.0
2016-07-27,10616,11353,10516,11288,596583,86641.0,5126678.0
2016-07-28,11323,12024,11087,11859,584773,90999.0,5126678.0
2016-07-29,11789,13392,11753,13192,1209098,101252.0,5126678.0
2016-08-01,13527,13657,12655,13092,482678,100483.0,5126678.0
2016-08-02,13156,13226,11854,12090,416779,92793.0,5126678.0
2016-08-03,11819,11989,11087,11488,369088,88179.0,5126678.0
2016-08-04,11488,11688,11152,11423,171548,87666.0,5126678.0
2016-08-05,11523,12154,11222,12160,201205,93306.0,5126678.0
2016-08-08,12290,12425,11824,12225,180674,93818.0,5126678.0
2016-08-09,12154,12154,11418,11488,169677,88179.0,5126678.0
2016-08-10,11553,12124,11423,12025,196509,92280.0,5126678.0
2016-08-11,12024,12154,11523,11524,109183,88435.0,5126678.0
2016-08-12,11523,11854,11288,11423,147226,87666.0,5126678.0
2016-08-16,11418,12390,11418,11589,337550,88948.0,5126678.0
2016-08-17,11488,11789,10787,11223,217458,86128.0,5126678.0
2016-08-18,11017,11889,10516,11589,333181,88948.0,5126678.0
