슈프리마에이치큐(094840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-24,3726,3811,3174,3175,180699,62969.0,3042000.0
2008-10-27,2929,3220,2699,2699,151553,53539.0,3042000.0
2008-10-28,2377,2921,2299,2876,661262,57038.0,3042000.0
2008-10-29,3059,3159,2446,2531,299233,50193.0,3042000.0
2008-10-30,2745,2905,2576,2906,263456,57646.0,3042000.0
2008-10-31,2929,3297,2806,3106,272976,61600.0,3042000.0
2008-11-03,3220,3565,3166,3566,175422,70726.0,3042000.0
2008-11-04,3650,3949,3374,3834,221581,76050.0,3042000.0
2008-11-05,3911,4049,3450,3635,272655,72095.0,3042000.0
2008-11-06,3373,3389,3089,3090,115827,61296.0,3042000.0
2008-11-07,2867,3404,2721,3397,273749,67380.0,3042000.0
2008-11-10,3435,3657,3220,3451,219765,68445.0,3042000.0
2008-11-11,3289,3496,3274,3374,76001,66924.0,3042000.0
2008-11-12,3220,3404,3159,3252,82368,64490.0,3042000.0
2008-11-13,3021,3105,2898,3067,88413,60840.0,3042000.0
2008-11-14,3251,3343,3144,3236,93868,64186.0,3042000.0
2008-11-17,3159,3450,3159,3351,130074,66468.0,3042000.0
2008-11-18,3328,3412,3113,3113,73825,61753.0,3042000.0
2008-11-19,3197,3212,2868,2975,102466,59015.0,3042000.0
2008-11-20,2760,2829,2545,2569,94771,50954.0,3042000.0
2008-11-21,2438,2867,2377,2845,115483,56429.0,3042000.0
2008-11-24,2859,2990,2752,2753,91263,54604.0,3042000.0
2008-11-25,2914,2998,2768,2776,119072,55060.0,3042000.0
2008-11-26,2837,2921,2837,2876,67986,57038.0,3042000.0
2008-11-27,2967,3113,2944,2968,75329,58863.0,3042000.0
2008-11-28,3013,3190,2914,3052,100153,60536.0,3042000.0
2008-12-01,3089,3205,2936,2937,119059,58254.0,3042000.0
2008-12-02,2776,2898,2745,2837,76267,56277.0,3042000.0
2008-12-03,2921,3166,2859,3060,159588,60688.0,3042000.0
2008-12-04,3159,3358,3089,3183,176162,63122.0,3042000.0
2008-12-05,3212,3496,3098,3420,150833,67837.0,3042000.0
2008-12-08,3604,3757,3450,3758,145836,74529.0,3042000.0
2008-12-09,3834,3849,3604,3834,112620,76050.0,3042000.0
2008-12-10,3780,4202,3757,4202,146518,83351.0,3042000.0
2008-12-11,4156,4240,4018,4064,114153,80613.0,3042000.0
2008-12-12,4003,4125,3680,3988,95228,79092.0,3042000.0
2008-12-15,4140,4477,4110,4394,167819,87153.0,3042000.0
2008-12-16,4317,4385,4194,4218,71566,83655.0,3042000.0
2008-12-17,4386,4386,3964,4141,87115,82134.0,3042000.0
2008-12-18,4086,4224,3941,4072,80439,80765.0,3042000.0
2008-12-19,3972,4240,3972,4225,111368,83807.0,3042000.0
2008-12-22,4332,4355,4202,4356,53829,86393.0,3042000.0
2008-12-23,4294,4363,4071,4356,57815,86393.0,3042000.0
2008-12-24,4247,4286,3987,4202,50211,83351.0,3042000.0
2008-12-26,4202,4202,4079,4141,39614,82134.0,3042000.0
2008-12-29,4087,4263,4064,4172,34836,82742.0,3042000.0
2008-12-30,4217,4225,4102,4172,29558,82742.0,3042000.0
2009-01-02,4194,4248,4010,4110,62023,81526.0,3042000.0
2009-01-05,4270,4270,3994,3995,106453,79244.0,3042000.0
2009-01-06,4056,4117,3941,4003,96743,79396.0,3042000.0
2009-01-07,4018,4064,3964,4003,77147,79396.0,3042000.0
2009-01-08,3995,4255,3926,4064,168374,80613.0,3042000.0
2009-01-09,4117,4125,4002,4087,54397,81069.0,3042000.0
2009-01-12,4125,4125,3926,3934,50004,78027.0,3042000.0
2009-01-13,3872,3979,3841,3942,39714,78179.0,3042000.0
2009-01-14,3987,4370,3941,4164,157062,82590.0,3042000.0
2009-01-15,4064,4317,4010,4095,85716,81221.0,3042000.0
2009-01-16,4217,4478,4163,4340,133941,86089.0,3042000.0
2009-01-19,4524,4639,4294,4340,160167,86089.0,3042000.0
2009-01-20,4363,4393,4095,4126,100950,81830.0,3042000.0
2009-01-21,3926,4248,3558,3988,126245,79092.0,3042000.0
2009-01-22,4064,4179,4018,4018,75090,79700.0,3042000.0
2009-01-23,3941,4025,3918,3957,39717,78484.0,3042000.0
2009-01-28,4003,4140,4003,4034,55005,80005.0,3042000.0
2009-01-29,4117,4340,3987,4172,264482,82742.0,3042000.0
2009-01-30,4217,4432,4194,4233,151649,83959.0,3042000.0
2009-02-02,4278,4301,4140,4164,60406,82590.0,3042000.0
2009-02-03,4179,4233,4171,4202,35296,83351.0,3042000.0
2009-02-04,4294,4332,4232,4317,76655,85632.0,3042000.0
2009-02-05,4363,4562,4347,4387,235129,87001.0,3042000.0
2009-02-06,4516,4516,4340,4379,95416,86849.0,3042000.0
2009-02-09,4500,4500,4362,4394,72627,87153.0,3042000.0
2009-02-10,4516,4823,4477,4732,265066,93846.0,3042000.0
2009-02-11,4677,4884,4592,4885,140850,96888.0,3042000.0
2009-02-12,4861,4877,4677,4755,91242,94302.0,3042000.0
2009-02-13,4792,4969,4723,4808,117968,95367.0,3042000.0
2009-02-16,4800,4930,4685,4724,108736,93694.0,3042000.0
2009-02-17,4723,4723,4317,4325,111554,85784.0,3042000.0
2009-02-18,4263,4508,4156,4456,128690,88370.0,3042000.0
2009-02-19,4500,4539,4217,4379,88889,86849.0,3042000.0
2009-02-20,4371,4800,4325,4387,225604,87001.0,3042000.0
2009-02-23,4386,4516,4301,4433,72815,87914.0,3042000.0
2009-02-24,4301,4401,4255,4256,55396,84416.0,3042000.0
2009-02-25,4401,4639,4347,4525,201702,89739.0,3042000.0
2009-02-26,4647,4723,4485,4601,125724,91260.0,3042000.0
2009-02-27,4600,4754,4554,4563,86921,90500.0,3042000.0
2009-03-02,4509,4509,4202,4202,87828,83351.0,3042000.0
2009-03-03,4217,4370,4071,4149,296378,82286.0,3042000.0
2009-03-04,4148,4324,4094,4302,113279,85328.0,3042000.0
2009-03-05,4516,4746,4477,4701,283597,93237.0,3042000.0
2009-03-06,4555,5168,4547,5000,299308,99169.0,3042000.0
2009-03-09,5199,5743,5091,5744,421322,113923.0,3042000.0
2009-03-10,5789,6126,5506,5690,434137,112858.0,3042000.0
2009-03-11,5850,5958,5574,5613,258706,111337.0,3042000.0
2009-03-12,5689,6119,5674,6081,272704,120615.0,3042000.0
2009-03-13,6119,6180,5858,6074,179638,120463.0,3042000.0
2009-03-16,5966,6073,5475,5475,269849,108599.0,3042000.0
2009-03-17,5521,5666,5322,5521,176103,109512.0,3042000.0
2009-03-18,5597,5797,5536,5606,140234,111185.0,3042000.0
2009-03-19,5720,5720,5406,5429,100573,107687.0,3042000.0
2009-03-20,5429,5574,5398,5537,54788,109816.0,3042000.0
2009-03-23,5552,5774,5552,5613,89849,111337.0,3042000.0
2009-03-24,5720,5735,5505,5529,59480,109664.0,3042000.0
2009-03-25,5597,5789,5459,5790,107657,114836.0,3042000.0
2009-03-26,5858,6234,5804,5982,208611,118638.0,3042000.0
2009-03-27,6042,6088,5736,5736,84549,113771.0,3042000.0
2009-03-30,5797,6050,5674,5675,109983,112554.0,3042000.0
2009-03-31,5789,5981,5674,5982,103867,118638.0,3042000.0
2009-04-01,6088,6495,6004,6288,230466,124722.0,3042000.0
2009-04-02,6433,6525,6073,6196,178252,122897.0,3042000.0
2009-04-03,6334,6426,6142,6166,82050,122288.0,3042000.0
2009-04-06,6165,6273,6111,6242,84768,123809.0,3042000.0
2009-04-07,6180,6456,6157,6265,88266,124266.0,3042000.0
2009-04-08,6211,6571,6119,6135,198740,121680.0,3042000.0
2009-04-09,6226,6418,6196,6350,101799,125939.0,3042000.0
2009-04-10,6441,6541,6280,6442,146672,127764.0,3042000.0
2009-04-13,6549,6871,6457,6595,108256,130806.0,3042000.0
2009-04-14,6663,6678,6364,6449,68852,127916.0,3042000.0
2009-04-15,6533,6939,6380,6595,228462,130806.0,3042000.0
2009-04-16,6663,6794,6472,6472,107036,128372.0,3042000.0
2009-04-17,6549,6595,5912,6089,147291,120767.0,3042000.0
2009-04-20,6319,6441,6165,6442,120472,127764.0,3042000.0
2009-04-21,6349,6678,6334,6649,110954,131871.0,3042000.0
2009-04-22,6702,6778,6564,6710,95913,133088.0,3042000.0
2009-04-23,6724,6724,6571,6603,49604,130958.0,3042000.0
2009-04-24,6617,6870,6556,6679,94714,132479.0,3042000.0
2009-04-27,6794,7193,6748,6810,220947,135065.0,3042000.0
2009-04-28,6840,7070,6411,6595,151229,130806.0,3042000.0
2009-04-29,6671,6809,6518,6702,99083,132935.0,3042000.0
2009-04-30,6847,7093,6847,7025,115870,139324.0,3042000.0
2009-05-04,7131,7361,7077,7117,129928,141149.0,3042000.0
2009-05-06,7085,7131,6893,7078,102243,140388.0,3042000.0
2009-05-07,7193,8113,7193,7745,441978,153621.0,3042000.0
2009-05-08,7944,8481,7760,8298,255447,164572.0,3042000.0
2009-05-11,8328,8542,8052,8267,172872,163964.0,3042000.0
2009-05-12,8297,9340,8143,9202,226881,182520.0,3042000.0
2009-05-13,9570,10582,9141,10583,268455,209898.0,3042000.0
2009-05-14,11073,12162,11073,12163,216701,241231.0,3042000.0
2009-05-15,13634,13957,12162,12347,658644,244881.0,3042000.0
2009-05-18,11825,12576,11303,11917,309635,236363.0,3042000.0
2009-05-19,12346,13420,12009,12132,285943,240622.0,3042000.0
2009-05-20,12208,12668,11963,12454,187590,247010.0,3042000.0
2009-05-21,12361,13251,12331,12822,177488,254311.0,3042000.0
2009-05-22,13144,14569,13113,13896,376469,275605.0,3042000.0
2009-05-25,14493,14846,11840,13942,301053,276518.0,3042000.0
2009-05-26,14110,14233,12423,12730,237350,252486.0,3042000.0
2009-05-27,13036,13067,11917,11963,252750,237276.0,3042000.0
2009-05-28,11779,12868,11211,12331,275700,244577.0,3042000.0
2009-05-29,12331,12530,11733,11748,131746,233017.0,3042000.0
2009-06-01,11748,13496,11457,13497,180655,267696.0,3042000.0
2009-06-02,14570,15322,13726,13834,352140,274388.0,3042000.0
2009-06-03,13696,13957,13098,13282,174439,263437.0,3042000.0
2009-06-04,13374,13834,13036,13190,122061,261612.0,3042000.0
2009-06-05,13374,13634,12883,13190,77633,261612.0,3042000.0
2009-06-08,13328,13404,12914,13021,60445,258266.0,3042000.0
2009-06-09,12898,13190,12269,12316,94972,244273.0,3042000.0
2009-06-10,12423,12791,11978,12577,89198,249444.0,3042000.0
2009-06-11,12684,13450,12546,13221,105228,262220.0,3042000.0
2009-06-12,13236,13282,12837,12853,63917,254920.0,3042000.0
2009-06-15,12914,13297,12576,13113,90061,260091.0,3042000.0
2009-06-16,13036,14953,12883,14693,314681,291424.0,3042000.0
2009-06-17,14539,16319,14386,15491,437210,307242.0,3042000.0
2009-06-18,17055,17331,14892,15031,450170,149058.0,3042000.0
2009-06-19,14877,15184,13680,14248,263115,141301.0,3042000.0
2009-06-22,13941,14693,13941,14110,125226,139932.0,3042000.0
2009-06-23,13665,14018,13496,13558,108685,134456.0,3042000.0
2009-06-24,13742,14723,13558,14540,222171,144191.0,3042000.0
2009-06-25,15214,16717,15184,16718,425243,165789.0,3042000.0
2009-06-26,17576,18619,16748,16902,708659,167614.0,3042000.0
2009-06-29,16564,17024,16104,16227,246656,160922.0,3042000.0
2009-06-30,16625,18282,16625,18098,547479,179478.0,3042000.0
2009-07-01,18097,18803,17638,18037,288770,178870.0,3042000.0
2009-07-02,18282,18926,17883,17945,218553,177957.0,3042000.0
2009-07-03,17607,18773,17546,18681,221595,185258.0,3042000.0
2009-07-06,18957,19509,18742,18988,182356,188300.0,3042000.0
2009-07-07,19263,19325,18466,18834,152563,186779.0,3042000.0
2009-07-08,18865,18987,18558,18926,102005,187691.0,3042000.0
2009-07-09,18926,19049,18036,18466,198761,183128.0,3042000.0
2009-07-10,18650,18895,17698,17914,152458,177653.0,3042000.0
2009-07-13,17668,17882,16410,16442,171334,163051.0,3042000.0
2009-07-14,16809,17177,15092,15675,181819,155446.0,3042000.0
2009-07-15,15889,16472,15245,15491,169097,153621.0,3042000.0
2009-07-16,15920,17791,15644,17577,422600,174307.0,3042000.0
2009-07-17,16963,17423,16134,16258,223924,161226.0,3042000.0
2009-07-20,16257,17023,15705,16442,230823,163051.0,3042000.0
2009-07-21,16380,16993,15858,16043,583431,318193.0,6084000.0
2009-07-22,16042,16319,15429,15583,320760,309067.0,6084000.0
2009-07-23,15736,16226,15490,15583,282745,309067.0,6084000.0
2009-07-24,15797,15889,15184,15368,259083,304808.0,6084000.0
2009-07-27,15460,15644,15061,15337,247545,304200.0,6084000.0
2009-07-28,15459,16042,15368,15429,226275,306025.0,6084000.0
2009-07-29,15337,15398,14662,14801,310792,293553.0,6084000.0
2009-07-30,14600,14723,14079,14172,296914,281081.0,6084000.0
2009-07-31,14339,15552,14309,14571,666929,288990.0,6084000.0
2009-08-03,14754,15260,14646,15031,344255,298116.0,6084000.0
2009-08-04,15230,15260,14417,14433,278822,286252.0,6084000.0
2009-08-05,14431,14938,14309,14433,271693,286252.0,6084000.0
2009-08-06,14447,14662,14279,14340,145982,284427.0,6084000.0
2009-08-07,14386,14754,14263,14525,172310,288077.0,6084000.0
2009-08-10,14784,14861,14570,14571,149084,288990.0,6084000.0
2009-08-11,14539,14539,14233,14279,188462,283210.0,6084000.0
2009-08-12,14171,14171,13803,13850,234541,274693.0,6084000.0
2009-08-13,13849,14248,13527,13788,326353,273476.0,6084000.0
2009-08-14,13957,15828,13957,15828,788850,313934.0,6084000.0
2009-08-17,16871,17054,15889,16135,683207,320018.0,6084000.0
2009-08-18,15797,15920,15107,15337,323684,304200.0,6084000.0
2009-08-19,15644,15705,14723,14724,213132,292032.0,6084000.0
2009-08-20,14585,15582,14309,14693,388069,291424.0,6084000.0
2009-08-21,14846,14846,14325,14325,156358,284123.0,6084000.0
2009-08-24,14248,14386,13819,13972,242785,277126.0,6084000.0
2009-08-25,13972,14385,13972,14080,151540,279256.0,6084000.0
2009-08-26,14033,14371,13711,14202,161756,281689.0,6084000.0
2009-08-27,14263,15306,14063,14801,401993,293553.0,6084000.0
2009-08-28,14938,15138,14478,14540,224814,288382.0,6084000.0
2009-08-31,14585,14708,14049,14049,110673,278647.0,6084000.0
2009-09-01,14049,14294,13941,14003,99592,277735.0,6084000.0
2009-09-02,14003,14463,13865,14156,159523,280777.0,6084000.0
2009-09-03,14417,15214,14401,14586,290068,289294.0,6084000.0
2009-09-04,14769,14999,14447,14969,215877,296899.0,6084000.0
2009-09-07,15245,15275,14570,14571,185359,288990.0,6084000.0
2009-09-08,14432,14569,14095,14294,150400,283514.0,6084000.0
2009-09-09,14263,14585,14125,14387,100668,285340.0,6084000.0
2009-09-10,14478,14478,14171,14356,75167,284731.0,6084000.0
2009-09-11,14417,14846,14339,14356,139415,284731.0,6084000.0
2009-09-14,14049,14493,13926,14202,219170,281689.0,6084000.0
2009-09-15,15000,15858,14601,14601,522337,144799.0,6084000.0
2009-09-16,15092,15184,14723,15031,164320,149058.0,6084000.0
2009-09-17,15214,15337,14509,14601,165825,144799.0,6084000.0
2009-09-18,14723,15644,14539,15276,295748,151492.0,6084000.0
2009-09-21,15368,15797,15030,15092,113585,149666.0,6084000.0
2009-09-22,14907,15153,14631,14785,142283,146624.0,6084000.0
2009-09-23,14785,14846,14202,14356,157237,142366.0,6084000.0
2009-09-24,13190,13404,12576,12883,551252,127764.0,6084000.0
2009-09-25,12331,12852,11963,12055,321216,119551.0,6084000.0
2009-09-28,11871,12760,11871,12761,343386,151507.0,7284000.0
2009-09-29,12760,12822,12392,12423,133066,147501.0,7284000.0
2009-09-30,12331,12576,12147,12178,142319,144587.0,7284000.0
2009-10-01,12024,12239,11717,11718,115831,139124.0,7284000.0
2009-10-05,10736,11196,10582,11043,405761,131112.0,7284000.0
2009-10-06,11073,11257,10950,11012,175668,130748.0,7284000.0
2009-10-07,11042,12024,10981,11227,566194,266594.0,14568000.0
2009-10-08,11441,12147,11257,11748,427668,278977.0,14568000.0
2009-10-09,12055,13496,11963,13497,1514448,320496.0,14568000.0
2009-10-12,13496,13742,12944,13098,791010,311027.0,14568000.0
2009-10-13,13190,13435,12760,13098,576049,311027.0,14568000.0
2009-10-14,13190,13374,13006,13129,378676,311755.0,14568000.0
2009-10-15,13251,13282,12791,12883,324957,305928.0,14568000.0
2009-10-16,12975,13098,12791,12883,250348,305928.0,14568000.0
2009-10-19,12791,13098,12730,13006,152468,308842.0,14568000.0
2009-10-20,13036,13067,12423,12454,267103,295730.0,14568000.0
2009-10-21,12423,12423,11840,12086,389513,286990.0,14568000.0
2009-10-22,12024,12361,11901,11963,165999,284076.0,14568000.0
2009-10-23,11687,11717,11165,11319,485965,268780.0,14568000.0
2009-10-26,11349,11687,11288,11380,182776,270236.0,14568000.0
2009-10-27,11411,11656,11380,11534,177374,273878.0,14568000.0
2009-10-28,11533,11595,10920,10951,261921,260039.0,14568000.0
2009-10-29,10613,10736,10245,10368,312568,246199.0,14568000.0
2009-10-30,10490,10644,10276,10276,179509,244014.0,14568000.0
2009-11-02,9693,9938,9570,9632,322130,228718.0,14568000.0
2009-11-03,9754,10030,9601,9601,265299,227989.0,14568000.0
2009-11-04,9754,10153,9693,10153,164302,241100.0,14568000.0
2009-11-05,10061,10092,9631,9632,160521,228718.0,14568000.0
2009-11-06,9907,10061,9662,9663,133441,229446.0,14568000.0
2009-11-09,9754,10153,9693,9969,268893,236730.0,14568000.0
2009-11-10,10245,10398,9938,10000,240463,237458.0,14568000.0
2009-11-11,10030,10061,9754,9969,130854,236730.0,14568000.0
2009-11-12,10000,10061,9785,9785,137140,232360.0,14568000.0
2009-11-13,9907,10153,9785,10092,191083,239644.0,14568000.0
2009-11-16,10245,10368,10061,10276,222790,244014.0,14568000.0
2009-11-17,10490,10613,10184,10184,209700,241829.0,14568000.0
2009-11-18,10153,11042,10092,10920,475916,259310.0,14568000.0
2009-11-19,10981,11073,10766,10920,216287,259310.0,14568000.0
2009-11-20,10950,10981,10644,10798,163308,256397.0,14568000.0
2009-11-23,10705,10981,10552,10552,190131,250570.0,14568000.0
2009-11-24,10582,10644,10245,10245,157705,243286.0,14568000.0
2009-11-25,10245,10337,10061,10061,121693,238915.0,14568000.0
2009-11-26,10122,10674,10092,10123,219197,240372.0,14568000.0
2009-11-27,10092,10092,9417,9448,231862,224347.0,14568000.0
2009-11-30,9539,9969,9539,9785,204814,232360.0,14568000.0
2009-12-01,9938,10184,9723,9969,155653,236730.0,14568000.0
2009-12-02,10122,10245,9907,10215,170418,242557.0,14568000.0
2009-12-03,10337,10797,10337,10583,343447,251298.0,14568000.0
2009-12-04,10368,10552,10337,10429,141142,247656.0,14568000.0
2009-12-07,10705,10858,10490,10491,264111,249113.0,14568000.0
2009-12-08,10460,10705,10276,10675,221997,253483.0,14568000.0
2009-12-09,10521,10858,10368,10706,220493,254212.0,14568000.0
2009-12-10,10705,10858,10521,10828,183877,257125.0,14568000.0
2009-12-11,10920,11012,10674,10920,240579,259310.0,14568000.0
2009-12-14,11073,11901,10981,11626,730870,276064.0,14568000.0
2009-12-15,11717,11779,11411,11472,242257,272422.0,14568000.0
2009-12-16,11472,11901,11380,11564,223372,274607.0,14568000.0
2009-12-17,11717,11779,11441,11442,188054,271693.0,14568000.0
2009-12-18,11257,11349,11073,11135,224457,264409.0,14568000.0
2009-12-21,11226,11595,11196,11595,248066,275335.0,14568000.0
2009-12-22,11871,11871,11472,11779,302500,279706.0,14568000.0
2009-12-23,11840,11901,11380,11411,247093,270965.0,14568000.0
2009-12-24,11411,11472,11134,11135,199636,264409.0,14568000.0
2009-12-28,11226,11349,10828,10859,212278,257854.0,14568000.0
2009-12-29,10766,11042,10490,10798,153150,256397.0,14568000.0
2009-12-30,10736,11012,10736,10798,123704,256397.0,14568000.0
2010-01-04,10797,11441,10736,11442,222354,271693.0,14568000.0
2010-01-05,11717,12331,11656,11779,1006649,279706.0,14568000.0
2010-01-06,12024,12085,11625,11810,303691,280434.0,14568000.0
2010-01-07,11901,12423,11840,12055,524395,286261.0,14568000.0
2010-01-08,12453,12944,12085,12086,1019183,286990.0,14568000.0
2010-01-11,12177,12208,11533,11534,611991,273878.0,14568000.0
2010-01-12,11441,11809,11104,11748,385378,278977.0,14568000.0
2010-01-13,11656,11963,11564,11564,267892,274607.0,14568000.0
2010-01-14,11809,11963,11625,11840,255418,281162.0,14568000.0
2010-01-15,12024,12453,11901,12270,470186,291360.0,14568000.0
2010-01-18,12208,12607,12085,12209,421717,289903.0,14568000.0
2010-01-19,12576,12668,12116,12270,520496,291360.0,14568000.0
2010-01-20,12269,12300,11564,11626,532254,276064.0,14568000.0
2010-01-21,11380,11809,11380,11626,193270,276064.0,14568000.0
2010-01-22,11472,11533,11012,11166,394699,265138.0,14568000.0
2010-01-25,10828,11441,10828,11012,236611,261496.0,14568000.0
2010-01-26,11165,11288,10613,10859,229926,257854.0,14568000.0
2010-01-27,10920,11042,10460,10491,207911,249113.0,14568000.0
2010-01-28,10552,10582,10153,10521,199524,249841.0,14568000.0
2010-01-29,10122,10306,9877,9969,256439,236730.0,14568000.0
2010-02-01,9877,10092,9754,10061,139692,238915.0,14568000.0
2010-02-02,10276,10337,10030,10123,124926,240372.0,14568000.0
2010-02-03,10276,10490,10153,10368,130202,246199.0,14568000.0
2010-02-04,10429,10429,10000,10123,230346,240372.0,14568000.0
2010-02-05,9723,9785,9570,9663,300777,229446.0,14568000.0
2010-02-08,9631,9631,8834,8926,384787,211964.0,14568000.0
2010-02-09,8588,8987,8558,8804,357909,209051.0,14568000.0
2010-02-10,8957,9601,8834,9141,320781,217063.0,14568000.0
2010-02-11,9141,9294,9018,9202,143995,218520.0,14568000.0
2010-02-12,9325,9723,9263,9663,323164,229446.0,14568000.0
2010-02-16,9601,9631,9478,9540,138731,226532.0,14568000.0
2010-02-17,9539,10030,9539,9663,299972,229446.0,14568000.0
2010-02-18,9723,9754,9478,9479,126156,225076.0,14568000.0
2010-02-19,9325,9447,9110,9110,193044,216335.0,14568000.0
2010-02-22,9325,9417,9171,9233,130371,219248.0,14568000.0
2010-02-23,9110,9263,9110,9141,137542,217063.0,14568000.0
2010-02-24,9049,9325,9018,9202,105717,218520.0,14568000.0
2010-02-25,9233,9325,9018,9049,110864,214878.0,14568000.0
2010-02-26,9049,9171,8987,9172,76947,217792.0,14568000.0
2010-03-02,9294,9325,9079,9110,122515,216335.0,14568000.0
2010-03-03,9171,9171,9079,9110,93383,216335.0,14568000.0
2010-03-04,9110,9171,9018,9110,102457,216335.0,14568000.0
2010-03-05,9110,9141,8987,9049,103691,214878.0,14568000.0
2010-03-08,9141,9417,9110,9325,271844,221434.0,14568000.0
2010-03-09,9386,9907,9294,9816,394135,233088.0,14568000.0
2010-03-10,9815,9907,9570,9571,159018,227261.0,14568000.0
2010-03-11,9631,9846,9509,9540,187124,226532.0,14568000.0
2010-03-12,9601,9754,9539,9693,124981,230174.0,14568000.0
2010-03-15,9723,9754,9386,9479,169986,225076.0,14568000.0
