씨엠에스에듀(225330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-10-13,8130,8155,7967,8130,10022,137351.0,4226182.0
2016-10-14,8142,8142,7817,8055,12392,136083.0,4226182.0
2016-10-17,8092,8092,7692,7855,10876,132702.0,4226182.0
2016-10-18,7992,7992,7479,7805,20111,131857.0,4226182.0
2016-10-19,7654,7929,7617,7755,9852,131012.0,4226182.0
2016-10-20,7642,7804,7542,7792,9933,131646.0,4226182.0
2016-10-21,7629,7892,7629,7830,6124,132279.0,4226182.0
2016-10-24,7842,7917,7767,7842,6937,132491.0,4226182.0
2016-10-25,7879,7879,7642,7855,4160,132702.0,4226182.0
2016-10-26,7829,7854,7704,7805,4678,131857.0,4226182.0
2016-10-27,7954,7954,7529,7755,12149,131012.0,4226182.0
2016-10-28,7792,7792,7579,7755,8598,131012.0,4226182.0
2016-10-31,7729,7729,7379,7580,12647,128053.0,4226182.0
2016-11-01,7454,7592,7116,7255,23143,122559.0,4226182.0
2016-11-02,7254,7354,7041,7355,4644,124250.0,4226182.0
2016-11-03,7342,7454,7254,7355,4007,124250.0,4226182.0
2016-11-04,7417,7417,7267,7267,3129,122771.0,4226182.0
2016-11-07,7229,7367,7129,7305,3162,123405.0,4226182.0
2016-11-08,7304,7479,7166,7455,4639,125940.0,4226182.0
2016-11-09,7454,7604,6916,7405,18808,125095.0,4226182.0
2016-11-10,7379,7567,7229,7530,8730,127208.0,4226182.0
2016-11-11,7342,7554,7342,7530,2861,127208.0,4226182.0
2016-11-14,7629,7629,7267,7330,5655,123827.0,4226182.0
2016-11-15,7342,7442,7141,7330,6831,123827.0,4226182.0
2016-11-16,7329,7329,7141,7267,7723,122771.0,4226182.0
2016-11-17,7229,7254,7091,7092,7795,119812.0,4226182.0
2016-11-18,7079,7179,7004,7067,7116,119390.0,4226182.0
2016-11-21,7154,7154,6966,7042,6776,118967.0,4226182.0
2016-11-22,7116,7116,6954,7042,4281,118967.0,4226182.0
2016-11-23,6904,7104,6779,6929,9960,117065.0,4226182.0
2016-11-24,6979,6979,6604,6929,12850,117065.0,4226182.0
2016-11-25,7004,7004,6841,6992,1902,118122.0,4226182.0
2016-11-28,6991,6991,6841,6979,3964,117910.0,4226182.0
2016-11-29,6829,6954,6704,6867,10077,116009.0,4226182.0
2016-11-30,6866,6866,6716,6854,4567,115797.0,4226182.0
2016-12-01,6904,6904,6704,6892,5806,116431.0,4226182.0
2016-12-02,6891,6954,6704,6929,13290,117065.0,4226182.0
2016-12-05,6929,6929,6729,6842,9775,115586.0,4226182.0
2016-12-06,6754,6979,6729,6879,16169,116220.0,4226182.0
2016-12-07,6866,6866,6616,6654,16349,112416.0,4226182.0
2016-12-08,6791,6791,6278,6404,22927,108190.0,4226182.0
2016-12-09,6554,6604,6341,6529,7337,110303.0,4226182.0
2016-12-12,6479,6591,6441,6479,19100,109458.0,4226182.0
2016-12-13,6454,6529,6391,6504,11376,109881.0,4226182.0
2016-12-14,6504,6504,6341,6429,19751,108613.0,4226182.0
2016-12-15,6328,6541,6328,6504,26628,109881.0,4226182.0
2016-12-16,6566,6566,6404,6504,14266,109881.0,4226182.0
2016-12-19,6654,6654,6454,6492,12604,109669.0,4226182.0
2016-12-20,6491,6616,6466,6592,6637,111360.0,4226182.0
2016-12-21,6629,6704,6491,6692,7384,113050.0,4226182.0
2016-12-22,6691,6841,6566,6804,8213,114952.0,4226182.0
2016-12-23,6854,6916,6754,6817,4811,115163.0,4226182.0
2016-12-26,6854,6854,6679,6754,9227,114107.0,4226182.0
2016-12-27,6854,6854,6504,6604,16311,111571.0,4226182.0
2016-12-28,6504,6629,6441,6617,14776,111783.0,4226182.0
2016-12-29,6504,6591,6391,6554,17608,110726.0,4226182.0
2017-01-02,6479,6541,6303,6366,15518,107556.0,4226182.0
2017-01-03,6303,6429,6141,6254,33092,105655.0,4226182.0
2017-01-04,6253,6303,6153,6154,16226,103964.0,4226182.0
2017-01-05,6241,6341,6153,6179,11128,104387.0,4226182.0
2017-01-06,6153,6191,6091,6166,8359,104175.0,4226182.0
2017-01-09,6128,6241,6041,6204,18736,104809.0,4226182.0
2017-01-10,6278,6278,6053,6129,8106,103541.0,4226182.0
2017-01-11,6128,6203,6053,6129,9701,103541.0,4226182.0
2017-01-12,6128,6128,6028,6066,5509,102485.0,4226182.0
2017-01-13,6066,6078,5966,6079,8778,102696.0,4226182.0
2017-01-16,6128,6128,5953,6079,4932,102696.0,4226182.0
2017-01-17,6078,6078,5928,5966,11046,100794.0,4226182.0
2017-01-18,6016,6291,5916,6241,15824,105443.0,4226182.0
2017-01-19,6253,6291,6166,6291,10440,106288.0,4226182.0
2017-01-20,6166,6353,6166,6291,10692,106288.0,4226182.0
2017-01-23,6291,6429,6291,6354,8139,107345.0,4226182.0
2017-01-24,6441,6441,6166,6266,5133,105866.0,4226182.0
2017-01-25,6404,6404,6153,6204,7532,104809.0,4226182.0
2017-01-26,6153,6353,6153,6254,4641,105655.0,4226182.0
2017-01-31,6253,6291,6216,6279,2775,106077.0,4226182.0
2017-02-01,6278,6278,6178,6216,3967,105021.0,4226182.0
2017-02-02,6391,6391,6116,6254,5251,105655.0,4226182.0
2017-02-03,6253,6353,6153,6229,5314,105232.0,4226182.0
2017-02-06,6228,6353,6191,6304,5390,106500.0,4226182.0
2017-02-07,6303,6904,6303,6617,31916,111783.0,4226182.0
2017-02-08,6616,6766,6516,6554,3767,110726.0,4226182.0
2017-02-09,6679,6979,6454,6979,22086,117910.0,4226182.0
2017-02-10,7004,7179,6891,7029,23010,118756.0,4226182.0
2017-02-13,7004,7116,7004,7079,9460,119601.0,4226182.0
2017-02-14,7004,7016,6904,7004,9307,118333.0,4226182.0
2017-02-15,7004,7004,6916,6979,3712,117910.0,4226182.0
2017-02-16,7016,7016,6879,6942,2872,117277.0,4226182.0
2017-02-17,6941,7116,6891,6979,12304,117910.0,4226182.0
2017-02-20,7004,7016,6841,6954,3237,117488.0,4226182.0
2017-02-21,6916,7066,6916,6992,9173,118122.0,4226182.0
2017-02-22,7016,7016,6879,6967,4311,117699.0,4226182.0
2017-02-23,6854,7054,6454,7017,14073,118544.0,4226182.0
2017-02-24,7029,7029,6829,6892,6541,116431.0,4226182.0
2017-02-27,6979,6979,6766,6879,4145,116220.0,4226182.0
2017-02-28,6791,6841,6766,6779,2586,114530.0,4226182.0
2017-03-02,6779,6779,6591,6729,5480,113684.0,4226182.0
2017-03-03,6729,6941,6654,6892,6889,116431.0,4226182.0
2017-03-06,6891,6941,6816,6904,773,116643.0,4226182.0
2017-03-07,6916,6941,6666,6704,4003,113262.0,4226182.0
2017-03-08,6816,6816,6666,6729,1453,113684.0,4226182.0
2017-03-09,6754,6754,6629,6704,2533,113262.0,4226182.0
2017-03-10,6666,6866,6641,6804,3566,114952.0,4226182.0
2017-03-13,6654,6729,6616,6654,8998,112416.0,4226182.0
2017-03-14,6629,6629,6466,6579,9727,111149.0,4226182.0
2017-03-15,6566,6566,6353,6479,10890,109458.0,4226182.0
2017-03-16,6541,6666,6378,6642,9652,112205.0,4226182.0
2017-03-17,6641,6641,6479,6642,3741,112205.0,4226182.0
2017-03-20,6641,6641,6391,6392,5626,107979.0,4226182.0
2017-03-21,6454,6504,6241,6442,11544,108824.0,4226182.0
2017-03-22,6441,6516,6316,6504,6861,109881.0,4226182.0
2017-03-23,6529,6679,6366,6679,11401,112839.0,4226182.0
2017-03-24,6679,6779,6616,6779,5461,114530.0,4226182.0
2017-03-27,6729,6829,6554,6554,5897,110726.0,4226182.0
2017-03-28,6604,6691,6529,6642,5330,112205.0,4226182.0
2017-03-29,6754,6754,6554,6704,4638,113262.0,4226182.0
2017-03-30,6704,6754,6554,6704,6508,113262.0,4226182.0
2017-03-31,6704,6704,6504,6667,10339,112628.0,4226182.0
2017-04-03,6716,7079,6716,6979,22613,117910.0,4226182.0
2017-04-04,6979,7004,6704,6792,5456,114741.0,4226182.0
2017-04-05,6804,6941,6741,6879,5566,116220.0,4226182.0
2017-04-06,6829,6854,6729,6829,3620,115375.0,4226182.0
2017-04-07,6829,6954,6691,6854,5645,115797.0,4226182.0
2017-04-10,6879,6879,6466,6629,16539,111994.0,4226182.0
2017-04-11,6629,6754,6541,6604,2146,111571.0,4226182.0
2017-04-12,6616,6616,6466,6579,3549,112203.0,4266257.0
2017-04-13,6516,6791,6479,6779,11332,115616.0,4266257.0
2017-04-14,6641,6704,6566,6692,4695,114122.0,4266257.0
2017-04-17,6691,6804,6691,6779,8791,115616.0,4266257.0
2017-04-18,6879,6879,6616,6804,5398,116042.0,4266257.0
2017-04-19,6804,6904,6754,6904,6528,117749.0,4266257.0
2017-04-20,6791,6866,6691,6829,5699,116469.0,4266257.0
2017-04-21,6891,6891,6729,6842,4184,116682.0,4266257.0
2017-04-24,6841,6904,6779,6904,6450,117749.0,4266257.0
2017-04-25,6966,6979,6841,6904,3239,117749.0,4266257.0
2017-04-26,6929,6929,6791,6829,5003,116469.0,4266257.0
2017-04-27,6829,6954,6754,6904,9095,117749.0,4266257.0
2017-04-28,6979,6991,6879,6904,5657,117749.0,4266257.0
2017-05-02,6929,6929,6604,6842,6628,116682.0,4266257.0
2017-05-04,6879,6929,6779,6904,6605,117749.0,4266257.0
2017-05-08,6941,6941,6804,6892,7613,117535.0,4266257.0
2017-05-10,6929,6991,6816,6979,8805,119029.0,4266257.0
2017-05-11,6979,7066,6929,7004,8085,119455.0,4266257.0
2017-05-12,7054,7054,6929,7004,3748,119455.0,4266257.0
2017-05-15,7066,7066,6891,7004,3287,119455.0,4266257.0
2017-05-16,7054,7054,6916,7042,3432,120095.0,4266257.0
2017-05-17,6941,7029,6891,7029,7376,119882.0,4266257.0
2017-05-18,6904,6954,6854,6892,5735,117535.0,4266257.0
2017-05-19,6891,6941,6829,6904,7393,117811.0,4268507.0
2017-05-22,6904,6904,6804,6829,5580,116530.0,4268507.0
2017-05-23,6791,6979,6791,6792,6449,115890.0,4268507.0
2017-05-24,6754,6791,6716,6792,11300,115890.0,4268507.0
2017-05-25,6791,6829,6766,6792,7826,115890.0,4268507.0
2017-05-26,6816,6816,6679,6792,8631,115890.0,4268507.0
2017-05-29,6841,6841,6716,6792,18719,115890.0,4268507.0
2017-05-30,6866,6991,6841,6992,18141,119305.0,4268507.0
2017-05-31,7004,7079,6941,7079,21485,120799.0,4268507.0
2017-06-01,7091,7104,7004,7054,5607,120372.0,4268507.0
2017-06-02,7116,7116,6979,7104,9823,121226.0,4268507.0
2017-06-05,7104,7317,7054,7317,22729,124854.0,4268507.0
2017-06-07,7254,7479,7254,7430,22664,126775.0,4268507.0
2017-06-08,7429,7429,7029,7280,14984,124214.0,4268507.0
2017-06-09,7379,7379,7192,7280,8443,124410.0,4275257.0
2017-06-12,7279,7342,7141,7255,11203,123982.0,4275257.0
2017-06-13,7304,7304,7129,7205,8834,123127.0,4275257.0
2017-06-14,7129,7304,7129,7280,12650,124410.0,4275257.0
2017-06-15,7304,7342,7104,7179,17891,122700.0,4275257.0
2017-06-16,7229,7229,7066,7179,10218,122700.0,4275257.0
2017-06-19,7217,7217,7091,7167,16035,122486.0,4275257.0
2017-06-20,7166,7204,7041,7179,13104,122700.0,4275257.0
2017-06-21,7217,7217,7054,7167,16673,122486.0,4275257.0
2017-06-22,7166,7204,7079,7104,5000,121417.0,4275257.0
2017-06-23,7141,7179,7104,7179,8115,133132.0,4638755.0
2017-06-26,7254,7254,7154,7154,6320,132668.0,4638755.0
2017-06-27,7141,7242,7104,7230,9440,134060.0,4638755.0
2017-06-28,7279,7279,7192,7205,17244,133596.0,4638755.0
2017-06-29,7229,7254,7129,7142,9357,132436.0,4638755.0
2017-06-30,7141,7242,7079,7217,7245,133828.0,4638755.0
2017-07-03,7242,7242,7054,7067,5042,131045.0,4638755.0
2017-07-04,7141,7154,6879,7054,16339,130813.0,4638755.0
2017-07-05,7166,7166,6966,7079,5381,131277.0,4638755.0
2017-07-06,7079,7129,6854,6942,14081,128725.0,4638755.0
2017-07-07,6941,6991,6754,6979,19896,129421.0,4638755.0
2017-07-10,7016,7016,6679,6704,22109,124319.0,4638755.0
2017-07-11,6704,6791,6704,6704,12987,124319.0,4638755.0
2017-07-12,6679,7917,6579,7205,252733,133596.0,4638755.0
2017-07-13,7254,7504,7166,7417,139185,137539.0,4638755.0
2017-07-14,7517,7579,7367,7480,57770,138699.0,4638755.0
2017-07-17,7604,7629,7379,7492,46535,138931.0,4638755.0
2017-07-18,7504,7504,7342,7417,29476,137539.0,4638755.0
2017-07-19,7442,7529,7329,7405,31899,137307.0,4638755.0
2017-07-20,7467,7517,7329,7492,30197,138931.0,4638755.0
2017-07-21,7504,7579,7417,7492,35925,138931.0,4638755.0
2017-07-24,7504,7629,7442,7580,41469,140554.0,4638755.0
2017-07-25,7642,7842,7604,7755,61293,143801.0,4638755.0
2017-07-26,7754,7917,7742,7917,52491,146817.0,4638755.0
2017-07-27,7942,8105,7754,7980,99668,147976.0,4638755.0
2017-07-28,9450,10350,7940,8470,1293015,39290.0,4638755.0
2017-07-31,8300,8300,7840,7900,183592,36646.0,4638755.0
2017-08-01,7930,8040,7790,7890,111899,36600.0,4638755.0
2017-08-02,7840,8020,7830,8000,54977,37110.0,4638755.0
2017-08-03,7940,8180,7720,8010,58619,37156.0,4638755.0
2017-08-04,8020,8070,7850,7970,40423,36971.0,4638755.0
2017-08-07,7960,7980,7810,7860,36917,36461.0,4638755.0
2017-08-08,7860,7970,7810,7920,20520,36739.0,4638755.0
2017-08-09,7910,7940,7780,7870,21252,36507.0,4638755.0
2017-08-10,7870,7870,7730,7860,30596,36461.0,4638755.0
2017-08-11,7730,7880,7650,7880,26573,36553.0,4638755.0
2017-08-14,7880,7990,7720,7900,33485,36646.0,4638755.0
2017-08-16,7900,7980,7770,7920,28630,36739.0,4638755.0
2017-08-17,7980,8220,7850,8220,48308,38131.0,4638755.0
2017-08-18,7900,8040,7850,8000,79892,37110.0,4638755.0
2017-08-21,8010,8050,7790,7790,66068,36136.0,4638755.0
2017-08-22,7520,7840,7510,7760,289708,143987.0,18555020.0
2017-08-23,7780,7870,7610,7830,142823,145286.0,18555020.0
2017-08-24,7820,7820,7670,7700,90514,142874.0,18555020.0
2017-08-25,7630,7690,7530,7550,131487,140090.0,18555020.0
2017-08-28,7550,7680,7540,7640,86504,141760.0,18555020.0
2017-08-29,7640,8400,7500,7680,274375,142503.0,18555020.0
2017-08-30,7690,7700,7480,7580,136686,140647.0,18555020.0
2017-08-31,7550,7560,7340,7430,93142,137864.0,18555020.0
2017-09-01,7480,7590,7370,7550,55373,140090.0,18555020.0
2017-09-04,7450,7700,7300,7500,90072,139163.0,18555020.0
2017-09-05,7550,7650,7450,7580,57485,140647.0,18555020.0
2017-09-06,7600,7670,7520,7660,42711,142131.0,18555020.0
2017-09-07,7650,7700,7550,7660,41283,142131.0,18555020.0
2017-09-08,7660,7750,7580,7690,51832,142688.0,18555020.0
2017-09-11,7820,7990,7730,7920,201038,146956.0,18555020.0
2017-09-12,7920,8200,7840,8190,205884,152291.0,18594768.0
2017-09-13,8320,8320,8080,8240,128315,153221.0,18594768.0
2017-09-14,8300,8320,8170,8190,71502,152291.0,18594768.0
2017-09-15,8190,8320,8000,8300,71145,154337.0,18594768.0
2017-09-18,8300,8390,8120,8390,78142,156010.0,18594768.0
2017-09-19,8390,8560,8310,8550,126399,158985.0,18594768.0
2017-09-20,8510,8880,8480,8660,162395,161031.0,18594768.0
2017-09-21,8750,8780,8290,8770,132351,163076.0,18594768.0
2017-09-22,8740,9200,8540,8890,366757,165307.0,18594768.0
2017-09-25,9050,9050,8590,8690,139120,161589.0,18594768.0
2017-09-26,8580,8870,8580,8730,77243,162332.0,18594768.0
2017-09-27,8840,8850,8600,8680,64649,161403.0,18594768.0
2017-09-28,8620,9040,8620,8900,141897,165493.0,18594768.0
2017-09-29,8940,9340,8890,9220,194850,171444.0,18594768.0
2017-10-10,9310,9430,8920,9100,142737,169212.0,18594768.0
2017-10-11,9200,9290,8870,9130,110765,169770.0,18594768.0
2017-10-12,9200,9240,9090,9230,85057,171630.0,18594768.0
2017-10-13,9140,9280,9090,9190,98815,170886.0,18594768.0
2017-10-16,9290,9290,8810,9030,128262,167911.0,18594768.0
2017-10-17,9040,9100,8700,9020,195231,167725.0,18594768.0
2017-10-18,9000,9500,8890,9500,219954,176650.0,18594768.0
2017-10-19,9530,9650,8950,8950,275783,166423.0,18594768.0
2017-10-20,8950,9190,8810,8880,89359,165122.0,18594768.0
2017-10-23,8880,9040,8820,8920,41039,165865.0,18594768.0
2017-10-24,8930,8970,8730,8920,49807,165865.0,18594768.0
2017-10-25,8990,9060,8900,8970,32121,166795.0,18594768.0
2017-10-26,8950,8960,8380,8560,210639,159171.0,18594768.0
2017-10-27,8560,8710,8450,8530,79150,158613.0,18594768.0
2017-10-30,8500,8690,8450,8480,74543,157684.0,18594768.0
2017-10-31,8530,8690,8320,8400,121910,156196.0,18594768.0
2017-11-01,8580,8580,8400,8510,60447,158241.0,18594768.0
2017-11-02,8550,8710,8410,8510,55655,158241.0,18594768.0
2017-11-03,8520,8800,8450,8800,41087,163634.0,18594768.0
2017-11-06,8790,8830,8650,8800,42916,163634.0,18594768.0
2017-11-07,8850,8900,8600,8800,54557,163634.0,18594768.0
2017-11-08,8820,8850,8720,8740,40801,162518.0,18594768.0
2017-11-09,8740,8970,8700,8960,73321,166609.0,18594768.0
2017-11-10,8970,9080,8940,9060,62163,168469.0,18594768.0
2017-11-13,9100,9170,8940,9060,90328,168469.0,18594768.0
2017-11-14,9100,9100,8870,8870,46777,164936.0,18594768.0
2017-11-15,8900,8980,8700,8850,62177,164705.0,18610768.0
2017-11-16,8890,8900,8730,8820,43803,164147.0,18610768.0
2017-11-17,8820,8950,8720,8820,37547,164147.0,18610768.0
2017-11-20,8860,8870,8630,8850,73419,164705.0,18610768.0
2017-11-21,8840,8980,8740,8890,69404,165450.0,18610768.0
2017-11-22,9000,9000,8730,8790,35738,163589.0,18610768.0
2017-11-23,8790,8810,8630,8700,38324,161914.0,18610768.0
2017-11-24,8720,8900,8700,8790,38674,163589.0,18610768.0
2017-11-27,8710,8890,8710,8730,23888,162472.0,18610768.0
2017-11-28,8730,8780,8590,8720,51701,162286.0,18610768.0
2017-11-29,8730,8870,8670,8760,29712,163030.0,18610768.0
2017-11-30,8760,8800,8680,8730,25146,162472.0,18610768.0
2017-12-01,8840,8840,8540,8620,99024,160425.0,18610768.0
2017-12-04,8680,8920,8560,8900,91571,165636.0,18610768.0
2017-12-05,8950,8960,8820,8910,46863,165822.0,18610768.0
2017-12-06,8900,9150,8830,9100,112433,169358.0,18610768.0
2017-12-07,9100,9130,8860,9000,62205,167497.0,18610768.0
2017-12-08,9000,9050,8750,9000,47104,167497.0,18610768.0
2017-12-11,9010,9010,8860,8940,25857,166380.0,18610768.0
2017-12-12,8940,8970,8750,8830,22862,164333.0,18610768.0
2017-12-13,8940,8940,8760,8810,22566,164067.0,18622768.0
2017-12-14,8730,8810,8640,8770,72018,163322.0,18622768.0
2017-12-15,8790,8790,8450,8750,121545,162949.0,18622768.0
2017-12-18,8750,8770,8540,8660,41733,161273.0,18622768.0
2017-12-19,8600,8730,8560,8720,66678,162391.0,18622768.0
2017-12-20,8710,8880,8710,8830,62502,164439.0,18622768.0
2017-12-21,8850,8870,8630,8700,43184,162018.0,18622768.0
