수젠텍(253840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-02,11950,11950,11950,11950,0,,
2017-03-03,11950,11950,11950,11950,0,,
2017-03-06,11950,11950,10200,10200,360,21407.0,2098729.0
2017-03-07,11650,11700,11650,11700,6,24555.0,2098729.0
2017-03-08,11500,11500,11500,11500,20,24135.0,2098729.0
2017-03-09,11500,11500,11500,11500,0,24135.0,2098729.0
2017-03-10,11000,11000,11000,11000,0,23086.0,2098729.0
2017-03-13,10000,10000,10000,10000,55,20987.0,2098729.0
2017-03-14,11500,11500,11500,11500,17,24135.0,2098729.0
2017-03-15,11500,11500,11500,11500,1,24135.0,2098729.0
2017-03-16,11800,11800,11800,11800,1,24765.0,2098729.0
2017-03-17,11900,13550,11900,13550,131,28438.0,2098729.0
2017-03-20,13550,13550,13550,13550,0,28438.0,2098729.0
2017-03-21,13550,13550,13550,13550,0,,
2017-03-22,13000,13000,13000,13000,15,27283.0,2098729.0
2017-03-23,13200,13200,13200,13200,30,27703.0,2098729.0
2017-03-24,13200,13200,13200,13200,0,27703.0,2098729.0
2017-03-27,13000,13000,13000,13000,0,27283.0,2098729.0
2017-03-28,12500,12500,12500,12500,0,26234.0,2098729.0
2017-03-29,11000,11000,11000,11000,70,23086.0,2098729.0
2017-03-30,11000,11000,11000,11000,0,23086.0,2098729.0
2017-03-31,12500,12500,12500,12500,50,26234.0,2098729.0
2017-04-03,12500,12500,12500,12500,0,26234.0,2098729.0
2017-04-04,12500,12500,12500,12500,0,,
2017-04-05,12500,12500,12500,12500,0,,
2017-04-06,12500,12500,12500,12500,0,,
2017-04-07,13000,13000,13000,13000,20,27283.0,2098729.0
2017-04-10,13000,13000,13000,13000,0,27283.0,2098729.0
2017-04-11,13000,13000,13000,13000,0,,
2017-04-12,13000,13000,13000,13000,0,,
2017-04-13,13000,13000,13000,13000,0,,
2017-04-14,13900,13900,13900,13900,150,29172.0,2098729.0
2017-04-17,13900,13900,13900,13900,0,29172.0,2098729.0
2017-04-18,13900,13900,13900,13900,0,,
2017-04-19,13900,13900,13900,13900,0,,
2017-04-20,13900,13900,13900,13900,0,,
2017-04-21,13900,13900,13900,13900,0,,
2017-04-24,13900,13900,13900,13900,0,,
2017-04-25,13900,13900,13900,13900,0,,
2017-04-26,13900,13900,13900,13900,0,,
2017-04-27,13900,13900,13900,13900,0,,
2017-04-28,13900,13900,13900,13900,0,,
2017-05-02,13900,13900,13900,13900,0,,
2017-05-04,13900,13900,13900,13900,0,,
2017-05-08,13900,13900,13900,13900,0,,
2017-05-10,13900,13900,13900,13900,0,,
2017-05-11,13900,13900,13900,13900,0,,
2017-05-12,13900,13900,13900,13900,0,,
2017-05-15,13900,13900,13900,13900,0,,
2017-05-16,13900,13900,13900,13900,0,,
2017-05-17,13900,13900,13900,13900,0,,
2017-05-18,13900,13900,13900,13900,0,,
2017-05-19,13900,13900,13900,13900,0,,
2017-05-22,13900,13900,13900,13900,0,,
2017-05-23,13900,13900,13900,13900,0,,
2017-05-24,12000,12000,12000,12000,0,25185.0,2098729.0
2017-05-25,12000,12000,12000,12000,0,25185.0,2098729.0
2017-05-26,12000,12000,12000,12000,0,,
2017-05-29,12500,12500,12500,12500,100,26234.0,2098729.0
2017-05-30,12000,14350,12000,14350,77,30117.0,2098729.0
2017-05-31,13000,13000,13000,13000,300,27283.0,2098729.0
2017-06-01,14000,14000,14000,14000,111,29382.0,2098729.0
2017-06-02,12500,12500,12500,12500,200,26234.0,2098729.0
2017-06-05,12500,12500,12500,12500,0,,
2017-06-07,13000,13000,13000,13000,106,27283.0,2098729.0
2017-06-08,13000,13000,13000,13000,0,,
2017-06-09,13000,13000,13000,13000,0,,
2017-06-12,13000,13000,13000,13000,0,,
2017-06-13,12500,12500,12500,12500,209,26234.0,2098729.0
2017-06-14,13000,13000,13000,13000,0,27283.0,2098729.0
2017-06-15,13000,13000,13000,13000,0,,
2017-06-16,13000,13000,13000,13000,0,,
2017-06-19,13000,13000,13000,13000,340,27283.0,2098729.0
2017-06-20,13000,13000,13000,13000,0,,
2017-06-21,12500,12500,12500,12500,850,26234.0,2098729.0
2017-06-22,12500,12500,12500,12500,0,,
2017-06-23,12500,12500,12500,12500,0,,
2017-06-26,13000,13000,13000,13000,0,,
2017-06-27,13000,13000,13000,13000,0,,
2017-06-28,13000,13000,13000,13000,0,,
2017-06-29,13000,13000,13000,13000,0,,
2017-06-30,13000,13000,13000,13000,0,,
2017-07-03,12500,12500,12500,12500,100,26234.0,2098729.0
2017-07-04,12500,12500,12500,12500,0,,
2017-07-05,10650,14300,10650,14300,443,30012.0,2098729.0
2017-07-06,14300,14300,14300,14300,0,30012.0,2098729.0
2017-07-07,14250,14250,14250,14250,0,30147.0,2115559.0
2017-07-10,12500,12500,12500,12500,105,26444.0,2115559.0
2017-07-11,12500,12500,12500,12500,0,26444.0,2115559.0
2017-07-12,12500,12500,12500,12500,0,30611.0,2448893.0
2017-07-13,12500,12500,12500,12500,0,,
2017-07-14,12500,12500,12500,12500,0,,
2017-07-17,12500,12500,12500,12500,0,,
2017-07-18,12500,12500,12500,12500,0,,
2017-07-19,12500,12500,12500,12500,0,,
2017-07-20,12500,12500,12500,12500,0,,
2017-07-21,12500,12500,12500,12500,0,,
2017-07-24,12500,12500,12500,12500,14,30611.0,2448893.0
2017-07-25,12500,12500,12500,12500,0,,
2017-07-26,14300,14300,14300,14300,170,35019.0,2448893.0
2017-07-27,14300,14300,14300,14300,0,35019.0,2448893.0
2017-07-28,14300,14300,14300,14300,0,,
2017-07-31,14300,14300,14300,14300,0,,
2017-08-01,14300,14300,14300,14300,0,,
2017-08-02,14300,14300,14300,14300,0,,
2017-08-03,14300,14300,14300,14300,0,,
2017-08-04,14300,14300,14300,14300,0,,
2017-08-07,14300,14300,14300,14300,0,,
2017-08-08,14300,14300,14300,14300,0,,
2017-08-09,14300,14300,14300,14300,0,,
2017-08-10,14300,14300,14300,14300,0,,
2017-08-11,14300,14300,14300,14300,0,,
2017-08-14,14300,14300,14300,14300,0,,
2017-08-16,14300,14300,14300,14300,0,,
2017-08-17,14300,14300,14300,14300,0,,
2017-08-18,14300,14300,14300,14300,0,,
2017-08-21,14300,14300,14300,14300,0,,
2017-08-22,14300,14300,14300,14300,0,,
2017-08-23,14300,14300,14300,14300,0,,
2017-08-24,14300,14300,14300,14300,0,,
2017-08-25,14300,14300,14300,14300,0,,
2017-08-28,14300,14300,14300,14300,0,,
2017-08-29,14300,14300,14300,14300,0,,
2017-08-30,14300,14300,14300,14300,0,,
2017-08-31,14300,14300,14300,14300,0,,
2017-09-01,14300,14300,14300,14300,0,,
2017-09-04,14300,14300,14300,14300,0,,
2017-09-05,14300,14300,14300,14300,0,,
2017-09-06,14300,14300,14300,14300,0,,
2017-09-07,14300,14300,14300,14300,0,,
2017-09-08,14300,14300,14300,14300,0,,
2017-09-11,14300,14300,14300,14300,0,,
2017-09-12,14300,14300,14300,14300,0,,
2017-09-13,14300,14300,14300,14300,0,,
2017-09-14,14300,14300,14300,14300,0,,
2017-09-15,14300,14300,14300,14300,0,,
2017-09-18,14300,14300,14300,14300,0,,
2017-09-19,14300,14300,14300,14300,0,,
2017-09-20,14300,14300,14300,14300,0,,
2017-09-21,14300,14300,14300,14300,0,,
2017-09-22,14300,14300,14300,14300,0,,
2017-09-25,14300,14300,14300,14300,0,,
2017-09-26,14300,14300,14300,14300,0,,
2017-09-27,14300,14300,14300,14300,0,,
2017-09-28,14300,14300,14300,14300,0,,
2017-09-29,14300,14300,14300,14300,0,,
2017-10-10,14300,14300,14300,14300,0,,
2017-10-11,14300,14300,14300,14300,0,,
2017-10-12,12200,14500,12200,14500,120,35509.0,2448893.0
2017-10-13,14500,14650,14500,14650,7,35876.0,2448893.0
2017-10-16,14550,14550,14550,14550,0,35631.0,2448893.0
2017-10-17,14550,14550,14550,14550,0,35631.0,2448893.0
2017-10-18,14550,14550,14550,14550,0,,
2017-10-19,14550,14550,14550,14550,0,,
2017-10-20,14550,14550,14550,14550,0,,
2017-10-23,14550,14550,14550,14550,0,,
2017-10-24,14500,14500,14500,14500,0,35509.0,2448893.0
2017-10-25,14500,14500,14500,14500,0,35509.0,2448893.0
2017-10-26,14500,14500,14500,14500,0,,
2017-10-27,12350,14450,12350,14450,180,35387.0,2448893.0
2017-10-30,14450,14450,14450,14450,0,35387.0,2448893.0
2017-10-31,14450,14450,14450,14450,0,,
2017-11-01,12300,14550,12300,14550,21,35631.0,2448893.0
2017-11-02,14550,14550,14550,14550,0,,
2017-11-03,12400,14550,12400,14550,60,35631.0,2448893.0
2017-11-06,14550,14550,14550,14550,0,,
2017-11-07,14550,14550,14550,14550,0,,
2017-11-08,14550,14550,14550,14550,0,,
2017-11-09,14550,14550,14550,14550,0,,
2017-11-10,14550,14550,14550,14550,0,,
2017-11-13,14550,14550,14550,14550,0,,
2017-11-14,14550,14550,14550,14550,0,,
2017-11-15,14550,14550,14550,14550,0,,
2017-11-16,14550,14550,14550,14550,0,,
2017-11-17,14550,14550,14550,14550,0,,
2017-11-20,14550,14550,14550,14550,0,,
2017-11-21,14000,14000,14000,14000,200,34285.0,2448893.0
2017-11-22,14000,14000,14000,14000,100,34285.0,2448893.0
2017-11-23,14000,14000,14000,14000,85,34285.0,2448893.0
2017-11-24,14000,14000,14000,14000,115,34285.0,2448893.0
2017-11-27,14000,14000,14000,14000,0,34285.0,2448893.0
2017-11-28,14000,14000,14000,14000,3,34285.0,2448893.0
2017-11-29,14000,14000,14000,14000,0,,
2017-11-30,14000,14000,14000,14000,0,,
2017-12-01,14000,14000,14000,14000,2,34285.0,2448893.0
2017-12-04,14000,14000,14000,14000,0,,
2017-12-05,14000,14000,14000,14000,1,34285.0,2448893.0
2017-12-06,13500,14100,13500,14100,3011,34529.0,2448893.0
2017-12-07,14100,14100,14100,14100,0,34529.0,2448893.0
2017-12-08,14100,14100,14100,14100,0,,
2017-12-11,14100,14100,14100,14100,0,,
2017-12-12,14100,14100,14100,14100,0,,
2017-12-13,14000,14000,14000,14000,30,34285.0,2448893.0
2017-12-14,13000,14400,13000,14400,1640,35264.0,2448893.0
2017-12-15,14400,14400,14400,14400,0,35264.0,2448893.0
2017-12-18,13500,13500,13500,13500,1020,33060.0,2448893.0
2017-12-19,14050,14050,14050,14050,0,34407.0,2448893.0
2017-12-20,14100,14100,14100,14100,10,34529.0,2448893.0
2017-12-21,14150,14150,13500,13500,1388,33060.0,2448893.0
2017-12-22,14000,14000,14000,14000,0,34285.0,2448893.0
2017-12-26,14100,14100,14100,14100,30,34529.0,2448893.0
2017-12-27,14500,14500,14500,14500,1260,35509.0,2448893.0
2017-12-28,14500,15000,14500,15000,150,36733.0,2448893.0
2018-01-02,15000,15000,15000,15000,0,36733.0,2448893.0
2018-01-03,15500,15500,15500,15500,10,37958.0,2448893.0
2018-01-04,15500,16000,15500,16000,1005,39182.0,2448893.0
2018-01-05,16100,16100,16100,16100,0,39427.0,2448893.0
2018-01-08,16500,16500,16500,16500,10,40407.0,2448893.0
2018-01-09,16000,16000,16000,16000,80,39182.0,2448893.0
2018-01-10,16200,16200,16200,16200,408,39672.0,2448893.0
2018-01-11,17500,18600,17500,18600,50,45549.0,2448893.0
2018-01-12,18600,18600,18600,18600,0,45549.0,2448893.0
2018-01-15,18600,18600,18600,18600,0,,
2018-01-16,19000,19000,19000,19000,525,46529.0,2448893.0
2018-01-17,19000,19000,19000,19000,0,46529.0,2448893.0
2018-01-18,19000,19000,19000,19000,0,,
2018-01-19,19000,19000,19000,19000,160,46529.0,2448893.0
2018-01-22,19000,19000,19000,19000,0,,
2018-01-23,19000,19500,17200,19500,271,47753.0,2448893.0
2018-01-24,19500,19500,19000,19000,911,46529.0,2448893.0
2018-01-25,20000,20000,20000,20000,1,48978.0,2448893.0
2018-01-26,23000,23000,23000,23000,2,56325.0,2448893.0
2018-01-29,21000,21000,21000,21000,0,51427.0,2448893.0
2018-01-30,24100,24100,24100,24100,2,59018.0,2448893.0
2018-01-31,21500,21500,21500,21500,100,52651.0,2448893.0
2018-02-01,21500,21500,20000,21450,116,52529.0,2448893.0
2018-02-02,21000,21000,21000,21000,10,51427.0,2448893.0
2018-02-05,21000,21000,21000,21000,785,51427.0,2448893.0
2018-02-06,21000,21000,20000,21000,1240,51427.0,2448893.0
2018-02-07,21200,22200,20100,22200,106,54365.0,2448893.0
2018-02-08,22200,22200,22200,22200,10,54365.0,2448893.0
2018-02-09,22200,22200,22200,22200,0,54365.0,2448893.0
2018-02-12,22200,25000,22200,25000,35,61222.0,2448893.0
2018-02-13,21250,21250,21250,21250,1000,52039.0,2448893.0
2018-02-14,22500,22500,19000,22500,835,55100.0,2448893.0
2018-02-19,19150,23000,19150,23000,1239,56325.0,2448893.0
2018-02-20,20000,23000,20000,23000,119,56325.0,2448893.0
2018-02-21,23000,23000,23000,23000,21,56325.0,2448893.0
2018-02-22,22000,22000,21000,21000,600,51427.0,2448893.0
2018-02-23,21000,21500,21000,21500,50,52651.0,2448893.0
2018-02-26,21500,21500,21500,21500,0,52651.0,2448893.0
2018-02-27,20000,23000,19000,23000,241,56325.0,2448893.0
2018-02-28,19800,19800,19800,19800,100,48488.0,2448893.0
2018-03-02,22500,22500,22500,22500,1,55100.0,2448893.0
2018-03-05,22500,22500,22500,22500,0,55100.0,2448893.0
2018-03-06,22500,22500,22500,22500,0,,
2018-03-07,20000,20000,20000,20000,51,48978.0,2448893.0
2018-03-08,19500,19500,17150,17150,961,41999.0,2448893.0
2018-03-09,17150,17150,17150,17150,125,41999.0,2448893.0
2018-03-12,16050,16050,16050,16050,151,39305.0,2448893.0
2018-03-13,16050,16050,16050,16050,0,39305.0,2448893.0
2018-03-14,18400,18400,18400,18400,0,45060.0,2448893.0
2018-03-15,18400,18400,18400,18400,0,45060.0,2448893.0
2018-03-16,20000,20000,20000,20000,0,48978.0,2448893.0
2018-03-19,17000,17000,17000,17000,100,41631.0,2448893.0
2018-03-20,14800,19550,14800,14800,695,36244.0,2448893.0
2018-03-21,14800,14800,14800,14800,10,36244.0,2448893.0
2018-03-22,16900,17000,15250,15350,653,37591.0,2448893.0
2018-03-23,17650,17650,15650,15850,520,38815.0,2448893.0
2018-03-26,16350,16750,16350,16750,101,41019.0,2448893.0
2018-03-27,14250,15050,14250,15050,2098,36856.0,2448893.0
2018-03-28,13300,16000,13300,16000,2310,39182.0,2448893.0
2018-03-29,14300,15100,14300,15100,1530,36978.0,2448893.0
2018-03-30,15250,15250,15250,15250,0,37346.0,2448893.0
2018-04-02,15450,15450,15450,15450,0,37835.0,2448893.0
2018-04-03,15450,15450,15450,15450,0,37835.0,2448893.0
2018-04-04,15450,15450,15450,15450,0,,
2018-04-05,16050,16050,16050,16050,0,39305.0,2448893.0
2018-04-06,16000,16000,16000,16000,1,39182.0,2448893.0
2018-04-09,16500,16500,16500,16500,0,40407.0,2448893.0
2018-04-10,16500,17000,15200,15200,280,37223.0,2448893.0
2018-04-11,15500,16600,15500,16550,434,40529.0,2448893.0
2018-04-12,15800,15800,14400,14850,1821,36366.0,2448893.0
2018-04-13,16500,16900,16450,16900,210,41386.0,2448893.0
2018-04-16,16900,17500,16900,17500,125,42856.0,2448893.0
2018-04-17,17000,17900,17000,17550,957,42978.0,2448893.0
2018-04-18,16700,20000,16700,20000,542,48978.0,2448893.0
2018-04-19,20000,22000,20000,22000,641,53876.0,2448893.0
2018-04-20,22000,23000,22000,23000,601,56325.0,2448893.0
2018-04-23,23000,23000,23000,23000,5,56325.0,2448893.0
2018-04-24,21000,22000,21000,22000,10,53876.0,2448893.0
2018-04-25,22000,22000,22000,22000,0,55561.0,2525493.0
2018-04-26,22000,22000,22000,22000,150,55561.0,2525493.0
2018-04-27,22000,22000,21000,21000,201,53035.0,2525493.0
2018-04-30,22500,22500,22500,22500,5,56824.0,2525493.0
2018-05-02,22500,22500,21500,22000,570,55561.0,2525493.0
2018-05-03,23000,24000,21000,21000,454,53035.0,2525493.0
2018-05-04,23950,23950,20000,20000,52,50510.0,2525493.0
2018-05-08,22450,22450,20000,20000,2,50510.0,2525493.0
2018-05-09,22500,23000,19000,19150,535,48363.0,2525493.0
2018-05-10,19150,19150,19150,19150,0,50738.0,2649493.0
2018-05-11,21800,22000,19350,19350,520,51268.0,2649493.0
2018-05-14,19500,19500,19500,19500,0,51665.0,2649493.0
2018-05-15,19500,19500,19500,19500,0,51665.0,2649493.0
2018-05-16,19500,19500,19500,19500,0,,
2018-05-17,19700,19700,19700,19700,0,52195.0,2649493.0
2018-05-18,21000,21000,21000,21000,1,55639.0,2649493.0
2018-05-21,21000,21000,20500,20500,207,54315.0,2649493.0
2018-05-23,19300,21000,19300,21000,878,55639.0,2649493.0
2018-05-24,21000,21000,20000,20000,12,52990.0,2649493.0
2018-05-25,19000,22000,19000,21500,541,56964.0,2649493.0
2018-05-28,22500,22500,22500,22500,151,59614.0,2649493.0
2018-05-29,24000,24000,20200,23800,1703,63058.0,2649493.0
2018-05-30,25500,25500,21200,23000,302,60938.0,2649493.0
2018-05-31,23000,23000,23000,23000,367,60938.0,2649493.0
2018-06-01,23500,24500,23500,24500,86,64913.0,2649493.0
2018-06-04,25900,25900,22100,22100,751,58554.0,2649493.0
2018-06-05,24500,24500,24500,24500,3,64913.0,2649493.0
2018-06-07,24500,27300,24500,27300,20,72331.0,2649493.0
2018-06-08,28400,28400,24000,24000,1064,63588.0,2649493.0
2018-06-11,24000,24000,22150,22150,151,58686.0,2649493.0
2018-06-12,24000,24000,24000,24000,170,63588.0,2649493.0
2018-06-14,26450,26450,26450,26450,1,70079.0,2649493.0
2018-06-15,22600,24950,22600,24950,22,66105.0,2649493.0
2018-06-18,24000,24000,24000,24000,49,63588.0,2649493.0
2018-06-19,22700,25900,22650,25900,305,68622.0,2649493.0
2018-06-20,23000,23000,22500,22500,160,59614.0,2649493.0
2018-06-21,23000,23000,23000,23000,9,60938.0,2649493.0
2018-06-22,23800,23800,23800,23800,1,63058.0,2649493.0
2018-06-25,25950,25950,25950,25950,1,68754.0,2649493.0
2018-06-26,25150,25150,25150,25150,89,66635.0,2649493.0
2018-06-27,25000,25000,25000,25000,4402,67298.0,2691918.0
2018-06-28,22500,25000,22500,25000,244,67298.0,2691918.0
2018-06-29,25000,25000,25000,25000,32,67298.0,2691918.0
2018-07-02,25900,25900,25900,25900,1,69721.0,2691918.0
2018-07-03,25900,26900,25900,25900,35,69721.0,2691918.0
2018-07-04,23000,23100,23000,23000,2051,63814.0,2774538.0
2018-07-05,24900,24900,23000,23000,40,63814.0,2774538.0
2018-07-06,22500,22500,22400,22400,800,62150.0,2774538.0
2018-07-09,22000,22000,22000,22000,100,61040.0,2774538.0
2018-07-10,20500,21950,20000,20000,5992,55491.0,2774538.0
2018-07-11,20000,20000,20000,20000,1005,55491.0,2774538.0
2018-07-12,20000,21500,19200,19200,3679,53271.0,2774538.0
2018-07-13,20000,22050,20000,22050,74589,61179.0,2774538.0
2018-07-16,22050,25350,22050,25350,158,70335.0,2774538.0
2018-07-17,23000,26000,22200,25950,605,71999.0,2774538.0
2018-07-18,26000,26000,25200,26000,52,72138.0,2774538.0
2018-07-19,25000,25000,22200,22250,260,61733.0,2774538.0
2018-07-20,24500,25000,24000,25000,150,69363.0,2774538.0
2018-07-23,24250,25500,24250,25500,101,70751.0,2774538.0
2018-07-24,23000,25600,23000,25600,1101,71028.0,2774538.0
2018-07-25,23600,25500,22150,25450,1624,70612.0,2774538.0
2018-07-26,22700,24000,22000,24000,2187,66589.0,2774538.0
2018-07-27,23950,24000,22400,23350,262,64785.0,2774538.0
2018-07-30,23850,26500,22300,26500,6492,73525.0,2774538.0
2018-07-31,22600,25900,22550,25900,4604,71861.0,2774538.0
2018-08-01,23600,24900,22100,24900,11416,69086.0,2774538.0
2018-08-02,22200,23300,22200,23200,733,64369.0,2774538.0
2018-08-03,22200,23950,22200,23950,1650,66450.0,2774538.0
2018-08-06,23500,23500,22000,22950,1970,63676.0,2774538.0
2018-08-07,22950,23850,22950,23850,280,66173.0,2774538.0
2018-08-08,23500,23500,22000,22450,2578,62288.0,2774538.0
2018-08-09,22000,22450,22000,22450,1591,62288.0,2774538.0
2018-08-10,21750,22400,21750,22400,101,62150.0,2774538.0
2018-08-13,22350,22350,22350,22350,10,62011.0,2774538.0
2018-08-14,22300,22300,22000,22250,3069,61733.0,2774538.0
2018-08-16,22200,22350,21550,21550,4228,59791.0,2774538.0
2018-08-17,21500,23500,21500,23500,1843,65202.0,2774538.0
2018-08-20,24450,24450,24450,24450,4,67837.0,2774538.0
2018-08-21,22150,23900,22000,23100,1700,64092.0,2774538.0
2018-08-22,23100,23450,22500,23450,13869,68479.0,2920194.0
2018-08-23,23900,25150,23900,25150,5586,73443.0,2920194.0
2018-08-24,25000,26000,25000,25500,6426,74465.0,2920194.0
2018-08-27,25500,26800,23100,26800,8616,78261.0,2920194.0
2018-08-28,27000,28000,27000,27200,1212,79429.0,2920194.0
2018-08-29,29000,29000,29000,29000,137,84686.0,2920194.0
2018-08-30,29000,29000,27000,27500,545,80305.0,2920194.0
2018-08-31,28600,29000,28400,28600,1269,83518.0,2920194.0
2018-09-03,28900,29200,28700,29000,726,89519.0,3086861.0
2018-09-04,32000,32800,29500,29500,265,91062.0,3086861.0
2018-09-05,29500,30950,29500,30300,2869,93532.0,3086861.0
2018-09-06,30000,30000,26600,30000,1247,92606.0,3086861.0
2018-09-07,30000,30000,29000,29750,786,91834.0,3086861.0
2018-09-10,29750,29750,29700,29700,49,91680.0,3086861.0
2018-09-11,29700,29750,28550,29700,200,91680.0,3086861.0
2018-09-12,29650,29650,29600,29650,384,91525.0,3086861.0
2018-09-13,29550,29600,28150,29600,949,91371.0,3086861.0
2018-09-14,29600,29600,29300,29400,623,90754.0,3086861.0
2018-09-17,28600,29450,28000,29450,353,90908.0,3086861.0
2018-09-18,29000,29400,28850,28850,808,89056.0,3086861.0
2018-09-19,28500,30850,28500,30850,272,95230.0,3086861.0
2018-09-20,30850,32500,30800,31000,713,95693.0,3086861.0
2018-09-21,34000,34000,30000,30900,1541,95384.0,3086861.0
2018-09-27,29900,30050,29100,29100,996,89828.0,3086861.0
2018-09-28,29100,29900,29000,29850,536,92143.0,3086861.0
2018-10-01,29000,29850,28000,28100,1936,86741.0,3086861.0
2018-10-02,28000,28000,28000,28000,238,86432.0,3086861.0
2018-10-04,28900,28900,28000,28600,416,88284.0,3086861.0
2018-10-05,28000,28550,26100,26100,1343,80567.0,3086861.0
2018-10-08,26100,27400,26100,27000,1241,83345.0,3086861.0
2018-10-10,27500,27500,25000,26400,1337,81493.0,3086861.0
2018-10-11,26400,28000,26400,26600,1218,82111.0,3086861.0
2018-10-12,26600,27700,26600,26700,1696,82419.0,3086861.0
2018-10-15,28000,28000,26700,27500,1559,84889.0,3086861.0
2018-10-16,26700,29100,26700,27000,2555,83345.0,3086861.0
2018-10-17,27000,27900,27000,27900,456,86123.0,3086861.0
2018-10-18,27000,27650,26900,26900,880,83037.0,3086861.0
2018-10-19,27100,27800,26600,27200,576,83963.0,3086861.0
