에코프로(086520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-09-30,9776,10118,9776,10118,62753,131408.0,12696471.0
2011-10-04,9482,9649,9179,9629,76602,125060.0,12696471.0
2011-10-05,9873,9873,8994,9141,93576,118712.0,12696471.0
2011-10-06,9473,9707,9238,9238,94307,119982.0,12696471.0
2011-10-07,9336,10313,9336,9874,203003,128234.0,12696471.0
2011-10-10,9971,10216,9776,9776,95862,126965.0,12696471.0
2011-10-11,10167,10558,10020,10167,152312,132043.0,12696471.0
2011-10-12,10069,11584,9971,11536,266156,149818.0,12696471.0
2011-10-13,11682,12220,11535,11829,216244,153627.0,12696471.0
2011-10-14,11829,12269,11389,12074,126984,156801.0,12696471.0
2011-10-17,12269,12366,11731,11829,166981,153627.0,12696471.0
2011-10-18,11486,11731,11193,11682,84098,151723.0,12696471.0
2011-10-19,11829,12073,11242,11487,110258,149184.0,12696471.0
2011-10-20,11584,12073,11095,11096,197962,144105.0,12696471.0
2011-10-21,11291,11780,11193,11585,102922,150453.0,12696471.0
2011-10-24,11780,13295,11535,13247,686949,172037.0,12696471.0
2011-10-25,13100,13246,12513,12611,261855,163784.0,12696471.0
2011-10-26,12415,13539,12415,13198,452787,171402.0,12696471.0
2011-10-27,13197,13295,12806,13002,165999,168863.0,12696471.0
2011-10-28,13197,13295,12464,12709,158344,165054.0,12696471.0
2011-10-31,12757,13686,12562,13442,434419,174576.0,12696471.0
2011-11-01,13246,13735,13148,13198,147721,171402.0,12696471.0
2011-11-02,12611,13002,12464,12709,136140,165054.0,12696471.0
2011-11-03,13002,13002,12122,12171,195987,158071.0,12696471.0
2011-11-04,12611,12855,12464,12513,132586,162515.0,12696471.0
2011-11-07,12464,13246,12464,12611,216609,163784.0,12696471.0
2011-11-08,12855,12904,12220,12220,144944,158706.0,12696471.0
2011-11-09,12513,13051,12415,12904,223627,167593.0,12696471.0
2011-11-10,12317,12562,11829,11878,242190,154262.0,12696471.0
2011-11-11,12171,12269,11975,12074,133498,156801.0,12696471.0
2011-11-14,12269,12464,12171,12171,147246,158071.0,12696471.0
2011-11-15,12220,12220,11486,11780,210638,152992.0,12696471.0
2011-11-16,11926,11926,11047,11047,212889,143470.0,12696471.0
2011-11-17,11291,11486,11047,11438,92757,148549.0,12696471.0
2011-11-18,11144,11242,10900,11096,98665,144105.0,12696471.0
2011-11-21,11047,11095,10607,10754,135574,139661.0,12696471.0
2011-11-22,10509,10851,10509,10754,76573,139661.0,12696471.0
2011-11-23,10900,11047,10411,10412,93029,135217.0,12696471.0
2011-11-24,10362,10802,10264,10803,122041,140296.0,12696471.0
2011-11-25,10753,10900,10411,10900,81921,141566.0,12696471.0
2011-11-28,10998,11340,10900,11047,99851,143470.0,12696471.0
2011-11-29,11193,11242,10900,11096,99764,144105.0,12696471.0
2011-11-30,10998,11584,10998,11047,132103,143470.0,12696471.0
2011-12-01,11389,11877,11193,11682,275050,151723.0,12696471.0
2011-12-02,11731,12171,11486,11829,146729,153627.0,12696471.0
2011-12-05,11975,12073,11535,11536,87723,149818.0,12696471.0
2011-12-06,11633,12366,11584,12171,345654,158071.0,12696471.0
2011-12-07,12317,12611,12024,12025,206783,156167.0,12696471.0
2011-12-08,12171,12366,11926,12074,219239,156801.0,12696471.0
2011-12-09,11829,11926,11535,11585,146529,150453.0,12696471.0
2011-12-12,11877,12513,11633,12513,387686,162515.0,12696471.0
2011-12-13,12317,12855,12171,12367,332398,160610.0,12696471.0
2011-12-14,12562,13051,12366,12807,472525,166324.0,12696471.0
2011-12-15,12708,12806,12317,12416,153470,161245.0,12696471.0
2011-12-16,12513,12513,11682,11927,205269,154897.0,12696471.0
2011-12-19,11926,11975,10313,10851,307082,140931.0,12696471.0
2011-12-20,11047,11486,10753,11340,161588,147279.0,12696471.0
2011-12-21,11731,12073,11486,11487,189986,149184.0,12696471.0
2011-12-22,11389,11535,10998,11047,185598,143470.0,12696471.0
2011-12-23,11193,11389,10900,11047,117046,143470.0,12696471.0
2011-12-26,11193,11389,10949,10998,162353,142835.0,12696471.0
2011-12-27,10949,11095,10118,10656,178728,138392.0,12696471.0
2011-12-28,10753,11486,10655,11243,202484,146009.0,12696471.0
2011-12-29,11047,11242,10949,10998,90042,142835.0,12696471.0
2012-01-02,11144,11193,10753,10851,125102,140931.0,12696471.0
2012-01-03,11047,11095,10900,10998,147584,142835.0,12696471.0
2012-01-04,11095,11144,10851,10949,168359,142200.0,12696471.0
2012-01-05,10998,11242,10900,11047,131809,143470.0,12696471.0
2012-01-06,11095,12660,10998,12660,1312182,164419.0,12696471.0
2012-01-09,12415,13148,12122,12953,964876,168228.0,12696471.0
2012-01-10,13099,13148,12660,12660,401154,164419.0,12696471.0
2012-01-11,12855,13393,12513,12709,475136,165054.0,12696471.0
2012-01-12,12708,13344,12562,13149,604444,170768.0,12696471.0
2012-01-13,13099,13393,12904,13051,279952,169498.0,12696471.0
2012-01-16,13637,14370,13295,13589,1223438,176481.0,12696471.0
2012-01-17,13588,13735,13099,13442,314930,174576.0,12696471.0
2012-01-18,13442,13637,12708,12709,272228,165054.0,12696471.0
2012-01-19,12757,13002,12562,12807,193967,166324.0,12696471.0
2012-01-20,12757,13002,12317,12709,162683,165054.0,12696471.0
2012-01-25,12806,13393,12708,13296,298744,172672.0,12696471.0
2012-01-26,13539,13784,13002,13002,309353,168863.0,12696471.0
2012-01-27,13197,13344,12855,13002,146008,168863.0,12696471.0
2012-01-30,13197,13588,13002,13002,295063,168863.0,12696471.0
2012-01-31,12953,13148,12611,12758,189763,165689.0,12696471.0
2012-02-01,12806,13002,12708,12758,165120,165689.0,12696471.0
2012-02-02,12953,13442,12806,13247,428967,172037.0,12696471.0
2012-02-03,13295,13442,12660,12758,211827,165689.0,12696471.0
2012-02-06,12855,12904,12269,12416,268253,161245.0,12696471.0
2012-02-07,12464,12855,12464,12562,139811,163150.0,12696471.0
2012-02-08,12562,12806,12415,12416,150354,161245.0,12696471.0
2012-02-09,12464,12757,12220,12758,208277,165689.0,12696471.0
2012-02-10,12855,13100,12708,12758,263623,165689.0,12696471.0
2012-02-13,12708,13246,12611,13198,258015,171402.0,12696471.0
2012-02-14,13197,13197,12660,12709,311816,165054.0,12696471.0
2012-02-15,12708,12757,12317,12513,242740,162515.0,12696471.0
2012-02-16,12415,12660,12317,12318,148597,159976.0,12696471.0
2012-02-17,12513,12513,12073,12122,225307,157436.0,12696471.0
2012-02-20,12220,12757,12171,12465,267584,161880.0,12696471.0
2012-02-21,12122,12415,11975,12171,171519,158071.0,12696471.0
2012-02-22,12317,12366,11926,12025,145878,156167.0,12696471.0
2012-02-23,11926,12317,11780,12318,183569,159976.0,12696471.0
2012-02-24,12317,12611,12122,12220,139793,158706.0,12696471.0
2012-02-27,12317,12366,11829,12074,113760,156801.0,12696471.0
2012-02-28,11975,12220,11926,12025,51709,156167.0,12696471.0
2012-02-29,12122,12220,11975,11976,98322,155532.0,12696471.0
2012-03-02,12024,12366,11877,12171,118528,158071.0,12696471.0
2012-03-05,12122,12220,11926,12025,61207,156167.0,12696471.0
2012-03-06,11975,12024,11731,11829,90652,153627.0,12696471.0
2012-03-07,11584,11829,11535,11829,57633,153627.0,12696471.0
2012-03-08,11829,11975,11682,11976,73895,155532.0,12696471.0
2012-03-09,12024,12122,11829,11927,71051,154897.0,12696471.0
2012-03-12,11877,12073,11829,11927,69678,154897.0,12696471.0
2012-03-13,12024,12171,11926,12122,93038,157436.0,12696471.0
2012-03-14,12269,12317,11975,11976,89156,155532.0,12696471.0
2012-03-15,12024,12073,11584,11682,133356,151723.0,12696471.0
2012-03-16,11780,11780,11633,11731,72482,152358.0,12696471.0
2012-03-19,11731,11829,11340,11536,141218,149818.0,12696471.0
2012-03-20,11438,11535,11144,11145,151160,144740.0,12696471.0
2012-03-21,11095,11340,11095,11145,77222,144740.0,12696471.0
2012-03-22,11242,11389,11144,11291,64466,146644.0,12696471.0
2012-03-23,11193,11291,10949,10949,67935,142200.0,12696471.0
2012-03-26,10949,11242,10900,10949,62592,142200.0,12696471.0
2012-03-27,10998,11242,10460,10754,131712,139661.0,12696471.0
2012-03-28,10900,10900,10264,10412,117794,135217.0,12696471.0
2012-03-29,10167,10460,9922,10021,149822,130139.0,12696471.0
2012-03-30,9922,10411,9922,10314,75183,133948.0,12696471.0
2012-04-02,10460,10753,10216,10460,77162,135852.0,12696471.0
2012-04-03,10460,10607,10118,10265,69571,133313.0,12696471.0
2012-04-04,10216,10313,9756,9766,170816,126838.0,12696471.0
2012-04-05,9590,9873,9590,9874,85454,128234.0,12696471.0
2012-04-06,9825,9922,9756,9776,46611,126965.0,12696471.0
2012-04-09,9776,9922,9463,9483,75407,123156.0,12696471.0
2012-04-10,9492,9756,9394,9502,63376,123410.0,12696471.0
2012-04-12,9482,9658,9404,9414,38071,122267.0,12696471.0
2012-04-13,9492,9825,9394,9757,52302,126711.0,12696471.0
2012-04-16,9776,9825,9580,9776,52562,126965.0,12696471.0
2012-04-17,9825,9873,9609,9669,53114,125568.0,12696471.0
2012-04-18,9873,9873,9551,9659,66389,125441.0,12696471.0
2012-04-19,9531,9629,9433,9610,80298,124806.0,12696471.0
2012-04-20,9492,9570,9414,9454,52773,122775.0,12696471.0
2012-04-23,9375,9424,8788,9190,190833,119347.0,12696471.0
2012-04-24,8964,9140,8906,8945,64913,116173.0,12696471.0
2012-04-25,8945,8964,8505,8759,108363,113760.0,12696471.0
2012-04-26,8759,8935,8671,8720,59517,113253.0,12696471.0
2012-04-27,8730,8866,8534,8652,83882,112364.0,12696471.0
2012-04-30,8651,8769,8622,8701,66467,112999.0,12696471.0
2012-05-02,8602,8798,8602,8799,52973,114268.0,12696471.0
2012-05-03,8935,9170,8798,8857,65902,115030.0,12696471.0
2012-05-04,8974,9091,8906,8906,40276,118012.0,12954136.0
2012-05-07,8730,8847,8593,8603,54366,113996.0,12954136.0
2012-05-08,8651,8739,8573,8583,72002,113737.0,12954136.0
2012-05-09,8505,8602,8260,8310,125224,110110.0,12954136.0
2012-05-10,8309,8475,8211,8319,64512,110240.0,12954136.0
2012-05-11,8280,8475,8270,8407,48241,111406.0,12954136.0
2012-05-14,8358,8495,8114,8300,52294,109981.0,12954136.0
2012-05-15,8084,8299,7918,8163,47572,108167.0,12954136.0
2012-05-16,8006,8202,7869,8075,59983,107001.0,12954136.0
2012-05-17,8084,8163,7908,8134,77762,107778.0,12954136.0
2012-05-18,7889,8016,7527,7704,135730,102079.0,12954136.0
2012-05-21,7576,7840,7234,7332,76611,97156.0,12954136.0
2012-05-22,7380,7625,7380,7567,80212,100265.0,12954136.0
2012-05-23,7459,7566,7332,7381,30200,97804.0,12954136.0
2012-05-24,7341,7674,7312,7596,63134,100654.0,12954136.0
2012-05-25,7605,7879,7605,7606,51395,100783.0,12954136.0
2012-05-29,7625,7781,7566,7743,34375,102597.0,12954136.0
2012-05-30,7801,7840,7576,7664,18703,101560.0,12954136.0
2012-05-31,7527,7820,7380,7821,74511,103633.0,12954136.0
2012-06-01,7732,7938,7625,7811,40421,103504.0,12954136.0
2012-06-04,7596,7596,7117,7225,86344,95731.0,12954136.0
2012-06-05,7136,7253,7029,7097,63726,94047.0,12954136.0
2012-06-07,7175,7341,7175,7185,43277,95213.0,12954136.0
2012-06-08,7156,7175,6833,6892,140043,91327.0,12954136.0
2012-06-11,6950,7566,6950,7303,191504,96767.0,12954136.0
2012-06-12,7283,7361,7136,7322,101305,97026.0,12954136.0
2012-06-13,7429,7429,7292,7342,41032,97286.0,12954136.0
2012-06-14,7400,7899,7283,7567,178333,100265.0,12954136.0
2012-06-15,7498,7723,7478,7547,113239,100006.0,12954136.0
2012-06-18,7615,8045,7615,7743,185484,102597.0,12954136.0
2012-06-19,7772,7889,7654,7723,53882,102338.0,12954136.0
2012-06-20,7762,7850,7713,7801,51059,103374.0,12954136.0
2012-06-21,7820,8163,7820,7899,114332,104669.0,12954136.0
2012-06-22,7674,7801,7547,7586,65802,100524.0,12954136.0
2012-06-25,7615,7664,7547,7557,34737,100135.0,12954136.0
2012-06-26,7478,7576,7283,7293,63451,96638.0,12954136.0
2012-06-27,7234,7449,7234,7342,41223,97286.0,12954136.0
2012-06-28,7420,7605,7390,7518,40263,99617.0,12954136.0
2012-06-29,7527,7625,7390,7625,46400,101042.0,12954136.0
2012-07-02,7644,7811,7556,7586,42491,100524.0,12954136.0
2012-07-03,7713,7723,7576,7645,48466,101301.0,12954136.0
2012-07-04,7693,7869,7635,7821,65820,103633.0,12954136.0
2012-07-05,7869,7869,7723,7762,36539,102856.0,12954136.0
2012-07-06,7791,7869,7576,7664,51981,101560.0,12954136.0
2012-07-09,7566,7664,7517,7664,64779,101560.0,12954136.0
2012-07-10,7664,7674,7537,7625,67023,101042.0,12954136.0
2012-07-11,7537,7625,7468,7596,42670,100654.0,12954136.0
2012-07-12,7596,8260,7527,7958,444966,105447.0,12954136.0
2012-07-13,8026,8045,7527,7860,176092,104151.0,12954136.0
2012-07-16,7820,8378,7742,8310,473373,110110.0,12954136.0
2012-07-17,8260,8505,8192,8261,224501,109462.0,12954136.0
2012-07-18,8348,8515,8221,8231,250467,109074.0,12954136.0
2012-07-19,8251,8407,7967,7968,184641,105576.0,12954136.0
2012-07-20,7996,8094,7908,7968,78681,105576.0,12954136.0
2012-07-23,7918,7967,7380,7528,197238,99747.0,12954136.0
2012-07-24,7332,7488,7097,7371,76212,97674.0,12954136.0
2012-07-25,7156,7283,6960,7107,88125,94177.0,12954136.0
2012-07-26,7038,7117,6589,6775,198572,89772.0,12954136.0
2012-07-27,6794,6931,6774,6775,93301,89772.0,12954136.0
2012-07-30,6784,6931,6686,6726,67226,89124.0,12954136.0
2012-07-31,6667,6794,6608,6648,74504,88088.0,12954136.0
2012-08-01,6657,6794,6647,6687,33767,88606.0,12954136.0
2012-08-02,6696,6774,6364,6501,78176,86145.0,12954136.0
2012-08-03,6452,6579,6403,6560,46016,86922.0,12954136.0
2012-08-06,6667,6735,6628,6628,28131,87829.0,12954136.0
2012-08-07,6628,6696,6559,6609,23263,87570.0,12954136.0
2012-08-08,6598,6696,6569,6570,59576,87052.0,12954136.0
2012-08-09,6510,6794,6510,6716,40560,88995.0,12954136.0
2012-08-10,6794,6901,6716,6902,49024,91456.0,12954136.0
2012-08-13,6921,6989,6853,6853,54105,90808.0,12954136.0
2012-08-14,6931,6989,6862,6921,69580,91715.0,12954136.0
2012-08-16,6950,7068,6911,6931,55662,91845.0,12954136.0
2012-08-17,6931,7009,6872,6961,52577,92233.0,12954136.0
2012-08-20,6941,7146,6892,7000,89359,92752.0,12954136.0
2012-08-21,6950,7029,6901,6921,63775,91715.0,12954136.0
2012-08-22,6970,6970,6872,6882,37766,91197.0,12954136.0
2012-08-23,6843,6960,6813,6873,64421,91068.0,12954136.0
2012-08-24,6950,7029,6843,6980,31736,92493.0,12954136.0
2012-08-27,6980,6980,6794,6892,66194,91327.0,12954136.0
2012-08-28,6843,6921,6735,6814,76901,90290.0,12954136.0
2012-08-29,6774,6813,6589,6638,134103,87959.0,12954136.0
2012-08-30,6696,6696,6540,6550,59143,86793.0,12954136.0
2012-08-31,6510,6637,6471,6589,61137,87311.0,12954136.0
2012-09-03,6579,6677,6569,6589,42661,87311.0,12954136.0
2012-09-04,6647,7038,6579,6961,200762,92233.0,12954136.0
2012-09-05,7009,7077,6901,6980,113957,92493.0,12954136.0
2012-09-06,6999,7214,6892,7019,99684,93011.0,12954136.0
2012-09-07,7234,7234,7029,7088,80522,93917.0,12954136.0
2012-09-10,7087,7156,7019,7097,48307,94047.0,12954136.0
2012-09-11,7048,7556,6941,7283,115923,96508.0,12954136.0
2012-09-12,7371,7371,7175,7195,52901,95342.0,12954136.0
2012-09-13,7273,7273,7136,7205,76111,95472.0,12954136.0
2012-09-14,7283,7439,7224,7234,161953,95861.0,12954136.0
2012-09-17,7185,7312,7019,7137,71075,94565.0,12954136.0
2012-09-18,7674,7742,7371,7371,349345,97674.0,12954136.0
2012-09-19,7478,7566,7380,7479,95830,99099.0,12954136.0
2012-09-20,7400,7781,7390,7762,148329,102856.0,12954136.0
2012-09-21,7811,7996,7556,7801,268639,103374.0,12954136.0
2012-09-24,7918,7918,7586,7635,93330,101172.0,12954136.0
2012-09-25,7693,7693,7380,7469,97348,98970.0,12954136.0
2012-09-26,7429,7527,7302,7303,52226,96767.0,12954136.0
2012-09-27,7332,7517,7214,7518,91026,99617.0,12954136.0
2012-09-28,7527,7605,7429,7518,42851,99617.0,12954136.0
2012-10-02,7459,7801,7459,7723,81812,102338.0,12954136.0
2012-10-04,7723,7820,7586,7625,68908,101042.0,12954136.0
2012-10-05,7625,7801,7527,7704,115551,102079.0,12954136.0
2012-10-08,7732,7791,7586,7645,62209,101301.0,12954136.0
2012-10-09,7596,7762,7439,7547,74405,100006.0,12954136.0
2012-10-10,7547,7547,7234,7283,138925,96508.0,12954136.0
2012-10-11,7283,7322,6970,7137,91860,94565.0,12954136.0
2012-10-12,7185,7185,6901,7039,101629,93270.0,12954136.0
2012-10-15,6999,7077,6647,6804,190107,90161.0,12954136.0
2012-10-16,6882,7038,6843,7039,88168,93270.0,12954136.0
2012-10-17,7097,7195,7038,7137,47774,94565.0,12954136.0
2012-10-18,7136,7136,7009,7117,56265,94306.0,12954136.0
2012-10-19,7029,7244,6989,7117,57721,94306.0,12954136.0
2012-10-22,8182,8182,7762,7870,3071049,104281.0,12954136.0
2012-10-23,7547,7801,7214,7371,1375697,97674.0,12954136.0
2012-10-24,7146,7292,6892,6941,667955,91974.0,12954136.0
2012-10-25,6941,6989,6696,6746,302200,89384.0,12954136.0
2012-10-26,6745,6813,6510,6550,199618,86793.0,12954136.0
2012-10-29,6462,6579,6158,6208,179546,82259.0,12954136.0
2012-10-30,6158,6354,6139,6286,80237,83295.0,12954136.0
2012-10-31,6315,6393,6276,6315,71881,83684.0,12954136.0
2012-11-01,6374,6374,6080,6091,102523,80704.0,12954136.0
2012-11-02,6178,6295,6110,6159,118499,81611.0,12954136.0
2012-11-05,6149,6207,6061,6208,73026,82259.0,12954136.0
2012-11-06,6227,6383,6158,6345,80300,84072.0,12954136.0
2012-11-07,6364,6442,6286,6433,44372,85238.0,12954136.0
2012-11-08,6354,6403,6217,6276,64351,83166.0,12954136.0
2012-11-09,6276,6286,6129,6149,55205,81482.0,12954136.0
2012-11-12,6149,6207,6110,6159,33672,81611.0,12954136.0
2012-11-13,6188,6237,5973,6051,65024,80186.0,12954136.0
2012-11-14,6090,6119,5367,5367,313508,71118.0,12954136.0
2012-11-15,5230,5415,4888,4927,233942,65289.0,12954136.0
2012-11-16,4936,5103,4897,5035,121955,66714.0,12954136.0
2012-11-19,5044,5288,5044,5220,53018,69175.0,12954136.0
2012-11-20,5230,5455,5181,5416,65278,71766.0,12954136.0
2012-11-21,5415,5591,5347,5524,70770,73191.0,12954136.0
2012-11-22,5474,5572,5435,5455,40788,72284.0,12954136.0
2012-11-23,5533,5816,5337,5817,76768,77077.0,12954136.0
2012-11-26,5738,5846,5670,5797,40392,76818.0,12954136.0
2012-11-27,5797,5797,5699,5739,22430,76041.0,12954136.0
2012-11-28,5787,5953,5640,5866,38702,77725.0,12954136.0
2012-11-29,5865,5943,5777,5866,53308,77725.0,12954136.0
2012-11-30,5885,5924,5777,5778,19002,76559.0,12954136.0
2012-12-03,5777,6041,5719,6042,60093,80057.0,12954136.0
2012-12-04,6080,6139,5963,6051,22735,80186.0,12954136.0
2012-12-05,6139,6139,5963,5963,44467,79020.0,12954136.0
2012-12-06,5865,5973,5865,5915,25574,78373.0,12954136.0
2012-12-07,5914,5963,5826,5827,25766,77207.0,12954136.0
2012-12-10,5777,5963,5738,5924,16147,78502.0,12954136.0
2012-12-11,5846,5914,5719,5856,50143,77595.0,12954136.0
2012-12-12,5836,5953,5699,5797,78824,76818.0,12954136.0
2012-12-13,5914,5914,5836,5846,19851,77466.0,12954136.0
2012-12-14,5836,5963,5679,5856,36033,77595.0,12954136.0
2012-12-17,5816,5914,5797,5836,15484,77336.0,12954136.0
2012-12-18,5836,5934,5670,5807,32990,76948.0,12954136.0
2012-12-20,5807,5875,5797,5797,18171,76818.0,12954136.0
2012-12-21,5699,5865,5699,5748,14834,76170.0,12954136.0
2012-12-24,5689,5787,5689,5748,13591,76170.0,12954136.0
2012-12-26,5699,5836,5660,5660,35218,75004.0,12954136.0
2012-12-27,5660,5748,5640,5651,9915,74875.0,12954136.0
2012-12-28,5719,5719,5621,5651,21054,74875.0,12954136.0
2013-01-02,5709,5797,5621,5787,16367,76688.0,12954136.0
2013-01-03,5797,6002,5797,5934,46945,78632.0,12954136.0
2013-01-04,6012,6012,5797,5797,35674,76818.0,12954136.0
2013-01-07,5797,5855,5767,5807,18800,76948.0,12954136.0
2013-01-08,5816,5934,5767,5817,46594,77077.0,12954136.0
2013-01-09,5826,6227,5826,6100,105028,80834.0,12954136.0
2013-01-10,6158,6325,6100,6198,75701,82129.0,12954136.0
2013-01-11,6158,6530,6158,6462,300263,85627.0,12954136.0
2013-01-14,6550,7097,6481,6941,471984,91974.0,12954136.0
2013-01-15,6980,7009,6725,6882,172329,91197.0,12954136.0
2013-01-16,6853,7038,6755,6755,88000,89513.0,12954136.0
2013-01-17,6745,6970,6725,6892,123903,91327.0,12954136.0
2013-01-18,6901,7077,6804,7058,117570,93529.0,12954136.0
2013-01-21,7068,7224,6843,6931,152333,91845.0,12954136.0
2013-01-22,6931,7214,6931,7215,223680,95602.0,12954136.0
2013-01-23,7214,7283,7077,7205,115783,95472.0,12954136.0
2013-01-24,7146,7292,6989,7088,119316,93917.0,12954136.0
2013-01-25,7117,7283,6960,7283,132109,96508.0,12954136.0
2013-01-28,7322,7380,7185,7283,94260,96508.0,12954136.0
2013-01-29,7273,7400,7146,7264,81059,96249.0,12954136.0
2013-01-30,7263,7371,7126,7205,90808,95472.0,12954136.0
2013-01-31,7146,7322,7107,7283,77044,96508.0,12954136.0
2013-02-01,7332,7351,7117,7215,69842,95602.0,12954136.0
2013-02-04,7156,7195,6941,7019,95798,93011.0,12954136.0
2013-02-05,6989,7322,6941,7313,123179,96897.0,12954136.0
2013-02-06,7263,7684,7253,7498,227715,99358.0,12954136.0
2013-02-07,7527,7654,7380,7576,100300,100395.0,12954136.0
2013-02-08,7605,7644,7498,7557,45488,100135.0,12954136.0
2013-02-12,7586,7586,7322,7371,55044,97674.0,12954136.0
2013-02-13,7410,7478,7322,7322,63053,97026.0,12954136.0
2013-02-14,7449,7644,7351,7645,103278,101301.0,12954136.0
2013-02-15,7674,7674,7410,7518,70889,99617.0,12954136.0
2013-02-18,7566,7566,7302,7449,87011,98711.0,12954136.0
2013-02-19,7449,7674,7449,7625,94555,101042.0,12954136.0
2013-02-20,7664,7664,7508,7596,63258,100654.0,12954136.0
2013-02-21,7596,7967,7596,7772,241826,102985.0,12954136.0
2013-02-22,7801,7850,7703,7772,62890,102985.0,12954136.0
2013-02-25,7918,7918,7693,7792,57003,103244.0,12954136.0
2013-02-26,7762,7762,7664,7664,66895,101560.0,12954136.0
2013-02-27,7615,7723,7527,7616,70291,100913.0,12954136.0
2013-02-28,7644,7762,7527,7576,85739,100395.0,12954136.0
2013-03-04,7576,7674,7547,7567,42471,100265.0,12954136.0
2013-03-05,7625,7762,7576,7674,43806,101690.0,12954136.0
2013-03-06,7723,7820,7576,7782,71974,103115.0,12954136.0
2013-03-07,7860,7869,7654,7733,78365,102467.0,12954136.0
2013-03-08,7693,7742,7625,7704,35774,102079.0,12954136.0
2013-03-11,7762,7762,7332,7381,124262,97804.0,12954136.0
2013-03-12,7468,7547,7380,7420,62862,98322.0,12954136.0
2013-03-13,7576,7576,7410,7576,57054,100395.0,12954136.0
2013-03-14,7635,7674,7478,7576,50251,100395.0,12954136.0
2013-03-15,7625,7703,7566,7625,34111,101042.0,12954136.0
2013-03-18,7625,7693,7449,7567,55599,100265.0,12954136.0
2013-03-19,7644,7644,7517,7528,41722,99747.0,12954136.0
2013-03-20,7586,7586,7420,7430,41986,98451.0,12954136.0
2013-03-21,7439,7556,7302,7381,63074,97804.0,12954136.0
2013-03-22,7253,7517,7253,7508,43179,99488.0,12954136.0
2013-03-25,7605,7605,7429,7459,43272,98840.0,12954136.0
2013-03-26,7439,8114,7439,8104,298685,107390.0,12954136.0
2013-03-27,8211,8378,7996,8290,203404,109851.0,12954136.0
2013-03-28,8280,8632,8172,8329,146027,110369.0,12954136.0
2013-03-29,8329,8495,8172,8427,81979,111665.0,12954136.0
2013-04-01,8495,8524,8329,8437,54543,111794.0,12954136.0
2013-04-02,8544,8554,8260,8261,88849,109462.0,12954136.0
2013-04-03,8260,8348,7918,8163,107420,108167.0,12954136.0
2013-04-04,8104,8270,7811,8271,150617,109592.0,12954136.0
2013-04-05,8221,8387,8055,8056,83357,106742.0,12954136.0
2013-04-08,8055,8114,7762,7968,102387,105576.0,12954136.0
2013-04-09,7830,8016,7752,7977,78694,105706.0,12954136.0
2013-04-10,8006,8153,7938,8075,38156,107001.0,12954136.0
2013-04-11,8163,8290,8065,8202,66388,108685.0,12954136.0
2013-04-12,8251,8251,8143,8202,48268,108685.0,12954136.0
2013-04-15,8241,8475,8143,8368,67961,110887.0,12954136.0
2013-04-16,8309,8446,8211,8427,77085,111665.0,12954136.0
2013-04-17,8505,8886,8407,8740,181233,115810.0,12954136.0
2013-04-18,8739,8847,8622,8759,55877,116069.0,12954136.0
2013-04-19,8827,8827,8505,8632,68780,114385.0,12954136.0
2013-04-22,8622,8866,8485,8808,90071,116717.0,12954136.0
2013-04-23,8808,8866,8681,8750,59948,115940.0,12954136.0
2013-04-24,8749,8964,8593,8965,128037,118789.0,12954136.0
2013-04-25,9042,9072,8915,8926,77657,118271.0,12954136.0
2013-04-26,8876,9042,8788,8994,76585,119178.0,12954136.0
2013-04-29,8925,9013,8847,8984,26812,119049.0,12954136.0
2013-04-30,8906,9042,8896,8965,58821,118789.0,12954136.0
2013-05-02,9003,9013,8866,8974,33498,118919.0,12954136.0
2013-05-03,8994,9042,8847,8857,32123,117364.0,12954136.0
2013-05-06,8857,8886,8544,8701,111694,115292.0,12954136.0
2013-05-07,8759,8808,8602,8613,43011,114126.0,12954136.0
2013-05-08,8700,8827,8339,8828,179626,116976.0,12954136.0
2013-05-09,8798,8886,8710,8750,46958,115940.0,12954136.0
2013-05-10,8788,9042,8759,8847,60782,117235.0,12954136.0
2013-05-13,8896,8925,8671,8701,50017,115292.0,12954136.0
2013-05-14,8612,8749,8368,8603,104057,113996.0,12954136.0
2013-05-15,8612,8681,8505,8505,24686,112701.0,12954136.0
2013-05-16,8505,8671,8260,8261,88120,109462.0,12954136.0
2013-05-20,8485,8671,8280,8554,50483,113349.0,12954136.0
2013-05-21,8554,8994,8544,8965,70963,118789.0,12954136.0
2013-05-22,9072,9091,8925,8994,58158,119178.0,12954136.0
2013-05-23,9013,9042,8759,8808,38320,116717.0,12954136.0
2013-05-24,8876,8945,8612,8838,48976,117105.0,12954136.0
2013-05-27,9033,9072,8798,9062,60693,120085.0,12954136.0
2013-05-28,9091,9228,9003,9170,74710,121510.0,12954136.0
2013-05-29,9209,9355,9082,9346,103455,123842.0,12954136.0
2013-05-30,9345,9629,9257,9629,178015,127598.0,12954136.0
2013-05-31,9629,10216,9463,9747,372844,129153.0,12954136.0
2013-06-03,9825,10020,9551,9688,87545,128375.0,12954136.0
2013-06-04,9600,9707,9453,9629,69606,127598.0,12954136.0
2013-06-05,9629,9756,9385,9483,47944,125655.0,12954136.0
2013-06-07,9385,9561,9091,9366,90783,124101.0,12954136.0
2013-06-10,9453,9600,9306,9473,49413,125526.0,12954136.0
2013-06-11,9473,9580,9170,9502,77659,125914.0,12954136.0
