SKC코오롱PI(178920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-15,28550,28750,27750,28550,249927,838408.0,29366322.0
2019-05-16,28700,29300,27950,27950,209192,820789.0,29366322.0
2019-05-17,28450,28900,27900,28000,222844,822257.0,29366322.0
2019-05-20,28300,28650,26900,26950,290756,791422.0,29366322.0
2019-05-21,26500,27000,26400,26400,309950,775271.0,29366322.0
2019-05-22,26650,27050,26550,26600,156065,781144.0,29366322.0
2019-05-23,26850,26850,25550,26050,234996,764993.0,29366322.0
2019-05-24,25850,26900,25850,26250,192802,770866.0,29366322.0
2019-05-27,26250,26800,25900,26250,156153,770866.0,29366322.0
2019-05-28,26250,26900,26150,26750,182861,785549.0,29366322.0
2019-05-29,26750,26800,26400,26400,111811,775271.0,29366322.0
2019-05-30,26350,28200,26350,28000,311383,822257.0,29366322.0
2019-05-31,28000,28000,27300,27550,146485,809042.0,29366322.0
2019-06-03,27300,27950,27250,27900,89260,819320.0,29366322.0
2019-06-04,27700,28200,27700,27900,102365,819320.0,29366322.0
2019-06-05,28600,29500,28500,28850,328199,847218.0,29366322.0
2019-06-07,28850,29850,28850,29800,248822,875116.0,29366322.0
2019-06-10,30000,30050,29300,29850,149062,876585.0,29366322.0
2019-06-11,29650,30200,29600,30000,130361,880990.0,29366322.0
2019-06-12,30200,30550,29850,30000,113284,880990.0,29366322.0
2019-06-13,30000,30450,29950,30200,170916,886863.0,29366322.0
2019-06-14,30050,30350,29900,30150,124943,885395.0,29366322.0
2019-06-17,30050,30250,29500,29900,153384,878053.0,29366322.0
2019-06-18,29900,30250,28400,28600,327426,839877.0,29366322.0
2019-06-19,29250,29450,28950,29250,124764,858965.0,29366322.0
2019-06-20,29450,30200,29450,30000,146238,880990.0,29366322.0
2019-06-21,30250,30300,29500,29800,79676,875116.0,29366322.0
2019-06-24,29900,29900,29000,29300,62177,860433.0,29366322.0
2019-06-25,29100,29550,29000,29000,71029,851623.0,29366322.0
2019-06-26,29000,29250,28650,28700,54905,842813.0,29366322.0
2019-06-27,28600,29500,28600,28850,84108,847218.0,29366322.0
2019-06-28,28800,29550,28500,28850,75710,847218.0,29366322.0
2019-07-01,30500,30950,29650,30150,227349,885395.0,29366322.0
2019-07-02,30800,31300,29500,29700,411464,872180.0,29366322.0
2019-07-03,30000,32250,30000,32050,1082126,941191.0,29366322.0
2019-07-04,32300,32950,30700,31250,761036,917698.0,29366322.0
2019-07-05,31450,31500,30350,30900,261165,907419.0,29366322.0
2019-07-08,31550,32200,30500,30500,660718,895673.0,29366322.0
2019-07-09,30000,30400,28650,29500,354688,866306.0,29366322.0
2019-07-10,29500,30250,28800,28900,277027,848687.0,29366322.0
2019-07-11,28950,29550,28850,29050,249162,853092.0,29366322.0
2019-07-12,33000,33750,30750,32050,3608262,941191.0,29366322.0
2019-07-15,31550,33700,31150,33400,1251644,980835.0,29366322.0
2019-07-16,33650,34200,32400,32550,990693,955874.0,29366322.0
2019-07-17,32900,33000,31550,31650,483800,929444.0,29366322.0
2019-07-18,32500,34700,32250,33550,2240250,985240.0,29366322.0
2019-07-19,33600,33750,32300,32600,644633,957342.0,29366322.0
2019-07-22,32600,32900,31700,31800,408501,933849.0,29366322.0
2019-07-23,31950,32150,30600,30750,530304,903014.0,29366322.0
2019-07-24,30250,30900,29800,29850,382743,876585.0,29366322.0
2019-07-25,29900,29900,28350,28750,417080,844282.0,29366322.0
2019-07-26,28500,29700,28450,29300,318275,860433.0,29366322.0
2019-07-29,29650,29800,26650,26650,497902,782612.0,29366322.0
2019-07-30,26900,28300,26650,27400,412047,804637.0,29366322.0
2019-07-31,27400,29150,26750,28950,599260,850155.0,29366322.0
2019-08-01,28500,29900,28150,29000,325350,851623.0,29366322.0
2019-08-02,28500,31900,28500,31500,1078173,925039.0,29366322.0
2019-08-05,31900,33900,31800,32350,1546659,950001.0,29366322.0
2019-08-06,31950,32950,30750,31350,760890,920634.0,29366322.0
2019-08-07,31900,32500,30650,31500,512082,925039.0,29366322.0
2019-08-08,31300,32500,30650,32200,712149,945596.0,29366322.0
2019-08-09,32550,32650,31550,32250,330431,947064.0,29366322.0
2019-08-12,32000,32450,30650,31000,437107,910356.0,29366322.0
2019-08-13,30750,31600,30500,30500,406890,895673.0,29366322.0
2019-08-14,31000,31150,30400,30750,231330,903014.0,29366322.0
2019-08-16,31000,31900,30450,30500,297901,895673.0,29366322.0
2019-08-19,30500,30850,29350,29500,264815,866306.0,29366322.0
2019-08-20,29650,32150,29650,31000,591448,910356.0,29366322.0
2019-08-21,31100,31750,30700,31650,271251,929444.0,29366322.0
2019-08-22,31650,31750,31000,31000,156684,910356.0,29366322.0
2019-08-23,30900,31650,30900,31650,218496,929444.0,29366322.0
2019-08-26,30900,31550,30750,30900,234281,907419.0,29366322.0
2019-08-27,31250,31900,31100,31150,212790,914761.0,29366322.0
2019-08-28,31400,31900,31100,31900,202780,936786.0,29366322.0
2019-08-29,32300,32300,30500,30650,337933,900078.0,29366322.0
2019-08-30,31150,31250,30600,30700,154679,901546.0,29366322.0
2019-09-02,30700,30850,30200,30400,135116,892736.0,29366322.0
2019-09-03,30100,30750,30100,30250,157110,888331.0,29366322.0
2019-09-04,30400,31250,30050,30700,158615,901546.0,29366322.0
2019-09-05,30900,31200,30300,30750,211490,903014.0,29366322.0
2019-09-06,31650,32400,31000,31100,507118,913293.0,29366322.0
2019-09-09,31150,31700,30000,30150,265082,885395.0,29366322.0
2019-09-10,30050,30250,29650,29750,220106,873648.0,29366322.0
2019-09-11,30000,30750,29450,30550,196479,897141.0,29366322.0
2019-09-16,30650,30650,29950,30250,109611,888331.0,29366322.0
2019-09-17,30250,30600,29600,30600,263119,898609.0,29366322.0
2019-09-18,30600,30600,30000,30000,149800,880990.0,29366322.0
2019-09-19,30050,30700,30050,30450,195271,894205.0,29366322.0
2019-09-20,30700,31150,30350,31100,284161,913293.0,29366322.0
2019-09-23,31200,31200,30450,30550,142252,897141.0,29366322.0
2019-09-24,30600,30700,29950,30000,191783,880990.0,29366322.0
2019-09-25,30150,30200,29000,29100,322813,854560.0,29366322.0
2019-09-26,29200,29650,28850,29000,185981,851623.0,29366322.0
2019-09-27,28750,29000,28350,28400,176443,834004.0,29366322.0
2019-09-30,28200,28400,27250,28150,254251,826662.0,29366322.0
2019-10-01,28350,28500,28000,28250,125903,829599.0,29366322.0
2019-10-02,28200,28250,27550,27650,121038,811979.0,29366322.0
2019-10-04,27450,28150,27450,27850,114613,817852.0,29366322.0
2019-10-07,27800,28100,27600,27750,113730,814915.0,29366322.0
