대양전기공업(108380),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-09-05,11400,11950,10350,10650,671137,101125.0,9495300.0
2011-09-06,10300,10400,9520,10150,477924,96377.0,9495300.0
2011-09-07,10600,10850,10350,10650,283632,101125.0,9495300.0
2011-09-08,10550,10800,9990,10050,182255,95428.0,9495300.0
2011-09-09,10050,10400,10000,10150,131912,96377.0,9495300.0
2011-09-14,10250,10650,9200,9200,193369,87357.0,9495300.0
2011-09-15,9550,9990,9160,9990,144309,94858.0,9495300.0
2011-09-16,10000,10050,9740,9770,71474,92769.0,9495300.0
2011-09-19,9600,10250,9600,9990,123115,94858.0,9495300.0
2011-09-20,9990,10000,9660,10000,82520,94953.0,9495300.0
2011-09-21,10050,10650,10000,10500,126533,99701.0,9495300.0
2011-09-22,10200,10450,9900,10100,99958,95903.0,9495300.0
2011-09-23,9750,10100,9500,9800,121000,93054.0,9495300.0
2011-09-26,9900,9900,8540,9000,110446,85458.0,9495300.0
2011-09-27,9400,9970,9240,9800,137792,93054.0,9495300.0
2011-09-28,9970,10150,9540,9600,78266,91155.0,9495300.0
2011-09-29,9350,9720,9230,9630,72437,91440.0,9495300.0
2011-09-30,9660,10350,9550,10100,127889,95903.0,9495300.0
2011-10-04,9700,9800,9450,9700,72848,92104.0,9495300.0
2011-10-05,9710,10100,9300,9300,57189,88306.0,9495300.0
2011-10-06,9500,10350,9100,10000,195313,94953.0,9495300.0
2011-10-07,10300,11350,10100,10800,312200,102549.0,9495300.0
2011-10-10,10750,11700,10700,11300,185336,107297.0,9495300.0
2011-10-11,11800,11800,11150,11300,197606,107297.0,9495300.0
2011-10-12,11450,11550,10900,11200,181698,106347.0,9495300.0
2011-10-13,11250,11350,10950,11250,128608,106822.0,9495300.0
2011-10-14,11300,11300,10750,11050,76886,104923.0,9495300.0
2011-10-17,11050,11850,10800,11600,278246,110145.0,9495300.0
2011-10-18,11250,12650,11250,12350,313406,117267.0,9495300.0
2011-10-19,12500,12800,12350,12700,183470,120590.0,9495300.0
2011-10-20,12850,13300,12300,12450,172463,118216.0,9495300.0
2011-10-21,12700,12900,12300,12900,120522,122489.0,9495300.0
2011-10-24,13150,13500,12700,12800,138983,121540.0,9495300.0
2011-10-25,13000,13200,12250,12500,87596,118691.0,9495300.0
2011-10-26,12500,12950,12200,12800,97103,121540.0,9495300.0
2011-10-27,12850,12900,12450,12700,38982,120590.0,9495300.0
2011-10-28,12850,12900,11900,12150,107566,115368.0,9495300.0
2011-10-31,12200,13850,12150,13100,698127,124388.0,9495300.0
2011-11-01,12700,12950,12150,12400,330560,117742.0,9495300.0
2011-11-02,11900,12350,11700,12200,180138,115843.0,9495300.0
2011-11-03,12200,12200,11700,11900,142342,112994.0,9495300.0
2011-11-04,12200,12450,12000,12000,120539,113944.0,9495300.0
2011-11-07,11950,12250,11500,11900,137065,112994.0,9495300.0
2011-11-08,12050,12100,11800,11900,63683,112994.0,9495300.0
2011-11-09,12000,12150,11650,11800,50420,112045.0,9495300.0
2011-11-10,11450,11500,10900,11400,138252,108246.0,9495300.0
2011-11-11,11500,11650,11350,11400,40055,108246.0,9495300.0
2011-11-14,11600,11850,11350,11550,96564,109671.0,9495300.0
2011-11-15,11350,11550,10600,10850,260436,103024.0,9495300.0
2011-11-16,11100,11100,10400,11000,154420,104448.0,9495300.0
2011-11-17,10850,11150,10550,11150,72560,105873.0,9495300.0
2011-11-18,10900,11150,10700,10900,47218,103499.0,9495300.0
2011-11-21,10900,10900,10350,10450,57512,99226.0,9495300.0
2011-11-22,10150,10450,10150,10200,58480,96852.0,9495300.0
2011-11-23,10200,10350,9740,9900,98954,94003.0,9495300.0
2011-11-24,9800,9970,9630,9970,83836,94668.0,9495300.0
2011-11-25,9880,10150,9870,9940,53335,94383.0,9495300.0
2011-11-28,9990,10150,9750,9920,27005,94193.0,9495300.0
2011-11-29,10000,10150,9730,9730,80078,92389.0,9495300.0
2011-11-30,9800,10500,9730,9900,189855,94003.0,9495300.0
2011-12-01,10150,10250,9880,10050,149200,95428.0,9495300.0
2011-12-02,10100,10350,9980,9980,74294,94763.0,9495300.0
2011-12-05,10000,10300,9860,9970,121831,94668.0,9495300.0
2011-12-06,10050,10050,8530,9600,167768,91155.0,9495300.0
2011-12-07,9650,9740,9250,9710,131839,92199.0,9495300.0
2011-12-08,9660,9750,9610,9660,31479,91725.0,9495300.0
2011-12-09,9690,9690,9250,9400,63759,89256.0,9495300.0
2011-12-12,9580,9660,9370,9440,39459,89636.0,9495300.0
2011-12-13,9440,9550,9110,9550,66019,90680.0,9495300.0
2011-12-14,9550,10150,9500,9520,158783,90395.0,9495300.0
2011-12-15,9510,9640,9260,9450,32385,89731.0,9495300.0
2011-12-16,9460,10150,9350,10000,138608,94953.0,9495300.0
2011-12-19,9840,10050,8680,9600,86857,91155.0,9495300.0
2011-12-20,9410,9660,9410,9480,33902,90015.0,9495300.0
2011-12-21,9800,9900,9530,9640,61231,91535.0,9495300.0
2011-12-22,9700,9780,9570,9600,26240,91155.0,9495300.0
2011-12-23,9650,10050,9650,9860,80478,93624.0,9495300.0
2011-12-26,10000,10000,9590,9590,43545,91060.0,9495300.0
2011-12-27,9720,9720,9390,9550,44484,90680.0,9495300.0
2011-12-28,9600,9600,9380,9560,21904,90775.0,9495300.0
2011-12-29,9550,9550,9360,9490,44921,90110.0,9495300.0
2012-01-02,9500,9500,8870,9100,116261,86407.0,9495300.0
2012-01-03,9050,9160,8840,8980,113911,85268.0,9495300.0
2012-01-04,9030,9030,8630,8750,144219,83084.0,9495300.0
2012-01-05,8730,8950,8680,8800,106576,83559.0,9495300.0
2012-01-06,8800,9030,8760,9030,84786,85743.0,9495300.0
2012-01-09,9050,9050,8760,8990,65959,85363.0,9495300.0
2012-01-10,8930,9430,8930,9430,90637,89541.0,9495300.0
2012-01-11,9500,9730,9420,9500,82538,90205.0,9495300.0
2012-01-12,9550,10200,9420,10150,174850,96377.0,9495300.0
2012-01-13,10150,10800,10150,10400,294967,98751.0,9495300.0
2012-01-16,10500,10750,10050,10300,83957,97802.0,9495300.0
2012-01-17,10250,10500,10100,10200,59235,96852.0,9495300.0
2012-01-18,10200,10250,9970,10000,42971,94953.0,9495300.0
2012-01-19,10200,10450,9840,10450,79092,99226.0,9495300.0
2012-01-20,10450,10600,10100,10500,80127,99701.0,9495300.0
2012-01-25,10600,10700,10050,10350,56031,98276.0,9495300.0
2012-01-26,10550,11050,10350,11000,258296,104448.0,9495300.0
2012-01-27,11150,11150,10650,10750,93908,102074.0,9495300.0
2012-01-30,10750,10800,10350,10700,83123,101600.0,9495300.0
2012-01-31,10700,10950,10450,10950,69826,103974.0,9495300.0
2012-02-01,11000,11250,10700,10850,167140,103024.0,9495300.0
2012-02-02,10850,11000,10300,10350,127688,98276.0,9495300.0
2012-02-03,10400,10500,10250,10500,32772,99701.0,9495300.0
2012-02-06,10500,10600,10150,10200,59013,96852.0,9495300.0
2012-02-07,10200,10300,9940,10250,112514,97327.0,9495300.0
2012-02-08,10150,10800,9970,10650,144606,101125.0,9495300.0
2012-02-09,10750,10750,10350,10600,80433,100650.0,9495300.0
2012-02-10,10600,11150,10500,10650,154483,101125.0,9495300.0
2012-02-13,10750,11150,10750,11000,179566,104448.0,9495300.0
2012-02-14,11150,11250,10700,11000,147624,104448.0,9495300.0
2012-02-15,11000,11100,10650,10900,93001,103499.0,9495300.0
2012-02-16,11000,11450,10800,10850,309789,103024.0,9495300.0
2012-02-17,10950,11000,10300,10650,151206,101125.0,9495300.0
2012-02-20,10650,10750,10350,10700,94969,101600.0,9495300.0
2012-02-21,10800,10800,10350,10650,87713,101125.0,9495300.0
2012-02-22,10600,10650,10400,10400,68008,98751.0,9495300.0
2012-02-23,10350,11000,9990,11000,372491,104448.0,9495300.0
2012-02-24,11300,11350,10700,11050,350683,104923.0,9495300.0
2012-02-27,11150,11400,10950,11150,149574,105873.0,9495300.0
2012-02-28,11350,11950,11350,11650,479844,110620.0,9495300.0
2012-02-29,11800,12300,11550,11650,272625,110620.0,9495300.0
2012-03-02,11650,11850,11350,11850,160251,112519.0,9495300.0
2012-03-05,12050,12250,11700,11750,189213,111570.0,9495300.0
2012-03-06,11850,11850,11350,11850,142457,112519.0,9495300.0
2012-03-07,11500,11850,11450,11650,71001,110620.0,9495300.0
2012-03-08,11800,11800,11350,11550,79542,109671.0,9495300.0
2012-03-09,11700,12050,11650,11800,139997,112045.0,9495300.0
2012-03-12,11650,11800,11300,11400,74665,108246.0,9495300.0
2012-03-13,11400,11600,11300,11550,71715,109671.0,9495300.0
2012-03-14,11600,11900,11250,11750,149615,111570.0,9495300.0
2012-03-15,11850,11900,11500,11850,88077,112519.0,9495300.0
2012-03-16,11900,12200,11700,11700,141480,111095.0,9495300.0
2012-03-19,11650,12050,11600,11700,112310,111095.0,9495300.0
2012-03-20,11750,12400,11650,11800,350614,112045.0,9495300.0
2012-03-21,11650,11950,11550,11850,60469,112519.0,9495300.0
2012-03-22,12000,12000,11400,11400,67074,108246.0,9495300.0
2012-03-23,11200,11450,10800,11400,122548,108246.0,9495300.0
2012-03-26,11400,11500,10850,11050,57713,104923.0,9495300.0
2012-03-27,11150,11500,10850,11500,70059,109196.0,9495300.0
2012-03-28,11550,11550,11250,11500,24992,109196.0,9495300.0
2012-03-29,11300,11450,11050,11300,33853,107297.0,9495300.0
2012-03-30,11400,11400,10900,10900,79118,103499.0,9495300.0
2012-04-02,10650,11000,10400,10750,91854,102074.0,9495300.0
2012-04-03,10600,10650,10300,10300,80172,97802.0,9495300.0
2012-04-04,10350,10350,9960,10250,37930,97327.0,9495300.0
2012-04-05,9940,10450,9900,9960,143559,94573.0,9495300.0
2012-04-06,10050,10200,9910,10050,57857,95428.0,9495300.0
2012-04-09,9950,10050,9740,9750,51048,92579.0,9495300.0
2012-04-10,9750,10400,9710,9770,45202,92769.0,9495300.0
2012-04-12,9770,9780,9510,9770,46323,92769.0,9495300.0
2012-04-13,9720,10000,9720,9900,36696,94003.0,9495300.0
2012-04-16,9770,9970,9640,9760,43484,92674.0,9495300.0
2012-04-17,9760,10350,9670,10100,60374,95903.0,9495300.0
2012-04-18,10250,10250,10000,10100,14680,95903.0,9495300.0
2012-04-19,10000,10100,9900,9900,17390,94003.0,9495300.0
2012-04-20,9840,9950,9550,9550,19592,90680.0,9495300.0
2012-04-23,9460,9650,9250,9250,28760,87832.0,9495300.0
2012-04-24,9060,9410,9060,9320,48175,88496.0,9495300.0
2012-04-25,9320,9420,9120,9220,32937,87547.0,9495300.0
2012-04-26,9260,9330,8910,9080,33223,86217.0,9495300.0
2012-04-27,9000,9390,9000,9390,25296,89161.0,9495300.0
2012-04-30,9280,9430,9270,9400,22184,89256.0,9495300.0
2012-05-02,9320,9590,9280,9420,14108,89446.0,9495300.0
2012-05-03,9370,9500,9350,9500,14099,90205.0,9495300.0
2012-05-04,9410,9500,9250,9400,21148,89256.0,9495300.0
2012-05-07,9080,9330,9080,9230,17895,87642.0,9495300.0
2012-05-08,9230,9570,9220,9510,22530,90300.0,9495300.0
2012-05-09,9620,9620,9260,9460,18864,89826.0,9495300.0
2012-05-10,9460,9680,9400,9680,22541,91915.0,9495300.0
2012-05-11,9520,10200,9520,9770,56519,92769.0,9495300.0
2012-05-14,9960,9960,9500,9590,19254,91060.0,9495300.0
2012-05-15,9340,9440,9150,9250,18479,87832.0,9495300.0
2012-05-16,9120,9250,9000,9100,18932,86407.0,9495300.0
2012-05-17,8840,9190,8840,9050,33526,85932.0,9495300.0
2012-05-18,8810,8930,8210,8310,79420,78906.0,9495300.0
2012-05-21,8310,8520,8210,8450,18087,80235.0,9495300.0
2012-05-22,8480,8600,8310,8520,32274,80900.0,9495300.0
2012-05-23,8640,8640,8320,8390,16608,79666.0,9495300.0
2012-05-24,8390,8500,8390,8490,16871,80615.0,9495300.0
2012-05-25,8490,8600,8360,8480,10751,80520.0,9495300.0
2012-05-29,8410,8950,8390,8900,28400,84508.0,9495300.0
2012-05-30,9010,9070,8760,8900,11298,84508.0,9495300.0
2012-05-31,8730,8980,8730,8890,30835,84413.0,9495300.0
2012-06-01,8820,9080,8820,9050,8654,85932.0,9495300.0
2012-06-04,8890,8890,8450,8560,6992,81280.0,9495300.0
2012-06-05,8420,8650,8420,8580,8557,81470.0,9495300.0
2012-06-07,8740,8830,8670,8820,10571,83749.0,9495300.0
2012-06-08,8760,8900,8440,8500,15474,80710.0,9495300.0
2012-06-11,8630,8630,8270,8430,18698,80045.0,9495300.0
2012-06-12,8320,8460,8290,8460,28375,80330.0,9495300.0
2012-06-13,8500,8540,8320,8350,7581,79286.0,9495300.0
2012-06-14,8270,8390,8080,8220,35076,78051.0,9495300.0
2012-06-15,8280,8460,8050,8430,32203,80045.0,9495300.0
2012-06-18,8500,8850,8500,8660,24158,82229.0,9495300.0
2012-06-19,8570,8740,8510,8600,19634,81660.0,9495300.0
2012-06-20,8760,8760,8500,8600,14727,81660.0,9495300.0
2012-06-21,8500,8700,8500,8700,24183,82609.0,9495300.0
2012-06-22,8450,9260,8450,9080,60421,86217.0,9495300.0
2012-06-25,9200,9200,8920,8920,40013,84698.0,9495300.0
2012-06-26,8930,9030,8830,8930,17811,84793.0,9495300.0
2012-06-27,8960,9040,8760,8930,18707,84793.0,9495300.0
2012-06-28,8970,9270,8970,9190,48894,87262.0,9495300.0
2012-06-29,9250,9370,9170,9240,34729,87737.0,9495300.0
2012-07-02,9380,9600,9170,9550,33786,90680.0,9495300.0
2012-07-03,9690,9820,9510,9700,50428,92104.0,9495300.0
2012-07-04,9710,9810,9620,9810,28500,93149.0,9495300.0
2012-07-05,9810,9830,9660,9790,35961,92959.0,9495300.0
2012-07-06,9700,9850,9620,9750,49960,92579.0,9495300.0
2012-07-09,9600,9900,9590,9800,33658,93054.0,9495300.0
2012-07-10,9670,9890,9670,9790,13471,92959.0,9495300.0
2012-07-11,9850,9850,9510,9630,42420,91440.0,9495300.0
2012-07-12,9600,9850,9500,9570,22432,90870.0,9495300.0
2012-07-13,9500,9970,9090,9900,111105,94003.0,9495300.0
2012-07-16,10000,10300,9990,9990,60537,94858.0,9495300.0
2012-07-17,9960,10050,9750,9900,44026,94003.0,9495300.0
2012-07-18,9820,10050,9700,9800,16717,93054.0,9495300.0
2012-07-19,9850,10000,9830,9890,10014,93909.0,9495300.0
2012-07-20,9940,9960,9750,9960,8943,94573.0,9495300.0
2012-07-23,9850,9860,9560,9600,14513,91155.0,9495300.0
2012-07-24,9550,9780,9350,9700,24168,92104.0,9495300.0
2012-07-25,9600,9700,9380,9560,21216,90775.0,9495300.0
2012-07-26,9600,9820,9440,9800,17577,93054.0,9495300.0
2012-07-27,10000,10100,9810,9940,16975,94383.0,9495300.0
2012-07-30,9810,10000,9800,9950,12718,94478.0,9495300.0
2012-07-31,10050,10150,9600,9960,85154,94573.0,9495300.0
2012-08-01,10000,10100,9800,9930,26781,94288.0,9495300.0
2012-08-02,9930,9930,9660,9660,15928,91725.0,9495300.0
2012-08-03,9510,9750,9510,9700,12455,92104.0,9495300.0
2012-08-06,9700,9790,9560,9560,30868,90775.0,9495300.0
2012-08-07,9600,9940,9520,9770,41879,92769.0,9495300.0
2012-08-08,9820,9960,9700,9770,38740,92769.0,9495300.0
2012-08-09,9660,9850,9660,9700,36030,92104.0,9495300.0
2012-08-10,9740,9950,9490,9890,68751,93909.0,9495300.0
2012-08-13,9890,10550,9890,10550,126850,100175.0,9495300.0
2012-08-14,10750,10850,10300,10650,222503,101125.0,9495300.0
2012-08-16,10700,11000,10650,10800,109728,102549.0,9495300.0
2012-08-17,10850,10850,10550,10850,98525,103024.0,9495300.0
2012-08-20,10850,10850,10450,10650,77647,101125.0,9495300.0
2012-08-21,10700,11050,10600,10800,100902,102549.0,9495300.0
2012-08-22,10800,10800,10350,10700,78147,101600.0,9495300.0
2012-08-23,10700,10850,10450,10550,66789,100175.0,9495300.0
2012-08-24,10500,10650,10300,10500,43605,99701.0,9495300.0
2012-08-27,10550,10550,10000,10350,89659,98276.0,9495300.0
2012-08-28,10300,11200,10300,11200,156048,106347.0,9495300.0
2012-08-29,11500,11800,11250,11500,218380,109196.0,9495300.0
2012-08-30,11450,11500,11200,11300,59696,107297.0,9495300.0
2012-08-31,11200,11700,11200,11500,107064,109196.0,9495300.0
2012-09-03,11500,11500,11100,11500,64716,109196.0,9495300.0
2012-09-04,11400,11450,11150,11250,57197,106822.0,9495300.0
2012-09-05,11200,11250,10700,10750,60770,102074.0,9495300.0
2012-09-06,10750,11150,10750,11000,36458,104448.0,9495300.0
2012-09-07,11200,11200,10450,10450,135689,99226.0,9495300.0
2012-09-10,10550,10600,10450,10500,38096,99701.0,9495300.0
2012-09-11,10500,10850,10400,10650,55747,101125.0,9495300.0
2012-09-12,10950,11450,10800,11200,162233,106347.0,9495300.0
2012-09-13,11300,11900,11200,11750,247495,111570.0,9495300.0
2012-09-14,12000,12000,11450,11850,145249,112519.0,9495300.0
2012-09-17,11950,11950,11350,11750,126620,111570.0,9495300.0
2012-09-18,11700,12300,11450,12000,187928,113944.0,9495300.0
2012-09-19,12150,12150,11900,12000,80982,113944.0,9495300.0
2012-09-20,12100,12750,12050,12350,768673,117267.0,9495300.0
2012-09-21,12750,12950,12300,12550,250154,119166.0,9495300.0
2012-09-24,12600,12900,12400,12900,209571,122489.0,9495300.0
2012-09-25,13000,13400,12550,12600,141663,119641.0,9495300.0
2012-09-26,12400,12850,12300,12400,104441,117742.0,9495300.0
2012-09-27,12350,12750,12300,12450,102110,118216.0,9495300.0
2012-09-28,12300,12550,12100,12550,81597,119166.0,9495300.0
2012-10-02,12750,12950,12250,12250,96815,116317.0,9495300.0
2012-10-04,12350,12700,12050,12350,120973,117267.0,9495300.0
2012-10-05,12300,12500,12050,12500,98962,118691.0,9495300.0
2012-10-08,12650,12850,12450,12650,146598,120116.0,9495300.0
2012-10-09,12950,13200,12400,12400,219972,117742.0,9495300.0
2012-10-10,12200,12600,11800,12500,157077,118691.0,9495300.0
2012-10-11,12450,12450,12000,12350,87200,117267.0,9495300.0
2012-10-12,12500,12650,12150,12300,68398,116792.0,9495300.0
2012-10-15,12150,12250,11200,11650,264498,110620.0,9495300.0
2012-10-16,11700,12100,11550,11900,94394,112994.0,9495300.0
2012-10-17,11850,12700,11850,12700,207151,120590.0,9495300.0
2012-10-18,13300,14100,12750,13000,791910,123439.0,9495300.0
2012-10-19,13000,13300,12600,13300,135471,126287.0,9495300.0
2012-10-22,12950,13800,12850,13600,177093,129136.0,9495300.0
2012-10-23,13600,13750,13050,13250,140545,125813.0,9495300.0
2012-10-24,12900,13200,12850,13000,72763,123439.0,9495300.0
2012-10-25,13050,13450,13000,13150,88339,124863.0,9495300.0
2012-10-26,13100,13300,12450,12850,131158,122015.0,9495300.0
2012-10-29,12850,12850,12350,12350,97297,117267.0,9495300.0
2012-10-30,12500,13150,12300,13000,70009,123439.0,9495300.0
2012-10-31,13350,13400,12900,13400,84491,127237.0,9495300.0
2012-11-01,13300,13400,13100,13350,57421,126762.0,9495300.0
2012-11-02,13450,14050,13200,13950,227474,132459.0,9495300.0
2012-11-05,14000,14300,13800,14100,115877,133884.0,9495300.0
2012-11-06,13900,14150,13750,13800,73640,131035.0,9495300.0
2012-11-07,13850,13850,13400,13600,75778,129136.0,9495300.0
2012-11-08,13350,13850,13350,13650,48797,129611.0,9495300.0
2012-11-09,13650,14400,13300,14200,135331,134833.0,9495300.0
2012-11-12,14200,14450,13900,14200,62473,134833.0,9495300.0
2012-11-13,14200,14300,13550,13550,111891,128661.0,9495300.0
2012-11-14,13500,13600,12850,13000,65259,123439.0,9495300.0
2012-11-15,12700,13200,12600,13100,61089,124388.0,9495300.0
2012-11-16,13150,13200,12600,12950,77297,122964.0,9495300.0
2012-11-19,12800,13400,12800,13400,40743,127237.0,9495300.0
2012-11-20,13550,13600,13200,13300,34689,126287.0,9495300.0
2012-11-21,13450,13600,13050,13200,45819,125338.0,9495300.0
2012-11-22,13300,13500,13050,13450,52051,127712.0,9495300.0
2012-11-23,13450,13850,13300,13600,72498,129136.0,9495300.0
2012-11-26,13800,13900,13400,13450,36696,127712.0,9495300.0
2012-11-27,13550,13600,13300,13300,44478,126287.0,9495300.0
2012-11-28,13300,13300,12850,13000,78319,123439.0,9495300.0
2012-11-29,13200,13350,12900,13200,38456,125338.0,9495300.0
2012-11-30,13200,13300,13100,13200,13628,125338.0,9495300.0
2012-12-03,13200,13700,13100,13600,46885,129136.0,9495300.0
2012-12-04,13650,13750,13400,13700,38469,130086.0,9495300.0
2012-12-05,13700,13700,13300,13600,25583,129136.0,9495300.0
2012-12-06,13500,13650,13200,13250,46390,125813.0,9495300.0
2012-12-07,12950,13400,12850,13200,63026,125338.0,9495300.0
2012-12-10,13150,13500,13150,13300,33407,126287.0,9495300.0
2012-12-11,13250,13450,12750,12750,96427,121065.0,9495300.0
2012-12-12,12900,13200,12700,12950,41651,122964.0,9495300.0
2012-12-13,12950,13100,12800,13000,40524,123439.0,9495300.0
2012-12-14,13000,13200,12900,12950,17365,122964.0,9495300.0
2012-12-17,12950,13100,12850,12950,31444,122964.0,9495300.0
2012-12-18,12800,13150,12700,12950,60941,122964.0,9495300.0
2012-12-20,12900,13000,12800,12900,29441,122489.0,9495300.0
2012-12-21,13050,13050,12650,12850,41983,122015.0,9495300.0
2012-12-24,12850,12950,12800,12850,18794,122015.0,9495300.0
2012-12-26,13050,13100,12850,13000,23960,123439.0,9495300.0
2012-12-27,13000,13000,12800,12950,13554,122964.0,9495300.0
2012-12-28,13050,13100,12850,13100,56439,124388.0,9495300.0
2013-01-02,13250,13300,12900,12950,57674,122964.0,9495300.0
2013-01-03,12950,13000,12850,13000,36073,123439.0,9495300.0
2013-01-04,13000,13000,12850,12950,40137,122964.0,9495300.0
2013-01-07,12900,13000,12850,13000,29694,123439.0,9495300.0
2013-01-08,13100,13350,12950,13200,44576,125338.0,9495300.0
2013-01-09,13300,13300,12850,12900,35792,122489.0,9495300.0
2013-01-10,13000,13050,12900,13000,20375,123439.0,9495300.0
2013-01-11,13100,13100,12800,12800,43739,121540.0,9495300.0
2013-01-14,12800,12950,12450,12500,59920,118691.0,9495300.0
2013-01-15,12600,12600,12500,12500,40425,118691.0,9495300.0
2013-01-16,12400,12550,12300,12300,38447,116792.0,9495300.0
2013-01-17,12400,12400,12050,12250,38349,116317.0,9495300.0
2013-01-18,12200,12650,12050,12250,29939,116317.0,9495300.0
2013-01-21,12250,12300,12050,12150,20132,115368.0,9495300.0
2013-01-22,12150,12250,11850,12150,46383,115368.0,9495300.0
2013-01-23,12150,12450,12050,12300,52757,116792.0,9495300.0
2013-01-24,12300,12400,12250,12350,41771,117267.0,9495300.0
2013-01-25,12250,12650,12250,12550,57822,119166.0,9495300.0
2013-01-28,12650,12650,12350,12500,15043,118691.0,9495300.0
2013-01-29,12500,12600,12400,12500,9341,118691.0,9495300.0
2013-01-30,12500,12600,12350,12550,8124,119166.0,9495300.0
2013-01-31,12400,12600,12250,12500,11805,118691.0,9495300.0
2013-02-01,12500,12500,12200,12450,11090,118216.0,9495300.0
2013-02-04,12300,12500,12150,12450,22038,118216.0,9495300.0
2013-02-05,12400,12400,12100,12350,19798,117267.0,9495300.0
2013-02-06,12200,12600,12200,12600,18100,119641.0,9495300.0
2013-02-07,12600,12750,12550,12700,13941,120590.0,9495300.0
2013-02-08,12800,12800,12550,12700,5628,120590.0,9495300.0
2013-02-12,12600,12800,12600,12700,10257,120590.0,9495300.0
2013-02-13,12800,12800,12600,12600,7691,119641.0,9495300.0
2013-02-14,12600,12800,12550,12650,7033,120116.0,9495300.0
2013-02-15,12750,12750,12550,12650,4595,120116.0,9495300.0
2013-02-18,12650,12700,12550,12550,7166,119166.0,9495300.0
2013-02-19,12550,12950,12550,12950,56051,122964.0,9495300.0
2013-02-20,12950,13050,12850,13000,43807,123439.0,9495300.0
2013-02-21,13000,13050,12800,12950,16574,122964.0,9495300.0
2013-02-22,12700,12800,12550,12600,32060,119641.0,9495300.0
2013-02-25,12700,12700,12500,12550,17836,119166.0,9495300.0
2013-02-26,12550,12700,12300,12350,13503,117267.0,9495300.0
2013-02-27,12500,12500,12100,12350,31805,117267.0,9495300.0
2013-02-28,12350,12500,12200,12250,10912,116317.0,9495300.0
2013-03-04,12200,12400,12200,12300,6278,116792.0,9495300.0
2013-03-05,12250,12500,12200,12400,13896,117742.0,9495300.0
2013-03-06,12550,12650,12300,12300,31981,116792.0,9495300.0
2013-03-07,12400,12450,12200,12350,19340,117267.0,9495300.0
2013-03-08,12350,12600,12200,12600,31870,119641.0,9495300.0
2013-03-11,12400,12600,12300,12550,22043,119166.0,9495300.0
2013-03-12,12550,12550,12200,12450,17637,118216.0,9495300.0
2013-03-13,12450,12450,12250,12300,12437,116792.0,9495300.0
2013-03-14,12300,12550,12300,12550,17064,119166.0,9495300.0
2013-03-15,12600,12900,12500,12800,28326,121540.0,9495300.0
2013-03-18,12900,12900,12600,12650,45093,120116.0,9495300.0
