서울반도체(046890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-09-05,5600,5888,5575,5825,445842,266286.0,11428600.0
2005-09-06,5925,6000,5875,5912,335861,270286.0,11428600.0
2005-09-07,5975,6100,5750,6087,512096,278286.0,11428600.0
2005-09-08,6075,6088,5875,5975,280660,273144.0,11428600.0
2005-09-09,5950,6213,5913,5975,382934,273144.0,11428600.0
2005-09-12,6100,6113,5950,5975,135750,273144.0,11428600.0
2005-09-13,6038,6038,5788,5825,177385,266286.0,11428600.0
2005-09-14,5675,5775,5650,5725,263754,261715.0,11428600.0
2005-09-15,5638,6063,5638,5900,318938,269715.0,11428600.0
2005-09-16,5863,5938,5750,5937,118444,271429.0,11428600.0
2005-09-20,5950,6063,5900,5925,138457,270858.0,11428600.0
2005-09-21,5925,6050,5863,5900,178807,269715.0,11428600.0
2005-09-22,5975,6250,5963,6250,405774,285715.0,11428600.0
2005-09-23,6300,6325,6050,6150,186325,281144.0,11428600.0
2005-09-26,6250,6275,5938,6250,237971,285715.0,11428600.0
2005-09-27,6163,6413,6125,6325,254352,289144.0,11428600.0
2005-09-28,6338,6725,6225,6725,509919,307429.0,11428600.0
2005-09-29,6638,6825,6550,6687,440208,305715.0,11428600.0
2005-09-30,6788,6850,6538,6687,252322,305715.0,11428600.0
2005-10-04,6700,7275,6700,7200,463199,329144.0,11428600.0
2005-10-05,7200,7400,7075,7250,275734,331429.0,11428600.0
2005-10-06,7100,7313,7038,7250,191826,331429.0,11428600.0
2005-10-07,7050,7175,6838,6862,246843,313715.0,11428600.0
2005-10-10,6775,6950,6600,6787,248586,310286.0,11428600.0
2005-10-11,6925,7250,6813,7250,341828,331429.0,11428600.0
2005-10-12,7188,7475,7113,7125,267609,325715.0,11428600.0
2005-10-13,7050,7138,6875,7000,176663,320001.0,11428600.0
2005-10-14,7100,7100,6813,7000,96121,320001.0,11428600.0
2005-10-17,6900,7000,6488,6537,223149,298858.0,11428600.0
2005-10-18,6513,6713,6513,6600,150590,301715.0,11428600.0
2005-10-19,6500,6500,6250,6312,118798,288572.0,11428600.0
2005-10-20,6388,6425,6100,6250,219802,285715.0,11428600.0
2005-10-21,6063,6400,6063,6312,115292,288572.0,11428600.0
2005-10-24,6250,6463,6175,6200,157478,283429.0,11428600.0
2005-10-25,6313,6463,6250,6462,320163,295429.0,11428600.0
2005-10-26,6463,6488,6300,6437,141631,294286.0,11428600.0
2005-10-27,6400,6400,6150,6237,128504,285144.0,11428600.0
2005-10-28,6013,6100,5850,5875,147406,268572.0,11428600.0
2005-10-31,5913,5988,5800,5937,119549,271429.0,11428600.0
2005-11-01,5900,6138,5900,6025,114831,275429.0,11428600.0
2005-11-02,6025,6650,6025,6562,230561,300001.0,11428600.0
2005-11-03,6438,6650,6425,6425,267413,293715.0,11428600.0
2005-11-04,6525,6600,6413,6575,83244,300572.0,11428600.0
2005-11-07,6538,6538,6275,6400,152727,292572.0,11428600.0
2005-11-08,6375,6475,6225,6287,136520,287429.0,11428600.0
2005-11-09,6250,6375,6150,6187,180237,282858.0,11428600.0
2005-11-10,6150,6313,6063,6175,240442,282286.0,11428600.0
2005-11-11,6250,6263,6138,6162,173803,281715.0,11428600.0
2005-11-14,6013,6325,6013,6250,231593,285715.0,11428600.0
2005-11-15,6200,6388,6200,6375,183426,291429.0,11428600.0
2005-11-16,6388,6513,6300,6500,144871,297144.0,11428600.0
2005-11-17,6463,6963,6375,6900,414824,315429.0,11428600.0
2005-11-18,7050,7250,7050,7225,359439,330287.0,11428600.0
2005-11-21,7438,7438,6950,7050,186684,322287.0,11428600.0
2005-11-22,7025,7188,6750,6950,132791,317715.0,11428600.0
2005-11-23,6950,7100,6800,7000,308524,320001.0,11428600.0
2005-11-24,6950,7238,6900,7012,144556,320572.0,11428600.0
2005-11-25,7000,7363,6925,7312,253735,334287.0,11428600.0
2005-11-28,7263,7963,7263,7550,351205,345144.0,11428600.0
2005-11-29,7500,7563,7325,7350,109868,336001.0,11428600.0
2005-11-30,7338,8025,7338,7962,264731,364001.0,11428600.0
2005-12-01,8150,9150,8150,9150,582362,418287.0,11428600.0
2005-12-02,9450,9650,8700,8762,308355,400572.0,11428600.0
2005-12-05,8850,9563,8625,9325,279270,426287.0,11428600.0
2005-12-06,9375,10038,9050,9500,319971,434287.0,11428600.0
2005-12-07,9350,9525,8675,9000,346806,411430.0,11428600.0
2005-12-08,9000,9100,8438,8750,168392,400001.0,11428600.0
2005-12-09,8550,9063,8550,8850,204499,404572.0,11428600.0
2005-12-12,8763,10000,8763,9800,315949,448001.0,11428600.0
2005-12-13,10000,10625,9588,9962,363572,455430.0,11428600.0
2005-12-14,10000,10375,9825,10125,186122,462858.0,11428600.0
2005-12-15,10250,10275,9800,9850,74414,450287.0,11428600.0
2005-12-16,9325,9700,9150,9450,137924,432001.0,11428600.0
2005-12-19,9325,9763,9150,9625,116214,440001.0,11428600.0
2005-12-20,9525,9975,9425,9425,175975,430858.0,11428600.0
2005-12-21,9325,9563,9188,9200,120571,420572.0,11428600.0
2005-12-22,9088,9300,8588,8587,173435,392572.0,11428600.0
2005-12-23,8538,8975,8125,8575,196188,392001.0,11428600.0
2005-12-26,8513,9288,8513,9262,176209,423430.0,11428600.0
2005-12-27,9238,9363,9013,9025,105452,412572.0,11428600.0
2005-12-28,9025,10263,8875,9825,207708,449144.0,11428600.0
2005-12-29,9650,10025,9400,9875,169016,451430.0,11428600.0
2006-01-02,10000,10188,9625,10012,117112,457715.0,11428600.0
2006-01-03,10050,10188,9600,9725,129489,444573.0,11428600.0
2006-01-04,9800,10275,9663,9787,207016,447430.0,11428600.0
2006-01-05,9775,9850,9150,9425,135472,430858.0,11428600.0
2006-01-06,9413,10250,9413,10250,163926,468573.0,11428600.0
2006-01-09,10250,10500,10025,10250,106702,468573.0,11428600.0
2006-01-10,10275,10500,9900,9900,82514,452573.0,11428600.0
2006-01-11,10100,10300,9938,10250,174524,468573.0,11428600.0
2006-01-12,10250,10363,9900,10012,81994,457715.0,11428600.0
2006-01-13,9763,10088,9688,9750,85435,445715.0,11428600.0
2006-01-16,9800,10050,9563,9675,133099,442287.0,11428600.0
2006-01-17,9625,9800,9075,9450,254391,432001.0,11428600.0
2006-01-18,9075,9450,8313,8925,228541,408001.0,11428600.0
2006-01-19,8650,9113,8625,8625,214885,394287.0,11428600.0
2006-01-20,8500,8788,7338,7362,472247,336572.0,11428600.0
2006-01-23,7000,7988,7000,7700,507004,352001.0,11428600.0
2006-01-24,7700,7938,7500,7725,218158,353144.0,11428600.0
2006-01-25,7863,8538,7863,8300,466284,379430.0,11428600.0
2006-01-26,8500,8563,8138,8275,155501,378287.0,11428600.0
2006-01-27,8713,8713,8450,8475,118357,387430.0,11428600.0
2006-01-31,8463,8938,8325,8800,125208,402287.0,11428600.0
2006-02-01,8625,8725,8113,8212,116102,375430.0,11428600.0
2006-02-02,8375,8550,7750,7975,206236,364572.0,11428600.0
2006-02-03,7875,8175,7800,8050,121922,368001.0,11428600.0
2006-02-06,7838,8163,7800,8125,124783,371430.0,11428600.0
2006-02-07,8100,8575,8100,8375,265145,382858.0,11428600.0
2006-02-08,8575,8600,8400,8450,137695,386287.0,11428600.0
2006-02-09,8750,8775,8213,8387,135727,383430.0,11428600.0
2006-02-10,8300,8500,8125,8487,56019,388001.0,11428600.0
2006-02-13,8488,8588,8125,8150,138826,372572.0,11428600.0
2006-02-14,8013,8200,8000,8150,85925,372572.0,11428600.0
2006-02-15,8325,8325,8013,8025,146268,366858.0,11428600.0
2006-02-16,8025,8200,7925,8062,78849,368572.0,11428600.0
2006-02-17,8200,8300,8150,8162,87126,373144.0,11428600.0
2006-02-20,8250,8688,8200,8600,97130,393144.0,11428600.0
2006-02-21,8663,8950,8663,8850,97401,404572.0,11428600.0
2006-02-22,8850,8900,8725,8725,41139,398858.0,11428600.0
2006-02-23,8813,8925,8650,8925,51681,408001.0,11428600.0
2006-02-24,8825,9013,8763,8887,36977,406287.0,11428600.0
2006-02-27,8988,9025,8825,8925,37370,408001.0,11428600.0
2006-02-28,8775,8913,8700,8775,46964,401144.0,11428600.0
2006-03-02,8750,8875,8588,8750,73492,400001.0,11428600.0
2006-03-03,8700,8800,8550,8625,26591,394287.0,11428600.0
2006-03-06,8513,8825,8513,8750,27047,400001.0,11428600.0
2006-03-07,8800,9200,8800,8950,100141,409144.0,11428600.0
2006-03-08,8950,8975,8588,8975,48856,410287.0,11428600.0
2006-03-09,8975,9125,8950,8987,50928,410858.0,11428600.0
2006-03-10,8875,8988,8675,8750,106804,400001.0,11428600.0
2006-03-13,8763,8838,8463,8625,91354,394287.0,11428600.0
2006-03-14,8588,8675,8338,8400,63157,384001.0,11428600.0
2006-03-15,8388,8675,8388,8512,45934,389144.0,11428600.0
2006-03-16,8413,8538,8188,8537,103109,390287.0,11428600.0
2006-03-17,8400,8563,8288,8400,28841,384001.0,11428600.0
2006-03-20,8388,8463,8213,8325,47605,380572.0,11428600.0
2006-03-21,8213,8388,8213,8250,29842,377144.0,11428600.0
2006-03-22,8125,8250,8000,8000,29828,365715.0,11428600.0
2006-03-23,8013,8150,7500,8000,73401,365715.0,11428600.0
2006-03-24,7825,7925,7600,7825,87976,357715.0,11428600.0
2006-03-27,7738,8125,7725,7925,83533,362287.0,11428600.0
2006-03-28,7825,8150,7825,8025,30630,366858.0,11428600.0
2006-03-29,8025,8263,7963,8212,35729,375430.0,11428600.0
2006-03-30,8250,8650,8225,8587,66054,392572.0,11428600.0
2006-03-31,8513,8850,8500,8625,47573,394287.0,11428600.0
2006-04-03,8750,8925,8750,8837,72948,404001.0,11428600.0
2006-04-04,8913,9025,8775,8825,62997,403430.0,11428600.0
2006-04-05,9025,9488,8900,9250,99555,422858.0,11428600.0
2006-04-06,9613,10388,9425,10075,203153,460573.0,11428600.0
2006-04-07,10000,10000,9775,10000,52754,457144.0,11428600.0
2006-04-10,9925,9950,9575,9937,50974,454287.0,11428600.0
2006-04-11,9888,9988,9688,9875,29915,451430.0,11428600.0
2006-04-12,9713,10200,9713,10200,38250,466287.0,11428600.0
2006-04-13,10250,10313,10063,10200,41984,466287.0,11428600.0
2006-04-14,10275,10600,10275,10375,68403,474287.0,11428600.0
2006-04-17,10400,10513,10075,10325,26726,472001.0,11428600.0
2006-04-18,10250,10438,10000,10162,31399,464573.0,11428600.0
2006-04-19,10300,10475,10175,10412,39001,476001.0,11428600.0
2006-04-20,10450,10875,10313,10625,88119,485716.0,11428600.0
2006-04-21,10725,10725,10400,10512,39349,480573.0,11428600.0
2006-04-24,10525,10525,10050,10250,31754,468573.0,11428600.0
2006-04-25,10125,10388,10050,10375,35867,474287.0,11428600.0
2006-04-26,10263,10500,10200,10325,25093,472001.0,11428600.0
2006-04-27,10250,10425,10000,10250,49267,468573.0,11428600.0
2006-04-28,10250,10625,9863,10625,71370,485716.0,11428600.0
2006-05-02,10800,12025,10550,11162,345092,510287.0,11428600.0
2006-05-03,11650,12250,11525,12000,351130,548573.0,11428600.0
2006-05-04,12000,12150,11800,11975,91456,547430.0,11428600.0
2006-05-08,11850,11950,11425,11500,101170,525716.0,11428600.0
2006-05-09,12000,12425,11750,11925,181097,545144.0,11428600.0
2006-05-10,12238,12925,12100,12425,233871,568001.0,11428600.0
2006-05-11,12263,12825,12263,12500,163890,571430.0,11428600.0
2006-05-12,12300,12600,12025,12225,84440,558859.0,11428600.0
2006-05-15,11838,12088,11500,11750,76404,537144.0,11428600.0
2006-05-16,11425,11750,10600,11750,152535,537144.0,11428600.0
2006-05-17,11750,11875,11463,11725,30485,536001.0,11428600.0
2006-05-18,11100,11738,11025,11612,59745,530858.0,11428600.0
2006-05-19,11500,11825,11200,11250,59577,514287.0,11428600.0
2006-05-22,11750,12175,10450,10800,124758,246858.0,11428600.0
2006-05-23,10325,10550,9925,10375,216793,237143.0,11428600.0
2006-05-24,10200,10675,9850,10100,161601,230858.0,11428600.0
2006-05-25,10150,10225,9300,9300,54190,212572.0,11428600.0
2006-05-26,9500,10675,9500,10675,149658,244001.0,11428600.0
2006-05-29,11450,12275,11275,12100,495080,276572.0,11428600.0
2006-05-30,11775,11875,11200,11875,153564,287460.0,12103600.0
2006-06-01,11700,13400,11450,12000,304068,290486.0,12103600.0
2006-06-02,12700,12775,11000,11975,129360,289881.0,12103600.0
2006-06-05,11525,12000,11150,11150,91011,269910.0,12103600.0
2006-06-07,10275,11350,9700,11300,321699,273541.0,12103600.0
2006-06-08,10625,11000,9750,9750,303169,236020.0,12103600.0
2006-06-09,10100,10750,9850,10100,312348,488985.0,24207200.0
2006-06-12,10100,10125,9625,9850,201124,476882.0,24207200.0
2006-06-13,9500,9675,9000,9100,292665,440571.0,24207200.0
2006-06-14,8650,8825,8125,8300,850237,401840.0,24207200.0
2006-06-15,8600,8825,8300,8350,625650,404260.0,24207200.0
2006-06-16,8700,8750,8375,8525,539447,412733.0,24207200.0
2006-06-19,8400,9150,8400,8825,570205,427257.0,24207200.0
2006-06-20,8975,9150,8300,8400,423456,406681.0,24207200.0
2006-06-21,8500,8700,8250,8350,243272,404260.0,24207200.0
2006-06-22,8650,8725,8375,8375,281609,405471.0,24207200.0
2006-06-23,8300,8575,8250,8375,195667,405471.0,24207200.0
2006-06-26,8425,9525,8425,9350,578796,452675.0,24207200.0
2006-06-27,9550,9600,9000,9450,402075,457516.0,24207200.0
2006-06-28,9100,9450,9000,9375,208016,453885.0,24207200.0
2006-06-29,9575,9950,9350,9675,358969,468409.0,24207200.0
2006-06-30,10325,10325,9625,9825,568358,475671.0,24207200.0
2006-07-03,9825,9875,9575,9700,200416,469620.0,24207200.0
2006-07-04,9800,9850,9225,9275,431600,449044.0,24207200.0
2006-07-05,8800,9325,8775,8925,343932,432099.0,24207200.0
2006-07-06,8975,9200,8850,8975,228093,434519.0,24207200.0
2006-07-07,9075,9175,8900,8900,239795,430888.0,24207200.0
2006-07-10,8650,8925,8650,8925,180639,432099.0,24207200.0
2006-07-11,8825,8950,8500,8650,267249,418785.0,24207200.0
2006-07-12,8775,9400,8700,9300,514778,450254.0,24207200.0
2006-07-13,9100,9200,8750,8900,394766,430888.0,24207200.0
2006-07-14,8575,8750,8400,8500,279652,411522.0,24207200.0
2006-07-18,8350,8750,8275,8600,204938,416364.0,24207200.0
2006-07-19,8650,8775,8425,8425,157827,407891.0,24207200.0
2006-07-20,8775,8900,8650,8900,193413,430888.0,24207200.0
2006-07-21,8700,8850,8650,8775,75872,424836.0,24207200.0
2006-07-24,8750,8775,8575,8750,97167,423626.0,24207200.0
2006-07-25,8975,9025,8750,8800,173129,426047.0,24207200.0
2006-07-26,8800,8875,8625,8650,105205,418785.0,24207200.0
2006-07-27,8675,8825,8550,8825,199348,427257.0,24207200.0
2006-07-28,8800,9200,8750,9000,312320,435730.0,24207200.0
2006-07-31,9225,9400,9150,9175,315850,444202.0,24207200.0
2006-08-01,9175,9350,9025,9050,219971,438150.0,24207200.0
2006-08-02,8950,9225,8875,9125,157147,441781.0,24207200.0
2006-08-03,9275,9450,9125,9225,211359,446623.0,24207200.0
2006-08-04,9350,9600,9125,9150,452747,442992.0,24207200.0
2006-08-07,9225,9250,8875,8875,219113,429678.0,24207200.0
2006-08-08,8925,9175,8800,9100,160261,440571.0,24207200.0
2006-08-09,9025,9100,8925,9050,162661,438150.0,24207200.0
2006-08-10,8975,9125,8775,8925,158092,432099.0,24207200.0
2006-08-11,9000,9200,8450,8450,506706,409102.0,24207200.0
2006-08-14,8000,8000,7200,7200,1181137,348584.0,24207200.0
2006-08-16,7200,7325,6850,6975,590441,337690.0,24207200.0
2006-08-17,7075,7200,6950,7125,572131,344953.0,24207200.0
2006-08-18,7150,7250,6950,6975,285452,337690.0,24207200.0
2006-08-21,6975,7075,6900,6900,256208,334059.0,24207200.0
2006-08-22,6900,7200,6750,7150,455150,346163.0,24207200.0
2006-08-23,7200,7200,6950,7025,248359,340111.0,24207200.0
2006-08-24,6950,7025,6700,6700,432920,324376.0,24207200.0
2006-08-25,6700,6850,6675,6700,187687,324376.0,24207200.0
2006-08-28,6775,7025,6775,6850,433437,331639.0,24207200.0
2006-08-29,6925,7025,6800,6850,752571,331639.0,24207200.0
2006-08-30,6900,6925,6725,6725,430019,325587.0,24207200.0
2006-08-31,6825,7025,6775,6800,645575,329218.0,24207200.0
2006-09-01,6900,6950,6850,6875,357552,332849.0,24207200.0
2006-09-04,6925,7300,6875,7275,969519,352215.0,24207200.0
2006-09-05,7475,7725,7400,7550,1230562,365529.0,24207200.0
2006-09-06,7700,7700,7450,7575,565930,366739.0,24207200.0
2006-09-07,7400,7475,7300,7400,385133,358267.0,24207200.0
2006-09-08,7300,7625,7275,7475,306556,361898.0,24207200.0
2006-09-11,7500,7525,7150,7200,291209,348584.0,24207200.0
2006-09-12,7250,7350,7150,7175,268628,347373.0,24207200.0
2006-09-13,7425,7700,7375,7475,816094,361898.0,24207200.0
2006-09-14,7575,7575,7125,7300,772813,353425.0,24207200.0
2006-09-15,7250,7250,6950,7150,841595,346163.0,24207200.0
2006-09-18,7200,7300,7125,7200,516775,348584.0,24207200.0
2006-09-19,7275,7375,7225,7250,502261,351004.0,24207200.0
2006-09-20,7225,7250,7050,7125,349772,344953.0,24207200.0
2006-09-21,7225,7300,7100,7150,337942,346163.0,24207200.0
2006-09-22,7175,7225,6825,6825,463333,330428.0,24207200.0
2006-09-25,6750,6975,6725,6750,420908,326797.0,24207200.0
2006-09-26,6875,7075,6750,7025,353852,340111.0,24207200.0
2006-09-27,7150,8075,7050,8075,1794451,390946.0,24207200.0
2006-09-28,8125,8475,7825,7825,1367348,378843.0,24207200.0
2006-09-29,8000,8150,7850,7850,632963,380053.0,24207200.0
2006-10-02,7850,8050,7575,7575,377262,366739.0,24207200.0
2006-10-04,7425,7975,7400,7700,573741,372791.0,24207200.0
2006-10-09,7650,7975,6650,7325,875727,354635.0,24207200.0
2006-10-10,7500,7975,7400,7975,1050605,386105.0,24207200.0
2006-10-11,7775,7900,7500,7675,656265,371581.0,24207200.0
2006-10-12,7700,7775,7550,7725,654411,374001.0,24207200.0
2006-10-13,7800,8250,7625,8100,1436745,392157.0,24207200.0
2006-10-16,8100,8350,7950,8100,911511,392157.0,24207200.0
2006-10-17,8250,8475,8075,8300,1667181,401840.0,24207200.0
2006-10-18,8250,8400,8025,8275,687738,400629.0,24207200.0
2006-10-19,8375,8550,8275,8325,751308,403050.0,24207200.0
2006-10-20,8400,8650,8250,8300,636578,401840.0,24207200.0
2006-10-23,8325,8400,8075,8075,363566,390946.0,24207200.0
2006-10-24,8200,8225,7925,8025,400951,388526.0,24207200.0
2006-10-25,8100,8475,8000,8350,1305670,404260.0,24207200.0
2006-10-26,8475,9450,8275,9025,1850920,436940.0,24207200.0
2006-10-27,9125,9550,8925,9175,1342902,444202.0,24207200.0
2006-10-30,9100,9225,8825,8825,503456,427257.0,24207200.0
2006-10-31,8925,9175,8825,9025,455060,436940.0,24207200.0
2006-11-01,9075,9825,9075,9700,973657,469620.0,24207200.0
2006-11-02,9700,10125,9525,9700,907789,469620.0,24207200.0
2006-11-03,9850,9850,9550,9800,311840,474461.0,24207200.0
2006-11-06,9925,9950,9600,9725,327843,470830.0,24207200.0
2006-11-07,9650,9850,9525,9525,296292,461147.0,24207200.0
2006-11-08,9550,10100,9450,9675,1245249,468409.0,24207200.0
2006-11-09,9550,9625,9100,9250,770651,447833.0,24207200.0
2006-11-10,9300,9925,9275,9775,578766,473251.0,24207200.0
2006-11-13,9775,10225,9775,9975,532000,482934.0,24207200.0
2006-11-14,9975,10475,9975,10325,445858,499879.0,24207200.0
2006-11-15,10325,10475,9975,10325,613382,499879.0,24207200.0
2006-11-16,10700,11100,10225,10400,1724004,503510.0,24207200.0
2006-11-17,10750,10750,9950,10150,1009630,491406.0,24207200.0
2006-11-20,10025,10100,9500,9825,852416,475671.0,24207200.0
2006-11-21,9825,10350,9825,10150,858332,491406.0,24207200.0
2006-11-22,10275,10350,10050,10050,473015,486565.0,24207200.0
2006-11-23,10150,10150,9825,9850,409908,476882.0,24207200.0
2006-11-24,9700,9825,9500,9575,518916,463568.0,24207200.0
2006-11-27,9550,9650,9425,9500,372327,459937.0,24207200.0
2006-11-28,9275,9425,9150,9350,385032,452675.0,24207200.0
2006-11-29,9375,9650,9375,9650,408321,467199.0,24207200.0
2006-11-30,9750,9750,9550,9675,311527,468409.0,24207200.0
2006-12-01,9700,9750,9500,9525,221180,461147.0,24207200.0
2006-12-04,9425,9550,9250,9275,238714,449044.0,24207200.0
2006-12-05,9400,9675,9325,9500,614170,459937.0,24207200.0
2006-12-06,9525,9575,9300,9300,339668,450254.0,24207200.0
2006-12-07,9300,9575,9300,9325,257789,451464.0,24207200.0
2006-12-08,9325,9425,8925,9200,378693,445412.0,24207200.0
2006-12-11,9025,9250,9025,9025,133574,436940.0,24207200.0
2006-12-12,9025,9100,8750,8775,190463,424836.0,24207200.0
2006-12-13,8850,8875,8575,8775,155134,424836.0,24207200.0
2006-12-14,8700,9150,8675,8925,310299,432099.0,24207200.0
2006-12-15,9150,9200,8975,9000,140220,435730.0,24207200.0
2006-12-18,9050,9150,9000,9000,130817,435730.0,24207200.0
2006-12-19,8925,9050,8750,8750,210581,423626.0,24207200.0
2006-12-20,8800,9425,8750,9150,518811,442992.0,24207200.0
2006-12-21,9150,9500,9075,9500,307874,459937.0,24207200.0
2006-12-22,9500,9575,9275,9350,258075,452675.0,24207200.0
2006-12-26,9325,9600,9325,9550,340412,462358.0,24207200.0
2006-12-27,9600,9725,9400,9525,158455,461147.0,24207200.0
2006-12-28,9650,9900,9525,9900,399554,479303.0,24207200.0
2007-01-02,10125,10250,9950,9975,364888,482934.0,24207200.0
2007-01-03,10000,10050,9525,9600,397742,464778.0,24207200.0
2007-01-04,9600,9700,9375,9575,287876,463568.0,24207200.0
2007-01-05,9675,9700,9050,9125,278020,441781.0,24207200.0
2007-01-08,9000,9175,8850,8850,207185,428467.0,24207200.0
2007-01-09,9075,9150,8900,9000,150216,435730.0,24207200.0
2007-01-10,9000,9050,8800,9000,153458,435730.0,24207200.0
2007-01-11,9125,9125,8950,9000,140962,435730.0,24207200.0
2007-01-12,9075,9200,8975,8975,168440,434519.0,24207200.0
2007-01-15,8900,9125,8900,8975,148184,434519.0,24207200.0
2007-01-16,9025,9500,9000,9450,337400,457516.0,24207200.0
2007-01-17,9450,9550,9175,9250,157103,447833.0,24207200.0
2007-01-18,9250,9500,9000,9000,212193,435730.0,24207200.0
2007-01-19,8950,8950,8625,8625,186337,417574.0,24207200.0
2007-01-22,8525,8725,8425,8475,144981,410312.0,24207200.0
2007-01-23,8350,8725,8225,8275,358082,400629.0,24207200.0
2007-01-24,8275,8475,8275,8375,180803,405471.0,24207200.0
2007-01-25,8625,8675,8375,8425,262846,407891.0,24207200.0
2007-01-26,8375,8425,8300,8300,105727,401840.0,24207200.0
2007-01-29,8300,8500,7800,8150,269612,394577.0,24207200.0
2007-01-30,7850,7950,7225,7700,799096,372791.0,24207200.0
2007-01-31,7750,7825,7625,7650,220636,370370.0,24207200.0
2007-02-01,7700,8150,7675,7900,441799,382474.0,24207200.0
2007-02-02,7950,8325,7900,8250,411463,399419.0,24207200.0
2007-02-05,8325,8325,8175,8275,198163,400629.0,24207200.0
2007-02-06,8300,8600,8225,8300,222026,401840.0,24207200.0
2007-02-07,8350,8400,8200,8325,138537,403050.0,24207200.0
2007-02-08,8400,8400,8050,8175,126033,395788.0,24207200.0
2007-02-09,8100,8175,7900,7900,188331,382474.0,24207200.0
2007-02-12,7700,7875,7675,7750,192661,375212.0,24207200.0
2007-02-13,7850,8100,7850,7925,287507,383684.0,24207200.0
2007-02-14,7950,8000,7650,7750,241125,375212.0,24207200.0
2007-02-15,7850,7900,7700,7900,279703,382474.0,24207200.0
2007-02-16,7925,8375,7850,8375,317687,405471.0,24207200.0
2007-02-20,8425,8800,8350,8350,331361,404260.0,24207200.0
2007-02-21,8550,8600,8275,8525,186687,412733.0,24207200.0
2007-02-22,8600,8825,8600,8700,394267,421205.0,24207200.0
2007-02-23,8800,9025,8750,8800,299719,426047.0,24207200.0
2007-02-26,8800,9075,8775,9050,158349,438150.0,24207200.0
2007-02-27,9050,9200,8850,8850,168097,428467.0,24207200.0
2007-02-28,8300,9000,8300,8875,277663,429678.0,24207200.0
2007-03-02,8750,9175,8750,9050,259032,438150.0,24207200.0
2007-03-05,9025,9450,9000,9150,369365,442992.0,24207200.0
2007-03-06,9150,9350,9025,9225,300268,446623.0,24207200.0
2007-03-07,9500,10600,9500,10350,2266190,501089.0,24207200.0
2007-03-08,10350,10350,9575,9875,1135690,478092.0,24207200.0
2007-03-09,9950,10075,9800,9875,548107,478092.0,24207200.0
2007-03-12,10025,10875,10025,10850,1278154,525296.0,24207200.0
2007-03-13,10725,10750,10425,10500,405598,508351.0,24207200.0
2007-03-14,10150,10875,9975,10450,551183,505930.0,24207200.0
2007-03-15,10375,10550,10075,10175,488648,492617.0,24207200.0
2007-03-16,10175,10250,9825,10075,434385,487775.0,24207200.0
2007-03-19,9950,10375,9950,10150,472518,491406.0,24207200.0
2007-03-20,10325,10750,10200,10600,797337,513193.0,24207200.0
2007-03-21,10925,12150,10775,12050,1999655,583394.0,24207200.0
2007-03-22,12400,13350,11875,12350,1845764,597918.0,24207200.0
2007-03-23,12550,14200,12525,14200,1491429,687484.0,24207200.0
2007-03-26,15375,15750,13000,13350,3352881,646332.0,24207200.0
2007-03-27,13650,14075,13250,13500,1470312,653594.0,24207200.0
2007-03-28,13475,13475,12725,12850,1165412,622125.0,24207200.0
2007-03-29,12825,14300,12750,14300,2092420,692326.0,24207200.0
2007-03-30,14150,14175,13675,13700,688905,663277.0,24207200.0
2007-04-02,14000,14525,13650,14250,1051336,689905.0,24207200.0
2007-04-03,14050,15150,13800,14350,1358339,694747.0,24207200.0
2007-04-04,14675,15300,14525,14725,1035443,712902.0,24207200.0
2007-04-05,15125,16850,14825,16500,1796187,798838.0,24207200.0
2007-04-06,16475,17475,16025,16375,1225477,792786.0,24207200.0
2007-04-09,16500,17175,16275,16875,951500,816993.0,24207200.0
2007-04-10,16800,17125,15750,15750,887646,762527.0,24207200.0
2007-04-11,15500,16100,15250,15600,618726,755265.0,24207200.0
2007-04-12,15350,16100,15275,15675,557813,758896.0,24207200.0
2007-04-13,15925,16450,15650,15750,687958,762527.0,24207200.0
2007-04-16,15800,16500,15800,16225,559731,785524.0,24207200.0
2007-04-17,16600,16825,15800,15925,580734,770999.0,24207200.0
2007-04-18,16000,16650,15850,16650,670075,806100.0,24207200.0
2007-04-19,16850,17250,16375,16575,609055,802469.0,24207200.0
2007-04-20,16800,17050,16625,16950,385375,820624.0,24207200.0
2007-04-23,17200,17450,16600,16700,390725,808520.0,24207200.0
2007-04-24,16700,17175,16375,16850,286887,815783.0,24207200.0
2007-04-25,16775,17375,16700,17375,507162,841200.0,24207200.0
2007-04-26,17975,19625,17575,18550,1214834,898087.0,24207200.0
2007-04-27,18850,19450,18300,18675,540573,904139.0,24207200.0
2007-04-30,19025,20225,18500,18675,765938,904139.0,24207200.0
2007-05-02,19150,19650,19100,19150,289902,927136.0,24207200.0
2007-05-03,19500,19650,18850,18925,209370,916243.0,24207200.0
2007-05-04,18800,19400,18550,19300,288274,934398.0,24207200.0
2007-05-07,19500,20175,19175,20125,424420,974340.0,24207200.0
2007-05-08,20325,20600,20050,20325,375522,984023.0,24207200.0
2007-05-09,20175,20300,19725,19875,220991,962236.0,24207200.0
2007-05-10,20375,22500,20250,22500,751972,1089324.0,24207200.0
2007-05-11,22100,23750,21400,22725,543991,1100217.0,24207200.0
2007-05-14,23475,23475,22300,22350,207464,1082062.0,24207200.0
