알테오젠(196170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-08-29,20824,20824,19497,19523,103997,231970.0,5947945.0
2016-08-30,19773,20173,19623,19898,49330,236431.0,5947945.0
2016-08-31,19823,20173,19297,19773,41341,234944.0,5947945.0
2016-09-01,20849,21925,20123,20199,111297,240000.0,5947945.0
2016-09-02,20148,20223,19547,20099,49140,238810.0,5947945.0
2016-09-05,20198,20599,19748,20024,36626,237918.0,5947945.0
2016-09-06,19998,20524,19773,20299,30072,241189.0,5947945.0
2016-09-07,20524,20524,19773,20299,31843,241189.0,5947945.0
2016-09-08,20298,20824,19973,20399,59971,242379.0,5947945.0
2016-09-09,20674,21425,20423,21300,59817,253085.0,5947945.0
2016-09-12,20924,21625,20799,21100,56742,250706.0,5947945.0
2016-09-13,21500,21500,20699,21175,37183,251598.0,5947945.0
2016-09-19,21099,21224,20799,20824,26058,247435.0,5947945.0
2016-09-20,20824,21274,20674,20799,33603,247137.0,5947945.0
2016-09-21,21024,21124,20423,20474,41445,243271.0,5947945.0
2016-09-22,20699,20774,20474,20749,27675,258137.0,6227665.0
2016-09-23,20749,21400,20624,21275,62586,264676.0,6227665.0
2016-09-26,21249,21475,20574,20724,40930,257825.0,6227665.0
2016-09-27,20373,20774,20148,20449,39546,254400.0,6227665.0
2016-09-28,20524,21199,20524,21025,32299,261562.0,6227665.0
2016-09-29,21149,21650,20949,21375,64508,265921.0,6227665.0
2016-09-30,21625,21625,20524,20900,104836,260005.0,6227665.0
2016-10-04,20373,20549,19472,19948,83536,248172.0,6227665.0
2016-10-05,19973,20023,19122,19198,91788,238831.0,6227665.0
2016-10-06,19197,19472,19072,19223,30414,239142.0,6227665.0
2016-10-07,19222,19422,18021,18372,55248,228555.0,6227665.0
2016-10-10,18371,19022,18271,18572,19924,231046.0,6227665.0
2016-10-11,18621,19022,18496,18872,23867,234783.0,6227665.0
2016-10-12,18621,19072,18621,18722,22772,232915.0,6227665.0
2016-10-13,18721,18947,17870,17871,32209,222328.0,6227665.0
2016-10-14,17971,18221,17445,17846,34887,222016.0,6227665.0
2016-10-17,17720,17971,16944,17295,65068,215166.0,6227665.0
2016-10-18,17295,17921,17220,17521,28998,217968.0,6227665.0
2016-10-19,17345,17971,17345,17946,16364,223262.0,6227665.0
2016-10-20,18096,18271,17570,17771,21086,221082.0,6227665.0
2016-10-21,17495,18997,17420,18347,95982,228244.0,6227665.0
2016-10-24,18296,18296,17896,17921,25730,222950.0,6227665.0
2016-10-25,17921,17946,16944,17020,40057,211741.0,6227665.0
2016-10-26,16644,17120,16244,16745,38158,208315.0,6227665.0
2016-10-27,16794,17470,16794,17471,26646,217346.0,6227665.0
2016-10-28,17320,17495,16469,16494,26748,205202.0,6227665.0
2016-10-31,16394,16394,15017,15143,66680,188387.0,6227665.0
2016-11-01,15042,15568,14917,15143,51533,188387.0,6227665.0
2016-11-02,15167,15393,14241,14467,43688,179980.0,6227665.0
2016-11-03,14316,15217,14316,14767,31296,183716.0,6227665.0
2016-11-04,14667,15142,14517,15068,16274,187453.0,6227665.0
2016-11-07,15092,15368,14867,15118,15688,188075.0,6227665.0
2016-11-08,15543,15993,15292,15894,36009,197728.0,6227665.0
2016-11-09,15968,16143,13891,15018,99327,186830.0,6227665.0
2016-11-10,15843,16118,15418,15919,51302,198040.0,6227665.0
2016-11-11,15793,16569,15618,16369,46107,203645.0,6227665.0
2016-11-14,16269,16519,16068,16244,12021,202088.0,6227665.0
2016-11-15,16244,16269,15443,15718,29526,195549.0,6227665.0
2016-11-16,15768,16068,15418,15919,12245,198040.0,6227665.0
2016-11-17,15718,15893,15418,15668,14135,194926.0,6227665.0
2016-11-18,15818,15818,15267,15568,14615,193680.0,6227665.0
2016-11-21,15343,15493,15092,15118,11349,188075.0,6227665.0
2016-11-22,15117,15493,14817,15093,13241,187764.0,6227665.0
2016-11-23,15092,16018,14366,14617,35122,181848.0,6227665.0
2016-11-24,14466,14792,14341,14342,18293,178423.0,6227665.0
2016-11-25,14316,15042,14316,14867,20275,184962.0,6227665.0
2016-11-28,14967,15167,14667,14842,6673,184650.0,6227665.0
2016-11-29,14617,15267,14617,14767,19888,183716.0,6227665.0
2016-11-30,15167,15368,14842,15243,32197,189632.0,6227665.0
2016-12-01,15267,15267,14867,15093,14702,187764.0,6227665.0
2016-12-02,15242,15317,14667,14867,16378,184962.0,6227665.0
2016-12-05,14567,14842,13916,14067,44673,174997.0,6227665.0
2016-12-06,14191,14466,13916,14067,15667,174997.0,6227665.0
2016-12-07,14116,14241,13140,13691,30145,170327.0,6227665.0
2016-12-08,13866,13966,13315,13391,35698,166590.0,6227665.0
2016-12-09,13490,13966,13415,13916,18991,173129.0,6227665.0
2016-12-12,13966,14567,13916,14567,17584,181225.0,6227665.0
2016-12-13,14867,14967,14617,14867,12630,184962.0,6227665.0
2016-12-14,15017,15142,14792,15043,18195,187141.0,6227665.0
2016-12-15,14892,15142,14542,14767,35922,183716.0,6227665.0
2016-12-16,15117,15117,14717,14717,13826,183093.0,6227665.0
2016-12-19,14617,14767,14341,14492,16562,180291.0,6227665.0
2016-12-20,14667,14917,14517,14667,19724,183115.0,6249665.0
2016-12-21,14667,14892,14366,14592,20537,182178.0,6249665.0
2016-12-22,14792,14967,14466,14617,49283,182490.0,6249665.0
2016-12-23,14667,15368,14466,15093,70911,188427.0,6249665.0
2016-12-26,15092,15317,14917,15018,26629,187490.0,6249665.0
2016-12-27,15067,15267,14792,15018,18151,187490.0,6249665.0
2016-12-28,15092,16068,15017,15944,84408,199052.0,6249665.0
2016-12-29,15743,16644,15743,16394,52024,204677.0,6249665.0
2017-01-02,16294,16469,16018,16169,23558,201864.0,6249665.0
2017-01-03,16143,16619,16143,16569,18964,206864.0,6249665.0
2017-01-04,16569,16719,16194,16494,24792,205926.0,6249665.0
2017-01-05,16694,16719,16319,16469,20291,205614.0,6249665.0
2017-01-06,16469,16569,16018,16119,17846,201239.0,6249665.0
2017-01-09,16269,16369,15918,16144,19952,201552.0,6249665.0
2017-01-10,16018,16143,15668,15844,15012,197802.0,6249665.0
2017-01-11,15843,16219,15693,15794,18276,197177.0,6249665.0
2017-01-12,15668,15943,15593,15819,15193,197489.0,6249665.0
2017-01-13,16194,16194,15693,16069,10279,200614.0,6249665.0
2017-01-16,16068,16344,15843,15919,11340,198739.0,6249665.0
2017-01-17,15943,16043,15468,15518,13249,193740.0,6249665.0
2017-01-18,15393,15718,15267,15518,9402,193740.0,6249665.0
2017-01-19,15468,15818,15267,15443,8152,192802.0,6249665.0
2017-01-20,15493,15493,14967,14968,16169,186865.0,6249665.0
2017-01-23,14817,15017,14517,14517,21081,181240.0,6249665.0
2017-01-24,14517,14742,14291,14492,11434,180928.0,6249665.0
2017-01-25,14441,14717,14091,14417,18703,179990.0,6249665.0
2017-01-26,14416,14416,13941,14217,43701,178726.0,6293165.0
2017-01-31,14191,14366,14016,14067,16998,176838.0,6293165.0
2017-02-01,14066,14492,14066,14292,34028,179670.0,6293165.0
2017-02-02,14492,14617,14166,14167,28795,178097.0,6293165.0
2017-02-03,14166,14441,14066,14417,29625,181243.0,6293165.0
2017-02-06,14391,14667,14391,14467,8962,181872.0,6293165.0
2017-02-07,14492,15167,14466,15018,27436,188795.0,6293165.0
2017-02-08,14917,15167,14692,14867,8595,186907.0,6293165.0
2017-02-09,14867,15017,14517,14767,9603,185648.0,6293165.0
2017-02-10,14817,14867,14517,14742,11479,185334.0,6293165.0
2017-02-13,14767,14767,14266,14367,15593,180614.0,6293165.0
2017-02-14,14291,14567,14266,14417,6624,181243.0,6293165.0
2017-02-15,14592,14942,14466,14918,15417,187536.0,6293165.0
2017-02-16,14992,15017,14717,14918,8181,187536.0,6293165.0
2017-02-17,14767,14992,14742,14842,4969,186592.0,6293165.0
2017-02-20,14892,14992,14617,14792,10116,185963.0,6293165.0
2017-02-21,14667,14917,14642,14792,5412,185963.0,6293165.0
2017-02-22,14867,15192,14617,14918,15893,187536.0,6293165.0
2017-02-23,14917,15042,14767,14817,10461,186278.0,6293165.0
2017-02-24,14767,14867,14517,14717,13136,185019.0,6293165.0
2017-02-27,14842,14842,14316,14342,14832,180299.0,6293165.0
2017-02-28,14391,14517,14266,14417,7676,181243.0,6293165.0
2017-03-02,14642,14692,14266,14317,11178,179985.0,6293165.0
2017-03-03,14266,14366,13966,14167,7886,178097.0,6293165.0
2017-03-06,13916,14116,13766,14117,9346,177467.0,6293165.0
2017-03-07,14116,14216,13866,14016,11086,176209.0,6293165.0
2017-03-08,14191,14191,13766,13866,12754,174321.0,6293165.0
2017-03-09,13866,14016,13741,13966,11036,175579.0,6293165.0
2017-03-10,13966,13966,13791,13891,7524,174635.0,6293165.0
2017-03-13,14216,14216,13816,13941,7864,175265.0,6293165.0
2017-03-14,13716,14116,13716,13966,9674,175579.0,6293165.0
2017-03-15,13841,14016,13666,13866,9234,174321.0,6293165.0
2017-03-16,13991,14016,13666,13866,9258,174321.0,6293165.0
2017-03-17,13766,13866,13641,13666,10026,171803.0,6293165.0
2017-03-20,13816,13816,13590,13616,5257,171174.0,6293165.0
2017-03-21,13590,13741,13340,13716,19305,172433.0,6293165.0
2017-03-22,13716,14141,13465,14092,13517,177153.0,6293165.0
2017-03-23,14091,14266,13841,13891,12208,174635.0,6293165.0
2017-03-24,14116,14717,14041,14517,33140,182502.0,6293165.0
2017-03-27,14692,14917,14517,14667,23835,184390.0,6293165.0
2017-03-28,14817,14967,14391,14918,21634,187536.0,6293165.0
2017-03-29,15042,15618,14567,14943,59644,187851.0,6293165.0
2017-03-30,14942,14992,14391,14517,21475,182502.0,6293165.0
2017-03-31,14642,14717,14416,14692,11591,184704.0,6293165.0
2017-04-03,14867,15017,14642,15018,22583,188795.0,6293165.0
2017-04-04,15167,15167,14692,14842,17098,186592.0,6293165.0
2017-04-05,14817,14967,14416,14867,24932,186907.0,6293165.0
2017-04-06,14792,14792,14492,14617,14307,183760.0,6293165.0
2017-04-07,14817,14817,14416,14667,12817,184390.0,6293165.0
2017-04-10,14792,14792,13966,13966,28607,175579.0,6293165.0
2017-04-11,14116,14266,13766,13941,22537,175265.0,6293165.0
2017-04-12,14091,14091,13590,13766,15545,173062.0,6293165.0
2017-04-13,13941,14041,13540,13741,17140,172747.0,6293165.0
2017-04-14,13741,13966,13565,13766,18546,173062.0,6293165.0
2017-04-17,13841,14216,13841,14167,14973,178097.0,6293165.0
2017-04-18,14316,14366,13866,14217,15531,178726.0,6293165.0
2017-04-19,14341,14466,14166,14242,13346,179041.0,6293165.0
2017-04-20,14316,14466,14091,14217,12135,178726.0,6293165.0
2017-04-21,14366,14466,14216,14342,13917,180299.0,6293165.0
2017-04-24,14366,14416,13891,13891,16265,174635.0,6293165.0
2017-04-25,14016,14166,13841,13966,13495,175579.0,6293165.0
2017-04-26,14041,14166,13816,13966,13172,175579.0,6293165.0
2017-04-27,13816,14016,13816,13966,6992,175579.0,6293165.0
2017-04-28,13941,13991,13766,13816,12558,173691.0,6293165.0
2017-05-02,13866,13866,13615,13841,7263,174006.0,6293165.0
2017-05-04,13941,14116,13716,13991,11212,175894.0,6293165.0
2017-05-08,13991,14441,13966,14342,27307,180299.0,6293165.0
2017-05-10,14166,14517,14166,14342,12206,180299.0,6293165.0
2017-05-11,14441,14542,14241,14317,14167,179985.0,6293165.0
2017-05-12,14567,14667,14066,14092,32146,177153.0,6293165.0
2017-05-15,14091,14266,13615,13991,15530,175894.0,6293165.0
2017-05-16,14016,14166,13766,13816,10448,173691.0,6293165.0
2017-05-17,13816,13991,13716,13816,12994,173691.0,6293165.0
2017-05-18,13691,13816,13515,13566,14617,170545.0,6293165.0
2017-05-19,13741,13766,13515,13741,13065,172747.0,6293165.0
2017-05-22,13615,13816,13565,13691,13967,172118.0,6293165.0
2017-05-23,13791,13841,13515,13816,15251,173691.0,6293165.0
2017-05-24,13791,14241,13716,14192,35458,178411.0,6293165.0
2017-05-25,14266,14316,14116,14192,21632,178411.0,6293165.0
2017-05-26,14191,14241,13941,14242,14976,179041.0,6293165.0
2017-05-29,14116,14241,13941,13991,15086,175894.0,6293165.0
2017-05-30,14091,14266,13991,14217,14555,178726.0,6293165.0
2017-05-31,14416,15443,14341,15068,104644,189424.0,6293165.0
2017-06-01,15167,15418,15017,15018,42302,188795.0,6293165.0
2017-06-02,15217,15317,14867,15018,39675,188795.0,6293165.0
2017-06-05,15017,15393,14942,15368,32287,193200.0,6293165.0
2017-06-07,15443,15443,14917,15068,21775,189424.0,6293165.0
2017-06-08,14992,15192,14767,15118,26925,190054.0,6293165.0
2017-06-09,15343,15343,14867,15218,24147,191312.0,6293165.0
2017-06-12,15217,15393,15067,15118,19589,190054.0,6293165.0
2017-06-13,15042,15468,15042,15468,34262,194459.0,6293165.0
2017-06-14,15493,15918,15418,15668,64275,196976.0,6293165.0
2017-06-15,15793,15793,15267,15518,27399,195088.0,6293165.0
2017-06-16,15543,15918,15343,15769,40788,198235.0,6293165.0
2017-06-19,16219,16819,15943,16469,97839,207045.0,6293165.0
2017-06-20,16694,16719,16018,16219,26699,203899.0,6293165.0
2017-06-21,15968,16394,15818,15869,23494,199493.0,6293165.0
2017-06-22,15968,16269,15393,15493,29266,194773.0,6293165.0
2017-06-23,15543,15793,15317,15493,21683,194773.0,6293165.0
2017-06-26,15568,15568,15017,15068,28463,189424.0,6293165.0
2017-06-27,15067,15242,14917,14968,30065,188166.0,6293165.0
2017-06-28,14917,14992,14642,14642,26459,184075.0,6293165.0
2017-06-29,14667,15017,14567,14918,21053,187536.0,6293165.0
2017-06-30,14892,14892,14717,14767,10024,185648.0,6293165.0
2017-07-03,14792,14867,14316,14317,30657,179985.0,6293165.0
2017-07-04,14416,14667,14066,14167,22652,178097.0,6293165.0
2017-07-05,14166,14492,14116,14392,12982,180928.0,6293165.0
2017-07-06,14391,14717,14391,14667,9231,184390.0,6293165.0
2017-07-07,14567,15092,14542,14968,19191,188166.0,6293165.0
2017-07-10,14992,14992,14567,14617,8344,183760.0,6293165.0
2017-07-11,14667,14867,14341,14567,8185,183131.0,6293165.0
2017-07-12,14692,15317,14517,14867,56681,186907.0,6293165.0
2017-07-13,14867,14867,14466,14592,10796,183446.0,6293165.0
2017-07-14,14667,14667,14116,14342,16601,180299.0,6293165.0
2017-07-17,14191,14466,14191,14267,9311,179355.0,6293165.0
2017-07-18,14241,14366,14091,14367,11565,180614.0,6293165.0
2017-07-19,14466,14466,14216,14317,7315,179985.0,6293165.0
2017-07-20,14266,14416,14191,14342,7577,180299.0,6293165.0
2017-07-21,14366,14416,14241,14342,8622,180299.0,6293165.0
2017-07-24,14391,14391,14116,14292,9431,179670.0,6293165.0
2017-07-25,14341,14341,14016,14142,14188,177782.0,6293165.0
2017-07-26,14216,14266,13941,14067,9214,176838.0,6293165.0
2017-07-27,14116,14166,13816,13941,10791,175265.0,6293165.0
2017-07-28,14041,14116,13716,13791,22076,173377.0,6293165.0
2017-07-31,13941,13941,13540,13591,20885,170859.0,6293165.0
2017-08-01,13615,13791,13540,13791,8463,173377.0,6293165.0
2017-08-02,13791,14241,13691,14117,10298,177467.0,6293165.0
2017-08-03,14016,14216,13916,14067,9808,176838.0,6293165.0
2017-08-04,14066,14266,13916,14041,4261,176523.0,6293165.0
2017-08-07,13966,14316,13866,14217,11610,178726.0,6293165.0
2017-08-08,14291,14316,14141,14317,9038,179985.0,6293165.0
2017-08-09,14291,14366,13991,14016,11903,176209.0,6293165.0
2017-08-10,14116,14191,13816,13816,10371,173691.0,6293165.0
2017-08-11,13691,13691,13165,13291,36389,167084.0,6293165.0
2017-08-14,13290,13615,13240,13416,14396,168657.0,6293165.0
2017-08-16,13415,13741,13365,13441,17381,168971.0,6293165.0
2017-08-17,13440,13791,13390,13716,10369,172433.0,6293165.0
2017-08-18,13666,14266,13641,14217,25822,178726.0,6293165.0
2017-08-21,14316,14416,14116,14342,19068,180299.0,6293165.0
2017-08-22,14341,14492,14241,14417,14430,181243.0,6293165.0
2017-08-23,14316,14492,14291,14417,19235,181243.0,6293165.0
2017-08-24,14517,14567,14341,14492,14818,182187.0,6293165.0
2017-08-25,14617,14667,14517,14642,10768,184075.0,6293165.0
2017-08-28,14592,15117,14592,14968,30111,188166.0,6293165.0
2017-08-29,14892,14967,14667,14767,10099,185648.0,6293165.0
2017-08-30,14917,15067,14717,14867,13836,186907.0,6293165.0
2017-08-31,14767,15067,14767,14993,15407,188480.0,6293165.0
2017-09-01,14992,15117,14967,15093,28760,189739.0,6293165.0
2017-09-04,14617,14917,14567,14692,18156,184704.0,6293165.0
2017-09-05,14817,14867,14366,14542,11725,182816.0,6293165.0
2017-09-06,14416,14667,14291,14542,15940,182816.0,6293165.0
2017-09-07,14867,14867,14441,14542,12766,182816.0,6293165.0
2017-09-08,14767,14767,14366,14492,7139,182187.0,6293165.0
2017-09-11,14642,14642,14366,14417,12340,181243.0,6293165.0
2017-09-12,14517,15042,14266,14767,52152,185648.0,6293165.0
2017-09-13,14917,14942,14517,14817,14402,186278.0,6293165.0
2017-09-14,14767,14767,14441,14767,33349,185648.0,6293165.0
2017-09-15,14867,16819,14867,15593,155005,196032.0,6293165.0
2017-09-18,15868,15868,15142,15143,26987,190368.0,6293165.0
2017-09-19,15217,15368,14917,15043,14101,189110.0,6293165.0
2017-09-20,14967,15267,14792,14968,22064,188166.0,6293165.0
2017-09-21,15067,15142,14567,14567,14486,183131.0,6293165.0
2017-09-22,14517,14692,14191,14442,18535,181558.0,6293165.0
2017-09-25,14517,14517,13991,13991,12754,175894.0,6293165.0
2017-09-26,14166,14416,13741,14392,17421,180928.0,6293165.0
2017-09-27,14567,14567,14141,14167,5811,178097.0,6293165.0
2017-09-28,14266,14542,14091,14217,11555,178726.0,6293165.0
2017-09-29,14316,14492,14091,14342,7602,180299.0,6293165.0
2017-10-10,14366,14642,14116,14267,8343,179355.0,6293165.0
2017-10-11,14266,14567,14091,14417,11139,181243.0,6293165.0
2017-10-12,14592,14592,14266,14367,9822,180614.0,6293165.0
2017-10-13,14316,14992,14191,14918,46322,187536.0,6293165.0
2017-10-16,15242,15242,14542,14642,30693,184075.0,6293165.0
2017-10-17,14667,15317,14542,15268,47790,191942.0,6293165.0
2017-10-18,15242,16043,15042,16044,92231,201696.0,6293165.0
2017-10-19,16018,16018,15368,15518,54278,195088.0,6293165.0
2017-10-20,15418,15968,15167,15869,54353,199493.0,6293165.0
2017-10-23,15743,16594,15743,16394,129869,206101.0,6293165.0
2017-10-24,16369,16494,16143,16469,44171,207045.0,6293165.0
2017-10-25,16444,16469,15668,16119,49749,202640.0,6293165.0
2017-10-26,16219,16219,15793,15944,35712,200437.0,6293165.0
2017-10-27,16093,16093,15768,15944,22166,200437.0,6293165.0
2017-10-30,16093,17270,15818,17195,176493,216170.0,6293165.0
2017-10-31,17019,17245,16669,17170,61591,215856.0,6293165.0
2017-11-01,17195,17470,16769,17471,47597,219631.0,6293165.0
2017-11-02,17495,17520,17095,17270,35971,217114.0,6293165.0
2017-11-03,17245,17946,16894,17370,103191,218373.0,6293165.0
2017-11-06,17370,17370,16869,17270,55460,217114.0,6293165.0
2017-11-07,17270,17720,17095,17696,71647,222463.0,6293165.0
2017-11-08,17570,18571,17545,18021,88012,226554.0,6293165.0
2017-11-09,18021,18396,17520,17671,50058,222149.0,6293165.0
2017-11-10,17795,17795,17019,17170,49372,215856.0,6293165.0
2017-11-13,17120,18221,16794,17771,111097,223833.0,6305165.0
2017-11-14,17820,19097,17770,18922,217017,238335.0,6305165.0
2017-11-15,18947,20323,18621,19298,240412,243064.0,6305165.0
2017-11-16,19598,20023,18596,19898,166769,250630.0,6305165.0
2017-11-17,19648,20373,19247,20224,126944,254729.0,6305165.0
2017-11-20,20273,21350,19648,19773,176245,249054.0,6305165.0
2017-11-21,19848,20749,19547,20449,162470,257566.0,6305165.0
2017-11-22,20248,20524,19347,19523,276052,245901.0,6305165.0
2017-11-23,19522,23677,19322,21675,817276,273014.0,6305165.0
2017-11-24,22526,22651,21625,21726,207182,273644.0,6305165.0
2017-11-27,21900,21900,21149,21300,127508,268285.0,6305165.0
2017-11-28,21425,22100,21300,21776,148810,274275.0,6305165.0
2017-11-29,21600,21775,21174,21575,102696,271753.0,6305165.0
2017-11-30,21575,22050,21300,21325,88183,268600.0,6305165.0
2017-12-01,21725,22726,21450,22426,196615,282471.0,6305165.0
2017-12-04,22676,24253,22551,23778,235078,299495.0,6305165.0
2017-12-05,24028,24128,22451,22451,177905,282787.0,6305165.0
2017-12-06,22376,22876,21249,21300,236353,268285.0,6305165.0
2017-12-07,22500,22500,20950,21850,225271,137768.0,6305165.0
2017-12-08,21400,28350,20800,23300,981782,146910.0,6305165.0
2017-12-11,23350,25150,23350,24350,255624,153531.0,6305165.0
2017-12-12,23850,24900,23150,23300,118059,146910.0,6305165.0
2017-12-13,23700,25500,22700,23950,195694,151009.0,6305165.0
2017-12-14,24150,24950,23950,24300,102780,153216.0,6305165.0
2017-12-15,24300,24400,23350,23600,88332,148802.0,6305165.0
2017-12-18,23650,23750,22500,22600,86018,142497.0,6305165.0
2017-12-19,22600,22650,20950,21750,153031,137137.0,6305165.0
2017-12-20,21650,22300,20900,21000,114783,132408.0,6305165.0
2017-12-21,21250,21300,19800,19850,160262,125158.0,6305165.0
2017-12-22,20000,21000,19200,20250,303232,127680.0,6305165.0
2017-12-26,20300,21750,19900,20200,312196,127364.0,6305165.0
2017-12-27,21450,21700,20700,21300,238724,134300.0,6305165.0
2017-12-28,20800,22200,20650,22200,322680,279949.0,12610330.0
2018-01-02,22200,23400,21600,23300,413649,293821.0,12610330.0
2018-01-03,24000,25100,23250,23800,596670,300126.0,12610330.0
2018-01-04,24300,24400,22700,23000,224899,290038.0,12610330.0
2018-01-05,22800,23950,22800,23850,220674,300756.0,12610330.0
2018-01-08,24350,24650,23600,24400,301570,307692.0,12610330.0
2018-01-09,24600,24650,23150,23200,187091,292560.0,12610330.0
2018-01-10,23400,23750,22050,22650,273883,285624.0,12610330.0
2018-01-11,22550,23400,22150,22900,188038,288777.0,12610330.0
2018-01-12,23000,24400,22500,23350,450156,294451.0,12610330.0
2018-01-15,23300,23500,22350,22900,429342,288777.0,12610330.0
2018-01-16,23000,23850,22750,23200,290103,292560.0,12610330.0
2018-01-17,24800,26750,23550,24150,1053502,304539.0,12610330.0
2018-01-18,24400,24850,23600,24850,460991,313367.0,12610330.0
2018-01-19,25800,27650,25150,25200,1033077,317780.0,12610330.0
2018-01-22,25300,26000,24500,25700,255087,324085.0,12610330.0
2018-01-23,25950,26150,25300,25600,193193,322824.0,12610330.0
2018-01-24,25800,26200,25400,25800,227277,325347.0,12610330.0
2018-01-25,25800,26100,24950,25300,241330,319041.0,12610330.0
2018-01-26,25300,25450,24550,24650,240117,310845.0,12610330.0
2018-01-29,24900,25300,24550,24800,145854,312736.0,12610330.0
2018-01-30,25000,25200,24200,24600,122938,310214.0,12610330.0
2018-01-31,23750,24400,23300,23600,182373,297604.0,12610330.0
2018-02-01,23600,23900,22750,23200,148077,292560.0,12610330.0
2018-02-02,23300,23300,21950,22150,163812,279319.0,12610330.0
2018-02-05,21500,21550,20300,20450,209316,257881.0,12610330.0
2018-02-06,19400,20500,18500,20500,299793,258512.0,12610330.0
2018-02-07,21300,21650,19850,20250,235030,255359.0,12610330.0
2018-02-08,20650,21200,20250,20650,151502,260403.0,12610330.0
2018-02-09,19500,20100,18950,19150,291238,241488.0,12610330.0
2018-02-12,19500,19700,18950,18950,99532,238966.0,12610330.0
2018-02-13,19100,19300,18400,18400,103358,232030.0,12610330.0
2018-02-14,18500,19200,18250,19050,74430,240227.0,12610330.0
2018-02-19,19200,20050,19050,19900,80259,250946.0,12610330.0
2018-02-20,20050,20200,19450,19750,48848,249054.0,12610330.0
2018-02-21,19800,20600,19800,20300,58315,255990.0,12610330.0
2018-02-22,20250,20500,19750,19950,44687,251576.0,12610330.0
2018-02-23,19950,20200,19600,19950,42906,251576.0,12610330.0
2018-02-26,20300,20400,19900,20000,57807,252207.0,12610330.0
2018-02-27,20350,20400,19750,19800,65708,249685.0,12610330.0
2018-02-28,19550,19800,18950,19000,65839,239596.0,12610330.0
2018-03-02,18900,19350,18700,19100,56278,240857.0,12610330.0
2018-03-05,19050,19250,18500,19000,83149,239596.0,12610330.0
2018-03-06,19350,19350,18600,18900,68233,238335.0,12610330.0
2018-03-07,18700,18900,18000,18150,92087,228877.0,12610330.0
2018-03-08,18200,20850,18100,19800,407076,249685.0,12610330.0
2018-03-09,19800,19900,19350,19600,74991,247162.0,12610330.0
2018-03-12,19800,20650,19550,20650,92809,260403.0,12610330.0
2018-03-13,20600,20800,20150,20750,92066,261664.0,12610330.0
2018-03-14,20850,20850,20350,20700,66500,261034.0,12610330.0
2018-03-15,20550,21800,20500,21650,168116,273014.0,12610330.0
2018-03-16,21500,21950,21400,21800,83943,274905.0,12610330.0
2018-03-19,21600,21700,21000,21050,85570,265447.0,12610330.0
2018-03-20,20650,21400,20550,21350,63811,269231.0,12610330.0
2018-03-21,21800,21800,21050,21350,79418,269231.0,12610330.0
2018-03-22,21250,21600,20250,20800,94175,262295.0,12610330.0
2018-03-23,19500,20300,19100,19500,167749,245901.0,12610330.0
2018-03-26,19500,20250,18750,19950,75090,251576.0,12610330.0
2018-03-27,21100,25900,20500,23500,3559123,296343.0,12610330.0
2018-03-28,24250,25700,23150,25700,1526580,324085.0,12610330.0
2018-03-29,26500,27450,24550,24650,963386,310845.0,12610330.0
2018-03-30,24850,25450,24450,25300,446196,319041.0,12610330.0
2018-04-02,25300,25400,23800,24150,435091,304539.0,12610330.0
2018-04-03,23750,24700,23600,24450,191049,308323.0,12610330.0
2018-04-04,24650,25300,23750,24000,288501,302648.0,12610330.0
2018-04-05,24700,26100,24350,26000,698642,327869.0,12610330.0
2018-04-06,26000,26100,25050,25800,355645,325347.0,12610330.0
2018-04-09,25500,33250,25450,31450,3204025,396595.0,12610330.0
2018-04-10,31200,32750,30700,31900,818322,402270.0,12610330.0
2018-04-11,32300,40350,31900,37350,2765201,470996.0,12610330.0
2018-04-12,37850,38050,34450,35450,836701,447036.0,12610330.0
2018-04-13,38950,41900,36800,37000,1699187,466582.0,12610330.0
2018-04-16,36850,46000,36100,42250,3326669,532786.0,12610330.0
2018-04-17,42250,42850,40500,41650,588216,525220.0,12610330.0
2018-04-18,41500,44650,37400,38750,894162,488650.0,12610330.0
2018-04-19,37800,38650,35750,36500,513062,460277.0,12610330.0
2018-04-20,37700,38750,35800,36500,390412,460277.0,12610330.0
2018-04-23,35700,35900,33500,34000,487739,428751.0,12610330.0
2018-04-24,34450,35800,33350,33500,408933,422446.0,12610330.0
2018-04-25,33250,34750,33150,34250,262100,431904.0,12610330.0
2018-04-26,35850,41500,35800,39850,1793664,502522.0,12610330.0
2018-04-27,39850,41000,38800,40650,433745,512610.0,12610330.0
2018-04-30,41000,41250,37500,39250,587549,494955.0,12610330.0
2018-05-02,37600,44850,36600,40000,1607288,504413.0,12610330.0
2018-05-03,40200,45500,37100,37100,1343658,467843.0,12610330.0
2018-05-04,38050,38250,34350,34800,585310,438839.0,12610330.0
2018-05-08,35700,36450,32900,32900,354072,414880.0,12610330.0
2018-05-09,32400,34500,32100,34400,382544,433795.0,12610330.0
2018-05-10,34400,34600,33000,33900,208859,427490.0,12610330.0
2018-05-11,33800,35650,33700,34750,301193,438209.0,12610330.0
2018-05-14,34500,34500,32550,33100,214231,417402.0,12610330.0
2018-05-15,33600,33950,31850,32000,217918,403531.0,12610330.0
2018-05-16,31850,32750,30850,32300,236009,407314.0,12610330.0
2018-05-17,33000,33100,30750,31000,180451,390920.0,12610330.0
2018-05-18,31000,32100,30600,30950,135586,390290.0,12610330.0
