인피니트헬스케어(071200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-01-19,16150,16300,15750,15750,574908,380275.0,24144467.0
2012-01-20,15850,16000,15100,15350,678640,370618.0,24144467.0
2012-01-25,15200,16050,15200,16050,703693,387519.0,24144467.0
2012-01-26,16000,16500,15800,15950,700322,385104.0,24144467.0
2012-01-27,16150,16400,15600,15700,498750,379068.0,24144467.0
2012-01-30,15700,15800,15100,15200,618572,366996.0,24144467.0
2012-01-31,15500,16000,15400,15750,682870,380275.0,24144467.0
2012-02-01,15700,15850,15350,15750,587321,380275.0,24144467.0
2012-02-02,16300,16750,16200,16200,1247939,391140.0,24144467.0
2012-02-03,16150,17400,16000,17300,2273099,417699.0,24144467.0
2012-02-06,17650,17700,17000,17300,1889110,417699.0,24144467.0
2012-02-07,17200,17600,16950,17500,1328192,422528.0,24144467.0
2012-02-08,18950,19400,16900,16900,4204261,408041.0,24144467.0
2012-02-09,16750,17000,16250,16550,1232990,399591.0,24144467.0
2012-02-10,16600,17450,15550,15600,1835505,376654.0,24144467.0
2012-02-13,15800,16850,15750,16600,901456,400798.0,24144467.0
2012-02-14,16750,17000,16300,16450,689640,397176.0,24144467.0
2012-02-15,16550,16900,16250,16900,677205,408041.0,24144467.0
2012-02-16,17050,17750,16900,17600,1478350,424943.0,24144467.0
2012-02-17,17550,18050,17150,17200,1270676,415285.0,24144467.0
2012-02-20,17300,17500,16850,17150,628146,414078.0,24144467.0
2012-02-21,17200,17700,17150,17300,1090756,417699.0,24144467.0
2012-02-22,17450,17850,17000,17000,1036977,410456.0,24144467.0
2012-02-23,17450,19400,17450,18450,5788817,445465.0,24144467.0
2012-02-24,18250,18400,16850,17000,2176691,410456.0,24144467.0
2012-02-27,17000,17200,16300,16400,858177,395969.0,24144467.0
2012-02-28,16400,16750,16250,16550,537525,402681.0,24331167.0
2012-02-29,16700,16800,16300,16550,549562,402681.0,24331167.0
2012-03-02,16500,16650,16150,16150,459051,392948.0,24331167.0
2012-03-05,15750,15950,14500,14550,1639121,354018.0,24331167.0
2012-03-06,14550,14900,14100,14900,705523,362534.0,24331167.0
2012-03-07,14550,14750,14300,14300,327482,347936.0,24331167.0
2012-03-08,14300,14450,14150,14150,392698,344286.0,24331167.0
2012-03-09,14200,14900,14200,14400,576087,350369.0,24331167.0
2012-03-12,14500,14800,12950,13500,1266768,328471.0,24331167.0
2012-03-13,13250,14250,13250,13800,1058267,335770.0,24331167.0
2012-03-14,13900,14150,13500,13500,487382,328471.0,24331167.0
2012-03-15,13250,14050,13250,13950,528343,339420.0,24331167.0
2012-03-16,13850,14050,13650,13700,217411,333337.0,24331167.0
2012-03-19,13650,13800,13250,13450,297214,327254.0,24331167.0
2012-03-20,13600,14100,13550,13600,442416,330904.0,24331167.0
2012-03-21,13700,14100,13650,14100,447624,343069.0,24331167.0
2012-03-22,14150,14150,13300,13350,462432,324821.0,24331167.0
2012-03-23,13100,13450,13100,13200,300801,321171.0,24331167.0
2012-03-26,13350,13550,13050,13050,302544,317522.0,24331167.0
2012-03-27,13150,13500,12850,12950,355313,315089.0,24331167.0
2012-03-28,13000,13250,12550,12600,475033,306573.0,24331167.0
2012-03-29,12400,12750,12350,12400,382398,301706.0,24331167.0
2012-03-30,12400,12900,12300,12850,373324,312655.0,24331167.0
2012-04-02,12800,13250,12800,12850,319676,312655.0,24331167.0
2012-04-03,12850,12950,12350,12500,306767,304140.0,24331167.0
2012-04-04,12450,12500,11650,11750,489914,285891.0,24331167.0
2012-04-05,11200,11800,11150,11400,337330,277375.0,24331167.0
2012-04-06,11450,11600,10900,10900,412230,265210.0,24331167.0
2012-04-09,10700,10800,9970,9990,634075,243068.0,24331167.0
2012-04-10,9940,11450,9940,11100,1763532,270076.0,24331167.0
2012-04-12,10700,12000,10500,11300,1233249,274942.0,24331167.0
2012-04-13,11500,11750,11200,11300,585385,274942.0,24331167.0
2012-04-16,11150,11650,11050,11300,358321,274942.0,24331167.0
2012-04-17,11550,12900,11550,12250,1979202,298057.0,24331167.0
2012-04-18,12550,12650,11850,11900,684304,289541.0,24331167.0
2012-04-19,11850,12300,11800,12100,400676,294407.0,24331167.0
2012-04-20,12100,12800,11900,12000,819887,291974.0,24331167.0
2012-04-23,12200,12550,11700,11850,532828,288324.0,24331167.0
2012-04-24,11600,11850,11050,11200,544978,272509.0,24331167.0
2012-04-25,11300,11550,10700,10700,644579,260343.0,24331167.0
2012-04-26,10950,11100,10100,10300,550427,250611.0,24331167.0
2012-04-27,10450,10950,10350,10750,671917,261560.0,24331167.0
2012-04-30,10850,11200,10550,10950,586466,266426.0,24331167.0
2012-05-02,10950,10950,10600,10850,361715,263993.0,24331167.0
2012-05-03,10850,11300,10800,10900,367724,265210.0,24331167.0
2012-05-04,10900,12300,10750,11900,1969672,289541.0,24331167.0
2012-05-07,11700,12350,11550,11850,869759,288324.0,24331167.0
2012-05-08,12000,12200,11700,12100,665395,294407.0,24331167.0
2012-05-09,11950,12250,11500,11550,663821,281025.0,24331167.0
2012-05-10,11900,12450,11650,11650,1206756,283458.0,24331167.0
2012-05-11,11600,12000,11450,11700,497518,284675.0,24331167.0
2012-05-14,11900,12400,11750,11950,868177,290757.0,24331167.0
2012-05-15,11750,11900,11300,11500,450138,279808.0,24331167.0
2012-05-16,11350,11450,10450,10500,463605,255477.0,24331167.0
2012-05-17,10500,10900,10450,10600,350907,257910.0,24331167.0
2012-05-18,10150,10250,9850,9850,510934,239662.0,24331167.0
2012-05-21,9880,10050,9400,9400,433216,228713.0,24331167.0
2012-05-22,9640,9800,9300,9500,722623,231146.0,24331167.0
2012-05-23,9770,10200,9440,9500,1331208,231146.0,24331167.0
2012-05-24,8520,8940,8190,8400,2382576,204382.0,24331167.0
2012-05-25,8600,8770,8420,8480,825272,206328.0,24331167.0
2012-05-29,8480,8660,8480,8570,516484,208518.0,24331167.0
2012-05-30,8660,8820,8580,8600,647176,209248.0,24331167.0
2012-05-31,8440,8650,8240,8590,587971,209005.0,24331167.0
2012-06-01,8670,8810,8530,8530,488884,207545.0,24331167.0
2012-06-04,8010,8250,7470,7550,894732,183700.0,24331167.0
2012-06-05,7620,7920,7620,7700,633631,187350.0,24331167.0
2012-06-07,8000,8160,7900,7940,742146,193189.0,24331167.0
2012-06-08,8020,8150,7900,8040,405413,195623.0,24331167.0
2012-06-11,8160,8420,8130,8180,471789,199029.0,24331167.0
2012-06-12,8040,8600,8020,8300,1061838,201949.0,24331167.0
2012-06-13,8400,8500,8180,8230,429939,200246.0,24331167.0
2012-06-14,8230,8560,8170,8370,587929,203652.0,24331167.0
2012-06-15,8440,8500,8050,8050,341034,195866.0,24331167.0
2012-06-18,8200,8390,8170,8230,397519,200246.0,24331167.0
2012-06-19,8320,9130,8310,8810,1988068,214358.0,24331167.0
2012-06-20,8930,9110,8710,8910,936754,216791.0,24331167.0
2012-06-21,9100,9280,8850,8880,987654,216061.0,24331167.0
2012-06-22,8650,8900,8600,8640,539381,210221.0,24331167.0
2012-06-25,8720,8880,8550,8630,396205,209978.0,24331167.0
2012-06-26,8510,8780,8500,8620,377618,209735.0,24331167.0
2012-06-27,8710,8750,8570,8610,295821,209491.0,24331167.0
2012-06-28,8740,8770,8570,8610,323434,209491.0,24331167.0
2012-06-29,8980,9300,8730,8730,1409213,212411.0,24331167.0
2012-07-02,8910,9550,8750,9360,1525366,227740.0,24331167.0
2012-07-03,9520,9570,9270,9280,997320,225793.0,24331167.0
2012-07-04,9400,9460,9280,9400,658417,228713.0,24331167.0
2012-07-05,9350,9440,9250,9250,439600,225063.0,24331167.0
2012-07-06,9310,9340,8880,9050,542666,220197.0,24331167.0
2012-07-09,9030,9080,8840,8900,303920,216547.0,24331167.0
2012-07-10,9020,9130,8900,9010,466460,219224.0,24331167.0
2012-07-11,9010,9090,8910,8940,299206,217521.0,24331167.0
2012-07-12,8940,9120,8420,8500,585681,206815.0,24331167.0
2012-07-13,8560,8690,7740,8280,586388,201462.0,24331167.0
2012-07-16,8340,8520,8340,8380,230544,203895.0,24331167.0
2012-07-17,8310,8470,8250,8310,219093,202192.0,24331167.0
2012-07-18,8300,8460,8020,8030,337705,195379.0,24331167.0
2012-07-19,8110,8230,8060,8100,208355,197082.0,24331167.0
2012-07-20,8160,8410,8070,8220,410041,200002.0,24331167.0
2012-07-23,8280,8280,7970,7970,299065,193919.0,24331167.0
2012-07-24,7840,8180,7760,8130,411915,197812.0,24331167.0
2012-07-25,8130,8210,7750,7750,407807,188567.0,24331167.0
2012-07-26,7780,7880,7580,7610,268699,185160.0,24331167.0
2012-07-27,7890,7890,7700,7810,248736,190026.0,24331167.0
2012-07-30,7850,8030,7810,7850,228650,191000.0,24331167.0
2012-07-31,7770,8570,7770,8350,963168,203165.0,24331167.0
2012-08-01,8370,8490,8190,8270,392257,201219.0,24331167.0
2012-08-02,8310,8370,8150,8150,251556,198299.0,24331167.0
2012-08-03,8050,8130,7970,7970,248004,193919.0,24331167.0
2012-08-06,8150,8260,8070,8070,228922,196353.0,24331167.0
2012-08-07,8050,8220,8050,8170,200144,198786.0,24331167.0
2012-08-08,8200,8320,8100,8100,343995,197082.0,24331167.0
2012-08-09,8100,8200,8000,8010,315358,194893.0,24331167.0
2012-08-10,8070,8300,8000,8240,521940,200489.0,24331167.0
2012-08-13,8390,9300,8320,9130,3375427,222144.0,24331167.0
2012-08-14,9040,9170,8860,9020,1037596,219467.0,24331167.0
2012-08-16,9020,9320,8890,9280,1244686,225793.0,24331167.0
2012-08-17,9230,9280,9040,9210,815612,224090.0,24331167.0
2012-08-20,9390,9920,9360,9420,2765595,229200.0,24331167.0
2012-08-21,9500,9520,9140,9180,855465,223360.0,24331167.0
2012-08-22,9170,9440,9160,9200,881532,223847.0,24331167.0
2012-08-23,9350,9770,9240,9660,1568916,235039.0,24331167.0
2012-08-24,9750,10150,9600,10000,2571461,243312.0,24331167.0
2012-08-27,10150,10250,9830,9930,1029918,241608.0,24331167.0
2012-08-28,9870,10750,9810,10300,1959107,250611.0,24331167.0
2012-08-29,10400,10600,10150,10350,677970,251828.0,24331167.0
2012-08-30,10400,10600,10100,10100,711605,245745.0,24331167.0
2012-08-31,10050,10350,9930,10250,777267,249394.0,24331167.0
2012-09-03,10350,10500,10150,10150,580735,246961.0,24331167.0
2012-09-04,10200,10200,9470,9600,1151506,233579.0,24331167.0
2012-09-05,9660,9810,9500,9520,569356,231633.0,24331167.0
2012-09-06,9650,9800,9440,9440,493958,229686.0,24331167.0
2012-09-07,9590,9740,9480,9740,517167,236986.0,24331167.0
2012-09-10,9780,10100,9710,9940,780191,241852.0,24331167.0
2012-09-11,9970,10100,9800,9870,529806,240149.0,24331167.0
2012-09-12,9900,10150,9840,10150,741529,246961.0,24331167.0
2012-09-13,10150,10300,9950,9980,608353,242825.0,24331167.0
2012-09-14,10100,10150,9520,9580,872294,233093.0,24331167.0
2012-09-17,9610,9620,9280,9340,427757,227253.0,24331167.0
2012-09-18,9380,9940,9380,9920,945114,241365.0,24331167.0
2012-09-19,9900,10100,9840,10000,601663,243312.0,24331167.0
2012-09-20,10100,10300,9850,9910,728595,241122.0,24331167.0
2012-09-21,10000,10450,9960,10450,1533854,254261.0,24331167.0
2012-09-24,10850,11700,10800,11000,3476013,267643.0,24331167.0
2012-09-25,10950,10950,10400,10900,1118436,265210.0,24331167.0
2012-09-26,11150,11300,10600,10650,1122989,259127.0,24331167.0
2012-09-27,10450,10800,10200,10400,754942,253044.0,24331167.0
2012-09-28,10500,10650,10250,10600,548585,257910.0,24331167.0
2012-10-02,10500,11000,10500,10700,576225,260343.0,24331167.0
2012-10-04,10700,11200,10700,10900,964313,265210.0,24331167.0
2012-10-05,11100,11100,10600,10600,532492,257910.0,24331167.0
2012-10-08,10600,10700,10300,10350,474838,251828.0,24331167.0
2012-10-09,10450,11200,10450,11150,1478926,271293.0,24331167.0
2012-10-10,11050,11350,10800,11000,979174,267643.0,24331167.0
2012-10-11,11000,11450,10900,11350,1257916,276159.0,24331167.0
2012-10-12,11400,11450,11150,11150,725271,271293.0,24331167.0
2012-10-15,11250,11350,10050,10500,1111445,255477.0,24331167.0
2012-10-16,10600,10750,9970,10200,845455,248178.0,24331167.0
2012-10-17,10250,10400,9830,9830,630611,239175.0,24331167.0
2012-10-18,9850,10100,9630,9640,524635,234552.0,24331167.0
2012-10-19,9730,10150,9700,10100,609023,245745.0,24331167.0
2012-10-22,9810,10150,9810,10150,351884,246961.0,24331167.0
2012-10-23,10250,10300,9940,9950,398504,242095.0,24331167.0
2012-10-24,9810,10250,9810,10250,386595,249394.0,24331167.0
2012-10-25,10250,10350,9910,9910,336278,241122.0,24331167.0
2012-10-26,9950,10100,9270,9270,649824,225550.0,24331167.0
2012-10-29,9200,9350,8560,8610,741390,209491.0,24331167.0
2012-10-30,8550,8860,8550,8800,300361,214114.0,24331167.0
2012-10-31,8900,9350,8810,8850,465020,215331.0,24331167.0
2012-11-01,8980,9210,8870,8910,425792,216791.0,24331167.0
2012-11-02,9130,9240,8910,9070,315673,220684.0,24331167.0
2012-11-05,9110,9210,8970,9200,325334,223847.0,24331167.0
2012-11-06,9320,9670,9120,9670,749053,235282.0,24331167.0
2012-11-07,9700,10250,9510,9800,1712465,238445.0,24331167.0
2012-11-08,9740,10150,9600,9700,929064,236012.0,24331167.0
2012-11-09,9620,9800,9200,9300,475775,226280.0,24331167.0
2012-11-12,9220,9630,9220,9290,447220,226037.0,24331167.0
2012-11-13,9370,9470,8830,8870,533250,215817.0,24331167.0
2012-11-14,8870,9030,8550,8570,456058,208518.0,24331167.0
2012-11-15,7720,7890,7290,7300,1619116,177618.0,24331167.0
2012-11-16,7300,7420,6840,6900,605402,167885.0,24331167.0
2012-11-19,6870,7170,6840,7040,393236,171291.0,24331167.0
2012-11-20,7110,7360,7110,7220,462347,175671.0,24331167.0
2012-11-21,7220,7330,7120,7120,276865,173238.0,24331167.0
2012-11-22,7200,7460,7130,7330,323756,178347.0,24331167.0
2012-11-23,7430,7500,7220,7350,204938,178834.0,24331167.0
2012-11-26,7410,7770,7380,7590,436921,184674.0,24331167.0
2012-11-27,7590,7660,7300,7300,339704,177618.0,24331167.0
2012-11-28,7300,7600,7220,7500,437316,182484.0,24331167.0
2012-11-29,7510,7840,7500,7610,498435,185160.0,24331167.0
2012-11-30,7670,7750,7550,7570,236406,184187.0,24331167.0
2012-12-03,7620,7730,7510,7510,219983,182727.0,24331167.0
2012-12-04,7560,7630,7300,7350,240236,178834.0,24331167.0
2012-12-05,7450,7470,7240,7240,252064,176158.0,24331167.0
2012-12-06,7370,7680,7240,7550,441262,183700.0,24331167.0
2012-12-07,7530,8070,7530,7870,771689,191486.0,24331167.0
2012-12-10,7880,8130,7770,7770,437583,189053.0,24331167.0
2012-12-11,7750,7900,7540,7760,313560,188810.0,24331167.0
2012-12-12,7820,7880,7650,7880,248989,191730.0,24331167.0
2012-12-13,8000,8950,8000,8650,2896961,210465.0,24331167.0
2012-12-14,8700,8820,8590,8650,588301,210465.0,24331167.0
2012-12-17,8660,8860,8420,8490,462782,206572.0,24331167.0
2012-12-18,8500,8750,8430,8750,480441,212898.0,24331167.0
2012-12-20,8800,8920,8700,8830,606812,214844.0,24331167.0
2012-12-21,8850,8860,8460,8500,407351,206815.0,24331167.0
2012-12-24,8450,8650,8450,8450,293786,205598.0,24331167.0
2012-12-26,8620,8940,8570,8610,765331,209491.0,24331167.0
2012-12-27,8620,8750,8500,8690,359836,211438.0,24331167.0
2012-12-28,8700,8820,8580,8600,387181,209248.0,24331167.0
2013-01-02,8780,9020,8650,9020,518812,219467.0,24331167.0
2013-01-03,9050,9090,8890,8950,499219,217764.0,24331167.0
2013-01-04,9000,9210,8910,9110,523076,221657.0,24331167.0
2013-01-07,9110,10400,9070,9730,3708275,236742.0,24331167.0
2013-01-08,9700,10100,9680,9760,1263652,237472.0,24331167.0
2013-01-09,9880,9970,9490,9600,799206,233579.0,24331167.0
2013-01-10,9600,10150,9550,10050,1022516,244528.0,24331167.0
2013-01-11,10100,10250,9820,9820,1002341,238932.0,24331167.0
2013-01-14,9890,10200,9730,9980,772758,242825.0,24331167.0
2013-01-15,9950,10150,9470,9470,823427,230416.0,24331167.0
2013-01-16,9560,9930,9550,9650,834547,234796.0,24331167.0
2013-01-17,9740,10050,9690,9820,1011070,238932.0,24331167.0
2013-01-18,9990,10200,9820,9910,791861,241122.0,24331167.0
2013-01-21,9920,10150,9860,9990,795399,243068.0,24331167.0
2013-01-22,10050,10150,9700,9850,784638,239662.0,24331167.0
2013-01-23,9930,10050,9780,10050,812642,244528.0,24331167.0
2013-01-24,10000,10150,9700,9700,964444,236012.0,24331167.0
2013-01-25,9790,9820,9150,9240,765541,224820.0,24331167.0
2013-01-28,9290,9440,9140,9220,405228,224333.0,24331167.0
2013-01-29,9510,9840,9410,9430,1517120,229443.0,24331167.0
2013-01-30,9470,10800,9470,10800,7974597,262777.0,24331167.0
2013-01-31,10750,10950,10500,10950,2436524,266426.0,24331167.0
2013-02-01,10750,10900,10350,10700,1549337,260343.0,24331167.0
2013-02-04,10650,11200,10450,10550,2158978,256694.0,24331167.0
2013-02-05,10450,10700,10150,10400,1233793,253044.0,24331167.0
2013-02-06,10550,11000,10300,10400,1856441,253044.0,24331167.0
2013-02-07,10500,10900,10300,10900,1326013,265210.0,24331167.0
2013-02-08,10800,10950,10600,10750,1050456,261560.0,24331167.0
2013-02-12,10750,11050,10350,10450,1208757,254261.0,24331167.0
2013-02-13,10500,10750,10400,10550,782125,256694.0,24331167.0
2013-02-14,10650,10800,10500,10600,917054,257910.0,24331167.0
2013-02-15,10600,10800,10400,10400,886453,253044.0,24331167.0
2013-02-18,10450,10700,10300,10650,694801,259127.0,24331167.0
2013-02-19,10650,10850,10450,10450,813409,254261.0,24331167.0
2013-02-20,10550,10750,10450,10500,622735,255477.0,24331167.0
2013-02-21,10550,10900,10500,10900,1648701,265210.0,24331167.0
2013-02-22,11350,11900,10900,11000,4371833,267643.0,24331167.0
2013-02-25,11150,11250,10850,10850,1105044,263993.0,24331167.0
2013-02-26,10750,11200,10700,10850,835318,263993.0,24331167.0
2013-02-27,11000,11200,10900,11150,943985,271293.0,24331167.0
2013-02-28,11200,11250,10800,10800,815333,262777.0,24331167.0
2013-03-04,10950,11100,10700,10750,649877,261560.0,24331167.0
2013-03-05,10950,11200,10900,11000,860243,267643.0,24331167.0
2013-03-06,11050,11100,10800,10850,391812,263993.0,24331167.0
2013-03-07,10850,10900,10300,10400,761662,253044.0,24331167.0
2013-03-08,10350,10650,10100,10400,607583,253044.0,24331167.0
2013-03-11,10400,10450,9930,10200,603626,248178.0,24331167.0
2013-03-12,10200,10550,10200,10450,632691,254261.0,24331167.0
2013-03-13,10650,10800,10400,10500,558154,255477.0,24331167.0
2013-03-14,10500,10750,10400,10700,783360,260343.0,24331167.0
2013-03-15,10850,10850,10150,10200,993024,248178.0,24331167.0
2013-03-18,10150,10300,9650,9700,705394,236012.0,24331167.0
2013-03-19,9800,10100,9800,9950,385981,242095.0,24331167.0
2013-03-20,10000,10100,9860,9860,421744,239905.0,24331167.0
2013-03-21,10000,10150,9890,9920,551910,241365.0,24331167.0
2013-03-22,10200,11250,10100,10700,4655775,260343.0,24331167.0
2013-03-25,10850,11250,10650,11150,2761051,271293.0,24331167.0
2013-03-26,11000,11300,10800,10850,1371421,263993.0,24331167.0
2013-03-27,10950,11200,10700,10800,1104744,262777.0,24331167.0
2013-03-28,10750,11050,10650,10750,923088,261560.0,24331167.0
2013-03-29,10850,11050,10700,10800,714994,263229.0,24373083.0
2013-04-01,10950,12350,10900,12150,5717322,296133.0,24373083.0
2013-04-02,12100,12250,11500,11800,2784850,287602.0,24373083.0
2013-04-03,11950,12400,11700,11900,2134386,290040.0,24373083.0
2013-04-04,12050,12350,11200,11900,2579765,290040.0,24373083.0
2013-04-05,11850,12150,11150,11300,1652795,275416.0,24373083.0
2013-04-08,11500,11700,10650,10700,1706534,260792.0,24373083.0
2013-04-09,10500,11100,10200,10700,1527811,260792.0,24373083.0
2013-04-10,10850,11100,10600,10950,1221008,266885.0,24373083.0
2013-04-11,11150,11350,10900,11100,1092638,270541.0,24373083.0
2013-04-12,11300,11750,11150,11350,1748545,276634.0,24373083.0
2013-04-15,11550,11700,11300,11400,937078,277853.0,24373083.0
2013-04-16,11100,11500,11050,11500,1016629,280290.0,24373083.0
2013-04-17,11600,11650,11250,11300,815688,275416.0,24373083.0
2013-04-18,11200,11600,11100,11500,952110,280290.0,24373083.0
2013-04-19,11500,11650,10450,10800,1284179,263229.0,24373083.0
2013-04-22,10850,11150,10600,11000,697764,268104.0,24373083.0
2013-04-23,11050,11350,11000,11000,762029,268104.0,24373083.0
2013-04-24,11200,11300,10950,11150,782003,271760.0,24373083.0
2013-04-25,11200,11500,11050,11100,814212,270541.0,24373083.0
2013-04-26,11250,11450,11050,11200,694358,272979.0,24373083.0
2013-04-29,11300,11550,11200,11550,1010069,281509.0,24373083.0
2013-04-30,11600,11800,11150,11200,981039,272979.0,24373083.0
2013-05-02,11250,11850,11200,11400,1690081,277853.0,24373083.0
2013-05-03,11550,11550,11100,11150,657533,271760.0,24373083.0
2013-05-06,11250,11400,11050,11150,612558,271760.0,24373083.0
2013-05-07,11150,11250,11050,11100,372998,270541.0,24373083.0
2013-05-08,11150,11450,11100,11300,725733,275416.0,24373083.0
2013-05-09,11450,11650,11250,11300,911295,275416.0,24373083.0
2013-05-10,11300,11350,10900,10900,488213,265667.0,24373083.0
2013-05-13,11000,11100,10400,10450,578048,254699.0,24373083.0
2013-05-14,10650,10900,10500,10550,714744,257136.0,24373083.0
2013-05-15,10650,10800,10600,10650,309484,259573.0,24373083.0
2013-05-16,10700,10800,10550,10550,296893,257136.0,24373083.0
2013-05-20,10550,10650,10150,10300,483072,251043.0,24373083.0
2013-05-21,10350,10450,10100,10250,394027,249824.0,24373083.0
2013-05-22,10300,10550,10200,10350,405636,252261.0,24373083.0
2013-05-23,10350,10450,10100,10200,332337,248605.0,24373083.0
2013-05-24,10250,10300,9990,10050,449924,244949.0,24373083.0
2013-05-27,10000,10200,10000,10050,218350,244949.0,24373083.0
2013-05-28,10100,10500,10100,10500,598444,255917.0,24373083.0
2013-05-29,10500,10700,10350,10550,414393,257136.0,24373083.0
2013-05-30,10500,10700,10300,10300,310656,251043.0,24373083.0
2013-05-31,10350,10400,10000,10150,325212,247387.0,24373083.0
2013-06-03,10100,10300,10050,10050,269018,244949.0,24373083.0
2013-06-04,10100,10350,9880,9880,468527,240806.0,24373083.0
2013-06-05,9780,9930,9440,9440,550070,230082.0,24373083.0
2013-06-07,9440,9530,8950,9070,420521,221064.0,24373083.0
2013-06-10,9140,9460,9140,9360,300511,228132.0,24373083.0
2013-06-11,9280,9400,9130,9250,177453,225451.0,24373083.0
2013-06-12,9100,9430,9050,9270,199797,225938.0,24373083.0
2013-06-13,9220,9330,9080,9140,187488,222770.0,24373083.0
2013-06-14,9170,9270,8910,8990,143039,219114.0,24373083.0
2013-06-17,9020,9090,8390,8500,370222,207171.0,24373083.0
2013-06-18,8610,8850,8360,8780,311151,213996.0,24373083.0
2013-06-19,8740,9020,8700,8800,244547,214483.0,24373083.0
2013-06-20,9900,9920,8890,8950,1271092,218139.0,24373083.0
2013-06-21,8710,8860,8610,8620,287593,210096.0,24373083.0
2013-06-24,8620,8710,8110,8110,329308,197666.0,24373083.0
2013-06-25,7860,8050,7200,7330,855168,178655.0,24373083.0
2013-06-26,7480,7770,7450,7650,347902,186454.0,24373083.0
2013-06-27,8000,8680,7920,8230,1008408,200590.0,24373083.0
2013-06-28,8370,8470,8180,8250,511663,201078.0,24373083.0
2013-07-01,8260,8490,8250,8400,280442,204734.0,24373083.0
2013-07-02,8490,8870,8280,8400,1151999,204734.0,24373083.0
2013-07-03,8650,8840,8360,8530,864175,207902.0,24373083.0
2013-07-04,8500,8680,8360,8570,366953,208877.0,24373083.0
2013-07-05,8580,8620,8400,8430,239492,205465.0,24373083.0
2013-07-08,8390,8770,8390,8720,635045,212533.0,24373083.0
2013-07-09,8710,8800,8520,8660,319826,211071.0,24373083.0
2013-07-10,8670,8700,8120,8150,369682,198641.0,24373083.0
2013-07-11,8240,8500,8240,8480,302062,206684.0,24373083.0
2013-07-12,8550,8800,8550,8690,533273,211802.0,24373083.0
2013-07-15,8740,8740,8530,8620,200259,210096.0,24373083.0
2013-07-16,8620,8800,8590,8690,305559,211802.0,24373083.0
2013-07-17,8710,9070,8590,9000,828454,219358.0,24373083.0
2013-07-18,8980,9010,8810,8810,335591,214727.0,24373083.0
2013-07-19,8890,8990,8650,8650,339866,210827.0,24373083.0
2013-07-22,8710,8860,8580,8780,306024,213996.0,24373083.0
2013-07-23,8790,8870,8740,8790,260379,214239.0,24373083.0
2013-07-24,8800,8870,8730,8740,235684,213021.0,24373083.0
2013-07-25,8720,8780,8570,8570,283093,208877.0,24373083.0
2013-07-26,8550,8690,8530,8560,162368,208634.0,24373083.0
2013-07-29,8620,8760,8500,8530,253646,207902.0,24373083.0
2013-07-30,8530,8550,8380,8430,278462,205465.0,24373083.0
2013-07-31,8430,8780,8410,8700,385857,212046.0,24373083.0
2013-08-01,8730,8840,8630,8660,314350,211071.0,24373083.0
2013-08-02,8710,9180,8660,8990,922608,219114.0,24373083.0
2013-08-05,9000,9050,8900,8940,303002,217895.0,24373083.0
2013-08-06,8940,9060,8810,8860,264448,215946.0,24373083.0
2013-08-07,8810,9120,8760,8890,354834,216677.0,24373083.0
2013-08-08,8870,9330,8860,9030,960728,220089.0,24373083.0
2013-08-09,9050,9140,8880,9000,248520,219358.0,24373083.0
2013-08-12,9000,9060,8710,8710,290289,212290.0,24373083.0
2013-08-13,8710,8860,8600,8620,251478,210096.0,24373083.0
2013-08-14,8710,9260,8660,8870,777228,216189.0,24373083.0
2013-08-16,8730,9080,8720,9070,274876,221064.0,24373083.0
2013-08-19,9150,9340,9020,9100,520343,221795.0,24373083.0
2013-08-20,9020,9200,8640,8700,362580,212046.0,24373083.0
2013-08-21,8760,8780,8330,8350,398422,203515.0,24373083.0
2013-08-22,8210,8270,7940,7950,375941,193766.0,24373083.0
2013-08-23,8030,8260,8030,8250,158513,201078.0,24373083.0
2013-08-26,8340,8400,8280,8350,135760,203515.0,24373083.0
2013-08-27,8350,8360,8080,8170,170952,199128.0,24373083.0
2013-08-28,8000,8130,7870,8120,166732,197909.0,24373083.0
2013-08-29,8120,8210,8080,8130,134943,198153.0,24373083.0
2013-08-30,8290,8830,8260,8270,1092825,201565.0,24373083.0
2013-09-02,8300,8430,8230,8400,169147,204734.0,24373083.0
2013-09-03,8420,8550,8280,8280,278863,201809.0,24373083.0
2013-09-04,8320,8380,8220,8250,132732,201078.0,24373083.0
2013-09-05,8300,8400,8250,8340,128048,203272.0,24373083.0
2013-09-06,8380,8530,8230,8260,226162,201322.0,24373083.0
2013-09-09,8300,8600,8220,8330,378688,203028.0,24373083.0
2013-09-10,8580,9110,8520,8580,1750466,209121.0,24373083.0
2013-09-11,8620,8710,8430,8530,288746,207902.0,24373083.0
2013-09-12,8650,8800,8510,8510,387693,207415.0,24373083.0
2013-09-13,8460,8640,8460,8550,170683,208390.0,24373083.0
2013-09-16,8570,8640,8400,8400,204293,204734.0,24373083.0
2013-09-17,8400,8480,8380,8400,105031,204734.0,24373083.0
2013-09-23,8400,8710,8400,8590,242094,209365.0,24373083.0
2013-09-24,8590,8870,8580,8650,420398,210827.0,24373083.0
2013-09-25,8720,8760,8600,8700,193865,212046.0,24373083.0
2013-09-26,8700,8800,8650,8710,201514,212290.0,24373083.0
2013-09-27,8840,8880,8710,8720,347083,212533.0,24373083.0
2013-09-30,8680,8700,8500,8500,181798,207171.0,24373083.0
