에스엠코어(007820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-07-10,6614,6636,6439,6506,24571,98981.0,6643000.0
2012-07-11,6505,6636,6418,6484,34328,98649.0,6643000.0
2012-07-12,6483,6483,6134,6157,71756,93666.0,6643000.0
2012-07-13,6155,6352,5719,6354,70256,96656.0,6643000.0
2012-07-16,6374,6374,6068,6179,50221,93998.0,6643000.0
2012-07-17,6134,6177,6003,6157,30172,93666.0,6643000.0
2012-07-18,6068,6286,5937,6179,64462,93998.0,6643000.0
2012-07-19,6199,6264,6003,6047,45043,92006.0,6643000.0
2012-07-20,6068,6134,5828,6113,67120,93002.0,6643000.0
2012-07-23,6003,6090,5937,6047,37338,92006.0,6643000.0
2012-07-24,6047,6090,5828,6025,30416,91673.0,6643000.0
2012-07-25,5915,5915,5762,5764,16840,87688.0,6643000.0
2012-07-26,5806,5872,5676,5873,36509,89348.0,6643000.0
2012-07-27,5893,5959,5806,5938,47669,90345.0,6643000.0
2012-07-30,5937,6025,5850,5917,16581,90013.0,6643000.0
2012-07-31,5893,6177,5893,6179,38213,93998.0,6643000.0
2012-08-01,6242,6242,6003,6113,15537,93002.0,6643000.0
2012-08-02,6112,6155,5937,5982,18300,91009.0,6643000.0
2012-08-03,5937,5981,5850,5982,27128,91009.0,6643000.0
2012-08-06,6112,6112,5937,5982,19453,91009.0,6643000.0
2012-08-07,5915,6155,5915,6157,22732,93666.0,6643000.0
2012-08-08,6264,6264,6112,6135,16370,93334.0,6643000.0
2012-08-09,6134,6308,6112,6157,31458,93666.0,6643000.0
2012-08-10,6134,6221,6090,6157,11991,93666.0,6643000.0
2012-08-13,6242,6242,5981,5982,54068,91009.0,6643000.0
2012-08-14,5981,6047,5937,6025,35666,91673.0,6643000.0
2012-08-16,5959,5959,5740,5786,95136,88020.0,6643000.0
2012-08-17,5806,5959,5784,5960,70751,90677.0,6643000.0
2012-08-20,5981,5981,5850,5938,58793,90345.0,6643000.0
2012-08-21,5937,6155,5937,6025,103584,91673.0,6643000.0
2012-08-22,6025,6047,5872,6025,85509,91673.0,6643000.0
2012-08-23,6025,6025,5850,5895,52048,89680.0,6643000.0
2012-08-24,5872,5893,5740,5808,75468,88352.0,6643000.0
2012-08-27,5828,5828,5698,5808,39059,88352.0,6643000.0
2012-08-28,5784,5959,5698,5917,56564,90013.0,6643000.0
2012-08-29,5850,5937,5719,5742,77059,87355.0,6643000.0
2012-08-30,5784,5828,5610,5720,73597,87023.0,6643000.0
2012-08-31,5719,5850,5654,5786,37794,88020.0,6643000.0
2012-09-03,5762,5806,5698,5742,30272,87355.0,6643000.0
2012-09-04,5740,5828,5719,5764,28134,87688.0,6643000.0
2012-09-05,5784,5784,5544,5567,77279,84698.0,6643000.0
2012-09-06,5566,5632,5566,5589,15490,85030.0,6643000.0
2012-09-07,5654,5654,5544,5545,35810,84366.0,6643000.0
2012-09-10,5588,5740,5566,5676,31337,86359.0,6643000.0
2012-09-11,5610,5719,5566,5633,30440,85695.0,6643000.0
2012-09-12,5676,5698,5544,5567,57188,84698.0,6643000.0
2012-09-13,5588,5893,5566,5786,95118,88020.0,6643000.0
2012-09-14,5850,5981,5740,5808,37055,88352.0,6643000.0
2012-09-17,5937,5959,5719,5873,42193,89348.0,6643000.0
2012-09-18,5806,6025,5806,5982,65852,91009.0,6643000.0
2012-09-19,5981,6003,5872,6004,54675,91341.0,6643000.0
2012-09-20,5959,6112,5959,5982,82458,91009.0,6643000.0
2012-09-21,5981,6047,5915,5960,28798,90677.0,6643000.0
2012-09-24,6047,6047,5828,5895,36723,89680.0,6643000.0
2012-09-25,5893,5937,5740,5808,62494,88352.0,6643000.0
2012-09-26,5740,5828,5719,5808,30358,88352.0,6643000.0
2012-09-27,5740,5872,5457,5611,70699,85363.0,6643000.0
2012-09-28,5610,5676,5544,5611,52043,85363.0,6643000.0
2012-10-02,5610,5654,5479,5481,48310,83370.0,6643000.0
2012-10-04,5479,5544,5413,5437,42843,82705.0,6643000.0
2012-10-05,5435,5501,5369,5481,45587,83370.0,6643000.0
2012-10-08,5479,5544,5326,5414,37536,82373.0,6643000.0
2012-10-09,5413,5654,5369,5567,63255,84698.0,6643000.0
2012-10-10,5588,5588,5413,5502,34332,83702.0,6643000.0
2012-10-11,5435,5523,5413,5524,14840,84034.0,6643000.0
2012-10-12,5479,5740,5479,5676,36496,86359.0,6643000.0
2012-10-15,5632,5806,5610,5676,65849,86359.0,6643000.0
2012-10-16,5676,5806,5610,5764,45455,87688.0,6643000.0
2012-10-17,5784,5784,5588,5698,52899,86691.0,6643000.0
2012-10-18,5654,5676,5369,5481,51615,83370.0,6643000.0
2012-10-19,5544,5588,5391,5437,34778,82705.0,6643000.0
2012-10-22,5391,5544,5326,5414,33349,82373.0,6643000.0
2012-10-23,5413,5457,5326,5327,27644,81045.0,6643000.0
2012-10-24,5304,5347,5085,5087,71724,77391.0,6643000.0
2012-10-25,5107,5107,4802,4934,142352,75066.0,6643000.0
2012-10-26,4867,4955,4736,4847,35888,73737.0,6643000.0
2012-10-29,4802,4867,4671,4760,23158,72409.0,6643000.0
2012-10-30,4649,4867,4649,4803,24876,73073.0,6643000.0
2012-10-31,4802,4867,4715,4803,24801,73073.0,6643000.0
2012-11-01,4802,4802,4649,4672,48407,71080.0,6643000.0
2012-11-02,4736,4736,4606,4672,34182,71080.0,6643000.0
2012-11-05,4649,4780,4562,4672,73255,71080.0,6643000.0
2012-11-06,4693,5348,4671,5065,237351,77059.0,6643000.0
2012-11-07,5107,5304,5085,5305,138924,80712.0,6643000.0
2012-11-08,5151,5391,5151,5349,234181,81377.0,6643000.0
2012-11-09,5369,5523,5107,5174,147448,78720.0,6643000.0
2012-11-12,5129,5151,4693,4781,146784,72741.0,6643000.0
2012-11-13,4758,4977,4693,4781,129494,72741.0,6643000.0
2012-11-14,4758,4780,4361,4388,207325,66762.0,6643000.0
2012-11-15,4313,4322,3911,3973,312684,60451.0,6643000.0
2012-11-16,3929,4034,3759,3991,250273,60717.0,6643000.0
2012-11-19,4003,4169,3929,4127,136422,62776.0,6643000.0
2012-11-20,4125,4182,4059,4183,76555,63640.0,6643000.0
2012-11-21,4130,4190,4055,4091,67099,62245.0,6643000.0
2012-11-22,4094,4474,4094,4410,104122,67094.0,6643000.0
2012-11-23,4430,4452,4308,4388,68822,66762.0,6643000.0
2012-11-26,4387,4649,4366,4585,109211,69752.0,6643000.0
2012-11-27,4562,4736,4540,4628,91631,70416.0,6643000.0
2012-11-28,4584,4715,4518,4650,50261,70748.0,6643000.0
2012-11-29,4649,4715,4562,4628,57415,70416.0,6643000.0
2012-11-30,4606,4693,4430,4541,67801,69087.0,6643000.0
2012-12-03,4518,4736,4518,4628,57640,70416.0,6643000.0
2012-12-04,4584,4955,4584,4912,101399,74734.0,6643000.0
2012-12-05,4867,4977,4802,4934,54312,75066.0,6643000.0
2012-12-06,4846,5064,4584,4738,192464,72077.0,6643000.0
2012-12-07,4758,4846,4584,4716,49480,71744.0,6643000.0
2012-12-10,4628,4780,4584,4628,48093,70416.0,6643000.0
2012-12-11,4649,4715,4518,4563,38572,69419.0,6643000.0
2012-12-12,4562,4693,4496,4694,25462,71412.0,6643000.0
2012-12-13,4715,4715,4518,4585,75402,69752.0,6643000.0
2012-12-14,4562,4628,4474,4498,50696,68423.0,6643000.0
2012-12-17,4518,4540,4366,4432,38452,67426.0,6643000.0
2012-12-18,4409,4452,4212,4305,187025,65500.0,6643000.0
2012-12-20,4339,4496,4287,4498,59145,68423.0,6643000.0
2012-12-21,4496,4496,4326,4432,52187,67426.0,6643000.0
2012-12-24,4430,4474,4265,4301,90159,65434.0,6643000.0
2012-12-26,4366,4430,4282,4292,91360,65301.0,6643000.0
2012-12-27,4330,4356,4265,4305,29435,65500.0,6643000.0
2012-12-28,4361,4366,4278,4340,30460,66031.0,6643000.0
2013-01-02,4344,4540,4344,4498,63185,68423.0,6643000.0
2013-01-03,4540,4562,4356,4432,71010,67426.0,6643000.0
2013-01-04,4474,5085,4452,5087,496352,77391.0,6643000.0
2013-01-07,5304,5391,5151,5305,559954,80712.0,6643000.0
2013-01-08,5326,5369,5173,5305,292324,80712.0,6643000.0
2013-01-09,5369,5391,5151,5152,159542,78387.0,6643000.0
2013-01-10,5195,5304,5173,5239,118334,79716.0,6643000.0
2013-01-11,5260,5479,5195,5327,233254,81045.0,6643000.0
2013-01-14,5282,5282,5064,5174,165511,78720.0,6643000.0
2013-01-15,5195,5195,4998,5000,78160,76062.0,6643000.0
2013-01-16,5020,5282,5020,5196,163504,79052.0,6643000.0
2013-01-17,5195,5369,5064,5349,165842,81377.0,6643000.0
2013-01-18,5391,5435,5195,5283,117856,80380.0,6643000.0
2013-01-21,5304,5304,5173,5283,72136,80380.0,6643000.0
2013-01-22,5348,5544,5239,5545,215279,84366.0,6643000.0
2013-01-23,5544,5610,5391,5393,131927,82041.0,6643000.0
2013-01-24,5457,5523,5348,5371,132637,81709.0,6643000.0
2013-01-25,5435,5523,5282,5414,112787,82373.0,6643000.0
2013-01-28,5457,5457,5239,5327,86255,81045.0,6643000.0
2013-01-29,5260,5369,5217,5349,110467,81377.0,6643000.0
2013-01-30,5440,5531,5279,5280,52323,76727.0,6643000.0
2013-01-31,5370,5463,5279,5395,65571,78387.0,6643000.0
2013-02-01,5463,5577,5370,5532,85064,80380.0,6643000.0
2013-02-04,5600,5714,5463,5623,152849,81709.0,6643000.0
2013-02-05,5577,5782,5577,5669,280887,82373.0,6643000.0
2013-02-06,5737,5782,5600,5646,143187,82041.0,6643000.0
2013-02-07,5714,5782,5531,5577,207907,81045.0,6643000.0
2013-02-08,5600,5737,5600,5715,77326,83038.0,6643000.0
2013-02-12,5805,5805,5577,5669,77807,82373.0,6643000.0
2013-02-13,5668,5691,5485,5692,77215,82705.0,6643000.0
2013-02-14,5737,5782,5623,5760,63407,83702.0,6643000.0
2013-02-15,5805,6079,5760,5874,438026,85363.0,6643000.0
2013-02-18,5874,6354,5851,6217,538514,90345.0,6643000.0
2013-02-19,6262,6308,6079,6149,185261,89348.0,6643000.0
2013-02-20,6125,6331,6102,6332,235331,92006.0,6643000.0
2013-02-21,6285,6422,6216,6286,141742,91341.0,6643000.0
2013-02-22,6262,6377,6216,6240,64892,90677.0,6643000.0
2013-02-25,6171,6171,5988,6034,184266,91983.0,6968393.0
2013-02-26,5942,6194,5942,6080,113367,92680.0,6968393.0
2013-02-27,6125,6331,6079,6240,118093,95119.0,6968393.0
2013-02-28,6239,6308,6171,6263,49498,95467.0,6968393.0
2013-03-04,6194,6239,6011,6080,59424,92680.0,6968393.0
2013-03-05,6102,6125,6011,6080,61032,92680.0,6968393.0
2013-03-06,6102,6262,6079,6126,126851,93376.0,6968393.0
2013-03-07,6125,6194,6079,6126,40716,93376.0,6968393.0
2013-03-08,6171,6239,5942,6034,125204,91983.0,6968393.0
2013-03-11,6034,6034,5782,5806,108119,88499.0,6968393.0
2013-03-12,5828,5920,5805,5852,45116,89195.0,6968393.0
2013-03-13,5897,5897,5782,5852,60703,89195.0,6968393.0
2013-03-14,5828,5874,5714,5852,82766,89195.0,6968393.0
2013-03-15,5920,5988,5874,5966,69115,90938.0,6968393.0
2013-03-18,5942,5942,5485,5532,238627,84318.0,6968393.0
2013-03-19,5623,5714,5600,5623,57950,85711.0,6968393.0
2013-03-20,5668,5851,5600,5806,72161,88499.0,6968393.0
2013-03-21,5782,5828,5691,5737,38144,87453.0,6968393.0
2013-03-22,5714,5851,5577,5829,62677,88847.0,6968393.0
2013-03-25,5897,5965,5828,5966,53016,90938.0,6968393.0
2013-03-26,5988,6079,5965,5989,61628,91286.0,6968393.0
2013-03-27,6034,6034,5828,5897,60387,89892.0,6968393.0
2013-03-28,5920,5920,5760,5783,49406,88150.0,6968393.0
2013-03-29,5782,5965,5782,5852,56070,89195.0,6968393.0
2013-04-01,5851,5942,5760,5943,64208,90589.0,6968393.0
2013-04-02,5942,6034,5874,5943,89644,90589.0,6968393.0
2013-04-03,5988,6011,5782,5852,93747,89195.0,6968393.0
2013-04-04,5760,5760,5485,5692,139645,86756.0,6968393.0
2013-04-05,5668,5691,5554,5600,50265,85363.0,6968393.0
2013-04-08,5531,5691,5279,5280,77648,80485.0,6968393.0
2013-04-09,5302,5393,5096,5303,40631,80833.0,6968393.0
2013-04-10,5279,5416,5233,5303,47270,80833.0,6968393.0
2013-04-11,5348,5416,5165,5212,80665,79440.0,6968393.0
2013-04-12,5211,5325,5211,5257,87121,80137.0,6968393.0
2013-04-15,5302,5370,5211,5326,44898,81182.0,6968393.0
2013-04-16,5256,5440,5188,5440,55485,82924.0,6968393.0
2013-04-17,5531,5600,5416,5600,98035,85363.0,6968393.0
2013-04-18,5531,5737,5370,5555,203463,84666.0,6968393.0
2013-04-19,5440,5554,5233,5326,157397,81182.0,6968393.0
2013-04-22,5348,5416,5233,5395,53477,82227.0,6968393.0
2013-04-23,5393,5485,5348,5440,38519,82924.0,6968393.0
2013-04-24,5463,5485,5370,5395,36530,82227.0,6968393.0
2013-04-25,5348,5416,5256,5395,87406,82227.0,6968393.0
2013-04-26,5393,5577,5370,5577,145239,85014.0,6968393.0
2013-04-29,5577,5623,5508,5623,77254,85711.0,6968393.0
2013-04-30,5577,5782,5554,5555,164518,84666.0,6968393.0
2013-05-02,5508,5577,5416,5463,56643,83272.0,6968393.0
2013-05-03,5485,5508,5393,5440,32827,82924.0,6968393.0
2013-05-06,5485,5623,5485,5532,71054,84318.0,6968393.0
2013-05-07,5531,5577,5485,5509,65405,83969.0,6968393.0
2013-05-08,5531,5577,5416,5440,77704,82924.0,6968393.0
2013-05-09,5440,5554,5416,5509,112048,83969.0,6968393.0
2013-05-10,5508,5531,5370,5463,98690,83272.0,6968393.0
2013-05-13,5531,5600,5416,5486,46463,83621.0,6968393.0
2013-05-14,5508,5623,5370,5417,74158,82575.0,6968393.0
2013-05-15,5416,5508,5370,5486,32456,83621.0,6968393.0
2013-05-16,5508,5531,5233,5257,138523,80137.0,6968393.0
2013-05-20,5233,5325,5233,5326,44682,81182.0,6968393.0
2013-05-21,5325,5393,5279,5303,59554,80833.0,6968393.0
2013-05-22,5302,5325,5211,5235,31438,79788.0,6968393.0
2013-05-23,5279,5393,5211,5395,77619,82227.0,6968393.0
2013-05-24,5393,5440,5279,5395,25800,82227.0,6968393.0
2013-05-27,5393,5577,5348,5532,124652,84318.0,6968393.0
2013-05-28,5577,5645,5508,5600,116582,85363.0,6968393.0
2013-05-29,5600,5645,5554,5555,46005,84666.0,6968393.0
2013-05-30,5577,5577,5302,5463,99632,83272.0,6968393.0
2013-05-31,5463,5668,5370,5623,135996,85711.0,6968393.0
2013-06-03,5668,5874,5600,5783,288514,88150.0,6968393.0
2013-06-04,5828,5920,5668,5829,181571,88847.0,6968393.0
2013-06-05,5851,5897,5691,5692,132437,86756.0,6968393.0
2013-06-07,5714,5760,5416,5600,133299,85363.0,6968393.0
2013-06-10,5623,5874,5623,5874,146000,89544.0,6968393.0
2013-06-11,5897,5897,5805,5852,78244,89195.0,6968393.0
2013-06-12,5805,5805,5691,5760,50844,87802.0,6968393.0
2013-06-13,5760,6034,5645,5966,294584,90938.0,6968393.0
2013-06-14,6034,6171,6011,6126,336801,93376.0,6968393.0
2013-06-17,6171,6171,6011,6012,138586,91634.0,6968393.0
2013-06-18,6011,6285,5942,6286,211444,95815.0,6968393.0
2013-06-19,6262,6377,6148,6355,114516,96861.0,6968393.0
2013-06-20,6262,6400,6102,6263,204358,95467.0,6968393.0
2013-06-21,6125,6194,5942,5966,190111,90938.0,6968393.0
2013-06-24,5988,6079,5805,5829,114362,88847.0,6968393.0
2013-06-25,5782,5897,5256,5577,250975,85014.0,6968393.0
2013-06-26,5668,5782,5440,5715,96308,87105.0,6968393.0
2013-06-27,5645,5897,5645,5829,102863,88847.0,6968393.0
2013-06-28,5828,5942,5737,5760,80553,87802.0,6968393.0
2013-07-01,5714,5897,5714,5897,70179,89892.0,6968393.0
2013-07-02,5897,5897,5737,5760,41202,87802.0,6968393.0
2013-07-03,5737,5805,5416,5440,147768,82924.0,6968393.0
2013-07-04,5508,5577,5256,5532,125144,84318.0,6968393.0
2013-07-05,5623,5623,5440,5486,39043,83621.0,6968393.0
2013-07-08,5393,5508,5302,5349,55161,81530.0,6968393.0
2013-07-09,5370,5485,5279,5440,53433,82924.0,6968393.0
2013-07-10,5463,5554,5370,5395,30749,82227.0,6968393.0
2013-07-11,5440,5531,5440,5509,37827,83969.0,6968393.0
2013-07-12,5531,5531,5393,5486,17546,83621.0,6968393.0
2013-07-15,5508,5577,5393,5463,18429,83272.0,6968393.0
2013-07-16,5508,5577,5508,5555,29484,84666.0,6968393.0
