파워로직스(047310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-08-21,8530,8850,8530,8650,241957,113233.0,13090550.0
2007-08-22,8700,9500,8420,8550,1184505,111924.0,13090550.0
2007-08-23,8630,8930,8480,8890,356806,116375.0,13090550.0
2007-08-24,8900,9190,8680,9100,270337,119124.0,13090550.0
2007-08-27,9300,9310,9050,9250,222623,121088.0,13090550.0
2007-08-28,9250,9290,9050,9140,191007,119648.0,13090550.0
2007-08-29,8800,9050,8740,8940,182475,117030.0,13090550.0
2007-08-30,9090,9090,8850,9050,126141,118469.0,13090550.0
2007-08-31,9050,9200,8910,9050,145280,118469.0,13090550.0
2007-09-03,9150,9170,8930,9000,136031,117815.0,13090550.0
2007-09-04,8910,9040,8700,8850,124234,115851.0,13090550.0
2007-09-05,8900,9040,8810,8890,95448,116375.0,13090550.0
2007-09-06,8730,8940,8680,8880,62492,116244.0,13090550.0
2007-09-07,8830,8970,8490,8810,138842,115328.0,13090550.0
2007-09-10,8550,8680,8450,8600,77404,112579.0,13090550.0
2007-09-11,8600,8670,8400,8480,156299,111008.0,13090550.0
2007-09-12,8480,8500,8200,8200,142025,107343.0,13090550.0
2007-09-13,8110,8360,8110,8250,49291,107997.0,13090550.0
2007-09-14,8370,8490,8170,8260,89117,108128.0,13090550.0
2007-09-17,8380,8380,8180,8250,64444,107997.0,13090550.0
2007-09-18,8120,8550,8120,8470,114570,110877.0,13090550.0
2007-09-19,8530,8700,8340,8400,69358,109961.0,13090550.0
2007-09-20,8360,8470,8190,8360,102958,109437.0,13090550.0
2007-09-21,8460,8460,8210,8300,76675,108652.0,13090550.0
2007-09-27,8320,8400,8100,8200,108634,107343.0,13090550.0
2007-09-28,8170,8250,8010,8130,1514563,106426.0,13090550.0
2007-10-01,8150,8450,7990,8420,796025,110222.0,13090550.0
2007-10-02,8510,8880,8450,8770,210919,114804.0,13090550.0
2007-10-04,9000,9150,8790,8900,361114,116506.0,13090550.0
2007-10-05,8880,8960,8590,8800,272485,115197.0,13090550.0
2007-10-08,8800,8800,8210,8300,292209,108652.0,13090550.0
2007-10-09,8400,9250,8010,8300,460291,108652.0,13090550.0
2007-10-10,8320,8580,8150,8240,120244,107866.0,13090550.0
2007-10-11,8250,8320,8110,8250,95654,107997.0,13090550.0
2007-10-12,8250,8400,8080,8080,70137,105772.0,13090550.0
2007-10-15,8050,8150,8010,8100,49375,106033.0,13090550.0
2007-10-16,8030,8100,7700,7710,91268,100928.0,13090550.0
2007-10-17,7700,7800,7240,7600,65943,99488.0,13090550.0
2007-10-18,7510,7850,7510,7600,26734,99488.0,13090550.0
2007-10-19,7520,7640,7450,7480,29208,97917.0,13090550.0
2007-10-22,7190,7240,6900,7000,111736,91634.0,13090550.0
2007-10-23,7060,7180,6980,6980,61638,91372.0,13090550.0
2007-10-24,6980,7100,6730,6800,60715,89016.0,13090550.0
2007-10-25,6710,6910,6660,6910,69132,90456.0,13090550.0
2007-10-26,6780,7000,6780,6930,24191,90718.0,13090550.0
2007-10-29,6990,7550,6990,7280,61753,95299.0,13090550.0
2007-10-30,7400,7460,7090,7240,28452,94776.0,13090550.0
2007-10-31,7170,7240,7100,7240,19674,94776.0,13090550.0
2007-11-01,7190,7340,7100,7150,23402,93597.0,13090550.0
2007-11-02,7100,7100,6900,6990,31867,91503.0,13090550.0
2007-11-05,6890,7640,6800,6950,289703,90979.0,13090550.0
2007-11-06,7000,7160,6950,7000,33488,91634.0,13090550.0
2007-11-07,7020,7120,6960,7040,30302,92157.0,13090550.0
2007-11-08,7040,7090,6840,6940,19479,90848.0,13090550.0
2007-11-09,6850,7390,6850,7190,39912,94121.0,13090550.0
2007-11-12,7200,7200,6850,6850,25942,89670.0,13090550.0
2007-11-13,7050,7050,6600,6700,23528,87707.0,13090550.0
2007-11-14,6760,6870,6730,6790,47859,88885.0,13090550.0
2007-11-15,6840,6950,6580,6910,60442,90456.0,13090550.0
2007-11-16,6810,6910,6720,6890,25024,90194.0,13090550.0
2007-11-19,6890,6970,6770,6810,23454,89147.0,13090550.0
2007-11-20,6790,6800,6600,6790,22701,88885.0,13090550.0
2007-11-21,6910,6910,6650,6760,28037,88492.0,13090550.0
2007-11-22,6620,6850,6600,6620,19350,86659.0,13090550.0
2007-11-23,6620,6710,6430,6540,35753,85612.0,13090550.0
2007-11-26,6600,6600,6300,6400,51570,83780.0,13090550.0
2007-11-27,6250,6430,6170,6260,51480,81947.0,13090550.0
2007-11-28,6360,6390,6100,6210,29165,81292.0,13090550.0
2007-11-29,6520,6740,6270,6320,73434,82732.0,13090550.0
2007-11-30,6250,6380,6170,6350,42937,83125.0,13090550.0
2007-12-03,6350,6630,6300,6360,13951,83256.0,13090550.0
2007-12-04,6300,6620,6300,6440,90162,84303.0,13090550.0
2007-12-05,6480,6480,6350,6450,22157,84434.0,13090550.0
2007-12-06,6570,6570,6380,6460,10256,84565.0,13090550.0
2007-12-07,6460,6530,6450,6500,28789,85089.0,13090550.0
2007-12-10,6500,6690,6500,6630,40657,86790.0,13090550.0
2007-12-11,6630,6770,6600,6770,29115,88623.0,13090550.0
2007-12-12,6790,6800,6630,6790,56566,88885.0,13090550.0
2007-12-13,6770,6840,6710,6750,12886,88361.0,13090550.0
2007-12-14,6800,6830,6780,6800,27505,89016.0,13090550.0
2007-12-17,6750,7160,6690,7130,64046,93336.0,13090550.0
2007-12-18,6970,7290,6970,7280,59199,95299.0,13090550.0
2007-12-20,7390,7590,7300,7550,86182,98834.0,13090550.0
2007-12-21,7650,7700,7510,7620,88450,99750.0,13090550.0
2007-12-24,7610,7800,7400,7790,63382,101975.0,13090550.0
2007-12-26,7790,7900,7690,7800,47139,102106.0,13090550.0
2007-12-27,7760,7850,7430,7600,20993,99488.0,13090550.0
2007-12-28,7470,7600,7360,7360,36891,96346.0,13090550.0
2008-01-02,7480,7480,7050,7150,38865,93597.0,13090550.0
2008-01-03,7000,7130,6920,7010,27803,91765.0,13090550.0
2008-01-04,7030,7200,7000,7200,26536,94252.0,13090550.0
2008-01-07,7280,7280,6940,6950,27451,90979.0,13090550.0
2008-01-08,6870,7020,6850,6850,14804,89670.0,13090550.0
2008-01-09,6740,6970,6700,6730,83480,88099.0,13090550.0
2008-01-10,6650,6990,6610,6670,25363,87314.0,13090550.0
2008-01-11,7500,7670,7050,7050,1204299,92288.0,13090550.0
2008-01-14,7190,7350,7000,7050,205032,92288.0,13090550.0
2008-01-15,7050,7170,6560,6700,132507,87707.0,13090550.0
2008-01-16,6510,6760,6380,6450,83183,84434.0,13090550.0
2008-01-17,6420,6740,6420,6680,36272,87445.0,13090550.0
2008-01-18,6570,6730,6450,6680,29508,87445.0,13090550.0
2008-01-21,6600,6700,6410,6480,35098,84827.0,13090550.0
2008-01-22,6310,6450,5630,5900,68888,77234.0,13090550.0
2008-01-23,5830,6200,5830,5990,34104,78412.0,13090550.0
2008-01-24,6180,6200,5890,6180,32907,80900.0,13090550.0
2008-01-25,6250,6250,5860,6240,21684,81685.0,13090550.0
2008-01-28,6150,6250,6070,6190,18837,81031.0,13090550.0
2008-01-29,6200,6260,6000,6180,30422,80900.0,13090550.0
2008-01-30,6070,6230,5850,6000,27231,78543.0,13090550.0
2008-01-31,6060,6060,5800,5990,27424,78412.0,13090550.0
2008-02-01,6050,6050,5800,5930,18538,77627.0,13090550.0
2008-02-04,5860,6050,5790,6040,50754,79067.0,13090550.0
2008-02-05,5970,6090,5870,5950,24419,77889.0,13090550.0
2008-02-11,5900,6030,5870,5990,23017,78412.0,13090550.0
2008-02-12,6000,6200,5910,5980,12337,78281.0,13090550.0
2008-02-13,6050,6080,5930,5990,31638,78412.0,13090550.0
2008-02-14,6000,6480,5960,6420,45390,84041.0,13090550.0
2008-02-15,6250,6420,6170,6350,11370,83125.0,13090550.0
2008-02-18,6350,6470,6150,6260,41858,81947.0,13090550.0
2008-02-19,6220,6840,6220,6290,24852,82340.0,13090550.0
2008-02-20,6300,6300,6060,6200,18880,81161.0,13090550.0
2008-02-21,6200,6260,6030,6200,24747,81161.0,13090550.0
2008-02-22,6080,6220,5900,6200,31357,81161.0,13090550.0
2008-02-25,6140,6180,6010,6050,25091,79198.0,13090550.0
2008-02-26,6050,6190,6040,6100,17631,79852.0,13090550.0
2008-02-27,6190,6190,6010,6010,13843,78674.0,13090550.0
2008-02-28,6120,6120,5900,5980,28220,78281.0,13090550.0
2008-02-29,6000,6050,5880,6000,27138,78543.0,13090550.0
2008-03-03,6000,6000,5670,5980,30141,78281.0,13090550.0
2008-03-04,6010,6010,5750,5800,65521,75925.0,13090550.0
2008-03-05,5840,5840,5690,5700,17663,74616.0,13090550.0
2008-03-06,5700,5700,5570,5570,36314,72914.0,13090550.0
2008-03-07,5510,5510,5090,5090,155498,66631.0,13090550.0
2008-03-10,4950,5100,4665,4665,102421,61067.0,13090550.0
2008-03-11,4460,5020,4460,4820,96455,63096.0,13090550.0
2008-03-12,4860,5150,4860,4950,46110,64798.0,13090550.0
2008-03-13,4855,4950,4730,4800,30395,62835.0,13090550.0
2008-03-14,4810,4980,4810,4900,28454,64144.0,13090550.0
2008-03-17,4970,5110,4850,5080,41218,66500.0,13090550.0
2008-03-18,5080,5220,4945,4945,17026,64733.0,13090550.0
2008-03-19,5170,5170,4950,4950,29297,64798.0,13090550.0
2008-03-20,5050,5050,4870,4905,10084,64209.0,13090550.0
2008-03-21,4980,5100,4875,4920,19438,64406.0,13090550.0
2008-03-24,4930,5150,4930,5120,34820,67024.0,13090550.0
2008-03-25,5150,5280,5030,5280,43929,69118.0,13090550.0
2008-03-26,5450,5450,5210,5380,26500,70427.0,13090550.0
2008-03-27,5270,5680,5220,5530,62198,72391.0,13090550.0
2008-03-28,5550,5640,5500,5590,43953,73176.0,13090550.0
2008-03-31,5530,5650,5530,5610,31928,73438.0,13090550.0
2008-04-01,5600,5650,5440,5550,17882,72653.0,13090550.0
2008-04-02,5600,5700,5400,5550,48267,72653.0,13090550.0
2008-04-03,5510,5750,5510,5640,15206,73831.0,13090550.0
2008-04-04,5650,5650,5450,5550,14445,72653.0,13090550.0
2008-04-07,5630,5630,5350,5500,27858,71998.0,13090550.0
2008-04-08,5500,5600,5350,5500,10730,71998.0,13090550.0
2008-04-10,5400,5510,5330,5410,9268,70820.0,13090550.0
2008-04-11,5410,5580,5350,5550,30231,72653.0,13090550.0
2008-04-14,5360,5650,5360,5620,28373,73569.0,13090550.0
2008-04-15,5550,5660,5480,5500,11807,71998.0,13090550.0
2008-04-16,5500,5660,5490,5580,9741,73045.0,13090550.0
2008-04-17,5570,5680,5550,5620,20350,73569.0,13090550.0
2008-04-18,5620,5690,5590,5610,11938,73438.0,13090550.0
2008-04-21,5620,5800,5620,5620,14274,73569.0,13090550.0
2008-04-22,5600,5700,5550,5640,13168,73831.0,13090550.0
2008-04-23,5600,5680,5440,5630,7975,73700.0,13090550.0
2008-04-24,5560,5680,5520,5600,9923,73307.0,13090550.0
2008-04-25,5500,5630,5490,5570,19381,72914.0,13090550.0
2008-04-28,5510,5650,5350,5520,11063,72260.0,13090550.0
2008-04-29,5590,5590,5450,5450,9260,71343.0,13090550.0
2008-04-30,5600,5600,5230,5240,34242,68594.0,13090550.0
2008-05-02,5240,5410,5150,5300,17725,69380.0,13090550.0
2008-05-06,5340,5400,5190,5330,20222,69773.0,13090550.0
2008-05-07,5270,5330,5080,5110,26616,66893.0,13090550.0
2008-05-08,5020,5150,4950,5040,35503,65976.0,13090550.0
2008-05-09,5050,5070,4980,5020,15565,65715.0,13090550.0
2008-05-13,4960,5100,4850,4965,87281,64995.0,13090550.0
2008-05-14,5000,5060,4860,4965,34626,64995.0,13090550.0
2008-05-15,4900,4995,4860,4995,27495,65387.0,13090550.0
2008-05-16,4910,5140,4910,5140,32731,67285.0,13090550.0
2008-05-19,5190,5190,4990,5120,15746,67024.0,13090550.0
2008-05-20,5020,5100,4970,5040,10754,65976.0,13090550.0
2008-05-21,5100,5100,4920,4980,9706,65191.0,13090550.0
2008-05-22,4925,4995,4915,4950,8224,64798.0,13090550.0
2008-05-23,4895,4995,4895,4950,24750,64798.0,13090550.0
2008-05-26,4900,5020,4875,4935,17687,64602.0,13090550.0
2008-05-27,4910,5010,4910,4935,31362,64602.0,13090550.0
2008-05-28,4905,5030,4905,5030,13446,65845.0,13090550.0
2008-05-29,5010,5090,4900,5040,25859,65976.0,13090550.0
2008-05-30,4980,5110,4980,5100,19769,66762.0,13090550.0
2008-06-02,5100,5180,5050,5160,14566,67547.0,13090550.0
2008-06-03,5160,5400,5160,5290,30954,69249.0,13090550.0
2008-06-04,5350,5390,5190,5250,23515,68725.0,13090550.0
2008-06-05,5260,5260,5100,5170,28293,67678.0,13090550.0
2008-06-09,5100,5380,5100,5330,42541,69773.0,13090550.0
2008-06-10,5300,6050,5300,5980,165352,78281.0,13090550.0
2008-06-11,6250,6250,5700,6000,83696,78543.0,13090550.0
2008-06-12,5860,6570,5750,6310,182024,82601.0,13090550.0
2008-06-13,6430,6450,5930,6090,97468,79721.0,13090550.0
2008-06-16,5970,6090,5320,5590,63791,73176.0,13090550.0
2008-06-17,5550,5750,5390,5540,24886,72522.0,13090550.0
2008-06-18,5540,5540,5400,5420,24214,70951.0,13090550.0
2008-06-19,5500,5580,5430,5560,33296,72783.0,13090550.0
2008-06-20,5530,5640,5310,5310,34596,69511.0,13090550.0
2008-06-23,5250,5700,5200,5600,38758,73307.0,13090550.0
2008-06-24,5500,5780,5350,5600,26811,73307.0,13090550.0
2008-06-25,5690,5760,5500,5500,24850,71998.0,13090550.0
2008-06-26,5630,5670,5500,5550,26731,72653.0,13090550.0
2008-06-27,5490,5850,5400,5550,22567,72653.0,13090550.0
2008-06-30,5490,5490,5250,5450,21341,71343.0,13090550.0
2008-07-01,5490,5490,5020,5220,25760,68333.0,13090550.0
2008-07-02,5190,5430,4910,4980,27657,65191.0,13090550.0
2008-07-03,4950,4950,4510,4900,14227,64144.0,13090550.0
2008-07-04,4810,4890,4620,4620,14715,60478.0,13090550.0
2008-07-07,4550,5060,4110,4465,47578,58449.0,13090550.0
2008-07-08,4465,4685,4170,4280,25596,56028.0,13090550.0
2008-07-09,4385,4460,4250,4345,11798,56878.0,13090550.0
2008-07-10,4140,4400,4030,4390,9200,57468.0,13090550.0
2008-07-11,4400,4600,4295,4590,10099,60086.0,13090550.0
2008-07-14,4660,4660,4400,4595,787,60151.0,13090550.0
2008-07-15,4450,4570,4350,4460,11161,58384.0,13090550.0
2008-07-16,4545,4750,4350,4500,6155,58907.0,13090550.0
2008-07-17,4640,4640,4440,4620,4710,60478.0,13090550.0
2008-07-18,4425,4640,4425,4575,16280,59889.0,13090550.0
2008-07-21,4470,4650,4455,4575,9629,59889.0,13090550.0
2008-07-22,4575,4575,4400,4530,22450,59300.0,13090550.0
2008-07-23,4530,4900,4470,4645,29050,60806.0,13090550.0
2008-07-24,4545,4700,4535,4600,9569,60217.0,13090550.0
2008-07-25,4595,4620,4490,4620,10369,60478.0,13090550.0
2008-07-28,4620,4730,4535,4710,5260,61656.0,13090550.0
2008-07-29,4700,4740,4475,4585,6146,60020.0,13090550.0
2008-07-30,4550,4675,4505,4590,15922,60086.0,13090550.0
2008-07-31,4550,4700,4460,4635,4840,60675.0,13090550.0
2008-08-01,4570,4685,4500,4590,344,60086.0,13090550.0
2008-08-04,4475,4595,4260,4430,20167,57991.0,13090550.0
2008-08-05,4350,4460,4270,4375,8649,57271.0,13090550.0
2008-08-06,4400,4460,4350,4400,14869,57598.0,13090550.0
2008-08-07,4350,4445,4350,4430,5977,57991.0,13090550.0
2008-08-08,4355,4470,4350,4450,4336,58253.0,13090550.0
2008-08-11,4550,4550,4350,4405,2623,57664.0,13090550.0
2008-08-12,4405,4480,4350,4420,9068,57860.0,13090550.0
2008-08-13,4495,4615,4400,4540,15420,59431.0,13090550.0
2008-08-14,4540,4855,4455,4855,17868,63555.0,13090550.0
2008-08-18,4975,4975,4480,4615,29081,60413.0,13090550.0
2008-08-19,4450,4680,4450,4590,12587,60086.0,13090550.0
2008-08-20,4500,4620,4480,4590,3164,60086.0,13090550.0
2008-08-21,4505,4670,4400,4400,8631,57598.0,13090550.0
2008-08-22,4355,4495,4030,4395,21930,57533.0,13090550.0
2008-08-25,4440,5050,4215,4425,71465,57926.0,13090550.0
2008-08-26,4260,4475,4210,4300,15960,56289.0,13090550.0
2008-08-27,4105,4550,4000,4200,68804,54980.0,13090550.0
2008-08-28,4200,4295,4040,4185,18648,54784.0,13090550.0
2008-08-29,4120,4300,4120,4240,9727,55504.0,13090550.0
2008-09-01,4100,4150,3700,4115,7823,53868.0,13090550.0
2008-09-02,4210,4210,3830,4050,6712,53017.0,13090550.0
2008-09-03,4145,4145,3445,3840,43615,50268.0,13090550.0
2008-09-04,3750,4150,3750,4090,25921,53540.0,13090550.0
2008-09-05,4100,4160,4000,4090,6278,53540.0,13090550.0
2008-09-08,4050,4200,3950,4090,33483,53540.0,13090550.0
2008-09-09,4050,4250,3750,3800,32376,49744.0,13090550.0
2008-09-10,3710,3840,3625,3835,48008,50202.0,13090550.0
2008-09-11,3785,4045,3745,4000,31519,52362.0,13090550.0
2008-09-12,4075,4075,3915,4045,7875,52951.0,13090550.0
2008-09-16,3600,3870,3460,3800,22360,49744.0,13090550.0
2008-09-17,3750,3980,3750,3800,20292,49744.0,13090550.0
2008-09-18,3710,3760,3680,3755,2429,49155.0,13090550.0
2008-09-19,3900,3920,3600,3600,19944,47126.0,13090550.0
2008-09-22,3690,3690,3440,3440,28658,45031.0,13090550.0
2008-09-23,3400,3450,3300,3430,23504,44901.0,13090550.0
2008-09-24,3330,3450,3330,3400,25432,44508.0,13090550.0
2008-09-25,3400,3400,3035,3235,59724,42348.0,13090550.0
2008-09-26,3210,3240,3070,3200,55206,41890.0,13090550.0
2008-09-29,3135,3190,3075,3160,20261,41366.0,13090550.0
2008-09-30,2770,3080,2770,3010,14380,39403.0,13090550.0
2008-10-01,3080,3310,2950,3150,16717,41235.0,13090550.0
2008-10-02,3120,3220,3080,3130,3604,40973.0,13090550.0
2008-10-06,3120,3120,2800,2805,33803,36719.0,13090550.0
2008-10-07,2790,2790,2610,2700,27922,35344.0,13090550.0
2008-10-08,2650,2830,2550,2550,18739,33381.0,13090550.0
2008-10-09,2460,2840,2410,2770,13640,36261.0,13090550.0
2008-10-10,2400,2680,2355,2450,44448,32072.0,13090550.0
2008-10-13,2315,2565,2315,2500,17992,32726.0,13090550.0
2008-10-14,2565,2735,2550,2725,24935,35672.0,13090550.0
2008-10-15,2620,2720,2500,2530,27849,33119.0,13090550.0
2008-10-16,2470,2510,2155,2190,59832,28668.0,13090550.0
2008-10-17,2250,2320,2150,2230,9518,29192.0,13090550.0
2008-10-20,2320,2320,2155,2245,4902,29388.0,13090550.0
2008-10-21,2250,2580,2235,2235,9928,29257.0,13090550.0
2008-10-22,2160,2570,2150,2250,129122,29454.0,13090550.0
2008-10-23,2150,2150,1915,1995,43693,26116.0,13090550.0
2008-10-24,1850,1970,1700,1735,35954,22712.0,13090550.0
2008-10-27,1520,1735,1475,1475,39367,19309.0,13090550.0
2008-10-28,1265,1580,1255,1500,40952,19636.0,13090550.0
2008-10-29,1560,1640,1330,1400,34264,18327.0,13090550.0
2008-10-30,1410,1610,1410,1600,26088,20945.0,13090550.0
2008-10-31,1600,1830,1600,1830,14640,23956.0,13090550.0
2008-11-03,1895,2100,1800,2100,27988,27490.0,13090550.0
2008-11-04,2015,2240,1950,2240,18636,29323.0,13090550.0
2008-11-05,2260,2495,2260,2390,31266,31286.0,13090550.0
2008-11-06,2250,2255,2140,2200,5490,28799.0,13090550.0
2008-11-07,2120,2330,1870,2300,210202,30108.0,13090550.0
2008-11-10,2300,2370,2220,2250,16161,29454.0,13090550.0
2008-11-11,2340,2340,2080,2335,14985,30566.0,13090550.0
2008-11-12,2250,2675,2165,2300,31170,30108.0,13090550.0
2008-11-13,2230,2375,2220,2320,13739,30370.0,13090550.0
2008-11-14,2320,2500,2290,2360,13229,30894.0,13090550.0
2008-11-17,2215,2350,2170,2245,19414,29388.0,13090550.0
2008-11-18,2110,2240,2040,2100,31473,27490.0,13090550.0
2008-11-19,2080,2320,1785,1785,192730,23367.0,13090550.0
2008-11-20,1785,1785,1530,1660,33225,21730.0,13090550.0
2008-11-21,1670,1850,1550,1835,40395,24021.0,13090550.0
2008-11-24,1715,1855,1690,1800,52211,23563.0,13090550.0
2008-11-25,1915,1915,1730,1745,76447,22843.0,13090550.0
2008-11-26,1665,1810,1665,1800,23206,23563.0,13090550.0
2008-11-27,1800,1825,1760,1820,50989,23825.0,13090550.0
2008-11-28,1820,1945,1765,1850,25984,24218.0,13090550.0
2008-12-01,1900,1950,1870,1920,27607,25134.0,13090550.0
2008-12-02,1775,1895,1775,1800,14609,23563.0,13090550.0
2008-12-03,1885,1925,1810,1840,11800,24087.0,13090550.0
2008-12-04,1890,1890,1760,1800,46241,23563.0,13090550.0
2008-12-05,1845,1845,1770,1775,18661,23236.0,13090550.0
2008-12-08,1820,1950,1800,1860,36342,24348.0,13090550.0
2008-12-09,1900,1900,1585,1585,351841,20749.0,13090550.0
2008-12-10,1580,1600,1430,1550,2830039,20290.0,13090550.0
2008-12-11,1600,1730,1560,1655,1072712,21665.0,13090550.0
2008-12-12,1645,1685,1575,1595,405856,20879.0,13090550.0
2008-12-15,1645,1760,1605,1710,343906,22385.0,13090550.0
2008-12-16,1710,1810,1645,1800,401328,23563.0,13090550.0
2008-12-17,2070,2070,2070,2070,58582,27097.0,13090550.0
2008-12-18,2380,2380,2380,2380,249261,31156.0,13090550.0
2008-12-19,2480,2700,2280,2395,1791760,31352.0,13090550.0
2008-12-22,2440,2495,2310,2460,736936,32203.0,13090550.0
2008-12-23,2485,2600,2360,2385,732123,31221.0,13090550.0
2008-12-24,2340,2340,2095,2235,393479,29257.0,13090550.0
2008-12-26,2235,2350,2155,2155,230929,28210.0,13090550.0
2008-12-29,2170,2210,2025,2090,180399,27359.0,13090550.0
2008-12-30,2115,2230,2070,2070,245579,27097.0,13090550.0
2009-01-02,2250,2380,2230,2285,917712,29912.0,13090550.0
2009-01-05,2325,2420,2270,2300,442013,30108.0,13090550.0
2009-01-06,2260,2340,2240,2330,252333,30501.0,13090550.0
2009-01-07,2380,2390,2255,2305,414833,30174.0,13090550.0
2009-01-08,2270,2350,2215,2350,215415,30763.0,13090550.0
2009-01-09,2390,2390,2260,2295,158531,30043.0,13090550.0
2009-01-12,2270,2270,2180,2180,152923,28537.0,13090550.0
2009-01-13,2180,2290,2070,2290,169538,29977.0,13090550.0
2009-01-14,2290,2340,2250,2315,120319,30305.0,13090550.0
2009-01-15,2225,2270,2050,2155,154945,28210.0,13090550.0
2009-01-16,2160,2220,2160,2220,99672,29061.0,13090550.0
2009-01-19,2260,2550,2255,2550,260510,33381.0,13090550.0
2009-01-20,2650,2930,2510,2930,1530951,38355.0,13090550.0
2009-01-21,2870,3235,2630,2720,3627680,35606.0,13090550.0
2009-01-22,2815,3120,2760,2890,2005591,37832.0,13090550.0
2009-01-23,2920,3135,2800,2890,1718285,37832.0,13090550.0
2009-01-28,3000,3090,2945,2960,889100,38748.0,13090550.0
2009-01-29,3040,3080,2810,2810,656478,36784.0,13090550.0
2009-01-30,2770,2980,2710,2980,356104,39010.0,13090550.0
2009-02-02,2925,3180,2915,3000,645515,39272.0,13090550.0
2009-02-03,3075,3110,2950,2990,293160,39141.0,13090550.0
2009-02-04,3050,3150,2980,3120,539079,40843.0,13090550.0
2009-02-05,3120,3150,2855,2880,449765,37701.0,13090550.0
2009-02-06,2915,2990,2825,2930,221522,38355.0,13090550.0
2009-02-09,3010,3010,2870,2920,190367,38224.0,13090550.0
2009-02-10,2950,3140,2930,3025,278518,39599.0,13090550.0
2009-02-11,2920,3200,2900,3180,280377,41628.0,13090550.0
2009-02-12,3280,3655,3230,3295,2123184,43133.0,13090550.0
2009-02-13,3330,3330,3180,3310,319746,43330.0,13090550.0
2009-02-16,3335,3375,3225,3270,348981,42806.0,13090550.0
2009-02-17,3300,3300,2910,2910,451208,38094.0,13090550.0
2009-02-18,2805,2920,2650,2920,229491,38224.0,13090550.0
2009-02-19,2915,3030,2750,2805,167788,36719.0,13090550.0
2009-02-20,2715,2850,2510,2650,222723,34690.0,13090550.0
2009-02-23,2600,2750,2550,2720,119569,35606.0,13090550.0
2009-02-24,2600,2825,2570,2825,100064,36981.0,13090550.0
2009-02-25,2920,2980,2750,2800,127467,36654.0,13090550.0
2009-02-26,2880,2880,2655,2800,84110,36654.0,13090550.0
2009-02-27,2810,2840,2700,2800,93351,36654.0,13090550.0
2009-03-02,2700,2795,2600,2605,107860,34101.0,13090550.0
2009-03-03,2600,2600,2215,2215,319395,28996.0,13090550.0
2009-03-04,1885,2295,1885,2100,6983938,27490.0,13090550.0
2009-03-05,2165,2235,2050,2060,1189709,26967.0,13090550.0
2009-03-06,1970,2035,1870,1945,884982,25461.0,13090550.0
2009-03-09,1970,2050,1920,2000,756613,26181.0,13090550.0
2009-03-10,2000,2170,1940,2100,839207,27490.0,13090550.0
2009-03-11,2280,2290,2170,2290,1011613,29977.0,13090550.0
2009-03-12,2260,2320,2130,2260,509166,29585.0,13090550.0
2009-03-13,2300,2310,2185,2190,340574,28668.0,13090550.0
2009-03-16,2260,2260,2070,2170,528117,28406.0,13090550.0
2009-03-17,2130,2170,2000,2120,726184,27752.0,13090550.0
2009-03-18,2180,2305,2100,2255,1239928,29519.0,13090550.0
2009-03-19,2300,2590,2300,2590,1554439,33905.0,13090550.0
2009-03-20,2620,2660,2380,2515,1463348,32923.0,13090550.0
2009-03-23,2520,2750,2480,2710,930080,35475.0,13090550.0
2009-03-24,2760,2820,2665,2810,572367,36784.0,13090550.0
2009-03-25,2860,3140,2860,2910,936089,38094.0,13090550.0
2009-03-26,2910,3080,2910,3050,812400,39926.0,13090550.0
2009-03-27,3100,3335,3100,3220,695017,42152.0,13090550.0
2009-03-30,3155,3285,3010,3030,681004,39664.0,13090550.0
2009-03-31,3100,3340,3050,3300,483917,43199.0,13090550.0
2009-04-01,3390,3795,3370,3795,1173664,49679.0,13090550.0
2009-04-02,4010,4260,3950,4105,1236798,53737.0,13090550.0
2009-04-03,4190,4300,3885,4020,1058159,52624.0,13090550.0
2009-04-06,4200,4620,4110,4620,1255258,60478.0,13090550.0
2009-04-07,4705,5280,4700,5250,1335711,68725.0,13090550.0
2009-04-08,5120,5480,4970,5270,1015763,68987.0,13090550.0
2009-04-09,5380,5470,5150,5240,780871,68594.0,13090550.0
2009-04-10,5330,5400,4815,4990,1071001,65322.0,13090550.0
2009-04-13,5000,5730,4900,5530,1183298,72391.0,13090550.0
2009-04-14,5650,5670,5200,5300,727380,69380.0,13090550.0
2009-04-15,5120,5190,4515,4780,867953,62573.0,13090550.0
2009-04-16,4990,4990,4480,4700,1003338,61526.0,13090550.0
2009-04-17,4900,5240,4650,4900,1028156,64144.0,13090550.0
2009-04-20,5120,5200,4500,5200,909431,68071.0,13090550.0
2009-04-21,5010,5650,5000,5500,933654,71998.0,13090550.0
2009-04-22,5550,5840,5400,5640,953757,73831.0,13090550.0
2009-04-23,5680,5690,5200,5440,732128,71213.0,13090550.0
2009-04-24,5480,5580,5150,5370,403806,70296.0,13090550.0
2009-04-27,5270,6170,5100,6150,955179,80507.0,13090550.0
2009-04-28,6200,6320,5680,5690,669278,74485.0,13090550.0
2009-04-29,5690,6500,5580,6480,1056493,84827.0,13090550.0
2009-04-30,6600,7450,6450,7230,1425779,94645.0,13090550.0
2009-05-04,7380,7500,6940,7500,625055,98179.0,13090550.0
2009-05-06,7500,8620,7420,8470,1689718,110877.0,13090550.0
2009-05-07,8600,9460,8250,8300,1283997,108652.0,13090550.0
