상신전자(263810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-21,7719,7784,7591,7656,26222,70186.0,3921000.0
2018-05-23,7633,7740,7612,7720,20016,70774.0,3921000.0
2018-05-24,7740,7998,7719,7806,56650,71558.0,3921000.0
2018-05-25,7655,7698,7527,7656,31264,70186.0,3921000.0
2018-05-28,7655,7655,7548,7592,23682,69598.0,3921000.0
2018-05-29,7762,8040,7612,7613,80903,69794.0,3921000.0
2018-05-30,7612,7698,7505,7549,30481,69206.0,3921000.0
2018-05-31,7655,7698,7548,7656,21506,70186.0,3921000.0
2018-06-01,7655,7827,7591,7784,24501,71362.0,3921000.0
2018-06-04,7891,8040,7740,7763,41571,71166.0,3921000.0
2018-06-05,7784,7869,7740,7827,20753,71754.0,3921000.0
2018-06-07,7827,8297,7805,8148,123940,74695.0,3921000.0
2018-06-08,8147,8211,7933,8105,494924,74303.0,3921000.0
2018-06-11,8126,8126,7762,7827,53644,71754.0,3921000.0
2018-06-12,7827,7827,7527,7613,63454,69794.0,3921000.0
2018-06-14,7612,7633,7462,7549,21595,69206.0,3921000.0
2018-06-15,7548,7633,7484,7571,12335,69402.0,3921000.0
2018-06-18,7484,7569,7014,7250,51518,66461.0,3921000.0
2018-06-19,7099,7313,6650,6800,54157,62344.0,3921000.0
2018-06-20,6736,6992,6608,6907,35866,63324.0,3921000.0
2018-06-21,6907,6950,6714,6886,19980,63128.0,3921000.0
2018-06-22,6864,6928,6608,6651,22907,60972.0,3921000.0
2018-06-25,6608,6843,6586,6843,11934,62736.0,3921000.0
2018-06-26,6779,6843,6650,6758,11880,61952.0,3921000.0
2018-06-27,6950,6992,6714,6822,11638,62540.0,3921000.0
2018-06-28,6736,6864,6501,6651,15338,60972.0,3921000.0
2018-06-29,6650,6714,6265,6629,40967,60776.0,3921000.0
2018-07-02,6501,6608,6201,6288,19749,57639.0,3921000.0
2018-07-03,6286,6393,5987,6181,43658,56658.0,3921000.0
2018-07-04,6137,6243,6051,6223,19183,57051.0,3921000.0
2018-07-05,6265,6629,6051,6544,46952,59991.0,3921000.0
2018-07-06,6608,6629,6350,6608,19044,60579.0,3921000.0
2018-07-09,6479,6757,6479,6587,14603,60383.0,3921000.0
2018-07-10,6736,7827,6672,7014,869406,64304.0,3921000.0
2018-07-11,7078,7121,6779,6779,130695,62148.0,3921000.0
2018-07-12,6714,6757,6543,6608,102323,60579.0,3921000.0
2018-07-13,6672,7056,6672,6800,118528,62344.0,3921000.0
2018-07-16,6907,7121,6864,7100,88711,65089.0,3921000.0
2018-07-17,7270,7398,7078,7078,93068,64893.0,3921000.0
2018-07-18,7078,7185,6757,6843,53091,62736.0,3921000.0
2018-07-19,6843,6950,6672,6779,38875,62148.0,3921000.0
2018-07-20,6843,6907,6586,6715,36995,61560.0,3921000.0
2018-07-23,6650,6714,6115,6288,78448,57639.0,3921000.0
2018-07-24,6201,6393,6115,6309,54939,57835.0,3921000.0
2018-07-25,6243,6308,5987,5988,51613,54894.0,3921000.0
2018-07-26,6008,6179,5987,6095,33769,55874.0,3921000.0
2018-07-27,6051,6329,6051,6202,32588,56854.0,3921000.0
2018-07-30,6329,6608,6222,6245,41417,57247.0,3921000.0
2018-07-31,6243,6372,6201,6266,22692,57443.0,3921000.0
2018-08-01,6265,6479,6265,6458,32846,59207.0,3921000.0
2018-08-02,6414,6565,6286,6416,32489,58815.0,3921000.0
2018-08-03,6457,6522,6308,6373,19605,58423.0,3921000.0
2018-08-06,6393,6393,6308,6309,14472,57835.0,3921000.0
2018-08-07,6308,6543,6201,6544,41930,59991.0,3921000.0
2018-08-08,6586,6757,6479,6672,40717,61168.0,3921000.0
2018-08-09,6693,6714,6501,6501,20624,59599.0,3921000.0
2018-08-10,6522,6565,6265,6330,21068,58031.0,3921000.0
2018-08-13,6329,6393,6072,6159,23615,56462.0,3921000.0
2018-08-14,6072,6222,6030,6074,30215,55678.0,3921000.0
2018-08-16,6030,6072,5816,5946,28789,54502.0,3921000.0
2018-08-17,5966,6115,5944,5967,14670,54698.0,3921000.0
2018-08-20,5966,6179,5966,6138,13665,56266.0,3921000.0
2018-08-21,6201,6201,6030,6138,19090,56266.0,3921000.0
2018-08-22,6158,6201,6030,6074,14900,55678.0,3921000.0
2018-08-23,6137,6137,5987,6010,12868,55090.0,3921000.0
2018-08-24,5987,6179,5987,6159,17990,56462.0,3921000.0
2018-08-27,6158,6158,6051,6095,9595,55874.0,3921000.0
2018-08-28,6094,6222,6072,6095,16738,55874.0,3921000.0
2018-08-29,6115,6543,6115,6394,60584,58619.0,3921000.0
2018-08-30,6501,6864,6414,6501,105081,59599.0,3921000.0
2018-08-31,6479,6586,6393,6480,19602,59403.0,3921000.0
2018-09-03,6522,6565,6286,6288,27250,57639.0,3921000.0
2018-09-04,6286,6393,6222,6352,18068,58227.0,3921000.0
2018-09-05,6308,6350,6115,6245,28185,57247.0,3921000.0
2018-09-06,6243,6243,6094,6117,24827,56070.0,3921000.0
2018-09-07,6115,6158,6051,6117,9085,56070.0,3921000.0
2018-09-10,6115,6137,5966,6031,26887,55286.0,3921000.0
2018-09-11,6051,6137,5944,6074,10872,55678.0,3921000.0
2018-09-12,6115,6201,6030,6202,27295,56854.0,3921000.0
2018-09-13,6222,6286,6115,6117,13922,56070.0,3921000.0
2018-09-14,6137,6222,6115,6223,18179,57051.0,3921000.0
2018-09-17,6265,6286,6008,6031,21854,55286.0,3921000.0
2018-09-18,6030,7056,6030,6565,683580,60187.0,3921000.0
2018-09-19,6608,6629,6436,6629,117552,60776.0,3921000.0
2018-09-20,6693,6736,6414,6501,123057,59599.0,3921000.0
2018-09-21,6501,6650,6457,6480,66034,59403.0,3921000.0
2018-09-27,6479,6800,6308,6715,111235,61560.0,3921000.0
2018-09-28,6650,6821,6586,6608,54749,60579.0,3921000.0
2018-10-01,6650,6736,6522,6715,40478,61560.0,3921000.0
2018-10-02,6864,7056,6522,6523,127613,59795.0,3921000.0
2018-10-04,6565,6693,6414,6501,36644,59599.0,3921000.0
2018-10-05,6372,6543,6265,6352,54106,58227.0,3921000.0
2018-10-08,6265,6393,6158,6245,37656,57247.0,3921000.0
2018-10-10,6179,6350,5816,5816,69454,53326.0,3921000.0
2018-10-11,5624,5645,5174,5539,99538,50777.0,3921000.0
2018-10-12,5260,5688,5218,5517,50875,50581.0,3921000.0
2018-10-15,5538,5688,5410,5560,22840,50973.0,3921000.0
2018-10-16,5474,5709,5431,5581,15044,52966.0,4058668.0
2018-10-17,5709,5730,5538,5624,12601,53371.0,4058668.0
2018-10-18,5602,5666,5517,5624,9446,53371.0,4058668.0
2018-10-19,5495,5624,5431,5603,19424,53169.0,4058668.0
2018-10-22,5645,5688,5517,5603,6454,53169.0,4058668.0
2018-10-23,5645,5645,5303,5410,25801,51342.0,4058668.0
2018-10-24,5410,5495,5196,5325,34611,50530.0,4058668.0
2018-10-25,5088,5260,4875,5154,75761,48907.0,4058668.0
2018-10-26,5174,5282,4704,4748,137333,45051.0,4058668.0
2018-10-29,4576,4704,4242,4264,202130,40465.0,4058668.0
2018-10-30,4187,4319,4041,4243,87247,40262.0,4058668.0
2018-10-31,4268,4405,4170,4362,47621,41398.0,4058668.0
2018-11-01,4362,5666,4362,5667,918042,53777.0,4058668.0
2018-11-02,5816,5859,5389,5646,523624,53574.0,4058668.0
2018-11-05,5666,5688,5431,5496,143886,52154.0,4058668.0
2018-11-06,5495,5538,5303,5368,105561,50936.0,4058668.0
2018-11-07,5431,5880,5389,5603,289900,53169.0,4058668.0
2018-11-08,5666,5795,5517,5646,85011,53574.0,4058668.0
2018-11-09,5709,6072,5560,5795,276251,54995.0,4058668.0
2018-11-12,5837,5966,5666,5731,73081,54386.0,4058668.0
2018-11-13,5581,7056,5560,6523,1223442,61895.0,4058668.0
2018-11-14,6586,6885,6115,6288,510407,59662.0,4058668.0
2018-11-15,6286,6629,6179,6480,333936,61489.0,4058668.0
2018-11-16,7685,8121,6582,6685,880673,31739.0,4058668.0
2018-11-19,6642,6796,6539,6540,114028,31049.0,4058668.0
2018-11-20,6479,6488,6300,6377,89986,30278.0,4058668.0
2018-11-21,6231,6300,6095,6189,75560,29385.0,4058668.0
2018-11-22,6189,6231,5992,6001,53088,28492.0,4058668.0
2018-11-23,6001,6069,5778,5847,55712,27761.0,4058668.0
2018-11-26,5813,7351,5813,6959,1427829,33038.0,4058668.0
2018-11-27,6975,6984,6514,6523,320161,30968.0,4058668.0
2018-11-28,6522,6736,6343,6651,210802,31576.0,4058668.0
2018-11-29,6650,7103,6522,6634,379998,31495.0,4058668.0
2018-11-30,6402,6479,6180,6240,165536,29628.0,4058668.0
2018-12-03,6283,6565,6155,6206,183212,29466.0,4058668.0
2018-12-04,5975,6060,5813,5941,439539,56415.0,8117336.0
2018-12-05,5804,5941,5761,5830,112609,55360.0,8117336.0
2018-12-06,5872,6351,5864,6044,432984,57390.0,8117336.0
2018-12-07,6043,6240,5932,5975,183859,56740.0,8117336.0
2018-12-10,5984,6086,5744,5770,93951,54792.0,8117336.0
2018-12-11,5787,5924,5727,5796,59285,55036.0,8117336.0
2018-12-12,5830,6060,5778,5941,111425,56415.0,8117336.0
2018-12-13,6018,6060,5915,6044,67525,57390.0,8117336.0
2018-12-14,6026,6060,5855,5924,66510,56253.0,8117336.0
2018-12-17,5941,5949,5642,5651,80543,53656.0,8117336.0
2018-12-18,5573,5710,5556,5634,43688,53493.0,8117336.0
2018-12-19,5590,5804,5590,5796,57451,55036.0,8117336.0
2018-12-20,5744,5813,5693,5779,37241,54873.0,8117336.0
2018-12-21,5676,5838,5676,5813,36952,55198.0,8117336.0
2018-12-24,5813,6009,5813,5984,62098,56821.0,8117336.0
2018-12-26,5872,5984,5804,5890,62791,55928.0,8117336.0
2018-12-27,6010,6120,5680,5710,99698,46350.0,8117336.0
2018-12-28,5670,5850,5670,5800,31801,47081.0,8117336.0
2019-01-02,5750,5800,5500,5500,61537,44645.0,8117336.0
2019-01-03,5400,5570,5250,5420,58621,43996.0,8117336.0
2019-01-04,5320,5410,5150,5210,67003,42291.0,8117336.0
2019-01-07,5250,5480,5250,5330,27821,43265.0,8117336.0
2019-01-08,5170,5440,5170,5260,61372,42697.0,8117336.0
2019-01-09,5300,5300,5230,5260,39183,42697.0,8117336.0
2019-01-10,5240,5290,5210,5260,24694,42697.0,8117336.0
2019-01-11,5320,5370,5260,5310,40459,43103.0,8117336.0
2019-01-14,5670,5890,5380,5490,109871,44564.0,8117336.0
2019-01-15,5550,5550,5400,5460,23182,44321.0,8117336.0
2019-01-16,5500,5500,5410,5460,36541,44321.0,8117336.0
2019-01-17,5500,5520,5380,5450,24623,44239.0,8117336.0
2019-01-18,5400,5510,5350,5470,37273,44402.0,8117336.0
2019-01-21,5490,5570,5420,5520,25082,44808.0,8117336.0
2019-01-22,5530,5600,5440,5580,61137,45295.0,8117336.0
2019-01-23,5620,5710,5550,5630,64094,45701.0,8117336.0
2019-01-24,5650,5690,5560,5620,20329,45619.0,8117336.0
2019-01-25,5620,5630,5530,5560,356274,45132.0,8117336.0
2019-01-28,5600,5790,5600,5710,83127,46350.0,8117336.0
2019-01-29,5650,5760,5500,5610,53524,45538.0,8117336.0
2019-01-30,5590,5670,5490,5580,64422,45295.0,8117336.0
2019-01-31,5610,5660,5460,5580,59508,45295.0,8117336.0
2019-02-01,5580,5870,5580,5730,137131,46512.0,8117336.0
2019-02-07,5700,5760,5600,5760,37215,46756.0,8117336.0
2019-02-08,5750,5760,5670,5740,35316,46594.0,8117336.0
2019-02-11,5740,5780,5670,5710,31367,46350.0,8117336.0
2019-02-12,5760,5800,5650,5790,53469,46999.0,8117336.0
2019-02-13,5710,5880,5690,5740,34579,46594.0,8117336.0
2019-02-14,5740,5880,5700,5860,84419,47568.0,8117336.0
2019-02-15,5890,5920,5790,5870,54037,47649.0,8117336.0
2019-02-18,5900,5950,5810,5860,27795,47568.0,8117336.0
2019-02-19,5860,5950,5840,5930,46970,48136.0,8117336.0
2019-02-20,6050,7500,6050,6620,2806996,53737.0,8117336.0
2019-02-21,6650,6760,6460,6700,451628,54386.0,8117336.0
2019-02-22,6660,6890,6450,6480,313096,52600.0,8117336.0
2019-02-25,6430,6790,6430,6580,196623,53412.0,8117336.0
2019-02-26,6580,6650,6360,6360,130201,51626.0,8117336.0
2019-02-27,6420,6550,6340,6540,65566,53087.0,8117336.0
2019-02-28,6520,6570,5870,6140,137914,49840.0,8117336.0
2019-03-04,6100,6330,6100,6250,50913,50733.0,8117336.0
2019-03-05,6250,6370,6090,6230,42735,50571.0,8117336.0
2019-03-06,6240,6630,6230,6590,256968,53493.0,8117336.0
2019-03-07,6510,6580,6350,6480,124411,52600.0,8117336.0
2019-03-08,6480,6500,6260,6350,60333,51545.0,8117336.0
2019-03-11,6360,6430,6170,6320,42547,51302.0,8117336.0
2019-03-12,6350,6490,6300,6370,60244,51707.0,8117336.0
2019-03-13,6370,6460,6290,6460,57505,52438.0,8117336.0
2019-03-14,6500,7140,6490,6580,991746,53412.0,8117336.0
2019-03-15,6520,6740,6500,6710,180502,54467.0,8117336.0
2019-03-18,6720,7000,6690,7000,330627,56821.0,8117336.0
2019-03-19,7040,7190,6820,7170,284452,58201.0,8117336.0
2019-03-20,7170,7190,6910,6970,235499,56578.0,8117336.0
2019-03-21,6950,6950,6640,6640,153764,53899.0,8117336.0
2019-03-22,6660,6850,6580,6600,83995,53574.0,8117336.0
2019-03-25,6510,6600,6190,6190,112914,50246.0,8117336.0
2019-03-26,6220,6370,6200,6340,42634,51464.0,8117336.0
2019-03-27,6340,6400,6180,6310,51730,51220.0,8117336.0
2019-03-28,6310,6360,6180,6270,46219,50896.0,8117336.0
2019-03-29,6210,6370,6200,6280,25519,50977.0,8117336.0
2019-04-01,6270,6440,6270,6410,37353,52032.0,8117336.0
2019-04-02,6370,6470,6370,6440,27000,52276.0,8117336.0
2019-04-03,6460,6580,6380,6570,43886,53331.0,8117336.0
2019-04-04,6600,6600,6400,6480,34367,52600.0,8117336.0
2019-04-05,6440,6560,6330,6410,44909,52032.0,8117336.0
2019-04-08,6410,6650,6410,6540,68988,53087.0,8117336.0
2019-04-09,6540,6780,6530,6720,117139,54548.0,8117336.0
2019-04-10,6750,6760,6630,6730,374192,54630.0,8117336.0
2019-04-11,6700,6740,6580,6670,80406,54143.0,8117336.0
2019-04-12,6620,6680,6540,6650,52840,53980.0,8117336.0
2019-04-15,6700,6710,6540,6630,45243,53818.0,8117336.0
2019-04-16,6600,6630,6400,6470,79127,52519.0,8117336.0
2019-04-17,6490,6530,6380,6530,34074,53006.0,8117336.0
2019-04-18,6400,6410,6200,6210,225964,58978.0,9497283.0
2019-04-19,6230,6300,6220,6240,72003,59263.0,9497283.0
2019-04-22,6250,6300,6210,6230,50908,59168.0,9497283.0
2019-04-23,6390,6760,6310,6420,853574,60973.0,9497283.0
2019-04-24,6380,6480,6270,6320,157133,60023.0,9497283.0
2019-04-25,6280,6320,6090,6090,128267,57838.0,9497283.0
2019-04-26,6020,6140,5860,5930,104561,56319.0,9497283.0
2019-04-29,5910,5960,5800,5940,58032,56414.0,9497283.0
2019-04-30,6000,6070,5900,6040,48247,57364.0,9497283.0
2019-05-02,5930,6020,5910,6010,70387,57079.0,9497283.0
2019-05-03,5940,6080,5940,6050,61713,57459.0,9497283.0
2019-05-07,5940,6050,5910,6040,52698,57364.0,9497283.0
2019-05-08,5850,6040,5850,5900,63191,56034.0,9497283.0
2019-05-09,5860,6000,5540,5650,77259,53660.0,9497283.0
2019-05-10,5630,5690,5460,5630,62634,53470.0,9497283.0
2019-05-13,5600,5680,5510,5590,38961,53090.0,9497283.0
2019-05-14,5570,5590,5360,5570,37748,52900.0,9497283.0
2019-05-15,5600,5760,5590,5690,43292,54040.0,9497283.0
2019-05-16,5690,5750,5550,5630,35678,53470.0,9497283.0
2019-05-17,5820,5820,5540,5630,28538,53470.0,9497283.0
2019-05-20,5630,5660,5430,5490,29370,52140.0,9497283.0
2019-05-21,5420,5470,5330,5370,38081,51000.0,9497283.0
2019-05-22,5370,5450,5340,5450,24022,51760.0,9497283.0
2019-05-23,5410,5430,5170,5300,34937,50336.0,9497283.0
2019-05-24,5300,5350,4980,5040,83194,47866.0,9497283.0
2019-05-27,5030,5170,5000,5050,25209,47961.0,9497283.0
2019-05-28,5000,5280,5000,5280,51780,50146.0,9497283.0
2019-05-29,5470,5650,5210,5370,90022,51000.0,9497283.0
2019-05-30,5370,5380,5230,5320,20131,50526.0,9497283.0
2019-05-31,5300,5340,5240,5320,21352,50526.0,9497283.0
2019-06-03,5320,5390,5270,5360,17648,50905.0,9497283.0
2019-06-04,5360,5400,5270,5360,22996,50905.0,9497283.0
2019-06-05,5360,5480,5300,5410,24417,51380.0,9497283.0
2019-06-07,5440,5470,5360,5420,26380,51475.0,9497283.0
2019-06-10,5450,5540,5410,5490,18203,52140.0,9497283.0
2019-06-11,5490,5530,5440,5530,31547,52520.0,9497283.0
2019-06-12,5590,5590,5440,5550,21329,52710.0,9497283.0
2019-06-13,5460,5530,5450,5490,26237,52140.0,9497283.0
2019-06-14,5360,5540,5360,5420,30561,51475.0,9497283.0
2019-06-17,5360,5420,5300,5370,29845,51000.0,9497283.0
2019-06-18,5320,5550,5320,5500,57449,52235.0,9497283.0
2019-06-19,5450,5560,5430,5500,23317,52235.0,9497283.0
2019-06-20,5450,5600,5430,5600,38108,53185.0,9497283.0
2019-06-21,5630,5710,5500,5560,39981,52805.0,9497283.0
2019-06-24,5650,5650,5440,5490,14515,52140.0,9497283.0
2019-06-25,5430,5480,5330,5380,38795,51095.0,9497283.0
2019-06-26,5410,5440,5280,5370,30191,51000.0,9497283.0
2019-06-27,5400,5540,5330,5490,47884,52140.0,9497283.0
2019-06-28,5500,5550,5330,5480,28427,52045.0,9497283.0
2019-07-01,5480,5540,5370,5500,22678,52235.0,9497283.0
2019-07-02,5450,5700,5400,5660,90661,53755.0,9497283.0
2019-07-03,5660,5890,5600,5870,222502,55749.0,9497283.0
