액션스퀘어(205500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-09-07,8650,8650,8440,8580,25772,210565.0,24541426.0
2016-09-08,8410,8560,8220,8240,52014,202221.0,24541426.0
2016-09-09,8300,8300,8090,8170,22599,200503.0,24541426.0
2016-09-12,7900,8140,7820,8030,48413,197068.0,24541426.0
2016-09-13,7950,8190,7850,7850,60156,192650.0,24541426.0
2016-09-19,7950,7950,7630,7690,75880,191784.0,24939426.0
2016-09-20,7600,7920,7520,7900,67889,197021.0,24939426.0
2016-09-21,7880,8240,7780,7920,70470,197520.0,24939426.0
2016-09-22,7920,8090,7480,7600,144711,189540.0,24939426.0
2016-09-23,7580,7700,7500,7610,50471,189789.0,24939426.0
2016-09-26,7740,8070,7580,7700,125987,192034.0,24939426.0
2016-09-27,7610,7660,7350,7370,113444,183804.0,24939426.0
2016-09-28,7370,7460,7130,7210,85788,179813.0,24939426.0
2016-09-29,7280,7470,7150,7270,48839,181310.0,24939426.0
2016-09-30,7290,7360,7130,7130,49939,177818.0,24939426.0
2016-10-04,7150,7500,7150,7260,41037,181060.0,24939426.0
2016-10-05,7260,7450,7140,7250,58354,180811.0,24939426.0
2016-10-06,7250,7250,7060,7100,55467,177070.0,24939426.0
2016-10-07,7100,7190,6970,7090,65882,176821.0,24939426.0
2016-10-10,6980,7120,6920,7050,54625,175823.0,24939426.0
2016-10-11,7000,7000,6690,6790,139484,169339.0,24939426.0
2016-10-12,6660,6770,6400,6580,178263,164101.0,24939426.0
2016-10-13,6420,6630,6410,6500,159510,162106.0,24939426.0
2016-10-14,6450,6800,6410,6640,168217,165598.0,24939426.0
2016-10-17,6640,7900,6640,7270,540270,181310.0,24939426.0
2016-10-18,7270,7600,7210,7530,183336,187794.0,24939426.0
2016-10-19,7630,7630,7430,7580,95003,189041.0,24939426.0
2016-10-20,7670,7960,7590,7700,135316,192034.0,24939426.0
2016-10-21,7820,7820,7400,7790,64713,194278.0,24939426.0
2016-10-24,7730,7890,7500,7570,65402,188791.0,24939426.0
2016-10-25,7680,7680,7240,7300,78808,182058.0,24939426.0
2016-10-26,7200,7300,6890,7020,94544,175075.0,24939426.0
2016-10-27,6880,7300,6660,7300,88793,182058.0,24939426.0
2016-10-28,7490,7490,7070,7290,39015,181808.0,24939426.0
2016-10-31,7110,7350,6770,6770,60646,168840.0,24939426.0
2016-11-01,6860,7060,6750,7000,51925,174576.0,24939426.0
2016-11-02,6820,7190,6820,6970,59234,173828.0,24939426.0
2016-11-03,6820,7100,6820,7030,27905,175324.0,24939426.0
2016-11-04,7030,7320,7010,7150,36228,178317.0,24939426.0
2016-11-07,7010,7220,6980,7000,44460,174576.0,24939426.0
2016-11-08,7000,7150,6900,6960,55228,173578.0,24939426.0
2016-11-09,6870,7080,6580,6730,81711,167842.0,24939426.0
2016-11-10,7140,7180,6930,7100,50560,177070.0,24939426.0
2016-11-11,7100,7220,6950,7210,45029,179813.0,24939426.0
2016-11-14,7060,7200,7020,7140,45558,178068.0,24939426.0
2016-11-15,7050,7220,7030,7100,35624,177070.0,24939426.0
2016-11-16,7190,7900,7150,7750,220932,193281.0,24939426.0
2016-11-17,7800,7810,7620,7730,97440,192782.0,24939426.0
2016-11-18,7780,7790,7590,7730,46312,192782.0,24939426.0
2016-11-21,7730,7730,7490,7530,38269,187794.0,24939426.0
2016-11-22,7560,7580,7310,7440,44151,185549.0,24939426.0
2016-11-23,7360,7560,7320,7320,45963,182557.0,24939426.0
2016-11-24,7330,7940,7310,7480,301635,186547.0,24939426.0
2016-11-25,7480,7730,7430,7730,48324,192782.0,24939426.0
2016-11-28,7730,7730,7540,7640,49950,190537.0,24939426.0
2016-11-29,7540,7730,7530,7650,43762,190787.0,24939426.0
2016-11-30,7740,7740,7450,7600,35659,189540.0,24939426.0
2016-12-01,7560,7650,7360,7500,34018,187046.0,24939426.0
2016-12-02,7400,7580,7350,7440,33304,185549.0,24939426.0
2016-12-05,7310,7450,7100,7180,34163,179065.0,24939426.0
2016-12-06,7240,7240,6930,6950,69432,173329.0,24939426.0
2016-12-07,6900,7040,6810,6890,38009,171833.0,24939426.0
2016-12-08,6890,6990,6700,6890,27870,171833.0,24939426.0
2016-12-09,7030,7390,6860,7390,47484,184302.0,24939426.0
2016-12-12,7640,7720,7300,7320,67545,182557.0,24939426.0
2016-12-13,7500,7500,7270,7430,49332,185300.0,24939426.0
2016-12-14,7560,7650,7350,7380,44027,184053.0,24939426.0
2016-12-15,7270,7430,7200,7300,37948,182058.0,24939426.0
2016-12-16,7300,7400,7150,7260,27694,181060.0,24939426.0
2016-12-19,7400,7400,7050,7230,110390,180312.0,24939426.0
2016-12-20,7300,7300,7050,7180,23498,179065.0,24939426.0
2016-12-21,7190,7580,7130,7480,142587,186547.0,24939426.0
2016-12-22,7480,7510,7380,7500,37046,187046.0,24939426.0
2016-12-23,7540,7580,7300,7390,63246,184302.0,24939426.0
2016-12-26,7490,7490,7210,7390,43243,184302.0,24939426.0
2016-12-27,7460,7480,7350,7430,40435,185300.0,24939426.0
2016-12-28,7490,7530,7340,7490,45961,186796.0,24939426.0
2016-12-29,7490,7890,7410,7790,124065,194278.0,24939426.0
2017-01-02,7850,7870,7500,7850,112722,195774.0,24939426.0
2017-01-03,7850,8410,7780,8240,211699,205501.0,24939426.0
2017-01-04,8290,8450,8250,8360,120914,208494.0,24939426.0
2017-01-05,8400,8600,8300,8390,171973,209242.0,24939426.0
2017-01-06,8440,8450,8080,8250,713902,205750.0,24939426.0
2017-01-09,8300,8350,7870,7980,295942,199017.0,24939426.0
2017-01-10,7980,8170,7940,8010,230208,199765.0,24939426.0
2017-01-11,8400,8420,7490,7570,507024,188791.0,24939426.0
2017-01-12,7520,7800,7400,7750,155873,193281.0,24939426.0
2017-01-13,7680,7760,7300,7550,167172,188293.0,24939426.0
2017-01-16,7630,7630,6930,7020,316078,175075.0,24939426.0
2017-01-17,7110,7110,6730,7040,256370,175574.0,24939426.0
2017-01-18,6950,7080,6790,6880,84200,171583.0,24939426.0
2017-01-19,7000,7580,7000,7360,221906,183554.0,24939426.0
2017-01-20,7360,7410,7160,7350,119855,183305.0,24939426.0
2017-01-23,7360,7500,7100,7280,98923,181559.0,24939426.0
2017-01-24,7280,7280,7050,7080,46684,176571.0,24939426.0
2017-01-25,7030,7180,6980,7000,75059,174576.0,24939426.0
2017-01-26,6920,7190,6870,7120,68540,177569.0,24939426.0
2017-01-31,7120,7180,6960,7050,67054,175823.0,24939426.0
2017-02-01,7180,7180,6910,7000,72639,174576.0,24939426.0
2017-02-02,7010,7010,6840,6950,71353,173329.0,24939426.0
2017-02-03,6940,7080,6840,6950,54380,173329.0,24939426.0
2017-02-06,6950,7110,6870,7060,44844,176072.0,24939426.0
2017-02-07,7070,7160,6900,7010,58749,174825.0,24939426.0
2017-02-08,6810,6990,6810,6990,34952,174327.0,24939426.0
2017-02-09,7050,7050,6820,6840,45030,170586.0,24939426.0
2017-02-10,6800,6950,6800,6840,33894,170586.0,24939426.0
2017-02-13,6770,6890,6690,6690,54958,166845.0,24939426.0
2017-02-14,6650,6670,6390,6410,156066,159862.0,24939426.0
2017-02-15,6280,6430,6070,6140,226087,153128.0,24939426.0
2017-02-16,6180,6200,6080,6170,51648,153876.0,24939426.0
2017-02-17,6070,6190,6070,6110,58867,152380.0,24939426.0
2017-02-20,6070,6120,5780,5870,176725,146394.0,24939426.0
2017-02-21,5830,6060,5650,6040,109471,150634.0,24939426.0
2017-02-22,6000,6560,6000,6080,117813,151632.0,24939426.0
2017-02-23,6130,6150,6000,6100,60969,152130.0,24939426.0
2017-02-24,6120,6260,6050,6160,64642,153627.0,24939426.0
2017-02-27,6120,6250,6090,6210,42655,154874.0,24939426.0
2017-02-28,6210,6270,6150,6220,37029,155123.0,24939426.0
2017-03-02,6250,6330,6070,6170,64410,153876.0,24939426.0
2017-03-03,6120,6160,5910,6080,50261,151632.0,24939426.0
2017-03-06,6090,6090,5900,5970,37637,148888.0,24939426.0
2017-03-07,5890,5900,5560,5620,156252,140160.0,24939426.0
2017-03-08,5600,5710,5580,5600,27701,139661.0,24939426.0
2017-03-09,5620,5710,5570,5570,28847,138913.0,24939426.0
2017-03-10,5570,5740,5500,5620,36393,140160.0,24939426.0
2017-03-13,5700,5860,5610,5770,49451,143900.0,24939426.0
2017-03-14,5700,5850,5540,5600,49678,139661.0,24939426.0
2017-03-15,5620,5660,5500,5650,63446,140908.0,24939426.0
2017-03-16,5700,5700,5480,5590,43330,139411.0,24939426.0
2017-03-17,5520,5550,5320,5370,99106,133925.0,24939426.0
2017-03-20,5380,5440,4975,5110,173907,127440.0,24939426.0
2017-03-21,5110,5170,4980,5030,78855,125445.0,24939426.0
2017-03-22,4990,5090,4925,5020,50482,125196.0,24939426.0
2017-03-23,4980,5900,4980,5550,578123,138414.0,24939426.0
2017-03-24,5460,5630,5340,5450,116645,135920.0,24939426.0
2017-03-27,5500,5550,5220,5220,74499,130184.0,24939426.0
2017-03-28,5170,5300,5150,5240,34311,130683.0,24939426.0
2017-03-29,5280,5280,5040,5060,67248,126193.0,24939426.0
2017-03-30,5170,5180,5010,5100,41582,127191.0,24939426.0
2017-03-31,5100,5390,5050,5320,105115,132678.0,24939426.0
2017-04-03,5440,5510,5320,5450,65899,135920.0,24939426.0
2017-04-04,5400,5510,5350,5470,45707,136419.0,24939426.0
2017-04-05,5400,5750,5400,5680,104259,141656.0,24939426.0
2017-04-06,5680,5780,5440,5690,73410,141905.0,24939426.0
2017-04-07,5610,5740,5560,5630,32044,140409.0,24939426.0
2017-04-10,5520,5650,5430,5430,39193,135421.0,24939426.0
2017-04-11,5430,5550,5150,5500,41542,137167.0,24939426.0
2017-04-12,5390,5500,5300,5460,29204,136169.0,24939426.0
2017-04-13,5460,5600,5390,5540,26479,138164.0,24939426.0
2017-04-14,5540,5570,5410,5500,32481,137167.0,24939426.0
2017-04-17,5500,5580,5440,5480,35218,136668.0,24939426.0
2017-04-18,5440,5590,5420,5470,51729,136419.0,24939426.0
2017-04-19,5470,5770,5460,5600,66489,139661.0,24939426.0
2017-04-20,5670,5770,5560,5770,67624,143900.0,24939426.0
2017-04-21,5770,5880,5690,5830,59626,145397.0,24939426.0
2017-04-24,5840,5860,5520,5730,59666,142903.0,24939426.0
2017-04-25,5650,5800,5650,5740,27621,143152.0,24939426.0
2017-04-26,5830,5830,5640,5700,26070,142155.0,24939426.0
2017-04-27,5760,5760,5620,5710,40079,142404.0,24939426.0
2017-04-28,5720,5790,5600,5790,49696,144399.0,24939426.0
2017-05-02,5790,5920,5500,5880,43085,146644.0,24939426.0
2017-05-04,5930,6010,5780,5980,70668,149138.0,24939426.0
2017-05-08,5910,6000,5910,6000,39241,149637.0,24939426.0
2017-05-10,6000,6020,5840,5990,36465,149387.0,24939426.0
2017-05-11,6000,6000,5860,5990,46574,149387.0,24939426.0
2017-05-12,6020,6070,5830,5900,35762,147143.0,24939426.0
2017-05-15,5840,5900,5660,5870,34983,146394.0,24939426.0
2017-05-16,5780,5900,5460,5700,41668,142155.0,24939426.0
2017-05-17,5700,5800,5550,5600,36546,139661.0,24939426.0
2017-05-18,5610,5670,5470,5600,34260,139661.0,24939426.0
2017-05-19,5520,5750,5520,5690,32915,141905.0,24939426.0
2017-05-22,5630,5750,5560,5680,26087,141656.0,24939426.0
2017-05-23,5700,5790,5560,5750,23544,143402.0,24939426.0
2017-05-24,5840,5840,5680,5840,45207,145646.0,24939426.0
2017-05-25,5970,5970,5700,5830,55714,145397.0,24939426.0
2017-05-26,5830,5840,5730,5800,24519,144649.0,24939426.0
2017-05-29,5880,5940,5690,5940,40935,148140.0,24939426.0
2017-05-30,5940,5990,5810,5920,19047,147641.0,24939426.0
2017-05-31,5990,5990,5790,5910,31335,147392.0,24939426.0
2017-06-01,5910,5950,5790,5950,24652,148390.0,24939426.0
2017-06-02,5950,6000,5820,5990,22428,149387.0,24939426.0
2017-06-05,5990,6070,5810,5990,49191,149387.0,24939426.0
2017-06-07,6070,6070,5760,5960,48193,148639.0,24939426.0
2017-06-08,5960,6050,5830,5920,21786,147641.0,24939426.0
2017-06-09,5920,5920,5600,5920,37745,147641.0,24939426.0
2017-06-12,5920,5980,5720,5900,21223,147143.0,24939426.0
2017-06-13,5760,5940,5750,5880,39579,146644.0,24939426.0
2017-06-14,5880,5900,5720,5820,27303,145147.0,24939426.0
2017-06-15,5820,5820,5630,5760,33326,143651.0,24939426.0
2017-06-16,5840,5840,5630,5790,34266,144399.0,24939426.0
2017-06-19,5790,5950,5660,5940,47339,148140.0,24939426.0
2017-06-20,5940,6200,5850,6140,190650,153128.0,24939426.0
2017-06-21,6770,7000,6110,6140,542092,153128.0,24939426.0
2017-06-22,6150,6270,5840,6250,100540,155871.0,24939426.0
2017-06-23,6080,6440,6080,6360,214339,158615.0,24939426.0
2017-06-26,6680,7080,6470,6720,866920,167593.0,24939426.0
2017-06-27,6720,6840,6440,6550,136021,163353.0,24939426.0
2017-06-28,6540,6540,6190,6250,101211,155871.0,24939426.0
2017-06-29,6350,6490,6280,6310,43328,157368.0,24939426.0
2017-06-30,6380,6380,6160,6310,42407,157368.0,24939426.0
2017-07-03,6230,6260,6100,6160,34272,153627.0,24939426.0
2017-07-04,6180,6180,6010,6120,22942,152629.0,24939426.0
2017-07-05,6130,6170,6020,6120,15432,152629.0,24939426.0
2017-07-06,6170,6170,6030,6080,17240,151632.0,24939426.0
2017-07-07,6140,6140,6000,6030,15245,150385.0,24939426.0
2017-07-10,5990,6080,5670,5950,59780,148390.0,24939426.0
2017-07-11,5930,5930,5800,5820,23936,145147.0,24939426.0
2017-07-12,5820,5940,5760,5870,16432,146394.0,24939426.0
2017-07-13,5860,5870,5710,5850,21202,145896.0,24939426.0
2017-07-14,5850,5950,5750,5870,7181,146394.0,24939426.0
2017-07-17,5760,6320,5760,5840,109038,145646.0,24939426.0
2017-07-18,5900,5900,5780,5870,32422,146394.0,24939426.0
2017-07-19,5870,5990,5790,5980,22927,149138.0,24939426.0
2017-07-20,5900,6190,5900,5950,31297,148390.0,24939426.0
2017-07-21,5950,6150,5940,6010,13989,149886.0,24939426.0
2017-07-24,6010,6110,5930,5960,8734,148639.0,24939426.0
2017-07-25,5960,6010,5860,5980,12816,149138.0,24939426.0
2017-07-26,5960,6120,5910,5940,25678,148140.0,24939426.0
2017-07-27,5890,5980,5830,5980,12593,149138.0,24939426.0
2017-07-28,6060,6060,5840,5900,16487,147143.0,24939426.0
2017-07-31,6000,6000,5720,5810,21624,144898.0,24939426.0
2017-08-01,5790,5810,5730,5760,10967,143651.0,24939426.0
2017-08-02,5840,5840,5680,5720,12327,142654.0,24939426.0
2017-08-03,5700,5820,5600,5700,15924,142155.0,24939426.0
2017-08-04,5810,5810,5600,5670,5786,141407.0,24939426.0
2017-08-07,5580,5830,5580,5730,11997,142903.0,24939426.0
2017-08-08,5640,5790,5640,5750,16920,143402.0,24939426.0
2017-08-09,5830,5830,5710,5770,4074,143900.0,24939426.0
2017-08-10,5800,5960,5660,5920,12739,147641.0,24939426.0
2017-08-11,5750,5940,5680,5920,33613,147641.0,24939426.0
2017-08-14,5770,6340,5740,5900,79130,147143.0,24939426.0
2017-08-16,5900,6010,5840,5910,18536,147392.0,24939426.0
2017-08-17,5990,5990,5840,5920,14910,147641.0,24939426.0
2017-08-18,5980,5980,5850,5920,11727,147641.0,24939426.0
2017-08-21,6000,6000,5840,5870,7035,146394.0,24939426.0
2017-08-22,5920,5920,5800,5840,9369,145646.0,24939426.0
2017-08-23,6000,6000,5760,5840,8090,145646.0,24939426.0
2017-08-24,5890,5890,5700,5800,13569,144649.0,24939426.0
2017-08-25,5740,5840,5740,5780,11425,144150.0,24939426.0
2017-08-28,5800,5800,5660,5750,22080,143402.0,24939426.0
2017-08-29,5750,5750,5660,5740,6640,143152.0,24939426.0
2017-08-30,5740,5850,5670,5840,13966,145646.0,24939426.0
2017-08-31,5860,5900,5730,5750,13470,143402.0,24939426.0
2017-09-01,5720,5850,5720,5840,14276,145646.0,24939426.0
2017-09-04,5830,5850,5720,5830,23567,145397.0,24939426.0
2017-09-05,5840,5970,5740,5890,22555,146893.0,24939426.0
2017-09-06,5990,5990,5850,5920,22341,147641.0,24939426.0
2017-09-07,6000,6200,5940,6130,69744,152879.0,24939426.0
2017-09-08,6190,6560,6140,6560,265540,163603.0,24939426.0
2017-09-11,6630,6690,6450,6540,129812,163104.0,24939426.0
2017-09-12,6540,6540,6300,6400,103312,159612.0,24939426.0
2017-09-13,6390,6410,6140,6200,84693,154624.0,24939426.0
2017-09-14,6170,6480,6080,6480,75005,161607.0,24939426.0
2017-09-15,6590,6930,6460,6930,308458,172830.0,24939426.0
2017-09-18,7100,7490,6950,7300,337561,182058.0,24939426.0
2017-09-19,7300,7300,6950,7070,103102,176322.0,24939426.0
2017-09-20,7130,7130,6770,6860,77962,171084.0,24939426.0
2017-09-21,6970,6970,6550,6730,159644,167842.0,24939426.0
2017-09-22,6950,7090,6420,6580,125110,164101.0,24939426.0
2017-09-25,6520,6520,6100,6370,75971,158864.0,24939426.0
2017-09-26,6140,6470,6140,6450,31622,160859.0,24939426.0
2017-09-27,6380,6600,6380,6530,28856,162854.0,24939426.0
2017-09-28,6450,6570,6140,6250,152726,155871.0,24939426.0
2017-09-29,6210,6370,6150,6290,36786,156869.0,24939426.0
2017-10-10,6270,6380,6150,6330,38948,157867.0,24939426.0
2017-10-11,6310,6350,6170,6270,16215,156370.0,24939426.0
2017-10-12,6310,6320,6160,6280,21761,156620.0,24939426.0
2017-10-13,6280,6420,6150,6400,48687,159612.0,24939426.0
2017-10-16,6400,6610,6320,6600,35483,164600.0,24939426.0
2017-10-17,6660,6750,6460,6590,67101,164351.0,24939426.0
2017-10-18,6460,6570,6350,6510,27730,162356.0,24939426.0
2017-10-19,6570,6570,6320,6320,21791,157617.0,24939426.0
2017-10-20,6470,6470,6180,6360,31514,158615.0,24939426.0
2017-10-23,6360,6440,6240,6240,29454,155622.0,24939426.0
2017-10-24,6330,6330,6050,6160,171027,153627.0,24939426.0
2017-10-25,6100,6110,5890,6020,58151,150135.0,24939426.0
2017-10-26,6030,6090,5950,6050,35580,150884.0,24939426.0
2017-10-27,6130,6130,6000,6000,42528,149637.0,24939426.0
2017-10-30,6020,6130,6000,6110,28258,152380.0,24939426.0
2017-10-31,6100,6340,6050,6320,32092,157617.0,24939426.0
2017-11-01,6310,6500,6270,6340,35371,158116.0,24939426.0
2017-11-02,6450,6450,6280,6310,23895,157368.0,24939426.0
2017-11-03,6310,6820,6310,6820,170283,170087.0,24939426.0
2017-11-06,6810,6920,6640,6800,84066,169588.0,24939426.0
2017-11-07,6880,6890,6630,6670,50512,166346.0,24939426.0
2017-11-08,6780,6820,6610,6740,74110,168092.0,24939426.0
2017-11-09,6700,6870,6690,6760,68474,168591.0,24939426.0
2017-11-10,6650,6730,6580,6630,50992,165348.0,24939426.0
2017-11-13,6660,6990,6600,6990,108087,174327.0,24939426.0
2017-11-14,6990,6990,6750,6860,59279,171084.0,24939426.0
2017-11-15,6850,6930,6660,6930,61769,172830.0,24939426.0
2017-11-16,6860,7010,6860,6930,58966,172830.0,24939426.0
2017-11-17,6910,6980,6670,6800,50687,169588.0,24939426.0
2017-11-20,6740,6800,6660,6750,46722,168341.0,24939426.0
2017-11-21,6660,6850,6540,6570,50067,163852.0,24939426.0
2017-11-22,6570,6720,6450,6700,54248,167094.0,24939426.0
2017-11-23,6690,6700,6570,6630,31685,165348.0,24939426.0
2017-11-24,6630,6750,6550,6670,27641,166346.0,24939426.0
2017-11-27,6590,6690,6550,6550,25141,163353.0,24939426.0
2017-11-28,6570,6600,6380,6380,45502,159114.0,24939426.0
2017-11-29,6410,6660,6370,6440,34407,160610.0,24939426.0
2017-11-30,6440,6570,6370,6500,21745,162106.0,24939426.0
2017-12-01,6480,6650,6390,6640,40020,165598.0,24939426.0
2017-12-04,6580,6700,6550,6650,32603,165847.0,24939426.0
2017-12-05,6600,6660,6490,6660,34748,166097.0,24939426.0
2017-12-06,6650,6750,6490,6490,24849,161857.0,24939426.0
2017-12-07,6580,6600,6250,6350,51285,158365.0,24939426.0
2017-12-08,6260,6430,6260,6380,27608,159114.0,24939426.0
2017-12-11,6300,6410,6260,6360,66873,158615.0,24939426.0
2017-12-12,6360,6650,6310,6580,47934,164101.0,24939426.0
2017-12-13,6580,6700,6440,6620,40857,165099.0,24939426.0
2017-12-14,6620,6690,6490,6580,33736,164101.0,24939426.0
2017-12-15,6670,6740,6530,6710,32670,167344.0,24939426.0
2017-12-18,6710,6710,6400,6590,56934,164351.0,24939426.0
2017-12-19,6590,6660,6330,6550,37827,163353.0,24939426.0
2017-12-20,6550,6590,6330,6470,26651,161358.0,24939426.0
2017-12-21,6410,6590,6250,6250,43946,155871.0,24939426.0
2017-12-22,6130,6410,6130,6320,36474,157617.0,24939426.0
2017-12-26,6300,6380,6190,6290,30164,156869.0,24939426.0
2017-12-27,6290,6600,6250,6280,63977,156620.0,24939426.0
2017-12-28,6450,6450,6250,6400,33165,159612.0,24939426.0
2018-01-02,6400,6470,6290,6430,34150,160361.0,24939426.0
2018-01-03,6430,6430,6200,6370,85667,158864.0,24939426.0
2018-01-04,6390,6390,6200,6280,71639,156620.0,24939426.0
2018-01-05,6300,6450,6240,6430,51182,160361.0,24939426.0
2018-01-08,6430,6430,6050,6190,130453,154375.0,24939426.0
2018-01-09,6240,7370,6140,7030,638022,175324.0,24939426.0
2018-01-10,7300,7620,7030,7550,376001,188293.0,24939426.0
2018-01-11,7540,8350,7540,8130,482112,202758.0,24939426.0
2018-01-12,8280,8340,7780,8110,229786,202259.0,24939426.0
2018-01-15,8100,8530,8010,8400,215471,209491.0,24939426.0
2018-01-16,8390,9090,8140,9050,428930,225702.0,24939426.0
2018-01-17,9400,9730,9130,9660,391955,240915.0,24939426.0
2018-01-18,10800,10800,9120,9300,863181,231937.0,24939426.0
2018-01-19,9000,10800,8920,10000,630539,249394.0,24939426.0
2018-01-22,10200,10700,9870,9940,232058,247898.0,24939426.0
2018-01-23,9900,10250,9680,10250,238720,255629.0,24939426.0
2018-01-24,10300,11800,10000,11500,715074,286803.0,24939426.0
2018-01-25,11400,11600,10800,11450,249949,285556.0,24939426.0
2018-01-26,11500,11900,11200,11700,254814,291791.0,24939426.0
2018-01-29,11700,11800,11300,11350,132321,283062.0,24939426.0
2018-01-30,11450,11500,10650,10750,191680,268099.0,24939426.0
2018-01-31,10500,10700,10200,10450,205770,260684.0,24945796.0
2018-02-01,10550,11250,10550,10900,138912,271909.0,24945796.0
2018-02-02,10750,11400,10750,11100,154969,276898.0,24945796.0
2018-02-05,10750,11000,10200,10400,120416,259436.0,24945796.0
2018-02-06,9400,10300,9110,9980,380939,248959.0,24945796.0
2018-02-07,10300,11250,9800,9800,285033,244469.0,24945796.0
2018-02-08,10200,10400,9900,10150,135087,253200.0,24945796.0
2018-02-09,9770,9910,9580,9700,107727,255413.0,26331222.0
2018-02-12,9770,9890,9500,9650,79532,254096.0,26331222.0
2018-02-13,9700,9990,9550,9960,95876,262259.0,26331222.0
2018-02-14,10150,10200,9700,10150,88337,267417.0,26346532.0
2018-02-19,10300,10600,10000,10150,144689,267417.0,26346532.0
2018-02-20,10250,10400,8270,8470,1107167,223155.0,26346532.0
2018-02-21,8470,8600,8200,8420,299989,221838.0,26346532.0
2018-02-22,8410,8470,8200,8340,150002,219730.0,26346532.0
2018-02-23,8250,8330,7910,8120,223970,213934.0,26346532.0
2018-02-26,8040,8180,7920,8050,118078,212090.0,26346532.0
2018-02-27,8140,8140,7690,7830,203307,206681.0,26396058.0
2018-02-28,7830,8040,7700,7930,110365,209321.0,26396058.0
2018-03-02,7900,8090,7740,7980,67207,210641.0,26396058.0
2018-03-05,8010,8090,7510,7800,83453,205917.0,26399598.0
2018-03-06,7790,7980,7670,7940,92100,209613.0,26399598.0
2018-03-07,7950,7980,7660,7750,57268,204597.0,26399598.0
2018-03-08,7770,7940,7590,7900,73230,208557.0,26399598.0
2018-03-09,7900,8200,7790,8130,95885,214629.0,26399598.0
2018-03-12,8290,8300,8080,8130,59739,214629.0,26399598.0
2018-03-13,8130,8350,7980,8330,105724,219909.0,26399598.0
2018-03-14,8360,8360,8130,8160,79928,215421.0,26399598.0
2018-03-15,8160,8220,7950,8010,72442,211461.0,26399598.0
2018-03-16,8030,8050,7860,7950,59398,209877.0,26399598.0
2018-03-19,7950,8040,7780,7930,63466,209349.0,26399598.0
2018-03-20,7920,8010,7760,8000,56008,211197.0,26399598.0
2018-03-21,8000,8600,7910,8450,283884,223077.0,26399598.0
2018-03-22,8310,8710,8220,8340,118864,220173.0,26399598.0
2018-03-23,8100,8190,7900,8030,118896,211989.0,26399598.0
2018-03-26,7870,8160,7810,7950,75378,209877.0,26399598.0
2018-03-27,7990,8290,7870,8280,102191,218705.0,26413620.0
2018-03-28,8340,8340,8100,8120,73699,214479.0,26413620.0
2018-03-29,8100,8210,7960,8150,44159,215271.0,26413620.0
2018-03-30,8190,8500,8120,8330,140858,220025.0,26413620.0
2018-04-02,8330,8590,8030,8480,140250,223987.0,26413620.0
2018-04-03,8440,8540,8330,8480,39765,223987.0,26413620.0
2018-04-04,8540,8540,8320,8340,55181,220290.0,26413620.0
2018-04-05,8290,8460,8250,8340,56366,220290.0,26413620.0
2018-04-06,8350,8350,8130,8230,60418,217384.0,26413620.0
2018-04-09,8140,8420,8000,8240,116830,217648.0,26413620.0
2018-04-10,8300,8300,7980,8120,77744,214547.0,26421989.0
2018-04-11,8470,8840,8370,8740,402819,230928.0,26421989.0
2018-04-12,8720,9070,8510,8900,242898,235156.0,26421989.0
2018-04-13,8900,9100,8780,9000,157138,237798.0,26421989.0
2018-04-16,9300,9410,8880,9050,198682,239119.0,26421989.0
2018-04-17,9130,9370,8980,9300,262469,245724.0,26421989.0
2018-04-18,9320,9340,8800,9000,185896,237798.0,26421989.0
2018-04-19,9000,9000,8610,8860,121234,234099.0,26421989.0
2018-04-20,8940,8940,8600,8860,102350,234099.0,26421989.0
2018-04-23,8740,8860,8270,8560,186141,226172.0,26421989.0
2018-04-24,8500,8700,8400,8580,43271,226701.0,26421989.0
2018-04-25,8510,8630,8400,8440,40421,223002.0,26421989.0
2018-04-26,8600,8700,8450,8610,68781,227493.0,26421989.0
2018-04-27,8600,8780,8460,8690,86480,229729.0,26436012.0
2018-04-30,8600,8610,8150,8270,161733,218626.0,26436012.0
2018-05-02,8390,8390,7940,8230,131814,217568.0,26436012.0
2018-05-03,8230,8320,8030,8320,37553,219948.0,26436012.0
2018-05-04,8250,8660,8140,8650,78191,228782.0,26448751.0
2018-05-08,8650,8650,8130,8130,94511,215028.0,26448751.0
2018-05-09,8330,8330,8030,8170,41413,216086.0,26448751.0
2018-05-10,8290,8380,8100,8270,43370,218731.0,26448751.0
2018-05-11,8340,8660,8150,8480,72527,224285.0,26448751.0
2018-05-14,8550,8890,8520,8690,112499,229840.0,26448751.0
2018-05-15,8790,9100,8660,8970,220072,237245.0,26448751.0
2018-05-16,8980,9280,8810,9120,213430,241213.0,26448751.0
2018-05-17,9120,9140,8890,9000,77464,238039.0,26448751.0
2018-05-18,9000,9250,8960,9000,68765,238039.0,26448751.0
2018-05-21,9230,9390,9010,9130,136699,241663.0,26469142.0
2018-05-23,9170,9200,8730,8870,70804,234781.0,26469142.0
2018-05-24,8800,8920,8680,8680,62887,229752.0,26469142.0
2018-05-25,8680,8700,8450,8680,77155,229752.0,26469142.0
2018-05-28,8590,8670,8320,8540,65583,226046.0,26469142.0
2018-05-29,8650,8750,8310,8700,62943,230282.0,26469142.0
2018-05-30,8750,8750,8360,8390,64715,222076.0,26469142.0
