한국정밀기계(101680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-01-17,46547,49714,46105,48389,365341,276071.0,8404000.0
2011-01-18,48536,49199,46253,46769,175300,266827.0,8404000.0
2011-01-19,47431,49788,47357,49494,240340,282374.0,8404000.0
2011-01-20,49493,50451,49051,49494,202097,282374.0,8404000.0
2011-01-21,50230,50966,48757,49199,168193,280694.0,8404000.0
2011-01-24,48609,49199,47505,48610,107040,277332.0,8404000.0
2011-01-25,48978,50524,47505,47800,153149,272710.0,8404000.0
2011-01-26,47578,48757,46842,48389,96022,276071.0,8404000.0
2011-01-27,49125,50745,48462,50672,229987,289098.0,8404000.0
2011-01-28,50966,51040,49199,49494,132850,282374.0,8404000.0
2011-01-31,48315,48462,46989,46990,116199,268088.0,8404000.0
2011-02-01,47431,47652,44927,45075,134768,257162.0,8404000.0
2011-02-07,45442,46253,45221,45222,73761,258003.0,8404000.0
2011-02-08,45074,46474,45074,45885,62353,261785.0,8404000.0
2011-02-09,46842,46842,45295,45959,61626,262205.0,8404000.0
2011-02-10,45663,46400,43528,44485,85992,253801.0,8404000.0
2011-02-11,44780,44780,42717,42939,90056,244977.0,8404000.0
2011-02-14,43748,43748,42054,43233,42010,246657.0,8404000.0
2011-02-15,43086,44706,43086,44338,44335,252960.0,8404000.0
2011-02-16,44632,44706,43822,43896,51411,250439.0,8404000.0
2011-02-17,43601,44190,41171,42423,104816,242035.0,8404000.0
2011-02-18,41834,42865,41539,42497,58879,242455.0,8404000.0
2011-02-21,42791,44043,42791,43970,47015,250859.0,8404000.0
2011-02-22,43454,44043,43012,43602,39518,248758.0,8404000.0
2011-02-23,43528,43896,42791,43454,35879,247918.0,8404000.0
2011-02-24,42938,43380,42349,42718,26227,243716.0,8404000.0
2011-02-25,42717,43380,42275,43381,24038,247498.0,8404000.0
2011-02-28,43454,44927,42496,44191,54290,252120.0,8404000.0
2011-03-02,43601,45001,43601,44485,43254,253801.0,8404000.0
2011-03-03,44338,45074,43896,45001,48843,256742.0,8404000.0
2011-03-04,44853,45295,44485,45148,41170,257583.0,8404000.0
2011-03-07,45148,45369,44411,44412,30843,253381.0,8404000.0
2011-03-08,44338,44706,43822,44633,38795,254641.0,8404000.0
2011-03-09,44927,45001,42865,43454,86047,247918.0,8404000.0
2011-03-10,44043,44043,42644,43160,36534,246237.0,8404000.0
2011-03-11,41907,42938,41907,42350,24491,241615.0,8404000.0
2011-03-14,42865,42938,39256,39551,70152,225647.0,8404000.0
2011-03-15,39329,40434,35941,38299,83517,218504.0,8404000.0
2011-03-16,38372,38961,37267,37930,77095,216403.0,8404000.0
2011-03-17,36531,37488,36457,36973,65859,210940.0,8404000.0
2011-03-18,37341,38593,37267,38299,103652,218504.0,8404000.0
2011-03-21,38740,39771,38593,39698,61466,226488.0,8404000.0
2011-03-22,39992,40066,38814,39551,48880,225647.0,8404000.0
2011-03-23,41392,43454,41392,42497,226564,242455.0,8404000.0
2011-03-24,43159,43307,42275,43086,78741,245817.0,8404000.0
2011-03-25,43380,43601,42865,43086,44728,245817.0,8404000.0
2011-03-28,43454,43896,42717,43233,40892,246657.0,8404000.0
2011-03-29,43454,43454,42423,42718,31150,243716.0,8404000.0
2011-03-30,43159,45516,43159,45443,144072,259263.0,8404000.0
2011-03-31,45811,46326,45221,45590,75771,260104.0,8404000.0
2011-04-01,46105,46179,44853,45590,64527,260104.0,8404000.0
2011-04-04,46326,49862,45663,49715,299313,283635.0,8404000.0
2011-04-05,50156,52071,49346,50083,331165,285736.0,8404000.0
2011-04-06,50819,51408,49420,49641,124537,283215.0,8404000.0
2011-04-07,50082,50745,49493,49641,77801,283215.0,8404000.0
2011-04-08,49714,51261,49493,50746,98940,289518.0,8404000.0
2011-04-11,51114,51997,50672,51630,82649,294560.0,8404000.0
2011-04-12,51261,51629,48978,49199,92350,280694.0,8404000.0
2011-04-13,49714,50009,47578,50009,68864,285316.0,8404000.0
2011-04-14,50377,52881,49641,52882,212966,301704.0,8404000.0
2011-04-15,53102,54281,52366,53324,107733,304225.0,8404000.0
2011-04-18,53323,53397,50893,50893,133517,290358.0,8404000.0
2011-04-19,49935,50303,48536,49788,107335,284055.0,8404000.0
2011-04-20,50598,51261,49346,49862,73340,284475.0,8404000.0
2011-04-21,50303,52218,50303,51261,114640,292459.0,8404000.0
2011-04-22,51335,52292,49493,50009,81083,285316.0,8404000.0
2011-04-25,50156,51703,50009,51482,67544,293720.0,8404000.0
2011-04-26,52071,52734,50377,50967,87478,290778.0,8404000.0
2011-04-27,51556,52439,47726,49052,82060,279853.0,8404000.0
2011-04-28,48904,50230,48904,49641,60504,283215.0,8404000.0
2011-04-29,49788,51556,49346,51335,93491,292879.0,8404000.0
2011-05-02,51997,54060,50451,53839,226798,307166.0,8404000.0
2011-05-03,54870,55606,52587,52587,186751,300023.0,8404000.0
2011-05-04,53029,53176,51776,52587,106836,300023.0,8404000.0
2011-05-06,52587,53102,51040,52440,90490,299182.0,8404000.0
2011-05-09,52145,53986,51997,52587,66105,300023.0,8404000.0
2011-05-11,53176,53470,52218,53324,55368,304225.0,8404000.0
2011-05-12,52660,55533,52439,54649,175556,311788.0,8404000.0
2011-05-13,55312,56343,53912,54649,118538,311788.0,8404000.0
2011-05-16,54796,55827,53618,54355,71531,310108.0,8404000.0
2011-05-17,53691,53765,46253,46253,434753,263886.0,8404000.0
2011-05-18,47357,48168,42938,43970,563879,250859.0,8404000.0
2011-05-19,44190,44853,40950,41245,311073,235312.0,8404000.0
2011-05-20,41392,42202,39919,41539,209491,236993.0,8404000.0
2011-05-23,40802,41539,38519,38593,167696,220185.0,8404000.0
2011-05-24,38151,39919,38151,39551,125181,225647.0,8404000.0
2011-05-25,39624,40581,38667,39551,95074,225647.0,8404000.0
2011-05-26,40360,41392,40213,41245,84609,235312.0,8404000.0
2011-05-27,41539,43233,40729,42939,120625,244977.0,8404000.0
2011-05-30,43012,43454,41907,42497,85005,242455.0,8404000.0
2011-05-31,42496,43675,42128,43160,93545,246237.0,8404000.0
2011-06-01,43159,43969,41834,42276,70554,241195.0,8404000.0
2011-06-02,41097,41539,39256,40582,106264,231530.0,8404000.0
2011-06-03,41097,41097,38961,39404,124200,224807.0,8404000.0
2011-06-07,38961,41318,38814,40950,57647,233631.0,8404000.0
2011-06-08,41171,42202,40360,40803,60192,232791.0,8404000.0
2011-06-09,40508,42865,40508,41613,121599,237413.0,8404000.0
2011-06-10,41981,43012,40802,41245,115093,235312.0,8404000.0
2011-06-13,40950,41171,39771,40435,63994,230690.0,8404000.0
2011-06-14,40287,41318,40140,41245,33747,235312.0,8404000.0
2011-06-15,41318,41981,40950,41171,29928,234892.0,8404000.0
2011-06-16,40434,40876,39845,39845,35675,227328.0,8404000.0
2011-06-17,39919,40729,38961,39330,45877,224387.0,8404000.0
2011-06-20,39624,40066,38961,39035,21714,222706.0,8404000.0
2011-06-21,38446,40287,38446,40214,34487,229429.0,8404000.0
2011-06-22,40950,40950,39771,39919,30268,227748.0,8404000.0
2011-06-23,39919,40434,39550,39993,28123,228169.0,8404000.0
2011-06-24,40287,41318,40287,41024,57160,234051.0,8404000.0
2011-06-27,41097,41613,40802,41466,35148,236573.0,8404000.0
2011-06-28,41907,42128,40876,40950,25939,233631.0,8404000.0
2011-06-29,41392,41539,40360,40361,44751,230270.0,8404000.0
2011-06-30,40802,40876,40213,40656,20547,231950.0,8404000.0
2011-07-01,41097,42496,41023,42276,78537,241195.0,8404000.0
2011-07-04,42496,42865,41907,42129,65424,240354.0,8404000.0
2011-07-05,41981,42717,41613,41981,48092,239514.0,8404000.0
2011-07-06,41981,43748,41539,43233,113220,246657.0,8404000.0
2011-07-07,43896,44853,43380,44633,119776,254641.0,8404000.0
2011-07-08,44853,44853,43380,43381,77552,247498.0,8404000.0
2011-07-11,43307,43675,42275,42644,59371,243296.0,8404000.0
2011-07-12,42128,42423,41613,42423,44931,242035.0,8404000.0
2011-07-13,42496,43896,42496,42718,42550,243716.0,8404000.0
2011-07-14,43086,43380,41981,43307,42561,247078.0,8404000.0
2011-07-15,43380,47284,43012,46842,205301,267247.0,8404000.0
2011-07-18,46474,48020,46105,47800,146770,272710.0,8404000.0
2011-07-19,47357,48389,46547,48094,117779,274391.0,8404000.0
2011-07-20,48241,48315,46400,46400,118491,264726.0,8404000.0
2011-07-21,46326,46400,44485,45811,122908,261364.0,8404000.0
2011-07-22,46105,46400,45001,46400,72336,264726.0,8404000.0
2011-07-25,45958,46400,45516,46032,45670,262625.0,8404000.0
2011-07-26,46547,49125,46253,48463,173399,276492.0,8404000.0
2011-07-27,48462,49199,48315,48463,80457,276492.0,8404000.0
2011-07-28,47431,49125,47357,48389,73763,276071.0,8404000.0
2011-07-29,48609,49493,47947,48684,74670,277752.0,8404000.0
2011-08-01,48609,50009,48315,49199,58375,280694.0,8404000.0
2011-08-02,49051,49125,46842,47726,49648,272290.0,8404000.0
2011-08-03,46105,48683,44927,48610,86710,277332.0,8404000.0
2011-08-04,49788,49788,46842,46842,80616,267247.0,8404000.0
2011-08-05,42717,46547,42717,45517,112748,259684.0,8404000.0
2011-08-08,44338,45516,39845,43086,92515,245817.0,8404000.0
2011-08-09,40876,40876,36678,36678,232449,209260.0,8404000.0
2011-08-10,37562,38446,35058,35279,238868,201276.0,8404000.0
2011-08-11,30933,35279,30933,33880,213180,193292.0,8404000.0
2011-08-12,35131,35868,34247,34322,120293,195813.0,8404000.0
2011-08-16,35500,36604,35352,36605,109495,208839.0,8404000.0
2011-08-17,36604,37120,35941,37120,84163,211781.0,8404000.0
2011-08-18,37193,37193,35205,36163,97642,206318.0,8404000.0
2011-08-19,34026,34689,30786,30786,234882,175644.0,8404000.0
2011-08-22,30197,31080,27913,28871,114578,164718.0,8404000.0
2011-08-23,28945,30639,28945,30565,72811,174383.0,8404000.0
2011-08-24,30933,31228,29165,29240,57219,166819.0,8404000.0
2011-08-25,30123,30418,28576,28650,83637,163458.0,8404000.0
2011-08-26,28650,28945,28061,28356,63311,161777.0,8404000.0
2011-08-29,29092,31449,29018,31007,167908,176904.0,8404000.0
2011-08-30,31596,32332,30565,31376,101244,179005.0,8404000.0
2011-08-31,31670,32553,31449,32112,80480,183207.0,8404000.0
2011-09-01,32038,33585,31007,31302,118103,178585.0,8404000.0
2011-09-02,31449,32332,31301,32259,50948,184048.0,8404000.0
2011-09-05,31449,31670,30344,30492,35164,173963.0,8404000.0
2011-09-06,29607,30049,27913,28724,136944,163878.0,8404000.0
2011-09-07,29460,29681,29018,29461,92868,168080.0,8404000.0
2011-09-08,30049,30049,28650,29092,63473,165979.0,8404000.0
2011-09-09,29092,29534,28576,29461,37613,168080.0,8404000.0
2011-09-14,29755,29755,27987,27988,43215,159676.0,8404000.0
2011-09-15,28724,29092,26956,27767,70811,158415.0,8404000.0
2011-09-16,28134,28871,27766,28724,89233,163878.0,8404000.0
2011-09-19,28282,28724,28208,28209,34541,160937.0,8404000.0
2011-09-20,27987,28576,27471,28356,35569,161777.0,8404000.0
2011-09-21,28355,29313,28282,28577,57810,163038.0,8404000.0
2011-09-22,27766,28576,27471,27546,44836,157155.0,8404000.0
2011-09-23,26514,26514,24746,24894,100969,142028.0,8404000.0
2011-09-26,24967,25336,21211,21212,175703,121018.0,8404000.0
2011-09-27,21800,22537,21800,22390,92634,127741.0,8404000.0
2011-09-28,22537,23273,21506,21506,68274,122698.0,8404000.0
2011-09-29,21137,22684,21137,22611,44048,129001.0,8404000.0
2011-09-30,22684,23936,22684,23642,43745,134884.0,8404000.0
2011-10-04,21948,22316,21800,22169,29200,126480.0,8404000.0
2011-10-05,22463,22831,20033,20770,56967,118496.0,8404000.0
2011-10-06,21432,21874,21211,21212,39327,121018.0,8404000.0
2011-10-07,21727,22463,21653,22022,59197,125640.0,8404000.0
2011-10-10,22316,23052,22095,22979,55486,131102.0,8404000.0
2011-10-11,23642,24010,22390,22464,84479,128161.0,8404000.0
2011-10-12,22463,23421,22316,22979,78075,131102.0,8404000.0
2011-10-13,23715,26367,23494,26367,493772,150432.0,8404000.0
2011-10-14,26956,27471,25925,27104,501798,154634.0,8404000.0
2011-10-17,27545,27545,26293,26956,176554,153793.0,8404000.0
2011-10-18,26146,27913,25851,27767,160550,158415.0,8404000.0
2011-10-19,28134,28724,27324,27693,181446,157995.0,8404000.0
2011-10-20,27545,28355,24746,25999,170362,148331.0,8404000.0
2011-10-21,26440,26588,25262,26367,102720,150432.0,8404000.0
2011-10-24,26735,27619,26293,27325,143349,155894.0,8404000.0
2011-10-25,27692,28576,26735,26735,131984,152533.0,8404000.0
2011-10-26,26219,27471,25778,27251,62633,155474.0,8404000.0
2011-10-27,28134,31301,27692,30197,584144,172282.0,8404000.0
2011-10-28,31080,31080,29313,29976,253745,171021.0,8404000.0
2011-10-31,30418,30418,29165,30197,115676,172282.0,8404000.0
2011-11-01,29828,31154,29460,29902,136488,170601.0,8404000.0
2011-11-02,28429,29460,28134,29461,115082,168080.0,8404000.0
2011-11-03,30197,30197,28650,28798,81273,164298.0,8404000.0
2011-11-04,29313,30270,29165,29902,100573,170601.0,8404000.0
2011-11-07,30197,30197,28871,29166,81788,166399.0,8404000.0
2011-11-08,29386,29828,28503,28503,63585,162617.0,8404000.0
2011-11-09,29018,30786,28724,30050,183403,171442.0,8404000.0
2011-11-10,29018,29165,27840,28282,134877,161357.0,8404000.0
2011-11-11,28797,29681,28503,28871,95968,164718.0,8404000.0
2011-11-14,29460,31522,29386,30492,296694,173963.0,8404000.0
2011-11-15,30418,31228,30123,30786,139209,175644.0,8404000.0
2011-11-16,31301,31301,29165,29240,117152,166819.0,8404000.0
2011-11-17,29460,30491,29018,30492,77321,173963.0,8404000.0
2011-11-18,29313,29828,29018,29240,66874,166819.0,8404000.0
2011-11-21,29239,29607,27840,27988,71905,159676.0,8404000.0
2011-11-22,27324,28355,27251,28356,55225,161777.0,8404000.0
2011-11-23,28134,28871,27398,27398,42084,156314.0,8404000.0
2011-11-24,27251,28797,27103,28724,57440,163878.0,8404000.0
2011-11-25,28650,28724,27398,27398,37256,156314.0,8404000.0
2011-11-28,27619,28061,27398,27767,28437,158415.0,8404000.0
2011-11-29,27987,28576,27913,28577,34868,163038.0,8404000.0
2011-11-30,28576,28724,27692,28650,37166,163458.0,8404000.0
2011-12-01,29681,29681,28576,28577,107491,163038.0,8404000.0
2011-12-02,28576,29092,28061,28135,42648,160516.0,8404000.0
2011-12-05,28355,28797,28134,28429,39494,162197.0,8404000.0
2011-12-06,28650,29239,27840,27840,48689,158836.0,8404000.0
2011-12-07,28282,28355,27840,28061,27918,160096.0,8404000.0
2011-12-08,28208,28208,27251,27546,45108,157155.0,8404000.0
2011-12-09,27324,28724,27177,28356,97657,161777.0,8404000.0
2011-12-12,29165,32553,29092,30565,663975,174383.0,8404000.0
2011-12-13,30197,30270,29239,29608,78706,168920.0,8404000.0
2011-12-14,30049,31228,29681,31007,146432,176904.0,8404000.0
2011-12-15,30491,30712,29018,29019,84718,165559.0,8404000.0
2011-12-16,29386,29681,28871,29019,50103,165559.0,8404000.0
2011-12-19,28576,28724,24746,26735,163921,152533.0,8404000.0
2011-12-20,26588,27398,26219,26588,45548,151692.0,8404000.0
2011-12-21,27177,27545,26956,27546,55006,157155.0,8404000.0
2011-12-22,27619,27766,26735,26735,28351,152533.0,8404000.0
2011-12-23,27103,27766,26809,27177,39858,155054.0,8404000.0
2011-12-26,27398,27766,27103,27251,25993,155474.0,8404000.0
2011-12-27,27251,27692,26146,26883,33236,153373.0,8404000.0
2011-12-28,26809,27177,26588,26735,15008,152533.0,8404000.0
2011-12-29,26440,27766,26367,27767,24446,158415.0,8404000.0
2012-01-02,27545,27766,27030,27693,17729,157995.0,8404000.0
2012-01-03,27692,28503,27692,28429,42568,162197.0,8404000.0
2012-01-04,28724,29239,28208,28209,55208,160937.0,8404000.0
2012-01-05,28650,28650,27619,27693,58388,157995.0,8404000.0
2012-01-06,27692,27766,26514,26956,71865,153793.0,8404000.0
2012-01-09,27103,27103,26146,26515,49897,151272.0,8404000.0
2012-01-10,26514,27177,26514,27104,27242,154634.0,8404000.0
2012-01-11,27103,27398,26735,27030,27850,154213.0,8404000.0
2012-01-12,27030,28576,26809,28429,102779,162197.0,8404000.0
2012-01-13,28503,28576,27692,27914,53030,159256.0,8404000.0
2012-01-16,27692,27766,26735,26883,54734,153373.0,8404000.0
2012-01-17,27251,27251,26735,26883,55819,153373.0,8404000.0
2012-01-18,26882,27030,26588,26662,44556,152112.0,8404000.0
2012-01-19,26809,27324,26735,26956,56561,153793.0,8404000.0
2012-01-20,26956,27619,26735,27398,54160,156314.0,8404000.0
2012-01-25,27177,27766,27177,27693,45097,157995.0,8404000.0
2012-01-26,27545,27913,27398,27546,38765,157155.0,8404000.0
2012-01-27,27692,29902,27692,29387,289392,167660.0,8404000.0
2012-01-30,29386,29902,28061,28061,169834,160096.0,8404000.0
2012-01-31,28355,28503,27692,28356,87676,161777.0,8404000.0
2012-02-01,28208,29534,28208,29313,147941,167240.0,8404000.0
2012-02-02,29534,29976,28797,29755,190237,169761.0,8404000.0
2012-02-03,30123,31080,29018,29019,371987,165559.0,8404000.0
2012-02-06,29386,30123,28724,29019,166817,165559.0,8404000.0
2012-02-07,29313,29313,28134,28577,130047,163038.0,8404000.0
2012-02-08,28724,29313,28355,28429,99402,162197.0,8404000.0
2012-02-09,28503,29902,28429,29902,135642,170601.0,8404000.0
2012-02-10,29755,30933,29534,29976,205537,171021.0,8404000.0
2012-02-13,30786,31596,30344,30565,336917,174383.0,8404000.0
2012-02-14,30712,30933,29828,30271,157314,172702.0,8404000.0
2012-02-15,29755,30049,29313,29829,135785,170181.0,8404000.0
2012-02-16,29976,31154,29534,29682,196902,169341.0,8404000.0
2012-02-17,30049,30418,29902,30050,92083,171442.0,8404000.0
2012-02-20,30639,30933,30123,30639,101820,174803.0,8404000.0
2012-02-21,31228,33143,30859,32701,713655,186569.0,8404000.0
2012-02-22,33437,34321,32406,32407,441820,184888.0,8404000.0
2012-02-23,32553,33069,31743,32186,154994,183627.0,8404000.0
2012-02-24,32553,32922,31449,32333,130666,184468.0,8404000.0
2012-02-27,32112,32185,30565,30565,162338,174383.0,8404000.0
2012-02-28,31080,31080,30491,30934,77812,176484.0,8404000.0
2012-02-29,31449,32112,31228,32112,139715,183207.0,8404000.0
2012-03-02,32406,32406,31449,31965,121483,182367.0,8404000.0
2012-03-05,31964,32627,31301,31302,92957,178585.0,8404000.0
2012-03-06,31154,31596,30712,31081,82437,177324.0,8404000.0
2012-03-07,29976,31007,29976,30565,61350,174383.0,8404000.0
2012-03-08,30639,32259,30639,31744,125337,181106.0,8404000.0
2012-03-09,31817,31964,31375,31744,68679,181106.0,8404000.0
2012-03-12,32038,32038,30565,31081,77997,177324.0,8404000.0
2012-03-13,31301,31743,31080,31449,60636,179425.0,8404000.0
2012-03-14,31670,32553,31449,32333,156688,184468.0,8404000.0
2012-03-15,32406,32553,31670,31670,72856,180686.0,8404000.0
2012-03-16,31670,32038,31449,31523,61438,179846.0,8404000.0
2012-03-19,31301,31670,30418,30492,79026,173963.0,8404000.0
2012-03-20,30197,31670,30197,30934,86994,176484.0,8404000.0
2012-03-21,30933,31228,30565,31081,60112,177324.0,8404000.0
2012-03-22,31080,31301,29902,30344,86320,173122.0,8404000.0
2012-03-23,29902,30270,29386,29461,110632,168080.0,8404000.0
2012-03-26,29607,29607,27987,27988,134372,159676.0,8404000.0
2012-03-27,28355,28576,27103,27398,137729,156314.0,8404000.0
2012-03-28,27103,28134,27030,27693,49474,157995.0,8404000.0
2012-03-29,27103,27619,26219,26809,81689,152953.0,8404000.0
2012-03-30,27030,28208,26809,27619,44063,157575.0,8404000.0
2012-04-02,28061,28208,27619,27988,31956,159676.0,8404000.0
2012-04-03,27987,28134,27398,27472,50210,156735.0,8404000.0
2012-04-04,27840,27840,26661,26883,36790,153373.0,8404000.0
2012-04-05,26367,26735,25998,26515,52994,151272.0,8404000.0
2012-04-06,26367,26956,26293,26515,33404,151272.0,8404000.0
2012-04-09,26146,26514,25041,25483,43139,145389.0,8404000.0
2012-04-10,25262,26367,25115,25189,39216,143708.0,8404000.0
2012-04-12,25188,25851,25041,25852,33226,147490.0,8404000.0
2012-04-13,26146,26735,26072,26735,48521,152533.0,8404000.0
2012-04-16,26514,27619,26219,27619,48843,157575.0,8404000.0
2012-04-17,27619,27692,27103,27398,23185,156314.0,8404000.0
2012-04-18,27987,28282,27545,27914,38995,159256.0,8404000.0
2012-04-19,28429,30491,28282,29461,252419,168080.0,8404000.0
2012-04-20,29460,29755,28871,28945,53078,165139.0,8404000.0
2012-04-23,28724,30197,28724,29608,40478,168920.0,8404000.0
2012-04-24,28797,29460,28724,29166,32020,166399.0,8404000.0
2012-04-25,29460,30049,29165,29387,44810,167660.0,8404000.0
2012-04-26,29607,29755,28134,28209,45523,160937.0,8404000.0
2012-04-27,28282,29386,28282,28871,31279,164718.0,8404000.0
2012-04-30,29018,31817,28650,30934,252528,176484.0,8404000.0
2012-05-02,30933,31228,30123,30934,99764,176484.0,8404000.0
2012-05-03,30859,31080,30197,30271,51297,172702.0,8404000.0
2012-05-04,29902,30859,29755,30418,39558,173543.0,8404000.0
2012-05-07,30049,30123,29239,29461,29177,168080.0,8404000.0
2012-05-08,29828,30197,29018,29240,26976,166819.0,8404000.0
2012-05-09,29313,29313,27913,27988,49745,159676.0,8404000.0
2012-05-10,27987,28208,27545,27693,25770,157995.0,8404000.0
2012-05-11,27987,27987,26882,27251,33331,155474.0,8404000.0
2012-05-14,27251,27545,26293,26515,28275,151272.0,8404000.0
2012-05-15,26219,26440,25041,25262,43486,144129.0,8404000.0
2012-05-16,24894,25483,23789,24305,62835,138666.0,8404000.0
2012-05-17,24304,25115,24157,24894,27762,142028.0,8404000.0
2012-05-18,24378,24378,22758,23053,53561,131523.0,8404000.0
2012-05-21,23052,23494,21506,22243,68393,126900.0,8404000.0
2012-05-22,22684,22831,22316,22611,50141,129001.0,8404000.0
2012-05-23,22610,22610,22095,22390,23765,127741.0,8404000.0
2012-05-24,22316,23126,22316,22685,27116,129422.0,8404000.0
2012-05-25,22831,23863,22831,23642,31025,134884.0,8404000.0
2012-05-29,23715,25704,23715,24673,90337,140767.0,8404000.0
2012-05-30,24673,24967,23863,24231,39997,138246.0,8404000.0
2012-05-31,23863,24157,23126,24158,15375,137826.0,8404000.0
2012-06-01,23863,24452,23642,23789,19700,135725.0,8404000.0
2012-06-04,22684,22979,22390,22685,30318,129422.0,8404000.0
2012-06-05,22831,23126,22537,22758,17668,129842.0,8404000.0
2012-06-07,23421,23421,23052,23348,14100,133203.0,8404000.0
2012-06-08,23347,23494,22463,22537,32370,128581.0,8404000.0
2012-06-11,22905,23200,22684,23127,34285,131943.0,8404000.0
2012-06-12,22758,23568,22610,23348,24395,133203.0,8404000.0
2012-06-13,23789,24525,23347,24231,44536,138246.0,8404000.0
2012-06-14,24231,24452,23789,23789,22824,135725.0,8404000.0
2012-06-15,24010,24084,23494,23495,12007,134044.0,8404000.0
2012-06-18,23789,24452,23789,24379,31740,139086.0,8404000.0
2012-06-19,24378,24673,23715,23937,18212,136565.0,8404000.0
2012-06-20,24673,24673,23789,23937,24443,136565.0,8404000.0
2012-06-21,24157,24157,23789,23937,19141,136565.0,8404000.0
2012-06-22,23568,23936,23052,23421,28074,133624.0,8404000.0
2012-06-25,23568,23568,22831,22906,23068,130682.0,8404000.0
2012-06-26,22537,23200,22537,23053,14797,131523.0,8404000.0
2012-06-27,22979,23273,22684,22906,23739,130682.0,8404000.0
2012-06-28,22831,23347,22831,23053,22399,131523.0,8404000.0
2012-06-29,22831,23200,22463,22979,22924,131102.0,8404000.0
2012-07-02,23421,23715,23126,23421,36600,133624.0,8404000.0
2012-07-03,23347,23789,23347,23568,34876,134464.0,8404000.0
2012-07-04,23715,23936,23273,23421,35440,133624.0,8404000.0
2012-07-05,23273,23715,23126,23421,41748,133624.0,8404000.0
2012-07-06,23568,23715,23126,23200,32081,132363.0,8404000.0
2012-07-09,23200,23200,21727,22316,72002,127321.0,8404000.0
2012-07-10,22316,22610,21579,21727,54999,123959.0,8404000.0
2012-07-11,21579,21874,21432,21727,20857,123959.0,8404000.0
2012-07-12,21727,22242,21358,21580,40368,123119.0,8404000.0
2012-07-13,21432,21653,20622,21285,40072,121438.0,8404000.0
2012-07-16,21506,21506,20917,21138,28229,120597.0,8404000.0
2012-07-17,20843,21064,20622,20917,37564,119337.0,8404000.0
2012-07-18,20843,20917,20033,20033,52408,114294.0,8404000.0
2012-07-19,20180,20327,19149,19444,103162,110933.0,8404000.0
2012-07-20,19517,19664,18928,19149,66211,109252.0,8404000.0
2012-07-23,18928,19075,17676,17676,93348,100848.0,8404000.0
2012-07-24,17381,17602,16939,17161,81138,97907.0,8404000.0
2012-07-25,16645,17013,16056,16130,85025,92024.0,8404000.0
2012-07-26,16203,16645,16056,16424,60372,93705.0,8404000.0
2012-07-27,16792,17455,16718,16793,79157,95806.0,8404000.0
2012-07-30,17013,17308,16792,17087,55004,97486.0,8404000.0
2012-07-31,16939,17087,16497,17013,103666,97066.0,8404000.0
2012-08-01,16939,17381,16718,17087,68623,97486.0,8404000.0
2012-08-02,17308,17529,16571,16793,86731,95806.0,8404000.0
2012-08-03,16497,17160,16350,17161,56607,97907.0,8404000.0
2012-08-06,17308,17529,17087,17382,127650,99167.0,8404000.0
2012-08-07,17308,17455,17160,17234,57977,98327.0,8404000.0
2012-08-08,17381,17602,17013,17013,81832,97066.0,8404000.0
2012-08-09,16939,18044,16718,17750,287830,101268.0,8404000.0
2012-08-10,17676,17897,17455,17897,97586,102109.0,8404000.0
2012-08-13,17970,18265,17676,17971,76610,102529.0,8404000.0
2012-08-14,17970,18191,17749,18045,82367,102949.0,8404000.0
2012-08-16,18118,18633,17897,18266,97141,104210.0,8404000.0
2012-08-17,18412,18633,18044,18192,50036,103789.0,8404000.0
2012-08-20,18191,18265,17602,17603,80566,100428.0,8404000.0
2012-08-21,17455,17676,17381,17455,78783,99587.0,8404000.0
2012-08-22,17602,17823,17455,17676,61390,100848.0,8404000.0
2012-08-23,17676,17823,17381,17455,61682,99587.0,8404000.0
2012-08-24,17234,17602,17087,17087,67324,97486.0,8404000.0
2012-08-27,17087,17234,16497,16498,81506,94125.0,8404000.0
2012-08-28,16497,17087,16497,16866,51840,96226.0,8404000.0
2012-08-29,17013,17602,17013,17529,68405,100008.0,8404000.0
2012-08-30,17676,17676,16939,17603,61728,100428.0,8404000.0
2012-08-31,17602,18854,17381,18487,192222,105470.0,8404000.0
2012-09-03,18560,18560,18118,18118,73780,103369.0,8404000.0
2012-09-04,18339,19075,18044,18560,143416,105890.0,8404000.0
2012-09-05,18633,18633,18044,18118,49204,103369.0,8404000.0
2012-09-06,18118,18265,17823,17971,39089,102529.0,8404000.0
2012-09-07,18265,18412,17897,18339,60434,104630.0,8404000.0
2012-09-10,18412,18707,18118,18560,67968,105890.0,8404000.0
2012-09-11,18560,18633,18191,18266,34642,104210.0,8404000.0
2012-09-12,18412,18633,17970,18487,65801,105470.0,8404000.0
2012-09-13,18486,18633,18191,18192,46578,103789.0,8404000.0
2012-09-14,18486,19002,18339,18413,114082,105050.0,8404000.0
2012-09-17,18560,19812,18339,19739,204893,112614.0,8404000.0
2012-09-18,19664,19885,19296,19886,82279,113454.0,8404000.0
2012-09-19,19885,20990,19591,20991,221705,119757.0,8404000.0
2012-09-20,21211,21211,20180,20328,111784,115975.0,8404000.0
2012-09-21,20327,20475,19812,19812,92467,113034.0,8404000.0
2012-09-24,19812,20475,19370,20475,88909,116816.0,8404000.0
2012-09-25,20401,21064,19664,19739,115970,112614.0,8404000.0
