팍스넷(038160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-05,7410,7420,7100,7160,197333,79315.0,11077521.0
2016-12-06,7200,7700,7190,7600,292611,84189.0,11077521.0
2016-12-07,7600,7700,7350,7470,270120,82749.0,11077521.0
2016-12-08,7510,7700,7320,7440,279282,82417.0,11077521.0
2016-12-09,7440,7780,7340,7670,346738,84965.0,11077521.0
2016-12-12,7750,8430,7690,8250,786030,91390.0,11077521.0
2016-12-13,8290,8630,8090,8130,625054,90060.0,11077521.0
2016-12-14,8060,8460,8030,8190,347962,90725.0,11077521.0
2016-12-15,8160,8320,8110,8180,142749,90614.0,11077521.0
2016-12-16,8190,8400,7940,8160,178561,90393.0,11077521.0
2016-12-19,8030,8160,7830,7930,162336,87845.0,11077521.0
2016-12-20,7990,8250,7940,8000,193074,88620.0,11077521.0
2016-12-21,8000,8190,7860,8130,120126,90060.0,11077521.0
2016-12-22,8130,8160,7950,7950,96747,88066.0,11077521.0
2016-12-23,7950,8070,7800,7900,125464,87512.0,11077521.0
2016-12-26,7900,8130,7850,7880,110749,87291.0,11077521.0
2016-12-27,7960,7970,7800,7840,63560,86848.0,11077521.0
2016-12-28,7900,7960,7770,7830,70177,86737.0,11077521.0
2016-12-29,7720,7830,7640,7670,122171,84965.0,11077521.0
2017-01-02,7770,8230,7670,8160,325003,90393.0,11077521.0
2017-01-03,8210,8250,8090,8190,95565,90725.0,11077521.0
2017-01-04,8260,8390,8170,8290,112199,91833.0,11077521.0
2017-01-05,8420,8420,8050,8060,112026,89285.0,11077521.0
2017-01-06,8020,8150,8000,8100,80851,89728.0,11077521.0
2017-01-09,8100,8740,8080,8420,838876,93273.0,11077521.0
2017-01-10,8730,10600,8620,10200,7896339,112991.0,11077521.0
2017-01-11,10100,10300,9850,10300,1775970,114098.0,11077521.0
2017-01-12,10250,10850,10050,10500,2239789,116314.0,11077521.0
2017-01-13,10450,10950,10300,10700,1511355,118529.0,11077521.0
2017-01-16,10900,11000,10100,10350,845293,114652.0,11077521.0
2017-01-17,10350,10750,10050,10150,827901,112437.0,11077521.0
2017-01-18,10400,10600,9410,9650,1756118,106898.0,11077521.0
2017-01-19,9780,9990,9500,9660,911025,107009.0,11077521.0
2017-01-20,9520,9750,9150,9150,522568,101359.0,11077521.0
2017-01-23,9200,9630,9160,9570,760448,106012.0,11077521.0
2017-01-24,9570,9820,9290,9810,581266,108670.0,11077521.0
2017-01-25,9860,9980,9010,9010,601067,99808.0,11077521.0
2017-01-26,9030,9400,8880,9400,375527,104129.0,11077521.0
2017-01-31,9400,9800,9330,9330,424392,103353.0,11077521.0
2017-02-01,9330,9490,8880,8940,393354,99033.0,11077521.0
2017-02-02,8700,8810,8260,8330,432203,92276.0,11077521.0
2017-02-03,8410,8670,8010,8160,369530,90393.0,11077521.0
2017-02-06,8230,8550,8150,8500,407463,94159.0,11077521.0
2017-02-07,8420,8500,8120,8200,289484,90836.0,11077521.0
2017-02-08,8200,8290,7830,7970,217481,88288.0,11077521.0
2017-02-09,7930,8060,7900,7970,107787,88288.0,11077521.0
2017-02-10,8210,8210,7880,7900,219791,87512.0,11077521.0
2017-02-13,7900,8120,7660,7960,212909,88177.0,11077521.0
2017-02-14,7970,8050,7740,7750,126993,85851.0,11077521.0
2017-02-15,7760,8030,7750,7900,174214,87512.0,11077521.0
2017-02-16,7950,8070,7800,7980,117586,88399.0,11077521.0
2017-02-17,8010,8060,7900,7970,111442,88288.0,11077521.0
2017-02-20,7930,7990,7830,7830,90312,86737.0,11077521.0
2017-02-21,7890,8120,7860,8050,216958,89174.0,11077521.0
2017-02-22,8070,8550,7930,8280,581063,91722.0,11077521.0
2017-02-23,8340,8730,8230,8280,563859,91722.0,11077521.0
2017-02-24,8370,8490,8150,8440,180009,93494.0,11077521.0
2017-02-27,8370,8490,8260,8370,142310,92719.0,11077521.0
2017-02-28,8450,8450,8210,8280,106524,91722.0,11077521.0
2017-03-02,8320,8320,7940,7940,164839,87956.0,11077521.0
2017-03-03,7850,7940,7400,7550,345076,83635.0,11077521.0
2017-03-06,7580,7750,7470,7710,91784,85408.0,11077521.0
2017-03-07,7660,7790,7630,7730,60454,85629.0,11077521.0
2017-03-08,7720,7770,7640,7720,49051,85518.0,11077521.0
2017-03-09,7800,7910,7700,7710,131052,85408.0,11077521.0
2017-03-10,7750,8390,7170,8350,508210,92497.0,11077521.0
2017-03-13,8440,8570,8300,8390,266123,92940.0,11077521.0
2017-03-14,8420,8840,8180,8730,672273,96707.0,11077521.0
2017-03-15,8760,8770,8420,8450,335610,93605.0,11077521.0
2017-03-16,8540,8960,8450,8650,685699,95821.0,11077521.0
2017-03-17,8700,8730,8470,8510,187394,94270.0,11077521.0
2017-03-20,8550,8550,8180,8200,213354,90836.0,11077521.0
2017-03-21,8210,8330,8030,8030,159460,88952.0,11077521.0
2017-03-22,7900,8080,7770,7840,172115,86848.0,11077521.0
2017-03-23,7910,7920,7730,7780,108334,86183.0,11077521.0
2017-03-24,7750,7860,7750,7830,60544,86737.0,11077521.0
2017-03-27,7850,8110,7800,7970,218654,88288.0,11077521.0
2017-03-28,8100,8240,8010,8100,195247,89728.0,11077521.0
2017-03-29,8170,8170,7950,8080,102217,89506.0,11077521.0
2017-03-30,8040,8530,7820,8400,964446,93051.0,11077521.0
2017-03-31,8410,8460,8240,8370,314816,92719.0,11077521.0
2017-04-03,8410,8410,8270,8310,162699,92054.0,11077521.0
2017-04-04,8370,8450,7780,7820,461730,86626.0,11077521.0
2017-04-05,7810,7910,7590,7680,400166,85075.0,11077521.0
2017-04-06,7780,7780,7430,7470,258004,82749.0,11077521.0
2017-04-07,7470,7620,7240,7480,300457,82860.0,11077521.0
2017-04-10,7370,7480,7000,7000,337603,77543.0,11077521.0
2017-04-11,6950,7120,6680,6950,327645,76989.0,11077521.0
2017-04-12,6950,7180,6800,7160,220436,79315.0,11077521.0
2017-04-13,7100,7270,7060,7200,90435,79758.0,11077521.0
2017-04-14,7190,7300,6900,7050,144719,78097.0,11077521.0
2017-04-17,7060,7440,7060,7270,183596,80534.0,11077521.0
2017-04-18,7270,7350,7150,7270,91770,80534.0,11077521.0
2017-04-19,7200,7370,7200,7280,113366,80644.0,11077521.0
2017-04-20,7210,7260,7020,7190,188417,79647.0,11077521.0
2017-04-21,7140,7190,7010,7150,123789,79204.0,11077521.0
2017-04-24,7060,7110,6920,6950,177376,76989.0,11077521.0
2017-04-25,6950,7150,6950,7140,133405,79093.0,11077521.0
2017-04-26,7250,7300,7060,7120,195610,78872.0,11077521.0
2017-04-27,7090,7140,6990,7010,78936,77653.0,11077521.0
2017-04-28,6990,7050,6930,6950,97768,76989.0,11077521.0
2017-05-02,6910,6960,6700,6700,175019,74219.0,11077521.0
2017-05-04,6630,6930,6530,6890,136805,76324.0,11077521.0
2017-05-08,6840,7040,6840,6970,108980,77210.0,11077521.0
2017-05-10,6990,7100,6870,7020,130098,77764.0,11077521.0
2017-05-11,7000,7100,6880,6880,89623,76213.0,11077521.0
2017-05-12,6850,6900,6440,6820,124446,75549.0,11077521.0
2017-05-15,6770,6820,6570,6700,73593,74219.0,11077521.0
2017-05-16,6680,6750,6450,6450,157982,71450.0,11077521.0
2017-05-17,6450,6510,6360,6410,113957,71007.0,11077521.0
2017-05-18,6310,6390,6190,6230,152962,69013.0,11077521.0
2017-05-19,6200,6350,6200,6280,70685,69567.0,11077521.0
2017-05-22,6290,6340,6200,6230,69703,69013.0,11077521.0
2017-05-23,6260,6420,6250,6370,77679,70564.0,11077521.0
2017-05-24,6420,6530,6400,6400,113947,70896.0,11077521.0
2017-05-25,6390,6610,6390,6460,119012,71561.0,11077521.0
2017-05-26,6460,6530,6450,6460,61908,71561.0,11077521.0
2017-05-29,6450,6520,6300,6310,76726,69899.0,11077521.0
2017-05-30,6310,6420,6290,6400,70451,70896.0,11077521.0
2017-05-31,6370,6450,6260,6370,47550,70564.0,11077521.0
2017-06-01,6370,6410,6310,6370,45702,70564.0,11077521.0
2017-06-02,6370,6560,6330,6550,134772,72558.0,11077521.0
2017-06-05,6610,6850,6500,6500,209451,72004.0,11077521.0
2017-06-07,6510,6550,6400,6430,68790,71228.0,11077521.0
2017-06-08,6400,6430,6260,6270,137368,69456.0,11077521.0
2017-06-09,6300,6400,6250,6380,65010,70675.0,11077521.0
2017-06-12,6360,6610,6330,6420,127380,71118.0,11077521.0
2017-06-13,6460,6600,6420,6480,103437,71782.0,11077521.0
2017-06-14,6490,6570,6440,6510,36515,72115.0,11077521.0
2017-06-15,6480,6620,6480,6530,68993,72336.0,11077521.0
2017-06-16,6540,6560,6370,6390,73678,70785.0,11077521.0
2017-06-19,6360,6590,6340,6480,69080,71782.0,11077521.0
2017-06-20,6490,6540,6320,6370,50429,70564.0,11077521.0
2017-06-21,6370,6430,6190,6250,99608,69235.0,11077521.0
2017-06-22,6250,6300,6030,6080,91874,67351.0,11077521.0
2017-06-23,6030,6170,6030,6140,82315,68016.0,11077521.0
2017-06-26,6140,6370,6120,6350,93271,70342.0,11077521.0
2017-06-27,6390,6780,6340,6340,213033,70231.0,11077521.0
2017-06-28,6260,6370,6210,6290,41372,69678.0,11077521.0
2017-06-29,6300,6920,6260,6740,409437,74662.0,11077521.0
2017-06-30,6700,6940,6640,6800,210460,75327.0,11077521.0
2017-07-03,6800,6800,6540,6600,142917,73112.0,11077521.0
2017-07-04,6560,7150,6550,6630,1078941,73444.0,11077521.0
2017-07-05,6610,6760,6540,6740,171599,74662.0,11077521.0
2017-07-06,6770,7020,6750,6820,491471,75549.0,11077521.0
2017-07-07,6820,6880,6770,6840,82158,75770.0,11077521.0
2017-07-10,6840,6840,6540,6600,160278,73112.0,11077521.0
2017-07-11,6570,6660,6300,6340,140342,70231.0,11077521.0
2017-07-12,6300,6410,6120,6150,162636,68127.0,11077521.0
2017-07-13,6200,6300,6040,6080,123210,67351.0,11077521.0
2017-07-14,6080,6250,6080,6250,100195,69235.0,11077521.0
2017-07-17,6200,6290,6160,6210,68325,68791.0,11077521.0
2017-07-18,6230,6270,6100,6180,63243,68459.0,11077521.0
2017-07-19,6200,6400,6200,6340,78364,70231.0,11077521.0
2017-07-20,6350,6550,6320,6330,170358,70121.0,11077521.0
2017-07-21,6330,6440,6210,6230,79460,69013.0,11077521.0
2017-07-24,6300,6380,6090,6140,104111,68016.0,11077521.0
2017-07-25,6140,6190,5990,6040,149679,66908.0,11077521.0
2017-07-26,6040,6090,5770,5850,190524,64803.0,11077521.0
2017-07-27,5890,5890,5730,5760,77962,63807.0,11077521.0
2017-07-28,5700,5760,5530,5560,172635,61591.0,11077521.0
2017-07-31,5560,5670,5360,5670,109246,62810.0,11077521.0
2017-08-01,5700,5810,5570,5700,110593,63142.0,11077521.0
2017-08-02,5700,5760,5650,5760,63599,63807.0,11077521.0
2017-08-03,5740,5810,5530,5630,146812,62366.0,11077521.0
2017-08-04,5520,5620,5360,5460,178241,60483.0,11077521.0
2017-08-07,5460,5610,5430,5550,49566,61480.0,11077521.0
2017-08-08,5550,5790,5500,5750,86931,63696.0,11077521.0
2017-08-09,5700,5750,5590,5690,84768,63031.0,11077521.0
2017-08-10,5780,6870,5690,6410,4604658,71007.0,11077521.0
2017-08-11,7170,7770,6340,6450,6033683,71450.0,11077521.0
2017-08-14,6660,7620,6600,7600,8894326,84189.0,11077521.0
2017-08-16,7590,7880,7300,7560,3053285,83746.0,11077521.0
2017-08-17,7540,7750,7390,7600,1553434,84189.0,11077521.0
2017-08-18,7390,7650,7370,7440,968792,82417.0,11077521.0
2017-08-21,7460,7480,7150,7150,508981,79204.0,11077521.0
2017-08-22,7210,7530,7100,7530,896692,83414.0,11077521.0
2017-08-23,7410,7600,7300,7340,858461,81309.0,11077521.0
2017-08-24,7510,7580,7190,7230,644912,80090.0,11077521.0
2017-08-25,7200,7350,7000,7030,464114,77875.0,11077521.0
2017-08-28,7030,7170,6910,7040,416990,77986.0,11077521.0
2017-08-29,6960,7180,6920,7040,360582,77986.0,11077521.0
2017-08-30,7020,7300,6960,7220,450568,79980.0,11077521.0
2017-08-31,7150,7230,6940,6990,362601,77432.0,11077521.0
2017-09-01,7050,7150,6950,7140,228966,79093.0,11077521.0
2017-09-04,6950,7180,6940,7000,332298,77543.0,11077521.0
2017-09-05,7010,7250,6950,7180,342453,79537.0,11077521.0
2017-09-06,7170,7380,7100,7100,579829,78650.0,11077521.0
2017-09-07,7150,7180,6970,7130,241390,78983.0,11077521.0
2017-09-08,7150,7160,6700,6980,548501,77321.0,11077521.0
2017-09-11,6980,7380,6850,7350,815744,81420.0,11077521.0
2017-09-12,7800,7990,6950,7060,1849261,78207.0,11077521.0
2017-09-13,7060,7070,6750,6750,364809,74773.0,11077521.0
2017-09-14,7010,7590,6900,7160,1362995,79315.0,11077521.0
2017-09-15,7160,7270,7000,7170,252070,79426.0,11077521.0
2017-09-18,7180,7880,7180,7440,1096271,82417.0,11077521.0
2017-09-19,7440,7630,7350,7590,495253,84078.0,11077521.0
2017-09-20,7690,7800,7360,7360,354604,81531.0,11077521.0
2017-09-21,7360,7410,7070,7080,224983,78429.0,11077521.0
2017-09-22,7020,7350,6880,6950,173211,76989.0,11077521.0
2017-09-25,6900,7250,6810,7160,175722,79315.0,11077521.0
2017-09-26,7050,7270,6830,6940,97402,76878.0,11077521.0
2017-09-27,6930,7170,6930,7020,98793,77764.0,11077521.0
2017-09-28,7030,7120,6930,7020,46053,77764.0,11077521.0
2017-09-29,7040,7180,6980,7080,80586,78429.0,11077521.0
2017-10-10,7170,7460,7110,7200,259617,79758.0,11077521.0
2017-10-11,7230,7370,7210,7370,86874,81641.0,11077521.0
2017-10-12,7470,7470,7150,7220,150186,79980.0,11077521.0
2017-10-13,7160,7270,6960,7040,128273,77986.0,11077521.0
2017-10-16,7000,7080,6900,6960,53332,77100.0,11077521.0
2017-10-17,6960,7060,6920,6950,35489,76989.0,11077521.0
2017-10-18,6920,7040,6770,6800,79318,75327.0,11077521.0
2017-10-19,6860,6890,6700,6870,29686,76103.0,11077521.0
2017-10-20,6870,6910,6770,6820,37886,75549.0,11077521.0
2017-10-23,6800,7050,6780,6890,54646,76324.0,11077521.0
2017-10-24,6830,6940,6780,6860,33531,75992.0,11077521.0
2017-10-25,6870,6980,6790,6880,79952,76213.0,11077521.0
2017-10-26,6920,7180,6870,7180,197465,79537.0,11077521.0
2017-10-27,7180,7410,7100,7400,180195,81974.0,11077521.0
2017-10-30,7400,7510,7200,7400,180636,81974.0,11077521.0
2017-10-31,6200,6810,6140,6650,1118964,73666.0,11077521.0
2017-11-01,6700,6700,6450,6490,193647,71893.0,11077521.0
2017-11-02,6510,6750,6490,6510,234175,72115.0,11077521.0
2017-11-03,6630,6630,6480,6490,60060,71893.0,11077521.0
2017-11-06,6510,6540,6300,6440,154920,71339.0,11077521.0
2017-11-07,6440,6530,6320,6440,114017,71339.0,11077521.0
2017-11-08,6450,6630,6450,6590,116345,73001.0,11077521.0
2017-11-09,6610,6730,6590,6700,96322,74219.0,11077521.0
2017-11-10,6760,6760,6630,6650,74632,73666.0,11077521.0
2017-11-13,6640,6640,6150,6370,114467,70564.0,11077521.0
2017-11-14,6370,6430,6280,6420,63942,71118.0,11077521.0
2017-11-15,6440,6440,5630,5630,1814066,62366.0,11077521.0
2017-11-16,5630,5790,5520,5690,456382,63031.0,11077521.0
2017-11-17,5650,5660,5500,5570,379137,61702.0,11077521.0
2017-11-20,5540,5670,5540,5580,184016,61813.0,11077521.0
2017-11-21,5600,5900,5550,5760,471739,63807.0,11077521.0
2017-11-22,5760,5960,5700,5760,225098,63807.0,11077521.0
2017-11-23,5770,5870,5730,5830,117820,64582.0,11077521.0
2017-11-24,5840,6050,5840,5930,195833,65690.0,11077521.0
2017-11-27,5950,6080,5780,5900,241572,65357.0,11077521.0
2017-11-28,5850,5990,5840,5840,156778,64693.0,11077521.0
2017-11-29,5810,6100,5810,6010,280244,66576.0,11077521.0
2017-11-30,5960,7810,5960,7810,8387657,86515.0,11077521.0
2017-12-01,7390,7480,7050,7170,1595090,79426.0,11077521.0
2017-12-04,7230,8810,7100,7550,5944445,83635.0,11077521.0
2017-12-05,7370,8900,7350,8040,5255403,89063.0,11077521.0
2017-12-06,8270,9790,8160,8730,8316466,96707.0,11077521.0
2017-12-07,9160,10450,8850,10050,9012530,111329.0,11077521.0
2017-12-08,10650,11000,7780,7800,4440536,86405.0,11077521.0
2017-12-11,7610,9290,7460,8700,5051691,96374.0,11077521.0
2017-12-12,8800,9790,8720,9500,5109627,105236.0,11077521.0
2017-12-13,9360,9360,8470,9000,3813503,99698.0,11077521.0
2017-12-14,9220,10200,8850,8910,5062707,98701.0,11077521.0
2017-12-15,9160,9930,9110,9630,3352355,106677.0,11077521.0
2017-12-18,10400,12500,10150,12400,6312288,137361.0,11077521.0
2017-12-19,10700,12950,9750,10500,4542948,116314.0,11077521.0
2017-12-20,10250,12550,10150,11500,4262675,127391.0,11077521.0
2017-12-21,12400,13500,11550,12300,3791157,136254.0,11077521.0
2017-12-22,11800,12600,10400,10650,1743565,117976.0,11077521.0
2017-12-26,10650,10850,9790,10000,1498492,110775.0,11077521.0
2017-12-27,10300,11200,10250,10500,2145240,116314.0,11077521.0
2017-12-28,10600,10600,9260,9500,1831761,105236.0,11077521.0
2018-01-02,9500,9900,9490,9630,641235,106677.0,11077521.0
2018-01-03,9810,12500,9720,12000,5019408,132930.0,11077521.0
2018-01-04,12000,13900,11650,12000,5594616,132930.0,11077521.0
2018-01-05,12500,12600,11750,12050,1332829,133484.0,11077521.0
2018-01-08,12100,13200,12100,12600,1616948,139577.0,11077521.0
2018-01-09,12500,12850,11800,12700,766252,140685.0,11077521.0
2018-01-10,12900,15150,11400,11500,7480884,127391.0,11077521.0
2018-01-11,11350,11850,8470,9360,3500188,103686.0,11077521.0
2018-01-12,9860,10800,8990,10000,2247690,110775.0,11077521.0
2018-01-15,9990,12450,9960,12300,4799063,136254.0,11077521.0
2018-01-16,12300,12550,10850,11100,3404388,122960.0,11077521.0
2018-01-17,10100,10400,9280,9900,1251367,109667.0,11077521.0
2018-01-18,10350,10650,9990,10150,692481,112437.0,11077521.0
2018-01-19,10050,10150,9670,9950,458302,110221.0,11077521.0
2018-01-22,9920,9920,8930,9180,647787,101692.0,11077521.0
2018-01-23,9500,10500,9470,9930,1122900,110000.0,11077521.0
2018-01-24,10250,10500,9780,9780,615253,108338.0,11077521.0
2018-01-25,10050,10150,9840,10150,303117,112437.0,11077521.0
2018-01-26,10150,10300,9930,10000,185102,110775.0,11077521.0
2018-01-29,10100,10500,9910,10300,354506,114098.0,11077521.0
2018-01-30,10250,11250,10200,10900,1121695,120745.0,11077521.0
2018-01-31,10800,10850,10050,10150,381948,112437.0,11077521.0
2018-02-01,10050,10750,9880,10400,495936,115206.0,11077521.0
2018-02-02,10050,10200,9850,10000,249445,110775.0,11077521.0
2018-02-05,9810,10500,9730,9920,274129,109889.0,11077521.0
2018-02-06,9300,10050,9100,9920,219522,109889.0,11077521.0
2018-02-07,10300,10300,9830,10000,195657,110775.0,11077521.0
2018-02-08,9920,10200,9920,9920,156412,109889.0,11077521.0
2018-02-09,9690,10050,9650,9840,149664,109003.0,11077521.0
2018-02-12,9850,9990,9760,9840,99354,109003.0,11077521.0
2018-02-13,9870,10200,9870,9950,170864,110221.0,11077521.0
2018-02-14,9990,10300,9980,10150,120562,112437.0,11077521.0
2018-02-19,10300,10600,10250,10600,220385,117422.0,11077521.0
2018-02-20,10550,10750,10400,10550,136950,116868.0,11077521.0
2018-02-21,11200,11900,10800,10800,961991,119637.0,11077521.0
2018-02-22,10800,11250,10650,11000,210229,121853.0,11077521.0
2018-02-23,11600,11900,11100,11350,496250,125730.0,11077521.0
2018-02-26,11150,11550,10650,10650,237246,117976.0,11077521.0
2018-02-27,10700,10800,10050,10350,194782,114652.0,11077521.0
2018-02-28,10400,10650,10200,10200,105443,112991.0,11077521.0
2018-03-02,10150,10550,9980,10450,106435,115760.0,11077521.0
2018-03-05,10450,10550,10200,10200,74868,112991.0,11077521.0
2018-03-06,10150,10350,10000,10250,83443,113545.0,11077521.0
2018-03-07,10300,10300,9910,9910,126741,109778.0,11077521.0
2018-03-08,9830,10250,9830,10250,89805,113545.0,11077521.0
2018-03-09,10150,10300,10050,10150,62686,112437.0,11077521.0
2018-03-12,10150,10300,9950,9950,147335,110221.0,11077521.0
2018-03-13,9950,10100,9940,10000,87273,110775.0,11077521.0
2018-03-14,10050,10800,9980,10750,273575,119083.0,11077521.0
2018-03-15,10850,11100,10500,10950,239001,121299.0,11077521.0
2018-03-16,10900,11100,10800,10900,140587,120745.0,11077521.0
2018-03-19,10800,10900,10000,10050,261513,111329.0,11077521.0
2018-03-20,10050,10450,10050,10250,92762,113545.0,11077521.0
2018-03-21,10300,10350,10100,10150,62646,112437.0,11077521.0
2018-03-22,10050,10200,9940,9950,166218,110221.0,11077521.0
2018-03-23,9910,10500,9810,10000,187206,110775.0,11077521.0
2018-03-26,10000,10400,9830,10400,114701,115206.0,11077521.0
2018-03-27,10300,10400,9990,10050,131135,111329.0,11077521.0
2018-03-28,9980,10150,9800,10000,101354,110775.0,11077521.0
2018-03-29,9920,10150,9900,10000,66469,110775.0,11077521.0
2018-03-30,10000,10150,9960,10050,68022,111329.0,11077521.0
2018-04-02,9950,10000,9710,9800,64619,108560.0,11077521.0
2018-04-03,9890,9990,9500,9700,79674,107452.0,11077521.0
2018-04-04,9700,9770,9150,9350,119388,103575.0,11077521.0
2018-04-05,9390,9390,8400,8610,506837,95377.0,11077521.0
2018-04-06,8590,8880,8530,8790,106017,97371.0,11077521.0
2018-04-09,8650,8800,8270,8520,147695,94380.0,11077521.0
2018-04-10,8320,8520,8160,8300,143338,91943.0,11077521.0
2018-04-11,8300,8720,8250,8560,123814,94824.0,11077521.0
2018-04-12,8540,9410,8470,9120,239345,101027.0,11077521.0
2018-04-13,9200,9430,8960,9050,129323,100252.0,11077521.0
2018-04-16,9050,9240,9030,9060,77919,100362.0,11077521.0
