동국제약(086450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-07-07,13700,13700,13550,13650,2167,121376.0,8892000.0
2010-07-08,13650,13750,13600,13700,3328,121820.0,8892000.0
2010-07-09,13600,13750,13550,13550,3758,120487.0,8892000.0
2010-07-12,13600,13650,13400,13500,3119,120042.0,8892000.0
2010-07-13,13700,13700,13400,13650,4662,121376.0,8892000.0
2010-07-14,13550,13750,13450,13700,11463,121820.0,8892000.0
2010-07-15,13600,13750,13500,13700,9023,121820.0,8892000.0
2010-07-16,13600,13750,13550,13700,2755,121820.0,8892000.0
2010-07-19,13700,13800,13600,13800,4141,122710.0,8892000.0
2010-07-20,13800,13850,13650,13800,802,122710.0,8892000.0
2010-07-21,13650,13800,13500,13800,5686,122710.0,8892000.0
2010-07-22,13800,13800,13650,13650,2711,121376.0,8892000.0
2010-07-23,13650,13900,13600,13800,6642,122710.0,8892000.0
2010-07-26,13900,14200,13700,13850,4136,123154.0,8892000.0
2010-07-27,14000,14000,13550,13700,6570,121820.0,8892000.0
2010-07-28,13600,13850,13500,13700,6614,121820.0,8892000.0
2010-07-29,13550,13800,13450,13800,5263,122710.0,8892000.0
2010-07-30,13800,13850,13650,13850,1661,123154.0,8892000.0
2010-08-02,13750,13800,13550,13800,4448,122710.0,8892000.0
2010-08-03,13850,13850,13600,13600,3033,120931.0,8892000.0
2010-08-04,13700,13800,13500,13800,3428,122710.0,8892000.0
2010-08-05,13600,13800,13600,13700,2531,121820.0,8892000.0
2010-08-06,13600,13850,13500,13800,3349,122710.0,8892000.0
2010-08-09,13800,13800,13600,13700,1885,121820.0,8892000.0
2010-08-10,13800,13800,13650,13650,1249,121376.0,8892000.0
2010-08-11,13700,13750,13500,13650,2524,121376.0,8892000.0
2010-08-12,13550,13600,13450,13600,335,120931.0,8892000.0
2010-08-13,13600,13600,13450,13500,1304,120042.0,8892000.0
2010-08-16,13500,13700,13200,13650,6011,121376.0,8892000.0
2010-08-17,13750,13750,13500,13600,4888,120931.0,8892000.0
2010-08-18,13600,13700,13450,13650,2515,121376.0,8892000.0
2010-08-19,13700,13750,13550,13650,4575,121376.0,8892000.0
2010-08-20,13500,13700,13400,13650,2664,121376.0,8892000.0
2010-08-23,13600,13700,13500,13550,3531,120487.0,8892000.0
2010-08-24,13500,13650,13300,13400,2594,119153.0,8892000.0
2010-08-25,13600,13650,13350,13500,1322,120042.0,8892000.0
2010-08-26,13650,13650,13400,13500,1445,120042.0,8892000.0
2010-08-27,13600,13600,13400,13500,2087,120042.0,8892000.0
2010-08-30,13350,13500,13300,13450,6328,119597.0,8892000.0
2010-08-31,13450,13450,13300,13450,3223,119597.0,8892000.0
2010-09-01,13450,13500,13300,13500,2718,120042.0,8892000.0
2010-09-02,13350,13700,13300,13700,9758,121820.0,8892000.0
2010-09-03,13500,13650,13400,13550,2061,120487.0,8892000.0
2010-09-06,13350,13550,13350,13500,5378,120042.0,8892000.0
2010-09-07,13600,13600,13350,13400,6355,119153.0,8892000.0
2010-09-08,13400,13500,13350,13450,2674,119597.0,8892000.0
2010-09-09,13500,13550,13400,13500,20832,120042.0,8892000.0
2010-09-10,13550,13650,13500,13650,7314,121376.0,8892000.0
2010-09-13,13650,13650,13400,13600,12749,120931.0,8892000.0
2010-09-14,13600,13650,13550,13600,11651,120931.0,8892000.0
2010-09-15,13450,14500,13350,13700,24067,121820.0,8892000.0
2010-09-16,13600,13850,13600,13800,2238,122710.0,8892000.0
2010-09-17,13900,14100,13750,13850,5778,123154.0,8892000.0
2010-09-20,13850,14100,13750,13750,4536,122265.0,8892000.0
2010-09-24,14150,14150,13750,13750,499,122265.0,8892000.0
2010-09-27,14100,14100,13700,13950,4839,124043.0,8892000.0
2010-09-28,13950,13950,13650,13800,3746,122710.0,8892000.0
2010-09-29,13800,13850,13650,13850,1965,123154.0,8892000.0
2010-09-30,13850,14200,13700,13750,1257,122265.0,8892000.0
2010-10-01,13850,14150,13750,13950,2966,124043.0,8892000.0
2010-10-04,14200,14200,13900,14050,2201,124933.0,8892000.0
2010-10-05,14100,14100,13850,13950,3315,124043.0,8892000.0
2010-10-06,14050,14050,13700,13950,6663,124043.0,8892000.0
2010-10-07,13950,14200,13750,13900,8596,123599.0,8892000.0
2010-10-08,13800,13950,13700,13900,6931,123599.0,8892000.0
2010-10-11,14200,14200,13800,13900,2052,123599.0,8892000.0
2010-10-12,13900,13950,13750,13900,4875,123599.0,8892000.0
2010-10-13,13800,14300,13800,14050,10468,124933.0,8892000.0
2010-10-14,14050,15350,13800,14400,24283,128045.0,8892000.0
2010-10-15,14700,15300,14250,14250,13694,126711.0,8892000.0
2010-10-18,14400,14650,14200,14550,6555,129379.0,8892000.0
2010-10-19,14550,14900,14500,14700,2663,130712.0,8892000.0
2010-10-20,14700,14700,14500,14700,2927,130712.0,8892000.0
2010-10-21,14550,14550,14150,14400,12047,128045.0,8892000.0
2010-10-22,14450,14450,14050,14200,4915,126266.0,8892000.0
2010-10-25,14050,14400,13950,14200,23469,126266.0,8892000.0
2010-10-26,14150,14550,14000,14500,10370,128934.0,8892000.0
2010-10-27,14450,14600,14100,14550,40170,129379.0,8892000.0
2010-10-28,14700,14700,13850,14300,43121,127156.0,8892000.0
2010-10-29,14300,14400,14200,14300,19232,127156.0,8892000.0
2010-11-01,14300,14400,14200,14350,13523,127600.0,8892000.0
2010-11-02,14600,14600,14250,14350,14136,127600.0,8892000.0
2010-11-03,14200,14350,14050,14300,6537,127156.0,8892000.0
2010-11-04,14300,14650,14150,14600,7768,129823.0,8892000.0
2010-11-05,14600,14850,14500,14800,16202,131602.0,8892000.0
2010-11-08,14800,14800,14700,14800,7138,131602.0,8892000.0
2010-11-09,14800,14850,14600,14800,3636,131602.0,8892000.0
2010-11-10,14650,14800,14650,14750,5647,131157.0,8892000.0
2010-11-11,14750,14750,14350,14400,13118,128045.0,8892000.0
2010-11-12,14400,14600,14250,14400,8508,128045.0,8892000.0
2010-11-15,14200,14400,14200,14400,3335,128045.0,8892000.0
2010-11-16,14400,14400,14000,14050,5138,124933.0,8892000.0
2010-11-17,14200,14250,13950,14200,6044,126266.0,8892000.0
2010-11-18,14200,14200,14050,14150,2094,125822.0,8892000.0
2010-11-19,14200,14400,14000,14400,7111,128045.0,8892000.0
2010-11-22,14500,14550,14200,14500,8102,128934.0,8892000.0
2010-11-23,14500,14600,14250,14300,4728,127156.0,8892000.0
2010-11-24,13800,14300,13800,14150,5356,125822.0,8892000.0
2010-11-25,14250,14500,14100,14300,3290,127156.0,8892000.0
2010-11-26,14450,14450,14100,14400,1027,128045.0,8892000.0
2010-11-29,14350,14350,14000,14200,1358,126266.0,8892000.0
2010-11-30,14300,14400,14000,14300,2895,127156.0,8892000.0
2010-12-01,14300,14300,14050,14300,2291,127156.0,8892000.0
2010-12-02,14350,14350,14000,14100,2876,125377.0,8892000.0
2010-12-03,14200,14200,13950,14100,2224,125377.0,8892000.0
2010-12-06,14200,14200,13950,14000,3007,124488.0,8892000.0
2010-12-07,14100,14100,13900,14100,3175,125377.0,8892000.0
2010-12-08,14100,14150,13800,13800,3173,122710.0,8892000.0
2010-12-09,14100,14200,14000,14200,1657,126266.0,8892000.0
2010-12-10,13900,14100,13850,14000,3878,124488.0,8892000.0
2010-12-13,14000,14150,13850,13950,1339,124043.0,8892000.0
2010-12-14,14000,14000,13800,14000,3679,124488.0,8892000.0
2010-12-15,14050,14150,13850,14150,3103,125822.0,8892000.0
2010-12-16,14200,14300,14000,14050,5341,124933.0,8892000.0
2010-12-17,14200,14200,13850,14100,8855,125377.0,8892000.0
2010-12-20,14000,14100,13700,14050,8103,124933.0,8892000.0
2010-12-21,14050,14150,13950,14150,3126,125822.0,8892000.0
2010-12-22,14150,14200,14050,14200,5080,126266.0,8892000.0
2010-12-23,14200,14300,14100,14250,3139,126711.0,8892000.0
2010-12-24,14200,14250,14050,14100,8593,125377.0,8892000.0
2010-12-27,14000,14200,14000,14200,4423,126266.0,8892000.0
2010-12-28,14200,14250,14150,14250,1798,126711.0,8892000.0
2010-12-29,14150,14300,14150,14250,3629,126711.0,8892000.0
2010-12-30,14300,14500,14300,14450,2792,128489.0,8892000.0
2011-01-03,14500,14800,14400,14700,13935,130712.0,8892000.0
2011-01-04,14850,14950,14700,14900,49145,132491.0,8892000.0
2011-01-05,14800,14950,14550,14700,5100,130712.0,8892000.0
2011-01-06,15000,15000,14400,14500,17596,128934.0,8892000.0
2011-01-07,14600,14900,14600,14650,21610,130268.0,8892000.0
2011-01-10,14800,14800,14550,14700,3087,130712.0,8892000.0
2011-01-11,14700,14750,14250,14400,34077,128045.0,8892000.0
2011-01-12,14500,14650,14450,14500,30576,128934.0,8892000.0
2011-01-13,14700,14700,14500,14500,6977,128934.0,8892000.0
2011-01-14,14500,14900,14450,14600,12745,129823.0,8892000.0
2011-01-17,14700,15000,14700,14950,8415,132935.0,8892000.0
2011-01-18,15000,15000,14700,14900,15011,132491.0,8892000.0
2011-01-19,15000,15000,14650,14900,7999,132491.0,8892000.0
2011-01-20,14850,14850,14400,14400,5988,128045.0,8892000.0
2011-01-21,14250,14500,14100,14150,3778,125822.0,8892000.0
2011-01-24,14150,14400,14000,14200,7825,126266.0,8892000.0
2011-01-25,14250,14400,14000,14350,21632,127600.0,8892000.0
2011-01-26,14350,14400,14150,14400,4679,128045.0,8892000.0
2011-01-27,14500,14550,14200,14200,17052,126266.0,8892000.0
2011-01-28,14500,14500,14050,14400,6022,128045.0,8892000.0
2011-01-31,14350,14450,14200,14350,13358,127600.0,8892000.0
2011-02-01,14500,14750,14400,14600,18299,129823.0,8892000.0
2011-02-07,14600,14850,14500,14500,14307,128934.0,8892000.0
2011-02-08,14500,14500,14300,14500,8371,128934.0,8892000.0
2011-02-09,14500,14700,14300,14300,12873,127156.0,8892000.0
2011-02-10,14300,14300,14100,14250,8156,126711.0,8892000.0
2011-02-11,14300,14450,14150,14300,4632,127156.0,8892000.0
2011-02-14,14200,14500,14200,14300,5391,127156.0,8892000.0
2011-02-15,14450,14450,14150,14150,5742,125822.0,8892000.0
2011-02-16,14400,14400,14050,14200,9087,126266.0,8892000.0
2011-02-17,14200,14350,14100,14150,8128,125822.0,8892000.0
2011-02-18,14100,14400,14100,14350,4215,127600.0,8892000.0
2011-02-21,14400,15200,14350,14900,29487,132491.0,8892000.0
2011-02-22,14900,15100,14450,15000,12847,133380.0,8892000.0
2011-02-23,15000,15400,15000,15000,12829,133380.0,8892000.0
2011-02-24,15000,16550,14950,16300,41604,144940.0,8892000.0
2011-02-25,16600,16600,15850,15850,26709,140938.0,8892000.0
2011-02-28,16200,16350,15400,16000,14417,142272.0,8892000.0
2011-03-02,15950,17200,15550,15600,31452,138715.0,8892000.0
2011-03-03,15600,15950,15150,15500,19552,137826.0,8892000.0
2011-03-04,15500,15800,15200,15450,12701,137381.0,8892000.0
2011-03-07,15450,15700,15150,15400,8177,136937.0,8892000.0
2011-03-08,15400,15450,14800,15000,25502,133380.0,8892000.0
2011-03-09,15150,15450,14800,15050,15865,133825.0,8892000.0
2011-03-10,14900,15250,14850,14950,8973,132935.0,8892000.0
2011-03-11,14800,15000,14550,14950,11585,132935.0,8892000.0
2011-03-14,15000,15000,14200,14550,13814,129379.0,8892000.0
2011-03-15,14500,14700,14200,14500,9791,128934.0,8892000.0
2011-03-16,14350,14600,14350,14450,8337,128489.0,8892000.0
2011-03-17,14200,14300,14050,14300,6392,127156.0,8892000.0
2011-03-18,14300,14500,14200,14300,6430,127156.0,8892000.0
2011-03-21,14200,14550,14100,14550,14987,129379.0,8892000.0
2011-03-22,14550,14550,14200,14500,10340,128934.0,8892000.0
2011-03-23,14500,14650,14250,14600,5571,129823.0,8892000.0
2011-03-24,14700,14700,14300,14450,8460,128489.0,8892000.0
2011-03-25,14500,14500,14200,14400,8556,128045.0,8892000.0
2011-03-28,14650,14650,14350,14600,17208,129823.0,8892000.0
2011-03-29,14700,15300,14500,15050,49268,133825.0,8892000.0
2011-03-30,15300,15300,14900,15050,8984,133825.0,8892000.0
2011-03-31,15050,15100,14700,14700,7710,130712.0,8892000.0
2011-04-01,14800,14900,14550,14800,10530,131602.0,8892000.0
2011-04-04,14950,15000,14550,14800,11170,131602.0,8892000.0
2011-04-05,14800,15200,14750,15000,12915,133380.0,8892000.0
2011-04-06,15100,15350,14900,15300,6435,136048.0,8892000.0
2011-04-07,15250,15300,14950,15050,11271,133825.0,8892000.0
2011-04-08,15100,15300,15050,15150,7118,134714.0,8892000.0
2011-04-11,15150,15700,15000,15400,33634,136937.0,8892000.0
2011-04-12,15300,15650,15300,15350,8762,136492.0,8892000.0
2011-04-13,15350,15600,15300,15600,12459,138715.0,8892000.0
2011-04-14,15600,15800,15500,15750,6761,140049.0,8892000.0
2011-04-15,15750,16000,15550,15900,10924,141383.0,8892000.0
2011-04-18,16000,16000,15700,15850,7433,140938.0,8892000.0
2011-04-19,15850,15950,15750,15800,7409,140494.0,8892000.0
2011-04-20,15850,15850,15600,15800,11418,140494.0,8892000.0
2011-04-21,15800,16050,15550,15600,9478,138715.0,8892000.0
2011-04-22,15800,15900,15500,15500,9168,137826.0,8892000.0
2011-04-25,15550,15700,15400,15650,13747,139160.0,8892000.0
2011-04-26,15650,16150,15600,16000,23146,142272.0,8892000.0
2011-04-27,16100,16100,15850,16000,24120,142272.0,8892000.0
2011-04-28,16100,16100,15700,15850,10438,140938.0,8892000.0
2011-04-29,15750,16100,15700,16000,8484,142272.0,8892000.0
2011-05-02,16000,16200,15850,16100,10812,143161.0,8892000.0
2011-05-03,16200,16550,16000,16150,23976,143606.0,8892000.0
2011-05-04,16000,16150,15850,16000,7872,142272.0,8892000.0
2011-05-06,16000,16200,15750,16200,5674,144050.0,8892000.0
2011-05-09,16250,16250,15900,16050,9331,142717.0,8892000.0
2011-05-11,16100,16100,15800,15900,3093,141383.0,8892000.0
2011-05-12,15850,15900,15450,15700,5489,139604.0,8892000.0
2011-05-13,15950,16000,15550,16000,2951,142272.0,8892000.0
2011-05-16,15700,15700,15550,15600,4054,138715.0,8892000.0
2011-05-17,15550,15700,15550,15700,1753,139604.0,8892000.0
2011-05-18,15600,16000,15550,15800,2988,140494.0,8892000.0
2011-05-19,15800,15950,15550,15750,2818,140049.0,8892000.0
2011-05-20,15550,15800,15550,15700,1050,139604.0,8892000.0
2011-05-23,15600,15650,15200,15300,7982,136048.0,8892000.0
2011-05-24,15300,15500,15150,15500,2775,137826.0,8892000.0
2011-05-25,15600,15600,15150,15400,1454,136937.0,8892000.0
2011-05-26,15500,15500,15350,15500,1008,137826.0,8892000.0
2011-05-27,15500,15550,15000,15250,4388,135603.0,8892000.0
2011-05-30,15450,15550,14600,15400,15163,136937.0,8892000.0
2011-05-31,15400,15500,15050,15500,9858,137826.0,8892000.0
2011-06-01,15250,15450,15200,15400,818,136937.0,8892000.0
2011-06-02,15350,15350,14950,15150,4054,134714.0,8892000.0
2011-06-03,15100,15300,15000,15200,1744,135158.0,8892000.0
2011-06-07,15200,15200,14600,14750,4199,131157.0,8892000.0
2011-06-08,14750,14750,14250,14250,6525,126711.0,8892000.0
2011-06-09,14250,14600,14050,14600,3696,129823.0,8892000.0
2011-06-10,14500,14700,14350,14650,1589,130268.0,8892000.0
2011-06-13,14650,14750,14300,14700,6597,130712.0,8892000.0
2011-06-14,14650,15000,14400,15000,1799,133380.0,8892000.0
2011-06-15,15200,15350,14900,15350,3302,136492.0,8892000.0
2011-06-16,15700,15900,15000,15200,18351,135158.0,8892000.0
2011-06-17,14900,15250,14750,15200,2503,135158.0,8892000.0
2011-06-20,15200,15200,14500,15050,2615,133825.0,8892000.0
2011-06-21,15150,15150,14600,14800,3517,131602.0,8892000.0
2011-06-22,14650,15000,14450,14950,11036,132935.0,8892000.0
2011-06-23,14850,14950,14700,14950,1294,132935.0,8892000.0
2011-06-24,14700,14950,14700,14800,1968,131602.0,8892000.0
2011-06-27,14800,14950,14550,14950,3875,132935.0,8892000.0
2011-06-28,14900,15200,14750,15200,4372,135158.0,8892000.0
2011-06-29,15250,15400,15050,15350,5672,136492.0,8892000.0
2011-06-30,15500,15500,15050,15150,3739,134714.0,8892000.0
2011-07-01,15200,15350,15100,15350,4028,136492.0,8892000.0
2011-07-04,15550,15550,15250,15300,4010,136048.0,8892000.0
2011-07-05,15250,15350,15150,15200,1346,135158.0,8892000.0
2011-07-06,15250,15300,15000,15300,3242,136048.0,8892000.0
2011-07-07,15200,17150,15150,15350,56657,136492.0,8892000.0
2011-07-08,15350,15500,15050,15100,6784,134269.0,8892000.0
2011-07-11,15200,15200,14850,15000,7281,133380.0,8892000.0
2011-07-12,14750,14900,14600,14850,6083,132046.0,8892000.0
2011-07-13,14700,14900,14600,14800,5453,131602.0,8892000.0
2011-07-14,14600,15050,14600,15050,3940,133825.0,8892000.0
2011-07-15,14900,15200,14900,15200,5712,135158.0,8892000.0
2011-07-18,15300,15650,15100,15600,18365,138715.0,8892000.0
2011-07-19,15600,15700,15300,15550,3631,138271.0,8892000.0
2011-07-20,15600,15600,15300,15500,3964,137826.0,8892000.0
2011-07-21,15600,15650,15000,15550,10676,138271.0,8892000.0
2011-07-22,16050,17400,15900,15950,270079,141827.0,8892000.0
2011-07-25,16200,16400,15700,15800,36026,140494.0,8892000.0
2011-07-26,15800,16250,15600,16050,25783,142717.0,8892000.0
2011-07-27,15900,16300,15750,16250,28939,144495.0,8892000.0
2011-07-28,16050,16550,15950,16250,33167,144495.0,8892000.0
2011-07-29,16300,16350,15500,15700,30510,139604.0,8892000.0
2011-08-01,15950,16000,15500,15700,20255,139604.0,8892000.0
2011-08-02,15750,15900,15000,15100,29332,134269.0,8892000.0
2011-08-03,15050,15150,14400,15100,41697,134269.0,8892000.0
2011-08-04,15100,15400,14650,14650,17524,130268.0,8892000.0
2011-08-05,14050,14400,13700,13800,37164,122710.0,8892000.0
2011-08-08,13600,13950,13000,13650,26897,121376.0,8892000.0
2011-08-09,13000,13700,12500,13700,22345,121820.0,8892000.0
2011-08-10,14250,14250,13600,13700,9381,121820.0,8892000.0
2011-08-11,13500,13950,13000,13950,8278,124043.0,8892000.0
2011-08-12,13950,14500,13650,13650,11353,121376.0,8892000.0
2011-08-16,13900,14050,13600,13700,16858,121820.0,8892000.0
2011-08-17,13700,13700,13500,13600,4682,120931.0,8892000.0
2011-08-18,13600,13600,13000,13050,35439,116041.0,8892000.0
2011-08-19,12800,12800,12450,12650,9638,112484.0,8892000.0
2011-08-22,12500,12700,10800,12650,23687,112484.0,8892000.0
2011-08-23,12650,12950,12650,12900,3182,114707.0,8892000.0
2011-08-24,12750,13050,12700,12700,3756,112928.0,8892000.0
2011-08-25,12600,13000,12600,12800,6555,113818.0,8892000.0
2011-08-26,12550,12800,12550,12800,5141,113818.0,8892000.0
2011-08-29,13000,13000,12700,12950,3654,115151.0,8892000.0
2011-08-30,13000,13050,12750,12800,7677,113818.0,8892000.0
2011-08-31,12800,13100,12750,13100,2944,116485.0,8892000.0
2011-09-01,13100,13400,13000,13350,13767,118708.0,8892000.0
2011-09-02,13350,13600,13050,13350,8872,118708.0,8892000.0
2011-09-05,13350,13350,12900,13150,9264,116930.0,8892000.0
2011-09-06,13000,13100,12700,12900,5446,114707.0,8892000.0
2011-09-07,13000,13100,12900,13000,3631,115596.0,8892000.0
2011-09-08,13100,13100,12850,13100,4740,116485.0,8892000.0
2011-09-09,13150,13150,12700,13050,12993,116041.0,8892000.0
2011-09-14,12900,12900,12700,12800,6203,113818.0,8892000.0
2011-09-15,12800,13000,12750,13000,8443,115596.0,8892000.0
2011-09-16,13050,13400,13000,13400,9328,119153.0,8892000.0
2011-09-19,13450,13450,13200,13300,3884,118264.0,8892000.0
2011-09-20,13300,13300,13150,13150,1853,116930.0,8892000.0
2011-09-21,13200,13400,13150,13300,1665,118264.0,8892000.0
2011-09-22,13100,13300,13100,13200,4845,117374.0,8892000.0
2011-09-23,12600,13050,12600,13000,7717,115596.0,8892000.0
2011-09-26,13000,13000,12550,12900,11502,114707.0,8892000.0
2011-09-27,13050,13050,12750,12800,7074,113818.0,8892000.0
2011-09-28,12900,12900,12700,12750,5870,113373.0,8892000.0
2011-09-29,12650,12800,12650,12800,3650,113818.0,8892000.0
2011-09-30,13000,13300,13000,13250,8286,117819.0,8892000.0
2011-10-04,12800,12950,12650,12950,6908,115151.0,8892000.0
2011-10-05,12950,13100,12800,13000,3342,115596.0,8892000.0
2011-10-06,13000,13200,12850,13100,5901,116485.0,8892000.0
2011-10-07,13200,13200,12800,13150,3357,116930.0,8892000.0
2011-10-10,13000,13150,12900,13100,2158,116485.0,8892000.0
2011-10-11,13200,13350,12950,13000,9311,115596.0,8892000.0
2011-10-12,13000,13200,13000,13050,1350,116041.0,8892000.0
2011-10-13,13200,13400,13100,13250,14698,117819.0,8892000.0
2011-10-14,13250,13250,13050,13150,4741,116930.0,8892000.0
2011-10-17,13350,13350,13150,13300,12019,118264.0,8892000.0
2011-10-18,13200,13200,12900,13200,9660,117374.0,8892000.0
2011-10-19,13300,13300,13100,13200,4579,117374.0,8892000.0
2011-10-20,13200,13350,13150,13200,5685,117374.0,8892000.0
2011-10-21,13100,13700,13000,13700,10105,121820.0,8892000.0
2011-10-24,13800,14200,13700,14050,10402,124933.0,8892000.0
2011-10-25,13950,14100,13650,14100,2811,125377.0,8892000.0
2011-10-26,13950,14200,13800,14050,2002,124933.0,8892000.0
2011-10-27,14250,14250,13800,14050,10670,124933.0,8892000.0
2011-10-28,14100,14400,13800,14000,6746,124488.0,8892000.0
2011-10-31,14000,14050,13700,13700,4245,121820.0,8892000.0
2011-11-01,13500,13850,13500,13750,4551,122265.0,8892000.0
2011-11-02,13700,13700,13450,13700,4519,121820.0,8892000.0
2011-11-03,13750,14000,13500,13750,5430,122265.0,8892000.0
2011-11-04,13800,13950,13800,13950,2935,124043.0,8892000.0
2011-11-07,14050,14050,13800,13950,4643,124043.0,8892000.0
2011-11-08,13950,13950,13800,13800,4385,122710.0,8892000.0
2011-11-09,13850,15850,13750,14200,237994,126266.0,8892000.0
2011-11-10,13900,14450,13550,13850,28874,123154.0,8892000.0
2011-11-11,13900,14200,13700,13950,9773,124043.0,8892000.0
2011-11-14,14100,14400,13900,14350,10385,127600.0,8892000.0
2011-11-15,14400,14450,14050,14100,7843,125377.0,8892000.0
2011-11-16,14100,14300,13950,14000,5746,124488.0,8892000.0
2011-11-17,14000,14200,13850,14200,5341,126266.0,8892000.0
2011-11-18,14200,14200,13800,13950,6452,124043.0,8892000.0
2011-11-21,14000,14150,13850,13950,5663,124043.0,8892000.0
2011-11-22,13800,14200,13800,14150,8718,125822.0,8892000.0
2011-11-23,14150,14200,13550,13700,6917,121820.0,8892000.0
2011-11-24,13900,13900,13700,13700,2120,121820.0,8892000.0
2011-11-25,13900,13950,13650,13950,4150,124043.0,8892000.0
2011-11-28,14000,14000,13750,13750,4607,122265.0,8892000.0
2011-11-29,13850,14000,13800,13800,4937,122710.0,8892000.0
2011-11-30,13850,14050,13850,13850,6412,123154.0,8892000.0
2011-12-01,13900,14050,13850,13850,8620,123154.0,8892000.0
2011-12-02,13850,13950,13650,13850,14157,123154.0,8892000.0
2011-12-05,13750,13950,13700,13950,6720,124043.0,8892000.0
2011-12-06,13950,14000,13800,13950,3203,124043.0,8892000.0
2011-12-07,14000,14050,13850,14050,5805,124933.0,8892000.0
2011-12-08,14550,14850,14200,14450,29632,128489.0,8892000.0
2011-12-09,14450,14650,14100,14300,5613,127156.0,8892000.0
2011-12-12,14350,14400,14150,14200,6352,126266.0,8892000.0
2011-12-13,14250,14300,13900,14100,11316,125377.0,8892000.0
2011-12-14,14250,14250,14050,14200,2034,126266.0,8892000.0
2011-12-15,13950,14150,13800,14050,5266,124933.0,8892000.0
2011-12-16,14100,14100,13900,14050,3454,124933.0,8892000.0
2011-12-19,13950,14100,13500,13500,13927,120042.0,8892000.0
2011-12-20,13500,13850,13500,13700,3802,121820.0,8892000.0
2011-12-21,14000,14000,13800,14000,9722,124488.0,8892000.0
2011-12-22,14000,14100,13850,14100,1248,125377.0,8892000.0
2011-12-23,14100,14100,13850,14100,5434,125377.0,8892000.0
2011-12-26,13900,14150,13850,14050,2511,124933.0,8892000.0
2011-12-27,13950,14050,13900,14050,3666,124933.0,8892000.0
2011-12-28,14050,14050,13850,14000,3056,124488.0,8892000.0
2011-12-29,14000,14050,14000,14000,2108,124488.0,8892000.0
2012-01-02,14000,14150,13800,14000,1987,124488.0,8892000.0
2012-01-03,14100,14100,13850,14050,1701,124933.0,8892000.0
2012-01-04,14050,14100,13800,13900,9370,123599.0,8892000.0
2012-01-05,14550,15350,13950,14300,110292,127156.0,8892000.0
2012-01-06,14300,14800,14250,14500,23264,128934.0,8892000.0
2012-01-09,14850,16100,14600,14950,280014,132935.0,8892000.0
2012-01-10,16100,17150,15900,17150,661757,152498.0,8892000.0
2012-01-11,17600,18050,16850,17400,474856,154721.0,8892000.0
2012-01-12,17550,18150,16250,16650,286549,148052.0,8892000.0
2012-01-13,16700,16800,15800,16350,152763,145384.0,8892000.0
2012-01-16,16350,16800,15900,15900,158549,141383.0,8892000.0
2012-01-17,16050,16250,15650,16250,120666,144495.0,8892000.0
2012-01-18,16450,16900,16050,16200,100107,144050.0,8892000.0
2012-01-19,16200,16350,15650,15900,83327,141383.0,8892000.0
2012-01-20,15850,16100,15400,16100,79049,143161.0,8892000.0
2012-01-25,16350,17250,16200,16700,175949,148496.0,8892000.0
2012-01-26,16750,17350,16400,17350,70927,154276.0,8892000.0
2012-01-27,17400,17900,17050,17400,137886,154721.0,8892000.0
2012-01-30,17500,17800,17100,17150,72809,152498.0,8892000.0
2012-01-31,16900,17500,16550,17500,77750,155610.0,8892000.0
2012-02-01,17600,18600,17350,18000,121250,160056.0,8892000.0
2012-02-02,18550,18550,17250,17250,121877,153387.0,8892000.0
2012-02-03,17300,17850,16850,17650,82520,156944.0,8892000.0
2012-02-06,18050,18450,17400,18000,148010,160056.0,8892000.0
2012-02-07,17800,18200,17750,18000,68320,160056.0,8892000.0
2012-02-08,18000,18200,17650,17900,78310,159167.0,8892000.0
2012-02-09,17500,17900,17400,17550,67435,156055.0,8892000.0
2012-02-10,17500,18200,17400,18000,68280,160056.0,8892000.0
2012-02-13,18000,18150,17450,17650,68610,156944.0,8892000.0
2012-02-14,17650,17800,17350,17450,413039,155165.0,8892000.0
2012-02-15,17650,19900,17450,18550,311879,164947.0,8892000.0
2012-02-16,18650,19250,18400,18500,96496,164502.0,8892000.0
2012-02-17,18300,18650,18100,18300,64898,162724.0,8892000.0
2012-02-20,18300,19250,18250,19150,83072,170282.0,8892000.0
2012-02-21,19300,19650,18900,19000,49253,168948.0,8892000.0
2012-02-22,19050,19350,18700,19200,36322,170726.0,8892000.0
2012-02-23,19250,19600,19100,19400,67358,172505.0,8892000.0
2012-02-24,19400,19550,18500,18600,59132,165391.0,8892000.0
2012-02-27,18550,18650,17800,18150,58694,161390.0,8892000.0
2012-02-28,18000,18450,17500,17650,37859,156944.0,8892000.0
2012-02-29,17700,18250,17700,18100,27546,160945.0,8892000.0
2012-03-02,18100,18550,17700,18550,19824,164947.0,8892000.0
2012-03-05,18700,18700,17600,17700,29431,157388.0,8892000.0
2012-03-06,17500,17850,17150,17650,31491,156944.0,8892000.0
2012-03-07,17550,17700,17100,17650,17496,156944.0,8892000.0
2012-03-08,17700,17900,17300,17300,15454,153832.0,8892000.0
2012-03-09,17500,17600,17150,17450,21625,155165.0,8892000.0
2012-03-12,17450,17600,17300,17300,15498,153832.0,8892000.0
2012-03-13,17200,17400,17100,17200,17046,152942.0,8892000.0
2012-03-14,17250,17400,16950,16950,37496,150719.0,8892000.0
2012-03-15,16900,17100,16750,16950,32269,150719.0,8892000.0
