이화공영(001840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-28,204.0,204.0,204.0,206.0,0.0,,
1999-04-29,204.0,204.0,204.0,206.0,0.0,,
1999-04-30,204.0,204.0,204.0,206.0,0.0,,
1999-05-03,204.0,204.0,204.0,206.0,0.0,,
1999-05-04,204.0,204.0,204.0,206.0,0.0,,
1999-05-06,204.0,204.0,204.0,206.0,0.0,,
1999-05-07,204.0,204.0,204.0,206.0,0.0,,
1999-05-10,204.0,204.0,204.0,206.0,0.0,,
1999-05-11,230.0,230.0,230.0,230.0,0.0,3197.0,480000.0
1999-05-12,204.0,204.0,204.0,206.0,2000.0,2856.0,480000.0
1999-05-13,204.0,204.0,204.0,206.0,0.0,,
1999-05-14,199.0,199.0,199.0,201.0,90000.0,2784.0,480000.0
1999-05-17,199.0,199.0,199.0,201.0,0.0,2784.0,480000.0
1999-05-18,195.0,195.0,195.0,198.0,141050.0,2736.0,480000.0
1999-05-19,195.0,195.0,195.0,198.0,0.0,2736.0,480000.0
1999-05-20,216.0,216.0,216.0,219.0,0.0,3024.0,480000.0
1999-05-21,242.0,242.0,192.0,194.0,49080.0,2688.0,480000.0
1999-05-24,206.0,206.0,192.0,194.0,145250.0,2688.0,480000.0
1999-05-25,216.0,216.0,216.0,217.0,100.0,3010.0,480000.0
1999-05-26,203.0,203.0,203.0,204.0,80400.0,2832.0,480000.0
1999-05-27,226.0,226.0,226.0,229.0,1000.0,3168.0,480000.0
1999-05-28,255.0,255.0,255.0,256.0,0.0,3547.0,480000.0
1999-05-31,285.0,285.0,285.0,286.0,700.0,3970.0,480000.0
1999-06-01,318.0,318.0,318.0,321.0,0.0,4445.0,480000.0
1999-06-02,356.0,356.0,356.0,359.0,500.0,4968.0,480000.0
1999-06-03,398.0,398.0,398.0,400.0,1100.0,5544.0,480000.0
1999-06-04,445.0,445.0,445.0,447.0,5000.0,6192.0,480000.0
1999-06-07,484.0,484.0,484.0,485.0,5390.0,6720.0,480000.0
1999-06-08,536.0,536.0,536.0,537.0,200.0,7440.0,480000.0
1999-06-09,518.0,518.0,518.0,519.0,1000.0,7200.0,480000.0
1999-06-10,466.0,580.0,466.0,582.0,3310.0,8064.0,480000.0
1999-06-11,650.0,650.0,518.0,651.0,8690.0,9024.0,480000.0
1999-06-14,727.0,727.0,726.0,729.0,11220.0,10104.0,480000.0
1999-06-15,809.0,814.0,646.0,647.0,9520.0,8976.0,480000.0
1999-06-16,708.0,722.0,690.0,724.0,10760.0,10032.0,480000.0
1999-06-17,809.0,809.0,809.0,811.0,7300.0,11232.0,480000.0
1999-06-18,905.0,905.0,829.0,832.0,28830.0,11520.0,480000.0
1999-06-21,864.0,913.0,760.0,865.0,9830.0,11976.0,480000.0
1999-06-22,829.0,837.0,795.0,796.0,4170.0,11040.0,480000.0
1999-06-23,700.0,795.0,700.0,796.0,6110.0,11040.0,480000.0
1999-06-24,795.0,795.0,795.0,796.0,150.0,11040.0,480000.0
1999-06-25,699.0,699.0,699.0,702.0,4540.0,9720.0,480000.0
1999-06-28,617.0,617.0,617.0,618.0,200.0,8568.0,480000.0
1999-06-29,545.0,545.0,545.0,546.0,0.0,7560.0,480000.0
1999-06-30,481.0,608.0,481.0,589.0,1580.0,8160.0,480000.0
1999-07-01,653.0,653.0,622.0,623.0,1800.0,8640.0,480000.0
1999-07-02,588.0,657.0,585.0,589.0,2540.0,8160.0,480000.0
1999-07-05,605.0,622.0,522.0,623.0,770.0,8640.0,480000.0
1999-07-06,618.0,618.0,618.0,620.0,0.0,8592.0,480000.0
1999-07-07,617.0,617.0,617.0,618.0,0.0,8568.0,480000.0
1999-07-08,588.0,588.0,588.0,589.0,100.0,8160.0,480000.0
1999-07-09,536.0,553.0,518.0,555.0,620.0,7680.0,480000.0
1999-07-12,553.0,553.0,553.0,555.0,0.0,7680.0,480000.0
1999-07-13,570.0,570.0,570.0,571.0,10.0,7920.0,480000.0
1999-07-14,588.0,588.0,570.0,589.0,2210.0,8160.0,480000.0
1999-07-15,587.0,587.0,584.0,586.0,270.0,8112.0,480000.0
1999-07-16,515.0,588.0,515.0,555.0,430.0,7680.0,480000.0
1999-07-19,518.0,553.0,518.0,555.0,160.0,7680.0,480000.0
1999-07-20,518.0,553.0,518.0,555.0,770.0,7680.0,480000.0
1999-07-21,552.0,614.0,552.0,616.0,460.0,8544.0,480000.0
1999-07-22,684.0,684.0,684.0,686.0,10.0,9504.0,480000.0
1999-07-23,761.0,761.0,761.0,762.0,10.0,10560.0,480000.0
1999-07-26,669.0,669.0,669.0,672.0,0.0,9312.0,480000.0
1999-07-27,591.0,591.0,591.0,592.0,0.0,8208.0,480000.0
1999-07-28,650.0,650.0,650.0,651.0,10.0,9024.0,480000.0
1999-07-29,653.0,653.0,572.0,651.0,19240.0,9024.0,480000.0
1999-07-30,727.0,727.0,691.0,729.0,62860.0,10104.0,480000.0
1999-08-02,813.0,813.0,657.0,727.0,2580.0,10080.0,480000.0
1999-08-03,657.0,723.0,657.0,686.0,4740.0,9504.0,480000.0
1999-08-04,603.0,743.0,603.0,693.0,390.0,9600.0,480000.0
1999-08-05,608.0,653.0,608.0,610.0,4270.0,8448.0,480000.0
1999-08-06,538.0,605.0,538.0,606.0,1230.0,8400.0,480000.0
1999-08-09,533.0,619.0,533.0,578.0,6250.0,8016.0,480000.0
1999-08-10,539.0,581.0,522.0,578.0,6190.0,8016.0,480000.0
1999-08-11,591.0,591.0,591.0,592.0,500.0,8208.0,480000.0
1999-08-12,607.0,607.0,597.0,599.0,1250.0,8304.0,480000.0
1999-08-13,536.0,588.0,528.0,589.0,110.0,8160.0,480000.0
1999-08-16,570.0,570.0,570.0,571.0,10.0,7920.0,480000.0
1999-08-17,553.0,553.0,503.0,555.0,1640.0,7680.0,480000.0
1999-08-18,567.0,567.0,567.0,568.0,10.0,7872.0,480000.0
1999-08-19,586.0,586.0,518.0,519.0,50.0,7200.0,480000.0
1999-08-20,550.0,550.0,550.0,553.0,10.0,7656.0,480000.0
1999-08-23,568.0,568.0,485.0,519.0,560.0,7176.0,480000.0
1999-08-24,456.0,459.0,456.0,458.0,1400.0,6336.0,480000.0
1999-08-25,457.0,484.0,402.0,485.0,2560.0,6720.0,480000.0
1999-08-26,541.0,541.0,427.0,534.0,960.0,7392.0,480000.0
1999-08-27,469.0,518.0,469.0,519.0,180.0,7200.0,480000.0
1999-08-30,518.0,518.0,483.0,502.0,70.0,6960.0,480000.0
1999-08-31,442.0,482.0,442.0,483.0,1760.0,6696.0,480000.0
1999-09-01,424.0,424.0,424.0,425.0,200.0,5904.0,480000.0
1999-09-02,373.0,373.0,373.0,376.0,2820.0,5208.0,480000.0
1999-09-03,330.0,417.0,330.0,415.0,9330.0,5760.0,480000.0
1999-09-06,447.0,449.0,365.0,388.0,8250.0,5376.0,480000.0
1999-09-07,412.0,412.0,342.0,406.0,4390.0,5640.0,480000.0
1999-09-08,357.0,429.0,357.0,424.0,90.0,5880.0,480000.0
1999-09-09,372.0,372.0,372.0,374.0,7530.0,5184.0,480000.0
1999-09-10,330.0,345.0,330.0,345.0,6220.0,4795.0,480000.0
1999-09-13,303.0,345.0,303.0,345.0,1010.0,4795.0,480000.0
1999-09-14,303.0,303.0,303.0,304.0,1300.0,4229.0,480000.0
1999-09-15,274.0,274.0,266.0,269.0,5010.0,3725.0,480000.0
1999-09-16,259.0,283.0,256.0,284.0,2630.0,3936.0,480000.0
1999-09-17,279.0,279.0,279.0,280.0,10.0,3888.0,480000.0
1999-09-20,312.0,312.0,310.0,312.0,110.0,4320.0,480000.0
1999-09-21,273.0,347.0,273.0,348.0,9100.0,4824.0,480000.0
1999-09-22,305.0,377.0,305.0,380.0,360.0,5256.0,480000.0
1999-09-27,411.0,411.0,331.0,334.0,750.0,4632.0,480000.0
1999-09-28,292.0,292.0,292.0,294.0,800.0,4080.0,480000.0
1999-09-29,292.0,310.0,257.0,312.0,810.0,4320.0,480000.0
1999-09-30,272.0,323.0,272.0,325.0,1710.0,4512.0,480000.0
1999-10-01,341.0,341.0,341.0,343.0,10.0,4747.0,480000.0
1999-10-04,299.0,299.0,299.0,302.0,300.0,4181.0,480000.0
1999-10-05,263.0,299.0,263.0,301.0,14080.0,4171.0,480000.0
1999-10-06,262.0,314.0,262.0,317.0,5700.0,4392.0,480000.0
1999-10-07,277.0,277.0,277.0,279.0,10.0,3869.0,480000.0
1999-10-08,246.0,292.0,246.0,294.0,7120.0,4075.0,480000.0
1999-10-11,327.0,327.0,258.0,284.0,38940.0,3936.0,480000.0
1999-10-12,300.0,316.0,258.0,318.0,47350.0,4406.0,480000.0
1999-10-13,286.0,321.0,279.0,319.0,5790.0,4416.0,480000.0
1999-10-14,278.0,313.0,278.0,291.0,16030.0,4032.0,480000.0
1999-10-15,310.0,311.0,254.0,301.0,40.0,4176.0,480000.0
1999-10-18,263.0,310.0,263.0,312.0,360.0,4320.0,480000.0
1999-10-19,273.0,273.0,273.0,274.0,3300.0,3802.0,480000.0
1999-10-20,245.0,273.0,239.0,260.0,4590.0,3600.0,480000.0
1999-10-21,258.0,258.0,226.0,239.0,48400.0,3312.0,480000.0
1999-10-22,240.0,240.0,217.0,229.0,750.0,3173.0,480000.0
1999-10-25,225.0,241.0,201.0,243.0,14450.0,3360.0,480000.0
1999-10-26,258.0,262.0,217.0,264.0,35790.0,3648.0,480000.0
1999-10-27,262.0,290.0,249.0,284.0,20880.0,3936.0,480000.0
1999-10-28,278.0,292.0,251.0,294.0,18460.0,4080.0,480000.0
1999-10-29,292.0,327.0,274.0,329.0,38770.0,4570.0,480000.0
1999-11-01,327.0,327.0,288.0,327.0,17420.0,4531.0,480000.0
1999-11-02,300.0,314.0,287.0,314.0,23780.0,4363.0,480000.0
1999-11-03,310.0,350.0,286.0,333.0,29870.0,4608.0,480000.0
1999-11-04,331.0,371.0,331.0,372.0,17880.0,5160.0,480000.0
1999-11-05,371.0,407.0,329.0,399.0,13070.0,5520.0,480000.0
1999-11-08,397.0,439.0,366.0,415.0,42970.0,5760.0,480000.0
1999-11-09,380.0,387.0,372.0,374.0,12620.0,5184.0,480000.0
1999-11-10,336.0,360.0,330.0,355.0,14720.0,4920.0,480000.0
1999-11-11,312.0,312.0,311.0,314.0,17510.0,4344.0,480000.0
1999-11-12,275.0,311.0,275.0,312.0,11840.0,4320.0,480000.0
1999-11-15,280.0,347.0,280.0,348.0,4990.0,4824.0,480000.0
1999-11-16,352.0,352.0,344.0,346.0,1600.0,4800.0,480000.0
1999-11-17,302.0,304.0,302.0,304.0,3600.0,4224.0,480000.0
1999-11-18,292.0,301.0,268.0,271.0,5110.0,3754.0,480000.0
1999-11-19,245.0,294.0,245.0,270.0,1970.0,3744.0,480000.0
1999-11-22,258.0,267.0,248.0,254.0,5200.0,3518.0,480000.0
1999-11-23,264.0,283.0,252.0,284.0,10010.0,3936.0,480000.0
1999-11-24,314.0,316.0,259.0,311.0,5120.0,4315.0,480000.0
1999-11-25,311.0,311.0,282.0,284.0,6010.0,3941.0,480000.0
1999-11-26,280.0,280.0,251.0,251.0,1650.0,3485.0,480000.0
1999-11-29,231.0,266.0,228.0,266.0,7320.0,3696.0,480000.0
1999-11-30,236.0,287.0,236.0,289.0,2840.0,4013.0,480000.0
1999-12-01,253.0,253.0,253.0,255.0,10.0,3533.0,480000.0
1999-12-02,253.0,253.0,253.0,255.0,0.0,3533.0,480000.0
1999-12-03,234.0,269.0,223.0,264.0,710.0,3672.0,480000.0
1999-12-06,235.0,254.0,232.0,247.0,14850.0,3427.0,480000.0
1999-12-07,232.0,254.0,232.0,245.0,9220.0,3408.0,480000.0
1999-12-08,217.0,253.0,217.0,254.0,6980.0,3518.0,480000.0
1999-12-09,236.0,251.0,236.0,253.0,1210.0,3504.0,480000.0
1999-12-10,221.0,221.0,221.0,224.0,10.0,3091.0,480000.0
1999-12-13,216.0,241.0,216.0,243.0,4330.0,3360.0,480000.0
1999-12-14,258.0,271.0,215.0,258.0,740.0,3576.0,480000.0
1999-12-15,258.0,258.0,258.0,260.0,3900.0,3600.0,480000.0
1999-12-16,261.0,261.0,234.0,262.0,11160.0,3624.0,480000.0
1999-12-17,256.0,291.0,234.0,293.0,20260.0,4056.0,480000.0
1999-12-20,287.0,325.0,255.0,293.0,40320.0,4056.0,480000.0
1999-12-21,292.0,292.0,257.0,260.0,10490.0,3605.0,480000.0
1999-12-22,275.0,275.0,275.0,277.0,34550.0,3840.0,480000.0
1999-12-23,246.0,292.0,242.0,277.0,32700.0,3840.0,480000.0
1999-12-24,274.0,274.0,274.0,277.0,34150.0,3835.0,480000.0
1999-12-27,249.0,273.0,245.0,274.0,2560.0,3806.0,480000.0
1999-12-28,271.0,271.0,245.0,245.0,1100.0,3408.0,480000.0
2000-01-04,245.0,245.0,245.0,245.0,0.0,3408.0,480000.0
2000-01-05,254.0,254.0,252.0,255.0,1060.0,3538.0,480000.0
2000-01-06,254.0,254.0,254.0,255.0,0.0,3538.0,480000.0
2000-01-07,224.0,241.0,223.0,244.0,2020.0,3384.0,480000.0
2000-01-10,237.0,237.0,237.0,240.0,0.0,3326.0,480000.0
2000-01-11,233.0,233.0,233.0,235.0,0.0,3254.0,480000.0
2000-01-12,206.0,223.0,206.0,224.0,1250.0,3110.0,480000.0
2000-01-13,221.0,221.0,196.0,208.0,1310.0,2880.0,480000.0
2000-01-14,203.0,203.0,203.0,204.0,0.0,2832.0,480000.0
2000-01-17,190.0,215.0,190.0,215.0,1210.0,2986.0,480000.0
2000-01-18,189.0,218.0,189.0,219.0,570.0,3038.0,480000.0
2000-01-19,236.0,243.0,236.0,244.0,1220.0,3394.0,480000.0
2000-01-20,272.0,272.0,216.0,241.0,3180.0,3336.0,480000.0
2000-01-21,233.0,233.0,233.0,235.0,0.0,3254.0,480000.0
2000-01-24,206.0,229.0,206.0,224.0,1820.0,3110.0,480000.0
2000-01-25,196.0,215.0,196.0,215.0,910.0,2986.0,480000.0
2000-01-26,212.0,212.0,212.0,214.0,100.0,2966.0,480000.0
2000-01-27,211.0,211.0,196.0,198.0,250.0,2741.0,480000.0
2000-01-28,195.0,201.0,182.0,203.0,680.0,2808.0,480000.0
2000-01-31,210.0,210.0,176.0,184.0,140.0,2544.0,480000.0
2000-02-01,186.0,203.0,186.0,204.0,2120.0,2832.0,480000.0
2000-02-02,218.0,227.0,190.0,228.0,9850.0,3163.0,480000.0
2000-02-03,219.0,236.0,202.0,234.0,9080.0,3235.0,480000.0
2000-02-07,244.0,244.0,204.0,235.0,21270.0,3254.0,480000.0
2000-02-08,207.0,234.0,206.0,221.0,10510.0,3062.0,480000.0
2000-02-09,193.0,215.0,193.0,217.0,1800.0,3005.0,480000.0
2000-02-10,189.0,215.0,189.0,218.0,270.0,3014.0,480000.0
2000-02-11,190.0,209.0,189.0,209.0,3980.0,2894.0,480000.0
2000-02-14,206.0,213.0,205.0,207.0,980.0,2866.0,480000.0
2000-02-15,181.0,210.0,181.0,212.0,1740.0,2938.0,480000.0
2000-02-16,186.0,207.0,186.0,199.0,5630.0,2760.0,480000.0
2000-02-17,195.0,196.0,182.0,185.0,1200.0,2558.0,480000.0
2000-02-18,164.0,197.0,164.0,199.0,1010.0,2750.0,480000.0
2000-02-21,176.0,212.0,176.0,213.0,9190.0,2952.0,480000.0
2000-02-22,190.0,190.0,190.0,190.0,0.0,2640.0,480000.0
2000-02-23,187.0,187.0,187.0,189.0,0.0,2626.0,480000.0
2000-02-24,166.0,182.0,166.0,184.0,2180.0,2539.0,480000.0
2000-02-25,178.0,203.0,178.0,204.0,6660.0,2832.0,480000.0
2000-02-28,216.0,226.0,182.0,229.0,15900.0,3168.0,480000.0
2000-02-29,238.0,255.0,206.0,256.0,48740.0,3547.0,480000.0
2000-03-02,274.0,285.0,265.0,286.0,33780.0,3970.0,480000.0
2000-03-03,319.0,319.0,276.0,308.0,37140.0,4272.0,480000.0
2000-03-06,306.0,342.0,292.0,345.0,45100.0,4781.0,480000.0
2000-03-07,341.0,344.0,301.0,334.0,18150.0,4632.0,480000.0
2000-03-08,298.0,314.0,292.0,312.0,19330.0,4320.0,480000.0
2000-03-09,311.0,324.0,291.0,292.0,20660.0,4046.0,480000.0
2000-03-10,291.0,325.0,291.0,327.0,40020.0,4531.0,480000.0
2000-03-13,364.0,364.0,364.0,365.0,80140.0,5064.0,480000.0
2000-03-14,407.0,407.0,407.0,409.0,167700.0,5664.0,480000.0
2000-03-15,456.0,456.0,456.0,458.0,129130.0,6336.0,480000.0
2000-03-16,508.0,508.0,508.0,511.0,139220.0,7080.0,480000.0
2000-03-17,570.0,570.0,514.0,571.0,455490.0,7920.0,480000.0
2000-03-20,622.0,635.0,502.0,586.0,563670.0,8112.0,480000.0
2000-03-21,514.0,581.0,514.0,516.0,173710.0,7152.0,480000.0
2000-03-22,453.0,563.0,453.0,513.0,558360.0,7104.0,480000.0
2000-03-23,476.0,535.0,450.0,477.0,187890.0,6600.0,480000.0
2000-03-24,423.0,471.0,417.0,430.0,221950.0,5952.0,480000.0
2000-03-27,443.0,477.0,402.0,480.0,137520.0,6648.0,480000.0
2000-03-28,535.0,535.0,423.0,523.0,205910.0,7248.0,480000.0
2000-03-29,460.0,536.0,460.0,485.0,251340.0,6720.0,480000.0
2000-03-30,448.0,468.0,432.0,471.0,51550.0,6528.0,480000.0
2000-03-31,432.0,525.0,432.0,526.0,396690.0,7296.0,480000.0
2000-04-03,588.0,588.0,588.0,589.0,38710.0,8160.0,480000.0
2000-04-04,656.0,656.0,538.0,658.0,830890.0,9120.0,480000.0
2000-04-06,656.0,734.0,586.0,736.0,420140.0,10200.0,480000.0
2000-04-07,823.0,823.0,795.0,824.0,78880.0,11424.0,480000.0
2000-04-10,920.0,920.0,918.0,923.0,156640.0,12792.0,480000.0
2000-04-11,1031.0,1031.0,951.0,1032.0,435400.0,14304.0,480000.0
2000-04-12,1153.0,1153.0,1153.0,1155.0,11640.0,16008.0,480000.0
2000-04-14,1292.0,1292.0,1292.0,1294.0,48470.0,17928.0,480000.0
2000-04-17,1137.0,1415.0,1137.0,1139.0,1890820.0,15792.0,480000.0
2000-04-18,1211.0,1255.0,1002.0,1005.0,994370.0,13920.0,480000.0
2000-04-19,1020.0,1121.0,975.0,1124.0,1074800.0,15576.0,480000.0
2000-04-20,1256.0,1256.0,1246.0,1257.0,86940.0,17424.0,480000.0
2000-04-21,1408.0,1408.0,1106.0,1106.0,1258900.0,15336.0,480000.0
2000-04-24,1073.0,1142.0,974.0,977.0,693700.0,13536.0,480000.0
2000-04-25,969.0,1020.0,860.0,861.0,469020.0,11928.0,480000.0
2000-04-26,840.0,961.0,767.0,918.0,1090320.0,12720.0,480000.0
2000-04-27,881.0,999.0,844.0,877.0,925070.0,12144.0,480000.0
2000-04-28,880.0,906.0,770.0,773.0,404670.0,10728.0,480000.0
2000-05-02,726.0,778.0,681.0,687.0,481900.0,9528.0,480000.0
2000-05-03,708.0,766.0,692.0,769.0,713940.0,10656.0,480000.0
2000-05-04,784.0,824.0,726.0,737.0,817590.0,10224.0,480000.0
2000-05-08,719.0,804.0,719.0,752.0,550990.0,10416.0,480000.0
2000-05-09,751.0,811.0,743.0,769.0,451520.0,10656.0,480000.0
2000-05-10,747.0,805.0,743.0,779.0,350100.0,10800.0,480000.0
2000-05-12,872.0,872.0,830.0,873.0,229640.0,12096.0,480000.0
2000-05-15,976.0,976.0,900.0,977.0,856990.0,13536.0,480000.0
2000-05-16,927.0,997.0,860.0,861.0,339160.0,11928.0,480000.0
2000-05-17,779.0,935.0,758.0,758.0,1073450.0,10512.0,480000.0
2000-05-18,781.0,846.0,681.0,849.0,1158680.0,11760.0,480000.0
2000-05-19,864.0,926.0,745.0,748.0,513550.0,10368.0,480000.0
2000-05-22,658.0,725.0,658.0,660.0,331110.0,9144.0,480000.0
2000-05-23,580.0,648.0,580.0,582.0,96770.0,8064.0,480000.0
2000-05-24,511.0,511.0,511.0,513.0,3750.0,7104.0,480000.0
2000-05-25,450.0,571.0,450.0,574.0,823140.0,7944.0,480000.0
2000-05-26,539.0,588.0,505.0,505.0,331850.0,7008.0,480000.0
2000-05-29,449.0,504.0,443.0,445.0,316670.0,6168.0,480000.0
2000-05-30,476.0,495.0,476.0,498.0,192840.0,6888.0,480000.0
2000-05-31,510.0,553.0,510.0,556.0,543430.0,7704.0,480000.0
2000-06-01,620.0,620.0,488.0,495.0,483590.0,6864.0,480000.0
2000-06-02,497.0,553.0,494.0,555.0,547960.0,7680.0,480000.0
2000-06-05,580.0,618.0,569.0,616.0,464920.0,8544.0,480000.0
2000-06-07,604.0,664.0,586.0,616.0,556940.0,8544.0,480000.0
2000-06-08,639.0,639.0,543.0,547.0,389610.0,7584.0,480000.0
2000-06-09,536.0,605.0,505.0,551.0,447290.0,7632.0,480000.0
2000-06-12,515.0,588.0,515.0,555.0,279430.0,7680.0,480000.0
2000-06-13,543.0,618.0,535.0,620.0,387290.0,8592.0,480000.0
2000-06-14,690.0,690.0,659.0,693.0,286760.0,9600.0,480000.0
2000-06-15,774.0,774.0,774.0,776.0,26670.0,10752.0,480000.0
2000-06-16,864.0,864.0,682.0,684.0,906670.0,9480.0,480000.0
2000-06-19,622.0,698.0,601.0,603.0,988110.0,8352.0,480000.0
2000-06-20,605.0,639.0,567.0,568.0,387850.0,7872.0,480000.0
2000-06-21,572.0,623.0,572.0,601.0,425800.0,8328.0,480000.0
2000-06-22,619.0,664.0,588.0,613.0,830240.0,8496.0,480000.0
2000-06-23,589.0,612.0,560.0,583.0,276820.0,8088.0,480000.0
2000-06-26,555.0,593.0,553.0,578.0,216010.0,8016.0,480000.0
2000-06-27,581.0,602.0,560.0,578.0,423180.0,8016.0,480000.0
2000-06-28,578.0,612.0,564.0,589.0,351620.0,8160.0,480000.0
2000-06-29,594.0,598.0,560.0,571.0,184370.0,7920.0,480000.0
2000-06-30,553.0,598.0,553.0,570.0,307250.0,7896.0,480000.0
2000-07-03,570.0,615.0,565.0,568.0,454860.0,7872.0,480000.0
2000-07-04,578.0,634.0,570.0,636.0,878940.0,8808.0,480000.0
2000-07-05,634.0,634.0,558.0,559.0,449110.0,7752.0,480000.0
2000-07-06,552.0,552.0,492.0,502.0,290980.0,6960.0,480000.0
2000-07-07,507.0,536.0,496.0,537.0,259040.0,7440.0,480000.0
2000-07-10,543.0,600.0,528.0,601.0,262470.0,8328.0,480000.0
2000-07-11,669.0,669.0,669.0,672.0,268360.0,9312.0,480000.0
2000-07-12,681.0,712.0,594.0,623.0,689500.0,8640.0,480000.0
2000-07-13,625.0,639.0,550.0,565.0,351500.0,7824.0,480000.0
2000-07-14,605.0,605.0,547.0,565.0,315810.0,7824.0,480000.0
