한빛소프트(047080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-10-31,8530,9270,8530,9030,586439,194505.0,21539812.0
2005-11-01,9030,9170,8900,9000,333741,193858.0,21539812.0
2005-11-02,8950,9300,8950,9250,363477,199243.0,21539812.0
2005-11-03,9500,10150,9420,9850,882895,212167.0,21539812.0
2005-11-04,9800,9800,9440,9620,335896,207213.0,21539812.0
2005-11-07,9650,9700,9310,9440,517606,203336.0,21539812.0
2005-11-08,9500,9980,9500,9900,513599,213244.0,21539812.0
2005-11-09,9900,10600,9710,10600,688951,228322.0,21539812.0
2005-11-10,10700,10900,10350,10650,565042,229399.0,21539812.0
2005-11-11,10900,12200,10900,12200,2026825,262786.0,21539812.0
2005-11-14,12600,13150,11850,12400,1415042,267094.0,21539812.0
2005-11-15,12250,13600,12100,13200,1219081,284326.0,21539812.0
2005-11-16,13050,13500,12900,13050,595923,281095.0,21539812.0
2005-11-17,13100,13400,12550,13300,517605,286479.0,21539812.0
2005-11-18,13200,13550,12600,12650,415973,272479.0,21539812.0
2005-11-21,12500,13500,12200,13100,670189,282172.0,21539812.0
2005-11-22,13500,14650,13000,13950,1531349,300480.0,21539812.0
2005-11-23,14000,14700,13900,14300,729759,308019.0,21539812.0
2005-11-24,14200,14400,13450,14000,505095,301557.0,21539812.0
2005-11-25,13550,14450,13500,14200,410424,305865.0,21539812.0
2005-11-28,14300,14350,13550,13550,358985,291864.0,21539812.0
2005-11-29,12850,13450,11900,12550,631593,270325.0,21539812.0
2005-11-30,12450,13300,12450,13300,306672,286479.0,21539812.0
2005-12-01,12850,13350,12800,12900,350481,277864.0,21539812.0
2005-12-02,12900,14400,12900,13700,692625,295095.0,21539812.0
2005-12-05,13900,14500,13800,14350,428346,309096.0,21539812.0
2005-12-06,14000,14150,13600,13650,304396,294018.0,21539812.0
2005-12-07,13400,13850,12700,13000,355156,280018.0,21539812.0
2005-12-08,13100,13500,12700,13300,349544,286479.0,21539812.0
2005-12-09,13300,13800,13300,13350,393990,287556.0,21539812.0
2005-12-12,13500,14100,13200,13450,498572,289710.0,21539812.0
2005-12-13,13450,14000,13250,14000,300984,301557.0,21539812.0
2005-12-14,14200,14400,13700,14000,398546,301557.0,21539812.0
2005-12-15,13850,14900,13700,14900,565177,320943.0,21539812.0
2005-12-16,14200,14650,13600,14350,460383,309096.0,21539812.0
2005-12-19,14250,15750,14100,15250,624621,328482.0,21539812.0
2005-12-20,15250,15550,14300,14300,436944,308019.0,21539812.0
2005-12-21,14500,14550,13600,13800,526729,297249.0,21539812.0
2005-12-22,13850,15250,13700,14650,780609,315558.0,21539812.0
2005-12-23,14900,15100,14050,14400,348735,310173.0,21539812.0
2005-12-26,14050,14500,14000,14150,254840,304788.0,21539812.0
2005-12-27,14150,14350,13200,13600,303228,292941.0,21539812.0
2005-12-28,13600,13750,13100,13700,248255,295095.0,21539812.0
2005-12-29,13700,14300,13700,14300,320285,308019.0,21539812.0
2006-01-02,14400,14750,13950,14650,570356,315558.0,21539812.0
2006-01-03,14650,14700,14100,14500,480875,312327.0,21539812.0
2006-01-04,14800,16650,14800,15600,1881780,336021.0,21539812.0
2006-01-05,16000,16050,15050,15650,1062243,337098.0,21539812.0
2006-01-06,16000,16550,15350,16450,857187,354330.0,21539812.0
2006-01-09,16450,17350,15800,16000,1136325,344637.0,21539812.0
2006-01-10,16100,16350,15150,15200,543516,327405.0,21539812.0
2006-01-11,15000,15750,14750,15750,894653,339252.0,21539812.0
2006-01-12,15500,15750,14850,14850,633560,319866.0,21539812.0
2006-01-13,14300,15150,14300,14700,594130,316635.0,21539812.0
2006-01-16,14700,16300,14700,15800,1128322,340329.0,21539812.0
2006-01-17,16300,16750,14950,15300,876237,329559.0,21539812.0
2006-01-18,14950,15500,13050,14400,841527,310173.0,21539812.0
2006-01-19,14200,14650,13550,13650,599815,294018.0,21539812.0
2006-01-20,13600,14050,11650,11650,799968,250939.0,21539812.0
2006-01-23,10750,11350,9950,11000,1154128,236938.0,21539812.0
2006-01-24,10700,11650,9800,11000,1508916,236938.0,21539812.0
2006-01-25,11000,12400,11000,11600,1597436,249862.0,21539812.0
2006-01-26,11850,12100,11150,11900,1036672,256324.0,21539812.0
2006-01-27,12350,12800,12100,12500,919315,269248.0,21539812.0
2006-01-31,12550,13200,12350,12600,778516,271402.0,21539812.0
2006-02-01,12400,13050,11350,11850,1432775,255247.0,21539812.0
2006-02-02,12300,12800,11150,11450,1817193,246631.0,21539812.0
2006-02-03,10900,11150,10200,11000,1162823,236938.0,21539812.0
2006-02-06,10750,11700,10600,11550,1164116,248785.0,21539812.0
2006-02-07,11400,12150,11400,11750,837765,253093.0,21539812.0
2006-02-08,11900,12200,11250,11450,834680,246631.0,21539812.0
2006-02-09,11600,11700,10900,11100,638165,239092.0,21539812.0
2006-02-10,10800,11350,10550,11200,794173,241246.0,21539812.0
2006-02-13,11300,12850,11250,12200,1749489,262786.0,21539812.0
2006-02-14,12250,12350,11750,12150,849825,261709.0,21539812.0
2006-02-15,12150,12450,10350,10350,2588203,222937.0,21539812.0
2006-02-16,10400,10600,9750,9990,1865022,215183.0,21539812.0
2006-02-17,10150,10550,9970,10100,1227148,217552.0,21539812.0
2006-02-20,9980,10100,9700,9700,1404598,208936.0,21539812.0
2006-02-21,9700,11150,9700,11050,2222238,238015.0,21539812.0
2006-02-22,11350,12700,11250,12700,2149110,273556.0,21539812.0
2006-02-23,13000,13300,12350,12550,1617931,270325.0,21539812.0
2006-02-24,12500,12550,12050,12550,879742,270325.0,21539812.0
2006-02-27,12900,14050,12750,13500,1726674,290787.0,21539812.0
2006-02-28,13550,13900,13150,13200,1077504,284326.0,21539812.0
2006-03-02,13200,14500,12800,14150,2244213,304788.0,21539812.0
2006-03-03,14150,14200,13150,13250,1110856,285403.0,21539812.0
2006-03-06,13350,14100,13350,13650,1240072,294018.0,21539812.0
2006-03-07,13450,13650,12800,13000,914720,280018.0,21539812.0
2006-03-08,12800,13450,12650,12850,701091,276787.0,21539812.0
2006-03-09,12900,13250,12750,12750,653717,274633.0,21539812.0
2006-03-10,12750,13000,12450,12900,609792,277864.0,21539812.0
2006-03-13,13100,14100,13100,13300,1747865,286479.0,21539812.0
2006-03-14,13150,13400,12700,12850,643965,276787.0,21539812.0
2006-03-15,13100,13150,12450,12450,685409,268171.0,21539812.0
2006-03-16,12450,12600,11800,11850,823577,255247.0,21539812.0
2006-03-17,11750,12400,11700,11950,691964,257401.0,21539812.0
2006-03-20,11650,12250,11650,11850,612584,255247.0,21539812.0
2006-03-21,11900,12150,11850,11850,590872,255247.0,21539812.0
2006-03-22,11800,11800,10900,11000,894850,236938.0,21539812.0
2006-03-23,11300,11450,9800,10250,1766402,220783.0,21539812.0
2006-03-24,10250,10350,9750,10200,1264623,219706.0,21539812.0
2006-03-27,10000,10600,9870,10100,1671824,217552.0,21539812.0
2006-03-28,10000,10250,9940,9980,1035285,214967.0,21539812.0
2006-03-29,9900,10250,9700,9970,1023956,214752.0,21539812.0
2006-03-30,10100,11400,10100,11100,2785114,239092.0,21539812.0
2006-03-31,11100,11350,10750,10950,1600712,235861.0,21539812.0
2006-04-03,11100,11300,10850,11100,924873,239092.0,21539812.0
2006-04-04,11050,11200,10850,11000,941646,236938.0,21539812.0
2006-04-05,11150,11650,11100,11100,1985055,239092.0,21539812.0
2006-04-06,11300,11550,11100,11150,1092778,240169.0,21539812.0
2006-04-07,11200,11450,11050,11350,985141,244477.0,21539812.0
2006-04-10,11200,11600,11150,11250,995756,242323.0,21539812.0
2006-04-11,11250,11350,10700,10750,918107,231553.0,21539812.0
2006-04-12,10650,10800,10350,10500,885585,226168.0,21539812.0
2006-04-13,10550,11000,10550,10850,920552,233707.0,21539812.0
2006-04-14,10900,11250,10750,11200,1182234,241246.0,21539812.0
2006-04-17,11250,11400,10800,10800,1071523,232630.0,21539812.0
2006-04-18,11250,11950,11250,11500,2375492,247708.0,21539812.0
2006-04-19,11700,11750,11000,11000,1135119,236938.0,21539812.0
2006-04-20,11050,11150,10000,10400,1155906,224014.0,21539812.0
2006-04-21,10250,11500,10250,11200,1957428,241246.0,21539812.0
2006-04-24,11500,11550,11150,11250,1120646,242323.0,21539812.0
2006-04-25,11250,11400,10750,11250,1237566,242323.0,21539812.0
2006-04-26,11500,12000,11450,11500,1890322,247708.0,21539812.0
2006-04-27,11700,11700,11200,11350,883596,244477.0,21539812.0
2006-04-28,11450,11850,11050,11450,1927582,246631.0,21539812.0
2006-05-02,11300,12000,11300,12000,1636222,258478.0,21539812.0
2006-05-03,12250,12350,11250,11250,1904335,242323.0,21539812.0
2006-05-04,11250,11450,10850,11200,897424,241246.0,21539812.0
2006-05-08,10300,11200,10000,11150,2145862,240169.0,21539812.0
2006-05-09,11500,11800,11200,11750,1193846,253093.0,21539812.0
2006-05-10,11800,11800,11400,11650,454088,250939.0,21539812.0
2006-05-11,11700,13350,11700,13100,2893453,282172.0,21539812.0
2006-05-12,12800,14000,12750,12800,2082806,275710.0,21539812.0
2006-05-15,12650,12650,11750,12150,1166740,261709.0,21539812.0
2006-05-16,12250,12500,11050,11350,2312213,244477.0,21539812.0
2006-05-17,11500,11700,11200,11350,909464,244477.0,21539812.0
2006-05-18,10650,11200,10250,11050,1003276,238015.0,21539812.0
2006-05-19,10850,11700,10750,11500,960201,247708.0,21539812.0
2006-05-22,11800,12200,11150,11250,1113728,242323.0,21539812.0
2006-05-23,11350,11450,10700,11450,754138,246631.0,21539812.0
2006-05-24,11500,11700,10750,10950,1132349,235861.0,21539812.0
2006-05-25,11100,11100,10150,10150,879510,218629.0,21539812.0
2006-05-26,10500,10850,10400,10750,838186,231553.0,21539812.0
2006-05-29,11000,11950,10700,11350,2574012,244477.0,21539812.0
2006-05-30,11400,11450,10700,10800,866775,232630.0,21539812.0
2006-06-01,10800,11000,10000,10650,3615443,229399.0,21539812.0
2006-06-02,10700,10850,9210,9500,3196183,204628.0,21539812.0
2006-06-05,9400,9540,8530,8560,1729921,184381.0,21539812.0
2006-06-07,8200,8200,7280,7280,2180909,156810.0,21539812.0
2006-06-08,6980,7450,6770,7050,3517375,151856.0,21539812.0
2006-06-09,7300,7560,7150,7460,2455460,160687.0,21539812.0
2006-06-12,7300,7490,7200,7470,1331630,160902.0,21539812.0
2006-06-13,7190,7210,6970,7100,1059791,152933.0,21539812.0
2006-06-14,7000,7350,6950,7350,1101514,158318.0,21539812.0
2006-06-15,7610,7730,7420,7500,1850193,161549.0,21539812.0
2006-06-16,7740,7770,7550,7650,1543798,164780.0,21539812.0
2006-06-19,7530,7570,7070,7110,1054929,153148.0,21539812.0
2006-06-20,7000,7030,6570,6600,1049915,142163.0,21539812.0
2006-06-21,6700,6800,6510,6660,683721,143455.0,21539812.0
2006-06-22,6820,6900,6640,6670,1082613,143671.0,21539812.0
2006-06-23,6600,7040,6450,6950,1291872,149702.0,21539812.0
2006-06-26,7040,7170,6780,7100,926655,152933.0,21539812.0
2006-06-27,7300,7300,7080,7110,711396,153148.0,21539812.0
2006-06-28,6910,7300,6870,7280,712986,156810.0,21539812.0
2006-06-29,7510,7610,7420,7450,917064,160472.0,21539812.0
2006-06-30,7640,8350,7530,7980,3076728,171888.0,21539812.0
2006-07-03,7960,7970,7770,7890,695454,169949.0,21539812.0
2006-07-04,8020,8030,7620,7620,791367,164133.0,21539812.0
2006-07-05,7210,7470,7180,7440,839317,160256.0,21539812.0
2006-07-06,7260,7940,7260,7700,1833513,165857.0,21539812.0
2006-07-07,7730,8010,7680,7730,811510,166503.0,21539812.0
2006-07-10,7770,8020,7740,7920,1089043,170595.0,21539812.0
2006-07-11,7950,8230,7810,8160,1180206,175765.0,21539812.0
2006-07-12,8230,8930,8210,8650,2701711,186319.0,21539812.0
2006-07-13,8590,8790,8450,8680,883393,186966.0,21539812.0
2006-07-14,8500,8540,8100,8150,766117,175549.0,21539812.0
2006-07-18,8000,8100,7620,7710,786620,166072.0,21539812.0
2006-07-19,7890,8310,7880,8220,1323561,177057.0,21539812.0
2006-07-20,8600,8760,8350,8460,862535,182227.0,21539812.0
2006-07-21,8250,8550,8140,8320,590505,179211.0,21539812.0
2006-07-24,8310,8310,8020,8130,524571,175119.0,21539812.0
2006-07-25,8320,8520,8260,8410,1037762,181150.0,21539812.0
2006-07-26,8470,8680,8340,8680,1115080,186966.0,21539812.0
2006-07-27,8640,8800,8460,8510,1400101,183304.0,21539812.0
2006-07-28,8520,8630,8310,8320,638718,179211.0,21539812.0
2006-07-31,8490,8540,8210,8270,488940,178134.0,21539812.0
2006-08-01,8250,8330,7850,7950,635022,171242.0,21539812.0
2006-08-02,7760,8050,7760,7960,399000,171457.0,21539812.0
2006-08-03,8010,8660,8010,8450,1555893,182011.0,21539812.0
2006-08-04,8640,8640,8360,8450,577533,182011.0,21539812.0
2006-08-07,8520,8550,8110,8150,475946,175549.0,21539812.0
2006-08-08,8190,8280,8050,8250,303770,177703.0,21539812.0
2006-08-09,8260,8520,8200,8340,1026119,179642.0,21539812.0
2006-08-10,8240,8390,8080,8180,483283,176196.0,21539812.0
2006-08-11,8240,8280,7920,7920,566041,170595.0,21539812.0
2006-08-14,8000,8060,7880,7910,242333,170380.0,21539812.0
2006-08-16,8050,8080,7840,7840,369381,168872.0,21539812.0
2006-08-17,7900,7950,7640,7840,733347,168872.0,21539812.0
2006-08-18,7860,8050,7780,7900,497610,170165.0,21539812.0
2006-08-21,7920,8070,7870,7870,328212,169518.0,21539812.0
2006-08-22,7830,8340,7830,8100,931078,174472.0,21539812.0
2006-08-23,8120,8440,8120,8370,1101371,180288.0,21539812.0
2006-08-24,8370,8390,8120,8120,379603,174903.0,21539812.0
2006-08-25,8150,8220,7950,7970,502308,171672.0,21539812.0
2006-08-28,7910,8010,7850,7900,239788,170165.0,21539812.0
2006-08-29,7950,8050,7890,7900,359089,170165.0,21539812.0
2006-08-30,7960,8240,7950,8150,609406,175549.0,21539812.0
2006-08-31,8260,8600,8220,8510,1162725,183304.0,21539812.0
2006-09-01,8580,8590,8280,8520,657864,183519.0,21539812.0
2006-09-04,8580,8780,8390,8640,1296848,186104.0,21539812.0
2006-09-05,8790,8940,8600,8750,1094977,188473.0,21539812.0
2006-09-06,8750,8770,8350,8380,687279,180504.0,21539812.0
2006-09-07,8380,8390,8170,8220,639327,177057.0,21539812.0
2006-09-08,8150,8390,8140,8340,404665,179642.0,21539812.0
2006-09-11,8450,8450,8230,8240,361990,177488.0,21539812.0
2006-09-12,8290,8410,8240,8310,369278,178996.0,21539812.0
2006-09-13,8510,8650,8380,8390,586130,180719.0,21539812.0
2006-09-14,8480,8490,8210,8350,523088,179857.0,21539812.0
2006-09-15,8300,8580,8300,8550,411463,184165.0,21539812.0
2006-09-18,8580,8720,8510,8640,457089,186104.0,21539812.0
2006-09-19,8650,8830,8580,8600,468063,185242.0,21539812.0
2006-09-20,8660,8690,8340,8390,681282,180719.0,21539812.0
2006-09-21,8460,8470,8120,8120,557129,174903.0,21539812.0
2006-09-22,8060,8140,7870,7870,415106,169518.0,21539812.0
2006-09-25,7870,8100,7780,7990,331379,172103.0,21539812.0
2006-09-26,8060,8100,7810,7810,242318,168226.0,21539812.0
2006-09-27,7980,7980,7620,7930,523685,170811.0,21539812.0
2006-09-28,7930,8170,7820,7990,399983,172103.0,21539812.0
2006-09-29,8050,8250,7980,7980,394063,171888.0,21539812.0
2006-10-02,8030,8030,7840,7860,209113,169303.0,21539812.0
2006-10-04,7700,7720,7490,7500,327545,161549.0,21539812.0
2006-10-09,7300,7480,6380,6380,697156,137424.0,21539812.0
2006-10-10,6260,6780,6260,6500,496563,140009.0,21539812.0
2006-10-11,6550,6630,6300,6500,295130,140009.0,21539812.0
2006-10-12,6500,6950,6500,6860,409081,147763.0,21539812.0
2006-10-13,7000,7170,6910,6940,425577,149486.0,21539812.0
2006-10-16,6980,7370,6960,7170,820965,154440.0,21539812.0
2006-10-17,7300,7300,6850,7100,385780,152933.0,21539812.0
2006-10-18,7060,7090,6880,7000,245855,150779.0,21539812.0
2006-10-19,6950,7140,6930,6930,291427,149271.0,21539812.0
2006-10-20,6980,7120,6980,7000,303865,150779.0,21539812.0
2006-10-23,7100,7190,7030,7060,240816,152071.0,21539812.0
2006-10-24,7120,7260,7070,7070,363200,152286.0,21539812.0
2006-10-25,7070,7240,7060,7190,344361,154871.0,21539812.0
2006-10-26,7260,7300,7140,7160,279305,154225.0,21539812.0
2006-10-27,7160,7220,7040,7100,249063,152933.0,21539812.0
2006-10-30,7020,7140,7010,7120,193203,153363.0,21539812.0
2006-10-31,7140,7230,7140,7170,169255,154440.0,21539812.0
2006-11-01,7210,8130,7210,8010,1205905,172534.0,21539812.0
2006-11-02,8040,8520,8020,8380,1519158,180504.0,21539812.0
2006-11-03,8500,8650,8230,8580,884812,184812.0,21539812.0
2006-11-06,8700,8780,8480,8690,562561,187181.0,21539812.0
2006-11-07,8750,8770,8360,8400,474542,180934.0,21539812.0
2006-11-08,8500,8620,8140,8300,943972,178780.0,21539812.0
2006-11-09,8300,8390,8090,8300,623845,178780.0,21539812.0
2006-11-10,8200,8750,8200,8650,677713,186319.0,21539812.0
2006-11-13,8670,9020,8670,9000,865568,193858.0,21539812.0
2006-11-14,9150,9150,8840,9040,625804,194720.0,21539812.0
2006-11-15,9020,9050,8830,8850,365280,190627.0,21539812.0
2006-11-16,8840,9090,8800,9080,449191,195581.0,21539812.0
2006-11-17,9080,9360,8930,9300,539816,200320.0,21539812.0
2006-11-20,9180,9400,9150,9150,373156,197089.0,21539812.0
2006-11-21,9060,9190,8800,8870,446524,191058.0,21539812.0
2006-11-22,8970,9440,8890,9340,685570,201182.0,21539812.0
2006-11-23,9550,9740,9300,9300,666657,200320.0,21539812.0
2006-11-24,9400,9460,9130,9230,507338,198812.0,21539812.0
2006-11-27,9350,9460,9200,9250,311392,199243.0,21539812.0
2006-11-28,9100,9140,8990,9100,289741,196012.0,21539812.0
2006-11-29,9070,9220,9050,9080,320654,195581.0,21539812.0
2006-11-30,9150,9560,9120,9560,517971,205921.0,21539812.0
2006-12-01,9500,9640,9370,9500,288798,204628.0,21539812.0
2006-12-04,9480,9960,9470,9870,616708,212598.0,21539812.0
2006-12-05,9870,10150,9710,9980,550571,214967.0,21539812.0
2006-12-06,9630,10200,9630,10200,613299,219706.0,21539812.0
2006-12-07,10200,10350,10050,10050,267422,216475.0,21539812.0
2006-12-08,9900,10450,9850,10100,373180,217552.0,21539812.0
2006-12-11,10100,10400,9960,9960,225004,214537.0,21539812.0
2006-12-12,9850,10100,9520,9650,268128,207859.0,21539812.0
2006-12-13,9600,10250,9600,10150,516598,218629.0,21539812.0
2006-12-14,10350,10450,10100,10250,249454,220783.0,21539812.0
2006-12-15,10250,10300,9980,10050,220268,216475.0,21539812.0
2006-12-18,10050,10200,9960,9980,225247,214967.0,21539812.0
2006-12-19,9950,10100,9790,9800,290022,211090.0,21539812.0
2006-12-20,9850,10050,9770,9770,296450,210444.0,21539812.0
2006-12-21,9800,9880,9480,9480,288834,204197.0,21539812.0
2006-12-22,9400,9820,9400,9540,329366,205490.0,21539812.0
2006-12-26,9420,9500,9010,9010,445261,194074.0,21539812.0
2006-12-27,9100,9320,9040,9200,161123,198166.0,21539812.0
2006-12-28,9220,9550,9210,9400,249250,202474.0,21539812.0
2007-01-02,9500,9550,9300,9400,109093,202474.0,21539812.0
2007-01-03,9330,9430,9030,9180,294779,197735.0,21539812.0
2007-01-04,9130,9200,8840,9000,217711,193858.0,21539812.0
2007-01-05,8990,9050,8660,8760,239621,188689.0,21539812.0
2007-01-08,8600,8700,8250,8260,364304,177919.0,21539812.0
2007-01-09,8250,8430,8120,8120,263625,174903.0,21539812.0
2007-01-10,8090,8300,7820,8250,318647,177703.0,21539812.0
2007-01-11,8000,8390,8000,8160,228712,175765.0,21539812.0
2007-01-12,8300,8440,8200,8250,194142,177703.0,21539812.0
2007-01-15,8220,8370,8060,8100,179500,174472.0,21539812.0
2007-01-16,8100,8190,7890,7950,271348,171242.0,21539812.0
2007-01-17,8000,8010,7730,7800,271005,168011.0,21539812.0
2007-01-18,7700,7850,7670,7680,270008,165426.0,21539812.0
2007-01-19,7560,7600,7100,7250,465533,156164.0,21539812.0
2007-01-22,7280,7320,7000,7200,217917,155087.0,21539812.0
2007-01-23,7100,7480,7100,7310,421683,157456.0,21539812.0
2007-01-24,7310,7670,7290,7650,270845,164780.0,21539812.0
2007-01-25,7700,7710,7500,7540,203404,162410.0,21539812.0
2007-01-26,7470,7480,7310,7410,182306,159610.0,21539812.0
2007-01-29,7370,7690,7370,7460,241328,160687.0,21539812.0
2007-01-30,7400,7530,7380,7510,128855,161764.0,21539812.0
2007-01-31,7530,7590,7300,7300,244955,157241.0,21539812.0
2007-02-01,7330,7460,7200,7380,169389,158964.0,21539812.0
2007-02-02,7440,8260,7440,8100,951417,174472.0,21539812.0
2007-02-05,8150,8280,7910,8090,247017,174257.0,21539812.0
2007-02-06,8050,8210,7950,8080,182128,174042.0,21539812.0
2007-02-07,8130,8280,8070,8200,239132,176626.0,21539812.0
2007-02-08,8200,8280,7950,7950,189764,171242.0,21539812.0
2007-02-09,7950,8000,7800,7960,113901,171457.0,21539812.0
2007-02-12,7870,7990,7710,7900,203406,170165.0,21539812.0
2007-02-13,7850,7990,7850,7860,130069,169303.0,21539812.0
2007-02-14,7900,8080,7900,7910,183871,170380.0,21539812.0
2007-02-15,7950,8260,7950,8090,361486,174257.0,21539812.0
2007-02-16,8190,8190,7950,7980,172069,171888.0,21539812.0
2007-02-20,8090,8090,7970,8000,117239,172318.0,21539812.0
2007-02-21,8030,8050,7850,7900,146567,170165.0,21539812.0
2007-02-22,7930,8440,7840,8250,523325,177703.0,21539812.0
2007-02-23,8240,8300,8050,8050,164944,173395.0,21539812.0
2007-02-26,8050,8130,7900,7970,166920,171672.0,21539812.0
2007-02-27,7990,8230,7950,8100,214590,174472.0,21539812.0
2007-02-28,7600,8080,7500,8000,252907,172318.0,21539812.0
2007-03-02,7910,8060,7860,7980,132263,171888.0,21539812.0
2007-03-05,7960,7960,7820,7820,116792,168441.0,21539812.0
2007-03-06,7800,7980,7770,7940,105417,171026.0,21539812.0
2007-03-07,7950,8120,7930,8100,270529,174472.0,21539812.0
2007-03-08,8110,8150,8010,8080,134333,174042.0,21539812.0
2007-03-09,8150,8170,7990,8030,90446,172965.0,21539812.0
2007-03-12,8050,8090,7980,8040,122556,173180.0,21539812.0
2007-03-13,8040,8320,8000,8180,324624,176196.0,21539812.0
2007-03-14,8100,8610,8060,8590,528210,185027.0,21539812.0
2007-03-15,8780,8960,8710,8800,462270,189550.0,21539812.0
2007-03-16,8800,8860,8510,8740,241343,188258.0,21539812.0
2007-03-19,8900,9170,8810,8890,301431,191489.0,21539812.0
2007-03-20,8980,9020,8710,8800,263255,189550.0,21539812.0
2007-03-21,8710,8950,8620,8740,261228,188258.0,21539812.0
2007-03-22,8880,8900,8590,8600,253128,185242.0,21539812.0
2007-03-23,8690,9000,8670,8850,482931,190627.0,21539812.0
2007-03-26,8940,9490,8870,9260,648546,199459.0,21539812.0
2007-03-27,9400,9650,9150,9200,519365,198166.0,21539812.0
2007-03-28,9210,9500,9120,9480,332189,204197.0,21539812.0
2007-03-29,9450,9900,9350,9900,473847,213244.0,21539812.0
2007-03-30,10000,10150,9920,9950,508885,214321.0,21539812.0
2007-04-02,10000,10300,9760,10100,386540,217552.0,21539812.0
2007-04-03,10200,10250,9950,10200,244305,219706.0,21539812.0
2007-04-04,10200,10350,10050,10200,268103,219706.0,21539812.0
2007-04-05,10300,10300,9950,10050,270669,216475.0,21539812.0
2007-04-06,10150,10700,10050,10400,565763,224014.0,21539812.0
2007-04-09,10700,10750,10350,10500,261122,226168.0,21539812.0
2007-04-10,10500,11150,10300,10900,386261,234784.0,21539812.0
2007-04-11,10800,11350,10800,10950,335558,235861.0,21539812.0
2007-04-12,10950,11100,10550,10900,213680,234784.0,21539812.0
2007-04-13,10850,11000,10600,10800,283034,232630.0,21539812.0
2007-04-16,10700,10800,10250,10700,567397,230476.0,21539812.0
2007-04-17,10500,10750,10250,10400,288099,224014.0,21539812.0
2007-04-18,10300,10850,10300,10700,303274,230476.0,21539812.0
2007-04-19,10600,10750,10150,10150,256175,218629.0,21539812.0
2007-04-20,10150,10750,10100,10750,342937,231553.0,21539812.0
2007-04-23,10900,11000,10600,10700,171399,230476.0,21539812.0
2007-04-24,10900,11550,10550,11500,444471,247708.0,21539812.0
2007-04-25,11600,11750,11200,11500,307566,247708.0,21539812.0
2007-04-26,11500,11700,10850,11100,286555,239092.0,21539812.0
2007-04-27,11250,11250,10500,10700,280579,230476.0,21539812.0
2007-04-30,10400,10650,9910,10050,366454,216475.0,21539812.0
2007-05-02,10000,10300,9910,10200,191545,219706.0,21539812.0
2007-05-03,10200,10300,9940,9970,268311,214752.0,21539812.0
2007-05-04,9810,10500,9810,10050,306139,216475.0,21539812.0
2007-05-07,10100,10600,10100,10600,380680,228322.0,21539812.0
2007-05-08,10750,11200,10450,11200,645916,241246.0,21539812.0
2007-05-09,11250,11400,10950,11300,328222,243400.0,21539812.0
2007-05-10,11400,11550,11100,11400,409960,245554.0,21539812.0
2007-05-11,11400,11800,11200,11450,351882,246631.0,21539812.0
2007-05-14,11250,11450,10800,10850,249232,233707.0,21539812.0
2007-05-15,10900,11750,10900,11500,460586,247708.0,21539812.0
2007-05-16,11600,11900,11450,11800,379396,254170.0,21539812.0
2007-05-17,11950,12350,11600,12300,535410,264940.0,21539812.0
2007-05-18,12150,12250,11850,12050,280387,259555.0,21539812.0
2007-05-21,12050,12050,11450,11900,371007,256324.0,21539812.0
2007-05-22,12100,13400,12000,12800,887930,275710.0,21539812.0
2007-05-23,13150,13250,12850,13000,296619,280018.0,21539812.0
2007-05-25,12800,13750,12700,13500,290639,290787.0,21539812.0
2007-05-28,13850,14250,13800,14050,392969,302634.0,21539812.0
2007-05-29,14050,14050,13550,14000,262131,301557.0,21539812.0
2007-05-30,14100,14500,13800,13950,302043,300480.0,21539812.0
2007-05-31,14000,14400,13500,13550,415055,291864.0,21539812.0
2007-06-01,13500,13800,13000,13550,724941,291864.0,21539812.0
2007-06-04,13700,13700,12950,12950,304781,278941.0,21539812.0
2007-06-05,12900,13300,12550,13250,243326,285403.0,21539812.0
2007-06-07,13100,14050,12900,13850,355158,298326.0,21539812.0
2007-06-08,13750,13750,13300,13300,206597,286479.0,21539812.0
2007-06-11,13350,13700,13150,13150,177191,283249.0,21539812.0
2007-06-12,13250,14400,13150,13600,420314,292941.0,21539812.0
2007-06-13,13600,14150,13400,13900,300037,299403.0,21539812.0
2007-06-14,14300,14800,14150,14800,463324,318789.0,21539812.0
2007-06-15,14900,14950,14350,14800,219256,318789.0,21539812.0
2007-06-18,14850,15500,14600,15450,300284,332790.0,21539812.0
2007-06-19,15450,16300,15300,15850,286542,341406.0,21539812.0
2007-06-20,16200,16200,14700,15100,280258,325251.0,21539812.0
2007-06-21,14700,15400,14700,15400,150181,331713.0,21539812.0
2007-06-22,15700,15700,15050,15150,159950,326328.0,21539812.0
2007-06-25,14800,15250,14650,14650,107534,315558.0,21539812.0
2007-06-26,14700,15400,13800,13950,204426,300480.0,21539812.0
2007-06-27,14400,15000,14000,14900,224769,320943.0,21539812.0
2007-06-28,15000,15250,14450,15250,189313,328482.0,21539812.0
2007-06-29,15050,15300,14800,15200,172471,327405.0,21539812.0
2007-07-02,15550,16150,15200,15300,160719,329559.0,21539812.0
2007-07-03,15550,15550,15000,15350,105065,330636.0,21539812.0
2007-07-04,15650,15700,14900,15350,240175,330636.0,21539812.0
2007-07-05,15200,15350,14700,14700,258584,316635.0,21539812.0
2007-07-06,14750,15500,14250,15000,248191,323097.0,21539812.0
