포스링크(056730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-01-04,89675,89675,89675,89679,565363,14700.0,7000000.0
2002-01-07,100371,100371,99928,100362,387795,16450.0,7000000.0
2002-01-08,112306,112306,103348,105910,2313915,17360.0,7000000.0
2002-01-09,102925,106336,93524,99926,735114,16380.0,7000000.0
2002-01-10,99941,102081,92693,94810,484215,15540.0,7000000.0
2002-01-11,92257,100369,90967,91819,420591,15050.0,7000000.0
2002-01-14,90967,96951,90967,91819,444875,15050.0,7000000.0
2002-01-15,94399,100382,92688,96097,624092,15750.0,7000000.0
2002-01-16,96102,101639,93949,95228,583394,15610.0,7000000.0
2002-01-17,96951,98229,91810,91819,356247,15050.0,7000000.0
2002-01-18,91825,91825,83714,85415,415091,14000.0,7000000.0
2002-01-21,81563,86685,81563,84983,282974,13930.0,7000000.0
2002-01-22,84586,88430,84154,88406,324645,14490.0,7000000.0
2002-01-23,92684,98670,89683,93103,860256,15260.0,7000000.0
2002-01-24,93514,99069,88407,99074,987329,16240.0,7000000.0
2002-01-25,98243,108919,93964,93958,2658366,15400.0,7000000.0
2002-01-28,96107,98245,93120,96097,568290,15750.0,7000000.0
2002-01-29,106762,107609,101636,107617,1319171,17640.0,7000000.0
2002-01-30,102512,106341,94815,96516,826186,15820.0,7000000.0
2002-01-31,99516,104653,97376,99506,706579,16310.0,7000000.0
2002-02-01,102940,105508,96107,96097,464084,15750.0,7000000.0
2002-02-04,92694,98252,85429,88406,414714,14490.0,7000000.0
2002-02-05,88420,89684,84144,89261,273886,14630.0,7000000.0
2002-02-06,89685,90982,86703,87554,213993,14350.0,7000000.0
2002-02-07,86282,87989,82866,82857,175826,13580.0,7000000.0
2002-02-08,82852,87113,82852,84983,137814,13930.0,7000000.0
2002-02-14,84992,87563,84992,87554,165163,14350.0,7000000.0
2002-02-15,85858,86286,83290,83709,190399,13720.0,7000000.0
2002-02-18,83291,85431,81584,82425,172353,13510.0,7000000.0
2002-02-19,82440,83286,78592,79011,240270,12950.0,7000000.0
2002-02-20,76867,79006,75588,78579,198121,12880.0,7000000.0
2002-02-21,79429,80290,76026,77295,197198,12670.0,7000000.0
2002-02-22,76459,78170,75184,76021,164941,12460.0,7000000.0
2002-02-25,76453,81146,76453,79011,133314,12950.0,7000000.0
2002-02-26,78579,80290,76447,77295,199615,12670.0,7000000.0
2002-02-27,76867,79867,76867,78579,166087,12880.0,7000000.0
2002-02-28,80290,80290,76876,77295,141386,12670.0,7000000.0
2002-03-04,78169,80737,78169,79867,172000,13090.0,7000000.0
2002-03-05,80732,82015,79025,81573,232730,13370.0,7000000.0
2002-03-06,83293,89694,83293,86270,368421,14140.0,7000000.0
2002-03-07,89681,89681,83723,84131,295706,13790.0,7000000.0
2002-03-08,84130,87113,82852,87121,281631,14280.0,7000000.0
2002-03-11,89253,91378,85838,87121,410510,14280.0,7000000.0
2002-03-12,89266,92268,87559,89261,389236,14630.0,7000000.0
2002-03-13,90982,90982,85852,87554,280514,14350.0,7000000.0
2002-03-14,87141,88847,85429,88406,186131,14490.0,7000000.0
2002-03-15,87546,88824,85838,87121,256788,14280.0,7000000.0
2002-03-18,87997,90136,86707,90112,330521,14770.0,7000000.0
2002-03-19,90124,100818,89695,100794,795846,16520.0,7000000.0
2002-03-20,102073,112767,98229,112747,681365,18480.0,7000000.0
2002-03-21,123857,125997,119596,125983,1076431,20650.0,7000000.0
2002-03-22,140925,140925,140925,140930,168406,23100.0,7000000.0
2002-03-25,141381,141381,124286,124280,1280162,20370.0,7000000.0
2002-03-26,117024,134952,109763,124280,4471239,20370.0,7000000.0
2002-03-27,125994,131978,115311,115305,1179623,18900.0,7000000.0
2002-03-28,113179,118747,101655,101646,1015185,16660.0,7000000.0
2002-03-29,101642,108903,99505,103772,1032415,17010.0,7000000.0
2002-04-01,104640,108902,91378,91386,921089,14980.0,7000000.0
2002-04-02,95242,95242,87991,93103,729727,15260.0,7000000.0
2002-04-03,93122,102080,90983,96948,959947,15890.0,7000000.0
2002-04-04,94376,99501,93100,99074,547358,16240.0,7000000.0
2002-04-08,101229,101229,93535,93958,458166,15400.0,7000000.0
2002-04-09,94387,96960,91819,92670,413978,15190.0,7000000.0
2002-04-10,91834,92278,84154,86270,378019,14140.0,7000000.0
2002-04-11,88420,90977,86280,89261,294466,14630.0,7000000.0
2002-04-12,84976,89670,84976,88828,227372,14560.0,7000000.0
2002-04-15,87567,99094,87567,98655,770164,16170.0,7000000.0
2002-04-16,96103,101643,93953,98222,296937,16100.0,7000000.0
2002-04-17,101643,101643,93107,93525,277063,15330.0,7000000.0
2002-04-18,91381,95232,91381,93525,209653,15330.0,7000000.0
2002-04-19,95232,97367,91813,93525,190023,15330.0,7000000.0
2002-04-22,92254,95658,82421,84983,246185,13930.0,7000000.0
2002-04-23,80740,86713,80740,84563,131025,13860.0,7000000.0
2002-04-24,82430,86691,80719,81992,139702,13440.0,7000000.0
2002-04-25,79426,81994,72593,72598,148093,11900.0,7000000.0
2002-04-26,71331,81136,71331,81137,131313,13300.0,7000000.0
2002-04-29,75170,81573,73890,80285,107554,13160.0,7000000.0
2002-04-30,79429,84138,77290,77295,65684,12670.0,7000000.0
2002-05-02,82858,82858,79014,79433,45928,13020.0,7000000.0
2002-05-03,77299,81146,77299,79011,43540,12950.0,7000000.0
2002-05-06,79021,81146,78160,79011,100099,12950.0,7000000.0
2002-05-07,77728,82849,76438,78579,145620,12880.0,7000000.0
2002-05-08,79428,82425,78578,81137,201614,13300.0,7000000.0
2002-05-09,84149,89686,81146,85415,211626,14000.0,7000000.0
2002-05-10,82443,86707,81150,83709,97350,13720.0,7000000.0
2002-05-13,81141,82863,79434,80285,127647,13160.0,7000000.0
2002-05-14,80738,82449,77755,82425,119735,13510.0,7000000.0
2002-05-15,79871,86272,79871,83276,163012,13650.0,7000000.0
2002-05-16,83290,84998,81150,81573,52122,13370.0,7000000.0
2002-05-17,81564,82854,80286,81137,151928,13300.0,7000000.0
2002-05-20,81574,82006,79438,80717,97933,13230.0,7000000.0
2002-05-21,79886,82868,76885,76875,127280,12600.0,7000000.0
2002-05-22,75178,78593,75178,76875,109628,12600.0,7000000.0
2002-05-23,77309,79027,74752,76021,154177,12460.0,7000000.0
2002-05-24,76464,76892,73477,74314,88293,12180.0,7000000.0
2002-05-27,73463,74742,71337,71742,124951,11760.0,7000000.0
2002-05-28,73028,78579,72596,77295,331341,12670.0,7000000.0
2002-05-29,77313,77313,70491,72178,208659,11830.0,7000000.0
2002-05-30,70487,72195,67054,69184,147778,11340.0,7000000.0
2002-05-31,69185,71339,67493,68332,109883,11200.0,7000000.0
2002-06-03,66626,70044,64905,64910,217794,10640.0,7000000.0
2002-06-04,62774,64478,61496,64054,239532,10500.0,7000000.0
2002-06-05,66198,67906,65351,65342,143470,10710.0,7000000.0
2002-06-07,65344,65344,60207,60212,181661,9870.0,7000000.0
2002-06-10,60636,62347,58943,60212,97586,9870.0,7000000.0
2002-06-11,60213,61084,56809,56799,136653,9310.0,7000000.0
2002-06-12,58082,60207,56804,60212,107101,9870.0,7000000.0
2002-06-14,58951,60655,57669,58938,66449,9660.0,7000000.0
2002-06-17,60226,65795,60226,65774,375554,10780.0,7000000.0
2002-06-18,68766,68766,64505,67481,232727,11060.0,7000000.0
2002-06-19,68358,68772,59814,59790,120953,9800.0,7000000.0
2002-06-20,55529,61516,55115,60645,194500,9940.0,7000000.0
2002-06-21,59814,61953,57675,59790,140564,9800.0,7000000.0
2002-06-24,55517,57242,52964,52953,236661,8680.0,7000000.0
2002-06-25,52968,55108,49121,49111,196139,8050.0,7000000.0
2002-06-26,47829,49122,43564,45266,167202,7420.0,7000000.0
2002-06-27,44860,49968,44424,46972,72263,7700.0,7000000.0
2002-06-28,46975,52526,46975,51669,177018,8470.0,7000000.0
2002-07-02,51678,57661,49553,55515,319339,9100.0,7000000.0
2002-07-03,52543,55958,51265,54241,189543,8890.0,7000000.0
2002-07-04,54656,55953,52964,52953,100334,8680.0,7000000.0
2002-07-05,52543,55958,52115,54241,133184,8890.0,7000000.0
2002-07-08,55121,57260,52120,53390,147520,8750.0,7000000.0
2002-07-09,52530,55516,52102,54660,126073,8960.0,7000000.0
2002-07-10,53390,59363,52962,56367,148890,9240.0,7000000.0
2002-07-11,55525,57665,52971,55948,191845,9170.0,7000000.0
2002-07-12,57649,62347,57235,62348,556139,10220.0,7000000.0
2002-07-15,61516,62362,57668,60645,428890,9940.0,7000000.0
2002-07-16,61091,67910,60215,67900,632256,11130.0,7000000.0
2002-07-18,76045,76045,70490,76021,737634,12460.0,7000000.0
2002-07-19,76871,78575,68745,74736,487076,12250.0,7000000.0
2002-07-22,67924,67924,65795,65774,207425,10780.0,7000000.0
2002-07-23,58082,64900,58082,62348,670480,10220.0,7000000.0
2002-07-24,58960,62364,55117,55093,314505,9030.0,7000000.0
2002-07-25,56805,59358,53804,53809,448997,8820.0,7000000.0
2002-07-26,53410,54260,49131,51251,207689,8400.0,7000000.0
2002-07-29,52125,52986,49568,49544,192249,8120.0,7000000.0
2002-07-30,51262,53819,50833,52102,153895,8540.0,7000000.0
2002-07-31,51256,55521,51256,55515,259415,9100.0,7000000.0
2002-08-01,58082,59358,52096,53809,323636,8820.0,7000000.0
2002-08-02,53405,53405,49976,52535,114433,8610.0,7000000.0
2002-08-05,52526,52955,49540,49963,96443,8190.0,7000000.0
2002-08-06,48260,51257,47413,49111,156000,8050.0,7000000.0
2002-08-07,50414,52982,49981,51251,145507,8400.0,7000000.0
2002-08-08,52549,52982,50842,51251,60922,8400.0,7000000.0
2002-08-09,51687,57256,51687,57232,409201,9380.0,7000000.0
2002-08-12,56804,60207,55514,60212,590779,9870.0,7000000.0
2002-08-13,59380,63224,57669,58938,227985,9660.0,7000000.0
2002-08-14,58948,59791,56362,56367,142706,9240.0,7000000.0
2002-08-16,57261,57261,50842,51251,464335,8400.0,7000000.0
2002-08-19,52969,52969,49972,52102,184459,8540.0,7000000.0
2002-08-20,53401,55526,52112,52102,476109,8540.0,7000000.0
2002-08-21,51680,53401,51262,52102,156683,8540.0,7000000.0
2002-08-22,53410,56828,52549,53390,321922,8750.0,7000000.0
2002-08-23,54260,55964,52982,53390,108629,8750.0,7000000.0
2002-08-26,52112,53823,51683,52535,83499,8610.0,7000000.0
2002-08-27,52535,54242,52535,52953,121984,8680.0,7000000.0
2002-08-28,53825,58951,53825,58938,395767,9660.0,7000000.0
2002-08-29,58953,60215,55107,57651,487888,9450.0,7000000.0
2002-08-30,58953,63228,56814,59790,564035,9800.0,7000000.0
2002-09-02,58954,60650,53817,55515,269201,9100.0,7000000.0
2002-09-03,53401,55526,52112,52102,216313,8540.0,7000000.0
2002-09-04,51271,52982,51271,51251,134815,8400.0,7000000.0
2002-09-05,51692,56385,51692,53390,259775,8750.0,7000000.0
2002-09-06,51664,52958,50818,51669,104104,8470.0,7000000.0
2002-09-09,53398,53398,46564,46972,201661,7700.0,7000000.0
2002-09-10,46972,49959,46972,47824,115546,7840.0,7000000.0
2002-09-11,48252,49116,47822,48257,93551,7910.0,7000000.0
2002-09-12,47423,49131,47423,48693,99453,7980.0,7000000.0
2002-09-13,48698,49563,47838,48693,53586,7980.0,7000000.0
2002-09-16,48270,50409,48270,48693,104653,7980.0,7000000.0
2002-09-17,49568,50414,49136,49544,57021,8120.0,7000000.0
2002-09-18,50405,52973,50405,50395,224332,8260.0,7000000.0
2002-09-19,50842,52549,50414,51251,146613,8400.0,7000000.0
2002-09-23,52536,53397,48260,49111,174534,8050.0,7000000.0
2002-09-24,47404,48694,46972,47824,136946,7840.0,7000000.0
2002-09-25,46985,48261,43995,46972,198571,7700.0,7000000.0
2002-09-26,47415,47833,44862,45699,105158,7490.0,7000000.0
2002-09-27,46135,46135,41870,44847,98875,7350.0,7000000.0
2002-09-30,42722,43565,39721,43127,151977,7070.0,7000000.0
2002-10-01,40577,44424,40577,44414,67241,7280.0,7000000.0
2002-10-02,45716,46559,42730,46553,70313,7630.0,7000000.0
2002-10-04,44419,47819,43986,47824,39115,7840.0,7000000.0
2002-10-07,46985,47828,45703,46972,22281,7700.0,7000000.0
2002-10-08,46977,47823,43559,46121,58835,7560.0,7000000.0
2002-10-09,46554,46987,44419,45699,24559,7490.0,7000000.0
2002-10-10,43140,44862,42283,43995,45020,7210.0,7000000.0
2002-10-11,44419,44419,42726,43995,28672,7210.0,7000000.0
2002-10-14,43136,44426,43136,43127,37936,7070.0,7000000.0
2002-10-15,43578,44871,41870,44847,103383,7350.0,7000000.0
2002-10-16,46127,46127,43572,43995,69639,7210.0,7000000.0
2002-10-17,44419,44419,43126,43559,59397,7140.0,7000000.0
2002-10-18,44001,45279,42726,43995,135360,7210.0,7000000.0
2002-10-21,43986,45261,43554,43559,83811,7140.0,7000000.0
2002-10-22,44001,44862,43572,43995,77560,7210.0,7000000.0
2002-10-23,43149,45289,43149,44847,77102,7350.0,7000000.0
2002-10-24,44847,44847,43554,43559,49328,7140.0,7000000.0
2002-10-25,42708,43554,41850,43559,145085,7140.0,7000000.0
2002-10-28,44001,45279,43140,43995,100407,7210.0,7000000.0
2002-10-29,43578,44425,42735,42707,121605,7000.0,7000000.0
2002-10-30,42276,43565,41425,43127,88943,7070.0,7000000.0
2002-10-31,42717,43131,41856,42275,37570,6930.0,7000000.0
2002-11-01,41424,42717,41006,42275,86806,6930.0,7000000.0
2002-11-04,41419,42712,38866,39717,121362,6510.0,7000000.0
2002-11-05,40568,44419,38432,41423,442320,6790.0,7000000.0
2002-11-06,42271,42271,40146,40568,65861,6650.0,7000000.0
2002-11-07,41440,41440,38886,38862,92776,6370.0,7000000.0
2002-11-08,37578,38439,37578,38430,24301,6300.0,7000000.0
2002-11-11,37578,38439,36728,38430,24032,6300.0,7000000.0
2002-11-12,36732,37583,36732,36726,20013,6020.0,7000000.0
2002-11-13,37179,38029,36751,37159,59097,6090.0,7000000.0
2002-11-14,37156,37574,35867,35872,54314,5880.0,7000000.0
2002-11-15,37179,38886,34607,38862,164720,6370.0,7000000.0
2002-11-18,40587,40587,35466,35452,117873,5810.0,7000000.0
2002-11-19,35020,36310,34588,35872,14264,5880.0,7000000.0
2002-11-20,35026,35872,34179,34588,44884,5670.0,7000000.0
2002-11-21,34592,36732,33732,36726,52885,6020.0,7000000.0
2002-11-22,35871,38011,35025,36726,83601,6020.0,7000000.0
2002-11-25,37156,38435,35449,35872,150738,5880.0,7000000.0
2002-11-26,36310,36310,34588,35872,23916,5880.0,7000000.0
2002-11-27,35449,35867,34588,35872,17296,5880.0,7000000.0
2002-11-28,35026,36735,35026,35020,70420,5740.0,7000000.0
2002-11-29,34593,35872,34179,34588,34257,5670.0,7000000.0
2002-12-02,35458,35458,34593,34588,31838,5670.0,7000000.0
2002-12-03,35034,38024,35034,38010,140149,6230.0,7000000.0
2002-12-04,37574,37574,35867,35872,97923,5880.0,7000000.0
2002-12-05,36309,37573,35866,37578,109705,6160.0,7000000.0
2002-12-06,38457,41871,37175,41001,365536,6720.0,7000000.0
2002-12-09,40568,43554,40140,41423,206299,6790.0,7000000.0
2002-12-10,41429,41429,38444,39298,191427,6440.0,7000000.0
2002-12-11,39718,40578,37578,38430,172715,6300.0,7000000.0
2002-12-12,37174,38453,36328,36304,125100,5950.0,7000000.0
2002-12-13,36322,37179,36322,37159,79472,6090.0,7000000.0
2002-12-16,36727,37156,35867,35872,50673,5880.0,7000000.0
2002-12-17,36741,37169,34168,35452,410706,5810.0,7000000.0
2002-12-18,36307,39304,36307,39298,924281,6440.0,7000000.0
2002-12-20,40158,44001,39726,43995,1425082,7210.0,7000000.0
2002-12-23,46137,46137,38886,38862,573020,6370.0,7000000.0
2002-12-24,36733,38872,34593,34588,705557,5670.0,7000000.0
2002-12-26,33327,37588,30768,33313,875359,5460.0,7000000.0
2002-12-27,34185,34185,29477,29468,352884,4830.0,7000000.0
2002-12-30,28199,29477,26491,29468,283772,4830.0,7000000.0
2003-01-02,30333,32893,29904,32880,231495,5390.0,7000000.0
2003-01-03,34592,36732,33732,36726,229463,6020.0,7000000.0
2003-01-06,36310,36727,33727,35872,253475,5880.0,7000000.0
2003-01-07,37593,37593,34175,34164,191459,5600.0,7000000.0
2003-01-08,35466,35466,34601,35452,89853,5810.0,7000000.0
2003-01-09,34596,39304,34167,39298,430523,6440.0,7000000.0
2003-01-10,40593,40593,35035,36304,319847,5950.0,7000000.0
2003-01-13,36313,40578,36313,40568,250317,6650.0,7000000.0
2003-01-14,45275,45275,45275,45266,247051,7420.0,7000000.0
2003-01-15,50405,50405,50405,50395,102975,8260.0,7000000.0
2003-01-16,56362,56362,56362,56367,131102,9240.0,7000000.0
2003-01-17,60222,62790,59375,62784,2873942,10290.0,7000000.0
2003-01-20,64489,64910,55516,61496,2843000,10080.0,7000000.0
2003-01-21,64056,68749,54654,58506,6117412,9590.0,7000000.0
2003-01-22,56376,58516,52543,54241,1322913,8890.0,7000000.0
2003-01-23,56358,58944,53804,53809,1951217,8820.0,7000000.0
2003-01-24,52955,54652,47404,47824,1538347,7840.0,7000000.0
2003-01-27,47822,52098,46976,48257,1533918,7910.0,7000000.0
2003-01-28,49112,53805,48694,49963,3089761,8190.0,7000000.0
2003-01-29,52113,52559,44001,43995,1256887,7210.0,7000000.0
2003-01-30,45279,46127,41433,43995,627429,7210.0,7000000.0
2003-02-03,45274,49121,44860,49111,1587024,8050.0,7000000.0
2003-02-04,49963,53814,47409,50817,2068990,8330.0,7000000.0
2003-02-05,51679,52536,47828,49111,744650,8050.0,7000000.0
2003-02-06,48692,54650,48692,53809,2066562,8820.0,7000000.0
2003-02-07,51256,56810,49120,50817,2766367,8330.0,7000000.0
2003-02-10,50397,51258,44857,45266,910635,7420.0,7000000.0
2003-02-11,45694,46973,42265,43559,1074994,7140.0,7000000.0
2003-02-12,46130,48698,45716,48693,2983335,7980.0,7000000.0
2003-02-13,47833,48262,44862,45699,1110400,7490.0,7000000.0
2003-02-14,46977,47823,44852,46121,561909,7560.0,7000000.0
2003-02-17,47404,50815,47404,49963,1401852,8190.0,7000000.0
2003-02-18,49963,52535,48698,50817,811787,8330.0,7000000.0
2003-02-19,53805,53805,48247,49963,810126,8190.0,7000000.0
2003-02-20,47819,49959,47404,47824,387191,7840.0,7000000.0
2003-02-21,46972,49541,46972,47824,314484,7840.0,7000000.0
2003-02-24,47414,48704,46564,46972,333286,7700.0,7000000.0
2003-02-25,45698,47405,43559,46121,315351,7560.0,7000000.0
2003-02-26,46559,49545,46559,48257,675182,7910.0,7000000.0
2003-02-27,47836,53405,47419,52535,1235707,8610.0,7000000.0
2003-02-28,52526,52526,47819,47824,431655,7840.0,7000000.0
2003-03-03,47838,48713,45284,46553,307997,7630.0,7000000.0
2003-03-04,45718,46136,41024,42707,394441,7000.0,7000000.0
2003-03-05,41003,42267,37573,37578,304446,6160.0,7000000.0
2003-03-06,36318,38011,36318,36726,153097,6020.0,7000000.0
2003-03-07,32482,35468,32482,32462,454738,5320.0,7000000.0
2003-03-10,29904,31630,28640,28616,214078,4690.0,7000000.0
2003-03-11,27775,30346,26053,30322,249264,4970.0,7000000.0
2003-03-12,28629,33737,27765,32880,347184,5390.0,7000000.0
2003-03-13,32904,32904,29486,30755,144833,5040.0,7000000.0
2003-03-14,32043,33323,32043,32880,193451,5390.0,7000000.0
2003-03-17,32027,32027,29031,29035,151914,4760.0,7000000.0
2003-03-18,31188,31188,28631,29468,78696,4830.0,7000000.0
2003-03-19,29030,31598,29030,31174,112686,5110.0,7000000.0
2003-03-20,31187,33741,30768,33313,223785,5460.0,7000000.0
2003-03-21,33327,35030,31616,33313,192018,5460.0,7000000.0
2003-03-24,35030,35030,33327,33313,112432,5460.0,7000000.0
2003-03-25,30338,32477,30338,31606,74325,5180.0,7000000.0
2003-03-26,32033,34184,32033,33313,159664,5460.0,7000000.0
2003-03-27,32477,33327,31616,33313,34192,5460.0,7000000.0
2003-03-28,32481,34603,32481,34164,83631,5600.0,7000000.0
2003-03-31,32904,34197,30779,30755,38766,5040.0,7000000.0
2003-04-01,29477,31617,29477,31606,37639,5180.0,7000000.0
2003-04-02,31617,33324,31188,31606,67450,5180.0,7000000.0
2003-04-03,33323,33737,31611,32880,72995,5390.0,7000000.0
2003-04-04,33314,33314,31607,32029,33742,5250.0,7000000.0
2003-04-07,31616,34601,31616,33313,142264,5460.0,7000000.0
2003-04-08,33313,34170,32881,33732,96378,5530.0,7000000.0
2003-04-09,33732,34175,32035,32029,107601,5250.0,7000000.0
2003-04-10,32463,35867,32463,35872,389753,5880.0,7000000.0
2003-04-11,38025,40161,36746,38862,404470,6370.0,7000000.0
2003-04-14,38868,39718,37160,38430,236194,6300.0,7000000.0
2003-04-15,39713,39713,37573,37578,116919,6160.0,7000000.0
2003-04-16,38453,39728,37592,38010,168993,6230.0,7000000.0
2003-04-17,37577,41425,37160,40568,338192,6650.0,7000000.0
2003-04-18,40582,45276,40582,43127,349139,7070.0,7000000.0
2003-04-21,45266,48252,45266,48257,88996,7910.0,7000000.0
2003-04-22,53804,53804,53804,53809,13563,8820.0,7000000.0
2003-04-23,60215,60215,48698,50817,1157555,8330.0,7000000.0
2003-04-24,51256,52535,46559,50817,548068,8330.0,7000000.0
2003-04-25,54237,56809,51669,56799,2370912,9310.0,7000000.0
2003-04-28,57252,57252,50405,50395,1115062,8260.0,7000000.0
2003-04-29,49548,51674,46980,50817,1159720,8330.0,7000000.0
2003-04-30,50842,51692,47842,51251,591356,8400.0,7000000.0
2003-05-02,51250,55093,49543,53809,1199435,8820.0,7000000.0
2003-05-06,54669,55527,52112,52535,583608,8610.0,7000000.0
2003-05-07,52969,55108,46985,46972,601303,7700.0,7000000.0
2003-05-09,46564,49968,46564,46972,669229,7700.0,7000000.0
2003-05-12,46995,49563,46995,48693,698554,7980.0,7000000.0
2003-05-13,49986,52126,47432,47405,783075,7770.0,7000000.0
2003-05-14,47415,47833,43996,45699,707520,7490.0,7000000.0
2003-05-15,46135,46135,44010,44847,346898,7350.0,7000000.0
2003-05-16,44847,45694,42708,43559,272878,7140.0,7000000.0
2003-05-19,42285,43578,40162,40149,234063,6580.0,7000000.0
2003-05-20,37179,39732,37179,38862,678482,6370.0,7000000.0
2003-05-21,38876,40154,38876,39298,306908,6440.0,7000000.0
2003-05-22,38879,42284,38019,41856,599500,6860.0,7000000.0
2003-05-23,42717,44424,41856,42275,557756,6930.0,7000000.0
2003-05-26,42722,44426,42276,43127,450136,7070.0,7000000.0
2003-05-27,43554,43986,40568,41423,233042,6790.0,7000000.0
2003-05-28,42269,46116,42269,46121,702346,7560.0,7000000.0
2003-05-29,45288,51271,43148,51251,1055722,8400.0,7000000.0
2003-05-30,51692,55121,48703,51251,887524,8400.0,7000000.0
2003-06-02,52526,52526,49112,49963,433607,8190.0,7000000.0
2003-06-03,51271,55121,49981,51251,837334,8400.0,7000000.0
2003-06-04,53387,53387,50818,51669,462723,8470.0,7000000.0
2003-06-05,52549,52549,46130,46553,392049,7630.0,7000000.0
2003-06-09,51680,52112,51680,52102,154061,8540.0,7000000.0
2003-06-10,57246,58092,54664,58087,2041913,9520.0,7000000.0
2003-06-11,59800,59800,53396,57651,1312799,9450.0,7000000.0
2003-06-12,57664,64497,57664,64488,1519371,10570.0,7000000.0
2003-06-13,63222,67051,60653,64488,845812,10570.0,7000000.0
2003-06-16,64496,72187,62789,66626,954976,10920.0,7000000.0
2003-06-17,67905,69194,66194,67046,533660,10990.0,7000000.0
2003-06-18,67042,68339,59366,61496,714740,10080.0,7000000.0
2003-06-19,60212,62348,55947,58506,421002,9590.0,7000000.0
2003-06-20,56379,61948,56379,61078,402285,10010.0,7000000.0
2003-06-23,60216,68343,60216,68332,1257420,11200.0,7000000.0
2003-06-24,67501,71334,64501,69184,605502,11340.0,7000000.0
2003-06-25,67482,76019,64896,66194,1349436,10850.0,7000000.0
2003-06-26,66216,73478,64505,72178,628506,11830.0,7000000.0
2003-06-27,71757,74746,68760,70472,660458,11550.0,7000000.0
2003-06-30,70487,73901,70487,71323,314877,11690.0,7000000.0
2003-07-01,71328,72607,67913,70472,342684,11550.0,7000000.0
2003-07-02,70491,71766,66641,67481,310368,11060.0,7000000.0
2003-07-03,67483,70886,67040,68752,313747,11270.0,7000000.0
2003-07-04,68345,70481,67913,70472,226103,11550.0,7000000.0
2003-07-07,73452,78574,72177,78579,999634,12880.0,7000000.0
2003-07-08,80295,87128,80295,80285,1143609,13160.0,7000000.0
2003-07-09,83287,83287,74750,75169,717638,12320.0,7000000.0
2003-07-10,74732,77285,74732,74736,380657,12250.0,7000000.0
2003-07-11,72620,77757,72620,74314,298501,12180.0,7000000.0
2003-07-14,73039,75608,72607,73030,362864,11970.0,7000000.0
2003-07-15,73909,81156,73909,74314,571511,12180.0,7000000.0
2003-07-16,74745,77299,73899,76875,204841,12600.0,7000000.0
2003-07-18,74734,76873,68747,68752,277395,11270.0,7000000.0
2003-07-21,67924,71353,64924,65774,180400,10780.0,7000000.0
2003-07-22,64896,68325,62342,66194,134821,10850.0,7000000.0
2003-07-23,65782,74103,65782,74093,181599,12145.0,7000000.0
2003-07-24,75161,81995,70886,70891,338562,11620.0,7000000.0
2003-07-25,70048,73892,69198,71742,96434,11760.0,7000000.0
2003-07-28,72607,76883,71757,73030,179499,11970.0,7000000.0
2003-07-29,71112,72834,66847,66838,263733,10955.0,7000000.0
2003-07-30,68334,69194,67044,67046,116458,10990.0,7000000.0
2003-07-31,65771,70465,64049,64054,205455,10500.0,7000000.0
2003-08-01,64071,67500,62792,65130,107648,10675.0,7000000.0
2003-08-04,65134,65549,62774,64054,86051,10500.0,7000000.0
2003-08-05,63423,66618,63423,64054,109472,10500.0,7000000.0
2003-08-06,62786,66201,62786,63846,63463,10465.0,7000000.0
2003-08-07,64896,66189,63632,66194,79373,10850.0,7000000.0
2003-08-08,65569,70488,64499,66838,120601,10955.0,7000000.0
2003-08-11,67273,70050,66841,68332,108645,11200.0,7000000.0
2003-08-12,70483,70483,64497,64488,85164,10570.0,7000000.0
2003-08-13,63229,67923,62577,65982,370498,10815.0,7000000.0
2003-08-14,67041,67899,65776,66405,126071,10885.0,7000000.0
2003-08-18,66422,66422,63227,63636,194383,10430.0,7000000.0
2003-08-19,64055,65780,64055,64910,133267,10640.0,7000000.0
2003-08-20,64700,65785,62783,63203,100684,10360.0,7000000.0
2003-08-21,60654,64916,60654,62784,134816,10290.0,7000000.0
2003-08-22,61941,64494,60439,61708,135629,10115.0,7000000.0
2003-08-25,60658,61104,58522,59582,124224,9765.0,7000000.0
2003-08-26,58725,59601,54670,57232,114439,9380.0,7000000.0
2003-08-27,55962,62795,54255,58938,308646,9660.0,7000000.0
2003-08-28,58087,64059,57021,63203,176336,10360.0,7000000.0
2003-08-29,63006,67908,61504,65550,266078,10745.0,7000000.0
2003-09-01,72823,73244,65561,68332,638935,11200.0,7000000.0
2003-09-02,67697,68338,62142,65342,277603,10710.0,7000000.0
2003-09-03,65367,67924,64077,65774,262679,10780.0,7000000.0
2003-09-04,64052,65136,59997,60001,251239,9835.0,7000000.0
2003-09-05,61098,62795,58951,58938,94308,9660.0,7000000.0
2003-09-08,57447,61084,54655,54660,120486,8960.0,7000000.0
2003-09-09,51482,59814,51482,59790,123477,9800.0,7000000.0
2003-09-15,57247,59372,55521,55515,70094,9100.0,7000000.0
2003-09-16,55120,61312,55120,59790,150755,9800.0,7000000.0
2003-09-17,59592,61511,57246,58087,113749,9520.0,7000000.0
2003-09-18,57657,58713,55950,57011,48723,9345.0,7000000.0
2003-09-19,56582,58293,54655,54660,81899,8960.0,7000000.0
2003-09-22,54682,54682,49124,50188,71116,8225.0,7000000.0
2003-09-23,49124,51058,49124,50188,69016,8225.0,7000000.0
