이매진아시아(036260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-12-10,22977,23395,20887,23379,151852,14000.0,2500000.0
1999-12-13,26168,26168,26168,26168,12870,15675.0,2500000.0
1999-12-14,29318,29318,29318,29303,588,17550.0,2500000.0
1999-12-15,32805,32805,32805,32802,2441,19650.0,2500000.0
1999-12-16,36741,36741,33827,36737,181482,22000.0,2500000.0
1999-12-17,36739,36739,32357,32345,480144,19375.0,2500000.0
1999-12-20,28474,30468,28474,28471,77944,17050.0,2500000.0
1999-12-21,25465,28378,25083,28339,271152,16975.0,2500000.0
1999-12-22,25542,31728,24957,31717,431618,19000.0,2500000.0
1999-12-23,31303,35435,28008,28004,382892,16775.0,2500000.0
1999-12-24,28336,29637,25454,27254,54578,16325.0,2500000.0
1999-12-27,27140,27140,24011,24211,322256,14500.0,2500000.0
1999-12-28,21334,24080,21334,21330,86234,12775.0,2500000.0
2000-01-04,18816,22029,18816,18805,42794,10825.0,2500000.0
2000-01-05,17821,20209,16603,17415,105474,10025.0,2500000.0
2000-01-06,19117,19117,15327,15336,119796,8825.0,2500000.0
2000-01-07,13508,17162,13508,17111,244052,9850.0,2500000.0
2000-01-10,17814,18638,15462,17811,176048,10250.0,2500000.0
2000-01-11,17888,19930,16121,19931,116882,11475.0,2500000.0
2000-01-12,19963,19963,17671,19363,52422,11150.0,2500000.0
2000-01-13,19412,19412,17847,19241,53714,11075.0,2500000.0
2000-01-14,19238,19763,17590,18582,51734,10700.0,2500000.0
2000-01-17,18602,18602,17038,17811,21444,10250.0,2500000.0
2000-01-18,17819,17819,15861,17111,53176,9850.0,2500000.0
2000-01-19,17211,17820,15344,16208,38364,9325.0,2500000.0
2000-01-20,16089,16089,14310,14991,23518,8625.0,2500000.0
2000-01-21,15081,16267,14998,16208,31512,9325.0,2500000.0
2000-01-24,16294,17607,16294,17293,14632,9950.0,2500000.0
2000-01-25,17298,17298,15467,16502,6780,9500.0,2500000.0
2000-01-26,16513,16943,14913,16462,16470,9475.0,2500000.0
2000-01-27,16501,16501,14770,15721,11300,9050.0,2500000.0
2000-01-28,15747,16272,15448,16249,17456,9350.0,2500000.0
2000-01-31,15945,16518,15945,16502,11496,9500.0,2500000.0
2000-02-01,16597,17377,15857,15853,11232,9125.0,2500000.0
2000-02-02,16517,17735,16075,17719,26948,10200.0,2500000.0
2000-02-03,17856,18680,16932,17892,18412,10300.0,2500000.0
2000-02-07,17386,19563,16729,18632,76330,10725.0,2500000.0
2000-02-08,18084,18550,16425,17162,31224,9875.0,2500000.0
2000-02-09,17380,17547,15254,16938,20750,9750.0,2500000.0
2000-02-10,17034,17810,16293,17162,21144,9875.0,2500000.0
2000-02-11,17247,17247,16065,16675,11090,9600.0,2500000.0
2000-02-14,16672,16672,15287,15630,13048,9000.0,2500000.0
2000-02-15,15720,16245,14980,15681,9466,9025.0,2500000.0
2000-02-16,17294,17294,14162,16725,22314,9625.0,2500000.0
2000-02-17,16775,18161,15044,17811,53838,10250.0,2500000.0
2000-02-18,17816,19930,17375,19931,117518,11475.0,2500000.0
2000-02-21,22280,22328,20023,22324,49076,12850.0,2500000.0
2000-02-22,24730,24993,23465,24982,67934,14375.0,2500000.0
2000-02-23,24999,24999,22001,21990,51636,12650.0,2500000.0
2000-02-24,19420,24559,19372,21371,67852,12300.0,2500000.0
2000-02-25,23666,23941,23463,23937,65964,13775.0,2500000.0
2000-02-28,23979,26797,23023,26797,90840,15425.0,2500000.0
2000-02-29,28675,30012,24802,30013,72570,17275.0,2500000.0
2000-03-02,33433,33576,31916,33573,38192,19325.0,2500000.0
2000-03-03,36487,36929,29669,32579,110188,18750.0,2500000.0
2000-03-06,34327,34757,28889,31270,87534,18000.0,2500000.0
2000-03-07,32596,34984,30502,34972,105930,20125.0,2500000.0
2000-03-08,34761,39096,32635,36971,69378,21275.0,2500000.0
2000-03-09,38228,41392,37356,41393,60396,23825.0,2500000.0
2000-03-10,46243,46243,44511,46251,19230,26625.0,2500000.0
2000-03-13,51709,51709,51709,51698,6276,29750.0,2500000.0
2000-03-14,57765,57765,57765,57773,2660,33250.0,2500000.0
2000-03-15,64500,64500,64500,64508,5744,37125.0,2500000.0
2000-03-16,72117,72117,66039,72105,334068,41500.0,2500000.0
2000-03-17,63876,71487,63662,63646,147392,36625.0,2500000.0
2000-03-20,56028,56028,56028,56029,4604,32250.0,2500000.0
2000-03-21,49531,49531,49531,49527,5128,28500.0,2500000.0
2000-03-22,45611,55180,45611,50826,201208,29250.0,2500000.0
2000-03-23,53003,53003,44751,44740,113130,25750.0,2500000.0
2000-03-24,44971,49975,41281,49963,78266,28750.0,2500000.0
2000-03-27,55807,55807,53216,55816,38148,32125.0,2500000.0
2000-03-28,62331,62331,62331,62328,10580,35875.0,2500000.0
2000-03-29,56468,69070,54940,56465,259264,32500.0,2500000.0
2000-03-30,54295,63203,52564,63200,122380,36375.0,2500000.0
2000-03-31,62118,68853,59073,62764,128474,36125.0,2500000.0
2000-04-03,58659,68654,55614,55603,129216,32000.0,2500000.0
2000-04-04,56464,56464,49073,49081,61966,28250.0,2500000.0
2000-04-06,46041,53433,45611,48645,57694,28000.0,2500000.0
2000-04-07,46904,54080,46904,52560,77094,30250.0,2500000.0
2000-04-10,54322,56483,52148,53868,87474,31000.0,2500000.0
2000-04-11,49959,52133,47571,47560,37610,27375.0,2500000.0
2000-04-12,41926,45412,41926,42965,54302,24725.0,2500000.0
2000-04-14,42599,44330,38467,39101,30208,22500.0,2500000.0
2000-04-17,34780,36917,34386,34394,43946,19800.0,2500000.0
2000-04-18,35620,37316,30892,34749,40550,20000.0,2500000.0
2000-04-19,37367,38944,36113,38928,64666,22400.0,2500000.0
2000-04-20,39395,43431,39395,43431,76870,25000.0,2500000.0
2000-04-21,48668,48668,42574,44740,143612,25750.0,2500000.0
2000-04-24,46265,48665,44749,46910,85764,27000.0,2500000.0
2000-04-25,46910,49084,43436,44304,37856,25500.0,2500000.0
2000-04-26,43888,45620,40401,42133,46202,24250.0,2500000.0
2000-04-27,39144,40780,38439,39527,14314,22750.0,2500000.0
2000-04-28,40846,41264,37359,39445,16150,22700.0,2500000.0
2000-05-02,39536,40396,37411,39963,25968,23000.0,2500000.0
2000-05-03,39093,42341,37792,40308,14666,23200.0,2500000.0
2000-05-04,39111,41284,39111,41058,29712,23625.0,2500000.0
2000-05-08,41479,45168,40870,42478,39716,24450.0,2500000.0
2000-05-09,41276,42136,39147,40612,19582,23375.0,2500000.0
2000-05-10,42141,45401,40839,45389,29812,26125.0,2500000.0
2000-05-12,50817,50817,50817,50826,2152,29250.0,2500000.0
2000-05-15,56927,56927,56927,56911,15026,32750.0,2500000.0
2000-05-16,63662,63662,59745,63646,654892,36625.0,2500000.0
2000-05-17,71224,71224,58627,71233,521632,41000.0,2500000.0
2000-05-18,71245,79712,65824,79712,218436,45875.0,2500000.0
2000-05-19,86877,89277,70147,70148,487834,40375.0,2500000.0
2000-05-22,61917,61917,61917,61902,5096,35625.0,2500000.0
2000-05-23,54521,54521,54521,54518,1780,31375.0,2500000.0
2000-05-24,47995,47995,47995,47996,626,27625.0,2500000.0
2000-05-25,42360,53645,42360,53645,424118,30875.0,2500000.0
2000-05-26,50829,52142,47362,47347,158504,27250.0,2500000.0
2000-05-29,41701,43444,41701,41697,87604,24000.0,2500000.0
2000-05-30,43431,45616,42129,43431,202066,25000.0,2500000.0
2000-05-31,44322,48012,44322,45612,139840,26250.0,2500000.0
2000-06-01,45193,45193,40245,40835,118314,23500.0,2500000.0
2000-06-02,40843,45636,35983,45612,321504,26250.0,2500000.0
2000-06-05,51042,51042,51042,51039,5392,29375.0,2500000.0
2000-06-07,57130,57130,47995,47996,561850,27625.0,2500000.0
2000-06-08,48008,53645,43447,53645,417518,30875.0,2500000.0
2000-06-09,53425,59933,51467,59934,190796,34500.0,2500000.0
2000-06-12,59953,64729,52776,55380,524000,31875.0,2500000.0
2000-06-13,55623,58012,48888,49963,179050,28750.0,2500000.0
2000-06-14,51921,55611,48446,53868,122088,31000.0,2500000.0
2000-06-15,51703,52993,47571,47560,90308,27375.0,2500000.0
2000-06-16,51701,51701,44748,48645,121874,28000.0,2500000.0
2000-06-19,47794,49955,45620,46910,74662,27000.0,2500000.0
2000-06-20,47152,52370,46706,52347,340590,30125.0,2500000.0
2000-06-21,52350,55180,47784,50826,333608,29250.0,2500000.0
2000-06-22,52565,52994,48656,50826,114104,29250.0,2500000.0
2000-06-23,49530,49959,46270,47783,84600,27500.0,2500000.0
2000-06-26,45625,49733,45625,47783,85670,27500.0,2500000.0
2000-06-27,49088,49315,46915,47783,115610,27500.0,2500000.0
2000-06-28,47802,53450,46285,49963,471520,28750.0,2500000.0
2000-06-29,50395,51482,46909,47996,110818,27625.0,2500000.0
2000-06-30,46915,49530,45625,47783,90280,27500.0,2500000.0
2000-07-03,46921,49966,46491,48868,97278,28125.0,2500000.0
2000-07-04,48021,53884,48021,50613,221630,29125.0,2500000.0
2000-07-05,49527,50613,44746,46474,161344,26750.0,2500000.0
2000-07-06,44749,46480,42576,44304,63932,25500.0,2500000.0
2000-07-07,42577,44750,42577,43219,79582,24875.0,2500000.0
2000-07-10,42615,44095,41361,42782,82438,24625.0,2500000.0
2000-07-11,41389,43132,38224,39527,66982,22750.0,2500000.0
2000-07-12,38288,43423,36294,39101,91390,22500.0,2500000.0
2000-07-13,38225,40744,37401,38178,47066,21975.0,2500000.0
2000-07-14,37415,42279,37415,40835,192354,23500.0,2500000.0
2000-07-18,41285,42503,38240,38969,62264,22425.0,2500000.0
2000-07-19,37887,38627,35188,35794,69480,20600.0,2500000.0
2000-07-20,32591,35640,32161,34100,60108,19625.0,2500000.0
2000-07-21,34750,38177,33579,38178,116050,21975.0,2500000.0
2000-07-24,38223,41220,36965,37356,165256,21500.0,2500000.0
2000-07-25,37279,37279,33505,35185,60944,20250.0,2500000.0
2000-07-26,36934,36934,33889,34749,86970,20000.0,2500000.0
2000-07-27,33900,36933,33900,35317,83110,20325.0,2500000.0
2000-07-28,35191,39526,34749,39527,221632,22750.0,2500000.0
2000-07-31,41713,42059,34843,36058,297334,20750.0,2500000.0
2000-08-01,37402,40352,36578,40348,152026,23225.0,2500000.0
2000-08-02,39773,41719,39104,39618,166368,22800.0,2500000.0
2000-08-03,39142,42486,39142,39963,198668,23000.0,2500000.0
2000-08-04,39183,40317,36926,37488,74012,21575.0,2500000.0
2000-08-07,37794,41185,33017,34009,942980,19575.0,2500000.0
2000-08-08,34545,36722,34151,35449,237584,20400.0,2500000.0
2000-08-09,35621,36624,34797,35490,150236,20425.0,2500000.0
2000-08-10,35636,36065,34776,35023,102788,20150.0,2500000.0
2000-08-11,35011,35668,34319,34749,88612,20000.0,2500000.0
2000-08-14,34764,35540,34155,34486,87246,19850.0,2500000.0
2000-08-16,34102,38234,33935,35185,101882,20250.0,2500000.0
2000-08-17,34753,35135,34228,34658,75220,19950.0,2500000.0
2000-08-18,35198,35246,33928,34617,43244,19925.0,2500000.0
2000-08-21,34973,35320,33445,34313,37916,19750.0,2500000.0
2000-08-22,33534,34525,33438,33745,61056,19425.0,2500000.0
2000-08-23,33779,34125,32680,33015,46780,19000.0,2500000.0
2000-08-24,33430,34743,29095,30357,123988,17475.0,2500000.0
2000-08-25,27804,29978,27804,28927,56800,16650.0,2500000.0
2000-08-28,28933,31501,28933,30844,74070,17750.0,2500000.0
2000-08-29,30423,31737,28691,29110,58948,16750.0,2500000.0
2000-08-30,29335,30279,27938,28106,67360,16175.0,2500000.0
2000-08-31,28021,28021,25191,25976,67164,14950.0,2500000.0
2000-09-01,26066,29063,26066,29059,114722,16725.0,2500000.0
2000-09-04,30370,32284,29104,29972,239040,17250.0,2500000.0
2000-09-05,29973,29973,27370,27406,90018,15775.0,2500000.0
2000-09-06,27585,28242,26069,26929,74372,15500.0,2500000.0
2000-09-07,26166,27336,25426,26067,54158,15000.0,2500000.0
2000-09-08,25198,25986,23025,25195,38120,14500.0,2500000.0
2000-09-14,24338,25855,23467,25195,35830,14500.0,2500000.0
2000-09-15,23520,25992,23520,25073,37902,14425.0,2500000.0
2000-09-18,24761,24761,22062,22071,45956,12700.0,2500000.0
2000-09-19,19509,21205,19509,19545,39274,11250.0,2500000.0
2000-09-20,19109,20427,19109,19890,33570,11450.0,2500000.0
2000-09-21,20331,20427,17943,19981,43010,11500.0,2500000.0
2000-09-22,19977,21497,19105,19758,62584,11375.0,2500000.0
2000-09-25,19763,20850,19548,19931,37090,11475.0,2500000.0
2000-09-26,18232,21719,18232,20843,48948,12000.0,2500000.0
2000-09-27,21517,23332,21517,23328,139338,13425.0,2500000.0
2000-09-28,23665,26101,23594,23805,160520,13700.0,2500000.0
2000-09-29,23885,25366,23813,24586,70256,14150.0,2500000.0
2000-10-02,24588,24588,22856,22892,42434,13175.0,2500000.0
2000-10-04,20901,25642,20901,25631,89106,14750.0,2500000.0
2000-10-05,26084,27553,25344,25631,145754,14750.0,2500000.0
2000-10-06,25845,26502,23898,24759,64498,14250.0,2500000.0
2000-10-09,23900,24986,23470,23673,64142,13625.0,2500000.0
2000-10-10,22164,23860,21722,23024,55504,13250.0,2500000.0
2000-10-11,23911,23911,20304,21726,43576,12500.0,2500000.0
2000-10-12,20439,22255,20439,22243,48264,12800.0,2500000.0
2000-10-13,20854,24890,20639,24890,208262,14325.0,2500000.0
2000-10-16,26433,27866,24769,25458,338772,14650.0,2500000.0
2000-10-17,25629,28495,23587,28491,266488,16400.0,2500000.0
2000-10-18,31835,31882,30843,31879,84980,18350.0,2500000.0
2000-10-19,33419,34769,31079,32751,546316,18850.0,2500000.0
2000-10-20,34099,34326,32149,32396,152740,18650.0,2500000.0
2000-10-23,31932,33019,29532,31057,176000,17875.0,2500000.0
2000-10-24,30208,33193,30208,32143,179380,18500.0,2500000.0
2000-10-25,33010,35100,32151,33441,159832,19250.0,2500000.0
2000-10-26,32758,37463,31719,37447,247740,21550.0,2500000.0
2000-10-27,39046,41924,38664,41920,199904,24125.0,2500000.0
2000-10-30,43450,46913,41261,44740,526908,25750.0,2500000.0
2000-10-31,45633,45633,39972,43878,253548,25250.0,2500000.0
2000-11-01,43875,48209,43875,46474,239130,26750.0,2500000.0
2000-11-02,44747,46479,43004,45166,165144,26000.0,2500000.0
2000-11-03,45189,46921,43327,44963,100614,25875.0,2500000.0
2000-11-06,43879,47353,43879,46048,98862,26500.0,2500000.0
2000-11-07,46063,46063,43017,43878,109702,25250.0,2500000.0
2000-11-08,41710,43445,39309,39963,107472,23000.0,2500000.0
2000-11-09,37353,44745,37353,43431,221572,25000.0,2500000.0
2000-11-10,44522,47352,42134,44304,177184,25500.0,2500000.0
2000-11-13,42132,43876,39095,41261,93382,23750.0,2500000.0
2000-11-14,39971,42360,39971,42133,57972,24250.0,2500000.0
2000-11-15,42126,46485,40395,41788,266830,24050.0,2500000.0
2000-11-16,42797,43311,40445,40744,89934,23450.0,2500000.0
2000-11-17,39996,40391,35865,38309,91348,22050.0,2500000.0
2000-11-20,37857,39553,36945,36930,81486,21250.0,2500000.0
2000-11-21,36943,38102,36370,37660,53528,21675.0,2500000.0
2000-11-22,36972,38441,36267,36443,78452,20975.0,2500000.0
2000-11-23,35246,37288,32113,34100,163620,19625.0,2500000.0
2000-11-24,32967,36920,32967,34313,79128,19750.0,2500000.0
2000-11-27,34846,35634,34667,35145,98834,20225.0,2500000.0
2000-11-28,35199,35629,33025,34972,38692,20125.0,2500000.0
2000-11-29,34327,35162,33284,34100,16514,19625.0,2500000.0
2000-11-30,34159,35162,31719,34100,42236,19625.0,2500000.0
2000-12-01,30025,34324,30025,34181,42828,19675.0,2500000.0
2000-12-04,34323,35612,33439,34526,57348,19875.0,2500000.0
2000-12-05,33944,35198,33105,34100,33544,19625.0,2500000.0
2000-12-06,32581,34981,32581,34181,54450,19675.0,2500000.0
2000-12-07,34778,34778,33047,33055,21446,19025.0,2500000.0
2000-12-08,32855,33034,29117,30885,97960,17775.0,2500000.0
2000-12-11,30404,30846,28720,30317,84282,17450.0,2500000.0
2000-12-12,29909,29909,28261,29110,54396,16750.0,2500000.0
2000-12-13,28891,29070,26503,27446,78466,15800.0,2500000.0
2000-12-14,26902,27463,25684,26026,56414,14975.0,2500000.0
2000-12-15,25300,29133,25300,29110,333296,16750.0,2500000.0
2000-12-18,29511,31506,28246,29536,288322,17000.0,2500000.0
2000-12-19,28246,31064,27159,28795,182594,16575.0,2500000.0
2000-12-20,28190,28190,25371,25408,63106,14625.0,2500000.0
2000-12-21,22398,24703,22398,22375,87356,12875.0,2500000.0
2000-12-22,20556,25022,20424,25022,86962,14400.0,2500000.0
2000-12-26,25021,25761,23898,24759,69898,14250.0,2500000.0
2001-01-02,21844,27723,21844,27700,62610,15800.0,2500000.0
2001-01-03,27607,30974,26508,30672,102582,17500.0,2500000.0
2001-01-04,31569,32489,30686,31331,160944,17875.0,2500000.0
2001-01-05,30761,31107,28528,30236,81444,17250.0,2500000.0
2001-01-08,29853,31560,28921,29363,50222,16750.0,2500000.0
2001-01-09,28659,32862,28659,32863,173632,18750.0,2500000.0
2001-01-10,35023,35501,30668,31990,198748,18250.0,2500000.0
2001-01-11,32210,33225,31768,32031,62404,18275.0,2500000.0
2001-01-12,32872,33302,31773,32427,77468,18500.0,2500000.0
2001-01-15,33186,36302,32756,36291,286828,20700.0,2500000.0
2001-01-16,37163,40625,36279,40622,317548,23175.0,2500000.0
2001-01-17,40765,45362,37684,45359,295924,25875.0,2500000.0
2001-01-18,45569,47110,42071,43381,307832,24750.0,2500000.0
2001-01-19,43824,48433,43478,48422,198892,27625.0,2500000.0
2001-01-22,52149,54119,46011,48635,456504,27750.0,2500000.0
2001-01-26,47775,50188,45805,49527,139602,28250.0,2500000.0
2001-01-29,49308,55434,48651,55430,258154,31625.0,2500000.0
2001-01-30,58289,62002,58289,62003,151336,35375.0,2500000.0
2001-01-31,69238,69238,63542,69235,208076,39500.0,2500000.0
2001-02-01,69250,73636,66611,68363,191574,39000.0,2500000.0
2001-02-02,67508,73646,63555,67926,219392,38750.0,2500000.0
2001-02-05,65963,75818,65963,72308,290484,41250.0,2500000.0
2001-02-06,69682,73181,67926,68799,142218,39250.0,2500000.0
2001-02-07,67936,71888,67506,67490,99284,38500.0,2500000.0
2001-02-08,70121,70121,67494,68363,57758,39000.0,2500000.0
2001-02-09,70133,74515,66837,70117,141614,40000.0,2500000.0
2001-02-12,70121,73620,70121,70990,71950,40500.0,2500000.0
2001-02-13,70995,73622,70124,71426,67698,40750.0,2500000.0
2001-02-14,70542,73169,69456,72521,55062,41375.0,2500000.0
2001-02-15,78897,78897,69906,70117,294904,40000.0,2500000.0
2001-02-16,70113,78436,70113,78444,245494,44750.0,2500000.0
2001-02-19,87647,87647,87218,87644,74374,50000.0,2500000.0
2001-02-20,98174,98174,94890,98162,168444,56000.0,2500000.0
2001-02-21,94876,97730,88089,90271,228300,51500.0,2500000.0
2001-02-22,88072,88514,79749,86325,143814,49250.0,2500000.0
2001-02-23,87642,96634,87642,96631,254074,55125.0,2500000.0
2001-02-26,98840,99043,94661,97726,108498,55750.0,2500000.0
2001-02-27,96416,100798,96416,97726,108202,55750.0,2500000.0
2001-02-28,98602,105173,96846,98598,147358,56250.0,2500000.0
2001-03-02,97286,97286,86766,90707,128206,51750.0,2500000.0
2001-03-05,85457,87654,79976,85453,109708,48750.0,2500000.0
2001-03-06,87857,89839,84143,88080,114406,50250.0,2500000.0
2001-03-07,87654,91594,84143,85453,53314,48750.0,2500000.0
2001-03-08,81063,88072,81063,81071,104268,46250.0,2500000.0
2001-03-09,85022,90718,78012,87208,337282,49750.0,2500000.0
2001-03-12,83285,86354,76928,76913,156306,43875.0,2500000.0
2001-03-13,67715,70127,67715,67703,247982,38625.0,2500000.0
2001-03-14,67511,72323,59614,64204,656560,36625.0,2500000.0
2001-03-15,60478,60920,56537,56526,363376,32250.0,2500000.0
2001-03-16,55662,60045,54337,57621,913852,32875.0,2500000.0
2001-03-19,57622,58720,50827,50836,364634,29000.0,2500000.0
2001-03-20,51926,53908,46230,50836,1100184,29000.0,2500000.0
2001-03-21,49514,54780,49073,51708,859660,29500.0,2500000.0
2001-03-22,52600,52600,48874,49527,381198,28250.0,2500000.0
2001-03-23,48650,50394,45140,46008,321786,26250.0,2500000.0
2001-03-26,47332,47989,44049,45359,341182,25875.0,2500000.0
2001-03-27,46022,50632,45592,49963,1098244,28500.0,2500000.0
2001-03-28,49963,50846,44052,44040,645022,25125.0,2500000.0
2001-03-29,43135,43840,38801,40318,479160,23000.0,2500000.0
2001-03-30,41152,41152,36376,38999,290510,22250.0,2500000.0
2001-04-02,39396,40053,37259,38127,147914,21750.0,2500000.0
2001-04-03,36342,36820,34193,34181,211772,19500.0,2500000.0
2001-04-04,31218,33236,30955,31159,213278,17775.0,2500000.0
2001-04-06,34617,34617,32515,32731,228900,18675.0,2500000.0
2001-04-09,31332,31762,29625,30672,90160,17500.0,2500000.0
2001-04-10,31682,34369,31348,34354,107782,19600.0,2500000.0
2001-04-11,38091,38485,36563,38482,664600,21950.0,2500000.0
2001-04-12,38561,41645,36901,38259,475670,21825.0,2500000.0
2001-04-13,38500,39455,36302,36291,289348,20700.0,2500000.0
2001-04-16,36375,37653,35109,35500,176240,20250.0,2500000.0
2001-04-17,35090,35926,33908,34394,155348,19625.0,2500000.0
2001-04-18,34844,38534,34844,38522,385032,21975.0,2500000.0
2001-04-19,40758,42684,37689,38999,511932,22250.0,2500000.0
2001-04-20,39882,39882,36813,37204,253092,21225.0,2500000.0
2001-04-23,38304,39188,36871,37731,229930,21740.0,2525000.0
2001-04-24,37907,42253,37907,39050,531986,22498.0,2525000.0
2001-04-25,39657,39836,37734,39395,178172,22700.0,2525000.0
2001-04-26,40113,40423,37534,37518,181546,21614.0,2525000.0
2001-04-27,36819,38491,35506,35936,115260,20705.0,2525000.0
2001-04-30,35780,37918,35780,37823,132596,21791.0,2525000.0
2001-05-02,38569,39457,36384,36595,217766,21084.0,2525000.0
2001-05-03,35730,36506,34452,35368,148544,20377.0,2525000.0
2001-05-04,35272,36813,34365,36332,236850,20932.0,2525000.0
2001-05-07,36160,37258,35933,36108,172420,20806.0,2525000.0
2001-05-08,36173,36602,35289,35632,157156,20528.0,2525000.0
2001-05-09,35732,37034,35505,35804,165214,20629.0,2525000.0
2001-05-10,35942,36384,35381,35855,113554,20654.0,2525000.0
2001-05-11,35759,36468,35532,35672,126130,20554.0,2525000.0
2001-05-14,35663,39914,35663,39922,353586,23003.0,2525000.0
2001-05-15,41386,43834,37661,38350,800240,22094.0,2525000.0
2001-05-16,38358,40710,38358,38999,292162,22472.0,2525000.0
2001-05-17,39433,43648,39433,43644,379012,25149.0,2525000.0
2001-05-18,44276,48861,43475,45359,1297776,26134.0,2525000.0
2001-05-21,46019,48431,43475,45359,519170,26134.0,2525000.0
2001-05-22,46463,50634,44707,50623,1002016,29164.0,2525000.0
2001-05-23,51279,56537,50407,56526,1094140,32572.0,2525000.0
2001-05-24,58742,63124,56544,63109,996330,36360.0,2525000.0
2001-05-25,66169,68366,55657,55654,1160014,32068.0,2525000.0
2001-05-28,55658,60924,49962,56972,1316288,32825.0,2525000.0
2001-05-29,59176,60262,50180,50176,813882,28911.0,2525000.0
2001-05-30,48874,52373,47346,49527,515304,28532.0,2525000.0
2001-05-31,46900,51282,46673,47326,361922,27270.0,2525000.0
2001-06-01,48210,52807,47780,52803,1001010,30426.0,2525000.0
2001-06-04,54347,58292,50837,52803,1177958,30426.0,2525000.0
2001-06-05,53914,56760,51717,53027,593314,30552.0,2525000.0
2001-06-07,54778,59375,52147,59376,1232814,34214.0,2525000.0
2001-06-08,60269,63994,53248,56313,1523516,32446.0,2525000.0
2001-06-11,56971,61357,55215,58281,716714,33582.0,2525000.0
2001-06-12,60043,61357,55657,55654,504886,32068.0,2525000.0
2001-06-13,55660,57416,53905,54558,319718,31436.0,2525000.0
2001-06-14,53699,55231,51287,53027,389158,30552.0,2525000.0
2001-06-15,51287,54574,51287,53027,291260,30552.0,2525000.0
2001-06-18,53035,56749,53035,54994,327990,31689.0,2525000.0
2001-06-19,55671,56101,52375,52590,276994,30300.0,2525000.0
2001-06-20,52583,53240,48201,49081,238452,28280.0,2525000.0
2001-06-21,48637,50607,46440,46667,162870,26891.0,2525000.0
2001-06-22,46670,48868,46443,46444,214164,26765.0,2525000.0
2001-06-25,46472,46914,43701,44263,171138,25502.0,2525000.0
2001-06-26,43389,46900,42518,44699,392000,25755.0,2525000.0
2001-06-27,42987,45136,41853,41849,101758,24114.0,2525000.0
2001-06-28,42518,42948,41634,42072,116126,24240.0,2525000.0
2001-06-29,44253,47107,42545,47103,331814,27144.0,2525000.0
2001-07-02,48643,49730,45348,47326,381144,27270.0,2525000.0
2001-07-03,47335,47991,45806,45795,141622,26386.0,2525000.0
2001-07-04,44915,49082,44485,46444,239100,26765.0,2525000.0
2001-07-05,46010,47109,44482,44912,104702,25881.0,2525000.0
2001-07-06,45368,46670,42729,42945,178798,24745.0,2525000.0
2001-07-09,41641,42071,37820,38127,160816,21968.0,2525000.0
2001-07-10,38176,39453,37829,38522,95874,22195.0,2525000.0
2001-07-11,37250,37250,34229,35277,114552,20326.0,2525000.0
2001-07-12,36162,38562,36162,38563,102338,22220.0,2525000.0
2001-07-13,39446,40318,35732,35936,117384,20705.0,2525000.0
2001-07-16,35642,36382,33982,35236,69286,20301.0,2525000.0
2001-07-18,35686,38146,35077,35459,84070,20427.0,2525000.0
2001-07-19,34613,36141,34171,34394,51532,19821.0,2525000.0
2001-07-20,35058,35058,32610,32690,60822,18836.0,2525000.0
2001-07-23,32220,32698,28789,28917,92492,16665.0,2525000.0
2001-07-24,28708,30237,26165,29576,93316,17044.0,2525000.0
2001-07-25,28139,32653,27829,30631,84042,17650.0,2525000.0
2001-07-26,31123,32437,31123,31422,62412,18104.0,2525000.0
2001-07-27,31990,34355,31990,32863,77388,18938.0,2525000.0
2001-07-30,33136,33136,31476,31990,29830,18432.0,2525000.0
2001-07-31,32221,35804,32221,35804,73086,20629.0,2525000.0
2001-08-01,37256,39179,35931,36636,210212,21109.0,2525000.0
2001-08-02,34838,36594,33967,35277,78488,20326.0,2525000.0
2001-08-03,37261,38563,35506,35936,180632,20705.0,2525000.0
2001-08-06,35863,39903,35863,39486,472730,22750.0,2525000.0
2001-08-07,39181,39181,36996,38127,122840,21968.0,2525000.0
2001-08-08,38560,39492,37080,38127,125942,21968.0,2525000.0
2001-08-09,37812,37895,36462,37904,105928,21841.0,2525000.0
2001-08-10,37825,41025,37825,39445,737794,22725.0,2525000.0
2001-08-13,39449,39449,37168,37468,148362,21589.0,2525000.0
2001-08-14,37947,38388,36860,36940,64494,21286.0,2525000.0
2001-08-16,35996,37214,35996,36068,53028,20781.0,2525000.0
2001-08-17,35512,36598,35512,35723,69446,20579.0,2525000.0
2001-08-20,35122,35946,34859,35632,55190,20528.0,2525000.0
2001-08-21,35648,38144,35648,37691,232048,21715.0,2525000.0
2001-08-22,36900,38297,36375,38127,191172,21968.0,2525000.0
2001-08-23,38575,38575,37047,38086,220012,21942.0,2525000.0
2001-08-24,37914,38165,36684,36900,86970,21260.0,2525000.0
2001-08-27,37663,40720,36433,38786,256842,22346.0,2525000.0
2001-08-28,37908,39891,37694,39445,294930,22725.0,2525000.0
2001-08-29,38571,39407,35992,37255,155298,21462.0,2525000.0
2001-08-30,36208,36602,35109,35500,60376,20452.0,2525000.0
2001-08-31,34191,34633,31874,34617,108956,19948.0,2525000.0
2001-09-03,32913,34633,32913,34617,246260,19948.0,2525000.0
2001-09-04,34231,34625,33001,33694,190378,19417.0,2525000.0
2001-09-05,34233,34233,32430,32427,136832,18685.0,2525000.0
