유니테크노(241690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-06-08,17100,17100,16300,16350,17885,195015.0,11927520.0
2018-06-11,16000,16250,15950,15950,15928,190244.0,11927520.0
2018-06-12,15850,16200,15750,16000,9196,190840.0,11927520.0
2018-06-14,16600,16600,15450,15500,13503,184877.0,11927520.0
2018-06-15,15850,15850,15150,15400,10719,183684.0,11927520.0
2018-06-18,15400,15800,15050,15050,7559,179509.0,11927520.0
2018-06-19,14850,15450,14450,14800,28580,176527.0,11927520.0
2018-06-20,14800,16000,14700,15950,21651,190244.0,11927520.0
2018-06-21,16200,16900,15800,16200,44170,193226.0,11927520.0
2018-06-22,16150,16500,15800,16200,21801,193226.0,11927520.0
2018-06-25,16150,16700,16000,16500,15836,196804.0,11927520.0
2018-06-26,16500,16550,16250,16500,6998,196804.0,11927520.0
2018-06-27,16500,16900,16000,16600,25060,197997.0,11927520.0
2018-06-28,16700,16700,16050,16300,7444,194419.0,11927520.0
2018-06-29,16300,16650,15950,16500,10348,196804.0,11927520.0
2018-07-02,16650,16650,16000,16000,5142,190840.0,11927520.0
2018-07-03,16000,16300,15600,15950,13474,190244.0,11927520.0
2018-07-04,16450,16450,15900,15950,1649,190244.0,11927520.0
2018-07-05,16000,16000,15500,15900,4822,189648.0,11927520.0
2018-07-06,15550,16000,15550,16000,5638,190840.0,11927520.0
2018-07-09,16000,16450,15800,15800,4310,188455.0,11927520.0
2018-07-10,15800,15800,15500,15550,5373,185473.0,11927520.0
2018-07-11,15550,15550,15150,15300,3438,182491.0,11927520.0
2018-07-12,15300,15500,14750,14950,22413,178316.0,11927520.0
2018-07-13,15000,15500,14700,15350,11638,183087.0,11927520.0
2018-07-16,15350,16100,15350,16100,10717,192033.0,11927520.0
2018-07-17,16250,16750,15950,16200,35557,193226.0,11927520.0
2018-07-18,16200,16400,15850,15850,14433,189051.0,11927520.0
2018-07-19,15800,16100,15600,16050,6797,191437.0,11927520.0
2018-07-20,16200,16200,15450,15450,8647,184280.0,11927520.0
2018-07-23,15900,15900,14900,14900,8484,177720.0,11927520.0
2018-07-24,14900,15450,14850,15400,11180,183684.0,11927520.0
2018-07-25,15650,15750,15000,15350,3339,183087.0,11927520.0
2018-07-26,15050,15750,15050,15350,4304,183087.0,11927520.0
2018-07-27,15650,15650,15000,15500,3961,184877.0,11927520.0
2018-07-30,15600,15900,15200,15550,4536,185473.0,11927520.0
2018-07-31,15600,15750,15300,15750,8505,187858.0,11927520.0
2018-08-01,15750,16200,15500,15600,9034,186069.0,11927520.0
2018-08-02,15750,16500,15500,16300,18100,194419.0,11927520.0
2018-08-03,16350,16500,16000,16500,14152,196804.0,11927520.0
2018-08-06,16500,16500,15900,16100,5055,192033.0,11927520.0
2018-08-07,16200,16300,15700,15850,11396,189051.0,11927520.0
2018-08-08,15950,16300,15750,16050,6227,191437.0,11927520.0
2018-08-09,16050,16050,15500,15500,6354,184877.0,11927520.0
2018-08-10,15850,16000,15400,15850,12840,189051.0,11927520.0
2018-08-13,15800,15900,15350,15800,6669,188455.0,11927520.0
2018-08-14,15800,15850,15100,15700,8720,187262.0,11927520.0
2018-08-16,15350,15800,15250,15800,11188,188455.0,11927520.0
2018-08-17,16050,16300,15800,16100,8669,192033.0,11927520.0
2018-08-20,16250,16250,15800,16000,3964,190840.0,11927520.0
2018-08-21,16150,16150,15700,15800,5639,188455.0,11927520.0
2018-08-22,15750,17300,15750,16800,74070,200382.0,11927520.0
2018-08-23,16700,17150,16550,17000,56454,202768.0,11927520.0
2018-08-24,16950,17750,16650,17700,47547,211117.0,11927520.0
2018-08-27,17350,17750,16900,17000,31549,202768.0,11927520.0
2018-08-28,16950,17300,16800,16900,24520,201575.0,11927520.0
2018-08-29,16900,17300,16600,17050,8744,203364.0,11927520.0
2018-08-30,17000,17150,16700,16950,18764,202171.0,11927520.0
2018-08-31,17000,17250,16700,17200,13411,205153.0,11927520.0
2018-09-03,17200,17700,17050,17600,31199,209924.0,11927520.0
2018-09-04,17600,17650,16950,17250,16888,205750.0,11927520.0
2018-09-05,17050,17600,17000,17000,10785,202768.0,11927520.0
2018-09-06,17000,17150,16500,17000,14964,202768.0,11927520.0
2018-09-07,17050,17200,16750,16900,8953,201575.0,11927520.0
2018-09-10,17050,17100,16750,16800,7991,200382.0,11927520.0
2018-09-11,17000,17200,16650,17200,12783,205153.0,11927520.0
2018-09-12,17500,17500,16350,16900,14882,201575.0,11927520.0
2018-09-13,16900,17400,16450,17300,26101,206346.0,11927520.0
2018-09-14,17000,17400,16700,17400,24855,207539.0,11927520.0
2018-09-17,17400,17400,17000,17250,11034,205750.0,11927520.0
2018-09-18,17300,18100,17000,18000,64718,214695.0,11927520.0
2018-09-19,18250,18350,17700,17950,24774,214099.0,11927520.0
2018-09-20,17950,19000,17950,18050,60950,215292.0,11927520.0
2018-09-21,18600,19000,18150,19000,31191,226623.0,11927520.0
2018-09-27,19000,19850,18900,19250,53721,229605.0,11927520.0
2018-09-28,19300,19750,18950,19150,831013,228412.0,11927520.0
2018-10-01,18850,19250,18550,19250,19633,229605.0,11927520.0
2018-10-02,19550,20300,19100,19900,45269,237358.0,11927520.0
2018-10-04,20000,20000,19400,19800,18660,236165.0,11927520.0
2018-10-05,19850,19850,18300,19600,35249,233779.0,11927520.0
2018-10-08,19200,19450,18700,19100,12214,227816.0,11927520.0
2018-10-10,18900,19150,17750,18300,16476,218274.0,11927520.0
2018-10-11,17200,17700,16850,16950,31946,202171.0,11927520.0
2018-10-12,16400,17850,16400,17700,13400,211117.0,11927520.0
2018-10-15,17700,18350,17150,17150,3559,204557.0,11927520.0
2018-10-16,17250,17550,17150,17350,5398,206942.0,11927520.0
2018-10-17,17400,17750,17150,17150,8518,204557.0,11927520.0
2018-10-18,17250,17250,16600,17100,7871,203961.0,11927520.0
2018-10-19,16950,17750,16300,17650,19195,210521.0,11927520.0
2018-10-22,17650,17650,17150,17200,16579,205153.0,11927520.0
2018-10-23,17200,17250,16000,16900,27383,201575.0,11927520.0
2018-10-24,17400,17400,16050,16900,19242,201575.0,11927520.0
2018-10-25,16150,16600,15850,16350,23658,195015.0,11927520.0
2018-10-26,16250,16500,15450,15650,10781,186666.0,11927520.0
2018-10-29,15700,15950,14300,14700,16305,175335.0,11927520.0
2018-10-30,13700,15450,13700,15300,17947,182491.0,11927520.0
2018-10-31,15100,15550,15100,15100,9289,180106.0,11927520.0
2018-11-01,15000,15950,15000,15950,15109,190244.0,11927520.0
2018-11-02,16000,17300,16000,17300,26103,206346.0,11927520.0
2018-11-05,17250,17250,16900,16950,4779,202171.0,11927520.0
2018-11-06,16950,17450,16700,16700,9306,199190.0,11927520.0
2018-11-07,17100,18000,16700,16750,16604,199786.0,11927520.0
2018-11-08,17000,17200,16450,16450,6285,196208.0,11927520.0
2018-11-09,16800,16800,15900,16350,5817,195015.0,11927520.0
2018-11-12,16500,16950,15900,15900,7500,189648.0,11927520.0
2018-11-13,16050,16050,15400,15600,6816,186069.0,11927520.0
2018-11-14,16050,16400,15650,16150,5393,192629.0,11927520.0
2018-11-15,16300,16700,15500,16000,5960,190840.0,11927520.0
2018-11-16,16100,16150,15350,15400,12628,183684.0,11927520.0
2018-11-19,15650,15750,15200,15600,5119,186069.0,11927520.0
2018-11-20,15600,15600,14800,14800,4187,176527.0,11927520.0
2018-11-21,15250,15250,14500,14850,16145,177124.0,11927520.0
2018-11-22,15000,15400,14900,15100,6479,180106.0,11927520.0
2018-11-23,14900,15600,14700,14800,15702,176527.0,11927520.0
2018-11-26,14800,15000,14600,14900,6132,177720.0,11927520.0
2018-11-27,14500,15700,14500,15700,26710,187262.0,11927520.0
2018-11-28,15450,15950,15450,15700,8060,187262.0,11927520.0
2018-11-29,15600,15900,15550,15550,6264,185473.0,11927520.0
2018-11-30,15550,15650,15400,15650,5590,186666.0,11927520.0
2018-12-03,15650,15800,15450,15600,3179,186069.0,11927520.0
2018-12-04,15450,15600,15350,15450,1686,184280.0,11927520.0
2018-12-05,15700,15700,15200,15500,4039,184877.0,11927520.0
2018-12-06,15550,15550,15050,15050,5245,179509.0,11927520.0
2018-12-07,15000,15000,14700,14800,6541,176527.0,11927520.0
2018-12-10,15400,15450,14650,15400,16603,183684.0,11927520.0
2018-12-11,15350,15850,15150,15200,7243,181298.0,11927520.0
2018-12-12,15200,15700,14800,15150,13235,180702.0,11927520.0
2018-12-13,15150,15600,15000,15600,15566,186069.0,11927520.0
2018-12-14,15250,15600,15200,15550,2748,185473.0,11927520.0
2018-12-17,15550,15600,14800,14950,5774,178316.0,11927520.0
2018-12-18,14500,15350,14500,14750,9280,175931.0,11927520.0
2018-12-19,15450,15450,14500,14700,14650,175335.0,11927520.0
2018-12-20,14550,14800,14450,14700,7356,175335.0,11927520.0
2018-12-21,14550,14850,14300,14500,9365,172949.0,11927520.0
2018-12-24,14550,14550,14200,14300,16186,170564.0,11927520.0
2018-12-26,13950,14300,13450,14050,34460,167582.0,11927520.0
2018-12-27,14050,14450,13500,13650,19515,162811.0,11927520.0
2018-12-28,13850,15750,13750,14100,19497,168178.0,11927520.0
2019-01-02,14150,15300,13850,14900,45837,177720.0,11927520.0
2019-01-03,14900,14900,14400,14800,7450,176527.0,11927520.0
2019-01-04,14800,15000,14400,14950,10573,178316.0,11927520.0
2019-01-07,15350,15350,14600,15000,16931,178913.0,11927520.0
2019-01-08,15300,15300,14700,14900,5591,177720.0,11927520.0
2019-01-09,15200,15200,14500,14750,10645,175931.0,11927520.0
2019-01-10,14750,14900,14700,14750,5449,175931.0,11927520.0
2019-01-11,14750,14850,14500,14750,4030,175931.0,11927520.0
2019-01-14,14750,14750,14150,14250,5331,169967.0,11927520.0
2019-01-15,14250,14400,13800,13800,18229,164600.0,11927520.0
2019-01-16,14050,14150,13850,14000,2471,166985.0,11927520.0
2019-01-17,14000,14500,13900,14200,7516,169371.0,11927520.0
2019-01-18,14050,14750,14050,14400,6911,171756.0,11927520.0
2019-01-21,14750,14750,14350,14450,863,172353.0,11927520.0
2019-01-22,14350,14700,14300,14600,7551,174142.0,11927520.0
2019-01-23,14400,14650,14200,14650,6913,174738.0,11927520.0
2019-01-24,14650,14750,14300,14750,12160,175931.0,11927520.0
2019-01-25,14900,15000,14500,15000,4415,178913.0,11927520.0
2019-01-28,14950,14950,14600,14750,4978,175931.0,11927520.0
2019-01-29,14750,14900,14500,14800,8916,176527.0,11927520.0
2019-01-30,14850,14900,14500,14900,13639,177720.0,11927520.0
2019-01-31,14900,15050,14800,15000,2777,178913.0,11927520.0
2019-02-01,15000,15100,14700,15000,4137,178913.0,11927520.0
2019-02-07,15150,15450,14550,14750,10457,175931.0,11927520.0
2019-02-08,14700,15050,14700,15000,9320,178913.0,11927520.0
2019-02-11,15000,15200,14750,14800,7612,176527.0,11927520.0
2019-02-12,14750,14850,14600,14850,8211,177124.0,11927520.0
2019-02-13,14850,15150,14650,15000,12923,178913.0,11927520.0
2019-02-14,15200,15200,14800,15050,20053,179509.0,11927520.0
2019-02-15,14800,15250,14800,15100,5193,180106.0,11927520.0
2019-02-18,14900,15200,14750,14750,9157,175931.0,11927520.0
2019-02-19,14750,15100,14750,14950,1669,178316.0,11927520.0
2019-02-20,14800,15000,14700,14850,3975,177124.0,11927520.0
2019-02-21,14850,14900,14550,14850,7207,177124.0,11927520.0
2019-02-22,15000,15000,14750,14950,5280,178316.0,11927520.0
2019-02-25,15200,15200,14650,15150,27777,180702.0,11927520.0
2019-02-26,15250,16150,15000,15900,44279,189648.0,11927520.0
2019-02-27,16250,16950,15850,16950,34633,202171.0,11927520.0
2019-02-28,16950,17350,16350,17000,36226,202768.0,11927520.0
2019-03-04,16950,17600,16950,17450,28900,208135.0,11927520.0
2019-03-05,17500,17950,17300,17650,18832,210521.0,11927520.0
2019-03-06,17500,17800,17350,17750,9444,211713.0,11927520.0
2019-03-07,17850,18300,17250,17550,24313,209328.0,11927520.0
2019-03-08,17150,17800,16800,17550,14949,209328.0,11927520.0
2019-03-11,17750,19800,17750,19000,134621,226623.0,11927520.0
2019-03-12,18850,19150,18600,18950,29306,226027.0,11927520.0
2019-03-13,18950,18950,18250,18750,14874,223641.0,11927520.0
2019-03-14,18750,18750,18000,18100,15944,215888.0,11927520.0
2019-03-15,18200,18200,17150,17400,21830,207539.0,11927520.0
2019-03-18,17550,18250,17550,17800,23260,212310.0,11927520.0
2019-03-19,17800,17950,17500,17650,9006,210521.0,11927520.0
2019-03-20,17250,18150,17250,18000,16541,214695.0,11927520.0
2019-03-21,18000,19000,17800,18900,29554,225430.0,11927520.0
2019-03-22,19200,20900,19150,20900,122402,249285.0,11927520.0
2019-03-25,20500,20500,18950,19100,60489,227816.0,11927520.0
2019-03-26,19000,19000,18450,18500,18839,220659.0,11927520.0
2019-03-27,18500,18750,17850,17850,14637,212906.0,11927520.0
2019-03-28,18000,18000,17150,17150,19641,204557.0,11927520.0
2019-03-29,17150,18300,16900,18050,17018,215292.0,11927520.0
2019-04-01,18500,18900,17950,18450,23067,220063.0,11927520.0
2019-04-02,18450,19100,17850,17850,18403,212906.0,11927520.0
2019-04-03,17600,18500,17600,18450,8152,220063.0,11927520.0
2019-04-04,18450,18750,18200,18700,9904,223045.0,11927520.0
2019-04-05,19000,19700,18500,19200,34040,229008.0,11927520.0
2019-04-08,19150,19250,18750,19200,13078,229008.0,11927520.0
2019-04-09,19200,19500,18850,19000,11215,226623.0,11927520.0
2019-04-10,18700,19000,18350,18800,12675,224237.0,11927520.0
2019-04-11,18800,19000,18400,18650,12270,222448.0,11927520.0
2019-04-12,18800,19400,18500,19400,23948,231394.0,11927520.0
2019-04-15,19200,19550,18700,19400,30473,231394.0,11927520.0
2019-04-16,19150,19500,18950,19000,19161,226623.0,11927520.0
2019-04-17,19000,19350,19000,19350,16410,230798.0,11927520.0
2019-04-18,19200,19300,18650,18700,20700,223045.0,11927520.0
2019-04-19,18900,19450,18200,18900,38809,225430.0,11927520.0
2019-04-22,18900,19550,18850,18900,32410,225430.0,11927520.0
2019-04-23,19250,19250,18650,18650,14523,222448.0,11927520.0
2019-04-24,18650,19350,18300,19050,31987,227219.0,11927520.0
2019-04-25,19200,19200,18500,18900,18021,225430.0,11927520.0
2019-04-26,18900,18900,18250,18350,19701,218870.0,11927520.0
2019-04-29,18100,18300,17800,17900,19246,213503.0,11927520.0
2019-04-30,17900,18200,17550,17900,17875,213503.0,11927520.0
2019-05-02,17900,18250,17900,18000,15348,214695.0,11927520.0
2019-05-03,18000,18300,17900,18100,8867,215888.0,11927520.0
2019-05-07,17800,18200,17600,17900,6797,213503.0,11927520.0
2019-05-08,17300,17900,17250,17450,24985,208135.0,11927520.0
2019-05-09,17600,17700,17000,17400,25407,207539.0,11927520.0
2019-05-10,17300,17500,16750,17400,22946,207539.0,11927520.0
2019-05-13,17500,17500,16400,16400,21243,195611.0,11927520.0
2019-05-14,16050,16850,16050,16850,8996,200979.0,11927520.0
2019-05-15,17800,17800,16150,16850,10830,200979.0,11927520.0
2019-05-16,17100,17100,16000,16200,17491,193226.0,11927520.0
2019-05-17,16450,16700,15750,15800,23344,188455.0,11927520.0
2019-05-20,16200,16200,15500,15500,8592,184877.0,11927520.0
2019-05-21,15500,16850,14000,14800,106627,176527.0,11927520.0
2019-05-22,14950,14950,12350,12600,412410,150287.0,11927520.0
2019-05-23,12500,12750,11900,12400,95891,147901.0,11927520.0
2019-05-24,12100,12250,11600,12100,62415,144323.0,11927520.0
2019-05-27,11850,12150,11750,12050,26745,143727.0,11927520.0
2019-05-28,12100,12150,10900,11800,112832,140745.0,11927520.0
2019-05-29,11600,11700,11050,11600,72722,138359.0,11927520.0
2019-05-30,11750,12000,11500,11750,44092,140148.0,11927520.0
2019-05-31,11650,12050,11400,11900,32837,141937.0,11927520.0
2019-06-03,11900,13150,11800,12700,80583,151480.0,11927520.0
2019-06-04,12550,12800,12400,12650,43208,150883.0,11927520.0
2019-06-05,12750,13150,12550,13050,36933,155654.0,11927520.0
2019-06-07,13100,13300,12900,13000,19583,155058.0,11927520.0
2019-06-10,13000,13250,12650,13050,33177,155654.0,11927520.0
2019-06-11,13050,13050,12750,12850,29422,153269.0,11927520.0
2019-06-12,12900,12900,12500,12600,23443,150287.0,11927520.0
2019-06-13,12600,12950,12400,12950,31974,154461.0,11927520.0
2019-06-14,12800,12900,12550,12650,24858,150883.0,11927520.0
2019-06-17,12650,12750,12400,12550,21556,149690.0,11927520.0
2019-06-18,12650,12900,12400,12800,12778,152672.0,11927520.0
2019-06-19,12850,12850,12550,12550,11238,149690.0,11927520.0
2019-06-20,12700,12700,12250,12450,24002,148498.0,11927520.0
2019-06-21,12350,12600,12300,12600,10396,150287.0,11927520.0
2019-06-24,12750,12850,12500,12750,19796,152076.0,11927520.0
2019-06-25,12900,13200,12650,12800,36654,152672.0,11927520.0
2019-06-26,13000,13200,12800,13150,18840,156847.0,11927520.0
2019-06-27,13250,13300,12900,13050,21879,155654.0,11927520.0
2019-06-28,13050,13300,12700,13250,20220,158040.0,11927520.0
2019-07-01,13250,13250,12450,12450,42817,148498.0,11927520.0
2019-07-02,12400,12650,12300,12550,9322,149690.0,11927520.0
2019-07-03,12650,12650,12150,12350,28088,147305.0,11927520.0
2019-07-04,12500,12500,12050,12500,21523,149094.0,11927520.0
2019-07-05,12300,12550,12200,12500,13682,149094.0,11927520.0
2019-07-08,12500,12500,11950,12100,20131,144323.0,11927520.0
2019-07-09,12100,12400,12000,12200,14095,145516.0,11927520.0
2019-07-10,12350,12350,11650,12000,44206,143130.0,11927520.0
2019-07-11,12400,12400,11850,12100,12384,144323.0,11927520.0
2019-07-12,12250,12600,11750,11950,23433,142534.0,11927520.0
2019-07-15,11950,12050,11400,11500,35435,137166.0,11927520.0
2019-07-16,11500,11800,11400,11700,12690,139552.0,11927520.0
2019-07-17,11800,11800,11350,11450,10862,136570.0,11927520.0
2019-07-18,11700,11700,11350,11400,4866,135974.0,11927520.0
2019-07-19,11300,11600,11300,11550,3157,137763.0,11927520.0
2019-07-22,11750,11750,11300,11300,11547,134781.0,11927520.0
2019-07-23,11300,11450,10800,11150,33855,132992.0,11927520.0
2019-07-24,11050,11300,10900,11150,19261,132992.0,11927520.0
2019-07-25,11150,12150,10850,11200,45966,133588.0,11927520.0
2019-07-26,11000,11500,10950,11400,23405,135974.0,11927520.0
2019-07-29,11250,11550,10900,11250,15798,134185.0,11927520.0
2019-07-30,11250,11700,10850,11050,34744,131799.0,11927520.0
2019-07-31,11000,11550,10900,11550,12877,137763.0,11927520.0
2019-08-01,11550,11600,11200,11300,15883,134781.0,11927520.0
2019-08-02,11150,11400,11150,11400,5999,135974.0,11927520.0
2019-08-05,11150,11350,10100,10650,47134,127028.0,11927520.0
2019-08-06,10200,10450,9700,9900,112579,118082.0,11927520.0
2019-08-07,9710,10100,9300,9430,50020,112477.0,11927520.0
2019-08-08,9360,9670,9050,9660,53009,115220.0,11927520.0
2019-08-09,9510,10800,9500,10500,46031,125239.0,11927520.0
2019-08-12,10400,11750,10300,11500,42879,137166.0,11927520.0
2019-08-13,11650,11650,11100,11400,19593,135974.0,11927520.0
2019-08-14,11450,11600,11050,11200,12590,133588.0,11927520.0
2019-08-16,11150,11550,10800,10800,18558,128817.0,11927520.0
2019-08-19,10800,10900,10450,10750,16505,128221.0,11927520.0
2019-08-20,10750,10950,10450,10900,21216,130010.0,11927520.0
2019-08-21,10900,11300,10650,11300,13366,134781.0,11927520.0
2019-08-22,11300,11300,11100,11200,3729,133588.0,11927520.0
2019-08-23,11200,11350,11050,11350,6757,135377.0,11927520.0
2019-08-26,11350,11350,10750,10950,8882,130606.0,11927520.0
2019-08-27,11150,11450,10850,11400,17526,135974.0,11927520.0
2019-08-28,11400,11800,10950,11100,25311,132395.0,11927520.0
2019-08-29,11150,11500,11050,11500,13885,137166.0,11927520.0
2019-08-30,11600,11600,11350,11400,3492,135974.0,11927520.0
2019-09-02,11500,11600,11000,11300,16039,134781.0,11927520.0
2019-09-03,11250,11450,11100,11250,12671,134185.0,11927520.0
2019-09-04,11250,11350,10950,10950,21593,130606.0,11927520.0
2019-09-05,10950,11100,10900,11000,5508,131203.0,11927520.0
2019-09-06,11050,11200,10750,11000,9696,131203.0,11927520.0
2019-09-09,11050,11100,10650,10700,15003,127624.0,11927520.0
2019-09-10,10900,10900,10500,10750,10144,128221.0,11927520.0
2019-09-11,10850,10950,10600,10900,5976,130010.0,11927520.0
2019-09-16,10950,11100,10850,10900,11085,130010.0,11927520.0
2019-09-17,10950,11000,10500,10500,23014,125239.0,11927520.0
2019-09-18,10450,10700,10100,10550,27759,125835.0,11927520.0
2019-09-19,10550,10750,10400,10450,12118,124643.0,11927520.0
2019-09-20,10750,11650,10450,11250,42761,134185.0,11927520.0
2019-09-23,11250,11300,10750,10950,29420,130606.0,11927520.0
2019-09-24,10800,10950,10500,10500,27670,125239.0,11927520.0
2019-09-25,10500,11100,10300,10450,25767,124643.0,11927520.0
2019-09-26,10450,10750,10400,10500,21959,125239.0,11927520.0
2019-09-27,10600,10700,10450,10700,8086,127624.0,11927520.0
2019-09-30,10700,10700,10350,10350,11928,123450.0,11927520.0
2019-10-01,10350,10550,10050,10300,17174,122853.0,11927520.0
2019-10-02,10250,10550,10150,10550,10970,125835.0,11927520.0
2019-10-04,10400,10700,10400,10700,7235,127624.0,11927520.0
2019-10-07,10700,10700,10300,10500,10743,,
