보광산업(225530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-28,4683,4750,4633,4683,143399,160860.0,11490000.0
2016-07-29,4683,4716,4365,4365,317027,149944.0,11490000.0
2016-08-01,4382,4482,4332,4382,118704,150519.0,11490000.0
2016-08-02,4382,4499,4164,4382,223575,150519.0,11490000.0
2016-08-03,4448,4616,4332,4365,256406,149944.0,11490000.0
2016-08-04,4348,4499,4231,4299,230687,147646.0,11490000.0
2016-08-05,4315,4398,4264,4282,118443,147072.0,11490000.0
2016-08-08,4247,4348,4231,4265,67487,146498.0,11490000.0
2016-08-09,4264,4348,4214,4299,87542,147646.0,11490000.0
2016-08-10,4282,4432,4247,4416,127267,151668.0,11490000.0
2016-08-11,4448,4616,4348,4617,267927,158562.0,11490000.0
2016-08-12,4716,5184,4700,4784,1724552,164307.0,11490000.0
2016-08-16,4866,4866,4599,4600,257536,157988.0,11490000.0
2016-08-17,4532,5034,4482,4784,1806873,164307.0,11490000.0
2016-08-18,4833,5001,4733,4784,510747,164307.0,11490000.0
2016-08-19,4783,4866,4683,4683,280546,160860.0,11490000.0
2016-08-22,4683,4900,4633,4650,287363,159711.0,11490000.0
2016-08-23,4666,4733,4616,4650,127120,159711.0,11490000.0
2016-08-24,4633,4716,4549,4583,125683,157413.0,11490000.0
2016-08-25,4599,4733,4549,4550,109809,156264.0,11490000.0
2016-08-26,4549,4649,4532,4566,78989,156838.0,11490000.0
2016-08-29,4515,4532,4348,4432,127738,152242.0,11490000.0
2016-08-30,4432,4633,4415,4617,76727,158562.0,11490000.0
2016-08-31,4666,4733,4532,4700,126974,161434.0,11490000.0
2016-09-01,4716,5101,4716,5035,993173,172924.0,11490000.0
2016-09-02,5017,5017,4816,4868,294032,167180.0,11490000.0
2016-09-05,4866,5151,4833,5102,332635,175222.0,11490000.0
2016-09-06,4984,5234,4934,5236,493765,179818.0,11490000.0
2016-09-07,5268,5603,5184,5402,710260,185564.0,11490000.0
2016-09-08,5352,7008,5352,7008,1903719,240716.0,11490000.0
2016-09-09,7175,7392,6556,6557,1668081,225204.0,11490000.0
2016-09-12,6456,7208,6355,6574,1904533,225778.0,11490000.0
2016-09-13,6874,7108,6607,7025,911904,241290.0,11490000.0
2016-09-19,7125,7593,6924,7394,877845,253929.0,11490000.0
2016-09-20,7493,7643,7158,7209,468593,247610.0,11490000.0
2016-09-21,7158,7794,7125,7627,635314,261972.0,11490000.0
2016-09-22,7593,7694,7392,7627,328586,261972.0,11490000.0
2016-09-23,7677,9383,7577,7828,3355974,268866.0,11490000.0
2016-09-26,8028,9148,8028,8514,1642180,292420.0,11490000.0
2016-09-27,8864,8948,8145,8363,719896,287250.0,11490000.0
2016-09-28,8195,8513,8095,8213,632468,282080.0,11490000.0
2016-09-29,9381,10015,8513,8513,1388999,146498.0,11490000.0
2016-09-30,8546,9581,8546,9148,889259,157413.0,11490000.0
2016-10-04,9314,11885,9247,11351,3785621,195330.0,11490000.0
2016-10-05,11651,11885,11050,11818,886098,203373.0,11490000.0
2016-10-06,12118,14689,12085,13287,3038144,228651.0,11490000.0
2016-10-07,13287,14689,12319,13521,1297190,232672.0,11490000.0
2016-10-10,14155,14689,13454,13688,476492,235545.0,11490000.0
2016-10-11,13688,13888,13087,13154,232118,226353.0,11490000.0
2016-10-12,12853,12986,11150,11685,667926,201075.0,11490000.0
2016-10-13,11818,12018,10816,11384,563142,195904.0,11490000.0
2016-10-14,11718,12252,11150,11151,298816,191883.0,11490000.0
2016-10-17,11150,11150,10449,10750,195003,184989.0,11490000.0
2016-10-18,10883,11818,10516,11451,340456,197054.0,11490000.0
2016-10-19,11451,11684,11284,11652,119418,200500.0,11490000.0
2016-10-20,11718,11952,11084,11084,135387,190734.0,11490000.0
2016-10-21,10616,10783,10149,10149,350837,174648.0,11490000.0
2016-10-24,10182,10449,9381,9482,399420,163158.0,11490000.0
2016-10-25,9147,10583,8980,9582,1334182,329763.0,22980000.0
2016-10-26,9581,9648,8813,9114,565419,313677.0,22980000.0
2016-10-27,9014,9381,8980,9014,307556,310230.0,22980000.0
2016-10-28,9147,10049,9147,9815,1098434,337806.0,22980000.0
2016-10-31,10015,10015,9147,9248,384199,318273.0,22980000.0
2016-11-01,9181,9548,8313,8380,503198,288399.0,22980000.0
2016-11-02,8513,8980,8279,8714,397636,299889.0,22980000.0
2016-11-03,8479,8780,8379,8680,201910,298740.0,22980000.0
2016-11-04,8613,8813,8446,8480,140494,291846.0,22980000.0
2016-11-07,8580,8980,8580,8747,191900,301038.0,22980000.0
2016-11-08,8780,8947,8546,8647,168165,297591.0,22980000.0
2016-11-09,8813,9514,8313,9014,1159074,310230.0,22980000.0
2016-11-10,9281,9314,8913,9148,363973,314826.0,22980000.0
2016-11-11,9014,9247,8880,9148,241841,314826.0,22980000.0
2016-11-14,9314,9514,9147,9248,292996,318273.0,22980000.0
2016-11-15,9214,9514,9014,9348,296070,321720.0,22980000.0
2016-11-16,9448,9448,9281,9281,138601,319422.0,22980000.0
2016-11-17,9347,9347,9047,9047,143362,311379.0,22980000.0
2016-11-18,9147,9181,8680,8881,166423,305634.0,22980000.0
2016-11-21,8880,9114,8813,9047,143480,311379.0,22980000.0
2016-11-22,9014,9481,8947,9281,216305,319422.0,22980000.0
2016-11-23,9314,9414,9114,9281,166276,319422.0,22980000.0
2016-11-24,9281,9615,9181,9448,326021,325167.0,22980000.0
2016-11-25,9448,9648,9381,9415,196462,324018.0,22980000.0
2016-11-28,9448,9815,9448,9682,338861,333210.0,22980000.0
2016-11-29,9681,9882,9014,9348,219669,321720.0,22980000.0
2016-11-30,9247,9347,8813,8881,218172,305634.0,22980000.0
2016-12-01,8913,9047,8179,8513,460841,292995.0,22980000.0
2016-12-02,8346,8513,7578,7579,512026,260823.0,22980000.0
2016-12-05,7411,7845,6710,6711,561800,230949.0,22980000.0
2016-12-06,6810,7111,6743,6777,391467,233247.0,22980000.0
2016-12-07,6777,7010,6102,6243,491967,214863.0,22980000.0
2016-12-08,6002,6877,6002,6490,972857,223366.0,22980000.0
2016-12-09,6443,6603,6376,6517,197997,224285.0,22980000.0
2016-12-12,6657,6777,6496,6497,276029,223595.0,22980000.0
2016-12-13,6496,6910,6483,6844,334433,235545.0,22980000.0
2016-12-14,6877,6977,6670,6777,140339,233247.0,22980000.0
2016-12-15,6743,8780,6743,8780,3380920,302187.0,22980000.0
2016-12-16,8913,10416,8646,9081,5043341,312528.0,22980000.0
2016-12-19,9982,11150,9882,10550,3530539,363084.0,22980000.0
2016-12-20,10616,10616,9848,10016,689059,344700.0,22980000.0
2016-12-21,10149,10249,9581,10216,640254,351594.0,22980000.0
2016-12-22,10215,10583,10082,10216,605771,351594.0,22980000.0
2016-12-23,9948,10483,9915,10116,408911,348147.0,22980000.0
2016-12-26,10115,10449,10015,10183,233609,350445.0,22980000.0
2016-12-27,10282,11651,10282,10650,1755491,366531.0,22980000.0
2016-12-28,10950,11017,10616,10850,314213,373425.0,22980000.0
2016-12-29,10850,10983,10716,10750,280459,369978.0,22980000.0
2017-01-02,11017,11718,10917,11017,803219,379170.0,22980000.0
2017-01-03,11284,11518,11117,11518,455376,396405.0,22980000.0
2017-01-04,11284,11484,10583,10650,533339,366531.0,22980000.0
2017-01-05,11350,12550,11200,11700,1261979,268866.0,22980000.0
2017-01-06,11700,11800,11300,11300,244823,259674.0,22980000.0
2017-01-09,11400,11650,11050,11100,290030,255078.0,22980000.0
2017-01-10,11000,11150,10700,10700,236203,245886.0,22980000.0
2017-01-11,10800,11400,10800,11150,269885,256227.0,22980000.0
2017-01-12,11400,11650,11100,11150,333057,256227.0,22980000.0
2017-01-13,11150,11400,10850,11000,193630,252780.0,22980000.0
2017-01-16,10900,10950,10150,10300,261532,236694.0,22980000.0
2017-01-17,10100,10500,10100,10100,164600,232098.0,22980000.0
2017-01-18,10100,10300,9810,9900,209056,227502.0,22980000.0
2017-01-19,9940,10050,9700,9710,165896,223136.0,22980000.0
2017-01-20,9680,9910,9610,9800,124488,225204.0,22980000.0
2017-01-23,9800,9890,9320,9400,127182,216012.0,22980000.0
2017-01-24,9300,9620,9100,9430,137403,216701.0,22980000.0
2017-01-25,9430,9550,9250,9500,79194,218310.0,22980000.0
2017-01-26,9400,9590,9400,9500,70332,218310.0,22980000.0
2017-01-31,9500,9600,9250,9280,172015,213254.0,22980000.0
2017-02-01,9120,9800,9010,9660,219029,221987.0,22980000.0
2017-02-02,9310,9450,9100,9100,340149,313677.0,34470000.0
2017-02-03,9100,9300,8250,8390,485405,289203.0,34470000.0
2017-02-06,8350,10900,8350,10450,3224205,360212.0,34470000.0
2017-02-07,10350,11200,10200,10700,1315249,368829.0,34470000.0
2017-02-08,10750,11200,10500,11000,921232,379170.0,34470000.0
2017-02-09,10850,11100,10700,10750,390792,370552.0,34470000.0
2017-02-10,10900,11900,10700,11050,1369983,380894.0,34470000.0
2017-02-13,11150,11900,11150,11300,654621,389511.0,34470000.0
2017-02-14,11650,11700,11100,11100,421332,382617.0,34470000.0
2017-02-15,11000,11250,10400,10600,503908,365382.0,34470000.0
2017-02-16,10700,12000,10450,11750,1668749,405022.0,34470000.0
2017-02-17,11850,11950,10500,10550,1268466,363658.0,34470000.0
2017-02-20,10500,10550,9850,9910,864558,341598.0,34470000.0
2017-02-21,9990,10150,9840,9860,424373,339874.0,34470000.0
2017-02-22,9860,9930,9190,9270,921972,319537.0,34470000.0
2017-02-23,9260,9470,9140,9230,425664,318158.0,34470000.0
2017-02-24,9300,9450,9220,9240,329062,318503.0,34470000.0
2017-02-27,9240,9350,8990,9000,269377,310230.0,34470000.0
2017-02-28,9010,10900,8730,9770,2971397,336772.0,34470000.0
2017-03-02,9770,9870,9340,9340,632070,321950.0,34470000.0
2017-03-03,9400,9520,9020,9110,338155,314022.0,34470000.0
2017-03-06,9010,10050,9010,9320,1127219,321260.0,34470000.0
2017-03-07,9350,9490,9190,9360,256321,322639.0,34470000.0
2017-03-08,9390,9700,9340,9350,426411,322294.0,34470000.0
2017-03-09,9290,9460,9280,9300,305292,320571.0,34470000.0
2017-03-10,9330,9380,8400,9180,475333,316435.0,34470000.0
2017-03-13,9180,10250,9160,9620,2918082,331601.0,34470000.0
2017-03-14,9670,9750,9350,9350,689868,322294.0,34470000.0
2017-03-15,9430,9550,9150,9160,369032,315745.0,34470000.0
2017-03-16,9170,9360,9170,9220,226878,317813.0,34470000.0
2017-03-17,9230,9330,9160,9170,214992,316090.0,34470000.0
2017-03-20,9290,9370,9180,9180,181311,316435.0,34470000.0
2017-03-21,9210,9280,8990,9100,188317,313677.0,34470000.0
2017-03-22,9020,9270,9020,9040,180067,311609.0,34470000.0
2017-03-23,9100,9470,9050,9070,474904,312643.0,34470000.0
2017-03-24,9070,9120,9000,9050,156929,311954.0,34470000.0
2017-03-27,9450,9500,9050,9080,300173,312988.0,34470000.0
2017-03-28,9090,9360,9010,9330,474407,321605.0,34470000.0
2017-03-29,9430,9470,9200,9230,247609,318158.0,34470000.0
2017-03-30,9270,9490,9180,9190,433368,316779.0,34470000.0
2017-03-31,9170,9320,9100,9100,293694,313677.0,34470000.0
2017-04-03,9100,9170,9010,9010,272735,310575.0,34470000.0
2017-04-04,9000,9080,8590,8600,431055,296442.0,34470000.0
2017-04-05,8600,8740,8470,8550,284108,294718.0,34470000.0
2017-04-06,8670,8670,8050,8270,364728,285067.0,34470000.0
2017-04-07,8270,8330,8130,8200,172367,282654.0,34470000.0
2017-04-10,8200,8750,8200,8310,370411,286446.0,34470000.0
2017-04-11,8310,8430,8200,8220,151728,283343.0,34470000.0
2017-04-12,8300,8310,7950,7980,187006,275071.0,34470000.0
2017-04-13,7960,8070,7500,7530,405725,259559.0,34470000.0
2017-04-14,7500,7650,7300,7330,281369,252665.0,34470000.0
2017-04-17,7330,7590,7330,7560,182907,260593.0,34470000.0
2017-04-18,7560,7720,7500,7600,203542,261972.0,34470000.0
2017-04-19,7600,7800,7600,7710,251010,265764.0,34470000.0
2017-04-20,7810,7820,7620,7690,107985,265074.0,34470000.0
2017-04-21,7690,7690,7410,7410,179069,255423.0,34470000.0
2017-04-24,7410,7500,7110,7110,129028,245082.0,34470000.0
2017-04-25,7080,7390,7080,7230,109944,249218.0,34470000.0
2017-04-26,7340,7500,7140,7320,114585,252320.0,34470000.0
2017-04-27,7320,7370,7120,7120,90927,245426.0,34470000.0
2017-04-28,7130,7210,7030,7030,97085,242324.0,34470000.0
2017-05-02,7100,7200,7070,7150,90494,246460.0,34470000.0
2017-05-04,7100,8030,7100,7380,723713,254389.0,34470000.0
2017-05-08,7430,7470,7250,7280,125454,250942.0,34470000.0
2017-05-10,7280,7500,7180,7220,178283,248873.0,34470000.0
2017-05-11,7210,7300,7190,7230,67645,249218.0,34470000.0
2017-05-12,7220,7260,7160,7250,85876,249908.0,34470000.0
2017-05-15,7180,7340,7180,7220,103370,248873.0,34470000.0
2017-05-16,7220,7290,7020,7050,150970,243014.0,34470000.0
2017-05-17,7010,7140,7000,7020,110493,241979.0,34470000.0
2017-05-18,6900,7010,6740,6780,155639,233707.0,34470000.0
2017-05-19,6750,6850,6730,6810,93744,234741.0,34470000.0
2017-05-22,6890,7080,6720,6920,182430,238532.0,34470000.0
2017-05-23,6850,6960,6820,6860,118733,236464.0,34470000.0
2017-05-24,6850,6950,6770,6780,77739,233707.0,34470000.0
2017-05-25,6800,6880,6770,6840,61966,235775.0,34470000.0
2017-05-26,6820,6900,6760,6760,69756,233017.0,34470000.0
2017-05-29,6820,6820,6610,6610,81234,227847.0,34470000.0
2017-05-30,6600,6770,6560,6660,90582,229570.0,34470000.0
2017-05-31,6680,6700,6610,6680,62842,230260.0,34470000.0
2017-06-01,6650,6890,6650,6740,80748,232328.0,34470000.0
2017-06-02,6720,6870,6720,6820,96008,235085.0,34470000.0
2017-06-05,6850,6960,6780,6890,139178,237498.0,34470000.0
2017-06-07,6850,6940,6770,6770,86943,233362.0,34470000.0
2017-06-08,6750,6800,6600,6620,104631,228191.0,34470000.0
2017-06-09,6640,6700,6600,6600,70345,227502.0,34470000.0
2017-06-12,6610,6660,6420,6430,116358,221642.0,34470000.0
2017-06-13,6480,6500,6260,6430,161428,221642.0,34470000.0
2017-06-14,6390,6470,6370,6380,67502,219919.0,34470000.0
2017-06-15,6330,6440,6280,6280,76214,216472.0,34470000.0
2017-06-16,6430,8160,6430,8160,6890978,281275.0,34470000.0
2017-06-19,8360,8500,7820,7970,3071209,274726.0,34470000.0
2017-06-20,8200,8480,7890,8050,2458591,277484.0,34470000.0
2017-06-21,7950,7990,7650,7900,737954,272313.0,34470000.0
2017-06-22,8000,8260,7670,8140,1980792,280586.0,34470000.0
2017-06-23,8070,8380,7980,7980,907093,275071.0,34470000.0
2017-06-26,8000,8210,7820,8190,525391,282309.0,34470000.0
2017-06-27,8350,8430,8100,8110,713015,279552.0,34470000.0
2017-06-28,8060,8340,7950,8080,684129,278518.0,34470000.0
2017-06-29,8150,8200,7710,7850,506250,270590.0,34470000.0
2017-06-30,7730,7930,7710,7750,197494,267142.0,34470000.0
2017-07-03,7890,7900,6930,7000,1070031,241290.0,34470000.0
2017-07-04,7010,7060,6680,6680,444247,230260.0,34470000.0
2017-07-05,6740,6820,6670,6690,191657,230604.0,34470000.0
2017-07-06,6680,6750,6570,6570,146261,226468.0,34470000.0
2017-07-07,6550,6740,6520,6620,115760,228191.0,34470000.0
2017-07-10,6620,6670,6440,6570,119878,226468.0,34470000.0
2017-07-11,6530,7180,6530,6780,880058,233707.0,34470000.0
2017-07-12,6740,6780,6590,6600,140294,227502.0,34470000.0
2017-07-13,6650,6920,6590,6610,169252,227847.0,34470000.0
2017-07-14,6610,6740,6610,6710,97359,231294.0,34470000.0
2017-07-17,6800,7010,6750,6840,267264,235775.0,34470000.0
2017-07-18,6810,6890,6760,6890,105458,237498.0,34470000.0
2017-07-19,6920,6960,6820,6870,82074,236809.0,34470000.0
2017-07-20,6890,7120,6840,7010,186406,241635.0,34470000.0
2017-07-21,7010,7100,6880,6910,114690,238188.0,34470000.0
2017-07-24,7100,8080,7080,7480,5369834,257836.0,34470000.0
2017-07-25,7540,7730,7240,7390,744361,254733.0,34470000.0
2017-07-26,7470,7490,6980,6980,468772,240601.0,34470000.0
2017-07-27,6920,6920,6700,6740,371516,232328.0,34470000.0
2017-07-28,6700,6830,6610,6630,215276,228536.0,34470000.0
2017-07-31,6640,6700,6580,6630,109166,228536.0,34470000.0
2017-08-01,6700,6910,6660,6740,109634,232328.0,34470000.0
2017-08-02,6730,7080,6720,6900,162906,237843.0,34470000.0
2017-08-03,6910,6940,6730,6730,130532,231983.0,34470000.0
2017-08-04,6690,6850,6660,6760,61570,233017.0,34470000.0
2017-08-07,6870,7040,6800,6970,173006,240256.0,34470000.0
2017-08-08,6970,7070,6920,7020,90831,241979.0,34470000.0
2017-08-09,7040,7240,6980,7070,166058,243703.0,34470000.0
2017-08-10,7030,7140,6920,7050,154602,243014.0,34470000.0
2017-08-11,6820,7070,6820,6860,102212,236464.0,34470000.0
2017-08-14,6890,7350,6890,7170,224321,247150.0,34470000.0
2017-08-16,7240,7260,7100,7240,164793,249563.0,34470000.0
2017-08-17,7240,7250,7090,7110,115107,245082.0,34470000.0
2017-08-18,6970,7130,6970,7070,77797,243703.0,34470000.0
2017-08-21,7070,7210,6980,6990,80400,240945.0,34470000.0
2017-08-22,6990,7100,6900,6930,75501,238877.0,34470000.0
2017-08-23,6930,7010,6830,6830,66097,235430.0,34470000.0
2017-08-24,6820,6970,6820,6920,53363,238532.0,34470000.0
2017-08-25,6890,6970,6890,6920,72158,238532.0,34470000.0
2017-08-28,6980,7280,6900,7160,237228,246805.0,34470000.0
2017-08-29,7200,7300,7090,7260,218830,250252.0,34470000.0
2017-08-30,7250,7460,7110,7170,264129,247150.0,34470000.0
