하이텍팜(106190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-10-20,19800,20850,19700,20250,200512,141750.0,7000000.0
2010-10-21,20600,20850,20200,20500,133521,143500.0,7000000.0
2010-10-22,20500,20750,20100,20400,127019,142800.0,7000000.0
2010-10-25,20300,20950,19800,19850,235507,138950.0,7000000.0
2010-10-26,20100,20350,19200,19250,230839,134750.0,7000000.0
2010-10-27,19300,19350,18600,19300,291708,135100.0,7000000.0
2010-10-28,19400,20150,19300,19950,224862,139650.0,7000000.0
2010-10-29,20150,20150,18800,19200,215284,136105.0,7088782.0
2010-11-01,19000,19600,18900,19400,132118,137522.0,7088782.0
2010-11-02,19500,20600,19400,19950,255984,141421.0,7088782.0
2010-11-03,19850,20250,19550,19550,129049,138586.0,7088782.0
2010-11-04,19650,19850,19250,19350,99502,137168.0,7088782.0
2010-11-05,19500,19650,18900,19000,129323,134687.0,7088782.0
2010-11-08,19000,19400,18800,18950,66279,134332.0,7088782.0
2010-11-09,19200,19200,18500,18800,101727,133269.0,7088782.0
2010-11-10,18750,19650,18750,19650,149925,139295.0,7088782.0
2010-11-11,19500,20150,19400,19850,177113,140712.0,7088782.0
2010-11-12,20000,20050,18500,19150,193579,135750.0,7088782.0
2010-11-15,19400,20300,19250,20300,489973,143902.0,7088782.0
2010-11-16,20200,21150,20050,20250,446786,143548.0,7088782.0
2010-11-17,19800,19950,19200,19450,187670,137877.0,7088782.0
2010-11-18,19600,20350,19550,20150,125491,142839.0,7088782.0
2010-11-19,20250,20550,19800,20100,110698,142485.0,7088782.0
2010-11-22,20100,20200,19300,19450,148067,137877.0,7088782.0
2010-11-23,19450,19700,19100,19100,89555,135396.0,7088782.0
2010-11-24,18000,19100,18000,18800,109197,133269.0,7088782.0
2010-11-25,19200,19200,18800,18900,40603,133978.0,7088782.0
2010-11-26,18900,19000,17850,18200,121695,129016.0,7088782.0
2010-11-29,18200,18500,17900,18400,69584,130434.0,7088782.0
2010-11-30,18250,18700,18150,18350,60405,130079.0,7088782.0
2010-12-01,18500,19300,18350,19150,110239,135750.0,7088782.0
2010-12-02,19250,19250,18850,19100,38984,135396.0,7088782.0
2010-12-03,19250,19250,18500,19100,46807,135396.0,7088782.0
2010-12-06,19200,19400,18800,18900,42338,133978.0,7088782.0
2010-12-07,19000,19100,18450,18500,64019,131142.0,7088782.0
2010-12-08,18550,18850,18150,18300,65016,129725.0,7088782.0
2010-12-09,18300,19000,18250,18450,93176,130788.0,7088782.0
2010-12-10,18600,18650,18300,18400,63218,130434.0,7088782.0
2010-12-13,18400,18550,18050,18400,73179,130434.0,7088782.0
2010-12-14,18400,18400,18150,18150,41942,128661.0,7088782.0
2010-12-15,18300,18850,18150,18850,136203,133624.0,7088782.0
2010-12-16,18800,18950,18350,18350,65933,130079.0,7088782.0
2010-12-17,18400,18850,18350,18750,113384,132915.0,7088782.0
2010-12-20,18400,18700,17950,18500,70065,131142.0,7088782.0
2010-12-21,18750,19000,18400,18500,100089,131142.0,7088782.0
2010-12-22,18550,18800,18300,18300,63967,129725.0,7088782.0
2010-12-23,18350,18600,18250,18250,37026,129370.0,7088782.0
2010-12-24,18350,18450,18200,18250,30339,129370.0,7088782.0
2010-12-27,18150,18750,18150,18400,108581,130434.0,7088782.0
2010-12-28,18700,19550,18550,18550,166856,131497.0,7088782.0
2010-12-29,18650,18750,18250,18550,47404,131497.0,7088782.0
2010-12-30,18500,19050,18350,18700,47152,132560.0,7088782.0
2011-01-03,18650,18800,18450,18600,29216,131851.0,7088782.0
2011-01-04,18600,18950,18600,18750,62936,132915.0,7088782.0
2011-01-05,18750,18800,18350,18400,66535,130434.0,7088782.0
2011-01-06,18400,18500,17750,17800,146474,126180.0,7088782.0
2011-01-07,17800,18100,17550,17900,50465,126889.0,7088782.0
2011-01-10,17850,18050,17600,17950,53693,127244.0,7088782.0
2011-01-11,17800,18100,17650,17650,76561,125117.0,7088782.0
2011-01-12,17650,18000,17600,17900,70594,126889.0,7088782.0
2011-01-13,17850,18150,17600,18050,75495,127953.0,7088782.0
2011-01-14,18150,18200,17900,17950,40524,127244.0,7088782.0
2011-01-17,18000,18000,17250,17250,58917,122281.0,7088782.0
2011-01-18,17250,17550,17000,17000,38178,120509.0,7088782.0
2011-01-19,17050,17300,16950,17000,45215,120509.0,7088782.0
2011-01-20,17000,17000,16400,16500,80510,116965.0,7088782.0
2011-01-21,16700,16700,16400,16400,23535,116256.0,7088782.0
2011-01-24,16550,16750,16400,16600,26178,117674.0,7088782.0
2011-01-25,16700,16750,16550,16600,22142,117674.0,7088782.0
2011-01-26,16600,17700,16600,17300,97206,122636.0,7088782.0
2011-01-27,17400,17400,16700,16700,39119,118383.0,7088782.0
2011-01-28,16750,16950,16400,16400,31780,116256.0,7088782.0
2011-01-31,16100,16250,15600,15600,64096,110585.0,7088782.0
2011-02-01,15800,16050,15600,15750,26736,111648.0,7088782.0
2011-02-07,16050,16100,15700,15750,23885,111648.0,7088782.0
2011-02-08,15800,16250,15800,15850,34080,112357.0,7088782.0
2011-02-09,16150,16150,15750,15900,22170,112712.0,7088782.0
2011-02-10,15900,16000,15400,15450,37919,109522.0,7088782.0
2011-02-11,15750,15750,14700,15000,38327,106332.0,7088782.0
2011-02-14,15100,15350,14750,15350,27901,108813.0,7088782.0
2011-02-15,15400,15700,14750,14850,36312,105268.0,7088782.0
2011-02-16,14700,14950,14350,14350,31453,101724.0,7088782.0
2011-02-17,14300,14400,13750,14200,71460,100661.0,7088782.0
2011-02-18,14000,15000,14000,14650,37734,103851.0,7088782.0
2011-02-21,14900,15100,14550,15100,41294,107041.0,7088782.0
2011-02-22,15300,15300,14300,14300,47995,101370.0,7088782.0
2011-02-23,14150,14700,14100,14500,36496,102787.0,7088782.0
2011-02-24,14500,14550,14000,14050,18908,99597.0,7088782.0
2011-02-25,13850,14250,13600,13850,40693,98180.0,7088782.0
2011-02-28,13900,13950,13550,13750,18149,97471.0,7088782.0
2011-03-02,13750,14400,13700,14150,24987,100306.0,7088782.0
2011-03-03,14200,14300,14000,14250,13266,101015.0,7088782.0
2011-03-04,14250,14600,14200,14600,22951,103496.0,7088782.0
2011-03-07,14600,14750,14450,14550,28363,103142.0,7088782.0
2011-03-08,14700,16200,14550,16100,239911,114129.0,7088782.0
2011-03-09,16300,16650,16000,16600,128865,117674.0,7088782.0
2011-03-10,17500,17900,16100,16800,680479,119092.0,7088782.0
2011-03-11,16400,16550,15900,16500,146717,116965.0,7088782.0
2011-03-14,15800,16100,14800,14850,162094,105268.0,7088782.0
2011-03-15,14850,15350,13150,14150,129682,100306.0,7088782.0
2011-03-16,14350,14600,13950,14500,99572,102787.0,7088782.0
2011-03-17,14200,15600,14150,15300,168072,108458.0,7088782.0
2011-03-18,15650,15650,15150,15600,91311,110585.0,7088782.0
2011-03-21,15600,15850,15550,15650,94605,110939.0,7088782.0
2011-03-22,15800,17000,15550,16250,289757,115193.0,7088782.0
2011-03-23,16000,16200,15800,16200,71611,114838.0,7088782.0
2011-03-24,16100,16200,15750,16000,52152,113421.0,7088782.0
2011-03-25,16100,16700,16000,16300,146248,115547.0,7088782.0
2011-03-28,16600,17100,16350,17100,175155,121218.0,7088782.0
2011-03-29,17100,17150,16700,17050,100997,120864.0,7088782.0
2011-03-30,17100,17300,16900,17200,125040,121927.0,7088782.0
2011-03-31,18800,19750,18800,19750,1314587,140003.0,7088782.0
2011-04-01,19750,19800,18900,19800,531936,140358.0,7088782.0
2011-04-04,19500,20300,19450,19900,646854,141067.0,7088782.0
2011-04-05,19850,20350,19500,19550,459795,138586.0,7088782.0
2011-04-06,19700,19750,18450,19100,357562,135396.0,7088782.0
2011-04-07,18900,19200,18550,18900,208813,133978.0,7088782.0
2011-04-08,19000,19050,18550,19000,173904,134687.0,7088782.0
2011-04-11,19100,19600,18500,18500,312274,131142.0,7088782.0
2011-04-12,18400,18500,17800,17800,161426,126180.0,7088782.0
2011-04-13,17700,18250,17550,17750,115460,125826.0,7088782.0
2011-04-14,18050,18150,17100,17600,154453,124763.0,7088782.0
2011-04-15,17600,18000,17100,17800,168511,126180.0,7088782.0
2011-04-18,18100,19150,18000,18900,329557,133978.0,7088782.0
2011-04-19,18500,18850,17750,17850,143827,126535.0,7088782.0
2011-04-20,17750,18150,17350,17450,132680,123699.0,7088782.0
2011-04-21,17550,17600,16650,16700,203427,118383.0,7088782.0
2011-04-22,16950,17100,16400,17000,109052,120509.0,7088782.0
2011-04-25,17200,17200,16650,17100,109528,121218.0,7088782.0
2011-04-26,17150,18500,17150,18500,390510,131142.0,7088782.0
2011-04-27,19050,19400,18500,18500,665811,131142.0,7088782.0
2011-04-28,18550,18700,17850,18150,160694,128661.0,7088782.0
2011-04-29,18200,18450,17450,17550,115330,124408.0,7088782.0
2011-05-02,17450,17850,17100,17650,93346,125117.0,7088782.0
2011-05-03,17750,18100,17450,17550,78473,124408.0,7088782.0
2011-05-04,17700,17800,16900,16900,86548,119800.0,7088782.0
2011-05-06,16650,16800,16500,16550,59266,117319.0,7088782.0
2011-05-09,16550,16900,16550,16600,39527,117674.0,7088782.0
2011-05-11,16650,16750,16000,16050,101767,113775.0,7088782.0
2011-05-12,15800,16100,15350,15850,115517,112357.0,7088782.0
2011-05-13,16000,17100,15900,16500,151773,116965.0,7088782.0
2011-05-16,16200,16400,15950,16000,62335,113421.0,7088782.0
2011-05-17,15950,16150,15700,15700,33796,111294.0,7088782.0
2011-05-18,15650,15950,15550,15650,43828,110939.0,7088782.0
2011-05-19,15700,15700,14950,15000,74831,106332.0,7088782.0
2011-05-20,14800,15250,14800,15050,53319,106686.0,7088782.0
2011-05-23,14850,15050,14750,14800,34982,104914.0,7088782.0
2011-05-24,14500,14950,14500,14800,22836,104914.0,7088782.0
2011-05-25,14950,15000,14500,14650,36099,103851.0,7088782.0
2011-05-26,14750,15050,14450,15000,42174,106332.0,7088782.0
2011-05-27,15000,15300,14800,15000,36227,106332.0,7088782.0
2011-05-30,15150,15400,14800,14950,39989,105977.0,7088782.0
2011-05-31,15100,15150,14800,14900,37888,105623.0,7088782.0
2011-06-01,14900,14950,14650,14750,43533,104560.0,7088782.0
2011-06-02,14400,14600,14100,14150,60232,100306.0,7088782.0
2011-06-03,14150,14500,14000,14250,37738,101015.0,7088782.0
2011-06-07,14250,14400,13850,14050,36923,99597.0,7088782.0
2011-06-08,14150,14150,13700,13800,46468,97825.0,7088782.0
2011-06-09,13700,14100,13700,13950,20761,98889.0,7088782.0
2011-06-10,14200,14300,13800,13850,20573,98180.0,7088782.0
2011-06-13,13750,13800,13300,13550,44117,96053.0,7088782.0
2011-06-14,13300,13700,13300,13500,28964,95699.0,7088782.0
2011-06-15,13700,15300,13700,14700,126268,104205.0,7088782.0
2011-06-16,14500,14550,14000,14000,48288,99243.0,7088782.0
2011-06-17,14250,14800,14100,14100,47696,99952.0,7088782.0
2011-06-20,14250,14650,13950,14000,42084,99243.0,7088782.0
2011-06-21,14100,14300,13750,14000,28406,99243.0,7088782.0
2011-06-22,14300,14500,14100,14300,37779,101370.0,7088782.0
2011-06-23,14450,14500,14250,14350,24330,101724.0,7088782.0
2011-06-24,14400,14900,14150,14850,62024,105268.0,7088782.0
2011-06-27,14600,14900,14500,14650,37846,103851.0,7088782.0
2011-06-28,14900,15250,14600,14800,82755,104914.0,7088782.0
2011-06-29,15100,15100,14650,14750,26440,104560.0,7088782.0
2011-06-30,14850,14950,14650,14850,26394,105268.0,7088782.0
2011-07-01,14950,15300,14450,14800,84680,104914.0,7088782.0
2011-07-04,14950,14950,14650,14650,44215,103851.0,7088782.0
2011-07-05,14800,15300,14800,15250,80372,108104.0,7088782.0
2011-07-06,14950,15300,14900,15150,39978,107395.0,7088782.0
2011-07-07,15100,15250,14900,14950,41140,105977.0,7088782.0
2011-07-08,15150,15200,14800,14900,31500,105623.0,7088782.0
2011-07-11,15000,15050,14700,14950,42172,105977.0,7088782.0
2011-07-12,14800,16500,14750,16150,423598,114484.0,7088782.0
2011-07-13,16250,16500,15650,16350,144845,115902.0,7088782.0
2011-07-14,16350,16900,16050,16750,120062,118737.0,7088782.0
2011-07-15,16800,16950,15900,16300,103296,115547.0,7088782.0
2011-07-18,16300,17050,15950,16850,110116,119446.0,7088782.0
2011-07-19,16850,17150,16650,16850,59572,119446.0,7088782.0
2011-07-20,17000,17100,16100,16250,94246,115193.0,7088782.0
2011-07-21,16200,16500,15600,15750,97236,111648.0,7088782.0
2011-07-22,15800,16250,15700,16200,56087,114838.0,7088782.0
2011-07-25,16600,18150,16550,17550,322750,124408.0,7088782.0
2011-07-26,17700,17800,17200,17700,104857,125471.0,7088782.0
2011-07-27,17800,18150,17650,17800,103168,126180.0,7088782.0
2011-07-28,17500,18300,17450,17700,101475,125471.0,7088782.0
2011-07-29,17950,18850,17600,17600,221680,124763.0,7088782.0
2011-08-01,17700,17900,17100,17500,148293,124054.0,7088782.0
2011-08-02,17400,17600,16800,17250,141531,122281.0,7088782.0
2011-08-03,16850,17200,16500,16950,78156,120155.0,7088782.0
2011-08-04,17200,17550,16600,16950,160940,120155.0,7088782.0
2011-08-05,15500,16950,15400,15550,265972,110231.0,7088782.0
2011-08-08,15200,16000,13250,14550,195507,103142.0,7088782.0
2011-08-09,13300,14150,12400,13000,265385,92154.0,7088782.0
2011-08-10,13650,14700,13500,14050,178873,99597.0,7088782.0
2011-08-11,13000,14400,13000,14300,96552,101370.0,7088782.0
2011-08-12,15100,15250,14000,14500,147361,102787.0,7088782.0
2011-08-16,15300,15400,15000,15100,123116,107041.0,7088782.0
2011-08-17,15000,15400,14900,15200,106528,107749.0,7088782.0
2011-08-18,15400,15700,14700,14900,113735,105623.0,7088782.0
2011-08-19,14100,14350,13350,13400,129869,94990.0,7088782.0
2011-08-22,13250,13850,13050,13600,81754,96407.0,7088782.0
2011-08-23,13750,15600,13650,15400,350406,109167.0,7088782.0
2011-08-24,15350,17100,15250,15550,241548,110231.0,7088782.0
2011-08-25,16050,16600,15800,16600,150449,117674.0,7088782.0
2011-08-26,16550,17150,16400,16900,141202,119800.0,7088782.0
2011-08-29,17050,18000,16700,17250,282671,122281.0,7088782.0
2011-08-30,17400,18000,16850,17650,200330,125117.0,7088782.0
2011-08-31,18000,18100,17200,17900,150093,126889.0,7088782.0
2011-09-01,18350,18350,17400,17450,122844,123699.0,7088782.0
2011-09-02,17350,17950,16950,17900,129545,126889.0,7088782.0
2011-09-05,17500,18350,17200,17550,117907,124408.0,7088782.0
2011-09-06,17450,17900,16650,17100,123079,121218.0,7088782.0
2011-09-07,17300,17900,17150,17800,86763,126180.0,7088782.0
2011-09-08,17800,18200,17200,17500,71416,124054.0,7088782.0
2011-09-09,17500,18250,17350,17750,82980,125826.0,7088782.0
2011-09-14,17700,17900,16700,16700,93699,118383.0,7088782.0
2011-09-15,17150,17350,15000,15850,133089,112357.0,7088782.0
2011-09-16,16500,16600,16000,16350,67106,115902.0,7088782.0
2011-09-19,16250,16850,16000,16200,69879,114838.0,7088782.0
2011-09-20,15900,16550,15500,16500,71771,116965.0,7088782.0
2011-09-21,16700,16900,16200,16900,114403,119800.0,7088782.0
2011-09-22,17250,19350,16650,18900,961823,133978.0,7088782.0
2011-09-23,18000,18650,17250,17450,280676,123699.0,7088782.0
2011-09-26,17850,17950,14850,15000,270750,106332.0,7088782.0
2011-09-27,15500,16000,15350,15650,107265,110939.0,7088782.0
2011-09-28,16050,16500,15600,15600,92144,110585.0,7088782.0
2011-09-29,15200,16200,15200,16150,82098,114484.0,7088782.0
2011-09-30,16150,17100,16100,16750,94968,118737.0,7088782.0
2011-10-04,16300,16300,14950,15300,130833,108458.0,7088782.0
2011-10-05,15700,15750,14300,14300,122159,101370.0,7088782.0
2011-10-06,15000,15200,14600,14650,79729,103851.0,7088782.0
2011-10-07,15050,15300,14850,15150,53997,107395.0,7088782.0
2011-10-10,15000,15600,15000,15400,53131,109167.0,7088782.0
2011-10-11,15800,16150,15450,15450,88510,109522.0,7088782.0
2011-10-12,15500,15650,15050,15600,69009,110585.0,7088782.0
2011-10-13,15900,16050,15600,15800,68708,112003.0,7088782.0
2011-10-14,15350,17550,15350,17050,285469,120864.0,7088782.0
2011-10-17,17250,17700,16950,17500,143790,124054.0,7088782.0
2011-10-18,17050,17250,16750,16850,121416,119446.0,7088782.0
2011-10-19,17100,18500,16800,17700,311593,125471.0,7088782.0
2011-10-20,17850,18850,17000,17500,397587,124054.0,7088782.0
2011-10-21,18000,18150,17350,17550,179963,124408.0,7088782.0
2011-10-24,17950,18650,17900,17900,110971,126889.0,7088782.0
2011-10-25,18200,18200,17250,17300,95767,122636.0,7088782.0
2011-10-26,16950,17900,16850,17650,86785,125117.0,7088782.0
2011-10-27,17650,19150,17450,18300,322805,129725.0,7088782.0
2011-10-28,18850,18850,17650,18100,122755,128307.0,7088782.0
2011-10-31,17950,18400,17650,17650,67389,125117.0,7088782.0
2011-11-01,17250,18700,17200,18550,143015,131497.0,7088782.0
2011-11-02,18450,19450,18050,19150,372165,135750.0,7088782.0
2011-11-03,19450,20150,19300,19900,468429,141067.0,7088782.0
2011-11-04,20200,20400,19400,19800,289398,140358.0,7088782.0
2011-11-07,20150,20150,19400,19550,140188,138586.0,7088782.0
2011-11-08,19600,20350,18900,18900,339556,133978.0,7088782.0
2011-11-09,19100,19600,19050,19150,102065,135750.0,7088782.0
2011-11-10,18500,18850,18200,18500,178903,131142.0,7088782.0
2011-11-11,18800,19050,18450,18800,101302,133269.0,7088782.0
2011-11-14,19300,20250,19000,19400,317746,137522.0,7088782.0
2011-11-15,19350,19450,18550,18700,101255,132560.0,7088782.0
2011-11-16,19000,19000,17550,17600,155211,124763.0,7088782.0
2011-11-17,17650,18150,17400,18050,83669,127953.0,7088782.0
2011-11-18,17650,18250,17600,17950,68470,127244.0,7088782.0
2011-11-21,17850,19800,17300,19300,338230,136813.0,7088782.0
2011-11-22,19000,19800,18650,18850,221746,133624.0,7088782.0
2011-11-23,18850,18950,17500,17600,174421,124763.0,7088782.0
2011-11-24,17450,18150,17300,18000,80467,127598.0,7088782.0
2011-11-25,18000,18400,17500,17850,75727,126535.0,7088782.0
2011-11-28,18250,18600,18050,18150,103869,128661.0,7088782.0
2011-11-29,18300,18400,17900,18100,62135,128307.0,7088782.0
2011-11-30,18150,18200,17550,17650,76648,125117.0,7088782.0
2011-12-01,18100,18250,17700,17700,102232,125471.0,7088782.0
2011-12-02,18000,19350,18000,19050,242390,135041.0,7088782.0
2011-12-05,19250,19900,19100,19500,174892,138231.0,7088782.0
2011-12-06,20000,22400,19950,22400,1215034,158789.0,7088782.0
2011-12-07,22400,24700,21700,24200,1056109,171549.0,7088782.0
2011-12-08,24100,24550,23200,24200,506468,171549.0,7088782.0
2011-12-09,23950,26050,23600,24450,610900,173321.0,7088782.0
2011-12-12,24800,25250,23350,23450,402799,166232.0,7088782.0
2011-12-13,23050,24350,22700,24150,354185,171194.0,7088782.0
2011-12-14,24450,24450,22650,22800,232907,161624.0,7088782.0
2011-12-15,22350,22650,21150,21400,324352,151700.0,7088782.0
2011-12-16,21650,23050,21400,22750,286423,161270.0,7088782.0
2011-12-19,22450,22650,19500,22550,515772,159852.0,7088782.0
2011-12-20,23200,25900,22800,25900,816186,183599.0,7088782.0
2011-12-21,27000,29750,25250,26050,1268294,184663.0,7088782.0
2011-12-22,26100,29500,24600,25750,1589630,182536.0,7088782.0
2011-12-23,26400,26850,24350,24400,544423,172966.0,7088782.0
2011-12-26,24150,24900,23050,24900,417106,176511.0,7088782.0
2011-12-27,25350,25500,23350,25500,392657,180764.0,7088782.0
2011-12-28,25200,25850,24750,25350,193263,179701.0,7088782.0
2011-12-29,25300,25300,24100,24100,151070,170840.0,7088782.0
2012-01-02,24300,26850,23600,26450,429050,187498.0,7088782.0
2012-01-03,26150,28100,25850,27900,524387,197777.0,7088782.0
2012-01-04,27650,27700,26450,26700,289116,189270.0,7088782.0
2012-01-05,26650,28250,26100,27900,478989,197777.0,7088782.0
2012-01-06,27650,27800,26700,27150,234014,192460.0,7088782.0
2012-01-09,27850,28300,26850,27000,282972,191397.0,7088782.0
2012-01-10,27500,27750,26250,27100,247617,192106.0,7088782.0
2012-01-11,27250,27300,25650,25800,208281,182891.0,7088782.0
2012-01-12,26000,26700,25000,26700,197498,189270.0,7088782.0
2012-01-13,26600,27050,25800,26350,144616,186789.0,7088782.0
2012-01-16,26050,26300,25500,25750,80294,182536.0,7088782.0
2012-01-17,26100,26200,24450,24450,182827,173321.0,7088782.0
2012-01-18,24700,25500,24650,24900,132533,176511.0,7088782.0
2012-01-19,25200,25200,24150,25000,118210,177220.0,7088782.0
2012-01-20,25000,25000,23350,23750,144652,168359.0,7088782.0
2012-01-25,23700,24200,23200,23200,65011,164460.0,7088782.0
2012-01-26,23200,24500,22850,23600,178744,167295.0,7088782.0
2012-01-27,23800,24700,23700,24300,109342,172257.0,7088782.0
2012-01-30,24300,24500,23150,23250,106652,164814.0,7088782.0
2012-01-31,22750,23450,22550,22600,115679,160206.0,7088782.0
2012-02-01,22600,23000,21800,21950,176462,155599.0,7088782.0
2012-02-02,22250,22500,21750,21950,146810,155599.0,7088782.0
2012-02-03,22150,22750,22100,22350,113278,158434.0,7088782.0
2012-02-06,22550,22550,21100,21100,149765,149573.0,7088782.0
2012-02-07,20800,21400,20150,21400,270193,151700.0,7088782.0
2012-02-08,21550,21950,20800,21700,156311,153827.0,7088782.0
2012-02-09,21850,22000,21000,21450,138939,152054.0,7088782.0
2012-02-10,21600,22250,21100,21750,111505,154181.0,7088782.0
2012-02-13,21800,22150,21600,22000,79870,155953.0,7088782.0
2012-02-14,22150,22350,21750,21850,102887,154890.0,7088782.0
2012-02-15,21850,21900,21150,21350,155500,151345.0,7088782.0
2012-02-16,21350,21750,21000,21050,84899,149219.0,7088782.0
2012-02-17,21100,21450,20500,21200,116847,150282.0,7088782.0
2012-02-20,21200,21700,20800,21300,118708,150991.0,7088782.0
2012-02-21,21250,21500,21150,21500,84047,152409.0,7088782.0
2012-02-22,21550,21600,20300,20300,105442,143902.0,7088782.0
2012-02-23,20350,20900,19550,19600,224877,138940.0,7088782.0
2012-02-24,19650,20100,19300,20100,73013,142485.0,7088782.0
2012-02-27,20000,20000,19300,19300,81857,136813.0,7088782.0
2012-02-28,19200,19650,18550,18800,115367,133269.0,7088782.0
2012-02-29,18900,19450,18800,19150,73475,135750.0,7088782.0
2012-03-02,19300,19700,19050,19500,44925,138231.0,7088782.0
2012-03-05,19250,19400,18950,18950,46873,134332.0,7088782.0
2012-03-06,18750,19150,18100,18100,132307,128307.0,7088782.0
2012-03-07,17850,18500,17800,18350,61888,130079.0,7088782.0
2012-03-08,18450,18500,18150,18150,54051,128661.0,7088782.0
2012-03-09,18400,18400,17950,18300,53765,129725.0,7088782.0
2012-03-12,18500,18600,17950,18000,47583,127598.0,7088782.0
2012-03-13,17800,18900,17800,18850,141411,133624.0,7088782.0
2012-03-14,19050,19200,18700,18700,88130,132560.0,7088782.0
2012-03-15,18700,18950,18600,18800,47504,133269.0,7088782.0
2012-03-16,18650,18900,18050,18350,81150,130079.0,7088782.0
2012-03-19,18450,18750,18300,18400,41303,130434.0,7088782.0
2012-03-20,18550,18550,18050,18200,66551,129016.0,7088782.0
2012-03-21,18300,18300,17000,17100,183465,121218.0,7088782.0
2012-03-22,17150,17200,16100,16550,289523,117319.0,7088782.0
2012-03-23,16450,16650,16150,16600,104484,117674.0,7088782.0
2012-03-26,16300,16900,16300,16300,108169,115547.0,7088782.0
2012-03-27,16150,16400,15450,15500,197230,109876.0,7088782.0
2012-03-28,15650,16200,15550,16050,120788,113775.0,7088782.0
2012-03-29,15850,16300,15450,16300,77735,115547.0,7088782.0
2012-03-30,16100,16600,16100,16350,71105,115902.0,7088782.0
2012-04-02,16350,16750,16300,16550,58250,117319.0,7088782.0
2012-04-03,16550,16900,16100,16200,73085,114838.0,7088782.0
