뷰웍스(100120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-12-10,6910,7044,6877,6944,18332,65362.0,6284810.0
2010-12-13,7010,7377,6944,7244,70989,68190.0,6284810.0
2010-12-14,7378,7578,7244,7345,63181,69133.0,6284810.0
2010-12-15,7277,7411,7177,7278,26646,68504.0,6284810.0
2010-12-16,7244,8346,7244,8346,705696,78560.0,6284810.0
2010-12-17,8446,8613,8079,8380,488451,78874.0,6284810.0
2010-12-20,8179,8246,7778,7912,278621,74475.0,6284810.0
2010-12-21,8079,8412,8045,8046,290703,75732.0,6284810.0
2010-12-22,8112,8112,7778,7812,134287,73532.0,6284810.0
2010-12-23,7845,8012,7578,7578,60972,71333.0,6284810.0
2010-12-24,7645,8112,7611,7845,158160,73847.0,6284810.0
2010-12-27,7845,7945,7645,7678,63499,72275.0,6284810.0
2010-12-28,7645,7812,7611,7712,81679,72590.0,6284810.0
2010-12-29,7812,8012,7645,7879,83097,74161.0,6284810.0
2010-12-30,7878,7945,7745,7845,40034,73847.0,6284810.0
2011-01-03,7845,7945,7711,7745,87161,72904.0,6284810.0
2011-01-04,7778,8045,7645,8012,106879,75418.0,6284810.0
2011-01-05,8012,8112,7845,7912,70915,74475.0,6284810.0
2011-01-06,7945,8045,7745,7812,81277,73532.0,6284810.0
2011-01-07,7878,8145,7845,7845,113935,73847.0,6284810.0
2011-01-10,7878,8012,7845,7879,47966,77678.0,6582910.0
2011-01-11,7878,8312,7878,8213,154924,80970.0,6582910.0
2011-01-12,8312,8312,8045,8079,79828,79653.0,6582910.0
2011-01-13,8145,8212,7945,8112,65866,79982.0,6582910.0
2011-01-14,8212,8446,7945,8313,212430,81957.0,6582910.0
2011-01-17,8479,8846,8279,8413,301638,82945.0,6582910.0
2011-01-18,8579,8780,7812,7879,311295,77678.0,6582910.0
2011-01-19,8012,8212,7912,7946,150555,78337.0,6582910.0
2011-01-20,8012,8045,7778,7879,98437,77678.0,6582910.0
2011-01-21,7912,7912,7578,7578,65899,74716.0,6582910.0
2011-01-24,7578,7812,7578,7745,42619,76362.0,6582910.0
2011-01-25,7845,7845,7578,7612,45077,75045.0,6582910.0
2011-01-26,7544,7645,7411,7445,45691,73399.0,6582910.0
2011-01-27,7444,7645,7411,7445,39812,73399.0,6582910.0
2011-01-28,7444,7544,7211,7244,60175,71425.0,6582910.0
2011-01-31,7010,7344,7010,7278,34078,71754.0,6582910.0
2011-02-01,7311,7611,7277,7512,42482,74058.0,6582910.0
2011-02-07,7611,7711,7511,7578,46954,74716.0,6582910.0
2011-02-08,7544,7678,7444,7445,30261,73399.0,6582910.0
2011-02-09,7544,7578,7277,7345,28682,72412.0,6582910.0
2011-02-10,7344,7411,7010,7211,75744,71095.0,6582910.0
2011-02-11,7277,7544,7277,7445,59822,73399.0,6582910.0
2011-02-14,7478,7578,7344,7512,26731,74058.0,6582910.0
2011-02-15,7544,7678,7444,7578,47571,74716.0,6582910.0
2011-02-16,7678,7945,7444,7545,73344,74387.0,6582910.0
2011-02-17,7578,7711,7244,7512,74677,74058.0,6582910.0
2011-02-18,7544,7812,7511,7812,46332,77020.0,6582910.0
2011-02-21,7912,7912,7711,7712,50064,76033.0,6582910.0
2011-02-22,7578,7711,7478,7712,44865,76033.0,6582910.0
2011-02-23,7645,8012,7645,7979,89898,78666.0,6582910.0
2011-02-24,7912,8012,7678,7678,64947,75703.0,6582910.0
2011-02-25,7778,8145,7711,7912,136419,78007.0,6582910.0
2011-02-28,7912,7912,7745,7845,38176,77349.0,6582910.0
2011-03-02,7778,8145,7745,7812,83952,77020.0,6582910.0
2011-03-03,7878,7945,7678,7745,50191,76362.0,6582910.0
2011-03-04,7845,7978,7745,7946,61294,78337.0,6582910.0
2011-03-07,7945,8246,7878,8046,91728,79324.0,6582910.0
2011-03-08,7978,8145,7945,8079,58647,79653.0,6582910.0
2011-03-09,8079,8112,7845,7879,58262,77678.0,6582910.0
2011-03-10,7845,7912,7711,7812,44302,77020.0,6582910.0
2011-03-11,7678,7812,7511,7545,46528,74387.0,6582910.0
2011-03-14,7344,7344,6944,6977,92157,68791.0,6582910.0
2011-03-15,6944,7110,6590,6810,99266,67146.0,6582910.0
2011-03-16,6743,6977,6743,6944,38117,68462.0,6582910.0
2011-03-17,6810,6877,6670,6844,30581,67475.0,6582910.0
2011-03-18,6877,7077,6843,6977,31938,68791.0,6582910.0
2011-03-21,6977,7144,6944,7044,42867,69450.0,6582910.0
2011-03-22,7077,7244,7044,7144,29986,70437.0,6582910.0
2011-03-23,7144,7344,7044,7211,35447,71095.0,6582910.0
2011-03-24,7277,7277,7144,7211,25646,71095.0,6582910.0
2011-03-25,7211,7344,7144,7244,50946,71425.0,6582910.0
2011-03-28,7344,7344,7110,7178,23675,70766.0,6582910.0
2011-03-29,7110,7211,6977,7078,31701,69779.0,6582910.0
2011-03-30,7077,7311,7044,7211,38296,71095.0,6582910.0
2011-03-31,7177,7511,7177,7411,40483,73070.0,6582910.0
2011-04-01,7411,7478,7311,7411,19912,73070.0,6582910.0
2011-04-04,7411,7511,7344,7411,20547,73070.0,6582910.0
2011-04-05,7411,7544,7311,7545,28487,74387.0,6582910.0
2011-04-06,7544,7611,7444,7545,27188,74387.0,6582910.0
2011-04-07,7611,7611,7311,7411,33793,73070.0,6582910.0
2011-04-08,7411,7478,7277,7378,28815,72741.0,6582910.0
2011-04-11,7478,7511,7277,7411,45957,73070.0,6582910.0
2011-04-12,7378,7444,7277,7411,31835,73070.0,6582910.0
2011-04-13,7344,7711,7344,7545,51580,74387.0,6582910.0
2011-04-14,7578,7678,7444,7545,24018,74387.0,6582910.0
2011-04-15,7544,7678,7511,7612,24535,75045.0,6582910.0
2011-04-18,7578,7678,7377,7378,37864,72741.0,6582910.0
2011-04-19,7311,7377,7211,7244,31149,71425.0,6582910.0
2011-04-20,7244,7411,7177,7345,38948,72412.0,6582910.0
2011-04-21,7511,7745,7378,7745,87933,76362.0,6582910.0
2011-04-22,7745,7812,7645,7678,60401,75703.0,6582910.0
2011-04-25,7678,8045,7611,7812,79593,77020.0,6582910.0
2011-04-26,7845,7878,7478,7545,57712,74387.0,6582910.0
2011-04-27,7745,7912,7711,7712,79161,76033.0,6582910.0
2011-04-28,7745,7845,7611,7745,28211,76362.0,6582910.0
2011-04-29,7678,7812,7578,7779,27997,76691.0,6582910.0
2011-05-02,7845,8079,7745,8079,69132,79653.0,6582910.0
2011-05-03,8012,8179,7945,7979,43275,78666.0,6582910.0
2011-05-04,7878,8045,7878,8046,34191,79324.0,6582910.0
2011-05-06,8012,8045,7812,7979,26953,78666.0,6582910.0
2011-05-09,7978,8212,7812,8179,67868,80641.0,6582910.0
2011-05-11,8212,8312,8045,8213,53826,80970.0,6582910.0
2011-05-12,8145,8346,8012,8313,46083,81957.0,6582910.0
2011-05-13,8212,8379,8179,8246,29801,81299.0,6582910.0
2011-05-16,8179,8312,8112,8146,20293,80312.0,6582910.0
2011-05-17,8112,8279,7778,7812,71227,77020.0,6582910.0
2011-05-18,7845,7945,7678,7745,25457,76362.0,6582910.0
2011-05-19,7778,7978,7711,7946,46411,78337.0,6582910.0
2011-05-20,8012,8079,7878,7979,35693,78666.0,6582910.0
2011-05-23,8145,8312,8012,8146,76795,80312.0,6582910.0
2011-05-24,8079,9214,8079,8914,448171,87882.0,6582910.0
2011-05-25,8913,9280,8780,8980,259901,88540.0,6582910.0
2011-05-26,9114,9347,8880,9314,179624,91832.0,6582910.0
2011-05-27,9280,9614,8947,9047,198354,89198.0,6582910.0
2011-05-30,9147,9447,8947,8980,126903,88540.0,6582910.0
2011-05-31,9180,9381,9047,9348,114255,92161.0,6582910.0
2011-06-01,9347,9381,8947,8947,88952,88211.0,6582910.0
2011-06-02,8646,9013,8613,8747,85107,86236.0,6582910.0
2011-06-03,8746,9614,8746,9147,198027,90186.0,6582910.0
2011-06-07,9147,9881,9114,9815,306441,96769.0,6582910.0
2011-06-08,9748,9815,9347,9481,173815,93477.0,6582910.0
2011-06-09,9414,9748,9347,9414,117424,92819.0,6582910.0
2011-06-10,9514,9514,8846,8880,133435,87553.0,6582910.0
2011-06-13,8947,9113,8479,8613,69374,84920.0,6582910.0
2011-06-14,8780,8947,8412,8914,68922,87882.0,6582910.0
2011-06-15,8980,9314,8813,9047,104586,89198.0,6582910.0
2011-06-16,8880,8947,8613,8613,54160,84920.0,6582910.0
2011-06-17,8713,8880,8379,8546,59490,84261.0,6582910.0
2011-06-20,8546,8846,8312,8313,53965,81957.0,6582910.0
2011-06-21,8346,8579,8079,8413,60026,82945.0,6582910.0
2011-06-22,8513,8646,8446,8647,33411,85249.0,6582910.0
2011-06-23,8546,8646,8212,8346,70452,82286.0,6582910.0
2011-06-24,8346,8746,8346,8546,57614,84261.0,6582910.0
2011-06-27,8412,8613,8346,8513,28697,85016.0,6667910.0
2011-06-28,8546,8680,8412,8546,26300,85349.0,6667910.0
2011-06-29,8746,8880,8579,8613,99693,86016.0,6667910.0
2011-06-30,8913,8913,8613,8680,35478,86683.0,6667910.0
2011-07-01,8713,8846,8613,8847,45772,88350.0,6667910.0
2011-07-04,8913,9881,8680,8947,463241,89350.0,6667910.0
2011-07-05,9147,9180,8846,8980,109818,89683.0,6667910.0
2011-07-06,8980,9481,8947,9114,155466,91017.0,6667910.0
2011-07-07,9047,9147,8880,8880,64730,88683.0,6667910.0
2011-07-08,8846,9013,8746,8847,57445,88350.0,6667910.0
2011-07-11,8846,9114,8780,9114,62074,91017.0,6667910.0
2011-07-12,8947,9447,8947,9147,113309,91350.0,6667910.0
2011-07-13,9114,9347,9080,9314,79626,93017.0,6667910.0
2011-07-14,9347,9514,9180,9281,90082,92684.0,6667910.0
2011-07-15,9280,9514,9214,9448,126773,94351.0,6667910.0
2011-07-18,9648,10850,9648,10850,1337311,108354.0,6667910.0
2011-07-19,12300,12450,12000,12450,1185469,83015.0,6667910.0
2011-07-20,13400,14250,12950,13200,3674506,88016.0,6667910.0
2011-07-21,13100,13200,12000,12800,1775289,85349.0,6667910.0
2011-07-22,12700,14700,12450,14700,2218452,98018.0,6667910.0
2011-07-25,15350,15600,13500,13500,3039848,90017.0,6667910.0
2011-07-26,14000,15250,13250,14450,3432821,96351.0,6667910.0
2011-07-27,14300,15350,14100,14300,2021117,95351.0,6667910.0
2011-07-28,14650,15850,13850,14350,3121063,95685.0,6667910.0
2011-07-29,14550,14750,13100,13200,1396895,88016.0,6667910.0
2011-08-01,13300,13600,12750,13100,977902,87350.0,6667910.0
2011-08-02,13100,13650,12400,12700,954451,84682.0,6667910.0
2011-08-03,12600,13200,12500,12950,966361,86349.0,6667910.0
2011-08-04,12500,12950,11050,11050,1733248,73680.0,6667910.0
2011-08-05,10000,10750,9700,10300,779279,68679.0,6667910.0
2011-08-08,10300,11150,9200,10300,1571176,103019.0,10001865.0
2011-08-09,9800,9820,8800,9230,1325160,92317.0,10001865.0
2011-08-10,9880,10550,9570,10250,1613803,102519.0,10001865.0
2011-08-11,9500,11000,9400,10500,2013469,105020.0,10001865.0
2011-08-12,10850,11450,10300,10650,1818238,106520.0,10001865.0
2011-08-16,11150,11550,10800,11000,1544950,110021.0,10001865.0
2011-08-17,11200,11650,11150,11200,1282726,112021.0,10001865.0
2011-08-18,11300,11450,10250,10350,1268661,103519.0,10001865.0
2011-08-19,9800,9970,9050,9150,663409,91517.0,10001865.0
2011-08-22,9230,9830,8900,9340,762539,93417.0,10001865.0
2011-08-23,9550,10000,9510,9740,590397,97418.0,10001865.0
2011-08-24,9950,9980,9190,9190,442189,91917.0,10001865.0
2011-08-25,9420,9570,8900,8900,418643,89017.0,10001865.0
2011-08-26,8850,9190,8850,9070,324107,90717.0,10001865.0
2011-08-29,9230,9940,9170,9700,599268,97018.0,10001865.0
2011-08-30,9890,10150,9590,9590,476132,95918.0,10001865.0
2011-08-31,9790,10050,9670,9880,493280,98818.0,10001865.0
2011-09-01,10050,10150,9520,9600,404690,96018.0,10001865.0
2011-09-02,9440,9600,9330,9540,296767,95418.0,10001865.0
2011-09-05,9440,9540,9190,9210,256693,92117.0,10001865.0
2011-09-06,8900,9150,8080,8610,386398,86116.0,10001865.0
2011-09-07,8900,8940,8710,8880,144694,88817.0,10001865.0
2011-09-08,8990,8990,8460,8600,161655,86016.0,10001865.0
2011-09-09,8520,8720,8300,8340,174279,83416.0,10001865.0
2011-09-14,8340,8400,7600,7640,257068,76414.0,10001865.0
2011-09-15,7900,8050,7220,7500,302520,75014.0,10001865.0
2011-09-16,7650,7910,7620,7820,244224,78215.0,10001865.0
2011-09-19,7700,8380,7680,7960,377475,79615.0,10001865.0
2011-09-20,7920,8130,7600,8010,187028,80115.0,10001865.0
2011-09-21,8070,8380,8010,8280,274316,82815.0,10001865.0
2011-09-22,8060,9060,8050,8350,552814,83516.0,10001865.0
2011-09-23,7930,8080,7190,7190,444156,71913.0,10001865.0
2011-09-26,7250,7460,6120,6120,635568,61211.0,10001865.0
2011-09-27,6230,6620,6230,6520,292201,65212.0,10001865.0
2011-09-28,6880,6880,6300,6300,192347,63012.0,10001865.0
2011-09-29,6120,6700,6120,6580,221432,65812.0,10001865.0
2011-09-30,6580,6870,6570,6700,159938,67012.0,10001865.0
2011-10-04,6090,6210,5940,6140,243411,61411.0,10001865.0
2011-10-05,6180,6290,5450,5520,322446,55210.0,10001865.0
2011-10-06,5800,5970,5710,5730,206875,57311.0,10001865.0
2011-10-07,5910,6580,5910,6580,175231,65812.0,10001865.0
2011-10-10,7030,7190,6660,6950,398032,69513.0,10001865.0
2011-10-11,7240,7840,7010,7680,701641,76814.0,10001865.0
2011-10-12,7570,7730,7350,7670,421971,76714.0,10001865.0
2011-10-13,7900,8210,7800,7960,441915,79615.0,10001865.0
2011-10-14,8100,8100,7710,7820,209990,78215.0,10001865.0
2011-10-17,8000,8250,8000,8230,259956,82315.0,10001865.0
2011-10-18,8000,9460,7910,9460,1142090,94618.0,10001865.0
2011-10-19,10400,10750,9510,9710,2194262,97118.0,10001865.0
2011-10-20,9950,10800,9630,9950,2412871,99519.0,10001865.0
2011-10-21,10300,10800,9580,9700,1343003,97018.0,10001865.0
2011-10-24,9910,10350,9870,10250,872025,102519.0,10001865.0
2011-10-25,10300,11450,9960,10000,1951529,100019.0,10001865.0
2011-10-26,10500,11300,10400,11000,2414117,110021.0,10001865.0
2011-10-27,11200,12150,10650,11100,3198617,111021.0,10001865.0
2011-10-28,11300,11300,9450,9450,1711861,94518.0,10001865.0
2011-10-31,9300,9660,8910,9050,1001855,90517.0,10001865.0
2011-11-01,9310,9850,9200,9230,1238088,92317.0,10001865.0
2011-11-02,8840,9150,8560,8950,574330,89517.0,10001865.0
2011-11-03,9020,9270,8650,8650,356281,86516.0,10001865.0
2011-11-04,8950,9070,8820,8930,217263,89317.0,10001865.0
2011-11-07,9000,9550,8930,9320,429398,93217.0,10001865.0
2011-11-08,9480,9480,8970,8990,308475,89917.0,10001865.0
2011-11-09,9050,9330,8900,9050,275324,90517.0,10001865.0
2011-11-10,8610,8800,8340,8350,281527,83516.0,10001865.0
2011-11-11,8500,8670,8360,8510,177074,85116.0,10001865.0
2011-11-14,8840,9770,8780,9770,794718,97718.0,10001865.0
2011-11-15,9500,9670,9260,9260,403768,92617.0,10001865.0
2011-11-16,9440,9460,8640,8660,572564,86616.0,10001865.0
2011-11-17,8730,8920,8500,8750,274839,87516.0,10001865.0
2011-11-18,8490,9090,8490,8750,251456,87516.0,10001865.0
2011-11-21,8890,9010,8710,8760,228054,87616.0,10001865.0
2011-11-22,8700,9100,8590,8880,290091,88817.0,10001865.0
2011-11-23,8900,9050,8450,8550,236323,85516.0,10001865.0
2011-11-24,8440,8940,8250,8590,256061,85916.0,10001865.0
2011-11-25,8470,8740,8110,8110,199912,81115.0,10001865.0
2011-11-28,8150,8300,8130,8220,94453,82215.0,10001865.0
2011-11-29,8360,8610,8330,8410,146845,84116.0,10001865.0
2011-11-30,8370,8580,8280,8300,101034,83015.0,10001865.0
2011-12-01,8700,8700,8370,8450,151286,84516.0,10001865.0
2011-12-02,8410,8520,8300,8400,59912,84016.0,10001865.0
2011-12-05,8500,8540,8350,8400,91138,84016.0,10001865.0
2011-12-06,8420,9250,8420,8680,472152,86816.0,10001865.0
2011-12-07,8850,9290,8690,9200,555860,92017.0,10001865.0
2011-12-08,9190,9240,8950,9060,346704,90617.0,10001865.0
2011-12-09,8960,9480,8880,9400,306461,94018.0,10001865.0
2011-12-12,9520,10250,9300,9970,1284676,99719.0,10001865.0
2011-12-13,9820,10300,9700,9990,898619,99919.0,10001865.0
2011-12-14,10150,10500,9190,9380,882348,93817.0,10001865.0
2011-12-15,9110,9640,8900,8900,510954,89017.0,10001865.0
2011-12-16,9020,9140,8900,9050,136822,90517.0,10001865.0
2011-12-19,8950,9360,7710,8350,538326,83516.0,10001865.0
2011-12-20,8340,9090,8340,8990,372546,89917.0,10001865.0
2011-12-21,9140,9490,8880,8970,270621,89717.0,10001865.0
2011-12-22,8950,9390,8950,9320,282235,93217.0,10001865.0
2011-12-23,9450,9490,9260,9300,284076,93017.0,10001865.0
2011-12-26,9400,9830,9290,9550,413990,95518.0,10001865.0
2011-12-27,9900,10300,8900,9500,708733,95018.0,10001865.0
2011-12-28,9610,9800,9130,9260,243847,92617.0,10001865.0
2011-12-29,9160,9360,9000,9120,138720,91217.0,10001865.0
2012-01-02,9180,9990,9160,9860,467112,98618.0,10001865.0
2012-01-03,9950,10350,9810,10350,560950,103519.0,10001865.0
2012-01-04,10500,10850,10000,10500,842461,105020.0,10001865.0
2012-01-05,10400,10800,10150,10800,706098,108020.0,10001865.0
2012-01-06,10850,11000,10100,10250,616149,102519.0,10001865.0
2012-01-09,10350,10350,9800,10000,432228,100019.0,10001865.0
2012-01-10,10150,11050,10150,10900,996304,109020.0,10001865.0
2012-01-11,11050,11300,10700,10900,713207,109020.0,10001865.0
2012-01-12,11000,11300,10650,11300,624443,113021.0,10001865.0
2012-01-13,11650,11950,11000,11050,1179356,110521.0,10001865.0
2012-01-16,10900,11300,10750,10750,459583,107520.0,10001865.0
2012-01-17,10850,10950,10350,10550,546021,105520.0,10001865.0
2012-01-18,10550,10850,10400,10550,346508,105520.0,10001865.0
2012-01-19,10700,10700,10400,10400,217444,104019.0,10001865.0
2012-01-20,10500,10600,9770,9800,549740,98018.0,10001865.0
2012-01-25,9890,10250,9720,10050,268478,100519.0,10001865.0
2012-01-26,10000,10150,9920,10000,148984,100019.0,10001865.0
2012-01-27,10050,10350,9960,9990,213289,99919.0,10001865.0
2012-01-30,10100,10100,9620,9630,295430,96318.0,10001865.0
2012-01-31,9610,11050,9610,11050,1145732,110521.0,10001865.0
2012-02-01,10700,10800,10250,10550,1265139,105520.0,10001865.0
2012-02-02,10650,10900,10350,10500,844456,105020.0,10001865.0
2012-02-03,10650,11100,10500,10900,870971,109020.0,10001865.0
2012-02-06,11000,11150,10050,10150,887111,101519.0,10001865.0
2012-02-07,10100,10350,9930,10000,490234,100019.0,10001865.0
2012-02-08,10500,10700,10000,10000,840435,100019.0,10001865.0
2012-02-09,10000,10250,9950,10200,290433,102019.0,10001865.0
2012-02-10,10200,10250,9990,10000,192263,100019.0,10001865.0
2012-02-13,10000,10550,10000,10550,358368,105520.0,10001865.0
2012-02-14,10550,10800,10350,10700,319180,107020.0,10001865.0
2012-02-15,10800,10850,10500,10750,302668,107520.0,10001865.0
2012-02-16,10750,10850,10350,10500,223022,105020.0,10001865.0
2012-02-17,10650,11000,10500,10500,344859,105020.0,10001865.0
2012-02-20,10600,10700,10350,10650,187375,106520.0,10001865.0
2012-02-21,10750,11250,10650,10900,1081402,109020.0,10001865.0
2012-02-22,10900,10950,10300,10400,541649,104019.0,10001865.0
2012-02-23,10450,10850,10400,10400,312750,104019.0,10001865.0
2012-02-24,10400,10500,10200,10250,214280,102519.0,10001865.0
2012-02-27,10350,10450,10100,10100,191810,101019.0,10001865.0
2012-02-28,10200,10450,10050,10400,188245,104019.0,10001865.0
2012-02-29,10400,10800,10250,10800,480779,108020.0,10001865.0
2012-03-02,10850,10950,10550,10650,304584,106520.0,10001865.0
2012-03-05,10600,10900,10450,10450,205128,104519.0,10001865.0
2012-03-06,10350,10500,10100,10400,247158,104019.0,10001865.0
2012-03-07,10150,10500,10150,10400,157131,104019.0,10001865.0
2012-03-08,10450,10650,10400,10500,243668,105020.0,10001865.0
2012-03-09,10600,10900,10450,10600,404365,106020.0,10001865.0
2012-03-12,10700,11550,10700,10750,1441398,107520.0,10001865.0
2012-03-13,11000,11400,10850,11300,567275,113021.0,10001865.0
2012-03-14,11350,11400,11050,11200,446112,112021.0,10001865.0
2012-03-15,11100,11250,10750,10850,274856,108520.0,10001865.0
2012-03-16,10950,11450,10750,11400,451649,114021.0,10001865.0
2012-03-19,11350,11700,11000,11100,493352,111021.0,10001865.0
2012-03-20,11100,11100,10700,10900,267423,109020.0,10001865.0
2012-03-21,10900,11250,10750,11200,320687,112021.0,10001865.0
2012-03-22,11050,11150,10350,10350,388425,103519.0,10001865.0
2012-03-23,10200,10450,10100,10300,269193,103019.0,10001865.0
2012-03-26,10300,10450,9740,9760,443861,97618.0,10001865.0
2012-03-27,9890,9980,9730,9770,177766,97718.0,10001865.0
2012-03-28,9750,9850,9330,9380,319319,93817.0,10001865.0
2012-03-29,9380,9450,9080,9290,186013,92917.0,10001865.0
2012-03-30,9230,9490,9220,9490,86005,94918.0,10001865.0
2012-04-02,9650,9760,9600,9610,170361,96118.0,10001865.0
2012-04-03,9720,9730,9450,9450,119937,94518.0,10001865.0
2012-04-04,9410,9420,8860,9150,195498,91517.0,10001865.0
2012-04-05,9020,9070,8870,9000,85067,90017.0,10001865.0
2012-04-06,8930,9070,8850,8850,87531,88517.0,10001865.0
2012-04-09,8830,8830,8300,8300,154902,83015.0,10001865.0
2012-04-10,8190,8600,8190,8200,115540,82015.0,10001865.0
2012-04-12,8300,8500,8220,8300,74359,83015.0,10001865.0
2012-04-13,8350,8780,8350,8720,117626,87216.0,10001865.0
2012-04-16,8530,8640,8520,8600,55467,86016.0,10001865.0
2012-04-17,8600,8970,8570,8590,140012,85916.0,10001865.0
2012-04-18,8750,8820,8550,8580,81648,85816.0,10001865.0
2012-04-19,8640,8790,8310,8500,96960,85016.0,10001865.0
2012-04-20,8430,8490,8200,8250,106189,82515.0,10001865.0
2012-04-23,8330,8350,8100,8100,83056,81015.0,10001865.0
2012-04-24,7970,8090,7860,7860,178066,78615.0,10001865.0
2012-04-25,7880,8060,7800,7830,122207,78315.0,10001865.0
2012-04-26,7860,8110,7860,8010,112228,80115.0,10001865.0
2012-04-27,8100,8100,7900,7930,55081,79315.0,10001865.0
2012-04-30,7830,8050,7830,8000,75497,80015.0,10001865.0
2012-05-02,8140,8290,8020,8270,87345,82715.0,10001865.0
2012-05-03,8230,8340,8110,8300,45765,83015.0,10001865.0
2012-05-04,8300,8490,8170,8350,57368,83516.0,10001865.0
2012-05-07,8070,8230,8070,8150,39519,81515.0,10001865.0
2012-05-08,8160,8560,8110,8440,68677,84416.0,10001865.0
2012-05-09,8310,8560,8240,8450,57111,84516.0,10001865.0
2012-05-10,8360,8460,8280,8290,38210,82915.0,10001865.0
2012-05-11,8290,8310,8140,8140,57549,81415.0,10001865.0
2012-05-14,8020,8100,7820,7890,74118,78915.0,10001865.0
2012-05-15,7710,8040,7710,7920,61737,79215.0,10001865.0
2012-05-16,7800,7970,7700,7760,47349,77614.0,10001865.0
2012-05-17,7760,8200,7710,7920,45103,79215.0,10001865.0
2012-05-18,7810,7830,7320,7320,99875,73214.0,10001865.0
2012-05-21,7300,7540,7300,7380,21712,73814.0,10001865.0
2012-05-22,7420,7700,7420,7550,36413,75514.0,10001865.0
2012-05-23,7460,7670,7460,7470,27887,74714.0,10001865.0
2012-05-24,7610,7680,7460,7460,30145,74614.0,10001865.0
2012-05-25,7470,7630,7470,7500,17836,75014.0,10001865.0
2012-05-29,7560,7790,7560,7700,41691,77014.0,10001865.0
2012-05-30,7700,7780,7650,7700,13789,77014.0,10001865.0
2012-05-31,7600,7750,7600,7700,14445,77014.0,10001865.0
2012-06-01,7650,7780,7650,7700,23157,77014.0,10001865.0
2012-06-04,7430,7580,7110,7400,64667,74014.0,10001865.0
2012-06-05,7190,7450,7190,7320,30159,73214.0,10001865.0
2012-06-07,7450,7500,7400,7400,32295,74014.0,10001865.0
2012-06-08,7400,7450,7250,7300,45560,73014.0,10001865.0
2012-06-11,7370,7440,7350,7390,31489,73914.0,10001865.0
2012-06-12,7360,7440,7300,7390,33414,73914.0,10001865.0
2012-06-13,7490,7790,7390,7670,85195,76714.0,10001865.0
2012-06-14,7670,7750,7510,7570,33787,75714.0,10001865.0
2012-06-15,7740,7740,7510,7570,43369,75714.0,10001865.0
2012-06-18,7630,7700,7600,7690,44566,76914.0,10001865.0
2012-06-19,7630,7860,7630,7720,81708,77214.0,10001865.0
2012-06-20,7820,7860,7700,7760,42194,77614.0,10001865.0
2012-06-21,7770,8330,7750,8050,195783,80515.0,10001865.0
2012-06-22,7990,8250,7920,8210,96668,82115.0,10001865.0
2012-06-25,8360,8580,8200,8510,156450,85116.0,10001865.0
2012-06-26,8360,8800,8360,8700,137727,87016.0,10001865.0
2012-06-27,8610,8750,8450,8720,78830,87216.0,10001865.0
2012-06-28,8780,8800,8530,8800,59862,88016.0,10001865.0
2012-06-29,8850,8910,8700,8800,77169,88016.0,10001865.0
2012-07-02,8800,8880,8520,8760,74471,87616.0,10001865.0
2012-07-03,8760,9000,8670,8940,70271,89417.0,10001865.0
2012-07-04,9040,9040,8820,8850,30296,88517.0,10001865.0
2012-07-05,8850,8950,8780,8800,51631,88016.0,10001865.0
2012-07-06,8760,8880,8600,8690,59528,86916.0,10001865.0
2012-07-09,8610,8730,8440,8600,57276,86016.0,10001865.0
2012-07-10,8600,9270,8510,9180,93970,91817.0,10001865.0
2012-07-11,9120,9570,9070,9540,157552,95418.0,10001865.0
2012-07-12,9560,9830,9530,9710,176945,97118.0,10001865.0
2012-07-13,9700,9790,9280,9790,141621,97918.0,10001865.0
2012-07-16,9840,10050,9730,10000,297409,100019.0,10001865.0
2012-07-17,9860,10250,9820,9820,211496,98218.0,10001865.0
2012-07-18,9860,10350,9780,10100,291270,101019.0,10001865.0
2012-07-19,10250,10700,10250,10600,353168,106020.0,10001865.0
2012-07-20,10600,10800,10450,10600,143661,106020.0,10001865.0
2012-07-23,10600,10800,10450,10750,182038,107520.0,10001865.0
2012-07-24,10650,10700,10200,10650,209087,106520.0,10001865.0
2012-07-25,10450,10650,10300,10450,153608,104519.0,10001865.0
2012-07-26,10550,10750,10350,10750,198267,107520.0,10001865.0
2012-07-27,10800,11150,10650,11050,289931,110521.0,10001865.0
2012-07-30,11250,11250,10950,11250,159797,112521.0,10001865.0
2012-07-31,11400,11450,11050,11200,115585,112021.0,10001865.0
2012-08-01,11150,11150,10550,11000,349450,110021.0,10001865.0
2012-08-02,10950,11500,10750,11400,310817,114021.0,10001865.0
2012-08-03,11350,11700,11250,11550,204553,115522.0,10001865.0
2012-08-06,11600,11650,11250,11550,185410,115522.0,10001865.0
2012-08-07,11550,11700,11450,11600,237060,116022.0,10001865.0
2012-08-08,11700,11700,11000,11000,280057,110021.0,10001865.0
2012-08-09,11100,11250,10850,10950,239850,109520.0,10001865.0
2012-08-10,11100,11350,11000,11300,232487,113021.0,10001865.0
2012-08-13,11350,11800,11350,11750,402350,117522.0,10001865.0
2012-08-14,11800,12100,11700,11900,429821,119022.0,10001865.0
2012-08-16,12000,12050,11700,11950,206318,119522.0,10001865.0
2012-08-17,11950,12000,11750,11950,129242,119522.0,10001865.0
2012-08-20,12050,12500,11850,12500,281403,125023.0,10001865.0
