오스템임플란트(048260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-05-10,56000,56000,53700,54000,807022,766908.0,14202000.0
2007-05-11,52800,53200,51500,51500,566225,731403.0,14202000.0
2007-05-14,52800,53600,49700,50100,617518,711520.0,14202000.0
2007-05-15,50100,52400,50100,51600,531155,732823.0,14202000.0
2007-05-16,52200,52500,50500,50600,268153,718621.0,14202000.0
2007-05-17,51000,51400,49750,50800,341118,721462.0,14202000.0
2007-05-18,50800,52800,50500,52400,365090,744185.0,14202000.0
2007-05-21,51800,52300,51000,51300,255924,728563.0,14202000.0
2007-05-22,51700,52100,50500,51100,263274,725722.0,14202000.0
2007-05-23,51200,51400,50100,50600,233549,718621.0,14202000.0
2007-05-25,50100,51300,49700,50300,199682,714361.0,14202000.0
2007-05-28,50500,50900,49100,49400,357414,701579.0,14202000.0
2007-05-29,50300,53900,49600,52700,880990,748445.0,14202000.0
2007-05-30,53500,53700,50300,50800,403345,721462.0,14202000.0
2007-05-31,51400,51500,49750,50800,352337,721462.0,14202000.0
2007-06-01,50600,51300,49900,50000,449611,710100.0,14202000.0
2007-06-04,52500,54200,51300,53000,759569,752706.0,14202000.0
2007-06-05,53200,53200,51000,51100,345809,725722.0,14202000.0
2007-06-07,50500,51600,50400,50900,225674,722882.0,14202000.0
2007-06-08,50700,52500,49950,50500,389163,717201.0,14202000.0
2007-06-11,50500,51100,49200,49200,361011,698738.0,14202000.0
2007-06-12,49000,49000,47300,47800,387808,678856.0,14202000.0
2007-06-13,47600,48800,46250,47700,839579,677435.0,14202000.0
2007-06-14,48250,48500,46950,47600,383564,676015.0,14202000.0
2007-06-15,48000,49400,47350,47700,427331,677435.0,14202000.0
2007-06-18,48350,49750,47900,48700,418984,691637.0,14202000.0
2007-06-19,49200,49550,47400,47900,490130,680276.0,14202000.0
2007-06-20,48200,48450,44850,45050,524211,639800.0,14202000.0
2007-06-21,44300,45750,43200,45300,311710,643351.0,14202000.0
2007-06-22,45600,46500,45150,46300,278851,657553.0,14202000.0
2007-06-25,45500,45800,44750,44750,223138,635540.0,14202000.0
2007-06-26,45200,45500,42700,43350,305803,615657.0,14202000.0
2007-06-27,43050,44650,41400,43400,337102,616367.0,14202000.0
2007-06-28,43700,44100,42500,43500,174232,617787.0,14202000.0
2007-06-29,44000,45300,43500,43500,158588,617787.0,14202000.0
2007-07-02,43850,44900,43500,44650,116013,634119.0,14202000.0
2007-07-03,45250,45300,44000,44150,144261,627018.0,14202000.0
2007-07-04,44700,45150,44150,44300,149202,629149.0,14202000.0
2007-07-05,44650,44750,43250,43250,204569,614236.0,14202000.0
2007-07-06,43300,43850,41600,41750,328944,592934.0,14202000.0
2007-07-09,41600,42050,40350,40650,597662,577311.0,14202000.0
2007-07-10,40000,41300,39650,40450,406226,574471.0,14202000.0
2007-07-11,40550,41750,40300,40450,256577,574471.0,14202000.0
2007-07-12,40900,41150,39700,39800,339533,565240.0,14202000.0
2007-07-13,40050,40400,37300,38050,606918,540386.0,14202000.0
2007-07-16,38050,42250,37600,41000,827238,582282.0,14202000.0
2007-07-18,41950,42000,40100,40100,339966,569500.0,14202000.0
2007-07-19,40300,40800,38600,39250,320953,557428.0,14202000.0
2007-07-20,39900,41450,39550,41350,362500,587253.0,14202000.0
2007-07-23,41800,42750,41700,42000,261129,596484.0,14202000.0
2007-07-24,42200,42200,40200,40300,170272,572341.0,14202000.0
2007-07-25,39500,41300,39300,40400,130636,573761.0,14202000.0
2007-07-26,40600,41300,40300,40300,144568,572341.0,14202000.0
2007-07-27,39500,39700,37800,38550,172584,547487.0,14202000.0
2007-07-30,38100,38700,37400,38000,118148,539676.0,14202000.0
2007-07-31,38100,38950,38100,38800,176232,551038.0,14202000.0
2007-08-01,38400,38500,36900,36900,124433,524054.0,14202000.0
2007-08-02,36500,37700,34300,35000,175768,497070.0,14202000.0
2007-08-03,35500,35950,34300,34600,173206,491389.0,14202000.0
2007-08-06,33700,35900,33250,35500,171295,504171.0,14202000.0
2007-08-07,36000,36400,34950,35250,107654,500620.0,14202000.0
2007-08-08,35300,35650,34500,35600,153689,505591.0,14202000.0
2007-08-09,35850,38950,35450,37400,362234,531155.0,14202000.0
2007-08-10,36200,36850,34950,35100,135918,498490.0,14202000.0
2007-08-13,35100,37500,35100,36000,143849,511272.0,14202000.0
2007-08-14,35800,36800,35100,35150,99804,499200.0,14202000.0
2007-08-16,32700,32700,29900,29900,254873,424640.0,14202000.0
2007-08-17,28500,29800,25800,26100,340901,370672.0,14202000.0
2007-08-20,27500,30000,27500,30000,236539,426060.0,14202000.0
2007-08-21,31250,33100,30000,31250,289399,443812.0,14202000.0
2007-08-22,31550,33550,31550,32600,175977,462985.0,14202000.0
2007-08-23,34500,37450,34050,37450,421354,531865.0,14202000.0
2007-08-24,38900,40450,36550,36850,733470,523344.0,14202000.0
2007-08-27,38500,38600,35100,36200,284494,514112.0,14202000.0
2007-08-28,37000,37000,35350,36050,194460,511982.0,14202000.0
2007-08-29,33700,35650,33600,35650,186556,506301.0,14202000.0
2007-08-30,36500,38000,36150,36200,219073,514112.0,14202000.0
2007-08-31,36500,37000,35650,35900,114581,509852.0,14202000.0
2007-09-03,36800,37150,36150,36200,127364,514112.0,14202000.0
2007-09-04,36250,36600,35250,35250,112350,500620.0,14202000.0
2007-09-05,36000,36100,35200,35500,75340,504171.0,14202000.0
2007-09-06,34650,35450,34650,35450,71268,503461.0,14202000.0
2007-09-07,35200,35500,34300,34650,110388,492099.0,14202000.0
2007-09-10,33000,33550,32550,32550,186589,462275.0,14202000.0
2007-09-11,32600,33250,31950,32300,125121,458725.0,14202000.0
2007-09-12,32700,32950,31000,31200,119712,443102.0,14202000.0
2007-09-13,31000,31550,30400,31250,107273,443812.0,14202000.0
2007-09-14,31400,33700,31400,33500,193640,475767.0,14202000.0
2007-09-17,33050,33850,32300,32900,101057,467246.0,14202000.0
2007-09-18,32700,34300,31650,32750,156394,465116.0,14202000.0
2007-09-19,33650,34300,32850,33650,175110,477897.0,14202000.0
2007-09-20,33900,34350,32150,32150,136537,456594.0,14202000.0
2007-09-21,32000,32650,31600,32100,120948,455884.0,14202000.0
2007-09-27,32800,35500,30750,33100,1046756,470086.0,14202000.0
2007-09-28,34900,38050,34500,38050,990661,540386.0,14202000.0
2007-10-01,40500,43750,40500,43750,1306159,621338.0,14202000.0
2007-10-02,45250,46300,43000,44100,1192356,626308.0,14202000.0
2007-10-04,43900,45900,42700,44700,863662,634829.0,14202000.0
2007-10-05,44950,44950,41000,41000,533573,582282.0,14202000.0
2007-10-08,41500,42350,39250,39550,432899,561689.0,14202000.0
2007-10-09,40100,45450,39800,45450,1294810,645481.0,14202000.0
2007-10-10,47200,49600,44250,44250,1581252,628438.0,14202000.0
2007-10-11,44800,46450,43600,44000,559525,624888.0,14202000.0
2007-10-12,43900,45600,42350,43550,410186,618497.0,14202000.0
2007-10-15,43950,47150,43900,44300,574186,629149.0,14202000.0
2007-10-16,43600,44450,42100,42100,354742,597904.0,14202000.0
2007-10-17,41500,42000,40100,41000,258959,582282.0,14202000.0
2007-10-18,41300,44000,41300,42100,269305,597904.0,14202000.0
2007-10-19,42000,42200,40600,40600,125413,576601.0,14202000.0
2007-10-22,36000,39200,35600,39100,208369,555298.0,14202000.0
2007-10-23,41300,42750,40100,40500,248916,575181.0,14202000.0
2007-10-24,41200,42650,39500,40000,187773,568080.0,14202000.0
2007-10-25,41000,41100,39000,40500,134639,575181.0,14202000.0
2007-10-26,40700,40800,39000,40600,157971,576601.0,14202000.0
2007-10-29,41100,41900,40200,40200,208605,570920.0,14202000.0
2007-10-30,42200,43750,40950,40950,412804,581572.0,14202000.0
2007-10-31,41750,42900,40800,41350,267881,587253.0,14202000.0
2007-11-01,42550,47550,42500,47550,1348013,675305.0,14202000.0
2007-11-02,48200,48950,45200,45550,1252643,646901.0,14202000.0
2007-11-05,46200,48300,45650,47550,740983,675305.0,14202000.0
2007-11-06,48100,48600,45800,45900,420106,651872.0,14202000.0
2007-11-07,46000,46500,43050,43300,480648,614947.0,14202000.0
2007-11-08,42000,42600,39800,40600,547002,576601.0,14202000.0
2007-11-09,40650,41500,39000,40550,336351,575891.0,14202000.0
2007-11-12,39100,39650,38850,39100,185440,555298.0,14202000.0
2007-11-13,38500,40650,38500,39550,197813,561689.0,14202000.0
2007-11-14,41100,41800,40250,41000,184060,582282.0,14202000.0
2007-11-15,40850,41200,39950,40400,110460,573761.0,14202000.0
2007-11-16,40150,40200,39300,40000,92488,568080.0,14202000.0
2007-11-19,40300,40450,38500,38500,122446,546777.0,14202000.0
2007-11-20,37200,38150,36350,37850,132756,537546.0,14202000.0
2007-11-21,38150,38900,36500,36500,90630,518373.0,14202000.0
2007-11-22,36100,37600,35050,35450,151667,503461.0,14202000.0
2007-11-23,35400,35800,32300,33800,231794,480028.0,14202000.0
2007-11-26,34200,37500,34200,36200,224332,514112.0,14202000.0
2007-11-27,35000,35700,33700,35700,137992,507011.0,14202000.0
2007-11-28,36450,36700,34500,34500,135546,489969.0,14202000.0
2007-11-29,35000,35950,35000,35600,101329,505591.0,14202000.0
2007-11-30,35650,36900,35500,36350,103494,516243.0,14202000.0
2007-12-03,36600,36600,35450,35750,93058,507722.0,14202000.0
2007-12-04,35500,36750,35500,36250,89282,514822.0,14202000.0
2007-12-05,36350,38750,35900,37300,198006,529735.0,14202000.0
2007-12-06,37900,38450,36950,37000,106175,525474.0,14202000.0
2007-12-07,37300,37600,36050,36250,125141,514822.0,14202000.0
2007-12-10,35350,36500,35350,35500,132149,504171.0,14202000.0
2007-12-11,35550,35800,34500,34600,110371,491389.0,14202000.0
2007-12-12,33900,34200,33000,33600,130602,477187.0,14202000.0
2007-12-13,33600,34500,33450,33550,115346,476477.0,14202000.0
2007-12-14,33600,34150,33200,33450,115748,475057.0,14202000.0
2007-12-17,32700,33050,32000,32000,146399,454464.0,14202000.0
2007-12-18,30700,34050,30700,32750,155733,465116.0,14202000.0
2007-12-20,33000,34350,32700,32900,193100,467246.0,14202000.0
2007-12-21,33050,33500,31250,32000,80501,454464.0,14202000.0
2007-12-24,32000,32850,32000,32050,85642,455174.0,14202000.0
2007-12-26,32100,32500,31600,31600,70821,448783.0,14202000.0
2007-12-27,31300,32200,31300,31700,55979,450203.0,14202000.0
2007-12-28,31950,32250,31550,31900,47996,453044.0,14202000.0
2008-01-02,31700,31900,30850,30850,108700,438132.0,14202000.0
2008-01-03,30150,30600,29950,30100,150461,427480.0,14202000.0
2008-01-04,30100,31450,30050,30200,151279,428900.0,14202000.0
2008-01-07,29200,31650,28900,31000,435773,440262.0,14202000.0
2008-01-08,30800,31300,30250,30300,104210,430321.0,14202000.0
2008-01-09,29850,30400,29750,30250,97364,429610.0,14202000.0
2008-01-10,30550,31250,30400,30550,105644,433871.0,14202000.0
2008-01-11,30850,31050,29500,29500,83647,418959.0,14202000.0
2008-01-14,29400,29400,28100,28100,119877,399076.0,14202000.0
2008-01-15,28150,28550,24850,25200,442042,357890.0,14202000.0
2008-01-16,25650,26200,22400,22500,492691,319545.0,14202000.0
2008-01-17,22800,23900,21700,23800,885101,338008.0,14202000.0
2008-01-18,22500,22900,20250,20600,889219,292561.0,14202000.0
2008-01-21,21000,22100,20750,21300,447572,302503.0,14202000.0
2008-01-22,20400,20600,18150,18800,546835,266998.0,14202000.0
2008-01-23,19700,20300,18850,19250,300405,273388.0,14202000.0
2008-01-24,19700,22100,19700,22100,463323,313864.0,14202000.0
2008-01-25,23250,25200,22600,23450,785917,333037.0,14202000.0
2008-01-28,22800,22900,21250,21600,394758,306763.0,14202000.0
2008-01-29,22400,23050,21700,21700,251523,308183.0,14202000.0
2008-01-30,22200,22300,20100,20350,161401,289011.0,14202000.0
2008-01-31,20100,21450,19650,21150,122255,300372.0,14202000.0
2008-02-01,21850,23550,21050,21300,404434,302503.0,14202000.0
2008-02-04,21550,22800,21500,21800,232832,309604.0,14202000.0
2008-02-05,21500,22400,21350,22050,150848,313154.0,14202000.0
2008-02-11,21000,21450,20800,21300,107494,302503.0,14202000.0
2008-02-12,21300,21500,21050,21100,133354,299662.0,14202000.0
2008-02-13,21550,21600,19900,19900,291495,282620.0,14202000.0
2008-02-14,20500,20750,19900,20050,197887,284750.0,14202000.0
2008-02-15,19650,19950,19250,19700,283503,279779.0,14202000.0
2008-02-18,19700,22350,19350,22000,812633,312444.0,14202000.0
2008-02-19,22400,22450,21300,21650,390896,307473.0,14202000.0
2008-02-20,21750,22300,20850,20900,361177,296822.0,14202000.0
2008-02-21,21400,21800,21100,21700,227495,308183.0,14202000.0
2008-02-22,21450,21550,21000,21100,151963,299662.0,14202000.0
2008-02-25,21250,23050,21250,23050,649209,327356.0,14202000.0
2008-02-26,23300,23350,22100,22300,445341,316705.0,14202000.0
2008-02-27,22600,24350,22300,23450,695410,333037.0,14202000.0
2008-02-28,23750,23800,22950,23700,230426,336587.0,14202000.0
2008-02-29,23450,24500,23250,23400,348258,332327.0,14202000.0
2008-03-03,22500,22950,22100,22550,192692,320255.0,14202000.0
2008-03-04,22950,23200,22550,22900,143399,325226.0,14202000.0
2008-03-05,22900,23350,22400,22600,158375,320965.0,14202000.0
2008-03-06,22850,24400,22800,23550,469714,334457.0,14202000.0
2008-03-07,23100,23350,22650,23000,138401,326646.0,14202000.0
2008-03-10,22400,22700,22100,22200,167331,315284.0,14202000.0
2008-03-11,21700,22500,21500,22250,143944,315994.0,14202000.0
2008-03-12,23000,23350,22650,22850,164272,324516.0,14202000.0
2008-03-13,22750,23100,21800,21800,120473,309604.0,14202000.0
2008-03-14,21850,22300,21500,22000,186529,312444.0,14202000.0
2008-03-17,21800,21800,21000,21250,109886,301792.0,14202000.0
2008-03-18,21300,22250,21300,21850,150362,310314.0,14202000.0
2008-03-19,22700,23250,22400,22450,224974,318835.0,14202000.0
2008-03-20,22500,23000,22300,22950,138605,325936.0,14202000.0
2008-03-21,23300,23750,22900,22900,192398,325226.0,14202000.0
2008-03-24,23200,23500,23050,23400,127183,332327.0,14202000.0
2008-03-25,23800,25750,23700,24600,704859,349369.0,14202000.0
2008-03-26,25050,25400,24800,25400,276854,360731.0,14202000.0
2008-03-27,25150,25450,24900,25450,195850,361441.0,14202000.0
2008-03-28,25250,25700,24800,25000,201226,355050.0,14202000.0
2008-03-31,25000,25200,24200,24850,172590,352920.0,14202000.0
2008-04-01,25350,26400,25100,25500,295107,362151.0,14202000.0
2008-04-02,26100,26250,25200,25200,208212,357890.0,14202000.0
2008-04-03,25550,25550,24500,24700,182131,350789.0,14202000.0
2008-04-04,24450,24500,24100,24200,141626,343688.0,14202000.0
2008-04-07,24200,24950,24200,24700,111976,350789.0,14202000.0
2008-04-08,24550,24850,23950,24050,136791,341558.0,14202000.0
2008-04-10,24100,24800,24050,24600,79630,349369.0,14202000.0
2008-04-11,25050,25250,24500,24500,204140,347949.0,14202000.0
2008-04-14,24100,24100,23100,23100,135295,328066.0,14202000.0
2008-04-15,23200,23700,23150,23500,68223,333747.0,14202000.0
2008-04-16,23500,24100,23500,23900,86604,339428.0,14202000.0
2008-04-17,24500,24700,23850,23850,87910,338718.0,14202000.0
2008-04-18,24050,24300,23700,24150,92879,342978.0,14202000.0
2008-04-21,24400,24850,24200,24800,111918,352210.0,14202000.0
2008-04-22,25000,25100,24350,24600,96691,349369.0,14202000.0
2008-04-23,24550,24850,24250,24700,95128,350789.0,14202000.0
2008-04-24,24800,26100,24700,25200,257900,357890.0,14202000.0
2008-04-25,25600,25750,25050,25400,130030,360731.0,14202000.0
2008-04-28,25500,26150,24450,24450,364370,347239.0,14202000.0
2008-04-29,24350,24850,24250,24500,109046,347949.0,14202000.0
2008-04-30,24450,24950,23300,23700,120321,336587.0,14202000.0
2008-05-02,24300,24300,23900,23950,87659,340138.0,14202000.0
2008-05-06,23750,24300,23750,23950,66074,340138.0,14202000.0
2008-05-07,24000,24550,23900,24100,97938,342268.0,14202000.0
2008-05-08,23750,24150,23650,24000,71750,340848.0,14202000.0
2008-05-09,24100,24850,23900,24550,144002,348659.0,14202000.0
2008-05-13,24950,25350,24750,24950,156979,354340.0,14202000.0
2008-05-14,25000,25300,24500,24600,99315,349369.0,14202000.0
2008-05-15,24600,25100,24000,24400,144622,346529.0,14202000.0
2008-05-16,24600,25250,24600,24850,179105,352920.0,14202000.0
2008-05-19,25100,25150,24200,24300,147508,345109.0,14202000.0
2008-05-20,24300,24600,23800,24350,150142,345819.0,14202000.0
2008-05-21,23800,24100,23300,23300,137753,330907.0,14202000.0
2008-05-22,22900,22900,22250,22400,130238,318125.0,14202000.0
2008-05-23,22650,23450,22600,22750,106989,323096.0,14202000.0
2008-05-26,22650,23150,22250,23000,73518,326646.0,14202000.0
2008-05-27,22900,23200,22000,22050,83814,313154.0,14202000.0
2008-05-28,22050,22450,21350,21400,125327,303923.0,14202000.0
2008-05-29,21500,21800,21150,21400,91919,303923.0,14202000.0
2008-05-30,21500,21800,21300,21650,59031,307473.0,14202000.0
2008-06-02,21400,21800,21400,21650,49296,307473.0,14202000.0
2008-06-03,21500,21650,21350,21400,48591,303923.0,14202000.0
2008-06-04,21450,21450,20750,21050,95019,298952.0,14202000.0
2008-06-05,20800,21300,20800,21000,49573,298242.0,14202000.0
2008-06-09,20000,20500,20000,20350,76878,289011.0,14202000.0
2008-06-10,20150,20450,19750,19800,95651,281200.0,14202000.0
2008-06-11,20000,20150,19650,19800,80237,281200.0,14202000.0
2008-06-12,19500,19550,19100,19200,105073,272678.0,14202000.0
2008-06-13,19050,19350,18600,19000,101250,269838.0,14202000.0
2008-06-16,19150,19950,19100,19300,59328,274099.0,14202000.0
2008-06-17,19400,19750,18950,19100,52144,271258.0,14202000.0
2008-06-18,19150,19250,19000,19250,46252,273388.0,14202000.0
2008-06-19,19150,19250,18850,18900,49727,268418.0,14202000.0
2008-06-20,19100,19300,18700,18800,58923,266998.0,14202000.0
2008-06-23,18400,18650,18150,18600,67141,264157.0,14202000.0
2008-06-24,18500,18650,18050,18100,62297,257056.0,14202000.0
2008-06-25,17800,17950,17600,17800,61082,252796.0,14202000.0
2008-06-26,17650,18400,17650,18050,73316,256346.0,14202000.0
2008-06-27,17600,17800,17300,17550,48850,249245.0,14202000.0
2008-06-30,17550,17600,16700,16700,95967,237173.0,14202000.0
2008-07-01,16650,16850,16000,16100,119612,228652.0,14202000.0
2008-07-02,15500,15800,13800,14200,274803,201668.0,14202000.0
2008-07-03,13000,15700,12800,15000,310178,213030.0,14202000.0
2008-07-04,15300,15600,14300,14500,137800,205929.0,14202000.0
2008-07-07,14050,14600,14000,14300,52346,203089.0,14202000.0
2008-07-08,14100,14150,12500,13350,143044,189597.0,14202000.0
2008-07-09,13700,15350,13550,15350,258774,218001.0,14202000.0
2008-07-10,15350,17050,15000,15400,498443,218711.0,14202000.0
2008-07-11,15900,17650,15800,17000,467939,241434.0,14202000.0
2008-07-14,17000,17350,15800,15950,320305,226522.0,14202000.0
2008-07-15,16100,16650,15500,16200,183769,230072.0,14202000.0
2008-07-16,16600,16950,15600,15700,108975,222971.0,14202000.0
2008-07-17,16400,16400,15450,15550,124015,220841.0,14202000.0
2008-07-18,15550,17650,15550,16800,439519,238594.0,14202000.0
2008-07-21,17100,18450,17100,17800,385733,252796.0,14202000.0
2008-07-22,17850,17950,17150,17900,172610,254216.0,14202000.0
2008-07-23,18450,18750,17700,17750,146078,252086.0,14202000.0
2008-07-24,18050,18300,17100,17100,159056,242854.0,14202000.0
2008-07-25,16900,17750,16650,17050,130066,242144.0,14202000.0
2008-07-28,17350,17700,16900,16900,70770,240014.0,14202000.0
2008-07-29,16700,17500,16100,17500,138323,248535.0,14202000.0
2008-07-30,17800,19400,17750,18500,671031,262737.0,14202000.0
2008-07-31,18900,19100,18100,18100,243010,257056.0,14202000.0
2008-08-01,17850,18300,17200,17750,165126,252086.0,14202000.0
2008-08-04,17700,17800,17100,17300,88631,245695.0,14202000.0
2008-08-05,17250,17500,16150,16300,166824,231493.0,14202000.0
2008-08-06,16800,17150,16650,16750,89221,237884.0,14202000.0
2008-08-07,17000,17100,16650,16700,69207,237173.0,14202000.0
2008-08-08,16550,18200,16550,17800,327004,252796.0,14202000.0
2008-08-11,18250,18350,17550,17550,161364,249245.0,14202000.0
2008-08-12,17800,18450,17750,18150,148459,257766.0,14202000.0
2008-08-13,18150,18350,17650,17950,119513,254926.0,14202000.0
2008-08-14,18000,18900,18000,18800,227876,266998.0,14202000.0
2008-08-18,18800,19000,18000,18150,130983,257766.0,14202000.0
2008-08-19,17800,17950,17000,17800,162289,252796.0,14202000.0
2008-08-20,17500,18150,17450,18050,105399,256346.0,14202000.0
2008-08-21,18200,18200,17250,17400,78709,247115.0,14202000.0
2008-08-22,17200,17500,15950,16200,154725,230072.0,14202000.0
2008-08-25,16200,16450,16000,16000,62358,227232.0,14202000.0
2008-08-26,15450,16350,15200,15850,67897,225102.0,14202000.0
2008-08-27,15850,16250,15600,15650,63556,222261.0,14202000.0
2008-08-28,16000,16700,16000,16100,125277,228652.0,14202000.0
2008-08-29,16500,16650,15700,15700,63327,222971.0,14202000.0
2008-09-01,15400,15400,14200,14200,106558,201668.0,14202000.0
2008-09-02,14000,15000,13500,14000,119176,198828.0,14202000.0
2008-09-03,13750,14500,13750,14400,108157,204509.0,14202000.0
2008-09-04,14450,16350,14450,15800,231578,224392.0,14202000.0
2008-09-05,15200,17400,15200,16600,260130,235753.0,14202000.0
2008-09-08,17250,17700,17050,17550,180704,249245.0,14202000.0
2008-09-09,17900,18200,17350,17850,186911,253506.0,14202000.0
2008-09-10,17550,17600,16800,17050,143541,242144.0,14202000.0
2008-09-11,17200,17600,17000,17200,68361,244274.0,14202000.0
2008-09-12,17600,17600,17000,17300,82151,245695.0,14202000.0
2008-09-16,15150,16300,15100,15300,130417,217291.0,14202000.0
2008-09-17,16050,16400,15600,15650,176159,222261.0,14202000.0
2008-09-18,15000,15350,14600,14900,151709,211610.0,14202000.0
2008-09-19,15500,15600,15050,15150,224389,215160.0,14202000.0
2008-09-22,15400,16250,15000,15400,315954,218711.0,14202000.0
2008-09-23,15200,16000,15100,15800,130306,224392.0,14202000.0
2008-09-24,15700,16000,15450,15750,121579,223682.0,14202000.0
2008-09-25,15750,15950,15300,15600,127177,221551.0,14202000.0
2008-09-26,15650,16100,15300,15300,136456,217291.0,14202000.0
2008-09-29,15600,15700,14850,14900,99172,211610.0,14202000.0
2008-09-30,13600,15100,13450,15050,174242,213740.0,14202000.0
2008-10-01,15350,15350,14900,14950,62927,212320.0,14202000.0
2008-10-02,15150,15250,14400,14650,48862,208059.0,14202000.0
2008-10-06,14200,14500,13800,13900,71275,197408.0,14202000.0
2008-10-07,13350,13850,13000,13850,70824,196698.0,14202000.0
2008-10-08,13200,13750,12500,12650,92895,179655.0,14202000.0
2008-10-09,12400,13000,12300,12550,91899,178235.0,14202000.0
2008-10-10,11600,11650,10700,11300,114071,160483.0,14202000.0
2008-10-13,11650,12500,11550,12400,837426,176105.0,14202000.0
2008-10-14,13350,14150,13050,13850,140997,196698.0,14202000.0
2008-10-15,13600,13600,13000,13500,71315,191727.0,14202000.0
2008-10-16,12300,15000,11500,15000,127561,213030.0,14202000.0
2008-10-17,14500,14500,12900,12900,187883,183206.0,14202000.0
2008-10-20,13200,13500,11500,12500,51947,177525.0,14202000.0
2008-10-21,13000,14350,12400,14350,361622,203799.0,14202000.0
2008-10-22,14900,14950,12200,12300,569616,174685.0,14202000.0
