육일씨엔에쓰(191410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-08,7220,7220,6990,7120,12120,60684.0,8522980.0
2017-09-11,7120,7160,6910,7160,18833,61025.0,8522980.0
2017-09-12,7160,7230,7020,7120,19204,60684.0,8522980.0
2017-09-13,7120,7120,6920,6920,32706,58979.0,8522980.0
2017-09-14,6900,7170,6840,6950,14942,59235.0,8522980.0
2017-09-15,6950,7150,6840,7110,22029,60598.0,8522980.0
2017-09-18,7110,7180,7010,7010,26081,59746.0,8522980.0
2017-09-19,7010,7140,6900,7020,8832,59831.0,8522980.0
2017-09-20,7020,7040,6850,6890,21755,58723.0,8522980.0
2017-09-21,6890,6940,6750,6930,13750,59064.0,8522980.0
2017-09-22,6910,6960,6680,6920,33688,58979.0,8522980.0
2017-09-25,6720,6860,6590,6600,45332,56252.0,8522980.0
2017-09-26,6350,6780,6330,6530,15731,55655.0,8522980.0
2017-09-27,6530,6530,6410,6450,9080,54973.0,8522980.0
2017-09-28,6450,6540,6400,6450,12318,54973.0,8522980.0
2017-09-29,6450,6790,6450,6660,9551,56763.0,8522980.0
2017-10-10,6780,6780,6430,6430,23773,54803.0,8522980.0
2017-10-11,6400,6720,6400,6590,21225,56166.0,8522980.0
2017-10-12,6590,6750,6470,6500,9827,55399.0,8522980.0
2017-10-13,6500,6500,6290,6460,30848,55058.0,8522980.0
2017-10-16,6570,6650,6050,6530,19712,55655.0,8522980.0
2017-10-17,6650,6650,6360,6490,9596,55314.0,8522980.0
2017-10-18,6480,6480,6150,6430,19670,54803.0,8522980.0
2017-10-19,6450,6460,6310,6430,10850,54803.0,8522980.0
2017-10-20,6430,6550,6110,6490,22841,55314.0,8522980.0
2017-10-23,6490,6500,6380,6450,5285,54973.0,8522980.0
2017-10-24,6490,6540,6440,6500,17045,55399.0,8522980.0
2017-10-25,6490,6710,6490,6640,24236,56593.0,8522980.0
2017-10-26,6640,6690,6530,6600,14074,56252.0,8522980.0
2017-10-27,6630,6700,6580,6600,22589,56252.0,8522980.0
2017-10-30,6670,6810,6600,6790,26754,57871.0,8522980.0
2017-10-31,6720,7180,6700,6950,26547,59235.0,8522980.0
2017-11-01,6920,7000,6870,7000,5530,59661.0,8522980.0
2017-11-02,6910,7000,6800,6920,9939,58979.0,8522980.0
2017-11-03,6860,7200,6860,7120,66945,60684.0,8522980.0
2017-11-06,7080,7150,7070,7120,21348,60684.0,8522980.0
2017-11-07,7240,7240,7030,7120,32389,60684.0,8522980.0
2017-11-08,7120,7190,7100,7140,24087,60854.0,8522980.0
2017-11-09,7180,7180,7040,7080,34270,60343.0,8522980.0
2017-11-10,7020,7280,7000,7190,40680,61280.0,8522980.0
2017-11-13,7220,7250,7060,7200,18463,61365.0,8522980.0
2017-11-14,7050,7150,6950,6950,37564,59235.0,8522980.0
2017-11-15,6480,6600,5890,5960,453991,50797.0,8522980.0
2017-11-16,5900,6240,5900,6210,85463,52928.0,8522980.0
2017-11-17,6210,6350,6200,6200,51634,52842.0,8522980.0
2017-11-20,6200,6230,6110,6210,25291,52928.0,8522980.0
2017-11-21,6240,6240,5890,6110,43484,52075.0,8522980.0
2017-11-22,6110,6150,6050,6090,36920,51905.0,8522980.0
2017-11-23,6100,6150,6000,6090,21492,51905.0,8522980.0
2017-11-24,6100,6120,6030,6100,22738,51990.0,8522980.0
2017-11-27,6100,6350,6100,6240,39813,53183.0,8522980.0
2017-11-28,6300,6310,6140,6310,23979,53780.0,8522980.0
2017-11-29,6300,6360,6160,6300,16795,53695.0,8522980.0
2017-11-30,6300,6300,6150,6240,11560,53183.0,8522980.0
2017-12-01,6160,6290,6160,6290,21800,53610.0,8522980.0
2017-12-04,6290,6340,6180,6340,30851,54036.0,8522980.0
2017-12-05,6300,6450,6190,6260,26621,53354.0,8522980.0
2017-12-06,6260,6450,6220,6340,14903,54036.0,8522980.0
2017-12-07,6300,6380,6100,6250,20281,53269.0,8522980.0
2017-12-08,6250,6400,6180,6180,22525,52672.0,8522980.0
2017-12-11,6160,6290,6140,6280,13181,53524.0,8522980.0
2017-12-12,6290,6290,6140,6230,13327,53098.0,8522980.0
2017-12-13,6200,6290,6090,6140,16134,52331.0,8522980.0
2017-12-14,6150,6150,5790,5800,133117,49433.0,8522980.0
2017-12-15,5860,5860,5640,5750,29595,49007.0,8522980.0
2017-12-18,5750,5880,5740,5780,18558,49263.0,8522980.0
2017-12-19,5870,5980,5710,5820,18159,49604.0,8522980.0
2017-12-20,5900,5900,5750,5880,3278,50115.0,8522980.0
2017-12-21,5900,5900,5650,5890,20083,50200.0,8522980.0
2017-12-22,5900,5970,5730,5970,10056,50882.0,8522980.0
2017-12-26,6000,6090,5560,5610,54856,47814.0,8522980.0
2017-12-27,5690,5730,5600,5710,5582,48666.0,8522980.0
2017-12-28,5710,5770,5550,5600,17326,47729.0,8522980.0
2018-01-02,5690,5690,5540,5640,29857,48070.0,8522980.0
2018-01-03,5680,5680,5480,5590,28477,47643.0,8522980.0
2018-01-04,5590,5660,5500,5640,16529,48070.0,8522980.0
2018-01-05,5650,5700,5510,5650,17519,48155.0,8522980.0
2018-01-08,5650,5650,5420,5420,30125,46195.0,8522980.0
2018-01-09,5420,5690,5420,5600,18626,47729.0,8522980.0
2018-01-10,5600,5700,5500,5640,18973,48070.0,8522980.0
2018-01-11,5600,5800,5600,5800,21544,49433.0,8522980.0
2018-01-12,5800,5800,5650,5700,26604,48581.0,8522980.0
2018-01-15,5700,6160,5570,5780,114493,49263.0,8522980.0
2018-01-16,5780,6080,5750,6060,48054,51649.0,8522980.0
2018-01-17,6060,6060,5800,5900,27400,50286.0,8522980.0
2018-01-18,5960,5970,5800,5890,7487,50200.0,8522980.0
2018-01-19,5900,5920,5820,5880,5832,50115.0,8522980.0
2018-01-22,5820,5980,5720,5830,34231,49689.0,8522980.0
2018-01-23,5830,5940,5790,5930,15291,50541.0,8522980.0
2018-01-24,5810,6050,5810,6050,12262,51564.0,8522980.0
2018-01-25,6120,6950,6040,6350,97390,54121.0,8522980.0
2018-01-26,6270,6820,6250,6700,73537,57104.0,8522980.0
2018-01-29,6700,7220,6650,7000,172029,59661.0,8522980.0
2018-01-30,7040,7070,6810,6900,24884,58809.0,8522980.0
2018-01-31,6680,6900,6650,6750,14912,57530.0,8522980.0
2018-02-01,6610,6820,6590,6740,15058,57445.0,8522980.0
2018-02-02,6550,6880,6550,6750,31601,57530.0,8522980.0
2018-02-05,6600,6630,6500,6510,13205,55485.0,8522980.0
2018-02-06,6280,6380,5810,6300,46137,53695.0,8522980.0
2018-02-07,6320,6320,6120,6120,16714,52161.0,8522980.0
2018-02-08,6120,6450,6080,6180,28626,52672.0,8522980.0
2018-02-09,6110,6200,6000,6190,13797,52757.0,8522980.0
2018-02-12,6190,6300,6020,6200,13209,52842.0,8522980.0
2018-02-13,6200,6270,6090,6130,10140,52246.0,8522980.0
2018-02-14,6130,6190,6030,6190,7780,52757.0,8522980.0
2018-02-19,6190,6420,6190,6420,8746,54718.0,8522980.0
2018-02-20,6320,6440,6100,6290,31287,53610.0,8522980.0
2018-02-21,6250,8000,6250,7320,978529,63016.0,8608699.0
2018-02-22,7670,7980,7410,7980,449640,68697.0,8608699.0
2018-02-23,7910,7960,7540,7600,202233,65426.0,8608699.0
2018-02-26,7440,7670,7350,7450,104433,64135.0,8608699.0
2018-02-27,7400,7650,7350,7370,54803,63446.0,8608699.0
2018-02-28,7350,7570,7200,7330,74501,63102.0,8608699.0
2018-03-02,7310,7620,7250,7500,96541,64565.0,8608699.0
2018-03-05,7450,8190,7450,8110,386507,69817.0,8608699.0
2018-03-06,8180,8250,7930,8080,131487,69558.0,8608699.0
2018-03-07,8200,8330,6670,6800,882101,58539.0,8608699.0
2018-03-08,6720,6980,6450,6630,437698,57076.0,8608699.0
2018-03-09,6600,6780,6560,6690,109974,57592.0,8608699.0
2018-03-12,6670,6810,6650,6740,94975,62182.0,9225874.0
2018-03-13,6750,6880,6640,6810,159645,62828.0,9225874.0
2018-03-14,6810,6900,6730,6810,47042,62828.0,9225874.0
2018-03-15,6880,6880,6570,6710,98075,61906.0,9225874.0
2018-03-16,6710,6790,6590,6660,38790,61444.0,9225874.0
2018-03-19,6610,6670,6360,6410,109855,59138.0,9225874.0
2018-03-20,6370,6530,6300,6460,50066,59599.0,9225874.0
2018-03-21,6460,6600,6450,6600,48585,60891.0,9225874.0
2018-03-22,6590,6680,6470,6580,71944,60706.0,9225874.0
2018-03-23,6410,6540,6350,6480,42602,59784.0,9225874.0
2018-03-26,6480,6710,6400,6680,118847,61629.0,9225874.0
2018-03-27,6720,6760,6490,6640,52187,61260.0,9225874.0
2018-03-28,6550,6600,6350,6380,67329,58861.0,9225874.0
2018-03-29,6450,6450,6170,6190,94040,57108.0,9225874.0
2018-03-30,6200,6410,6200,6410,25378,59138.0,9225874.0
2018-04-02,6430,6430,6250,6270,50634,57846.0,9225874.0
2018-04-03,6340,6350,6150,6250,66841,57662.0,9225874.0
2018-04-04,6260,6350,6100,6200,27429,57200.0,9225874.0
2018-04-05,6200,6300,6170,6260,29080,57754.0,9225874.0
2018-04-06,6260,6300,6180,6230,6577,57477.0,9225874.0
2018-04-09,6230,6400,6160,6350,38381,58584.0,9225874.0
2018-04-10,6350,6440,6170,6420,20556,59230.0,9225874.0
2018-04-11,6490,6490,6230,6390,15620,58953.0,9225874.0
2018-04-12,6380,6470,6190,6290,58654,58031.0,9225874.0
2018-04-13,6240,6330,6130,6220,64162,57385.0,9225874.0
2018-04-16,6290,6290,6120,6190,44741,57108.0,9225874.0
2018-04-17,6250,6400,6210,6340,48533,58492.0,9225874.0
2018-04-18,6350,6530,6310,6500,50536,59968.0,9225874.0
2018-04-19,6600,6630,6350,6470,49810,59691.0,9225874.0
2018-04-20,6460,6500,6390,6460,25525,59599.0,9225874.0
2018-04-23,6460,6960,6440,6800,263126,62736.0,9225874.0
2018-04-24,6930,6930,6590,6600,60623,60891.0,9225874.0
2018-04-25,6740,6750,6280,6330,65657,58400.0,9225874.0
2018-04-26,6330,6410,6180,6300,77686,58123.0,9225874.0
2018-04-27,6370,6370,6210,6300,26938,58123.0,9225874.0
2018-04-30,6250,6380,6170,6200,49951,57307.0,9243017.0
2018-05-02,6290,6360,6140,6330,33591,58508.0,9243017.0
2018-05-03,6400,6440,6260,6320,32099,58416.0,9243017.0
2018-05-04,6360,6360,6150,6290,40784,58139.0,9243017.0
2018-05-08,6200,6270,6060,6060,54353,56013.0,9243017.0
2018-05-09,6100,6230,6000,6180,19064,57122.0,9243017.0
2018-05-10,6240,6250,6150,6250,31640,57769.0,9243017.0
2018-05-11,6260,6310,6160,6300,29536,58231.0,9243017.0
2018-05-14,6320,6320,6190,6220,27991,57492.0,9243017.0
2018-05-15,6250,6290,6000,6150,104505,56845.0,9243017.0
2018-05-16,6070,6130,5940,6100,83704,56382.0,9243017.0
2018-05-17,6100,6190,6030,6100,23308,56382.0,9243017.0
2018-05-18,6030,6200,6000,6070,28958,56105.0,9243017.0
2018-05-21,6100,6100,5980,6020,13685,55643.0,9243017.0
2018-05-23,6050,6050,5760,5820,110483,53794.0,9243017.0
2018-05-24,5820,5840,5730,5800,57663,53709.0,9260160.0
2018-05-25,5850,5860,5700,5810,25719,53802.0,9260160.0
2018-05-28,5850,5910,5780,5850,37604,54172.0,9260160.0
2018-05-29,5900,5900,5760,5810,40299,53802.0,9260160.0
2018-05-30,5800,5810,5640,5750,62520,53246.0,9260160.0
2018-05-31,5800,5990,5700,5990,34974,55468.0,9260160.0
2018-06-01,5980,6150,5960,6150,32241,56950.0,9260160.0
2018-06-04,6150,6230,6100,6200,118265,57413.0,9260160.0
2018-06-05,6200,6510,6140,6500,95504,60191.0,9260160.0
2018-06-07,6410,6560,6410,6530,36401,60469.0,9260160.0
2018-06-08,6440,6600,6440,6550,52584,60654.0,9260160.0
2018-06-11,6480,6550,6350,6450,35944,59728.0,9260160.0
2018-06-12,6450,6670,6440,6600,75531,61117.0,9260160.0
2018-06-14,6450,6540,6390,6390,43211,59172.0,9260160.0
2018-06-15,6350,6550,6320,6450,22498,59728.0,9260160.0
2018-06-18,6350,6460,6130,6160,50369,57043.0,9260160.0
2018-06-19,6160,6300,6130,6260,19866,57969.0,9260160.0
2018-06-20,6260,6410,6170,6410,42597,59358.0,9260160.0
2018-06-21,6350,6410,6100,6350,38871,58802.0,9260160.0
2018-06-22,6300,6420,6150,6340,69184,59362.0,9363022.0
2018-06-25,6300,6430,6250,6330,31696,59268.0,9363022.0
2018-06-26,6290,6360,6260,6350,25697,59455.0,9363022.0
2018-06-27,6300,6360,6190,6250,19501,58519.0,9363022.0
2018-06-28,6240,6240,5990,6100,48838,57114.0,9363022.0
2018-06-29,6120,6180,6060,6180,34005,57863.0,9363022.0
2018-07-02,6200,6240,6000,6120,38124,57302.0,9363022.0
2018-07-03,6160,6220,5970,6100,22774,57114.0,9363022.0
2018-07-04,6100,6250,6040,6230,8669,58332.0,9363022.0
2018-07-05,6200,6200,5730,5980,46378,55991.0,9363022.0
2018-07-06,6000,6180,5890,5960,36143,55804.0,9363022.0
2018-07-09,5950,6090,5890,6050,30974,56646.0,9363022.0
2018-07-10,6120,6160,6040,6120,1006,57302.0,9363022.0
2018-07-11,6130,6130,5750,6020,7310,56365.0,9363022.0
2018-07-12,6000,6140,5910,6010,29754,56272.0,9363022.0
2018-07-13,6040,6050,5880,6050,9011,56646.0,9363022.0
2018-07-16,6060,6060,5850,5980,19637,55991.0,9363022.0
2018-07-17,5900,5980,5800,5880,37617,55055.0,9363022.0
2018-07-18,5910,5980,5880,5930,3654,55523.0,9363022.0
2018-07-19,5930,5970,5790,5880,10174,55055.0,9363022.0
2018-07-20,5900,5930,5730,5880,19382,55055.0,9363022.0
2018-07-23,5730,5910,5670,5850,17670,54774.0,9363022.0
2018-07-24,5710,5850,5710,5820,8054,54493.0,9363022.0
2018-07-25,5860,5860,5700,5800,11140,54306.0,9363022.0
2018-07-26,5800,5850,5730,5800,5321,54306.0,9363022.0
2018-07-27,5790,5790,5700,5750,12384,53837.0,9363022.0
2018-07-30,5700,5740,5610,5730,7466,53650.0,9363022.0
2018-07-31,5700,5840,5680,5760,6244,53931.0,9363022.0
2018-08-01,5780,5940,5780,5940,7079,55616.0,9363022.0
2018-08-02,5960,5960,5860,5950,1503,55710.0,9363022.0
2018-08-03,5950,5950,5850,5950,3787,55710.0,9363022.0
2018-08-06,5860,6180,5860,6030,13287,56459.0,9363022.0
2018-08-07,6040,6040,5870,5920,3590,55429.0,9363022.0
2018-08-08,5920,5920,5790,5880,8652,55055.0,9363022.0
2018-08-09,5880,6000,5710,5980,34348,55991.0,9363022.0
2018-08-10,5980,5980,5860,5940,3803,55616.0,9363022.0
2018-08-13,5930,5930,5710,5900,6008,55242.0,9363022.0
2018-08-14,6090,6090,5740,5740,9583,53744.0,9363022.0
2018-08-16,5590,5600,5040,5290,108095,49530.0,9363022.0
2018-08-17,5020,5270,5000,5170,72816,48407.0,9363022.0
2018-08-20,5170,5190,5040,5180,13044,48500.0,9363022.0
2018-08-21,5190,5290,5190,5290,5914,49530.0,9363022.0
2018-08-22,5280,5290,5180,5200,21343,48688.0,9363022.0
2018-08-23,5200,5250,5140,5200,1613,48688.0,9363022.0
2018-08-24,5200,5200,4950,5000,82772,46815.0,9363022.0
2018-08-27,5040,5050,4870,4900,36188,45879.0,9363022.0
2018-08-28,4985,5050,4895,4940,40805,46253.0,9363022.0
2018-08-29,4940,5020,4915,5010,41351,46909.0,9363022.0
2018-08-30,5030,5030,4900,4920,15072,46066.0,9363022.0
2018-08-31,5000,5000,4800,4860,17623,45504.0,9363022.0
2018-09-03,4950,4950,4855,4895,5618,45832.0,9363022.0
2018-09-04,4835,4930,4835,4895,5729,45832.0,9363022.0
2018-09-05,4950,4950,4740,4800,45580,44943.0,9363022.0
2018-09-06,4875,4875,4705,4780,19417,44755.0,9363022.0
2018-09-07,4800,4815,4690,4815,32782,45083.0,9363022.0
2018-09-10,4850,4850,4725,4795,8934,44896.0,9363022.0
2018-09-11,4820,4850,4750,4825,9693,45177.0,9363022.0
2018-09-12,4850,4850,4780,4800,8641,44943.0,9363022.0
2018-09-13,4830,4830,4750,4805,7270,44989.0,9363022.0
2018-09-14,4830,4890,4780,4830,11087,45223.0,9363022.0
2018-09-17,4875,4875,4795,4835,22315,45270.0,9363022.0
2018-09-18,4835,4850,4740,4835,46978,45270.0,9363022.0
2018-09-19,4835,4870,4800,4805,17289,44989.0,9363022.0
2018-09-20,4850,5200,4800,4980,37318,46628.0,9363022.0
2018-09-21,4990,5430,4990,5120,77120,47939.0,9363022.0
2018-09-27,5150,5200,5060,5140,17952,48126.0,9363022.0
2018-09-28,5150,5150,4740,4910,22513,45972.0,9363022.0
2018-10-01,4910,4910,4730,4825,36234,45177.0,9363022.0
2018-10-02,4850,4850,4755,4800,13978,44943.0,9363022.0
2018-10-04,4900,4900,4665,4685,29697,43866.0,9363022.0
2018-10-05,4700,5440,4470,4925,188009,46113.0,9363022.0
2018-10-08,4985,4985,4735,4755,51506,44521.0,9363022.0
2018-10-10,4725,4805,4530,4805,26656,44989.0,9363022.0
2018-10-11,4790,4790,4330,4535,22039,42461.0,9363022.0
2018-10-12,4575,4645,4525,4600,33004,43070.0,9363022.0
2018-10-15,4600,4640,4530,4580,3402,42883.0,9363022.0
2018-10-16,4455,4560,4365,4405,21617,41244.0,9363022.0
2018-10-17,4400,4530,4380,4410,29720,41291.0,9363022.0
2018-10-18,4380,4455,4370,4380,8576,41010.0,9363022.0
2018-10-19,4370,4405,4200,4210,23915,39418.0,9363022.0
2018-10-22,4340,4340,4225,4290,11921,40167.0,9363022.0
2018-10-23,4375,4375,4115,4120,15956,38576.0,9363022.0
2018-10-24,4195,4195,3780,3850,120748,36048.0,9363022.0
2018-10-25,3805,4025,3655,3680,25283,34456.0,9363022.0
2018-10-26,3680,3805,3655,3775,17644,35345.0,9363022.0
2018-10-29,3795,3995,3610,3685,34145,34503.0,9363022.0
2018-10-30,3500,3680,3400,3575,82460,33473.0,9363022.0
2018-10-31,3550,3800,3530,3620,19973,33894.0,9363022.0
2018-11-01,3740,3740,3605,3675,9944,34409.0,9363022.0
2018-11-02,3735,3780,3655,3755,15915,35158.0,9363022.0
2018-11-05,3715,3840,3685,3825,12530,35814.0,9363022.0
2018-11-06,3790,3870,3770,3830,8174,35860.0,9363022.0
2018-11-07,3810,4025,3805,3840,41107,35954.0,9363022.0
2018-11-08,3950,3975,3830,3875,18288,36282.0,9363022.0
2018-11-09,3850,3870,3775,3780,6873,35392.0,9363022.0
2018-11-12,3780,3780,3725,3730,5173,34924.0,9363022.0
2018-11-13,3800,3800,3610,3690,7915,34550.0,9363022.0
2018-11-14,3800,3840,3670,3670,12920,34362.0,9363022.0
2018-11-15,3735,3735,3440,3455,35092,32349.0,9363022.0
2018-11-16,3545,3670,3485,3595,21511,33660.0,9363022.0
2018-11-19,3600,3645,3495,3510,30790,32864.0,9363022.0
2018-11-20,3550,3550,3305,3455,43119,32349.0,9363022.0
2018-11-21,3480,3480,3340,3420,37161,32022.0,9363022.0
2018-11-22,3430,3550,3350,3515,43687,32911.0,9363022.0
2018-11-23,3590,3590,3310,3310,28104,30992.0,9363022.0
2018-11-26,3300,3440,3200,3365,48623,31507.0,9363022.0
2018-11-27,3315,3450,3315,3425,10389,32068.0,9363022.0
2018-11-28,3425,3500,3330,3450,13836,32302.0,9363022.0
2018-11-29,3500,3500,3420,3430,9545,32115.0,9363022.0
2018-11-30,3430,3450,3385,3430,16176,32115.0,9363022.0
2018-12-03,3420,3595,3350,3500,14958,32771.0,9363022.0
2018-12-04,3520,3790,3500,3555,26138,33286.0,9363022.0
2018-12-05,3560,3650,3480,3645,17049,34128.0,9363022.0
2018-12-06,3680,3680,3445,3465,23764,32443.0,9363022.0
2018-12-07,3465,3530,3435,3465,5618,32443.0,9363022.0
2018-12-10,3450,3450,3180,3200,34052,29962.0,9363022.0
2018-12-11,3320,3320,3105,3195,6249,29915.0,9363022.0
2018-12-12,3195,3290,3160,3290,7152,30804.0,9363022.0
2018-12-13,3390,3390,3250,3280,9755,30711.0,9363022.0
2018-12-14,3370,3380,3225,3310,18266,30992.0,9363022.0
2018-12-17,3275,3420,3250,3370,26297,31553.0,9363022.0
2018-12-18,3430,3870,3400,3550,381367,33239.0,9363022.0
2018-12-19,3550,3565,3315,3425,118852,32068.0,9363022.0
2018-12-20,3425,3435,3310,3365,26094,31507.0,9363022.0
2018-12-21,3360,3400,3255,3255,13793,30477.0,9363022.0
2018-12-24,3320,3320,3145,3160,11683,29587.0,9363022.0
2018-12-26,3160,3160,2995,3030,41883,28370.0,9363022.0
2018-12-27,3115,3300,2975,3240,22397,30336.0,9363022.0
2018-12-28,3350,3370,3200,3295,9541,30851.0,9363022.0
2019-01-02,3375,3375,3165,3175,22806,29728.0,9363022.0
2019-01-03,3220,3220,3055,3140,5853,29400.0,9363022.0
2019-01-04,3140,3140,3000,3070,18362,28744.0,9363022.0
2019-01-07,3070,3185,3070,3185,2961,29821.0,9363022.0
2019-01-08,3185,3240,3150,3195,3704,29915.0,9363022.0
2019-01-09,3235,3290,3165,3245,6543,30383.0,9363022.0
2019-01-10,3300,3300,3225,3235,8150,30289.0,9363022.0
2019-01-11,3280,3280,3210,3250,4915,30430.0,9363022.0
2019-01-14,3250,3285,3170,3245,7473,30383.0,9363022.0
2019-01-15,3290,3350,3250,3305,17228,30945.0,9363022.0
2019-01-16,3310,3375,3280,3375,32646,31600.0,9363022.0
2019-01-17,3525,4075,3525,3605,1129988,33754.0,9363022.0
2019-01-18,3620,3640,3485,3500,110511,32771.0,9363022.0
2019-01-21,3525,3680,3525,3655,57627,34222.0,9363022.0
2019-01-22,3670,3920,3610,3750,113922,35111.0,9363022.0
2019-01-23,3790,3840,3650,3750,37104,35111.0,9363022.0
2019-01-24,3705,3820,3665,3780,25270,35392.0,9363022.0
2019-01-25,3855,3855,3690,3750,30884,35111.0,9363022.0
2019-01-28,3690,3840,3690,3750,15605,35111.0,9363022.0
2019-01-29,3800,3800,3630,3630,25963,33988.0,9363022.0
2019-01-30,3720,3720,3650,3655,15792,34222.0,9363022.0
2019-01-31,3725,3725,3560,3665,43079,34315.0,9363022.0
2019-02-01,3700,3700,3550,3610,14096,33801.0,9363022.0
2019-02-07,3620,3690,3600,3630,25231,33988.0,9363022.0
2019-02-08,3675,3675,3540,3590,26671,33613.0,9363022.0
2019-02-11,3590,3690,3585,3655,11999,34222.0,9363022.0
2019-02-12,3655,3670,3560,3645,20825,34128.0,9363022.0
2019-02-13,3645,3790,3570,3785,47382,35439.0,9363022.0
2019-02-14,3795,3840,3740,3820,31668,35767.0,9363022.0
2019-02-15,3890,3890,3755,3835,16623,35907.0,9363022.0
2019-02-18,3835,3890,3805,3890,18832,36422.0,9363022.0
2019-02-19,3900,3910,3810,3880,18073,36329.0,9363022.0
2019-02-20,3880,3880,3805,3805,18445,35626.0,9363022.0
2019-02-21,3805,3860,3740,3805,13121,35626.0,9363022.0
2019-02-22,3810,3840,3790,3805,6808,35626.0,9363022.0
2019-02-25,3800,3880,3800,3860,20621,36141.0,9363022.0
2019-02-26,3860,3865,3775,3850,16777,36048.0,9363022.0
2019-02-27,3850,3900,3760,3800,22700,35579.0,9363022.0
2019-02-28,3800,3895,3565,3580,31849,33520.0,9363022.0
2019-03-04,3580,3620,3400,3620,14882,33894.0,9363022.0
2019-03-05,3615,3615,3510,3570,38196,33426.0,9363022.0
2019-03-06,3685,3685,3570,3680,15997,34456.0,9363022.0
2019-03-07,3780,3780,3560,3690,18912,34550.0,9363022.0
2019-03-08,3685,3685,3515,3550,27850,33239.0,9363022.0
2019-03-11,3515,3545,3465,3500,11775,32771.0,9363022.0
2019-03-12,3495,3645,3430,3640,24628,34081.0,9363022.0
2019-03-13,3720,4300,3700,3830,587195,35860.0,9363022.0
2019-03-14,3810,3905,3760,3840,57117,35954.0,9363022.0
2019-03-15,3825,3895,3755,3840,43729,35954.0,9363022.0
2019-03-18,3840,3870,3775,3800,23521,35579.0,9363022.0
2019-03-19,3830,3830,3755,3775,13094,35345.0,9363022.0
2019-03-20,3830,3830,3625,3730,21875,34924.0,9363022.0
2019-03-21,3730,3755,3630,3660,9196,34269.0,9363022.0
2019-03-22,3565,3795,3565,3715,16210,34784.0,9363022.0
2019-03-25,3705,3705,3575,3575,16195,33473.0,9363022.0
2019-03-26,3640,3685,3565,3600,9424,33707.0,9363022.0
2019-03-27,3575,3645,3560,3585,11339,33566.0,9363022.0
2019-03-28,3585,3585,3360,3585,15956,33566.0,9363022.0
2019-03-29,3590,3590,3470,3580,6454,33520.0,9363022.0
2019-04-01,3670,3670,3515,3600,8400,33707.0,9363022.0
2019-04-02,3645,3645,3500,3595,9886,33660.0,9363022.0
2019-04-03,3600,3675,3510,3645,25530,34128.0,9363022.0
2019-04-04,3650,3650,3585,3615,7728,33847.0,9363022.0
2019-04-05,3620,3655,3565,3565,23878,33379.0,9363022.0
2019-04-08,3670,3715,3570,3715,40942,34784.0,9363022.0
2019-04-09,3770,3950,3650,3740,68310,35018.0,9363022.0
2019-04-10,3740,3885,3690,3840,43649,35954.0,9363022.0
2019-04-11,3940,4000,3760,3785,46829,35439.0,9363022.0
2019-04-12,3785,3890,3780,3805,38712,35626.0,9363022.0
2019-04-15,3805,3840,3750,3790,14821,35486.0,9363022.0
2019-04-16,3790,3845,3690,3725,17175,34877.0,9363022.0
2019-04-17,3785,3790,3710,3740,13138,35018.0,9363022.0
2019-04-18,3790,3790,3620,3660,25759,34269.0,9363022.0
2019-04-19,3735,3735,3610,3690,35120,34550.0,9363022.0
2019-04-22,3655,3790,3655,3780,28811,35392.0,9363022.0
2019-04-23,3790,3965,3750,3800,118162,35579.0,9363022.0
2019-04-24,3815,3855,3790,3845,40839,36001.0,9363022.0
2019-04-25,3850,3890,3775,3810,22047,35673.0,9363022.0
2019-04-26,3800,3850,3650,3755,34752,35158.0,9363022.0
2019-04-29,3755,3790,3610,3765,18657,35252.0,9363022.0
2019-04-30,3795,3820,3725,3785,13529,35439.0,9363022.0
2019-05-02,3865,4055,3770,3825,101651,35814.0,9363022.0
2019-05-03,3830,3835,3735,3825,21655,35814.0,9363022.0
2019-05-07,3750,3840,3745,3805,25795,35626.0,9363022.0
2019-05-08,3770,3850,3770,3850,22083,36048.0,9363022.0
2019-05-09,4000,4050,3675,3735,106782,34971.0,9363022.0
2019-05-10,3735,3770,3450,3715,58217,34784.0,9363022.0
2019-05-13,3725,3795,3670,3695,30989,34596.0,9363022.0
2019-05-14,3695,3695,3550,3595,28468,33660.0,9363022.0
2019-05-15,3685,3685,3595,3650,42817,34175.0,9363022.0
2019-05-16,3640,3680,3530,3610,47178,33801.0,9363022.0
2019-05-17,3610,3610,3540,3575,11831,33473.0,9363022.0
2019-05-20,3575,3575,3515,3565,12626,33379.0,9363022.0
2019-05-21,3565,3595,3485,3500,25610,32771.0,9363022.0
2019-05-22,3590,3590,3450,3460,12250,32396.0,9363022.0
2019-05-23,3455,3535,3350,3415,23332,31975.0,9363022.0
2019-05-24,3415,3415,3200,3215,51489,30102.0,9363022.0
2019-05-27,3240,3240,3030,3170,39901,29681.0,9363022.0
2019-05-28,3170,3245,3150,3185,11130,29821.0,9363022.0
2019-05-29,3185,3185,3070,3145,9511,29447.0,9363022.0
2019-05-30,3145,3155,3090,3145,11627,29447.0,9363022.0
2019-05-31,3100,3175,3100,3160,11512,29587.0,9363022.0
2019-06-03,3155,3185,3105,3180,29941,29774.0,9363022.0
2019-06-04,3180,3190,3130,3150,12647,29494.0,9363022.0
2019-06-05,3155,3180,3120,3150,8568,29494.0,9363022.0
