비아트론(141000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-10-05,12850,13000,12450,12500,67775,135675.0,10854028.0
2015-10-06,12500,12800,12500,12600,82173,136761.0,10854028.0
2015-10-07,12700,13800,12550,13500,280856,146529.0,10854028.0
2015-10-08,13500,13600,13300,13600,117453,147615.0,10854028.0
2015-10-12,13600,13700,13350,13600,118945,147615.0,10854028.0
2015-10-13,13450,13650,12700,12800,160938,138932.0,10854028.0
2015-10-14,12750,13700,12750,13650,167771,148157.0,10854028.0
2015-10-15,13650,14050,13550,13800,126852,149786.0,10854028.0
2015-10-16,13800,14600,13800,14250,279357,154670.0,10854028.0
2015-10-19,14250,14600,13950,14550,117555,157926.0,10854028.0
2015-10-20,14600,15000,14050,14850,240148,161182.0,10854028.0
2015-10-21,14800,15000,14450,14850,78655,161182.0,10854028.0
2015-10-22,14650,14950,14250,14650,171322,159012.0,10854028.0
2015-10-23,14650,14850,14450,14550,79107,157926.0,10854028.0
2015-10-26,14500,15050,14450,14750,133918,160097.0,10854028.0
2015-10-27,14950,15200,14700,15150,124635,164439.0,10854028.0
2015-10-28,15150,15500,15000,15100,141042,163896.0,10854028.0
2015-10-29,15100,15600,15000,15500,121416,168237.0,10854028.0
2015-10-30,15300,15550,14550,14850,200397,161182.0,10854028.0
2015-11-02,14950,14950,14400,14650,89128,159012.0,10854028.0
2015-11-03,14400,15100,13550,14550,470145,157926.0,10854028.0
2015-11-04,14600,15350,14550,15300,339924,166067.0,10854028.0
2015-11-05,15300,15750,15100,15700,308248,170408.0,10854028.0
2015-11-06,15700,15800,15200,15700,172456,170408.0,10854028.0
2015-11-09,16000,16800,15300,15700,672186,170408.0,10854028.0
2015-11-10,15550,16650,15350,15900,486489,172579.0,10854028.0
2015-11-11,15900,16300,15650,15700,192690,170408.0,10854028.0
2015-11-12,15750,16500,15750,16500,322228,179091.0,10854028.0
2015-11-13,16450,17000,16000,16800,428508,182348.0,10854028.0
2015-11-16,16500,17050,16050,16050,230326,174207.0,10854028.0
2015-11-17,16200,17200,16200,17200,323899,186689.0,10854028.0
2015-11-18,17250,17550,17050,17350,318157,188317.0,10854028.0
2015-11-19,17500,19850,17400,18850,1080117,204598.0,10854028.0
2015-11-20,18700,19850,18350,19000,705087,206227.0,10854028.0
2015-11-23,19100,19350,18500,19100,335573,207312.0,10854028.0
2015-11-24,19250,19250,17850,17900,475080,194287.0,10854028.0
2015-11-25,17800,18900,17600,18550,346385,201342.0,10854028.0
2015-11-26,18850,20200,18850,19300,751263,209483.0,10854028.0
2015-11-27,19600,19750,18250,18450,427816,200257.0,10854028.0
2015-11-30,18200,18400,17500,17700,501091,192116.0,10854028.0
2015-12-01,17650,18200,17600,18150,269341,197001.0,10854028.0
2015-12-02,18200,18250,17600,17600,218331,191031.0,10854028.0
2015-12-03,18000,19250,17950,19150,619723,207855.0,10854028.0
2015-12-04,19000,20250,18850,19950,640847,216538.0,10854028.0
2015-12-07,20000,20000,19150,19650,336402,213282.0,10854028.0
2015-12-08,19700,20400,18900,20150,410106,218709.0,10854028.0
2015-12-09,20200,20300,18950,19850,523767,218948.0,11030114.0
2015-12-10,19600,19650,19150,19150,158068,211227.0,11030114.0
2015-12-11,19200,19600,18700,18800,195778,207366.0,11030114.0
2015-12-14,18300,19150,18150,18550,150588,204609.0,11030114.0
2015-12-15,18750,19300,18550,18900,106545,208469.0,11030114.0
2015-12-16,19100,20000,19100,19700,411564,217293.0,11030114.0
2015-12-17,19600,21100,19600,20950,789073,236729.0,11299691.0
2015-12-18,20950,21800,20800,21700,486996,245203.0,11299691.0
2015-12-21,21750,21900,20950,21500,327427,242943.0,11299691.0
2015-12-22,21550,21750,20500,20600,377655,232774.0,11299691.0
2015-12-23,20600,22100,20600,21150,716594,238988.0,11299691.0
2015-12-24,21150,22050,21100,21500,356328,242943.0,11299691.0
2015-12-28,21550,21850,20850,21550,285482,243508.0,11299691.0
2015-12-29,21350,22700,21350,22000,252368,248593.0,11299691.0
2015-12-30,21800,22700,21750,22200,250353,250853.0,11299691.0
2016-01-04,22400,22450,21900,22100,215813,249723.0,11299691.0
2016-01-05,22050,22950,21750,22950,398521,259328.0,11299691.0
2016-01-06,22750,22900,21750,22700,853457,256503.0,11299691.0
2016-01-07,22550,23050,21850,22200,273833,250853.0,11299691.0
2016-01-08,21750,22800,21700,22750,253209,257068.0,11299691.0
2016-01-11,22550,22550,21150,21300,356028,240683.0,11299691.0
2016-01-12,21300,21900,20450,20650,403630,233339.0,11299691.0
2016-01-13,21000,22450,21000,22300,575378,251983.0,11299691.0
2016-01-14,22300,27900,22050,26500,2563932,299442.0,11299691.0
2016-01-15,26300,26750,25600,26200,640095,296052.0,11299691.0
2016-01-18,25700,26200,24900,25300,822943,285882.0,11299691.0
2016-01-19,25650,27100,24700,25000,851265,282492.0,11299691.0
2016-01-20,25500,25900,23250,25900,864823,292662.0,11299691.0
2016-01-21,25400,25700,24100,24600,375784,277972.0,11299691.0
2016-01-22,25000,25250,23300,24800,431602,280232.0,11299691.0
2016-01-25,25200,25250,24250,25000,339389,282492.0,11299691.0
2016-01-26,24950,24950,23800,24300,254301,274582.0,11299691.0
2016-01-27,24450,24500,22900,23100,338840,261023.0,11299691.0
2016-01-28,23150,24150,23000,24000,334149,271193.0,11299691.0
2016-01-29,24000,24150,23150,23250,366879,262718.0,11299691.0
2016-02-01,23400,25250,22650,25050,554999,283057.0,11299691.0
2016-02-02,25050,25600,24000,25000,407852,282492.0,11299691.0
2016-02-03,25400,26100,24300,24300,547821,276679.0,11385957.0
2016-02-04,24700,25400,24400,24850,291617,282941.0,11385957.0
2016-02-05,24600,24850,24000,24600,197696,281156.0,11429090.0
2016-02-11,23400,24450,22650,22650,343944,258869.0,11429090.0
2016-02-12,22000,22550,20400,21900,492237,250297.0,11429090.0
2016-02-15,22100,22850,21650,22250,252988,254297.0,11429090.0
2016-02-16,22500,23200,22350,22500,222385,257155.0,11429090.0
2016-02-17,22800,24000,22650,22750,290376,260012.0,11429090.0
2016-02-18,23500,24900,23400,23800,729811,272012.0,11429090.0
2016-02-19,24150,24900,23650,24400,311499,278870.0,11429090.0
2016-02-22,24150,25250,23900,24150,277145,276013.0,11429090.0
2016-02-23,24900,24900,23350,23400,262354,267441.0,11429090.0
2016-02-24,23450,24850,23300,24800,357868,283441.0,11429090.0
2016-02-25,25000,26800,25000,25800,899683,294871.0,11429090.0
2016-02-26,25900,26700,25300,26200,533841,299442.0,11429090.0
2016-02-29,26450,26450,25700,26250,305225,300014.0,11429090.0
2016-03-02,26800,27200,26050,26350,455364,301157.0,11429090.0
2016-03-03,26050,26050,24400,25400,910182,290299.0,11429090.0
2016-03-04,25600,26300,25550,25650,305660,293156.0,11429090.0
2016-03-07,25400,25650,24300,24350,328084,278298.0,11429090.0
2016-03-08,24150,24900,23900,24250,279179,277155.0,11429090.0
2016-03-09,24150,24500,23400,23600,215810,269727.0,11429090.0
2016-03-10,23750,25400,23600,24700,258500,282299.0,11429090.0
2016-03-11,24600,25350,23800,25200,209516,288013.0,11429090.0
2016-03-14,25350,25350,24750,24900,138054,284584.0,11429090.0
2016-03-15,24850,25250,24550,24800,129206,283441.0,11429090.0
2016-03-16,25800,26000,24850,24850,388098,284013.0,11429090.0
2016-03-17,25250,26300,25050,26250,429910,300014.0,11429090.0
2016-03-18,26250,26450,25600,26300,260621,300585.0,11429090.0
2016-03-21,26550,28000,26300,27600,589092,315443.0,11429090.0
2016-03-22,27700,28950,27350,27350,592829,312586.0,11429090.0
2016-03-23,27600,28350,26350,26800,408330,306300.0,11429090.0
2016-03-24,26900,27200,26150,26650,231244,304585.0,11429090.0
2016-03-25,26650,26800,25700,25750,245379,294299.0,11429090.0
2016-03-28,25750,26350,24750,24950,224389,285156.0,11429090.0
2016-03-29,25100,26650,25100,26550,238141,303442.0,11429090.0
2016-03-30,26650,27600,26650,27050,354580,309157.0,11429090.0
2016-03-31,27000,27500,26250,26450,222692,302299.0,11429090.0
2016-04-01,26500,26850,25600,25850,193752,295442.0,11429090.0
2016-04-04,26000,26400,25750,26400,156434,301728.0,11429090.0
2016-04-05,26400,26500,25350,26300,235135,300585.0,11429090.0
2016-04-06,26150,26600,25700,26100,170533,298299.0,11429090.0
2016-04-07,26550,27100,26150,26250,303077,300014.0,11429090.0
2016-04-08,26350,26550,25450,25700,235096,293728.0,11429090.0
2016-04-11,25800,26500,25600,26000,159322,297156.0,11429090.0
2016-04-12,26100,26300,25950,26050,147522,297728.0,11429090.0
2016-04-14,26500,28300,26500,28250,628857,322872.0,11429090.0
2016-04-15,28850,29750,27750,27750,743080,317157.0,11429090.0
2016-04-18,28150,29000,27550,27750,227291,317157.0,11429090.0
2016-04-19,27800,28250,27200,27700,162478,316586.0,11429090.0
2016-04-20,27800,29300,27800,29250,347447,334301.0,11429090.0
2016-04-21,29650,30200,29100,29500,259035,337158.0,11429090.0
2016-04-22,29750,29750,28700,28700,139065,330491.0,11515356.0
2016-04-25,29000,29000,27900,27950,174077,321854.0,11515356.0
2016-04-26,28100,28100,27300,27800,190182,320127.0,11515356.0
2016-04-27,28000,29100,27800,28000,215131,322430.0,11515356.0
2016-04-28,28200,28950,27850,28600,191299,329339.0,11515356.0
2016-04-29,28500,28950,28050,28700,103542,330491.0,11515356.0
2016-05-02,28600,28700,28000,28400,79299,327036.0,11515356.0
2016-05-03,28500,28900,28100,28450,142282,327612.0,11515356.0
2016-05-04,28450,28900,27850,28250,138998,325309.0,11515356.0
2016-05-09,28250,28400,27550,27600,74419,317824.0,11515356.0
2016-05-10,27900,29300,27650,29300,193499,337400.0,11515356.0
2016-05-11,29300,29350,28750,29100,121752,335097.0,11515356.0
2016-05-12,29100,30450,28900,30450,358613,350643.0,11515356.0
2016-05-13,30450,30600,29350,29350,206650,337976.0,11515356.0
2016-05-16,29350,30250,29200,29900,142205,344309.0,11515356.0
2016-05-17,30050,30050,29250,29950,104642,344885.0,11515356.0
2016-05-18,29950,29950,28700,28850,246010,332218.0,11515356.0
2016-05-19,28950,28950,25400,26800,667085,308612.0,11515356.0
2016-05-20,26300,26600,24900,25850,456953,297672.0,11515356.0
2016-05-23,26200,26950,25450,26450,212153,304581.0,11515356.0
2016-05-24,26350,28000,26350,27700,394171,318975.0,11515356.0
2016-05-25,27850,28300,27500,28000,187185,322430.0,11515356.0
2016-05-26,28000,28150,27250,27800,206894,320127.0,11515356.0
2016-05-27,27950,28200,27150,27200,99797,313218.0,11515356.0
2016-05-30,27250,27800,26850,27300,99181,314369.0,11515356.0
2016-05-31,27100,28150,27100,28050,115906,323006.0,11515356.0
2016-06-01,27850,28500,27800,28000,112063,322430.0,11515356.0
2016-06-02,28050,28150,26900,27200,178812,313218.0,11515356.0
2016-06-03,27250,27250,25950,26200,280158,301702.0,11515356.0
2016-06-07,26450,26900,25900,26350,115326,318432.0,12084710.0
2016-06-08,26200,26650,26100,26300,94961,317828.0,12084710.0
2016-06-09,26350,26400,24700,25200,272316,304535.0,12084710.0
2016-06-10,25250,25900,25050,25800,81363,311786.0,12084710.0
2016-06-13,25300,25350,24400,24500,166085,296075.0,12084710.0
2016-06-14,24400,24850,23950,24500,112205,296075.0,12084710.0
2016-06-15,24450,25150,24100,24800,135087,299701.0,12084710.0
2016-06-16,25450,25600,24100,24200,142909,292450.0,12084710.0
2016-06-17,24500,25100,23500,23600,170713,285199.0,12084710.0
2016-06-20,23800,24700,23800,24000,119607,290033.0,12084710.0
2016-06-21,24350,24350,23700,24050,74006,290637.0,12084710.0
2016-06-22,24050,24250,23950,24100,66907,291242.0,12084710.0
2016-06-23,24200,24200,23000,23100,151653,279157.0,12084710.0
2016-06-24,23350,23700,20300,20350,754633,245924.0,12084710.0
2016-06-27,19750,21200,19200,20850,528197,251966.0,12084710.0
2016-06-28,20500,21900,20350,21900,423782,264655.0,12084710.0
2016-06-29,22300,23000,22250,22750,275234,274927.0,12084710.0
2016-06-30,23200,24150,23150,23650,366115,285803.0,12084710.0
2016-07-01,24000,26350,24000,25100,528789,303326.0,12084710.0
2016-07-04,25150,25250,24700,24800,165603,299701.0,12084710.0
2016-07-05,25000,25050,24400,24750,135191,299097.0,12084710.0
2016-07-06,24450,25050,24000,25000,156014,302118.0,12084710.0
2016-07-07,25300,25400,24600,25050,121296,302722.0,12084710.0
2016-07-08,25000,25150,24300,24850,121756,300305.0,12084710.0
2016-07-11,24550,25850,24500,25100,158735,303326.0,12084710.0
2016-07-12,25350,25800,24800,25150,171127,303930.0,12084710.0
2016-07-13,25200,25500,25000,25200,117906,304535.0,12084710.0
2016-07-14,25200,25800,25200,25650,190213,309973.0,12084710.0
2016-07-15,26200,26200,25150,25150,172102,303930.0,12084710.0
2016-07-18,25150,25300,24450,24800,96880,300445.0,12114710.0
2016-07-19,24600,25350,24550,24800,102505,300445.0,12114710.0
2016-07-20,24800,25250,24100,24300,167409,294387.0,12114710.0
2016-07-21,24850,25500,24650,24800,247064,300445.0,12114710.0
2016-07-22,25000,25000,24400,24700,91939,299233.0,12114710.0
2016-07-25,24750,25450,24650,24850,108790,301051.0,12114710.0
2016-07-26,24850,25500,24850,25100,150054,304079.0,12114710.0
2016-07-27,25750,27800,25550,26500,891480,321040.0,12114710.0
2016-07-28,26150,26600,25800,25800,263783,312560.0,12114710.0
2016-07-29,26050,27400,25400,27400,372999,331943.0,12114710.0
2016-08-01,27500,28650,27300,28550,449961,345875.0,12114710.0
2016-08-02,28800,29300,28150,29200,377932,353750.0,12114710.0
2016-08-03,28900,29950,28800,29550,374388,357990.0,12114710.0
2016-08-04,29700,29800,28550,28700,364338,347692.0,12114710.0
2016-08-05,29000,29700,27900,28400,345674,344058.0,12114710.0
2016-08-08,28600,28650,27200,27200,333248,329520.0,12114710.0
2016-08-09,27200,28550,26850,28250,282329,342241.0,12114710.0
2016-08-10,28500,28750,28000,28450,177002,344663.0,12114710.0
2016-08-11,28400,28400,27150,27300,242566,330732.0,12114710.0
2016-08-12,27300,27950,27200,27700,115671,335577.0,12114710.0
2016-08-16,27700,29300,26350,26650,441716,322857.0,12114710.0
2016-08-17,27000,27150,26050,26950,179289,326491.0,12114710.0
2016-08-18,26950,27350,25950,27350,285919,331337.0,12114710.0
2016-08-19,27350,27500,26550,26800,151280,324674.0,12114710.0
2016-08-22,26800,27250,26700,26700,111335,323463.0,12114710.0
2016-08-23,26700,27300,26500,26900,113680,325886.0,12114710.0
2016-08-24,27350,28150,27300,27850,361355,337395.0,12114710.0
2016-08-25,28000,28000,27300,27700,140391,335577.0,12114710.0
2016-08-26,27700,27700,26950,27000,98670,327097.0,12114710.0
2016-08-29,25850,27300,25850,26500,205802,321040.0,12114710.0
2016-08-30,26650,27400,26650,27100,136171,328309.0,12114710.0
2016-08-31,27000,27250,25900,26300,169111,318617.0,12114710.0
2016-09-01,26350,27350,26350,27050,156967,327703.0,12114710.0
2016-09-02,27350,28150,26800,27950,261390,338606.0,12114710.0
2016-09-05,28450,28600,27150,27350,241537,331337.0,12114710.0
2016-09-06,27350,27600,26500,26550,196729,321646.0,12114710.0
2016-09-07,26750,26750,25650,25650,234545,310742.0,12114710.0
2016-09-08,25550,26500,25550,26050,290133,315588.0,12114710.0
2016-09-09,26050,26250,25350,26150,126621,316800.0,12114710.0
2016-09-12,25350,26050,25100,25150,88438,304685.0,12114710.0
2016-09-13,25200,26050,25150,26050,137261,315588.0,12114710.0
2016-09-19,25900,26550,25800,26500,107340,321040.0,12114710.0
2016-09-20,26450,26450,25800,26000,106059,314982.0,12114710.0
2016-09-21,25900,26300,25850,25950,76056,314377.0,12114710.0
2016-09-22,26400,27800,26150,27600,443004,334366.0,12114710.0
2016-09-23,27700,27850,27150,27600,190589,334366.0,12114710.0
2016-09-26,27600,27900,27100,27700,178466,335577.0,12114710.0
2016-09-27,27700,28050,27300,27500,202875,333155.0,12114710.0
2016-09-28,27900,28100,27200,27250,269184,330126.0,12114710.0
2016-09-29,27350,28300,27200,28100,320441,340423.0,12114710.0
2016-09-30,28100,28250,27500,27950,234176,338606.0,12114710.0
2016-10-04,28250,28300,26850,26850,294673,325280.0,12114710.0
2016-10-05,26500,26600,25700,26250,366181,318011.0,12114710.0
2016-10-06,26550,26600,25800,25850,199323,313165.0,12114710.0
2016-10-07,26050,26050,25250,25950,204444,314377.0,12114710.0
2016-10-10,25950,26250,25500,25650,145935,310742.0,12114710.0
2016-10-11,25300,25850,25300,25550,119828,309531.0,12114710.0
2016-10-12,25100,25350,24300,24400,311928,295599.0,12114710.0
2016-10-13,24350,24350,21100,21300,2107764,258043.0,12114710.0
2016-10-14,21300,21800,21000,21500,596284,260466.0,12114710.0
2016-10-17,21600,21700,20650,20800,500134,251986.0,12114710.0
2016-10-18,20750,20800,19850,20250,601245,245323.0,12114710.0
2016-10-19,20300,20650,19800,19800,343331,239871.0,12114710.0
2016-10-20,19900,20150,18850,18850,636001,228362.0,12114710.0
2016-10-21,19000,21200,18300,20400,1427889,247140.0,12114710.0
2016-10-24,20800,20800,19100,19100,536683,231391.0,12114710.0
2016-10-25,19100,19400,18250,19000,426149,230179.0,12114710.0
2016-10-26,18900,19000,18100,18550,410230,224728.0,12114710.0
2016-10-27,18750,20000,18600,19750,424464,239266.0,12114710.0
2016-10-28,19900,20750,19900,20300,590878,245929.0,12114710.0
2016-10-31,20800,20850,19800,20150,306291,244111.0,12114710.0
2016-11-01,20000,21000,19850,21000,314717,254409.0,12114710.0
2016-11-02,20850,21300,20650,20850,291965,252592.0,12114710.0
2016-11-03,20900,21250,20750,20950,184371,253803.0,12114710.0
2016-11-04,21100,21450,20750,20800,160066,251986.0,12114710.0
2016-11-07,20950,22200,20800,22150,349304,268341.0,12114710.0
2016-11-08,22350,22500,21550,22000,227001,266524.0,12114710.0
2016-11-09,22100,22200,19550,21000,519721,254409.0,12114710.0
2016-11-10,21650,21750,21150,21150,212637,256226.0,12114710.0
2016-11-11,20900,21150,20300,20450,198283,247746.0,12114710.0
2016-11-14,20250,20600,19850,20000,163568,242294.0,12114710.0
2016-11-15,19900,21350,19900,21150,295790,256226.0,12114710.0
2016-11-16,21300,21850,21150,21700,156606,262889.0,12114710.0
2016-11-17,21600,21850,21300,21650,149498,262283.0,12114710.0
2016-11-18,21650,22400,21350,21900,318187,265312.0,12114710.0
2016-11-21,21900,21950,21100,21150,178492,256226.0,12114710.0
2016-11-22,21400,21750,21150,21500,137149,260466.0,12114710.0
2016-11-23,21500,21500,20650,21000,151527,254409.0,12114710.0
2016-11-24,21000,21200,20450,20750,129825,251380.0,12114710.0
2016-11-25,20900,21700,20750,21650,131183,262283.0,12114710.0
2016-11-28,21800,21850,21150,21400,97641,259255.0,12114710.0
2016-11-29,21500,22050,21200,21850,190349,264706.0,12114710.0
2016-11-30,21850,22150,21700,22050,162375,267129.0,12114710.0
2016-12-01,22200,22750,21800,22350,199889,270764.0,12114710.0
2016-12-02,22150,22950,22150,22500,199940,272581.0,12114710.0
2016-12-05,22750,23850,22550,23650,485948,286513.0,12114710.0
2016-12-06,23700,23950,23300,23700,303170,287119.0,12114710.0
2016-12-07,23500,23650,22750,23550,245986,285301.0,12114710.0
2016-12-08,23750,23950,23250,23650,159587,286513.0,12114710.0
2016-12-09,23650,24000,23250,23250,139650,281667.0,12114710.0
2016-12-12,23600,24300,23350,23900,201207,289542.0,12114710.0
2016-12-13,24050,24750,23650,24450,156532,296205.0,12114710.0
2016-12-14,24750,25450,24750,25300,347223,306502.0,12114710.0
2016-12-15,25000,25650,24850,25400,202823,307714.0,12114710.0
2016-12-16,25400,25700,25050,25200,76052,305291.0,12114710.0
2016-12-19,25350,25900,25150,25400,103274,307714.0,12114710.0
2016-12-20,25450,25550,24500,24500,153605,296810.0,12114710.0
2016-12-21,24550,26200,24550,25750,313652,311954.0,12114710.0
2016-12-22,25750,26000,25350,25500,97567,308925.0,12114710.0
2016-12-23,25400,25800,25300,25600,58651,310137.0,12114710.0
2016-12-26,25400,25600,24700,24950,144622,302262.0,12114710.0
2016-12-27,24800,25550,24800,25450,84742,308319.0,12114710.0
2016-12-28,25750,25750,25000,25150,82159,304685.0,12114710.0
2016-12-29,25150,25550,24900,25350,83270,307108.0,12114710.0
2017-01-02,25550,26600,25300,26250,228099,318011.0,12114710.0
2017-01-03,26250,26500,25850,26100,155598,316194.0,12114710.0
2017-01-04,26150,26250,25350,25450,140079,308319.0,12114710.0
2017-01-05,25450,25600,24150,24800,345250,300445.0,12114710.0
2017-01-06,24700,25150,24300,24400,177310,295599.0,12114710.0
2017-01-09,24700,24900,24200,24600,141315,298022.0,12114710.0
2017-01-10,24550,24650,23400,23450,299432,284090.0,12114710.0
2017-01-11,23450,24400,23450,24300,183857,294387.0,12114710.0
2017-01-12,24350,24450,23500,23650,171196,286513.0,12114710.0
2017-01-13,23650,24350,23600,23800,109429,288330.0,12114710.0
2017-01-16,23600,23600,22100,22300,421682,270158.0,12114710.0
2017-01-17,22000,22550,21650,22150,357468,268341.0,12114710.0
2017-01-18,22150,22750,22100,22700,178264,275004.0,12114710.0
2017-01-19,22850,23300,22200,22200,225352,268947.0,12114710.0
2017-01-20,22750,23400,22600,22750,379785,275610.0,12114710.0
2017-01-23,23100,23600,22900,23100,181399,279850.0,12114710.0
2017-01-24,22950,23350,22150,23350,215841,282878.0,12114710.0
2017-01-25,23400,23650,23050,23200,139460,281061.0,12114710.0
2017-01-26,23450,23700,23000,23250,146625,281667.0,12114710.0
2017-01-31,23250,23400,22500,22550,154338,273187.0,12114710.0
2017-02-01,22500,22900,21750,22100,271210,267735.0,12114710.0
2017-02-02,22250,22850,21850,21850,255778,264706.0,12114710.0
2017-02-03,21800,22300,21650,21950,143656,265918.0,12114710.0
2017-02-06,22100,22200,20000,20400,553191,247140.0,12114710.0
2017-02-07,20350,20350,19000,19400,715020,235025.0,12114710.0
2017-02-08,19600,20000,19250,19500,475937,236237.0,12114710.0
2017-02-09,19800,19900,19250,19550,246503,236843.0,12114710.0
2017-02-10,19700,19900,19350,19850,257995,240477.0,12114710.0
2017-02-13,20050,20050,19600,19850,165704,240477.0,12114710.0
2017-02-14,20000,20900,19850,20700,340826,250774.0,12114710.0
2017-02-15,20800,21150,20500,20750,218488,251380.0,12114710.0
2017-02-16,20950,21200,20650,21000,149286,254409.0,12114710.0
2017-02-17,20850,21500,20850,21100,171555,255620.0,12114710.0
2017-02-20,21100,21700,21050,21650,162122,262283.0,12114710.0
2017-02-21,21650,21800,20950,21300,171938,258043.0,12114710.0
2017-02-22,21400,21450,20950,21050,96605,255015.0,12114710.0
2017-02-23,20900,21200,20300,20350,194688,246534.0,12114710.0
2017-02-24,20250,20600,19700,19900,209523,241083.0,12114710.0
2017-02-27,20050,20750,20000,20700,119438,250774.0,12114710.0
2017-02-28,20750,20750,20200,20300,68735,245929.0,12114710.0
2017-03-02,20550,21000,20300,20800,127236,251986.0,12114710.0
2017-03-03,20600,20800,20150,20400,90625,247140.0,12114710.0
2017-03-06,20650,21450,20550,21400,263438,259255.0,12114710.0
2017-03-07,21500,21500,21050,21300,126341,258043.0,12114710.0
2017-03-08,21450,21950,21350,21600,161235,261678.0,12114710.0
2017-03-09,21700,22000,21350,21600,138629,261678.0,12114710.0
2017-03-10,21600,21750,20850,21600,155922,261678.0,12114710.0
2017-03-13,21500,21600,21100,21150,111855,256226.0,12114710.0
2017-03-14,21200,21400,20900,21100,62904,255620.0,12114710.0
2017-03-15,20950,21150,20150,20200,250672,244717.0,12114710.0
2017-03-16,20400,20600,20050,20350,120439,246534.0,12114710.0
2017-03-17,20250,20350,20050,20200,86884,244717.0,12114710.0
2017-03-20,20100,20350,20000,20100,64971,243506.0,12114710.0
2017-03-21,20150,20300,20000,20100,112450,243506.0,12114710.0
2017-03-22,19900,20050,19550,19750,177986,239266.0,12114710.0
2017-03-23,19900,20450,19850,19950,131995,241688.0,12114710.0
2017-03-24,20050,20350,20050,20350,79928,246534.0,12114710.0
2017-03-27,20450,20500,19950,20000,54576,242294.0,12114710.0
2017-03-28,19950,20100,19750,19850,110661,240477.0,12114710.0
2017-03-29,20050,20100,19850,19900,103389,241083.0,12114710.0
2017-03-30,20100,20300,19850,19850,63284,240477.0,12114710.0
2017-03-31,19950,19950,19750,19950,93758,241688.0,12114710.0
2017-04-03,19950,20400,19950,20350,101561,246534.0,12114710.0
2017-04-04,20500,21050,20400,21050,278450,255015.0,12114710.0
2017-04-05,21100,21650,20950,21500,260508,260466.0,12114710.0
2017-04-06,21600,21850,21250,21600,247085,261678.0,12114710.0
2017-04-07,21700,21750,20700,20950,269489,253803.0,12114710.0
2017-04-10,21050,21150,20400,20450,160476,247746.0,12114710.0
2017-04-11,20450,20700,19900,20100,140459,243506.0,12114710.0
2017-04-12,20150,20650,20150,20450,97830,247746.0,12114710.0
2017-04-13,20450,20650,20300,20450,63308,247746.0,12114710.0
2017-04-14,20350,20450,19950,20000,114357,242294.0,12114710.0
2017-04-17,20200,20500,20100,20450,84073,247746.0,12114710.0
2017-04-18,20650,21750,20500,21750,543112,263495.0,12114710.0
2017-04-19,21900,22950,21800,22800,699857,276215.0,12114710.0
2017-04-20,22800,22850,22100,22200,319118,268947.0,12114710.0
2017-04-21,22450,22600,22050,22250,145393,269552.0,12114710.0
2017-04-24,22350,22400,21450,21550,231810,261072.0,12114710.0
2017-04-25,21700,21900,21450,21900,145243,265312.0,12114710.0
2017-04-26,21900,21950,21250,21350,227205,258649.0,12114710.0
2017-04-27,21400,21450,20750,20900,253888,253197.0,12114710.0
2017-04-28,21000,21000,20500,20600,227857,249563.0,12114710.0
2017-05-02,20600,20900,20550,20600,172269,249563.0,12114710.0
2017-05-04,20650,21250,20650,21100,203204,255620.0,12114710.0
2017-05-08,21200,21250,20800,21000,119598,254409.0,12114710.0
2017-05-10,21150,21200,20700,20750,160540,251380.0,12114710.0
2017-05-11,20800,21450,20800,21400,337677,259255.0,12114710.0
2017-05-12,21550,22450,21300,21950,638383,265918.0,12114710.0
2017-05-15,22150,22450,21950,22150,273465,268341.0,12114710.0
2017-05-16,22300,22500,21700,22050,207920,267129.0,12114710.0
2017-05-17,22250,22250,21750,21750,202119,263495.0,12114710.0
2017-05-18,21500,21700,21150,21600,160596,261678.0,12114710.0
2017-05-19,21650,22950,21600,22800,480891,276215.0,12114710.0
2017-05-22,22850,22950,22300,22600,208146,273792.0,12114710.0
2017-05-23,22750,22900,22400,22450,223007,271975.0,12114710.0
2017-05-24,22450,22850,22050,22050,153938,267129.0,12114710.0
2017-05-25,22300,22300,21400,21450,267494,259861.0,12114710.0
2017-05-26,21500,22500,21450,22400,273464,271370.0,12114710.0
2017-05-29,22300,23700,22150,23350,562232,282878.0,12114710.0
2017-05-30,23500,24700,23500,24400,674435,295599.0,12114710.0
2017-05-31,24500,24900,24000,24500,357617,296810.0,12114710.0
2017-06-01,24150,24350,23550,23850,287964,288936.0,12114710.0
2017-06-02,23850,25700,23850,25700,967924,311348.0,12114710.0
2017-06-05,25850,25850,25250,25300,433343,306502.0,12114710.0
2017-06-07,25350,26650,25000,26500,641773,321040.0,12114710.0
2017-06-08,26600,26700,26050,26450,353251,320434.0,12114710.0
2017-06-09,26800,27200,25600,25950,526228,314377.0,12114710.0
2017-06-12,25500,25500,24800,25250,586080,305896.0,12114710.0
2017-06-13,25300,25550,24750,25550,366702,309531.0,12114710.0
2017-06-14,25400,26100,25100,25600,333107,310137.0,12114710.0
2017-06-15,25600,25750,24650,25200,191649,305291.0,12114710.0
2017-06-16,25200,25600,24750,24900,202175,301656.0,12114710.0
2017-06-19,25450,26250,24500,26150,411565,316800.0,12114710.0
2017-06-20,26400,26400,25400,25450,257030,308319.0,12114710.0
2017-06-21,25300,26450,25250,26050,331118,315588.0,12114710.0
