본느(226340),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-01-21,2322,2322,2316,2317,4651,12968.0,6500000.0
2016-01-22,2322,2322,2311,2323,7616,13000.0,6500000.0
2016-01-25,2322,2322,2287,2294,16413,12838.0,6500000.0
2016-01-26,2316,2316,2316,2317,4503,12968.0,6500000.0
2016-01-27,2316,2322,2293,2294,9572,12838.0,6500000.0
2016-01-28,2293,2316,2293,2317,3016,12968.0,6500000.0
2016-01-29,2316,2322,2311,2317,31442,12968.0,6500000.0
2016-02-01,2322,2322,2311,2317,8002,12968.0,6500000.0
2016-02-02,2322,2322,2316,2317,4278,12968.0,6500000.0
2016-02-03,2311,2316,2311,2317,13145,12968.0,6500000.0
2016-02-04,2316,2322,2299,2323,4696,13000.0,6500000.0
2016-02-05,2322,2322,2305,2305,3159,12902.0,6500000.0
2016-02-11,2322,2322,2316,2317,6061,12968.0,6500000.0
2016-02-12,2311,2322,2282,2311,25373,12935.0,6500000.0
2016-02-15,2316,2316,2276,2317,39689,12968.0,6500000.0
2016-02-16,2316,2316,2293,2317,3811,12968.0,6500000.0
2016-02-17,2316,2316,2293,2317,127,12968.0,6500000.0
2016-02-18,2311,2316,2311,2317,3002,12968.0,6500000.0
2016-02-19,2311,2316,2299,2317,2150,12968.0,6500000.0
2016-02-22,2299,2316,2293,2317,5603,12968.0,6500000.0
2016-02-23,2293,2311,2206,2311,38017,12935.0,6500000.0
2016-02-24,2316,2316,2311,2311,9953,12935.0,6500000.0
2016-02-25,2311,2311,2299,2311,2136,12935.0,6500000.0
2016-02-26,2287,2316,2287,2294,3264,12838.0,6500000.0
2016-02-29,2293,2299,2287,2300,3089,12870.0,6500000.0
2016-03-02,2316,2316,2276,2282,4104,12772.0,6500000.0
2016-03-03,2316,2316,2282,2311,6497,12935.0,6500000.0
2016-03-04,2311,2311,2299,2300,2803,12870.0,6500000.0
2016-03-07,2311,2311,2276,2276,5067,12740.0,6500000.0
2016-03-08,2282,2299,2270,2270,5181,12708.0,6500000.0
2016-03-09,2305,2305,2276,2276,13261,12740.0,6500000.0
2016-03-10,2276,2276,2270,2270,9836,12708.0,6500000.0
2016-03-11,2270,2293,2264,2265,55231,12675.0,6500000.0
2016-03-14,2299,2299,2270,2294,354,12838.0,6500000.0
2016-03-15,2287,2293,2276,2294,8102,12838.0,6500000.0
2016-03-16,2287,2287,2276,2282,10843,12772.0,6500000.0
2016-03-17,2270,2282,2270,2282,44720,12772.0,6500000.0
2016-03-18,2276,2282,2264,2282,25356,12772.0,6500000.0
2016-03-21,2276,2282,2270,2276,5423,12740.0,6500000.0
2016-03-22,2276,2276,2276,2276,6975,12740.0,6500000.0
2016-03-23,2276,2276,2276,2276,5649,12740.0,6500000.0
2016-03-24,2276,2293,2276,2276,800,12740.0,6500000.0
2016-03-25,2276,2293,2276,2294,3103,12838.0,6500000.0
2016-03-28,2311,2311,2293,2294,3004,12838.0,6500000.0
2016-03-29,2287,2287,2282,2282,6548,12772.0,6500000.0
2016-03-30,2287,2293,2276,2294,465,12838.0,6500000.0
2016-03-31,2287,2287,2276,2288,4017,12805.0,6500000.0
2016-04-01,2287,2287,2276,2276,11512,12740.0,6500000.0
2016-04-04,2282,2282,2276,2282,13090,12772.0,6500000.0
2016-04-05,2282,2293,2282,2282,8930,12772.0,6500000.0
2016-04-06,2293,2293,2282,2288,3000,12805.0,6500000.0
2016-04-07,2287,2287,2287,2288,4117,12805.0,6500000.0
2016-04-08,2287,2287,2276,2288,3516,12805.0,6500000.0
2016-04-11,2282,2282,2276,2282,4072,12772.0,6500000.0
2016-04-12,2276,2276,2276,2276,1257,12740.0,6500000.0
2016-04-14,2276,2282,2270,2282,6884,12772.0,6500000.0
2016-04-15,2282,2282,2270,2282,1322,12772.0,6500000.0
2016-04-18,2276,2276,2270,2276,10640,12740.0,6500000.0
2016-04-19,2276,2282,2270,2276,1575,12740.0,6500000.0
2016-04-20,2282,2282,2264,2276,46527,12740.0,6500000.0
2016-04-21,2276,2276,2258,2259,3826,12642.0,6500000.0
2016-04-22,2258,2282,2258,2282,2327,12772.0,6500000.0
2016-04-25,2258,2282,2258,2276,5140,12740.0,6500000.0
2016-04-26,2270,2270,2253,2265,9189,12675.0,6500000.0
2016-04-27,2258,2276,2253,2259,8784,12642.0,6500000.0
2016-04-28,2258,2264,2253,2265,25228,12675.0,6500000.0
2016-04-29,2264,2276,2253,2276,8952,12740.0,6500000.0
2016-05-02,2270,2276,2258,2276,14344,12740.0,6500000.0
2016-05-03,2276,2276,2258,2276,2769,12740.0,6500000.0
2016-05-04,2276,2276,2270,2270,2383,12708.0,6500000.0
2016-05-09,2276,2287,2258,2288,20706,12805.0,6500000.0
2016-05-10,2287,2287,2264,2288,1370,12805.0,6500000.0
2016-05-11,2287,2287,2264,2288,1449,12805.0,6500000.0
2016-05-12,2287,2287,2264,2288,312,12805.0,6500000.0
2016-05-13,2287,2287,2253,2282,31099,12772.0,6500000.0
2016-05-16,2276,2311,2264,2294,7772,12838.0,6500000.0
2016-05-17,2293,2293,2270,2270,617,12708.0,6500000.0
2016-05-18,2270,2311,2264,2294,15757,12838.0,6500000.0
2016-05-19,2276,2287,2276,2288,671,12805.0,6500000.0
2016-05-20,2287,2287,2253,2282,11861,12772.0,6500000.0
2016-05-23,2287,2287,2270,2270,122,12708.0,6500000.0
2016-05-24,2276,2276,2276,2276,2502,12740.0,6500000.0
2016-05-25,2276,2287,2276,2288,1009,12805.0,6500000.0
2016-05-26,2287,2287,2264,2270,31649,12708.0,6500000.0
2016-05-27,2270,2276,2264,2265,7874,12675.0,6500000.0
2016-05-30,2264,2276,2258,2276,15907,12740.0,6500000.0
2016-05-31,2276,2276,2253,2253,1300,12610.0,6500000.0
2016-06-01,2270,2270,2253,2265,10131,12675.0,6500000.0
2016-06-02,2264,2264,2264,2265,21,12675.0,6500000.0
2016-06-03,2264,2264,2253,2265,4564,12675.0,6500000.0
2016-06-07,2264,2264,2206,2265,130926,12675.0,6500000.0
2016-06-08,2264,2264,2241,2265,208,12675.0,6500000.0
2016-06-09,2264,2264,2253,2265,352,12675.0,6500000.0
2016-06-10,2264,2264,2253,2265,6715,12675.0,6500000.0
2016-06-13,2264,2264,2258,2259,15960,12642.0,6500000.0
2016-06-14,2253,2264,2253,2265,131,12675.0,6500000.0
2016-06-15,2264,2264,2247,2265,7326,12675.0,6500000.0
2016-06-16,2264,2270,2258,2270,3094,12708.0,6500000.0
2016-06-17,2264,2264,2253,2265,2160,12675.0,6500000.0
2016-06-20,2264,2264,2253,2265,99,12675.0,6500000.0
2016-06-21,2264,2270,2253,2265,7779,12675.0,6500000.0
2016-06-22,2264,2270,2258,2270,9609,12708.0,6500000.0
2016-06-23,2264,2270,2258,2265,5555,12675.0,6500000.0
2016-06-24,2264,2270,2253,2270,6571,12708.0,6500000.0
2016-06-27,2264,2276,2253,2253,10587,12610.0,6500000.0
2016-06-28,2253,2264,2253,2265,6116,12675.0,6500000.0
2016-06-29,2276,2276,2258,2276,39986,12740.0,6500000.0
2016-06-30,2276,2293,2264,2294,10830,12838.0,6500000.0
2016-07-01,2311,2316,2311,2311,24319,12935.0,6500000.0
2016-07-04,2311,2316,2206,2317,31402,12968.0,6500000.0
2016-07-05,2322,2322,2299,2317,12693,12968.0,6500000.0
2016-07-06,2311,2316,2293,2294,34048,12838.0,6500000.0
2016-07-07,2305,2311,2299,2311,1524,12935.0,6500000.0
2016-07-08,2316,2316,2293,2305,3645,12902.0,6500000.0
2016-07-11,2311,2322,2311,2317,30926,12968.0,6500000.0
2016-07-12,2316,2328,2316,2317,6212,12968.0,6500000.0
2016-07-13,2316,2328,2316,2329,10345,13032.0,6500000.0
2016-07-14,2316,2328,2316,2329,9450,13032.0,6500000.0
2016-07-15,2328,2328,2316,2317,8703,12968.0,6500000.0
2016-07-18,2311,2328,2311,2317,6209,12968.0,6500000.0
2016-07-19,2328,2328,2311,2323,1003,13000.0,6500000.0
2016-07-20,2328,2328,2316,2323,5689,13000.0,6500000.0
2016-07-21,2316,2322,2311,2317,189,12968.0,6500000.0
2016-07-22,2316,2328,2305,2323,7037,13000.0,6500000.0
2016-07-25,2316,2316,2305,2305,6243,12902.0,6500000.0
2016-07-26,2311,2316,2293,2294,16525,12838.0,6500000.0
2016-07-27,2311,2311,2299,2300,8315,12870.0,6500000.0
2016-07-28,2305,2305,2293,2294,5731,12838.0,6500000.0
2016-07-29,2305,2305,2299,2300,5050,12870.0,6500000.0
2016-08-01,2316,2316,2299,2300,2597,12870.0,6500000.0
2016-08-02,2316,2316,2276,2294,24732,12838.0,6500000.0
2016-08-03,2293,2305,2282,2294,10030,12838.0,6500000.0
2016-08-04,2293,2299,2293,2300,5015,12870.0,6500000.0
2016-08-05,2293,2311,2293,2300,3188,12870.0,6500000.0
2016-08-08,2305,2305,2287,2294,1771,12838.0,6500000.0
2016-08-09,2293,2305,2293,2305,2531,12902.0,6500000.0
2016-08-10,2311,2311,2299,2300,74,12870.0,6500000.0
2016-08-11,2299,2311,2299,2311,1594,12935.0,6500000.0
2016-08-12,2299,2311,2293,2311,4814,12935.0,6500000.0
2016-08-16,2311,2311,2287,2294,6543,12838.0,6500000.0
2016-08-17,2305,2305,2287,2288,2550,12805.0,6500000.0
2016-08-18,2311,2311,2287,2288,2875,12805.0,6500000.0
2016-08-19,2287,2311,2287,2305,3858,12902.0,6500000.0
2016-08-22,2293,2293,2287,2288,4818,12805.0,6500000.0
2016-08-23,2287,2287,2282,2282,23688,12772.0,6500000.0
2016-08-24,2287,2311,2282,2294,20206,12838.0,6500000.0
2016-08-25,2282,2305,2282,2294,10375,12838.0,6500000.0
2016-08-26,2287,2311,2287,2294,3618,12838.0,6500000.0
2016-08-29,2293,2305,2287,2294,5628,12838.0,6500000.0
2016-08-30,2299,2305,2287,2294,16429,12838.0,6500000.0
2016-08-31,2293,2311,2293,2311,18559,12935.0,6500000.0
2016-09-01,2299,2316,2293,2317,4548,12968.0,6500000.0
2016-09-02,2316,2334,2316,2317,25519,12968.0,6500000.0
2016-09-05,2305,2322,2305,2323,4853,13000.0,6500000.0
2016-09-06,2311,2322,2311,2323,4575,13000.0,6500000.0
2016-09-07,2322,2322,2311,2323,9402,13000.0,6500000.0
2016-09-08,2322,2322,2311,2311,2388,12935.0,6500000.0
2016-09-09,2293,2322,2293,2323,16581,13000.0,6500000.0
2016-09-12,2316,2322,2311,2323,7279,13000.0,6500000.0
2016-09-13,2299,2322,2293,2323,8836,13000.0,6500000.0
2016-09-19,2316,2316,2311,2317,4755,12968.0,6500000.0
2016-09-20,2311,2322,2305,2311,10909,12935.0,6500000.0
2016-09-21,2316,2322,2305,2323,236,13000.0,6500000.0
2016-09-22,2311,2322,2311,2317,4472,12968.0,6500000.0
2016-09-23,2311,2322,2293,2305,12130,12902.0,6500000.0
2016-09-26,2316,2316,2282,2317,14365,12968.0,6500000.0
2016-09-27,2316,2316,2305,2317,5682,12968.0,6500000.0
2016-09-28,2305,2322,2305,2323,2135,13000.0,6500000.0
2016-09-29,2299,2322,2299,2323,3092,13000.0,6500000.0
2016-09-30,2322,2322,2293,2317,13171,12968.0,6500000.0
2016-10-04,2322,2322,2293,2317,1508,12968.0,6500000.0
2016-10-05,2299,2311,2299,2311,1220,12935.0,6500000.0
2016-10-06,2293,2316,2287,2300,3599,12870.0,6500000.0
2016-10-07,2311,2311,2293,2305,2799,12902.0,6500000.0
2016-10-10,2293,2305,2287,2305,8987,12902.0,6500000.0
2016-10-11,2311,2311,2293,2305,137,12902.0,6500000.0
2016-10-12,2311,2311,2299,2311,1805,12935.0,6500000.0
2016-10-13,2305,2311,2287,2294,24059,12838.0,6500000.0
2016-10-14,2311,2311,2293,2300,7171,12870.0,6500000.0
2016-10-17,2293,2299,2293,2300,4120,12870.0,6500000.0
2016-10-18,2311,2311,2299,2300,870,12870.0,6500000.0
2016-10-19,2299,2299,2287,2300,157,12870.0,6500000.0
2016-10-20,2287,2299,2287,2300,1660,12870.0,6500000.0
2016-10-21,2311,2311,2282,2300,4159,12870.0,6500000.0
2016-10-24,2299,2299,2293,2300,4074,12870.0,6500000.0
2016-10-25,2311,2311,2293,2300,1020,12870.0,6500000.0
2016-10-26,2299,2299,2299,2300,1100,12870.0,6500000.0
2016-10-27,2305,2305,2276,2300,2090,12870.0,6500000.0
2016-10-28,2287,2299,2287,2300,11,12870.0,6500000.0
2016-10-31,2299,2299,2287,2300,10260,12870.0,6500000.0
2016-11-01,2299,2299,2282,2288,3912,12805.0,6500000.0
2016-11-02,2293,2299,2276,2294,20345,12838.0,6500000.0
2016-11-03,2293,2299,2282,2282,7468,12772.0,6500000.0
2016-11-04,2299,2299,2293,2300,1464,12870.0,6500000.0
2016-11-07,2299,2299,2276,2294,17974,12838.0,6500000.0
2016-11-08,2299,2299,2270,2270,36116,12708.0,6500000.0
2016-11-09,2287,2287,2258,2282,20019,12772.0,6500000.0
2016-11-10,2282,2282,2258,2282,42014,12772.0,6500000.0
2016-11-11,2276,2299,2270,2294,13623,12838.0,6500000.0
2016-11-14,2276,2293,2253,2288,10566,12805.0,6500000.0
2016-11-15,2293,2293,2264,2265,5120,12675.0,6500000.0
2016-11-16,2276,2299,2276,2300,11,12870.0,6500000.0
2016-11-17,2276,2293,2276,2282,3441,12772.0,6500000.0
2016-11-18,2287,2287,2270,2276,8155,12740.0,6500000.0
2016-11-21,2287,2287,2253,2282,33090,12772.0,6500000.0
2016-11-22,2276,2299,2264,2300,49200,12870.0,6500000.0
2016-11-23,2270,2316,2264,2311,6028,12935.0,6500000.0
2016-11-24,2305,2305,2287,2300,2231,12870.0,6500000.0
2016-11-25,2299,2305,2270,2294,17172,12838.0,6500000.0
2016-11-28,2293,2322,2293,2305,29287,12902.0,6500000.0
2016-11-29,2276,2311,2276,2305,5860,12902.0,6500000.0
2016-11-30,2305,2311,2305,2305,14008,12902.0,6500000.0
2016-12-01,2299,2305,2287,2288,5828,12805.0,6500000.0
2016-12-02,2270,2311,2270,2311,3754,12935.0,6500000.0
2016-12-05,2287,2311,2287,2311,164,12935.0,6500000.0
2016-12-06,2311,2316,2311,2317,2845,12968.0,6500000.0
2016-12-07,2276,2311,2258,2300,25952,12870.0,6500000.0
2016-12-08,2287,2299,2282,2300,1310,12870.0,6500000.0
2016-12-09,2299,2305,2293,2300,534,12870.0,6500000.0
2016-12-12,2293,2293,2287,2288,7000,12805.0,6500000.0
2016-12-13,2311,2311,2276,2288,5127,12805.0,6500000.0
2016-12-14,2305,2311,2282,2282,2025,12772.0,6500000.0
2016-12-15,2305,2305,2276,2276,3933,12740.0,6500000.0
2016-12-16,2299,2299,2282,2282,1317,12772.0,6500000.0
2016-12-19,2282,2282,2276,2276,2145,12740.0,6500000.0
2016-12-20,2287,2287,2258,2288,20578,12805.0,6500000.0
2016-12-21,2282,2293,2264,2294,9998,12838.0,6500000.0
2016-12-22,2293,2299,2282,2294,2051,12838.0,6500000.0
2016-12-23,2293,2293,2287,2294,1468,12838.0,6500000.0
2016-12-26,2299,2299,2287,2300,4528,12870.0,6500000.0
2016-12-27,2316,2316,2299,2317,14400,12968.0,6500000.0
2016-12-28,2276,2311,2276,2305,2131,12902.0,6500000.0
2016-12-29,2305,2305,2305,2305,0,12902.0,6500000.0
2017-01-02,2305,2305,2305,2305,1,12902.0,6500000.0
2017-01-03,2287,2299,2258,2300,5579,12870.0,6500000.0
2017-01-04,2264,2299,2264,2300,3720,12870.0,6500000.0
2017-01-05,2293,2299,2270,2294,1430,12838.0,6500000.0
2017-01-06,2264,2293,2264,2288,1377,12805.0,6500000.0
2017-01-09,2264,2287,2258,2276,11187,12740.0,6500000.0
2017-01-10,2276,2282,2258,2265,12557,12675.0,6500000.0
2017-01-11,2270,2276,2253,2259,13342,12642.0,6500000.0
2017-01-12,2270,2276,2264,2276,2384,12740.0,6500000.0
2017-01-13,2276,2293,2270,2294,11563,12838.0,6500000.0
2017-01-16,2270,2276,2253,2259,23231,12642.0,6500000.0
2017-01-17,2287,2287,2264,2265,442,12675.0,6500000.0
2017-01-18,2264,2287,2258,2282,181,12772.0,6500000.0
2017-01-19,2253,2282,2253,2276,1712,12740.0,6500000.0
2017-01-20,2258,2276,2247,2276,1532,12740.0,6500000.0
2017-01-23,2276,2276,2264,2276,1260,12740.0,6500000.0
2017-01-24,2276,2276,2253,2265,1591,12675.0,6500000.0
2017-01-25,2253,2264,2253,2265,5428,12675.0,6500000.0
2017-01-26,2258,2264,2253,2259,8165,12642.0,6500000.0
2017-01-31,2258,2264,2247,2265,61,12675.0,6500000.0
2017-02-01,2264,2264,2247,2247,3334,12578.0,6500000.0
2017-02-02,2253,2264,2247,2247,30437,12578.0,6500000.0
2017-02-03,2253,2253,2247,2253,11354,12610.0,6500000.0
2017-02-06,2247,2253,2235,2253,19994,12610.0,6500000.0
2017-02-07,2247,2258,2235,2259,26938,12642.0,6500000.0
2017-02-08,2247,2253,2235,2253,26149,12610.0,6500000.0
2017-02-09,2253,2258,2241,2253,8664,12610.0,6500000.0
2017-02-10,2229,2253,2229,2236,8845,12512.0,6500000.0
2017-02-13,2253,2253,2235,2247,5128,12578.0,6500000.0
2017-02-14,2229,2247,2229,2247,2748,12578.0,6500000.0
2017-02-15,2247,2253,2235,2241,1879,12545.0,6500000.0
2017-02-16,2253,2253,2235,2253,2940,12610.0,6500000.0
2017-02-17,2241,2258,2229,2259,39408,12642.0,6500000.0
2017-02-20,2229,2264,2229,2265,4223,12675.0,6500000.0
2017-02-21,2235,2264,2235,2259,2804,12642.0,6500000.0
2017-02-22,2253,2264,2229,2259,29784,12642.0,6500000.0
2017-02-23,2258,2258,2235,2253,2178,12610.0,6500000.0
2017-02-24,2235,2258,2235,2253,3827,12610.0,6500000.0
2017-02-27,2258,2258,2235,2253,1075,12610.0,6500000.0
2017-02-28,2258,2258,2253,2253,3432,12610.0,6500000.0
2017-03-02,2258,2258,2247,2259,5277,12642.0,6500000.0
2017-03-03,2264,2264,2241,2241,5328,12545.0,6500000.0
2017-03-06,2311,2311,2241,2270,3429,12708.0,6500000.0
2017-03-07,2247,2293,2247,2253,2413,12610.0,6500000.0
2017-03-08,2253,2253,2241,2253,5835,12610.0,6500000.0
2017-03-09,2270,2270,2241,2253,487,12610.0,6500000.0
2017-03-10,2253,2270,2241,2253,4609,12610.0,6500000.0
2017-03-13,2241,2270,2235,2270,21339,12708.0,6500000.0
2017-03-14,2264,2264,2241,2265,15277,12675.0,6500000.0
2017-03-15,2270,2270,2241,2265,17863,12675.0,6500000.0
2017-03-16,2270,2270,2241,2241,17838,12545.0,6500000.0
2017-03-17,2282,2282,2241,2276,48739,12740.0,6500000.0
2017-03-20,2299,2299,2270,2270,12384,12708.0,6500000.0
2017-03-21,2287,2287,2264,2276,42854,12740.0,6500000.0
2017-03-22,2276,2282,2270,2276,7274,12740.0,6500000.0
2017-03-23,2270,2287,2264,2288,22386,12805.0,6500000.0
2017-03-24,2282,2293,2282,2288,14515,12805.0,6500000.0
2017-03-27,2276,2293,2270,2288,8782,12805.0,6500000.0
2017-03-28,2287,2305,2276,2300,3103,12870.0,6500000.0
2017-03-29,2299,2299,2276,2294,1779,12838.0,6500000.0
2017-03-30,2305,2311,2287,2300,18076,12870.0,6500000.0
2017-03-31,2264,2305,2264,2300,5795,12870.0,6500000.0
2017-04-03,2311,2311,2276,2282,3395,12772.0,6500000.0
2017-04-04,2293,2293,2270,2288,14972,12805.0,6500000.0
2017-04-05,2270,2293,2270,2294,4836,12838.0,6500000.0
2017-04-06,2293,2293,2276,2276,5421,12740.0,6500000.0
2017-04-07,2276,2293,2270,2288,8897,12805.0,6500000.0
2017-04-10,2270,2287,2264,2288,8491,12805.0,6500000.0
2017-04-11,2264,2287,2264,2288,8484,12805.0,6500000.0
2017-04-12,2264,2299,2264,2288,7551,12805.0,6500000.0
2017-04-13,2282,2299,2282,2300,10464,12870.0,6500000.0
2017-04-14,2299,2299,2282,2288,7606,12805.0,6500000.0
2017-04-17,2293,2299,2287,2294,4375,12838.0,6500000.0
2017-04-18,2299,2299,2282,2294,983,12838.0,6500000.0
2017-04-19,2287,2293,2287,2288,13970,12805.0,6500000.0
2017-04-20,2299,2311,2287,2311,31155,12935.0,6500000.0
2017-04-21,2293,2311,2293,2311,818,12935.0,6500000.0
2017-04-24,2293,2311,2293,2300,10506,12870.0,6500000.0
2017-04-25,2305,2305,2287,2300,26286,12870.0,6500000.0
2017-04-26,2293,2311,2293,2311,1908,12935.0,6500000.0
2017-04-27,2299,2311,2299,2311,8675,12935.0,6500000.0
2017-04-28,2299,2316,2299,2300,3781,12870.0,6500000.0
2017-05-02,2299,2299,2276,2294,33691,12838.0,6500000.0
2017-05-04,2287,2287,2282,2288,40454,12805.0,6500000.0
2017-05-08,2282,2293,2282,2294,1804,12838.0,6500000.0
2017-05-10,2282,2293,2282,2294,2201,12838.0,6500000.0
2017-05-11,2282,2305,2282,2294,4307,12838.0,6500000.0
2017-05-12,2293,2305,2287,2305,3087,12902.0,6500000.0
2017-05-15,2299,2305,2287,2305,3050,12902.0,6500000.0
2017-05-16,2299,2305,2299,2305,2485,12902.0,6500000.0
2017-05-17,2311,2311,2287,2305,3454,12902.0,6500000.0
2017-05-18,2293,2305,2287,2305,5542,12902.0,6500000.0
2017-05-19,2299,2305,2287,2305,3693,12902.0,6500000.0
2017-05-22,2293,2305,2293,2300,1762,12870.0,6500000.0
2017-05-23,2305,2305,2293,2305,2380,12902.0,6500000.0
2017-05-24,2293,2305,2293,2305,3169,12902.0,6500000.0
2017-05-25,2293,2305,2293,2294,2426,12838.0,6500000.0
2017-05-26,2305,2305,2293,2300,2184,12870.0,6500000.0
2017-05-29,2293,2305,2282,2294,154485,12838.0,6500000.0
2017-05-30,2305,2305,2287,2294,27026,12838.0,6500000.0
2017-05-31,2299,2299,2287,2294,32082,12838.0,6500000.0
2017-06-01,2305,2305,2293,2294,51806,12838.0,6500000.0
2017-06-02,2299,2299,2282,2300,2788,12870.0,6500000.0
2017-06-05,2287,2305,2276,2300,13267,12870.0,6500000.0
2017-06-07,2305,2305,2287,2294,1852,12838.0,6500000.0
2017-06-08,2299,2299,2282,2300,7441,12870.0,6500000.0
2017-06-09,2287,2299,2287,2300,3560,12870.0,6500000.0
2017-06-12,2293,2299,2287,2300,6199,12870.0,6500000.0
2017-06-13,2287,2299,2287,2300,2911,12870.0,6500000.0
2017-06-14,2287,2299,2287,2300,4065,12870.0,6500000.0
2017-06-15,2287,2299,2287,2300,8239,12870.0,6500000.0
2017-06-16,2293,2299,2293,2294,8152,12838.0,6500000.0
2017-06-19,2293,2299,2293,2294,9376,12838.0,6500000.0
2017-06-20,2299,2299,2287,2288,13000,12805.0,6500000.0
2017-06-21,2299,2299,2282,2288,7190,12805.0,6500000.0
2017-06-22,2287,2299,2287,2294,3252,12838.0,6500000.0
2017-06-23,2287,2299,2287,2294,19670,12838.0,6500000.0
2017-06-26,2299,2299,2287,2300,11577,12870.0,6500000.0
2017-06-27,2287,2299,2287,2300,5041,12870.0,6500000.0
2017-06-28,2299,2299,2287,2294,2716,12838.0,6500000.0
2017-06-29,2299,2299,2287,2294,743,12838.0,6500000.0
2017-06-30,2299,2305,2293,2300,5943,12870.0,6500000.0
2017-07-03,2299,2316,2299,2311,4814,12935.0,6500000.0
2017-07-04,2311,2316,2299,2317,36740,12968.0,6500000.0
2017-07-05,2316,2316,2299,2311,5856,12935.0,6500000.0
2017-07-06,2299,2316,2299,2317,5698,12968.0,6500000.0
2017-07-07,2305,2328,2305,2329,25559,13032.0,6500000.0
2017-07-10,2322,2334,2322,2329,20624,13032.0,6500000.0
2017-07-11,2334,2334,2316,2334,6340,13065.0,6500000.0
2017-07-12,2316,2334,2316,2323,4781,13000.0,6500000.0
2017-07-13,2322,2334,2322,2329,10573,13032.0,6500000.0
2017-07-14,2340,2351,2328,2329,15359,13032.0,6500000.0
2017-07-17,2345,2345,2322,2334,691,13065.0,6500000.0
2017-07-18,2322,2334,2322,2334,673,13065.0,6500000.0
2017-07-19,2322,2334,2322,2334,82,13065.0,6500000.0
2017-07-20,2328,2334,2322,2334,3741,13065.0,6500000.0
2017-07-21,2322,2328,2322,2329,5897,13032.0,6500000.0
2017-07-24,2357,2357,2322,2334,1745,13065.0,6500000.0
