이에스에이(052190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-02-09,10386,10505,9860,9920,522114,50879.0,6130000.0
2006-02-10,9860,10003,9143,9549,651497,48979.0,6130000.0
2006-02-13,9609,9955,9334,9800,626739,50266.0,6130000.0
2006-02-14,9740,9740,9202,9382,371757,48120.0,6130000.0
2006-02-15,9537,9597,8007,8235,742664,42236.0,6130000.0
2006-02-16,8246,8509,7935,8510,489404,43646.0,6130000.0
2006-02-17,8617,9358,8617,9047,817115,46404.0,6130000.0
2006-02-20,8963,9907,8808,9334,762920,47875.0,6130000.0
2006-02-21,9274,9525,8963,9155,273080,46956.0,6130000.0
2006-02-22,9047,9788,8963,9681,435263,49653.0,6130000.0
2006-02-23,9704,10099,9465,9824,333462,50389.0,6130000.0
2006-02-24,9716,9991,9585,9621,210677,49346.0,6130000.0
2006-02-27,9621,9788,9573,9741,185779,49960.0,6130000.0
2006-02-28,9740,9907,9561,9597,137625,49224.0,6130000.0
2006-03-02,9621,10971,9621,10816,618307,55476.0,6130000.0
2006-03-03,10756,10756,10194,10278,237446,52718.0,6130000.0
2006-03-06,10302,10995,10194,10996,403124,56396.0,6130000.0
2006-03-07,10995,10995,10565,10780,214472,55293.0,6130000.0
2006-03-08,10911,11593,10397,10876,428013,55783.0,6130000.0
2006-03-09,10816,11067,10529,10637,194479,54557.0,6130000.0
2006-03-10,10397,10660,10123,10243,272078,52534.0,6130000.0
2006-03-13,10254,10517,10206,10278,133581,52718.0,6130000.0
2006-03-14,10170,10170,9884,10171,144714,52166.0,6130000.0
2006-03-15,10278,10457,10039,10099,93081,51798.0,6130000.0
2006-03-16,10039,10242,9740,9776,86341,50143.0,6130000.0
2006-03-17,9704,9776,9501,9741,70811,49960.0,6130000.0
2006-03-20,9621,9931,9561,9633,92382,49408.0,6130000.0
2006-03-21,9680,10158,9680,10159,126375,52105.0,6130000.0
2006-03-22,10397,10505,9919,10147,203610,52044.0,6130000.0
2006-03-23,10386,11593,10182,11247,558964,57683.0,6130000.0
2006-03-24,11354,11354,10696,11031,191123,56580.0,6130000.0
2006-03-27,11174,12668,11174,12669,831273,64978.0,6130000.0
2006-03-28,12549,13206,12011,12729,711959,65284.0,6130000.0
2006-03-29,12549,13684,12250,12729,909920,65284.0,6130000.0
2006-03-30,13146,13983,12907,13565,756360,69576.0,6130000.0
2006-03-31,13624,14222,12609,12908,744188,66204.0,6130000.0
2006-04-03,12907,13385,12369,12669,334118,64978.0,6130000.0
2006-04-04,12848,13744,12549,13744,571239,70495.0,6130000.0
2006-04-05,13804,15178,13385,14820,892943,76012.0,6130000.0
2006-04-06,15118,15178,14342,14701,322840,75399.0,6130000.0
2006-04-07,14700,16851,14461,16852,561192,86433.0,6130000.0
2006-04-10,16792,17329,15895,16732,515773,85820.0,6130000.0
2006-04-11,16732,16792,15656,16135,344135,82755.0,6130000.0
2006-04-12,16134,16732,15716,16135,301500,82755.0,6130000.0
2006-04-13,16075,16493,15178,15298,425469,78464.0,6130000.0
2006-04-14,15417,15716,14700,15537,465444,79690.0,6130000.0
2006-04-17,15298,15477,14102,14342,478636,73560.0,6130000.0
2006-04-18,14102,15178,13983,14701,567096,75399.0,6130000.0
2006-04-19,15059,15118,13385,13446,446583,68962.0,6130000.0
2006-04-20,13445,13923,12369,13625,526664,69882.0,6130000.0
2006-04-21,13804,15656,13744,15657,662390,80303.0,6130000.0
2006-04-24,15656,17210,15178,16792,708080,86126.0,6130000.0
2006-04-25,16612,17509,16254,17270,493974,88578.0,6130000.0
2006-04-26,17509,17927,16732,17270,348565,88578.0,6130000.0
2006-04-27,17389,18286,17090,18107,394074,92870.0,6130000.0
2006-04-28,18286,18405,17090,18167,357883,93176.0,6130000.0
2006-05-02,18345,19540,17867,18406,762574,94402.0,6130000.0
2006-05-03,18764,18943,17031,17390,517147,89192.0,6130000.0
2006-05-04,17389,17628,16553,17270,293174,88578.0,6130000.0
2006-05-08,17270,18226,17270,18047,308347,92563.0,6130000.0
2006-05-09,17927,19481,17449,17688,586235,90724.0,6130000.0
2006-05-10,17927,18465,17449,18167,258599,93176.0,6130000.0
2006-05-11,17987,18525,17688,18047,188734,92563.0,6130000.0
2006-05-12,17449,17927,16911,17569,307014,90111.0,6130000.0
2006-05-15,16732,17449,16015,16971,378038,87046.0,6130000.0
2006-05-16,16971,17329,15895,16015,191911,82142.0,6130000.0
2006-05-17,16015,16254,14939,15298,300865,78464.0,6130000.0
2006-05-18,14581,15118,13505,15119,489303,77544.0,6130000.0
2006-05-19,15059,15417,14282,15179,221652,77851.0,6130000.0
2006-05-22,15357,15776,14700,14701,226705,75399.0,6130000.0
2006-05-23,14461,14820,13923,14342,165443,73560.0,6130000.0
2006-05-24,14102,14461,13445,13625,242740,69882.0,6130000.0
2006-05-25,13983,14342,12728,12729,297474,65284.0,6130000.0
2006-05-26,13146,13624,12967,13266,270237,68043.0,6130000.0
2006-05-29,13983,14521,13744,13804,249636,70802.0,6130000.0
2006-05-30,13804,13983,13027,13625,127828,70110.0,6150000.0
2006-06-01,13266,13863,12310,12669,164411,65190.0,6150000.0
2006-06-02,12907,13146,11903,12310,146170,63345.0,6150000.0
2006-06-05,12190,12907,11832,11952,145703,61500.0,6150000.0
2006-06-07,11174,11294,10278,10577,186659,54428.0,6150000.0
2006-06-08,10278,11282,9919,10888,212146,56026.0,6150000.0
2006-06-09,11019,11664,10983,11354,151141,58425.0,6150000.0
2006-06-12,11401,11593,10995,11438,102336,58856.0,6150000.0
2006-06-13,11079,11079,10864,11055,48698,56888.0,6150000.0
2006-06-14,11055,12429,10816,11880,126603,61131.0,6150000.0
2006-06-15,12190,12310,11712,11880,66016,61131.0,6150000.0
2006-06-16,12429,12429,11903,12071,65908,62115.0,6150000.0
2006-06-19,11891,12190,11437,11581,32881,59594.0,6150000.0
2006-06-20,11246,11569,10625,10984,77454,56518.0,6150000.0
2006-06-21,10756,10959,10314,10637,85552,54735.0,6150000.0
2006-06-22,10780,10935,10206,10278,89197,52890.0,6150000.0
2006-06-23,10158,10445,10039,10410,41325,53566.0,6150000.0
2006-06-26,10409,10565,10135,10278,34100,52890.0,6150000.0
2006-06-27,10338,10636,10290,10577,49375,54428.0,6150000.0
2006-06-28,10421,10672,10266,10637,35119,54735.0,6150000.0
2006-06-29,10648,10995,10636,10984,68665,56518.0,6150000.0
2006-06-30,11413,11868,11055,11366,242870,58486.0,6150000.0
2006-07-03,11366,11377,10983,11175,59665,57502.0,6150000.0
2006-07-04,11294,11294,10792,10864,68884,55904.0,6150000.0
2006-07-05,10409,10577,9489,9561,401994,49200.0,6150000.0
2006-07-06,9394,9668,9131,9490,111577,48831.0,6150000.0
2006-07-07,9513,9764,8903,8904,152656,45818.0,6150000.0
2006-07-10,8700,8892,8629,8653,136176,44526.0,6150000.0
2006-07-11,8653,9848,8653,9585,262974,49323.0,6150000.0
2006-07-12,9453,9656,9298,9358,105352,48154.0,6150000.0
2006-07-13,9202,9298,8975,9083,86703,46740.0,6150000.0
2006-07-14,8880,8951,8593,8737,81853,44956.0,6150000.0
2006-07-18,8449,8593,8186,8187,67560,42128.0,6150000.0
2006-07-19,8186,8521,8186,8486,65281,43665.0,6150000.0
2006-07-20,8748,9441,8748,9143,107584,47048.0,6150000.0
2006-07-21,9071,9298,8820,9179,46139,47232.0,6150000.0
2006-07-24,9214,9214,8844,8988,46353,46248.0,6150000.0
2006-07-25,9083,9310,9035,9203,67198,47355.0,6150000.0
2006-07-26,9334,9621,8903,9012,97724,46371.0,6150000.0
2006-07-27,8963,9441,8915,9191,91522,47294.0,6150000.0
2006-07-28,9262,9322,8939,8964,57670,46125.0,6150000.0
2006-07-31,9214,9214,9035,9203,28030,47355.0,6150000.0
2006-08-01,9202,9441,8963,8976,25178,46186.0,6150000.0
2006-08-02,8868,9190,8820,9131,24932,46986.0,6150000.0
2006-08-03,9238,9812,9226,9346,116076,48093.0,6150000.0
2006-08-04,9346,9561,9202,9346,47920,48093.0,6150000.0
2006-08-07,9274,9429,9154,9239,36188,47540.0,6150000.0
2006-08-08,9178,9286,8975,9012,74695,46371.0,6150000.0
2006-08-09,8951,9023,8772,8784,41189,45202.0,6150000.0
2006-08-10,8413,8485,7852,8103,145684,41697.0,6150000.0
2006-08-11,7923,8545,7923,8330,55082,42866.0,6150000.0
2006-08-14,8366,8485,8282,8306,57241,42742.0,6150000.0
2006-08-16,8330,8545,8067,8306,60522,42742.0,6150000.0
2006-08-17,8294,9501,8174,8892,183144,45756.0,6150000.0
2006-08-18,8784,8951,8629,8904,41718,45818.0,6150000.0
2006-08-21,8903,9979,8796,9884,222086,50860.0,6150000.0
2006-08-22,9919,10636,9884,10135,205101,52152.0,6150000.0
2006-08-23,10290,10290,9692,10278,69745,52890.0,6150000.0
2006-08-24,10218,10517,10170,10314,38561,53074.0,6150000.0
2006-08-25,10170,10696,10170,10506,64324,54058.0,6150000.0
2006-08-28,10732,10732,10386,10494,36271,53997.0,6150000.0
2006-08-29,10696,10732,10433,10482,63367,53936.0,6150000.0
2006-08-30,10493,10732,10493,10685,41119,54981.0,6150000.0
2006-08-31,10983,11055,10672,10924,61335,56211.0,6150000.0
2006-09-01,10816,10923,10541,10780,70073,55473.0,6150000.0
2006-09-04,11055,12071,11019,12071,117214,62115.0,6150000.0
2006-09-05,12549,12967,11832,12250,292304,63038.0,6150000.0
2006-09-06,12489,12489,11856,12071,69500,62115.0,6150000.0
2006-09-07,11951,12190,11413,11665,124421,60024.0,6150000.0
2006-09-08,11485,11593,11294,11569,106997,59532.0,6150000.0
2006-09-11,11652,11891,11509,11593,54959,59655.0,6150000.0
2006-09-12,11832,11832,11210,11294,64022,58118.0,6150000.0
2006-09-13,11366,11545,11055,11139,54514,57318.0,6150000.0
2006-09-14,11043,11413,11043,11258,100314,57933.0,6150000.0
2006-09-15,11473,11844,11270,11713,61737,60270.0,6150000.0
2006-09-18,11903,12310,11617,11952,95503,61500.0,6150000.0
2006-09-19,11891,12130,11593,11653,49465,59962.0,6150000.0
2006-09-20,11605,11796,11270,11748,66038,60454.0,6150000.0
2006-09-21,11772,11832,11413,11474,60252,59040.0,6150000.0
2006-09-22,11306,11473,11043,11258,57175,57933.0,6150000.0
2006-09-25,11174,11473,10517,10601,63214,54550.0,6150000.0
2006-09-26,10457,10780,9800,10123,118593,52090.0,6150000.0
2006-09-27,9860,10481,9860,10350,83460,53259.0,6150000.0
2006-09-28,10350,10577,10170,10410,38253,53566.0,6150000.0
2006-09-29,10397,10433,10111,10302,43579,53013.0,6150000.0
2006-10-02,10278,10636,10194,10637,33176,54735.0,6150000.0
2006-10-04,10350,10684,9991,10147,47264,52214.0,6150000.0
2006-10-09,10039,10039,8629,8629,111395,44403.0,6150000.0
2006-10-10,8784,8868,8366,8749,71812,45018.0,6150000.0
2006-10-11,8653,8951,8366,8952,40921,46064.0,6150000.0
2006-10-12,8951,9382,8844,9370,44724,48216.0,6150000.0
2006-10-13,9441,9680,9250,9430,61957,48524.0,6150000.0
2006-10-16,9441,9680,9023,9537,58721,49077.0,6150000.0
2006-10-17,9537,9704,9143,9370,55429,48216.0,6150000.0
2006-10-18,9226,9334,8629,9322,49299,47970.0,6150000.0
2006-10-19,9334,9728,9334,9442,59657,48585.0,6150000.0
2006-10-20,9680,10852,9621,10852,216211,55842.0,6150000.0
2006-10-23,11091,11294,10409,11115,241242,57195.0,6150000.0
2006-10-24,11115,11234,10780,10780,107052,55473.0,6150000.0
2006-10-25,10756,10983,10469,10529,65727,54182.0,6150000.0
2006-10-26,10445,10648,10374,10577,47932,54428.0,6150000.0
2006-10-27,10696,10696,10278,10326,78006,53136.0,6150000.0
2006-10-30,10158,10326,10003,10051,58892,51722.0,6150000.0
2006-10-31,10075,10338,10051,10338,49215,53198.0,6150000.0
2006-11-01,10338,10517,10170,10398,77747,53505.0,6150000.0
2006-11-02,10242,10660,10111,10661,103998,54858.0,6150000.0
2006-11-03,10756,10828,10553,10792,46895,55534.0,6150000.0
2006-11-06,10792,10792,10278,10541,37456,54243.0,6150000.0
2006-11-07,10565,10577,10278,10446,39044,53751.0,6150000.0
2006-11-08,10421,10577,10063,10243,45414,52706.0,6150000.0
2006-11-09,10230,10290,9919,10231,96979,52644.0,6150000.0
2006-11-10,10158,10374,10003,10039,105795,51660.0,6150000.0
2006-11-13,10039,10146,9812,9956,101356,51230.0,6150000.0
2006-11-14,9919,10075,9812,9848,66440,50676.0,6150000.0
2006-11-15,9848,9967,9489,9633,92659,49569.0,6150000.0
2006-11-16,9680,9800,9621,9681,46360,49815.0,6150000.0
2006-11-17,9633,9740,9202,9274,91604,47724.0,6150000.0
2006-11-20,9202,9417,9095,9310,55909,47908.0,6150000.0
2006-11-21,9394,9848,9382,9525,86757,49016.0,6150000.0
2006-11-22,9561,9812,9525,9753,46678,50184.0,6150000.0
2006-11-23,9919,9919,9405,9502,61039,48892.0,6150000.0
2006-11-24,9501,9501,9322,9346,43408,48093.0,6150000.0
2006-11-27,9716,9716,9250,9406,31538,48400.0,6150000.0
2006-11-28,9154,9417,9143,9370,51684,48216.0,6150000.0
2006-11-29,9322,9501,9262,9418,26567,48462.0,6150000.0
2006-11-30,9441,9621,9441,9585,27276,49323.0,6150000.0
2006-12-01,9585,9609,9405,9561,38186,49200.0,6150000.0
2006-12-04,9501,10039,9465,9920,76049,51045.0,6150000.0
2006-12-05,10039,10039,9800,9968,52213,51291.0,6150000.0
2006-12-06,9967,10027,9609,9705,48357,49938.0,6150000.0
2006-12-07,9573,9919,9573,9681,47596,49815.0,6150000.0
2006-12-08,9621,9752,9501,9705,29950,49938.0,6150000.0
2006-12-11,9692,10099,9680,10039,62286,51660.0,6150000.0
2006-12-12,10158,10158,9824,9980,46304,51352.0,6150000.0
2006-12-13,10015,10230,9895,10231,79578,52644.0,6150000.0
2006-12-14,10218,10613,10182,10422,66287,53628.0,6150000.0
2006-12-15,10350,10625,10350,10589,65839,54489.0,6150000.0
2006-12-18,10589,10828,10577,10768,61980,55412.0,6150000.0
2006-12-19,10648,10792,10158,10577,52891,54428.0,6150000.0
2006-12-20,10577,10589,10266,10362,94009,53320.0,6150000.0
2006-12-21,10326,10362,9776,9908,65181,50984.0,6150000.0
2006-12-22,9740,9907,9645,9669,55012,49754.0,6150000.0
2006-12-26,9692,9740,9202,9215,51403,47416.0,6150000.0
2006-12-27,9202,9704,9202,9502,20326,48892.0,6150000.0
2006-12-28,9441,9704,9441,9621,29084,49508.0,6150000.0
2007-01-02,9621,9800,9441,9633,24417,49569.0,6150000.0
2007-01-03,9728,9728,9441,9537,33199,49077.0,6150000.0
2007-01-04,9668,9740,9358,9442,17764,48585.0,6150000.0
2007-01-05,9609,9609,9178,9286,43302,47786.0,6150000.0
2007-01-08,9286,10457,9262,9370,24486,48216.0,6150000.0
2007-01-09,9441,9621,9334,9502,27931,48892.0,6150000.0
2007-01-10,9489,9609,9083,9418,33192,48462.0,6150000.0
2007-01-11,9382,9382,9143,9203,46194,47355.0,6150000.0
2007-01-12,9250,9429,9178,9298,17901,47847.0,6150000.0
2007-01-15,9310,9561,9143,9239,18371,47540.0,6150000.0
2007-01-16,9346,9346,8915,9155,25807,47109.0,6150000.0
2007-01-17,9023,9154,8844,8952,38357,46064.0,6150000.0
2007-01-18,8844,9083,8724,8725,40343,44895.0,6150000.0
2007-01-19,8569,8712,8366,8462,42589,43542.0,6150000.0
2007-01-22,8461,8712,8366,8426,29998,43358.0,6150000.0
2007-01-23,8258,8545,8258,8318,38800,42804.0,6150000.0
2007-01-24,8294,8605,8294,8545,30758,43972.0,6150000.0
2007-01-25,8557,8724,8425,8545,25584,43972.0,6150000.0
2007-01-26,8413,8664,8127,8271,45305,42558.0,6150000.0
2007-01-29,8413,8461,8306,8354,13227,42988.0,6150000.0
2007-01-30,8306,8581,8306,8486,17284,43665.0,6150000.0
2007-01-31,8473,8605,8437,8557,17074,44034.0,6150000.0
2007-02-01,8485,8760,8473,8749,23657,45018.0,6150000.0
2007-02-02,8617,9800,8605,9083,53343,46740.0,6150000.0
2007-02-05,9083,9214,8868,8964,21418,46125.0,6150000.0
2007-02-06,8856,9429,8856,9095,23651,46802.0,6150000.0
2007-02-07,9023,9334,9023,9322,36783,47970.0,6150000.0
2007-02-08,9154,9310,9023,9119,39509,46924.0,6150000.0
2007-02-09,9083,9525,8975,9310,65316,47908.0,6150000.0
2007-02-12,9202,9417,9095,9322,29690,47970.0,6150000.0
2007-02-13,9226,9525,9154,9334,59430,48032.0,6150000.0
2007-02-14,9370,9382,9202,9203,27188,47355.0,6150000.0
2007-02-15,9250,10015,9202,9872,89558,50799.0,6150000.0
2007-02-16,9907,10636,9704,10637,124856,54735.0,6150000.0
2007-02-20,10613,11007,10457,10637,97319,54735.0,6150000.0
2007-02-21,10696,10864,10457,10697,45501,55042.0,6150000.0
2007-02-22,10876,11951,10517,11354,271967,58425.0,6150000.0
2007-02-23,11210,11461,10959,11462,80235,58978.0,6150000.0
2007-02-26,11055,11306,10864,11270,83178,57994.0,6150000.0
2007-02-27,11258,11282,10947,11091,68538,57072.0,6150000.0
2007-02-28,10158,11222,9931,11199,116907,57626.0,6150000.0
2007-03-02,10923,11354,10708,11270,52263,57994.0,6150000.0
2007-03-05,11234,11401,10947,10960,70958,56396.0,6150000.0
2007-03-06,10756,11055,10732,10960,36230,56396.0,6150000.0
2007-03-07,10840,10983,10409,10613,76739,54612.0,6150000.0
2007-03-08,10457,10840,10457,10613,45519,54612.0,6150000.0
2007-03-09,10636,10959,10636,10757,38353,55350.0,6150000.0
2007-03-12,10923,10923,10636,10840,42076,55780.0,6150000.0
2007-03-13,10828,10828,10278,10374,48268,53382.0,6150000.0
2007-03-14,10039,10206,9680,9717,78691,50000.0,6150000.0
2007-03-15,9573,10386,9573,10159,73469,52275.0,6150000.0
2007-03-16,10039,10278,10039,10159,40200,52275.0,6150000.0
2007-03-19,9955,10326,9812,9872,95746,50799.0,6150000.0
2007-03-20,9919,10111,9788,9872,40695,50799.0,6150000.0
2007-03-21,9860,9860,9202,9741,82428,50122.0,6150000.0
2007-03-22,9668,9740,9322,9322,71067,47970.0,6150000.0
2007-03-23,9537,9537,8963,9012,76907,46371.0,6150000.0
2007-03-26,9035,9178,8712,8784,67617,45202.0,6150000.0
2007-03-27,8653,8724,8091,8115,279237,41758.0,6150000.0
2007-03-28,8162,8461,7947,8211,204467,42250.0,6150000.0
2007-03-29,8055,8545,8055,8259,169012,42496.0,6150000.0
2007-03-30,8270,8473,8198,8247,157586,42435.0,6150000.0
2007-04-02,8354,8366,7959,8091,235566,41636.0,6150000.0
2007-04-03,8091,8246,8007,8008,105712,41205.0,6150000.0
2007-04-04,8019,8151,7517,7625,334085,39237.0,6150000.0
2007-04-05,7625,7768,7565,7757,108314,39914.0,6150000.0
2007-04-06,7756,8115,7732,8067,137847,41512.0,6150000.0
2007-04-09,8007,8198,7708,7769,144555,39975.0,6150000.0
2007-04-10,7828,7888,7696,7828,68620,40282.0,6150000.0
2007-04-11,7792,7912,7732,7828,68133,40282.0,6150000.0
2007-04-12,7888,7959,7744,7781,111123,40036.0,6150000.0
2007-04-13,7780,7864,7732,7816,72019,40221.0,6150000.0
2007-04-16,7780,8031,7756,8032,108729,41328.0,6150000.0
2007-04-17,8079,8258,8043,8247,177633,42435.0,6150000.0
2007-04-18,8485,8485,7995,7996,123778,41144.0,6150000.0
2007-04-19,8043,8079,7840,7852,50557,40406.0,6150000.0
2007-04-20,7828,7995,7792,7948,68179,40898.0,6150000.0
2007-04-23,8007,8007,7888,7948,57450,40898.0,6150000.0
2007-04-24,7995,8067,7577,7661,111891,39422.0,6150000.0
2007-04-25,7661,7756,7051,7051,158050,36285.0,6150000.0
2007-04-26,7111,7135,6561,6597,204176,33948.0,6150000.0
2007-04-27,6633,6740,6513,6717,69169,34563.0,6150000.0
2007-04-30,6740,6740,6549,6550,42662,33702.0,6150000.0
2007-05-02,6549,6633,6214,6322,109301,32534.0,6150000.0
2007-05-03,6453,7266,6334,6992,413607,35978.0,6150000.0
2007-05-04,6991,7027,6752,6908,71021,35547.0,6150000.0
2007-05-07,7003,7003,6645,6669,60842,34317.0,6150000.0
2007-05-08,6585,6669,6430,6478,57578,33333.0,6150000.0
2007-05-09,6477,6764,6394,6633,45427,34132.0,6150000.0
2007-05-10,6704,6812,6549,6812,32867,35055.0,6150000.0
2007-05-11,6788,6812,6501,6645,63465,34194.0,6150000.0
2007-05-14,6585,6633,6453,6561,41935,33764.0,6150000.0
2007-05-15,6489,6633,6418,6478,40141,33333.0,6150000.0
2007-05-16,6477,6633,6322,6382,67477,32841.0,6150000.0
2007-05-17,6489,6573,6394,6550,46827,33702.0,6150000.0
2007-05-18,6549,6561,6382,6418,33327,33026.0,6150000.0
2007-05-21,6322,6418,6262,6275,72304,32288.0,6150000.0
2007-05-22,6633,7206,6358,6358,598609,32718.0,6150000.0
2007-05-23,6441,6441,6214,6334,49102,32595.0,6150000.0
2007-05-25,6298,6346,6202,6334,51445,32595.0,6150000.0
2007-05-28,6406,6406,6202,6215,46454,31980.0,6150000.0
2007-05-29,6226,6334,5963,6000,92001,30873.0,6150000.0
2007-05-30,5987,6071,5856,5964,72183,30688.0,6150000.0
2007-05-31,5963,5975,5802,5856,54336,30135.0,6150000.0
2007-06-01,5808,5856,5700,5785,65506,29766.0,6150000.0
2007-06-04,5700,5784,5426,5516,115561,28382.0,6150000.0
2007-06-05,5533,5928,5533,5761,57824,29643.0,6150000.0
2007-06-07,5760,5832,5683,5820,38493,29950.0,6150000.0
2007-06-08,5820,5874,5641,5874,27005,30227.0,6150000.0
2007-06-11,5874,6011,5778,5916,56962,30442.0,6150000.0
2007-06-12,6035,6071,5898,5952,30257,30627.0,6150000.0
2007-06-13,6011,6023,5832,5952,24824,30627.0,6150000.0
2007-06-14,5898,5987,5820,5892,58551,30320.0,6150000.0
2007-06-15,5862,5987,5862,5904,52704,30381.0,6150000.0
2007-06-18,5928,6202,5874,6179,141405,31796.0,6150000.0
2007-06-19,6179,6238,6083,6119,56947,31488.0,6150000.0
2007-06-20,6119,6250,5784,5797,85188,29828.0,6150000.0
2007-06-21,5688,5856,5653,5844,42070,30074.0,6150000.0
2007-06-22,5856,6023,5856,5976,46492,30750.0,6150000.0
2007-06-25,5874,6035,5874,5952,27686,30627.0,6150000.0
2007-06-26,5951,6011,5688,5737,31868,29520.0,6150000.0
2007-06-27,5736,5736,5557,5564,27351,28628.0,6150000.0
2007-06-28,5617,5820,5617,5725,23220,29458.0,6150000.0
2007-06-29,5724,5784,5653,5725,15047,29458.0,6150000.0
2007-07-02,5688,5736,5641,5665,46769,29151.0,6150000.0
2007-07-03,5736,5916,5653,5761,36070,29643.0,6150000.0
2007-07-04,6035,6513,5928,6227,394815,32042.0,6150000.0
2007-07-05,6179,6274,5928,5976,108302,30750.0,6150000.0
2007-07-06,6023,6095,5862,6024,59572,30996.0,6150000.0
2007-07-09,5975,6274,5975,6107,103198,31426.0,6150000.0
2007-07-10,6250,6250,6035,6095,36332,31365.0,6150000.0
2007-07-11,6035,6179,5844,6179,52715,31796.0,6150000.0
2007-07-12,6238,6848,6143,6526,209377,33579.0,6150000.0
2007-07-13,6573,6872,6334,6860,83828,35301.0,6150000.0
2007-07-16,6931,6979,6453,6478,84759,33333.0,6150000.0
2007-07-18,6501,6836,6346,6812,73840,35055.0,6150000.0
2007-07-19,6752,7051,6573,6932,91453,35670.0,6150000.0
2007-07-20,6872,7051,6704,6705,56979,34502.0,6150000.0
2007-07-23,6597,6776,6262,6263,89322,32226.0,6150000.0
2007-07-24,6334,6441,5975,6131,62276,31550.0,6150000.0
2007-07-25,5975,6214,5904,5970,54491,30719.0,6150000.0
2007-07-26,5987,6202,5969,5970,42007,30719.0,6150000.0
2007-07-27,5951,5987,5784,5785,37134,29766.0,6150000.0
2007-07-30,5694,5892,5694,5856,19340,30135.0,6150000.0
2007-07-31,5736,5975,5736,5803,35159,29858.0,6150000.0
2007-08-01,5802,5975,5617,5623,22070,28936.0,6150000.0
2007-08-02,5665,5832,5611,5725,36735,29458.0,6150000.0
2007-08-03,5856,5975,5748,5814,18368,29920.0,6150000.0
2007-08-06,5868,5886,5748,5803,15520,29858.0,6150000.0
2007-08-07,5808,6047,5808,6048,76178,31119.0,6150000.0
2007-08-08,6095,6119,5963,6059,42071,31180.0,6150000.0
2007-08-09,6023,6083,5892,5892,38703,30320.0,6150000.0
2007-08-10,5742,5916,5736,5785,17381,29766.0,6150000.0
2007-08-13,5790,5916,5617,5725,20306,29458.0,6150000.0
2007-08-14,5748,5856,5485,5593,44394,28782.0,6150000.0
2007-08-16,5449,5706,4756,4757,123518,24477.0,6150000.0
2007-08-17,4697,4840,4517,4757,41081,24477.0,6150000.0
2007-08-20,4798,5013,4756,4805,90558,24723.0,6150000.0
2007-08-21,4816,4959,4756,4805,52637,24723.0,6150000.0
2007-08-22,5079,5521,4828,4840,806035,24908.0,6150000.0
2007-08-23,4864,4936,4762,4763,102010,24508.0,6150000.0
2007-08-24,4780,5133,4691,4817,42766,24784.0,6150000.0
2007-08-27,4876,4900,4780,4840,44771,24908.0,6150000.0
2007-08-28,4876,4876,4780,4828,30596,24846.0,6150000.0
2007-08-29,4762,4762,4541,4589,51004,23616.0,6150000.0
2007-08-30,4625,4685,4619,4661,47370,23985.0,6150000.0
2007-08-31,4661,4708,4637,4685,32442,24108.0,6150000.0
2007-09-03,4673,4786,4673,4727,30723,24323.0,6150000.0
2007-09-04,4726,4768,4613,4613,29658,23739.0,6150000.0
2007-09-05,4661,4726,4625,4667,18099,24016.0,6150000.0
2007-09-06,4667,4667,4517,4548,66260,23401.0,6150000.0
2007-09-07,4553,4601,4517,4554,39687,23432.0,6150000.0
2007-09-10,4469,4469,4183,4237,97023,21802.0,6150000.0
2007-09-11,4254,4398,4248,4291,61767,22078.0,6150000.0
2007-09-12,4314,4386,4206,4207,44645,21648.0,6150000.0
2007-09-13,4147,4404,4057,4129,54899,21248.0,6150000.0
2007-09-14,4135,4177,4063,4117,33288,21187.0,6150000.0
2007-09-17,4206,4206,4063,4105,30746,21125.0,6150000.0
2007-09-18,4051,4177,3979,4052,29123,20848.0,6150000.0
2007-09-19,4075,4165,4027,4034,30534,20756.0,6150000.0
2007-09-20,4039,4057,3902,4004,69015,20602.0,6150000.0
2007-09-21,3967,4081,3944,4004,68125,20602.0,6150000.0
2007-09-27,4027,4063,3890,4022,34146,20695.0,6150000.0
2007-09-28,3991,4093,3950,4076,38261,20972.0,6150000.0
2007-10-01,4075,4171,4039,4135,45126,21279.0,6150000.0
2007-10-02,4111,4195,4087,4195,45642,21586.0,6150000.0
2007-10-04,4177,4350,4147,4195,44315,21586.0,6150000.0
2007-10-05,4278,4416,4123,4416,57878,22724.0,6150000.0
2007-10-08,4481,4679,4446,4673,89206,24046.0,6150000.0
2007-10-09,4780,4906,4308,4476,79590,23032.0,6150000.0
2007-10-10,4697,4697,4416,4613,38001,23739.0,6150000.0
2007-10-11,4541,4691,4541,4691,26332,24139.0,6150000.0
2007-10-12,4559,4637,4547,4619,44129,23770.0,6150000.0
2007-10-15,4619,4631,4278,4279,38001,22017.0,6150000.0
2007-10-16,4218,4266,3950,4249,27860,21863.0,6150000.0
2007-10-17,4302,4362,4063,4183,18699,21525.0,6150000.0
2007-10-18,4344,4344,4075,4267,5853,21956.0,6150000.0
2007-10-19,4350,4350,4015,4135,9500,21279.0,6150000.0
2007-10-22,4081,4081,3896,3992,24333,20541.0,6150000.0
2007-10-23,4003,4224,3944,3944,16513,20295.0,6150000.0
2007-10-24,3944,4129,3938,3962,6833,20387.0,6150000.0
2007-10-25,4099,4099,3836,4034,16264,20756.0,6150000.0
