미래에셋대우스팩1호(265480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-04,2070,2070,2055,2060,6926,9970.0,4840000.0
2019-03-05,2080,2080,2045,2050,17,9922.0,4840000.0
2019-03-06,2060,2060,2060,2060,20360,9970.0,4840000.0
2019-03-07,2050,2060,2050,2060,21932,9970.0,4840000.0
2019-03-08,2060,2075,2060,2075,22424,10043.0,4840000.0
2019-03-11,2080,2090,2080,2085,9847,10091.0,4840000.0
2019-03-12,2085,2095,2080,2085,39739,10091.0,4840000.0
2019-03-13,2090,2095,2090,2090,12844,10116.0,4840000.0
2019-03-14,2090,2100,2080,2090,30393,10116.0,4840000.0
2019-03-15,2090,2090,2085,2085,7513,10091.0,4840000.0
2019-03-18,2085,2090,2085,2085,2101,10091.0,4840000.0
2019-03-19,2085,2090,2085,2090,899,10116.0,4840000.0
2019-03-20,2095,2095,2095,2095,2,10140.0,4840000.0
2019-03-21,2095,2095,2080,2080,2502,10067.0,4840000.0
2019-03-22,2080,2090,2080,2090,711,10116.0,4840000.0
2019-03-25,2090,2095,2090,2095,204,10140.0,4840000.0
2019-03-26,2100,2100,2090,2090,800,10116.0,4840000.0
2019-03-27,2090,2110,2090,2100,1812,10164.0,4840000.0
2019-03-28,2100,2100,2095,2095,2000,10140.0,4840000.0
2019-03-29,2100,2100,2100,2100,301,10164.0,4840000.0
2019-04-01,2100,2100,2080,2100,86,10164.0,4840000.0
2019-04-02,2100,2100,2095,2100,3097,10164.0,4840000.0
2019-04-03,2080,2080,2080,2080,25,10067.0,4840000.0
2019-04-04,2080,2100,2080,2100,223,10164.0,4840000.0
2019-04-05,2080,2085,2080,2080,1009,10067.0,4840000.0
2019-04-08,2080,2100,2080,2080,850,10067.0,4840000.0
2019-04-09,2100,2100,2100,2100,390,10164.0,4840000.0
2019-04-10,2080,2110,2080,2090,1216,10116.0,4840000.0
2019-04-11,2130,2130,2090,2115,1337,10237.0,4840000.0
2019-04-12,2115,2155,2115,2130,62353,10309.0,4840000.0
2019-04-15,2170,2170,2130,2150,20518,10406.0,4840000.0
2019-04-16,2135,2140,2125,2140,1791,10358.0,4840000.0
2019-04-17,2185,2185,2110,2125,9995,10285.0,4840000.0
2019-04-18,2095,2155,2095,2130,3649,10309.0,4840000.0
2019-04-19,2110,2200,2110,2190,6406,10600.0,4840000.0
2019-04-22,2190,2190,2165,2190,5497,10600.0,4840000.0
2019-04-23,2175,2175,2105,2170,1829,10503.0,4840000.0
2019-04-24,2170,2170,2165,2165,401,10479.0,4840000.0
2019-04-25,2180,2180,2110,2110,1523,10212.0,4840000.0
2019-04-26,2105,2110,2100,2110,2089,10212.0,4840000.0
2019-04-29,2110,2110,2085,2110,1835,10212.0,4840000.0
2019-04-30,2160,2160,2115,2150,3338,10406.0,4840000.0
2019-05-02,2100,2165,2100,2165,1547,10479.0,4840000.0
2019-05-03,2095,2165,2095,2150,8118,10406.0,4840000.0
2019-05-07,2115,2130,2105,2130,1370,10309.0,4840000.0
2019-05-08,2140,2145,2125,2130,10618,10309.0,4840000.0
2019-05-09,2095,2180,2095,2125,1732,10285.0,4840000.0
2019-05-10,2105,2120,2105,2115,11026,10237.0,4840000.0
2019-05-13,2115,2150,2115,2150,1280,10406.0,4840000.0
2019-05-14,2150,2195,2150,2150,28660,10406.0,4840000.0
2019-05-15,2160,2180,2145,2145,19932,10382.0,4840000.0
2019-05-16,2190,2190,2145,2150,2979,10406.0,4840000.0
2019-05-17,2130,2175,2130,2165,2234,10479.0,4840000.0
2019-05-20,2150,2170,2150,2170,1763,10503.0,4840000.0
2019-05-21,2170,2170,2150,2155,1328,10430.0,4840000.0
2019-05-22,2180,2185,2160,2185,1572,10575.0,4840000.0
2019-05-23,2190,2190,2180,2185,1928,10575.0,4840000.0
2019-05-24,2190,2190,2150,2190,10542,10600.0,4840000.0
2019-05-27,2185,2185,2165,2185,484,10575.0,4840000.0
2019-05-28,2160,2170,2160,2170,10250,10503.0,4840000.0
2019-05-29,2155,2175,2155,2160,8898,10454.0,4840000.0
2019-05-30,2160,2170,2155,2170,12898,10503.0,4840000.0
2019-05-31,2170,2185,2170,2185,680,10575.0,4840000.0
2019-06-03,2190,2195,2185,2190,10210,10600.0,4840000.0
2019-06-04,2190,2200,2190,2190,6851,10600.0,4840000.0
2019-06-05,2160,2175,2155,2160,58792,10454.0,4840000.0
2019-06-07,2170,2170,2150,2160,30727,10454.0,4840000.0
2019-06-10,2160,2170,2160,2165,37564,10479.0,4840000.0
2019-06-11,2190,2190,2160,2165,23474,10479.0,4840000.0
2019-06-12,2190,2190,2175,2180,13452,10551.0,4840000.0
2019-06-13,2180,2185,2170,2175,38974,10527.0,4840000.0
2019-06-14,2175,2200,2170,2175,50575,10527.0,4840000.0
2019-06-17,2190,2245,2175,2190,12764,10600.0,4840000.0
2019-06-18,2235,2235,2185,2185,13774,10575.0,4840000.0
2019-06-19,2190,2190,2175,2190,8898,10600.0,4840000.0
2019-06-20,2180,2190,2180,2190,14800,10600.0,4840000.0
2019-06-21,2185,2190,2185,2190,10976,10600.0,4840000.0
2019-06-24,2190,2210,2185,2210,1095,10696.0,4840000.0
2019-06-25,2190,2195,2185,2195,13031,10624.0,4840000.0
2019-06-26,2200,2210,2200,2205,43305,10672.0,4840000.0
2019-06-27,2205,2210,2200,2205,3801,10672.0,4840000.0
2019-06-28,2205,2205,2185,2200,149,10648.0,4840000.0
2019-07-01,2225,2230,2200,2215,6538,10721.0,4840000.0
2019-07-02,2190,2210,2190,2210,6236,10696.0,4840000.0
2019-07-03,2230,2230,2185,2220,2450,10745.0,4840000.0
2019-07-04,2225,2225,2185,2200,4975,10648.0,4840000.0
2019-07-05,2200,2250,2200,2240,8155,10842.0,4840000.0
2019-07-08,2205,2280,2205,2265,8198,10963.0,4840000.0
2019-07-09,2280,2290,2265,2285,5158,11059.0,4840000.0
2019-07-10,2235,2300,2235,2260,1398,10938.0,4840000.0
2019-07-11,2290,2305,2290,2295,11299,11108.0,4840000.0
2019-07-12,2290,2295,2255,2295,3616,11108.0,4840000.0
2019-07-15,2300,2300,2250,2295,11245,11108.0,4840000.0
2019-07-16,2230,2290,2230,2285,4727,11059.0,4840000.0
2019-07-17,2280,2295,2245,2280,2915,11035.0,4840000.0
2019-07-18,2240,2285,2240,2285,3721,11059.0,4840000.0
2019-07-19,2280,2290,2245,2290,8081,11084.0,4840000.0
2019-07-22,2290,2290,2260,2265,3745,10963.0,4840000.0
2019-07-23,2270,2270,2260,2260,4374,10938.0,4840000.0
2019-07-24,2275,2285,2260,2285,1233,11059.0,4840000.0
2019-07-25,2285,2285,2285,2285,5,11059.0,4840000.0
2019-07-26,2285,2290,2285,2290,12979,11084.0,4840000.0
2019-07-29,2280,2290,2280,2285,2706,11059.0,4840000.0
2019-07-30,2280,2285,2280,2285,1003,11059.0,4840000.0
2019-07-31,2280,2280,2220,2270,5435,10987.0,4840000.0
2019-08-01,2260,2260,2220,2245,5738,10866.0,4840000.0
2019-08-02,2230,2240,2230,2240,2252,10842.0,4840000.0
2019-08-05,2240,2240,2175,2230,20183,10793.0,4840000.0
2019-08-06,2170,2200,2160,2195,7732,10624.0,4840000.0
2019-08-07,2195,2195,2195,2195,2103,10624.0,4840000.0
2019-08-08,2190,2200,2180,2200,366,10648.0,4840000.0
2019-08-09,2215,2230,2175,2220,2704,10745.0,4840000.0
2019-08-12,2215,2215,2165,2165,2012,10479.0,4840000.0
2019-08-13,2175,2200,2175,2195,3043,10624.0,4840000.0
2019-08-14,2210,2210,2175,2200,1175,10648.0,4840000.0
2019-08-16,2160,2230,2160,2200,3214,10648.0,4840000.0
2019-08-19,2190,2200,2185,2185,9871,10575.0,4840000.0
2019-08-20,2210,2210,2175,2195,4398,10624.0,4840000.0
2019-08-21,2195,2200,2150,2160,10448,10454.0,4840000.0
2019-08-22,2160,2190,2160,2190,160,10600.0,4840000.0
2019-08-23,2185,2195,2185,2185,3291,10575.0,4840000.0
2019-08-26,2160,2185,2160,2185,2113,10575.0,4840000.0
2019-08-27,2185,2190,2160,2160,2821,10454.0,4840000.0
2019-08-28,2215,2215,2165,2180,2807,10551.0,4840000.0
2019-08-29,2175,2180,2160,2175,2898,10527.0,4840000.0
2019-08-30,2170,2170,2150,2170,1343,10503.0,4840000.0
2019-09-02,2190,2190,2160,2175,2291,10527.0,4840000.0
2019-09-03,2210,2210,2170,2210,4652,10696.0,4840000.0
2019-09-04,2200,2205,2180,2180,2350,10551.0,4840000.0
2019-09-05,2205,2205,2170,2175,4904,10527.0,4840000.0
2019-09-06,2160,2190,2160,2175,2058,10527.0,4840000.0
2019-09-09,2180,2180,2170,2180,4701,10551.0,4840000.0
2019-09-10,2180,2180,2160,2175,2161,10527.0,4840000.0
2019-09-11,2165,2175,2160,2175,859,10527.0,4840000.0
2019-09-16,2175,2175,2175,2175,433,10527.0,4840000.0
2019-09-17,2150,2205,2150,2200,5992,10648.0,4840000.0
2019-09-18,2225,2225,2200,2205,456,10672.0,4840000.0
2019-09-19,2240,2240,2195,2200,108,10648.0,4840000.0
2019-09-20,2195,2195,2175,2195,1198,10624.0,4840000.0
2019-09-23,2200,2200,2185,2185,2656,10575.0,4840000.0
2019-09-24,2160,2180,2160,2180,1325,10551.0,4840000.0
2019-09-25,2160,2180,2160,2180,1573,10551.0,4840000.0
2019-09-26,2150,2175,2150,2175,30,10527.0,4840000.0
2019-09-27,2195,2195,2170,2175,1337,10527.0,4840000.0
2019-09-30,2205,2215,2165,2165,6571,10479.0,4840000.0
2019-10-01,2165,2180,2165,2170,485,10503.0,4840000.0
2019-10-02,2165,2165,2160,2160,5378,10454.0,4840000.0
2019-10-04,2155,2165,2120,2165,35055,10479.0,4840000.0
2019-10-07,2130,2165,2080,2105,15346,10188.0,4840000.0
