에스에스알(275630),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-06,18000,23400,18000,23400,484330,132504.0,5662567.0
2018-08-07,24500,30000,24450,29000,4314971,164214.0,5662567.0
2018-08-08,29600,33850,28400,29200,2182126,165347.0,5662567.0
2018-08-09,30000,30250,25900,26850,769758,152040.0,5662567.0
2018-08-10,26550,27350,24700,25400,526709,143829.0,5662567.0
2018-08-13,24950,25800,23450,23950,321705,135618.0,5662567.0
2018-08-14,24000,24450,21650,22300,360303,126275.0,5662567.0
2018-08-16,21600,22000,20500,21800,202047,123444.0,5662567.0
2018-08-17,21600,22850,20950,21600,415242,122311.0,5662567.0
2018-08-20,23200,26700,22300,22700,1883576,128540.0,5662567.0
2018-08-21,22000,22550,21750,22550,394643,127691.0,5662567.0
2018-08-22,22450,23150,21350,21350,262678,120896.0,5662567.0
2018-08-23,21200,21800,21050,21750,133974,123161.0,5662567.0
2018-08-24,21800,21800,20600,20600,137089,116649.0,5662567.0
2018-08-27,20450,20450,19800,20050,91419,113534.0,5662567.0
2018-08-28,20050,20450,19700,20300,124948,114950.0,5662567.0
2018-08-29,22250,24250,20800,20800,1332520,117781.0,5662567.0
2018-08-30,20650,20750,20000,20050,129500,113534.0,5662567.0
2018-08-31,19800,20400,19800,20400,77659,115516.0,5662567.0
2018-09-03,20000,20450,20000,20050,94602,113534.0,5662567.0
2018-09-04,21450,21800,20450,20500,295307,116083.0,5662567.0
2018-09-05,20300,20900,20050,20700,94950,117215.0,5662567.0
2018-09-06,18200,19100,18200,18550,780284,105041.0,5662567.0
2018-09-07,18350,18600,17300,17500,360398,99095.0,5662567.0
2018-09-10,17350,17400,16350,16550,331887,93715.0,5662567.0
2018-09-11,16300,17350,16300,16650,383259,94282.0,5662567.0
2018-09-12,16500,17000,16250,16800,178715,95131.0,5662567.0
2018-09-13,16850,17100,16350,16900,260189,95697.0,5662567.0
2018-09-14,17700,18200,16400,16900,747909,95697.0,5662567.0
2018-09-17,17100,17700,16900,17500,344962,99095.0,5662567.0
2018-09-18,17550,18500,17500,18100,494372,102492.0,5662567.0
2018-09-19,18250,18450,17450,17650,195935,99944.0,5662567.0
2018-09-20,17850,18150,17000,17050,213803,96547.0,5662567.0
2018-09-21,17150,17350,16750,16850,68248,95414.0,5662567.0
2018-09-27,16800,17050,16550,16850,37782,95414.0,5662567.0
2018-09-28,17100,17100,16300,16500,83654,93432.0,5662567.0
2018-10-01,16650,16650,15600,15700,114568,88902.0,5662567.0
2018-10-02,15600,15650,14400,14650,112747,82957.0,5662567.0
2018-10-04,14600,14850,13900,14050,98207,79559.0,5662567.0
2018-10-05,13900,14400,13650,14400,62552,81541.0,5662567.0
2018-10-08,14250,14650,14000,14050,53026,79559.0,5662567.0
2018-10-10,14200,14300,12550,12800,99307,72481.0,5662567.0
2018-10-11,11550,12300,11550,11600,100939,65686.0,5662567.0
2018-10-12,11550,12350,11550,11850,57921,67101.0,5662567.0
2018-10-15,11800,13600,11750,12800,263644,72481.0,5662567.0
2018-10-16,12850,13000,12500,12650,87558,71631.0,5662567.0
2018-10-17,13100,13350,12100,12700,84741,71915.0,5662567.0
2018-10-18,12600,13300,12300,13300,42904,75312.0,5662567.0
2018-10-19,12950,13550,12800,13300,89988,75312.0,5662567.0
2018-10-22,14500,15900,13750,13750,900845,77860.0,5662567.0
2018-10-23,13550,13600,12500,12500,168091,70782.0,5662567.0
2018-10-24,12550,12750,11300,11300,103614,63987.0,5662567.0
2018-10-25,10750,11300,10600,10850,95528,61439.0,5662567.0
2018-10-26,11100,11250,10400,10700,71674,60589.0,5662567.0
2018-10-29,10500,10900,9510,9520,98902,53908.0,5662567.0
2018-10-30,9310,9510,8870,9430,140763,53398.0,5662567.0
2018-10-31,9500,10100,9480,9880,81692,55946.0,5662567.0
2018-11-01,10000,10600,9980,10350,129640,58608.0,5662567.0
2018-11-02,10350,10850,10250,10750,71172,60873.0,5662567.0
2018-11-05,10650,10800,10400,10700,34144,60589.0,5662567.0
2018-11-06,11300,13850,11000,12200,1405606,69083.0,5662567.0
2018-11-07,12000,13350,11800,12350,678893,69933.0,5662567.0
2018-11-08,12500,12600,12150,12550,146266,71065.0,5662567.0
2018-11-09,12700,13250,12400,12850,310707,72764.0,5662567.0
2018-11-12,12850,12850,11750,12050,128762,68234.0,5662567.0
2018-11-13,11500,11600,10900,11400,155752,64553.0,5662567.0
2018-11-14,11350,11650,11350,11400,69026,64553.0,5662567.0
2018-11-15,11100,11100,10650,10850,93577,61439.0,5662567.0
2018-11-16,11000,11150,10900,11100,48726,62854.0,5662567.0
2018-11-19,11200,11200,10800,10800,66693,61156.0,5662567.0
2018-11-20,10700,10800,10300,10700,54963,60589.0,5662567.0
2018-11-21,10450,10550,10250,10450,34166,59174.0,5662567.0
2018-11-22,10600,10900,10250,10400,59061,58891.0,5662567.0
2018-11-23,10350,10550,10000,10050,57688,56909.0,5662567.0
2018-11-26,10050,10200,9960,10050,40064,56909.0,5662567.0
2018-11-27,10350,10500,10150,10250,33326,58041.0,5662567.0
2018-11-28,10300,10800,10100,10350,52230,58608.0,5662567.0
2018-11-29,10500,10650,10200,10200,40778,57758.0,5662567.0
2018-11-30,10200,10200,9900,9950,63559,56343.0,5662567.0
2018-12-03,9950,10250,9950,10150,28513,57475.0,5662567.0
2018-12-04,10350,10450,10100,10200,14819,57758.0,5662567.0
2018-12-05,10050,10150,9910,10000,20473,56626.0,5662567.0
2018-12-06,9910,10000,9530,9530,36640,53964.0,5662567.0
2018-12-07,9540,9800,9540,9590,12722,54304.0,5662567.0
2018-12-10,9590,9750,9120,9150,35293,51812.0,5662567.0
2018-12-11,9180,9480,9020,9120,11808,51643.0,5662567.0
2018-12-12,9120,9340,9100,9290,17478,52605.0,5662567.0
2018-12-13,9380,9520,9300,9500,17535,53794.0,5662567.0
2018-12-14,9490,9600,9050,9220,20519,52209.0,5662567.0
2018-12-17,9120,9120,8750,8850,28385,50114.0,5662567.0
2018-12-18,8850,8950,8670,8750,15261,49547.0,5662567.0
2018-12-19,8800,9690,8690,9160,83888,51869.0,5662567.0
2018-12-20,8980,9280,8940,8940,19636,50623.0,5662567.0
2018-12-21,8940,9190,8890,8900,14063,50397.0,5662567.0
2018-12-24,8900,9140,8860,8940,31420,50623.0,5662567.0
2018-12-26,8800,8880,8140,8410,55296,47622.0,5662567.0
2018-12-27,8540,8690,8460,8520,18889,48245.0,5662567.0
2018-12-28,8780,9570,8780,9000,211243,50963.0,5662567.0
2019-01-02,9140,9380,8950,8950,67746,50680.0,5662567.0
2019-01-03,9110,9110,8870,8940,25991,50623.0,5662567.0
2019-01-04,8900,8990,8520,8990,24645,50906.0,5662567.0
2019-01-07,9300,10200,9300,9310,115922,52718.0,5662567.0
2019-01-08,9390,9470,9000,9010,36406,51020.0,5662567.0
2019-01-09,9170,9320,8990,9270,42986,52492.0,5662567.0
2019-01-10,9220,9300,9050,9170,17849,51926.0,5662567.0
2019-01-11,9240,9970,9180,9490,177647,53738.0,5662567.0
2019-01-14,9610,9610,9330,9440,38856,53455.0,5662567.0
2019-01-15,9500,10400,9500,10100,229058,57192.0,5662567.0
2019-01-16,10200,10550,9890,10450,130326,59174.0,5662567.0
2019-01-17,10400,10500,9980,10000,102638,56626.0,5662567.0
2019-01-18,10200,10300,9980,10000,61422,56626.0,5662567.0
2019-01-21,10100,10200,9880,9980,37675,56512.0,5662567.0
2019-01-22,10150,10450,9980,10200,81300,57758.0,5662567.0
2019-01-23,10100,10600,10100,10250,85582,58041.0,5662567.0
2019-01-24,10250,10450,10100,10400,47675,58891.0,5662567.0
2019-01-25,10450,10500,10300,10300,43781,58324.0,5662567.0
2019-01-28,10500,10750,10100,10150,73011,57475.0,5662567.0
2019-01-29,10150,10200,9900,9960,39414,56399.0,5662567.0
2019-01-30,9990,10200,9960,10000,15500,56626.0,5662567.0
2019-01-31,10200,10250,9950,10000,24994,56626.0,5662567.0
2019-02-01,10100,10200,9920,9950,23311,56343.0,5662567.0
2019-02-07,9910,10000,9650,9830,35837,55663.0,5662567.0
2019-02-08,9900,9900,9680,9720,23075,55040.0,5662567.0
2019-02-11,9710,9790,9400,9430,35849,53398.0,5662567.0
2019-02-12,9370,9650,9350,9570,18940,54191.0,5662567.0
2019-02-13,9770,9780,9420,9570,20265,54191.0,5662567.0
2019-02-14,9580,9690,9450,9680,17941,54814.0,5662567.0
2019-02-15,9700,9910,9590,9690,25616,54870.0,5662567.0
2019-02-18,10650,12450,10200,11500,1876232,65120.0,5662567.0
2019-02-19,11350,11500,11150,11450,285798,64836.0,5662567.0
2019-02-20,11400,11850,11200,11800,266026,66818.0,5662567.0
2019-02-21,11800,13700,11300,13100,2054909,74180.0,5662567.0
2019-02-22,13250,13300,12050,12150,443286,68800.0,5662567.0
2019-02-25,12200,12250,11300,11500,1095356,65120.0,5662567.0
2019-02-26,11550,11800,11100,11150,456082,63138.0,5662567.0
2019-02-27,11150,11350,11050,11200,147692,63421.0,5662567.0
2019-02-28,11350,11350,10400,10600,228990,60023.0,5662567.0
2019-03-04,10600,10900,10550,10700,93700,60589.0,5662567.0
2019-03-05,10700,11150,10600,10950,194009,63450.0,5794561.0
2019-03-06,11000,11300,10850,10950,164266,63450.0,5794561.0
2019-03-07,11000,11300,10500,10650,122471,61712.0,5794561.0
2019-03-08,10600,10950,10100,10500,167384,60843.0,5794561.0
2019-03-11,10400,10650,10000,10050,132321,58235.0,5794561.0
2019-03-12,10150,10300,9980,10150,105316,58815.0,5794561.0
2019-03-13,10200,10300,9790,9850,135953,57076.0,5794561.0
2019-03-14,9860,10200,9860,10200,93553,59105.0,5794561.0
2019-03-15,10150,10350,9970,10100,91861,58525.0,5794561.0
2019-03-18,10250,10750,10100,10750,276363,62292.0,5794561.0
2019-03-19,10800,10850,10450,10650,123943,61712.0,5794561.0
2019-03-20,10550,10650,10300,10550,98137,61133.0,5794561.0
2019-03-21,10550,10800,10450,10800,128272,62581.0,5794561.0
2019-03-22,11000,11150,10650,11000,174402,63740.0,5794561.0
2019-03-25,10750,10900,10550,10650,87480,61712.0,5794561.0
2019-03-26,10600,10900,10500,10850,66294,62871.0,5794561.0
2019-03-27,11050,11100,10700,10800,69889,62581.0,5794561.0
2019-03-28,10800,10950,10350,10350,58196,59974.0,5794561.0
2019-03-29,10450,11350,10450,10750,518036,62292.0,5794561.0
2019-04-01,10900,11400,10750,11300,239797,65479.0,5794561.0
2019-04-02,11450,11500,10950,11200,136697,64899.0,5794561.0
2019-04-03,11200,11350,11000,11300,104356,65479.0,5794561.0
2019-04-04,11500,11750,11050,11250,260938,65189.0,5794561.0
2019-04-05,11250,11250,10950,11250,78524,65189.0,5794561.0
2019-04-08,11300,11450,11150,11300,94671,65479.0,5794561.0
2019-04-09,11250,11400,11000,11300,74766,65479.0,5794561.0
2019-04-10,11250,12150,11250,11900,542261,68955.0,5794561.0
2019-04-11,11900,12300,11700,11900,332188,68955.0,5794561.0
2019-04-12,12000,12350,11850,12200,189183,70694.0,5794561.0
2019-04-15,12550,12750,12050,12300,193627,71273.0,5794561.0
2019-04-16,12300,12300,11600,11650,153241,67507.0,5794561.0
2019-04-17,11800,12300,11650,12050,197507,69824.0,5794561.0
2019-04-18,12250,12500,11800,11850,206203,68666.0,5794561.0
2019-04-19,11950,12150,11650,11750,83421,68086.0,5794561.0
2019-04-22,11800,11800,11350,11350,88320,65768.0,5794561.0
2019-04-23,11500,11550,11200,11250,68987,65189.0,5794561.0
2019-04-24,11350,11650,11200,11250,53377,65189.0,5794561.0
2019-04-25,11350,11350,10900,11250,54714,65189.0,5794561.0
2019-04-26,11250,11250,10750,10900,70860,63161.0,5794561.0
2019-04-29,11050,11150,10800,10900,49443,63161.0,5794561.0
2019-04-30,11050,11200,10900,11200,45682,64899.0,5794561.0
2019-05-02,11400,11500,11200,11450,45072,66348.0,5794561.0
2019-05-03,11300,11500,11150,11450,41667,66348.0,5794561.0
2019-05-07,11050,11300,11050,11250,39135,65189.0,5794561.0
2019-05-08,11250,11450,10700,10800,73584,62581.0,5794561.0
2019-05-09,10800,11150,10000,10100,105325,58525.0,5794561.0
2019-05-10,10100,10350,9820,10000,61675,57946.0,5794561.0
2019-05-13,9990,10100,9520,9550,50640,55338.0,5794561.0
2019-05-14,9320,9500,9070,9410,76004,54527.0,5794561.0
2019-05-15,9580,10100,9550,9910,46602,57424.0,5794561.0
2019-05-16,10100,10100,9240,9520,50818,55164.0,5794561.0
2019-05-17,9620,9670,9290,9300,28245,53889.0,5794561.0
2019-05-20,9300,9350,8800,9000,77111,52151.0,5794561.0
2019-05-21,9000,9070,8800,8980,30340,52035.0,5794561.0
2019-05-22,9000,9200,8870,9020,43260,52267.0,5794561.0
2019-05-23,8970,9100,8750,8840,44813,51224.0,5794561.0
2019-05-24,9110,9240,8780,8800,85179,50992.0,5794561.0
2019-05-27,8890,8890,8360,8550,38620,49543.0,5794561.0
2019-05-28,8610,8810,8450,8700,34078,50413.0,5794561.0
2019-05-29,8590,8590,8280,8320,46775,48211.0,5794561.0
2019-05-30,8320,8360,8050,8150,49722,47226.0,5794561.0
2019-05-31,8280,8350,8000,8350,32951,48385.0,5794561.0
2019-06-03,8340,8360,8130,8330,9713,48269.0,5794561.0
2019-06-04,8300,8600,8270,8600,28094,49833.0,5794561.0
2019-06-05,8700,8800,8590,8650,23872,50123.0,5794561.0
2019-06-07,8650,8770,8590,8750,23242,50702.0,5794561.0
2019-06-10,8760,9020,8750,8950,39683,51861.0,5794561.0
2019-06-11,9040,9160,8960,9160,21756,53078.0,5794561.0
2019-06-12,9160,9160,8960,9050,21167,52441.0,5794561.0
2019-06-13,9190,9500,9140,9470,54519,54874.0,5794561.0
2019-06-14,9470,9530,9390,9470,15844,54874.0,5794561.0
2019-06-17,9520,9520,9130,9270,17971,53716.0,5794561.0
2019-06-18,9200,9800,9200,9500,42399,55048.0,5794561.0
2019-06-19,9700,9700,9320,9560,17298,55396.0,5794561.0
2019-06-20,9560,9660,9410,9530,11639,55222.0,5794561.0
2019-06-21,9530,9610,9120,9300,12099,53889.0,5794561.0
2019-06-24,9300,9330,9120,9220,11263,53426.0,5794561.0
2019-06-25,9270,9270,8980,9120,26822,52846.0,5794561.0
2019-06-26,9050,11500,9010,10250,1119039,59394.0,5794561.0
2019-06-27,10200,10300,9760,9760,203233,56555.0,5794561.0
2019-06-28,9760,9820,9260,9350,131461,54179.0,5794561.0
2019-07-01,9360,9430,9250,9350,49303,54179.0,5794561.0
2019-07-02,9370,9470,9200,9370,47859,54295.0,5794561.0
2019-07-03,9370,9520,9210,9280,55698,53774.0,5794561.0
2019-07-04,9290,9330,8600,8850,108745,51282.0,5794561.0
2019-07-05,8850,8990,8640,8810,37351,51050.0,5794561.0
2019-07-08,8670,8830,8250,8320,72894,48211.0,5794561.0
2019-07-09,8250,8470,8050,8120,37609,47052.0,5794561.0
2019-07-10,8110,8450,8070,8400,46126,48674.0,5794561.0
2019-07-11,8650,8700,8440,8530,40306,49428.0,5794561.0
2019-07-12,8580,8580,8390,8550,17960,49543.0,5794561.0
2019-07-15,8600,8800,8460,8600,20904,49833.0,5794561.0
2019-07-16,8590,8600,8400,8470,12015,49080.0,5794561.0
2019-07-17,8420,8460,8150,8240,28728,47747.0,5794561.0
2019-07-18,8280,8280,8140,8190,10689,47457.0,5794561.0
2019-07-19,8150,8320,8150,8270,22760,47921.0,5794561.0
2019-07-22,8210,8390,8210,8280,7978,47979.0,5794561.0
2019-07-23,8280,8330,8180,8270,18253,47921.0,5794561.0
2019-07-24,8320,8320,8090,8150,19528,47226.0,5794561.0
2019-07-25,8150,8150,7800,8050,39717,46646.0,5794561.0
2019-07-26,8040,8050,7550,7670,65136,44444.0,5794561.0
2019-07-29,7530,7700,6810,6810,99933,39461.0,5794561.0
2019-07-30,6560,6940,6450,6730,185125,38997.0,5794561.0
2019-07-31,6670,6930,6440,6800,78110,39403.0,5794561.0
2019-08-01,6780,6940,6650,6700,30898,38824.0,5794561.0
2019-08-02,6620,6760,6420,6600,44241,38244.0,5794561.0
2019-08-05,6600,6610,5760,5760,94026,33377.0,5794561.0
2019-08-06,5260,5900,5020,5460,72169,31638.0,5794561.0
2019-08-07,5350,5850,5350,5690,62065,32971.0,5794561.0
2019-08-08,5820,6090,5740,6000,29280,34767.0,5794561.0
2019-08-09,5980,6440,5980,6100,24535,35347.0,5794561.0
2019-08-12,5990,6220,5990,6120,7849,35463.0,5794561.0
2019-08-13,6120,6130,5920,6090,8936,35289.0,5794561.0
2019-08-14,6130,6380,6130,6340,22289,36738.0,5794561.0
2019-08-16,6210,6360,6020,6100,22837,35347.0,5794561.0
2019-08-19,6170,6330,6070,6330,20104,36680.0,5794561.0
2019-08-20,6390,6440,6300,6390,16358,37027.0,5794561.0
2019-08-21,6410,6550,6270,6500,14263,37665.0,5794561.0
2019-08-22,6500,6580,6280,6390,9005,37027.0,5794561.0
2019-08-23,6360,6390,6180,6180,25718,35810.0,5794561.0
2019-08-26,5970,6150,5770,5830,33332,33782.0,5794561.0
2019-08-27,5890,6040,5890,5920,9037,34304.0,5794561.0
2019-08-28,5990,6100,5850,6090,8501,35289.0,5794561.0
2019-08-29,6150,6150,5870,5980,13125,34651.0,5794561.0
2019-08-30,6000,6190,5980,6160,19003,35694.0,5794561.0
2019-09-02,6190,6300,6020,6270,11992,36332.0,5794561.0
2019-09-03,6340,6670,6210,6360,28390,36853.0,5794561.0
2019-09-04,6370,6650,6270,6640,120727,38476.0,5794561.0
2019-09-05,7710,8630,7030,7040,2129089,40794.0,5794561.0
2019-09-06,7300,7390,7000,7080,189127,41025.0,5794561.0
2019-09-09,6980,7060,6550,6610,172706,38302.0,5794561.0
2019-09-10,6680,6790,6510,6510,94062,37723.0,5794561.0
2019-09-11,6530,6670,6330,6670,44519,38650.0,5794561.0
2019-09-16,6740,6780,6640,6780,25887,39287.0,5794561.0
2019-09-17,6810,6810,6580,6740,41933,39055.0,5794561.0
2019-09-18,6740,6760,6640,6670,31220,38650.0,5794561.0
2019-09-19,6670,7070,6670,6890,76592,39925.0,5794561.0
2019-09-20,6920,7030,6780,7030,35492,40736.0,5794561.0
2019-09-23,7040,7080,6930,6930,36830,40156.0,5794561.0
2019-09-24,6930,6940,6750,6880,19765,39867.0,5794561.0
2019-09-25,6910,6910,6560,6590,41404,38186.0,5794561.0
2019-09-26,6630,6760,6470,6570,24339,38070.0,5794561.0
2019-09-27,6440,6800,6440,6570,9556,38070.0,5794561.0
2019-09-30,6580,6580,6280,6360,29337,36853.0,5794561.0
2019-10-01,6400,6450,6200,6400,21970,37085.0,5794561.0
2019-10-02,6400,6480,6200,6420,18114,37201.0,5794561.0
2019-10-04,6410,6480,6360,6450,17418,37375.0,5794561.0
2019-10-07,6330,6460,6320,6340,14885,,
