제노포커스(187420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-20,17325,18200,17275,17975,212160,321409.0,8940453.0
2015-07-21,18350,19300,18350,18750,347711,335267.0,8940453.0
2015-07-22,19075,19425,18575,18675,210467,333926.0,8940453.0
2015-07-23,18675,19350,18225,19100,223987,341525.0,8940453.0
2015-07-24,19100,19250,18675,18700,167517,334373.0,8940453.0
2015-07-27,18375,18400,16650,16850,347012,301293.0,8940453.0
2015-07-28,16099,16500,14850,15850,432356,283412.0,8940453.0
2015-07-29,16050,16200,14050,14200,393193,253909.0,8940453.0
2015-07-30,14050,14775,12650,12650,409273,226193.0,8940453.0
2015-07-31,12650,13700,12000,13625,351906,243627.0,8940453.0
2015-08-03,13500,13700,12500,12700,201021,227088.0,8940453.0
2015-08-04,12575,13825,12575,13375,284325,239157.0,8940453.0
2015-08-05,13550,15050,13375,15050,495946,269108.0,8940453.0
2015-08-06,15100,16075,14850,15200,303373,271790.0,8940453.0
2015-08-07,14800,15475,14550,15075,156294,269555.0,8940453.0
2015-08-10,15450,15575,14250,14250,151924,254803.0,8940453.0
2015-08-11,14500,14649,13200,13300,162864,237816.0,8940453.0
2015-08-12,13299,13299,11575,12650,389052,226193.0,8940453.0
2015-08-13,12550,13600,12225,13275,192834,237369.0,8940453.0
2015-08-17,13450,14950,13025,14150,296841,253015.0,8940453.0
2015-08-18,14300,14825,13800,13850,190693,247651.0,8940453.0
2015-08-19,13475,13750,12275,12825,168719,229323.0,8940453.0
2015-08-20,12650,13450,12650,12850,105327,229770.0,8940453.0
2015-08-21,11900,12625,11525,12225,223197,218594.0,8940453.0
2015-08-24,12500,12525,11500,11500,150783,205630.0,8940453.0
2015-08-25,11750,12750,11250,12450,211725,222617.0,8940453.0
2015-08-26,12300,13300,12150,12900,170647,230664.0,8940453.0
2015-08-27,13150,13700,12925,13025,157146,232899.0,8940453.0
2015-08-28,13450,13700,13250,13475,99959,240945.0,8940453.0
2015-08-31,12775,13175,12575,12975,496522,232005.0,8940453.0
2015-09-01,12975,13600,12750,12750,223977,227982.0,8940453.0
2015-09-02,12400,12875,12225,12700,153745,227088.0,8940453.0
2015-09-03,13000,13450,12825,13050,173204,233346.0,8940453.0
2015-09-04,13225,13275,12150,12350,142831,220829.0,8940453.0
2015-09-07,12200,12275,11450,11575,219489,206971.0,8940453.0
2015-09-08,11700,11775,10450,10625,262674,189985.0,8940453.0
2015-09-09,11050,11675,10900,11375,166205,203395.0,8940453.0
2015-09-10,11350,11650,11000,11650,113777,208313.0,8940453.0
2015-09-11,11600,11874,11175,11800,111182,210995.0,8940453.0
2015-09-14,11925,11925,11225,11350,94223,202948.0,8940453.0
2015-09-15,11375,11650,11125,11375,81996,203395.0,8940453.0
2015-09-16,11625,12650,11450,12325,210936,220382.0,8940453.0
2015-09-17,12500,12800,12050,12550,205233,224405.0,8940453.0
2015-09-18,12850,13750,12625,13750,352936,245862.0,8940453.0
2015-09-21,13525,14400,13375,13925,283287,248992.0,8940453.0
2015-09-22,13700,13925,13300,13500,215051,241392.0,8940453.0
2015-09-23,13350,14900,12875,13700,685010,244968.0,8940453.0
2015-09-24,13850,14075,13000,13150,210887,235134.0,8940453.0
2015-09-25,13250,13300,12675,12950,92565,231558.0,8940453.0
2015-09-30,12450,12875,12350,12650,96230,226193.0,8940453.0
2015-10-01,12875,13150,12675,12750,80810,227982.0,8940453.0
2015-10-02,12625,12850,12425,12450,74400,222617.0,8940453.0
2015-10-05,12725,13000,12600,12850,91812,229770.0,8940453.0
2015-10-06,12925,13100,12425,12500,91956,223511.0,8940453.0
2015-10-07,12500,12550,11799,11975,132484,214124.0,8940453.0
2015-10-08,11975,12100,11350,11550,118717,206524.0,8940453.0
2015-10-12,11550,11650,11000,11075,120483,198031.0,8940453.0
2015-10-13,11000,11400,10950,11150,108514,199372.0,8940453.0
2015-10-14,11125,11275,10925,10950,68319,195796.0,8940453.0
2015-10-15,10950,11250,10950,11250,56699,201160.0,8940453.0
2015-10-16,11325,11625,11300,11500,81531,205630.0,8940453.0
2015-10-19,11600,11725,11350,11350,61723,202948.0,8940453.0
2015-10-20,11350,11450,11050,11350,72813,202948.0,8940453.0
2015-10-21,11450,11550,11200,11325,57090,202501.0,8940453.0
2015-10-22,11225,11325,10800,10800,108711,193114.0,8940453.0
2015-10-23,11000,11200,10850,10850,72993,194008.0,8940453.0
2015-10-26,11025,11150,10725,10800,79049,193114.0,8940453.0
2015-10-27,10750,11425,10600,11175,115023,199819.0,8940453.0
2015-10-28,11175,11975,11075,11875,167183,212336.0,8940453.0
2015-10-29,11875,11875,11400,11500,75905,205630.0,8940453.0
2015-10-30,11450,11775,11375,11425,66082,204289.0,8940453.0
2015-11-02,11300,11300,10800,10850,112858,194008.0,8940453.0
2015-11-03,11000,11000,10675,10800,70664,193114.0,8940453.0
2015-11-04,10825,11075,10625,11050,79680,197584.0,8940453.0
2015-11-05,11050,11849,10925,11375,164985,203395.0,8940453.0
2015-11-06,11950,12000,11574,11850,217708,211889.0,8940453.0
2015-11-09,11975,12150,11300,11300,142491,202054.0,8940453.0
2015-11-10,11050,11150,10600,10725,160036,191773.0,8940453.0
2015-11-11,10700,10975,10650,10875,74522,194455.0,8940453.0
2015-11-12,10775,11749,10775,11500,148768,205630.0,8940453.0
2015-11-13,11300,11300,10950,10975,79912,196243.0,8940453.0
2015-11-16,10725,11150,10575,10900,69025,194902.0,8940453.0
2015-11-17,11025,11575,11000,11200,99311,200266.0,8940453.0
2015-11-18,11225,11300,10825,10825,96305,193561.0,8940453.0
2015-11-19,11075,11400,10950,11225,107872,200713.0,8940453.0
2015-11-20,11225,11250,10850,11050,79622,197584.0,8940453.0
2015-11-23,11100,11150,10850,10900,110168,194902.0,8940453.0
2015-11-24,10925,11125,10900,11100,98244,198478.0,8940453.0
2015-11-25,11150,12000,11100,11825,426716,211442.0,8940453.0
2015-11-26,11850,12300,11625,11800,245098,210995.0,8940453.0
2015-11-27,11899,11899,11450,11550,112513,206524.0,8940453.0
2015-11-30,11500,11575,11225,11375,75311,203395.0,8940453.0
2015-12-01,11375,11625,11375,11500,70141,205630.0,8940453.0
2015-12-02,11600,11600,11200,11250,62838,201160.0,8940453.0
2015-12-03,11250,11250,10950,11075,71480,198031.0,8940453.0
2015-12-04,10950,11425,10875,11025,46964,197137.0,8940453.0
2015-12-07,11150,11200,10875,10875,52714,194455.0,8940453.0
2015-12-08,10875,11000,10600,10675,78212,190879.0,8940453.0
2015-12-09,10675,10775,10425,10500,65773,187750.0,8940453.0
2015-12-10,10350,10425,9450,9875,207469,176574.0,8940453.0
2015-12-11,9875,10075,9200,9325,176960,166739.0,8940453.0
2015-12-14,9100,9100,8425,8425,216657,150647.0,8940453.0
2015-12-15,8600,8775,8475,8600,104846,153776.0,8940453.0
2015-12-16,8775,9025,8625,8675,119086,155117.0,8940453.0
2015-12-17,8825,9300,8650,9050,140770,161822.0,8940453.0
2015-12-18,8925,9350,8875,9150,59735,163610.0,8940453.0
2015-12-21,9050,9175,8925,9075,42661,162269.0,8940453.0
2015-12-22,9100,9125,8775,8825,60821,157799.0,8940453.0
2015-12-23,8875,8950,8550,8550,76296,152882.0,8940453.0
2015-12-24,8700,8725,8425,8425,68550,150647.0,8940453.0
2015-12-28,8300,8800,8175,8650,74762,154670.0,8940453.0
2015-12-29,8625,9100,8625,9025,98219,161375.0,8940453.0
2015-12-30,9275,9275,9000,9225,69041,164951.0,8940453.0
2016-01-04,9300,9300,8800,8925,66165,159587.0,8940453.0
2016-01-05,8775,9175,8725,8950,70168,160034.0,8940453.0
2016-01-06,8950,9900,8950,9725,245220,173892.0,8940453.0
2016-01-07,9650,10125,9500,9925,161490,177468.0,8940453.0
2016-01-08,9600,10525,9575,10500,156128,187750.0,8940453.0
2016-01-11,10450,10650,10050,10150,105009,181491.0,8940453.0
2016-01-12,10275,10325,9700,9700,86906,173445.0,8940453.0
2016-01-13,9775,9925,9275,9475,151341,169422.0,8940453.0
2016-01-14,9300,9625,9175,9600,91516,171657.0,8940453.0
2016-01-15,9700,10050,9450,9450,78055,168975.0,8940453.0
2016-01-18,9350,9825,9250,9750,59661,174339.0,8940453.0
2016-01-19,9825,10325,9650,10275,139549,183726.0,8940453.0
2016-01-20,10425,10475,9750,10100,99117,180597.0,8940453.0
2016-01-21,10250,10350,9800,9800,59506,175233.0,8940453.0
2016-01-22,9950,10500,9725,10475,101333,187302.0,8940453.0
2016-01-25,10575,11075,10575,10875,251520,194455.0,8940453.0
2016-01-26,10725,10725,10250,10575,120141,189091.0,8940453.0
2016-01-27,10600,10825,10250,10325,66548,184620.0,8940453.0
2016-01-28,10750,11225,10500,11175,220926,199819.0,8940453.0
2016-01-29,11175,11325,10750,11325,124676,202501.0,8940453.0
2016-02-01,11400,11475,11100,11475,79781,205183.0,8940453.0
2016-02-02,11425,11725,11300,11600,97589,207419.0,8940453.0
2016-02-03,11575,11625,11200,11200,92657,200266.0,8940453.0
2016-02-04,11275,11275,10875,10875,72275,194455.0,8940453.0
2016-02-05,10975,11300,10850,11000,50284,196690.0,8940453.0
2016-02-11,10650,10750,10100,10125,130484,181044.0,8940453.0
2016-02-12,9875,10325,8775,8975,180471,160481.0,8940453.0
2016-02-15,9250,9375,8975,9175,90347,164057.0,8940453.0
2016-02-16,9250,9800,9250,9675,62669,172998.0,8940453.0
2016-02-17,9750,9825,9400,9450,63686,168975.0,8940453.0
2016-02-18,9800,9800,9550,9775,42827,174786.0,8940453.0
2016-02-19,9775,10250,9625,10075,48111,180150.0,8940453.0
2016-02-22,10050,10225,9950,10175,34982,181938.0,8940453.0
2016-02-23,10200,10250,9875,9875,37776,176574.0,8940453.0
2016-02-24,9950,10075,9625,9650,43286,172551.0,8940453.0
2016-02-25,9800,9975,9675,9775,30522,174786.0,8940453.0
2016-02-26,9900,10050,9850,9975,29951,178362.0,8940453.0
2016-02-29,10050,10050,9675,9700,51122,173445.0,8940453.0
2016-03-02,9875,9975,9725,9775,41575,174786.0,8940453.0
2016-03-03,10000,12700,9775,12700,652830,227088.0,8940453.0
2016-03-04,13300,13600,12400,12725,1743466,227535.0,8940453.0
2016-03-07,12725,13225,12275,12500,810725,223511.0,8940453.0
2016-03-08,12975,14300,12500,12800,2304545,228876.0,8940453.0
2016-03-09,12650,13775,12550,13375,764595,239157.0,8940453.0
2016-03-10,13375,13725,13050,13550,443942,242286.0,8940453.0
2016-03-11,13500,13549,12700,12700,444033,227088.0,8940453.0
2016-03-14,12650,12725,11850,12125,491158,216806.0,8940453.0
2016-03-15,12200,12350,11900,12075,215375,215912.0,8940453.0
2016-03-16,12024,12475,12000,12175,227321,217700.0,8940453.0
2016-03-17,12249,12600,12175,12500,139842,223511.0,8940453.0
2016-03-18,12550,12975,12325,12325,250602,220382.0,8940453.0
2016-03-21,12225,12300,11774,11800,191994,210995.0,8940453.0
2016-03-22,11850,12050,11750,12000,124541,214571.0,8940453.0
2016-03-23,12075,12100,11550,11550,128405,206524.0,8940453.0
2016-03-24,11575,11875,11525,11550,100029,206524.0,8940453.0
2016-03-25,11575,11724,11525,11550,60722,206524.0,8940453.0
2016-03-28,11649,12000,11550,11875,129368,212336.0,8940453.0
2016-03-29,11825,11874,11525,11650,90988,208313.0,8940453.0
2016-03-30,11775,11775,11325,11425,88496,204289.0,8940453.0
2016-03-31,11350,11425,11025,11075,131837,198031.0,8940453.0
2016-04-01,11225,11799,11150,11375,174278,203395.0,8940453.0
2016-04-04,11500,12250,11450,12000,226841,214571.0,8940453.0
2016-04-05,12000,12000,11624,11775,115651,210548.0,8940453.0
2016-04-06,11925,12400,11849,11975,225449,214124.0,8940453.0
2016-04-07,12150,12300,11875,11925,110475,213230.0,8940453.0
2016-04-08,12000,12325,11700,12275,125238,219488.0,8940453.0
2016-04-11,12400,12400,12000,12000,90190,214571.0,8940453.0
2016-04-12,11800,11900,11525,11600,108540,207419.0,8940453.0
2016-04-14,11550,11849,11275,11375,106121,203395.0,8940453.0
2016-04-15,11425,11625,11425,11450,59727,204736.0,8940453.0
2016-04-18,11400,11625,11375,11475,55270,205183.0,8940453.0
2016-04-19,11475,11675,11475,11500,51032,205630.0,8940453.0
2016-04-20,11550,11775,11350,11350,103572,202948.0,8940453.0
2016-04-21,11375,11525,11300,11375,65660,203395.0,8940453.0
2016-04-22,11400,11975,11350,11975,191023,214124.0,8940453.0
2016-04-25,12125,12725,12050,12525,398645,223958.0,8940453.0
2016-04-26,12524,12550,12225,12275,143307,219488.0,8940453.0
2016-04-27,12275,12650,11924,11950,161411,213677.0,8940453.0
2016-04-28,12000,12550,11875,12550,171428,224405.0,8940453.0
2016-04-29,12600,12674,12199,12525,124816,223958.0,8940453.0
2016-05-02,12550,13175,12400,12675,390138,226640.0,8940453.0
2016-05-03,12725,12925,12550,12600,131545,225299.0,8940453.0
2016-05-04,12550,12550,12100,12150,129309,217253.0,8940453.0
2016-05-09,12125,12224,11750,11750,98239,210101.0,8940453.0
2016-05-10,11700,12775,11700,12775,217736,228429.0,8940453.0
2016-05-11,12700,12850,12450,12825,108168,229323.0,8940453.0
2016-05-12,12775,13399,12575,12875,214508,230217.0,8940453.0
2016-05-13,12875,13325,12650,13025,156981,232899.0,8940453.0
2016-05-16,13025,13900,13025,13600,405986,243180.0,8940453.0
2016-05-17,13475,14000,13325,13650,295703,244074.0,8940453.0
2016-05-18,13575,13675,13000,13075,256226,233793.0,8940453.0
2016-05-19,13025,13275,12650,12800,183937,228876.0,8940453.0
2016-05-20,12675,13575,12650,13500,210819,241392.0,8940453.0
2016-05-23,13750,15350,13600,14575,1038919,260614.0,8940453.0
2016-05-24,14700,14875,14200,14650,326397,261955.0,8940453.0
2016-05-25,14900,15000,14300,14325,297199,256144.0,8940453.0
2016-05-26,14999,15175,14550,14575,477315,260614.0,8940453.0
2016-05-27,14425,14475,13875,13900,320940,248545.0,8940453.0
2016-05-30,13700,13799,13350,13525,275104,241839.0,8940453.0
2016-05-31,13725,14000,13525,13650,157231,244074.0,8940453.0
2016-06-01,13750,14400,13700,14350,206325,256591.0,8940453.0
2016-06-02,14525,14875,14200,14825,317163,265084.0,8940453.0
2016-06-03,14825,14825,14500,14775,172912,264190.0,8940453.0
2016-06-07,14775,15225,14625,14825,216747,265084.0,8940453.0
2016-06-08,15050,15050,14174,14200,208953,253909.0,8940453.0
2016-06-09,14375,14775,14075,14400,188575,257485.0,8940453.0
2016-06-10,14400,14625,14199,14275,91790,255250.0,8940453.0
2016-06-13,14075,14125,13375,13450,250197,240498.0,8940453.0
2016-06-14,13350,13925,12975,13825,175182,247204.0,8940453.0
2016-06-15,13750,13825,13425,13450,86607,240498.0,8940453.0
2016-06-16,13500,13700,12950,12975,103758,232005.0,8940453.0
2016-06-17,13050,13325,12850,13150,104116,235134.0,8940453.0
2016-06-20,13150,13675,13100,13650,86688,244074.0,8940453.0
2016-06-21,13650,13650,13050,13150,101564,235134.0,8940453.0
2016-06-22,13125,13375,13075,13125,51944,234687.0,8940453.0
2016-06-23,12999,13100,12450,12725,113242,227535.0,8940453.0
2016-06-24,12975,13050,11075,11500,360324,205630.0,8940453.0
2016-06-27,10900,11975,10900,11625,161313,207866.0,8940453.0
2016-06-28,11524,12100,11499,11950,104071,213677.0,8940453.0
2016-06-29,12150,12375,12000,12100,97147,216359.0,8940453.0
2016-06-30,12175,12450,12075,12125,58151,216806.0,8940453.0
2016-07-01,12300,12725,12250,12425,93544,222170.0,8940453.0
2016-07-04,12500,12575,12250,12400,65027,221723.0,8940453.0
2016-07-05,12400,12675,12225,12625,54873,225746.0,8940453.0
2016-07-06,12475,12625,12075,12350,87615,220829.0,8940453.0
2016-07-07,12475,12550,12324,12475,52963,223064.0,8940453.0
2016-07-08,12500,12625,12250,12325,53024,220382.0,8940453.0
2016-07-11,12400,12450,12224,12375,40487,221276.0,8940453.0
2016-07-12,12500,13725,12450,13175,355203,235581.0,8940453.0
2016-07-13,13300,13600,12975,12975,138913,232005.0,8940453.0
2016-07-14,12924,13300,12725,13075,76956,233793.0,8940453.0
2016-07-15,13250,13450,12775,12800,81004,228876.0,8940453.0
2016-07-18,12800,12900,12550,12675,47574,226640.0,8940453.0
2016-07-19,12700,12875,12600,12700,26639,227088.0,8940453.0
2016-07-20,12800,12800,12375,12450,59656,222617.0,8940453.0
2016-07-21,12574,12675,12350,12425,43266,222170.0,8940453.0
2016-07-22,12449,12900,12350,12900,56002,230664.0,8940453.0
2016-07-25,12975,12975,12500,12625,48034,225746.0,8940453.0
2016-07-26,12875,13100,12750,12800,66603,228876.0,8940453.0
2016-07-27,12850,12975,12675,12725,46735,227535.0,8940453.0
2016-07-28,12849,12849,12350,12500,85298,223511.0,8940453.0
2016-07-29,12575,12700,12375,12650,50223,226193.0,8940453.0
2016-08-01,12650,12700,12250,12250,61756,219041.0,8940453.0
2016-08-02,12300,12449,11775,11875,98543,212336.0,8940453.0
2016-08-03,11900,12200,11625,12050,52689,215465.0,8940453.0
2016-08-04,12050,12400,12050,12300,41999,219935.0,8940453.0
2016-08-05,12375,12375,11900,12050,49005,215465.0,8940453.0
2016-08-08,11949,12125,11800,11900,46181,212783.0,8940453.0
2016-08-09,11900,12250,11900,12075,45887,215912.0,8940453.0
2016-08-10,12175,12275,12049,12275,36898,219488.0,8940453.0
2016-08-11,12450,12750,12425,12550,115836,224405.0,8940453.0
2016-08-12,12625,12625,12300,12450,41912,222617.0,8940453.0
2016-08-16,12650,12875,12575,12675,86541,226640.0,8940453.0
2016-08-17,12550,12725,12250,12350,58154,220829.0,8940453.0
2016-08-18,12350,12625,12275,12400,51199,221723.0,8940453.0
2016-08-19,12550,12725,12450,12450,61897,222617.0,8940453.0
2016-08-22,12450,12450,11899,11950,89893,213677.0,8940453.0
2016-08-23,11950,12100,11500,11625,96719,207866.0,8940453.0
2016-08-24,11625,11750,11250,11250,102823,201160.0,8940453.0
2016-08-25,11250,11400,10925,10925,112234,195349.0,8940453.0
2016-08-26,11025,11150,10750,10925,119343,195349.0,8940453.0
2016-08-29,11000,11000,10500,10500,98450,187750.0,8940453.0
2016-08-30,10575,10825,10575,10700,30559,191326.0,8940453.0
2016-08-31,10750,12075,10750,11225,388070,200713.0,8940453.0
2016-09-01,11175,11550,11150,11475,59702,205183.0,8940453.0
2016-09-02,11450,11625,11325,11400,56378,203842.0,8940453.0
2016-09-05,11749,11749,11200,11425,40973,204289.0,8940453.0
2016-09-06,11350,11375,11050,11100,51109,198478.0,8940453.0
2016-09-07,11150,11225,10900,11000,34886,196690.0,8940453.0
2016-09-08,10925,11075,10650,10725,56604,191773.0,8940453.0
2016-09-09,10725,10875,10525,10775,36907,192667.0,8940453.0
2016-09-12,10675,10775,10525,10575,41079,189091.0,8940453.0
2016-09-13,10650,10775,10550,10600,24195,189538.0,8940453.0
2016-09-19,10600,10975,10575,10800,45157,193114.0,8940453.0
2016-09-20,10800,10900,10675,10900,32869,194902.0,8940453.0
2016-09-21,10925,11025,10750,10875,38891,194455.0,8940453.0
2016-09-22,11000,11350,10950,11275,56061,201607.0,8940453.0
2016-09-23,11375,11375,11100,11150,26847,199372.0,8940453.0
2016-09-26,11200,11200,11000,11025,32050,197137.0,8940453.0
2016-09-27,11000,11025,10850,10900,37070,194902.0,8940453.0
2016-09-28,10900,10975,10750,10800,38433,193114.0,8940453.0
2016-09-29,10825,10925,10775,10900,22198,194902.0,8940453.0
2016-09-30,10775,10925,10500,10550,60415,189804.0,8995453.0
2016-10-04,10475,10675,10375,10525,47016,189354.0,8995453.0
2016-10-05,10425,10625,10425,10575,18915,190254.0,8995453.0
2016-10-06,10525,12025,10475,11575,542186,208245.0,8995453.0
2016-10-07,11550,11550,10950,10950,154847,197000.0,8995453.0
2016-10-10,11000,11175,10925,11000,51203,197900.0,8995453.0
2016-10-11,11025,11350,11025,11100,53178,199699.0,8995453.0
2016-10-12,11025,11475,11025,11475,55380,206446.0,8995453.0
2016-10-13,11400,11600,11250,11500,42663,206895.0,8995453.0
2016-10-14,11450,11625,11325,11325,25296,203747.0,8995453.0
2016-10-17,11450,11450,10975,11125,32542,200149.0,8995453.0
2016-10-18,11100,11375,11000,11050,34417,198800.0,8995453.0
2016-10-19,11075,11225,11025,11150,37567,200599.0,8995453.0
2016-10-20,11100,11150,10625,10850,47631,195201.0,8995453.0
2016-10-21,10775,10825,10425,10500,57287,188905.0,8995453.0
2016-10-24,10650,10650,10050,10200,61218,183507.0,8995453.0
2016-10-25,10225,10225,9625,9875,114889,177660.0,8995453.0
2016-10-26,9775,9850,9325,9750,97077,175411.0,8995453.0
2016-10-27,9750,10050,9650,9950,43562,179010.0,8995453.0
2016-10-28,10925,11500,10200,10225,346369,183957.0,8995453.0
2016-10-31,10075,10550,9925,10325,74299,185756.0,8995453.0
2016-11-01,10200,10675,10200,10275,50237,184857.0,8995453.0
2016-11-02,10125,10375,9875,9950,43689,179010.0,8995453.0
2016-11-03,9950,10125,9950,10100,27594,181708.0,8995453.0
2016-11-04,10000,10050,9775,9975,24639,179459.0,8995453.0
2016-11-07,10000,10250,10000,10150,19833,182608.0,8995453.0
2016-11-08,10275,10275,9950,10000,29219,179909.0,8995453.0
2016-11-09,10000,10100,9025,9300,144312,167315.0,8995453.0
2016-11-10,9650,9950,9600,9950,57942,179010.0,8995453.0
2016-11-11,9925,10150,9725,10000,34667,179909.0,8995453.0
2016-11-14,9900,10100,9875,10050,17214,180809.0,8995453.0
2016-11-15,10125,10600,10100,10350,64917,186206.0,8995453.0
2016-11-16,10275,10450,10275,10425,12402,187555.0,8995453.0
2016-11-17,10475,10650,10250,10450,28342,188005.0,8995453.0
2016-11-18,10500,10500,10275,10350,15332,186206.0,8995453.0
2016-11-21,10325,10400,9850,10075,31580,181258.0,8995453.0
2016-11-22,10050,10100,9775,9975,22234,179459.0,8995453.0
2016-11-23,9975,9975,9250,9525,75972,171363.0,8995453.0
2016-11-24,9450,9550,9200,9225,51421,165966.0,8995453.0
2016-11-25,9075,9325,9050,9325,26706,167765.0,8995453.0
2016-11-28,9475,9475,9250,9350,11358,168215.0,8995453.0
2016-11-29,9375,10500,9300,10500,87580,188905.0,8995453.0
2016-11-30,10075,10400,9775,9850,83479,177210.0,8995453.0
2016-12-01,9850,9950,9600,9875,34202,177660.0,8995453.0
2016-12-02,9775,9850,9500,9500,22928,170914.0,8995453.0
2016-12-05,9475,9525,9200,9325,36097,167765.0,8995453.0
2016-12-06,9325,9525,9325,9375,20890,168665.0,8995453.0
2016-12-07,9375,9600,9250,9600,34832,172713.0,8995453.0
2016-12-08,9550,9625,9425,9600,16466,172713.0,8995453.0
2016-12-09,9525,9700,9500,9650,21244,173612.0,8995453.0
2016-12-12,9650,9950,9650,9900,26012,178110.0,8995453.0
2016-12-13,9900,10125,9825,10000,31729,179909.0,8995453.0
2016-12-14,10150,10150,9800,9950,46168,179010.0,8995453.0
2016-12-15,9925,10100,9825,10050,28643,180809.0,8995453.0
2016-12-16,10175,10200,10000,10075,13779,181258.0,8995453.0
2016-12-19,10150,10150,9825,9900,27292,178110.0,8995453.0
2016-12-20,9825,9925,9625,9750,31112,175411.0,8995453.0
2016-12-21,9725,9800,9475,9550,43082,171813.0,8995453.0
2016-12-22,9675,9675,9475,9500,15757,170914.0,8995453.0
2016-12-23,9500,9600,9475,9500,18917,170914.0,8995453.0
2016-12-26,9525,9600,9400,9475,11748,170464.0,8995453.0
2016-12-27,9500,9700,9325,9550,23182,171813.0,8995453.0
2016-12-28,9550,9800,9500,9750,29183,175411.0,8995453.0
2016-12-29,9750,9750,9625,9725,12808,174962.0,8995453.0
2017-01-02,9725,9900,9600,9725,19435,174962.0,8995453.0
2017-01-03,9775,9800,9575,9675,18360,174062.0,8995453.0
2017-01-04,9700,10025,9650,10000,44017,179909.0,8995453.0
2017-01-05,10000,10275,9925,10200,41234,183507.0,8995453.0
2017-01-06,10250,10250,9900,9950,41865,179010.0,8995453.0
2017-01-09,9950,9950,9800,9800,29578,176311.0,8995453.0
2017-01-10,9750,9900,9650,9825,23675,176761.0,8995453.0
2017-01-11,9900,9900,9675,9750,18603,175411.0,8995453.0
2017-01-12,9775,9800,9575,9625,31070,173162.0,8995453.0
2017-01-13,9625,9700,9500,9550,28374,171813.0,8995453.0
2017-01-16,9550,9575,9425,9500,16559,170914.0,8995453.0
2017-01-17,9625,9625,9400,9425,14300,169564.0,8995453.0
2017-01-18,9375,9525,9375,9425,9591,169564.0,8995453.0
2017-01-19,9525,9525,9300,9325,17110,167765.0,8995453.0
2017-01-20,9350,9400,9150,9150,22112,164617.0,8995453.0
2017-01-23,9150,9250,8875,8875,52426,159669.0,8995453.0
2017-01-24,8725,8900,8400,8475,108351,152473.0,8995453.0
2017-01-25,8500,8650,8375,8400,38142,151124.0,8995453.0
2017-01-26,8375,8575,8375,8575,23378,154272.0,8995453.0
2017-01-31,8525,9200,8400,8725,76557,156971.0,8995453.0
2017-02-01,8725,8800,8650,8700,30244,156521.0,8995453.0
2017-02-02,8700,8825,8600,8600,17591,154722.0,8995453.0
2017-02-03,8600,8600,8375,8425,39348,151573.0,8995453.0
2017-02-06,8375,8575,8325,8450,30010,152023.0,8995453.0
2017-02-07,8450,8650,8450,8575,16578,154272.0,8995453.0
2017-02-08,8550,8600,8425,8550,19638,153822.0,8995453.0
