스타모빌리티(158310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-10-11,13600,13850,13400,13750,14066,58039.0,4221000.0
2013-10-14,13900,13900,13400,13500,6780,56984.0,4221000.0
2013-10-15,13700,13700,13400,13500,9737,56984.0,4221000.0
2013-10-16,13550,13650,13200,13550,15385,57195.0,4221000.0
2013-10-17,13550,13600,12950,13300,40170,56139.0,4221000.0
2013-10-18,13400,13450,13050,13300,13743,56139.0,4221000.0
2013-10-21,13150,13500,13150,13300,6130,56139.0,4221000.0
2013-10-22,13400,13750,13150,13500,11101,56984.0,4221000.0
2013-10-23,13450,13700,13300,13300,3333,56139.0,4221000.0
2013-10-24,13300,13600,12700,13200,62286,55717.0,4221000.0
2013-10-25,13250,13250,12800,12950,11507,54662.0,4221000.0
2013-10-28,12800,13050,12650,12900,15029,54451.0,4221000.0
2013-10-29,12950,12950,12750,12900,6580,54451.0,4221000.0
2013-10-30,12950,13250,12900,13200,15490,55717.0,4221000.0
2013-10-31,13100,13350,12950,13000,11536,54873.0,4221000.0
2013-11-01,12850,13150,12800,12900,10229,54451.0,4221000.0
2013-11-04,13150,13150,12800,12850,14723,54240.0,4221000.0
2013-11-05,12900,12950,12750,12900,6835,54451.0,4221000.0
2013-11-06,12900,13100,12600,12700,9520,53607.0,4221000.0
2013-11-07,12750,12950,12600,12850,6574,54240.0,4221000.0
2013-11-08,12900,12900,12100,12350,19919,52129.0,4221000.0
2013-11-11,12550,12600,10500,10700,136073,45165.0,4221000.0
2013-11-12,10750,11100,10650,10850,39226,45798.0,4221000.0
2013-11-13,11000,11000,10100,10200,83985,43054.0,4221000.0
2013-11-14,10350,10650,10150,10350,27684,43687.0,4221000.0
2013-11-15,10300,10450,9900,10150,60090,42843.0,4221000.0
2013-11-18,10100,10450,9880,10000,48649,42210.0,4221000.0
2013-11-19,9980,10200,9730,9920,35255,41872.0,4221000.0
2013-11-20,9860,10050,9840,10050,18479,42421.0,4221000.0
2013-11-21,10050,10050,9800,9850,9988,41577.0,4221000.0
2013-11-22,9950,9970,9800,9810,11784,41408.0,4221000.0
2013-11-25,9750,9990,9600,9600,19429,40522.0,4221000.0
2013-11-26,9540,9650,9350,9450,40038,39888.0,4221000.0
2013-11-27,9410,9500,9160,9290,52407,39213.0,4221000.0
2013-11-28,9410,9550,9090,9390,58576,39635.0,4221000.0
2013-11-29,9430,9780,9360,9730,45696,41070.0,4221000.0
2013-12-02,9790,10050,9600,9600,65928,40522.0,4221000.0
2013-12-03,9620,9840,9450,9450,16141,39888.0,4221000.0
2013-12-04,9460,9780,9370,9390,19365,39635.0,4221000.0
2013-12-05,9390,9590,9330,9420,18804,39762.0,4221000.0
2013-12-06,9400,9590,9330,9440,6746,39846.0,4221000.0
2013-12-09,9450,9520,9290,9370,14431,39551.0,4221000.0
2013-12-10,9370,9370,9100,9110,26747,38453.0,4221000.0
2013-12-11,9100,9290,9080,9160,8896,38664.0,4221000.0
2013-12-12,9100,9200,9050,9150,4790,38622.0,4221000.0
2013-12-13,9100,9280,9100,9150,17281,38622.0,4221000.0
2013-12-16,9200,9250,9000,9000,13376,37989.0,4221000.0
2013-12-17,8980,9070,8740,8740,24639,36892.0,4221000.0
2013-12-18,8740,8850,8670,8750,16342,36934.0,4221000.0
2013-12-19,8810,8970,8630,8780,21076,37060.0,4221000.0
2013-12-20,8780,8950,8700,8750,17210,36934.0,4221000.0
2013-12-23,8760,8890,8750,8840,13677,37314.0,4221000.0
2013-12-24,8850,9140,8850,8880,12038,37482.0,4221000.0
2013-12-26,8990,9050,8870,8900,17637,37567.0,4221000.0
2013-12-27,8900,9240,8900,9160,12497,38664.0,4221000.0
2013-12-30,9170,9230,8970,9160,26311,38664.0,4221000.0
2014-01-02,9210,9210,9080,9150,7620,38622.0,4221000.0
2014-01-03,9150,9150,8950,9050,8184,38200.0,4221000.0
2014-01-06,9120,9120,8950,8960,14380,37820.0,4221000.0
2014-01-07,8960,8960,8880,8900,9228,37567.0,4221000.0
2014-01-08,8920,8920,8580,8690,42371,36680.0,4221000.0
2014-01-09,8730,8840,8630,8830,20294,37271.0,4221000.0
2014-01-10,8830,8950,8790,8830,17921,37271.0,4221000.0
2014-01-13,8850,9020,8630,8830,19593,37271.0,4221000.0
2014-01-14,8830,8900,8720,8820,8583,37229.0,4221000.0
2014-01-15,8940,9080,8850,9060,29631,38242.0,4221000.0
2014-01-16,9100,9520,9050,9490,71860,40057.0,4221000.0
2014-01-17,9480,9540,9300,9360,32453,39509.0,4221000.0
2014-01-20,9400,9530,9360,9490,22080,40057.0,4221000.0
2014-01-21,9500,9580,9330,9520,35403,40184.0,4221000.0
2014-01-22,9550,9890,9470,9810,52004,41408.0,4221000.0
2014-01-23,9900,10400,9900,9950,86972,41999.0,4221000.0
2014-01-24,9950,10100,9690,9690,61029,40901.0,4221000.0
2014-01-27,9440,9660,9260,9260,30360,39086.0,4221000.0
2014-01-28,9400,9500,9110,9230,24757,38960.0,4221000.0
2014-01-29,9230,9440,9230,9370,12464,39551.0,4221000.0
2014-02-03,9300,9700,9260,9600,17693,40522.0,4221000.0
2014-02-04,9440,9780,9300,9590,23689,40479.0,4221000.0
2014-02-05,9660,9910,9530,9600,27009,40522.0,4221000.0
2014-02-06,9550,9700,9340,9470,23807,39973.0,4221000.0
2014-02-07,9640,9790,9500,9550,26653,40311.0,4221000.0
2014-02-10,9730,9730,9430,9610,18030,40564.0,4221000.0
2014-02-11,9690,9690,9460,9470,20994,39973.0,4221000.0
2014-02-12,9510,9750,9460,9480,22514,40015.0,4221000.0
2014-02-13,9440,9560,9330,9380,16494,39593.0,4221000.0
2014-02-14,9430,9440,9300,9370,19054,39551.0,4221000.0
2014-02-17,9130,9310,9000,9000,80061,37989.0,4221000.0
2014-02-18,9100,9110,8670,8830,69057,37271.0,4221000.0
2014-02-19,8930,8930,8750,8810,38352,37187.0,4221000.0
2014-02-20,8810,8870,8680,8700,16218,36723.0,4221000.0
2014-02-21,8740,9000,8650,8890,29220,37525.0,4221000.0
2014-02-24,8950,9030,8800,8800,30444,37145.0,4221000.0
2014-02-25,8800,8880,8650,8670,31456,36596.0,4221000.0
2014-02-26,8710,8740,8600,8710,30628,36765.0,4221000.0
2014-02-27,8720,9030,8680,8970,28357,37862.0,4221000.0
2014-02-28,9000,9050,8800,8810,19335,37187.0,4221000.0
2014-03-03,8840,9000,8760,8840,15216,37314.0,4221000.0
2014-03-04,8980,8980,8840,8920,6685,37651.0,4221000.0
2014-03-05,9000,9040,8800,8860,31552,37398.0,4221000.0
2014-03-06,8900,9020,8820,8820,34003,37229.0,4221000.0
2014-03-07,8830,8990,8770,8880,69185,37482.0,4221000.0
2014-03-10,8950,8950,8770,8830,41922,37271.0,4221000.0
2014-03-11,8800,8870,8740,8850,34952,37356.0,4221000.0
2014-03-12,8830,8960,8770,8900,32845,37567.0,4221000.0
2014-03-13,8900,9950,8900,9560,386567,40353.0,4221000.0
2014-03-14,9430,10250,9310,9780,263813,41281.0,4221000.0
2014-03-17,9860,10250,9800,9900,139792,41788.0,4221000.0
2014-03-18,10050,10100,9700,9870,55457,41661.0,4221000.0
2014-03-19,9970,9990,9710,9710,58947,40986.0,4221000.0
2014-03-20,9800,9900,9590,9660,39765,40775.0,4221000.0
2014-03-21,9790,9790,9470,9690,68199,40901.0,4221000.0
2014-03-24,9620,10550,9580,10300,249382,43476.0,4221000.0
2014-03-25,10400,11000,10100,10100,344771,42632.0,4221000.0
2014-03-26,10250,10450,9970,10150,139188,42843.0,4221000.0
2014-03-27,10250,11350,10250,10750,993828,45376.0,4221000.0
2014-03-28,10650,10800,10300,10600,241538,44743.0,4221000.0
2014-03-31,10750,10750,10050,10200,129546,43054.0,4221000.0
2014-04-01,10250,10500,10050,10250,76492,43265.0,4221000.0
2014-04-02,10300,10350,10050,10100,109724,42632.0,4221000.0
2014-04-03,10100,10300,9830,9880,127698,41703.0,4221000.0
2014-04-04,9980,10300,9900,10150,89823,42843.0,4221000.0
2014-04-07,10050,10350,9950,10300,66328,43476.0,4221000.0
2014-04-08,10400,10850,10000,10100,270258,42632.0,4221000.0
2014-04-09,10300,10350,10000,10100,81208,42632.0,4221000.0
2014-04-10,10100,10200,9910,9950,95598,41999.0,4221000.0
2014-04-11,9850,9900,9700,9850,72832,41577.0,4221000.0
2014-04-14,9890,9900,9780,9800,22491,41366.0,4221000.0
2014-04-15,9850,10100,9760,9930,49873,41915.0,4221000.0
2014-04-16,9980,10050,9760,9790,58959,41324.0,4221000.0
2014-04-17,9800,10250,9800,10000,111589,42210.0,4221000.0
2014-04-18,10000,10200,9910,10000,47936,42210.0,4221000.0
2014-04-21,10100,10100,9800,9820,45524,41450.0,4221000.0
2014-04-22,9830,10000,9780,9800,47892,41366.0,4221000.0
2014-04-23,9800,9890,9670,9670,41692,40817.0,4221000.0
2014-04-24,9670,9820,9520,9560,26866,40353.0,4221000.0
2014-04-25,9560,9650,9290,9360,58719,39509.0,4221000.0
2014-04-28,9360,9740,9350,9420,17967,39762.0,4221000.0
2014-04-29,9350,9450,9080,9090,62272,38369.0,4221000.0
2014-04-30,9120,9290,9060,9100,30816,38411.0,4221000.0
2014-05-02,9100,9200,8940,9040,24792,38158.0,4221000.0
2014-05-07,9010,9090,8580,8580,64079,36216.0,4221000.0
2014-05-08,8590,8690,8150,8320,94697,35119.0,4221000.0
2014-05-09,8280,8400,8200,8250,21971,34823.0,4221000.0
2014-05-12,8190,8250,7900,7930,47926,33473.0,4221000.0
2014-05-13,7900,8130,7900,8130,24490,34317.0,4221000.0
2014-05-14,8180,8180,8000,8070,21943,34063.0,4221000.0
2014-05-15,8080,8300,8030,8200,29388,34612.0,4221000.0
2014-05-16,8130,8230,8000,8040,15464,33937.0,4221000.0
2014-05-19,8000,8100,7700,7760,27071,32755.0,4221000.0
2014-05-20,7690,7800,7310,7370,70780,31109.0,4221000.0
2014-05-21,7390,7490,7360,7390,29247,31193.0,4221000.0
2014-05-22,7400,7510,7370,7490,47062,31615.0,4221000.0
2014-05-23,7510,7580,7430,7560,16069,31911.0,4221000.0
2014-05-26,7570,7610,7390,7530,12213,31784.0,4221000.0
2014-05-27,7500,7570,6980,7210,76214,30433.0,4221000.0
2014-05-28,7140,7310,7040,7210,49479,30433.0,4221000.0
2014-05-29,7160,7280,7150,7180,15981,30307.0,4221000.0
2014-05-30,7200,7230,6910,7030,47502,29674.0,4221000.0
2014-06-02,7030,7040,6500,6600,98975,27859.0,4221000.0
2014-06-03,6450,6860,6450,6650,30734,28070.0,4221000.0
2014-06-05,6860,6900,6680,6740,32138,28450.0,4221000.0
2014-06-09,6750,7000,6740,6850,36063,28914.0,4221000.0
2014-06-10,6850,7150,6850,7140,22492,30138.0,4221000.0
2014-06-11,7190,7370,7160,7240,39343,30560.0,4221000.0
2014-06-12,7330,7330,7200,7250,10101,30602.0,4221000.0
2014-06-13,7180,7290,7130,7260,11242,30644.0,4221000.0
2014-06-16,7160,7230,7010,7130,24194,30096.0,4221000.0
2014-06-17,7070,7190,7070,7160,10588,30222.0,4221000.0
2014-06-18,7160,7290,7160,7220,12027,30476.0,4221000.0
2014-06-19,7170,7270,6980,7060,40386,29800.0,4221000.0
2014-06-20,7130,7130,6830,6860,31853,28956.0,4221000.0
2014-06-23,6870,7070,6810,6900,29058,29125.0,4221000.0
2014-06-24,6860,6910,6670,6760,15625,28534.0,4221000.0
2014-06-25,6790,6790,6530,6540,33522,27605.0,4221000.0
2014-06-26,6770,6770,6570,6570,21008,27732.0,4221000.0
2014-06-27,6600,6690,6600,6600,29753,27859.0,4221000.0
2014-06-30,6620,6690,6580,6600,22331,27859.0,4221000.0
2014-07-01,6620,6760,6610,6730,44344,28407.0,4221000.0
2014-07-02,6770,6950,6700,6940,56175,29294.0,4221000.0
2014-07-03,6950,7110,6940,7050,41114,29758.0,4221000.0
2014-07-04,7050,7120,6980,7100,24285,29969.0,4221000.0
2014-07-07,7080,7150,6890,6990,17298,29505.0,4221000.0
2014-07-08,6950,7040,6790,6860,16849,28956.0,4221000.0
2014-07-09,6890,6890,6600,6730,42056,28407.0,4221000.0
2014-07-10,6730,6780,6640,6650,22144,28070.0,4221000.0
2014-07-11,6640,6770,6500,6600,19835,27859.0,4221000.0
2014-07-14,6600,6750,6570,6710,24458,28323.0,4221000.0
2014-07-15,6750,6820,6640,6820,27459,28787.0,4221000.0
2014-07-16,6850,6850,6650,6730,22618,28407.0,4221000.0
2014-07-17,6700,6790,6590,6730,12161,28407.0,4221000.0
2014-07-18,6730,6830,6640,6750,36516,28492.0,4221000.0
2014-07-21,6750,7110,6750,7040,73226,29716.0,4221000.0
2014-07-22,7040,7090,6960,7000,20109,29547.0,4221000.0
2014-07-23,6970,7210,6970,6980,42917,29463.0,4221000.0
2014-07-24,6970,7150,6940,7000,22915,29547.0,4221000.0
2014-07-25,6990,7040,6970,7000,13257,29547.0,4221000.0
2014-07-28,7100,7100,6870,6950,22994,29336.0,4221000.0
2014-07-29,6900,6980,6770,6830,30886,28829.0,4221000.0
2014-07-30,6760,6820,6530,6530,33417,27563.0,4221000.0
2014-07-31,6540,6640,5570,5650,160580,23849.0,4221000.0
2014-08-01,5550,5890,5400,5830,50942,24608.0,4221000.0
2014-08-04,5990,6050,5830,6000,37282,25326.0,4221000.0
2014-08-05,5950,6090,5950,6000,22760,25326.0,4221000.0
2014-08-06,6090,6270,5950,5970,21541,25199.0,4221000.0
2014-08-07,6000,6000,5860,5990,7916,25284.0,4221000.0
2014-08-08,5990,5990,5810,5820,14840,24566.0,4221000.0
2014-08-11,5840,5910,5760,5860,12864,24735.0,4221000.0
2014-08-12,5850,5970,5650,5730,21810,24186.0,4221000.0
2014-08-13,5730,5760,5650,5760,15639,24313.0,4221000.0
2014-08-14,5770,5950,5700,5930,14426,25031.0,4221000.0
2014-08-18,5800,5890,5690,5750,29418,24271.0,4221000.0
2014-08-19,5700,5710,5320,5450,104423,23004.0,4221000.0
2014-08-20,5520,5520,5360,5410,38895,22836.0,4221000.0
2014-08-21,5410,5520,5350,5420,39878,22878.0,4221000.0
2014-08-22,5430,5600,5430,5450,31370,23004.0,4221000.0
2014-08-25,5530,5530,5390,5450,31672,23004.0,4221000.0
2014-08-26,5450,5490,5340,5390,28438,22751.0,4221000.0
2014-08-27,5390,5440,5290,5390,35426,22751.0,4221000.0
2014-08-28,5360,5860,5360,5790,72307,24440.0,4221000.0
2014-08-29,5840,5840,5480,5480,26901,23131.0,4221000.0
2014-09-01,5520,5520,5230,5450,24000,23004.0,4221000.0
2014-09-02,5360,5500,5300,5350,21373,22582.0,4221000.0
2014-09-03,5350,5450,5090,5230,47101,22076.0,4221000.0
2014-09-04,5250,5320,5150,5230,22549,22076.0,4221000.0
2014-09-05,5250,5450,5180,5430,14818,22920.0,4221000.0
2014-09-11,5430,5480,5300,5430,12227,22920.0,4221000.0
2014-09-12,5480,5480,5310,5400,7081,22793.0,4221000.0
2014-09-15,5310,5420,5290,5380,6399,22709.0,4221000.0
2014-09-16,5380,5460,5350,5400,1868,22793.0,4221000.0
2014-09-17,5400,5490,5370,5370,10710,22667.0,4221000.0
2014-09-18,5370,5440,5330,5330,12098,22498.0,4221000.0
2014-09-19,5350,5610,5350,5540,35664,23384.0,4221000.0
2014-09-22,5520,5700,5480,5670,24128,23933.0,4221000.0
2014-09-23,5650,5670,5380,5450,23185,23004.0,4221000.0
2014-09-24,5500,5600,5360,5500,23674,23216.0,4221000.0
2014-09-25,5500,5800,5490,5680,57978,23975.0,4221000.0
2014-09-26,5620,6030,5620,5910,72088,24946.0,4221000.0
2014-09-29,5950,6230,5830,5850,83226,24693.0,4221000.0
2014-09-30,5830,5980,5690,5740,35473,24229.0,4221000.0
2014-10-01,5700,5750,5250,5310,57341,22414.0,4221000.0
2014-10-02,5320,5330,5130,5130,37888,21654.0,4221000.0
2014-10-06,5140,5290,5010,5220,19324,22034.0,4221000.0
2014-10-07,5200,5300,5200,5270,14596,22245.0,4221000.0
2014-10-08,5180,5440,5180,5330,14797,22498.0,4221000.0
2014-10-10,5250,5390,5230,5340,13131,22540.0,4221000.0
2014-10-13,5200,5360,5020,5030,28016,21232.0,4221000.0
2014-10-14,4950,5230,4950,5110,15584,21569.0,4221000.0
2014-10-15,5250,5250,5030,5120,4532,21612.0,4221000.0
2014-10-16,5010,5120,4965,5050,16328,21316.0,4221000.0
2014-10-17,5100,5100,4760,4760,23047,20092.0,4221000.0
2014-10-20,4820,4900,4710,4890,25373,20641.0,4221000.0
2014-10-21,4895,4910,4735,4770,40584,20134.0,4221000.0
2014-10-22,4785,4885,4770,4845,23352,20451.0,4221000.0
2014-10-23,4835,4900,4460,4460,75747,18826.0,4221000.0
2014-10-24,4500,4615,4440,4470,31238,18868.0,4221000.0
2014-10-27,4500,4690,4500,4590,23598,19374.0,4221000.0
2014-10-28,4620,4725,4615,4675,14415,19733.0,4221000.0
2014-10-29,4720,4770,4660,4730,21072,19965.0,4221000.0
2014-10-30,4745,4875,4745,4800,12588,20261.0,4221000.0
2014-10-31,4800,4860,4760,4795,12508,20240.0,4221000.0
2014-11-03,4800,4845,4690,4835,13981,20409.0,4221000.0
2014-11-04,4780,4890,4650,4815,31651,20324.0,4221000.0
2014-11-05,4720,4890,4720,4765,9469,20113.0,4221000.0
2014-11-06,4675,4800,4535,4795,14096,20240.0,4221000.0
2014-11-07,4705,4885,4705,4880,7674,20598.0,4221000.0
2014-11-10,4800,5040,4800,5020,16424,21189.0,4221000.0
2014-11-11,4985,5150,4920,5030,7591,21232.0,4221000.0
2014-11-12,5100,5170,4835,5010,54172,21147.0,4221000.0
2014-11-13,5070,5070,4970,5020,6818,21189.0,4221000.0
2014-11-14,5020,5060,4800,4880,20742,20598.0,4221000.0
2014-11-17,4780,4995,4780,4930,7378,20810.0,4221000.0
2014-11-18,4860,5030,4860,4945,21129,20873.0,4221000.0
2014-11-19,4940,5040,4915,5040,41852,21274.0,4221000.0
2014-11-20,5300,5790,5290,5790,475071,24440.0,4221000.0
2014-11-21,5820,6100,5810,5850,729445,24693.0,4221000.0
2014-11-24,5850,5850,5580,5760,161848,24313.0,4221000.0
2014-11-25,5800,6480,5630,5630,981749,23764.0,4221000.0
2014-11-26,5670,5750,5470,5510,205143,23258.0,4221000.0
2014-11-27,5590,6300,5460,6140,454735,25917.0,4221000.0
2014-11-28,6140,6200,5800,5870,169674,24777.0,4221000.0
2014-12-01,5830,5970,5690,5770,91854,24355.0,4221000.0
2014-12-02,5730,6160,5270,5270,302320,22245.0,4221000.0
2014-12-03,5350,5400,5020,5130,139126,21654.0,4221000.0
2014-12-04,5180,5390,5090,5350,102827,22582.0,4221000.0
2014-12-05,5300,5400,5200,5280,51710,22287.0,4221000.0
2014-12-08,5300,5510,5220,5490,55475,23173.0,4221000.0
2014-12-09,5500,5500,5280,5360,52938,22625.0,4221000.0
2014-12-10,5310,5350,5060,5190,52382,21907.0,4221000.0
2014-12-11,5190,5500,5110,5390,62619,22751.0,4221000.0
2014-12-12,5550,5580,5220,5350,69915,22582.0,4221000.0
2014-12-15,5340,5410,5160,5290,38972,22329.0,4221000.0
2014-12-16,5270,5550,5180,5450,69832,23004.0,4221000.0
2014-12-17,5410,5670,5370,5530,63493,23342.0,4221000.0
