에이테크솔루션(071670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-08-28,8560,8560,8390,8470,61862,84700.0,10000000.0
2012-08-29,8580,9050,8520,9020,138261,90200.0,10000000.0
2012-08-30,9200,9310,9000,9050,144120,90500.0,10000000.0
2012-08-31,9050,9080,8860,8950,84432,89500.0,10000000.0
2012-09-03,9080,9310,8940,9240,76176,92400.0,10000000.0
2012-09-04,9270,9440,9110,9110,51081,91100.0,10000000.0
2012-09-05,9120,9160,8910,8910,36164,89100.0,10000000.0
2012-09-06,8910,9050,8800,8950,42883,89500.0,10000000.0
2012-09-07,9050,9190,8940,8950,27580,89500.0,10000000.0
2012-09-10,9000,9090,8860,8900,29600,89000.0,10000000.0
2012-09-11,8890,9000,8710,8840,38300,88400.0,10000000.0
2012-09-12,8880,9070,8860,8900,28006,89000.0,10000000.0
2012-09-13,9000,9070,8950,8980,27447,89800.0,10000000.0
2012-09-14,9060,9320,9020,9080,69897,90800.0,10000000.0
2012-09-17,9240,9240,8950,8950,34612,89500.0,10000000.0
2012-09-18,8940,9000,8800,8890,44851,88900.0,10000000.0
2012-09-19,8890,8890,8770,8860,47343,88600.0,10000000.0
2012-09-20,8860,8980,8820,8840,21197,88400.0,10000000.0
2012-09-21,8850,8940,8660,8840,47858,88400.0,10000000.0
2012-09-24,8840,8890,8730,8790,28011,87900.0,10000000.0
2012-09-25,8820,8840,8690,8700,15331,87000.0,10000000.0
2012-09-26,8690,8800,8590,8690,21321,86900.0,10000000.0
2012-09-27,8750,8890,8560,8890,24557,88900.0,10000000.0
2012-09-28,8950,9150,8900,9050,27848,90500.0,10000000.0
2012-10-02,9050,9180,8930,9040,26003,90400.0,10000000.0
2012-10-04,9100,9150,8920,9020,25344,90200.0,10000000.0
2012-10-05,9100,9100,8870,8890,38919,88900.0,10000000.0
2012-10-08,8890,8950,8780,8780,47094,87800.0,10000000.0
2012-10-09,8730,8800,8690,8770,46752,87700.0,10000000.0
2012-10-10,8760,8760,8620,8660,26246,86600.0,10000000.0
2012-10-11,8660,8780,8600,8670,20168,86700.0,10000000.0
2012-10-12,8620,8900,8610,8750,28489,87500.0,10000000.0
2012-10-15,8840,8840,8710,8800,86867,88000.0,10000000.0
2012-10-16,8900,8960,8740,8780,32268,87800.0,10000000.0
2012-10-17,8820,9000,8760,8900,41981,89000.0,10000000.0
2012-10-18,8910,8960,8620,8620,60868,86200.0,10000000.0
2012-10-19,8620,8620,8320,8420,47054,84200.0,10000000.0
2012-10-22,8190,8360,8180,8340,30634,83400.0,10000000.0
2012-10-23,8350,8390,8100,8200,35871,82000.0,10000000.0
2012-10-24,8170,8170,8050,8090,22149,80900.0,10000000.0
2012-10-25,8100,8310,8090,8120,29259,81200.0,10000000.0
2012-10-26,8200,8200,7860,7860,38135,78600.0,10000000.0
2012-10-29,7820,7920,7410,7430,49066,74300.0,10000000.0
2012-10-30,7340,7640,7330,7410,27788,74100.0,10000000.0
2012-10-31,7420,7500,7250,7270,26158,72700.0,10000000.0
2012-11-01,7250,7250,6990,7030,47341,70300.0,10000000.0
2012-11-02,7100,7230,7050,7130,20808,71300.0,10000000.0
2012-11-05,7100,7150,7000,7060,35650,70600.0,10000000.0
2012-11-06,7070,7250,7060,7250,16362,72500.0,10000000.0
2012-11-07,7250,7390,7180,7350,16879,73500.0,10000000.0
2012-11-08,7280,7330,7150,7290,10313,72900.0,10000000.0
2012-11-09,7240,7250,7090,7190,12086,71900.0,10000000.0
2012-11-12,7190,7690,7160,7450,23251,74500.0,10000000.0
2012-11-13,7500,7510,7360,7460,24930,74600.0,10000000.0
2012-11-14,7500,7550,7360,7490,13008,74900.0,10000000.0
2012-11-15,7350,7380,7100,7230,17002,72300.0,10000000.0
2012-11-16,7300,7300,7120,7280,12926,72800.0,10000000.0
2012-11-19,7300,7550,7280,7490,6938,74900.0,10000000.0
2012-11-20,7450,7520,7360,7420,7845,74200.0,10000000.0
2012-11-21,7420,7440,7250,7300,7642,73000.0,10000000.0
2012-11-22,7260,7390,7190,7250,25088,72500.0,10000000.0
2012-11-23,7290,7290,7110,7270,5772,72700.0,10000000.0
2012-11-26,7410,7410,7080,7170,14649,71700.0,10000000.0
2012-11-27,7260,7260,6950,6990,36833,69900.0,10000000.0
2012-11-28,7000,7000,6890,6920,12265,69200.0,10000000.0
2012-11-29,6920,7090,6850,6890,26729,68900.0,10000000.0
2012-11-30,7000,7000,6830,6880,21787,68800.0,10000000.0
2012-12-03,6830,7020,6830,6860,11716,68600.0,10000000.0
2012-12-04,6820,6970,6820,6860,16619,68600.0,10000000.0
2012-12-05,6820,6920,6820,6840,12602,68400.0,10000000.0
2012-12-06,6920,6930,6830,6850,13581,68500.0,10000000.0
2012-12-07,6870,7090,6870,7000,27026,70000.0,10000000.0
2012-12-10,7000,7110,6960,7040,12610,70400.0,10000000.0
2012-12-11,7010,7160,7010,7040,12002,70400.0,10000000.0
2012-12-12,7100,7100,6980,6980,15395,69800.0,10000000.0
2012-12-13,7000,7050,6950,7020,12604,70200.0,10000000.0
2012-12-14,7050,7400,7050,7400,57264,74000.0,10000000.0
2012-12-17,7320,7450,7270,7280,11208,72800.0,10000000.0
2012-12-18,7370,7430,7260,7350,18888,73500.0,10000000.0
2012-12-20,7300,7380,7290,7340,8519,73400.0,10000000.0
2012-12-21,7250,7380,7150,7260,14747,72600.0,10000000.0
2012-12-24,7300,7380,7200,7290,24141,72900.0,10000000.0
2012-12-26,7300,7380,7220,7250,18299,72500.0,10000000.0
2012-12-27,7150,7270,7150,7240,15771,72400.0,10000000.0
2012-12-28,7180,7400,7180,7290,8453,72900.0,10000000.0
2013-01-02,7300,7410,7250,7410,21706,74100.0,10000000.0
2013-01-03,7420,7550,7390,7430,22357,74300.0,10000000.0
2013-01-04,7410,7500,7350,7470,17611,74700.0,10000000.0
2013-01-07,7540,7600,7450,7490,14111,74900.0,10000000.0
2013-01-08,7400,7580,7400,7550,13785,75500.0,10000000.0
2013-01-09,7550,7630,7500,7620,23005,76200.0,10000000.0
2013-01-10,7600,7700,7530,7620,15723,76200.0,10000000.0
2013-01-11,7620,7820,7600,7640,29498,76400.0,10000000.0
2013-01-14,7640,7640,7440,7530,13613,75300.0,10000000.0
2013-01-15,7450,7510,7260,7260,50623,72600.0,10000000.0
2013-01-16,7280,7330,7150,7330,26303,73300.0,10000000.0
2013-01-17,7360,7500,7210,7330,6259,73300.0,10000000.0
2013-01-18,7330,7440,7320,7390,12123,73900.0,10000000.0
2013-01-21,7400,7520,7250,7370,19520,73700.0,10000000.0
2013-01-22,7330,7510,7230,7440,21407,74400.0,10000000.0
2013-01-23,7410,7460,7320,7430,14340,74300.0,10000000.0
2013-01-24,7490,7490,7300,7390,20997,73900.0,10000000.0
2013-01-25,7300,7350,7200,7230,28612,72300.0,10000000.0
2013-01-28,7270,7340,7150,7220,13737,72200.0,10000000.0
2013-01-29,7220,7280,7180,7180,19991,71800.0,10000000.0
2013-01-30,7140,7280,7100,7100,14717,71000.0,10000000.0
2013-01-31,7170,7190,7100,7110,5815,71100.0,10000000.0
2013-02-01,7250,7250,7030,7110,5396,71100.0,10000000.0
2013-02-04,7060,7250,7060,7110,6245,71100.0,10000000.0
2013-02-05,7180,7180,6940,7070,12712,70700.0,10000000.0
2013-02-06,7020,7100,7010,7040,15970,70400.0,10000000.0
2013-02-07,7160,7160,6940,7040,11570,70400.0,10000000.0
2013-02-08,7080,7130,6960,7050,17982,70500.0,10000000.0
2013-02-12,7010,7130,6950,7090,9088,70900.0,10000000.0
2013-02-13,7100,7150,7000,7110,11007,71100.0,10000000.0
2013-02-14,7100,7150,7040,7140,16817,71400.0,10000000.0
2013-02-15,7180,7300,7140,7290,31994,72900.0,10000000.0
2013-02-18,7280,7290,7210,7290,11845,72900.0,10000000.0
2013-02-19,7300,7390,7240,7290,7442,72900.0,10000000.0
2013-02-20,7340,7370,7210,7360,36445,73600.0,10000000.0
2013-02-21,7360,7430,7250,7430,41010,74300.0,10000000.0
2013-02-22,7430,7800,7360,7620,69444,76200.0,10000000.0
2013-02-25,7650,7740,7600,7650,20345,76500.0,10000000.0
2013-02-26,7630,7990,7550,7800,77760,78000.0,10000000.0
2013-02-27,7700,7970,7700,7710,19380,77100.0,10000000.0
2013-02-28,7890,8000,7760,7950,51140,79500.0,10000000.0
2013-03-04,7970,7990,7780,7900,22930,79000.0,10000000.0
2013-03-05,7900,7930,7750,7850,23802,78500.0,10000000.0
2013-03-06,7890,7890,7790,7850,10575,78500.0,10000000.0
2013-03-07,7890,8050,7790,7790,31047,77900.0,10000000.0
2013-03-08,7700,7760,7520,7660,39841,76600.0,10000000.0
2013-03-11,7660,7700,7560,7600,17100,76000.0,10000000.0
2013-03-12,7720,7720,7590,7630,24186,76300.0,10000000.0
2013-03-13,7590,7970,7590,7710,41576,77100.0,10000000.0
2013-03-14,7850,7850,7700,7740,19152,77400.0,10000000.0
2013-03-15,7800,7910,7700,7770,27297,77700.0,10000000.0
2013-03-18,7770,7830,7520,7690,25000,76900.0,10000000.0
2013-03-19,7750,7880,7670,7830,22560,78300.0,10000000.0
2013-03-20,7830,8080,7780,7990,50622,79900.0,10000000.0
2013-03-21,7990,8080,7860,7910,16403,79100.0,10000000.0
2013-03-22,7920,8050,7880,7900,32331,79000.0,10000000.0
2013-03-25,7900,8000,7880,7890,24824,78900.0,10000000.0
2013-03-26,7820,8050,7820,8030,34004,80300.0,10000000.0
2013-03-27,8060,8060,7940,7990,10656,79900.0,10000000.0
2013-03-28,8030,8050,7940,8020,15091,80200.0,10000000.0
2013-03-29,8000,8090,7910,7990,42739,79900.0,10000000.0
2013-04-01,7970,8070,7970,8040,15124,80400.0,10000000.0
2013-04-02,7980,8120,7980,8040,35872,80400.0,10000000.0
2013-04-03,8040,8140,7980,8130,42391,81300.0,10000000.0
2013-04-04,8120,8240,7940,8240,65992,82400.0,10000000.0
2013-04-05,8200,8280,8000,8000,36665,80000.0,10000000.0
2013-04-08,8090,8190,7960,8070,47650,80700.0,10000000.0
2013-04-09,7950,8140,7380,8020,43623,80200.0,10000000.0
2013-04-10,8020,8100,7970,8000,32689,80000.0,10000000.0
2013-04-11,8010,8130,7900,8040,26567,80400.0,10000000.0
2013-04-12,8010,8100,7950,8070,27289,80700.0,10000000.0
2013-04-15,8010,8160,7980,8000,21228,80000.0,10000000.0
2013-04-16,7930,8000,7820,7950,23553,79500.0,10000000.0
2013-04-17,7980,7980,7800,7820,25115,78200.0,10000000.0
2013-04-18,7750,7920,7750,7890,15893,78900.0,10000000.0
2013-04-19,8030,8030,7830,8000,18843,80000.0,10000000.0
2013-04-22,8100,8100,7860,7950,8036,79500.0,10000000.0
2013-04-23,7850,8000,7850,7950,26671,79500.0,10000000.0
2013-04-24,8000,8190,7900,8190,44741,81900.0,10000000.0
2013-04-25,8190,8440,8190,8370,32213,83700.0,10000000.0
2013-04-26,8380,8680,8380,8600,58796,86000.0,10000000.0
2013-04-29,8630,8730,8490,8540,25272,85400.0,10000000.0
2013-04-30,8510,8630,8460,8470,15899,84700.0,10000000.0
2013-05-02,8480,8730,8400,8700,29259,87000.0,10000000.0
2013-05-03,8720,8950,8700,8820,49957,88200.0,10000000.0
2013-05-06,8930,8930,8740,8790,8272,87900.0,10000000.0
2013-05-07,8830,8900,8700,8830,31154,88300.0,10000000.0
2013-05-08,8800,8890,8660,8680,30501,86800.0,10000000.0
2013-05-09,8950,8950,8650,8730,12925,87300.0,10000000.0
2013-05-10,8880,8890,8690,8790,19070,87900.0,10000000.0
2013-05-13,8820,8820,8580,8600,13299,86000.0,10000000.0
2013-05-14,8640,8750,8500,8650,22530,86500.0,10000000.0
2013-05-15,8790,8790,8610,8610,15571,86100.0,10000000.0
2013-05-16,8770,8770,8550,8730,6776,87300.0,10000000.0
2013-05-20,8610,8740,8610,8650,57380,86500.0,10000000.0
2013-05-21,8590,8750,8590,8710,20048,87100.0,10000000.0
2013-05-22,8750,8790,8690,8720,17382,87200.0,10000000.0
2013-05-23,8770,8900,8620,8860,18011,88600.0,10000000.0
2013-05-24,8890,8890,8700,8840,16125,88400.0,10000000.0
2013-05-27,8810,9100,8790,9050,29845,90500.0,10000000.0
2013-05-28,9050,9230,8900,9050,40010,90500.0,10000000.0
2013-05-29,9050,9100,8940,8980,28180,89800.0,10000000.0
2013-05-30,8950,9030,8830,8960,26321,89600.0,10000000.0
2013-05-31,9000,9000,8860,8900,22891,89000.0,10000000.0
2013-06-03,8900,8920,8760,8900,32092,89000.0,10000000.0
2013-06-04,8900,8950,8690,8810,29341,88100.0,10000000.0
2013-06-05,8920,8920,8660,8670,23075,86700.0,10000000.0
2013-06-07,8700,8860,8200,8490,59077,84900.0,10000000.0
2013-06-10,8490,8620,8450,8460,19297,84600.0,10000000.0
2013-06-11,8420,8550,8270,8550,32085,85500.0,10000000.0
2013-06-12,8330,8550,8330,8440,16266,84400.0,10000000.0
2013-06-13,8350,8440,8300,8390,18069,83900.0,10000000.0
2013-06-14,8350,8470,8180,8260,41669,82600.0,10000000.0
2013-06-17,8150,8290,7900,7900,32700,79000.0,10000000.0
2013-06-18,7650,7940,7640,7650,35122,76500.0,10000000.0
2013-06-19,7660,7770,7580,7600,15184,76000.0,10000000.0
2013-06-20,7500,7650,7310,7500,24564,75000.0,10000000.0
2013-06-21,7200,7350,6580,7230,24496,72300.0,10000000.0
2013-06-24,7250,7250,7010,7120,6531,71200.0,10000000.0
2013-06-25,6990,7120,6380,6820,59178,68200.0,10000000.0
2013-06-26,6650,6880,6650,6800,17356,68000.0,10000000.0
2013-06-27,6860,7100,6860,7020,11398,70200.0,10000000.0
2013-06-28,7040,7170,6910,6910,19804,69100.0,10000000.0
2013-07-01,6950,7180,6950,7000,15936,70000.0,10000000.0
2013-07-02,7010,7200,6980,7150,11649,71500.0,10000000.0
2013-07-03,7270,7270,7000,7130,9616,71300.0,10000000.0
2013-07-04,7200,7200,6980,7150,9240,71500.0,10000000.0
2013-07-05,7200,7250,7100,7150,13612,71500.0,10000000.0
2013-07-08,7280,7280,6930,7030,6019,70300.0,10000000.0
2013-07-09,7090,7150,7000,7070,2854,70700.0,10000000.0
2013-07-10,7100,7150,6880,6950,6591,69500.0,10000000.0
2013-07-11,6950,7090,6950,7080,8166,70800.0,10000000.0
2013-07-12,7150,7150,6980,7040,7217,70400.0,10000000.0
2013-07-15,7010,7150,7010,7090,1766,70900.0,10000000.0
2013-07-16,7200,7200,6980,6980,11104,69800.0,10000000.0
2013-07-17,7020,7170,6960,7100,3890,71000.0,10000000.0
2013-07-18,7080,7340,7040,7340,18347,73400.0,10000000.0
2013-07-19,7370,7480,7190,7390,33300,73900.0,10000000.0
2013-07-22,7400,7450,7250,7400,12813,74000.0,10000000.0
2013-07-23,7400,7560,7260,7440,19824,74400.0,10000000.0
2013-07-24,7410,7600,7310,7550,19553,75500.0,10000000.0
2013-07-25,7560,7560,7330,7370,15043,73700.0,10000000.0
2013-07-26,7370,7380,7100,7100,27630,71000.0,10000000.0
2013-07-29,7050,7140,6900,7000,31767,70000.0,10000000.0
2013-07-30,7000,7050,6970,7030,16286,70300.0,10000000.0
2013-07-31,7040,7150,6990,7040,7750,70400.0,10000000.0
2013-08-01,7000,7280,7000,7160,13229,71600.0,10000000.0
2013-08-02,7170,7260,6970,7000,27395,70000.0,10000000.0
2013-08-05,7010,7400,7010,7300,28096,73000.0,10000000.0
2013-08-06,7310,7330,7160,7290,11114,72900.0,10000000.0
2013-08-07,7170,7450,7170,7340,12122,73400.0,10000000.0
2013-08-08,7340,7490,7250,7350,32182,73500.0,10000000.0
2013-08-09,7340,7540,7310,7480,27033,74800.0,10000000.0
2013-08-12,7500,7540,7310,7460,30189,74600.0,10000000.0
2013-08-13,7490,7520,7310,7380,11575,73800.0,10000000.0
2013-08-14,7380,7500,7320,7460,19063,74600.0,10000000.0
2013-08-16,7460,7500,7290,7290,26557,72900.0,10000000.0
2013-08-19,7300,7470,7170,7180,29567,71800.0,10000000.0
2013-08-20,7150,7340,7000,7050,24067,70500.0,10000000.0
2013-08-21,7050,7120,6980,7100,12424,71000.0,10000000.0
2013-08-22,7060,7100,6930,7040,9379,70400.0,10000000.0
2013-08-23,7000,7090,7000,7070,3521,70700.0,10000000.0
2013-08-26,7010,7110,7010,7110,6220,71100.0,10000000.0
2013-08-27,7030,7110,7000,7100,4404,71000.0,10000000.0
2013-08-28,7040,7040,6940,7000,10795,70000.0,10000000.0
2013-08-29,7000,7070,6920,7070,31180,70700.0,10000000.0
2013-08-30,7100,7130,6970,7100,37439,71000.0,10000000.0
2013-09-02,7100,7100,7000,7080,15858,70800.0,10000000.0
2013-09-03,7090,7120,6970,7050,22332,70500.0,10000000.0
2013-09-04,7050,7080,7000,7040,18503,70400.0,10000000.0
2013-09-05,7020,7070,6980,7070,20058,70700.0,10000000.0
2013-09-06,7040,7150,7020,7120,32091,71200.0,10000000.0
2013-09-09,7090,7120,7040,7100,11584,71000.0,10000000.0
2013-09-10,7100,7190,7070,7150,31939,71500.0,10000000.0
2013-09-11,7150,7290,7150,7250,48003,72500.0,10000000.0
2013-09-12,7270,7370,7240,7320,56226,73200.0,10000000.0
2013-09-13,7320,7360,7240,7300,24794,73000.0,10000000.0
2013-09-16,7300,7310,7210,7300,14081,73000.0,10000000.0
2013-09-17,7300,7330,7200,7300,15667,73000.0,10000000.0
2013-09-23,7310,7350,7210,7350,31212,73500.0,10000000.0
2013-09-24,7350,7450,7260,7350,20503,73500.0,10000000.0
2013-09-25,7350,7370,7280,7340,14705,73400.0,10000000.0
2013-09-26,7300,7340,7270,7330,18440,73300.0,10000000.0
2013-09-27,7330,7400,7330,7340,14015,73400.0,10000000.0
2013-09-30,7420,7420,7240,7240,19163,72400.0,10000000.0
2013-10-01,7240,7300,7100,7200,32852,72000.0,10000000.0
2013-10-02,7300,7300,7140,7180,12416,71800.0,10000000.0
2013-10-04,7160,7190,7060,7070,17112,70700.0,10000000.0
2013-10-07,7070,7100,6970,7090,13776,70900.0,10000000.0
2013-10-08,7020,7090,7000,7050,9386,70500.0,10000000.0
2013-10-10,7050,7080,7000,7080,9186,70800.0,10000000.0
2013-10-11,7080,7140,7060,7120,12318,71200.0,10000000.0
2013-10-14,7100,7190,7090,7180,13471,71800.0,10000000.0
2013-10-15,7150,7210,7100,7130,15649,71300.0,10000000.0
2013-10-16,7130,7150,7030,7120,10548,71200.0,10000000.0
2013-10-17,7170,7170,7000,7100,14350,71000.0,10000000.0
2013-10-18,7120,7120,7000,7050,12975,70500.0,10000000.0
2013-10-21,7050,7060,6900,7010,19936,70100.0,10000000.0
2013-10-22,6950,7090,6950,7070,12561,70700.0,10000000.0
2013-10-23,7070,7120,6800,6990,24443,69900.0,10000000.0
2013-10-24,7000,7020,6840,6970,16966,69700.0,10000000.0
2013-10-25,6970,7040,6900,7000,9322,70000.0,10000000.0
2013-10-28,7010,7040,6950,7000,6823,70000.0,10000000.0
2013-10-29,7000,7010,6890,6940,7669,69400.0,10000000.0
2013-10-30,6950,6960,6890,6950,6021,69500.0,10000000.0
2013-10-31,6950,7090,6950,7080,50145,70800.0,10000000.0
2013-11-01,7080,7320,7070,7090,39898,70900.0,10000000.0
2013-11-04,7100,7180,7050,7070,7916,70700.0,10000000.0
2013-11-05,7020,7120,6960,6990,15758,69900.0,10000000.0
2013-11-06,7070,7070,6920,7000,11269,70000.0,10000000.0
2013-11-07,6930,7000,6850,6920,15382,69200.0,10000000.0
2013-11-08,6920,6920,6790,6870,7947,68700.0,10000000.0
2013-11-11,6850,6930,6550,6580,15572,65800.0,10000000.0
2013-11-12,6580,6700,6500,6570,14798,65700.0,10000000.0
2013-11-13,6510,6580,6290,6300,24716,63000.0,10000000.0
2013-11-14,6300,6420,6300,6410,10069,64100.0,10000000.0
2013-11-15,6370,6450,6340,6400,10305,64000.0,10000000.0
2013-11-18,6500,6600,6300,6380,6291,63800.0,10000000.0
2013-11-19,6390,6390,6300,6370,9194,63700.0,10000000.0
2013-11-20,6270,6360,6250,6270,8707,62700.0,10000000.0
2013-11-21,6270,6300,6200,6270,8000,62700.0,10000000.0
2013-11-22,6250,6490,6250,6480,12499,64800.0,10000000.0
2013-11-25,6500,6680,6500,6590,13303,65900.0,10000000.0
2013-11-26,6600,6600,6500,6600,5086,66000.0,10000000.0
2013-11-27,6600,6600,6440,6520,3702,65200.0,10000000.0
2013-11-28,6520,6530,6420,6500,2812,65000.0,10000000.0
2013-11-29,6440,6500,6300,6470,5454,64700.0,10000000.0
2013-12-02,6470,6480,6270,6430,7956,64300.0,10000000.0
2013-12-03,6320,6470,6300,6430,4421,64300.0,10000000.0
2013-12-04,6400,6400,6300,6360,906,63600.0,10000000.0
2013-12-05,6370,6370,6250,6330,3875,63300.0,10000000.0
2013-12-06,6280,6310,6100,6190,8255,61900.0,10000000.0
2013-12-09,6180,6180,5950,5950,20572,59500.0,10000000.0
2013-12-10,5820,6040,5760,5880,17708,58800.0,10000000.0
2013-12-11,5800,6030,5800,5810,5656,58100.0,10000000.0
2013-12-12,5720,6000,5720,5870,6223,58700.0,10000000.0
2013-12-13,5750,6050,5750,6000,5170,60000.0,10000000.0
2013-12-16,6100,6100,5850,5980,1923,59800.0,10000000.0
2013-12-17,5820,5980,5820,5970,5108,59700.0,10000000.0
2013-12-18,5960,6070,5910,6040,2619,60400.0,10000000.0
2013-12-19,6090,6140,5880,6030,3045,60300.0,10000000.0
2013-12-20,6000,6000,5910,5990,1787,59900.0,10000000.0
2013-12-23,5990,6030,5880,5880,2010,58800.0,10000000.0
2013-12-24,5880,5880,5820,5880,5007,58800.0,10000000.0
2013-12-26,5870,6000,5790,5990,8411,59900.0,10000000.0
2013-12-27,5800,5910,5800,5850,14011,58500.0,10000000.0
2013-12-30,5820,6010,5820,6010,6690,60100.0,10000000.0
2014-01-02,6000,6050,5930,6000,5739,60000.0,10000000.0
2014-01-03,6000,6020,5850,5950,5348,59500.0,10000000.0
2014-01-06,5950,5950,5820,5950,1501,59500.0,10000000.0
2014-01-07,5990,6020,5910,6020,2596,60200.0,10000000.0
2014-01-08,6050,6050,5990,6030,11745,60300.0,10000000.0
2014-01-09,6050,6200,6050,6100,3677,61000.0,10000000.0
2014-01-10,6100,6230,6000,6080,6486,60800.0,10000000.0
2014-01-13,6140,6210,5990,6090,10056,60900.0,10000000.0
2014-01-14,6090,6170,5980,5980,3626,59800.0,10000000.0
2014-01-15,5920,6050,5890,6050,7970,60500.0,10000000.0
2014-01-16,6070,6140,5990,6050,7838,60500.0,10000000.0
2014-01-17,6050,6190,5990,6070,18805,60700.0,10000000.0
2014-01-20,6070,6100,6000,6100,7665,61000.0,10000000.0
2014-01-21,6140,6140,5900,6000,25801,60000.0,10000000.0
2014-01-22,5960,6020,5910,6000,2205,60000.0,10000000.0
2014-01-23,6000,6000,5900,5990,7994,59900.0,10000000.0
2014-01-24,6000,6000,5830,5970,4779,59700.0,10000000.0
2014-01-27,5620,5990,5610,5900,10825,59000.0,10000000.0
2014-01-28,5880,5930,5800,5900,2826,59000.0,10000000.0
2014-01-29,5930,6050,5870,6000,6489,60000.0,10000000.0
2014-02-03,6050,6050,5950,6000,3577,60000.0,10000000.0
2014-02-04,6000,6050,5930,6000,7456,60000.0,10000000.0
2014-02-05,6090,6090,6000,6060,3252,60600.0,10000000.0
2014-02-06,6140,6140,6020,6080,32360,60800.0,10000000.0
2014-02-07,6120,6210,6080,6200,13056,62000.0,10000000.0
2014-02-10,6200,6240,6190,6200,4977,62000.0,10000000.0
2014-02-11,6090,6190,6090,6180,6615,61800.0,10000000.0
2014-02-12,6140,6440,6140,6440,20936,64400.0,10000000.0
2014-02-13,6400,6440,6310,6380,23710,63800.0,10000000.0
2014-02-14,6450,6470,6350,6450,7923,64500.0,10000000.0
2014-02-17,6490,6520,6390,6420,6012,64200.0,10000000.0
2014-02-18,6360,6490,6360,6460,7438,64600.0,10000000.0
2014-02-19,6430,6740,6370,6600,26502,66000.0,10000000.0
2014-02-20,6600,6740,6500,6620,17424,66200.0,10000000.0
2014-02-21,6620,6810,6590,6770,14126,67700.0,10000000.0
2014-02-24,6740,6800,6540,6590,9639,65900.0,10000000.0
2014-02-25,6560,6690,6540,6630,24662,66300.0,10000000.0
2014-02-26,6630,6930,6620,6870,47892,68700.0,10000000.0
2014-02-27,6880,6940,6760,6870,18580,68700.0,10000000.0
2014-02-28,6900,6900,6720,6740,6348,67400.0,10000000.0
2014-03-03,6740,6740,6520,6550,16609,65500.0,10000000.0
2014-03-04,6550,6710,6410,6710,8499,67100.0,10000000.0
2014-03-05,6710,6840,6680,6720,7788,67200.0,10000000.0
2014-03-06,6680,6830,6580,6690,10830,66900.0,10000000.0
2014-03-07,6690,6690,6590,6670,17705,66700.0,10000000.0
2014-03-10,6610,6680,6590,6660,9449,66600.0,10000000.0
2014-03-11,6680,6680,6550,6580,14802,65800.0,10000000.0
2014-03-12,6520,6700,6490,6600,4701,66000.0,10000000.0
2014-03-13,6600,6600,6470,6560,7578,65600.0,10000000.0
2014-03-14,6560,6560,6360,6370,14408,63700.0,10000000.0
2014-03-17,6320,6400,6300,6300,6840,63000.0,10000000.0
2014-03-18,6290,6400,6260,6310,8712,63100.0,10000000.0
2014-03-19,6400,6450,6300,6400,16799,64000.0,10000000.0
2014-03-20,6400,6460,6300,6360,3177,63600.0,10000000.0
2014-03-21,6360,6460,6300,6440,17285,64400.0,10000000.0
2014-03-24,6420,6540,6420,6480,3387,64800.0,10000000.0
2014-03-25,6380,6450,6330,6380,5556,63800.0,10000000.0
2014-03-26,6400,6480,6380,6430,5793,64300.0,10000000.0
2014-03-27,6450,6450,6300,6400,10023,64000.0,10000000.0
2014-03-28,6420,6450,6390,6430,7138,64300.0,10000000.0
2014-03-31,6430,6490,6390,6430,6829,64300.0,10000000.0
2014-04-01,6450,6540,6400,6500,11283,65000.0,10000000.0
2014-04-02,6560,6560,6480,6540,7401,65400.0,10000000.0
2014-04-03,6560,6690,6500,6680,13509,66800.0,10000000.0
2014-04-04,6680,6780,6470,6530,26377,65300.0,10000000.0
2014-04-07,6530,6800,6420,6620,16229,66200.0,10000000.0
2014-04-08,6610,6750,6550,6660,4009,66600.0,10000000.0
2014-04-09,6630,6660,6540,6650,3882,66500.0,10000000.0
2014-04-10,6620,6650,6500,6520,7159,65200.0,10000000.0
2014-04-11,6520,6640,6460,6640,3867,66400.0,10000000.0
2014-04-14,6640,6960,6640,6930,54915,69300.0,10000000.0
2014-04-15,6860,6930,6820,6850,9815,68500.0,10000000.0
2014-04-16,6850,6920,6760,6900,10395,69000.0,10000000.0
2014-04-17,6910,6950,6730,6890,17547,68900.0,10000000.0
2014-04-18,6910,6910,6820,6870,7188,68700.0,10000000.0
2014-04-21,6830,6880,6710,6770,6673,67700.0,10000000.0
2014-04-22,6760,6790,6650,6670,4197,66700.0,10000000.0
2014-04-23,6710,6790,6660,6750,10212,67500.0,10000000.0
2014-04-24,6770,6770,6580,6740,12109,67400.0,10000000.0
2014-04-25,6710,6740,6520,6670,19117,66700.0,10000000.0
2014-04-28,6610,6790,6440,6580,23312,65800.0,10000000.0
2014-04-29,6630,6630,6440,6450,14278,64500.0,10000000.0
2014-04-30,6440,6500,6350,6490,19175,64900.0,10000000.0
2014-05-02,6480,6480,6320,6450,15599,64500.0,10000000.0
2014-05-07,6430,6430,6260,6260,4395,62600.0,10000000.0
2014-05-08,6290,6330,6240,6240,5613,62400.0,10000000.0
2014-05-09,6340,6340,6180,6300,4198,63000.0,10000000.0
2014-05-12,6300,6350,6200,6300,2197,63000.0,10000000.0
2014-05-13,6230,7240,6230,6870,446965,68700.0,10000000.0
2014-05-14,7050,7050,6590,6630,131824,66300.0,10000000.0
