대한과학(131220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-06-18,6887,7000,6579,6813,94908,43135.0,5925130.0
2013-06-19,6925,6981,6775,6804,48597,43076.0,5925130.0
2013-06-20,6607,6738,6485,6645,65063,42068.0,5925130.0
2013-06-21,6335,6485,6232,6420,74365,40646.0,5925130.0
2013-06-24,6326,6438,5895,5896,75413,37328.0,5925130.0
2013-06-25,5708,5867,5044,5241,315190,33181.0,5925130.0
2013-06-26,5268,5446,5268,5428,88453,34366.0,5925130.0
2013-06-27,5465,5802,5456,5737,87662,36321.0,5925130.0
2013-06-28,5792,5998,5755,5840,58206,36973.0,5925130.0
2013-07-01,5952,6092,5849,6092,46188,38573.0,5925130.0
2013-07-02,6120,6223,5980,6074,40859,38454.0,5925130.0
2013-07-03,6092,6195,6045,6111,30451,38691.0,5925130.0
2013-07-04,6176,6326,6120,6252,32311,39580.0,5925130.0
2013-07-05,6232,6466,6232,6354,42701,40232.0,5925130.0
2013-07-08,6410,7299,6148,7300,244259,46216.0,5925130.0
2013-07-09,7599,8301,7440,7646,1194923,48408.0,5925130.0
2013-07-10,7767,7926,7486,7496,398554,47460.0,5925130.0
2013-07-11,7589,7982,7533,7674,321235,48586.0,5925130.0
2013-07-12,7767,8020,7589,7861,304448,49771.0,5925130.0
2013-07-15,7842,7964,7720,7861,133102,49771.0,5925130.0
2013-07-16,7926,7982,7552,7590,143263,48053.0,5925130.0
2013-07-17,7561,7580,7262,7356,163836,46572.0,5925130.0
2013-07-18,7411,7954,7299,7477,388701,47342.0,5925130.0
2013-07-19,7524,7636,7374,7393,89018,46809.0,5925130.0
2013-07-22,7365,7514,7262,7262,72947,45979.0,5925130.0
2013-07-23,7234,7383,7215,7356,55923,46572.0,5925130.0
2013-07-24,7365,7440,7159,7234,74301,45801.0,5925130.0
2013-07-25,7224,7327,7178,7290,48830,46157.0,5925130.0
2013-07-26,7290,7374,7196,7197,40225,45564.0,5925130.0
2013-07-29,7215,7215,6887,6935,51734,43905.0,5925130.0
2013-07-30,6934,6944,6644,6719,71519,42542.0,5925130.0
2013-07-31,6756,6944,6756,6757,51110,42779.0,5925130.0
2013-08-01,6831,6878,6738,6794,41968,43016.0,5925130.0
2013-08-02,6841,7056,6775,7000,53506,44320.0,5925130.0
2013-08-05,7206,7252,6990,7028,57040,44498.0,5925130.0
2013-08-06,7028,7028,6850,6916,25671,43787.0,5925130.0
2013-08-07,7065,7814,7065,7113,337485,45031.0,5925130.0
2013-08-08,7215,7271,7140,7206,56727,45624.0,5925130.0
2013-08-09,7280,7280,6981,7000,54394,44320.0,5925130.0
2013-08-12,6981,7103,6850,6850,38602,43372.0,5925130.0
2013-08-13,6775,7421,6747,7028,87810,44498.0,5925130.0
2013-08-14,6972,7065,6869,6897,34316,43668.0,5925130.0
2013-08-16,6813,6878,6784,6804,26922,43076.0,5925130.0
2013-08-19,6775,6887,6756,6794,42380,43016.0,5925130.0
2013-08-20,6747,6822,6522,6570,48369,41594.0,5925130.0
2013-08-21,6616,6616,6270,6485,55099,41061.0,5925130.0
2013-08-22,6326,6457,6129,6149,41669,38928.0,5925130.0
2013-08-23,6176,6401,6176,6280,36019,39758.0,5925130.0
2013-08-26,6307,6401,6270,6270,30638,39698.0,5925130.0
2013-08-27,6223,6288,6204,6261,21463,39639.0,5925130.0
2013-08-28,6139,6298,5989,6270,56578,39698.0,5925130.0
2013-08-29,6232,6391,6195,6345,24639,40172.0,5925130.0
2013-08-30,6345,6429,6298,6336,21340,40113.0,5925130.0
2013-09-02,6345,6410,6298,6298,16679,39876.0,5925130.0
2013-09-03,6317,6710,6317,6523,41677,41298.0,5925130.0
2013-09-04,6560,6672,6466,6467,14949,40943.0,5925130.0
2013-09-05,6476,6663,6466,6551,21306,41476.0,5925130.0
2013-09-06,6616,6859,6504,6551,55972,41476.0,5925130.0
2013-09-09,6691,6691,6485,6551,16520,41476.0,5925130.0
2013-09-10,6476,6607,6457,6476,16444,41002.0,5925130.0
2013-09-11,6448,6550,6448,6457,15769,40883.0,5925130.0
2013-09-12,6429,6532,6429,6485,13147,41061.0,5925130.0
2013-09-13,6419,6728,6419,6645,15776,42068.0,5925130.0
2013-09-16,6710,6738,6476,6476,6744,41002.0,5925130.0
2013-09-17,6513,6597,6466,6476,10194,41002.0,5925130.0
2013-09-23,6476,6504,6363,6364,14454,40291.0,5925130.0
2013-09-24,6307,6429,6298,6383,13179,40409.0,5925130.0
2013-09-25,6345,6391,6307,6308,11482,39935.0,5925130.0
2013-09-26,6317,6401,6307,6345,7154,40172.0,5925130.0
2013-09-27,6354,6513,6354,6411,8004,40587.0,5925130.0
2013-09-30,6550,6560,6335,6364,12406,40291.0,5925130.0
2013-10-01,6373,6401,6232,6261,14233,39639.0,5925130.0
2013-10-02,6214,6307,6157,6205,25047,39284.0,5925130.0
2013-10-04,6167,6232,5989,6064,16548,38395.0,5925130.0
2013-10-07,6073,6129,6017,6018,18239,38099.0,5925130.0
2013-10-08,5961,5998,5839,5924,22495,37506.0,5925130.0
2013-10-10,5914,6363,5914,6027,15080,38158.0,5925130.0
2013-10-11,6064,6073,5942,5999,22659,37980.0,5925130.0
2013-10-14,6026,6083,5895,6008,11177,38039.0,5925130.0
2013-10-15,6017,6045,5961,5971,11150,37802.0,5925130.0
2013-10-16,5989,5998,5867,5868,16420,37151.0,5925130.0
2013-10-17,5895,5952,5718,5802,15486,36736.0,5925130.0
2013-10-18,5811,5811,5680,5699,17846,36084.0,5925130.0
2013-10-21,5783,5961,5718,5877,18461,37210.0,5925130.0
2013-10-22,5895,5942,5811,5943,13454,37625.0,5925130.0
2013-10-23,5952,5952,5783,5840,11508,36973.0,5925130.0
2013-10-24,5802,5867,5736,5849,13115,37032.0,5925130.0
2013-10-25,5849,5886,5746,5849,11605,37032.0,5925130.0
2013-10-28,5839,5905,5792,5868,13514,37151.0,5925130.0
2013-10-29,5877,5980,5877,5933,16570,37565.0,5925130.0
2013-10-30,5952,5980,5839,5858,10285,37091.0,5925130.0
2013-10-31,5802,5867,5727,5765,17655,36499.0,5925130.0
2013-11-01,5764,5811,5736,5793,8599,36677.0,5925130.0
2013-11-04,5746,5839,5718,5830,7106,36914.0,5925130.0
2013-11-05,5792,6195,5792,5924,32093,37506.0,5925130.0
2013-11-06,5970,6270,5923,6223,65606,39402.0,5925130.0
2013-11-07,6148,6195,5952,6083,24215,38513.0,5925130.0
2013-11-08,6045,6064,5849,5896,18763,37328.0,5925130.0
2013-11-11,5989,5989,5661,5662,17325,35847.0,5925130.0
2013-11-12,5690,5792,5615,5737,10332,36321.0,5925130.0
2013-11-13,5708,5708,5549,5559,22795,35195.0,5925130.0
2013-11-14,5643,5643,5521,5531,10996,35018.0,5925130.0
2013-11-15,5540,5587,5474,5531,20200,35018.0,5925130.0
2013-11-18,5530,5877,5493,5512,12797,34899.0,5925130.0
2013-11-19,5512,5558,5427,5456,13776,34544.0,5925130.0
2013-11-20,5484,5484,5418,5419,3697,34307.0,5925130.0
2013-11-21,5465,5699,5296,5699,22759,36084.0,5925130.0
2013-11-22,5671,5699,5521,5653,6998,35788.0,5925130.0
2013-11-25,5596,5755,5587,5606,9420,35492.0,5925130.0
2013-11-26,5633,5690,5577,5634,8931,35669.0,5925130.0
2013-11-27,5643,5652,5568,5568,6909,35255.0,5925130.0
2013-11-28,5643,5643,5530,5596,9643,35432.0,5925130.0
2013-11-29,5624,5802,5558,5709,19284,36143.0,5925130.0
2013-12-02,5802,5802,5596,5606,14877,35492.0,5925130.0
2013-12-03,5521,5633,5484,5484,16117,34721.0,5925130.0
2013-12-04,5409,5521,5353,5381,10221,34069.0,5925130.0
2013-12-05,5278,5596,5278,5419,11857,34307.0,5925130.0
2013-12-06,5427,5456,5306,5306,13130,33595.0,5925130.0
2013-12-09,5306,5353,5137,5147,17558,32588.0,5925130.0
2013-12-10,4969,5175,4969,5063,22236,32055.0,5925130.0
2013-12-11,4969,5137,4969,5044,18017,31936.0,5925130.0
2013-12-12,4969,5081,4960,5072,17386,32114.0,5925130.0
2013-12-13,5081,5119,4894,4951,12798,31344.0,5925130.0
2013-12-16,5081,5081,4866,4876,14012,30870.0,5925130.0
2013-12-17,4829,5278,4829,5175,82954,32766.0,5925130.0
2013-12-18,5222,5222,4988,5016,18214,31759.0,5925130.0
2013-12-19,4960,5119,4960,4979,26626,31522.0,5925130.0
2013-12-20,5025,5072,4875,4923,7346,31166.0,5925130.0
2013-12-23,4941,5193,4931,4932,16951,31225.0,5925130.0
2013-12-24,4931,4988,4903,4979,9191,31522.0,5925130.0
2013-12-26,4978,5128,4960,5044,11862,31936.0,5925130.0
2013-12-27,5147,5147,4922,4951,13478,31344.0,5925130.0
2013-12-30,4950,5034,4819,4895,13207,30988.0,5925130.0
2014-01-02,4903,5034,4866,4923,8098,31166.0,5925130.0
2014-01-03,4894,4969,4866,4960,6021,31403.0,5925130.0
2014-01-06,4941,5072,4913,5072,18256,32114.0,5925130.0
2014-01-07,5025,5081,4941,4979,9548,31522.0,5925130.0
2014-01-08,5081,5081,4950,5016,14101,31759.0,5925130.0
2014-01-09,5016,5259,4997,5241,32819,33181.0,5925130.0
2014-01-10,5203,5259,5025,5054,19510,31996.0,5925130.0
2014-01-13,5193,5193,5072,5128,9401,32470.0,5925130.0
2014-01-14,5109,5147,5072,5100,11807,32292.0,5925130.0
2014-01-15,5062,5165,4960,4997,30572,31640.0,5925130.0
2014-01-16,5053,5053,4978,4997,19718,31640.0,5925130.0
2014-01-17,5119,5119,4978,5016,6052,31759.0,5925130.0
2014-01-20,5044,5212,5016,5166,21921,32707.0,5925130.0
2014-01-21,5165,5231,5100,5166,19700,32707.0,5925130.0
2014-01-22,5240,5240,5072,5072,12587,32114.0,5925130.0
2014-01-23,5165,5165,5025,5035,20493,31877.0,5925130.0
2014-01-24,5006,5062,4969,5063,10570,32055.0,5925130.0
2014-01-27,5006,5044,4875,4895,20031,30988.0,5925130.0
2014-01-28,4913,4913,4810,4829,12416,30574.0,5925130.0
2014-01-29,4829,4894,4829,4829,6084,30574.0,5925130.0
2014-02-03,4819,4875,4726,4745,26100,30040.0,5925130.0
2014-02-04,4726,4772,4669,4670,19811,29566.0,5925130.0
2014-02-05,4679,4763,4660,4707,7497,29803.0,5925130.0
2014-02-06,4726,4791,4660,4661,11964,29507.0,5925130.0
2014-02-07,4697,4735,4632,4656,8941,29478.0,5925130.0
2014-02-10,4669,4716,4651,4689,10155,29685.0,5925130.0
2014-02-11,4679,4754,4595,4604,23219,29152.0,5925130.0
2014-02-12,4585,4763,4534,4534,23966,29281.0,6043630.0
2014-02-13,4660,5184,4585,4866,206623,31427.0,6043630.0
2014-02-14,4875,5006,4829,4866,33762,31427.0,6043630.0
2014-02-17,4866,4988,4829,4838,19418,31246.0,6043630.0
2014-02-18,4847,4913,4838,4885,10604,31548.0,6043630.0
2014-02-19,4913,4931,4791,4801,22080,31004.0,6043630.0
2014-02-20,4829,4885,4791,4866,9667,31427.0,6043630.0
2014-02-21,4978,4978,4819,4829,7085,31185.0,6043630.0
2014-02-24,4903,4903,4782,4792,5124,30943.0,6043630.0
2014-02-25,4847,4866,4782,4820,3110,31125.0,6043630.0
2014-02-26,4885,4978,4754,4979,35931,32152.0,6043630.0
2014-02-27,4922,4922,4782,4820,16859,31125.0,6043630.0
2014-02-28,4931,4931,4772,4810,8032,31064.0,6043630.0
2014-03-03,4810,4838,4744,4810,10909,31064.0,6043630.0
2014-03-04,4772,4829,4707,4782,7612,30883.0,6043630.0
2014-03-05,4782,4885,4726,4801,9117,31004.0,6043630.0
2014-03-06,4847,4857,4772,4820,4212,31125.0,6043630.0
2014-03-07,4829,4894,4819,4885,17576,31548.0,6043630.0
2014-03-10,4913,5175,4866,5026,87449,32454.0,6043630.0
2014-03-11,5156,5774,5128,5774,771534,37289.0,6043630.0
2014-03-12,5867,5961,5596,5737,457529,37047.0,6043630.0
2014-03-13,5802,6588,5652,5681,1063094,36685.0,6043630.0
2014-03-14,5755,5961,5549,5699,340504,36806.0,6043630.0
2014-03-17,5643,5736,5427,5615,134190,36262.0,6043630.0
2014-03-18,5558,5605,5343,5409,95125,34932.0,6043630.0
2014-03-19,5409,5521,5399,5522,78954,35657.0,6043630.0
2014-03-20,5558,5783,5427,5784,110608,37350.0,6043630.0
2014-03-21,6644,6644,5643,5643,900498,36443.0,6043630.0
2014-03-24,5643,5774,5568,5718,57760,36927.0,6043630.0
2014-03-25,5792,5792,5484,5484,56964,35416.0,6043630.0
2014-03-26,5530,5577,5343,5400,41056,34872.0,6043630.0
2014-03-27,5399,5558,5353,5372,60101,34690.0,6043630.0
2014-03-28,5362,5446,5334,5372,37164,34690.0,6043630.0
2014-03-31,5427,5624,5418,5540,72037,35778.0,6043630.0
2014-04-01,5577,5577,5390,5428,42774,35053.0,6043630.0
2014-04-02,5512,5736,5437,5643,56267,36443.0,6043630.0
2014-04-03,5680,6485,5577,6485,920013,41882.0,6043630.0
2014-04-04,6822,7449,6644,7113,2864421,45932.0,6043630.0
2014-04-07,7056,7271,6953,7178,656852,46355.0,6043630.0
2014-04-08,7065,7084,6691,6972,522263,45025.0,6043630.0
2014-04-09,6925,7954,6766,7206,1386656,46536.0,6043630.0
2014-04-10,7299,7842,7131,7403,1200773,47805.0,6043630.0
2014-04-11,7234,7954,7112,7515,1267567,48530.0,6043630.0
2014-04-14,7524,7608,7252,7253,328882,46838.0,6043630.0
2014-04-15,7318,7542,7112,7122,368196,45992.0,6043630.0
2014-04-16,7159,7468,7075,7403,424749,47805.0,6043630.0
2014-04-17,7355,7421,7112,7234,116887,46717.0,6043630.0
2014-04-18,7196,7355,7093,7187,188983,46415.0,6043630.0
2014-04-21,7224,7337,6944,6944,152703,44844.0,6043630.0
2014-04-22,6944,7112,6878,6953,161863,44904.0,6043630.0
2014-04-23,6972,7103,6747,6822,111485,44058.0,6043630.0
2014-04-24,6822,6887,6373,6457,147225,41701.0,6043630.0
2014-04-25,6504,6504,6223,6242,151022,40311.0,6043630.0
2014-04-28,6279,6457,6242,6411,74444,41399.0,6043630.0
2014-04-29,6419,6476,6223,6233,54796,40251.0,6043630.0
2014-04-30,6270,6335,6111,6167,46401,39828.0,6043630.0
2014-05-02,6204,6260,6073,6214,57778,40130.0,6043630.0
2014-05-07,6579,7046,6466,6607,484400,42668.0,6043630.0
2014-05-08,6775,6775,6223,6280,139561,40553.0,6043630.0
2014-05-09,6232,6560,6176,6373,76929,41157.0,6043630.0
2014-05-12,6373,6419,5961,5980,123437,38619.0,6043630.0
2014-05-13,6008,6129,5933,6018,68357,38861.0,6043630.0
2014-05-14,6148,6457,6045,6167,98006,39828.0,6043630.0
2014-05-15,6092,6251,6045,6167,57119,39828.0,6043630.0
2014-05-16,6186,6223,5998,6046,43700,39042.0,6043630.0
2014-05-19,6101,6139,5680,5746,80981,37108.0,6043630.0
2014-05-20,5633,5774,5540,5662,76392,36564.0,6043630.0
2014-05-21,5605,5792,5605,5765,28970,37229.0,6043630.0
2014-05-22,5755,5839,5718,5793,18004,37410.0,6043630.0
2014-05-23,5746,6008,5746,5896,36155,38075.0,6043630.0
2014-05-26,5811,5961,5596,5699,48623,36806.0,6043630.0
2014-05-27,5699,5746,5474,5727,38882,36987.0,6043630.0
2014-05-28,5755,5783,5530,5568,67388,35960.0,6043630.0
2014-05-29,5521,5633,5521,5568,27120,35960.0,6043630.0
2014-05-30,5605,5633,5437,5437,32070,35113.0,6043630.0
2014-06-02,5512,5530,5119,5119,52636,33059.0,6043630.0
2014-06-03,5203,5222,4988,5063,53500,32696.0,6043630.0
2014-06-05,5062,5100,4950,4979,36629,32152.0,6043630.0
2014-06-09,4997,5072,4913,5026,35300,32454.0,6043630.0
2014-06-10,4997,5184,4997,5185,23324,33482.0,6043630.0
2014-06-11,5212,5222,5137,5175,15467,33421.0,6043630.0
2014-06-12,5137,5334,5081,5241,22105,33844.0,6043630.0
2014-06-13,5240,5296,5137,5288,20003,34147.0,6043630.0
2014-06-16,5287,5390,5250,5353,23636,34570.0,6043630.0
2014-06-17,5287,5914,5287,5512,218805,35597.0,6043630.0
2014-06-18,5558,5558,5381,5381,18868,34751.0,6043630.0
2014-06-19,5353,5521,5278,5278,33049,34086.0,6043630.0
2014-06-20,5306,5353,5109,5138,30840,33180.0,6043630.0
2014-06-23,5137,5203,5053,5054,21013,32636.0,6043630.0
2014-06-24,5006,5137,5006,5035,11610,32515.0,6043630.0
2014-06-25,5053,5119,5006,5007,16312,32333.0,6043630.0
2014-06-26,4960,5091,4960,5026,21301,32454.0,6043630.0
2014-06-27,5053,5690,4960,5381,142780,34751.0,6043630.0
2014-06-30,5334,5615,5325,5437,28284,35113.0,6043630.0
2014-07-01,5437,5568,5334,5447,32295,35174.0,6043630.0
2014-07-02,5446,5493,5306,5381,34761,34751.0,6043630.0
2014-07-03,5381,5540,5296,5522,33532,35657.0,6043630.0
2014-07-04,5605,5605,5362,5475,27194,35355.0,6043630.0
2014-07-07,5521,5521,5287,5362,29634,34630.0,6043630.0
2014-07-08,5268,5409,5147,5166,34542,33361.0,6043630.0
2014-07-09,5147,5306,5128,5250,19001,33905.0,6043630.0
2014-07-10,5240,5353,5184,5185,25630,33482.0,6043630.0
2014-07-11,5184,5231,5100,5100,19068,32938.0,6043630.0
2014-07-14,5109,5371,5109,5325,23617,34388.0,6043630.0
2014-07-15,5287,5446,5287,5391,34618,34811.0,6043630.0
2014-07-16,5371,5418,5222,5278,24421,34086.0,6043630.0
2014-07-17,5278,5334,5212,5213,21446,33663.0,6043630.0
2014-07-18,5156,5287,5147,5166,19418,33361.0,6043630.0
2014-07-21,5212,5456,5212,5344,46239,34509.0,6043630.0
2014-07-22,5325,5427,5268,5306,23242,34267.0,6043630.0
2014-07-23,5381,5942,5296,5615,226983,36262.0,6043630.0
2014-07-24,5615,5886,5605,5784,95504,37350.0,6043630.0
2014-07-25,5718,5783,5643,5718,34714,36927.0,6043630.0
2014-07-28,5783,5792,5484,5484,53083,35416.0,6043630.0
2014-07-29,5437,5577,5343,5409,34364,34932.0,6043630.0
2014-07-30,5409,5512,5334,5475,27119,35355.0,6043630.0
2014-07-31,5474,5577,5362,5456,24994,35234.0,6043630.0
2014-08-01,5296,5465,5296,5381,17247,34751.0,6043630.0
2014-08-04,5381,5418,5287,5325,26065,34388.0,6043630.0
2014-08-05,5334,5549,5334,5465,35937,35295.0,6043630.0
2014-08-06,5465,5652,5456,5465,48274,35295.0,6043630.0
2014-08-07,5502,5643,5418,5643,50254,36443.0,6043630.0
2014-08-08,5699,5886,5521,5662,85803,36564.0,6043630.0
2014-08-11,5671,5923,5587,5756,93935,37168.0,6043630.0
2014-08-12,5802,6391,5783,5812,392894,37531.0,6043630.0
2014-08-13,5895,5905,5568,5615,91184,36262.0,6043630.0
2014-08-14,5568,5858,5540,5793,78745,37410.0,6043630.0
2014-08-18,5802,5821,5615,5793,39409,37410.0,6043630.0
2014-08-19,5792,6148,5708,5989,127981,38679.0,6043630.0
2014-08-20,6036,6129,5905,5905,74515,38135.0,6043630.0
2014-08-21,5858,5914,5690,5690,52623,36745.0,6043630.0
2014-08-22,5718,5849,5577,5671,67578,36624.0,6043630.0
2014-08-25,5718,5783,5643,5737,45191,37047.0,6043630.0
2014-08-26,5783,6111,5783,6102,115075,39404.0,6043630.0
2014-08-27,6129,6129,5839,5952,98986,38437.0,6043630.0
2014-08-28,5952,6036,5811,5952,43724,38437.0,6043630.0
2014-08-29,5923,6064,5886,5896,40373,38075.0,6043630.0
2014-09-01,5877,5961,5671,5709,64086,36866.0,6043630.0
2014-09-02,5708,5839,5605,5624,36325,36322.0,6043630.0
2014-09-03,5596,5849,5577,5746,64953,37108.0,6043630.0
2014-09-04,5755,5792,5259,5260,128937,33965.0,6043630.0
2014-09-05,5296,5399,5240,5250,41651,33905.0,6043630.0
2014-09-11,5231,5437,5231,5372,21116,34690.0,6043630.0
2014-09-12,5353,5456,5315,5381,13119,34751.0,6043630.0
2014-09-15,5362,5456,5362,5437,12508,35113.0,6043630.0
2014-09-16,5399,5465,5390,5465,14875,35295.0,6043630.0
2014-09-17,5437,5502,5362,5400,16205,34872.0,6043630.0
2014-09-18,5362,5558,5362,5419,16955,34993.0,6043630.0
2014-09-19,5427,5484,5362,5400,16166,34872.0,6043630.0
2014-09-22,5418,5502,5390,5456,12187,35234.0,6043630.0
2014-09-23,5437,5456,5287,5334,17179,34449.0,6043630.0
2014-09-24,5343,5418,5278,5334,38899,34449.0,6043630.0
2014-09-25,5334,5381,5259,5260,28184,33965.0,6043630.0
2014-09-26,5250,5306,5193,5250,15467,33905.0,6043630.0
2014-09-29,5250,5278,4960,5100,51361,32938.0,6043630.0
2014-09-30,5053,5100,4941,4941,31163,31910.0,6043630.0
2014-10-01,4978,5147,4941,5054,21625,32636.0,6043630.0
2014-10-02,4800,4941,4679,4932,80886,31850.0,6043630.0
2014-10-06,4866,5016,4866,4941,28862,31910.0,6043630.0
2014-10-07,4894,5053,4894,4988,23439,32213.0,6043630.0
2014-10-08,4941,4978,4885,4979,14825,32152.0,6043630.0
2014-10-10,4931,4997,4772,4820,27681,31125.0,6043630.0
2014-10-13,4800,4875,4632,4773,31279,30823.0,6043630.0
2014-10-14,4632,4960,4632,4941,25146,31910.0,6043630.0
2014-10-15,5465,5680,5418,5681,534559,36685.0,6043630.0
2014-10-16,5942,6532,5914,6532,826827,42185.0,6043630.0
2014-10-17,7018,7449,6841,7346,1491822,47442.0,6043630.0
2014-10-20,7196,7206,6756,6925,800825,44723.0,6043630.0
2014-10-21,6756,6775,5989,6167,867368,39828.0,6043630.0
2014-10-22,6204,6298,6045,6083,259239,39284.0,6043630.0
2014-10-23,6195,6223,5764,5896,223311,38075.0,6043630.0
2014-10-24,6045,6064,5792,5887,183366,38014.0,6043630.0
2014-10-27,5886,6129,5549,5709,205399,36866.0,6043630.0
2014-10-28,5699,5989,5652,5971,268149,38558.0,6043630.0
2014-10-29,5914,6026,5690,5690,215887,36745.0,6043630.0
2014-10-30,5643,5802,5587,5793,77798,37410.0,6043630.0
2014-10-31,5736,5905,5680,5802,94808,37471.0,6043630.0
2014-11-03,5839,5839,5587,5624,70468,36322.0,6043630.0
2014-11-04,5746,5746,5062,5100,199190,32938.0,6043630.0
2014-11-05,5119,5147,4997,5044,72973,32575.0,6043630.0
2014-11-06,4969,5240,4960,5044,94657,32575.0,6043630.0
2014-11-07,5016,5193,5016,5091,31144,32877.0,6043630.0
2014-11-10,5091,5250,5062,5147,47710,33240.0,6043630.0
2014-11-11,5147,5240,5081,5213,34926,33663.0,6043630.0
2014-11-12,5259,5708,5128,5269,230557,34026.0,6043630.0
2014-11-13,5334,5390,5250,5334,37086,34449.0,6043630.0
2014-11-14,5353,5399,5268,5344,27252,34509.0,6043630.0
2014-11-17,5353,5390,5091,5091,44304,32877.0,6043630.0
2014-11-18,5128,5193,5081,5138,37839,33180.0,6043630.0
2014-11-19,5137,5456,5119,5325,78752,34388.0,6043630.0
2014-11-20,5390,5502,5184,5203,67504,33603.0,6043630.0
2014-11-21,5203,5371,5184,5213,57667,33663.0,6043630.0
2014-11-24,5231,5315,5175,5213,44744,33663.0,6043630.0
2014-11-25,5175,5343,5175,5250,48339,33905.0,6043630.0
2014-11-26,5259,5362,5240,5260,33112,33965.0,6043630.0
2014-11-27,5287,5343,5147,5231,56125,33784.0,6043630.0
2014-11-28,5193,5250,5128,5250,22603,33905.0,6043630.0
2014-12-01,5278,5296,5156,5250,22710,33905.0,6043630.0
2014-12-02,5240,5390,5231,5297,47183,34207.0,6043630.0
2014-12-03,5296,5437,5296,5353,37034,34570.0,6043630.0
2014-12-04,5296,5427,5296,5428,16783,35053.0,6043630.0
2014-12-05,5427,5540,5278,5344,66635,36102.0,6322595.0
2014-12-08,5343,5446,5315,5381,35763,36355.0,6322595.0
2014-12-09,5409,5502,5156,5241,33608,35407.0,6322595.0
2014-12-10,5203,5268,5053,5054,92098,34142.0,6322595.0
2014-12-11,5016,5109,4978,5082,50251,34332.0,6322595.0
2014-12-12,5081,5119,4978,4979,25941,33636.0,6322595.0
2014-12-15,4716,5081,4716,5082,33511,34332.0,6322595.0
2014-12-16,5081,5839,5006,5840,258150,39453.0,6322595.0
2014-12-17,6270,6307,5474,5475,959105,36987.0,6322595.0
2014-12-18,5530,5549,5053,5241,198133,35407.0,6322595.0
2014-12-19,5278,5334,5147,5166,83626,34901.0,6322595.0
2014-12-22,5100,5306,5100,5194,60350,35090.0,6322595.0
2014-12-23,5203,5390,5156,5334,111618,36039.0,6322595.0
2014-12-24,5390,5970,5362,5699,447088,38505.0,6322595.0
2014-12-26,5661,5895,5643,5690,117160,38441.0,6322595.0
2014-12-29,5860,6000,5810,5840,58303,36924.0,6322595.0
2014-12-30,5780,5930,5710,5830,35401,36861.0,6322595.0
2015-01-02,5850,6090,5800,6050,53046,38252.0,6322595.0
2015-01-05,6160,6190,5920,5990,59036,37872.0,6322595.0
2015-01-06,5940,6050,5860,5920,41340,37430.0,6322595.0
2015-01-07,5920,6370,5900,6150,104728,38884.0,6322595.0
2015-01-08,6110,6160,5900,6040,72883,38188.0,6322595.0
2015-01-09,6050,6240,6040,6100,53938,38568.0,6322595.0
2015-01-12,6150,6170,5950,6000,43920,37936.0,6322595.0
2015-01-13,5970,6090,5910,6010,36567,37999.0,6322595.0
2015-01-14,6060,6060,5800,5880,50712,37177.0,6322595.0
2015-01-15,5850,5970,5790,5950,24202,37619.0,6322595.0
2015-01-16,5950,5990,5850,5900,29347,37303.0,6322595.0
2015-01-19,5870,6200,5870,6050,57039,38252.0,6322595.0
2015-01-20,6030,6150,6010,6120,31159,38694.0,6322595.0
2015-01-21,6140,6440,6040,6340,78425,40085.0,6322595.0
2015-01-22,6340,6400,6090,6200,58935,39200.0,6322595.0
2015-01-23,6180,6300,6170,6200,43463,39200.0,6322595.0
2015-01-26,6150,6210,6090,6130,59925,38758.0,6322595.0
2015-01-27,6120,7040,6100,7040,426193,44511.0,6322595.0
2015-01-28,7250,7390,6850,7230,903462,45712.0,6322595.0
2015-01-29,7230,8200,7040,7430,1007738,46977.0,6322595.0
2015-01-30,7380,8090,7250,8060,716655,50960.0,6322595.0
2015-02-02,8060,8320,7810,8030,410349,50770.0,6322595.0
2015-02-03,8100,8930,7910,7930,1235710,50138.0,6322595.0
2015-02-04,8030,8130,7430,7560,620021,47799.0,6322595.0
2015-02-05,7680,8020,7520,7900,466850,49949.0,6322595.0
2015-02-06,7920,8210,7750,7750,225574,49000.0,6322595.0
2015-02-09,7750,7990,7550,7990,119160,50518.0,6322595.0
2015-02-10,7980,8460,7750,7870,432520,49759.0,6322595.0
2015-02-11,8000,8800,7950,8640,940915,54627.0,6322595.0
2015-02-12,8510,9280,8460,8840,749434,55892.0,6322595.0
2015-02-13,8850,8890,8450,8550,274905,54058.0,6322595.0
2015-02-16,8520,8940,8170,8550,275891,54853.0,6415583.0
2015-02-17,8500,9500,8400,9050,537663,58061.0,6415583.0
2015-02-23,9000,9160,8880,9010,137961,57804.0,6415583.0
2015-02-24,8970,9160,8800,8830,167817,56650.0,6415583.0
2015-02-25,8800,8820,8480,8650,173276,55495.0,6415583.0
2015-02-26,8630,8710,8420,8430,157717,54083.0,6415583.0
2015-02-27,8560,8810,8460,8750,109831,56136.0,6415583.0
2015-03-02,8850,8850,8350,8360,142801,53634.0,6415583.0
2015-03-03,8350,8460,8040,8260,97676,52993.0,6415583.0
2015-03-04,8180,8330,7780,7820,232501,50170.0,6415583.0
2015-03-05,7880,7960,7600,7820,68949,50170.0,6415583.0
2015-03-06,7820,7940,7690,7700,148531,49400.0,6415583.0
2015-03-09,7630,8020,7630,7770,92915,49849.0,6415583.0
