제낙스(065620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-02-22,1120,1155,1110,1140,100010,13110.0,11500000.0
2007-02-23,1155,1250,1145,1155,184847,13282.0,11500000.0
2007-02-26,1190,1325,1175,1325,473780,15238.0,11500000.0
2007-02-27,1360,1400,1255,1300,346754,14950.0,11500000.0
2007-02-28,1200,1315,1180,1285,134536,14778.0,11500000.0
2007-03-02,1270,1330,1245,1325,194229,15238.0,11500000.0
2007-03-05,1325,1385,1270,1325,211597,15238.0,11500000.0
2007-03-06,1370,1520,1350,1520,1680315,17480.0,11500000.0
2007-03-07,1480,1500,1335,1335,941810,15352.0,11500000.0
2007-03-08,1330,1335,1265,1300,308366,14950.0,11500000.0
2007-03-09,1305,1365,1290,1340,407780,15410.0,11500000.0
2007-03-12,1375,1450,1305,1305,834526,15008.0,11500000.0
2007-03-13,1320,1500,1305,1400,1353022,16100.0,11500000.0
2007-03-14,1365,1610,1350,1610,1132653,18515.0,11500000.0
2007-03-15,1745,1850,1710,1850,847244,21275.0,11500000.0
2007-03-16,1970,2125,1900,2125,2652793,24438.0,11500000.0
2007-03-19,2305,2440,2025,2150,3004181,24725.0,11500000.0
2007-03-20,2160,2240,1830,1830,2159976,21045.0,11500000.0
2007-03-21,1875,1935,1760,1780,1151664,20470.0,11500000.0
2007-03-22,1805,1935,1515,1545,2705601,17768.0,11500000.0
2007-03-23,1590,1630,1535,1565,1296671,17998.0,11500000.0
2007-03-26,1565,1660,1565,1635,845051,18802.0,11500000.0
2007-03-27,1700,1840,1395,1400,2305759,16100.0,11500000.0
2007-03-28,1430,1475,1390,1390,942881,15985.0,11500000.0
2007-03-29,1410,1585,1380,1565,1100327,17998.0,11500000.0
2007-03-30,1600,1610,1435,1510,656036,17365.0,11500000.0
2007-04-02,1545,1545,1450,1460,295018,16790.0,11500000.0
2007-04-03,1430,1550,1430,1510,429691,17365.0,11500000.0
2007-04-04,1530,1715,1510,1595,1448249,18342.0,11500000.0
2007-04-05,1585,1605,1530,1555,518263,17882.0,11500000.0
2007-04-06,1575,1725,1540,1590,1240258,18285.0,11500000.0
2007-04-09,1580,1675,1580,1630,487717,18745.0,11500000.0
2007-04-10,1650,1855,1595,1700,1265616,19550.0,11500000.0
2007-04-11,1740,1895,1680,1795,773054,20642.0,11500000.0
2007-04-12,1785,1830,1690,1700,418522,19550.0,11500000.0
2007-04-13,1735,1735,1620,1665,415304,19148.0,11500000.0
2007-04-16,1675,1745,1660,1685,352088,19378.0,11500000.0
2007-04-17,1685,1700,1500,1500,387533,17250.0,11500000.0
2007-04-18,1505,1615,1500,1555,229296,17882.0,11500000.0
2007-04-19,1560,1590,1445,1465,295501,16848.0,11500000.0
2007-04-20,1475,1520,1475,1500,247824,17250.0,11500000.0
2007-04-23,1530,1555,1480,1480,165929,17020.0,11500000.0
2007-04-24,1475,1500,1460,1480,117629,17020.0,11500000.0
2007-04-25,1490,1650,1485,1610,615806,18515.0,11500000.0
2007-04-26,1640,1830,1510,1510,1524369,17365.0,11500000.0
2007-04-27,1520,1550,1465,1470,260353,16905.0,11500000.0
2007-04-30,1475,1490,1405,1405,208450,16158.0,11500000.0
2007-05-02,1420,1470,1410,1410,157794,16215.0,11500000.0
2007-05-03,1430,1535,1430,1445,217591,16618.0,11500000.0
2007-05-04,1475,1565,1455,1555,238571,17882.0,11500000.0
2007-05-07,1555,1640,1555,1565,181493,17998.0,11500000.0
2007-05-08,1595,1595,1530,1555,124115,17882.0,11500000.0
2007-05-09,1555,1690,1555,1675,366014,19262.0,11500000.0
2007-05-10,1695,1710,1595,1605,158980,18458.0,11500000.0
2007-05-11,1600,1600,1545,1565,100547,17998.0,11500000.0
2007-05-14,1635,1635,1560,1610,121987,18515.0,11500000.0
2007-05-15,1600,1685,1580,1660,232182,19090.0,11500000.0
2007-05-16,1675,1690,1580,1620,212332,18630.0,11500000.0
2007-05-17,1625,1630,1565,1590,190859,18285.0,11500000.0
2007-05-18,1595,1665,1595,1645,261838,18918.0,11500000.0
2007-05-21,1665,1705,1580,1615,276007,18572.0,11500000.0
2007-05-22,1620,1635,1520,1555,199233,17882.0,11500000.0
2007-05-23,1565,1650,1550,1650,369947,18975.0,11500000.0
2007-05-25,1720,1895,1675,1895,1268411,21792.0,11500000.0
2007-05-28,1945,2065,1790,1855,2192278,21332.0,11500000.0
2007-05-29,1870,2130,1820,2130,2060823,24495.0,11500000.0
2007-05-30,2215,2255,1925,1950,1206735,22425.0,11500000.0
2007-05-31,1970,1995,1810,1855,550285,21332.0,11500000.0
2007-06-01,1880,1995,1720,1765,964982,20298.0,11500000.0
2007-06-04,1800,1970,1770,1860,672775,21390.0,11500000.0
2007-06-05,1870,1935,1700,1715,476635,19722.0,11500000.0
2007-06-07,1745,1820,1700,1800,361997,20700.0,11500000.0
2007-06-08,1795,1795,1700,1765,220442,20298.0,11500000.0
2007-06-11,1775,1925,1760,1845,207895,21218.0,11500000.0
2007-06-12,1845,1905,1760,1760,233762,20240.0,11500000.0
2007-06-13,1740,1810,1730,1800,208096,20700.0,11500000.0
2007-06-14,1800,1880,1755,1755,229644,20182.0,11500000.0
2007-06-15,1760,1820,1745,1765,143324,20298.0,11500000.0
2007-06-18,1800,1850,1775,1830,224240,21045.0,11500000.0
2007-06-19,1845,1865,1770,1790,189861,20585.0,11500000.0
2007-06-20,1795,1865,1760,1865,381706,21448.0,11500000.0
2007-06-21,1885,2060,1885,1910,1216578,21965.0,11500000.0
2007-06-22,1900,1920,1830,1900,305850,21850.0,11500000.0
2007-06-25,1905,1950,1820,1835,261971,21102.0,11500000.0
2007-06-26,1825,1865,1715,1730,153198,19895.0,11500000.0
2007-06-27,1705,1745,1600,1605,228098,18458.0,11500000.0
2007-06-28,1615,1695,1610,1695,76712,19492.0,11500000.0
2007-06-29,1670,1725,1660,1720,84288,19780.0,11500000.0
2007-07-02,1745,1950,1745,1900,238670,21850.0,11500000.0
2007-07-03,1900,2045,1855,1865,381194,21448.0,11500000.0
2007-07-04,1880,1950,1860,1890,154860,21735.0,11500000.0
2007-07-05,1915,2080,1880,1880,692405,21620.0,11500000.0
2007-07-06,1930,1975,1860,1905,153601,21908.0,11500000.0
2007-07-09,1985,2030,1875,1880,242201,21620.0,11500000.0
2007-07-10,1890,1940,1870,1875,99659,21562.0,11500000.0
2007-07-11,1905,1955,1830,1920,108123,22080.0,11500000.0
2007-07-12,1935,1980,1870,1980,218541,22770.0,11500000.0
2007-07-13,2040,2150,1865,1870,545888,21505.0,11500000.0
2007-07-16,1900,1940,1800,1845,271076,21218.0,11500000.0
2007-07-18,1845,1925,1805,1920,140093,22080.0,11500000.0
2007-07-19,1935,1955,1885,1930,149938,22195.0,11500000.0
2007-07-20,1930,1960,1850,1910,114762,21965.0,11500000.0
2007-07-23,1910,1990,1860,1990,214013,22885.0,11500000.0
2007-07-24,2050,2170,1960,2040,582193,23460.0,11500000.0
2007-07-25,2025,2160,1985,2160,371369,24840.0,11500000.0
2007-07-26,2225,2480,2180,2480,732023,28520.0,11500000.0
2007-07-27,2585,2790,2110,2110,2491107,24265.0,11500000.0
2007-07-30,2060,2385,2060,2210,975724,25415.0,11500000.0
2007-07-31,2215,2360,2110,2135,446279,24552.0,11500000.0
2007-08-01,2140,2290,2020,2020,285547,23230.0,11500000.0
2007-08-02,2040,2150,1995,2150,341111,24725.0,11500000.0
2007-08-03,2150,2250,2100,2160,275519,24840.0,11500000.0
2007-08-06,2100,2350,2070,2300,145448,26450.0,11500000.0
2007-08-07,2295,2390,2150,2150,204484,24725.0,11500000.0
2007-08-08,2160,2350,2115,2320,178668,26680.0,11500000.0
2007-08-09,2345,2450,2255,2255,143683,25932.0,11500000.0
2007-08-10,2165,2295,2155,2255,106781,25932.0,11500000.0
2007-08-13,2230,2370,2165,2230,157866,25645.0,11500000.0
2007-08-14,2300,2300,2005,2065,154647,23748.0,11500000.0
2007-08-16,1905,1990,1760,1760,183742,20240.0,11500000.0
2007-08-17,1760,1800,1590,1610,162379,18515.0,11500000.0
2007-08-20,1725,1850,1670,1850,147442,21275.0,11500000.0
2007-08-21,1870,1995,1815,1905,124803,21908.0,11500000.0
2007-08-22,1970,2185,1940,2080,231637,23920.0,11500000.0
2007-08-23,2195,2230,2000,2020,227499,23230.0,11500000.0
2007-08-24,2090,2090,1950,2000,101482,23000.0,11500000.0
2007-08-27,2080,2090,1960,2040,89017,23460.0,11500000.0
2007-08-28,1960,2050,1950,1970,69651,22655.0,11500000.0
2007-08-29,1860,1960,1675,1880,143249,21620.0,11500000.0
2007-08-30,1900,1970,1890,1890,81873,21735.0,11500000.0
2007-08-31,1905,1945,1875,1920,80630,22080.0,11500000.0
2007-09-03,1925,2175,1915,2020,326923,23230.0,11500000.0
2007-09-04,2140,2150,1930,1955,252077,22482.0,11500000.0
2007-09-05,2050,2170,2000,2145,232015,24668.0,11500000.0
2007-09-06,2145,2265,2060,2190,266154,25185.0,11500000.0
2007-09-07,2180,2260,2100,2100,198852,24150.0,11500000.0
2007-09-10,2050,2050,1920,1940,219297,22310.0,11500000.0
2007-09-11,1990,2100,1950,2050,166785,23575.0,11500000.0
2007-09-12,2100,2100,1955,1955,122434,22482.0,11500000.0
2007-09-13,1960,2045,1960,1995,44327,22942.0,11500000.0
2007-09-14,1995,2095,1980,2095,92958,24092.0,11500000.0
2007-09-17,2060,2110,1980,2005,96628,23058.0,11500000.0
2007-09-18,2005,2040,1900,1930,158555,22195.0,11500000.0
2007-09-19,1950,1985,1905,1925,76737,22138.0,11500000.0
2007-09-20,1935,1965,1845,1845,94471,21218.0,11500000.0
2007-09-21,1865,1905,1850,1890,20487,21735.0,11500000.0
2007-09-27,1900,1920,1870,1870,36174,21505.0,11500000.0
2007-09-28,1870,1920,1825,1905,40568,21908.0,11500000.0
2007-10-01,1910,1915,1805,1830,75619,21045.0,11500000.0
2007-10-02,1835,1865,1740,1830,172170,21045.0,11500000.0
2007-10-04,1820,1820,1715,1750,101197,20125.0,11500000.0
2007-10-05,1750,1765,1600,1670,130748,19205.0,11500000.0
2007-10-08,1680,1705,1620,1625,107182,18688.0,11500000.0
2007-10-09,1625,1660,1615,1650,58078,18975.0,11500000.0
2007-10-10,1650,1700,1630,1640,61411,18860.0,11500000.0
2007-10-11,1630,1680,1610,1615,47110,18572.0,11500000.0
2007-10-12,1635,1635,1555,1600,47005,18400.0,11500000.0
2007-10-15,1610,1625,1555,1565,60035,17998.0,11500000.0
2007-10-16,1565,1570,1400,1430,227390,16445.0,11500000.0
2007-10-17,1430,1435,1350,1430,82353,16445.0,11500000.0
2007-10-18,1430,1490,1415,1430,40723,16445.0,11500000.0
2007-10-19,1405,1460,1385,1410,84742,16215.0,11500000.0
2007-10-22,1300,1450,1265,1435,63259,16502.0,11500000.0
2007-10-23,1435,1480,1375,1415,16941,16272.0,11500000.0
2007-10-24,1485,1485,1350,1380,60554,15870.0,11500000.0
2007-10-25,1380,1410,1350,1395,52839,16042.0,11500000.0
2007-10-26,1395,1480,1375,1445,53026,16618.0,11500000.0
2007-10-29,1480,1600,1425,1525,93072,17538.0,11500000.0
2007-10-30,1550,1550,1435,1490,43057,17135.0,11500000.0
2007-10-31,1505,1540,1450,1495,23682,17192.0,11500000.0
2007-11-01,1460,1500,1420,1425,50258,16388.0,11500000.0
2007-11-02,1425,1480,1330,1420,83939,16330.0,11500000.0
2007-11-05,1420,1470,1375,1420,31662,16330.0,11500000.0
2007-11-06,1430,1430,1375,1385,29140,15928.0,11500000.0
2007-11-07,1410,1410,1370,1370,8565,15755.0,11500000.0
2007-11-08,1410,1415,1350,1375,32878,15812.0,11500000.0
2007-11-09,1415,1415,1340,1405,44084,16158.0,11500000.0
2007-11-12,1390,1430,1355,1420,17500,16330.0,11500000.0
2007-11-13,1400,1465,1380,1400,11250,16100.0,11500000.0
2007-11-14,1410,1465,1400,1420,26750,16330.0,11500000.0
2007-11-15,1405,1460,1405,1460,43936,16790.0,11500000.0
2007-11-16,1445,1460,1385,1445,29511,16618.0,11500000.0
2007-11-19,1440,1475,1380,1415,35379,16272.0,11500000.0
2007-11-20,1400,1415,1350,1385,14707,15928.0,11500000.0
2007-11-21,1380,1395,1315,1365,10422,15698.0,11500000.0
2007-11-22,1330,1400,1325,1380,23721,15870.0,11500000.0
2007-11-23,1380,1380,1260,1345,19077,15468.0,11500000.0
2007-11-26,1370,1370,1285,1340,8971,15410.0,11500000.0
2007-11-27,1375,1375,1265,1320,25758,15180.0,11500000.0
2007-11-28,1330,1330,1240,1255,33890,14432.0,11500000.0
2007-11-29,1265,1305,1240,1250,15615,14375.0,11500000.0
2007-11-30,1255,1290,1225,1235,15640,14202.0,11500000.0
2007-12-03,1275,1275,1225,1245,20486,14318.0,11500000.0
2007-12-04,1245,1245,1220,1240,33185,14260.0,11500000.0
2007-12-05,1240,1260,1215,1240,30743,14260.0,11500000.0
2007-12-06,1230,1295,1230,1290,41515,14835.0,11500000.0
2007-12-07,1290,1300,1260,1290,23406,14835.0,11500000.0
2007-12-10,1295,1370,1260,1275,86960,14662.0,11500000.0
2007-12-11,1260,1300,1235,1235,30719,14202.0,11500000.0
2007-12-12,1210,1270,1210,1235,7521,14202.0,11500000.0
2007-12-13,1230,1250,1200,1230,9048,14145.0,11500000.0
2007-12-14,1205,1265,1200,1220,19110,14030.0,11500000.0
2007-12-17,1220,1225,1190,1205,24192,13858.0,11500000.0
2007-12-18,1200,1240,1115,1170,21369,13455.0,11500000.0
2007-12-20,1150,1200,1080,1125,65819,12938.0,11500000.0
2007-12-21,1125,1140,1085,1125,4299,12938.0,11500000.0
2007-12-24,1150,1185,1105,1130,8253,12995.0,11500000.0
2007-12-26,1130,1140,1070,1075,61286,12362.0,11500000.0
2007-12-27,1065,1110,1035,1070,22159,12305.0,11500000.0
2007-12-28,1095,1100,1060,1070,9761,12305.0,11500000.0
2008-01-02,1065,1095,1065,1080,23640,12420.0,11500000.0
2008-01-03,1090,1170,1080,1170,59659,13455.0,11500000.0
2008-01-04,1150,1190,1100,1180,26239,13570.0,11500000.0
2008-01-07,1155,1195,1130,1175,39073,13512.0,11500000.0
2008-01-08,1180,1245,1140,1175,20810,13512.0,11500000.0
2008-01-09,1195,1200,1145,1145,6754,13168.0,11500000.0
2008-01-10,1175,1250,1155,1220,37120,14030.0,11500000.0
2008-01-11,1205,1220,1175,1180,26093,13570.0,11500000.0
2008-01-14,1245,1245,1155,1155,8024,13282.0,11500000.0
2008-01-15,1175,1210,1160,1200,27750,13800.0,11500000.0
2008-01-16,1155,1295,1155,1270,70054,14605.0,11500000.0
2008-01-17,1280,1460,1260,1460,590476,16790.0,11500000.0
2008-01-18,1500,1675,1480,1675,763650,19262.0,11500000.0
2008-01-21,1775,1840,1590,1670,823803,19205.0,11500000.0
2008-01-22,1730,1920,1710,1920,2039682,22080.0,11500000.0
2008-01-23,2015,2085,1635,1635,1859201,18802.0,11500000.0
2008-01-24,1600,1695,1530,1590,1244625,18285.0,11500000.0
2008-01-25,1615,1695,1550,1575,474891,18112.0,11500000.0
2008-01-28,1610,1710,1430,1490,609500,17135.0,11500000.0
2008-01-29,1540,1540,1430,1490,177410,17135.0,11500000.0
2008-01-30,1490,1575,1325,1325,407301,15238.0,11500000.0
2008-01-31,1345,1360,1260,1325,175574,15238.0,11500000.0
2008-02-01,1340,1365,1250,1330,113621,15295.0,11500000.0
2008-02-04,1305,1400,1275,1350,125673,15525.0,11500000.0
2008-02-05,1320,1345,1150,1175,275148,13512.0,11500000.0
2008-02-11,1195,1260,1175,1190,216000,13685.0,11500000.0
2008-02-12,1210,1290,1195,1270,176033,14605.0,11500000.0
2008-02-13,1310,1325,1225,1255,139578,14432.0,11500000.0
2008-02-14,1255,1275,1225,1260,163797,14490.0,11500000.0
2008-02-15,1260,1285,1240,1265,80146,14548.0,11500000.0
2008-02-18,1295,1335,1250,1250,235550,14375.0,11500000.0
2008-02-19,1250,1280,1230,1235,92093,14202.0,11500000.0
2008-02-20,1225,1250,1215,1245,37988,14318.0,11500000.0
2008-02-21,1245,1250,1200,1230,56485,14145.0,11500000.0
2008-02-22,1225,1235,1190,1200,41982,13800.0,11500000.0
2008-02-25,1245,1245,1200,1230,48559,14145.0,11500000.0
2008-02-26,1245,1295,1220,1290,125248,14835.0,11500000.0
2008-02-27,1300,1310,1265,1300,99164,14950.0,11500000.0
2008-02-28,1310,1445,1280,1310,376508,15065.0,11500000.0
2008-02-29,1305,1350,1230,1230,145582,14145.0,11500000.0
2008-03-03,1235,1250,1205,1210,42912,13915.0,11500000.0
2008-03-04,1220,1235,1185,1220,45242,14030.0,11500000.0
2008-03-05,1215,1245,1200,1240,38564,14260.0,11500000.0
2008-03-06,1245,1275,1230,1230,23019,14145.0,11500000.0
2008-03-07,1210,1230,1195,1195,43274,13742.0,11500000.0
2008-03-10,1195,1195,1130,1135,86373,13052.0,11500000.0
2008-03-11,1135,1175,1135,1165,31618,13398.0,11500000.0
2008-03-12,1190,1205,1170,1200,53955,13800.0,11500000.0
2008-03-13,1200,1200,1170,1180,13181,13570.0,11500000.0
2008-03-14,1155,1250,1155,1230,60119,14145.0,11500000.0
2008-03-17,1240,1240,1150,1185,38034,13628.0,11500000.0
2008-03-18,1230,1230,1170,1170,14914,13455.0,11500000.0
2008-03-19,1170,1215,1170,1180,14200,13570.0,11500000.0
2008-03-20,1220,1220,1175,1215,39271,13972.0,11500000.0
2008-03-21,1240,1245,1195,1215,14062,13972.0,11500000.0
2008-03-24,1200,1245,1200,1235,19331,14202.0,11500000.0
2008-03-25,1215,1280,1215,1245,57805,14318.0,11500000.0
2008-03-26,1240,1260,1215,1215,20064,13972.0,11500000.0
2008-03-27,1205,1220,1180,1180,34100,13570.0,11500000.0
2008-03-28,1210,1210,1145,1190,61673,13685.0,11500000.0
2008-03-31,1190,1205,1160,1190,45949,13685.0,11500000.0
2008-04-01,1190,1190,1165,1175,25618,13512.0,11500000.0
2008-04-02,1205,1230,1175,1175,21761,13512.0,11500000.0
2008-04-03,1175,1195,1175,1190,3602,13685.0,11500000.0
2008-04-04,1190,1255,1180,1205,78133,13858.0,11500000.0
2008-04-07,1215,1320,1200,1260,97077,14490.0,11500000.0
2008-04-08,1270,1275,1220,1270,29942,14605.0,11500000.0
2008-04-10,1270,1440,1250,1410,314569,16215.0,11500000.0
2008-04-11,1435,1440,1330,1385,76016,15928.0,11500000.0
2008-04-14,1420,1420,1305,1310,41457,15065.0,11500000.0
2008-04-15,1300,1335,1240,1250,36032,14375.0,11500000.0
2008-04-16,1255,1300,1240,1290,52617,14835.0,11500000.0
2008-04-17,1310,1450,1270,1335,175955,15352.0,11500000.0
2008-04-18,1345,1385,1315,1350,43176,15525.0,11500000.0
2008-04-21,1350,1440,1295,1330,130594,15295.0,11500000.0
2008-04-22,1330,1370,1305,1335,28915,15352.0,11500000.0
2008-04-23,1360,1360,1315,1325,16292,15238.0,11500000.0
2008-04-24,1350,1385,1295,1300,54369,14950.0,11500000.0
2008-04-25,1335,1335,1280,1330,37510,15295.0,11500000.0
2008-04-28,1345,1370,1285,1300,51994,14950.0,11500000.0
2008-04-29,1280,1340,1275,1310,47976,15065.0,11500000.0
2008-04-30,1300,1325,1285,1320,29646,15180.0,11500000.0
2008-05-02,1390,1390,1310,1330,8657,15295.0,11500000.0
2008-05-06,1340,1340,1280,1290,29927,14835.0,11500000.0
2008-05-07,1285,1340,1280,1290,16946,14835.0,11500000.0
2008-05-08,1290,1330,1290,1305,30655,15008.0,11500000.0
2008-05-09,1320,1370,1315,1360,45580,15640.0,11500000.0
2008-05-13,1360,1380,1340,1360,11372,15640.0,11500000.0
2008-05-14,1360,1375,1300,1345,7968,15468.0,11500000.0
2008-05-15,1345,1355,1300,1300,10510,14950.0,11500000.0
2008-05-16,1290,1325,1275,1275,33107,14662.0,11500000.0
2008-05-19,1270,1290,1240,1260,29965,14490.0,11500000.0
2008-05-20,1255,1285,1245,1285,18030,14778.0,11500000.0
2008-05-21,1255,1400,1255,1300,104487,14950.0,11500000.0
2008-05-22,1340,1365,1255,1300,27993,14950.0,11500000.0
2008-05-23,1285,1320,1250,1285,28536,14778.0,11500000.0
2008-05-26,1295,1295,1240,1255,3099,14432.0,11500000.0
2008-05-27,1255,1255,1200,1200,32892,13800.0,11500000.0
2008-05-28,1195,1250,1190,1220,35905,14030.0,11500000.0
2008-05-29,1215,1280,1180,1205,30248,13858.0,11500000.0
2008-05-30,1200,1220,1180,1180,32197,13570.0,11500000.0
2008-06-02,1180,1205,1180,1195,19338,13742.0,11500000.0
2008-06-03,1185,1235,1185,1225,25412,14088.0,11500000.0
2008-06-04,1230,1230,1195,1225,20343,14088.0,11500000.0
2008-06-05,1225,1245,1190,1205,11537,13858.0,11500000.0
2008-06-09,1185,1205,1150,1190,21343,13685.0,11500000.0
2008-06-10,1190,1210,1165,1190,13586,13685.0,11500000.0
2008-06-11,1175,1255,1165,1240,10485,14260.0,11500000.0
2008-06-12,1175,1245,1155,1190,26275,13685.0,11500000.0
2008-06-13,1190,1305,1180,1250,40156,14375.0,11500000.0
2008-06-16,1235,1280,1195,1195,45080,13742.0,11500000.0
2008-06-17,1195,1230,1190,1225,11134,14088.0,11500000.0
2008-06-18,1230,1230,1195,1210,6410,13915.0,11500000.0
2008-06-19,1185,1220,1145,1150,39856,13225.0,11500000.0
2008-06-20,1150,1180,1130,1170,15858,13455.0,11500000.0
2008-06-23,1140,1165,1130,1165,16363,13398.0,11500000.0
2008-06-24,1140,1160,1125,1150,26715,13225.0,11500000.0
2008-06-25,1135,1160,1135,1145,6028,13168.0,11500000.0
2008-06-26,1160,1160,1125,1125,6183,12938.0,11500000.0
2008-06-27,1110,1145,1090,1125,5180,12938.0,11500000.0
2008-06-30,1105,1180,1105,1140,4943,13110.0,11500000.0
2008-07-01,1125,1150,1090,1140,22248,13110.0,11500000.0
2008-07-02,1145,1190,1050,1050,64696,12075.0,11500000.0
2008-07-03,1005,1055,965,1000,55892,11500.0,11500000.0
2008-07-04,975,1030,975,1010,7167,11615.0,11500000.0
2008-07-07,980,1020,980,1000,17208,11500.0,11500000.0
2008-07-08,995,1100,990,1050,19696,12075.0,11500000.0
2008-07-09,1020,1075,990,990,27843,11385.0,11500000.0
2008-07-10,970,1020,970,1010,2590,11615.0,11500000.0
2008-07-11,1000,1050,1000,1050,8770,12075.0,11500000.0
2008-07-14,1015,1055,1000,1025,12448,11788.0,11500000.0
2008-07-15,1005,1050,995,1010,17347,11615.0,11500000.0
2008-07-16,995,1050,995,1040,67845,11960.0,11500000.0
2008-07-17,1040,1070,1010,1045,19655,12018.0,11500000.0
2008-07-18,1045,1200,1035,1200,436002,13800.0,11500000.0
2008-07-21,1195,1240,1115,1155,483153,13282.0,11500000.0
2008-07-22,1165,1180,1060,1075,153651,12362.0,11500000.0
2008-07-23,1080,1095,1045,1055,68383,12132.0,11500000.0
2008-07-24,1055,1090,1055,1060,43001,12190.0,11500000.0
2008-07-25,1075,1075,1025,1025,43527,11788.0,11500000.0
2008-07-28,1030,1065,1020,1065,46998,12248.0,11500000.0
2008-07-29,1045,1055,1010,1010,16829,11615.0,11500000.0
2008-07-30,1050,1050,1005,1020,18406,11730.0,11500000.0
2008-07-31,1000,1070,1000,1060,54105,12190.0,11500000.0
2008-08-01,1060,1060,1005,1025,42462,11788.0,11500000.0
2008-08-04,1025,1060,1015,1050,5234,12075.0,11500000.0
2008-08-05,1025,1055,1020,1045,36342,12018.0,11500000.0
2008-08-06,1055,1085,1030,1065,33230,12248.0,11500000.0
2008-08-07,1075,1105,1055,1070,23351,12305.0,11500000.0
2008-08-08,1040,1080,1025,1050,25203,12075.0,11500000.0
2008-08-11,1050,1070,1025,1050,19213,12075.0,11500000.0
2008-08-12,1050,1050,1030,1030,25833,11845.0,11500000.0
2008-08-13,1045,1045,1010,1025,9821,11788.0,11500000.0
2008-08-14,1005,1040,1000,1010,28829,11615.0,11500000.0
2008-08-18,1010,1025,990,990,24896,11385.0,11500000.0
2008-08-19,980,1000,950,980,20403,11270.0,11500000.0
2008-08-20,955,980,945,975,19397,11212.0,11500000.0
2008-08-21,965,985,950,970,7009,11155.0,11500000.0
2008-08-22,965,965,895,895,29438,10292.0,11500000.0
2008-08-25,925,940,895,895,17220,10292.0,11500000.0
2008-08-26,960,960,890,915,3199,10522.0,11500000.0
2008-08-27,975,980,870,905,18914,10408.0,11500000.0
2008-08-28,895,930,865,890,18598,10235.0,11500000.0
2008-08-29,890,905,850,850,15960,9775.0,11500000.0
2008-09-01,885,885,760,820,24414,9430.0,11500000.0
2008-09-02,820,895,720,750,23622,8625.0,11500000.0
2008-09-03,725,750,690,730,37789,8395.0,11500000.0
2008-09-04,720,800,705,720,22841,8280.0,11500000.0
2008-09-05,720,735,700,725,31646,8338.0,11500000.0
2008-09-08,740,785,740,750,8290,8625.0,11500000.0
2008-09-09,755,780,730,775,18293,8912.0,11500000.0
2008-09-10,780,790,745,765,5468,8798.0,11500000.0
2008-09-11,750,765,750,765,2457,8798.0,11500000.0
2008-09-12,785,785,760,775,18970,8912.0,11500000.0
2008-09-16,770,790,710,755,43575,8682.0,11500000.0
2008-09-17,735,855,730,795,31215,9142.0,11500000.0
2008-09-18,795,820,750,785,8140,9028.0,11500000.0
2008-09-19,800,870,780,800,14916,9200.0,11500000.0
2008-09-22,815,850,780,805,840,9258.0,11500000.0
2008-09-23,840,840,770,815,8167,9372.0,11500000.0
2008-09-24,800,835,775,790,12239,9085.0,11500000.0
2008-09-25,805,825,790,810,2186,9315.0,11500000.0
2008-09-26,815,815,790,805,2987,9258.0,11500000.0
2008-09-29,795,810,785,810,4086,9315.0,11500000.0
2008-09-30,770,800,750,770,8433,8855.0,11500000.0
2008-10-01,795,865,775,790,38118,9085.0,11500000.0
2008-10-02,825,825,785,785,13436,9028.0,11500000.0
2008-10-06,800,810,770,800,11527,9200.0,11500000.0
2008-10-07,845,920,785,920,694791,10580.0,11500000.0
2008-10-08,950,1055,785,785,1588731,9028.0,11500000.0
2008-10-09,790,845,670,675,327572,7762.0,11500000.0
2008-10-10,595,645,575,575,84346,6612.0,11500000.0
2008-10-13,565,605,565,605,112110,6958.0,11500000.0
2008-10-14,615,665,615,625,116185,7188.0,11500000.0
2008-10-15,630,640,615,640,30072,7360.0,11500000.0
2008-10-16,605,625,545,545,43259,6268.0,11500000.0
2008-10-17,575,600,500,545,17338,6268.0,11500000.0
2008-10-20,525,550,510,535,25071,6152.0,11500000.0
2008-10-21,525,545,525,540,15596,6210.0,11500000.0
2008-10-22,510,535,460,470,70945,5405.0,11500000.0
2008-10-23,455,455,400,440,38730,5060.0,11500000.0
2008-10-24,395,440,375,375,72082,4312.0,11500000.0
2008-10-27,345,430,345,420,51318,4830.0,11500000.0
2008-10-28,365,440,365,440,27082,5060.0,11500000.0
2008-10-29,420,490,385,385,65071,4428.0,11500000.0
2008-10-30,370,440,370,440,27917,5060.0,11500000.0
2008-10-31,460,480,425,455,12856,5232.0,11500000.0
2008-11-03,455,510,445,510,4578,5865.0,11500000.0
2008-11-04,510,550,470,545,28525,6268.0,11500000.0
2008-11-05,560,580,505,510,18829,5865.0,11500000.0
2008-11-06,525,525,465,465,8318,5348.0,11500000.0
2008-11-07,435,505,410,480,19844,5520.0,11500000.0
2008-11-10,500,520,465,475,8149,5462.0,11500000.0
2008-11-11,510,510,450,475,6906,5462.0,11500000.0
2008-11-12,480,480,450,470,4594,5405.0,11500000.0
2008-11-13,420,475,420,475,5093,5462.0,11500000.0
2008-11-14,495,500,445,475,10312,5462.0,11500000.0
2008-11-17,480,500,430,475,5733,5462.0,11500000.0
2008-11-18,490,490,440,490,1908,5635.0,11500000.0
2008-11-19,500,500,460,475,1638,5462.0,11500000.0
