제낙스(065620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-06-27,2510,2510,2510,2510,497821,28865.0,11500000.0
2002-06-28,2810,2810,2810,2810,210985,32315.0,11500000.0
2002-07-02,3140,3140,2480,2480,1559745,28520.0,11500000.0
2002-07-03,2410,2500,2230,2240,700538,25760.0,11500000.0
2002-07-04,2340,2350,2130,2290,531739,26335.0,11500000.0
2002-07-05,2320,2330,2180,2220,567906,25530.0,11500000.0
2002-07-08,2260,2270,2050,2050,336988,23575.0,11500000.0
2002-07-09,2080,2140,2050,2120,284550,24380.0,11500000.0
2002-07-10,2140,2280,2080,2250,507692,25875.0,11500000.0
2002-07-11,2100,2360,2050,2360,359835,27140.0,11500000.0
2002-07-12,2580,2600,2340,2380,162576,27370.0,11500000.0
2002-07-15,2380,2450,2200,2350,153396,27025.0,11500000.0
2002-07-16,2300,2450,2200,2450,150815,28175.0,11500000.0
2002-07-18,2510,2740,2480,2510,212812,28865.0,11500000.0
2002-07-19,2220,2440,2220,2230,89383,25645.0,11500000.0
2002-07-22,2050,2300,1970,1970,138878,22655.0,11500000.0
2002-07-23,1810,2130,1810,2120,76639,24380.0,11500000.0
2002-07-24,2200,2200,1870,1990,128560,22885.0,11500000.0
2002-07-25,1810,2100,1810,1970,52771,22655.0,11500000.0
2002-07-26,1900,2200,1850,2200,58172,25300.0,11500000.0
2002-07-29,1940,2300,1940,1940,329854,22310.0,11500000.0
2002-07-30,1960,1970,1880,1890,140143,21735.0,11500000.0
2002-07-31,1860,1920,1670,1670,273151,19205.0,11500000.0
2002-08-01,1720,1720,1600,1640,103945,18860.0,11500000.0
2002-08-02,1580,1690,1580,1690,58459,19435.0,11500000.0
2002-08-05,1600,1670,1570,1630,87302,18745.0,11500000.0
2002-08-06,1560,1610,1470,1600,95843,18400.0,11500000.0
2002-08-07,1580,1690,1580,1670,160001,19205.0,11500000.0
2002-08-08,1680,1720,1620,1690,96152,19435.0,11500000.0
2002-08-09,1750,1810,1600,1640,200134,18860.0,11500000.0
2002-08-12,1610,1690,1600,1690,107650,19435.0,11500000.0
2002-08-13,1720,1720,1660,1720,72066,19780.0,11500000.0
2002-08-14,1660,1720,1590,1610,107142,18515.0,11500000.0
2002-08-16,1630,1650,1560,1560,97166,17940.0,11500000.0
2002-08-19,1570,1570,1520,1520,52135,17480.0,11500000.0
2002-08-20,1560,1560,1490,1520,67576,17480.0,11500000.0
2002-08-21,1480,1540,1480,1500,105815,17250.0,11500000.0
2002-08-22,1520,1550,1500,1530,160233,17595.0,11500000.0
2002-08-23,1540,1560,1490,1530,213190,17595.0,11500000.0
2002-08-26,1530,1630,1510,1590,277172,18285.0,11500000.0
2002-08-27,1600,1620,1550,1600,157839,18400.0,11500000.0
2002-08-28,1600,1750,1570,1620,446338,18630.0,11500000.0
2002-08-29,1630,1650,1510,1570,179871,18055.0,11500000.0
2002-08-30,1570,1590,1530,1530,108472,17595.0,11500000.0
2002-09-02,1520,1530,1470,1490,108329,17135.0,11500000.0
2002-09-03,1500,1500,1430,1460,141165,16790.0,11500000.0
2002-09-04,1420,1500,1380,1420,167132,16330.0,11500000.0
2002-09-05,1450,1450,1410,1410,97802,16215.0,11500000.0
2002-09-06,1410,1420,1330,1370,74270,15755.0,11500000.0
2002-09-09,1350,1400,1290,1310,143935,15065.0,11500000.0
2002-09-10,1290,1330,1290,1300,68272,14950.0,11500000.0
2002-09-11,1310,1350,1300,1310,49076,15065.0,11500000.0
2002-09-12,1310,1360,1310,1320,94067,15180.0,11500000.0
2002-09-13,1290,1310,1250,1250,114714,14375.0,11500000.0
2002-09-16,1250,1360,1250,1330,265372,15295.0,11500000.0
2002-09-17,1350,1400,1310,1380,202705,15870.0,11500000.0
2002-09-18,1350,1530,1330,1500,386150,17250.0,11500000.0
2002-09-19,1490,1540,1420,1510,141475,17365.0,11500000.0
2002-09-23,1520,1600,1470,1580,337554,18170.0,11500000.0
2002-09-24,1550,1570,1440,1470,117814,16905.0,11500000.0
2002-09-25,1380,1440,1340,1340,130842,15410.0,11500000.0
2002-09-26,1350,1370,1310,1330,75256,15295.0,11500000.0
2002-09-27,1290,1380,1290,1380,41141,15870.0,11500000.0
2002-09-30,1350,1480,1340,1480,156592,17020.0,11500000.0
2002-10-01,1490,1490,1430,1440,58118,16560.0,11500000.0
2002-10-02,1470,1490,1420,1430,109912,16445.0,11500000.0
2002-10-04,1420,1430,1320,1330,131430,15295.0,11500000.0
2002-10-07,1300,1350,1280,1320,37903,15180.0,11500000.0
2002-10-08,1280,1330,1270,1280,34695,14720.0,11500000.0
2002-10-09,1270,1290,1210,1210,129196,13915.0,11500000.0
2002-10-10,1230,1300,1130,1220,157911,14030.0,11500000.0
2002-10-11,1280,1280,1190,1220,84600,14030.0,11500000.0
2002-10-14,1230,1260,1220,1220,111128,14030.0,11500000.0
2002-10-15,1240,1260,1210,1220,175624,14030.0,11500000.0
2002-10-16,1250,1260,1210,1250,515061,14375.0,11500000.0
2002-10-17,1280,1340,1260,1310,751306,15065.0,11500000.0
2002-10-18,1320,1340,1280,1320,335495,15180.0,11500000.0
2002-10-21,1320,1370,1220,1220,767448,14030.0,11500000.0
2002-10-22,1240,1320,1140,1200,537860,13800.0,11500000.0
2002-10-23,1200,1210,1170,1190,165449,13685.0,11500000.0
2002-10-24,1180,1200,1140,1140,209019,13110.0,11500000.0
2002-10-25,1090,1140,1090,1110,220609,12765.0,11500000.0
2002-10-28,1120,1170,1120,1150,235543,13225.0,11500000.0
2002-10-29,1120,1160,1120,1150,142575,13225.0,11500000.0
2002-10-30,1130,1260,1130,1250,584140,14375.0,11500000.0
2002-10-31,1250,1250,1180,1210,274729,13915.0,11500000.0
2002-11-01,1230,1290,1190,1200,394160,13800.0,11500000.0
2002-11-04,1220,1280,1210,1220,352423,14030.0,11500000.0
2002-11-05,1240,1310,1200,1200,319300,13800.0,11500000.0
2002-11-06,1200,1240,1180,1220,201508,14030.0,11500000.0
2002-11-07,1220,1230,1110,1110,143200,12765.0,11500000.0
2002-11-08,1100,1150,1100,1110,134369,12765.0,11500000.0
2002-11-11,1070,1080,1030,1040,181578,11960.0,11500000.0
2002-11-12,1020,1080,1010,1010,78990,11615.0,11500000.0
2002-11-13,1010,1070,1010,1010,120619,11615.0,11500000.0
2002-11-14,1020,1050,960,1000,559612,11500.0,11500000.0
2002-11-15,1030,1040,990,1010,144232,11615.0,11500000.0
2002-11-18,1000,1020,990,1010,151593,11615.0,11500000.0
2002-11-19,1010,1020,1000,1000,183494,11500.0,11500000.0
2002-11-20,1010,1120,1010,1120,505242,12880.0,11500000.0
2002-11-21,1140,1140,1070,1090,364650,12535.0,11500000.0
2002-11-22,1140,1220,1140,1220,1184382,14030.0,11500000.0
2002-11-25,1200,1360,1160,1360,857819,15640.0,11500000.0
2002-11-26,1400,1400,1270,1330,815251,15295.0,11500000.0
2002-11-27,1310,1340,1190,1220,590060,14030.0,11500000.0
2002-11-28,1230,1360,1230,1300,648286,14950.0,11500000.0
2002-11-29,1300,1320,1240,1300,332701,14950.0,11500000.0
2002-12-02,1300,1360,1280,1290,502407,14835.0,11500000.0
2002-12-03,1300,1430,1280,1300,619022,14950.0,11500000.0
2002-12-04,1310,1400,1300,1320,649828,15180.0,11500000.0
2002-12-05,1360,1360,1300,1340,205655,15410.0,11500000.0
2002-12-06,1310,1390,1300,1300,504906,14950.0,11500000.0
2002-12-09,1250,1280,1150,1190,550495,13685.0,11500000.0
2002-12-10,1160,1270,1160,1240,418283,14260.0,11500000.0
2002-12-11,1240,1260,1210,1230,243090,14145.0,11500000.0
2002-12-12,1250,1350,1230,1340,735994,15410.0,11500000.0
2002-12-13,1340,1400,1260,1400,351919,16100.0,11500000.0
2002-12-16,1370,1400,1240,1250,309010,14375.0,11500000.0
2002-12-17,1250,1270,1170,1180,433612,13570.0,11500000.0
2002-12-18,1160,1220,1140,1150,214712,13225.0,11500000.0
2002-12-20,1140,1160,1120,1140,114409,13110.0,11500000.0
2002-12-23,1150,1150,1050,1080,191792,12420.0,11500000.0
2002-12-24,1060,1090,960,1080,99242,12420.0,11500000.0
2002-12-26,980,1090,980,1010,72352,11615.0,11500000.0
2002-12-27,980,1030,980,980,21135,11270.0,11500000.0
2002-12-30,930,970,870,880,199828,10120.0,11500000.0
2003-01-02,910,960,900,950,57829,10925.0,11500000.0
2003-01-03,960,1050,960,1050,247429,12075.0,11500000.0
2003-01-06,1040,1060,1020,1040,22160,11960.0,11500000.0
2003-01-07,1070,1080,1000,1020,30472,11730.0,11500000.0
2003-01-08,1000,1060,1000,1010,33339,11615.0,11500000.0
2003-01-09,1020,1030,970,1030,39336,11845.0,11500000.0
2003-01-10,1100,1100,970,1020,57315,11730.0,11500000.0
2003-01-13,990,1090,990,1020,34782,11730.0,11500000.0
2003-01-14,1020,1050,1000,1050,46684,12075.0,11500000.0
2003-01-15,1020,1060,1010,1060,44283,12190.0,11500000.0
2003-01-16,1030,1100,1030,1080,44059,12420.0,11500000.0
2003-01-17,1100,1110,1050,1080,19693,12420.0,11500000.0
2003-01-20,1050,1120,1030,1050,48589,12075.0,11500000.0
2003-01-21,1050,1080,1000,1020,20462,11730.0,11500000.0
2003-01-22,1000,1030,980,1000,29688,11500.0,11500000.0
2003-01-23,1000,1060,1000,1000,38640,11500.0,11500000.0
2003-01-24,1010,1010,920,1000,47528,11500.0,11500000.0
2003-01-27,1050,1050,900,940,61297,10810.0,11500000.0
2003-01-28,890,940,890,910,55010,10465.0,11500000.0
2003-01-29,910,940,890,900,15242,10350.0,11500000.0
2003-01-30,890,930,890,910,13568,10465.0,11500000.0
2003-02-03,910,930,910,930,1467,10695.0,11500000.0
2003-02-04,940,940,900,940,19219,10810.0,11500000.0
2003-02-05,910,940,900,900,8519,10350.0,11500000.0
2003-02-06,910,920,890,900,8512,10350.0,11500000.0
2003-02-07,870,920,870,890,34918,10235.0,11500000.0
2003-02-10,870,910,860,900,10782,10350.0,11500000.0
2003-02-11,900,920,880,900,5027,10350.0,11500000.0
2003-02-12,860,910,860,870,17508,10005.0,11500000.0
2003-02-13,890,910,860,900,18450,10350.0,11500000.0
2003-02-14,900,910,870,890,10283,10235.0,11500000.0
2003-02-17,900,920,890,910,12591,10465.0,11500000.0
2003-02-18,920,920,870,880,18402,10120.0,11500000.0
2003-02-19,920,920,890,890,8139,10235.0,11500000.0
2003-02-20,880,910,880,910,12996,10465.0,11500000.0
2003-02-21,880,900,880,890,979,10235.0,11500000.0
2003-02-24,890,910,860,870,110078,10005.0,11500000.0
2003-02-25,870,930,850,890,203321,10235.0,11500000.0
2003-02-26,880,900,860,860,21659,9890.0,11500000.0
2003-02-27,850,850,800,850,143672,9775.0,11500000.0
2003-02-28,850,870,810,820,38802,9430.0,11500000.0
2003-03-03,820,840,810,830,33682,9545.0,11500000.0
2003-03-04,820,820,740,770,14760,8855.0,11500000.0
2003-03-05,770,770,710,730,12397,8395.0,11500000.0
2003-03-06,720,760,700,720,3027,8280.0,11500000.0
2003-03-07,670,720,640,690,59389,7935.0,11500000.0
2003-03-10,630,710,630,680,26000,7820.0,11500000.0
2003-03-11,600,610,600,600,59977,6900.0,11500000.0
2003-03-12,560,610,550,580,77011,6670.0,11500000.0
2003-03-13,600,610,540,600,51309,6900.0,11500000.0
2003-03-14,610,670,600,660,77313,7590.0,11500000.0
2003-03-17,680,680,590,600,8482,6900.0,11500000.0
2003-03-18,660,660,610,610,22918,7015.0,11500000.0
2003-03-19,610,650,610,610,22804,7015.0,11500000.0
2003-03-20,590,680,590,680,49650,7820.0,11500000.0
2003-03-21,670,720,660,690,38495,7935.0,11500000.0
2003-03-24,740,750,680,750,54127,8625.0,11500000.0
2003-03-25,720,720,670,680,14241,7820.0,11500000.0
2003-03-26,700,730,690,700,6382,8050.0,11500000.0
2003-03-27,710,720,670,690,9678,7935.0,11500000.0
2003-03-28,750,750,680,700,2516,8050.0,11500000.0
2003-03-31,680,690,660,680,45116,7820.0,11500000.0
2003-04-01,670,720,670,700,22425,8050.0,11500000.0
2003-04-02,690,700,680,690,11152,7935.0,11500000.0
2003-04-03,750,750,680,680,44485,7820.0,11500000.0
2003-04-04,670,760,670,760,185188,8740.0,11500000.0
2003-04-07,760,790,720,790,73402,9085.0,11500000.0
2003-04-08,810,810,750,770,5675,8855.0,11500000.0
2003-04-09,740,860,730,810,105103,9315.0,11500000.0
2003-04-10,790,810,750,790,29703,9085.0,11500000.0
2003-04-11,790,810,760,760,15545,8740.0,11500000.0
2003-04-14,740,780,740,760,9963,8740.0,11500000.0
2003-04-15,770,780,760,780,26240,8970.0,11500000.0
2003-04-16,770,810,770,810,29788,9315.0,11500000.0
2003-04-17,810,890,760,890,91067,10235.0,11500000.0
2003-04-18,870,900,850,900,38824,10350.0,11500000.0
2003-04-21,920,920,870,890,522,10235.0,11500000.0
2003-04-22,880,880,830,840,19842,9660.0,11500000.0
2003-04-23,880,880,820,830,4495,9545.0,11500000.0
2003-04-24,820,820,790,810,6787,9315.0,11500000.0
2003-04-25,790,790,720,730,5555,8395.0,11500000.0
2003-04-28,690,750,690,690,10833,7935.0,11500000.0
2003-04-29,740,740,720,730,2923,8395.0,11500000.0
2003-04-30,760,760,720,750,358,8625.0,11500000.0
2003-05-02,750,760,720,760,319,8740.0,11500000.0
2003-05-06,760,760,720,760,12706,8740.0,11500000.0
2003-05-07,750,760,720,730,5976,8395.0,11500000.0
2003-05-09,710,740,710,740,2532,8510.0,11500000.0
2003-05-12,740,750,720,740,20525,8510.0,11500000.0
2003-05-13,760,760,730,760,3409,8740.0,11500000.0
2003-05-14,750,770,720,740,16739,8510.0,11500000.0
2003-05-15,760,760,730,760,8685,8740.0,11500000.0
2003-05-16,750,750,720,720,2796,8280.0,11500000.0
2003-05-19,740,740,700,740,4259,8510.0,11500000.0
2003-05-20,720,730,720,730,300,8395.0,11500000.0
2003-05-21,720,740,680,710,16832,8165.0,11500000.0
2003-05-22,690,730,680,710,8376,8165.0,11500000.0
2003-05-23,720,720,700,710,10564,8165.0,11500000.0
2003-05-26,720,740,710,720,14056,8280.0,11500000.0
2003-05-27,720,730,700,730,22710,8395.0,11500000.0
2003-05-28,740,770,730,760,30865,8740.0,11500000.0
2003-05-29,750,760,730,760,6656,8740.0,11500000.0
2003-05-30,760,760,710,720,6107,8280.0,11500000.0
2003-06-02,700,750,700,740,14626,8510.0,11500000.0
2003-06-03,720,760,720,740,12149,8510.0,11500000.0
2003-06-04,740,740,710,740,9182,8510.0,11500000.0
2003-06-05,740,750,710,710,13607,8165.0,11500000.0
2003-06-09,720,730,710,720,11247,8280.0,11500000.0
2003-06-10,710,730,710,730,2144,8395.0,11500000.0
2003-06-11,720,720,700,720,16220,8280.0,11500000.0
2003-06-12,710,730,700,730,14815,8395.0,11500000.0
2003-06-13,730,760,720,750,26137,8625.0,11500000.0
2003-06-16,760,760,730,730,4123,8395.0,11500000.0
2003-06-17,740,740,710,720,9903,8280.0,11500000.0
2003-06-18,710,740,710,730,12319,8395.0,11500000.0
2003-06-19,750,750,720,730,12961,8395.0,11500000.0
2003-06-20,750,770,730,770,13162,8855.0,11500000.0
2003-06-23,770,770,720,730,71359,8395.0,11500000.0
2003-06-24,730,740,710,730,16289,8395.0,11500000.0
2003-06-25,730,810,720,810,159654,9315.0,11500000.0
2003-06-26,830,900,810,900,360140,10350.0,11500000.0
2003-06-27,900,990,860,870,264594,10005.0,11500000.0
2003-06-30,860,970,840,920,198185,10580.0,11500000.0
2003-07-01,920,980,900,960,199636,11040.0,11500000.0
2003-07-02,940,950,910,920,103429,10580.0,11500000.0
2003-07-03,920,950,840,890,156588,10235.0,11500000.0
2003-07-04,890,910,850,850,80167,9775.0,11500000.0
2003-07-07,860,920,850,900,125678,10350.0,11500000.0
2003-07-08,920,940,860,860,80678,9890.0,11500000.0
2003-07-09,860,880,840,880,42800,10120.0,11500000.0
2003-07-10,890,910,860,880,95904,10120.0,11500000.0
2003-07-11,870,870,840,860,43148,9890.0,11500000.0
2003-07-14,880,940,880,910,214863,10465.0,11500000.0
2003-07-15,930,940,870,870,177703,10005.0,11500000.0
2003-07-16,880,970,860,930,148496,10695.0,11500000.0
2003-07-18,930,1040,930,1040,564787,11960.0,11500000.0
2003-07-21,1110,1160,1080,1160,248853,13340.0,11500000.0
2003-07-22,1110,1160,1025,1120,509565,12880.0,11500000.0
2003-07-23,1100,1190,1000,1000,196229,11500.0,11500000.0
2003-07-24,1015,1040,895,895,212598,10292.0,11500000.0
2003-07-25,905,940,860,930,137184,10695.0,11500000.0
2003-07-28,955,1040,895,1040,172264,11960.0,11500000.0
2003-07-29,1035,1040,950,970,226100,11155.0,11500000.0
2003-07-30,955,990,900,930,93797,10695.0,11500000.0
2003-07-31,940,1040,940,980,179683,11270.0,11500000.0
2003-08-01,980,980,900,900,147530,10350.0,11500000.0
2003-08-04,900,1000,900,950,121133,10925.0,11500000.0
2003-08-05,950,1000,950,1000,71569,11500.0,11500000.0
2003-08-06,975,1085,945,955,191926,10982.0,11500000.0
2003-08-07,990,990,930,950,37291,10925.0,11500000.0
2003-08-08,950,985,930,950,77720,10925.0,11500000.0
2003-08-11,935,980,935,965,37433,11098.0,11500000.0
2003-08-12,975,990,955,955,48947,10982.0,11500000.0
2003-08-13,965,1000,940,975,85595,11212.0,11500000.0
2003-08-14,960,1090,950,1075,312748,12362.0,11500000.0
2003-08-18,1060,1090,1020,1090,87872,12535.0,11500000.0
2003-08-19,1120,1220,1120,1220,705342,14030.0,11500000.0
2003-08-20,1185,1365,1115,1365,581417,15698.0,11500000.0
2003-08-21,1350,1455,1305,1310,348928,15065.0,11500000.0
2003-08-22,1275,1325,1180,1325,253423,15238.0,11500000.0
2003-08-25,1300,1345,1240,1300,138305,14950.0,11500000.0
2003-08-26,1285,1340,1190,1300,216637,14950.0,11500000.0
2003-08-27,1250,1315,1185,1185,244584,13628.0,11500000.0
2003-08-28,1205,1240,1160,1195,166458,13742.0,11500000.0
2003-08-29,1250,1250,1165,1250,35129,14375.0,11500000.0
2003-09-01,1205,1275,1205,1250,164226,14375.0,11500000.0
2003-09-02,1240,1290,1170,1220,42784,14030.0,11500000.0
2003-09-03,1265,1365,1240,1240,385376,14260.0,11500000.0
2003-09-04,1240,1260,1170,1190,82502,13685.0,11500000.0
2003-09-05,1300,1330,1170,1230,316137,14145.0,11500000.0
2003-09-08,1205,1240,1130,1165,46349,13398.0,11500000.0
2003-09-09,1260,1300,1200,1230,279905,14145.0,11500000.0
2003-09-15,1195,1195,1085,1085,143706,12478.0,11500000.0
2003-09-16,1210,1210,1020,1085,232579,12478.0,11500000.0
2003-09-17,1085,1130,1045,1080,77951,12420.0,11500000.0
2003-09-18,1080,1120,1040,1040,117694,11960.0,11500000.0
2003-09-19,1070,1090,1040,1090,59810,12535.0,11500000.0
2003-09-22,1090,1140,1055,1120,131562,12880.0,11500000.0
2003-09-23,1120,1155,1090,1150,91997,13225.0,11500000.0
2003-09-24,1175,1285,1175,1285,545804,14778.0,11500000.0
2003-09-25,1250,1295,1210,1295,249566,14892.0,11500000.0
2003-09-26,1300,1320,1215,1230,236174,14145.0,11500000.0
2003-09-29,1230,1280,1215,1250,181929,14375.0,11500000.0
2003-09-30,1250,1340,1185,1200,369284,13800.0,11500000.0
2003-10-01,1255,1340,1215,1280,423595,14720.0,11500000.0
2003-10-02,1250,1270,1175,1200,235002,13800.0,11500000.0
2003-10-06,1260,1260,1210,1215,157889,13972.0,11500000.0
2003-10-07,1195,1220,1070,1145,232713,13168.0,11500000.0
2003-10-08,1125,1160,1050,1060,178210,12190.0,11500000.0
2003-10-09,1060,1165,1040,1120,192983,12880.0,11500000.0
2003-10-10,1075,1190,1055,1090,286457,12535.0,11500000.0
2003-10-13,1090,1145,1045,1095,25124,12592.0,11500000.0
2003-10-14,1090,1105,975,975,150633,11212.0,11500000.0
2003-10-15,915,965,900,900,224614,10350.0,11500000.0
2003-10-16,900,905,865,875,53341,10062.0,11500000.0
2003-10-17,905,905,875,895,57466,10292.0,11500000.0
2003-10-20,870,890,850,850,39018,9775.0,11500000.0
2003-10-21,850,880,835,865,16219,9948.0,11500000.0
2003-10-22,850,875,835,840,14254,9660.0,11500000.0
2003-10-23,840,840,795,810,13917,9315.0,11500000.0
2003-10-24,790,850,790,840,4459,9660.0,11500000.0
2003-10-27,805,840,805,840,5645,9660.0,11500000.0
2003-10-28,885,885,810,830,9870,9545.0,11500000.0
2003-10-29,890,890,830,855,3677,9832.0,11500000.0
2003-10-30,920,920,830,870,1768,10005.0,11500000.0
2003-10-31,855,900,810,850,12757,9775.0,11500000.0
2003-11-03,815,850,815,850,2209,9775.0,11500000.0
2003-11-04,835,855,775,800,24288,9200.0,11500000.0
2003-11-05,775,790,725,730,20135,8395.0,11500000.0
2003-11-06,750,800,725,725,11171,8338.0,11500000.0
2003-11-07,770,770,680,730,27616,8395.0,11500000.0
2003-11-10,720,730,675,705,5988,8108.0,11500000.0
2003-11-11,710,720,660,700,9222,8050.0,11500000.0
2003-11-12,710,710,675,685,3159,7878.0,11500000.0
2003-11-13,710,710,680,680,13993,7820.0,11500000.0
2003-11-14,670,705,660,695,5526,7992.0,11500000.0
2003-11-17,700,705,685,705,3164,8108.0,11500000.0
2003-11-18,705,705,670,700,4342,8050.0,11500000.0
2003-11-19,680,680,645,650,38885,7475.0,11500000.0
2003-11-20,695,695,645,670,3238,7705.0,11500000.0
2003-11-21,650,660,635,655,6231,7532.0,11500000.0
2003-11-24,640,725,640,665,21058,7648.0,11500000.0
2003-11-25,625,665,625,630,2946,7245.0,11500000.0
2003-11-26,680,680,555,645,24628,7418.0,11500000.0
2003-11-27,650,675,650,675,2505,7762.0,11500000.0
2003-11-28,600,670,600,655,2721,7532.0,11500000.0
2003-12-01,605,695,605,685,7719,7878.0,11500000.0
2003-12-02,670,765,670,765,48975,8798.0,11500000.0
2003-12-03,795,795,700,740,23209,8510.0,11500000.0
2003-12-04,730,755,700,740,9976,8510.0,11500000.0
2003-12-05,730,745,675,685,24828,7878.0,11500000.0
2003-12-08,660,700,660,690,3331,7935.0,11500000.0
2003-12-09,670,685,635,665,25328,7648.0,11500000.0
2003-12-10,665,680,660,680,7757,7820.0,11500000.0
2003-12-11,665,675,660,670,4673,7705.0,11500000.0
2003-12-12,655,680,650,660,16288,7590.0,11500000.0
2003-12-15,660,660,640,655,14373,7532.0,11500000.0
2003-12-16,655,670,655,655,4092,7532.0,11500000.0
2003-12-17,670,670,605,635,15546,7302.0,11500000.0
2003-12-18,635,650,620,650,5353,7475.0,11500000.0
2003-12-19,670,670,630,645,16981,7418.0,11500000.0
2003-12-22,635,650,610,620,16218,7130.0,11500000.0
2003-12-23,615,690,615,630,9192,7245.0,11500000.0
2003-12-24,615,625,615,615,9761,7072.0,11500000.0
2003-12-26,620,630,615,630,1400,7245.0,11500000.0
2003-12-29,615,630,600,630,4741,7245.0,11500000.0
2003-12-30,630,635,600,615,3522,7072.0,11500000.0
2004-01-02,625,645,620,645,849,7418.0,11500000.0
2004-01-05,685,690,635,655,448,7532.0,11500000.0
2004-01-06,625,650,620,620,4905,7130.0,11500000.0
2004-01-07,645,645,550,635,12195,7302.0,11500000.0
2004-01-08,640,640,600,630,1267,7245.0,11500000.0
2004-01-09,645,645,605,620,635,7130.0,11500000.0
2004-01-12,575,645,575,635,8073,7302.0,11500000.0
2004-01-13,645,690,625,660,9553,7590.0,11500000.0
2004-01-14,650,660,635,645,4784,7418.0,11500000.0
2004-01-15,665,665,645,645,6903,7418.0,11500000.0
2004-01-16,670,670,635,655,1806,7532.0,11500000.0
2004-01-19,660,660,640,645,659,7418.0,11500000.0
2004-01-20,660,660,640,655,3407,7532.0,11500000.0
2004-01-26,655,700,640,645,14983,7418.0,11500000.0
2004-01-27,640,640,635,640,7490,7360.0,11500000.0
2004-01-28,635,655,635,650,39132,7475.0,11500000.0
2004-01-29,640,705,640,705,58542,8108.0,11500000.0
2004-01-30,740,740,680,720,5435,8280.0,11500000.0
2004-02-02,710,710,670,670,9263,7705.0,11500000.0
2004-02-03,670,700,660,700,24381,8050.0,11500000.0
2004-02-04,695,735,695,725,9541,8338.0,11500000.0
2004-02-05,740,740,680,715,2042,8222.0,11500000.0
2004-02-06,740,740,640,655,7970,7532.0,11500000.0
2004-02-09,700,700,645,675,8580,7762.0,11500000.0
2004-02-10,665,675,640,650,8278,7475.0,11500000.0
2004-02-11,675,675,615,650,27562,7475.0,11500000.0
2004-02-12,640,665,630,665,1223,7648.0,11500000.0
2004-02-13,630,660,590,610,16032,7015.0,11500000.0
2004-02-16,630,630,590,615,5653,7072.0,11500000.0
2004-02-17,610,645,610,645,310,7418.0,11500000.0
2004-02-18,615,635,610,635,2759,7302.0,11500000.0
2004-02-19,635,635,635,635,144,7302.0,11500000.0
2004-02-20,640,640,600,625,3138,7188.0,11500000.0
2004-02-23,595,625,595,615,7965,7072.0,11500000.0
2004-02-24,620,620,600,615,83,7072.0,11500000.0
2004-02-25,605,635,590,630,1075,7245.0,11500000.0
2004-02-26,605,635,600,630,4164,7245.0,11500000.0
2004-02-27,640,640,580,605,917,6958.0,11500000.0
2004-03-02,600,630,595,630,7095,7245.0,11500000.0
2004-03-03,640,640,585,620,39,7130.0,11500000.0
2004-03-04,650,650,585,585,6140,6728.0,11500000.0
2004-03-05,600,630,580,580,10621,6670.0,11500000.0
2004-03-08,575,600,570,595,6250,6842.0,11500000.0
2004-03-09,595,620,570,570,5520,6555.0,11500000.0
2004-03-10,570,600,510,560,5674,6440.0,11500000.0
2004-03-11,590,595,575,595,255,6842.0,11500000.0
2004-03-12,585,600,585,600,2601,6900.0,11500000.0
2004-03-15,570,610,565,595,4619,6842.0,11500000.0
2004-03-16,585,585,555,570,1439,6555.0,11500000.0
2004-03-17,590,590,560,570,4509,6555.0,11500000.0
2004-03-18,590,590,560,560,1364,6440.0,11500000.0
2004-03-19,565,565,560,565,2019,6498.0,11500000.0
2004-03-22,550,595,550,570,1087,6555.0,11500000.0
2004-03-23,560,590,560,590,842,6785.0,11500000.0
2004-03-24,560,645,525,575,45413,6612.0,11500000.0
2004-03-25,545,605,545,605,45754,6958.0,11500000.0
2004-03-26,595,595,560,560,6827,6440.0,11500000.0
2004-03-29,580,585,555,585,2378,6728.0,11500000.0
2004-03-30,580,600,580,600,1000,6900.0,11500000.0
2004-03-31,590,610,590,610,1952,7015.0,11500000.0
2004-04-01,605,605,560,560,8123,6440.0,11500000.0
2004-04-02,560,625,555,590,177796,6785.0,11500000.0
2004-04-06,575,600,575,585,21805,6728.0,11500000.0
2004-04-07,585,590,580,590,9282,6785.0,11500000.0
2004-04-08,570,605,570,605,24037,6958.0,11500000.0
2004-04-09,615,675,615,675,64335,7762.0,11500000.0
2004-04-12,745,755,745,755,25343,8682.0,11500000.0
2004-04-13,845,845,685,725,238558,8338.0,11500000.0
2004-04-14,700,715,640,640,56480,7360.0,11500000.0
2004-04-16,610,610,565,570,103487,6555.0,11500000.0
2004-04-19,555,630,550,610,40188,7015.0,11500000.0
2004-04-20,540,600,540,570,48165,6555.0,11500000.0
2004-04-21,580,580,565,570,15757,6555.0,11500000.0
2004-04-22,570,595,570,580,21936,6670.0,11500000.0
2004-04-23,580,595,570,585,16084,6728.0,11500000.0
2004-04-26,595,595,570,575,12495,6612.0,11500000.0
2004-04-27,565,565,555,555,16195,6382.0,11500000.0
2004-04-28,575,595,570,590,7258,6785.0,11500000.0
2004-04-29,565,580,565,565,8983,6498.0,11500000.0
2004-04-30,555,565,555,560,5050,6440.0,11500000.0
2004-05-03,550,570,550,570,2923,6555.0,11500000.0
2004-05-04,570,580,540,560,14055,6440.0,11500000.0
2004-05-06,560,570,550,550,2126,6325.0,11500000.0
