스타플렉스(115570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-01-27,15700,16550,13350,13350,1892289,72090.0,5400000.0
2010-01-28,13350,13350,11500,12100,767077,65340.0,5400000.0
2010-01-29,12600,13900,12300,13900,1857398,75060.0,5400000.0
2010-02-01,13750,13950,11850,11850,852932,63990.0,5400000.0
2010-02-02,11850,12600,11100,11100,759565,59940.0,5400000.0
2010-02-03,11450,11650,10950,11150,491547,60210.0,5400000.0
2010-02-04,11350,11950,11150,11200,381702,60480.0,5400000.0
2010-02-05,10600,10650,9980,10350,320882,55890.0,5400000.0
2010-02-08,10350,10650,9670,9770,204804,52758.0,5400000.0
2010-02-09,9870,10050,9610,9710,122367,52434.0,5400000.0
2010-02-10,9900,10700,9520,10200,341352,55080.0,5400000.0
2010-02-11,10100,10450,10000,10100,82773,54540.0,5400000.0
2010-02-12,10200,10400,9980,10050,61217,54270.0,5400000.0
2010-02-16,10250,10550,10000,10400,71934,56160.0,5400000.0
2010-02-17,10500,11700,10450,10950,501866,59130.0,5400000.0
2010-02-18,11000,11200,10550,10900,125009,58860.0,5400000.0
2010-02-19,11050,11100,10300,10350,103865,55890.0,5400000.0
2010-02-22,10550,10700,10300,10350,50936,55890.0,5400000.0
2010-02-23,10450,10950,10350,10500,100633,56700.0,5400000.0
2010-02-24,10400,10550,10050,10050,81891,54270.0,5400000.0
2010-02-25,10200,10400,9900,9980,77791,53892.0,5400000.0
2010-02-26,9950,10100,9880,9880,18354,53352.0,5400000.0
2010-03-02,10000,10050,9850,10050,39071,54270.0,5400000.0
2010-03-03,10100,10100,9900,10000,20028,54000.0,5400000.0
2010-03-04,10000,10750,9850,10050,137459,54270.0,5400000.0
2010-03-05,10250,10400,9900,9920,106976,53568.0,5400000.0
2010-03-08,10000,10150,9900,9900,85330,53460.0,5400000.0
2010-03-09,10050,10200,9900,9910,83417,53514.0,5400000.0
2010-03-10,10000,10050,9740,9750,76750,52650.0,5400000.0
2010-03-11,9810,9820,9610,9730,60599,52542.0,5400000.0
2010-03-12,9750,10100,9750,10100,49991,54540.0,5400000.0
2010-03-15,10050,10200,9920,10100,37494,54540.0,5400000.0
2010-03-16,10150,11400,10150,10300,529093,55620.0,5400000.0
2010-03-17,10450,11250,10150,10800,246468,58320.0,5400000.0
2010-03-18,10900,11150,10550,10600,132095,57240.0,5400000.0
2010-03-19,10750,11150,10650,10900,116371,58860.0,5400000.0
2010-03-22,10950,11100,10650,10800,93366,58320.0,5400000.0
2010-03-23,10950,10950,10400,10450,123156,56430.0,5400000.0
2010-03-24,10600,10700,10200,10250,67064,55350.0,5400000.0
2010-03-25,10300,10900,10150,10650,135831,57510.0,5400000.0
2010-03-26,10600,10800,10400,10800,47681,58320.0,5400000.0
2010-03-29,10700,10800,10350,10450,58048,56430.0,5400000.0
2010-03-30,10550,10600,10200,10300,74366,55620.0,5400000.0
2010-03-31,10350,10450,9810,10000,115766,54000.0,5400000.0
2010-04-01,10000,10700,9960,10400,147472,56160.0,5400000.0
2010-04-02,10400,10600,10250,10500,44714,56700.0,5400000.0
2010-04-05,10400,10500,9850,10050,66745,54270.0,5400000.0
2010-04-06,10200,10250,9930,9930,43398,53622.0,5400000.0
2010-04-07,10050,10500,10050,10300,65331,55620.0,5400000.0
2010-04-08,10300,10400,10100,10150,32878,54810.0,5400000.0
2010-04-09,10200,10550,10000,10300,78314,55620.0,5400000.0
2010-04-12,10400,11800,10300,11800,353624,63720.0,5400000.0
2010-04-13,12150,12450,11400,12000,664899,64800.0,5400000.0
2010-04-14,12150,12650,11800,12200,491012,65880.0,5400000.0
2010-04-15,12200,12300,10450,10750,605694,58050.0,5400000.0
2010-04-16,10950,11100,10600,10600,144766,57240.0,5400000.0
2010-04-19,10300,10800,10200,10800,90950,58320.0,5400000.0
2010-04-20,10750,11300,10650,11200,115980,60480.0,5400000.0
2010-04-21,11250,11300,10900,11000,82170,59400.0,5400000.0
2010-04-22,11000,11450,10900,11300,132576,61020.0,5400000.0
2010-04-23,11400,11450,11050,11150,53705,60210.0,5400000.0
2010-04-26,11250,11350,11000,11350,114421,61290.0,5400000.0
2010-04-27,11850,12300,11350,11350,278158,61290.0,5400000.0
2010-04-28,11100,11600,10900,11600,54550,62640.0,5400000.0
2010-04-29,11500,11800,11450,11500,34014,62100.0,5400000.0
2010-04-30,11500,11750,11050,11150,32845,60210.0,5400000.0
2010-05-03,11250,11750,11200,11700,88555,63180.0,5400000.0
2010-05-04,11750,12000,11500,11550,65035,62370.0,5400000.0
2010-05-06,11500,11500,10900,11000,32933,59400.0,5400000.0
2010-05-07,10550,10550,9350,10150,100165,54810.0,5400000.0
2010-05-10,10150,10650,10050,10600,27818,57240.0,5400000.0
2010-05-11,10750,10800,10400,10750,20509,58050.0,5400000.0
2010-05-12,10950,10950,10500,10500,17242,56700.0,5400000.0
2010-05-13,10500,11200,10350,10800,27284,58320.0,5400000.0
2010-05-14,10800,10950,10700,10750,13713,58050.0,5400000.0
2010-05-17,10750,10800,10400,10400,23183,56160.0,5400000.0
2010-05-18,10500,10600,10200,10550,13027,56970.0,5400000.0
2010-05-19,10600,11400,10400,11400,28681,61560.0,5400000.0
2010-05-20,11400,11450,10900,11350,29470,61290.0,5400000.0
2010-05-24,11050,11850,11050,11400,37934,61560.0,5400000.0
2010-05-25,11200,11500,9710,10350,59172,55890.0,5400000.0
2010-05-26,10350,10750,10250,10300,13543,55620.0,5400000.0
2010-05-27,10100,10550,10050,10500,16724,56700.0,5400000.0
2010-05-28,10500,10800,10450,10450,9227,56430.0,5400000.0
2010-05-31,10600,10900,10500,10900,10331,58860.0,5400000.0
2010-06-01,11000,11400,10700,11150,17699,60210.0,5400000.0
2010-06-03,11150,11650,11050,11300,22062,61020.0,5400000.0
2010-06-04,11250,11550,10850,10900,15107,58860.0,5400000.0
2010-06-07,10500,10750,10250,10500,21000,56700.0,5400000.0
2010-06-08,10400,10700,10250,10300,48362,55620.0,5400000.0
2010-06-09,10400,10500,10250,10350,13953,55890.0,5400000.0
2010-06-10,10500,10650,10350,10600,13609,57240.0,5400000.0
2010-06-11,10650,10900,10300,10500,14595,56700.0,5400000.0
2010-06-14,10650,10800,10450,10600,8544,57240.0,5400000.0
2010-06-15,10500,10750,10500,10700,5731,57780.0,5400000.0
2010-06-16,10700,10800,10400,10650,21762,57510.0,5400000.0
2010-06-17,10500,10750,10300,10300,12119,55620.0,5400000.0
2010-06-18,10300,10550,10200,10250,14211,55350.0,5400000.0
2010-06-21,10300,10550,10250,10400,12218,56160.0,5400000.0
2010-06-22,10400,10550,10300,10500,11412,56700.0,5400000.0
2010-06-23,10300,10600,10300,10450,9725,56430.0,5400000.0
2010-06-24,10350,10600,10350,10400,10423,56160.0,5400000.0
2010-06-25,10500,11100,10400,11050,32940,59670.0,5400000.0
2010-06-28,11100,11400,11050,11200,36560,60480.0,5400000.0
2010-06-29,11350,11500,10850,11000,22363,59400.0,5400000.0
2010-06-30,10700,11200,10700,11100,22874,59940.0,5400000.0
2010-07-01,10900,11200,10800,11000,10833,59400.0,5400000.0
2010-07-02,11000,11450,10950,11450,18034,61830.0,5400000.0
2010-07-05,11450,11600,11300,11400,14587,61560.0,5400000.0
2010-07-06,11400,11400,11000,11400,7533,61560.0,5400000.0
2010-07-07,11600,11600,11050,11150,14725,60210.0,5400000.0
2010-07-08,11250,11500,11050,11150,15684,60210.0,5400000.0
2010-07-09,11200,11450,11150,11350,15000,61290.0,5400000.0
2010-07-12,11550,12000,11400,11600,100358,62640.0,5400000.0
2010-07-13,11600,11850,11550,11800,21306,63720.0,5400000.0
2010-07-14,11900,11950,11600,11700,14753,63180.0,5400000.0
2010-07-15,11500,11700,11450,11650,9809,62910.0,5400000.0
2010-07-16,11750,11750,11300,11300,13725,61020.0,5400000.0
2010-07-19,11300,11500,11050,11250,14842,60750.0,5400000.0
2010-07-20,11150,11300,11100,11300,7274,61020.0,5400000.0
2010-07-21,11450,11500,11150,11200,10190,60480.0,5400000.0
2010-07-22,11050,11200,10900,11050,15248,59670.0,5400000.0
2010-07-23,10950,11150,10850,11100,5723,59940.0,5400000.0
2010-07-26,10900,11100,10700,10800,12133,58320.0,5400000.0
2010-07-27,10950,11100,10800,11100,9068,59940.0,5400000.0
2010-07-28,11050,11100,10800,11000,8168,59400.0,5400000.0
2010-07-29,11000,11000,10500,10700,20454,57780.0,5400000.0
2010-07-30,10700,10700,10450,10600,6805,57240.0,5400000.0
2010-08-02,10700,10700,10400,10550,5243,56970.0,5400000.0
2010-08-03,10600,10700,10450,10550,4209,56970.0,5400000.0
2010-08-04,10700,10750,10550,10700,3627,57780.0,5400000.0
2010-08-05,10700,10750,10400,10550,10074,56970.0,5400000.0
2010-08-06,10500,10750,10500,10750,11608,58050.0,5400000.0
2010-08-09,10650,10950,10650,10750,16527,58050.0,5400000.0
2010-08-10,10650,10900,10650,10800,18988,58320.0,5400000.0
2010-08-11,10700,10800,10450,10650,19798,57510.0,5400000.0
2010-08-12,10450,10500,10400,10450,5154,56430.0,5400000.0
2010-08-13,10350,10550,10300,10450,10303,56430.0,5400000.0
2010-08-16,10400,10500,10200,10350,12675,55890.0,5400000.0
2010-08-17,10250,10350,10200,10300,4837,55620.0,5400000.0
2010-08-18,10300,10300,10100,10150,11153,54810.0,5400000.0
2010-08-19,10300,10400,10150,10400,3829,56160.0,5400000.0
2010-08-20,10350,10350,10150,10200,15006,55080.0,5400000.0
2010-08-23,10300,10300,10100,10300,7813,55620.0,5400000.0
2010-08-24,10300,10350,10150,10250,3812,55350.0,5400000.0
2010-08-25,10200,10300,10000,10250,19874,55350.0,5400000.0
2010-08-26,10050,11000,10050,10850,24503,58590.0,5400000.0
2010-08-27,11100,11400,9970,9970,121233,53838.0,5400000.0
2010-08-30,10100,10200,9960,10000,14048,54000.0,5400000.0
2010-08-31,10000,10000,9640,9900,11710,53460.0,5400000.0
2010-09-01,9820,9990,9730,9790,8237,52866.0,5400000.0
2010-09-02,9770,9910,9700,9800,7801,52920.0,5400000.0
2010-09-03,9900,9900,9700,9830,3368,53082.0,5400000.0
2010-09-06,9970,10000,9730,10000,7780,54000.0,5400000.0
2010-09-07,10600,10600,9990,10050,8278,54270.0,5400000.0
2010-09-08,10250,10250,9960,10000,3255,54000.0,5400000.0
2010-09-09,10000,10150,9900,10000,3628,54000.0,5400000.0
2010-09-10,10050,10050,9850,9890,2612,53406.0,5400000.0
2010-09-13,10000,10000,9600,9610,18426,51894.0,5400000.0
2010-09-14,9510,9830,9510,9520,5422,51408.0,5400000.0
2010-09-15,9520,9790,9450,9690,2454,52326.0,5400000.0
2010-09-16,9620,9780,9300,9360,8863,50544.0,5400000.0
2010-09-17,9650,9650,9220,9360,5739,50544.0,5400000.0
2010-09-20,9300,9420,9110,9390,6732,50706.0,5400000.0
2010-09-24,9200,9540,9200,9370,10471,50598.0,5400000.0
2010-09-27,9370,9380,9210,9230,6918,49842.0,5400000.0
2010-09-28,9170,9400,9170,9220,8575,49788.0,5400000.0
2010-09-29,9290,9290,9170,9200,2999,49680.0,5400000.0
2010-09-30,9200,9250,9000,9150,7519,49410.0,5400000.0
2010-10-01,9150,9200,9000,9020,16916,48708.0,5400000.0
2010-10-04,9000,9100,8970,9020,8230,48708.0,5400000.0
2010-10-05,9260,9260,9010,9010,2720,48654.0,5400000.0
2010-10-06,9200,9310,9000,9120,7781,49248.0,5400000.0
2010-10-07,9300,9590,9150,9590,16106,51786.0,5400000.0
2010-10-08,9700,9700,9230,9580,5753,51732.0,5400000.0
2010-10-11,9390,9690,9300,9310,4726,50274.0,5400000.0
2010-10-12,9370,9400,9140,9270,4035,50058.0,5400000.0
2010-10-13,9300,9500,9100,9400,3426,50760.0,5400000.0
2010-10-14,9470,10200,9400,10000,25240,54000.0,5400000.0
2010-10-15,10100,10450,9930,10200,27471,55080.0,5400000.0
2010-10-18,10300,10450,10050,10150,13953,54810.0,5400000.0
2010-10-19,10000,10250,9900,9960,10645,53784.0,5400000.0
2010-10-20,9810,9990,9810,9990,6952,53946.0,5400000.0
2010-10-21,10250,10250,9880,9880,6258,53352.0,5400000.0
2010-10-22,9880,9950,9810,9810,6124,52974.0,5400000.0
2010-10-25,9840,9900,9500,9580,14608,51732.0,5400000.0
2010-10-26,9630,9780,9480,9600,7053,51840.0,5400000.0
2010-10-27,9600,9700,9450,9560,20119,51624.0,5400000.0
2010-10-28,9560,9850,9560,9700,10354,52380.0,5400000.0
2010-10-29,9790,9790,9550,9680,1988,52272.0,5400000.0
2010-11-01,9680,9680,9420,9590,10727,51786.0,5400000.0
2010-11-02,9630,9630,9380,9440,5779,50976.0,5400000.0
2010-11-03,9350,9490,9300,9420,3337,50868.0,5400000.0
2010-11-04,9220,9620,9220,9440,7753,50976.0,5400000.0
2010-11-05,9440,9460,9340,9340,16163,50436.0,5400000.0
2010-11-08,9380,9380,9300,9350,6981,50490.0,5400000.0
2010-11-09,9450,9450,9110,9290,5623,50166.0,5400000.0
2010-11-10,9250,9370,9140,9240,12731,49896.0,5400000.0
2010-11-11,9220,9330,9200,9330,4728,50382.0,5400000.0
2010-11-12,9300,9590,9160,9280,19719,50112.0,5400000.0
2010-11-15,9300,9300,9190,9280,9037,50112.0,5400000.0
2010-11-16,9280,9390,9110,9250,13585,49950.0,5400000.0
2010-11-17,9200,9240,9100,9150,11338,49410.0,5400000.0
2010-11-18,9300,9360,9140,9210,4347,49734.0,5400000.0
2010-11-19,9140,9250,9140,9190,7615,49626.0,5400000.0
2010-11-22,9140,9220,9100,9190,11905,49626.0,5400000.0
2010-11-23,9170,9240,9090,9090,10049,49086.0,5400000.0
2010-11-24,8320,9000,8320,8990,10618,48546.0,5400000.0
2010-11-25,9000,9390,8970,9100,2172,49140.0,5400000.0
2010-11-26,9000,9120,8730,8900,5981,48060.0,5400000.0
2010-11-29,8700,8880,8700,8850,4981,47790.0,5400000.0
2010-11-30,8780,9000,8630,8990,8207,48546.0,5400000.0
2010-12-01,9010,9260,8900,9100,2108,49140.0,5400000.0
2010-12-02,9030,9300,8900,9090,1975,49086.0,5400000.0
2010-12-03,9090,9090,8920,9000,3072,48600.0,5400000.0
2010-12-06,9120,9120,8770,9010,3557,48654.0,5400000.0
2010-12-07,8850,9150,8850,9110,3189,49194.0,5400000.0
2010-12-08,8900,9190,8900,9140,1551,49356.0,5400000.0
2010-12-09,9210,9210,8890,9140,712,49356.0,5400000.0
2010-12-10,9200,9240,8900,9130,1638,49302.0,5400000.0
2010-12-13,8890,9200,8890,9000,4935,48600.0,5400000.0
2010-12-14,8900,9000,8900,8970,2385,48438.0,5400000.0
2010-12-15,9010,9150,8850,8950,1602,48330.0,5400000.0
2010-12-16,8990,9100,8880,9040,4300,48816.0,5400000.0
2010-12-17,9060,9180,8840,9180,4706,49572.0,5400000.0
2010-12-20,8860,9150,8850,9150,2363,49410.0,5400000.0
2010-12-21,9230,9230,8890,9000,5838,48600.0,5400000.0
2010-12-22,9100,9100,8770,8860,12110,47844.0,5400000.0
2010-12-23,8780,8990,8720,8800,4745,47520.0,5400000.0
2010-12-24,8850,8850,8600,8790,3631,47466.0,5400000.0
2010-12-27,8750,8790,8550,8560,18632,46224.0,5400000.0
2010-12-28,8680,8680,8410,8410,10969,45414.0,5400000.0
2010-12-29,8410,8680,8290,8520,6135,46008.0,5400000.0
2010-12-30,8670,8670,8410,8580,3488,46332.0,5400000.0
2011-01-03,8580,8620,8470,8560,5960,46224.0,5400000.0
2011-01-04,8580,8790,8430,8600,3797,46440.0,5400000.0
2011-01-05,8600,8710,8430,8630,8890,46602.0,5400000.0
2011-01-06,8630,8630,8490,8590,5532,46386.0,5400000.0
2011-01-07,8570,8580,8400,8420,9324,45468.0,5400000.0
