스타플렉스(115570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-01-10,8430,8550,8350,8550,7319,46170.0,5400000.0
2011-01-11,8400,8540,8390,8460,7808,45684.0,5400000.0
2011-01-12,8430,8470,8380,8440,8608,45576.0,5400000.0
2011-01-13,8410,8440,8250,8390,11087,45306.0,5400000.0
2011-01-14,8300,8500,8300,8400,4026,45360.0,5400000.0
2011-01-17,8470,8470,8300,8340,1133,45036.0,5400000.0
2011-01-18,8350,8400,8330,8330,3379,44982.0,5400000.0
2011-01-19,8320,8580,8270,8490,7870,45846.0,5400000.0
2011-01-20,8490,8530,8350,8440,6530,45576.0,5400000.0
2011-01-21,8410,8450,8310,8420,690,45468.0,5400000.0
2011-01-24,8320,8450,8260,8370,6676,45198.0,5400000.0
2011-01-25,8310,8410,8280,8380,2843,45252.0,5400000.0
2011-01-26,8290,8370,8260,8330,2444,44982.0,5400000.0
2011-01-27,8230,8540,8230,8450,2644,45630.0,5400000.0
2011-01-28,8430,8430,8290,8350,1526,45090.0,5400000.0
2011-01-31,8240,8350,8110,8160,8684,44064.0,5400000.0
2011-02-01,8160,8300,8160,8290,826,44766.0,5400000.0
2011-02-07,8280,8290,8100,8270,3267,44658.0,5400000.0
2011-02-08,8090,8290,8020,8110,11685,43794.0,5400000.0
2011-02-09,8070,8160,7990,8020,5874,43308.0,5400000.0
2011-02-10,8010,8110,7940,8000,4207,43200.0,5400000.0
2011-02-11,7950,8000,7810,7980,4316,43092.0,5400000.0
2011-02-14,7980,8090,7830,7950,3722,42930.0,5400000.0
2011-02-15,7950,7990,7460,7490,25023,40446.0,5400000.0
2011-02-16,7360,7710,7320,7450,3658,40230.0,5400000.0
2011-02-17,7380,7570,7120,7450,5572,40230.0,5400000.0
2011-02-18,7370,7550,7290,7350,2743,39690.0,5400000.0
2011-02-21,7340,7530,7240,7240,5137,39096.0,5400000.0
2011-02-22,7200,7200,6860,6890,12478,37206.0,5400000.0
2011-02-23,6680,6900,6650,6820,13271,36828.0,5400000.0
2011-02-24,6820,7000,6800,7000,5077,37800.0,5400000.0
2011-02-25,6990,7000,6800,6990,5555,37746.0,5400000.0
2011-02-28,6990,6990,6800,6800,6145,36720.0,5400000.0
2011-03-02,6660,6900,6660,6800,4879,36720.0,5400000.0
2011-03-03,6680,6880,6680,6820,3168,36828.0,5400000.0
2011-03-04,6820,6930,6760,6880,775,37152.0,5400000.0
2011-03-07,6890,6980,6850,6850,2535,36990.0,5400000.0
2011-03-08,6840,6930,6790,6840,4075,36936.0,5400000.0
2011-03-09,6800,6900,6760,6880,5151,37152.0,5400000.0
2011-03-10,6800,6900,6750,6870,2884,37098.0,5400000.0
2011-03-11,6780,7410,6770,6920,6398,37368.0,5400000.0
2011-03-14,6820,6940,6660,6800,4105,36720.0,5400000.0
2011-03-15,7050,7050,6570,6770,3161,36558.0,5400000.0
2011-03-16,6640,6880,6600,6840,1915,36936.0,5400000.0
2011-03-17,6660,6830,6600,6700,5761,36180.0,5400000.0
2011-03-18,6700,6880,6550,6750,3523,36450.0,5400000.0
2011-03-21,6660,6950,6650,6950,7271,37530.0,5400000.0
2011-03-22,6950,7080,6760,7020,6780,37908.0,5400000.0
2011-03-23,7080,7230,6990,7100,2687,38340.0,5400000.0
2011-03-24,7030,7200,7000,7170,2295,38718.0,5400000.0
2011-03-25,7050,7270,7040,7180,3425,38772.0,5400000.0
2011-03-28,7050,7200,6970,7150,5548,38610.0,5400000.0
2011-03-29,7070,7440,7070,7330,5680,39582.0,5400000.0
2011-03-30,7160,8090,7160,7900,23265,42660.0,5400000.0
2011-03-31,7900,8020,7670,7800,8587,42120.0,5400000.0
2011-04-01,7800,7890,7700,7890,7131,42606.0,5400000.0
2011-04-04,7800,8380,7800,8150,14112,44010.0,5400000.0
2011-04-05,8150,8900,8150,8750,18368,47250.0,5400000.0
2011-04-06,8750,8750,8360,8420,11637,45468.0,5400000.0
2011-04-07,8310,8640,8310,8490,11627,45846.0,5400000.0
2011-04-08,8400,8700,8400,8470,12301,45738.0,5400000.0
2011-04-11,8480,8570,8410,8550,8985,46170.0,5400000.0
2011-04-12,8500,8630,8480,8600,9493,46440.0,5400000.0
2011-04-13,8550,8890,8540,8780,4726,47412.0,5400000.0
2011-04-14,8780,9050,8720,9040,7861,48816.0,5400000.0
2011-04-15,8910,9050,8850,8970,4805,48438.0,5400000.0
2011-04-18,8970,9040,8520,8900,3247,48060.0,5400000.0
2011-04-19,8720,8880,8450,8700,9107,46980.0,5400000.0
2011-04-20,8620,8930,8400,8700,5071,46980.0,5400000.0
2011-04-21,8700,8800,8350,8690,5472,46926.0,5400000.0
2011-04-22,8800,8800,8230,8400,8619,45360.0,5400000.0
2011-04-25,8400,8420,7890,7910,15793,42714.0,5400000.0
2011-04-26,8390,8390,7700,7800,15467,42120.0,5400000.0
2011-04-27,8090,8090,7820,7850,10806,42390.0,5400000.0
2011-04-28,8090,8090,7740,7850,3081,42390.0,5400000.0
2011-04-29,7660,8220,7660,7900,2167,42660.0,5400000.0
2011-05-02,8140,8140,7700,7900,3925,42660.0,5400000.0
2011-05-03,7940,7940,7700,7880,3875,42552.0,5400000.0
2011-05-04,7870,7870,7710,7840,2770,42336.0,5400000.0
2011-05-06,7890,7890,7690,7750,686,41850.0,5400000.0
2011-05-09,7790,7800,7310,7680,3147,41472.0,5400000.0
2011-05-11,7680,7750,7550,7720,597,41688.0,5400000.0
2011-05-12,7600,7700,7550,7640,682,41256.0,5400000.0
2011-05-13,7640,7640,7510,7610,2406,41094.0,5400000.0
2011-05-16,7550,7610,7300,7300,3876,39420.0,5400000.0
2011-05-17,7300,7550,7010,7150,9319,38610.0,5400000.0
2011-05-18,7150,7180,7010,7140,3950,38556.0,5400000.0
2011-05-19,7140,7180,7000,7080,1932,38232.0,5400000.0
2011-05-20,7080,7170,7000,7010,5191,37854.0,5400000.0
2011-05-23,7000,7080,6300,6530,5185,35262.0,5400000.0
2011-05-24,6780,6780,6460,6620,2175,35748.0,5400000.0
2011-05-25,6650,6650,6350,6620,2455,35748.0,5400000.0
2011-05-26,6530,6670,6120,6450,5832,34830.0,5400000.0
2011-05-27,6320,6520,6280,6480,528,34992.0,5400000.0
2011-05-30,6440,6550,6440,6460,6446,34884.0,5400000.0
2011-05-31,6390,6540,6380,6490,1969,35046.0,5400000.0
2011-06-01,6410,6550,6410,6490,1247,35046.0,5400000.0
2011-06-02,6400,6490,6220,6400,4463,34560.0,5400000.0
2011-06-03,6250,6400,6250,6300,3081,34020.0,5400000.0
2011-06-07,6260,6300,6070,6250,5400,33750.0,5400000.0
2011-06-08,6150,6200,6030,6180,2658,33372.0,5400000.0
2011-06-09,6200,6200,5950,6100,3271,32940.0,5400000.0
2011-06-10,6050,6350,5910,6250,1036,33750.0,5400000.0
2011-06-13,6000,6350,5990,6070,4391,32778.0,5400000.0
2011-06-14,6000,6230,6000,6080,617,32832.0,5400000.0
2011-06-15,6010,6150,5900,6150,1546,33210.0,5400000.0
2011-06-16,5990,6200,5970,6000,1445,32400.0,5400000.0
2011-06-17,5990,6120,5970,6090,1010,32886.0,5400000.0
2011-06-20,5990,6290,5990,6100,4761,32940.0,5400000.0
2011-06-21,6030,6160,6030,6160,5100,33264.0,5400000.0
2011-06-22,6080,6250,6080,6190,3847,33426.0,5400000.0
2011-06-23,6090,6230,6090,6200,1004,33480.0,5400000.0
2011-06-24,6210,6210,6080,6160,3287,33264.0,5400000.0
2011-06-27,6090,6440,6080,6400,44382,34560.0,5400000.0
2011-06-28,6390,6400,5790,5860,54249,31644.0,5400000.0
2011-06-29,5860,5990,5850,5950,11616,32130.0,5400000.0
2011-06-30,6050,6050,5850,5940,6186,32076.0,5400000.0
2011-07-01,5940,6000,5850,5920,6628,31968.0,5400000.0
2011-07-04,5900,5990,5900,5920,5790,31968.0,5400000.0
2011-07-05,5930,6060,5910,6000,6068,32400.0,5400000.0
2011-07-06,5950,6130,5930,6080,2824,32832.0,5400000.0
2011-07-07,6060,6440,6060,6340,13788,34236.0,5400000.0
2011-07-08,6340,6530,6270,6420,5751,34668.0,5400000.0
2011-07-11,6450,6470,6220,6450,6972,34830.0,5400000.0
2011-07-12,6390,6390,6160,6340,1551,34236.0,5400000.0
2011-07-13,6340,6440,6150,6340,5167,34236.0,5400000.0
2011-07-14,6400,6400,6230,6350,1209,34290.0,5400000.0
2011-07-15,6380,6450,6200,6270,5977,33858.0,5400000.0
2011-07-18,6290,6430,6190,6240,1631,33696.0,5400000.0
2011-07-19,6200,6450,6180,6350,6288,34290.0,5400000.0
2011-07-20,6340,6500,6340,6400,7537,34560.0,5400000.0
2011-07-21,6400,6450,6310,6400,3334,34560.0,5400000.0
2011-07-22,6330,6600,6330,6450,7589,34830.0,5400000.0
2011-07-25,6430,6630,6320,6540,4235,35316.0,5400000.0
2011-07-26,6590,6640,6260,6610,3987,35694.0,5400000.0
2011-07-27,6610,6650,6410,6410,2738,34614.0,5400000.0
2011-07-28,6280,6530,6150,6170,10261,33318.0,5400000.0
2011-07-29,6220,6380,6180,6200,4684,33480.0,5400000.0
2011-08-01,6290,6560,6220,6490,12914,35046.0,5400000.0
2011-08-02,6600,6600,6310,6470,8092,34938.0,5400000.0
2011-08-03,6300,6490,6230,6390,5016,34506.0,5400000.0
2011-08-04,6450,6450,6250,6390,5714,34506.0,5400000.0
2011-08-05,6360,6360,5900,6260,5043,33804.0,5400000.0
2011-08-08,6270,6270,5730,5900,4283,31860.0,5400000.0
2011-08-09,5310,6080,5020,5480,8685,29592.0,5400000.0
2011-08-10,5600,5840,5600,5780,2619,31212.0,5400000.0
2011-08-11,5820,5850,5290,5770,1301,31158.0,5400000.0
2011-08-12,5820,6100,5610,6100,12358,32940.0,5400000.0
2011-08-16,6150,6220,5910,6130,7285,33102.0,5400000.0
2011-08-17,6130,6400,6050,6380,12896,34452.0,5400000.0
2011-08-18,6410,6410,6180,6210,9055,33534.0,5400000.0
2011-08-19,6200,6200,5800,6030,3580,32562.0,5400000.0
2011-08-22,6290,6290,5810,6020,1586,32508.0,5400000.0
2011-08-23,6190,6190,5910,6080,760,32832.0,5400000.0
2011-08-24,6140,6140,5900,6040,4321,32616.0,5400000.0
2011-08-25,6100,6100,5800,5960,5015,32184.0,5400000.0
2011-08-26,5800,5990,5800,5960,2641,32184.0,5400000.0
2011-08-29,5960,5970,5840,5950,4468,32130.0,5400000.0
2011-08-30,5960,6000,5900,5990,1360,32346.0,5400000.0
2011-08-31,5930,6140,5800,6080,1774,32832.0,5400000.0
2011-09-01,6080,6180,6000,6090,665,32886.0,5400000.0
2011-09-02,6100,6100,5960,6030,2968,32562.0,5400000.0
2011-09-05,5900,5990,5810,5910,15651,31914.0,5400000.0
2011-09-06,5890,5990,5710,5770,1203,31158.0,5400000.0
2011-09-07,5950,5950,5760,5810,5016,31374.0,5400000.0
2011-09-08,5760,6170,5760,5900,10264,31860.0,5400000.0
2011-09-09,5800,6110,5800,5970,2788,32238.0,5400000.0
2011-09-14,6150,6150,5810,5920,545,31968.0,5400000.0
2011-09-15,5920,6080,5830,5830,1305,31482.0,5400000.0
2011-09-16,5730,5990,5730,5790,7000,31266.0,5400000.0
2011-09-19,5790,5980,5790,5800,1958,31320.0,5400000.0
2011-09-20,5840,6000,5800,5810,1702,31374.0,5400000.0
2011-09-21,5760,5970,5650,5790,2519,31266.0,5400000.0
2011-09-22,5990,5990,5770,5880,84,31752.0,5400000.0
2011-09-23,5610,5870,5510,5830,1676,31482.0,5400000.0
2011-09-26,5730,5870,5600,5730,8585,30942.0,5400000.0
2011-09-27,5450,5900,5450,5670,401,30618.0,5400000.0
2011-09-28,5910,5910,4860,5740,1628,30996.0,5400000.0
2011-09-29,5700,5760,5610,5760,936,31104.0,5400000.0
2011-09-30,5760,5790,5580,5750,519,31050.0,5400000.0
2011-10-04,5840,5840,5500,5700,3053,30780.0,5400000.0
2011-10-05,5700,5850,5510,5780,2022,31212.0,5400000.0
2011-10-06,5630,5830,5510,5750,4210,31050.0,5400000.0
