엔에이치스팩14호(319400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-08,2115,2240,2025,2030,2869310,17499.0,8620000.0
2019-05-09,2050,2070,2025,2035,384982,17542.0,8620000.0
2019-05-10,2040,2045,2025,2040,327737,17585.0,8620000.0
2019-05-13,2040,2055,2035,2050,286049,17671.0,8620000.0
2019-05-14,2055,2170,2035,2070,1226886,17843.0,8620000.0
2019-05-15,2060,2080,2040,2045,121836,17628.0,8620000.0
2019-05-16,2040,2060,2040,2040,122181,17585.0,8620000.0
2019-05-17,2055,2055,2040,2045,71888,17628.0,8620000.0
2019-05-20,2040,2060,2040,2045,52697,17628.0,8620000.0
2019-05-21,2050,2050,2035,2040,93135,17585.0,8620000.0
2019-05-22,2040,2055,2030,2040,117277,17585.0,8620000.0
2019-05-23,2045,2050,2040,2045,34640,17628.0,8620000.0
2019-05-24,2050,2055,2045,2045,48056,17628.0,8620000.0
2019-05-27,2045,2055,2045,2050,43311,17671.0,8620000.0
2019-05-28,2050,2055,2045,2055,48377,17714.0,8620000.0
2019-05-29,2050,2060,2050,2050,18199,17671.0,8620000.0
2019-05-30,2055,2055,2040,2045,48407,17628.0,8620000.0
2019-05-31,2065,2065,2045,2050,9123,17671.0,8620000.0
2019-06-03,2060,2090,2045,2060,281398,17757.0,8620000.0
2019-06-04,2070,2110,2050,2050,355001,17671.0,8620000.0
2019-06-05,2050,2070,2050,2055,42794,17714.0,8620000.0
2019-06-07,2055,2065,2055,2060,53129,17757.0,8620000.0
2019-06-10,2055,2070,2055,2060,28673,17757.0,8620000.0
2019-06-11,2065,2075,2060,2070,53043,17843.0,8620000.0
2019-06-12,2075,2075,2065,2075,17543,17886.0,8620000.0
2019-06-13,2075,2080,2065,2065,39369,17800.0,8620000.0
2019-06-14,2070,2090,2065,2085,146808,17973.0,8620000.0
2019-06-17,2095,2095,2075,2090,31823,18016.0,8620000.0
2019-06-18,2095,2095,2080,2085,9265,17973.0,8620000.0
2019-06-19,2090,2090,2080,2090,51189,18016.0,8620000.0
2019-06-20,2095,2100,2085,2100,48765,18102.0,8620000.0
2019-06-21,2100,2105,2095,2105,47369,18145.0,8620000.0
2019-06-24,2100,2100,2090,2095,29368,18059.0,8620000.0
2019-06-25,2095,2105,2085,2090,144241,18016.0,8620000.0
2019-06-26,2090,2105,2090,2090,41643,18016.0,8620000.0
