하이즈항공(221840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-10,7750,7900,7720,7870,68603,139269.0,17696167.0
2017-08-11,7780,7960,7730,7880,57783,139446.0,17696167.0
2017-08-14,7940,8000,7740,7780,42949,137676.0,17696167.0
2017-08-16,7810,7950,7790,7910,82631,139977.0,17696167.0
2017-08-17,8130,8130,7920,8100,30250,143339.0,17696167.0
2017-08-18,8010,8120,7900,7980,56436,141215.0,17696167.0
2017-08-21,8080,8090,7880,7990,16853,141392.0,17696167.0
2017-08-22,8040,8040,7780,7950,34215,140685.0,17696167.0
2017-08-23,7900,7920,7710,7730,56548,136791.0,17696167.0
2017-08-24,7730,7740,7600,7660,60883,135553.0,17696167.0
2017-08-25,7590,7920,7590,7820,56340,138384.0,17696167.0
2017-08-28,7860,8050,7860,7960,55133,140861.0,17696167.0
2017-08-29,7960,8070,7910,8030,22148,142100.0,17696167.0
2017-08-30,8090,8100,7880,8090,37022,143162.0,17696167.0
2017-08-31,8120,8120,7980,8100,40688,143339.0,17696167.0
2017-09-01,8140,8320,8040,8320,64952,147232.0,17696167.0
2017-09-04,8120,8320,8110,8150,40340,144224.0,17696167.0
2017-09-05,8260,8310,8020,8190,18880,144932.0,17696167.0
2017-09-06,8260,8260,7950,8170,28143,144578.0,17696167.0
2017-09-07,8250,8800,8000,8170,281754,144578.0,17696167.0
2017-09-08,8300,8560,8190,8190,130257,144932.0,17696167.0
2017-09-11,8160,8380,8060,8260,49062,146170.0,17696167.0
2017-09-12,8360,8360,8100,8130,59687,143870.0,17696167.0
2017-09-13,8070,8150,7880,7900,57335,139800.0,17696167.0
2017-09-14,7880,8050,7700,7750,70679,137145.0,17696167.0
2017-09-15,7720,7810,7580,7750,119104,137145.0,17696167.0
2017-09-18,7710,7830,7610,7690,42644,136084.0,17696167.0
2017-09-19,7650,7790,7440,7450,135931,131836.0,17696167.0
2017-09-20,7450,7580,7300,7410,62969,131129.0,17696167.0
2017-09-21,7410,7510,7280,7390,32245,130775.0,17696167.0
2017-09-22,7320,7410,7200,7260,34857,128474.0,17696167.0
2017-09-25,7320,7350,7030,7140,51898,126351.0,17696167.0
2017-09-26,6950,7150,6910,7140,32764,126351.0,17696167.0
2017-09-27,7140,7180,6970,7070,52503,125112.0,17696167.0
2017-09-28,7080,7250,6950,6950,35024,122988.0,17696167.0
2017-09-29,6850,7110,6770,6860,91480,121396.0,17696167.0
2017-10-10,6990,6990,6860,6960,13169,123165.0,17696167.0
2017-10-11,6950,6990,6840,6960,48158,123165.0,17696167.0
2017-10-12,6960,6960,6780,6890,38105,121927.0,17696167.0
2017-10-13,6870,6910,6790,6910,43874,122281.0,17696167.0
2017-10-16,6800,7000,6800,7000,35443,123873.0,17696167.0
2017-10-17,6940,7300,6940,7250,63895,128297.0,17696167.0
2017-10-18,7310,7430,7180,7370,38753,130421.0,17696167.0
2017-10-19,7500,7500,7370,7400,42295,130952.0,17696167.0
2017-10-20,7530,7550,7300,7440,17259,131659.0,17696167.0
2017-10-23,7370,7570,7320,7400,22946,130952.0,17696167.0
2017-10-24,7330,7490,7300,7380,38005,130598.0,17696167.0
2017-10-25,7380,7450,7320,7350,19881,130067.0,17696167.0
2017-10-26,7450,7450,7280,7390,24496,130775.0,17696167.0
2017-10-27,7320,7500,7320,7490,21342,132544.0,17696167.0
2017-10-30,7500,7650,7490,7640,42118,135199.0,17696167.0
2017-10-31,7700,7730,7600,7720,70493,136614.0,17696167.0
2017-11-01,7800,7820,7660,7800,25041,138030.0,17696167.0
2017-11-02,7740,7860,7230,7750,15600,137145.0,17696167.0
2017-11-03,7830,7830,7500,7760,26669,137322.0,17696167.0
2017-11-06,7710,7810,7550,7600,27450,134491.0,17696167.0
2017-11-07,7600,7660,7420,7610,32446,134668.0,17696167.0
2017-11-08,7560,7660,7550,7620,12075,134845.0,17696167.0
2017-11-09,7600,7700,7460,7560,22012,133783.0,17696167.0
2017-11-10,7460,7560,7390,7410,42886,131129.0,17696167.0
2017-11-13,7450,7550,7360,7530,35123,133252.0,17696167.0
2017-11-14,7530,7550,7440,7510,12425,132898.0,17696167.0
2017-11-15,7550,7560,7310,7430,41669,131483.0,17696167.0
2017-11-16,7450,7460,7300,7360,36296,130244.0,17696167.0
2017-11-17,7400,7560,7300,7440,38975,131659.0,17696167.0
2017-11-20,7530,7570,7360,7540,20853,133429.0,17696167.0
2017-11-21,7600,7610,7400,7590,42803,134314.0,17696167.0
2017-11-22,7610,7610,7420,7490,26198,132544.0,17696167.0
2017-11-23,7520,7520,7410,7490,18415,132544.0,17696167.0
2017-11-24,7550,7610,7390,7600,37410,134491.0,17696167.0
2017-11-27,7670,7800,7570,7770,53857,137499.0,17696167.0
2017-11-28,7890,7890,7720,7800,38699,138030.0,17696167.0
2017-11-29,7680,7880,7680,7820,57989,138384.0,17696167.0
2017-11-30,7820,7900,7700,7730,51500,136791.0,17696167.0
2017-12-01,7820,7860,7730,7830,20923,138561.0,17696167.0
2017-12-04,7740,7900,7700,7850,29291,138915.0,17696167.0
2017-12-05,7770,7900,7710,7850,49456,138915.0,17696167.0
2017-12-06,7850,7900,7800,7860,33451,139092.0,17696167.0
2017-12-07,7900,7900,7710,7750,44641,137145.0,17696167.0
2017-12-08,7700,7750,7510,7530,43262,133252.0,17696167.0
2017-12-11,7560,7750,7470,7600,20274,134491.0,17696167.0
2017-12-12,7510,7740,7510,7650,18183,135376.0,17696167.0
2017-12-13,7620,7730,7530,7600,16623,134491.0,17696167.0
2017-12-14,7600,7730,7510,7560,16734,133783.0,17696167.0
2017-12-15,7510,7660,7350,7500,64398,132721.0,17696167.0
2017-12-18,7510,7540,7170,7210,67266,127589.0,17696167.0
2017-12-19,7290,7290,7000,7090,53436,125466.0,17696167.0
2017-12-20,7200,7330,7080,7280,44248,128828.0,17696167.0
2017-12-21,7300,7360,7090,7230,65590,127943.0,17696167.0
2017-12-22,7350,7350,7030,7120,22704,125997.0,17696167.0
2017-12-26,7280,7280,6950,7120,57694,125997.0,17696167.0
2017-12-27,7110,7120,6980,7000,18829,123873.0,17696167.0
2017-12-28,7100,7110,6960,7100,19406,125643.0,17696167.0
2018-01-02,7190,7190,7060,7160,12925,126705.0,17696167.0
2018-01-03,7220,7220,7070,7130,16623,126174.0,17696167.0
2018-01-04,7100,7150,7070,7130,61844,126174.0,17696167.0
2018-01-05,7140,7160,7040,7110,28305,125820.0,17696167.0
2018-01-08,7160,7160,6930,7040,46807,124581.0,17696167.0
2018-01-09,7100,7100,6930,7020,51189,124227.0,17696167.0
2018-01-10,7020,7070,6900,7020,28954,124227.0,17696167.0
2018-01-11,7140,7140,6990,7080,27646,125289.0,17696167.0
2018-01-12,7110,7110,6940,7050,34232,124758.0,17696167.0
2018-01-15,7050,7060,6910,6990,68160,123696.0,17696167.0
2018-01-16,7240,7240,6990,7080,41320,125289.0,17696167.0
2018-01-17,7100,7140,6980,7040,61487,124581.0,17696167.0
2018-01-18,7040,7090,6980,7080,65189,125289.0,17696167.0
2018-01-19,7060,7590,7060,7530,148497,133252.0,17696167.0
2018-01-22,7690,7740,7390,7560,92394,133783.0,17696167.0
2018-01-23,7560,7680,7450,7520,72134,133075.0,17696167.0
2018-01-24,7500,7620,7410,7590,70277,134314.0,17696167.0
2018-01-25,7580,7660,7510,7640,63662,135199.0,17696167.0
2018-01-26,7630,7850,7550,7800,111843,138030.0,17696167.0
2018-01-29,7900,8100,7830,8000,125779,141569.0,17696167.0
2018-01-30,8000,8030,7650,7840,98597,138738.0,17696167.0
2018-01-31,7800,7820,7500,7680,86563,135907.0,17696167.0
2018-02-01,7730,7980,7600,7930,103455,140331.0,17696167.0
2018-02-02,8000,8000,7810,7990,69049,141392.0,17696167.0
2018-02-05,7800,8000,7550,7750,67725,137145.0,17696167.0
2018-02-06,7500,7590,7200,7590,117376,134314.0,17696167.0
2018-02-07,7750,7750,7280,7280,80734,128828.0,17696167.0
2018-02-08,7280,7440,7240,7340,27403,129890.0,17696167.0
2018-02-09,7190,7250,7060,7120,66697,125997.0,17696167.0
2018-02-12,7160,7250,7080,7130,23414,126174.0,17696167.0
2018-02-13,7290,7290,7060,7070,27061,125112.0,17696167.0
2018-02-14,7140,7140,7010,7010,32310,124050.0,17696167.0
2018-02-19,7050,7280,7050,7260,24023,128474.0,17696167.0
2018-02-20,7300,7330,7160,7240,11840,128120.0,17696167.0
2018-02-21,7240,7290,7150,7270,15326,128651.0,17696167.0
2018-02-22,7290,7290,7170,7240,33016,128120.0,17696167.0
2018-02-23,7340,7350,7230,7340,17799,129890.0,17696167.0
2018-02-26,7340,7530,7290,7330,29247,129713.0,17696167.0
2018-02-27,7330,7490,7140,7190,37877,127235.0,17696167.0
2018-02-28,7130,7250,7100,7130,24702,126174.0,17696167.0
2018-03-02,7120,7140,6950,7140,50157,126351.0,17696167.0
2018-03-05,7030,7130,6990,7060,25655,124935.0,17696167.0
2018-03-06,7080,7180,7010,7080,15688,125289.0,17696167.0
2018-03-07,7080,7110,7000,7070,40829,125112.0,17696167.0
2018-03-08,7070,7120,6930,6930,38303,122634.0,17696167.0
2018-03-09,6940,7420,6940,7190,40396,127235.0,17696167.0
2018-03-12,7290,7290,7190,7260,18540,128474.0,17696167.0
2018-03-13,7300,7300,7140,7220,20205,127766.0,17696167.0
2018-03-14,7140,7260,7130,7240,29427,128120.0,17696167.0
2018-03-15,7240,7310,7140,7280,37476,128828.0,17696167.0
2018-03-16,7280,7280,7180,7240,33919,128120.0,17696167.0
2018-03-19,7300,7300,7150,7240,8304,128120.0,17696167.0
2018-03-20,7290,7300,7110,7210,12984,127589.0,17696167.0
2018-03-21,7290,7300,7170,7200,19763,127412.0,17696167.0
2018-03-22,7220,7220,7070,7130,40991,126174.0,17696167.0
2018-03-23,6980,7160,6950,7040,35487,124581.0,17696167.0
2018-03-26,7040,7100,6950,7010,17852,124050.0,17696167.0
2018-03-27,7100,7110,7000,7020,15027,124227.0,17696167.0
2018-03-28,6890,7060,6890,6990,18385,123696.0,17696167.0
2018-03-29,7080,7080,6900,6990,14430,123696.0,17696167.0
2018-03-30,6990,7020,6900,7000,37975,123873.0,17696167.0
2018-04-02,7050,7180,7010,7100,41248,125643.0,17696167.0
2018-04-03,7110,7170,7010,7110,12844,125820.0,17696167.0
2018-04-04,7200,7200,7020,7090,24080,125466.0,17696167.0
2018-04-05,7150,7160,7030,7090,19930,125466.0,17696167.0
2018-04-06,7090,7130,6980,6980,43420,123519.0,17696167.0
2018-04-09,6980,6990,6910,6940,27828,122811.0,17696167.0
2018-04-10,7000,7090,6890,7000,22513,123873.0,17696167.0
2018-04-11,6980,7070,6900,6970,24415,123342.0,17696167.0
2018-04-12,6970,7000,6920,6980,74354,123519.0,17696167.0
2018-04-13,6980,7020,6920,6980,42087,123519.0,17696167.0
2018-04-16,6970,7020,6950,7000,31971,123873.0,17696167.0
2018-04-17,7040,7210,7020,7100,44925,125643.0,17696167.0
2018-04-18,7170,7170,7000,7010,42215,124050.0,17696167.0
2018-04-19,7060,7310,6950,7170,120618,126882.0,17696167.0
2018-04-20,7140,7280,7090,7260,78322,128474.0,17696167.0
2018-04-23,7260,7310,6970,7150,77035,126528.0,17696167.0
2018-04-24,7080,7150,7020,7090,59892,125466.0,17696167.0
2018-04-25,7080,7160,7000,7070,47520,125112.0,17696167.0
2018-04-26,7140,7140,7030,7040,46739,124581.0,17696167.0
2018-04-27,7010,7100,6990,7070,54305,125112.0,17696167.0
2018-04-30,7070,7130,7010,7080,56463,125289.0,17696167.0
2018-05-02,7010,7070,6900,6930,91664,122634.0,17696167.0
2018-05-03,6900,7030,6870,6900,48508,122104.0,17696167.0
2018-05-04,6900,7030,6900,7010,47029,124050.0,17696167.0
2018-05-08,7000,7030,6780,6880,42476,121750.0,17696167.0
2018-05-09,6840,6900,6740,6850,61444,121219.0,17696167.0
2018-05-10,6850,6850,6680,6800,67161,120334.0,17696167.0
2018-05-11,6700,6820,6700,6800,21971,120334.0,17696167.0
2018-05-14,6860,6860,6770,6810,23725,120511.0,17696167.0
2018-05-15,6800,6860,6740,6770,16339,119803.0,17696167.0
2018-05-16,6770,6820,6690,6740,21610,119272.0,17696167.0
2018-05-17,6740,6850,6690,6720,17694,118918.0,17696167.0
2018-05-18,6720,6790,6700,6740,23556,119272.0,17696167.0
2018-05-21,6740,6870,6710,6820,22463,120688.0,17696167.0
2018-05-23,6770,6800,6680,6700,48295,118564.0,17696167.0
2018-05-24,6700,6740,6680,6730,21851,119095.0,17696167.0
2018-05-25,6720,6740,6600,6640,28800,117503.0,17696167.0
2018-05-28,6630,6640,6590,6630,53739,117326.0,17696167.0
2018-05-29,6640,6690,6600,6670,40608,118033.0,17696167.0
2018-05-30,6740,6740,6590,6710,30445,118741.0,17696167.0
2018-05-31,6680,6720,6600,6700,25295,118564.0,17696167.0
2018-06-01,6630,6710,6630,6690,17511,118387.0,17696167.0
2018-06-04,6630,6730,6560,6700,19724,118564.0,17696167.0
2018-06-05,6730,6740,6630,6740,17869,119272.0,17696167.0
2018-06-07,6740,6880,6670,6840,62061,121042.0,17696167.0
2018-06-08,6930,6940,6810,6840,31238,121042.0,17696167.0
2018-06-11,6910,7930,6870,7130,891728,126174.0,17696167.0
2018-06-12,7160,7160,6940,7010,172169,124050.0,17696167.0
2018-06-14,6990,7040,6780,6800,89926,120334.0,17696167.0
2018-06-15,6810,6900,6740,6770,50717,119803.0,17696167.0
2018-06-18,6770,6800,6580,6650,86759,117680.0,17696167.0
2018-06-19,6690,6690,6500,6530,43554,115556.0,17696167.0
2018-06-20,6410,6530,6410,6520,37217,115379.0,17696167.0
2018-06-21,6590,6620,6470,6480,16319,114671.0,17696167.0
2018-06-22,6650,6650,6410,6430,20708,113786.0,17696167.0
2018-06-25,6370,6650,6330,6460,40818,114317.0,17696167.0
2018-06-26,6430,6500,6320,6500,20870,115025.0,17696167.0
2018-06-27,6410,6580,6400,6510,30099,115202.0,17696167.0
2018-06-28,6540,6590,6430,6550,23366,115910.0,17696167.0
2018-06-29,6550,6630,6480,6600,21890,116795.0,17696167.0
2018-07-02,6560,6600,6300,6450,39296,114140.0,17696167.0
2018-07-03,6320,6450,6320,6350,17663,112371.0,17696167.0
2018-07-04,6190,6230,5970,6070,198144,107416.0,17696167.0
2018-07-05,6000,6120,5960,6030,62650,106708.0,17696167.0
2018-07-06,6000,6200,5960,6150,30706,108831.0,17696167.0
2018-07-09,6150,6240,6080,6230,17283,110247.0,17696167.0
2018-07-10,6230,6300,6200,6300,22586,111486.0,17696167.0
2018-07-11,6300,6300,6100,6200,23169,109716.0,17696167.0
2018-07-12,6380,6380,6090,6220,20399,110070.0,17696167.0
2018-07-13,6220,6300,6090,6260,30494,110778.0,17696167.0
2018-07-16,6180,6280,6180,6250,6200,110601.0,17696167.0
2018-07-17,6300,6320,6200,6260,16986,110778.0,17696167.0
2018-07-18,6260,6310,6150,6200,19513,109716.0,17696167.0
2018-07-19,6130,6160,5940,6000,59791,106177.0,17696167.0
2018-07-20,6000,6080,5770,6040,91434,106885.0,17696167.0
2018-07-23,5990,6040,5900,5950,24992,105292.0,17696167.0
2018-07-24,5830,6030,5810,5900,56854,104407.0,17696167.0
2018-07-25,5980,6000,5660,5780,31774,102284.0,17696167.0
2018-07-26,5830,5890,5650,5780,50147,102284.0,17696167.0
2018-07-27,5800,5820,5740,5800,28025,102638.0,17696167.0
2018-07-30,5830,5880,5700,5800,13842,102638.0,17696167.0
2018-07-31,5800,5850,5750,5840,18920,103346.0,17696167.0
2018-08-01,5840,5920,5790,5870,25953,103877.0,17696167.0
2018-08-02,5870,5870,5700,5820,45615,102992.0,17696167.0
2018-08-03,5850,5890,5750,5890,14888,104230.0,17696167.0
2018-08-06,5880,6290,5860,6200,79645,109716.0,17696167.0
2018-08-07,6110,6220,6070,6090,26523,107770.0,17696167.0
2018-08-08,6060,6190,6040,6090,7823,107770.0,17696167.0
2018-08-09,6130,6150,5970,6040,20954,106885.0,17696167.0
2018-08-10,6150,6150,5900,5900,25950,104407.0,17696167.0
2018-08-13,5900,5930,5730,5800,28041,102638.0,17696167.0
2018-08-14,5810,5930,5710,5880,15746,104053.0,17696167.0
2018-08-16,5820,5980,5740,5880,35703,104053.0,17696167.0
2018-08-17,5900,5960,5820,5920,41286,104761.0,17696167.0
2018-08-20,5920,5970,5840,5910,17984,104584.0,17696167.0
2018-08-21,5890,5950,5870,5930,6471,104938.0,17696167.0
2018-08-22,5910,5930,5770,5830,26518,103169.0,17696167.0
2018-08-23,5870,5880,5690,5750,29568,101753.0,17696167.0
2018-08-24,5750,5820,5690,5750,12711,101753.0,17696167.0
2018-08-27,5800,5850,5660,5830,26418,103169.0,17696167.0
2018-08-28,5720,5850,5720,5810,11569,102815.0,17696167.0
2018-08-29,5810,5850,5780,5820,10706,102992.0,17696167.0
2018-08-30,5820,5910,5800,5870,11603,103877.0,17696167.0
2018-08-31,5870,5890,5750,5800,22206,102638.0,17696167.0
2018-09-03,5860,5870,5780,5830,8254,103169.0,17696167.0
2018-09-04,5830,5870,5770,5830,8966,103169.0,17696167.0
2018-09-05,5800,5920,5800,5850,13256,103523.0,17696167.0
2018-09-06,5880,5890,5830,5880,14343,104053.0,17696167.0
2018-09-07,5880,5990,5870,5990,37823,106000.0,17696167.0
2018-09-10,6000,6210,5940,6200,78160,109716.0,17696167.0
2018-09-11,6200,6420,6100,6420,96163,113609.0,17696167.0
2018-09-12,6400,6530,6380,6510,98275,115202.0,17696167.0
2018-09-13,6530,6660,6440,6620,52212,117149.0,17696167.0
2018-09-14,6600,6700,6550,6700,48796,118564.0,17696167.0
2018-09-17,6680,6720,6640,6670,24698,118033.0,17696167.0
2018-09-18,6600,6750,6600,6750,49286,119449.0,17696167.0
2018-09-19,6760,6780,6590,6610,32837,116972.0,17696167.0
2018-09-20,6610,6650,6480,6520,36298,115379.0,17696167.0
2018-09-21,6510,6510,6200,6500,87360,115025.0,17696167.0
2018-09-27,6510,6870,6510,6720,69393,118918.0,17696167.0
2018-09-28,6610,7020,6270,6420,214517,113609.0,17696167.0
2018-10-01,6340,6420,6240,6320,43069,111840.0,17696167.0
2018-10-02,6150,6450,6150,6390,53456,113079.0,17696167.0
2018-10-04,6330,6510,6330,6500,55979,115025.0,17696167.0
2018-10-05,6540,6620,6380,6590,46521,116618.0,17696167.0
2018-10-08,6420,6690,6420,6640,42792,117503.0,17696167.0
2018-10-10,6590,6630,6430,6430,30688,113786.0,17696167.0
2018-10-11,6060,6350,6000,6090,43303,107770.0,17696167.0
2018-10-12,5860,6310,5860,6200,23224,109716.0,17696167.0
2018-10-15,6230,6390,6200,6260,6557,110778.0,17696167.0
2018-10-16,6250,6450,6250,6450,21471,114140.0,17696167.0
2018-10-17,6450,6500,6380,6400,6667,113255.0,17696167.0
2018-10-18,6400,6570,6280,6390,6727,113079.0,17696167.0
2018-10-19,6380,6400,6220,6310,19564,111663.0,17696167.0
2018-10-22,6470,6470,6300,6470,33431,114494.0,17696167.0
2018-10-23,6470,6480,6110,6300,52336,111486.0,17696167.0
2018-10-24,6420,6420,6150,6250,11512,110601.0,17696167.0
2018-10-25,6050,6260,5960,6220,28244,110070.0,17696167.0
2018-10-26,6070,6290,5800,5980,36793,105823.0,17696167.0
2018-10-29,5780,5900,5270,5410,51190,95736.0,17696167.0
2018-10-30,4885,5740,4885,5210,68743,92197.0,17696167.0
2018-10-31,5100,5560,5050,5540,86342,98037.0,17696167.0
2018-11-01,5540,5780,5540,5720,32867,101222.0,17696167.0
2018-11-02,5570,5980,5510,5980,59698,105823.0,17696167.0
2018-11-05,5980,6090,5850,5910,9037,104584.0,17696167.0
2018-11-06,5940,6130,5940,6080,15597,107593.0,17696167.0
2018-11-07,6260,6260,6060,6090,19683,107770.0,17696167.0
2018-11-08,6090,6230,6090,6130,15305,108478.0,17696167.0
2018-11-09,6010,6110,5950,6030,23365,106708.0,17696167.0
2018-11-12,6080,6100,5890,6010,4758,106354.0,17696167.0
2018-11-13,5910,6010,5900,5990,7459,106000.0,17696167.0
2018-11-14,6140,6160,5970,6020,3946,106531.0,17696167.0
2018-11-15,6020,6070,5950,6020,10844,106531.0,17696167.0
2018-11-16,6090,6090,5960,6030,4273,106708.0,17696167.0
2018-11-19,6070,6100,5990,6040,20438,106885.0,17696167.0
2018-11-20,6090,6090,5950,6000,6555,106177.0,17696167.0
2018-11-21,6040,6100,5940,6000,3231,106177.0,17696167.0
2018-11-22,6080,6080,5890,5970,11858,105646.0,17696167.0
2018-11-23,5980,6110,5820,5940,7347,105115.0,17696167.0
2018-11-26,5950,6040,5800,5830,11131,103169.0,17696167.0
2018-11-27,5830,5950,5800,5820,9357,102992.0,17696167.0
2018-11-28,5830,5930,5790,5880,10822,104053.0,17696167.0
2018-11-29,5930,5960,5820,5870,17393,103877.0,17696167.0
2018-11-30,5870,5940,5790,5800,3810,102638.0,17696167.0
2018-12-03,5800,5980,5710,5830,14011,103169.0,17696167.0
2018-12-04,5800,5910,5730,5840,8591,103346.0,17696167.0
2018-12-05,5840,5840,5770,5810,1266,102815.0,17696167.0
2018-12-06,5810,5930,5640,5750,11674,101753.0,17696167.0
2018-12-07,5710,5800,5700,5730,2978,101399.0,17696167.0
2018-12-10,5730,5890,5620,5720,7835,101222.0,17696167.0
2018-12-11,5790,5790,5510,5730,16839,101399.0,17696167.0
2018-12-12,5700,5770,5650,5760,9266,101930.0,17696167.0
2018-12-13,5700,5780,5630,5630,12829,99629.0,17696167.0
2018-12-14,5670,5750,5550,5630,3245,99629.0,17696167.0
2018-12-17,5630,5700,5480,5630,22676,99629.0,17696167.0
2018-12-18,5620,5650,5500,5600,1694,99099.0,17696167.0
2018-12-19,5600,5650,5410,5570,13879,98568.0,17696167.0
2018-12-20,5570,5570,5300,5390,38901,95382.0,17696167.0
2018-12-21,5390,5530,5270,5330,25912,94321.0,17696167.0
2018-12-24,5330,5380,5220,5300,12086,93790.0,17696167.0
2018-12-26,5300,5300,5070,5200,19164,92020.0,17696167.0
2018-12-27,5390,5390,5160,5280,751,93436.0,17696167.0
2018-12-28,5280,5350,5080,5300,11395,93790.0,17696167.0
2019-01-02,5300,5440,5300,5300,2156,93790.0,17696167.0
2019-01-03,5300,5390,5260,5350,2345,94674.0,17696167.0
2019-01-04,5360,5360,5210,5360,15301,94851.0,17696167.0
2019-01-07,5470,5590,5320,5370,5079,95028.0,17696167.0
2019-01-08,5470,5470,5350,5400,1586,95559.0,17696167.0
2019-01-09,5460,5500,5430,5480,5394,96975.0,17696167.0
2019-01-10,5480,5590,5450,5560,9113,98391.0,17696167.0
2019-01-11,5490,5650,5490,5620,8941,99452.0,17696167.0
2019-01-14,5630,5680,5550,5600,1836,99099.0,17696167.0
2019-01-15,5650,5740,5550,5650,18216,99983.0,17696167.0
2019-01-16,5720,5720,5580,5670,3956,100337.0,17696167.0
2019-01-17,5630,5730,5580,5650,20019,99983.0,17696167.0
2019-01-18,5660,5690,5500,5620,5474,99452.0,17696167.0
2019-01-21,5650,5650,5570,5610,10810,99275.0,17696167.0
2019-01-22,5510,5620,5510,5600,8248,99099.0,17696167.0
2019-01-23,5600,5720,5520,5580,14461,98745.0,17696167.0
2019-01-24,5580,5600,5530,5580,2922,98745.0,17696167.0
2019-01-25,5590,5630,5510,5610,3442,99275.0,17696167.0
2019-01-28,5600,5660,5480,5600,18176,99099.0,17696167.0
2019-01-29,5520,5590,5490,5540,9264,98037.0,17696167.0
2019-01-30,5540,5580,5520,5560,18483,98391.0,17696167.0
2019-01-31,5530,5580,5430,5550,40216,98214.0,17696167.0
2019-02-01,5550,5580,5480,5550,2960,98214.0,17696167.0
2019-02-07,5550,5590,5510,5550,12995,98214.0,17696167.0
2019-02-08,5550,5600,5510,5570,7593,98568.0,17696167.0
2019-02-11,5570,5680,5490,5530,9170,97860.0,17696167.0
2019-02-12,5530,5600,5450,5530,14184,97860.0,17696167.0
2019-02-13,5600,5600,5510,5560,12993,98391.0,17696167.0
2019-02-14,5600,5600,5480,5540,22619,98037.0,17696167.0
2019-02-15,5580,5700,5520,5600,31843,99099.0,17696167.0
2019-02-18,5630,5700,5590,5630,19159,99629.0,17696167.0
2019-02-19,5670,5720,5600,5670,9700,100337.0,17696167.0
2019-02-20,5630,5720,5620,5650,19046,99983.0,17696167.0
2019-02-21,5670,5710,5620,5660,20808,100160.0,17696167.0
2019-02-22,5690,5900,5660,5740,89894,101576.0,17696167.0
2019-02-25,5740,5870,5740,5840,20426,103346.0,17696167.0
2019-02-26,5810,6040,5810,5980,56518,105823.0,17696167.0
2019-02-27,5940,6060,5940,6000,26466,106177.0,17696167.0
2019-02-28,6090,6090,5800,5800,38116,102638.0,17696167.0
2019-03-04,5810,5940,5750,5830,17051,103169.0,17696167.0
2019-03-05,5830,5980,5710,5800,13414,102638.0,17696167.0
2019-03-06,5880,5920,5710,5780,22051,102284.0,17696167.0
2019-03-07,5720,6050,5720,6020,71788,106531.0,17696167.0
2019-03-08,6000,6060,5920,6000,32015,106177.0,17696167.0
2019-03-11,5920,6050,5890,5900,13623,104407.0,17696167.0
2019-03-12,5870,5990,5850,5920,15350,104761.0,17696167.0
2019-03-13,5820,5910,5780,5880,22724,104053.0,17696167.0
2019-03-14,5810,5970,5810,5880,13856,104053.0,17696167.0
2019-03-15,5830,5950,5650,5740,63276,101576.0,17696167.0
2019-03-18,5710,5790,5700,5740,19348,101576.0,17696167.0
2019-03-19,5710,5850,5710,5790,34664,102461.0,17696167.0
2019-03-20,5750,5840,5720,5770,29864,102107.0,17696167.0
2019-03-21,5800,5800,5670,5740,16197,101576.0,17696167.0
2019-03-22,5740,5770,5620,5710,73467,101045.0,17696167.0
2019-03-25,5570,5690,5560,5600,10448,99099.0,17696167.0
2019-03-26,5550,5820,5550,5770,25461,102107.0,17696167.0
2019-03-27,5690,5800,5690,5720,6869,101222.0,17696167.0
2019-03-28,5680,5770,5480,5530,66342,97860.0,17696167.0
2019-03-29,5530,5600,5380,5470,63595,96798.0,17696167.0
2019-04-01,5410,5570,5400,5490,31937,97152.0,17696167.0
2019-04-02,5530,5670,5530,5630,18154,99629.0,17696167.0
2019-04-03,5660,5660,5580,5610,9181,99275.0,17696167.0
2019-04-04,5560,5650,5550,5600,9719,99099.0,17696167.0
2019-04-05,5610,5610,5500,5580,15497,98745.0,17696167.0
2019-04-08,5580,5700,5510,5610,16090,99275.0,17696167.0
2019-04-09,5660,5660,5490,5590,25721,98922.0,17696167.0
2019-04-10,5590,5740,5580,5640,17455,99806.0,17696167.0
2019-04-11,5700,5700,5560,5640,29231,99806.0,17696167.0
2019-04-12,5630,5640,5470,5560,75751,98391.0,17696167.0
2019-04-15,5530,6250,5530,6200,307224,109716.0,17696167.0
2019-04-16,6150,6180,5960,6060,127262,107239.0,17696167.0
2019-04-17,6020,6030,5790,5850,101399,103523.0,17696167.0
2019-04-18,5920,5920,5740,5760,47813,101930.0,17696167.0
2019-04-19,5790,5840,5710,5790,35103,102461.0,17696167.0
2019-04-22,5750,5820,5710,5800,25151,102638.0,17696167.0
2019-04-23,5800,5820,5740,5750,18132,101753.0,17696167.0
2019-04-24,5850,6000,5740,5880,93747,104053.0,17696167.0
2019-04-25,5920,5920,5710,5860,77918,103700.0,17696167.0
2019-04-26,5860,5860,5720,5770,29078,102107.0,17696167.0
2019-04-29,5770,5840,5750,5820,24721,102992.0,17696167.0
2019-04-30,5820,5920,5760,5880,42861,104053.0,17696167.0
2019-05-02,5800,5940,5800,5880,25921,104053.0,17696167.0
2019-05-03,5900,5930,5800,5830,13096,103169.0,17696167.0
2019-05-07,5710,5800,5680,5750,14171,101753.0,17696167.0
2019-05-08,5790,5820,5710,5750,18440,101753.0,17696167.0
