모두투어(080160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-02-27,5028,5451,4983,5163,197847,97440.0,8400000.0
2009-03-02,5162,5206,4917,5029,166749,94920.0,8400000.0
2009-03-03,4850,5006,4605,5007,178612,94500.0,8400000.0
2009-03-04,5006,5073,4805,5029,179070,94920.0,8400000.0
2009-03-05,5028,5273,4783,4851,318288,91560.0,8400000.0
2009-03-06,4627,4828,4472,4806,227959,90720.0,8400000.0
2009-03-09,4983,5518,4917,5518,632366,104160.0,8400000.0
2009-03-10,5473,5963,5340,5852,515522,110460.0,8400000.0
2009-03-11,5985,6051,5740,5808,257489,109620.0,8400000.0
2009-03-12,5851,5918,5606,5808,159046,109620.0,8400000.0
2009-03-13,5941,6074,5606,5652,358689,106680.0,8400000.0
2009-03-16,5651,6497,5518,6497,557815,122640.0,8400000.0
2009-03-17,6564,6652,6385,6542,416120,123480.0,8400000.0
2009-03-18,6675,6852,6141,6275,241630,118440.0,8400000.0
2009-03-19,6519,6942,6385,6497,463328,122640.0,8400000.0
2009-03-20,6630,6697,6252,6319,206342,119280.0,8400000.0
2009-03-23,6452,6675,6296,6453,222435,121800.0,8400000.0
2009-03-24,6675,6875,6319,6364,225325,120120.0,8400000.0
2009-03-25,6452,6519,6252,6364,117880,120120.0,8400000.0
2009-03-26,6497,7253,6452,7143,516022,134820.0,8400000.0
2009-03-27,7209,7676,6830,6832,598556,128940.0,8400000.0
2009-03-30,6986,6986,6430,6542,163633,123480.0,8400000.0
2009-03-31,6586,7008,6519,6987,137829,131880.0,8400000.0
2009-04-01,7120,7231,6875,7054,277811,133140.0,8400000.0
2009-04-02,7142,7209,6964,7187,301314,135660.0,8400000.0
2009-04-03,7387,7520,6808,6942,210036,131040.0,8400000.0
2009-04-06,6942,7187,6920,6965,198559,131460.0,8400000.0
2009-04-07,6964,7075,6786,7076,199402,133560.0,8400000.0
2009-04-08,7030,7053,6630,6631,158849,125160.0,8400000.0
2009-04-09,6786,7053,6608,7054,211688,133140.0,8400000.0
2009-04-10,7298,7698,7053,7455,484744,140700.0,8400000.0
2009-04-13,7565,7965,7320,7921,414024,149520.0,8400000.0
2009-04-14,7921,7988,7342,7521,518504,141960.0,8400000.0
2009-04-15,7253,7387,6830,6898,295270,130200.0,8400000.0
2009-04-16,7030,7120,6474,6475,452912,122220.0,8400000.0
2009-04-17,6586,6675,6185,6231,186230,117600.0,8400000.0
2009-04-20,6185,6385,6051,6275,162797,118440.0,8400000.0
2009-04-21,6096,6430,5985,6409,139153,120960.0,8400000.0
2009-04-22,6497,6586,6341,6431,164246,121380.0,8400000.0
2009-04-23,6430,6608,6319,6542,130488,123480.0,8400000.0
2009-04-24,6608,6652,6363,6409,114460,120960.0,8400000.0
2009-04-27,6341,6341,5718,5763,451974,108780.0,8400000.0
2009-04-28,5606,6007,5562,5652,388739,106680.0,8400000.0
2009-04-29,5829,5918,5606,5919,195589,111720.0,8400000.0
2009-04-30,6007,6452,5896,6453,390503,121800.0,8400000.0
2009-05-04,6430,6786,6385,6720,361612,126840.0,8400000.0
2009-05-06,6942,7720,6920,7721,1056078,145740.0,8400000.0
2009-05-07,7743,7788,7431,7677,632339,144900.0,8400000.0
2009-05-08,7565,7988,7453,7944,335087,149940.0,8400000.0
2009-05-11,8010,8143,7676,7921,214988,149520.0,8400000.0
2009-05-12,7676,8633,7609,7788,467695,147000.0,8400000.0
2009-05-13,8166,8254,7832,7921,310050,149520.0,8400000.0
2009-05-14,7765,8121,7653,8100,256421,152880.0,8400000.0
2009-05-15,8321,8388,7988,8033,176125,151620.0,8400000.0
2009-05-18,7698,7898,7387,7899,220006,149100.0,8400000.0
2009-05-19,8010,8210,7854,8011,224415,151200.0,8400000.0
2009-05-20,8010,8099,7653,7743,179017,146160.0,8400000.0
2009-05-21,7520,7698,7298,7410,161976,139860.0,8400000.0
2009-05-22,7209,7720,7120,7388,189633,139440.0,8400000.0
2009-05-25,7120,7476,6675,7343,266197,138600.0,8400000.0
2009-05-26,7342,7476,6942,7076,117355,133560.0,8400000.0
2009-05-27,7075,7164,6608,6609,136190,124740.0,8400000.0
2009-05-28,6452,6764,6141,6475,216339,122220.0,8400000.0
2009-05-29,6630,6964,6630,6697,132017,126420.0,8400000.0
2009-06-01,6764,7030,6742,6965,101265,131460.0,8400000.0
2009-06-02,7142,7631,7142,7165,313798,135240.0,8400000.0
2009-06-03,7187,7365,6986,7098,107441,133980.0,8400000.0
2009-06-04,7120,7164,6875,6920,80834,130620.0,8400000.0
2009-06-05,7120,7120,6830,6898,47662,130200.0,8400000.0
2009-06-08,6986,7253,6964,7032,56356,132720.0,8400000.0
2009-06-09,7030,7164,6897,6920,57794,130620.0,8400000.0
2009-06-10,6920,7053,6675,7032,69846,132720.0,8400000.0
2009-06-11,7120,7120,6808,6832,54321,128940.0,8400000.0
2009-06-12,6764,6920,6675,6832,59037,128940.0,8400000.0
2009-06-15,6808,6942,6764,6876,31448,129780.0,8400000.0
2009-06-16,6719,7075,6719,6854,59839,129360.0,8400000.0
2009-06-17,6897,6964,6719,6876,52580,129780.0,8400000.0
2009-06-18,6875,6986,6742,6764,37413,127680.0,8400000.0
2009-06-19,6808,7120,6808,6987,80201,131880.0,8400000.0
2009-06-22,6942,7142,6897,6965,53737,131460.0,8400000.0
2009-06-23,6742,6852,6652,6697,118195,126420.0,8400000.0
2009-06-24,6697,6764,6407,6542,95851,123480.0,8400000.0
2009-06-25,6519,6719,6519,6653,43187,125580.0,8400000.0
2009-06-26,6764,6830,6541,6564,45261,123900.0,8400000.0
2009-06-29,6497,6586,6407,6431,37778,121380.0,8400000.0
2009-06-30,6430,6608,6252,6475,47359,122220.0,8400000.0
2009-07-01,6541,7253,6474,7165,226435,135240.0,8400000.0
2009-07-02,7142,7298,7075,7232,118616,136500.0,8400000.0
2009-07-03,7075,7365,7008,7343,110118,138600.0,8400000.0
2009-07-06,7342,7342,7053,7054,107094,133140.0,8400000.0
2009-07-07,6986,7120,6875,6987,63671,131880.0,8400000.0
2009-07-08,6986,7209,6897,7054,80872,133140.0,8400000.0
2009-07-09,7097,7298,7053,7187,88870,135660.0,8400000.0
2009-07-10,7187,7275,6897,6920,130907,130620.0,8400000.0
2009-07-13,6942,6942,6541,6587,84244,124320.0,8400000.0
2009-07-14,6764,6852,6385,6787,65077,128100.0,8400000.0
2009-07-15,6764,6875,6630,6809,113751,128520.0,8400000.0
2009-07-16,6852,7030,6830,6942,116734,131040.0,8400000.0
2009-07-17,7053,7164,6852,7009,61000,132300.0,8400000.0
2009-07-20,7008,7120,6830,6832,182638,128940.0,8400000.0
2009-07-21,6897,7008,6875,6965,87309,131460.0,8400000.0
2009-07-22,7008,7030,6808,6987,92596,131880.0,8400000.0
2009-07-23,7030,7075,6852,7032,60737,132720.0,8400000.0
2009-07-24,7164,7164,6986,7009,91191,132300.0,8400000.0
2009-07-27,7053,7097,6920,7098,80728,133980.0,8400000.0
2009-07-28,7097,8054,7053,7899,815509,149100.0,8400000.0
2009-07-29,7876,7988,7631,7988,256771,150780.0,8400000.0
2009-07-30,7988,8010,7765,7966,115662,150360.0,8400000.0
2009-07-31,7965,8366,7854,8256,333751,155820.0,8400000.0
2009-08-03,8455,8722,8232,8456,302776,159600.0,8400000.0
2009-08-04,8677,8677,8232,8344,193911,157500.0,8400000.0
2009-08-05,8366,8455,7988,7988,144052,150780.0,8400000.0
2009-08-06,7988,8344,7921,8233,163309,155400.0,8400000.0
2009-08-07,8210,8232,7921,8011,127827,151200.0,8400000.0
2009-08-10,8054,8477,8054,8300,150635,156660.0,8400000.0
2009-08-11,8254,8455,8099,8322,80289,157080.0,8400000.0
2009-08-12,8321,8321,8010,8055,131239,152040.0,8400000.0
2009-08-13,8166,8499,8054,8456,156416,159600.0,8400000.0
2009-08-14,8499,8699,8276,8278,175490,156240.0,8400000.0
2009-08-17,7698,7810,7298,7320,426255,138180.0,8400000.0
2009-08-18,7187,7476,6964,7343,244635,138600.0,8400000.0
2009-08-19,7409,7431,6942,6942,238662,131040.0,8400000.0
2009-08-20,7030,7120,6742,7098,159515,133980.0,8400000.0
2009-08-21,7075,7142,6786,6965,157881,131460.0,8400000.0
2009-08-24,6942,6942,6586,6764,130995,127680.0,8400000.0
2009-08-25,6764,6964,6764,6832,124873,128940.0,8400000.0
2009-08-26,6830,7030,6786,6920,82728,130620.0,8400000.0
2009-08-27,6986,7142,6786,7120,121747,134400.0,8400000.0
2009-08-28,7097,7097,6897,7032,89568,132720.0,8400000.0
2009-08-31,7053,7231,6852,6898,101234,130200.0,8400000.0
2009-09-01,6852,6875,6652,6697,96087,126420.0,8400000.0
2009-09-02,6697,6897,6675,6720,69557,126840.0,8400000.0
2009-09-03,6719,6764,6541,6542,58521,123480.0,8400000.0
2009-09-04,6675,6920,6497,6876,117710,129780.0,8400000.0
2009-09-07,6875,7431,6875,7343,177942,138600.0,8400000.0
2009-09-08,7231,7409,6986,7165,90304,135240.0,8400000.0
2009-09-09,7164,7453,6786,6876,178445,129780.0,8400000.0
2009-09-10,6897,7142,6897,6987,52367,131880.0,8400000.0
2009-09-11,7053,7320,6964,7298,116153,137760.0,8400000.0
2009-09-14,7298,7298,7030,7143,39159,134820.0,8400000.0
2009-09-15,7253,7387,7142,7343,42375,138600.0,8400000.0
2009-09-16,7342,7743,7342,7477,187148,141120.0,8400000.0
2009-09-17,7743,8032,7676,7721,284710,145740.0,8400000.0
2009-09-18,7876,7921,7609,7877,88637,148680.0,8400000.0
2009-09-21,7921,7921,7653,7788,82367,147000.0,8400000.0
2009-09-22,7788,7810,7653,7788,106018,147000.0,8400000.0
2009-09-23,7832,8321,7810,8078,273141,152460.0,8400000.0
2009-09-24,8143,8232,7943,8100,130193,152880.0,8400000.0
2009-09-25,8099,8276,7988,8211,134377,154980.0,8400000.0
2009-09-28,8299,8299,7965,8011,69690,151200.0,8400000.0
2009-09-29,8054,8143,7810,8011,67773,151200.0,8400000.0
2009-09-30,8010,8210,7965,7988,82586,150780.0,8400000.0
2009-10-01,8076,8099,7810,8055,65009,152040.0,8400000.0
2009-10-05,7876,7965,7698,7699,47560,145320.0,8400000.0
2009-10-06,7810,7876,7698,7743,59084,146160.0,8400000.0
2009-10-07,7743,7921,7743,7855,41097,148260.0,8400000.0
2009-10-08,7921,8210,7810,8144,83682,153720.0,8400000.0
2009-10-09,8188,8499,8166,8433,171823,159180.0,8400000.0
2009-10-12,8477,8566,8276,8544,73053,161280.0,8400000.0
2009-10-13,8499,8566,8366,8500,53566,160440.0,8400000.0
2009-10-14,8499,8611,8433,8611,55757,162540.0,8400000.0
2009-10-15,8722,9234,8611,9034,303683,170520.0,8400000.0
2009-10-16,9056,9256,8833,9257,179627,174720.0,8400000.0
2009-10-19,9212,9212,8989,9123,73950,172200.0,8400000.0
2009-10-20,9167,9189,8833,9123,87581,172200.0,8400000.0
2009-10-21,9100,9100,8744,8767,79080,165480.0,8400000.0
2009-10-22,8744,8833,8566,8634,56873,162960.0,8400000.0
2009-10-23,8633,8855,8455,8767,81720,165480.0,8400000.0
2009-10-26,8521,8589,8299,8433,142029,159180.0,8400000.0
2009-10-27,8276,8433,8121,8433,99754,159180.0,8400000.0
2009-10-28,8433,8455,8166,8366,84964,157920.0,8400000.0
2009-10-29,8099,8411,7898,8389,74890,158340.0,8400000.0
2009-10-30,8521,8521,8188,8189,47345,154560.0,8400000.0
2009-11-02,7832,7943,7653,7721,129184,145740.0,8400000.0
2009-11-03,7720,7988,7698,7944,61675,149940.0,8400000.0
2009-11-04,7965,8232,7810,8233,56185,155400.0,8400000.0
2009-11-05,8232,8366,8143,8233,33556,155400.0,8400000.0
2009-11-06,8254,8589,8254,8589,89806,162120.0,8400000.0
2009-11-09,8677,8944,8611,8923,83063,168420.0,8400000.0
2009-11-10,8944,9100,8789,8923,51093,168420.0,8400000.0
2009-11-11,8944,9078,8833,9079,65709,171360.0,8400000.0
2009-11-12,9122,9256,8989,9257,57554,174720.0,8400000.0
2009-11-13,9256,9256,8611,8789,95200,165900.0,8400000.0
2009-11-16,8766,9122,8722,9057,74214,170940.0,8400000.0
2009-11-17,9122,9478,8900,9279,153325,175140.0,8400000.0
2009-11-18,9278,9723,9256,9702,132243,183120.0,8400000.0
2009-11-19,9812,9990,9590,9768,92257,184380.0,8400000.0
2009-11-20,9745,10235,9567,10013,121178,189000.0,8400000.0
2009-11-23,10190,10458,9790,9858,179901,186060.0,8400000.0
2009-11-24,9901,10079,9679,9835,66011,185640.0,8400000.0
2009-11-25,9790,10013,9634,9969,89867,188160.0,8400000.0
2009-11-26,10057,10279,9990,10102,145589,190680.0,8400000.0
2009-11-27,10013,10480,9612,10058,313519,189840.0,8400000.0
2009-11-30,10235,10814,10146,10814,187394,204120.0,8400000.0
2009-12-01,11081,11192,10613,10903,203226,205800.0,8400000.0
2009-12-02,10880,11259,10613,11259,146333,212520.0,8400000.0
2009-12-03,11169,11303,11058,11215,80654,211680.0,8400000.0
2009-12-04,11125,12104,11036,12038,232527,227220.0,8400000.0
2009-12-07,12148,12972,11948,12528,213264,236460.0,8400000.0
2009-12-08,12460,12727,12104,12238,130955,231000.0,8400000.0
2009-12-09,11837,12393,11837,12260,93288,231420.0,8400000.0
2009-12-10,12260,12593,12260,12595,104863,237720.0,8400000.0
2009-12-11,12638,12727,12327,12328,56059,232680.0,8400000.0
2009-12-14,12327,12438,12015,12150,84131,229320.0,8400000.0
2009-12-15,12148,12571,12082,12528,80190,236460.0,8400000.0
2009-12-16,12593,12638,12393,12483,69850,235620.0,8400000.0
2009-12-17,12460,12638,12282,12461,86972,235200.0,8400000.0
2009-12-18,12371,12371,11926,12105,101435,228480.0,8400000.0
2009-12-21,12193,12215,11926,11972,70255,225960.0,8400000.0
2009-12-22,12060,12060,11704,11882,84299,224280.0,8400000.0
2009-12-23,11970,12082,11325,11571,101469,218400.0,8400000.0
2009-12-24,11547,12193,11437,12127,111614,228900.0,8400000.0
2009-12-28,11926,12282,11837,12083,67809,228060.0,8400000.0
2009-12-29,12104,12170,11682,12172,48598,229740.0,8400000.0
2009-12-30,12170,12549,12148,12416,70889,234360.0,8400000.0
2010-01-04,12527,13128,12460,13084,87398,246960.0,8400000.0
2010-01-05,13128,13551,13128,13396,129997,252840.0,8400000.0
2010-01-06,13394,13528,13150,13529,88299,255360.0,8400000.0
2010-01-07,13394,13484,12994,13039,65374,246120.0,8400000.0
2010-01-08,13083,13128,12771,12906,57778,243600.0,8400000.0
2010-01-11,12905,13106,12638,12928,52976,244020.0,8400000.0
2010-01-12,13039,13061,12505,12595,78090,237720.0,8400000.0
2010-01-13,12371,12438,12126,12150,53893,229320.0,8400000.0
2010-01-14,12170,12928,12170,12861,82887,242760.0,8400000.0
2010-01-15,12950,13039,12549,12906,42374,243600.0,8400000.0
2010-01-18,12905,12994,12683,12750,47218,240660.0,8400000.0
2010-01-19,12705,12883,12415,12550,64292,236880.0,8400000.0
2010-01-20,12705,12727,11970,11972,127916,225960.0,8400000.0
2010-01-21,11837,12215,11748,12060,70683,227640.0,8400000.0
2010-01-22,11637,11970,11392,11660,122428,220080.0,8400000.0
2010-01-25,11347,12238,11347,12150,117612,229320.0,8400000.0
2010-01-26,12148,12371,11592,11949,62067,225540.0,8400000.0
2010-01-27,12015,12015,11614,11704,24788,220920.0,8400000.0
2010-01-28,11637,11837,11325,11593,47971,218820.0,8400000.0
2010-01-29,11347,12238,11169,12238,64196,231000.0,8400000.0
2010-02-01,11815,11882,11592,11704,75127,220920.0,8400000.0
2010-02-02,11837,12126,11837,12083,69007,228060.0,8400000.0
2010-02-03,12282,12460,12215,12461,67922,235200.0,8400000.0
2010-02-04,12371,12505,12327,12394,45150,233940.0,8400000.0
2010-02-05,11659,12037,11592,12016,134404,226800.0,8400000.0
2010-02-08,12104,12104,11570,11727,57594,221340.0,8400000.0
2010-02-09,11437,11792,11437,11771,32332,222180.0,8400000.0
2010-02-10,11792,11970,11547,11749,52950,221760.0,8400000.0
2010-02-11,11592,11726,11503,11727,64449,221340.0,8400000.0
2010-02-12,11748,11770,11570,11771,27903,222180.0,8400000.0
2010-02-16,11659,12215,11659,11927,54873,225120.0,8400000.0
2010-02-17,12037,12170,11770,11927,69323,225120.0,8400000.0
2010-02-18,11904,11948,11547,11660,92936,220080.0,8400000.0
2010-02-19,11392,11547,10924,10926,129412,206220.0,8400000.0
2010-02-22,11081,11347,11014,11148,68204,210420.0,8400000.0
2010-02-23,11147,11303,11103,11259,36193,212520.0,8400000.0
2010-02-24,11058,11459,11014,11437,43965,215880.0,8400000.0
2010-02-25,11481,11570,11103,11393,49049,215040.0,8400000.0
2010-02-26,11503,11503,11281,11459,32148,216300.0,8400000.0
2010-03-02,11592,11592,11192,11304,33518,213360.0,8400000.0
2010-03-03,11303,11481,11192,11282,58308,212940.0,8400000.0
2010-03-04,11236,11281,10947,10948,66731,206640.0,8400000.0
2010-03-05,11192,11281,11147,11282,107545,212940.0,8400000.0
2010-03-08,11525,12126,11325,12127,184378,228900.0,8400000.0
2010-03-09,12215,12527,11948,12350,95202,233100.0,8400000.0
2010-03-10,12460,12527,12193,12216,79671,230580.0,8400000.0
2010-03-11,12238,12571,12170,12416,93215,234360.0,8400000.0
2010-03-12,12593,12905,12415,12906,164851,243600.0,8400000.0
2010-03-15,12994,12994,12527,12817,83958,241920.0,8400000.0
2010-03-16,12905,12905,12483,12817,68765,241920.0,8400000.0
2010-03-17,12928,12950,12616,12773,62607,241080.0,8400000.0
2010-03-18,12749,12749,12505,12639,55931,238560.0,8400000.0
2010-03-19,12638,12905,12527,12572,60030,237300.0,8400000.0
2010-03-22,12483,12660,12349,12483,46968,235620.0,8400000.0
2010-03-23,12483,12950,12483,12861,82098,242760.0,8400000.0
2010-03-24,13039,13394,12905,13396,120981,252840.0,8400000.0
2010-03-25,13417,13439,13016,13284,132588,250740.0,8400000.0
2010-03-26,13283,13306,13083,13240,29010,249900.0,8400000.0
2010-03-29,13083,13194,12794,13084,90690,246960.0,8400000.0
2010-03-30,13150,13172,12905,13151,55060,248220.0,8400000.0
2010-03-31,13150,13350,12883,13351,59130,252000.0,8400000.0
2010-04-01,13172,13372,13061,13351,72136,252000.0,8400000.0
2010-04-02,13394,13684,13306,13418,68674,253260.0,8400000.0
2010-04-05,13394,13461,12861,13218,77031,249480.0,8400000.0
2010-04-06,13239,13394,13016,13061,50676,246540.0,8400000.0
2010-04-07,13039,13150,12660,12861,86786,242760.0,8400000.0
2010-04-08,12749,12994,12683,12795,40986,241500.0,8400000.0
2010-04-09,12905,13951,12861,13796,205860,260400.0,8400000.0
2010-04-12,13884,14552,13751,14085,371197,265860.0,8400000.0
2010-04-13,14196,14507,13973,14063,199192,265440.0,8400000.0
2010-04-14,14129,14152,13817,14063,94850,265440.0,8400000.0
2010-04-15,14418,14552,14017,14063,179355,265440.0,8400000.0
2010-04-16,14262,14262,13840,14019,79658,264600.0,8400000.0
2010-04-19,13551,13884,13261,13262,192106,250320.0,8400000.0
2010-04-20,13484,13884,13417,13841,148066,261240.0,8400000.0
2010-04-21,14017,14040,13662,13929,97709,262920.0,8400000.0
2010-04-22,13973,13973,13528,13707,73691,258720.0,8400000.0
2010-04-23,13751,13751,13328,13351,88986,252000.0,8400000.0
2010-04-26,13551,13773,13439,13662,93619,257880.0,8400000.0
2010-04-27,13817,14174,13595,13662,137454,257880.0,8400000.0
2010-04-28,13350,13751,13216,13551,63748,255780.0,8400000.0
2010-04-29,13751,13907,13461,13707,76628,258720.0,8400000.0
2010-04-30,13840,14040,13706,13997,86173,264180.0,8400000.0
2010-05-03,13973,14196,13684,14174,86694,267540.0,8400000.0
2010-05-04,14240,14418,14040,14197,120763,267960.0,8400000.0
2010-05-06,13795,14084,13506,13618,103129,257040.0,8400000.0
2010-05-07,13172,13194,12705,12706,218698,239820.0,8400000.0
2010-05-10,12861,13150,12549,12973,97939,244860.0,8400000.0
2010-05-11,13216,13239,12571,12728,103780,240240.0,8400000.0
2010-05-12,12816,12950,12393,12617,100517,238140.0,8400000.0
2010-05-13,12950,13372,12816,13218,115822,249480.0,8400000.0
2010-05-14,13128,13283,12816,12906,117377,243600.0,8400000.0
2010-05-17,12638,12861,12260,12817,120958,241920.0,8400000.0
2010-05-18,13083,13083,12616,12706,56530,239820.0,8400000.0
2010-05-19,12616,12638,12104,12105,74793,228480.0,8400000.0
2010-05-20,12015,12327,11570,11615,105570,219240.0,8400000.0
2010-05-24,11347,11770,11014,11349,99572,214200.0,8400000.0
2010-05-25,11169,11347,10168,11081,168422,209160.0,8400000.0
2010-05-26,11081,11392,10791,11237,84251,212100.0,8400000.0
2010-05-27,11147,11926,11125,11571,116618,218400.0,8400000.0
2010-05-28,11904,12327,11882,12016,116802,226800.0,8400000.0
2010-05-31,12060,12660,11815,12505,75299,236040.0,8400000.0
2010-06-01,12349,12660,12238,12283,30049,231840.0,8400000.0
2010-06-03,12505,12616,12282,12350,69063,233100.0,8400000.0
2010-06-04,12393,12460,12037,12238,69261,231000.0,8400000.0
2010-06-07,11682,11948,11637,11860,76136,223860.0,8400000.0
2010-06-08,11682,12305,11659,12305,47903,232260.0,8400000.0
2010-06-09,12371,12371,11970,12016,23997,226800.0,8400000.0
2010-06-10,12238,12549,12082,12328,79704,232680.0,8400000.0
2010-06-11,12571,12616,12238,12550,55852,236880.0,8400000.0
2010-06-14,12593,13039,12593,12906,99563,243600.0,8400000.0
2010-06-15,12905,13128,12771,12928,80729,244020.0,8400000.0
2010-06-16,13106,13128,12683,13128,98745,247800.0,8400000.0
2010-06-17,13172,14017,13150,13929,262781,262920.0,8400000.0
2010-06-18,14107,14129,13773,14019,169268,264600.0,8400000.0
2010-06-21,14196,14218,13839,14041,103043,265020.0,8400000.0
2010-06-22,13929,14463,13840,14441,190444,272580.0,8400000.0
2010-06-23,14374,15175,14374,15042,209066,283920.0,8400000.0
2010-06-24,15130,15397,14530,15309,194700,288960.0,8400000.0
2010-06-25,15130,15353,14908,15131,112895,285600.0,8400000.0
2010-06-28,15286,15976,15286,15487,120132,292320.0,8400000.0
2010-06-29,15642,16354,15576,15754,303116,297360.0,8400000.0
2010-06-30,15620,16154,15130,15843,194522,299040.0,8400000.0
2010-07-01,15686,16354,15397,16355,124423,308700.0,8400000.0
2010-07-02,16354,16443,15442,15509,119403,292740.0,8400000.0
2010-07-05,15486,15620,14953,15353,62760,289800.0,8400000.0
2010-07-06,15353,15753,15041,15621,97441,294840.0,8400000.0
2010-07-07,15620,15887,15353,15398,65835,290640.0,8400000.0
2010-07-08,15709,15976,15286,15331,98769,289380.0,8400000.0
2010-07-09,15486,16109,15308,16110,133531,304080.0,8400000.0
2010-07-12,16421,17088,16243,16711,199745,315420.0,8400000.0
2010-07-13,16933,17088,16532,16733,116032,315840.0,8400000.0
2010-07-14,16822,17311,16577,16933,162878,319620.0,8400000.0
2010-07-15,16933,17044,16532,16555,97185,312480.0,8400000.0
2010-07-16,16443,16732,16065,16355,70395,308700.0,8400000.0
2010-07-19,16065,16354,15909,15932,84388,300720.0,8400000.0
2010-07-20,16199,16621,16042,16555,137846,312480.0,8400000.0
2010-07-21,16577,16643,16354,16511,56805,311640.0,8400000.0
2010-07-22,16421,16510,15709,16222,120660,306180.0,8400000.0
2010-07-23,16377,16421,15686,16021,85124,302400.0,8400000.0
2010-07-26,16065,16554,16065,16555,67438,312480.0,8400000.0
2010-07-27,16799,16799,16287,16377,59175,309120.0,8400000.0
2010-07-28,16377,16554,15553,15932,91891,300720.0,8400000.0
2010-07-29,15976,16020,15286,15487,106961,292320.0,8400000.0
2010-07-30,15353,16020,15264,16021,69613,302400.0,8400000.0
2010-08-02,16042,16221,15909,16044,70318,302820.0,8400000.0
2010-08-03,16109,16221,15531,15554,52753,293580.0,8400000.0
2010-08-04,15419,15798,15419,15709,34424,296520.0,8400000.0
2010-08-05,15731,16109,15642,15643,35236,295260.0,8400000.0
2010-08-06,15842,16199,15664,16088,57490,303660.0,8400000.0
2010-08-09,16132,16154,15864,16021,32474,302400.0,8400000.0
2010-08-10,16065,16221,15864,16110,49648,304080.0,8400000.0
2010-08-11,16087,16087,15531,15554,37884,293580.0,8400000.0
2010-08-12,15130,15353,14841,14864,111999,280560.0,8400000.0
2010-08-13,14908,15241,14908,15109,24658,285180.0,8400000.0
2010-08-16,15197,15197,14930,15131,36463,285600.0,8400000.0
2010-08-17,15130,15397,15130,15153,21770,286020.0,8400000.0
2010-08-18,15219,15353,14997,15176,32964,286440.0,8400000.0
2010-08-19,15175,15442,15041,15153,32509,286020.0,8400000.0
2010-08-20,15086,15086,14685,14708,61748,277620.0,8400000.0
2010-08-23,14730,14819,14129,14130,90724,266700.0,8400000.0
2010-08-24,14196,14863,13639,14864,110173,280560.0,8400000.0
2010-08-25,14596,14618,13839,13974,71553,263760.0,8400000.0
2010-08-26,14152,14196,13706,13729,57401,259140.0,8400000.0
2010-08-27,13751,14040,13350,13640,68094,257460.0,8400000.0
2010-08-30,13773,14196,13706,14019,92376,264600.0,8400000.0
2010-08-31,13639,13795,13128,13662,155441,257880.0,8400000.0
2010-09-01,13751,14374,13528,14285,100324,269640.0,8400000.0
2010-09-02,14530,14752,14329,14553,79063,274680.0,8400000.0
2010-09-03,14885,14885,14329,14397,36158,271740.0,8400000.0
2010-09-06,14507,14596,14374,14508,29287,273840.0,8400000.0
2010-09-07,14530,14530,14174,14197,34140,267960.0,8400000.0
2010-09-08,14174,14396,13795,13841,83235,261240.0,8400000.0
2010-09-09,14017,14240,13817,13929,111608,262920.0,8400000.0
2010-09-10,14084,14240,13840,13885,155843,262080.0,8400000.0
2010-09-13,14107,14352,13862,14330,80911,270480.0,8400000.0
2010-09-14,14507,15019,14485,14953,102109,282240.0,8400000.0
2010-09-15,15130,15130,14708,14998,64662,283080.0,8400000.0
2010-09-16,15019,15197,14997,15109,68972,285180.0,8400000.0
2010-09-17,14997,15019,13951,14174,238075,267540.0,8400000.0
2010-09-20,14218,14329,13951,14019,92081,264600.0,8400000.0
2010-09-24,13973,14240,13973,14174,93279,267540.0,8400000.0
2010-09-27,14285,15019,14285,15020,198783,283500.0,8400000.0
2010-09-28,15108,15553,14885,15509,184790,292740.0,8400000.0
2010-09-29,15620,15731,15331,15353,133207,289800.0,8400000.0
2010-09-30,15531,15998,15353,15754,168715,297360.0,8400000.0
2010-10-01,16109,16643,16087,16288,233531,307440.0,8400000.0
2010-10-04,16643,16643,16199,16222,143592,306180.0,8400000.0
2010-10-05,16132,16265,15686,16021,75038,302400.0,8400000.0
2010-10-06,16154,16599,16154,16600,115278,313320.0,8400000.0
2010-10-07,16777,16799,16377,16689,100355,315000.0,8400000.0
2010-10-08,16688,16732,16510,16689,70131,315000.0,8400000.0
2010-10-11,16688,16688,15798,15799,84153,298200.0,8400000.0
2010-10-12,15798,16109,15598,15732,38056,296940.0,8400000.0
2010-10-13,15731,16176,15709,16110,66165,304080.0,8400000.0
2010-10-14,16199,16421,15864,16332,80631,308280.0,8400000.0
2010-10-15,16332,16443,15931,16199,57705,305760.0,8400000.0
2010-10-18,16399,16465,15909,15910,66098,300300.0,8400000.0
2010-10-19,15909,16176,15753,16066,39858,303240.0,8400000.0
2010-10-20,15753,16109,15664,16088,45668,303660.0,8400000.0
2010-10-21,16154,16221,15219,15243,136971,287700.0,8400000.0
2010-10-22,15241,15375,14774,15109,95659,285180.0,8400000.0
2010-10-25,15197,17355,15041,17356,353740,327600.0,8400000.0
2010-10-26,17355,17355,16399,16911,374709,319200.0,8400000.0
2010-10-27,17133,17333,16710,16911,163299,319200.0,8400000.0
2010-10-28,16822,17200,16487,16577,65701,312900.0,8400000.0
2010-10-29,16822,16910,16132,16199,79323,305760.0,8400000.0
