에스와이(109610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-04-25,4425,4520,4378,4443,62952,87420.0,6200000.0
2016-04-26,4394,5024,4394,5025,257848,98890.0,6200000.0
2016-04-27,5135,6268,4945,5765,842227,113460.0,6200000.0
2016-04-28,5748,5859,5575,5640,188224,110980.0,6200000.0
2016-04-29,5654,5985,5528,5655,223030,111290.0,6200000.0
2016-05-02,5606,5764,5544,5702,78924,112220.0,6200000.0
2016-05-03,5843,5843,5496,5560,83662,109430.0,6200000.0
2016-05-04,5544,5544,5071,5119,190127,100750.0,6200000.0
2016-05-09,5181,5292,5071,5072,73286,99820.0,6200000.0
2016-05-10,5071,5276,4992,5198,62883,102300.0,6200000.0
2016-05-11,5339,5859,5260,5529,280374,108810.0,6200000.0
2016-05-12,5418,5496,5135,5183,128433,101990.0,6200000.0
2016-05-13,5197,5323,5135,5198,43143,102300.0,6200000.0
2016-05-16,5197,5260,5039,5119,54806,100750.0,6200000.0
2016-05-17,5119,5339,5039,5041,88564,99200.0,6200000.0
2016-05-18,5008,5008,4804,4883,52858,96100.0,6200000.0
2016-05-19,4882,5135,4740,5041,41461,99200.0,6200000.0
2016-05-20,5260,5260,5039,5088,31314,100130.0,6200000.0
2016-05-23,5039,5181,5008,5104,31207,100440.0,6200000.0
2016-05-24,5135,5166,5024,5025,33083,98890.0,6200000.0
2016-05-25,5039,5166,4866,5041,371575,99200.0,6200000.0
2016-05-26,5149,5292,5071,5245,61125,103230.0,6200000.0
2016-05-27,5244,5244,5071,5104,37796,100440.0,6200000.0
2016-05-30,5102,5307,5102,5229,35785,102920.0,6200000.0
2016-05-31,5229,5323,5197,5293,26958,104160.0,6200000.0
2016-06-01,5260,5323,5166,5293,22507,104160.0,6200000.0
2016-06-02,5307,5544,5229,5245,81575,103230.0,6200000.0
2016-06-03,5260,5323,5119,5183,36116,101990.0,6200000.0
2016-06-07,5197,5402,5197,5309,31233,104470.0,6200000.0
2016-06-08,5370,5528,5197,5435,71938,106950.0,6200000.0
2016-06-09,5481,5622,5434,5513,66998,108500.0,6200000.0
2016-06-10,5512,5669,5434,5624,96096,110670.0,6200000.0
2016-06-13,5654,6174,5638,5986,214213,117800.0,6200000.0
2016-06-14,5937,6001,5669,5812,92053,114390.0,6200000.0
2016-06-15,5811,5811,5544,5671,64742,111600.0,6200000.0
2016-06-16,5591,5654,5481,5577,50670,109740.0,6200000.0
2016-06-17,5575,5701,5528,5608,29497,110360.0,6200000.0
2016-06-20,5638,5701,5544,5577,30169,109740.0,6200000.0
2016-06-21,5544,5606,5481,5513,35533,108500.0,6200000.0
2016-06-22,5638,5638,5481,5482,32122,107880.0,6200000.0
2016-06-23,5496,5512,5292,5325,40319,104780.0,6200000.0
2016-06-24,5434,5449,4945,5151,88859,101370.0,6200000.0
2016-06-27,4945,5260,4945,5261,42776,103540.0,6200000.0
2016-06-28,5260,5669,5087,5577,65071,109740.0,6200000.0
2016-06-29,5669,5669,5481,5560,25284,109430.0,6200000.0
2016-06-30,5559,5748,5559,5624,37854,110670.0,6200000.0
2016-07-01,5701,5701,5465,5513,25702,108500.0,6200000.0
2016-07-04,5606,5606,5371,5482,19088,107880.0,6200000.0
2016-07-05,5449,5654,5449,5655,24467,111290.0,6200000.0
2016-07-06,5654,5921,5591,5828,44180,114700.0,6200000.0
2016-07-07,5906,5953,5811,5828,52946,114700.0,6200000.0
2016-07-08,5843,6095,5843,5923,43536,116560.0,6200000.0
2016-07-11,5985,6048,5921,5970,39970,117490.0,6200000.0
2016-07-12,6079,7749,6063,7750,1163089,152520.0,6200000.0
2016-07-13,8804,10064,8426,10066,1999020,198090.0,6200000.0
2016-07-14,10301,11813,9371,10381,2190102,204290.0,6200000.0
2016-07-15,9970,10679,9797,10239,139222,201500.0,6200000.0
2016-07-18,10001,10931,10001,10712,138206,210800.0,6200000.0
2016-07-19,11026,11655,11026,11625,166599,228780.0,6200000.0
2016-07-20,12175,12317,10963,11373,229253,223820.0,6200000.0
2016-07-21,11530,11530,9608,10145,439228,199640.0,6200000.0
2016-07-22,10143,11624,9544,11121,618920,218860.0,6200000.0
2016-07-25,11120,11561,10364,10397,245157,204600.0,6200000.0
2016-07-26,10238,11152,9923,10696,278406,210490.0,6200000.0
2016-07-27,13161,13870,12390,12514,901306,125860.0,6200000.0
2016-07-28,11774,12174,11311,11528,326645,115940.0,6200000.0
2016-07-29,11620,11712,10510,10727,297758,107880.0,6200000.0
2016-08-01,10726,10726,9925,10172,171491,102300.0,6200000.0
2016-08-02,10232,10787,9863,10233,180116,102920.0,6200000.0
2016-08-03,10078,10232,9462,9494,138307,95480.0,6200000.0
2016-08-04,9493,9801,8969,8970,138218,90210.0,6200000.0
2016-08-05,9092,9277,8660,8846,108932,88970.0,6200000.0
2016-08-08,8907,9585,8815,9339,144139,93930.0,6200000.0
2016-08-09,9277,9770,9061,9432,122797,94860.0,6200000.0
2016-08-10,9431,9739,9215,9494,72910,95480.0,6200000.0
2016-08-11,9493,9616,9123,9278,62407,93310.0,6200000.0
2016-08-12,9277,12052,9277,12052,1199355,121210.0,6200000.0
2016-08-16,12545,12852,11096,11251,768295,113150.0,6200000.0
2016-08-17,11311,14024,11004,12237,2109309,123070.0,6200000.0
2016-08-18,12576,12791,11466,11528,505162,115940.0,6200000.0
2016-08-19,11650,11650,10510,10665,422351,107260.0,6200000.0
2016-08-22,10048,11004,9925,10418,611028,205335.0,12150000.0
2016-08-23,10602,11959,10602,11312,815150,222952.0,12150000.0
2016-08-24,11712,11897,10356,10356,613469,204120.0,12150000.0
2016-08-25,10048,10572,10048,10141,229792,199868.0,12150000.0
2016-08-26,9986,10418,9986,10110,184968,199260.0,12150000.0
2016-08-29,9925,10017,9184,9278,261791,182858.0,12150000.0
2016-08-30,9401,10017,9246,9370,223222,184680.0,12150000.0
2016-08-31,9431,9462,8815,9093,189464,179212.0,12150000.0
2016-09-01,8969,9585,8907,9463,173571,186502.0,12150000.0
2016-09-02,9462,9894,9370,9648,135234,190148.0,12150000.0
2016-09-05,9739,10017,9678,9987,121015,196830.0,12150000.0
2016-09-06,9986,10756,9863,10480,276357,206550.0,12150000.0
2016-09-07,10787,11373,10726,11189,488283,220522.0,12150000.0
2016-09-08,11342,13839,11342,12576,1568188,247860.0,12150000.0
2016-09-09,13099,13870,12852,13686,1150876,269730.0,12150000.0
2016-09-12,14856,17785,14579,17785,2016681,350528.0,12150000.0
2016-09-13,19202,19726,16089,17477,1896636,344452.0,12150000.0
2016-09-19,17692,19603,17230,19111,926570,376650.0,12150000.0
2016-09-20,18185,18740,17261,18001,370242,354780.0,12150000.0
2016-09-21,18000,19418,18000,18895,269586,372398.0,12150000.0
2016-09-22,19079,23425,18802,21761,1008756,428895.0,12150000.0
2016-09-23,20960,23240,20589,22809,401864,449550.0,12150000.0
2016-09-26,23980,25737,23733,25214,537049,496935.0,12150000.0
2016-09-27,26076,28048,19757,24844,766618,489645.0,12150000.0
2016-09-28,26507,27217,24073,26200,283137,516375.0,12150000.0
2016-09-29,26631,28727,26200,28727,388775,566190.0,12150000.0
2016-09-30,29035,30761,26816,30762,460997,606285.0,12150000.0
2016-10-04,30668,32549,28696,30823,397204,607500.0,12150000.0
2016-10-05,29929,31131,29251,30330,194624,597780.0,12150000.0
2016-10-06,30576,31192,29466,30330,170970,597780.0,12150000.0
2016-10-07,30668,31440,29775,31255,134375,616005.0,12150000.0
2016-10-10,31254,31501,30823,31132,72266,613575.0,12150000.0
2016-10-11,31069,32302,30206,30762,136840,606285.0,12150000.0
2016-10-12,30638,31378,29960,30207,80767,595350.0,12150000.0
2016-10-13,30330,30545,25305,26755,457699,527310.0,12150000.0
2016-10-14,27247,27925,22192,22871,669604,450765.0,12150000.0
2016-10-17,21946,28727,17414,26909,2649892,530348.0,12150000.0
2016-10-18,27802,27987,25428,27495,413005,541890.0,12150000.0
2016-10-19,27186,29497,26662,28851,411351,568620.0,12150000.0
2016-10-20,28881,30114,26507,27248,408033,537030.0,12150000.0
2016-10-21,25645,29590,24226,29406,845109,579555.0,12150000.0
2016-10-24,30391,31131,30052,30762,357860,606285.0,12150000.0
2016-10-25,31440,31994,28973,29344,302663,578340.0,12150000.0
2016-10-26,26754,27463,21730,23827,1300034,469598.0,12150000.0
2016-10-27,23456,25121,22501,23919,448057,471420.0,12150000.0
2016-10-28,23733,30206,23332,24412,1831921,481140.0,12150000.0
2016-10-31,24843,25336,22377,23056,454707,454410.0,12150000.0
2016-11-01,22315,24628,19942,20929,1060723,412492.0,12150000.0
2016-11-02,20034,21946,19603,20220,445937,398520.0,12150000.0
2016-11-03,19171,20743,18247,18247,421302,359640.0,12150000.0
2016-11-04,17754,18000,15996,16614,805930,327442.0,12150000.0
2016-11-07,17877,21576,17538,21577,2035826,425250.0,12150000.0
2016-11-08,22377,23549,19140,20189,1758989,397912.0,12150000.0
2016-11-09,20497,20774,16890,19573,1408401,385762.0,12150000.0
2016-11-10,20405,20960,19788,19974,595798,393660.0,12150000.0
2016-11-11,19541,21144,19048,19573,502603,385762.0,12150000.0
2016-11-14,19017,19695,18216,18494,381481,364500.0,12150000.0
2016-11-15,18678,19541,18031,18617,384121,366930.0,12150000.0
2016-11-16,18740,19942,18586,19234,359380,379080.0,12150000.0
2016-11-17,20589,20898,19541,19573,484427,385762.0,12150000.0
2016-11-18,19695,19912,19140,19295,116150,380295.0,12150000.0
2016-11-21,19295,20436,18555,19943,265792,393052.0,12150000.0
2016-11-22,20219,20682,19942,20159,350330,397305.0,12150000.0
2016-11-23,20343,22130,19819,20621,608653,406418.0,12150000.0
2016-11-24,20651,21206,19912,20220,202715,398520.0,12150000.0
2016-11-25,20343,20589,19788,20159,158034,397305.0,12150000.0
2016-11-28,20096,20960,19819,20467,182518,403380.0,12150000.0
2016-11-29,20312,20867,18309,20282,349638,399735.0,12150000.0
2016-11-30,20589,20774,19726,19727,134033,388800.0,12150000.0
2016-12-01,19850,19850,18802,19049,168295,375435.0,12150000.0
2016-12-02,19140,19541,18432,18433,138706,363285.0,12150000.0
2016-12-05,17877,18185,16952,16953,275239,334125.0,12150000.0
2016-12-06,17075,19264,17075,18617,264276,366930.0,12150000.0
2016-12-07,19295,19695,18802,19049,184503,375435.0,12150000.0
2016-12-08,19418,19942,18524,19943,247754,393052.0,12150000.0
2016-12-09,20651,22130,18062,18494,980670,364500.0,12150000.0
2016-12-12,18864,19387,18524,19234,304125,379080.0,12150000.0
2016-12-13,19110,19264,18586,18587,152369,366322.0,12150000.0
2016-12-14,18340,18833,18340,18617,115887,366930.0,12150000.0
2016-12-15,18647,19357,18586,18926,106462,373005.0,12150000.0
2016-12-16,19110,19788,18925,19419,184290,382725.0,12150000.0
2016-12-19,20127,20589,19634,20467,238559,403380.0,12150000.0
2016-12-20,21329,21791,20466,21145,322770,416745.0,12150000.0
2016-12-21,21514,21576,20374,21084,197648,415530.0,12150000.0
2016-12-22,21422,21422,20774,21084,107813,415530.0,12150000.0
2016-12-23,21175,21236,20651,20960,148535,413100.0,12150000.0
2016-12-26,20466,20898,19757,20097,228913,396090.0,12150000.0
2016-12-27,19726,20960,19726,20960,278384,413100.0,12150000.0
2016-12-28,21799,22505,21127,21128,177925,382118.0,12150000.0
2016-12-29,21127,21430,20187,20423,141560,369360.0,12150000.0
2017-01-02,20221,20892,20086,20557,84425,371790.0,12150000.0
2017-01-03,20556,23176,20456,22774,403966,411885.0,12150000.0
2017-01-04,23008,23210,22370,22807,146746,412492.0,12150000.0
2017-01-05,22740,22908,22169,22270,102098,402772.0,12150000.0
2017-01-06,22471,23378,22303,23311,267093,421605.0,12150000.0
2017-01-09,23747,25259,23210,24823,488923,448942.0,12150000.0
2017-01-10,24923,25360,24083,25058,223416,453195.0,12150000.0
2017-01-11,24083,25225,24050,24420,200957,441652.0,12150000.0
2017-01-12,24117,24688,22874,23076,264070,417352.0,12150000.0
2017-01-13,23479,23915,21833,22606,268764,408848.0,12150000.0
2017-01-16,22505,22773,21900,21968,118781,397305.0,12150000.0
2017-01-17,22102,22639,21161,21497,162641,388800.0,12150000.0
2017-01-18,20960,21396,20288,21296,182055,385155.0,12150000.0
2017-01-19,21329,21430,20053,20120,185254,363892.0,12150000.0
2017-01-20,19717,20120,19347,19415,190310,351135.0,12150000.0
2017-01-23,19179,19952,17903,18004,202701,325620.0,12150000.0
2017-01-24,17768,18474,17197,17903,258288,323798.0,12150000.0
2017-01-25,17970,18205,16458,16862,149493,304965.0,12150000.0
2017-01-26,16929,17197,16391,16929,127513,306180.0,12150000.0
2017-01-31,16996,17332,15753,15989,153120,289170.0,12150000.0
2017-02-01,15720,15854,14981,15048,289263,272160.0,12150000.0
2017-02-02,11185,14510,11185,13033,1064819,235710.0,12150000.0
2017-02-03,13100,14242,12898,13066,405371,236318.0,12150000.0
2017-02-06,13301,13301,11924,11924,357036,215662.0,12150000.0
2017-02-07,11756,12629,10849,10950,486062,198045.0,12150000.0
2017-02-08,11151,11790,10748,11689,282359,211410.0,12150000.0
2017-02-09,11588,11689,11084,11253,144862,203512.0,12150000.0
2017-02-10,11252,11756,11084,11622,147083,210195.0,12150000.0
2017-02-13,11689,12394,11386,12092,211545,218700.0,12150000.0
2017-02-14,12058,14275,11957,13335,718384,241178.0,12150000.0
2017-02-15,13368,14040,12999,13100,350970,236925.0,12150000.0
2017-02-16,14300,16000,13850,13900,908428,168885.0,12150000.0
2017-02-17,14400,14500,13450,13800,189793,167670.0,12150000.0
2017-02-20,13800,14300,13150,13150,161486,159772.0,12150000.0
2017-02-21,13350,13950,13350,13700,128731,166455.0,12150000.0
2017-02-22,13700,13700,13200,13300,92333,161595.0,12150000.0
2017-02-23,13300,13450,12900,12900,84483,156735.0,12150000.0
2017-02-24,13350,14600,13050,13400,425755,162810.0,12150000.0
2017-02-27,12250,12550,11450,11650,644109,141548.0,12150000.0
2017-02-28,11650,11800,11300,11450,236224,139118.0,12150000.0
2017-03-02,11350,11450,10450,10550,377051,170382.0,16150000.0
2017-03-03,10600,10850,10000,10550,261581,170382.0,16150000.0
2017-03-06,10600,11400,10300,10550,293707,170382.0,16150000.0
2017-03-07,10250,10350,10000,10200,376661,164730.0,16150000.0
2017-03-08,10150,10400,10100,10300,185976,166345.0,16150000.0
2017-03-09,10300,11100,9990,10600,673239,255460.0,24100000.0
2017-03-10,10500,10850,9970,10500,481438,253050.0,24100000.0
2017-03-13,10500,10750,10300,10650,201346,256665.0,24100000.0
2017-03-14,10750,10850,10350,10400,206638,250640.0,24100000.0
2017-03-15,10450,10500,10050,10050,241957,242205.0,24100000.0
2017-03-16,10100,10250,10000,10200,204370,245820.0,24100000.0
2017-03-17,10150,10350,10000,10200,197467,245820.0,24100000.0
2017-03-20,10250,10350,10050,10050,134674,242205.0,24100000.0
2017-03-21,10150,10150,9760,9820,368081,236662.0,24100000.0
2017-03-22,9820,9920,9130,9150,347713,220515.0,24100000.0
2017-03-23,9150,9200,8830,8840,446865,213044.0,24100000.0
2017-03-24,8840,10100,8830,9310,1459562,224371.0,24100000.0
2017-03-27,9370,9530,9000,9000,346098,216900.0,24100000.0
2017-03-28,9000,9330,8960,9160,227749,220756.0,24100000.0
2017-03-29,9170,9250,8830,8830,313559,212803.0,24100000.0
2017-03-30,8770,8770,7800,7960,875841,191836.0,24100000.0
2017-03-31,8020,9200,7930,7980,1581053,192318.0,24100000.0
2017-04-03,8090,8500,8080,8380,379530,201958.0,24100000.0
2017-04-04,8380,8430,8120,8120,232008,195692.0,24100000.0
2017-04-05,8140,8500,8130,8200,231705,197620.0,24100000.0
2017-04-06,8360,8370,8080,8230,186863,198343.0,24100000.0
2017-04-07,8270,8380,8140,8190,118793,197379.0,24100000.0
2017-04-10,8300,8340,7890,7890,239305,190149.0,24100000.0
2017-04-11,7800,7990,7590,7590,260258,182919.0,24100000.0
2017-04-12,7600,7800,7500,7550,209799,181955.0,24100000.0
2017-04-13,7600,7690,7300,7320,267924,176412.0,24100000.0
2017-04-14,7320,7930,7320,7580,611975,182678.0,24100000.0
2017-04-17,7610,8150,7520,8040,418212,193764.0,24100000.0
2017-04-18,8110,8160,7550,7740,559946,186534.0,24100000.0
2017-04-19,7650,10050,7650,9210,2504884,221961.0,24100000.0
2017-04-20,9900,10000,8440,8510,2265478,205091.0,24100000.0
2017-04-21,8490,8500,8020,8060,638912,194246.0,24100000.0
2017-04-24,8100,8230,7710,7710,453334,185811.0,24100000.0
2017-04-25,7710,8200,7710,7840,451164,188944.0,24100000.0
2017-04-26,7880,8250,7880,8150,546377,196415.0,24100000.0
2017-04-27,8280,8280,8000,8080,248157,194728.0,24100000.0
2017-04-28,8080,8160,7880,7970,186684,192077.0,24100000.0
2017-05-02,8020,8150,7950,8060,176631,194246.0,24100000.0
2017-05-04,8060,8280,8060,8240,188105,198584.0,24100000.0
2017-05-08,8280,9100,8150,8580,805737,206778.0,24100000.0
2017-05-10,8610,8640,8340,8560,243972,206296.0,24100000.0
2017-05-11,8560,8720,8380,8410,260641,202681.0,24100000.0
2017-05-12,8380,8450,8210,8290,169239,199789.0,24100000.0
2017-05-15,8260,8780,8170,8560,355247,206296.0,24100000.0
2017-05-16,8640,8710,8500,8530,242461,205573.0,24100000.0
2017-05-17,8600,8630,8460,8520,177799,205332.0,24100000.0
2017-05-18,8430,8450,8270,8340,213601,200994.0,24100000.0
2017-05-19,8300,8600,8300,8540,155799,205814.0,24100000.0
2017-05-22,8600,8630,8440,8500,100220,204850.0,24100000.0
2017-05-23,8470,8620,8420,8560,110620,206296.0,24100000.0
2017-05-24,8560,8680,8440,8450,127524,203645.0,24100000.0
2017-05-25,8450,8750,8370,8500,238134,204850.0,24100000.0
2017-05-26,8500,8900,8470,8550,330281,206055.0,24100000.0
2017-05-29,8550,8730,8400,8650,240936,208465.0,24100000.0
2017-05-30,8600,8680,8530,8610,128933,207501.0,24100000.0
2017-05-31,8600,8860,8510,8740,285770,210634.0,24100000.0
2017-06-01,8730,9090,8650,8770,453715,211357.0,24100000.0
2017-06-02,8820,9100,8780,9100,423131,219310.0,24100000.0
2017-06-05,9080,9330,9030,9260,463635,223166.0,24100000.0
2017-06-07,9060,9060,8610,8650,620476,208465.0,24100000.0
2017-06-08,8570,8900,8420,8610,335016,207501.0,24100000.0
2017-06-09,8610,8750,8560,8590,143163,207019.0,24100000.0
2017-06-12,8590,8680,8420,8430,167754,203163.0,24100000.0
2017-06-13,8400,8490,8260,8280,196256,199548.0,24100000.0
2017-06-14,8370,8450,8280,8340,94817,200994.0,24100000.0
2017-06-15,8330,8380,8200,8200,126269,197620.0,24100000.0
2017-06-16,8290,8660,8130,8480,302791,204368.0,24100000.0
2017-06-19,8420,8630,8420,8610,137969,207501.0,24100000.0
2017-06-20,8620,8620,8410,8440,132277,203404.0,24100000.0
2017-06-21,8370,8530,8250,8250,106980,198825.0,24100000.0
2017-06-22,8390,9100,8280,8650,527600,208465.0,24100000.0
2017-06-23,8770,11100,8770,10300,10849912,248230.0,24100000.0
2017-06-26,10550,12050,10500,11000,6035698,265100.0,24100000.0
2017-06-27,11350,12100,10800,11300,2477577,272330.0,24100000.0
2017-06-28,11100,12350,10900,12300,3023572,296430.0,24100000.0
2017-06-29,12750,13000,11550,12300,2194769,296430.0,24100000.0
2017-06-30,12100,12900,12000,12550,1533945,302455.0,24100000.0
2017-07-03,12550,12900,11450,11500,1119751,277150.0,24100000.0
2017-07-04,11750,11950,11100,11400,1451583,274740.0,24100000.0
2017-07-05,11600,12800,11550,11700,2889812,281970.0,24100000.0
2017-07-06,11800,11850,11250,11550,625002,278355.0,24100000.0
2017-07-07,11350,11500,10750,10800,808044,260280.0,24100000.0
2017-07-10,10800,11100,10650,11000,531111,265100.0,24100000.0
2017-07-11,11000,11400,10750,11350,623382,273535.0,24100000.0
2017-07-12,11300,11400,10800,10900,446100,262690.0,24100000.0
2017-07-13,11050,11300,10950,11100,494650,267510.0,24100000.0
2017-07-14,11150,11700,10800,11700,1263024,281970.0,24100000.0
2017-07-17,11600,12100,11500,11750,917738,283175.0,24100000.0
2017-07-18,11850,11950,11600,11600,533157,279560.0,24100000.0
2017-07-19,11600,11650,11000,11000,664997,265100.0,24100000.0
2017-07-20,11000,11100,10750,10850,406340,261485.0,24100000.0
2017-07-21,10750,10850,10350,10700,583751,257870.0,24100000.0
2017-07-24,10600,10900,10450,10550,379360,254255.0,24100000.0
2017-07-25,10600,10750,10450,10550,206800,254255.0,24100000.0
2017-07-26,10600,10650,9980,9980,603260,240518.0,24100000.0
2017-07-27,9900,10050,9690,9810,352558,236421.0,24100000.0
2017-07-28,9730,9800,9130,9130,571404,220033.0,24100000.0
2017-07-31,8940,9290,8750,9290,341096,223889.0,24100000.0
2017-08-01,9220,9540,9170,9250,275771,222925.0,24100000.0
2017-08-02,9300,9990,9300,9590,528412,231119.0,24100000.0
2017-08-03,9590,9880,9300,9690,320172,233529.0,24100000.0
2017-08-04,9790,10450,9760,10400,886358,250640.0,24100000.0
2017-08-07,10850,10850,10350,10450,468649,251845.0,24100000.0
2017-08-08,10400,10650,10050,10350,348676,249435.0,24100000.0
2017-08-09,10300,10450,9970,9970,371301,240277.0,24100000.0
2017-08-10,9810,10050,9430,9500,386903,228950.0,24100000.0
2017-08-11,9430,9670,9250,9250,207075,222925.0,24100000.0
2017-08-14,9310,9380,8990,9090,196456,219069.0,24100000.0
2017-08-16,9170,10200,9170,10150,566080,244615.0,24100000.0
2017-08-17,10150,10150,9850,9910,230761,238831.0,24100000.0
2017-08-18,9910,9980,9670,9760,210587,235216.0,24100000.0
2017-08-21,9810,10500,9810,10350,513465,249435.0,24100000.0
2017-08-22,10400,10750,10150,10250,366672,247025.0,24100000.0
2017-08-23,10400,10500,9910,9910,269113,238831.0,24100000.0
2017-08-24,9920,10500,9910,10350,351303,249435.0,24100000.0
2017-08-25,10450,10700,10150,10150,405239,244615.0,24100000.0
2017-08-28,10300,10400,10150,10200,249930,245820.0,24100000.0
2017-08-29,10150,10400,10000,10250,284758,247025.0,24100000.0
2017-08-30,10250,10400,10150,10200,217551,245820.0,24100000.0
2017-08-31,10250,10400,10100,10200,219945,245820.0,24100000.0
2017-09-01,10250,10350,9980,10100,214855,243410.0,24100000.0
2017-09-04,9700,9930,9650,9740,213483,234734.0,24100000.0
2017-09-05,9800,9890,9660,9700,150762,233770.0,24100000.0
2017-09-06,9640,9790,9490,9510,143050,229191.0,24100000.0
2017-09-07,9510,9860,9480,9740,205755,234734.0,24100000.0
2017-09-08,9740,9820,9510,9510,110525,229191.0,24100000.0
2017-09-11,9520,9690,9400,9470,136839,228227.0,24100000.0
