와이오엠(066430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-12-24,4529343,4529343,4529343,4529362,289233,29347.0,7300312.0
2002-12-26,3988435,4225062,3988435,3988542,766729,25843.0,7300312.0
2002-12-27,3999722,4010992,3605384,3661797,113825,23726.0,7300312.0
2002-12-30,3616699,3616699,3526567,3537859,114740,22923.0,7300312.0
2003-01-02,3549120,3909644,3549120,3627996,200273,23507.0,7300312.0
2003-01-03,3684231,3841986,3684231,3785735,207997,24529.0,7300312.0
2003-01-06,3808243,3966007,3706832,3853337,217533,24967.0,7300312.0
2003-01-07,3943474,4033610,3616720,3616729,115669,23434.0,7300312.0
2003-01-08,3661740,3718044,3627912,3673064,82247,23799.0,7300312.0
2003-01-09,3616717,4056152,3616717,3808269,354553,24675.0,7300312.0
2003-01-10,3943474,3943474,3470278,3616729,228584,23434.0,7300312.0
2003-01-13,3774466,4044858,3605429,4044878,271410,26208.0,7300312.0
2003-01-14,4078685,4495528,4078685,4135014,462764,26792.0,7300312.0
2003-01-15,4056070,4168747,3830721,3887139,144545,25186.0,7300312.0
2003-01-16,3887101,4011051,3774478,3853337,79975,24967.0,7300312.0
2003-01-17,3785703,3943472,3785703,3943474,52798,25551.0,7300312.0
2003-01-20,3887111,3887111,3718116,3830803,31300,24821.0,7300312.0
2003-01-21,3887034,3887034,3571598,3582928,37673,23215.0,7300312.0
2003-01-22,3515246,3650462,3447653,3458990,492316,22412.0,7300312.0
2003-01-23,3492757,3492757,3447713,3447723,476078,22339.0,7300312.0
2003-01-24,3447650,3492689,3042042,3053376,256619,19784.0,7300312.0
2003-01-27,2940710,2940710,2692810,2692829,69917,17448.0,7300312.0
2003-01-28,2602662,2749152,2602662,2636494,57303,17083.0,7300312.0
2003-01-29,2658970,2929362,2647696,2659028,92499,17229.0,7300312.0
2003-01-30,2647700,2906818,2647700,2850568,64356,18470.0,7300312.0
2003-02-03,2850567,2974469,2839302,2906904,32207,18835.0,7300312.0
2003-02-04,2906818,2906818,2771602,2850568,21640,18470.0,7300312.0
2003-02-05,2861847,2906891,2794215,2828034,18979,18324.0,7300312.0
2003-02-06,2828039,2828039,2715354,2715363,14334,17594.0,7300312.0
2003-02-07,2613952,2985755,2613952,2715363,79575,17594.0,7300312.0
2003-02-10,2625232,2704090,2523821,2613960,30773,16937.0,7300312.0
2003-02-11,2726627,2918157,2726627,2918171,94541,18908.0,7300312.0
2003-02-12,3042035,3267383,3019495,3267450,188537,21171.0,7300312.0
2003-02-13,3413839,3458927,3042050,3458990,181923,22412.0,7300312.0
2003-02-14,3470191,3718044,3256118,3267450,214794,21171.0,7300312.0
2003-02-17,3470268,3605444,3312503,3605462,126453,23361.0,7300312.0
2003-02-18,3639264,3639264,3177281,3211114,179821,20806.0,7300312.0
2003-02-19,3233632,3289950,3042098,3244916,93928,21025.0,7300312.0
2003-02-20,3267447,3323766,3098418,3323785,32414,21536.0,7300312.0
2003-02-21,3233634,3312492,2929420,2929438,156281,18981.0,7300312.0
2003-02-24,2918160,2974469,2782935,2906904,61898,18835.0,7300312.0
2003-02-25,2861776,3222302,2816685,3075910,136798,19930.0,7300312.0
2003-02-26,3075823,3436396,2929381,2951972,1007478,19127.0,7300312.0
2003-02-27,2951984,2951984,2805489,2828034,117125,18324.0,7300312.0
2003-02-28,2827950,2963166,2771597,2873102,69462,18616.0,7300312.0
2003-03-03,2782947,2884358,2782947,2805500,58742,18178.0,7300312.0
2003-03-04,2771662,2850569,2737897,2737898,30042,17740.0,7300312.0
2003-03-05,2771668,2805482,2613943,2625227,19105,17010.0,7300312.0
2003-03-06,2760442,2760442,2591399,2625227,31469,17010.0,7300312.0
2003-03-07,2546296,2827953,2489929,2681562,28326,17375.0,7300312.0
2003-03-10,2613873,2794137,2602603,2670295,4002,17302.0,7300312.0
2003-03-11,2602684,2737899,2602684,2704096,7796,17521.0,7300312.0
2003-03-12,2704081,2749174,2591409,2704096,16669,17521.0,7300312.0
2003-03-13,2771589,2771589,2602603,2670295,11631,17302.0,7300312.0
2003-03-14,2760370,2794135,2636419,2681562,36912,17375.0,7300312.0
2003-03-17,2625139,2703996,2422339,2478755,42355,16061.0,7300312.0
2003-03-18,2490010,2636501,2444966,2602693,39675,16864.0,7300312.0
2003-03-19,2681536,2681536,2557634,2625227,4906,17010.0,7300312.0
2003-03-20,2659049,2873083,2659049,2805500,10673,18178.0,7300312.0
2003-03-21,2850564,3132230,2816745,3042108,106215,19711.0,7300312.0
2003-03-24,3030861,3087170,2895636,2895637,39381,18762.0,7300312.0
2003-03-25,2782941,2918166,2760450,2828034,16707,18324.0,7300312.0
2003-03-26,2861858,2884358,2805500,2805500,20166,18178.0,7300312.0
2003-03-27,2816772,2816772,2704096,2794233,7373,18105.0,7300312.0
2003-03-28,2760442,2816760,2715354,2715363,6795,17594.0,7300312.0
2003-03-31,2760377,2850500,2715284,2850568,27344,18470.0,7300312.0
2003-04-01,2850578,2929436,2782945,2918171,14169,18908.0,7300312.0
2003-04-02,2940630,3042033,2918083,2985773,56169,19346.0,7300312.0
2003-04-03,3087070,3098344,2782864,2974506,15877,19273.0,7300312.0
2003-04-04,2850578,2997019,2839299,2918171,2499,18908.0,7300312.0
2003-04-07,2940694,2974464,2918146,2940705,11049,19054.0,7300312.0
2003-04-08,2940647,2974412,2816696,2951972,13099,19127.0,7300312.0
2003-04-09,2951989,3008307,2906896,3008307,18725,19492.0,7300312.0
2003-04-10,3019551,3323761,2929419,3143512,123340,20368.0,7300312.0
2003-04-11,3177291,3177291,2985756,2997040,77261,19419.0,7300312.0
2003-04-14,3042098,3075863,2918147,3042108,29151,19711.0,7300312.0
2003-04-15,3042121,3132244,2963263,3008307,29060,19492.0,7300312.0
2003-04-16,3019495,3323701,3019495,3267450,130217,21171.0,7300312.0
2003-04-17,3256127,3301171,3120911,3154779,54186,20441.0,7300312.0
2003-04-18,3177271,3222359,3064635,3143512,19951,20368.0,7300312.0
2003-04-21,3211092,3380087,3098416,3244916,132102,21025.0,7300312.0
2003-04-22,3211032,3323717,3132174,3256183,75192,21098.0,7300312.0
2003-04-23,3301160,3301160,3075812,3075910,51165,19930.0,7300312.0
2003-04-24,3064674,3199841,3019581,3098444,20531,20076.0,7300312.0
2003-04-25,3154767,3154767,2782928,3143512,34587,20368.0,7300312.0
2003-04-28,2951958,3143492,2951958,3143512,12221,20368.0,7300312.0
2003-04-29,3199756,3199756,3008227,3064643,4099,19857.0,7300312.0
2003-04-30,3019561,3211095,2951982,3211114,22453,20806.0,7300312.0
2003-05-02,3211025,3267383,3132167,3267450,19198,21171.0,7300312.0
2003-05-06,3211092,3323768,3098416,3244916,20273,21025.0,7300312.0
2003-05-07,3211095,3211095,3098418,3120978,7732,20222.0,7300312.0
2003-05-09,3064592,3211035,3019501,3154779,29110,20441.0,7300312.0
2003-05-12,3199769,3199769,3064592,3154779,24628,20441.0,7300312.0
2003-05-13,3154730,3154730,3064592,3154779,10397,20441.0,7300312.0
2003-05-14,3053315,3256125,3053315,3256183,12861,21098.0,7300312.0
2003-05-15,3244915,3244915,3087151,3132245,2752,20295.0,7300312.0
2003-05-16,3064592,3199769,3064592,3154779,7716,20441.0,7300312.0
2003-05-19,3030840,3098433,2963257,2997040,5734,19419.0,7300312.0
2003-05-20,3132234,3143509,2985744,3132245,7693,20295.0,7300312.0
2003-05-21,3177273,3177273,2963235,3042108,90625,19711.0,7300312.0
2003-05-22,2974472,3211095,2974472,3211114,8070,20806.0,7300312.0
2003-05-23,3312438,3312438,3075815,3166046,84095,20514.0,7300312.0
2003-05-26,3154787,3323777,3132243,3222382,48304,20879.0,7300312.0
2003-05-27,3222306,3334983,3188492,3256183,76892,21098.0,7300312.0
2003-05-28,3357579,3481481,3278673,3323785,71608,21536.0,7300312.0
2003-05-29,3323701,3458926,3154707,3267450,86161,21171.0,7300312.0
2003-05-30,3222368,3323766,3222368,3323785,43204,21536.0,7300312.0
2003-06-02,3323779,3718117,3323779,3413922,31977,22120.0,7300312.0
2003-06-03,3492697,3492697,3289889,3470257,15683,22485.0,7300312.0
2003-06-04,3425191,3425191,3289966,3301251,5891,21390.0,7300312.0
2003-06-05,3357528,3357528,3267396,3357586,16414,21755.0,7300312.0
2003-06-09,3357588,3413898,3154780,3233649,16132,20952.0,7300312.0
2003-06-10,3233634,3346310,3233634,3346319,53285,21682.0,7300312.0
2003-06-11,3346319,3346319,3211095,3211114,24926,20806.0,7300312.0
2003-06-12,3177276,3357584,3177276,3346319,137560,21682.0,7300312.0
2003-06-13,3413844,3413844,3267393,3368853,27375,21828.0,7300312.0
2003-06-16,3368859,3402628,3267448,3346319,59512,21682.0,7300312.0
2003-06-17,3368804,3481427,3289893,3368853,79392,21828.0,7300312.0
2003-06-18,3346330,3391374,3312516,3312518,39780,21463.0,7300312.0
2003-06-19,3380078,3380078,3312494,3335052,6988,21609.0,7300312.0
2003-06-20,3278698,3368870,3267472,3312518,46751,21463.0,7300312.0
2003-06-23,3267450,3335043,3166049,3244916,4974,21025.0,7300312.0
2003-06-24,3233569,3515235,3154707,3267450,373072,21171.0,7300312.0
2003-06-25,3267448,3346310,3188541,3346319,39396,21682.0,7300312.0
2003-06-26,3334983,3334983,3233581,3256183,111535,21098.0,7300312.0
2003-06-27,3188544,3244906,3166049,3244916,27626,21025.0,7300312.0
2003-06-30,3244908,3323766,3166050,3323785,82662,21536.0,7300312.0
2003-07-01,3413898,3413898,3199815,3323785,10703,21536.0,7300312.0
2003-07-02,3323766,3470256,3199815,3323785,120082,21536.0,7300312.0
2003-07-03,3323790,3346330,3233658,3312518,19842,21463.0,7300312.0
2003-07-04,3256182,3357579,3211089,3323785,150571,21536.0,7300312.0
2003-07-07,3323763,3526571,3323763,3447723,151431,22339.0,7300312.0
2003-07-08,3549116,3853335,3470259,3853337,340225,24967.0,7300312.0
2003-07-09,3864619,3977304,3785722,3909673,140492,25332.0,7300312.0
2003-07-10,3966007,3977273,3774478,3853337,103848,24967.0,7300312.0
2003-07-11,3751932,4315264,3751932,4022343,473831,26062.0,7300312.0
2003-07-14,3977197,4056054,3672991,3898406,147448,25259.0,7300312.0
2003-07-15,3729400,3898390,3526592,3526592,135559,22850.0,7300312.0
2003-07-16,3549133,3718123,3549133,3718133,73609,24091.0,7300312.0
2003-07-18,3549113,3718107,3425167,3549127,147793,22996.0,7300312.0
2003-07-21,3571605,3594109,3137791,3256183,71850,21098.0,7300312.0
2003-07-22,3166058,3278686,3109691,3199847,74263,20733.0,7300312.0
2003-07-23,3154777,3244909,3064640,3120978,76182,20222.0,7300312.0
2003-07-24,3177271,3289947,3177271,3233649,66178,20952.0,7300312.0
2003-07-25,3199828,3233642,3132244,3199847,52407,20733.0,7300312.0
2003-07-28,3177281,3256187,3109697,3211114,54897,20806.0,7300312.0
2003-07-29,3143518,3233642,3132244,3199847,54052,20733.0,7300312.0
2003-07-30,3177280,3188555,3087157,3182947,24613,20623.0,7300312.0
2003-07-31,3109611,3233562,3098346,3188580,49872,20660.0,7300312.0
2003-08-01,3211102,3211102,3143518,3199847,27689,20733.0,7300312.0
2003-08-04,3143518,3199828,3143518,3199847,85447,20733.0,7300312.0
2003-08-05,3166051,3205486,3120958,3120978,18415,20222.0,7300312.0
2003-08-06,3075795,3132162,2929354,3087177,107001,20003.0,7300312.0
2003-08-07,3019552,3109688,2726611,2929438,95151,18981.0,7300312.0
2003-08-08,2929349,2929349,2580050,2580159,187045,16718.0,7300312.0
2003-08-11,2591397,2630832,2444955,2473122,156608,16024.0,7300312.0
2003-08-12,2518161,2535092,2450577,2501289,60293,16207.0,7300312.0
2003-08-13,2495584,2596981,2484310,2568892,61298,16645.0,7300312.0
2003-08-14,2568844,2647750,2535078,2636494,22127,17083.0,7300312.0
2003-08-18,2580071,2647712,2478669,2647761,55694,17156.0,7300312.0
2003-08-19,2653320,2670203,2557575,2647761,22388,17156.0,7300312.0
2003-08-20,2591345,2658977,2478669,2647761,34425,17156.0,7300312.0
2003-08-21,2670182,2670182,2512467,2568892,66355,16645.0,7300312.0
2003-08-22,2591341,2647694,2467390,2467488,72242,15988.0,7300312.0
2003-08-25,2529366,2529366,2174451,2354817,81362,15258.0,7300312.0
2003-08-26,2275913,2535090,2253422,2535090,34507,16426.0,7300312.0
2003-08-27,2456221,2501265,2321005,2473122,32712,16024.0,7300312.0
2003-08-28,2473053,2478670,2253362,2444954,25839,15842.0,7300312.0
2003-08-29,2444969,2501278,2253426,2501289,29160,16207.0,7300312.0
2003-09-01,2444948,2501258,2377307,2422420,34358,15696.0,7300312.0
2003-09-02,2473050,2478658,2371648,2456221,9433,15915.0,7300312.0
2003-09-03,2478720,2478720,2219607,2259047,63479,14637.0,7300312.0
2003-09-04,2230871,2298463,2230871,2281581,12261,14783.0,7300312.0
2003-09-05,2253436,2343568,2253436,2287215,34522,14820.0,7300312.0
2003-09-08,2287196,2354828,2259039,2321016,10904,15039.0,7300312.0
2003-09-09,2366061,2478737,2321017,2399886,36081,15550.0,7300312.0
2003-09-15,2444884,2461771,2365978,2366084,32268,15331.0,7300312.0
2003-09-16,2343557,2416748,2213940,2309749,25957,14966.0,7300312.0
2003-09-17,2309740,2411142,2270309,2411153,46043,15623.0,7300312.0
2003-09-18,2349167,2416750,2332280,2411153,295,15623.0,7300312.0
2003-09-19,2377310,2411128,2298452,2382985,1521,15440.0,7300312.0
2003-09-22,2349185,2371725,2197078,2197078,2713,14236.0,7300312.0
