지와이커머스(111820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-02-23,2760,2777,2715,2762,36791,22540.0,4600000.0
2012-02-24,2777,2834,2749,2835,66848,23138.0,4600000.0
2012-02-27,2947,2947,2834,2868,88898,23414.0,4600000.0
2012-02-28,2896,2896,2760,2786,53280,22747.0,4600000.0
2012-02-29,2772,2834,2772,2795,22986,22816.0,4600000.0
2012-03-02,2800,2873,2789,2829,46806,23092.0,4600000.0
2012-03-05,2857,2857,2741,2776,38094,22655.0,4600000.0
2012-03-06,2786,2786,2670,2772,42004,22632.0,4600000.0
2012-03-07,2687,2800,2687,2731,24379,22287.0,4600000.0
2012-03-08,2783,2783,2721,2772,13412,22632.0,4600000.0
2012-03-09,2772,2862,2752,2817,51534,23000.0,4600000.0
2012-03-12,2817,2839,2772,2807,18519,22908.0,4600000.0
2012-03-13,2752,2805,2752,2784,19302,22724.0,4600000.0
2012-03-14,2783,2873,2760,2874,40834,23460.0,4600000.0
2012-03-15,2862,2867,2760,2795,39757,22816.0,4600000.0
2012-03-16,2800,2800,2749,2762,15104,22540.0,4600000.0
2012-03-19,2755,2794,2738,2762,22100,22540.0,4600000.0
2012-03-20,2791,2867,2752,2758,34476,22517.0,4600000.0
2012-03-21,2760,2800,2710,2725,26276,22241.0,4600000.0
2012-03-22,2710,2755,2679,2705,28388,22080.0,4600000.0
2012-03-23,2693,2721,2679,2722,15991,22218.0,4600000.0
2012-03-26,2721,2727,2653,2660,20395,21712.0,4600000.0
2012-03-27,2659,2690,2546,2603,56375,21252.0,4600000.0
2012-03-28,2602,2614,2509,2516,35939,20539.0,4600000.0
2012-03-29,2507,2535,2481,2511,14362,20493.0,4600000.0
2012-03-30,2532,2577,2509,2575,9745,21022.0,4600000.0
2012-04-02,2589,2620,2563,2589,4538,21137.0,4600000.0
2012-04-03,2608,2608,2456,2457,43414,20056.0,4600000.0
2012-04-04,2467,2509,2374,2406,42203,19642.0,4600000.0
2012-04-05,2405,2470,2388,2468,24606,20148.0,4600000.0
2012-04-06,2487,2614,2476,2525,71297,20608.0,4600000.0
2012-04-09,2540,2616,2439,2536,54017,20700.0,4600000.0
2012-04-10,2535,2608,2507,2511,27575,20493.0,4600000.0
2012-04-12,2509,2521,2439,2508,22140,20470.0,4600000.0
2012-04-13,2571,2589,2509,2547,27142,20792.0,4600000.0
2012-04-16,2600,2659,2493,2612,38251,21321.0,4600000.0
2012-04-17,2637,2729,2637,2699,70313,22034.0,4600000.0
2012-04-18,2738,2839,2715,2817,63186,23000.0,4600000.0
2012-04-19,2811,3138,2755,2857,159023,23322.0,4600000.0
2012-04-20,2817,2850,2727,2772,46317,22632.0,4600000.0
2012-04-23,2718,2783,2715,2784,19848,22724.0,4600000.0
2012-04-24,2755,2780,2676,2731,13679,22287.0,4600000.0
2012-04-25,2724,2749,2648,2744,19695,22402.0,4600000.0
2012-04-26,2749,2749,2625,2637,19891,21528.0,4600000.0
2012-04-27,2665,2890,2665,2885,100381,23552.0,4600000.0
2012-04-30,3014,3239,2834,3240,150739,26450.0,4600000.0
2012-05-02,3267,3274,3099,3195,107264,26082.0,4600000.0
2012-05-03,3177,3189,3025,3111,47839,25392.0,4600000.0
2012-05-04,3110,3149,2997,3004,43055,24518.0,4600000.0
2012-05-07,3042,3093,2986,3094,26452,25254.0,4600000.0
2012-05-08,3099,3482,3048,3426,137836,27968.0,4600000.0
2012-05-09,3374,3487,3245,3246,61897,26496.0,4600000.0
2012-05-10,3245,3245,3059,3139,42388,25622.0,4600000.0
2012-05-11,3155,3172,2980,3015,66359,24610.0,4600000.0
2012-05-14,3065,3065,2800,2885,71291,23552.0,4600000.0
2012-05-15,2805,2862,2665,2812,127003,22954.0,4600000.0
2012-05-16,2724,2839,2676,2789,53255,22770.0,4600000.0
2012-05-17,2760,2811,2648,2649,55131,21620.0,4600000.0
2012-05-18,2592,2698,2504,2564,81094,20930.0,4600000.0
2012-05-21,2544,2628,2544,2592,37545,21160.0,4600000.0
2012-05-22,2597,2693,2597,2688,14724,21942.0,4600000.0
2012-05-23,2707,2724,2651,2699,35489,22034.0,4600000.0
2012-05-24,2661,2811,2661,2733,30417,22310.0,4600000.0
2012-05-25,2738,2738,2628,2663,27294,21735.0,4600000.0
2012-05-29,2696,2696,2622,2651,10812,21643.0,4600000.0
2012-05-30,2659,2698,2611,2651,13472,21643.0,4600000.0
2012-05-31,2682,2682,2563,2603,12832,21252.0,4600000.0
2012-06-01,2648,2648,2589,2589,10330,21137.0,4600000.0
2012-06-04,2516,2589,2462,2468,29713,20148.0,4600000.0
2012-06-05,2561,2561,2467,2519,5067,20562.0,4600000.0
2012-06-07,2538,2676,2535,2637,29656,21528.0,4600000.0
2012-06-08,2637,2642,2487,2508,27953,20470.0,4600000.0
2012-06-11,2535,2563,2521,2561,17308,20907.0,4600000.0
2012-06-12,2518,2555,2518,2536,8883,20700.0,4600000.0
2012-06-13,2585,2585,2535,2536,3752,20700.0,4600000.0
2012-06-14,2524,2552,2524,2547,3346,20792.0,4600000.0
2012-06-15,2552,2585,2535,2553,18297,20838.0,4600000.0
2012-06-18,2585,2721,2563,2677,41232,21850.0,4600000.0
2012-06-19,2701,2701,2620,2623,9990,21413.0,4600000.0
2012-06-20,2648,2873,2625,2710,112092,22126.0,4600000.0
2012-06-21,2710,2772,2710,2750,13332,22448.0,4600000.0
2012-06-22,2698,2752,2665,2753,15139,22471.0,4600000.0
2012-06-25,2845,2845,2648,2685,26710,21919.0,4600000.0
2012-06-26,2648,2718,2648,2651,19669,21643.0,4600000.0
2012-06-27,2651,2704,2648,2651,8560,21643.0,4600000.0
2012-06-28,2732,2732,2571,2573,37425,20999.0,4600000.0
2012-06-29,2600,2924,2592,2710,96903,22126.0,4600000.0
2012-07-02,2786,2786,2656,2657,45171,21689.0,4600000.0
2012-07-03,2701,2803,2676,2776,33638,22655.0,4600000.0
2012-07-04,2791,2884,2774,2776,59680,22655.0,4600000.0
2012-07-05,2780,2918,2777,2868,34912,23414.0,4600000.0
2012-07-06,2896,2969,2834,2907,33741,23736.0,4600000.0
2012-07-09,2929,3341,2929,3342,1200579,27278.0,4600000.0
2012-07-10,3662,3836,3611,3838,1367574,31326.0,4600000.0
2012-07-11,4006,4045,3651,3905,2447845,31878.0,4600000.0
2012-07-12,4079,4203,3617,3618,1918853,29532.0,4600000.0
2012-07-13,3611,3645,3352,3528,1342739,28796.0,4600000.0
2012-07-16,3555,3639,3459,3483,626116,28428.0,4600000.0
2012-07-17,3493,4000,3493,4001,2400025,32660.0,4600000.0
2012-07-18,4028,4107,3628,3804,1495541,31050.0,4600000.0
2012-07-19,3848,4198,3736,4198,1418343,34270.0,4600000.0
2012-07-20,3989,4107,3921,3984,1018093,32522.0,4600000.0
2012-07-23,3871,3916,3628,3629,448307,29624.0,4600000.0
2012-07-24,3583,3775,3549,3663,625349,29900.0,4600000.0
2012-07-25,3589,3736,3493,3528,376571,28796.0,4600000.0
2012-07-26,3583,3656,3346,3454,321200,28198.0,4600000.0
2012-07-27,3606,3617,3352,3387,282568,27646.0,4600000.0
2012-07-30,3426,3797,3386,3612,703414,29486.0,4600000.0
2012-07-31,3611,3831,3465,3612,463623,29486.0,4600000.0
2012-08-01,3639,3961,3555,3787,661421,30912.0,4600000.0
2012-08-02,3797,3904,3736,3888,321106,31740.0,4600000.0
2012-08-03,3696,3746,3346,3443,578080,28106.0,4600000.0
2012-08-06,3459,3482,3279,3353,341211,27370.0,4600000.0
2012-08-07,3358,3510,3284,3336,357922,27232.0,4600000.0
2012-08-08,3364,3419,3200,3240,208853,26700.0,4643544.0
2012-08-09,3279,3454,3245,3308,227634,27258.0,4643544.0
2012-08-10,3251,3707,3132,3505,703086,28883.0,4643544.0
2012-08-13,3578,3696,3471,3494,277694,28790.0,4643544.0
2012-08-14,3504,4017,3414,3888,1365325,32040.0,4643544.0
2012-08-16,3888,4090,3775,3951,699214,32551.0,4643544.0
2012-08-17,3994,4535,3893,4148,1189046,38682.0,5255716.0
2012-08-20,4169,4490,4141,4153,886797,38735.0,5255716.0
2012-08-21,4192,4305,4006,4006,565372,37368.0,5255716.0
2012-08-22,3972,4208,3803,3832,512570,35739.0,5255716.0
2012-08-23,3916,4017,3803,4001,326257,37316.0,5255716.0
2012-08-24,4034,4192,3972,4142,554449,38630.0,5255716.0
2012-08-27,4175,4259,4073,4131,283399,38524.0,5255716.0
2012-08-28,4169,4462,4045,4316,675186,40259.0,5255716.0
2012-08-29,4282,4890,4259,4610,1489814,42992.0,5255716.0
2012-08-30,4643,4648,4333,4333,351807,40416.0,5255716.0
2012-08-31,4231,4451,4163,4283,584597,39943.0,5255716.0
2012-09-03,4507,4845,4496,4559,600889,42519.0,5255716.0
2012-09-04,4479,4699,4327,4514,400212,42098.0,5255716.0
2012-09-05,4518,4913,4451,4790,965135,44674.0,5255716.0
2012-09-06,4738,5184,4248,4288,1301583,40493.0,5321032.0
2012-09-07,4231,4479,4231,4339,323170,40972.0,5321032.0
2012-09-10,4395,4507,4372,4475,266165,42595.0,5364576.0
2012-09-11,4502,4609,4428,4452,346589,42380.0,5364576.0
2012-09-12,4485,4547,4333,4362,251179,41522.0,5364576.0
2012-09-13,4355,4462,4028,4080,306378,38840.0,5364576.0
2012-09-14,4096,4214,3836,3899,321168,37123.0,5364576.0
2012-09-17,3944,4141,3927,4035,132805,38410.0,5364576.0
2012-09-18,4034,4146,3978,4131,161184,39322.0,5364576.0
2012-09-19,4124,4265,4073,4153,201668,39537.0,5364576.0
2012-09-20,4153,4271,4073,4243,184950,40395.0,5364576.0
2012-09-21,4243,4406,4085,4193,313785,39912.0,5364576.0
2012-09-24,4248,4248,3949,3951,117737,37606.0,5364576.0
2012-09-25,3944,3944,3617,3646,193640,34709.0,5364576.0
2012-09-26,3561,3927,3549,3798,171099,36157.0,5364576.0
2012-09-27,3781,3882,3645,3764,83416,35835.0,5364576.0
2012-09-28,3842,4163,3826,4148,327832,39483.0,5364576.0
2012-10-02,4169,4321,4101,4232,206698,40451.0,5386348.0
2012-10-04,4231,4445,4198,4226,253143,40398.0,5386348.0
2012-10-05,4253,4310,4113,4255,124646,40667.0,5386348.0
2012-10-08,4298,4395,4073,4074,153580,38943.0,5386348.0
2012-10-09,4096,4518,4096,4362,674596,41690.0,5386348.0
2012-10-10,4395,4513,4293,4339,453116,41475.0,5386348.0
2012-10-11,4282,4451,4169,4288,291222,40990.0,5386348.0
2012-10-12,4226,4366,4226,4339,214974,41475.0,5386348.0
2012-10-15,4378,4406,3888,3888,299822,37166.0,5386348.0
2012-10-16,3983,3983,3668,3928,138225,37543.0,5386348.0
2012-10-17,3933,4141,3927,4142,127173,39590.0,5386348.0
2012-10-18,4146,4198,3888,3905,85892,37327.0,5386348.0
2012-10-19,3989,4198,3871,4001,123507,38243.0,5386348.0
2012-10-22,3882,4085,3876,4001,54046,38243.0,5386348.0
2012-10-23,4051,4282,4000,4232,316251,40451.0,5386348.0
2012-10-24,4198,4378,4130,4136,138263,39536.0,5386348.0
2012-10-25,4214,4406,4136,4356,296219,41636.0,5386348.0
2012-10-26,4400,4451,4090,4226,220343,40398.0,5386348.0
2012-10-29,4253,4344,4040,4058,175405,38782.0,5386348.0
2012-10-30,4056,4158,3978,4001,86228,38243.0,5386348.0
2012-10-31,4023,4118,3966,4012,87241,38351.0,5386348.0
2012-11-01,3994,4079,3854,3860,113864,36896.0,5386348.0
2012-11-02,3916,3994,3724,3899,89905,37274.0,5386348.0
2012-11-05,3820,4000,3820,3945,54773,37704.0,5386348.0
2012-11-06,4051,4051,3904,3905,45957,37327.0,5386348.0
2012-11-07,3921,3966,3775,3838,54173,36681.0,5386348.0
2012-11-08,3775,3893,3724,3731,51895,35658.0,5386348.0
2012-11-09,3741,3752,3532,3714,68714,35496.0,5386348.0
2012-11-12,3639,3791,3639,3708,42081,35442.0,5386348.0
2012-11-13,3707,3916,3668,3798,92043,36304.0,5386348.0
2012-11-14,3854,3854,3628,3635,98902,34742.0,5386348.0
2012-11-15,3600,3634,3099,3212,304674,30702.0,5386348.0
2012-11-16,3313,3380,3059,3077,152346,29409.0,5386348.0
2012-11-19,3093,3211,3070,3201,59809,30594.0,5386348.0
2012-11-20,3211,3256,3082,3156,84001,30164.0,5386348.0
2012-11-21,3127,3217,3127,3179,53064,30379.0,5386348.0
2012-11-22,3206,3374,3177,3376,62496,32264.0,5386348.0
2012-11-23,3369,3409,3245,3279,40736,31349.0,5386348.0
2012-11-26,3290,3364,3239,3331,55182,31833.0,5386348.0
2012-11-27,3358,3392,3284,3302,53782,31564.0,5386348.0
2012-11-28,3324,3380,3206,3302,108010,31564.0,5386348.0
2012-11-29,3301,3380,3274,3364,76713,32156.0,5386348.0
2012-11-30,3380,3380,3290,3370,29407,32210.0,5386348.0
2012-12-03,3369,3369,3296,3324,44111,31779.0,5386348.0
2012-12-04,3301,3623,3256,3624,245844,34634.0,5386348.0
2012-12-05,3656,3701,3459,3471,205426,33180.0,5386348.0
2012-12-06,3521,3578,3392,3437,78891,32857.0,5386348.0
2012-12-07,3437,3521,3329,3477,56864,33234.0,5386348.0
2012-12-10,3397,3476,3307,3331,72570,31833.0,5386348.0
2012-12-11,3324,3352,3256,3291,48797,31456.0,5386348.0
2012-12-12,3279,3369,3267,3291,54995,31456.0,5386348.0
2012-12-13,3296,3431,3290,3342,27879,31941.0,5386348.0
2012-12-14,3335,3442,3335,3437,36782,32857.0,5386348.0
2012-12-17,3465,3499,3419,3483,47511,33557.0,5429892.0
2012-12-18,3482,3578,3409,3579,49292,34480.0,5429892.0
2012-12-20,3594,3673,3431,3437,97879,33122.0,5429892.0
2012-12-21,3465,3549,3329,3364,50385,32416.0,5429892.0
2012-12-24,3431,3662,3380,3449,163122,33231.0,5429892.0
2012-12-26,3521,3566,3465,3550,53194,34208.0,5429892.0
2012-12-27,3493,3589,3465,3522,70582,33937.0,5429892.0
2012-12-28,3555,3555,3437,3505,43551,33774.0,5429892.0
2013-01-02,3516,3521,3465,3466,61954,33394.0,5429892.0
2013-01-03,3465,3634,3459,3567,178581,34371.0,5429892.0
2013-01-04,3606,3662,3561,3601,48611,34697.0,5429892.0
2013-01-07,3578,3606,3493,3522,68739,33937.0,5429892.0
2013-01-08,3561,3656,3561,3641,76644,35077.0,5429892.0
2013-01-09,3639,3809,3606,3770,203774,36326.0,5429892.0
2013-01-10,3803,3826,3746,3770,81001,36326.0,5429892.0
2013-01-11,3769,3944,3769,3888,134828,37466.0,5429892.0
2013-01-14,3893,3904,3797,3826,56871,36869.0,5429892.0
2013-01-15,3831,3865,3736,3736,31123,36000.0,5429892.0
2013-01-16,3775,3797,3668,3776,44404,36380.0,5429892.0
2013-01-17,3775,3831,3623,3696,74989,35620.0,5429892.0
2013-01-18,3736,3736,3589,3691,56302,35623.0,5438600.0
2013-01-21,3684,3752,3634,3702,38896,35732.0,5438600.0
2013-01-22,3718,3741,3690,3702,21064,35732.0,5438600.0
2013-01-23,3718,3718,3149,3533,131537,34100.0,5438600.0
2013-01-24,3532,3578,3442,3443,36196,33230.0,5438600.0
2013-01-25,3476,3476,3279,3443,75511,33230.0,5438600.0
2013-01-28,3442,3471,3369,3387,50034,32686.0,5438600.0
2013-01-29,3386,3448,3346,3381,33158,32632.0,5438600.0
2013-01-30,3414,3617,3341,3528,165345,34046.0,5438600.0
2013-01-31,3516,3617,3459,3550,75271,34263.0,5438600.0
2013-02-01,3578,3578,3442,3443,26463,33230.0,5438600.0
2013-02-04,3465,3465,3352,3353,31765,32360.0,5438600.0
2013-02-05,3419,3419,3279,3404,58382,32902.0,5447308.0
2013-02-06,3358,3459,3358,3381,31196,32684.0,5447308.0
2013-02-07,3397,3448,3346,3398,19088,32847.0,5447308.0
2013-02-08,3380,3606,3369,3606,106764,34863.0,5447308.0
2013-02-12,4085,4118,3752,3888,783392,37586.0,5447308.0
2013-02-13,3888,3916,3730,3731,182490,36061.0,5447308.0
2013-02-14,3758,3955,3741,3945,220851,38131.0,5447308.0
2013-02-15,3921,4034,3893,3984,147232,38512.0,5447308.0
2013-02-18,3961,4208,3933,4113,239940,39765.0,5447308.0
2013-02-19,4113,4192,4034,4080,177217,39439.0,5447308.0
2013-02-20,4096,4440,4028,4113,527576,39765.0,5447308.0
2013-02-21,4090,4198,4040,4131,242975,39929.0,5447308.0
2013-02-22,4163,4316,4146,4266,254066,41236.0,5447308.0
2013-02-25,4265,4395,4163,4170,264069,40310.0,5447308.0
2013-02-26,4169,4192,4000,4006,174097,38730.0,5447308.0
2013-02-27,4079,4101,3966,4006,93093,38730.0,5447308.0
2013-02-28,4068,4130,4011,4068,85926,39330.0,5447308.0
2013-03-04,4073,4243,4051,4232,143962,40909.0,5447308.0
2013-03-05,4208,4298,4186,4260,108292,41182.0,5447308.0
2013-03-06,4333,4411,4243,4328,295569,41835.0,5447308.0
2013-03-07,4383,4479,4243,4468,173599,43197.0,5447308.0
2013-03-08,4507,4800,4507,4615,545651,44613.0,5447308.0
2013-03-11,4575,4676,4457,4621,139555,44668.0,5447308.0
2013-03-12,4592,4654,4502,4610,103320,44559.0,5447308.0
2013-03-13,4643,4643,4513,4593,96382,44396.0,5447308.0
2013-03-14,4580,4885,4541,4818,494000,46574.0,5447308.0
2013-03-15,4789,4987,4789,4790,159013,46302.0,5447308.0
2013-03-18,4817,5082,4795,4846,316603,46847.0,5447308.0
2013-03-19,4885,5139,4874,5128,257157,49689.0,5460371.0
2013-03-20,5200,5279,4997,5021,152705,48652.0,5460371.0
2013-03-21,5071,5139,4890,4959,175889,48051.0,5460371.0
2013-03-22,4987,5077,4907,5015,91209,48597.0,5460371.0
2013-03-25,5042,5127,4845,4892,119186,47396.0,5460371.0
2013-03-26,4845,4980,4800,4982,82707,48462.0,5482143.0
2013-03-27,5054,5054,4845,4880,103897,47475.0,5482143.0
2013-03-28,4879,5229,4868,5157,239189,50162.0,5482143.0
2013-03-29,5297,5392,5127,5393,149890,52464.0,5482143.0
2013-04-01,5449,5465,5297,5438,121449,52903.0,5482143.0
2013-04-02,5409,5454,5240,5320,98374,51751.0,5482143.0
2013-04-03,5319,5364,5139,5292,148218,51477.0,5482143.0
2013-04-04,5251,5274,4845,5128,228948,49888.0,5482143.0
2013-04-05,5240,5369,5099,5179,219824,50381.0,5482143.0
2013-04-08,5240,5302,5099,5134,144400,49942.0,5482143.0
2013-04-09,5099,5234,4789,5184,152787,50556.0,5495206.0
2013-04-10,5189,5488,5155,5489,140026,53523.0,5495206.0
2013-04-11,5578,5804,5533,5692,144333,55502.0,5495206.0
2013-04-12,5747,5804,5578,5664,101785,55227.0,5495206.0
2013-04-15,5747,6141,5719,5973,160448,58249.0,5495206.0
2013-04-16,5832,6198,5775,6058,147999,59073.0,5495206.0
2013-04-17,6085,6254,5888,5917,139862,57700.0,5495206.0
2013-04-18,5916,6001,5804,5861,50238,57150.0,5495206.0
2013-04-19,5859,5972,5634,5861,108052,57150.0,5495206.0
2013-04-22,5859,6621,5859,6368,289732,62096.0,5495206.0
2013-04-23,6367,6648,6311,6453,185030,62920.0,5495206.0
2013-04-24,6508,6621,6395,6508,98416,63470.0,5495206.0
2013-04-25,6705,6705,6395,6424,138647,62894.0,5516978.0
2013-04-26,6395,6480,6057,6255,267588,61238.0,5516978.0
2013-04-29,6311,6480,6141,6368,119743,62342.0,5516978.0
2013-04-30,6367,6480,6113,6283,103695,61514.0,5516978.0
2013-05-02,6226,6283,6029,6142,102436,60135.0,5516978.0
2013-05-03,6283,6283,5972,6199,94510,60687.0,5516978.0
2013-05-06,6029,6367,5944,6368,189494,62342.0,5516978.0
2013-05-07,6423,6480,6311,6453,120523,63169.0,5516978.0
2013-05-08,6508,6621,6141,6565,193630,66809.0,5734699.0
2013-05-09,6621,6958,6480,6650,241407,67669.0,5734699.0
2013-05-10,6593,6733,6536,6593,102274,67096.0,5734699.0
2013-05-13,6677,6902,6423,6537,115271,66775.0,5756471.0
2013-05-14,6480,6536,5944,6058,314970,61882.0,5756471.0
2013-05-15,6057,6141,5859,6029,121802,61594.0,5756471.0
2013-05-16,6029,6198,5916,6086,74810,62170.0,5756471.0
2013-05-20,6170,6226,6001,6114,77708,62458.0,5756471.0
2013-05-21,6113,6113,5972,6058,71100,61882.0,5756471.0
2013-05-22,6085,6254,6085,6171,75255,63033.0,5756471.0
2013-05-23,6170,6367,6029,6114,75728,62458.0,5756471.0
2013-05-24,6113,6170,5859,6058,103538,61882.0,5756471.0
2013-05-27,6085,6085,5888,5973,48486,61019.0,5756471.0
2013-05-28,5972,6254,5972,6255,75377,63897.0,5756471.0
2013-05-29,6254,6451,6198,6199,98104,63321.0,5756471.0
2013-05-30,6141,6254,6001,6001,48069,61306.0,5756471.0
2013-05-31,6141,6141,5859,5945,45527,60731.0,5756471.0
2013-06-03,5916,6029,5747,5804,34725,59292.0,5756471.0
2013-06-04,5804,5916,5499,5917,153665,60443.0,5756471.0
2013-06-05,5916,5916,5572,5573,54906,56931.0,5756471.0
2013-06-07,5505,5832,5471,5635,95648,57565.0,5756471.0
2013-06-10,5691,5888,5634,5889,29773,60155.0,5756471.0
2013-06-11,5859,5859,5691,5832,27540,59579.0,5756471.0
2013-06-12,5719,5804,5634,5635,33613,57565.0,5756471.0
2013-06-13,5634,5747,5539,5624,36490,57450.0,5756471.0
2013-06-14,5691,5719,5561,5719,32495,58428.0,5756471.0
2013-06-17,5691,5747,5420,5517,64399,56356.0,5756471.0
2013-06-18,5544,5623,5471,5624,26551,57450.0,5756471.0
2013-06-19,5623,5719,5533,5635,25185,57565.0,5756471.0
2013-06-20,5550,5662,5460,5551,26522,56701.0,5756471.0
2013-06-21,5460,5460,5240,5342,55655,54571.0,5756471.0
2013-06-24,5352,5404,5071,5077,41368,51866.0,5756471.0
2013-06-25,4947,5105,4406,4407,183255,45016.0,5756471.0
2013-06-26,4733,5015,4598,4818,171787,49617.0,5803153.0
2013-06-27,4851,5352,4851,5297,88563,54550.0,5803153.0
2013-06-28,5302,5432,5279,5354,31559,55130.0,5803153.0
2013-07-01,5404,5482,5381,5455,21698,56175.0,5803153.0
2013-07-02,5460,5505,5313,5382,29088,55420.0,5803153.0
2013-07-03,5381,5550,5302,5466,45549,56291.0,5803153.0
2013-07-04,5516,5516,5307,5489,22937,56523.0,5803153.0
2013-07-05,5505,5747,5454,5607,57680,57741.0,5803153.0
2013-07-08,5719,5719,5409,5579,44223,57451.0,5803153.0
2013-07-09,5578,5617,5465,5607,49355,57741.0,5803153.0
2013-07-10,5606,5634,5510,5551,12233,57161.0,5803153.0
2013-07-11,5601,5832,5601,5748,46354,59192.0,5803153.0
2013-07-12,5832,6057,5775,5861,101399,60353.0,5803153.0
2013-07-15,5859,5888,5691,5832,29432,60063.0,5803153.0
2013-07-16,5832,6141,5775,6142,113295,63254.0,5803153.0
2013-07-17,6141,6254,6029,6142,52032,63254.0,5803153.0
2013-07-18,6141,6254,6029,6086,39888,62674.0,5803153.0
2013-07-19,6113,6113,5859,5861,54060,60353.0,5803153.0
2013-07-22,5859,6029,5804,5832,26533,60063.0,5803153.0
2013-07-23,5832,5859,5691,5748,40681,59192.0,5803153.0
2013-07-24,5719,6001,5662,5889,34761,60643.0,5803153.0
2013-07-25,5972,6001,5775,5804,40919,59772.0,5803153.0
2013-07-26,5775,5972,5775,5917,23333,60933.0,5803153.0
2013-07-29,5944,6085,5804,6001,30775,61804.0,5803153.0
2013-07-30,5888,6029,5888,5945,32913,61223.0,5803153.0
2013-07-31,5916,6029,5775,5832,59563,60063.0,5803153.0
2013-08-01,5888,5888,5584,5635,83302,58032.0,5803153.0
2013-08-02,5747,5747,5578,5692,73857,58612.0,5803153.0
2013-08-05,5662,5719,5584,5584,54851,57509.0,5803153.0
2013-08-06,5691,5832,5572,5635,112540,58032.0,5803153.0
2013-08-07,5623,5634,5510,5579,38356,57451.0,5803153.0
2013-08-08,5527,5629,5494,5500,44283,56639.0,5803153.0
2013-08-09,5505,5662,5499,5635,31292,58032.0,5803153.0
2013-08-12,5634,5888,5634,5719,109641,58902.0,5803153.0
2013-08-13,5747,5804,5561,5635,50224,58032.0,5803153.0
2013-08-14,5691,5804,5606,5607,72423,57741.0,5803153.0
2013-08-16,5595,5595,5494,5562,36558,57277.0,5803153.0
2013-08-19,5584,5691,5522,5692,43646,58612.0,5803153.0
2013-08-20,5691,5719,5505,5579,61474,57451.0,5803153.0
2013-08-21,5623,5623,5324,5567,68495,57335.0,5803153.0
2013-08-22,5550,5634,5330,5635,68396,58032.0,5803153.0
2013-08-23,5556,5662,5449,5551,77812,57161.0,5803153.0
2013-08-26,5556,5804,5556,5804,92702,59772.0,5803153.0
2013-08-27,5775,6057,5775,5973,135057,61513.0,5803153.0
2013-08-28,5944,6001,5747,5917,75447,60933.0,5803153.0
2013-08-29,5972,6029,5859,5889,61825,60643.0,5803153.0
2013-08-30,5944,6085,5832,6001,58195,61804.0,5803153.0
2013-09-02,6085,6283,6029,6199,124134,63835.0,5803153.0
2013-09-03,6226,6283,6057,6058,34968,62384.0,5803153.0
2013-09-04,6057,6141,5916,6114,47601,62964.0,5803153.0
2013-09-05,6141,6170,5804,5973,61877,61513.0,5803153.0
2013-09-06,6085,6113,5859,5945,45692,61396.0,5819573.0
2013-09-09,5944,6001,5804,5917,39442,61106.0,5819573.0
2013-09-10,5944,6001,5804,5804,39093,59942.0,5819573.0
2013-09-11,5747,5944,5747,5832,46370,60233.0,5819573.0
2013-09-12,5832,6113,5832,6114,90783,63142.0,5819573.0
2013-09-13,6141,6141,6029,6029,44500,62269.0,5819573.0
2013-09-16,6029,6085,5859,5861,35104,60524.0,5819573.0
2013-09-17,5888,5972,5691,5776,28317,59651.0,5819573.0
2013-09-23,5804,5916,5747,5748,17787,59360.0,5819573.0
2013-09-24,5747,5832,5691,5776,16904,59651.0,5819573.0
2013-09-25,5747,5832,5634,5832,36694,60233.0,5819573.0
2013-09-26,5832,5832,5691,5719,32863,59069.0,5819573.0
2013-09-27,5719,5916,5719,5804,23312,60111.0,5835993.0
2013-09-30,5916,5916,5691,5804,19893,60111.0,5835993.0
2013-10-01,5719,5888,5634,5664,49941,58652.0,5835993.0
2013-10-02,5719,5775,5634,5664,28984,58652.0,5835993.0
2013-10-04,5662,5775,5634,5748,23036,59527.0,5835993.0
2013-10-07,5747,5747,5623,5664,29429,58652.0,5835993.0
2013-10-08,5589,5662,5522,5601,32984,58010.0,5835993.0
2013-10-10,5601,5629,5443,5500,57028,56959.0,5835993.0
2013-10-11,5572,5572,5449,5500,28463,56959.0,5835993.0
2013-10-14,5465,5539,5460,5506,35626,57018.0,5835993.0
2013-10-15,5522,5550,5387,5466,31962,56609.0,5835993.0
2013-10-16,5465,5505,5274,5286,64770,54742.0,5835993.0
2013-10-17,5324,5324,4964,5157,69707,53399.0,5835993.0
2013-10-18,5105,5245,5082,5212,48018,53983.0,5835993.0
2013-10-21,5217,5516,5217,5483,43726,56784.0,5835993.0
2013-10-22,5465,5499,5409,5455,17844,56492.0,5835993.0
2013-10-23,5505,5505,5297,5415,16943,56084.0,5835993.0
2013-10-24,5414,5460,5313,5348,18911,55384.0,5835993.0
2013-10-25,5420,5522,5352,5477,27858,56726.0,5835993.0
2013-10-28,5488,5578,5409,5477,21783,56726.0,5835993.0
2013-10-29,5477,5522,5420,5472,18787,56667.0,5835993.0
2013-10-30,5494,5494,5381,5399,21554,55909.0,5835993.0
2013-10-31,5437,5544,5381,5399,39996,55909.0,5835993.0
2013-11-01,5381,5494,5268,5370,23085,55617.0,5835993.0
2013-11-04,5307,5437,5195,5269,39363,54602.0,5839750.0
2013-11-05,5297,5297,5150,5179,35010,53667.0,5839750.0
2013-11-06,5144,5342,5144,5320,22795,55127.0,5839750.0
