원익머트리얼즈(104830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-09-06,18225,18225,17700,18000,6958,221076.0,6141000.0
2013-09-09,17825,18000,17650,17850,10853,219234.0,6141000.0
2013-09-10,17875,17925,17475,17600,13867,216163.0,6141000.0
2013-09-11,17850,17850,17475,17775,11106,218313.0,6141000.0
2013-09-12,17675,17825,17350,17500,16188,214935.0,6141000.0
2013-09-13,17600,17750,17450,17600,4784,216163.0,6141000.0
2013-09-16,17500,17700,17325,17400,5290,213707.0,6141000.0
2013-09-17,17325,17650,17250,17600,4652,216163.0,6141000.0
2013-09-23,17450,17700,17325,17400,4003,213707.0,6141000.0
2013-09-24,17400,17600,17200,17525,5210,215242.0,6141000.0
2013-09-25,17600,17625,16775,17025,24840,209101.0,6141000.0
2013-09-26,17025,17200,16825,16950,8310,208180.0,6141000.0
2013-09-27,17150,17150,16825,16900,5634,207566.0,6141000.0
2013-09-30,17050,17075,16650,16975,3634,208487.0,6141000.0
2013-10-01,16825,17125,16750,16875,4038,207259.0,6141000.0
2013-10-02,17075,17650,16800,17575,11006,215856.0,6141000.0
2013-10-04,17675,17675,17025,17300,8974,212479.0,6141000.0
2013-10-07,17450,17975,17150,17550,9477,215549.0,6141000.0
2013-10-08,17850,17850,17100,17650,4853,216777.0,6141000.0
2013-10-10,17650,18500,17500,18300,21593,224761.0,6141000.0
2013-10-11,18300,18350,17875,18100,9273,222304.0,6141000.0
2013-10-14,18425,18425,18000,18025,4006,221383.0,6141000.0
2013-10-15,18275,18275,17875,17975,7950,220769.0,6141000.0
2013-10-16,18225,18225,17575,17700,5486,217391.0,6141000.0
2013-10-17,18300,18300,17150,17225,14505,211557.0,6141000.0
2013-10-18,17300,18000,17175,17675,3701,217084.0,6141000.0
2013-10-21,17875,17950,17300,17300,6775,212479.0,6141000.0
2013-10-22,17100,17750,17100,17475,15103,214628.0,6141000.0
2013-10-23,18075,18075,17150,17425,19869,214014.0,6141000.0
2013-10-24,17200,17850,16825,17150,30881,210636.0,6141000.0
2013-10-25,17250,17525,16875,17300,11491,212479.0,6141000.0
2013-10-28,17250,17475,16950,17350,10054,213093.0,6141000.0
2013-10-29,17250,18425,17250,18175,18966,223225.0,6141000.0
2013-10-30,18250,18375,17950,18350,7758,225375.0,6141000.0
2013-10-31,18250,18500,17850,18400,7508,225989.0,6141000.0
2013-11-01,18300,18475,18125,18425,5734,226296.0,6141000.0
2013-11-04,18425,18425,17775,18175,7834,223225.0,6141000.0
2013-11-05,17975,18250,17975,17975,4359,220769.0,6141000.0
2013-11-06,18575,18575,17950,17950,9974,220462.0,6141000.0
2013-11-07,17725,18400,17725,18200,6983,223532.0,6141000.0
2013-11-08,18400,18500,18200,18250,4801,224146.0,6141000.0
2013-11-11,17975,18350,17700,18050,3981,221690.0,6141000.0
2013-11-12,17875,18275,17875,18150,4098,222918.0,6141000.0
2013-11-13,18350,18350,17975,18250,6813,224146.0,6141000.0
2013-11-14,18025,19775,18025,19450,30982,238885.0,6141000.0
2013-11-15,19475,19650,19275,19500,9414,239499.0,6141000.0
2013-11-18,19550,19650,19325,19450,3085,238885.0,6141000.0
2013-11-19,19500,20100,19500,19950,32152,245026.0,6141000.0
2013-11-20,19750,20000,19700,19800,4770,243184.0,6141000.0
2013-11-21,19800,19800,19375,19525,5651,239806.0,6141000.0
2013-11-22,19425,20375,19425,20150,24030,247482.0,6141000.0
2013-11-25,20150,20400,19900,20150,8642,247482.0,6141000.0
2013-11-26,20150,20625,19825,20500,23184,251781.0,6141000.0
2013-11-27,20475,20875,20225,20850,43814,256080.0,6141000.0
2013-11-28,21000,21200,20275,20875,21310,256387.0,6141000.0
2013-11-29,20650,20875,20300,20850,7179,256080.0,6141000.0
2013-12-02,20375,20750,20225,20525,7021,252088.0,6141000.0
2013-12-03,20675,20675,20250,20450,10365,251167.0,6141000.0
2013-12-04,20325,20450,19775,20000,20323,245640.0,6141000.0
2013-12-05,20000,20275,19975,20025,10645,245947.0,6141000.0
2013-12-06,19750,20400,19750,20250,5401,248710.0,6141000.0
2013-12-09,19850,20225,19650,20100,8557,246868.0,6141000.0
2013-12-10,20000,20225,19500,19675,18518,241648.0,6141000.0
2013-12-11,19650,19975,19025,19675,17926,241648.0,6141000.0
2013-12-12,19325,19975,19325,19500,10824,239499.0,6141000.0
2013-12-13,19600,21250,19600,20725,25354,254544.0,6141000.0
2013-12-16,20850,20875,20525,20650,10898,253623.0,6141000.0
2013-12-17,21000,21000,19850,20600,20797,253009.0,6141000.0
2013-12-18,20600,20600,20150,20550,10389,252395.0,6141000.0
2013-12-19,20550,20975,20175,20950,10343,257308.0,6141000.0
2013-12-20,20500,20975,20400,20850,9853,256080.0,6141000.0
2013-12-23,20825,20950,20200,20875,20986,256387.0,6141000.0
2013-12-24,20875,20950,20500,20925,12020,257001.0,6141000.0
2013-12-26,20950,21050,20650,20925,12433,257001.0,6141000.0
2013-12-27,21000,21150,20800,21025,9886,258229.0,6141000.0
2013-12-30,21225,21225,20500,20600,8274,253009.0,6141000.0
2014-01-02,20500,20650,20125,20150,10610,247482.0,6141000.0
2014-01-03,19850,20325,19725,20175,9933,247789.0,6141000.0
2014-01-06,19975,20500,19000,20450,11938,251167.0,6141000.0
2014-01-07,20225,20575,20150,20575,11839,252702.0,6141000.0
2014-01-08,20475,20675,20300,20525,10680,252088.0,6141000.0
2014-01-09,20650,21075,20450,20750,15526,254852.0,6141000.0
2014-01-10,20750,21450,20750,21125,22995,259457.0,6141000.0
2014-01-13,21050,21550,20825,21325,12301,261914.0,6141000.0
2014-01-14,21350,21350,20400,20750,10642,254852.0,6141000.0
2014-01-15,20750,21175,20750,21000,8153,257922.0,6141000.0
2014-01-16,21000,21200,20825,21000,4803,257922.0,6141000.0
2014-01-17,21175,21175,20325,20750,9830,254852.0,6141000.0
2014-01-20,20550,20550,20250,20350,8588,249939.0,6141000.0
2014-01-21,20175,20550,19900,19975,15628,245333.0,6141000.0
2014-01-22,19800,20350,19800,20250,6250,248710.0,6141000.0
2014-01-23,20300,20300,20000,20150,5841,247482.0,6141000.0
2014-01-24,20150,20150,19200,19800,31960,243184.0,6141000.0
2014-01-27,19550,19675,18950,19550,11584,240113.0,6141000.0
2014-01-28,19325,19925,19125,19925,7358,244719.0,6141000.0
2014-01-29,20000,20625,19800,20600,44903,253009.0,6141000.0
2014-02-03,20500,20525,20175,20350,4698,249939.0,6141000.0
2014-02-04,20225,20225,19775,20000,5403,245640.0,6141000.0
2014-02-05,20000,20300,19875,20300,5375,249325.0,6141000.0
2014-02-06,20175,20225,19850,19950,7533,245026.0,6141000.0
2014-02-07,20075,20550,19800,20500,12495,251781.0,6141000.0
2014-02-10,20650,20650,20300,20500,6056,251781.0,6141000.0
2014-02-11,20675,20750,20400,20650,16781,253623.0,6141000.0
2014-02-12,20850,20925,20675,20750,5447,254852.0,6141000.0
2014-02-13,20875,21100,20650,20950,12606,257308.0,6141000.0
2014-02-14,21000,21050,20775,21000,5525,257922.0,6141000.0
2014-02-17,21000,21000,20625,20975,6909,257615.0,6141000.0
2014-02-18,20650,21000,20650,20975,3645,257615.0,6141000.0
2014-02-19,20875,21025,20875,20975,7671,257615.0,6141000.0
2014-02-20,20950,21000,20725,20975,6641,257615.0,6141000.0
2014-02-21,20850,20975,20625,20825,2059,255773.0,6141000.0
2014-02-24,20700,21000,20700,21000,7839,257922.0,6141000.0
2014-02-25,20800,21000,20575,20975,7024,257615.0,6141000.0
2014-02-26,20850,21025,20775,20950,7357,257308.0,6141000.0
2014-02-27,20850,20975,20675,20675,3834,253930.0,6141000.0
2014-02-28,20650,21000,20300,20875,7052,256387.0,6141000.0
2014-03-03,20900,20925,20650,20850,1781,256080.0,6141000.0
2014-03-04,20850,20900,20625,20625,4052,253316.0,6141000.0
2014-03-05,20500,20825,20475,20475,4009,251474.0,6141000.0
2014-03-06,20300,20450,20075,20250,8436,248710.0,6141000.0
2014-03-07,20350,20575,20125,20425,7245,250860.0,6141000.0
2014-03-10,20425,20600,20000,20000,8411,245640.0,6141000.0
2014-03-11,19750,20100,19725,20075,10884,246561.0,6141000.0
2014-03-12,20175,20250,19625,20000,5719,245640.0,6141000.0
2014-03-13,19950,20300,19700,20000,7003,245640.0,6141000.0
2014-03-14,20000,20250,19950,20100,7461,246868.0,6141000.0
2014-03-17,20275,20275,19825,20000,5236,245640.0,6141000.0
2014-03-18,20000,20000,19625,19675,4077,241648.0,6141000.0
2014-03-19,19525,19725,18975,19250,23466,236428.0,6141000.0
2014-03-20,19100,19500,19100,19225,3550,236121.0,6141000.0
2014-03-21,19325,19900,18950,19700,12071,241955.0,6141000.0
2014-03-24,20000,20000,19425,19775,6368,242877.0,6141000.0
2014-03-25,19875,20625,19875,20250,3684,248710.0,6141000.0
2014-03-26,20250,20800,20025,20425,10691,250860.0,6141000.0
2014-03-27,20325,20325,19750,19775,6681,242877.0,6141000.0
2014-03-28,19750,19775,19250,19400,15938,238271.0,6141000.0
2014-03-31,19525,19950,19300,19875,1783,244105.0,6141000.0
2014-04-01,19975,19975,19200,19200,20063,235814.0,6141000.0
2014-04-02,19075,19600,19075,19500,9526,239499.0,6141000.0
2014-04-03,19825,19850,19200,19500,7835,239499.0,6141000.0
2014-04-04,19350,19750,19150,19150,10614,235200.0,6141000.0
2014-04-07,19200,19275,18875,18875,13803,231823.0,6141000.0
2014-04-08,18875,19225,18800,19225,8018,236121.0,6141000.0
2014-04-09,19225,20100,19050,19750,10850,242570.0,6141000.0
2014-04-10,19750,20000,19650,19975,8074,245333.0,6141000.0
2014-04-11,19775,20100,19550,20100,8245,246868.0,6141000.0
2014-04-14,20100,20100,19700,19700,6361,241955.0,6141000.0
2014-04-15,19900,20075,19725,19975,2610,245333.0,6141000.0
2014-04-16,19850,20075,19725,19875,9242,244105.0,6141000.0
2014-04-17,19675,19900,19625,19850,1283,243798.0,6141000.0
2014-04-18,19725,20350,19600,20300,5790,249325.0,6141000.0
2014-04-21,20275,20500,19725,19950,6197,245026.0,6141000.0
2014-04-22,19950,19950,19675,19700,3639,241955.0,6141000.0
2014-04-23,19625,20100,19500,19775,3953,242877.0,6141000.0
2014-04-24,19650,19900,19425,19500,3417,239499.0,6141000.0
2014-04-25,19500,19750,19350,19700,2150,241955.0,6141000.0
2014-04-28,19600,19675,19250,19250,6130,236428.0,6141000.0
2014-04-29,19250,19500,19000,19500,3327,239499.0,6141000.0
2014-04-30,19875,19975,19350,19650,1819,241341.0,6141000.0
2014-05-02,19650,19900,19650,19825,3615,243491.0,6141000.0
2014-05-07,19925,20075,19800,20025,6865,245947.0,6141000.0
2014-05-08,20000,20150,19975,20150,19379,247482.0,6141000.0
2014-05-09,20100,20325,20000,20250,7219,248710.0,6141000.0
2014-05-12,20250,20400,20125,20325,5977,249632.0,6141000.0
2014-05-13,20150,20275,19950,20200,1870,248096.0,6141000.0
2014-05-14,20150,20350,19900,20200,16760,248096.0,6141000.0
2014-05-15,20300,20400,19600,19600,12860,240727.0,6141000.0
2014-05-16,19775,20000,19450,19950,4770,245026.0,6141000.0
2014-05-19,20000,20750,19725,20675,10428,253930.0,6141000.0
2014-05-20,20675,21000,20100,20775,5890,255159.0,6141000.0
2014-05-21,20375,20975,20375,20900,4724,256694.0,6141000.0
2014-05-22,21000,21325,21000,21100,8223,259150.0,6141000.0
2014-05-23,21075,22025,21000,21475,21210,263756.0,6141000.0
2014-05-26,21750,22250,21550,22000,41084,270204.0,6141000.0
2014-05-27,21725,22275,21725,22275,17554,273582.0,6141000.0
2014-05-28,22225,22525,21550,21550,14501,264677.0,6141000.0
2014-05-29,22050,22250,21450,21500,32172,264063.0,6141000.0
2014-05-30,21500,23000,21500,23000,26638,282486.0,6141000.0
2014-06-02,23075,23150,22500,22550,5414,276959.0,6141000.0
2014-06-03,22550,22700,22050,22350,9163,274503.0,6141000.0
2014-06-05,22750,22750,21500,21925,6711,269283.0,6141000.0
2014-06-09,22650,22650,21225,22100,11736,271432.0,6141000.0
2014-06-10,22000,23000,21675,22100,6780,271432.0,6141000.0
2014-06-11,22450,22500,21875,22025,4473,270511.0,6141000.0
2014-06-12,21850,22800,21825,22775,7526,279723.0,6141000.0
2014-06-13,22775,22775,22100,22625,3801,277880.0,6141000.0
2014-06-16,22200,22700,22000,22550,4342,276959.0,6141000.0
2014-06-17,22550,22800,22100,22800,14316,280030.0,6141000.0
2014-06-18,22800,23475,22600,23475,18969,288320.0,6141000.0
2014-06-19,23474,23750,22825,23550,15596,289241.0,6141000.0
2014-06-20,23425,24200,22775,23850,12798,292926.0,6141000.0
2014-06-23,24150,24150,23275,23475,8088,288320.0,6141000.0
2014-06-24,23350,23475,22825,23350,9369,286785.0,6141000.0
2014-06-25,23350,23574,23050,23400,5489,287399.0,6141000.0
2014-06-26,23399,24500,22450,24500,15355,300909.0,6141000.0
2014-06-27,24300,24474,23749,24250,7413,297838.0,6141000.0
2014-06-30,24050,24050,23625,23725,4022,292339.0,6161000.0
2014-07-01,23700,23725,23175,23250,5017,286486.0,6161000.0
2014-07-02,23525,23700,22550,22550,13176,277861.0,6161000.0
2014-07-03,22550,23300,22550,23000,14618,283406.0,6161000.0
2014-07-04,23025,23050,22400,23025,32685,283714.0,6161000.0
2014-07-07,23025,23025,22350,22950,13206,282790.0,6161000.0
2014-07-08,22750,22850,22350,22600,11885,278477.0,6161000.0
2014-07-09,22450,22725,22175,22575,6849,278169.0,6161000.0
2014-07-10,22575,22600,22050,22125,9214,272624.0,6161000.0
2014-07-11,21950,22100,21650,21675,7020,267079.0,6161000.0
2014-07-14,21550,22225,21425,22150,8613,272932.0,6161000.0
2014-07-15,22350,22875,22325,22825,10755,281250.0,6161000.0
2014-07-16,22700,22900,21975,22250,8517,274164.0,6161000.0
2014-07-17,22275,22350,21800,22000,13542,271084.0,6161000.0
2014-07-18,21775,22250,21500,21975,12705,270776.0,6161000.0
2014-07-21,21825,22000,21650,21900,6593,269852.0,6161000.0
2014-07-22,21925,22575,21925,22400,9718,276013.0,6161000.0
2014-07-23,22675,22975,22425,22625,8214,278785.0,6161000.0
2014-07-24,22350,22600,21975,22200,10092,273548.0,6161000.0
2014-07-25,21800,22450,21800,22250,4676,274164.0,6161000.0
2014-07-28,21825,22200,21750,22150,5647,272932.0,6161000.0
2014-07-29,21575,22000,21350,21500,6403,264923.0,6161000.0
2014-07-30,21100,21725,21100,21675,6052,267079.0,6161000.0
2014-07-31,21325,21700,21250,21375,7054,263383.0,6161000.0
2014-08-01,21375,23000,21325,22200,9665,273548.0,6161000.0
2014-08-04,22275,22775,22250,22500,2577,277245.0,6161000.0
2014-08-05,22525,22675,22000,22250,6464,274164.0,6161000.0
2014-08-06,22300,22350,21725,22350,3463,275397.0,6161000.0
2014-08-07,22475,22600,21900,22450,1488,276629.0,6161000.0
2014-08-08,22225,22425,21675,22000,3644,271084.0,6161000.0
2014-08-11,21800,22050,21750,21975,3268,270776.0,6161000.0
2014-08-12,21725,22150,21725,22000,3523,271084.0,6161000.0
2014-08-13,22200,22200,21825,21950,4116,270468.0,6161000.0
2014-08-14,21825,22200,21675,21700,5450,267387.0,6161000.0
2014-08-18,21925,22350,21475,21475,7616,264615.0,6161000.0
2014-08-19,21600,21950,21275,21475,10788,264615.0,6161000.0
2014-08-20,22175,22175,21275,21600,16327,266155.0,6161000.0
2014-08-21,21750,21975,21525,21950,8363,270468.0,6161000.0
2014-08-22,21725,22500,21525,22200,6246,273548.0,6161000.0
2014-08-25,22375,23100,22375,22700,13530,279709.0,6161000.0
2014-08-26,22575,22800,22175,22700,7857,279709.0,6161000.0
2014-08-27,22600,22800,22425,22800,3405,280942.0,6161000.0
2014-08-28,23500,23700,22825,23075,33392,284330.0,6161000.0
2014-08-29,23000,23100,22625,23100,8835,284638.0,6161000.0
2014-09-01,23275,23275,22625,23000,6181,283406.0,6161000.0
2014-09-02,23250,23250,22900,22975,5649,283098.0,6161000.0
2014-09-03,23000,23700,23000,23700,14123,292031.0,6161000.0
2014-09-04,23275,23900,23200,23200,8270,285870.0,6161000.0
2014-09-05,23450,23975,23425,23975,19046,295420.0,6161000.0
2014-09-11,23975,23975,23675,23850,6155,293880.0,6161000.0
2014-09-12,23450,23875,23450,23850,7763,293880.0,6161000.0
2014-09-15,23650,24200,23050,23850,6430,293880.0,6161000.0
2014-09-16,23875,23950,23524,23750,11269,292648.0,6161000.0
2014-09-17,23700,24125,23374,23575,11167,290491.0,6161000.0
2014-09-18,23825,23900,23500,23750,14162,292648.0,6161000.0
2014-09-19,23750,23800,23550,23550,10855,290183.0,6161000.0
2014-09-22,24199,24199,23375,23675,15927,291723.0,6161000.0
2014-09-23,23700,23700,23200,23575,467664,290491.0,6161000.0
2014-09-24,23175,23700,22850,23475,73971,289259.0,6161000.0
2014-09-25,23525,24150,23375,24000,39572,295728.0,6161000.0
2014-09-26,24225,24225,23800,24150,18197,297576.0,6161000.0
2014-09-29,24150,24175,23325,24150,22811,297576.0,6161000.0
2014-09-30,24000,24050,23499,24050,15498,296344.0,6161000.0
2014-10-01,24050,24050,22800,23025,28849,283714.0,6161000.0
2014-10-02,23249,23650,22500,23575,31177,290491.0,6161000.0
2014-10-06,23650,23900,22925,23875,35300,294188.0,6161000.0
2014-10-07,24150,24325,23525,24225,20974,298500.0,6161000.0
2014-10-08,24175,24200,23775,24150,9671,297576.0,6161000.0
2014-10-10,23900,24900,23850,24450,15359,301273.0,6161000.0
2014-10-13,24250,25150,23200,24875,30399,306510.0,6161000.0
2014-10-14,24750,25600,24275,25600,35881,315443.0,6161000.0
2014-10-15,25750,25999,25050,25650,10634,316059.0,6161000.0
2014-10-16,25350,26000,25300,25500,14741,314211.0,6161000.0
2014-10-17,25450,25450,24750,24800,11156,305586.0,6161000.0
2014-10-20,24900,24999,24050,24100,23993,296960.0,6161000.0
2014-10-21,24450,24450,23200,23750,43543,292648.0,6161000.0
2014-10-22,23775,24000,23400,23825,29395,293572.0,6161000.0
2014-10-23,23825,25000,23574,24850,23618,306202.0,6161000.0
2014-10-24,24750,25200,24200,24975,21523,307742.0,6161000.0
2014-10-27,25300,25400,24500,24650,3137,303737.0,6161000.0
2014-10-28,24375,25150,24025,24300,12111,299425.0,6161000.0
2014-10-29,24425,24600,23700,24600,14739,303121.0,6161000.0
2014-10-30,24375,24949,23950,24375,19643,300349.0,6161000.0
2014-10-31,24375,24825,24025,24400,8063,300657.0,6161000.0
2014-11-03,24425,24650,23925,24100,5704,296960.0,6161000.0
2014-11-04,24225,24475,23850,24100,9618,296960.0,6161000.0
2014-11-05,24599,24599,23625,23900,16234,294496.0,6161000.0
2014-11-06,24175,24175,23025,23450,15248,288951.0,6161000.0
2014-11-07,23125,23450,22750,23400,18000,288335.0,6161000.0
2014-11-10,23649,23724,23125,23500,5165,289567.0,6161000.0
2014-11-11,23274,23650,22949,23450,12686,288951.0,6161000.0
2014-11-12,23425,23800,22825,23750,18907,292648.0,6161000.0
2014-11-13,23749,23875,23150,23450,19712,288951.0,6161000.0
2014-11-14,23525,23525,22650,22900,12637,282174.0,6161000.0
2014-11-17,22600,22900,22050,22300,19292,274781.0,6161000.0
2014-11-18,22075,22375,21800,21950,21857,270468.0,6161000.0
2014-11-19,21950,22475,21650,22050,12625,271700.0,6161000.0
2014-11-20,22300,22325,21200,22000,5974,271084.0,6161000.0
2014-11-21,21675,22200,21225,21850,42217,269236.0,6161000.0
2014-11-24,22050,22400,21825,22100,19859,272316.0,6161000.0
2014-11-25,22100,22400,21875,22350,37367,275397.0,6161000.0
2014-11-26,22350,22725,22100,22700,6780,279709.0,6161000.0
2014-11-27,22700,22700,22000,22350,8083,275397.0,6161000.0
2014-11-28,22350,22700,22175,22600,7093,278477.0,6161000.0
2014-12-01,22675,22675,22150,22375,6908,275705.0,6161000.0
2014-12-02,22075,22350,21275,21850,19858,269236.0,6161000.0
2014-12-03,21850,22175,21450,21550,19122,265539.0,6161000.0
2014-12-04,21975,22250,21500,22000,36584,271084.0,6161000.0
2014-12-05,22325,22325,21450,21500,31143,264923.0,6161000.0
2014-12-08,21525,21975,21125,21975,16307,270776.0,6161000.0
2014-12-09,21825,22000,21325,21775,19722,268312.0,6161000.0
2014-12-10,21650,21900,21425,21625,13299,266463.0,6161000.0
2014-12-11,21300,21700,21000,21100,23201,259994.0,6161000.0
2014-12-12,20850,21050,20300,20700,40651,255065.0,6161000.0
2014-12-15,20700,20700,20250,20500,22136,252601.0,6161000.0
2014-12-16,20800,21150,20200,20375,27801,251061.0,6161000.0
2014-12-17,20575,20850,20250,20600,27621,253833.0,6161000.0
2014-12-18,20575,21575,20500,21200,43589,261226.0,6161000.0
2014-12-19,20975,21450,20975,21275,15917,262151.0,6161000.0
2014-12-22,21725,21725,21050,21100,7131,259994.0,6161000.0
2014-12-23,21150,21450,20925,21125,12581,260302.0,6161000.0
2014-12-24,21150,22450,21125,21850,24211,269236.0,6161000.0
2014-12-26,22250,22375,21850,22050,14161,271700.0,6161000.0
2014-12-29,22500,22825,22050,22825,16582,281250.0,6161000.0
2014-12-30,22975,22975,22425,22800,10703,280942.0,6161000.0
2015-01-02,22900,23225,22500,23000,13714,283406.0,6161000.0
2015-01-05,23350,23350,22250,22850,11861,281558.0,6161000.0
2015-01-06,22875,22925,22475,22750,11349,280326.0,6161000.0
2015-01-07,22750,23200,22450,22925,9438,282482.0,6161000.0
2015-01-08,23000,23350,22525,23150,13275,285254.0,6161000.0
2015-01-09,23150,24175,22700,24125,22052,297268.0,6161000.0
2015-01-12,24125,24125,23675,24025,18088,296036.0,6161000.0
2015-01-13,23799,25000,23500,23500,67962,289567.0,6161000.0
2015-01-14,23350,24000,23075,24000,17297,295728.0,6161000.0
2015-01-15,24000,24250,23525,24250,13999,298808.0,6161000.0
2015-01-16,24000,24425,23700,24225,8632,298500.0,6161000.0
2015-01-19,24350,24675,23750,23850,16457,293880.0,6161000.0
2015-01-20,24300,24550,23850,24375,14802,300349.0,6161000.0
2015-01-21,24350,24800,24025,24650,19713,303737.0,6161000.0
2015-01-22,24650,24674,24175,24275,15209,299117.0,6161000.0
2015-01-23,24075,25349,23425,24975,47946,307742.0,6161000.0
2015-01-26,25250,25300,24150,24500,26638,301889.0,6161000.0
2015-01-27,24250,24650,24125,24125,19962,297268.0,6161000.0
2015-01-28,23875,24975,23550,24725,24940,304661.0,6161000.0
2015-01-29,24575,24575,23750,23800,19641,293264.0,6161000.0
2015-01-30,23799,23799,23249,23500,15771,289567.0,6161000.0
2015-02-02,23150,23900,23049,23900,17832,294496.0,6161000.0
2015-02-03,23899,24174,23400,23825,13803,293572.0,6161000.0
2015-02-04,23650,23700,22750,23625,43340,291107.0,6161000.0
2015-02-05,23350,23350,22375,22700,67798,279709.0,6161000.0
2015-02-06,22500,22950,21825,22500,51228,277245.0,6161000.0
2015-02-09,22850,22850,21850,22175,32426,273240.0,6161000.0
2015-02-10,21900,22525,21800,22075,25651,272008.0,6161000.0
2015-02-11,22650,23450,22125,22725,45217,280017.0,6161000.0
2015-02-12,23000,24000,22675,23600,37781,290799.0,6161000.0
2015-02-13,23624,24225,23325,23925,20603,294804.0,6161000.0
2015-02-16,23950,24125,23425,23925,14163,294804.0,6161000.0
2015-02-17,23650,24125,23425,24100,23935,296960.0,6161000.0
2015-02-23,24250,24250,23500,23575,20982,290491.0,6161000.0
2015-02-24,23650,23674,23000,23175,17021,285562.0,6161000.0
2015-02-25,23500,23575,23075,23125,18227,284946.0,6161000.0
2015-02-26,23250,23250,22500,22700,22060,279709.0,6161000.0
2015-02-27,22600,23574,22325,23375,25477,288027.0,6161000.0
2015-03-02,23300,23375,22850,23150,18178,285254.0,6161000.0
2015-03-03,23025,23350,22900,23350,17709,287719.0,6161000.0
2015-03-04,23350,24325,23025,24050,22563,296344.0,6161000.0
2015-03-05,24050,24400,23525,24200,24238,298192.0,6161000.0
2015-03-06,24000,24550,23825,24375,19456,300349.0,6161000.0
2015-03-09,24350,24350,23800,24150,20077,297576.0,6161000.0
2015-03-10,23950,24350,23100,24300,25793,299425.0,6161000.0
2015-03-11,23874,23975,23250,23475,20366,289259.0,6161000.0
2015-03-12,23475,23925,22950,23175,16099,285562.0,6161000.0
2015-03-13,23425,24175,23050,23300,17357,287103.0,6161000.0
2015-03-16,23550,23750,23075,23675,10859,291723.0,6161000.0
2015-03-17,23750,23750,22825,23550,40427,290183.0,6161000.0
2015-03-18,23125,23675,22875,23275,34570,286795.0,6161000.0
2015-03-19,23100,23449,22825,23275,28472,286795.0,6161000.0
2015-03-20,23350,23350,22825,23000,28559,283406.0,6161000.0
2015-03-23,23200,23425,22775,23250,15566,286486.0,6161000.0
2015-03-24,23100,24050,22975,23675,20478,291723.0,6161000.0
2015-03-25,23675,24175,23600,23850,12961,293880.0,6161000.0
2015-03-26,24074,24100,23375,23525,23046,289875.0,6161000.0
2015-03-27,23925,23925,23200,23550,9114,290183.0,6161000.0
2015-03-30,23350,24125,23350,24025,13600,296036.0,6161000.0
2015-03-31,23949,24475,23750,24025,16435,296036.0,6161000.0
2015-04-01,24075,24075,23675,23875,7541,294188.0,6161000.0
2015-04-02,23650,23700,23200,23575,17853,290491.0,6161000.0
2015-04-03,23325,23675,23000,23325,31755,287411.0,6161000.0
2015-04-06,23075,23325,22975,23300,12903,287103.0,6161000.0
2015-04-07,23225,23975,23050,23975,23729,295420.0,6161000.0
2015-04-08,24250,24250,23500,24250,17020,298808.0,6161000.0
2015-04-09,24225,24275,23824,24175,26188,297884.0,6161000.0
2015-04-10,24000,26000,24000,24825,38163,305894.0,6161000.0
2015-04-13,25099,25099,24275,24450,18675,301273.0,6161000.0
2015-04-14,24425,24650,23600,24000,19189,295728.0,6161000.0
2015-04-15,24000,24400,23674,23725,21176,292339.0,6161000.0
2015-04-16,23925,24175,23500,24175,17529,297884.0,6161000.0
2015-04-17,24200,24400,23650,24000,25243,295728.0,6161000.0
2015-04-20,23750,24000,23375,24000,28741,295728.0,6161000.0
2015-04-21,23824,24000,23500,23625,23909,291107.0,6161000.0
2015-04-22,23624,23624,23025,23100,18276,284638.0,6161000.0
2015-04-23,23175,23424,22875,23200,28210,285870.0,6161000.0
2015-04-24,23200,23649,22999,23500,24677,289567.0,6161000.0
2015-04-27,23525,23725,23125,23400,24657,288335.0,6161000.0
2015-04-28,23500,23750,23174,23400,29643,288335.0,6161000.0
2015-04-29,23500,23600,23324,23500,22099,289567.0,6161000.0
2015-04-30,23500,23875,23150,23225,45221,286178.0,6161000.0
2015-05-04,23025,23375,22550,23250,29072,286486.0,6161000.0
2015-05-06,23225,23375,22825,23350,16196,287719.0,6161000.0
2015-05-07,23350,23350,22600,23200,10151,285870.0,6161000.0
2015-05-08,23224,23350,23000,23200,27841,285870.0,6161000.0
2015-05-11,23325,24100,23100,24075,29229,296652.0,6161000.0
2015-05-12,24100,24575,24050,24250,22581,298808.0,6161000.0
2015-05-13,24075,25400,24050,25350,32797,312363.0,6161000.0
2015-05-14,25350,25750,24850,25600,37660,315443.0,6161000.0
2015-05-15,25600,28500,25600,27850,283626,343168.0,6161000.0
2015-05-18,27500,27599,26100,27050,143780,333310.0,6161000.0
2015-05-19,26650,27099,26150,27000,36236,332694.0,6161000.0
2015-05-20,27000,27400,26600,26950,26579,332078.0,6161000.0
2015-05-21,26599,26850,25600,26500,41999,326533.0,6161000.0
2015-05-22,26100,26750,25850,26550,20992,327149.0,6161000.0
2015-05-26,26500,26750,25750,25750,11323,317292.0,6161000.0
2015-05-27,25950,26150,25250,25750,23818,317292.0,6161000.0
2015-05-28,25850,26600,25750,26400,24233,325301.0,6161000.0
2015-05-29,26250,27250,26100,27000,41955,332694.0,6161000.0
2015-06-01,27400,27400,26750,27000,17211,332694.0,6161000.0
