매일유업(267980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-19,70000,70000,68200,68400,49615,520414.0,7608398.0
2017-09-20,68400,68900,66500,66500,54114,505958.0,7608398.0
2017-09-21,66500,67900,65100,65100,67708,495307.0,7608398.0
2017-09-22,65900,65900,62300,64000,84862,486937.0,7608398.0
2017-09-25,64000,64700,62800,63300,36625,481612.0,7608398.0
2017-09-26,62400,65100,62300,64000,33163,486937.0,7608398.0
2017-09-27,64000,65800,63500,65800,36369,500633.0,7608398.0
2017-09-28,65500,68300,65200,67700,23746,515089.0,7608398.0
2017-09-29,67800,68300,66800,68200,13480,518893.0,7608398.0
2017-10-10,68600,68700,66900,67200,11580,511284.0,7608398.0
2017-10-11,68200,68200,64900,66500,39121,505958.0,7608398.0
2017-10-12,66200,68700,65500,68600,20776,521936.0,7608398.0
2017-10-13,68900,69600,67200,68500,22802,521175.0,7608398.0
2017-10-16,68500,69000,66400,68200,22343,518893.0,7608398.0
2017-10-17,68200,68300,66100,67000,28253,509763.0,7608398.0
2017-10-18,67000,67500,66000,66100,15763,502915.0,7608398.0
2017-10-19,66100,66700,64700,65000,43586,494546.0,7608398.0
2017-10-20,65500,67100,65000,66100,20026,502915.0,7608398.0
2017-10-23,66900,67000,65800,66500,20199,505958.0,7608398.0
2017-10-24,67000,69700,66800,69500,37022,528784.0,7608398.0
2017-10-25,69500,71300,69300,70800,42512,538675.0,7608398.0
2017-10-26,71200,73300,69200,71700,62464,545522.0,7608398.0
2017-10-27,72800,73000,71000,73000,32240,555413.0,7608398.0
2017-10-30,73000,73800,72000,73400,39025,558456.0,7608398.0
2017-10-31,73500,73500,70000,70000,44901,532588.0,7608398.0
2017-11-01,70000,72100,70000,71600,30301,544761.0,7608398.0
2017-11-02,72300,73400,70500,71000,35131,540196.0,7608398.0
2017-11-03,71000,73200,70600,72300,32386,550087.0,7608398.0
2017-11-06,72600,75400,72200,75300,71561,572912.0,7608398.0
2017-11-07,76300,76600,74100,76400,60685,581282.0,7608398.0
2017-11-08,76400,76500,74600,75300,26544,572912.0,7608398.0
2017-11-09,75400,75400,73300,74900,35145,569869.0,7608398.0
2017-11-10,74700,76100,73700,74700,33582,568347.0,7608398.0
2017-11-13,75500,76900,74100,76900,49463,585086.0,7608398.0
2017-11-14,76900,76900,75000,76700,24251,583564.0,7608398.0
2017-11-15,76600,76600,72600,73900,60831,562261.0,7608398.0
2017-11-16,74100,74500,70600,71200,73139,541718.0,7608398.0
2017-11-17,71300,73000,71200,71700,55896,545522.0,7608398.0
2017-11-20,72300,73100,71100,71400,37817,543240.0,7608398.0
2017-11-21,71800,71800,70500,71300,39384,542479.0,7608398.0
2017-11-22,71300,72000,68100,69200,70804,526501.0,7608398.0
2017-11-23,69200,69700,68500,69100,43324,525740.0,7608398.0
2017-11-24,69500,69500,66800,66900,84852,509002.0,7608398.0
2017-11-27,69600,74300,69600,71900,175659,547044.0,7608398.0
2017-11-28,72000,74500,70700,73100,75147,556174.0,7608398.0
2017-11-29,73300,74100,71900,73500,49884,559217.0,7608398.0
2017-11-30,74000,74800,71200,74500,50096,566826.0,7608398.0
2017-12-01,73600,73600,70700,71100,52372,540957.0,7608398.0
2017-12-04,71400,71500,69100,70000,35699,532588.0,7608398.0
2017-12-05,70000,70600,68400,69000,54864,524979.0,7608398.0
2017-12-06,69300,69300,67000,67600,54475,514328.0,7608398.0
2017-12-07,67900,68200,66400,66900,50389,509002.0,7608398.0
2017-12-08,67100,67200,65200,65500,46377,498350.0,7608398.0
2017-12-11,65700,67700,65500,67600,34689,514328.0,7608398.0
2017-12-12,68000,68000,67100,67700,20783,515089.0,7608398.0
2017-12-13,67700,68300,67500,67800,19991,515849.0,7608398.0
2017-12-14,67800,68400,66300,67000,40264,509763.0,7608398.0
2017-12-15,67100,68100,66300,67400,35204,512806.0,7608398.0
2017-12-18,67100,67400,66500,67400,24268,512806.0,7608398.0
2017-12-19,67000,67000,65800,65900,31470,501393.0,7608398.0
2017-12-20,65900,65900,65200,65300,12126,496828.0,7608398.0
2017-12-21,64900,65300,63800,63900,45033,486177.0,7608398.0
2017-12-22,63700,65800,63700,65700,18352,499872.0,7608398.0
2017-12-26,65400,68200,64400,67100,43053,510524.0,7608398.0
2017-12-27,67100,67100,65800,66600,17363,506719.0,7608398.0
2017-12-28,66600,66600,65700,66300,9947,504437.0,7608398.0
2018-01-02,66300,69400,65700,69300,58335,527262.0,7608398.0
2018-01-03,69500,71000,68700,70400,57828,535631.0,7608398.0
2018-01-04,70900,70900,67700,68300,34574,519654.0,7608398.0
2018-01-05,68300,68400,66400,67600,33922,514328.0,7608398.0
2018-01-08,68200,68200,66300,66400,19530,505198.0,7608398.0
2018-01-09,66500,68100,65200,66100,36492,502915.0,7608398.0
2018-01-10,66200,67100,64700,66700,37891,507480.0,7608398.0
2018-01-11,67200,67200,65000,65600,34995,499111.0,7608398.0
2018-01-12,65800,67200,65500,66800,46890,508241.0,7608398.0
2018-01-15,67000,67700,66600,67200,22573,511284.0,7608398.0
2018-01-16,67200,67700,66000,67300,33574,512045.0,7608398.0
2018-01-17,67300,67500,66400,67000,15393,509763.0,7608398.0
2018-01-18,67000,68000,66100,67500,22833,513567.0,7608398.0
2018-01-19,67700,68900,66600,68600,31036,521936.0,7608398.0
2018-01-22,68900,69900,68200,69800,45238,531066.0,7608398.0
2018-01-23,69800,71200,68600,70600,66786,537153.0,7608398.0
2018-01-24,70600,72400,70000,72000,62943,547805.0,7608398.0
2018-01-25,72100,73200,71600,71800,39432,546283.0,7608398.0
2018-01-26,71800,76100,71300,75900,133648,577477.0,7608398.0
2018-01-29,75200,76500,73500,75500,62517,574434.0,7608398.0
2018-01-30,75300,76400,74200,75000,38176,570630.0,7608398.0
2018-01-31,74200,74200,71900,72700,58971,553131.0,7608398.0
2018-02-01,72900,73500,72000,73100,28881,556174.0,7608398.0
2018-02-02,73500,74200,72000,73200,41251,556935.0,7608398.0
2018-02-05,72000,72400,69900,70200,38549,534110.0,7608398.0
2018-02-06,67700,70900,67300,70000,53449,532588.0,7608398.0
2018-02-07,71400,71500,69100,69100,16453,525740.0,7608398.0
2018-02-08,70500,70500,68400,68900,18901,524219.0,7608398.0
2018-02-09,67300,68500,66500,67900,40547,516610.0,7608398.0
2018-02-12,69000,70600,68000,70100,27395,533349.0,7608398.0
2018-02-13,71000,71000,68900,69900,13334,531827.0,7608398.0
2018-02-14,70800,70800,66900,67800,29761,515849.0,7608398.0
2018-02-19,68000,68300,67300,67900,20689,516610.0,7608398.0
2018-02-20,67900,68200,67500,68200,17484,518893.0,7608398.0
2018-02-21,68000,68600,67600,68300,11780,519654.0,7608398.0
2018-02-22,68700,69400,68300,69000,20517,524979.0,7608398.0
2018-02-23,69000,69500,68900,69400,8076,528023.0,7608398.0
2018-02-26,69900,70100,67900,68900,15940,524219.0,7608398.0
2018-02-27,68900,68900,67800,68600,9474,521936.0,7608398.0
2018-02-28,68700,68700,67000,67900,19489,516610.0,7608398.0
2018-03-02,66800,67300,66500,66600,15727,506719.0,7608398.0
2018-03-05,66700,67900,65200,65600,21088,499111.0,7608398.0
2018-03-06,66100,66400,65400,65900,20841,501393.0,7608398.0
2018-03-07,65900,66900,64000,65500,18017,498350.0,7608398.0
2018-03-08,65600,66300,65100,65400,9001,497589.0,7608398.0
2018-03-09,65900,67500,65700,67500,19448,513567.0,7608398.0
2018-03-12,68000,68400,67600,68200,19785,518893.0,7608398.0
2018-03-13,68400,68400,66300,67500,19224,513567.0,7608398.0
2018-03-14,67500,67500,65900,66100,14730,502915.0,7608398.0
2018-03-15,66100,66500,65500,66400,10700,505198.0,7608398.0
2018-03-16,66400,68000,66000,67800,15492,515849.0,7608398.0
2018-03-19,67500,68600,66100,67000,19018,509763.0,7608398.0
2018-03-20,66400,66700,65700,66700,12605,507480.0,7608398.0
2018-03-21,66900,67000,65800,66200,15395,503676.0,7608398.0
2018-03-22,66300,66800,65900,66300,11852,504437.0,7608398.0
2018-03-23,65600,66200,64500,64800,20428,493024.0,7608398.0
2018-03-26,64100,65300,63700,63800,19060,485416.0,7608398.0
2018-03-27,64000,64800,63500,64000,35537,486937.0,7608398.0
2018-03-28,63900,64200,63000,63600,20488,483894.0,7608398.0
2018-03-29,63300,64200,62200,62600,35938,476286.0,7608398.0
2018-03-30,62600,63000,62000,62300,38900,474003.0,7608398.0
2018-04-02,62900,68700,62900,65400,104920,497589.0,7608398.0
2018-04-03,65400,69200,65200,69000,122067,524979.0,7608398.0
2018-04-04,70900,70900,68700,69400,66877,528023.0,7608398.0
2018-04-05,70700,70700,66900,68300,52055,519654.0,7608398.0
2018-04-06,68300,70200,66800,70000,50204,532588.0,7608398.0
2018-04-09,70000,72800,69700,72200,105663,549326.0,7608398.0
2018-04-10,71800,72100,70200,70200,54373,534110.0,7608398.0
2018-04-11,70300,74300,70300,74300,111188,565304.0,7608398.0
2018-04-12,74600,75300,72900,75000,77471,570630.0,7608398.0
2018-04-13,75000,76400,73600,74500,92392,566826.0,7608398.0
2018-04-16,74500,76600,73600,76400,76220,581282.0,7608398.0
2018-04-17,76900,79600,76900,79600,155626,605628.0,7608398.0
2018-04-18,79000,79000,74900,78000,152554,593455.0,7608398.0
2018-04-19,78400,80300,76300,77700,70000,591173.0,7608398.0
2018-04-20,77700,78900,75900,78800,71093,599542.0,7608398.0
2018-04-23,79800,79800,76200,78100,65354,594216.0,7608398.0
2018-04-24,77200,79400,77200,78700,41010,598781.0,7608398.0
2018-04-25,78700,79300,77200,78200,35527,594977.0,7608398.0
2018-04-26,78000,79500,76500,78600,33641,598020.0,7608398.0
2018-04-27,78700,82600,75000,76000,170489,578238.0,7608398.0
2018-04-30,77000,80300,76500,80000,82593,608672.0,7608398.0
2018-05-02,80000,82600,80000,80900,72417,615519.0,7608398.0
2018-05-03,82000,82000,77400,79100,60681,601824.0,7608398.0
2018-05-04,79100,80800,77100,78300,40706,595738.0,7608398.0
2018-05-08,79000,79200,77100,78300,29988,595738.0,7608398.0
2018-05-09,78300,78800,76200,78300,32257,595738.0,7608398.0
2018-05-10,77700,81900,77600,79800,31931,607150.0,7608398.0
2018-05-11,78700,80400,78500,79600,35615,605628.0,7608398.0
2018-05-14,79700,81900,78500,81900,56409,623128.0,7608398.0
2018-05-15,81900,82600,81200,82400,32080,626932.0,7608398.0
2018-05-16,81000,84800,78900,82200,77286,625410.0,7608398.0
2018-05-17,83600,83800,80400,83000,46689,631497.0,7608398.0
2018-05-18,84000,86300,83000,84700,86784,644431.0,7608398.0
2018-05-21,85800,88000,84700,87200,75814,663452.0,7608398.0
2018-05-23,87300,90000,86500,90000,61418,684756.0,7608398.0
2018-05-24,88900,90000,87000,88800,45064,675626.0,7608398.0
2018-05-25,86900,88700,84800,84800,43996,645192.0,7608398.0
2018-05-28,86100,92000,86100,88500,58942,673343.0,7608398.0
2018-05-29,88800,88800,85500,87500,44423,665735.0,7608398.0
2018-05-30,87500,87500,84400,87200,49984,663452.0,7608398.0
2018-05-31,86600,87500,85600,87300,26572,664213.0,7608398.0
2018-06-01,86100,92800,86100,89900,104323,683995.0,7608398.0
2018-06-04,90500,90800,87600,88400,34423,672582.0,7608398.0
2018-06-05,88400,90900,87900,90900,46731,691603.0,7608398.0
2018-06-07,91100,93500,89700,90700,53906,690082.0,7608398.0
2018-06-08,90900,91600,88800,89500,31238,680952.0,7608398.0
2018-06-11,89800,90900,88300,90000,21040,684756.0,7608398.0
2018-06-12,89600,91300,89300,90000,37735,684756.0,7608398.0
2018-06-14,89000,90800,85700,88300,206519,671822.0,7608398.0
2018-06-15,88000,89200,84500,85000,75510,646714.0,7608398.0
2018-06-18,84200,84600,81000,81400,68944,638472.0,7843638.0
2018-06-19,81000,86000,81000,81500,58427,639256.0,7843638.0
2018-06-20,85200,87700,82000,86800,64008,680828.0,7843638.0
2018-06-21,86600,94200,86000,90400,91070,709065.0,7843638.0
2018-06-22,90400,94100,89000,93600,65420,734165.0,7843638.0
2018-06-25,92200,92900,89700,90400,35910,709065.0,7843638.0
2018-06-26,89900,90100,87000,89700,24653,703574.0,7843638.0
2018-06-27,89300,90400,87300,88500,23920,694162.0,7843638.0
2018-06-28,87300,90400,86800,88500,16831,694162.0,7843638.0
2018-06-29,89900,91000,86500,89200,21930,699653.0,7843638.0
2018-07-02,89200,98800,89100,92200,142192,723183.0,7843638.0
2018-07-03,92800,98800,92700,95800,84794,751421.0,7843638.0
2018-07-04,96900,97800,94500,96500,34577,756911.0,7843638.0
2018-07-05,96500,97700,93300,94700,22280,742793.0,7843638.0
2018-07-06,94600,96700,93000,96700,37677,758480.0,7843638.0
2018-07-09,95700,97300,95100,96700,18444,758480.0,7843638.0
2018-07-10,96800,99900,96700,99700,45070,782011.0,7843638.0
2018-07-11,98900,100000,96100,97900,50090,767892.0,7843638.0
2018-07-12,99000,102700,98300,101500,61256,796129.0,7843638.0
2018-07-13,101500,102000,97500,100500,49786,788286.0,7843638.0
2018-07-16,100500,100500,94000,95200,86191,746714.0,7843638.0
2018-07-17,94000,94600,89000,90200,105632,707496.0,7843638.0
2018-07-18,90100,91200,89100,89100,42127,698868.0,7843638.0
2018-07-19,88600,90400,84400,88000,81854,690240.0,7843638.0
2018-07-20,86800,89100,85100,85100,49685,667494.0,7843638.0
2018-07-23,86200,89400,84400,84400,61862,662003.0,7843638.0
2018-07-24,84600,86100,83500,83700,38191,656513.0,7843638.0
2018-07-25,84200,87100,82100,87100,77173,683181.0,7843638.0
2018-07-26,87400,87900,84900,85600,41561,671415.0,7843638.0
2018-07-27,85600,86300,84300,84900,23443,665925.0,7843638.0
2018-07-30,85000,85000,80900,82000,55700,643178.0,7843638.0
2018-07-31,82000,82100,80400,81200,25785,636903.0,7843638.0
2018-08-01,81600,82700,80500,82700,38774,648669.0,7843638.0
2018-08-02,82200,84100,80700,80700,53267,632982.0,7843638.0
2018-08-03,81100,86500,81100,86100,63079,675337.0,7843638.0
2018-08-06,86300,86600,83700,86000,37347,674553.0,7843638.0
2018-08-07,86300,87000,83300,86400,36722,677690.0,7843638.0
2018-08-08,86500,88300,84600,87700,52760,687887.0,7843638.0
2018-08-09,87700,88400,85300,88000,46746,690240.0,7843638.0
2018-08-10,88000,88100,86300,87800,22909,688671.0,7843638.0
2018-08-13,87300,88600,86200,87600,38033,687103.0,7843638.0
2018-08-14,88400,89700,87100,89600,31318,702790.0,7843638.0
2018-08-16,89000,89100,84500,87100,59169,683181.0,7843638.0
2018-08-17,87100,87900,83700,84400,68454,662003.0,7843638.0
2018-08-20,85000,85000,81900,81900,36607,642394.0,7843638.0
2018-08-21,81900,87600,81900,87100,72758,683181.0,7843638.0
2018-08-22,87000,87000,83500,83700,34146,656513.0,7843638.0
2018-08-23,83900,85800,83900,85500,24879,670631.0,7843638.0
2018-08-24,85500,85500,83800,84200,27406,660434.0,7843638.0
2018-08-27,84100,84700,82000,82000,40291,643178.0,7843638.0
2018-08-28,82400,86000,82300,84200,54322,660434.0,7843638.0
2018-08-29,84200,84500,82800,83300,30722,653375.0,7843638.0
2018-08-30,83300,85600,82200,82800,50503,649453.0,7843638.0
2018-08-31,83400,85900,82500,85500,53466,670631.0,7843638.0
2018-09-03,86900,89500,86700,89400,61352,701221.0,7843638.0
2018-09-04,89600,90000,86600,87200,31416,683965.0,7843638.0
2018-09-05,87400,89200,86600,87700,20719,687887.0,7843638.0
2018-09-06,86800,88300,86800,87600,11423,687103.0,7843638.0
2018-09-07,87000,87500,85600,86900,14215,681612.0,7843638.0
2018-09-10,86000,86900,84700,85900,10058,673769.0,7843638.0
2018-09-11,85100,87300,85000,86700,12730,680043.0,7843638.0
2018-09-12,86900,87300,84600,86200,32926,676122.0,7843638.0
2018-09-13,86300,87700,85500,87500,32130,686318.0,7843638.0
2018-09-14,87600,87800,85900,85900,20123,673769.0,7843638.0
2018-09-17,86000,86200,84600,84900,16215,665925.0,7843638.0
2018-09-18,85000,86000,85000,85800,11411,672984.0,7843638.0
2018-09-19,85400,85600,84300,84800,15014,665141.0,7843638.0
2018-09-20,85100,85400,83000,83600,24447,655728.0,7843638.0
2018-09-21,83700,84400,82000,82300,49506,645531.0,7843638.0
2018-09-27,82300,83800,82300,83600,12711,655728.0,7843638.0
2018-09-28,83600,83600,81200,83100,35043,651806.0,7843638.0
2018-10-01,83000,83800,82100,83200,25729,652591.0,7843638.0
2018-10-02,83200,83200,80500,80500,41279,631413.0,7843638.0
2018-10-04,80300,80300,78500,78500,28616,615726.0,7843638.0
2018-10-05,79500,80100,78200,79400,36526,622785.0,7843638.0
2018-10-08,80400,82200,79300,82000,18854,643178.0,7843638.0
2018-10-10,82000,82000,79600,81000,13158,635335.0,7843638.0
2018-10-11,81300,82000,78500,79500,29710,623569.0,7843638.0
2018-10-12,81500,82600,79500,82600,16099,647884.0,7843638.0
2018-10-15,81600,81600,79300,79700,26485,625138.0,7843638.0
2018-10-16,79600,81400,78600,78700,18973,617294.0,7843638.0
2018-10-17,78900,84000,78900,83000,44782,651022.0,7843638.0
2018-10-18,83000,83400,79900,80100,18750,628275.0,7843638.0
2018-10-19,79300,83600,79300,83600,20207,655728.0,7843638.0
2018-10-22,83300,83300,81200,82600,10511,647884.0,7843638.0
2018-10-23,82600,83800,81200,83300,17626,653375.0,7843638.0
2018-10-24,83500,85000,83000,84700,24461,664356.0,7843638.0
2018-10-25,85200,85200,81600,82900,28702,650238.0,7843638.0
2018-10-26,82300,82500,74800,79000,34188,619647.0,7843638.0
2018-10-29,81400,82100,78700,79700,27662,625138.0,7843638.0
2018-10-30,82800,82800,78400,80300,16831,629844.0,7843638.0
2018-10-31,80000,80100,74800,75700,49095,593763.0,7843638.0
2018-11-01,75800,76700,75000,75700,31966,593763.0,7843638.0
2018-11-02,75700,76200,74400,75000,55329,588273.0,7843638.0
2018-11-05,74800,75200,72700,73700,39533,578076.0,7843638.0
2018-11-06,74400,74400,72900,74100,14782,581214.0,7843638.0
2018-11-07,73800,75800,73000,74100,30646,581214.0,7843638.0
2018-11-08,73900,75500,73900,74500,19922,584351.0,7843638.0
2018-11-09,74500,75100,74000,74100,18798,581214.0,7843638.0
2018-11-12,74700,74800,72400,73700,23561,578076.0,7843638.0
2018-11-13,73700,74000,71100,73600,32682,577292.0,7843638.0
2018-11-14,72900,73600,72000,72500,39371,568664.0,7843638.0
2018-11-15,72600,73300,71800,72900,29569,571801.0,7843638.0
2018-11-16,73900,73900,72000,72800,28452,571017.0,7843638.0
2018-11-19,73000,74200,72300,73100,24124,573370.0,7843638.0
2018-11-20,72500,72900,71600,71800,27956,563173.0,7843638.0
2018-11-21,71300,72900,71300,72900,17563,571801.0,7843638.0
2018-11-22,72900,75700,72300,75300,30508,590626.0,7843638.0
2018-11-23,75400,75400,73500,73600,28139,577292.0,7843638.0
2018-11-26,73800,77100,73000,75300,29145,590626.0,7843638.0
2018-11-27,75600,78900,75600,77500,28577,607882.0,7843638.0
2018-11-28,77600,79500,77200,78900,23772,618863.0,7843638.0
2018-11-29,79500,79500,76700,76800,23206,602391.0,7843638.0
2018-11-30,77200,78300,75000,77800,27024,610235.0,7843638.0
2018-12-03,78000,79000,77600,77800,17228,610235.0,7843638.0
2018-12-04,77700,78800,77200,77700,10156,609451.0,7843638.0
2018-12-05,77200,80000,77200,78700,15319,617294.0,7843638.0
2018-12-06,80400,82000,79100,80900,26260,634550.0,7843638.0
2018-12-07,81500,82000,79800,81800,25778,641610.0,7843638.0
2018-12-10,81900,81900,80300,80800,14330,633766.0,7843638.0
2018-12-11,80900,81800,80400,81200,12872,636903.0,7843638.0
2018-12-12,81800,84200,81300,84100,26272,659650.0,7843638.0
2018-12-13,84700,84700,81300,81300,25566,637688.0,7843638.0
2018-12-14,80600,82300,80400,81100,14054,636119.0,7843638.0
2018-12-17,80600,82000,78900,79800,16386,625922.0,7843638.0
2018-12-18,79600,80300,78500,79900,10766,626707.0,7843638.0
2018-12-19,80400,80400,77500,78000,25962,611804.0,7843638.0
2018-12-20,77500,80900,76500,79200,25128,621216.0,7843638.0
2018-12-21,80400,81700,78000,80000,31645,627491.0,7843638.0
2018-12-24,79600,81700,79600,80800,21046,633766.0,7843638.0
2018-12-26,81500,81500,76700,80000,39733,627491.0,7843638.0
2018-12-27,80100,80900,77800,80500,19626,631413.0,7843638.0
2018-12-28,80000,80200,77800,78800,24810,618079.0,7843638.0
2019-01-02,79000,81500,77900,80700,33135,632982.0,7843638.0
2019-01-03,79700,80500,78300,78800,18908,618079.0,7843638.0
2019-01-04,78800,80100,78000,78300,19882,614157.0,7843638.0
2019-01-07,78700,79700,77200,78000,19057,611804.0,7843638.0
2019-01-08,78000,78000,76500,77500,17547,607882.0,7843638.0
2019-01-09,77100,82500,77100,82300,47375,645531.0,7843638.0
2019-01-10,82300,83000,79600,82700,24811,648669.0,7843638.0
2019-01-11,82100,83300,79900,81000,19503,635335.0,7843638.0
2019-01-14,80100,81400,79800,80200,9196,629060.0,7843638.0
2019-01-15,79500,81300,79500,80800,13473,633766.0,7843638.0
2019-01-16,80200,81900,80000,80000,20728,627491.0,7843638.0
2019-01-17,80200,80900,78500,80000,17744,627491.0,7843638.0
2019-01-18,80500,81200,80200,81000,9909,635335.0,7843638.0
2019-01-21,80600,80900,79400,79600,9813,624354.0,7843638.0
2019-01-22,79200,79600,77900,78200,17490,613372.0,7843638.0
2019-01-23,78200,79800,78000,79600,12750,624354.0,7843638.0
2019-01-24,78800,79700,78100,79200,10815,621216.0,7843638.0
2019-01-25,78500,79300,78500,78900,22065,618863.0,7843638.0
2019-01-28,78700,78800,77600,78100,16627,612588.0,7843638.0
2019-01-29,77900,78300,77200,77400,30005,607098.0,7843638.0
2019-01-30,77100,78300,77100,77400,16761,607098.0,7843638.0
2019-01-31,77800,78200,76600,76900,28466,603176.0,7843638.0
2019-02-01,76800,77400,76400,77200,19432,605529.0,7843638.0
2019-02-07,77400,77400,76500,76900,24207,603176.0,7843638.0
2019-02-08,76900,77300,76400,76700,12411,601607.0,7843638.0
2019-02-11,76600,77300,76500,77100,21417,604744.0,7843638.0
2019-02-12,77500,78500,76800,77000,26166,603960.0,7843638.0
2019-02-13,77200,77800,76700,77200,13123,605529.0,7843638.0
2019-02-14,77300,78100,76800,78000,13392,611804.0,7843638.0
2019-02-15,77500,78400,77300,78100,15433,612588.0,7843638.0
2019-02-18,78500,79500,78100,79100,16999,620432.0,7843638.0
2019-02-19,78500,79600,78100,78100,12686,612588.0,7843638.0
2019-02-20,78000,78900,77600,77900,16093,611019.0,7843638.0
2019-02-21,77900,79200,77700,79100,17465,620432.0,7843638.0
2019-02-22,78800,79300,77600,78700,21719,617294.0,7843638.0
2019-02-25,79300,79300,77900,78100,16093,612588.0,7843638.0
2019-02-26,78100,79100,77800,77900,15653,611019.0,7843638.0
