셀트리온제약(068760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-03-28,7858,7858,7522,7611,56418,38254.0,4347000.0
2006-03-29,7478,7806,7391,7653,45547,38471.0,4347000.0
2006-03-30,7781,7944,7607,7920,33633,39819.0,4347000.0
2006-03-31,7876,8179,7849,8102,38716,40731.0,4347000.0
2006-04-03,8084,8255,8005,8024,137409,40340.0,4347000.0
2006-04-04,8057,8601,8005,8570,67134,43079.0,4347000.0
2006-04-05,8732,9294,8481,8821,99783,44339.0,4347000.0
2006-04-06,8948,9294,8817,9036,76553,45426.0,4347000.0
2006-04-07,8905,9684,8905,9253,198724,46513.0,4347000.0
2006-04-10,9121,9294,9078,9167,83058,46078.0,4347000.0
2006-04-11,9163,9640,8732,9513,112119,47817.0,4347000.0
2006-04-12,9338,9900,9338,9425,100025,47382.0,4347000.0
2006-04-13,9338,9684,9034,9079,81144,45644.0,4347000.0
2006-04-14,9078,9769,9078,9729,112365,48904.0,4347000.0
2006-04-17,9812,9942,9509,9598,62364,48252.0,4347000.0
2006-04-18,9596,10029,9596,9771,101210,49121.0,4347000.0
2006-04-19,9856,10202,9726,10075,104636,50643.0,4347000.0
2006-04-20,9986,10116,9380,9685,57661,48686.0,4347000.0
2006-04-21,9509,9812,9294,9685,70032,48686.0,4347000.0
2006-04-24,9554,10374,9554,10377,150712,52164.0,4347000.0
2006-04-25,10418,11888,10374,11154,241199,56076.0,4347000.0
2006-04-26,11412,11629,11024,11154,111017,56076.0,4347000.0
2006-04-27,11498,11585,10980,11154,94327,56076.0,4347000.0
2006-04-28,11066,11066,10202,10246,121103,51512.0,4347000.0
2006-05-02,10158,11110,10071,11111,107713,55859.0,4347000.0
2006-05-03,11110,11585,10591,10723,391474,53903.0,4347000.0
2006-05-04,10850,11024,10504,10593,105109,53251.0,4347000.0
2006-05-08,10764,10894,10202,10333,92167,51947.0,4347000.0
2006-05-09,10158,10245,9856,9900,89805,49773.0,4347000.0
2006-05-10,9900,9900,9078,9383,168505,47165.0,4347000.0
2006-05-11,9338,9856,9163,9425,153247,47382.0,4347000.0
2006-05-12,9294,9509,8861,9036,96477,45426.0,4347000.0
2006-05-15,8861,9207,8776,9167,35364,46078.0,4347000.0
2006-05-16,9078,9163,8299,8310,149317,41775.0,4347000.0
2006-05-17,8299,8688,8265,8344,89341,41949.0,4347000.0
2006-05-18,8127,8213,7824,7920,53905,39819.0,4347000.0
2006-05-19,7909,8490,7909,8491,43409,42688.0,4347000.0
2006-05-22,8646,8992,8595,8646,55918,43470.0,4347000.0
2006-05-23,8646,8646,8377,8518,26387,42818.0,4347000.0
2006-05-24,8515,8817,8412,8821,26302,44339.0,4347000.0
2006-05-25,8817,8905,8351,8354,28492,41992.0,4347000.0
2006-05-26,8430,8776,8430,8561,18202,43035.0,4347000.0
2006-05-29,8732,8948,8567,8821,27510,44339.0,4347000.0
2006-05-30,8732,8905,8386,8646,13756,43470.0,4347000.0
2006-06-01,8092,8646,7980,8042,19967,40427.0,4347000.0
2006-06-02,8195,8213,7789,7834,33782,39384.0,4347000.0
2006-06-05,7781,7867,7029,7083,62139,35602.0,4347000.0
2006-06-07,6847,7045,6268,6330,124416,31820.0,4347000.0
2006-06-08,6268,6544,6120,6217,138457,31255.0,4347000.0
2006-06-09,6483,6769,6353,6710,88692,33733.0,4347000.0
2006-06-12,6743,7176,6518,7159,56395,35993.0,4347000.0
2006-06-13,6916,7140,6786,7005,22880,35211.0,4347000.0
2006-06-14,6925,7902,6925,7687,212698,38645.0,4347000.0
2006-06-15,7651,7867,7522,7852,48923,39471.0,4347000.0
2006-06-16,8032,8032,7781,7903,50548,39732.0,4347000.0
2006-06-19,7953,7953,7382,7385,39573,37123.0,4347000.0
2006-06-20,7382,7382,7063,7073,43294,35558.0,4347000.0
2006-06-21,7019,7219,7019,7210,25922,36254.0,4347000.0
2006-06-22,7348,7391,7149,7220,23197,36297.0,4347000.0
2006-06-23,7089,7089,6829,6831,46074,34341.0,4347000.0
2006-06-26,6717,6984,6717,6874,29014,34559.0,4347000.0
2006-06-27,7045,7045,6778,6831,38966,34341.0,4347000.0
2006-06-28,6638,6916,6328,6840,46023,34385.0,4347000.0
2006-06-29,6829,7261,6829,7039,28898,35385.0,4347000.0
2006-06-30,7140,7478,7140,7264,49694,36515.0,4347000.0
2006-07-03,7280,7522,6950,7480,46329,37602.0,4347000.0
2006-07-04,7530,7772,7530,7627,48657,38341.0,4347000.0
2006-07-05,7442,7582,7357,7489,29311,37645.0,4347000.0
2006-07-06,7435,7512,7305,7393,33165,37167.0,4347000.0
2006-07-07,7478,7693,7435,7670,26248,38558.0,4347000.0
2006-07-10,7400,7953,7400,7574,17818,38080.0,4347000.0
2006-07-11,7522,7693,7435,7611,11301,38254.0,4347000.0
2006-07-12,7607,7763,7538,7696,14504,38688.0,4347000.0
2006-07-13,7738,8213,7582,8017,23555,40297.0,4347000.0
2006-07-14,7693,7953,7435,7861,34690,39514.0,4347000.0
2006-07-18,7693,8040,7348,7696,16855,38688.0,4347000.0
2006-07-19,7858,7909,7634,7843,43869,39427.0,4347000.0
2006-07-20,7909,8601,7909,8465,46751,42557.0,4347000.0
2006-07-21,8213,8490,8143,8301,46736,41731.0,4347000.0
2006-07-24,8255,8273,7582,7843,45345,39427.0,4347000.0
2006-07-25,7867,7980,7693,7696,41651,38688.0,4347000.0
2006-07-26,7660,7833,7660,7662,35939,38514.0,4347000.0
2006-07-27,7660,7953,7660,7678,11465,38601.0,4347000.0
2006-07-28,7625,7816,7590,7653,19383,38471.0,4347000.0
2006-07-31,7738,7763,7305,7351,33790,36950.0,4347000.0
2006-08-01,7227,7564,7176,7204,32194,36211.0,4347000.0
2006-08-02,7219,7522,7219,7281,17541,36602.0,4347000.0
2006-08-03,7582,7582,7348,7506,15048,37732.0,4347000.0
2006-08-04,7382,7651,7382,7506,3764,37732.0,4347000.0
2006-08-07,7522,7772,7357,7471,4192,37558.0,4347000.0
2006-08-08,7435,7607,7391,7611,9416,38254.0,4347000.0
2006-08-09,7738,7824,7522,7540,48929,37906.0,4347000.0
2006-08-10,7590,7909,7546,7896,48731,39688.0,4347000.0
2006-08-11,7902,7997,7522,7611,34478,38254.0,4347000.0
2006-08-14,7546,7693,7261,7333,18351,36863.0,4347000.0
2006-08-16,7409,7478,7098,7341,49156,36906.0,4347000.0
2006-08-17,7357,7461,7261,7375,22189,37080.0,4347000.0
2006-08-18,7598,7598,7236,7351,75581,36950.0,4347000.0
2006-08-21,7348,7997,7348,7782,58257,39123.0,4347000.0
2006-08-22,7867,7867,7607,7782,12448,39123.0,4347000.0
2006-08-23,7703,7867,7625,7678,17514,38601.0,4347000.0
2006-08-24,7625,7772,7357,7471,16208,37558.0,4347000.0
2006-08-25,7470,7617,7470,7611,16244,38254.0,4347000.0
2006-08-28,7703,7703,7461,7480,27157,37602.0,4347000.0
2006-08-29,7824,8595,7781,8595,312281,43209.0,4347000.0
2006-08-30,8646,8948,8430,8430,288077,42383.0,4347000.0
2006-08-31,8628,8688,8283,8561,99618,43035.0,4347000.0
2006-09-01,8559,9078,8454,8646,224919,43470.0,4347000.0
2006-09-04,8646,8817,8420,8474,116541,42601.0,4347000.0
2006-09-05,8550,8550,8040,8128,165972,40862.0,4347000.0
2006-09-06,8213,8481,8179,8388,129801,42166.0,4347000.0
2006-09-07,8213,8360,8170,8249,65673,41470.0,4347000.0
2006-09-08,8127,8343,8127,8275,44337,41601.0,4347000.0
2006-09-11,8299,8343,7927,7938,74895,39905.0,4347000.0
2006-09-12,7876,8014,7772,7782,79334,39123.0,4347000.0
2006-09-13,7928,8032,7693,7757,38523,38993.0,4347000.0
2006-09-14,7798,8092,7781,8084,93411,40644.0,4347000.0
2006-09-15,8109,8188,8032,8084,44390,40644.0,4347000.0
2006-09-18,8135,8213,7997,8198,70339,41210.0,4347000.0
2006-09-19,8255,8316,8066,8128,51456,40862.0,4347000.0
2006-09-20,8074,8118,7909,8077,51549,40601.0,4347000.0
2006-09-21,8084,8170,7919,7920,39704,39819.0,4347000.0
2006-09-22,7858,7988,7634,7826,44527,39340.0,4347000.0
2006-09-25,7816,8023,7781,8024,31483,40340.0,4347000.0
2006-09-26,8023,8195,7858,7990,18162,40166.0,4347000.0
2006-09-27,7962,8040,7867,7938,25341,39905.0,4347000.0
2006-09-28,7909,8040,7745,7834,24030,39384.0,4347000.0
2006-09-29,7867,8118,7798,8119,49627,40818.0,4347000.0
2006-10-02,8084,8170,7953,8033,31695,40384.0,4347000.0
2006-10-04,8127,8559,7953,8207,51096,41253.0,4347000.0
2006-10-09,8204,8360,6977,7090,79346,35645.0,4347000.0
2006-10-10,7029,7564,7029,7497,117380,37688.0,4347000.0
2006-10-11,7435,7522,7219,7375,28628,37080.0,4347000.0
2006-10-12,7331,7625,7227,7514,26645,37775.0,4347000.0
2006-10-13,7530,7738,7435,7522,16123,37819.0,4347000.0
2006-10-16,7512,7625,7435,7532,22248,37862.0,4347000.0
2006-10-17,7522,7598,7106,7497,19856,37688.0,4347000.0
2006-10-18,7495,7495,7271,7367,9901,37036.0,4347000.0
2006-10-19,7305,7409,7261,7290,25092,36645.0,4347000.0
2006-10-20,7219,7357,7193,7194,23446,36167.0,4347000.0
2006-10-23,7261,7504,7193,7341,17093,36906.0,4347000.0
2006-10-24,7357,7391,7219,7247,31166,36428.0,4347000.0
2006-10-25,7305,7348,7227,7247,28032,36428.0,4347000.0
2006-10-26,7159,7305,6950,7090,53643,35645.0,4347000.0
2006-10-27,7098,7219,6994,7134,36053,35863.0,4347000.0
2006-10-30,7159,7159,6959,7134,13315,35863.0,4347000.0
2006-10-31,7055,7261,7045,7247,32332,36428.0,4347000.0
2006-11-01,7348,7426,7132,7385,26364,37123.0,4347000.0
2006-11-02,7305,7409,7159,7159,24231,35993.0,4347000.0
2006-11-03,7176,7219,7072,7186,17980,36124.0,4347000.0
2006-11-06,7089,7227,7011,7116,14426,35776.0,4347000.0
2006-11-07,7124,7176,7011,7151,20775,35950.0,4347000.0
2006-11-08,7236,7280,7106,7281,11952,36602.0,4347000.0
2006-11-09,7280,7348,7140,7351,19125,36950.0,4347000.0
2006-11-10,7348,7660,7280,7574,47210,38080.0,4347000.0
2006-11-13,7582,7693,7382,7574,24917,38080.0,4347000.0
2006-11-14,7660,7660,7391,7566,15409,38036.0,4347000.0
2006-11-15,7546,7607,7375,7480,19481,37602.0,4347000.0
2006-11-16,7538,7598,7426,7584,7733,38123.0,4347000.0
2006-11-17,7375,7693,7375,7393,14778,37167.0,4347000.0
2006-11-20,7287,7495,7261,7351,15297,36950.0,4347000.0
2006-11-21,7391,7711,7227,7601,81509,38210.0,4347000.0
2006-11-22,7651,8732,7651,8388,402675,42166.0,4347000.0
2006-11-23,8628,8992,8472,8734,475619,43905.0,4347000.0
2006-11-24,8688,8948,8542,8605,253188,43253.0,4347000.0
2006-11-27,8601,8948,8559,8821,268596,44339.0,4347000.0
2006-11-28,8601,10116,8601,10075,659873,50643.0,4347000.0
2006-11-29,10029,10374,9726,10161,404762,51077.0,4347000.0
2006-11-30,10288,10548,9942,10548,270643,53033.0,4347000.0
2006-12-01,10678,10807,10029,10117,233550,50860.0,4347000.0
2006-12-04,10116,10158,9554,10031,194708,50425.0,4347000.0
2006-12-05,10029,10504,9596,9685,404056,48686.0,4347000.0
2006-12-06,9640,9812,8817,9513,222592,47817.0,4347000.0
2006-12-07,9769,10936,9424,10939,947030,54990.0,4347000.0
2006-12-08,11110,12018,10764,11457,1682732,57598.0,4347000.0
2006-12-11,11456,11715,11024,11631,342110,58467.0,4347000.0
2006-12-12,11629,12235,11110,11890,587595,59771.0,4347000.0
2006-12-13,11629,11974,11282,11761,435330,59119.0,4347000.0
2006-12-14,11672,13488,11412,13057,1248894,65640.0,4347000.0
2006-12-15,13142,13791,12623,12669,515565,63684.0,4347000.0
2006-12-18,12797,13142,12494,12797,256393,64336.0,4347000.0
2006-12-19,12709,12840,12277,12279,241549,61727.0,4347000.0
2006-12-20,12277,12580,12018,12149,206183,61075.0,4347000.0
2006-12-21,12363,13055,11672,11933,511292,59989.0,4347000.0
2006-12-22,11585,11932,11542,11631,204843,58467.0,4347000.0
2006-12-26,11715,12190,11585,11673,265706,58684.0,4347000.0
2006-12-27,11542,11974,11024,11544,295920,58032.0,4347000.0
2006-12-28,11542,12147,11456,11673,291518,58684.0,4347000.0
2007-01-02,11844,11888,11240,11673,160976,58684.0,4347000.0
2007-01-03,11672,11888,10980,11241,185393,56511.0,4347000.0
2007-01-04,11240,11629,11024,11328,186815,56946.0,4347000.0
2007-01-05,11326,11412,10374,10809,168796,54338.0,4347000.0
2007-01-08,10894,11326,10764,10852,143177,54555.0,4347000.0
2007-01-09,10807,11024,10504,10723,114914,53903.0,4347000.0
2007-01-10,10548,10720,10029,10377,161512,52164.0,4347000.0
2007-01-11,10374,10634,10116,10291,100703,51729.0,4347000.0
2007-01-12,10288,10462,10029,10031,132324,50425.0,4347000.0
2007-01-15,10202,10764,10116,10593,213772,53251.0,4347000.0
2007-01-16,10720,11024,10374,10593,145582,53251.0,4347000.0
2007-01-17,10548,11066,10288,10766,213813,54120.0,4347000.0
2007-01-18,10764,10936,10374,10377,121752,52164.0,4347000.0
2007-01-19,10202,10764,9812,10031,241351,50425.0,4347000.0
2007-01-22,10029,10462,9424,9425,259689,47382.0,4347000.0
2007-01-23,9726,9726,9163,9167,295088,46078.0,4347000.0
2007-01-24,9163,9596,9163,9383,257908,47165.0,4347000.0
2007-01-25,9554,10116,9380,9685,216054,48686.0,4347000.0
2007-01-26,9424,9856,9380,9640,108975,48469.0,4347000.0
2007-01-29,9640,9900,9294,9296,148947,46730.0,4347000.0
2007-01-30,9207,9380,8576,8578,332706,43122.0,4347000.0
2007-01-31,8732,8776,8343,8396,216929,42209.0,4347000.0
2007-02-01,8559,8817,8360,8821,185544,44339.0,4347000.0
2007-02-02,8817,9338,8646,9079,235773,45644.0,4347000.0
2007-02-05,8992,9078,8776,8821,133761,44339.0,4347000.0
2007-02-06,8905,9466,8905,9079,226223,45644.0,4347000.0
2007-02-07,9250,9250,8776,8821,192014,44339.0,4347000.0
2007-02-08,8861,9121,8732,9123,268346,45861.0,4347000.0
2007-02-09,9250,9380,9078,9123,254933,45861.0,4347000.0
2007-02-12,9078,9078,8688,8863,129728,44557.0,4347000.0
2007-02-13,8861,8948,8646,8821,123185,44339.0,4347000.0
2007-02-14,8948,9294,8861,9296,285854,46730.0,4347000.0
2007-02-15,9424,9684,9207,9555,266333,48034.0,4347000.0
2007-02-16,9554,9769,9294,9771,145728,49121.0,4347000.0
2007-02-20,9684,9812,9509,9685,95972,48686.0,4347000.0
2007-02-21,9684,9769,9163,9167,199551,46078.0,4347000.0
2007-02-22,9163,9509,9163,9253,250357,46513.0,4347000.0
2007-02-23,9338,9338,8559,8561,408922,43035.0,4347000.0
2007-02-26,8472,8776,8351,8440,243452,42427.0,4347000.0
2007-02-27,8454,8576,8386,8388,165805,42166.0,4347000.0
2007-02-28,7781,8048,7461,7947,190196,39949.0,4347000.0
2007-03-02,7867,8221,7867,8172,154859,41079.0,4347000.0
2007-03-05,8014,8109,7781,7782,97762,39123.0,4347000.0
2007-03-06,7781,8005,7781,8008,79514,40253.0,4347000.0
2007-03-07,8127,8213,8014,8128,101560,40862.0,4347000.0
2007-03-08,8074,8248,8040,8163,68248,41036.0,4347000.0
2007-03-09,8316,8316,8118,8180,42428,41123.0,4347000.0
2007-03-12,8195,8472,8152,8363,102983,42035.0,4347000.0
2007-03-13,8360,8506,8188,8310,72596,41775.0,4347000.0
2007-03-14,8127,8152,7953,8084,85262,40644.0,4347000.0
2007-03-15,8161,8179,7997,8017,77789,40297.0,4347000.0
2007-03-16,8040,8299,7997,8172,76186,41079.0,4347000.0
2007-03-19,8170,8646,8092,8561,179213,43035.0,4347000.0
2007-03-20,8636,8636,8430,8561,82753,43035.0,4347000.0
2007-03-21,8611,9034,8567,8863,257345,44557.0,4347000.0
2007-03-22,9034,9034,8688,8821,113847,44339.0,4347000.0
2007-03-23,8646,8817,8559,8561,97468,43035.0,4347000.0
2007-03-26,8567,8905,8567,8646,187275,43470.0,4347000.0
2007-03-27,8732,9942,8646,9944,237126,49990.0,4347000.0
2007-03-28,10288,11369,10245,10895,2500114,54772.0,4347000.0
2007-03-29,10720,11066,10374,10548,623906,53033.0,4347000.0
2007-03-30,10504,10980,10288,10679,701696,53685.0,4347000.0
2007-04-02,10591,10764,10029,10507,527086,52816.0,4347000.0
2007-04-03,10504,11153,10418,10852,762090,54555.0,4347000.0
2007-04-04,11066,11412,10850,10852,600353,54555.0,4347000.0
2007-04-05,10807,10980,10548,10809,274920,54338.0,4347000.0
2007-04-06,10807,10850,10374,10420,287922,52381.0,4347000.0
2007-04-09,10462,10462,9986,10203,295789,51295.0,4347000.0
2007-04-10,10202,10374,10071,10377,242353,52164.0,4347000.0
2007-04-11,10548,10850,10202,10291,583799,51729.0,4347000.0
2007-04-12,10374,10462,10029,10463,191041,52599.0,4347000.0
2007-04-13,10462,10591,10288,10291,195633,51729.0,4347000.0
2007-04-16,10288,10850,10288,10809,312516,54338.0,4347000.0
2007-04-17,11024,11153,10591,10852,378447,54555.0,4347000.0
2007-04-18,10764,11153,10634,10939,249226,54990.0,4347000.0
2007-04-19,11282,12537,10634,10636,2074716,53468.0,4347000.0
2007-04-20,10634,11024,10462,10723,475249,53903.0,4347000.0
2007-04-23,10980,11153,10634,10636,347637,53468.0,4347000.0
2007-04-24,10634,10807,10374,10377,324672,52164.0,4347000.0
2007-04-25,10288,10504,9812,9944,336441,49990.0,4347000.0
2007-04-26,9986,10158,9769,9815,195510,49338.0,4347000.0
2007-04-27,9900,10462,9812,10291,284794,51729.0,4347000.0
2007-04-30,10548,10936,10202,10636,251576,53468.0,4347000.0
2007-05-02,10807,10894,10418,10420,130051,52381.0,4347000.0
2007-05-03,10462,10634,10202,10377,144514,52164.0,4347000.0
2007-05-04,10374,10591,10202,10420,143783,52381.0,4347000.0
2007-05-07,10418,10720,10288,10507,193336,52816.0,4347000.0
2007-05-08,10548,10548,10071,10246,132777,51512.0,4347000.0
2007-05-09,10245,10418,9942,10246,121456,51512.0,4347000.0
2007-05-10,10288,10462,9942,10031,171818,50425.0,4347000.0
2007-05-11,9986,10029,9640,10031,97754,50425.0,4347000.0
2007-05-14,10071,10071,9554,9685,129270,48686.0,4347000.0
2007-05-15,9554,9684,8905,8907,256764,44774.0,4347000.0
2007-05-16,9034,9078,8636,8950,125536,44991.0,4347000.0
2007-05-17,8992,9294,8948,8950,151917,44991.0,4347000.0
2007-05-18,8948,8948,8636,8690,97134,43687.0,4347000.0
2007-05-21,8688,8948,8559,8734,101423,43905.0,4347000.0
2007-05-22,8776,8905,8595,8595,111486,43209.0,4347000.0
2007-05-23,8601,8817,8506,8586,82660,43166.0,4347000.0
2007-05-25,8585,9640,8567,9167,448939,46078.0,4347000.0
2007-05-28,9338,9554,9163,9425,160823,47382.0,4347000.0
2007-05-29,9466,9986,9338,9555,411255,48034.0,4347000.0
2007-05-30,9986,10980,9726,10723,834007,53903.0,4347000.0
2007-05-31,12320,12320,12320,12322,16062,61945.0,4347000.0
2007-06-01,14136,14136,10504,10593,2874477,53251.0,4347000.0
2007-06-04,11066,12147,10850,11285,1636698,56728.0,4347000.0
2007-06-05,11456,11456,10374,10507,628000,52816.0,4347000.0
2007-06-07,10158,10634,10116,10161,314391,51077.0,4347000.0
2007-06-08,10071,10634,9986,10203,319376,51295.0,4347000.0
2007-06-11,10374,10374,10029,10075,256682,50643.0,4347000.0
2007-06-12,10071,10245,9769,9771,187453,49121.0,4347000.0
2007-06-13,9684,10374,9640,9987,215154,50208.0,4347000.0
2007-06-14,10158,10332,9942,10031,122461,50425.0,4347000.0
2007-06-15,10116,10462,9900,10463,224748,52599.0,4347000.0
2007-06-18,10677,10720,10288,10291,185929,51729.0,4347000.0
2007-06-19,10374,10418,10029,10117,153114,50860.0,4347000.0
2007-06-20,10462,10894,10158,10161,341054,51077.0,4347000.0
2007-06-21,10288,10548,10202,10333,162086,51947.0,4347000.0
2007-06-22,10332,10807,10245,10333,166483,51947.0,4347000.0
2007-06-25,10374,10374,9812,9815,123191,49338.0,4347000.0
2007-06-26,9856,9942,9163,9253,168764,46513.0,4347000.0
2007-06-27,9121,9250,8817,8821,76944,44339.0,4347000.0
2007-06-28,8688,9424,8265,8992,170018,45209.0,4347000.0
2007-06-29,8861,9207,8861,8992,45675,45209.0,4347000.0
2007-07-02,8817,9380,8817,9079,33293,45644.0,4347000.0
2007-07-03,9380,9466,9163,9383,58992,47165.0,4347000.0
2007-07-04,9294,9424,9078,9253,69095,46513.0,4347000.0
2007-07-05,9294,9294,8992,9079,54828,45644.0,4347000.0
2007-07-06,9034,9207,8861,8907,68093,44774.0,4347000.0
2007-07-09,9034,9121,8688,8907,50122,44774.0,4347000.0
2007-07-10,8992,8992,8732,8863,54371,44557.0,4347000.0
2007-07-11,8905,9338,8905,9209,84716,46296.0,4347000.0
2007-07-12,9207,9207,8817,8821,100966,44339.0,4347000.0
2007-07-13,8861,8948,8550,8639,120157,43427.0,4347000.0
2007-07-16,8646,8732,8325,8371,97926,42079.0,4347000.0
2007-07-18,8386,8732,8299,8535,92362,42905.0,4347000.0
2007-07-19,8395,8585,8395,8457,42544,42514.0,4347000.0
2007-07-20,8550,9078,8550,8776,118094,44122.0,4347000.0
2007-07-23,8905,9900,8776,9771,220406,49121.0,4347000.0
2007-07-24,9769,9856,9294,9383,114249,47165.0,4347000.0
2007-07-25,9250,9812,9121,9640,100100,48469.0,4347000.0
2007-07-26,9812,9986,9509,9598,139083,48252.0,4347000.0
2007-07-27,9466,9466,9034,9338,78021,46948.0,4347000.0
2007-07-30,9163,10418,9121,9685,194217,48686.0,4347000.0
2007-07-31,10116,10288,9812,10161,174574,51077.0,4347000.0
2007-08-01,10029,11672,9812,11241,444859,56511.0,4347000.0
2007-08-02,11542,12925,11024,12927,735808,64988.0,4347000.0
2007-08-03,14827,14827,14827,14830,39613,74551.0,4347000.0
2007-08-06,15477,16774,14265,14873,1797920,74768.0,4347000.0
2007-08-07,15044,16125,12883,12884,1579628,64770.0,4347000.0
2007-08-08,13314,13920,12104,13577,840344,68248.0,4347000.0
2007-08-09,13704,15606,13228,15608,490247,78463.0,4347000.0
2007-08-10,15952,17552,14871,15910,1361210,79985.0,4347000.0
2007-08-13,16082,16687,13574,14354,922785,72160.0,4347000.0
2007-08-14,14353,14439,12797,13057,459982,65640.0,4347000.0
2007-08-16,12104,15001,11240,14959,859395,75203.0,4347000.0
2007-08-17,14439,15563,13704,14094,496853,70856.0,4347000.0
2007-08-20,14568,16082,14353,15997,514887,80420.0,4347000.0
2007-08-21,16125,16600,14310,14528,439063,73030.0,4347000.0
2007-08-22,14310,14481,13402,13620,334612,68465.0,4347000.0
2007-08-23,13660,15087,13314,14485,374981,72812.0,4347000.0
2007-08-24,14481,14958,13488,13577,217496,108464.0,6908560.0
2007-08-27,13833,14050,13055,13532,245897,108119.0,6908560.0
2007-08-28,13314,14179,12190,12538,320570,100174.0,6908560.0
2007-08-29,11932,13186,11672,12669,231736,101210.0,6908560.0
2007-08-30,12840,13142,12104,12106,150827,96720.0,6908560.0
2007-08-31,12277,12666,12104,12235,130962,97756.0,6908560.0
2007-09-03,12320,13271,12320,12884,153121,102938.0,6908560.0
2007-09-04,12752,13530,12623,13143,136651,105010.0,6908560.0
2007-09-05,13228,13271,12752,12754,111969,101901.0,6908560.0
2007-09-06,12450,12925,12450,12625,90697,100865.0,6908560.0
2007-09-07,12752,12883,12190,12754,99298,101901.0,6908560.0
2007-09-10,12450,12968,12363,12669,82333,101210.0,6908560.0
2007-09-11,12666,12840,12406,12538,66124,100174.0,6908560.0
2007-09-12,12580,12797,11974,11976,102655,95684.0,6908560.0
2007-09-13,13748,13748,13748,13749,20098,109846.0,6908560.0
2007-09-14,15304,15780,13574,13577,865087,108464.0,6908560.0
2007-09-17,13704,14179,13228,13923,223533,111228.0,6908560.0
2007-09-18,14007,14265,13099,13100,172485,104665.0,6908560.0
2007-09-19,13358,13574,12363,12495,167533,99829.0,6908560.0
2007-09-20,12537,13704,12537,13230,140804,105701.0,6908560.0
2007-09-21,13142,13574,12840,13403,81201,107083.0,6908560.0
2007-09-27,13704,14007,13402,13662,91373,109155.0,6908560.0
2007-09-28,14093,14871,14007,14354,137746,114682.0,6908560.0
2007-10-01,14353,14742,13920,14310,90398,114337.0,6908560.0
2007-10-02,14353,14699,13530,13577,117775,108464.0,6908560.0
2007-10-04,13402,13748,13099,13317,101816,106392.0,6908560.0
2007-10-05,13617,14093,13055,13577,89083,108464.0,6908560.0
2007-10-08,13445,15001,13186,13966,255161,111573.0,6908560.0
2007-10-09,14007,14568,13488,13966,159770,111573.0,6908560.0
2007-10-10,14007,16037,13704,15825,532348,126427.0,6908560.0
2007-10-11,15477,15735,13833,14051,331655,112264.0,6908560.0
2007-10-12,14265,14568,13748,13966,154724,111573.0,6908560.0
2007-10-15,14222,15477,14136,14744,214474,117791.0,6908560.0
2007-10-16,14742,15087,12709,13792,177115,110192.0,6908560.0
2007-10-17,13530,15822,13358,15825,477934,126427.0,6908560.0
2007-10-18,16514,16514,14179,14182,769305,113300.0,6908560.0
