동양피엔에프(104460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-13,7759,7759,7425,7456,79937,79625.0,6500000.0
2010-04-14,7456,7577,7364,7426,61537,79300.0,6500000.0
2010-04-15,7577,7668,7333,7517,60930,80275.0,6500000.0
2010-04-16,7546,7546,6815,6817,112866,72800.0,6500000.0
2010-04-19,6663,6907,6481,6879,90845,73450.0,6500000.0
2010-04-20,6998,7090,6785,7090,46503,75725.0,6500000.0
2010-04-21,7090,7242,6755,6817,69684,72800.0,6500000.0
2010-04-22,6815,6937,6724,6879,62513,73450.0,6500000.0
2010-04-23,6938,6938,6573,6695,73387,71500.0,6500000.0
2010-04-26,6755,7059,6663,6879,123543,73450.0,6500000.0
2010-04-27,6815,7242,6815,6879,85655,73450.0,6500000.0
2010-04-28,6663,6876,6634,6726,64922,71825.0,6500000.0
2010-04-29,6785,6969,6603,6604,57995,70525.0,6500000.0
2010-04-30,6663,6785,6573,6634,35675,70850.0,6500000.0
2010-05-03,6663,6694,6329,6391,36571,68250.0,6500000.0
2010-05-04,6451,6511,6086,6178,34299,65975.0,6500000.0
2010-05-06,5964,6146,5964,6057,25844,64675.0,6500000.0
2010-05-07,5848,5945,5720,5734,47219,61230.0,6500000.0
2010-05-10,5756,5891,5720,5891,21761,62920.0,6500000.0
2010-05-11,5909,5994,5781,5922,22184,63245.0,6500000.0
2010-05-12,5927,6025,5848,5916,15781,63180.0,6500000.0
2010-05-13,6067,6067,5927,5934,10398,63375.0,6500000.0
2010-05-14,5964,6146,5830,6026,22013,64350.0,6500000.0
2010-05-17,6001,6001,5544,5545,21971,59215.0,6500000.0
2010-05-18,5672,5672,5416,5545,29813,59215.0,6500000.0
2010-05-19,5544,5550,5355,5447,20938,58175.0,6500000.0
2010-05-20,5392,5586,4740,5143,28960,54925.0,6500000.0
2010-05-24,5288,5330,5112,5290,21110,56485.0,6500000.0
2010-05-25,5056,5227,4533,4802,25335,51285.0,6500000.0
2010-05-26,4685,5081,4685,4948,10145,52845.0,6500000.0
2010-05-27,4930,5099,4874,4961,10373,52975.0,6500000.0
2010-05-28,5075,5203,4930,5015,22879,53560.0,6500000.0
2010-05-31,5094,5166,4972,5168,17642,55185.0,6500000.0
2010-06-01,5166,5471,5124,5168,14090,55185.0,6500000.0
2010-06-03,5233,5233,5148,5204,6250,55575.0,6500000.0
2010-06-04,5209,5337,5094,5216,10892,55705.0,6500000.0
2010-06-07,4923,5051,4880,4942,8917,52780.0,6500000.0
2010-06-08,4941,5264,4941,5125,10141,54730.0,6500000.0
2010-06-09,5124,5240,5044,5082,6178,54275.0,6500000.0
2010-06-10,5105,5227,4977,5034,12570,53755.0,6500000.0
2010-06-11,5161,5161,4990,5070,17988,54145.0,6500000.0
2010-06-14,5063,5063,4910,4937,21149,52715.0,6500000.0
2010-06-15,4935,4996,4899,4991,12020,53300.0,6500000.0
2010-06-16,4990,5112,4947,4991,17146,53300.0,6500000.0
2010-06-17,4990,5033,4905,4930,17984,52650.0,6500000.0
2010-06-18,4953,4953,4880,4887,17970,52195.0,6500000.0
2010-06-21,4892,4930,4849,4930,18614,52650.0,6500000.0
2010-06-22,4874,4930,4825,4887,10657,52195.0,6500000.0
2010-06-23,4789,4887,4789,4887,14291,52195.0,6500000.0
2010-06-24,4887,5307,4887,5277,58216,56355.0,6500000.0
2010-06-25,5197,5623,5124,5411,56561,57785.0,6500000.0
2010-06-28,5599,5599,5392,5435,14819,58045.0,6500000.0
2010-06-29,5435,5538,5240,5265,17891,56225.0,6500000.0
2010-06-30,5172,5325,4863,5143,7995,54925.0,6500000.0
2010-07-01,5142,5161,4910,4967,24530,53040.0,6500000.0
2010-07-02,4972,5136,4972,5022,9914,53625.0,6500000.0
2010-07-05,5020,5081,4917,4991,18549,53300.0,6500000.0
2010-07-06,4934,5069,4923,4973,14575,53105.0,6500000.0
2010-07-07,4941,5044,4935,4967,3983,53040.0,6500000.0
2010-07-08,4996,5044,4960,5027,22453,53690.0,6500000.0
2010-07-09,4996,5051,4972,5022,9316,53625.0,6500000.0
2010-07-12,4996,5057,4930,4961,13849,52975.0,6500000.0
2010-07-13,4960,5027,4917,5027,26312,53690.0,6500000.0
2010-07-14,5020,5087,4953,5022,14452,53625.0,6500000.0
2010-07-15,5020,5355,5020,5070,34964,54145.0,6500000.0
2010-07-16,5172,5172,5051,5119,18140,54665.0,6500000.0
2010-07-19,5105,5294,4996,5082,16030,54275.0,6500000.0
2010-07-20,5063,5227,5063,5107,8942,54535.0,6500000.0
2010-07-21,5203,5386,5118,5173,29624,55250.0,6500000.0
2010-07-22,5264,5276,5112,5125,16668,54730.0,6500000.0
2010-07-23,5124,5179,4953,5058,27527,54015.0,6500000.0
2010-07-26,5051,5160,4941,4942,29083,52780.0,6500000.0
2010-07-27,4990,5033,4899,4967,19068,53040.0,6500000.0
2010-07-28,5020,5033,4910,4924,4765,52585.0,6500000.0
2010-07-29,4923,4930,4863,4906,26039,52390.0,6500000.0
2010-07-30,4905,4953,4832,4930,8810,52650.0,6500000.0
2010-08-02,4874,5014,4874,4930,6273,52650.0,6500000.0
2010-08-03,4868,5033,4777,4887,21749,52195.0,6500000.0
2010-08-04,4759,4874,4685,4814,19883,51415.0,6500000.0
2010-08-05,4820,4856,4740,4809,10244,51350.0,6500000.0
2010-08-06,4746,4777,4685,4766,16037,50895.0,6500000.0
2010-08-09,4765,4838,4728,4735,5855,50570.0,6500000.0
2010-08-10,4704,4765,4661,4668,13185,49855.0,6500000.0
2010-08-11,4667,4667,4400,4419,33711,47190.0,6500000.0
2010-08-12,4418,4418,4174,4212,20005,44980.0,6500000.0
2010-08-13,4308,4320,4192,4248,7874,45370.0,6500000.0
2010-08-16,4320,4345,4138,4340,10623,46345.0,6500000.0
2010-08-17,4248,4351,4248,4333,6210,46280.0,6500000.0
2010-08-18,4339,4533,4320,4443,14838,47450.0,6500000.0
2010-08-19,4382,4777,4382,4772,18301,50960.0,6500000.0
2010-08-20,4716,4716,4571,4711,12213,50310.0,6500000.0
2010-08-23,4770,4923,4625,4870,23970,52000.0,6500000.0
2010-08-24,4868,4930,4765,4857,21458,51870.0,6500000.0
2010-08-25,4838,5538,4746,5338,85689,57005.0,6500000.0
2010-08-26,5276,5586,5179,5557,63816,59345.0,6500000.0
2010-08-27,5556,5556,5373,5478,6346,58500.0,6500000.0
2010-08-30,5392,5477,5203,5235,11019,55900.0,6500000.0
2010-08-31,5440,5477,5203,5466,42799,58370.0,6500000.0
2010-09-01,5489,5489,5288,5350,15113,57135.0,6500000.0
2010-09-02,5586,5586,5081,5082,11342,54275.0,6500000.0
2010-09-03,5325,5325,5002,5058,11383,54015.0,6500000.0
2010-09-06,5221,5221,4838,4839,27180,51675.0,6500000.0
2010-09-07,4899,4947,4820,4839,5651,51675.0,6500000.0
2010-09-08,4923,5532,4704,5478,63496,58500.0,6500000.0
2010-09-09,5330,5447,5233,5265,13430,56225.0,6500000.0
2010-09-10,5294,5471,5197,5296,16065,56550.0,6500000.0
2010-09-13,5246,5379,5069,5222,19204,55770.0,6500000.0
2010-09-14,5264,5282,5044,5112,13047,54600.0,6500000.0
2010-09-15,5038,5246,5038,5101,2250,54470.0,6500000.0
2010-09-16,5099,5215,4996,5027,6570,53690.0,6500000.0
2010-09-17,4953,5142,4953,5119,2133,54665.0,6500000.0
2010-09-20,5112,5142,5051,5125,3712,54730.0,6500000.0
2010-09-24,5355,5355,5020,5082,6404,54275.0,6500000.0
2010-09-27,5191,5191,5051,5052,5476,53950.0,6500000.0
2010-09-28,5002,5142,4977,5009,8322,53495.0,6500000.0
2010-09-29,4910,5081,4910,5009,8346,53495.0,6500000.0
2010-09-30,4917,5075,4265,5065,5496,54080.0,6500000.0
2010-10-01,5063,5087,4977,4979,12623,53170.0,6500000.0
2010-10-04,5057,5099,4977,5040,2896,53820.0,6500000.0
2010-10-05,5075,5075,4941,5009,3646,53495.0,6500000.0
2010-10-06,5051,5051,4910,4948,16042,52845.0,6500000.0
2010-10-07,4960,5033,4874,4942,5046,52780.0,6500000.0
2010-10-08,4941,5172,4941,4973,11945,53105.0,6500000.0
2010-10-11,5002,5087,4941,5015,3794,53560.0,6500000.0
2010-10-12,4966,5027,4887,4887,3602,52195.0,6500000.0
2010-10-13,4887,4977,4162,4961,12389,52975.0,6500000.0
2010-10-14,4953,4953,4838,4857,9015,51870.0,6500000.0
2010-10-15,4930,4930,4856,4887,3829,52195.0,6500000.0
2010-10-18,4887,5051,4887,4991,6717,53300.0,6500000.0
2010-10-19,5094,5166,4990,5052,6721,53950.0,6500000.0
2010-10-20,5136,5136,4990,5015,12715,53560.0,6500000.0
2010-10-21,4977,5136,4972,5070,5839,54145.0,6500000.0
2010-10-22,5081,5240,5051,5235,14446,55900.0,6500000.0
2010-10-25,5294,5386,5233,5357,25297,57200.0,6500000.0
2010-10-26,5355,5435,5258,5338,10488,57005.0,6500000.0
2010-10-27,5355,5653,5269,5569,36304,59475.0,6500000.0
2010-10-28,5599,5599,5350,5362,15578,57265.0,6500000.0
2010-10-29,5367,5471,5179,5235,9875,55900.0,6500000.0
2010-11-01,5269,5392,5172,5265,2429,56225.0,6500000.0
2010-11-02,5337,5337,5124,5186,10814,55380.0,6500000.0
2010-11-03,5136,5355,5105,5125,10243,54730.0,6500000.0
2010-11-04,5172,5203,5112,5162,8002,55120.0,6500000.0
2010-11-05,5166,5197,5099,5173,7513,55250.0,6500000.0
2010-11-08,5172,5264,5112,5216,4616,55705.0,6500000.0
2010-11-09,5215,5556,5215,5478,49709,58500.0,6500000.0
2010-11-10,5702,5714,5397,5399,22490,57655.0,6500000.0
2010-11-11,5282,5458,5264,5435,13879,58045.0,6500000.0
2010-11-12,5325,5477,5142,5143,11155,54925.0,6500000.0
2010-11-15,5288,5288,4966,5082,5903,54275.0,6500000.0
2010-11-16,5190,5288,4960,5058,6630,54015.0,6500000.0
2010-11-17,5179,5227,5038,5082,14676,54275.0,6500000.0
2010-11-18,5221,5264,5142,5168,5484,55185.0,6500000.0
2010-11-19,5172,5538,5166,5478,24379,58500.0,6500000.0
2010-11-22,5477,5581,5373,5509,8534,58825.0,6500000.0
2010-11-23,5507,5653,5392,5594,17264,59735.0,6500000.0
2010-11-24,5118,5464,5112,5381,28753,57460.0,6500000.0
2010-11-25,5337,5709,5337,5490,38109,58630.0,6500000.0
2010-11-26,5489,5836,5416,5502,26779,58760.0,6500000.0
2010-11-29,5568,5568,5386,5460,22746,58305.0,6500000.0
2010-11-30,5623,5781,5428,5763,24024,61555.0,6500000.0
2010-12-01,5751,5897,5642,5721,22703,61100.0,6500000.0
2010-12-02,5842,5848,5611,5813,32549,62075.0,6500000.0
2010-12-03,5812,5860,5696,5783,8829,61750.0,6500000.0
2010-12-06,5867,5867,5696,5746,9207,61360.0,6500000.0
2010-12-07,5745,6019,5714,5746,10930,61360.0,6500000.0
2010-12-08,5836,5873,5702,5746,12051,61360.0,6500000.0
2010-12-09,5842,5842,5672,5763,12320,61555.0,6500000.0
2010-12-10,5763,6268,5714,6019,41362,64285.0,6500000.0
2010-12-13,6025,6360,6025,6269,25528,66950.0,6500000.0
2010-12-14,6268,6694,6176,6513,55527,69550.0,6500000.0
2010-12-15,6511,6603,6299,6331,17742,67600.0,6500000.0
2010-12-16,6511,6694,6299,6421,31552,68575.0,6500000.0
2010-12-17,6390,6573,6268,6331,15273,67600.0,6500000.0
2010-12-20,6116,6390,6001,6075,10027,64870.0,6500000.0
2010-12-21,6086,6329,6086,6331,10292,67600.0,6500000.0
2010-12-22,6329,6663,6207,6391,66215,68250.0,6500000.0
2010-12-23,6542,7150,6079,6695,245517,71500.0,6500000.0
2010-12-24,6755,6968,6542,6726,40031,71825.0,6500000.0
2010-12-27,6816,7121,6755,6969,44431,74425.0,6500000.0
2010-12-28,7121,7121,6694,6969,68803,74425.0,6500000.0
2010-12-29,7255,7478,7064,7287,34186,74425.0,6500000.0
2010-12-30,7287,7509,7127,7287,37282,74425.0,6500000.0
2011-01-03,7287,7287,7032,7224,26889,73775.0,6500000.0
2011-01-04,7160,7414,7032,7192,38732,73450.0,6500000.0
2011-01-05,7191,7223,6873,7065,22660,72150.0,6500000.0
2011-01-06,7064,7191,6809,6874,32933,70200.0,6500000.0
2011-01-07,6745,7064,6714,7033,17037,71825.0,6500000.0
2011-01-10,6969,7127,6936,7096,11132,72475.0,6500000.0
2011-01-11,7096,7160,6873,7001,8700,71500.0,6500000.0
2011-01-12,7064,7223,6905,7001,17517,71500.0,6500000.0
2011-01-13,7127,7127,6936,7065,5185,72150.0,6500000.0
2011-01-14,7064,7064,6778,6874,13537,70200.0,6500000.0
2011-01-17,6809,6969,6745,6905,8475,70525.0,6500000.0
2011-01-18,6714,7414,6587,6810,53506,69550.0,6500000.0
2011-01-19,6778,6936,6618,6683,25661,68250.0,6500000.0
2011-01-20,6682,6905,6650,6905,30188,70525.0,6500000.0
2011-01-21,6841,7000,6841,6842,2133,69875.0,6500000.0
2011-01-24,6969,7064,6554,6747,9687,68900.0,6500000.0
2011-01-25,6618,6809,6358,6358,17758,64935.0,6500000.0
2011-01-26,6249,6459,6205,6365,7251,65000.0,6500000.0
2011-01-27,6358,6905,6224,6778,26636,69225.0,6500000.0
2011-01-28,6905,6905,6587,6778,7051,69225.0,6500000.0
2011-01-31,6778,6778,6554,6683,10444,68250.0,6500000.0
2011-02-01,6745,6809,6650,6714,5760,68575.0,6500000.0
2011-02-07,6714,6873,6682,6747,15294,68900.0,6500000.0
2011-02-08,6682,6873,6618,6747,11475,68900.0,6500000.0
2011-02-09,6682,6841,6554,6842,24716,69875.0,6500000.0
2011-02-10,6936,6936,6587,6683,20764,68250.0,6500000.0
2011-02-11,6745,6809,6523,6714,12227,68575.0,6500000.0
2011-02-14,6682,6873,6554,6810,14451,69550.0,6500000.0
2011-02-15,6809,6809,6650,6810,5813,69550.0,6500000.0
2011-02-16,6809,7605,6682,7320,88290,74750.0,6500000.0
2011-02-17,7223,7446,6682,6905,36030,70525.0,6500000.0
2011-02-18,6873,7255,6873,7256,11064,74100.0,6500000.0
2011-02-21,7255,7318,7127,7256,8331,74100.0,6500000.0
2011-02-22,7191,7255,6969,7192,8090,73450.0,6500000.0
2011-02-23,6936,7127,6905,6969,18095,71175.0,6500000.0
2011-02-24,7191,7191,6809,6938,13243,70850.0,6500000.0
2011-02-25,6873,7223,6682,7224,14946,73775.0,6500000.0
2011-02-28,7446,7509,7160,7224,20035,73775.0,6500000.0
2011-03-02,7191,7351,6969,7224,11858,73775.0,6500000.0
2011-03-03,7223,7478,7096,7415,26894,75725.0,6500000.0
2011-03-04,7382,7478,7096,7287,9698,74425.0,6500000.0
2011-03-07,7382,7446,7223,7351,16557,75075.0,6500000.0
2011-03-08,7351,7637,7223,7478,51396,76375.0,6500000.0
2011-03-09,7478,7764,7478,7638,16957,78000.0,6500000.0
2011-03-10,7637,7637,7351,7542,8982,77025.0,6500000.0
2011-03-11,7509,7764,7191,7764,163352,79300.0,6500000.0
2011-03-14,7318,8528,7318,8210,110147,83850.0,6500000.0
2011-03-15,8210,8401,7064,8210,88224,83850.0,6500000.0
2011-03-16,8210,8464,7955,8083,178862,82550.0,6500000.0
2011-03-17,7795,8241,7795,8210,38167,83850.0,6500000.0
2011-03-18,8337,8846,7923,8847,355127,90350.0,6500000.0
2011-03-21,8974,9132,8719,8943,232004,91325.0,6500000.0
2011-03-22,9101,9418,8719,8879,355843,90675.0,6500000.0
2011-03-23,8941,9069,8750,8879,255822,90675.0,6500000.0
2011-03-24,8878,9387,8878,9038,222591,92300.0,6500000.0
2011-03-25,9069,9260,8019,8561,304061,87425.0,6500000.0
2011-03-28,8783,9005,8559,8656,281867,88400.0,6500000.0
2011-03-29,8623,8782,8528,8719,105974,89050.0,6500000.0
2011-03-30,8719,8814,8559,8719,84452,89050.0,6500000.0
2011-03-31,8750,8750,8559,8561,59557,87425.0,6500000.0
2011-04-01,8814,8814,8559,8783,79285,89700.0,6500000.0
2011-04-04,9037,9323,8910,9038,186211,92300.0,6500000.0
2011-04-05,9260,9387,9069,9165,108928,93600.0,6500000.0
2011-04-06,9165,9165,8719,8879,138224,90675.0,6500000.0
2011-04-07,8941,8941,8719,8847,51765,90350.0,6500000.0
2011-04-08,8941,8941,8783,8783,69683,89700.0,6500000.0
2011-04-11,8878,9132,8846,8847,181707,90350.0,6500000.0
2011-04-12,8941,9005,8687,8688,120645,88725.0,6500000.0
2011-04-13,8719,8846,8400,8624,106776,92343.0,6815000.0
2011-04-14,8782,8782,8400,8433,96550,90299.0,6815000.0
2011-04-15,8368,9005,8209,8815,354970,94388.0,6815000.0
2011-04-18,8623,8910,8464,8783,305179,94047.0,6815000.0
2011-04-19,9365,9451,8219,8439,228841,60245.0,6815000.0
2011-04-20,8353,8582,8248,8401,88298,59972.0,6815000.0
2011-04-21,8582,8783,8420,8640,74135,61676.0,6815000.0
2011-04-22,8706,8706,8391,8401,53977,59972.0,6815000.0
2011-04-25,8401,8506,8162,8229,56624,58745.0,6815000.0
2011-04-26,8114,8420,8114,8229,36013,58745.0,6815000.0
2011-04-27,8229,8267,8114,8163,45126,58268.0,6815000.0
2011-04-28,8076,8258,8048,8182,45907,58405.0,6815000.0
2011-04-29,8210,8391,8105,8210,49153,58609.0,6815000.0
2011-05-02,8305,8573,8133,8392,31359,59904.0,6815000.0
2011-05-03,8783,8783,8448,8497,42548,60654.0,6815000.0
2011-05-04,8544,8544,8372,8449,16225,60313.0,6815000.0
2011-05-06,8353,8620,8305,8315,11658,59359.0,6815000.0
2011-05-09,8238,8363,8162,8325,16316,59427.0,6815000.0
2011-05-11,8487,8487,8172,8306,62723,59290.0,6815000.0
2011-05-12,8296,8382,8133,8220,28586,58677.0,6815000.0
2011-05-13,8133,8343,8095,8220,21805,58677.0,6815000.0
2011-05-16,8114,8563,8114,8554,81044,61062.0,6815000.0
2011-05-17,8420,8792,8420,8449,69195,60313.0,6815000.0
2011-05-18,8200,8305,8076,8306,124114,88936.0,10222500.0
2011-05-19,8324,8592,8181,8478,90673,90776.0,10222500.0
2011-05-20,8592,8611,8277,8277,52350,88629.0,10222500.0
2011-05-23,8219,8258,7580,7638,136990,81780.0,10222500.0
2011-05-24,7627,7627,7265,7580,39631,81167.0,10222500.0
2011-05-25,7456,7580,7456,7466,41741,79940.0,10222500.0
2011-05-26,7465,7713,7446,7542,28847,80758.0,10222500.0
2011-05-27,7475,7599,7475,7571,54592,81064.0,10222500.0
2011-05-30,7551,7713,7551,7666,26523,82087.0,10222500.0
2011-05-31,7732,7981,7732,7800,24555,83518.0,10222500.0
2011-06-01,7818,8248,7818,8000,35274,85665.0,10222500.0
2011-06-02,7761,8019,7761,7809,27270,83620.0,10222500.0
2011-06-03,7876,7933,7599,7733,39584,82802.0,10222500.0
2011-06-07,7637,7828,7255,7399,47786,79224.0,10222500.0
2011-06-08,7303,7370,7064,7122,38637,76260.0,10222500.0
2011-06-09,7351,7437,7093,7093,28681,75953.0,10222500.0
2011-06-10,7131,7351,7131,7160,44835,76669.0,10222500.0
2011-06-13,7016,7351,6692,6874,61559,73602.0,10222500.0
2011-06-14,6911,7016,6787,6931,42678,74215.0,10222500.0
2011-06-15,6931,7207,6711,6941,21111,74318.0,10222500.0
2011-06-16,6787,6883,6692,6836,22631,73193.0,10222500.0
2011-06-17,6835,6864,6625,6778,46145,72580.0,10222500.0
2011-06-20,6778,6835,6644,6654,27123,71251.0,10222500.0
2011-06-21,6501,6625,6253,6454,64688,69104.0,10222500.0
2011-06-22,6463,6520,6310,6492,59073,69513.0,10222500.0
2011-06-23,6339,6969,6339,6969,41992,74624.0,10222500.0
2011-06-24,6969,7437,6845,7237,47142,77487.0,10222500.0
2011-06-27,7064,7255,6940,7084,20706,75851.0,10222500.0
2011-06-28,7016,7599,7016,7294,82320,78100.0,10222500.0
2011-06-29,7303,7513,7236,7418,33543,79429.0,10222500.0
2011-06-30,7465,7608,7312,7542,16338,80758.0,10222500.0
2011-07-01,7542,7627,7351,7561,20070,80962.0,10222500.0
2011-07-04,7580,8296,7446,7762,90752,83109.0,10222500.0
2011-07-05,8095,8105,7895,8067,52696,86380.0,10222500.0
2011-07-06,8067,8286,8048,8268,51982,88527.0,10222500.0
2011-07-07,8229,8487,8210,8306,52117,88936.0,10222500.0
2011-07-08,8305,8420,8124,8172,34888,87505.0,10222500.0
2011-07-11,8258,8258,8028,8105,25197,86789.0,10222500.0
2011-07-12,7971,8391,7904,8153,46278,87300.0,10222500.0
2011-07-13,8258,8372,8114,8363,39049,89549.0,10222500.0
2011-07-14,8544,8582,8315,8497,42275,90980.0,10222500.0
2011-07-15,8496,8544,8324,8325,27758,89140.0,10222500.0
2011-07-18,8506,8506,8286,8459,35208,90571.0,10222500.0
2011-07-19,8458,8725,8363,8525,104891,91287.0,10222500.0
2011-07-20,8811,8811,8554,8659,77097,92718.0,10222500.0
2011-07-21,8582,8735,8401,8583,33155,91900.0,10222500.0
2011-07-22,8582,8668,8401,8564,40273,91696.0,10222500.0
2011-07-25,8592,8630,8305,8392,47754,89856.0,10222500.0
2011-07-26,8305,8659,8305,8583,57687,91900.0,10222500.0
2011-07-27,8754,8754,8496,8564,15763,91696.0,10222500.0
2011-07-28,8315,8620,8315,8564,28703,91696.0,10222500.0
2011-07-29,8563,8592,8401,8420,31453,90162.0,10222500.0
2011-08-01,8563,8630,8391,8401,56387,89958.0,10222500.0
2011-08-02,8582,8582,8324,8325,31966,89140.0,10222500.0
2011-08-03,8305,8315,8076,8182,31955,87607.0,10222500.0
2011-08-04,8487,8487,8172,8220,14687,88016.0,10222500.0
2011-08-05,7828,8124,7045,8086,59803,86585.0,10222500.0
2011-08-08,7923,8114,7188,7590,57409,81269.0,10222500.0
2011-08-09,6587,7016,6453,7017,168289,75135.0,10222500.0
2011-08-10,7265,7618,7141,7284,41490,77998.0,10222500.0
2011-08-11,6873,7494,6873,7351,32543,78713.0,10222500.0
2011-08-12,7685,8448,7627,8172,121286,87505.0,10222500.0
2011-08-16,8353,8554,8277,8373,77737,89651.0,10222500.0
2011-08-17,8372,8554,8172,8449,36814,90469.0,10222500.0
2011-08-18,8439,8773,8363,8745,119411,93638.0,10222500.0
2011-08-19,8353,8735,8305,8401,76957,89958.0,10222500.0
2011-08-22,8496,8496,8114,8249,46682,88322.0,10222500.0
2011-08-23,8496,8496,8210,8249,40754,88322.0,10222500.0
2011-08-24,8592,8592,8248,8249,32422,88322.0,10222500.0
2011-08-25,8582,8582,8191,8277,15237,88629.0,10222500.0
2011-08-26,8296,8305,8153,8277,13653,88629.0,10222500.0
2011-08-29,8267,8468,8095,8258,33308,88425.0,10222500.0
2011-08-30,8487,8954,8401,8573,138760,91798.0,10222500.0
