판타지오(032800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,84796.0,84796.0,76765.0,84559.0,4710.0,15859.0,4430000.0
1999-01-05,75584.0,75584.0,75584.0,75584.0,1000.0,14176.0,4430000.0
1999-01-06,75584.0,80308.0,75584.0,79127.0,1555.0,14840.0,4430000.0
1999-01-07,79127.0,79127.0,76765.0,76765.0,1660.0,14398.0,4430000.0
1999-01-08,77946.0,77946.0,76293.0,76292.0,1155.0,14309.0,4430000.0
1999-01-11,76293.0,85268.0,72041.0,85031.0,25060.0,15948.0,4430000.0
1999-01-12,85032.0,95189.0,74876.0,87394.0,10826.0,16391.0,4430000.0
1999-01-13,89284.0,97787.0,86213.0,92118.0,51928.0,17277.0,4430000.0
1999-01-14,92118.0,99204.0,92118.0,92118.0,37761.0,17277.0,4430000.0
1999-01-15,99204.0,99204.0,89756.0,98023.0,31619.0,18384.0,4430000.0
1999-01-18,101566.0,109597.0,94480.0,109596.0,35309.0,20555.0,4430000.0
1999-01-19,115738.0,120226.0,96606.0,111014.0,41636.0,20821.0,4430000.0
1999-01-20,98260.0,109833.0,97787.0,100149.0,14532.0,18783.0,4430000.0
1999-01-21,103928.0,103928.0,89756.0,100385.0,8177.0,18828.0,4430000.0
1999-01-22,98259.0,100385.0,88575.0,99204.0,7570.0,18606.0,4430000.0
1999-01-25,97787.0,98023.0,94480.0,96841.0,2374.0,18163.0,4430000.0
1999-01-26,95661.0,95661.0,85268.0,92118.0,10096.0,17277.0,4430000.0
1999-01-27,94480.0,94480.0,92118.0,94243.0,2320.0,17676.0,4430000.0
1999-01-28,94716.0,105345.0,94244.0,105345.0,72208.0,19758.0,4430000.0
1999-01-29,115739.0,117864.0,109833.0,113376.0,118109.0,21264.0,4430000.0
1999-02-01,113376.0,126840.0,106763.0,122824.0,246748.0,23036.0,4430000.0
1999-02-02,129910.0,132272.0,113376.0,118100.0,299874.0,22150.0,4430000.0
1999-02-03,111014.0,113140.0,103928.0,108651.0,90952.0,20378.0,4430000.0
1999-02-04,106290.0,118100.0,106290.0,117863.0,72339.0,22106.0,4430000.0
1999-02-05,118101.0,118337.0,111014.0,113376.0,49215.0,21264.0,4430000.0
1999-02-08,113376.0,113376.0,106290.0,112904.0,41508.0,21175.0,4430000.0
1999-02-09,112904.0,114557.0,106526.0,111014.0,40225.0,20821.0,4430000.0
1999-02-10,106290.0,124242.0,106290.0,118100.0,80979.0,22150.0,4430000.0
1999-02-11,119281.0,119281.0,112195.0,115502.0,38644.0,21663.0,4430000.0
1999-02-12,117864.0,118100.0,109833.0,112904.0,28712.0,21175.0,4430000.0
1999-02-18,113376.0,113376.0,106290.0,107471.0,19691.0,20156.0,4430000.0
1999-02-19,106290.0,107471.0,99204.0,107235.0,54630.0,20112.0,4430000.0
1999-02-22,106999.0,107235.0,99204.0,103928.0,13342.0,19492.0,4430000.0
1999-02-23,99204.0,106763.0,99204.0,99204.0,15435.0,18606.0,4430000.0
1999-02-24,94480.0,99204.0,89993.0,94480.0,7818.0,17720.0,4430000.0
1999-02-25,89756.0,96842.0,89756.0,96841.0,15910.0,18163.0,4430000.0
1999-02-26,85268.0,99204.0,85268.0,96841.0,2814.0,18163.0,4430000.0
1999-03-02,95661.0,96842.0,85269.0,94480.0,4515.0,17720.0,4430000.0
1999-03-03,94480.0,103928.0,94480.0,101329.0,32735.0,19005.0,4430000.0
1999-03-04,101094.0,101094.0,93063.0,99204.0,8860.0,18606.0,4430000.0
1999-03-05,94716.0,96842.0,92118.0,96841.0,6390.0,18163.0,4430000.0
1999-03-08,94480.0,98023.0,93299.0,96369.0,5400.0,18074.0,4430000.0
1999-03-09,98023.0,98023.0,93772.0,96606.0,8717.0,18119.0,4430000.0
1999-03-10,99204.0,99204.0,93299.0,96606.0,4803.0,18119.0,4430000.0
1999-03-11,98023.0,98023.0,93063.0,94243.0,9726.0,17676.0,4430000.0
1999-03-12,92118.0,96842.0,89756.0,94480.0,14997.0,17720.0,4430000.0
1999-03-15,95189.0,95189.0,90937.0,94480.0,17479.0,17720.0,4430000.0
1999-03-16,92118.0,94244.0,89756.0,94243.0,3349.0,17676.0,4430000.0
1999-03-17,94244.0,94244.0,89992.0,92826.0,3770.0,17410.0,4430000.0
1999-03-18,89756.0,89756.0,87394.0,89755.0,6660.0,16834.0,4430000.0
1999-03-19,89756.0,89756.0,82906.0,87157.0,7814.0,16347.0,4430000.0
1999-03-22,94480.0,94480.0,87394.0,89755.0,3960.0,16834.0,4430000.0
1999-03-23,88575.0,88575.0,85741.0,88575.0,2653.0,16612.0,4430000.0
1999-03-24,82906.0,89756.0,82906.0,87157.0,11450.0,16347.0,4430000.0
1999-03-25,82906.0,85032.0,80308.0,84559.0,15593.0,15859.0,4430000.0
1999-03-26,84560.0,84560.0,81253.0,82433.0,6003.0,15461.0,4430000.0
1999-03-29,81489.0,82670.0,80308.0,82670.0,8762.0,15505.0,4430000.0
1999-03-30,82670.0,92118.0,82670.0,87394.0,1060.0,16391.0,4430000.0
1999-03-31,82670.0,88575.0,82670.0,88575.0,6424.0,16612.0,4430000.0
1999-04-01,90937.0,92118.0,89756.0,90937.0,10800.0,17056.0,4430000.0
1999-04-02,92118.0,98023.0,91882.0,96841.0,20573.0,18163.0,4430000.0
1999-04-06,96842.0,101566.0,94480.0,101329.0,13892.0,19005.0,4430000.0
1999-04-07,97315.0,97315.0,94244.0,94480.0,4749.0,17720.0,4430000.0
1999-04-08,96842.0,96842.0,90937.0,93298.0,4415.0,17498.0,4430000.0
1999-04-09,85032.0,93299.0,85032.0,93298.0,10852.0,17498.0,4430000.0
1999-04-12,87867.0,94480.0,87867.0,94480.0,9866.0,17720.0,4430000.0
1999-04-13,92118.0,96842.0,92118.0,96841.0,13021.0,18163.0,4430000.0
1999-04-14,96842.0,106054.0,92118.0,102747.0,27725.0,19270.0,4430000.0
1999-04-15,103928.0,115030.0,101566.0,115029.0,41288.0,21574.0,4430000.0
1999-04-16,128729.0,128729.0,109833.0,126367.0,93065.0,23700.0,4430000.0
1999-04-19,126367.0,127548.0,118100.0,121643.0,29560.0,22814.0,4430000.0
1999-04-20,121643.0,121643.0,113376.0,118100.0,49965.0,22150.0,4430000.0
1999-04-21,119281.0,127548.0,119045.0,120461.0,76687.0,22593.0,4430000.0
1999-04-22,125186.0,128020.0,122824.0,124949.0,74036.0,23435.0,4430000.0
1999-04-23,125186.0,138178.0,118100.0,125186.0,70928.0,23479.0,4430000.0
1999-04-26,138177.0,140067.0,134634.0,140067.0,99750.0,26270.0,4430000.0
1999-04-27,137705.0,146444.0,132272.0,146208.0,85385.0,27422.0,4430000.0
1999-04-28,149987.0,160617.0,146444.0,155892.0,109298.0,29238.0,4430000.0
1999-04-29,163687.0,174552.0,155892.0,174551.0,156133.0,32738.0,4430000.0
1999-04-30,181638.0,181638.0,158491.0,160616.0,128569.0,30124.0,4430000.0
1999-05-03,165340.0,179749.0,162978.0,179512.0,227521.0,33668.0,4430000.0
1999-05-04,178331.0,201007.0,177150.0,201006.0,195619.0,37699.0,4430000.0
1999-05-06,212580.0,225099.0,210218.0,225098.0,181010.0,42218.0,4430000.0
1999-05-07,251553.0,251553.0,219666.0,225098.0,182281.0,42218.0,4430000.0
1999-05-10,219666.0,219666.0,198172.0,198171.0,32802.0,37168.0,4430000.0
1999-05-11,174789.0,212581.0,174552.0,205494.0,148922.0,38541.0,4430000.0
1999-05-12,214942.0,214942.0,180929.0,181873.0,89988.0,34111.0,4430000.0
1999-05-13,186362.0,200770.0,184236.0,188960.0,103391.0,35440.0,4430000.0
1999-05-14,188960.0,193684.0,181874.0,181873.0,40542.0,34111.0,4430000.0
1999-05-17,177150.0,181638.0,160143.0,160379.0,44368.0,30080.0,4430000.0
1999-05-18,153530.0,179512.0,146444.0,179512.0,85346.0,33668.0,4430000.0
1999-05-19,172426.0,186598.0,172426.0,184236.0,37392.0,34554.0,4430000.0
1999-05-20,206203.0,206203.0,196282.0,200770.0,67967.0,37655.0,4430000.0
1999-05-21,188960.0,194865.0,176678.0,188960.0,35282.0,35440.0,4430000.0
1999-05-24,192503.0,192503.0,181874.0,191322.0,36914.0,35883.0,4430000.0
1999-05-25,191322.0,196046.0,186598.0,191322.0,49738.0,35883.0,4430000.0
1999-05-26,191322.0,196046.0,186598.0,191322.0,54982.0,35883.0,4430000.0
1999-05-27,200770.0,212580.0,200770.0,212579.0,81002.0,39870.0,4430000.0
1999-05-28,217304.0,222028.0,205731.0,210218.0,93000.0,39427.0,4430000.0
1999-05-31,200770.0,210218.0,200770.0,203132.0,35732.0,38098.0,4430000.0
1999-06-01,193685.0,203133.0,193685.0,193684.0,27451.0,36326.0,4430000.0
1999-06-02,196046.0,200770.0,188960.0,188960.0,32655.0,35440.0,4430000.0
1999-06-03,188961.0,196047.0,184237.0,186598.0,31136.0,34997.0,4430000.0
1999-06-04,186599.0,208802.0,186599.0,193684.0,31959.0,36326.0,4430000.0
1999-06-07,200770.0,207856.0,193684.0,206675.0,58870.0,38762.0,4430000.0
1999-06-08,205494.0,205494.0,188960.0,191794.0,40729.0,35972.0,4430000.0
1999-06-09,191323.0,196047.0,180930.0,186598.0,36533.0,34997.0,4430000.0
1999-06-10,186835.0,198409.0,184237.0,193684.0,38765.0,36326.0,4430000.0
1999-06-11,188960.0,205494.0,186598.0,196046.0,84281.0,36769.0,4430000.0
1999-06-14,200770.0,219430.0,188960.0,219430.0,299533.0,41155.0,4430000.0
1999-06-15,236200.0,236200.0,193684.0,212579.0,148748.0,39870.0,4430000.0
1999-06-16,219666.0,237381.0,212580.0,237381.0,404359.0,44522.0,4430000.0
1999-06-17,245648.0,265725.0,238562.0,265725.0,776273.0,49838.0,4430000.0
1999-06-18,270450.0,297613.0,266907.0,297612.0,596673.0,55818.0,4430000.0
1999-06-21,325956.0,330680.0,292888.0,292888.0,525663.0,54932.0,4430000.0
1999-06-22,278716.0,281078.0,258639.0,258639.0,130656.0,48508.0,4430000.0
1999-06-23,227934.0,255097.0,227934.0,236200.0,490281.0,44300.0,4430000.0
1999-06-24,250372.0,255096.0,236200.0,245648.0,289213.0,46072.0,4430000.0
1999-06-25,245649.0,245649.0,219667.0,232657.0,107493.0,43636.0,4430000.0
1999-06-28,229114.0,238562.0,204786.0,212344.0,204578.0,39826.0,4430000.0
1999-06-29,202896.0,219666.0,188960.0,214942.0,215445.0,40313.0,4430000.0
1999-06-30,224390.0,236200.0,210218.0,230295.0,327500.0,43192.0,4430000.0
1999-07-01,231476.0,252734.0,231240.0,245648.0,386517.0,46072.0,4430000.0
1999-07-02,231713.0,245649.0,224391.0,236200.0,159674.0,44300.0,4430000.0
1999-07-05,264544.0,264544.0,245648.0,253915.0,541831.0,47622.0,4430000.0
1999-07-06,259821.0,259821.0,236201.0,248010.0,246004.0,46515.0,4430000.0
1999-07-07,251554.0,259821.0,238563.0,239743.0,251725.0,44964.0,4430000.0
1999-07-08,238562.0,243286.0,229114.0,231240.0,222436.0,43370.0,4430000.0
1999-07-09,224390.0,242105.0,212580.0,231240.0,202702.0,43370.0,4430000.0
1999-07-12,212580.0,230295.0,212580.0,222028.0,235531.0,41642.0,4430000.0
1999-07-13,219666.0,226752.0,212580.0,213289.0,143936.0,40003.0,4430000.0
1999-07-14,217541.0,238562.0,217541.0,233838.0,222377.0,43857.0,4430000.0
1999-07-15,233839.0,233839.0,214470.0,217304.0,117212.0,40756.0,4430000.0
1999-07-16,212580.0,224390.0,211399.0,219666.0,143226.0,41199.0,4430000.0
1999-07-19,226752.0,245648.0,224390.0,245648.0,448003.0,46072.0,4430000.0
1999-07-20,264545.0,273993.0,259821.0,273992.0,374744.0,51388.0,4430000.0
1999-07-21,273993.0,273993.0,243287.0,255096.0,458616.0,47844.0,4430000.0
1999-07-22,259820.0,271630.0,226988.0,262182.0,455719.0,49173.0,4430000.0
1999-07-23,261002.0,292889.0,251554.0,259820.0,697629.0,48730.0,4430000.0
1999-07-26,250373.0,250373.0,229115.0,229114.0,164259.0,42971.0,4430000.0
1999-07-27,201952.0,224155.0,201715.0,209037.0,338580.0,39206.0,4430000.0
1999-07-28,212580.0,229114.0,208565.0,216123.0,238026.0,40534.0,4430000.0
1999-07-29,229114.0,240924.0,219666.0,240924.0,256778.0,45186.0,4430000.0
1999-07-30,240925.0,240925.0,220848.0,224390.0,180424.0,42085.0,4430000.0
1999-08-02,212580.0,222028.0,205494.0,216123.0,153145.0,40534.0,4430000.0
1999-08-03,210218.0,231476.0,206675.0,219666.0,146697.0,41199.0,4430000.0
1999-08-04,222028.0,231240.0,212580.0,222028.0,197544.0,41642.0,4430000.0
1999-08-05,222028.0,222028.0,206911.0,209981.0,126592.0,39383.0,4430000.0
1999-08-06,210219.0,216832.0,203369.0,207620.0,173560.0,38940.0,4430000.0
1999-08-09,210455.0,224390.0,210455.0,222028.0,232191.0,41642.0,4430000.0
1999-08-10,217305.0,224391.0,207857.0,211163.0,194851.0,39604.0,4430000.0
1999-08-11,212580.0,218485.0,203132.0,203132.0,149786.0,38098.0,4430000.0
1999-08-12,203132.0,209509.0,199589.0,200770.0,155893.0,37655.0,4430000.0
1999-08-13,203132.0,209037.0,186598.0,186834.0,206241.0,35041.0,4430000.0
1999-08-16,186598.0,196046.0,174788.0,181873.0,126602.0,34111.0,4430000.0
1999-08-17,176914.0,180693.0,160144.0,160143.0,164859.0,30035.0,4430000.0
1999-08-18,141012.0,141012.0,141012.0,141011.0,37930.0,26447.0,4430000.0
1999-08-19,127548.0,157781.0,127548.0,151167.0,323701.0,28352.0,4430000.0
1999-08-20,151168.0,151405.0,136996.0,146208.0,137898.0,27422.0,4430000.0
1999-08-23,146444.0,163687.0,146444.0,163686.0,201370.0,30700.0,4430000.0
1999-08-24,170064.0,183291.0,170064.0,183291.0,274849.0,34377.0,4430000.0
1999-08-25,166758.0,186362.0,166758.0,179512.0,177525.0,33668.0,4430000.0
1999-08-26,179513.0,182111.0,160617.0,162978.0,149891.0,30567.0,4430000.0
1999-08-27,167702.0,170064.0,153530.0,160616.0,108875.0,30124.0,4430000.0
1999-08-30,162978.0,172427.0,160616.0,165104.0,76183.0,30966.0,4430000.0
