넵튠(217270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-11,13100,13100,12200,12700,60360,271493.0,21377405.0
2019-03-12,12700,12800,12350,12500,52890,267218.0,21377405.0
2019-03-13,12550,13350,12500,13300,185275,284319.0,21377405.0
2019-03-14,13250,13300,12650,12800,160784,273631.0,21377405.0
2019-03-15,12700,13200,12700,12850,141140,274700.0,21377405.0
2019-03-18,12900,13250,12800,13000,89913,277906.0,21377405.0
2019-03-19,13000,13050,12300,12400,151988,265080.0,21377405.0
2019-03-20,12400,12450,11900,12250,123755,261873.0,21377405.0
2019-03-21,12050,12350,12000,12200,39702,261372.0,21423895.0
2019-03-22,12400,12500,12000,12100,60894,259229.0,21423895.0
2019-03-25,12000,12300,11700,11700,81113,250660.0,21423895.0
2019-03-26,11650,12800,11650,12100,256998,259229.0,21423895.0
2019-03-27,11950,12200,11900,11900,59032,254944.0,21423895.0
2019-03-28,11850,12000,11800,11800,31608,252802.0,21423895.0
2019-03-29,12050,12050,11600,11650,52538,249588.0,21423895.0
2019-04-01,11750,11800,11550,11700,28986,250660.0,21423895.0
2019-04-02,11700,11700,11300,11500,74973,246375.0,21423895.0
2019-04-03,12900,12950,11650,11650,468620,249588.0,21423895.0
2019-04-04,11750,11800,11400,11600,68921,248517.0,21423895.0
2019-04-05,11550,11600,11400,11450,67371,245304.0,21423895.0
2019-04-08,11450,11850,11400,11500,59554,246375.0,21423895.0
2019-04-09,11500,11850,11500,11700,37111,250660.0,21423895.0
2019-04-10,11900,11900,11600,11850,39836,253873.0,21423895.0
2019-04-11,11850,12050,11650,12000,93908,257087.0,21423895.0
2019-04-12,11950,12050,11850,11900,56977,254944.0,21423895.0
2019-04-15,11950,12050,11750,11900,50684,254944.0,21423895.0
2019-04-16,11800,12000,11750,11950,45023,256016.0,21423895.0
2019-04-17,11900,12250,11900,11950,80101,256016.0,21423895.0
2019-04-18,11850,11950,11600,11750,47873,251731.0,21423895.0
2019-04-19,11600,12000,11600,11950,67152,256016.0,21423895.0
2019-04-22,12000,12050,11800,11900,41928,254944.0,21423895.0
2019-04-23,11800,12000,11650,11750,42279,251731.0,21423895.0
2019-04-24,11950,12500,11850,12100,330314,259229.0,21423895.0
2019-04-25,12050,12150,11750,11850,91967,253873.0,21423895.0
2019-04-26,11750,11900,10950,11350,100847,243161.0,21423895.0
2019-04-29,11750,11750,11250,11350,30141,243161.0,21423895.0
2019-04-30,11400,11500,10450,10850,132923,234032.0,21569790.0
2019-05-02,10950,11200,10800,11150,26399,240503.0,21569790.0
2019-05-03,11200,11900,11050,11850,73129,255602.0,21569790.0
2019-05-07,11850,12400,11650,11950,244337,257759.0,21569790.0
2019-05-08,11800,12950,11800,12750,706783,275015.0,21569790.0
2019-05-09,13000,13300,12400,13150,741848,283643.0,21569790.0
2019-05-10,12900,12900,11300,12350,705258,266387.0,21569790.0
2019-05-13,12100,12250,11350,11550,194496,249131.0,21569790.0
2019-05-14,11150,11250,10550,10750,224204,231875.0,21569790.0
2019-05-15,10850,11050,10750,11000,52744,237268.0,21569790.0
2019-05-16,11000,11000,10250,10350,108040,223247.0,21569790.0
2019-05-17,10350,10550,10250,10400,56285,224326.0,21569790.0
2019-05-20,10400,10450,9760,9920,133250,213972.0,21569790.0
2019-05-21,9920,10200,9770,10000,49224,215698.0,21569790.0
2019-05-22,10000,10200,9800,10100,37663,217855.0,21569790.0
2019-05-23,10200,10250,9930,9930,44722,214188.0,21569790.0
2019-05-24,9850,9900,9500,9500,60111,204913.0,21569790.0
2019-05-27,9450,9450,9000,9140,92617,197573.0,21616280.0
2019-05-28,9050,9800,9000,9740,57213,210543.0,21616280.0
2019-05-29,9810,9990,9200,9810,76904,212056.0,21616280.0
2019-05-30,9650,9980,9650,9840,24696,212704.0,21616280.0
2019-05-31,9840,10450,9510,10200,36147,223331.0,21895220.0
2019-06-03,10050,10200,9800,10150,72816,222236.0,21895220.0
2019-06-04,10200,10250,9910,9940,30542,217638.0,21895220.0
2019-06-05,10100,10100,9690,9920,41184,217201.0,21895220.0
2019-06-07,10000,10000,9590,9790,45550,214354.0,21895220.0
2019-06-10,9920,9970,9790,9930,25705,217420.0,21895220.0
2019-06-11,10000,10100,9890,10100,54342,221142.0,21895220.0
2019-06-12,10150,10200,9970,9970,33008,218295.0,21895220.0
2019-06-13,10000,10300,9900,10150,33787,222236.0,21895220.0
2019-06-14,10200,10350,10050,10050,28400,220047.0,21895220.0
2019-06-17,10050,10400,10000,10400,46960,227710.0,21895220.0
2019-06-18,10400,10650,10250,10350,59179,226616.0,21895220.0
2019-06-19,10400,10550,10300,10350,40706,226616.0,21895220.0
2019-06-20,10450,10450,10100,10300,40581,225521.0,21895220.0
2019-06-21,10350,10350,10050,10100,26021,221142.0,21895220.0
2019-06-24,10100,10100,9790,9840,54302,215449.0,21895220.0
2019-06-25,9900,9910,9400,9700,39432,212384.0,21895220.0
2019-06-26,9520,9720,9520,9690,24264,212165.0,21895220.0
2019-06-27,9690,9740,9590,9700,29905,212384.0,21895220.0
2019-06-28,9700,9880,9480,9600,25197,210194.0,21895220.0
2019-07-01,9510,9690,9510,9610,24962,210413.0,21895220.0
2019-07-02,9690,9960,9680,9890,33095,216544.0,21895220.0
2019-07-03,9890,9890,9510,9520,22471,208442.0,21895220.0
2019-07-04,9050,9340,8940,9070,115534,198590.0,21895220.0
2019-07-05,9160,9480,9140,9450,45935,206910.0,21895220.0
2019-07-08,9440,9540,9080,9080,26665,198809.0,21895220.0
2019-07-09,9050,9350,9000,9000,17660,197057.0,21895220.0
2019-07-10,8880,9070,8880,8930,23261,195524.0,21895220.0
2019-07-11,8950,9260,8950,9110,50459,199465.0,21895220.0
2019-07-12,9160,9870,9160,9300,137468,203626.0,21895220.0
2019-07-15,9200,9300,9080,9090,21340,199028.0,21895220.0
2019-07-16,9010,9160,8900,8970,39957,196400.0,21895220.0
2019-07-17,9080,9080,8790,8810,26661,192897.0,21895220.0
2019-07-18,8700,8880,8700,8820,17709,193116.0,21895220.0
2019-07-19,8730,9100,8730,8980,25185,196619.0,21895220.0
2019-07-22,8900,9070,8900,9000,14394,197057.0,21895220.0
2019-07-23,8880,9060,8880,8900,10588,194867.0,21895220.0
2019-07-24,8830,8960,8810,8850,18048,193773.0,21895220.0
2019-07-25,8410,8830,8260,8500,89581,186109.0,21895220.0
2019-07-26,8370,8450,7800,7850,85532,171877.0,21895220.0
2019-07-29,7950,7950,7300,7440,44975,162900.0,21895220.0
2019-07-30,7100,7740,7100,7450,62801,163119.0,21895220.0
2019-07-31,7250,7900,7250,7780,56058,170345.0,21895220.0
2019-08-01,7880,7950,7670,7710,13075,168812.0,21895220.0
2019-08-02,7710,7810,7450,7720,12062,169031.0,21895220.0
2019-08-05,7520,7730,6450,6450,121355,141224.0,21895220.0
2019-08-06,5810,6580,5810,6040,81114,132247.0,21895220.0
2019-08-07,6000,6220,5940,6010,86453,131590.0,21895220.0
2019-08-08,6050,6500,6050,6450,62706,141224.0,21895220.0
2019-08-09,6500,6900,6500,6900,52398,151077.0,21895220.0
2019-08-12,6680,6900,6620,6800,18213,148887.0,21895220.0
2019-08-13,6990,6990,6730,6900,21809,151077.0,21895220.0
2019-08-14,7360,8970,7240,7320,929724,160273.0,21895220.0
2019-08-16,7140,7270,6720,7250,119927,158740.0,21895220.0
2019-08-19,7080,7220,6870,6870,31588,150420.0,21895220.0
2019-08-20,6870,7140,6870,7050,34408,154361.0,21895220.0
2019-08-21,7120,7120,6920,7110,29636,155675.0,21895220.0
2019-08-22,7010,7300,7010,7250,25114,158740.0,21895220.0
2019-08-23,7220,7220,7070,7190,28157,157427.0,21895220.0
2019-08-26,7000,7170,6800,6890,24650,150858.0,21895220.0
2019-08-27,6840,7000,6830,6830,15639,149544.0,21895220.0
2019-08-28,6990,7000,6830,6990,17585,153048.0,21895220.0
2019-08-29,6990,6990,6800,6800,11005,148887.0,21895220.0
2019-08-30,6790,7200,6790,7010,49853,153485.0,21895220.0
2019-09-02,7010,7100,6920,7070,23402,154799.0,21895220.0
2019-09-03,7100,7190,7040,7080,24137,155018.0,21895220.0
2019-09-04,7050,7350,7050,7300,39142,159835.0,21895220.0
2019-09-05,7350,7380,7130,7260,18128,158959.0,21895220.0
2019-09-06,7230,7250,6940,7040,23973,154142.0,21895220.0
2019-09-09,7110,7110,6870,6950,19304,152172.0,21895220.0
2019-09-10,6920,7020,6810,6940,17384,151953.0,21895220.0
2019-09-11,6910,7180,6770,7100,38359,155456.0,21895220.0
2019-09-16,7110,8460,7060,8130,938119,178008.0,21895220.0
2019-09-17,7910,8150,7660,7940,102346,173848.0,21895220.0
2019-09-18,7950,8000,7710,7820,57292,182755.0,23370146.0
2019-09-19,7720,7940,7720,7790,24508,182053.0,23370146.0
2019-09-20,7750,8190,7700,8180,105544,191168.0,23370146.0
2019-09-23,8210,8500,7890,8110,231300,189532.0,23370146.0
2019-09-24,8220,8290,7990,8090,41458,189064.0,23370146.0
2019-09-25,8150,8150,7760,7840,46964,183222.0,23370146.0
2019-09-26,7750,7950,7750,7820,15294,182755.0,23370146.0
2019-09-27,7930,7950,7730,7910,15951,184858.0,23370146.0
2019-09-30,7910,7910,7510,7690,18342,179716.0,23370146.0
2019-10-01,7900,7900,7620,7630,5494,178314.0,23370146.0
2019-10-02,7830,7830,7320,7600,24885,177613.0,23370146.0
2019-10-04,7600,7760,7470,7650,17766,178782.0,23370146.0
2019-10-07,7600,7690,7210,7430,20664,173640.0,23370146.0
