제룡산업(147830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-10-22,3292,3316,3272,3309,44270,33078.0,7932320.0
2013-10-23,3320,3562,3320,3372,677508,33712.0,7932320.0
2013-10-24,3380,3475,3336,3436,130764,34347.0,7932320.0
2013-10-25,3506,3526,3471,3491,134582,34902.0,7932320.0
2013-10-28,3483,3499,3427,3440,58892,34387.0,7932320.0
2013-10-29,3455,3522,3451,3451,98992,34506.0,7932320.0
2013-10-30,3491,3518,3467,3487,92782,34863.0,7932320.0
2013-10-31,3479,3479,3403,3451,69221,34506.0,7932320.0
2013-11-01,3451,3451,3372,3376,56176,33752.0,7932320.0
2013-11-04,3455,3499,3435,3495,138639,34942.0,7932320.0
2013-11-05,3514,3514,3451,3503,61818,35021.0,7932320.0
2013-11-06,3522,3522,3471,3491,52973,34902.0,7932320.0
2013-11-07,3495,3554,3491,3555,118351,35537.0,7932320.0
2013-11-08,3550,3562,3499,3531,45190,35299.0,7932320.0
2013-11-11,3610,3947,3570,3721,1141975,37203.0,7932320.0
2013-11-12,3729,3744,3594,3674,219939,36727.0,7932320.0
2013-11-13,3681,3689,3483,3515,174826,35140.0,7932320.0
2013-11-14,3526,3554,3372,3428,141125,34268.0,7932320.0
2013-11-15,3403,3443,3316,3328,76674,33276.0,7932320.0
2013-11-18,3324,3368,3253,3269,107076,32681.0,7932320.0
2013-11-19,3253,3296,3141,3186,96879,31848.0,7932320.0
2013-11-20,3189,3209,3153,3166,53659,31650.0,7932320.0
2013-11-21,3157,3197,3007,3043,137814,30420.0,7932320.0
2013-11-22,3050,3062,3011,3043,59575,30420.0,7932320.0
2013-11-25,3054,3157,3042,3082,128842,30817.0,7932320.0
2013-11-26,3082,3110,3026,3102,72245,31015.0,7932320.0
2013-11-27,3078,3122,3062,3094,40654,30936.0,7932320.0
2013-11-28,3114,3118,3086,3118,30587,31174.0,7932320.0
2013-11-29,3134,3165,3015,3086,66993,30857.0,7932320.0
2013-12-02,3134,3134,3026,3047,53606,30460.0,7932320.0
2013-12-03,3022,3038,2967,2999,55011,29984.0,7932320.0
2013-12-04,2971,2971,2840,2864,105597,28636.0,7932320.0
2013-12-05,2844,2876,2844,2860,55609,28596.0,7932320.0
2013-12-06,2836,2864,2812,2856,39757,28556.0,7932320.0
2013-12-09,2872,2872,2769,2793,77037,27922.0,7932320.0
2013-12-10,2832,2860,2780,2801,90395,28001.0,7932320.0
2013-12-11,2776,2816,2705,2745,51592,27446.0,7932320.0
2013-12-12,2701,2796,2689,2729,56170,27287.0,7932320.0
2013-12-13,2733,2947,2701,2864,284372,28636.0,7932320.0
2013-12-16,2860,2884,2792,2848,72217,28477.0,7932320.0
2013-12-17,2836,2856,2769,2805,56788,28041.0,7932320.0
2013-12-18,2788,2884,2788,2856,93192,28556.0,7932320.0
2013-12-19,2864,2892,2792,2813,61420,28120.0,7932320.0
2013-12-20,2792,2820,2745,2785,44106,27842.0,7932320.0
2013-12-23,2796,2888,2796,2848,67917,28477.0,7932320.0
2013-12-24,2836,2884,2832,2872,57345,28715.0,7932320.0
2013-12-26,2880,2935,2844,2860,24478,28596.0,7932320.0
2013-12-27,2836,2884,2836,2852,56069,28517.0,7932320.0
2013-12-30,2836,2872,2816,2864,45183,28636.0,7932320.0
2014-01-02,2999,3070,2907,2920,210802,29191.0,7932320.0
2014-01-03,2915,3034,2907,2991,113993,29905.0,7932320.0
2014-01-06,3022,3074,2955,3003,147767,30024.0,7932320.0
2014-01-07,3066,3451,3038,3451,965911,34506.0,7932320.0
2014-01-08,3570,3923,3506,3793,2394045,37916.0,7932320.0
2014-01-09,3717,3919,3372,3372,1717648,33712.0,7932320.0
2014-01-10,3391,3657,3276,3638,2571512,36370.0,7932320.0
2014-01-13,3475,3522,3368,3384,737058,33831.0,7932320.0
2014-01-14,3324,3499,3308,3416,587891,34149.0,7932320.0
2014-01-15,3407,3435,3189,3336,358841,33355.0,7932320.0
2014-01-16,3316,3598,3253,3491,985047,34902.0,7932320.0
2014-01-17,3578,3657,3439,3451,763667,34506.0,7932320.0
2014-01-20,3451,3546,3431,3523,353875,35220.0,7932320.0
2014-01-21,3578,3729,3538,3618,1138700,36171.0,7932320.0
2014-01-22,3606,3709,3554,3705,371552,37044.0,7932320.0
2014-01-23,3717,3717,3570,3602,264618,36013.0,7932320.0
2014-01-24,3657,4125,3657,4094,2773763,40931.0,7932320.0
2014-01-27,4546,4705,4427,4705,1772744,47039.0,7932320.0
2014-01-28,4530,4808,4173,4419,2172278,44183.0,7932320.0
2014-01-29,4332,4570,4252,4459,987317,44580.0,7932320.0
2014-02-03,4205,5030,4133,4768,2710251,47673.0,7932320.0
2014-02-04,4593,4625,4213,4324,1049807,43231.0,7932320.0
2014-02-05,4395,4831,3927,3967,2688687,39662.0,7932320.0
2014-02-06,4094,4451,4046,4086,1839144,40851.0,7932320.0
2014-02-07,4181,4213,3983,4094,657784,40931.0,7932320.0
2014-02-10,4117,4149,3990,4031,354598,40296.0,7932320.0
2014-02-11,4054,4165,3990,4118,434997,41169.0,7932320.0
2014-02-12,4490,4586,4308,4523,1590770,45214.0,7932320.0
2014-02-13,4189,4435,4157,4205,898994,42041.0,7932320.0
2014-02-14,4379,4522,4205,4348,1320400,43469.0,7932320.0
2014-02-17,4371,4387,4189,4221,457218,42200.0,7932320.0
2014-02-18,4221,4419,4117,4213,714672,42121.0,7932320.0
2014-02-19,4181,4300,4181,4181,242600,41803.0,7932320.0
2014-02-20,4189,4252,3899,3967,412290,39662.0,7932320.0
2014-02-21,3939,3983,3867,3868,287444,38670.0,7932320.0
2014-02-24,3879,3903,3832,3832,168264,38313.0,7932320.0
2014-02-25,3848,3951,3752,3773,332684,37718.0,7932320.0
2014-02-26,3824,3844,3689,3689,200396,36885.0,7932320.0
2014-02-27,3693,3784,3649,3709,166036,37084.0,7932320.0
2014-02-28,3657,3856,3649,3824,170952,38234.0,7932320.0
2014-03-03,3768,3899,3725,3848,146449,38472.0,7932320.0
2014-03-04,3816,3927,3796,3824,115060,38234.0,7932320.0
2014-03-05,3875,4022,3848,3955,252021,39543.0,7932320.0
2014-03-06,3955,3967,3832,3832,205602,38313.0,7932320.0
2014-03-07,3808,3895,3804,3836,145615,38353.0,7932320.0
2014-03-10,3808,3840,3729,3737,139610,37361.0,7932320.0
2014-03-11,3780,3816,3729,3812,79223,38115.0,7932320.0
2014-03-12,3812,3820,3709,3725,119525,37242.0,7932320.0
2014-03-13,3744,3768,3709,3729,45086,37282.0,7932320.0
2014-03-14,3677,3752,3673,3753,55810,37520.0,7932320.0
2014-03-17,3729,3824,3705,3753,92185,37520.0,7932320.0
2014-03-18,3800,4102,3772,3991,515909,39900.0,7932320.0
2014-03-19,3990,4102,3975,4054,187171,40534.0,7932320.0
2014-03-20,4030,4157,4014,4078,185270,40772.0,7932320.0
2014-03-21,4125,4316,4006,4189,295034,41883.0,7932320.0
2014-03-24,4189,4340,4125,4269,268695,42676.0,7932320.0
2014-03-25,4213,4347,4173,4316,339090,43152.0,7932320.0
2014-03-26,4316,4316,4062,4142,368529,41407.0,7932320.0
2014-03-27,4141,4149,4006,4086,207259,40851.0,7932320.0
2014-03-28,4109,4197,4022,4181,381122,41803.0,7932320.0
2014-03-31,4046,4094,3983,4007,285954,40058.0,7932320.0
2014-04-01,4054,4078,3990,4023,148829,40217.0,7932320.0
2014-04-02,4014,4062,4006,4046,118820,40455.0,7932320.0
2014-04-03,4046,4133,4030,4046,166827,40455.0,7932320.0
2014-04-04,4046,4078,3998,4078,106232,40772.0,7932320.0
2014-04-07,4030,4062,3840,3904,172869,39027.0,7932320.0
2014-04-08,3891,3939,3840,3927,125559,39265.0,7932320.0
2014-04-09,3911,3990,3903,3967,85955,39662.0,7932320.0
2014-04-10,4006,4038,3951,4007,115661,40058.0,7932320.0
2014-04-11,3975,4221,3963,4189,575113,41883.0,7932320.0
2014-04-14,4149,4228,4109,4189,170325,41883.0,7932320.0
2014-04-15,4221,4276,4173,4173,164095,41724.0,7932320.0
2014-04-16,4173,4221,4133,4173,146400,41724.0,7932320.0
2014-04-17,4173,4276,4125,4277,179977,42755.0,7932320.0
2014-04-18,4316,4347,4228,4316,352693,43152.0,7932320.0
2014-04-21,4379,4387,4117,4126,310443,41248.0,7932320.0
2014-04-22,4117,4189,4102,4102,119083,41010.0,7932320.0
2014-04-23,4102,4133,3907,3967,270269,39662.0,7932320.0
2014-04-24,3983,4125,3959,4054,173567,40534.0,7932320.0
2014-04-25,4046,4117,4038,4086,69797,40851.0,7932320.0
2014-04-28,4038,4046,3967,4007,155060,40058.0,7932320.0
2014-04-29,4014,4046,3919,4031,117135,40296.0,7932320.0
2014-04-30,4070,4094,3998,4007,64316,40058.0,7932320.0
2014-05-02,4006,4030,3891,3935,100737,39344.0,7932320.0
2014-05-07,3943,3943,3808,3832,107306,38313.0,7932320.0
2014-05-08,3816,3848,3776,3808,57137,38075.0,7932320.0
2014-05-09,3784,3852,3780,3852,35441,38511.0,7932320.0
2014-05-12,3863,3883,3792,3832,71315,38313.0,7932320.0
2014-05-13,3832,3935,3804,3935,67178,39344.0,7932320.0
2014-05-14,3935,3951,3895,3916,30846,39146.0,7932320.0
2014-05-15,3895,3990,3895,3947,55162,39463.0,7932320.0
2014-05-16,3983,4086,3947,4086,100286,40851.0,7932320.0
2014-05-19,4117,4133,3990,3991,88019,39900.0,7932320.0
2014-05-20,3967,4014,3887,3943,68401,39424.0,7932320.0
2014-05-21,4006,4070,3967,4046,111178,40455.0,7932320.0
2014-05-22,4062,4078,3983,4015,56263,40138.0,7932320.0
2014-05-23,3990,4125,3967,4118,156274,41169.0,7932320.0
2014-05-26,4276,4292,4109,4126,258842,41248.0,7932320.0
2014-05-27,4117,4292,4086,4261,189587,42597.0,7932320.0
2014-05-28,4260,4284,4125,4165,155195,41645.0,7932320.0
2014-05-29,4173,4236,4125,4134,75534,41327.0,7932320.0
2014-05-30,4165,4252,4149,4189,107767,41883.0,7932320.0
2014-06-02,4213,4228,4030,4031,117108,40296.0,7932320.0
2014-06-03,4062,4070,3836,4070,49755,40693.0,7932320.0
2014-06-05,4070,4117,3959,4062,55431,40613.0,7932320.0
2014-06-09,4006,4070,4006,4007,45454,40058.0,7932320.0
2014-06-10,4006,4363,4006,4142,261352,41407.0,7932320.0
2014-06-11,4141,4221,4102,4205,75368,42041.0,7932320.0
2014-06-12,4236,4284,4149,4205,119336,42041.0,7932320.0
2014-06-13,4205,4260,4149,4261,96506,42597.0,7932320.0
2014-06-16,4260,4340,4205,4308,189633,43072.0,7932320.0
2014-06-17,4324,4347,4268,4285,88881,42835.0,7932320.0
2014-06-18,4324,4474,4236,4435,346762,44342.0,7932320.0
2014-06-19,4435,4466,4332,4340,192135,43390.0,7932320.0
2014-06-20,4347,4546,4252,4292,378799,42914.0,7932320.0
2014-06-23,4316,4316,4181,4181,95634,41803.0,7932320.0
2014-06-24,4181,4395,4149,4372,233454,43707.0,7932320.0
2014-06-25,4363,4427,4276,4316,149988,43152.0,7932320.0
2014-06-26,4387,4466,4268,4308,209896,43072.0,7932320.0
2014-06-27,4260,4459,4221,4435,184698,44342.0,7932320.0
2014-06-30,4482,4514,4435,4499,232965,44976.0,7932320.0
2014-07-01,4522,4562,4403,4404,304683,44024.0,7932320.0
2014-07-02,4419,4490,4387,4451,129318,44500.0,7932320.0
2014-07-03,4474,4490,4403,4443,102290,44421.0,7932320.0
2014-07-04,4443,4466,4276,4277,135307,42755.0,7932320.0
2014-07-07,4363,4411,4260,4269,131252,42676.0,7932320.0
2014-07-08,4252,4284,4173,4197,126636,41962.0,7932320.0
2014-07-09,4189,4316,4149,4285,118151,42835.0,7932320.0
2014-07-10,4268,4347,4244,4285,121384,42835.0,7932320.0
2014-07-11,4276,4443,4276,4380,217699,43786.0,7932320.0
2014-07-14,4387,4554,4355,4538,360096,45373.0,7932320.0
2014-07-15,4586,4593,4466,4467,166222,44659.0,7932320.0
2014-07-16,4466,4649,4387,4467,685337,44659.0,7932320.0
2014-07-17,4466,4562,4411,4483,188261,44818.0,7932320.0
2014-07-18,4387,4443,4308,4340,235126,43390.0,7932320.0
2014-07-21,4355,4395,4316,4340,115369,43390.0,7932320.0
2014-07-22,4332,4363,4300,4324,76803,43231.0,7932320.0
2014-07-23,4332,4371,4276,4356,70786,43548.0,7932320.0
2014-07-24,4340,4498,4316,4483,194140,44818.0,7932320.0
2014-07-25,4451,4482,4387,4427,90859,44262.0,7932320.0
2014-07-28,4387,4395,4157,4165,257380,41645.0,7932320.0
2014-07-29,4165,4205,3983,3999,125136,39979.0,7932320.0
2014-07-30,3998,4054,3955,3955,92283,39543.0,7932320.0
2014-07-31,3939,4022,3907,3923,121359,39225.0,7932320.0
2014-08-01,3852,3990,3852,3959,44459,39582.0,7932320.0
2014-08-04,3975,4109,3975,4086,56804,40851.0,7932320.0
2014-08-05,4062,4094,3990,3991,59609,39900.0,7932320.0
2014-08-06,3975,4070,3975,4046,46158,40455.0,7932320.0
2014-08-07,4102,4181,4046,4086,84157,40851.0,7932320.0
2014-08-08,4141,4260,4109,4134,145666,41327.0,7932320.0
2014-08-11,4149,4371,4117,4308,262002,43072.0,7932320.0
2014-08-12,4284,4347,4252,4261,173514,42597.0,7932320.0
2014-08-13,4252,4340,4244,4277,180764,42755.0,7932320.0
2014-08-14,4252,4332,4205,4237,84130,42359.0,7932320.0
2014-08-18,4205,4228,4102,4150,126949,41486.0,7932320.0
2014-08-19,4157,4252,4125,4173,99781,41724.0,7932320.0
2014-08-20,4173,4228,4070,4070,139541,40693.0,7932320.0
2014-08-21,4086,4117,4030,4046,90907,40455.0,7932320.0
2014-08-22,4046,4189,4046,4165,138177,41645.0,7932320.0
2014-08-25,4117,4117,3990,3991,215657,39900.0,7932320.0
2014-08-26,4030,4054,3990,4046,47103,40455.0,7932320.0
2014-08-27,4030,4094,4006,4007,40803,40058.0,7932320.0
2014-08-28,4014,4189,4014,4165,94650,41645.0,7932320.0
2014-08-29,4078,4133,4054,4078,85954,40772.0,7932320.0
2014-09-01,4102,4125,4038,4062,84672,40613.0,7932320.0
2014-09-02,4078,4086,4006,4062,69865,40613.0,7932320.0
2014-09-03,4086,4117,4054,4078,58793,40772.0,7932320.0
2014-09-04,4062,4109,4030,4031,66262,40296.0,7932320.0
2014-09-05,4046,4117,3990,4102,40082,41010.0,7932320.0
2014-09-11,4102,4189,4054,4126,135630,41248.0,7932320.0
2014-09-12,4086,4165,4046,4054,89905,40534.0,7932320.0
2014-09-15,4046,4070,3927,4023,93968,40217.0,7932320.0
2014-09-16,3983,4046,3955,3959,79404,39582.0,7932320.0
2014-09-17,4006,4030,3935,3967,85791,39662.0,7932320.0
2014-09-18,3951,3990,3879,3951,117613,39503.0,7932320.0
2014-09-19,3927,3998,3927,3947,57513,39463.0,7932320.0
2014-09-22,3963,3967,3891,3892,70161,38908.0,7932320.0
2014-09-23,3891,3903,3788,3793,86761,37916.0,7932320.0
2014-09-24,3796,3852,3764,3832,46476,38313.0,7932320.0
2014-09-25,3812,3863,3780,3793,27648,37916.0,7932320.0
2014-09-26,3752,3780,3721,3721,50206,37203.0,7932320.0
2014-09-29,3721,3741,3475,3475,114060,34744.0,7932320.0
2014-09-30,3451,3522,3423,3479,83917,34783.0,7932320.0
2014-10-01,3502,3522,3356,3368,64580,33673.0,7932320.0
2014-10-02,3308,3435,3304,3400,50125,33990.0,7932320.0
2014-10-06,3907,3907,3907,3908,219149,39067.0,7932320.0
2014-10-07,3879,4094,3863,3999,744145,39979.0,7932320.0
2014-10-08,3919,4133,3903,4046,208195,40455.0,7932320.0
2014-10-10,3927,4149,3903,4118,179965,41169.0,7932320.0
2014-10-13,4046,4252,3911,3912,325068,39106.0,7932320.0
2014-10-14,3911,4189,3911,3951,207262,39503.0,7932320.0
2014-10-15,3983,4228,3955,4229,286277,42279.0,7932320.0
2014-10-16,4133,4228,4038,4126,270988,41248.0,7932320.0
2014-10-17,4054,4078,3955,3999,201916,39979.0,7932320.0
2014-10-20,3975,4006,3919,3967,103590,39662.0,7932320.0
2014-10-21,3983,4117,3947,4110,217958,41089.0,7932320.0
2014-10-22,4133,4157,4038,4070,203291,40693.0,7932320.0
2014-10-23,4109,4387,4086,4261,348164,42597.0,7932320.0
2014-10-24,4260,4292,4189,4269,140804,42676.0,7932320.0
2014-10-27,4268,4268,4062,4078,173488,40772.0,7932320.0
2014-10-28,4086,4189,4054,4181,73455,41803.0,7932320.0
2014-10-29,4109,4244,3891,3892,319078,38908.0,7932320.0
2014-10-30,3883,3955,3848,3880,89295,38789.0,7932320.0
2014-10-31,3856,3899,3808,3884,92041,38829.0,7932320.0
2014-11-03,3713,3713,3570,3578,210195,35775.0,7932320.0
2014-11-04,3570,3649,3514,3531,71419,35299.0,7932320.0
2014-11-05,3455,3586,3455,3582,41368,35814.0,7932320.0
2014-11-06,3538,3649,3506,3539,59120,35378.0,7932320.0
2014-11-07,3526,3629,3526,3559,59613,35576.0,7932320.0
2014-11-10,3586,3645,3586,3646,58355,36449.0,7932320.0
2014-11-11,3645,3645,3594,3606,35254,36052.0,7932320.0
2014-11-12,3614,3633,3570,3626,27052,36251.0,7932320.0
2014-11-13,3657,3657,3594,3650,29599,36489.0,7932320.0
2014-11-14,3649,3879,3586,3650,215781,36489.0,7932320.0
2014-11-17,3614,3689,3602,3622,32080,36211.0,7932320.0
2014-11-18,3713,3713,3633,3654,11871,36528.0,7932320.0
2014-11-19,3669,3744,3669,3713,57090,37123.0,7932320.0
2014-11-20,3681,3705,3645,3646,32276,36449.0,7932320.0
2014-11-21,3645,3705,3641,3682,20087,36806.0,7932320.0
2014-11-24,3637,3665,3594,3598,37756,35973.0,7932320.0
2014-11-25,3598,3629,3499,3551,85681,35497.0,7932320.0
2014-11-26,3550,3582,3514,3515,28165,35140.0,7932320.0
2014-11-27,3491,3542,3451,3471,54267,34704.0,7932320.0
2014-11-28,3471,3495,3443,3459,38663,34585.0,7932320.0
2014-12-01,3459,3471,3372,3372,44468,33712.0,7932320.0
2014-12-02,3387,3387,3304,3332,32671,33316.0,7932320.0
2014-12-03,3328,3348,3308,3309,48149,33078.0,7932320.0
2014-12-04,3336,3554,3336,3412,217803,34109.0,7932320.0
2014-12-05,3383,3443,3352,3443,29645,34426.0,7932320.0
2014-12-08,3586,3633,3506,3555,68553,35537.0,7932320.0
2014-12-09,3514,3566,3502,3547,23085,35457.0,7932320.0
2014-12-10,3546,3546,3471,3471,12266,34704.0,7932320.0
2014-12-11,3471,3471,3427,3447,22298,34466.0,7932320.0
2014-12-12,3443,3530,3387,3471,22047,34704.0,7932320.0
2014-12-15,3471,3546,3451,3511,39351,35101.0,7932320.0
2014-12-16,3510,3510,3459,3503,27677,35021.0,7932320.0
2014-12-17,3475,3582,3475,3507,34741,35061.0,7932320.0
2014-12-18,3514,3546,3376,3459,19169,34585.0,7932320.0
2014-12-19,3459,3506,3459,3507,14797,35061.0,7932320.0
2014-12-22,3510,3566,3510,3511,66108,35101.0,7932320.0
2014-12-23,3542,3542,3491,3539,34329,35378.0,7932320.0
2014-12-24,3514,3570,3514,3531,33129,35299.0,7932320.0
2014-12-26,3562,3621,3518,3618,71088,36171.0,7932320.0
2014-12-29,3566,3804,3514,3777,287486,37758.0,7932320.0
2014-12-30,3812,3975,3760,3880,202075,38789.0,7932320.0
2015-01-02,4268,4443,4078,4134,747038,41327.0,7932320.0
2015-01-05,4006,4157,4006,4142,201051,41407.0,7932320.0
2015-01-06,4046,4189,4046,4189,131837,41883.0,7932320.0
2015-01-07,4189,4189,4117,4142,94632,41407.0,7932320.0
2015-01-08,4109,4276,4078,4253,243805,42517.0,7932320.0
2015-01-09,4205,4252,4149,4245,122607,42438.0,7932320.0
2015-01-12,4189,4244,3887,3931,332251,39305.0,7932320.0
2015-01-13,3947,3963,3856,3872,64358,38710.0,7932320.0
2015-01-14,3856,3903,3824,3864,31961,38630.0,7932320.0
2015-01-15,3848,3931,3840,3931,45580,39305.0,7932320.0
2015-01-16,3923,4022,3891,4007,121799,40058.0,7932320.0
2015-01-19,4062,4102,3951,4007,159072,40058.0,7932320.0
2015-01-20,4006,4062,3947,3951,120860,39503.0,7932320.0
2015-01-21,4030,4205,3975,4150,282273,41486.0,7932320.0
2015-01-22,4165,4221,3983,4046,166819,40455.0,7932320.0
2015-01-23,4094,4157,3967,4094,139678,40931.0,7932320.0
2015-01-26,3983,3998,3871,3872,206349,38710.0,7932320.0
2015-01-27,3871,3871,3792,3797,104692,37956.0,7932320.0
2015-01-28,3748,3848,3748,3808,81425,38075.0,7932320.0
2015-01-29,3808,3824,3748,3808,69052,38075.0,7932320.0
2015-01-30,3828,4094,3804,4078,271246,40772.0,7932320.0
2015-02-02,3903,3959,3863,3916,185017,39146.0,7932320.0
2015-02-03,3927,3943,3871,3916,93470,39146.0,7932320.0
2015-02-04,3899,3923,3856,3884,62012,38829.0,7932320.0
2015-02-05,3844,3927,3812,3923,81033,39225.0,7932320.0
2015-02-06,3895,3943,3856,3896,53251,38948.0,7932320.0
2015-02-09,3856,3871,3752,3769,56231,37679.0,7932320.0
2015-02-10,3713,3800,3697,3697,49439,36965.0,7932320.0
2015-02-11,3725,3744,3689,3737,37833,37361.0,7932320.0
2015-02-12,3705,3725,3610,3721,52148,37203.0,7932320.0
2015-02-13,3689,3733,3673,3709,32771,37084.0,7932320.0
2015-02-16,3689,3733,3657,3697,47241,36965.0,7932320.0
2015-02-17,3673,3752,3673,3753,38358,37520.0,7932320.0
2015-02-23,3752,3752,3693,3717,29705,37163.0,7932320.0
2015-02-24,3705,3756,3701,3741,34932,37401.0,7932320.0
2015-02-25,3752,3752,3681,3682,72615,36806.0,7932320.0
2015-02-26,3709,3741,3677,3709,31569,37084.0,7932320.0
2015-02-27,3693,3808,3693,3808,73956,38075.0,7932320.0
2015-03-02,3780,3947,3780,3947,127347,39463.0,7932320.0
2015-03-03,3927,4133,3867,4134,326771,41327.0,7932320.0
2015-03-04,4133,4260,4054,4205,208425,42041.0,7932320.0
2015-03-05,4157,4205,4133,4165,49434,41645.0,7932320.0
2015-03-06,4205,4221,4109,4197,105783,41962.0,7932320.0
2015-03-09,4173,4244,3955,4086,126739,40851.0,7932320.0
2015-03-10,4086,4102,3975,4078,87064,40772.0,7932320.0
2015-03-11,4046,4141,4006,4110,50476,41089.0,7932320.0
2015-03-12,4109,4125,4038,4102,32407,41010.0,7932320.0
2015-03-13,4102,4125,4046,4102,10698,41010.0,7932320.0
2015-03-16,4102,4102,3983,4039,41516,40376.0,7932320.0
2015-03-17,4054,4157,3955,4086,34270,40851.0,7932320.0
2015-03-18,4086,4165,4006,4086,37879,40851.0,7932320.0
2015-03-19,4094,4102,4014,4015,45880,40138.0,7932320.0
2015-03-20,4014,4086,3967,4046,49481,40455.0,7932320.0
2015-03-23,4046,4046,3939,3983,65880,39820.0,7932320.0
2015-03-24,3975,4046,3967,4023,30449,40217.0,7932320.0
2015-03-25,4022,4125,3967,4126,38029,41248.0,7932320.0
2015-03-26,4046,4094,3907,3955,54090,39543.0,7932320.0
2015-03-27,3975,4038,3891,3892,31425,38908.0,7932320.0
2015-03-30,3875,3975,3875,3955,31026,39543.0,7932320.0
2015-03-31,3998,3998,3939,3959,12610,39582.0,7932320.0
2015-04-01,3951,3983,3907,3912,28827,39106.0,7932320.0
2015-04-02,3927,4149,3927,3999,157381,39979.0,7932320.0
2015-04-03,4046,4094,3990,4046,69712,40455.0,7932320.0
2015-04-06,4086,4117,4014,4046,61320,40455.0,7932320.0
2015-04-07,4022,4086,3943,3959,52407,39582.0,7932320.0
2015-04-08,3975,4014,3967,4015,65300,40138.0,7932320.0
2015-04-09,4006,4070,3983,4062,86466,40613.0,7932320.0
2015-04-10,4054,4141,4006,4078,72759,40772.0,7932320.0
2015-04-13,4054,4149,4014,4110,113582,41089.0,7932320.0
2015-04-14,4117,4284,4078,4285,321044,42835.0,7932320.0
2015-04-15,4284,4347,4213,4245,99255,42438.0,7932320.0
2015-04-16,4244,4276,4189,4221,113536,42200.0,7932320.0
2015-04-17,4260,4260,4205,4237,84283,42359.0,7932320.0
2015-04-20,4236,4252,4157,4197,78354,41962.0,7932320.0
2015-04-21,4189,4308,4133,4285,154307,42835.0,7932320.0
2015-04-22,4427,4681,4324,4546,813083,45452.0,7932320.0
2015-04-23,4593,4641,4276,4308,264170,43072.0,7932320.0
2015-04-24,4403,4950,4403,4808,1939523,48070.0,7932320.0
2015-04-27,4895,4950,4720,4872,497792,48704.0,7932320.0
2015-04-28,4903,5355,4871,4983,863334,49815.0,7932320.0
2015-04-29,4990,5149,4824,4991,247390,49894.0,7932320.0
2015-04-30,4990,5252,4958,5197,375118,51957.0,7932320.0
2015-05-04,5117,5157,4760,4832,318175,48308.0,7932320.0
2015-05-06,4697,4863,4625,4745,256286,47435.0,7932320.0
2015-05-07,4760,4839,4554,4824,155731,48229.0,7932320.0
2015-05-08,4871,5046,4720,4721,292817,47197.0,7932320.0
2015-05-11,4681,4855,4673,4816,111493,48149.0,7932320.0
2015-05-12,4752,4903,4720,4784,150124,47832.0,7932320.0
2015-05-13,4776,4824,4712,4761,95631,47594.0,7932320.0
2015-05-14,4744,4816,4697,4761,88553,47594.0,7932320.0
2015-05-15,4808,4808,4593,4618,158333,46166.0,7932320.0
2015-05-18,4570,4586,4276,4277,280039,42755.0,7932320.0
2015-05-19,4252,4443,4252,4396,181090,43945.0,7932320.0
2015-05-20,4633,4641,4086,4094,494360,40931.0,7932320.0
2015-05-21,4102,4117,3975,3983,171733,39820.0,7932320.0
2015-05-22,4038,4078,3967,4078,125540,40772.0,7932320.0
2015-05-26,4070,4102,3943,3955,167963,39543.0,7932320.0
2015-05-27,3951,3983,3891,3943,95382,39424.0,7932320.0
2015-05-28,3935,4022,3927,3939,96169,39384.0,7932320.0
2015-05-29,3943,4014,3939,3983,38368,39820.0,7932320.0
2015-06-01,3983,3983,3915,3947,80134,39463.0,7932320.0
2015-06-02,3907,3967,3649,3753,161211,37520.0,7932320.0
2015-06-03,3657,3820,3625,3761,107740,37599.0,7932320.0
2015-06-04,3752,3796,3657,3729,70119,37282.0,7932320.0
2015-06-05,3653,3764,3649,3701,61650,37004.0,7932320.0
2015-06-08,3701,3824,3697,3793,55507,37916.0,7932320.0
2015-06-09,3764,3832,3760,3797,39213,37956.0,7932320.0
2015-06-10,3804,3836,3796,3812,62216,38115.0,7932320.0
2015-06-11,3824,3840,3772,3773,36077,37718.0,7932320.0
2015-06-12,3744,3816,3744,3769,49827,37679.0,7932320.0
2015-06-15,3784,4014,3713,3900,160223,38987.0,7932320.0
2015-06-16,3911,3947,3792,3904,100718,39027.0,7932320.0
2015-06-17,3939,3947,3840,3896,74180,38948.0,7932320.0
2015-06-18,3919,3967,3844,3967,67692,39662.0,7932320.0
2015-06-19,3967,4006,3923,4007,51027,40058.0,7932320.0
2015-06-22,4038,4078,3895,3951,72556,39503.0,7932320.0
2015-06-23,3935,3959,3812,3836,94977,38353.0,7932320.0
2015-06-24,3808,3856,3772,3804,93790,38035.0,7932320.0
2015-06-25,3780,3840,3764,3785,75472,37837.0,7932320.0
2015-06-26,3768,3990,3768,3967,132505,39662.0,7932320.0
2015-06-29,3871,3939,3800,3816,79868,38154.0,7932320.0
2015-06-30,3792,3887,3744,3828,80669,38273.0,7932320.0
2015-07-01,3816,3883,3772,3884,58605,38829.0,7932320.0
2015-07-02,3883,3963,3867,3916,73432,39146.0,7932320.0
2015-07-03,3915,3955,3883,3955,35473,39543.0,7932320.0
2015-07-06,3931,4125,3919,4094,205414,40931.0,7932320.0
2015-07-07,4125,4149,3919,3943,168180,39424.0,7932320.0
2015-07-08,3931,4014,3808,3864,96677,38630.0,7932320.0
