한국제7호스팩(291210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-02,2020,2020,2015,2015,1007,10196.0,5060000.0
2018-07-03,2020,2020,2015,2015,7257,10196.0,5060000.0
2018-07-04,2005,2020,2000,2020,105486,10221.0,5060000.0
2018-07-05,2020,2020,2015,2015,11687,10196.0,5060000.0
2018-07-06,2010,2025,2010,2025,8295,10246.0,5060000.0
2018-07-09,2025,2025,2015,2020,6,10221.0,5060000.0
2018-07-10,2010,2030,2010,2015,5773,10196.0,5060000.0
2018-07-11,2030,2030,2010,2020,25186,10221.0,5060000.0
2018-07-12,2025,2040,2015,2030,7,10272.0,5060000.0
2018-07-13,2030,2030,2020,2030,3,10272.0,5060000.0
2018-07-16,2030,2035,2030,2035,4731,10297.0,5060000.0
2018-07-17,2035,2040,2035,2040,17001,10322.0,5060000.0
2018-07-18,2040,2040,2040,2040,363,10322.0,5060000.0
2018-07-19,2040,2040,2025,2040,4660,10322.0,5060000.0
2018-07-20,2040,2040,2040,2040,2600,10322.0,5060000.0
2018-07-23,2040,2050,2015,2040,440,10322.0,5060000.0
2018-07-24,2020,2040,2020,2040,22778,10322.0,5060000.0
2018-07-25,2015,2040,2015,2040,55783,10322.0,5060000.0
2018-07-26,2040,2050,2015,2050,11477,10373.0,5060000.0
2018-07-27,2025,2050,2025,2050,5002,10373.0,5060000.0
2018-07-30,2020,2045,2020,2045,6,10348.0,5060000.0
2018-07-31,2045,2045,2045,2045,0,10348.0,5060000.0
2018-08-01,2040,2040,2040,2040,0,10322.0,5060000.0
2018-08-02,2045,2045,2045,2045,25,10348.0,5060000.0
2018-08-03,2040,2045,2040,2045,702,10348.0,5060000.0
2018-08-06,2015,2040,2015,2040,3331,10322.0,5060000.0
2018-08-07,2020,2040,2020,2020,3425,10221.0,5060000.0
2018-08-08,2040,2045,2020,2045,5438,10348.0,5060000.0
2018-08-09,2045,2045,2020,2045,7046,10348.0,5060000.0
2018-08-10,2020,2045,2020,2040,8258,10322.0,5060000.0
2018-08-13,2035,2035,2020,2035,12918,10297.0,5060000.0
2018-08-14,2025,2040,2025,2040,37917,10322.0,5060000.0
2018-08-16,2030,2035,2030,2035,601,10297.0,5060000.0
2018-08-17,2040,2045,2035,2045,29600,10348.0,5060000.0
2018-08-20,2040,2040,2040,2040,3002,10322.0,5060000.0
2018-08-21,2040,2045,2040,2045,4602,10348.0,5060000.0
2018-08-22,2040,2045,2040,2045,4138,10348.0,5060000.0
2018-08-23,2045,2045,2045,2045,1300,10348.0,5060000.0
2018-08-24,2040,2040,2030,2040,19010,10322.0,5060000.0
2018-08-27,2040,2045,2040,2045,10362,10348.0,5060000.0
2018-08-28,2045,2055,2045,2050,55312,10373.0,5060000.0
2018-08-29,2055,2055,2050,2055,589,10398.0,5060000.0
2018-08-30,2055,2055,2055,2055,83,10398.0,5060000.0
2018-08-31,2055,2060,2050,2060,855,10424.0,5060000.0
2018-09-03,2060,2070,2050,2065,273,10449.0,5060000.0
2018-09-04,2065,2070,2055,2060,12824,10424.0,5060000.0
2018-09-05,2055,2070,2055,2070,8543,10474.0,5060000.0
2018-09-06,2050,2070,2050,2060,2112,10424.0,5060000.0
2018-09-07,2065,2065,2050,2060,2112,10424.0,5060000.0
2018-09-10,2060,2060,2035,2055,14089,10398.0,5060000.0
2018-09-11,2060,2065,2045,2065,56,10449.0,5060000.0
2018-09-12,2040,2060,2040,2045,251,10348.0,5060000.0
2018-09-13,2065,2065,2040,2065,1262,10449.0,5060000.0
2018-09-14,2055,2060,2040,2055,7316,10398.0,5060000.0
2018-09-17,2055,2065,2035,2065,3740,10449.0,5060000.0
2018-09-18,2060,2060,2060,2060,0,10424.0,5060000.0
2018-09-19,2060,2060,2060,2060,0,10424.0,5060000.0
2018-09-20,2045,2055,2045,2055,5004,10398.0,5060000.0
2018-09-21,2060,2070,2040,2065,2404,10449.0,5060000.0
2018-09-27,2030,2065,2030,2055,4824,10398.0,5060000.0
2018-09-28,2040,2055,2035,2055,5907,10398.0,5060000.0
2018-10-01,2055,2055,2030,2045,5100,10348.0,5060000.0
2018-10-02,2045,2055,2030,2030,20612,10272.0,5060000.0
2018-10-04,2045,2045,2030,2045,19688,10348.0,5060000.0
2018-10-05,2040,2040,2040,2040,1207,10322.0,5060000.0
2018-10-08,2045,2045,2035,2035,501,10297.0,5060000.0
2018-10-10,2040,2040,2035,2035,3550,10297.0,5060000.0
2018-10-11,2030,2065,2030,2030,4786,10272.0,5060000.0
2018-10-12,2040,2040,2030,2040,18006,10322.0,5060000.0
2018-10-15,2050,2050,2050,2050,1,10373.0,5060000.0
2018-10-16,2040,2040,2025,2040,32864,10322.0,5060000.0
2018-10-17,2035,2040,2035,2040,2980,10322.0,5060000.0
2018-10-18,2035,2060,2035,2040,505,10322.0,5060000.0
2018-10-19,2060,2060,2035,2035,1292,10297.0,5060000.0
2018-10-22,2060,2060,2035,2040,2442,10322.0,5060000.0
2018-10-23,2060,2060,2035,2040,2503,10322.0,5060000.0
2018-10-24,2050,2050,2035,2045,7931,10348.0,5060000.0
2018-10-25,2060,2060,2030,2055,8489,10398.0,5060000.0
2018-10-26,2030,2055,2030,2055,17494,10398.0,5060000.0
2018-10-29,2045,2050,2040,2050,975,10373.0,5060000.0
2018-10-30,2045,2045,2035,2045,1555,10348.0,5060000.0
2018-10-31,2035,2045,2035,2040,6053,10322.0,5060000.0
2018-11-01,2045,2045,2040,2045,4781,10348.0,5060000.0
2018-11-02,2045,2045,2045,2045,0,,
2018-11-05,2030,2040,2030,2040,409,10322.0,5060000.0
2018-11-06,2050,2050,2050,2050,1,,
2018-11-07,2030,2050,2030,2045,1030,10348.0,5060000.0
2018-11-08,2050,2050,2035,2040,1001,10322.0,5060000.0
2018-11-09,2040,2040,2040,2040,0,10322.0,5060000.0
2018-11-12,2030,2040,2030,2040,946,10322.0,5060000.0
2018-11-13,2040,2040,2035,2040,1596,10322.0,5060000.0
2018-11-14,2040,2040,2040,2040,1000,10322.0,5060000.0
2018-11-15,2050,2050,2030,2045,2229,10348.0,5060000.0
2018-11-16,2030,2045,2030,2045,75,10348.0,5060000.0
2018-11-19,2045,2045,2045,2045,0,,
2018-11-20,2050,2050,2045,2045,7052,10348.0,5060000.0
2018-11-21,2045,2050,2025,2045,10249,10348.0,5060000.0
2018-11-22,2050,2050,2040,2045,2403,10348.0,5060000.0
2018-11-23,2045,2050,2045,2050,19433,10373.0,5060000.0
2018-11-26,2045,2050,2045,2050,486,10373.0,5060000.0
2018-11-27,2045,2050,2045,2050,402,10373.0,5060000.0
2018-11-28,2040,2050,2040,2050,253,10373.0,5060000.0
2018-11-29,2045,2050,2045,2050,1337,10373.0,5060000.0
2018-11-30,2050,2050,2045,2045,403,10348.0,5060000.0
2018-12-03,2055,2055,2045,2050,59006,10373.0,5060000.0
2018-12-04,2050,2050,2050,2050,1001,10373.0,5060000.0
2018-12-05,2055,2055,2020,2050,30002,10373.0,5060000.0
2018-12-06,2050,2050,2045,2050,4511,10373.0,5060000.0
2018-12-07,2060,2060,2045,2050,1401,10373.0,5060000.0
2018-12-10,2060,2060,2060,2060,1,10424.0,5060000.0
2018-12-11,2040,2060,2040,2060,952,10424.0,5060000.0
2018-12-12,2060,2060,2060,2060,1454,10424.0,5060000.0
2018-12-13,2065,2065,2035,2060,1456,10424.0,5060000.0
2018-12-14,2060,2060,2060,2060,0,,
2018-12-17,2055,2055,2055,2055,0,10398.0,5060000.0
2018-12-18,2035,2035,2035,2035,1,10297.0,5060000.0
2018-12-19,2055,2060,2030,2060,25,10424.0,5060000.0
2018-12-20,2030,2055,2030,2055,105,10398.0,5060000.0
2018-12-21,2030,2045,2025,2045,535,10348.0,5060000.0
2018-12-24,2030,2030,1995,2025,47130,10246.0,5060000.0
2018-12-26,2005,2025,2005,2025,21878,10246.0,5060000.0
2018-12-27,2025,2025,2025,2025,25,10246.0,5060000.0
2018-12-28,2025,2025,2025,2025,0,10246.0,5060000.0
2019-01-02,2040,2040,2040,2040,1,10322.0,5060000.0
2019-01-03,2020,2025,2020,2025,10578,10246.0,5060000.0
2019-01-04,2040,2040,2040,2040,1,,
2019-01-07,2040,2040,2040,2040,5,10322.0,5060000.0
2019-01-08,2025,2040,2025,2035,19333,10297.0,5060000.0
2019-01-09,2040,2040,2040,2040,1,10322.0,5060000.0
2019-01-10,2020,2040,2020,2040,301,10322.0,5060000.0
2019-01-11,2020,2040,2020,2040,501,10322.0,5060000.0
2019-01-14,2020,2040,2020,2040,2,10322.0,5060000.0
2019-01-15,2040,2040,2040,2040,0,,
2019-01-16,2040,2040,2040,2040,0,,
2019-01-17,2035,2040,2035,2035,1998,10297.0,5060000.0
2019-01-18,2030,2030,2030,2030,0,10272.0,5060000.0
2019-01-21,2030,2035,2030,2035,3002,10297.0,5060000.0
2019-01-22,2035,2035,2025,2030,1545,10272.0,5060000.0
2019-01-23,2030,2030,2030,2030,0,10272.0,5060000.0
2019-01-24,2030,2030,2030,2030,0,,
2019-01-25,2030,2030,2030,2030,0,,
2019-01-28,2030,2030,2030,2030,0,,
2019-01-29,2030,2030,2030,2030,0,,
2019-01-30,2030,2030,2030,2030,0,,
2019-01-31,2020,2030,2020,2030,10000,10272.0,5060000.0
2019-02-01,2020,2030,2020,2030,3501,10272.0,5060000.0
2019-02-07,2020,2035,2020,2035,1051,10297.0,5060000.0
2019-02-08,2040,2040,2040,2040,1,,
2019-02-11,2040,2040,2040,2040,0,,
2019-02-12,2035,2035,2035,2035,0,10297.0,5060000.0
2019-02-13,2040,2040,2020,2040,1002,10322.0,5060000.0
2019-02-14,2035,2035,2035,2035,31,10297.0,5060000.0
2019-02-15,2040,2040,2035,2040,789,10322.0,5060000.0
2019-02-18,2050,2050,2050,2050,5151,10373.0,5060000.0
2019-02-19,2050,2050,2050,2050,37,10373.0,5060000.0
2019-02-20,2050,2050,2050,2050,1,10373.0,5060000.0
2019-02-21,2045,2045,2045,2045,1,10348.0,5060000.0
2019-02-22,2050,2050,2030,2045,5068,10348.0,5060000.0
2019-02-25,2050,2050,2050,2050,6,10373.0,5060000.0
2019-02-26,2050,2050,2025,2045,4,10348.0,5060000.0
2019-02-27,2050,2050,2025,2045,211,10348.0,5060000.0
2019-02-28,2050,2050,2025,2045,407,10348.0,5060000.0
2019-03-04,2020,2045,2020,2045,237,10348.0,5060000.0
2019-03-05,2045,2045,2020,2040,210,10322.0,5060000.0
2019-03-06,2045,2045,2025,2045,12214,10348.0,5060000.0
2019-03-07,2025,2045,2025,2030,106,10272.0,5060000.0
2019-03-08,2045,2045,2045,2045,1,10348.0,5060000.0
2019-03-11,2045,2045,2045,2045,1,10348.0,5060000.0
2019-03-12,2040,2050,2035,2050,1412,10373.0,5060000.0
2019-03-13,2045,2045,2040,2045,1231,10348.0,5060000.0
2019-03-14,2050,2050,2030,2050,1702,10373.0,5060000.0
2019-03-15,2055,2055,2045,2050,3,10373.0,5060000.0
2019-03-18,2055,2055,2055,2055,1,10398.0,5060000.0
2019-03-19,2050,2050,2050,2050,1000,10373.0,5060000.0
2019-03-20,2055,2055,2040,2055,2074,10398.0,5060000.0
2019-03-21,2055,2055,2055,2055,0,10398.0,5060000.0
2019-03-22,2030,2055,2030,2055,2044,10398.0,5060000.0
2019-03-25,2055,2055,2050,2055,7995,10398.0,5060000.0
2019-03-26,2055,2055,2055,2055,0,,
2019-03-27,2045,2055,2045,2050,261,10373.0,5060000.0
2019-03-28,2055,2055,2045,2050,652,10373.0,5060000.0
2019-03-29,2055,2055,2055,2055,1,,
2019-04-01,2045,2055,2045,2045,473,10348.0,5060000.0
2019-04-02,2050,2050,2040,2050,1697,10373.0,5060000.0
2019-04-03,2050,2050,2050,2050,0,10373.0,5060000.0
2019-04-04,2045,2055,2045,2045,3437,10348.0,5060000.0
2019-04-05,2055,2085,2055,2080,2579,10525.0,5060000.0
2019-04-08,2080,2080,2080,2080,0,10525.0,5060000.0
2019-04-09,2080,2080,2080,2080,0,,
2019-04-10,2080,2080,2080,2080,0,,
2019-04-11,2080,2085,2080,2085,504,10550.0,5060000.0
2019-04-12,2085,2085,2085,2085,0,10550.0,5060000.0
2019-04-15,2085,2090,2065,2085,2732,10550.0,5060000.0
2019-04-16,2090,2090,2055,2075,5216,10500.0,5060000.0
2019-04-17,2040,2090,2040,2070,912,10474.0,5060000.0
2019-04-18,2085,2110,2045,2090,8523,10575.0,5060000.0
2019-04-19,2105,2110,2055,2110,616,10677.0,5060000.0
2019-04-22,2055,2110,2055,2100,917,10626.0,5060000.0
2019-04-23,2060,2100,2060,2100,8375,10626.0,5060000.0
2019-04-24,2060,2105,2060,2105,4208,10651.0,5060000.0
2019-04-25,2075,2110,2075,2110,3680,10677.0,5060000.0
2019-04-26,2110,2140,2100,2110,28573,10677.0,5060000.0
2019-04-29,2110,2110,2090,2110,7960,10677.0,5060000.0
2019-04-30,2115,2115,2080,2110,2785,10677.0,5060000.0
2019-05-02,2095,2120,2095,2120,6781,10727.0,5060000.0
2019-05-03,2090,2125,2090,2095,31387,10601.0,5060000.0
2019-05-07,2125,2135,2090,2100,4763,10626.0,5060000.0
2019-05-08,2085,2100,2085,2100,14122,10626.0,5060000.0
2019-05-09,2095,2115,2095,2100,35373,10626.0,5060000.0
2019-05-10,2105,2125,2080,2095,13110,10601.0,5060000.0
2019-05-13,2105,2125,2100,2125,6312,10752.0,5060000.0
2019-05-14,2110,2130,2110,2120,15161,10727.0,5060000.0
2019-05-15,2125,2125,2085,2120,5822,10727.0,5060000.0
2019-05-16,2125,2125,2115,2120,6502,10727.0,5060000.0
2019-05-17,2120,2125,2120,2125,4054,10752.0,5060000.0
2019-05-20,2125,2125,2125,2125,437,10752.0,5060000.0
2019-05-21,2120,2125,2120,2125,308,10752.0,5060000.0
2019-05-22,2125,2125,2100,2120,5234,10727.0,5060000.0
2019-05-23,2120,2120,2100,2120,3221,10727.0,5060000.0
2019-05-24,2120,2125,2120,2120,3003,10727.0,5060000.0
2019-05-27,2110,2110,2110,2110,2,10677.0,5060000.0
2019-05-28,2110,2110,2100,2100,5167,10626.0,5060000.0
2019-05-29,2110,2110,2110,2110,100826,10677.0,5060000.0
2019-05-30,2080,2105,2080,2105,3,10651.0,5060000.0
2019-05-31,2100,2105,2100,2100,3706,10626.0,5060000.0
2019-06-03,2110,2110,2105,2105,20619,10651.0,5060000.0
2019-06-04,2120,2190,2105,2140,9386,10828.0,5060000.0
2019-06-05,2145,2145,2100,2100,7470,10626.0,5060000.0
2019-06-07,2170,2170,2095,2095,11097,10601.0,5060000.0
2019-06-10,2100,2100,2095,2100,16209,10626.0,5060000.0
2019-06-11,2105,2170,2090,2110,3118,10677.0,5060000.0
2019-06-12,2125,2125,2100,2115,4496,10702.0,5060000.0
2019-06-13,2170,2170,2105,2120,15012,10727.0,5060000.0
2019-06-14,2160,2160,2150,2155,133,10904.0,5060000.0
2019-06-17,2120,2165,2100,2160,21757,10930.0,5060000.0
2019-06-18,2120,2150,2120,2140,11244,10828.0,5060000.0
2019-06-19,2160,2160,2160,2160,10,10930.0,5060000.0
2019-06-20,2155,2160,2120,2145,13936,10854.0,5060000.0
2019-06-21,2145,2145,2120,2145,25600,10854.0,5060000.0
2019-06-24,2145,2150,2145,2145,5014,10854.0,5060000.0
2019-06-25,2145,2150,2120,2135,24454,10803.0,5060000.0
2019-06-26,2120,2140,2110,2125,62792,10752.0,5060000.0
2019-06-27,2135,2135,2115,2130,9722,10778.0,5060000.0
2019-06-28,2130,2135,2130,2130,548,10778.0,5060000.0
2019-07-01,2140,2140,2110,2135,255,10803.0,5060000.0
2019-07-02,2120,2135,2115,2135,1168,10803.0,5060000.0
2019-07-03,2135,2135,2135,2135,1,10803.0,5060000.0
2019-07-04,2110,2135,2100,2125,20350,10752.0,5060000.0
2019-07-05,2125,2130,2100,2100,8549,10626.0,5060000.0
2019-07-08,2100,2135,2100,2120,3882,10727.0,5060000.0
2019-07-09,2135,2135,2115,2130,5861,10778.0,5060000.0
2019-07-10,2135,2135,2125,2135,7567,10803.0,5060000.0
2019-07-11,2150,2150,2135,2150,3135,10879.0,5060000.0
2019-07-12,2120,2150,2120,2150,52,10879.0,5060000.0
2019-07-15,2120,2120,2120,2120,2303,10727.0,5060000.0
2019-07-16,2160,2160,2100,2120,17148,10727.0,5060000.0
2019-07-17,2110,2110,2080,2110,11680,10677.0,5060000.0
2019-07-18,2100,2110,2100,2110,6958,10677.0,5060000.0
2019-07-19,2110,2110,2105,2110,2200,10677.0,5060000.0
2019-07-22,2110,2120,2095,2120,13924,10727.0,5060000.0
2019-07-23,2110,2110,2110,2110,0,10677.0,5060000.0
2019-07-24,2110,2140,2105,2135,3033,10803.0,5060000.0
2019-07-25,2130,2130,2100,2115,14794,10702.0,5060000.0
2019-07-26,2105,2125,2105,2115,1044,10702.0,5060000.0
2019-07-29,2100,2125,2095,2120,37750,10727.0,5060000.0
2019-07-30,2110,2125,2110,2125,2031,10752.0,5060000.0
2019-07-31,2090,2125,2090,2125,2925,10752.0,5060000.0
2019-08-01,2105,2125,2105,2120,6876,10727.0,5060000.0
2019-08-02,2100,2120,2100,2120,3377,10727.0,5060000.0
2019-08-05,2100,2105,2095,2100,22123,10626.0,5060000.0
2019-08-06,2115,2115,2070,2110,1846,10677.0,5060000.0
2019-08-07,2100,2105,2070,2095,12534,10601.0,5060000.0
2019-08-08,2075,2095,2075,2095,1057,10601.0,5060000.0
2019-08-09,2075,2095,2075,2095,3641,10601.0,5060000.0
2019-08-12,2100,2100,2095,2095,2519,10601.0,5060000.0
2019-08-13,2115,2115,2095,2095,749,10601.0,5060000.0
2019-08-14,2080,2090,2070,2090,29753,10575.0,5060000.0
2019-08-16,2090,2100,2070,2090,21575,10575.0,5060000.0
2019-08-19,2115,2115,2070,2075,9850,10500.0,5060000.0
2019-08-20,2115,2115,2085,2090,10980,10575.0,5060000.0
2019-08-21,2100,2100,2070,2090,5901,10575.0,5060000.0
2019-08-22,2090,2090,2090,2090,1179,10575.0,5060000.0
2019-08-23,2095,2095,2090,2090,2465,10575.0,5060000.0
2019-08-26,2075,2095,2075,2090,20512,10575.0,5060000.0
2019-08-27,2095,2105,2070,2090,44673,10575.0,5060000.0
2019-08-28,2090,2095,2085,2090,25144,10575.0,5060000.0
2019-08-29,2090,2110,2090,2105,15797,10651.0,5060000.0
2019-08-30,2085,2095,2085,2095,1012,10601.0,5060000.0
2019-09-02,2110,2110,2085,2110,3048,10677.0,5060000.0
2019-09-03,2110,2115,2085,2105,2280,10651.0,5060000.0
2019-09-04,2110,2110,2090,2105,14357,10651.0,5060000.0
2019-09-05,2110,2110,2075,2075,12331,10500.0,5060000.0
2019-09-06,2090,2100,2090,2100,10073,10626.0,5060000.0
2019-09-09,2095,2095,2095,2095,204,10601.0,5060000.0
2019-09-10,2095,2110,2085,2090,2675,10575.0,5060000.0
2019-09-11,2110,2110,2100,2100,2372,10626.0,5060000.0
2019-09-16,2110,2115,2110,2110,341,10677.0,5060000.0
2019-09-17,2110,2110,2110,2110,0,10677.0,5060000.0
2019-09-18,2110,2110,2095,2110,35543,10677.0,5060000.0
2019-09-19,2080,2105,2080,2090,120,10575.0,5060000.0
2019-09-20,2090,2110,2090,2110,1282,10677.0,5060000.0
2019-09-23,2105,2110,2105,2110,6683,10677.0,5060000.0
2019-09-24,2100,2105,2100,2105,7770,10651.0,5060000.0
2019-09-25,2105,2105,2080,2105,9041,10651.0,5060000.0
2019-09-26,2090,2090,2080,2080,2293,10525.0,5060000.0
2019-09-27,2130,2130,2090,2120,99,10727.0,5060000.0
2019-09-30,2115,2115,2095,2115,2026,10702.0,5060000.0
2019-10-01,2100,2110,2100,2110,2148,10677.0,5060000.0
2019-10-02,2110,2140,2085,2105,3749,10651.0,5060000.0
2019-10-04,2135,2135,2100,2130,6133,10778.0,5060000.0
2019-10-07,2090,2120,2080,2090,152306,10575.0,5060000.0
