이엘피(063760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-06-29,3150,3150,3150,3150,0,10009.0,3177500.0
2015-06-30,3200,3200,3200,3200,30,10168.0,3177500.0
2015-07-01,3200,3200,3200,3200,0,10168.0,3177500.0
2015-07-02,2725,2725,2725,2725,0,8659.0,3177500.0
2015-07-03,2320,2320,2320,2320,1,7372.0,3177500.0
2015-07-06,1975,1975,1975,1975,1,6276.0,3177500.0
2015-07-07,2270,2270,2270,2270,2,7213.0,3177500.0
2015-07-08,2610,2610,2610,2610,1,8293.0,3177500.0
2015-07-09,2225,2225,2225,2225,0,7070.0,3177500.0
2015-07-10,2225,2225,2225,2225,0,7070.0,3177500.0
2015-07-13,2555,2555,2555,2555,10,8119.0,3177500.0
2015-07-14,2935,2935,2935,2935,1,9326.0,3177500.0
2015-07-15,3200,3200,3200,3200,1,10168.0,3177500.0
2015-07-16,3200,3200,3200,3200,0,,
2015-07-17,3200,3200,3200,3200,0,,
2015-07-20,2730,2730,2730,2730,0,8675.0,3177500.0
2015-07-21,2330,2330,2330,2330,0,7404.0,3177500.0
2015-07-22,2675,2675,2675,2675,10,8500.0,3177500.0
2015-07-23,2280,2280,2280,2280,0,7245.0,3177500.0
2015-07-24,2620,2620,2620,2620,1,8325.0,3177500.0
2015-07-27,2620,3000,2620,3000,2,9532.0,3177500.0
2015-07-28,2560,2560,2560,2560,0,8134.0,3177500.0
2015-07-29,2940,2940,2940,2940,830,9342.0,3177500.0
2015-07-30,3380,3380,2500,2500,6,7944.0,3177500.0
2015-07-31,2875,2875,2125,2125,201,6752.0,3177500.0
2015-08-03,2440,2440,1815,2440,23,7753.0,3177500.0
2015-08-04,2710,2710,2710,2710,500,8611.0,3177500.0
2015-08-05,2750,2750,2750,2750,500,8738.0,3177500.0
2015-08-06,3160,3160,3050,3150,2471,10009.0,3177500.0
2015-08-07,3005,3005,3005,3005,0,9548.0,3177500.0
2015-08-10,3000,3000,3000,3000,328,9532.0,3177500.0
2015-08-11,2555,2555,2555,2555,0,8119.0,3177500.0
2015-08-12,2935,2935,2935,2935,1,,
2015-08-13,3300,3300,3300,3300,2,10486.0,3177500.0
2015-08-17,3000,3795,3000,3500,10510,11121.0,3177500.0
2015-08-18,4000,4000,4000,4000,2,12710.0,3177500.0
2015-08-19,3400,4000,3400,4000,401,12710.0,3177500.0
2015-08-20,4180,4180,4180,4180,2,13282.0,3177500.0
2015-08-21,3840,3840,3840,3840,301,12202.0,3177500.0
2015-08-24,3265,3455,3265,3455,401,10978.0,3177500.0
2015-08-25,3700,3700,3000,3000,1004,9532.0,3177500.0
2015-08-26,3400,3400,3000,3000,961,9532.0,3177500.0
2015-08-27,3400,3400,3000,3395,6628,10788.0,3177500.0
2015-08-28,3000,3000,3000,3000,7990,9532.0,3177500.0
2015-08-31,3400,3400,3000,3000,10100,9532.0,3177500.0
2015-09-01,3350,3350,3000,3350,48,10645.0,3177500.0
2015-09-02,3000,3420,3000,3420,5001,10867.0,3177500.0
2015-09-03,3900,3900,3000,3000,5381,9532.0,3177500.0
2015-09-04,3100,3100,3100,3100,0,9850.0,3177500.0
2015-09-07,3565,3565,3000,3500,5775,11121.0,3177500.0
2015-09-08,3950,3950,3005,3005,5,9548.0,3177500.0
2015-09-09,3445,3445,3025,3025,2,9612.0,3177500.0
2015-09-10,3030,3030,3030,3030,0,9628.0,3177500.0
2015-09-11,3030,3030,3030,3030,0,9628.0,3177500.0
2015-09-14,3030,3030,3030,3030,999,9628.0,3177500.0
2015-09-15,3050,3050,3050,3050,10001,9691.0,3177500.0
2015-09-16,3100,3100,3100,3100,3155,9850.0,3177500.0
2015-09-17,3100,3100,3100,3100,0,9850.0,3177500.0
2015-09-18,3150,3150,3150,3150,843,10009.0,3177500.0
2015-09-21,3150,3150,3150,3150,0,,
2015-09-22,3150,3150,3150,3150,0,,
2015-09-23,3200,3200,3200,3200,2502,10168.0,3177500.0
2015-09-24,3200,3200,3200,3200,0,,
2015-09-25,3200,3300,3200,3300,3000,10486.0,3177500.0
2015-09-30,3185,3260,3030,3030,2402,9628.0,3177500.0
2015-10-01,3250,3250,3250,3250,9300,10327.0,3177500.0
2015-10-02,3250,3250,3250,3250,0,10327.0,3177500.0
2015-10-05,3250,3250,3250,3250,0,,
2015-10-06,3250,3300,3060,3295,4001,10470.0,3177500.0
2015-10-07,3200,3200,3200,3200,3000,10168.0,3177500.0
2015-10-08,3195,3195,3195,3195,3899,10152.0,3177500.0
2015-10-12,3200,3300,3150,3150,27696,10009.0,3177500.0
2015-10-13,3170,3170,3170,3170,100,10073.0,3177500.0
2015-10-14,3150,3150,3150,3150,21500,10009.0,3177500.0
2015-10-15,3100,3100,3100,3100,7000,9850.0,3177500.0
2015-10-16,3100,3300,3100,3300,5403,10486.0,3177500.0
2015-10-19,3000,3300,3000,3300,7060,10486.0,3177500.0
2015-10-20,3000,3300,2900,3300,3050,10486.0,3177500.0
2015-10-21,3600,3700,3300,3700,15137,11757.0,3177500.0
2015-10-22,3300,3450,3300,3450,7001,10962.0,3177500.0
2015-10-23,3000,3000,3000,3000,7000,9532.0,3177500.0
2015-10-26,3450,3450,3050,3050,1503,9691.0,3177500.0
2015-10-27,3100,3110,3100,3110,4000,9882.0,3177500.0
2015-10-28,2645,3450,2645,3450,2,10962.0,3177500.0
2015-10-29,3200,3200,3200,3200,17000,10168.0,3177500.0
2015-10-30,3200,3200,3200,3200,5000,10168.0,3177500.0
2015-11-02,3200,3200,3150,3150,15000,10009.0,3177500.0
2015-11-03,3150,3150,3150,3150,6000,10009.0,3177500.0
2015-11-04,3200,3200,3200,3200,8457,10168.0,3177500.0
2015-11-05,3200,3200,3200,3200,750,10168.0,3177500.0
2015-11-06,3200,3200,3200,3200,10000,10168.0,3177500.0
2015-11-09,3200,3200,3200,3200,1000,10168.0,3177500.0
2015-11-10,3200,3200,3200,3200,0,,
2015-11-11,3200,3200,3200,3200,1000,,
2015-11-12,3200,3200,3200,3200,4000,10168.0,3177500.0
2015-11-13,3205,3300,3200,3300,8000,10486.0,3177500.0
2015-11-16,3200,3200,3200,3200,5000,10168.0,3177500.0
2015-11-17,3200,3200,3200,3200,1570,10168.0,3177500.0
2015-11-18,3200,3200,3200,3200,1000,,
2015-11-19,3200,3200,3200,3200,1400,10168.0,3177500.0
2015-11-20,3200,3200,3100,3100,6361,9850.0,3177500.0
2015-11-23,3150,3200,3150,3200,8366,10168.0,3177500.0
2015-11-24,3300,3360,3300,3360,9000,10676.0,3177500.0
2015-11-25,3365,3500,3365,3500,5550,11121.0,3177500.0
2015-11-26,3550,3700,3550,3700,2700,11757.0,3177500.0
2015-11-27,3800,4100,3700,3700,757,11757.0,3177500.0
2015-11-30,3500,4000,3500,4000,103,12710.0,3177500.0
2015-12-01,3900,3900,3900,3900,550,12392.0,3177500.0
2015-12-02,3320,3900,3320,3500,105,11121.0,3177500.0
2015-12-03,3600,3600,3600,3600,100,11439.0,3177500.0
2015-12-04,3850,3900,3850,3900,120,12392.0,3177500.0
2015-12-07,3900,3900,3900,3900,0,12392.0,3177500.0
2015-12-08,3900,3900,3900,3900,0,,
2015-12-09,3900,3900,3900,3900,0,,
2015-12-10,3900,3900,3900,3900,0,,
2015-12-11,3900,3900,3900,3900,3000,12392.0,3177500.0
2015-12-14,3900,3900,3900,3900,0,,
2015-12-15,3900,3900,3415,3415,350,10851.0,3177500.0
2015-12-16,3420,3925,3420,3925,2260,12472.0,3177500.0
2015-12-17,4300,4300,4300,4300,10,13663.0,3177500.0
2015-12-18,4500,4500,4500,4500,2397,14299.0,3177500.0
2015-12-21,4500,4500,4500,4500,300,14299.0,3177500.0
2015-12-22,4500,5000,4500,5000,501,15888.0,3177500.0
2015-12-23,4500,5000,4500,5000,2293,15888.0,3177500.0
2015-12-24,4600,5200,4600,5000,3894,15888.0,3177500.0
2015-12-28,5000,5000,5000,5000,0,15888.0,3177500.0
2015-12-29,5000,5100,5000,5100,4005,16205.0,3177500.0
2015-12-30,5100,5200,5100,5100,710,16205.0,3177500.0
2016-01-04,5100,5300,5100,5300,650,16841.0,3177500.0
2016-01-05,5300,5300,5300,5300,0,16841.0,3177500.0
2016-01-06,5500,5500,5400,5500,2495,17476.0,3177500.0
2016-01-07,5300,5300,5300,5300,702,16841.0,3177500.0
2016-01-08,5200,5200,5200,5200,0,16523.0,3177500.0
2016-01-11,5100,5100,5100,5100,481,16205.0,3177500.0
2016-01-12,5100,5100,5100,5100,0,16205.0,3177500.0
2016-01-13,5090,5100,5090,5100,2394,16205.0,3177500.0
2016-01-14,5100,5100,5100,5100,755,16205.0,3177500.0
2016-01-15,5100,5300,5100,5200,19100,16523.0,3177500.0
2016-01-18,5200,5500,5200,5500,6473,17476.0,3177500.0
2016-01-19,5300,5500,5300,5500,3710,17476.0,3177500.0
2016-01-20,5500,5600,5500,5500,2750,17476.0,3177500.0
2016-01-21,5500,5600,5500,5600,16120,17794.0,3177500.0
2016-01-22,5600,5600,5600,5600,1968,17794.0,3177500.0
2016-01-25,5590,5600,5400,5600,410,17794.0,3177500.0
2016-01-26,5600,5600,5600,5600,800,17794.0,3177500.0
2016-01-27,5600,5800,5600,5800,2301,18430.0,3177500.0
2016-01-28,5500,5800,5500,5800,7303,18430.0,3177500.0
2016-01-29,5800,5890,5500,5800,2975,18430.0,3177500.0
2016-02-01,5800,5800,5800,5800,0,18430.0,3177500.0
2016-02-02,5500,5800,5500,5800,12801,18430.0,3177500.0
2016-02-03,5800,5800,5800,5800,145,18430.0,3177500.0
2016-02-04,5500,5800,5500,5800,2501,18430.0,3177500.0
2016-02-05,5700,5800,5700,5800,202,18430.0,3177500.0
2016-02-11,5700,5800,5700,5800,1509,18430.0,3177500.0
2016-02-12,5500,5600,5400,5600,11533,17794.0,3177500.0
2016-02-15,5900,5900,5900,5900,2,18747.0,3177500.0
2016-02-16,5800,6780,5800,6780,2155,21543.0,3177500.0
2016-02-17,6500,6500,6500,6500,200,20654.0,3177500.0
2016-02-18,6500,7200,6500,7200,3800,22878.0,3177500.0
2016-02-19,7500,7500,7000,7500,702,23831.0,3177500.0
2016-02-22,8000,8300,7800,8000,2220,25420.0,3177500.0
2016-02-23,8000,8100,8000,8000,2982,25420.0,3177500.0
2016-02-24,8100,8100,8000,8000,3700,25420.0,3177500.0
2016-02-25,8300,8500,8050,8450,54951,26850.0,3177500.0
2016-02-26,8500,8700,8480,8500,10801,27009.0,3177500.0
2016-02-29,8500,8700,8500,8700,1391,27644.0,3177500.0
2016-03-02,8900,8900,8500,8500,2701,27009.0,3177500.0
2016-03-03,8100,9000,8100,8900,29097,28280.0,3177500.0
2016-03-04,8900,9000,8900,9000,201,28598.0,3177500.0
2016-03-07,8900,8900,8500,8900,5365,28280.0,3177500.0
2016-03-08,8600,8600,8600,8600,210,27326.0,3177500.0
2016-03-09,9000,9000,8600,8800,4008,27962.0,3177500.0
2016-03-10,8900,8900,8900,8900,500,28280.0,3177500.0
2016-03-11,8900,8900,8900,8900,0,28280.0,3177500.0
2016-03-14,8700,8700,8700,8700,640,27644.0,3177500.0
2016-03-15,9000,9500,9000,9500,16101,30186.0,3177500.0
2016-03-16,10900,10900,9500,10400,8251,33046.0,3177500.0
2016-03-17,10000,11000,9900,9900,20870,31457.0,3177500.0
2016-03-18,10900,10900,10100,10900,20009,34635.0,3177500.0
2016-03-21,10000,11000,10000,10900,4548,34635.0,3177500.0
2016-03-22,10900,10900,10300,10900,9254,34635.0,3177500.0
2016-03-23,10800,11000,10800,11000,8473,34952.0,3177500.0
2016-03-24,11000,11000,11000,11000,500,34952.0,3177500.0
2016-03-25,11000,11000,11000,11000,0,34952.0,3177500.0
2016-03-28,11000,11000,10550,11000,3618,34952.0,3177500.0
2016-03-29,10650,10650,10500,10650,10888,33840.0,3177500.0
2016-03-30,10750,11000,10750,11000,533,34952.0,3177500.0
2016-03-31,11000,11500,11000,11500,591,36541.0,3177500.0
2016-04-01,10900,10900,10900,10900,3200,34635.0,3177500.0
2016-04-04,10750,10900,10700,10900,5551,34635.0,3177500.0
2016-04-05,10900,10900,10900,10900,300,34635.0,3177500.0
2016-04-06,10500,11000,10500,10900,4038,34635.0,3177500.0
2016-04-07,10600,10800,10300,10800,6331,34317.0,3177500.0
2016-04-08,10600,10900,10400,10900,5865,34635.0,3177500.0
2016-04-11,10900,11000,10900,10900,3080,34635.0,3177500.0
2016-04-12,10300,11000,10300,11000,17525,34952.0,3177500.0
2016-04-14,10750,11000,10750,11000,201,34952.0,3177500.0
2016-04-15,10400,10400,10400,10400,2400,33046.0,3177500.0
2016-04-18,10000,10900,10000,10900,2001,34635.0,3177500.0
2016-04-19,10800,10900,10300,10900,2901,34635.0,3177500.0
2016-04-20,10800,10900,10800,10900,16284,34635.0,3177500.0
2016-04-21,10400,10400,10400,10400,3000,33046.0,3177500.0
2016-04-22,11000,11200,10950,11000,7798,34952.0,3177500.0
2016-04-25,11000,11000,10800,10900,4413,34635.0,3177500.0
2016-04-26,10500,11000,10500,11000,6860,34952.0,3177500.0
2016-04-27,10900,11000,10600,11000,4381,34952.0,3177500.0
2016-04-28,10850,10900,10700,10800,2102,34317.0,3177500.0
2016-04-29,10700,10950,10700,10750,689,34158.0,3177500.0
2016-05-02,10950,10950,10550,10550,1517,33523.0,3177500.0
2016-05-03,11000,11000,10950,10950,4284,34794.0,3177500.0
2016-05-04,10700,11200,10650,11150,3251,35429.0,3177500.0
2016-05-09,11000,11000,10500,10900,2503,34635.0,3177500.0
2016-05-10,10500,10800,10500,10800,3191,34317.0,3177500.0
2016-05-11,10500,10800,10500,10500,1804,33364.0,3177500.0
2016-05-12,10350,10350,10300,10300,8296,32728.0,3177500.0
2016-05-13,10700,10700,10200,10600,552,33682.0,3177500.0
2016-05-16,10600,10600,10250,10400,1492,33046.0,3177500.0
2016-05-17,10200,10400,10150,10150,3404,32252.0,3177500.0
2016-05-18,10150,10300,10000,10000,1404,31775.0,3177500.0
2016-05-19,10000,10200,9560,10000,4915,31775.0,3177500.0
2016-05-20,9510,10000,9300,10000,1346,31775.0,3177500.0
2016-05-23,10000,10000,10000,10000,3200,31775.0,3177500.0
2016-05-24,11000,11000,11000,11000,1,34952.0,3177500.0
2016-05-25,9900,10300,9500,10300,758,32728.0,3177500.0
2016-05-26,10000,10100,10000,10100,751,32093.0,3177500.0
2016-05-27,10500,10500,9800,10000,753,31975.0,3197500.0
2016-05-30,10500,10500,10000,10000,71,31975.0,3197500.0
2016-05-31,10500,10500,9500,10000,1356,31975.0,3197500.0
2016-06-01,10500,10500,9500,10400,6,33254.0,3197500.0
2016-06-02,10400,10400,9000,10400,6730,33254.0,3197500.0
2016-06-03,10400,10400,9010,9890,18497,31623.0,3197500.0
2016-06-07,11350,11350,9950,9950,1642,31815.0,3197500.0
2016-06-08,11400,11400,9500,9950,309,31815.0,3197500.0
2016-06-09,11400,11400,9510,9510,3777,30408.0,3197500.0
2016-06-10,9990,9990,9600,9990,1125,31943.0,3197500.0
2016-06-13,9600,9600,9500,9600,1318,30696.0,3197500.0
2016-06-14,9990,9990,9990,9990,6,31943.0,3197500.0
2016-06-15,11000,11000,9500,9990,4052,31943.0,3197500.0
2016-06-16,10450,10450,10450,10450,1,33414.0,3197500.0
2016-06-17,10900,10900,9990,9990,251,31943.0,3197500.0
2016-06-20,9700,9990,9700,9990,1254,31943.0,3197500.0
2016-06-21,9690,9990,9550,9990,501,31943.0,3197500.0
2016-06-22,10000,11000,9900,10300,15096,41226.0,4002500.0
2016-06-23,10000,10300,10000,10300,511,41226.0,4002500.0
2016-06-24,11500,11500,10000,10000,1001,40025.0,4002500.0
2016-06-27,10200,10200,10200,10200,1,40826.0,4002500.0
2016-06-28,11000,11000,9500,10500,4402,42026.0,4002500.0
2016-06-29,10250,10250,10250,10250,100,41026.0,4002500.0
2016-06-30,9510,10200,9510,10200,2202,40826.0,4002500.0
2016-07-01,9900,10100,9900,10100,1581,40425.0,4002500.0
2016-07-04,10100,10100,9900,10000,9522,40025.0,4002500.0
2016-07-05,10000,10000,10000,10000,0,40025.0,4002500.0
2016-07-06,9800,10100,9800,9800,5061,39224.0,4002500.0
2016-07-07,10100,10100,10100,10100,1,40425.0,4002500.0
2016-07-08,11550,11550,9010,10450,4348,41826.0,4002500.0
2016-07-11,10000,10200,10000,10200,1101,40826.0,4002500.0
2016-07-12,10000,10050,10000,10050,1001,40225.0,4002500.0
2016-07-13,11500,11500,10000,10100,1002,40425.0,4002500.0
2016-07-14,10100,10200,10100,10100,3419,40425.0,4002500.0
2016-07-15,10050,10150,9990,10150,9101,40625.0,4002500.0
2016-07-18,10100,10100,10100,10100,0,40425.0,4002500.0
2016-07-19,10100,10100,10100,10100,150,40425.0,4002500.0
2016-07-20,10450,10450,10450,10450,1301,41826.0,4002500.0
2016-07-21,10100,10900,10100,10900,1911,43627.0,4002500.0
2016-07-22,10500,10900,10500,10800,1370,43227.0,4002500.0
2016-07-25,10500,12400,10200,12400,14200,49792.0,4015500.0
2016-07-26,14250,14250,10650,12500,5703,50194.0,4015500.0
2016-07-27,14300,14300,11000,13000,1229,52202.0,4015500.0
2016-07-28,13500,13500,11050,11600,1456,46580.0,4015500.0
2016-07-29,13000,13000,11300,12200,2703,48989.0,4015500.0
2016-08-01,12500,12500,11800,12300,1962,49391.0,4015500.0
2016-08-02,13500,13500,11850,12500,3101,50194.0,4015500.0
2016-08-03,12300,12300,12000,12000,10121,48186.0,4015500.0
2016-08-04,12000,12400,12000,12400,5831,49792.0,4015500.0
2016-08-05,12500,12700,12500,12700,11226,50997.0,4015500.0
2016-08-08,13000,13000,12500,13000,7479,52202.0,4015500.0
2016-08-09,13000,13450,12200,13450,1760,54008.0,4015500.0
2016-08-10,13500,13700,13500,13500,2984,54209.0,4015500.0
2016-08-11,15300,15300,13000,13500,3002,54209.0,4015500.0
2016-08-12,13750,13800,12000,13500,1058,54209.0,4015500.0
2016-08-16,15500,15500,13350,13900,3259,55815.0,4015500.0
2016-08-17,13900,13900,13500,13900,11499,55815.0,4015500.0
2016-08-18,13900,14500,13700,14000,936,56217.0,4015500.0
2016-08-19,14950,14950,13500,14500,4639,58225.0,4015500.0
2016-08-22,14500,14500,14300,14500,15404,58225.0,4015500.0
2016-08-23,14450,14450,13500,13600,4817,54611.0,4015500.0
2016-08-24,13600,14400,13000,14400,14930,57823.0,4015500.0
2016-08-25,14700,15500,14250,14800,20408,59429.0,4015500.0
2016-08-26,15000,15250,14800,15250,21430,61236.0,4015500.0
2016-08-29,15300,15500,13000,15000,7151,60232.0,4015500.0
2016-08-30,15500,16000,15300,16000,20623,64248.0,4015500.0
2016-08-31,16200,16200,15900,16000,4979,64248.0,4015500.0
2016-09-01,16300,17900,16300,17900,23621,71877.0,4015500.0
2016-09-02,18200,19850,18200,19800,25778,79507.0,4015500.0
2016-09-05,20000,20000,19700,19800,4060,79507.0,4015500.0
2016-09-06,19800,19900,19500,19800,7964,79507.0,4015500.0
2016-09-07,19900,20500,19100,20200,15137,81113.0,4015500.0
2016-09-08,20450,20450,19500,20000,2763,80310.0,4015500.0
2016-09-09,20450,20450,19650,20000,17417,80310.0,4015500.0
2016-09-12,20000,20000,19900,19900,9909,79908.0,4015500.0
2016-09-13,19900,19900,19900,19900,1076,79908.0,4015500.0
2016-09-19,19100,19900,19100,19850,788,79708.0,4015500.0
2016-09-20,19850,19850,19800,19800,28,79507.0,4015500.0
2016-09-21,19000,19800,18600,18600,6200,74688.0,4015500.0
2016-09-22,19500,20000,19000,20000,6441,80310.0,4015500.0
2016-09-23,19200,20000,19200,20000,6108,80310.0,4015500.0
2016-09-26,20000,20000,19800,19950,3681,80109.0,4015500.0
2016-09-27,19800,20000,19700,19700,4148,79105.0,4015500.0
2016-09-28,19800,19800,19050,19700,2018,79105.0,4015500.0
2016-09-29,19500,19900,19500,19800,1683,79507.0,4015500.0
2016-09-30,20000,20000,19150,19800,5169,79507.0,4015500.0
2016-10-04,20000,20000,19150,19200,6251,77098.0,4015500.0
2016-10-05,19900,19900,19200,19900,1080,79908.0,4015500.0
2016-10-06,20950,20950,19100,19800,2721,79507.0,4015500.0
2016-10-07,21950,21950,19550,19800,4044,79507.0,4015500.0
2016-10-10,20000,20000,19600,19800,2662,79507.0,4015500.0
2016-10-11,19400,20000,19300,20000,12638,80310.0,4015500.0
2016-10-12,19950,20000,19700,20000,6953,80310.0,4015500.0
2016-10-13,20400,20400,19300,20000,7533,80310.0,4015500.0
2016-10-14,19500,20000,19500,20000,4290,80310.0,4015500.0
2016-10-17,20000,20000,19600,19600,4020,78704.0,4015500.0
2016-10-18,19600,19800,19600,19800,2389,79507.0,4015500.0
2016-10-19,19850,19900,19800,19900,5053,79908.0,4015500.0
2016-10-20,19900,19900,19800,19800,2031,79507.0,4015500.0
2016-10-21,19900,19900,19800,19850,716,79708.0,4015500.0
2016-10-24,19900,20000,19700,19900,24903,79908.0,4015500.0
2016-10-25,19500,19900,19500,19900,10852,79908.0,4015500.0
2016-10-26,19500,19800,19450,19650,17151,78905.0,4015500.0
2016-10-27,19600,19650,19500,19650,4329,78905.0,4015500.0
2016-10-28,20000,20000,19600,20000,7670,80310.0,4015500.0
2016-10-31,20400,20900,19700,20900,35359,83924.0,4015500.0
2016-11-01,21000,21000,19800,20800,36579,83522.0,4015500.0
2016-11-02,20800,22000,20400,22000,115970,88341.0,4015500.0
2016-11-03,21900,24000,21650,23400,65181,93963.0,4015500.0
2016-11-04,24000,24000,22700,23200,21564,93160.0,4015500.0
2016-11-07,19750,22950,19750,22900,8500,91955.0,4015500.0
2016-11-08,22450,23500,22400,23500,11131,94364.0,4015500.0
2016-11-09,22900,23200,22000,22750,16673,91353.0,4015500.0
2016-11-10,22900,23500,22900,23100,8010,92758.0,4015500.0
2016-11-11,23500,24500,23000,23950,11626,96171.0,4015500.0
2016-11-14,24000,24500,23500,24450,4157,98179.0,4015500.0
2016-11-15,24000,24500,24000,24500,6444,98380.0,4015500.0
2016-11-16,24000,24400,23600,24250,456,97376.0,4015500.0
2016-11-17,24000,24550,24000,24000,5060,96372.0,4015500.0
2016-11-18,24000,25000,24000,24900,4171,99986.0,4015500.0
2016-11-21,24600,24600,23000,24600,3692,98781.0,4015500.0
2016-11-22,24800,24800,24200,24600,778,98781.0,4015500.0
2016-11-23,24500,24500,24500,24500,0,98380.0,4015500.0
2016-11-24,24500,24500,22500,24000,20917,96372.0,4015500.0
2016-11-25,23200,23950,23200,23950,6493,96171.0,4015500.0
2016-11-28,23800,23800,23500,23500,1819,94364.0,4015500.0
2016-11-29,23950,23950,23000,23600,51,94766.0,4015500.0
2016-11-30,23000,23000,22500,22500,1755,90349.0,4015500.0
2016-12-01,22000,22500,21000,22400,6345,89947.0,4015500.0
2016-12-02,22700,23450,22300,23450,4604,94163.0,4015500.0
2016-12-05,23950,23950,22150,23450,10479,94163.0,4015500.0
2016-12-06,22900,22900,22900,22900,8,91955.0,4015500.0
2016-12-07,19900,19900,19500,19500,7812,78302.0,4015500.0
2016-12-08,16700,19000,16700,18700,26009,75090.0,4015500.0
2016-12-09,18950,19200,18500,19050,13295,76495.0,4015500.0
2016-12-12,19000,19850,18500,19750,4935,79306.0,4015500.0
2016-12-13,19300,19850,19300,19400,1807,77901.0,4015500.0
2016-12-14,20200,20500,19450,20500,7743,82318.0,4015500.0
2016-12-15,20400,21200,20350,21100,26882,84727.0,4015500.0
2016-12-16,21000,21000,20400,20450,3402,82117.0,4015500.0
2016-12-19,21950,21950,20200,20750,18640,83322.0,4015500.0
2016-12-20,20500,21300,20500,21050,17556,84526.0,4015500.0
2016-12-21,24000,24000,21000,21500,4101,86333.0,4015500.0
2016-12-22,21100,21500,21100,21250,13670,85329.0,4015500.0
2016-12-23,21250,21800,21100,21500,18793,86333.0,4015500.0
2016-12-26,21000,22300,20900,22300,29288,89546.0,4015500.0
2016-12-27,22500,22700,22500,22600,9336,90750.0,4015500.0
2016-12-28,22700,22700,21500,22650,12660,90951.0,4015500.0
2016-12-29,22000,22500,22000,22000,817,88341.0,4015500.0
2017-01-02,22000,22500,21600,22500,19340,90349.0,4015500.0
2017-01-03,22800,22850,22450,22850,14875,91754.0,4015500.0
2017-01-04,22900,22900,22150,22650,11068,90951.0,4015500.0
2017-01-05,22650,22650,22000,22550,3954,90550.0,4015500.0
2017-01-06,22650,22700,22450,22700,12302,91152.0,4015500.0
2017-01-09,22800,22800,21600,22100,12075,88743.0,4015500.0
2017-01-10,22650,22650,22300,22500,2867,90349.0,4015500.0
2017-01-11,22500,22500,21900,22400,2633,89947.0,4015500.0
2017-01-12,21600,22300,21500,21950,8722,88140.0,4015500.0
2017-01-13,21600,21950,21550,21900,1003,87939.0,4015500.0
2017-01-16,21650,21850,21450,21600,5258,86735.0,4015500.0
2017-01-17,22000,22000,20900,21900,912,87939.0,4015500.0
2017-01-18,20700,21700,20700,21500,5616,86333.0,4015500.0
2017-01-19,21700,21800,21000,21800,9143,87538.0,4015500.0
2017-01-20,21900,21900,21900,21900,2000,87939.0,4015500.0
