나이벡(138610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-03-22,3936,3936,3874,3925,16378,16015.0,3364561.0
2013-03-25,3973,3998,3924,3970,7847,16200.0,3364561.0
2013-03-26,3969,4558,3969,4560,203548,18606.0,3364561.0
2013-03-27,4517,4657,4369,4560,94626,18606.0,3364561.0
2013-03-28,4617,5078,4558,4906,145666,20019.0,3364561.0
2013-03-29,4905,4905,4608,4691,73118,19144.0,3364561.0
2013-04-01,4757,4913,4591,4650,33083,18976.0,3364561.0
2013-04-02,4698,4698,4394,4493,62498,18337.0,3364561.0
2013-04-03,4558,4558,4294,4337,34158,17698.0,3364561.0
2013-04-04,4254,4311,4146,4180,32682,17058.0,3364561.0
2013-04-05,4287,4682,4245,4486,81671,18303.0,3364561.0
2013-04-08,4476,4591,4328,4378,41297,17866.0,3364561.0
2013-04-09,4328,4831,4328,4724,83786,19279.0,3364561.0
2013-04-10,4864,5028,4665,4988,114172,20356.0,3364561.0
2013-04-11,5020,5087,4864,5013,49931,20457.0,3364561.0
2013-04-12,5094,5094,4773,4864,35028,19851.0,3364561.0
2013-04-15,4822,4864,4476,4609,57463,18808.0,3364561.0
2013-04-16,4534,4724,4484,4724,26091,19279.0,3364561.0
2013-04-17,4764,5004,4650,4947,65767,20187.0,3364561.0
2013-04-18,5020,5045,4781,4823,30745,19683.0,3364561.0
2013-04-19,4946,5102,4806,5104,57617,20827.0,3364561.0
2013-04-22,5144,5185,4987,5063,37555,20658.0,3364561.0
2013-04-23,5028,5218,4838,5219,72268,21298.0,3364561.0
2013-04-24,5317,5317,5053,5063,54575,20658.0,3364561.0
2013-04-25,5037,5111,4864,4988,41103,20356.0,3364561.0
2013-04-26,5045,5045,4831,4897,26408,19985.0,3364561.0
2013-04-29,4938,4987,4888,4955,15061,20221.0,3364561.0
2013-04-30,4979,5144,4872,5104,31240,20827.0,3364561.0
2013-05-02,5102,5102,4781,4914,62119,20053.0,3364561.0
2013-05-03,4938,4938,4657,4674,60654,19077.0,3364561.0
2013-05-06,4731,4740,4641,4733,17486,19313.0,3364561.0
2013-05-07,4707,4781,4624,4782,20759,19514.0,3364561.0
2013-05-08,4773,4888,4698,4799,24788,19582.0,3364561.0
2013-05-09,4838,4946,4757,4881,15906,19918.0,3364561.0
2013-05-10,4938,4938,4781,4889,12317,19952.0,3364561.0
2013-05-13,4838,5061,4798,4848,22193,19784.0,3364561.0
2013-05-14,4805,4864,4624,4667,18439,19043.0,3364561.0
2013-05-15,4690,4690,4451,4526,46935,18471.0,3364561.0
2013-05-16,4525,4567,4344,4370,38643,17832.0,3364561.0
2013-05-20,4369,4410,4237,4287,24855,17496.0,3364561.0
2013-05-21,4410,4435,4228,4427,19704,18068.0,3364561.0
2013-05-22,4517,4517,4303,4353,11029,17765.0,3364561.0
2013-05-23,4377,4377,4204,4271,17065,17428.0,3364561.0
2013-05-24,4328,4369,4196,4312,12429,17597.0,3364561.0
2013-05-27,4427,4427,4204,4279,32480,17462.0,3364561.0
2013-05-28,4287,4418,4237,4263,19604,17395.0,3364561.0
2013-05-29,4320,4435,4261,4436,25982,18101.0,3364561.0
2013-05-30,4517,4517,4344,4403,4227,17967.0,3364561.0
2013-05-31,4328,4509,4245,4362,83338,17799.0,3364561.0
2013-06-03,4443,4443,4245,4296,10567,17529.0,3364561.0
2013-06-04,4254,4353,4204,4271,35342,17428.0,3364561.0
2013-06-05,4287,4287,4097,4102,19431,16739.0,3364561.0
2013-06-07,4187,4187,3981,3982,11582,16251.0,3364561.0
2013-06-10,3886,4105,3886,3995,7493,16301.0,3364561.0
2013-06-11,4014,4109,3907,3908,7485,15948.0,3364561.0
2013-06-12,3957,4072,3916,4052,15847,16537.0,3364561.0
2013-06-13,4097,4113,3932,4003,20171,16335.0,3364561.0
2013-06-14,4039,4121,3932,4052,21677,16537.0,3364561.0
2013-06-17,4105,4105,3957,3999,14998,16318.0,3364561.0
2013-06-18,3969,4080,3961,4056,10325,16554.0,3364561.0
2013-06-19,4064,4113,3990,3995,5757,16301.0,3364561.0
2013-06-20,4118,4118,3985,4019,11113,16402.0,3364561.0
2013-06-21,3981,4006,3883,3925,11650,16015.0,3364561.0
2013-06-24,3932,3952,3878,3883,7445,15847.0,3364561.0
2013-06-25,3883,3952,3503,3504,31628,14299.0,3364561.0
2013-06-26,3392,3693,3392,3541,19962,14451.0,3364561.0
2013-06-27,3544,3693,3544,3693,4034,15073.0,3364561.0
2013-06-28,3709,3907,3709,3900,7344,15914.0,3364561.0
2013-07-01,3899,4121,3899,4081,15837,16655.0,3364561.0
2013-07-02,4278,4278,3998,4073,3775,16621.0,3364561.0
2013-07-03,4072,4113,4014,4056,4866,16554.0,3364561.0
2013-07-04,4228,4228,4039,4106,3721,16756.0,3364561.0
2013-07-05,4130,4196,4080,4114,4363,16789.0,3364561.0
2013-07-08,4138,4180,3973,3974,3739,16217.0,3364561.0
2013-07-09,3969,4097,3957,4097,7338,16722.0,3364561.0
2013-07-10,4121,4171,4059,4102,801,16739.0,3364561.0
2013-07-11,4101,4163,4080,4110,3110,16772.0,3364561.0
2013-07-12,4130,4163,4076,4139,3425,16890.0,3364561.0
2013-07-15,4187,4187,4088,4156,608,16957.0,3364561.0
2013-07-16,4154,4154,4047,4123,4461,16823.0,3364561.0
2013-07-17,4154,4154,3957,4123,8358,16823.0,3364561.0
2013-07-18,4080,4154,4076,4106,1821,16756.0,3364561.0
2013-07-19,4080,4146,4039,4139,2406,16890.0,3364561.0
2013-07-22,4171,4171,4056,4123,1813,16823.0,3364561.0
2013-07-23,4121,4121,3965,4097,11756,16722.0,3364561.0
2013-07-24,4080,4121,4039,4089,2356,16688.0,3364561.0
2013-07-25,4097,4097,3973,3999,2634,16318.0,3364561.0
2013-07-26,4039,4039,3973,4040,3839,16486.0,3364561.0
2013-07-29,4394,4394,3940,4028,4722,16436.0,3364561.0
2013-07-30,4245,4245,3998,4089,4486,16688.0,3364561.0
2013-07-31,4031,4092,4002,4081,3606,16655.0,3364561.0
2013-08-01,4080,4287,3957,4028,24126,16436.0,3364561.0
2013-08-02,4076,4076,3948,4011,4631,16369.0,3364561.0
2013-08-05,4010,4080,3916,3949,8724,16116.0,3364561.0
2013-08-06,4023,4023,3866,3933,13335,16049.0,3364561.0
2013-08-07,3965,3965,3857,3895,3544,15898.0,3364561.0
2013-08-08,3891,3944,3866,3892,9066,15881.0,3364561.0
2013-08-09,3948,3948,3841,3895,2056,15898.0,3364561.0
2013-08-12,3874,3891,3812,3867,9988,15780.0,3364561.0
2013-08-13,3837,3903,3821,3879,1895,15830.0,3364561.0
2013-08-14,3911,3911,3824,3879,2484,15830.0,3364561.0
2013-08-16,3924,4026,3833,4003,2969,16335.0,3364561.0
2013-08-19,4064,4064,3845,3850,9330,15712.0,3364561.0
2013-08-20,3932,3932,3800,3800,5719,15511.0,3364561.0
2013-08-21,3883,3883,3656,3710,6874,15141.0,3364561.0
2013-08-22,3668,3705,3548,3669,6328,14972.0,3364561.0
2013-08-23,3668,3743,3594,3743,6333,15275.0,3364561.0
2013-08-26,3717,3783,3701,3772,563,15393.0,3364561.0
2013-08-27,3776,3841,3606,3686,4497,15040.0,3364561.0
2013-08-28,3627,3684,3586,3673,4279,14989.0,3364561.0
2013-08-29,3812,3812,3631,3673,7732,14989.0,3364561.0
2013-08-30,3779,3779,3594,3640,2941,14855.0,3364561.0
2013-09-02,3705,3705,3536,3615,8115,14754.0,3364561.0
2013-09-03,3615,3622,3573,3619,1118,14770.0,3364561.0
2013-09-04,3619,3635,3544,3619,4369,14770.0,3364561.0
2013-09-05,3561,3627,3548,3591,3187,14653.0,3364561.0
2013-09-06,3615,3672,3565,3612,11774,14737.0,3364561.0
2013-09-09,3664,4146,3660,3785,56400,15443.0,3364561.0
2013-09-10,3783,3829,3668,3776,4360,15410.0,3364561.0
2013-09-11,3709,3850,3701,3842,2409,15679.0,3364561.0
2013-09-12,3907,3907,3726,3817,3608,15578.0,3364561.0
2013-09-13,3886,3886,3693,3768,7181,15376.0,3364561.0
2013-09-16,3783,3833,3755,3800,1076,15511.0,3364561.0
2013-09-17,3776,3841,3714,3793,3007,15477.0,3364561.0
2013-09-23,3862,3862,3717,3760,1884,15342.0,3364561.0
2013-09-24,3776,3776,3631,3710,8516,15141.0,3364561.0
2013-09-25,3722,3722,3589,3660,11837,14939.0,3364561.0
2013-09-26,3643,3660,3594,3628,3699,14804.0,3364561.0
2013-09-27,3651,3660,3557,3612,4580,14737.0,3364561.0
2013-09-30,3602,3701,3602,3660,3774,14939.0,3364561.0
2013-10-01,3668,3697,3557,3570,5831,14569.0,3364561.0
2013-10-02,3622,3622,3544,3586,3766,14636.0,3364561.0
2013-10-04,3548,3602,3536,3550,2824,14484.0,3364561.0
2013-10-07,3656,3656,3544,3615,4645,14754.0,3364561.0
2013-10-08,3635,3635,3544,3553,2221,14501.0,3364561.0
2013-10-10,3615,3615,3474,3545,9066,14468.0,3364561.0
2013-10-11,3561,3619,3482,3496,4773,14266.0,3364561.0
2013-10-14,3511,3511,3491,3508,2972,14316.0,3364561.0
2013-10-15,3524,3582,3495,3496,1208,14266.0,3364561.0
2013-10-16,3454,3577,3449,3458,1514,14114.0,3364561.0
2013-10-17,3577,3948,3387,3389,184492,13828.0,3364561.0
2013-10-18,3454,3470,3339,3339,14669,13626.0,3364561.0
2013-10-21,3354,3404,3339,3401,3490,13879.0,3364561.0
2013-10-22,3420,3420,3346,3380,3376,13795.0,3364561.0
2013-10-23,3420,3420,3326,3331,4315,13593.0,3364561.0
2013-10-24,3354,3404,3313,3318,5788,13542.0,3364561.0
2013-10-25,3322,3371,3297,3315,5953,13526.0,3364561.0
2013-10-28,3297,3313,3219,3232,12117,13189.0,3364561.0
2013-10-29,3231,3268,3194,3203,10651,13071.0,3364561.0
2013-10-30,3202,3244,3173,3203,17273,13071.0,3364561.0
2013-10-31,3178,3285,3178,3256,934,13290.0,3364561.0
2013-11-01,3256,3339,3235,3265,3258,13324.0,3364561.0
2013-11-04,3297,3330,3252,3261,1236,13307.0,3364561.0
2013-11-05,3306,3318,3260,3273,4422,13357.0,3364561.0
2013-11-06,3260,3330,3235,3285,1741,13408.0,3364561.0
2013-11-07,3260,3326,3260,3298,1099,13458.0,3364561.0
2013-11-08,3318,3318,3185,3273,2898,13357.0,3364561.0
2013-11-11,3244,3297,3199,3199,6693,13054.0,3364561.0
2013-11-12,3211,3676,3140,3677,238034,15006.0,3364561.0
2013-11-13,3693,3788,3260,3306,237712,13492.0,3364561.0
2013-11-14,3306,3351,3107,3116,55224,12718.0,3364561.0
2013-11-15,3178,3178,3058,3071,18221,12533.0,3364561.0
2013-11-18,3091,3116,3033,3038,12072,12398.0,3364561.0
2013-11-19,3042,3099,2976,2985,9550,12180.0,3364561.0
2013-11-20,2980,2980,2864,2911,8797,11877.0,3364561.0
2013-11-21,2885,2885,2843,2861,5389,11675.0,3364561.0
2013-11-22,2860,2905,2843,2865,5133,11692.0,3364561.0
2013-11-25,2864,2938,2836,2902,5657,11843.0,3364561.0
2013-11-26,2902,2976,2885,2931,4002,11961.0,3364561.0
2013-11-27,2926,2950,2843,2894,3999,11810.0,3364561.0
2013-11-28,2872,2926,2864,2919,6254,11911.0,3364561.0
2013-11-29,2897,2963,2860,2861,2065,11675.0,3364561.0
2013-12-02,2885,3074,2807,2985,14040,12180.0,3364561.0
2013-12-03,2983,3050,2943,2985,4197,12180.0,3364561.0
2013-12-04,2955,3033,2943,2988,1930,12197.0,3364561.0
2013-12-05,2988,2988,2930,2988,3041,12197.0,3364561.0
2013-12-06,2967,3037,2934,2981,4526,12163.0,3364561.0
2013-12-09,2955,2980,2885,2976,4069,12146.0,3364561.0
2013-12-10,2963,2963,2856,2902,5463,11843.0,3364561.0
2013-12-11,2902,2955,2843,2845,1676,11608.0,3364561.0
2013-12-12,2810,2852,2802,2840,2137,11591.0,3364561.0
2013-12-13,2786,2881,2777,2803,4385,11440.0,3364561.0
2013-12-16,2757,2852,2757,2833,3041,11557.0,3364561.0
2013-12-17,2802,2831,2745,2745,5921,11204.0,3364561.0
2013-12-18,2745,2774,2732,2762,2037,11271.0,3364561.0
2013-12-19,2777,2802,2745,2754,2789,11238.0,3364561.0
2013-12-20,2732,2794,2724,2791,5895,11389.0,3364561.0
2013-12-23,2802,2802,2646,2733,19495,11154.0,3364561.0
2013-12-24,2720,2720,2679,2696,2213,11002.0,3364561.0
2013-12-26,2695,2741,2695,2696,1313,11002.0,3364561.0
2013-12-27,2745,2765,2720,2721,1275,11103.0,3364561.0
2013-12-30,2815,2815,2720,2770,2928,11305.0,3364561.0
2014-01-02,2753,2753,2691,2741,9196,11187.0,3364561.0
2014-01-03,2741,2774,2741,2750,1695,11221.0,3364561.0
2014-01-06,2748,2777,2703,2762,4167,11271.0,3364561.0
2014-01-07,2762,2762,2728,2745,2447,11204.0,3364561.0
2014-01-08,2745,2810,2736,2795,11370,11406.0,3364561.0
2014-01-09,2802,3004,2765,2952,21489,12045.0,3364561.0
2014-01-10,2926,2959,2852,2869,4636,11709.0,3364561.0
2014-01-13,2869,3214,2843,3129,34397,12769.0,3364561.0
2014-01-14,3132,3206,3009,3059,16892,12483.0,3364561.0
2014-01-15,3058,3095,3004,3042,5770,12415.0,3364561.0
2014-01-16,3091,3091,2971,2985,2266,12180.0,3364561.0
2014-01-17,3009,3066,2950,2952,6536,12045.0,3364561.0
2014-01-20,2967,2996,2910,2981,3422,12163.0,3364561.0
2014-01-21,2980,3091,2934,3009,3182,12281.0,3364561.0
2014-01-22,3017,3045,2885,2973,7896,12129.0,3364561.0
2014-01-23,3029,3029,2910,2914,3728,11894.0,3364561.0
2014-01-24,2914,3351,2905,3351,36380,13677.0,3364561.0
2014-01-27,3351,3684,3214,3282,171405,13391.0,3364561.0
2014-01-28,3371,3371,3099,3162,22553,12903.0,3364561.0
2014-01-29,3149,3375,3066,3216,37033,13122.0,3364561.0
2014-02-03,3169,3202,3074,3075,22345,12550.0,3364561.0
2014-02-04,3074,3107,3000,3001,8621,12247.0,3364561.0
2014-02-05,3009,3128,2971,3051,7925,12449.0,3364561.0
2014-02-06,3009,3165,3009,3145,14382,12836.0,3364561.0
2014-02-07,3149,3169,3050,3096,6049,12634.0,3364561.0
2014-02-10,3107,3247,3021,3133,5529,12785.0,3364561.0
2014-02-11,3132,3149,3083,3133,3658,12785.0,3364561.0
2014-02-12,3173,3214,3066,3129,4896,12769.0,3364561.0
2014-02-13,3140,3140,3045,3047,12921,12432.0,3364561.0
2014-02-14,3058,3083,3045,3055,5234,12466.0,3364561.0
2014-02-17,3066,3083,3029,3080,5115,12567.0,3364561.0
2014-02-18,3091,3091,3009,3009,7687,12281.0,3364561.0
2014-02-19,3021,3042,2980,3001,15751,12247.0,3364561.0
2014-02-20,3045,3045,2926,3005,7223,12264.0,3364561.0
2014-02-21,3009,3045,2980,3030,476,12365.0,3364561.0
2014-02-24,3078,3124,3025,3034,5341,12382.0,3364561.0
2014-02-25,3050,3124,3050,3059,23723,12483.0,3364561.0
2014-02-26,3091,3190,3091,3191,9058,13021.0,3364561.0
2014-02-27,3206,3252,3140,3253,2656,13273.0,3364561.0
2014-02-28,3256,3256,3173,3228,15174,13172.0,3364561.0
2014-03-03,3223,3223,3173,3223,686,13155.0,3364561.0
2014-03-04,3214,3256,3132,3162,2563,12903.0,3364561.0
2014-03-05,3157,3211,3140,3207,3968,13088.0,3364561.0
2014-03-06,3214,3272,3165,3207,6879,13088.0,3364561.0
2014-03-07,3182,3313,3182,3256,10888,13290.0,3364561.0
2014-03-10,3252,3293,3231,3256,1736,13290.0,3364561.0
2014-03-11,3268,3326,3214,3323,10883,13559.0,3364561.0
2014-03-12,3322,3346,3297,3323,15104,13559.0,3364561.0
2014-03-13,3322,3359,3297,3351,3248,13677.0,3364561.0
2014-03-14,3351,3351,3182,3261,10586,13307.0,3364561.0
2014-03-17,3322,3458,3211,3405,21945,13896.0,3364561.0
2014-03-18,3404,3446,3309,3434,7405,14013.0,3364561.0
2014-03-19,3433,3528,3420,3475,8917,14182.0,3364561.0
2014-03-20,3466,3528,3458,3463,1036,14131.0,3364561.0
2014-03-21,3503,3503,3380,3438,1469,14030.0,3364561.0
2014-03-24,3462,3462,3375,3393,1707,13845.0,3364561.0
2014-03-25,3380,3417,3214,3285,15510,13408.0,3364561.0
2014-03-26,3297,3297,3157,3195,12244,13038.0,3364561.0
2014-03-27,3280,3280,3132,3175,4824,12954.0,3364561.0
2014-03-28,3206,3239,3190,3216,7035,13122.0,3364561.0
2014-03-31,3256,3277,3190,3265,2456,13324.0,3364561.0
2014-04-01,3264,3339,3244,3315,1895,13526.0,3364561.0
2014-04-02,3339,3363,3297,3335,1854,13610.0,3364561.0
2014-04-03,3339,3541,3330,3500,46239,14283.0,3364561.0
2014-04-04,3503,4023,3462,4023,186767,16419.0,3364561.0
2014-04-07,4109,4113,3651,3653,200525,14905.0,3364561.0
2014-04-08,3615,3676,3495,3570,57523,14569.0,3364561.0
2014-04-09,3569,3606,3470,3520,34437,14367.0,3364561.0
2014-04-10,3528,4047,3524,3752,190131,15309.0,3364561.0
2014-04-11,3791,3854,3565,3768,51942,15376.0,3364561.0
2014-04-14,3783,3783,3631,3657,29153,14922.0,3364561.0
2014-04-15,3672,4204,3635,4205,167162,17159.0,3364561.0
2014-04-16,4047,4650,3990,4287,238436,17496.0,3364561.0
2014-04-17,4245,4344,4092,4222,49946,17227.0,3364561.0
2014-04-18,4220,4773,4097,4345,148471,17731.0,3364561.0
2014-04-21,4427,4427,4121,4123,82620,16823.0,3364561.0
2014-04-22,4121,4287,4092,4180,31081,17058.0,3364561.0
2014-04-23,4213,4278,3998,3999,51704,16318.0,3364561.0
2014-04-24,3957,4109,3850,4102,44257,16739.0,3364561.0
2014-04-25,4138,4525,4023,4040,150036,16486.0,3364561.0
2014-04-28,3994,3994,3800,3805,66989,15527.0,3364561.0
2014-04-29,3857,3911,3767,3850,18604,15712.0,3364561.0
2014-04-30,3829,3957,3824,3941,15732,16083.0,3364561.0
2014-05-02,4006,4080,3895,3937,16212,16066.0,3364561.0
2014-05-07,3936,3998,3589,3809,28612,15544.0,3364561.0
2014-05-08,3874,3895,3709,3710,16263,15141.0,3364561.0
2014-05-09,3771,4064,3681,3888,29032,15864.0,3364561.0
2014-05-12,3891,3957,3845,3900,10277,15914.0,3364561.0
2014-05-13,3957,3973,3800,3892,11755,15881.0,3364561.0
2014-05-14,3891,4039,3874,4023,18765,16419.0,3364561.0
2014-05-15,4023,4401,3994,4032,92142,16453.0,3364561.0
2014-05-16,4031,4105,3791,3900,58423,15914.0,3364561.0
2014-05-19,3916,3940,3726,3752,24654,15309.0,3364561.0
2014-05-20,3788,3788,3627,3722,19231,15191.0,3364561.0
2014-05-21,3684,3907,3635,3768,16110,15376.0,3364561.0
2014-05-22,3796,3907,3759,3838,23748,15662.0,3364561.0
2014-05-23,3833,3978,3791,3809,30948,15544.0,3364561.0
2014-05-26,3874,3961,3734,3859,19940,15746.0,3364561.0
2014-05-27,3895,3895,3693,3768,21821,15376.0,3364561.0
2014-05-28,3783,3783,3693,3739,18867,15258.0,3364561.0
2014-05-29,3750,3862,3709,3768,21007,15376.0,3364561.0
2014-05-30,3874,3874,3759,3793,11102,15477.0,3364561.0
2014-06-02,3791,3862,3648,3719,13119,15174.0,3364561.0
2014-06-03,3717,3743,3577,3640,15258,14855.0,3364561.0
2014-06-05,3668,3668,3606,3636,11612,14838.0,3364561.0
2014-06-09,3668,3763,3606,3693,14323,15073.0,3364561.0
2014-06-10,3709,3850,3705,3764,21225,15359.0,3364561.0
2014-06-11,3791,3907,3709,3760,19003,15342.0,3364561.0
2014-06-12,3759,3788,3672,3735,22335,15241.0,3364561.0
2014-06-13,3734,3743,3622,3648,11565,14888.0,3364561.0
2014-06-16,3648,3697,3594,3665,3831,14955.0,3364561.0
2014-06-17,3705,3705,3627,3686,3783,15040.0,3364561.0
2014-06-18,3701,3701,3615,3619,4786,14770.0,3364561.0
2014-06-19,3668,3697,3602,3628,8102,14804.0,3364561.0
2014-06-20,3701,3817,3577,3579,26814,14602.0,3364561.0
2014-06-23,3594,3622,3503,3504,5188,14299.0,3364561.0
2014-06-24,3408,3491,3400,3425,18517,13980.0,3364561.0
2014-06-25,3326,3425,3272,3298,30459,13458.0,3364561.0
2014-06-26,3342,3420,3297,3360,23373,13711.0,3364561.0
2014-06-27,3380,3413,3256,3335,3993,13610.0,3364561.0
2014-06-30,3285,3503,3272,3504,13899,14299.0,3364561.0
2014-07-01,3541,3544,3446,3496,2538,14266.0,3364561.0
2014-07-02,3541,3541,3380,3491,5803,14249.0,3364561.0
2014-07-03,3491,3544,3334,3356,4078,13694.0,3364561.0
2014-07-04,3380,3544,3306,3533,7284,14417.0,3364561.0
2014-07-07,3544,3544,3420,3537,9995,14434.0,3364561.0
2014-07-08,3544,3544,3420,3451,6467,14081.0,3364561.0
2014-07-09,3462,3499,3384,3451,1064,14081.0,3364561.0
2014-07-10,3462,3965,3462,3966,105771,16184.0,3364561.0
2014-07-11,4213,4525,4101,4320,279117,17630.0,3364561.0
2014-07-14,4245,4303,4039,4069,68468,16604.0,3364561.0
2014-07-15,4043,4493,3981,4118,137693,16806.0,3364561.0
2014-07-16,4085,4641,4064,4452,219227,18169.0,3364561.0
2014-07-17,4460,5087,4401,4823,252471,19683.0,3364561.0
2014-07-18,4764,4987,4633,4642,93640,18942.0,3364561.0
2014-07-21,4624,4698,4493,4593,73548,18741.0,3364561.0
2014-07-22,4633,5053,4600,4914,129528,20053.0,3364561.0
2014-07-23,5028,5037,4838,4881,42748,19918.0,3364561.0
2014-07-24,4864,4962,4575,4626,68671,18875.0,3364561.0
2014-07-25,4690,4831,4542,4667,50782,19043.0,3364561.0
2014-07-28,4665,4864,4517,4518,53182,18438.0,3364561.0
2014-07-29,4320,4476,4278,4370,70146,17832.0,3364561.0
2014-07-30,4401,4435,4254,4370,37099,17832.0,3364561.0
2014-07-31,4369,4781,4245,4659,64857,19010.0,3364561.0
2014-08-01,4617,4617,4435,4469,34257,18236.0,3364561.0
2014-08-04,4493,4558,4451,4534,16295,18505.0,3364561.0
2014-08-05,4468,4641,4451,4534,16868,18505.0,3364561.0
2014-08-06,4542,4600,4204,4237,36053,17294.0,3364561.0
2014-08-07,4204,4353,4163,4329,19745,17664.0,3364561.0
2014-08-08,4369,4394,4196,4230,7675,17260.0,3364561.0
2014-08-11,4228,4228,4064,4156,25393,16957.0,3364561.0
2014-08-12,4121,4130,4023,4036,17443,16817.0,3435516.0
2014-08-13,4121,4121,3998,4007,12657,16697.0,3435516.0
2014-08-14,4039,4039,3924,3941,18938,16422.0,3435516.0
2014-08-18,3998,4517,3837,3990,163977,16628.0,3435516.0
2014-08-19,4101,4101,3833,3879,52815,16164.0,3435516.0
2014-08-20,3911,4328,3862,4032,64123,16800.0,3435516.0
2014-08-21,4039,4633,4031,4634,243834,19308.0,3435516.0
2014-08-22,4698,5210,4542,5030,222605,20957.0,3435516.0
2014-08-25,5037,5152,4781,4782,77019,19926.0,3435516.0
2014-08-26,4764,5498,4757,5268,354296,21953.0,3435516.0
2014-08-27,5161,5729,5070,5491,209435,22881.0,3435516.0
2014-08-28,5482,5721,5275,5425,119578,22606.0,3435516.0
2014-08-29,5424,5638,5284,5541,74820,23087.0,3435516.0
2014-09-01,5441,5804,5399,5400,107170,22503.0,3435516.0
2014-09-02,5350,5771,5152,5640,131068,23499.0,3435516.0
2014-09-03,5927,6389,5688,6184,223914,25766.0,3435516.0
2014-09-04,6182,6257,5779,5928,114367,24701.0,3435516.0
2014-09-05,5828,6182,5688,5771,92856,24049.0,3435516.0
2014-09-11,5853,6018,5664,5780,73563,24083.0,3435516.0
2014-09-12,5490,5647,5012,5111,221876,21300.0,3435516.0
2014-09-15,5028,5259,5012,5111,59615,21300.0,3435516.0
2014-09-16,5094,5177,4905,4980,49956,20751.0,3435516.0
2014-09-17,4979,5053,4930,5037,14432,20991.0,3435516.0
2014-09-18,5012,5012,4913,4988,14736,20785.0,3435516.0
2014-09-19,5020,5028,4888,4939,27296,20579.0,3435516.0
2014-09-22,4938,4979,4748,4749,53403,19789.0,3435516.0
2014-09-23,4847,4855,4665,4790,19915,19960.0,3435516.0
2014-09-24,4838,4995,4715,4930,29091,20544.0,3435516.0
2014-09-25,4905,4971,4690,4741,38877,19754.0,3435516.0
2014-09-26,4665,4757,4665,4716,15937,20598.0,3601078.0
2014-09-29,4781,5416,4617,5137,360208,22435.0,3601078.0
2014-09-30,5111,5317,4938,4997,110447,21823.0,3601078.0
2014-10-01,5028,5028,4542,4543,102428,19842.0,3601078.0
2014-10-02,4558,4583,4369,4510,69453,19698.0,3601078.0
2014-10-06,4501,4847,4501,4700,86531,20526.0,3601078.0
2014-10-07,4790,5111,4633,4889,168075,21354.0,3601078.0
2014-10-08,5004,5614,4995,5483,387485,23947.0,3601078.0
2014-10-10,5441,5564,5275,5524,103440,24127.0,3601078.0
2014-10-13,5507,5507,5028,5153,114213,22507.0,3601078.0
2014-10-14,4987,5292,4979,5252,73895,22939.0,3601078.0
2014-10-15,5284,5746,5259,5458,73004,23839.0,3601078.0
2014-10-16,5399,5589,5194,5351,51183,23371.0,3601078.0
2014-10-17,5408,6059,5350,5689,165750,24847.0,3601078.0
2014-10-20,5779,6042,5688,5928,102876,25892.0,3601078.0
2014-10-21,5985,5985,5614,5689,79146,24847.0,3601078.0
2014-10-22,5696,5935,5696,5829,67890,25460.0,3601078.0
2014-10-23,5828,6273,5721,5985,299198,26144.0,3601078.0
2014-10-24,6075,6875,5853,6876,510169,30033.0,3601078.0
2014-10-27,7906,7906,7906,7907,32335,34534.0,3601078.0
2014-10-28,8450,9068,8013,8657,1338770,37811.0,3601078.0
2014-10-29,8491,8863,8227,8410,580533,36731.0,3601078.0
2014-10-30,8244,8409,7287,7561,575203,33022.0,3601078.0
2014-10-31,7741,7766,7238,7503,329896,32770.0,3601078.0
2014-11-03,7502,7560,7007,7206,266357,31473.0,3601078.0
2014-11-04,7279,8087,6916,7049,791568,30789.0,3601078.0
2014-11-05,6966,6966,6496,6654,321080,29061.0,3601078.0
2014-11-06,6760,6801,6232,6307,204345,27548.0,3601078.0
2014-11-07,6372,7246,6348,7248,1092301,31653.0,3601078.0
2014-11-10,7419,7444,7007,7198,404480,31437.0,3601078.0
2014-11-11,7246,7246,6636,6736,237525,29421.0,3601078.0
2014-11-12,6735,6735,6306,6357,204624,27764.0,3601078.0
2014-11-13,6430,6586,6175,6307,168194,27548.0,3601078.0
2014-11-14,6273,6430,5993,6118,138283,26720.0,3601078.0
2014-11-17,6018,6075,5738,5928,160371,25892.0,3601078.0
2014-11-18,5935,6133,5795,6085,126578,26576.0,3601078.0
2014-11-19,6042,6166,5886,6018,84979,26288.0,3601078.0
2014-11-20,6051,6051,5449,5574,231960,24343.0,3601078.0
2014-11-21,5622,5804,5482,5771,111976,25208.0,3601078.0
2014-11-24,5738,5795,5672,5738,76542,25064.0,3601078.0
2014-11-25,5738,5754,5572,5648,64191,24667.0,3601078.0
2014-11-26,5705,6068,5531,6002,102554,26216.0,3601078.0
2014-11-27,5919,6001,5812,5878,72147,25676.0,3601078.0
2014-11-28,5878,5935,5738,5854,38509,25568.0,3601078.0
2014-12-01,5853,6182,5572,5944,124005,25964.0,3601078.0
2014-12-02,5861,5919,5680,5697,65493,24883.0,3601078.0
2014-12-03,5614,5771,5614,5656,40568,24703.0,3601078.0
2014-12-04,5598,5712,5598,5681,44455,24811.0,3601078.0
2014-12-05,5705,6529,5664,6530,562862,28521.0,3601078.0
2014-12-08,6702,6719,6265,6348,269385,27728.0,3601078.0
2014-12-09,6265,6678,6142,6522,204808,28485.0,3601078.0
