메가스터디교육(215200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-01-17,9513,9533,9323,9373,1394,108897.0,2324376.0
2017-01-18,9303,9503,9243,9463,4642,109943.0,2324376.0
2017-01-19,9463,9533,9303,9373,1160,108897.0,2324376.0
2017-01-20,9303,9513,9303,9383,1360,109013.0,2324376.0
2017-01-23,9403,9583,9403,9513,1631,110524.0,2324376.0
2017-01-24,9513,9703,9513,9553,2703,110989.0,2324376.0
2017-01-25,9433,9703,9433,9693,858,112616.0,2324376.0
2017-01-26,9563,9703,9473,9543,558,110873.0,2324376.0
2017-01-31,9543,9683,9473,9673,951,112384.0,2324376.0
2017-02-01,9673,9673,9533,9643,2667,112035.0,2324376.0
2017-02-02,9663,9893,9543,9703,3056,112732.0,2324376.0
2017-02-03,9713,9993,9703,9963,4533,115754.0,2324376.0
2017-02-06,9953,9953,9703,9903,2157,115057.0,2324376.0
2017-02-07,9863,9863,9753,9803,1289,113894.0,2324376.0
2017-02-08,9793,9943,9763,9943,2599,115521.0,2324376.0
2017-02-09,9943,9943,9713,9893,740,114940.0,2324376.0
2017-02-10,9883,9883,9683,9723,4723,112965.0,2324376.0
2017-02-13,9723,9833,9703,9713,726,112848.0,2324376.0
2017-02-14,9653,9833,9653,9823,4094,114127.0,2324376.0
2017-02-15,9703,9783,9703,9733,653,113081.0,2324376.0
2017-02-16,9733,9743,9643,9703,6677,112732.0,2324376.0
2017-02-17,9743,9743,9603,9663,1090,112267.0,2324376.0
2017-02-20,9533,9703,9513,9523,1022,110640.0,2324376.0
2017-02-21,9533,9683,9503,9503,1531,110408.0,2324376.0
2017-02-22,9503,9673,9493,9653,664,112151.0,2324376.0
2017-02-23,9683,9723,9553,9613,743,111686.0,2324376.0
2017-02-24,9603,9723,9603,9623,2484,111802.0,2324376.0
2017-02-27,9603,9803,9603,9733,2672,113081.0,2324376.0
2017-02-28,9733,9733,9593,9593,687,111454.0,2324376.0
2017-03-02,9603,9643,9583,9643,3878,112035.0,2324376.0
2017-03-03,9643,9683,9583,9683,957,112500.0,2324376.0
2017-03-06,9683,9683,9423,9433,1744,109594.0,2324376.0
2017-03-07,9433,9763,9353,9543,3494,110873.0,2324376.0
2017-03-08,9543,9543,9283,9303,1366,108083.0,2324376.0
2017-03-09,9303,9333,9243,9293,187,107967.0,2324376.0
2017-03-10,9243,9353,9243,9273,1753,107735.0,2324376.0
2017-03-13,9273,9483,9273,9443,2462,109711.0,2324376.0
2017-03-14,9443,9443,9303,9393,957,109129.0,2324376.0
2017-03-15,9393,9393,9113,9133,7360,106108.0,2324376.0
2017-03-16,9063,9063,8953,8963,3526,104132.0,2324376.0
2017-03-17,8963,9003,8723,8923,20948,103667.0,2324376.0
2017-03-20,8923,9003,8763,8953,1683,104016.0,2324376.0
2017-03-21,8993,9003,8863,8953,1419,104016.0,2324376.0
2017-03-22,8953,8963,8763,8953,2103,104016.0,2324376.0
2017-03-23,8993,8993,8793,8903,70516,103435.0,2324376.0
2017-03-24,8993,9003,8733,8983,4323,104364.0,2324376.0
2017-03-27,8983,9003,8883,8993,94617,104481.0,2324376.0
2017-03-28,8993,9003,8903,8993,1512,104481.0,2324376.0
2017-03-29,8863,9003,8863,9003,932,104597.0,2324376.0
2017-03-30,8923,8993,8903,8903,297,103435.0,2324376.0
2017-03-31,8903,9233,8823,8853,2130,102854.0,2324376.0
2017-04-03,8873,8973,8853,8853,1026,102854.0,2324376.0
2017-04-04,8853,8973,8803,8833,1225,102621.0,2324376.0
2017-04-05,8793,8903,8793,8803,1163,102273.0,2324376.0
2017-04-06,8833,8953,8813,8843,595,102737.0,2324376.0
2017-04-07,8923,8963,8853,8853,717,102854.0,2324376.0
2017-04-10,8873,8873,8703,8713,4884,101227.0,2324376.0
2017-04-11,8803,8803,8673,8703,1868,101110.0,2324376.0
2017-04-12,8733,8733,8663,8683,1594,100878.0,2324376.0
2017-04-13,8733,8733,8653,8673,2011,100762.0,2324376.0
2017-04-14,8673,8673,8522,8543,3229,99251.0,2324376.0
2017-04-17,8703,8703,8532,8623,1763,100181.0,2324376.0
2017-04-18,8623,8623,8522,8623,1198,100181.0,2324376.0
2017-04-19,8633,8633,8482,8493,1711,98670.0,2324376.0
2017-04-20,8542,8542,8422,8493,2682,98670.0,2324376.0
2017-04-21,8542,8542,8352,8373,3458,97275.0,2324376.0
2017-04-24,8372,8462,8352,8383,3110,97391.0,2324376.0
2017-04-25,8382,8432,8342,8413,1618,97740.0,2324376.0
2017-04-26,8412,8462,8412,8453,2395,98205.0,2324376.0
2017-04-27,8452,8522,8402,8483,1463,98554.0,2324376.0
2017-04-28,8422,8522,8402,8473,2128,98437.0,2324376.0
2017-05-02,8502,8502,8382,8453,1539,98205.0,2324376.0
2017-05-04,8452,8492,8322,8433,1729,97972.0,2324376.0
2017-05-08,8442,8442,8362,8433,673,97972.0,2324376.0
2017-05-10,8342,8432,8272,8283,6529,96229.0,2324376.0
2017-05-11,8282,8312,8232,8313,4134,96578.0,2324376.0
2017-05-12,8312,8312,8192,8303,8282,96462.0,2324376.0
2017-05-15,8292,8302,8182,8293,1982,96345.0,2324376.0
2017-05-16,8292,8292,8172,8173,2186,94951.0,2324376.0
2017-05-17,8222,8262,8172,8173,1375,94951.0,2324376.0
2017-05-18,8212,8212,8112,8193,1143,95183.0,2324376.0
2017-05-19,8192,8222,8082,8203,1424,95299.0,2324376.0
2017-05-22,8272,8272,8072,8123,2101,94370.0,2324376.0
2017-05-23,8272,8272,8042,8043,1627,93440.0,2324376.0
2017-05-24,8192,8192,8032,8063,4631,93672.0,2324376.0
2017-05-25,8062,8072,7962,8003,3836,92975.0,2324376.0
2017-05-26,8002,8082,7982,8053,1995,93556.0,2324376.0
2017-05-29,8052,8102,8002,8023,2677,93207.0,2324376.0
2017-05-30,8012,8032,8002,8023,912,93207.0,2324376.0
2017-05-31,8022,8102,7892,7903,7592,91813.0,2324376.0
2017-06-01,8022,8022,7822,7873,6558,91464.0,2324376.0
2017-06-02,7972,7972,7832,7863,5250,91348.0,2324376.0
2017-06-05,7992,7992,7792,7843,7599,91116.0,2324376.0
2017-06-07,7842,7942,7832,7853,5347,91232.0,2324376.0
2017-06-08,7852,7902,7822,7853,1440,91232.0,2324376.0
2017-06-09,7852,7892,7822,7863,3767,91348.0,2324376.0
2017-06-12,7882,7882,7782,7803,5072,90651.0,2324376.0
2017-06-13,7802,7842,7752,7773,10268,90302.0,2324376.0
2017-06-14,7772,7782,7622,7703,17204,89488.0,2324376.0
2017-06-15,7692,7762,7622,7693,8387,89372.0,2324376.0
2017-06-16,7702,7712,7632,7683,5915,89256.0,2324376.0
2017-06-19,7632,7702,7602,7623,10285,88559.0,2324376.0
2017-06-20,7692,7692,7562,7593,16641,88210.0,2324376.0
2017-06-21,7602,7662,7492,7523,9836,87397.0,2324376.0
2017-06-22,7542,7642,7502,7573,17088,87978.0,2324376.0
2017-06-23,7572,7692,7542,7623,1834,88559.0,2324376.0
2017-06-26,7682,7682,7572,7603,6711,88326.0,2324376.0
2017-06-27,7562,7642,7542,7623,2050,88559.0,2324376.0
2017-06-28,7742,7742,7512,7523,12388,87397.0,2324376.0
2017-06-29,7642,7642,7512,7513,13549,87280.0,2324376.0
2017-06-30,7522,7592,7432,7503,15166,87164.0,2324376.0
2017-07-03,7502,7522,7372,7413,13001,86118.0,2324376.0
2017-07-04,7402,7452,7382,7413,900,86118.0,2324376.0
2017-07-05,7472,7472,7372,7403,1087,86002.0,2324376.0
2017-07-06,7402,7402,7332,7373,1513,85653.0,2324376.0
2017-07-07,7392,7392,7252,7253,2310,84259.0,2324376.0
2017-07-10,7442,7442,7152,7183,5100,83445.0,2324376.0
2017-07-11,7462,7462,7142,7173,5537,83329.0,2324376.0
2017-07-12,7172,7342,7132,7152,485,83096.0,2324376.0
2017-07-13,7082,7222,7082,7223,1808,83910.0,2324376.0
2017-07-14,7182,7272,7142,7223,1327,83910.0,2324376.0
2017-07-17,7232,7232,7142,7223,1812,83910.0,2324376.0
2017-07-18,7222,7262,7212,7223,1944,83910.0,2324376.0
2017-07-19,7222,7232,7172,7233,533,84026.0,2324376.0
2017-07-20,7262,7312,7182,7303,1258,84840.0,2324376.0
2017-07-21,7282,7332,7202,7303,879,84840.0,2324376.0
2017-07-24,7372,7372,7132,7273,7112,84491.0,2324376.0
2017-07-25,7132,7272,7112,7163,4567,83213.0,2324376.0
2017-07-26,7242,7242,7172,7243,1716,84142.0,2324376.0
2017-07-27,7172,7242,7122,7223,1235,83910.0,2324376.0
2017-07-28,7222,7222,7102,7132,3223,82864.0,2324376.0
2017-07-31,7182,7182,7042,7052,2674,81934.0,2324376.0
2017-08-01,7152,7182,7052,7092,1471,82399.0,2324376.0
2017-08-02,7092,7182,7092,7163,2599,83213.0,2324376.0
2017-08-03,7122,7232,7122,7183,3835,83445.0,2324376.0
2017-08-04,7232,7242,7122,7183,2888,83445.0,2324376.0
2017-08-07,7192,7192,7132,7193,2037,83561.0,2324376.0
2017-08-08,7192,7192,7072,7132,1691,82864.0,2324376.0
2017-08-09,7132,7172,7012,7142,4278,82980.0,2324376.0
2017-08-10,7032,7142,7032,7132,3601,82864.0,2324376.0
2017-08-11,7122,7192,7012,7173,7169,83329.0,2324376.0
2017-08-14,7172,7202,7082,7183,1070,83445.0,2324376.0
2017-08-16,7202,7252,7162,7203,2782,83678.0,2324376.0
2017-08-17,7252,7262,7202,7223,1603,83910.0,2324376.0
2017-08-18,7282,7282,7232,7283,2482,84607.0,2324376.0
2017-08-21,7302,7302,7272,7273,1360,84491.0,2324376.0
2017-08-22,7322,7332,7252,7303,1724,84840.0,2324376.0
2017-08-23,7332,7362,7282,7353,3300,85421.0,2324376.0
2017-08-24,7362,7382,7332,7363,1478,85537.0,2324376.0
2017-08-25,7392,7402,7362,7403,4104,86002.0,2324376.0
2017-08-28,7402,7412,7362,7403,1815,86002.0,2324376.0
2017-08-29,7392,7422,7352,7423,2520,86234.0,2324376.0
2017-08-30,7432,7482,7432,7463,1710,86699.0,2324376.0
2017-08-31,7462,7502,7462,7503,1250,87164.0,2324376.0
2017-09-01,7492,7632,7442,7623,4503,88559.0,2324376.0
2017-09-04,7602,7662,7552,7583,1298,88094.0,2324376.0
2017-09-05,7582,7622,7492,7523,3283,87397.0,2324376.0
2017-09-06,7522,7602,7522,7583,447,88094.0,2324376.0
2017-09-07,7602,7652,7502,7653,2257,88907.0,2324376.0
2017-09-08,7652,7752,7622,7733,2895,89837.0,2324376.0
2017-09-11,7732,7782,7662,7733,2531,89837.0,2324376.0
2017-09-12,7662,7742,7642,7643,5123,88791.0,2324376.0
2017-09-13,7702,7702,7522,7553,6627,87745.0,2324376.0
2017-09-14,7502,7672,7482,7603,4925,88326.0,2324376.0
2017-09-15,7672,7732,7552,7593,746,88210.0,2324376.0
2017-09-18,7692,7692,7462,7603,754,88326.0,2324376.0
2017-09-19,7592,7592,7422,7593,3624,88210.0,2324376.0
2017-09-20,7412,7572,7412,7553,813,87745.0,2324376.0
2017-09-21,7482,7512,7302,7493,1887,87048.0,2324376.0
2017-09-22,7682,7682,7242,7563,4337,87861.0,2324376.0
2017-09-25,7562,7642,7502,7583,4124,88094.0,2324376.0
2017-09-26,7352,7572,7352,7573,2661,87978.0,2324376.0
2017-09-27,7472,7692,7432,7693,2090,89372.0,2324376.0
2017-09-28,7702,7702,7552,7673,1111,89140.0,2324376.0
2017-09-29,7602,7752,7602,7733,1029,89837.0,2324376.0
2017-10-10,7722,7722,7662,7713,3588,89605.0,2324376.0
2017-10-11,7712,7792,7682,7793,1519,90534.0,2324376.0
2017-10-12,7712,7782,7712,7783,924,90418.0,2324376.0
2017-10-13,7762,7862,7672,7863,2494,91348.0,2324376.0
2017-10-16,7872,7892,7782,7873,1064,91464.0,2324376.0
2017-10-17,7882,7882,7782,7873,733,91464.0,2324376.0
2017-10-18,7792,7992,7782,7993,3452,92859.0,2324376.0
2017-10-19,7992,8012,7862,8003,4092,92975.0,2324376.0
2017-10-20,8012,8152,8002,8133,3984,94486.0,2324376.0
2017-10-23,8172,8182,8102,8183,2798,95067.0,2324376.0
2017-10-24,8072,8202,8072,8153,2344,94718.0,2324376.0
2017-10-25,8152,8202,8002,8203,1074,95299.0,2324376.0
2017-10-26,8202,8212,8102,8193,797,95183.0,2324376.0
2017-10-27,8272,8272,8172,8173,2146,94951.0,2324376.0
2017-10-30,8192,8242,8082,8123,3573,94370.0,2324376.0
2017-10-31,8132,8232,7942,8233,1727,95648.0,2324376.0
2017-11-01,8232,8292,8172,8243,3573,95764.0,2324376.0
2017-11-02,8122,8262,8122,8243,499,95764.0,2324376.0
2017-11-03,8202,8272,8202,8273,1698,96113.0,2324376.0
2017-11-06,8292,8292,8012,8233,2850,95648.0,2324376.0
2017-11-07,8222,8232,8132,8233,527,95648.0,2324376.0
2017-11-08,8272,8272,8162,8253,443,95881.0,2324376.0
2017-11-09,8252,8272,8112,8273,1211,96113.0,2324376.0
2017-11-10,8272,8282,8162,8283,688,96229.0,2324376.0
2017-11-13,8282,8282,8142,8263,1741,95997.0,2324376.0
2017-11-14,8222,8252,8092,8243,1992,95764.0,2324376.0
2017-11-15,8603,9103,8472,8723,20047,101343.0,2324376.0
2017-11-16,8863,8863,8723,8843,6531,102737.0,2324376.0
2017-11-17,8893,8983,8833,8983,7537,104364.0,2324376.0
2017-11-20,9153,9203,9003,9133,5262,106108.0,2324376.0
2017-11-21,9233,9263,9123,9183,4962,106689.0,2324376.0
2017-11-22,9183,9233,9003,9143,1681,106224.0,2324376.0
2017-11-23,9133,9193,8983,9143,2214,106224.0,2324376.0
2017-11-24,9103,9203,9053,9193,2329,106805.0,2324376.0
2017-11-27,9203,9243,9053,9243,3636,107386.0,2324376.0
2017-11-28,9203,9253,9173,9243,1738,107386.0,2324376.0
2017-11-29,9203,9333,9203,9333,2210,108432.0,2324376.0
2017-11-30,9393,9393,9203,9323,3050,108316.0,2324376.0
2017-12-01,9393,9853,9323,9783,11967,113662.0,2324376.0
2017-12-04,9803,11504,9803,10584,43178,122959.0,2324376.0
2017-12-05,10583,10763,10363,10704,3527,124354.0,2324376.0
2017-12-06,10623,11363,10623,11084,7791,128770.0,2324376.0
2017-12-07,11263,11363,11003,11324,6742,131560.0,2324376.0
2017-12-08,11283,11303,11063,11264,5915,130862.0,2324376.0
2017-12-11,11283,11684,11103,11504,6387,133652.0,2324376.0
2017-12-12,11544,12004,11484,12004,9604,139463.0,2324376.0
2017-12-13,11904,12004,11684,11784,4426,136906.0,2324376.0
2017-12-14,11744,11864,11303,11564,4295,134349.0,2324376.0
2017-12-15,11564,11604,11043,11224,6754,130397.0,2324376.0
2017-12-18,11123,11183,10823,10984,3291,127608.0,2324376.0
2017-12-19,10983,11103,10703,10824,3266,125749.0,2324376.0
2017-12-20,10643,11343,10643,11024,5841,128073.0,2324376.0
2017-12-21,11023,11203,11023,11164,1344,129700.0,2324376.0
2017-12-22,11203,11203,10943,11204,3061,130165.0,2324376.0
2017-12-26,11203,11984,10963,11404,4991,132489.0,2324376.0
2017-12-27,11203,11363,10983,11204,3977,130165.0,2324376.0
2017-12-28,11183,11924,11163,11404,1882,132489.0,2324376.0
2018-01-02,11403,11864,11263,11604,12169,134814.0,2324376.0
2018-01-03,11724,11904,11504,11904,5919,138300.0,2324376.0
2018-01-04,11904,12144,11804,12124,14815,140857.0,2324376.0
2018-01-05,12004,13504,12004,13465,24347,156431.0,2324376.0
2018-01-08,13404,13404,12504,12965,13599,150620.0,2324376.0
2018-01-09,12964,12964,12724,12945,7769,150387.0,2324376.0
2018-01-10,12804,13964,12804,13705,13088,159220.0,2324376.0
2018-01-11,13704,14785,13704,14265,19609,165728.0,2324376.0
2018-01-12,14264,14284,13924,14165,8869,164566.0,2324376.0
2018-01-15,13924,13984,13704,13725,7000,159452.0,2324376.0
2018-01-16,13504,13704,13364,13425,3859,155966.0,2324376.0
2018-01-17,13424,14445,13404,14265,18064,165728.0,2324376.0
2018-01-18,14264,15445,14264,14985,20351,174096.0,2324376.0
2018-01-19,15085,15865,14325,15465,27914,179674.0,2324376.0
2018-01-22,15445,15605,14865,15205,11705,176653.0,2324376.0
2018-01-23,15205,15205,14745,14885,9317,172934.0,2324376.0
2018-01-24,14885,15285,14605,15045,8387,174793.0,2324376.0
2018-01-25,15045,15045,14625,15005,4823,174328.0,2324376.0
2018-01-26,14945,14985,14445,14445,5326,167820.0,2324376.0
2018-01-29,14705,15245,14224,15165,12574,176188.0,2324376.0
2018-01-30,14865,15165,14605,14605,6064,169679.0,2324376.0
2018-01-31,14605,14705,14284,14405,8340,167355.0,2324376.0
2018-02-01,14405,14405,13624,14105,12362,163869.0,2324376.0
2018-02-02,14044,14044,13484,13545,9581,157360.0,2324376.0
2018-02-05,13524,13524,12964,13005,12851,151084.0,2324376.0
2018-02-06,12944,12944,12204,12384,18321,143879.0,2324376.0
2018-02-07,12404,13144,12004,12204,13966,141787.0,2324376.0
2018-02-08,12064,12584,11964,12164,10769,141322.0,2324376.0
2018-02-09,12144,12144,11904,12004,8714,139463.0,2324376.0
2018-02-12,12004,12464,11904,11984,9031,139230.0,2324376.0
2018-02-13,12204,12304,11644,11764,10385,136673.0,2324376.0
2018-02-14,11764,12424,11423,11484,9020,133419.0,2324376.0
2018-02-19,11804,11944,11363,11444,9632,132954.0,2324376.0
2018-02-20,11443,11684,11083,11684,8714,135744.0,2324376.0
2018-02-21,11564,11564,11323,11324,8989,131560.0,2324376.0
2018-02-22,11504,11504,10943,10944,11355,127143.0,2324376.0
2018-02-23,10803,11403,10803,11304,11967,131327.0,2324376.0
2018-02-26,11484,13884,11263,12404,41707,144111.0,2324376.0
2018-02-27,12484,12524,12044,12224,13073,142019.0,2324376.0
2018-02-28,12144,12224,11824,11884,8804,138068.0,2324376.0
2018-03-02,11844,12444,11804,12024,15720,139695.0,2324376.0
2018-03-05,11804,12504,11804,12244,12748,142252.0,2324376.0
2018-03-06,12244,12784,12244,12784,12402,148528.0,2324376.0
2018-03-07,12984,13324,12124,13185,25187,153176.0,2324376.0
2018-03-08,13204,14004,12604,13965,18193,162241.0,2324376.0
2018-03-09,13844,14545,13844,14505,10533,168517.0,2324376.0
2018-03-12,14505,15065,14505,15065,12512,175026.0,2324376.0
2018-03-13,15025,15165,14044,14505,10565,168517.0,2324376.0
2018-03-14,14284,14345,13804,14105,8650,163869.0,2324376.0
2018-03-15,14104,15045,14104,14785,20344,171771.0,2324376.0
2018-03-16,14785,14985,14425,14525,11025,168750.0,2324376.0
2018-03-19,14565,14825,14505,14665,10136,170377.0,2324376.0
2018-03-20,14625,14665,14365,14665,6869,170377.0,2324376.0
2018-03-21,14665,14985,14264,14525,12272,168750.0,2324376.0
2018-03-22,14645,14805,14224,14705,4247,170842.0,2324376.0
2018-03-23,14745,14745,14224,14605,7231,169679.0,2324376.0
2018-03-26,14405,14665,14184,14365,9394,166890.0,2324376.0
2018-03-27,14365,16805,14365,16266,23552,188972.0,2324376.0
2018-03-28,16125,17726,16125,17686,34015,205475.0,2324376.0
2018-03-29,17866,18906,17446,17446,36064,202686.0,2324376.0
2018-03-30,17446,20287,17446,19547,60392,227092.0,2324376.0
2018-04-02,19566,20367,18166,19907,46688,231275.0,2324376.0
2018-04-03,20507,21307,19866,20907,54141,242897.0,2324376.0
2018-04-04,20907,21567,20006,21207,26794,246384.0,2324376.0
2018-04-05,21207,25208,21207,24168,52664,280785.0,2324376.0
2018-04-06,24608,24848,23788,24188,34403,281017.0,2324376.0
2018-04-09,24168,25829,23608,25169,29845,292407.0,2324376.0
2018-04-10,26009,26009,24148,24429,19926,283806.0,2324376.0
2018-04-11,24608,25168,24008,24629,17421,286131.0,2324376.0
2018-04-12,24648,25768,24308,25229,21786,293104.0,2324376.0
2018-04-13,25208,25728,24728,25589,10969,297288.0,2324376.0
2018-04-16,25708,26789,25268,26689,10888,310072.0,2324376.0
2018-04-17,26309,26629,24508,25089,22757,291477.0,2324376.0
2018-04-18,25088,25748,24828,25549,14072,296823.0,2324376.0
2018-04-19,25548,25849,24108,24409,14211,283574.0,2324376.0
2018-04-20,23788,25408,23788,25169,12504,292407.0,2324376.0
2018-04-23,25168,26189,25068,26149,14621,303796.0,2324376.0
2018-04-24,26129,27209,26129,27069,22791,314488.0,2324376.0
2018-04-25,27009,27489,25268,26469,18240,307515.0,2324376.0
2018-04-26,26409,26589,25468,25749,11282,299147.0,2324376.0
2018-04-27,25708,26309,25108,25989,5555,301936.0,2324376.0
2018-04-30,25809,26809,25348,26349,10890,306120.0,2324376.0
2018-05-02,26349,26629,25008,25309,105481,294034.0,2324376.0
2018-05-03,25008,25789,25008,25489,5837,296126.0,2324376.0
2018-05-04,25488,26049,25388,25909,6065,301007.0,2324376.0
2018-05-08,26009,26689,26009,26229,11412,304726.0,2324376.0
2018-05-09,26409,27749,26329,27029,17344,314023.0,2324376.0
2018-05-10,26729,27689,26489,27089,13229,314721.0,2324376.0
2018-05-11,27809,27909,27089,27310,10319,317277.0,2324376.0
2018-05-14,27309,27829,26709,27209,13532,316115.0,2324376.0
2018-05-15,27209,27369,26109,27129,18851,315185.0,2324376.0
2018-05-16,27169,27809,26829,27810,23091,323088.0,2324376.0
2018-05-17,27829,30890,26909,30030,42830,348889.0,2324376.0
2018-05-18,29910,31591,29670,30671,27408,356327.0,2324376.0
2018-05-21,30670,32191,30670,32131,24468,373295.0,2324376.0
2018-05-23,32131,32571,31210,31791,18555,369343.0,2324376.0
2018-05-24,31791,32791,31210,32371,22040,376084.0,2324376.0
2018-05-25,32011,32011,30590,31511,16328,366089.0,2324376.0
2018-05-28,31490,31511,29610,30211,19319,350981.0,2324376.0
2018-05-29,30530,31510,29710,29890,21618,347262.0,2324376.0
2018-05-30,30130,30450,28790,30411,18048,353305.0,2324376.0
2018-05-31,30410,31851,30030,31731,23703,368646.0,2324376.0
2018-06-01,31991,33431,31310,33312,21459,387009.0,2324376.0
2018-06-04,33311,33711,31831,32351,20262,375852.0,2324376.0
2018-06-05,32351,32911,31310,31971,14575,371435.0,2324376.0
2018-06-07,31971,32071,31230,31591,14154,367019.0,2324376.0
2018-06-08,31591,32631,30710,32211,12380,374225.0,2324376.0
2018-06-11,32211,32811,31891,32291,9090,375154.0,2324376.0
2018-06-12,31971,32891,31691,32531,7698,377944.0,2324376.0
2018-06-14,32531,33011,31230,32992,13560,383290.0,2324376.0
2018-06-15,32991,33011,32011,32911,7358,382360.0,2324376.0
2018-06-18,32311,33691,31891,32992,11399,383290.0,2324376.0
2018-06-19,32991,33391,31811,32711,5980,380035.0,2324376.0
2018-06-20,32611,32631,31831,32391,4770,376316.0,2324376.0
2018-06-21,32071,32591,31470,31691,3930,368181.0,2324376.0
2018-06-22,31110,31671,30810,31111,5529,361440.0,2324376.0
2018-06-25,30510,31751,30510,31331,4417,363997.0,2324376.0
2018-06-26,31330,34392,31330,34072,22493,395841.0,2324376.0
2018-06-27,34071,35592,32471,35352,23191,410717.0,2324376.0
2018-06-28,35352,35392,33891,34052,14361,395609.0,2324376.0
2018-06-29,33791,35312,33091,35252,10275,409555.0,2324376.0
2018-07-02,35252,35252,33771,33772,11625,392355.0,2324376.0
2018-07-03,33671,34912,33571,33892,7761,393749.0,2324376.0
2018-07-04,34692,34692,33571,34052,9220,395609.0,2324376.0
2018-07-05,34051,34532,32411,33312,12148,387009.0,2324376.0
2018-07-06,33211,33911,32811,33492,3338,389101.0,2324376.0
2018-07-09,33491,33611,32311,32571,6514,378408.0,2324376.0
2018-07-10,33011,33411,32451,32771,10522,380733.0,2324376.0
2018-07-11,32591,33291,31410,32731,10106,380268.0,2324376.0
2018-07-12,32591,33071,31811,33032,6288,383754.0,2324376.0
2018-07-13,33371,33651,32731,33592,7247,390263.0,2324376.0
2018-07-16,33651,34912,33651,34212,13447,397468.0,2324376.0
2018-07-17,33951,34612,33651,34232,5069,397701.0,2324376.0
2018-07-18,34231,34432,33511,33992,6763,394911.0,2324376.0
2018-07-19,34111,34171,33411,33972,4775,394679.0,2324376.0
2018-07-20,33611,34011,32651,33412,8367,388171.0,2324376.0
2018-07-23,33791,33791,32771,33392,4822,387938.0,2324376.0
2018-07-24,33391,33831,32471,32631,7719,379106.0,2324376.0
2018-07-25,32211,33191,32071,32551,7084,378176.0,2324376.0
2018-07-26,32411,33111,31971,32831,5362,381430.0,2324376.0
2018-07-27,32431,33971,32431,33492,10604,389101.0,2324376.0
2018-07-30,33471,33491,32591,32952,7220,382825.0,2324376.0
2018-07-31,32611,33191,32611,33112,4669,384684.0,2324376.0
2018-08-01,32811,33931,32631,33872,12759,393517.0,2324376.0
2018-08-02,33591,35812,33591,35792,31713,415831.0,2324376.0
2018-08-03,35792,36452,34251,34512,18241,400955.0,2324376.0
2018-08-06,34051,34412,32671,33592,15794,390263.0,2324376.0
2018-08-07,32991,33371,31791,31851,13459,370041.0,2324376.0
2018-08-08,32111,32531,31510,32071,10304,372597.0,2324376.0
2018-08-09,32371,32591,30430,32411,12402,376549.0,2324376.0
2018-08-10,32411,32411,28890,29150,33009,338662.0,2324376.0
2018-08-13,29150,30690,26829,27290,24858,317045.0,2324376.0
2018-08-14,27289,28930,27289,28650,18702,332851.0,2324376.0
2018-08-16,0,0,0,28650,0,332851.0,2324376.0
2018-08-17,0,0,0,28650,0,,
2018-08-20,0,0,0,28650,0,,
2018-08-21,0,0,0,28650,0,,
2018-08-22,0,0,0,28650,0,,
2018-08-23,0,0,0,28650,0,,
2018-08-24,0,0,0,28650,0,,
2018-08-27,0,0,0,28650,0,,
2018-08-28,0,0,0,28650,0,,
2018-08-29,30000,30200,26500,27400,201194,318440.0,11621880.0
2018-08-30,27150,28350,26500,27100,155847,314953.0,11621880.0
2018-08-31,26800,27100,26150,27000,100950,313791.0,11621880.0
2018-09-03,27000,27000,25150,25400,191161,295196.0,11621880.0
2018-09-04,25650,25700,24250,25000,206033,290547.0,11621880.0
2018-09-05,25000,26150,24650,25700,140142,298682.0,11621880.0
2018-09-06,25550,26300,24400,24600,110089,285898.0,11621880.0
2018-09-07,24600,25100,24050,24850,53496,288804.0,11621880.0
2018-09-10,25200,25200,24250,24600,48517,285898.0,11621880.0
2018-09-11,24800,25150,23950,24400,86469,283574.0,11621880.0
2018-09-12,24400,26750,24250,26250,126610,305074.0,11621880.0
2018-09-13,26100,26200,24750,25000,112156,290547.0,11621880.0
2018-09-14,25000,25350,24500,24750,53583,287642.0,11621880.0
2018-09-17,24750,24850,23150,23300,97356,274052.0,11761880.0
2018-09-18,23450,24450,23450,24100,52799,283461.0,11761880.0
2018-09-19,24000,24000,22900,23400,74492,275228.0,11761880.0
2018-09-20,23400,24700,23050,24600,81920,289342.0,11761880.0
2018-09-21,24900,28300,24900,26900,327273,316395.0,11761880.0
2018-09-27,26450,27800,26100,26500,109800,311690.0,11761880.0
2018-09-28,26500,27200,25450,26800,70934,315218.0,11761880.0
2018-10-01,27000,27750,26300,27700,100103,325804.0,11761880.0
2018-10-02,27900,28700,26300,26750,117730,314630.0,11761880.0
2018-10-04,26750,27200,26000,26000,61637,305809.0,11761880.0
2018-10-05,25300,25450,23150,23850,248550,280521.0,11761880.0
2018-10-08,23300,23500,20400,21950,300483,258173.0,11761880.0
2018-10-10,21800,22800,21000,21500,68874,252880.0,11761880.0
2018-10-11,20450,21900,19900,20000,128878,235238.0,11761880.0
2018-10-12,19600,20500,19300,20500,129113,241119.0,11761880.0
2018-10-15,21350,21500,20300,20800,67047,244647.0,11761880.0
2018-10-16,20750,21200,20350,20750,41038,244059.0,11761880.0
2018-10-17,21500,22200,20850,21700,75754,255233.0,11761880.0
2018-10-18,21450,23000,21250,22200,67679,261114.0,11761880.0
2018-10-19,21800,23400,21350,23200,77488,272876.0,11761880.0
