피씨엘(241820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-16,10300,10300,9960,9980,21956,89233.0,8941164.0
2018-11-19,10100,10150,9400,9840,83461,87981.0,8941164.0
2018-11-20,9730,9790,9240,9360,103331,83689.0,8941164.0
2018-11-21,8990,8990,8520,8800,160434,78682.0,8941164.0
2018-11-22,9000,9000,8750,8870,33868,79308.0,8941164.0
2018-11-23,8870,8900,8600,8660,26563,77430.0,8941164.0
2018-11-26,8610,9070,8600,9070,33776,81096.0,8941164.0
2018-11-27,9070,9320,8930,8980,28362,80292.0,8941164.0
2018-11-28,9030,9030,8340,8600,82589,76894.0,8941164.0
2018-11-29,8700,8790,8520,8620,43357,77073.0,8941164.0
2018-11-30,8600,8740,8380,8400,38897,75106.0,8941164.0
2018-12-03,8310,8340,7980,8050,126205,71976.0,8941164.0
2018-12-04,8050,8120,7690,8100,123812,72423.0,8941164.0
2018-12-05,8020,8380,7850,8280,67432,74033.0,8941164.0
2018-12-06,8370,8370,7910,7910,30803,70725.0,8941164.0
2018-12-07,7920,8490,7810,8250,83821,73765.0,8941164.0
2018-12-10,8210,8210,7880,7990,29146,71440.0,8941164.0
2018-12-11,8000,8090,7890,7960,35175,71172.0,8941164.0
2018-12-12,8000,8040,7880,7950,19399,71082.0,8941164.0
2018-12-13,7950,8010,7800,7900,22887,70635.0,8941164.0
2018-12-14,7830,8000,7710,7900,28660,70635.0,8941164.0
2018-12-17,7900,8100,7790,7990,27183,71440.0,8941164.0
2018-12-18,7990,8100,7870,7950,18789,71082.0,8941164.0
2018-12-19,8000,8100,7950,8020,19895,71708.0,8941164.0
2018-12-20,8080,8140,7890,8000,36606,71529.0,8941164.0
2018-12-21,8090,8090,7850,7910,21161,70725.0,8941164.0
2018-12-24,8020,8020,7720,7920,33089,70814.0,8941164.0
2018-12-26,7710,7860,7680,7720,22378,69026.0,8941164.0
2018-12-27,7890,8800,7820,8290,94066,74122.0,8941164.0
2018-12-28,8400,9820,8300,9600,162359,85835.0,8941164.0
2019-01-02,9920,10250,9500,9530,70619,85209.0,8941164.0
2019-01-03,9920,9920,9130,9360,24532,83689.0,8941164.0
2019-01-04,9780,9780,9320,9630,17691,86103.0,8941164.0
2019-01-07,9900,9900,9600,9700,17230,86729.0,8941164.0
2019-01-08,9850,9990,9600,9720,11455,86908.0,8941164.0
2019-01-09,9830,9890,9490,9700,8105,86729.0,8941164.0
2019-01-10,9790,9790,9330,9370,17682,83779.0,8941164.0
2019-01-11,9400,9900,9170,9610,16882,85925.0,8941164.0
2019-01-14,9610,9860,9100,9400,10426,84047.0,8941164.0
2019-01-15,9500,9690,9300,9420,13870,84226.0,8941164.0
2019-01-16,9670,9670,8920,9350,23970,83600.0,8941164.0
2019-01-17,9290,9370,9000,9170,31476,81990.0,8941164.0
2019-01-18,9140,9280,8950,9000,20496,80470.0,8941164.0
2019-01-21,9010,9210,8800,8900,20017,79576.0,8941164.0
2019-01-22,8800,9000,8790,8930,22523,79845.0,8941164.0
2019-01-23,8910,8930,8550,8640,27177,77252.0,8941164.0
2019-01-24,8740,8840,8450,8670,21531,77520.0,8941164.0
2019-01-25,8700,8750,8460,8690,19150,77699.0,8941164.0
2019-01-28,8820,9210,8640,9050,39813,80918.0,8941164.0
2019-01-29,9200,9200,8900,9050,16987,80918.0,8941164.0
2019-01-30,9050,9090,8830,9080,16178,81186.0,8941164.0
2019-01-31,9080,9220,9020,9030,22937,80739.0,8941164.0
2019-02-01,9200,9200,8310,8830,59943,78950.0,8941164.0
2019-02-07,8600,8600,8240,8370,69220,74838.0,8941164.0
2019-02-08,8400,8530,8360,8430,14417,75374.0,8941164.0
2019-02-11,8370,8540,8370,8440,14430,75463.0,8941164.0
2019-02-12,8440,8460,8350,8410,15526,75195.0,8941164.0
2019-02-13,8490,8500,8310,8420,19318,75285.0,8941164.0
2019-02-14,8400,8490,8190,8400,29103,75106.0,8941164.0
2019-02-15,8490,8490,8200,8400,10499,75106.0,8941164.0
2019-02-18,8400,8470,8230,8240,24832,73675.0,8941164.0
2019-02-19,8240,8240,8000,8240,48833,73675.0,8941164.0
2019-02-20,8280,8280,8100,8170,25005,73049.0,8941164.0
2019-02-21,8220,8220,7980,8070,41666,72155.0,8941164.0
2019-02-22,8100,8250,8020,8100,19617,72423.0,8941164.0
2019-02-25,8240,8240,7970,8100,25781,72423.0,8941164.0
2019-02-26,8080,8080,7930,7930,48549,70903.0,8941164.0
2019-02-27,7860,8640,7860,8250,128836,73765.0,8941164.0
2019-02-28,8250,8450,7930,7990,40580,71440.0,8941164.0
2019-03-04,8140,8350,8070,8300,54605,74212.0,8941164.0
2019-03-05,8350,8390,8180,8200,37051,73318.0,8941164.0
2019-03-06,8290,8320,8000,8080,33490,72245.0,8941164.0
2019-03-07,8100,8190,7970,7970,27317,71261.0,8941164.0
2019-03-08,7950,8080,7720,7800,32051,69741.0,8941164.0
2019-03-11,7760,7790,7390,7430,74937,66433.0,8941164.0
2019-03-12,7500,7600,7320,7400,58435,66165.0,8941164.0
2019-03-13,7370,7500,7190,7220,51441,64555.0,8941164.0
2019-03-14,7570,9380,7240,9380,1530991,83868.0,8941164.0
2019-03-15,9990,12000,9950,11050,2124461,98800.0,8941164.0
2019-03-18,11100,11450,10500,11200,604028,100141.0,8941164.0
2019-03-19,11200,11250,10350,10500,490138,93882.0,8941164.0
2019-03-20,10550,10600,9650,9990,332636,89322.0,8941164.0
2019-03-21,9950,9960,9490,9490,196414,84852.0,8941164.0
2019-03-22,9700,10300,9610,9990,256236,89322.0,8941164.0
2019-03-25,9820,9820,9320,9700,136527,86729.0,8941164.0
2019-03-26,9980,10550,9670,10050,154977,89859.0,8941164.0
2019-03-27,10100,10750,9750,9900,253804,88518.0,8941164.0
2019-03-28,9910,10450,9770,9930,140730,88786.0,8941164.0
2019-03-29,10000,10100,9660,9900,64574,88518.0,8941164.0
2019-04-01,10000,10200,9840,10000,44067,89412.0,8941164.0
2019-04-02,9990,10200,9660,10050,103959,89859.0,8941164.0
2019-04-03,10150,10650,9970,10500,123932,93882.0,8941164.0
2019-04-04,10400,10600,10200,10400,66481,92988.0,8941164.0
2019-04-05,10550,11300,10400,10600,178693,94776.0,8941164.0
2019-04-08,10850,10850,10200,10450,56308,93435.0,8941164.0
2019-04-09,10450,10750,10100,10450,49739,93435.0,8941164.0
2019-04-10,10450,10600,10150,10400,49678,92988.0,8941164.0
2019-04-11,10300,10400,9950,9980,89803,89233.0,8941164.0
2019-04-12,9900,10100,9850,9980,44207,89233.0,8941164.0
2019-04-15,9940,10750,9650,9980,115753,89233.0,8941164.0
2019-04-16,10050,10050,9810,9830,29629,87892.0,8941164.0
2019-04-17,9970,10200,9850,9890,28514,88428.0,8941164.0
2019-04-18,9900,9980,9690,9730,29618,86998.0,8941164.0
2019-04-19,9930,10200,9780,9990,60022,89322.0,8941164.0
2019-04-22,10050,10050,9890,9990,24000,89322.0,8941164.0
2019-04-23,9980,10100,9830,9990,23596,89322.0,8941164.0
2019-04-24,9900,10050,9850,9860,23602,88160.0,8941164.0
2019-04-25,9780,9920,8960,9580,150945,85656.0,8941164.0
2019-04-26,9380,9600,8890,8930,141858,79845.0,8941164.0
2019-04-29,8930,8930,8500,8740,63983,78146.0,8941164.0
2019-04-30,8990,9150,8640,9100,52116,81365.0,8941164.0
2019-05-02,9200,9200,8800,9150,16662,81812.0,8941164.0
2019-05-03,9060,9210,9010,9100,21218,81365.0,8941164.0
2019-05-07,8730,9100,8690,8810,51683,78772.0,8941164.0
2019-05-08,8720,8800,8550,8690,24862,77699.0,8941164.0
2019-05-09,8820,8820,8190,8350,47707,74659.0,8941164.0
2019-05-10,8210,8740,8210,8380,25644,74927.0,8941164.0
2019-05-13,8390,8390,8030,8110,26283,72513.0,8941164.0
2019-05-14,8000,8190,7720,8190,34435,73228.0,8941164.0
2019-05-15,8350,8350,8000,8070,19503,72155.0,8941164.0
2019-05-16,8150,8150,7910,8100,28477,72423.0,8941164.0
2019-05-17,8170,8240,8010,8150,13271,72870.0,8941164.0
2019-05-20,8250,8260,7900,8090,19414,72334.0,8941164.0
2019-05-21,8090,8130,7940,8070,10746,72155.0,8941164.0
2019-05-22,8170,8170,7910,8110,22993,72513.0,8941164.0
2019-05-23,8260,9990,8130,8950,254498,80023.0,8941164.0
2019-05-24,9030,11000,9010,9520,836440,85120.0,8941164.0
2019-05-27,9450,9600,9060,9100,95149,81365.0,8941164.0
2019-05-28,9000,9800,8750,9480,145289,84762.0,8941164.0
2019-05-29,9420,9530,9200,9520,68421,85120.0,8941164.0
2019-05-30,9750,11500,9650,10450,576673,93435.0,8941164.0
2019-05-31,10250,10550,9930,10300,113455,92094.0,8941164.0
2019-06-03,10100,10400,9950,10000,90292,89412.0,8941164.0
2019-06-04,10000,10200,9630,9730,54665,86998.0,8941164.0
2019-06-05,9860,9920,9640,9710,27046,86819.0,8941164.0
2019-06-07,9630,9850,9520,9730,23373,86998.0,8941164.0
2019-06-10,9760,10200,9730,9800,27372,87623.0,8941164.0
2019-06-11,9820,9970,9700,9800,29380,87623.0,8941164.0
2019-06-12,9800,9820,9220,9700,31965,86729.0,8941164.0
2019-06-13,9800,9800,9200,9400,75490,84047.0,8941164.0
2019-06-14,9300,9450,8920,9210,58145,82348.0,8941164.0
2019-06-17,9120,9270,8810,8830,37297,78950.0,8941164.0
2019-06-18,8810,9020,8490,8500,54514,76000.0,8941164.0
2019-06-19,8900,8900,8570,8690,19280,77699.0,8941164.0
2019-06-20,8670,8870,8650,8820,13031,78861.0,8941164.0
2019-06-21,8820,8880,8590,8610,30689,76983.0,8941164.0
2019-06-24,8590,8700,8360,8490,27936,75910.0,8941164.0
2019-06-25,8590,8590,8290,8440,29255,75463.0,8941164.0
2019-06-26,8500,8500,8250,8330,19704,74480.0,8941164.0
2019-06-27,8350,8350,7910,8000,63558,71529.0,8941164.0
2019-06-28,8000,8300,7940,8170,39353,73049.0,8941164.0
2019-07-01,8250,8440,8060,8310,31230,74301.0,8941164.0
2019-07-02,8370,8380,8040,8130,59825,72692.0,8941164.0
2019-07-03,8130,8180,8020,8070,14093,72155.0,8941164.0
2019-07-04,8180,8180,7960,8120,19938,72602.0,8941164.0
2019-07-05,8190,8190,7890,8150,35393,72870.0,8941164.0
2019-07-08,8180,8180,7920,8020,13023,71708.0,8941164.0
2019-07-09,8050,8100,7800,7930,31172,70903.0,8941164.0
2019-07-10,8000,8000,7740,7990,15729,71440.0,8941164.0
2019-07-11,8040,8090,7880,8080,10520,72245.0,8941164.0
2019-07-12,8100,8440,8000,8320,32287,74390.0,8941164.0
2019-07-15,8290,8430,8080,8150,24097,72870.0,8941164.0
2019-07-16,8150,8300,7920,8200,38824,73318.0,8941164.0
2019-07-17,8200,8330,8000,8140,10895,72781.0,8941164.0
2019-07-18,8260,8260,8010,8130,8853,72692.0,8941164.0
2019-07-19,7960,10400,7960,9200,907404,82259.0,8941164.0
2019-07-22,9250,10150,9240,9530,296530,85209.0,8941164.0
2019-07-23,9480,9480,8750,8910,116699,79666.0,8941164.0
2019-07-24,8910,8910,8430,8540,79868,76358.0,8941164.0
2019-07-25,8530,8590,8200,8350,53047,74659.0,8941164.0
2019-07-26,8350,8400,8000,8010,52880,71619.0,8941164.0
2019-07-29,8010,8200,7850,8050,52798,71976.0,8941164.0
2019-07-30,7910,8100,7880,8000,51935,71529.0,8941164.0
2019-07-31,8130,8130,7690,8000,44973,71529.0,8941164.0
2019-08-01,8000,8220,7840,8090,35110,72334.0,8941164.0
2019-08-02,7890,8030,7650,8000,30753,71529.0,8941164.0
2019-08-05,8090,8090,7290,7470,43491,66790.0,8941164.0
2019-08-06,7040,7560,6710,6710,53350,59995.0,8941164.0
2019-08-07,6760,7080,6760,6960,47611,62231.0,8941164.0
2019-08-08,7020,7470,6990,7330,20678,65539.0,8941164.0
2019-08-09,7360,7430,7200,7390,21286,66075.0,8941164.0
2019-08-12,7280,7410,7150,7370,20723,65896.0,8941164.0
2019-08-13,7210,7730,7210,7610,13653,68042.0,8941164.0
2019-08-14,7650,7870,7500,7840,24246,70099.0,8941164.0
2019-08-16,7990,7990,7680,7840,17476,70099.0,8941164.0
2019-08-19,7840,7920,7450,7590,27439,67863.0,8941164.0
2019-08-20,7770,7800,7530,7790,7727,69652.0,8941164.0
2019-08-21,7790,7860,7650,7830,11696,70009.0,8941164.0
2019-08-22,7960,7960,7700,7830,18683,70009.0,8941164.0
2019-08-23,7570,7840,7540,7840,10013,70099.0,8941164.0
2019-08-26,7800,7800,7370,7550,19619,67506.0,8941164.0
2019-08-27,7400,7590,7300,7450,30385,66612.0,8941164.0
2019-08-28,7540,7540,7330,7490,21192,66969.0,8941164.0
2019-08-29,7490,7490,7290,7310,19029,65360.0,8941164.0
2019-08-30,7490,7490,7290,7390,9262,66075.0,8941164.0
2019-09-02,7520,7520,7300,7440,8642,66522.0,8941164.0
2019-09-03,7380,7700,7380,7620,30516,68132.0,8941164.0
2019-09-04,7650,7690,7490,7600,8608,67953.0,8941164.0
2019-09-05,7600,7610,7420,7520,13640,67238.0,8941164.0
2019-09-06,7640,7640,7430,7520,9418,67238.0,8941164.0
2019-09-09,7580,7580,7390,7490,10605,66969.0,8941164.0
2019-09-10,7560,7560,7300,7430,19784,66433.0,8941164.0
2019-09-11,7510,7610,7340,7590,18884,67863.0,8941164.0
2019-09-16,7640,7700,7550,7640,10905,68310.0,8941164.0
2019-09-17,7590,8140,7580,7890,56838,70546.0,8941164.0
2019-09-18,7730,7950,7700,7910,20226,70725.0,8941164.0
2019-09-19,7780,8020,7660,7790,19625,69652.0,8941164.0
2019-09-20,7680,7860,7640,7780,13740,69562.0,8941164.0
2019-09-23,7770,7770,7580,7610,12547,68042.0,8941164.0
2019-09-24,7500,7740,7420,7500,21746,67059.0,8941164.0
2019-09-25,7590,7590,7240,7400,35044,66165.0,8941164.0
2019-09-26,7400,7400,7130,7390,38215,66075.0,8941164.0
2019-09-27,7320,7420,7200,7210,21068,64466.0,8941164.0
2019-09-30,7340,7390,7220,7350,18134,65718.0,8941164.0
2019-10-01,7340,7540,7220,7520,30507,67238.0,8941164.0
2019-10-02,7330,7520,7320,7500,13510,67059.0,8941164.0
2019-10-04,7500,7500,7320,7440,8649,66522.0,8941164.0
2019-10-07,7340,7480,7030,7250,39902,64823.0,8941164.0
